sequence,v115@VhC8FeD8BeA8Jeq/IvhEZkBulB3hBctBzpB,v115@VhC8FeD8BeA8Jea8IvhE5gB3hBTkBeqBctB,v115@VhC8FeD8BeA8Jez7IvhEZkBWlB3hBctBCqB,v115@VhC8FeD8BeA8JeZ6IvhEzfB3hBSqBctB2uB,v115@VhC8FeD8BeA8Jee8IvhEZkB3hBqpBTlBctB
ZISJLTO,X,O,O,O,X
ZISJLOT,O,O,O,O,O
ZISJOTL,O,O,X,X,X
ZISJOLT,O,O,O,O,O
ZISOTLJ,O,X,O,X,X
ZISOTJL,O,X,X,X,X
ZISOLTJ,O,X,O,X,O
ZISOLJT,O,O,O,X,O
ZISOJTL,O,O,X,X,X
ZISOJLT,O,O,O,X,O
ZIOTLJS,O,X,X,X,X
ZIOTLSJ,O,X,X,X,X
ZIOTJLS,O,X,X,X,X
ZIOTJSL,O,X,X,X,X
ZIOTSLJ,O,X,X,X,X
ZIOTSJL,O,X,X,X,X
ZIOLTJS,O,X,X,X,O
ZIOLTSJ,O,X,X,X,O
ZIOLJTS,O,O,O,X,O
ZIOLJST,O,O,O,X,O
ZIOLSTJ,O,X,O,X,O
ZIOLSJT,O,O,O,X,O
ZIOJTLS,O,O,X,X,X
ZIOJTSL,O,O,X,X,X
ZIOJLTS,O,O,X,X,O
ZIOJLST,O,O,X,X,O
ZIOJSTL,O,O,X,X,X
ZIOJSLT,O,O,X,X,O
ZIOSTLJ,O,X,O,X,X
ZIOSTJL,O,X,X,X,X
ZIOSLTJ,O,X,O,X,O
ZIOSLJT,O,O,O,X,O
ZIOSJTL,O,O,X,X,X
ZIOSJLT,O,O,O,X,O
ZLTIJSO,X,X,O,X,X
ZLTIJOS,X,X,O,X,X
ZLTISJO,X,X,O,X,X
ZLTISOJ,X,X,O,X,O
ZLTIOJS,X,X,X,X,O
ZLTIOSJ,X,X,X,X,O
ZLTJISO,X,X,O,O,X
ZLTJIOS,X,X,O,O,X
ZLTJSIO,X,X,O,O,X
ZLTJSOI,X,X,O,O,X
ZLTJOIS,X,X,O,O,X
ZLTJOSI,X,X,O,O,X
ZLTSIJO,X,X,O,X,X
ZLTSIOJ,X,X,O,X,O
ZLTSJIO,X,X,O,O,X
ZLTSJOI,X,X,O,O,X
ZLTSOIJ,X,X,O,X,O
ZLTSOJI,X,X,O,X,O
ZLTOIJS,X,X,X,X,O
ZLTOISJ,X,X,X,X,O
ZLTOJIS,X,X,X,X,O
ZLTOJSI,X,X,X,X,O
ZLTOSIJ,X,X,X,X,O
ZLTOSJI,X,X,X,X,O
ZLITJSO,X,O,O,X,X
ZLITJOS,X,O,O,X,X
ZLITSJO,X,O,O,X,X
ZLITSOJ,X,X,O,X,O
ZLITOJS,X,X,X,X,O
ZLITOSJ,X,X,X,X,O
ZLIJTSO,X,O,O,O,X
ZLIJTOS,X,O,O,O,X
ZLIJSTO,X,O,O,O,X
ZLIJSOT,O,O,O,O,O
ZLIJOTS,O,O,O,O,O
ZLIJOST,O,O,O,O,O
ZLISTJO,X,O,O,X,X
ZLISTOJ,X,X,O,X,O
ZLISJTO,X,O,O,O,X
ZLISJOT,O,O,O,O,O
ZLISOTJ,O,X,O,X,O
ZLISOJT,O,O,O,X,O
ZLIOTJS,O,X,X,X,O
ZLIOTSJ,O,X,X,X,O
ZLIOJTS,O,O,O,X,O
ZLIOJST,O,O,O,X,O
ZLIOSTJ,O,X,O,X,O
ZLIOSJT,O,O,O,X,O
ZLJTISO,X,X,O,O,X
ZLJTIOS,X,X,O,O,X
ZLJTSIO,X,X,O,O,X
ZLJTSOI,X,X,O,O,X
ZLJTOIS,X,X,O,O,X
ZLJTOSI,X,X,O,O,X
ZLJITSO,X,O,O,O,X
ZLJITOS,X,O,O,O,X
ZLJISTO,X,O,O,O,X
ZLJISOT,O,O,O,O,O
ZLJIOTS,O,O,O,O,O
ZLJIOST,O,O,O,O,O
ZLJSTIO,X,O,O,O,X
ZLJSTOI,X,O,O,O,X
ZLJSITO,X,O,O,O,X
ZLJSIOT,O,O,O,O,O
ZLJSOTI,O,O,O,O,O
ZLJSOIT,O,O,O,O,O
ZLJOTIS,O,X,O,O,O
ZLJOTSI,O,X,O,O,O
ZLJOITS,O,O,O,O,O
ZLJOIST,O,O,O,O,O
ZLJOSTI,O,O,O,O,O
ZLJOSIT,O,O,O,O,O
ZLSTIJO,X,O,O,X,X
ZLSTIOJ,X,X,O,X,O
ZLSTJIO,X,O,O,O,X
ZLSTJOI,X,O,O,O,X
ZLSTOIJ,X,X,O,X,O
ZLSTOJI,X,X,O,X,O
ZLSITJO,X,O,O,X,X
ZLSITOJ,X,X,O,X,O
ZLSIJTO,X,O,O,O,X
ZLSIJOT,O,O,O,O,O
ZLSIOTJ,O,X,O,X,O
ZLSIOJT,O,O,O,X,O
ZLSJTIO,X,O,O,O,X
ZLSJTOI,X,O,O,O,X
ZLSJITO,X,O,O,O,X
ZLSJIOT,O,O,O,O,O
ZLSJOTI,O,O,O,O,O
ZLSJOIT,O,O,O,O,O
ZLSOTIJ,O,X,O,X,O
ZLSOTJI,O,X,O,X,O
ZLSOITJ,O,X,O,X,O
ZLSOIJT,O,O,O,X,O
ZLSOJTI,O,O,O,O,O
ZLSOJIT,O,O,O,O,O
ZLOTIJS,O,X,X,X,O
ZLOTISJ,O,X,X,X,O
ZLOTJIS,O,X,X,X,O
ZLOTJSI,O,X,X,X,O
ZLOTSIJ,O,X,X,X,O
ZLOTSJI,O,X,X,X,O
ZLOITJS,O,X,X,X,O
ZLOITSJ,O,X,X,X,O
ZLOIJTS,O,X,O,X,O
ZLOIJST,O,X,O,X,O
ZLOISTJ,O,X,O,X,O
ZLOISJT,O,X,O,X,O
ZLOJTIS,O,X,O,O,O
ZLOJTSI,O,X,O,O,O
ZLOJITS,O,X,O,O,O
ZLOJIST,O,X,O,O,O
ZLOJSTI,O,X,O,O,O
ZLOJSIT,O,X,O,O,O
ZLOSTIJ,O,X,O,X,O
ZLOSTJI,O,X,O,X,O
ZLOSITJ,O,X,O,X,O
ZLOSIJT,O,X,O,X,O
ZLOSJTI,O,X,O,O,O
ZLOSJIT,O,X,O,O,O
ZJTILSO,X,O,X,O,X
ZJTILOS,X,O,X,O,X
ZJTISLO,X,O,X,O,X
ZJTISOL,O,O,X,X,X
ZJTIOLS,O,O,X,X,X
ZJTIOSL,O,O,X,X,X
ZJTLISO,X,X,X,O,X
ZJTLIOS,X,X,X,O,X
ZJTLSIO,X,X,X,O,X
ZJTLSOI,X,X,X,O,X
ZJTLOIS,X,X,X,O,X
ZJTLOSI,X,X,X,O,X
ZJTSILO,X,O,X,O,X
ZJTSIOL,O,O,X,X,X
ZJTSLIO,X,O,X,O,X
ZJTSLOI,X,O,X,O,X
ZJTSOIL,O,O,X,X,X
ZJTSOLI,O,O,X,X,X
ZJTOILS,O,O,X,X,X
ZJTOISL,O,O,X,X,X
ZJTOLIS,O,X,X,X,X
ZJTOLSI,O,X,X,X,X
ZJTOSIL,O,O,X,X,X
ZJTOSLI,O,O,X,X,X
ZJITLSO,X,O,X,O,X
ZJITLOS,X,O,X,O,X
ZJITSLO,X,O,X,O,X
ZJITSOL,O,O,X,X,X
ZJITOLS,O,O,X,X,X
ZJITOSL,O,O,X,X,X
ZJILTSO,X,O,O,O,X
ZJILTOS,X,O,O,O,X
ZJILSTO,X,O,O,O,X
ZJILSOT,O,O,O,O,O
ZJILOTS,O,O,O,O,O
ZJILOST,O,O,O,O,O
ZJISTLO,X,O,X,O,X
ZJISTOL,O,O,X,X,X
ZJISLTO,X,O,O,O,X
ZJISLOT,O,O,O,O,O
ZJISOTL,O,O,X,X,X
ZJISOLT,O,O,O,O,X
ZJIOTLS,O,O,X,X,X
ZJIOTSL,O,O,X,X,X
ZJIOLTS,O,O,X,O,X
ZJIOLST,O,O,X,O,X
ZJIOSTL,O,O,X,X,X
ZJIOSLT,O,O,X,O,X
ZJLTISO,X,X,O,O,X
ZJLTIOS,X,X,O,O,X
ZJLTSIO,X,X,O,O,X
ZJLTSOI,X,X,O,O,X
ZJLTOIS,X,X,O,O,X
ZJLTOSI,X,X,O,O,X
ZJLITSO,X,O,O,O,X
ZJLITOS,X,O,O,O,X
ZJLISTO,X,O,O,O,X
ZJLISOT,O,O,O,O,O
ZJLIOTS,O,O,O,O,O
ZJLIOST,O,O,O,O,O
ZJLSTIO,X,O,O,O,X
ZJLSTOI,X,O,O,O,X
ZJLSITO,X,O,O,O,X
ZJLSIOT,O,O,O,O,O
ZJLSOTI,O,O,O,O,O
ZJLSOIT,O,O,O,O,O
ZJLOTIS,O,X,O,O,O
ZJLOTSI,O,X,O,O,O
ZJLOITS,O,O,O,O,O
ZJLOIST,O,O,O,O,O
ZJLOSTI,O,O,O,O,O
ZJLOSIT,O,O,O,O,O
ZJSTILO,X,O,X,O,X
ZJSTIOL,O,O,X,X,X
ZJSTLIO,X,O,X,O,X
ZJSTLOI,X,O,X,O,X
ZJSTOIL,O,O,X,X,X
ZJSTOLI,O,O,X,X,O
ZJSITLO,X,O,X,O,X
ZJSITOL,O,O,X,X,X
ZJSILTO,X,O,O,O,X
ZJSILOT,O,O,O,O,O
ZJSIOTL,O,O,X,X,X
ZJSIOLT,O,O,O,O,O
ZJSLTIO,X,O,O,O,X
ZJSLTOI,X,O,O,O,X
ZJSLITO,X,O,O,O,X
ZJSLIOT,O,O,O,O,O
ZJSLOTI,O,O,O,O,O
ZJSLOIT,O,O,O,O,O
ZJSOTIL,O,O,X,X,X
ZJSOTLI,O,O,X,X,O
ZJSOITL,O,O,X,X,X
ZJSOILT,O,O,O,O,O
ZJSOLTI,O,O,O,O,O
ZJSOLIT,O,O,O,O,O
ZJOTILS,O,O,X,X,X
ZJOTISL,O,O,X,X,X
ZJOTLIS,O,X,X,X,O
ZJOTLSI,O,X,X,X,O
ZJOTSIL,O,O,X,X,X
ZJOTSLI,O,O,X,X,O
ZJOITLS,O,O,X,X,X
ZJOITSL,O,O,X,X,X
ZJOILTS,O,O,X,O,O
ZJOILST,O,O,X,O,O
ZJOISTL,O,O,X,X,X
ZJOISLT,O,O,X,O,O
ZJOLTIS,O,X,X,O,O
ZJOLTSI,O,X,X,O,O
ZJOLITS,O,O,X,O,O
ZJOLIST,O,O,X,O,O
ZJOLSTI,O,O,X,O,O
ZJOLSIT,O,O,X,O,O
ZJOSTIL,O,O,X,X,X
ZJOSTLI,O,O,X,X,O
ZJOSITL,O,O,X,X,X
ZJOSILT,O,O,X,O,O
ZJOSLTI,O,O,X,O,O
ZJOSLIT,O,O,X,O,O
ZSTILJO,X,O,O,X,X
ZSTILOJ,X,X,O,X,O
ZSTIJLO,X,O,X,X,X
ZSTIJOL,O,O,X,X,X
ZSTIOLJ,O,X,O,X,X
ZSTIOJL,O,X,X,X,X
ZSTLIJO,X,O,O,X,X
ZSTLIOJ,X,X,O,X,O
ZSTLJIO,X,O,O,O,X
ZSTLJOI,X,O,O,O,X
ZSTLOIJ,X,X,O,X,O
ZSTLOJI,X,X,O,X,O
ZSTJILO,X,O,X,O,X
ZSTJIOL,O,O,X,X,X
ZSTJLIO,X,O,X,O,X
ZSTJLOI,X,O,X,O,X
ZSTJOIL,O,O,X,X,X
ZSTJOLI,O,O,X,X,O
ZSTOILJ,O,X,O,X,X
ZSTOIJL,O,X,X,X,X
ZSTOLIJ,O,X,O,X,O
ZSTOLJI,O,X,O,X,O
ZSTOJIL,O,X,X,X,X
ZSTOJLI,O,X,X,X,O
ZSITLJO,X,O,O,X,X
ZSITLOJ,X,X,O,X,O
ZSITJLO,X,O,X,X,X
ZSITJOL,O,O,X,X,X
ZSITOLJ,O,X,O,X,X
ZSITOJL,O,X,X,X,X
ZSILTJO,X,O,O,X,X
ZSILTOJ,X,X,O,X,O
ZSILJTO,X,O,O,O,X
ZSILJOT,O,O,O,O,O
ZSILOTJ,O,X,O,X,O
ZSILOJT,O,O,O,X,O
ZSIJTLO,X,O,X,O,X
ZSIJTOL,O,O,X,X,X
ZSIJLTO,X,O,O,O,X
ZSIJLOT,O,O,O,O,O
ZSIJOTL,O,O,X,X,X
ZSIJOLT,O,O,O,O,O
ZSIOTLJ,O,X,O,X,X
ZSIOTJL,O,X,X,X,X
ZSIOLTJ,O,X,O,X,O
ZSIOLJT,O,O,O,X,O
ZSIOJTL,O,O,X,X,X
ZSIOJLT,O,O,O,X,O
ZSLTIJO,X,O,O,X,X
ZSLTIOJ,X,X,O,X,O
ZSLTJIO,X,O,O,O,X
ZSLTJOI,X,O,O,O,X
ZSLTOIJ,X,X,O,X,O
ZSLTOJI,X,X,O,X,O
ZSLITJO,X,O,O,X,X
ZSLITOJ,X,X,O,X,O
ZSLIJTO,X,O,O,O,X
ZSLIJOT,O,O,O,O,O
ZSLIOTJ,O,X,O,X,O
ZSLIOJT,O,O,O,X,O
ZSLJTIO,X,O,O,O,X
ZSLJTOI,X,O,O,O,X
ZSLJITO,X,O,O,O,X
ZSLJIOT,O,O,O,O,O
ZSLJOTI,O,O,O,O,O
ZSLJOIT,O,O,O,O,O
ZSLOTIJ,O,X,O,X,O
ZSLOTJI,O,X,O,X,O
ZSLOITJ,O,X,O,X,O
ZSLOIJT,O,O,O,X,O
ZSLOJTI,O,O,O,O,O
ZSLOJIT,O,O,O,O,O
ZSJTILO,X,O,X,O,X
ZSJTIOL,O,O,X,X,X
ZSJTLIO,X,O,X,O,X
ZSJTLOI,X,O,X,O,X
ZSJTOIL,O,O,X,X,X
ZSJTOLI,O,O,X,X,O
ZSJITLO,X,O,X,O,X
ZSJITOL,O,O,X,X,X
ZSJILTO,X,O,O,O,X
ZSJILOT,O,O,O,O,O
ZSJIOTL,O,O,X,X,X
ZSJIOLT,O,O,O,O,O
ZSJLTIO,X,O,O,O,X
ZSJLTOI,X,O,O,O,X
ZSJLITO,X,O,O,O,X
ZSJLIOT,O,O,O,O,O
ZSJLOTI,O,O,O,O,O
ZSJLOIT,O,O,O,O,O
ZSJOTIL,O,O,X,X,X
ZSJOTLI,O,O,X,X,O
ZSJOITL,O,O,X,X,X
ZSJOILT,O,O,O,O,O
ZSJOLTI,O,O,O,O,O
ZSJOLIT,O,O,O,O,O
ZSOTILJ,O,X,O,X,X
ZSOTIJL,O,X,X,X,X
ZSOTLIJ,O,X,O,X,O
ZSOTLJI,O,X,O,X,O
ZSOTJIL,O,X,X,X,X
ZSOTJLI,O,X,X,X,O
ZSOITLJ,O,X,O,X,X
ZSOITJL,O,X,X,X,X
ZSOILTJ,O,X,O,X,O
ZSOILJT,O,O,O,X,O
ZSOIJTL,O,O,X,X,X
ZSOIJLT,O,O,O,X,O
ZSOLTIJ,O,X,O,X,O
ZSOLTJI,O,X,O,X,O
ZSOLITJ,O,X,O,X,O
ZSOLIJT,O,O,O,X,O
ZSOLJTI,O,O,O,O,O
ZSOLJIT,O,O,O,O,O
ZSOJTIL,O,O,X,X,X
ZSOJTLI,O,O,X,X,O
ZSOJITL,O,O,X,X,X
ZSOJILT,O,O,O,O,O
ZSOJLTI,O,O,O,O,O
ZSOJLIT,O,O,O,O,O
ZOTILJS,O,X,X,X,X
ZOTILSJ,O,X,X,X,X
ZOTIJLS,O,X,X,X,X
ZOTIJSL,O,X,X,X,X
ZOTISLJ,O,X,X,X,X
ZOTISJL,O,X,X,X,X
ZOTLIJS,O,X,X,X,O
ZOTLISJ,O,X,X,X,O
ZOTLJIS,O,X,X,X,O
ZOTLJSI,O,X,X,X,O
ZOTLSIJ,O,X,X,X,O
ZOTLSJI,O,X,X,X,O
ZOTJILS,O,X,X,X,X
ZOTJISL,O,X,X,X,X
ZOTJLIS,O,X,X,X,O
ZOTJLSI,O,X,X,X,O
ZOTJSIL,O,X,X,X,X
ZOTJSLI,O,X,X,X,O
ZOTSILJ,O,X,X,X,X
ZOTSIJL,O,X,X,X,X
ZOTSLIJ,O,X,X,X,O
ZOTSLJI,O,X,X,X,O
ZOTSJIL,O,X,X,X,X
ZOTSJLI,O,X,X,X,O
ZOITLJS,O,X,X,X,X
ZOITLSJ,O,X,X,X,X
ZOITJLS,O,X,X,X,X
ZOITJSL,O,X,X,X,X
ZOITSLJ,O,X,X,X,X
ZOITSJL,O,X,X,X,X
ZOILTJS,O,X,X,X,O
ZOILTSJ,O,X,X,X,O
ZOILJTS,O,O,O,X,O
ZOILJST,O,O,O,X,O
ZOILSTJ,O,X,O,X,O
ZOILSJT,O,O,O,X,O
ZOIJTLS,O,O,X,X,X
ZOIJTSL,O,O,X,X,X
ZOIJLTS,O,O,X,X,O
ZOIJLST,O,O,X,X,O
ZOIJSTL,O,O,X,X,X
ZOIJSLT,O,O,X,X,O
ZOISTLJ,O,X,O,X,X
ZOISTJL,O,X,X,X,X
ZOISLTJ,O,X,O,X,O
ZOISLJT,O,O,O,X,O
ZOISJTL,O,O,X,X,X
ZOISJLT,O,O,O,X,O
ZOLTIJS,O,X,X,X,O
ZOLTISJ,O,X,X,X,O
ZOLTJIS,O,X,X,X,O
ZOLTJSI,O,X,X,X,O
ZOLTSIJ,O,X,X,X,O
ZOLTSJI,O,X,X,X,O
ZOLITJS,O,X,X,X,O
ZOLITSJ,O,X,X,X,O
ZOLIJTS,O,X,O,X,O
ZOLIJST,O,X,O,X,O
ZOLISTJ,O,X,O,X,O
ZOLISJT,O,X,O,X,O
ZOLJTIS,O,X,O,O,O
ZOLJTSI,O,X,O,O,O
ZOLJITS,O,X,O,O,O
ZOLJIST,O,X,O,O,O
ZOLJSTI,O,X,O,O,O
ZOLJSIT,O,X,O,O,O
ZOLSTIJ,O,X,O,X,O
ZOLSTJI,O,X,O,X,O
ZOLSITJ,O,X,O,X,O
ZOLSIJT,O,X,O,X,O
ZOLSJTI,O,X,O,O,O
ZOLSJIT,O,X,O,O,O
ZOJTILS,O,O,X,X,X
ZOJTISL,O,O,X,X,X
ZOJTLIS,O,X,X,X,O
ZOJTLSI,O,X,X,X,O
ZOJTSIL,O,O,X,X,X
ZOJTSLI,O,O,X,X,O
ZOJITLS,O,O,X,X,X
ZOJITSL,O,O,X,X,X
ZOJILTS,O,O,X,O,O
ZOJILST,O,O,X,O,O
ZOJISTL,O,O,X,X,X
ZOJISLT,O,O,X,O,O
ZOJLTIS,O,X,X,O,O
ZOJLTSI,O,X,X,O,O
ZOJLITS,O,O,X,O,O
ZOJLIST,O,O,X,O,O
ZOJLSTI,O,O,X,O,O
ZOJLSIT,O,O,X,O,O
ZOJSTIL,O,O,X,X,X
ZOJSTLI,O,O,X,X,O
ZOJSITL,O,O,X,X,X
ZOJSILT,O,O,X,O,O
ZOJSLTI,O,O,X,O,O
ZOJSLIT,O,O,X,O,O
ZOSTILJ,O,X,O,X,X
ZOSTIJL,O,X,X,X,X
ZOSTLIJ,O,X,O,X,O
ZOSTLJI,O,X,O,X,O
ZOSTJIL,O,X,X,X,X
ZOSTJLI,O,X,X,X,O
ZOSITLJ,O,X,O,X,X
ZOSITJL,O,X,X,X,X
ZOSILTJ,O,X,O,X,O
ZOSILJT,O,O,O,X,O
ZOSIJTL,O,O,X,X,X
ZOSIJLT,O,O,O,X,O
ZOSLTIJ,O,X,O,X,O
ZOSLTJI,O,X,O,X,O
ZOSLITJ,O,X,O,X,O
ZOSLIJT,O,O,O,X,O
ZOSLJTI,O,O,O,O,O
ZOSLJIT,O,O,O,O,O
ZOSJTIL,O,O,X,X,X
ZOSJTLI,O,O,X,X,O
ZOSJITL,O,O,X,X,X
ZOSJILT,O,O,O,O,O
ZOSJLTI,O,O,O,O,O
ZOSJLIT,O,O,O,O,O
OTILJSZ,O,X,X,X,X
OTILJZS,O,X,X,X,X
OTILSJZ,O,X,X,X,X
OTILSZJ,O,X,X,X,X
OTILZJS,O,X,X,X,X
OTILZSJ,O,X,X,X,X
OTIJLSZ,O,X,X,X,X
OTIJLZS,O,X,X,X,X
OTIJSLZ,O,X,X,X,X
OTIJSZL,O,X,X,X,X
OTIJZLS,O,X,X,X,X
OTIJZSL,O,X,X,X,X
OTISLJZ,O,X,X,X,X
OTISLZJ,O,X,X,X,X
OTISJLZ,O,X,X,X,X
OTISJZL,O,X,X,X,X
OTISZLJ,O,X,X,X,X
OTISZJL,O,X,X,X,X
OTIZLJS,O,X,X,X,X
OTIZLSJ,O,X,X,X,X
OTIZJLS,O,X,X,X,X
OTIZJSL,O,X,X,X,X
OTIZSLJ,O,X,X,X,X
OTIZSJL,O,X,X,X,X
OTLIJSZ,O,X,X,X,O
OTLIJZS,O,X,X,X,O
OTLISJZ,O,X,X,X,O
OTLISZJ,O,X,X,X,O
OTLIZJS,O,X,X,X,O
OTLIZSJ,O,X,X,X,O
OTLJISZ,O,X,X,X,O
OTLJIZS,O,X,X,X,O
OTLJSIZ,O,X,X,X,O
OTLJSZI,O,X,X,X,O
OTLJZIS,O,X,X,X,O
OTLJZSI,O,X,X,X,O
OTLSIJZ,O,X,X,X,O
OTLSIZJ,O,X,X,X,O
OTLSJIZ,O,X,X,X,O
OTLSJZI,O,X,X,X,O
OTLSZIJ,O,X,X,X,O
OTLSZJI,O,X,X,X,O
OTLZIJS,O,X,X,X,O
OTLZISJ,O,X,X,X,O
OTLZJIS,O,X,X,X,O
OTLZJSI,O,X,X,X,O
OTLZSIJ,O,X,X,X,O
OTLZSJI,O,X,X,X,O
OTJILSZ,O,X,X,X,X
OTJILZS,O,X,X,X,X
OTJISLZ,O,X,X,X,X
OTJISZL,O,X,X,X,X
OTJIZLS,O,X,X,X,X
OTJIZSL,O,X,X,X,X
OTJLISZ,O,X,X,X,O
OTJLIZS,O,X,X,X,O
OTJLSIZ,O,X,X,X,O
OTJLSZI,O,X,X,X,O
OTJLZIS,O,X,X,X,O
OTJLZSI,O,X,X,X,O
OTJSILZ,O,X,X,X,X
OTJSIZL,O,X,X,X,X
OTJSLIZ,O,X,X,X,O
OTJSLZI,O,X,X,X,O
OTJSZIL,O,X,X,X,X
OTJSZLI,O,X,X,X,O
OTJZILS,O,X,X,X,X
OTJZISL,O,X,X,X,X
OTJZLIS,O,X,X,X,O
OTJZLSI,O,X,X,X,O
OTJZSIL,O,X,X,X,X
OTJZSLI,O,X,X,X,O
OTSILJZ,O,X,X,X,X
OTSILZJ,O,X,X,X,X
OTSIJLZ,O,X,X,X,X
OTSIJZL,O,X,X,X,X
OTSIZLJ,O,X,X,X,X
OTSIZJL,O,X,X,X,X
OTSLIJZ,O,X,X,X,O
OTSLIZJ,O,X,X,X,O
OTSLJIZ,O,X,X,X,O
OTSLJZI,O,X,X,X,O
OTSLZIJ,O,X,X,X,O
OTSLZJI,O,X,X,X,O
OTSJILZ,O,X,X,X,X
OTSJIZL,O,X,X,X,X
OTSJLIZ,O,X,X,X,O
OTSJLZI,O,X,X,X,O
OTSJZIL,O,X,X,X,X
OTSJZLI,O,X,X,X,O
OTSZILJ,O,X,X,X,X
OTSZIJL,O,X,X,X,X
OTSZLIJ,O,X,X,X,O
OTSZLJI,O,X,X,X,O
OTSZJIL,O,X,X,X,X
OTSZJLI,O,X,X,X,O
OTZILJS,O,X,X,X,X
OTZILSJ,O,X,X,X,X
OTZIJLS,O,X,X,X,X
OTZIJSL,O,X,X,X,X
OTZISLJ,O,X,X,X,X
OTZISJL,O,X,X,X,X
OTZLIJS,O,X,X,X,O
OTZLISJ,O,X,X,X,O
OTZLJIS,O,X,X,X,O
OTZLJSI,O,X,X,X,O
OTZLSIJ,O,X,X,X,O
OTZLSJI,O,X,X,X,O
OTZJILS,O,X,X,X,X
OTZJISL,O,X,X,X,X
OTZJLIS,O,X,X,X,O
OTZJLSI,O,X,X,X,O
OTZJSIL,O,X,X,X,X
OTZJSLI,O,X,X,X,O
OTZSILJ,O,X,X,X,X
OTZSIJL,O,X,X,X,X
OTZSLIJ,O,X,X,X,O
OTZSLJI,O,X,X,X,O
OTZSJIL,O,X,X,X,X
OTZSJLI,O,X,X,X,O
OITLJSZ,O,X,X,X,X
OITLJZS,O,X,X,X,X
OITLSJZ,O,X,X,X,X
OITLSZJ,O,X,X,X,X
OITLZJS,O,X,X,X,X
OITLZSJ,O,X,X,X,X
OITJLSZ,O,X,X,X,X
OITJLZS,O,X,X,X,X
OITJSLZ,O,X,X,X,X
OITJSZL,O,X,X,X,X
OITJZLS,O,X,X,X,X
OITJZSL,O,X,X,X,X
OITSLJZ,O,X,X,X,X
OITSLZJ,O,X,X,X,X
OITSJLZ,O,X,X,X,X
OITSJZL,O,X,X,X,X
OITSZLJ,O,X,X,X,X
OITSZJL,O,X,X,X,X
OITZLJS,O,X,X,X,X
OITZLSJ,O,X,X,X,X
OITZJLS,O,X,X,X,X
OITZJSL,O,X,X,X,X
OITZSLJ,O,X,X,X,X
OITZSJL,O,X,X,X,X
OILTJSZ,O,X,X,X,O
OILTJZS,O,X,X,X,O
OILTSJZ,O,X,X,X,O
OILTSZJ,O,X,X,X,O
OILTZJS,O,X,X,X,O
OILTZSJ,O,X,X,X,O
OILJTSZ,O,O,O,X,O
OILJTZS,O,O,O,X,O
OILJSTZ,O,O,O,X,O
OILJSZT,O,O,O,X,O
OILJZTS,O,O,O,X,O
OILJZST,O,O,O,X,O
OILSTJZ,O,X,O,X,O
OILSTZJ,O,X,O,X,O
OILSJTZ,O,O,O,X,O
OILSJZT,O,O,O,X,O
OILSZTJ,O,X,O,X,O
OILSZJT,O,O,O,X,O
OILZTJS,O,X,X,X,O
OILZTSJ,O,X,X,X,O
OILZJTS,O,O,O,X,O
OILZJST,O,O,O,X,O
OILZSTJ,O,X,O,X,O
OILZSJT,O,O,O,X,O
OIJTLSZ,O,O,X,X,X
OIJTLZS,O,O,X,X,X
OIJTSLZ,O,O,X,X,X
OIJTSZL,O,O,X,X,X
OIJTZLS,O,O,X,X,X
OIJTZSL,O,O,X,X,X
OIJLTSZ,O,O,X,X,O
OIJLTZS,O,O,X,X,O
OIJLSTZ,O,O,X,X,O
OIJLSZT,O,O,X,X,O
OIJLZTS,O,O,X,X,O
OIJLZST,O,O,X,X,O
OIJSTLZ,O,O,X,X,X
OIJSTZL,O,O,X,X,X
OIJSLTZ,O,O,X,X,O
OIJSLZT,O,O,X,X,O
OIJSZTL,O,O,X,X,X
OIJSZLT,O,O,X,X,O
OIJZTLS,O,O,X,X,X
OIJZTSL,O,O,X,X,X
OIJZLTS,O,O,X,X,O
OIJZLST,O,O,X,X,O
OIJZSTL,O,O,X,X,X
OIJZSLT,O,O,X,X,O
OISTLJZ,O,X,O,X,X
OISTLZJ,O,X,O,X,X
OISTJLZ,O,X,X,X,X
OISTJZL,O,X,X,X,X
OISTZLJ,O,X,O,X,X
OISTZJL,O,X,X,X,X
OISLTJZ,O,X,O,X,O
OISLTZJ,O,X,O,X,O
OISLJTZ,O,O,O,X,O
OISLJZT,O,O,O,X,O
OISLZTJ,O,X,O,X,O
OISLZJT,O,O,O,X,O
OISJTLZ,O,O,X,X,X
OISJTZL,O,O,X,X,X
OISJLTZ,O,O,O,X,O
OISJLZT,O,O,O,X,O
OISJZTL,O,O,X,X,X
OISJZLT,O,O,O,X,O
OISZTLJ,O,X,O,X,X
OISZTJL,O,X,X,X,X
OISZLTJ,O,X,O,X,O
OISZLJT,O,O,O,X,O
OISZJTL,O,O,X,X,X
OISZJLT,O,O,O,X,O
OIZTLJS,O,X,X,X,X
OIZTLSJ,O,X,X,X,X
OIZTJLS,O,X,X,X,X
OIZTJSL,O,X,X,X,X
OIZTSLJ,O,X,X,X,X
OIZTSJL,O,X,X,X,X
OIZLTJS,O,X,X,X,O
OIZLTSJ,O,X,X,X,O
OIZLJTS,O,O,O,X,O
OIZLJST,O,O,O,X,O
OIZLSTJ,O,X,O,X,O
OIZLSJT,O,O,O,X,O
OIZJTLS,O,O,X,X,X
OIZJTSL,O,O,X,X,X
OIZJLTS,O,O,X,X,O
OIZJLST,O,O,X,X,O
