sequence,v115@RhA8DeA8BeH8BeB8JepHJvhFJnBToBMrBuqBvpBaqB?,v115@RhA8DeA8BeH8BeB8JepHJvhFJnBToBMrBWvB3qBipB?,v115@RhA8DeA8BeH8BeB8JepHJvhFJnBToBvpByvBUqBGrB?,v115@RhA8DeA8BeH8BeB8JeTMJvhFxsBxnByvBGmBvpBUqB?,v115@RhA8DeA8BeH8BeB8JeTMJvhFxsBxnBWvBikBMrB3qB?,v115@RhA8DeA8BeH8BeB8JeTDJvhFOsBXmBxkB0kBxlB6sB?,v115@RhA8DeA8BeH8BeB8JeTDJvhF6sBxlB0kBxkBXmBOsB?
IISOTZJL,O,X,O,X,X,X,X
IISOLTJZ,X,X,O,X,X,X,X
IISOLTZJ,O,X,O,X,X,X,X
IISOLJTZ,X,X,O,X,X,O,X
IISOLJZT,O,O,O,O,X,O,X
IISOLZTJ,O,O,O,X,X,X,X
IISOLZJT,O,O,O,O,X,X,X
IISOJTLZ,X,X,O,X,X,O,X
IISOJTZL,X,X,O,X,X,O,X
IISOJLTZ,X,X,O,X,X,O,X
IISOJLZT,O,O,O,O,X,O,X
IISOJZTL,O,O,O,X,X,O,X
IISOJZLT,O,O,O,O,X,O,X
IISOZTLJ,O,O,O,X,X,X,X
IISOZTJL,O,O,O,X,X,X,X
IISOZLTJ,O,O,O,X,X,X,X
IISOZLJT,O,O,O,O,X,X,X
IISOZJTL,O,O,O,X,X,O,X
IISOZJLT,O,O,O,O,X,O,X
IIZTLJSO,X,O,X,X,O,X,X
IIZTLJOS,X,O,X,X,X,X,X
IIZTLSJO,X,X,X,X,O,X,X
IIZTLSOJ,X,O,X,X,X,X,X
IIZTLOJS,X,O,X,X,X,X,O
IIZTLOSJ,X,O,X,X,X,X,O
IIZTJLSO,X,O,X,X,O,X,X
IIZTJLOS,X,O,X,X,X,X,X
IIZTJSLO,O,O,X,X,O,X,X
IIZTJSOL,O,O,X,X,X,X,X
IIZTJOLS,X,O,X,X,X,X,X
IIZTJOSL,O,O,X,X,X,X,X
IIZTSLJO,O,X,X,X,O,X,X
IIZTSLOJ,O,O,X,X,X,X,X
IIZTSJLO,O,O,X,X,O,X,X
IIZTSJOL,O,O,X,X,X,X,X
IIZTSOLJ,O,O,X,X,X,X,X
IIZTSOJL,O,O,X,X,X,X,X
IIZTOLJS,X,O,X,X,X,X,O
IIZTOLSJ,X,O,X,X,X,X,O
IIZTOJLS,X,O,X,X,X,X,X
IIZTOJSL,O,O,X,X,X,X,X
IIZTOSLJ,O,O,X,X,X,X,X
IIZTOSJL,O,O,X,X,X,X,X
IIZLTJSO,X,O,X,X,O,X,X
IIZLTJOS,X,O,X,X,X,X,X
IIZLTSJO,X,X,X,X,O,X,X
IIZLTSOJ,X,O,X,X,X,X,X
IIZLTOJS,X,O,X,X,X,X,O
IIZLTOSJ,X,O,X,X,X,X,O
IIZLJTSO,X,O,X,X,O,X,X
IIZLJTOS,X,O,X,X,X,X,X
IIZLJSTO,O,O,O,O,O,X,X
IIZLJSOT,O,O,O,O,O,X,X
IIZLJOTS,X,O,X,X,X,X,O
IIZLJOST,O,O,O,X,O,X,O
IIZLSTJO,O,X,O,O,O,X,X
IIZLSTOJ,O,O,O,X,X,X,X
IIZLSJTO,O,O,O,O,O,X,X
IIZLSJOT,O,O,O,O,O,X,X
IIZLSOTJ,O,O,O,X,X,X,O
IIZLSOJT,O,O,O,O,O,X,O
IIZLOTJS,X,O,X,X,X,X,O
IIZLOTSJ,X,O,X,X,X,X,O
IIZLOJTS,X,O,X,X,X,X,O
IIZLOJST,O,O,O,X,O,X,O
IIZLOSTJ,O,O,O,X,X,X,O
IIZLOSJT,O,O,O,X,O,X,O
IIZJTLSO,X,O,X,X,O,X,X
IIZJTLOS,X,O,X,X,X,X,X
IIZJTSLO,O,O,X,X,O,X,X
IIZJTSOL,O,O,X,X,X,X,X
IIZJTOLS,X,O,X,X,X,X,X
IIZJTOSL,O,O,X,X,X,X,X
IIZJLTSO,X,O,X,X,O,X,X
IIZJLTOS,X,O,X,X,X,X,X
IIZJLSTO,O,O,O,O,O,X,X
IIZJLSOT,O,O,O,O,O,X,X
IIZJLOTS,X,O,X,X,X,X,O
IIZJLOST,O,O,O,X,O,X,O
IIZJSTLO,O,O,X,O,O,X,X
IIZJSTOL,O,O,O,X,X,X,X
IIZJSLTO,O,O,O,O,O,X,X
IIZJSLOT,O,O,O,O,O,X,X
IIZJSOTL,O,O,O,X,X,X,X
IIZJSOLT,O,O,O,O,O,X,X
IIZJOTLS,X,O,X,X,X,X,X
IIZJOTSL,O,O,X,X,X,X,X
IIZJOLTS,X,O,X,X,X,X,O
IIZJOLST,O,O,O,X,O,X,O
IIZJOSTL,O,O,O,X,X,X,X
IIZJOSLT,O,O,O,X,O,X,X
IIZSTLJO,O,X,O,O,O,X,X
IIZSTLOJ,O,O,O,X,X,X,X
IIZSTJLO,O,O,X,O,O,X,X
IIZSTJOL,O,O,O,X,X,X,X
IIZSTOLJ,O,O,O,X,X,X,X
IIZSTOJL,O,O,O,X,X,X,X
IIZSLTJO,O,X,O,O,O,X,X
IIZSLTOJ,O,O,O,X,X,X,X
IIZSLJTO,O,O,O,O,O,X,X
IIZSLJOT,O,O,O,O,O,X,X
IIZSLOTJ,O,O,O,X,X,X,O
IIZSLOJT,O,O,O,O,O,X,O
IIZSJTLO,O,O,X,O,O,X,X
IIZSJTOL,O,O,O,X,X,X,X
IIZSJLTO,O,O,O,O,O,X,X
IIZSJLOT,O,O,O,O,O,X,X
IIZSJOTL,O,O,O,X,X,X,X
IIZSJOLT,O,O,O,O,O,X,X
IIZSOTLJ,O,O,O,X,X,X,X
IIZSOTJL,O,O,O,X,X,X,X
IIZSOLTJ,O,O,O,X,X,X,O
IIZSOLJT,O,O,O,O,O,X,O
IIZSOJTL,O,O,O,X,X,X,X
IIZSOJLT,O,O,O,O,O,X,X
IIZOTLJS,X,O,X,X,X,X,O
IIZOTLSJ,X,O,X,X,X,X,O
IIZOTJLS,X,O,X,X,X,X,X
IIZOTJSL,O,O,X,X,X,X,X
IIZOTSLJ,O,O,X,X,X,X,X
IIZOTSJL,O,O,X,X,X,X,X
IIZOLTJS,X,O,X,X,X,X,O
IIZOLTSJ,X,O,X,X,X,X,O
IIZOLJTS,X,O,X,X,X,X,O
IIZOLJST,O,O,O,X,O,X,O
IIZOLSTJ,O,O,O,X,X,X,O
IIZOLSJT,O,O,O,X,O,X,O
IIZOJTLS,X,O,X,X,X,X,X
IIZOJTSL,O,O,X,X,X,X,X
IIZOJLTS,X,O,X,X,X,X,O
IIZOJLST,O,O,O,X,O,X,O
IIZOJSTL,O,O,O,X,X,X,X
IIZOJSLT,O,O,O,X,O,X,X
IIZOSTLJ,O,O,O,X,X,X,X
IIZOSTJL,O,O,O,X,X,X,X
IIZOSLTJ,O,O,O,X,X,X,O
IIZOSLJT,O,O,O,X,O,X,O
IIZOSJTL,O,O,O,X,X,X,X
IIZOSJLT,O,O,O,X,O,X,X
IIOTLJSZ,X,X,O,X,X,X,X
IIOTLJZS,X,O,X,X,X,X,X
IIOTLSJZ,X,X,O,X,X,X,X
IIOTLSZJ,X,X,O,X,X,X,X
IIOTLZJS,X,O,X,X,X,X,X
IIOTLZSJ,X,O,X,X,X,X,X
IIOTJLSZ,X,X,O,X,X,X,X
IIOTJLZS,X,O,X,X,X,X,X
IIOTJSLZ,X,X,O,X,X,X,X
IIOTJSZL,X,X,O,X,X,X,X
IIOTJZLS,X,O,X,X,X,X,X
IIOTJZSL,X,O,X,X,X,X,X
IIOTSLJZ,X,X,O,X,X,X,X
IIOTSLZJ,O,X,O,X,X,X,X
IIOTSJLZ,X,X,O,X,X,X,X
IIOTSJZL,X,X,O,X,X,X,X
IIOTSZLJ,O,X,O,X,X,X,X
IIOTSZJL,O,X,O,X,X,X,X
IIOTZLJS,X,O,X,X,X,X,X
IIOTZLSJ,X,O,X,X,X,X,X
IIOTZJLS,X,O,X,X,X,X,X
IIOTZJSL,O,O,X,X,X,X,X
IIOTZSLJ,O,O,X,X,X,X,X
IIOTZSJL,O,O,X,X,X,X,X
IIOLTJSZ,X,X,O,X,X,X,X
IIOLTJZS,X,O,X,X,X,X,X
IIOLTSJZ,X,X,O,X,X,X,X
IIOLTSZJ,X,X,O,X,X,X,X
IIOLTZJS,X,O,X,X,X,X,X
IIOLTZSJ,X,O,X,X,X,X,X
IIOLJTSZ,X,X,O,X,X,X,X
IIOLJTZS,X,O,X,X,X,X,X
IIOLJSTZ,X,X,O,X,X,X,X
IIOLJSZT,X,O,O,O,X,X,X
IIOLJZTS,X,O,X,X,X,X,X
IIOLJZST,X,O,O,X,O,X,X
IIOLSTJZ,X,X,O,X,X,X,X
IIOLSTZJ,O,X,O,X,X,X,X
IIOLSJTZ,X,X,O,X,X,X,X
IIOLSJZT,O,O,O,O,X,X,X
IIOLSZTJ,O,O,O,X,X,X,X
IIOLSZJT,O,O,O,O,X,X,X
IIOLZTJS,X,O,X,X,X,X,O
IIOLZTSJ,X,O,X,X,X,X,O
IIOLZJTS,X,O,X,X,X,X,O
IIOLZJST,O,O,O,X,O,X,O
IIOLZSTJ,O,O,O,X,X,X,O
IIOLZSJT,O,O,O,X,O,X,O
IIOJTLSZ,X,X,O,X,X,X,X
IIOJTLZS,X,O,X,X,X,X,X
IIOJTSLZ,X,X,O,X,X,X,X
IIOJTSZL,X,X,O,X,X,X,X
IIOJTZLS,X,O,X,X,X,X,X
IIOJTZSL,X,O,X,X,X,X,X
IIOJLTSZ,X,X,O,X,X,X,X
IIOJLTZS,X,O,X,X,X,X,X
IIOJLSTZ,X,X,O,X,X,X,X
IIOJLSZT,X,O,O,O,X,X,X
IIOJLZTS,X,O,X,X,X,X,X
IIOJLZST,X,O,O,X,O,X,X
IIOJSTLZ,X,X,O,X,X,O,X
IIOJSTZL,X,X,O,X,X,O,X
IIOJSLTZ,X,X,O,X,X,O,X
IIOJSLZT,O,O,O,O,X,O,X
IIOJSZTL,O,O,O,X,X,O,X
IIOJSZLT,O,O,O,O,X,O,X
IIOJZTLS,X,O,X,X,X,X,X
IIOJZTSL,O,O,X,X,X,X,X
IIOJZLTS,X,O,X,X,X,X,X
IIOJZLST,O,O,O,X,O,X,X
IIOJZSTL,O,O,O,X,X,X,X
IIOJZSLT,O,O,O,X,O,X,X
IIOSTLJZ,X,X,O,X,X,X,X
IIOSTLZJ,O,X,O,X,X,X,X
IIOSTJLZ,X,X,O,X,X,O,X
IIOSTJZL,X,X,O,X,X,O,X
IIOSTZLJ,O,X,O,X,X,X,X
IIOSTZJL,O,X,O,X,X,X,X
IIOSLTJZ,X,X,O,X,X,X,X
IIOSLTZJ,O,X,O,X,X,X,X
IIOSLJTZ,X,X,O,X,X,O,X
IIOSLJZT,O,O,O,O,X,O,X
IIOSLZTJ,O,O,O,X,X,X,X
IIOSLZJT,O,O,O,O,X,X,X
IIOSJTLZ,X,X,O,X,X,O,X
IIOSJTZL,X,X,O,X,X,O,X
IIOSJLTZ,X,X,O,X,X,O,X
IIOSJLZT,O,O,O,O,X,O,X
IIOSJZTL,O,O,O,X,X,O,X
IIOSJZLT,O,O,O,O,X,O,X
IIOSZTLJ,O,O,O,X,X,X,X
IIOSZTJL,O,O,O,X,X,X,X
IIOSZLTJ,O,O,O,X,X,X,X
IIOSZLJT,O,O,O,O,X,X,X
IIOSZJTL,O,O,O,X,X,O,X
IIOSZJLT,O,O,O,O,X,O,X
IIOZTLJS,X,O,X,X,X,X,O
IIOZTLSJ,X,O,X,X,X,X,O
IIOZTJLS,X,O,X,X,X,X,X
IIOZTJSL,O,O,X,X,X,X,X
IIOZTSLJ,O,O,X,X,X,X,X
IIOZTSJL,O,O,X,X,X,X,X
IIOZLTJS,X,O,X,X,X,X,O
IIOZLTSJ,X,O,X,X,X,X,O
IIOZLJTS,X,O,X,X,X,X,O
IIOZLJST,O,O,O,X,O,X,O
IIOZLSTJ,O,O,O,X,X,X,O
IIOZLSJT,O,O,O,X,O,X,O
IIOZJTLS,X,O,X,X,X,X,X
IIOZJTSL,O,O,X,X,X,X,X
IIOZJLTS,X,O,X,X,X,X,O
IIOZJLST,O,O,O,X,O,X,O
IIOZJSTL,O,O,O,X,X,X,X
IIOZJSLT,O,O,O,X,O,X,X
IIOZSTLJ,O,O,O,X,X,X,X
IIOZSTJL,O,O,O,X,X,X,X
IIOZSLTJ,O,O,O,X,X,X,O
IIOZSLJT,O,O,O,X,O,X,O
IIOZSJTL,O,O,O,X,X,X,X
IIOZSJLT,O,O,O,X,O,X,X
ILTIJSZO,X,X,O,O,X,X,X
ILTIJSOZ,X,X,O,X,X,X,X
ILTIJZSO,X,O,X,X,O,X,X
ILTIJZOS,X,O,X,X,X,X,X
ILTIJOSZ,X,X,O,X,X,X,X
ILTIJOZS,X,O,X,X,X,X,X
ILTISJZO,X,X,O,O,X,X,X
ILTISJOZ,X,X,O,X,X,X,X
ILTISZJO,X,X,O,O,X,X,X
ILTISZOJ,X,X,O,X,X,X,X
ILTISOJZ,X,X,O,X,X,X,X
ILTISOZJ,X,X,O,X,X,X,X
ILTIZJSO,X,O,X,X,O,X,X
ILTIZJOS,X,O,X,X,X,X,X
ILTIZSJO,X,X,X,X,O,X,X
ILTIZSOJ,X,O,X,X,X,X,X
ILTIZOJS,X,O,X,X,X,X,X
ILTIZOSJ,X,O,X,X,X,X,X
ILTIOJSZ,X,X,O,X,X,X,X
ILTIOJZS,X,O,X,X,X,X,X
ILTIOSJZ,X,X,O,X,X,X,X
ILTIOSZJ,X,X,O,X,X,X,X
ILTIOZJS,X,O,X,X,X,X,X
ILTIOZSJ,X,O,X,X,X,X,X
ILTJISZO,X,X,O,O,X,X,X
ILTJISOZ,X,X,O,X,X,X,X
ILTJIZSO,X,O,X,X,O,X,X
ILTJIZOS,X,O,X,X,X,X,X
ILTJIOSZ,X,X,O,X,X,X,X
ILTJIOZS,X,O,X,X,X,X,X
ILTJSIZO,X,X,O,O,X,X,X
ILTJSIOZ,X,X,O,X,X,X,X
ILTJSZIO,X,X,O,O,X,X,X
ILTJSZOI,X,X,O,O,X,X,X
ILTJSOIZ,X,X,O,X,X,X,X
ILTJSOZI,X,X,O,X,X,X,X
ILTJZISO,X,O,X,X,O,X,X
ILTJZIOS,X,O,X,X,X,X,X
ILTJZSIO,X,O,X,X,O,X,X
ILTJZSOI,X,O,X,X,O,X,X
ILTJZOIS,X,O,X,X,X,X,X
ILTJZOSI,X,O,X,X,X,X,X
ILTJOISZ,X,X,O,X,X,X,X
ILTJOIZS,X,O,X,X,X,X,X
ILTJOSIZ,X,X,O,X,X,X,X
ILTJOSZI,X,X,O,X,X,X,X
ILTJOZIS,X,O,X,X,X,X,X
ILTJOZSI,X,O,X,X,X,X,X
ILTSIJZO,X,X,O,O,X,X,X
ILTSIJOZ,X,X,O,X,X,X,X
ILTSIZJO,X,X,O,O,X,X,X
ILTSIZOJ,X,X,O,X,X,X,X
ILTSIOJZ,X,X,O,X,X,X,X
ILTSIOZJ,X,X,O,X,X,X,X
ILTSJIZO,X,X,O,O,X,X,X
ILTSJIOZ,X,X,O,X,X,X,X
ILTSJZIO,X,X,O,O,X,X,X
ILTSJZOI,X,X,O,O,X,X,X
ILTSJOIZ,X,X,O,X,X,X,X
ILTSJOZI,X,X,O,X,X,X,X
ILTSZIJO,X,X,O,O,X,X,X
ILTSZIOJ,X,X,O,X,X,X,X
ILTSZJIO,X,X,O,O,X,X,X
ILTSZJOI,X,X,O,O,X,X,X
ILTSZOIJ,X,X,O,X,X,X,X
ILTSZOJI,X,X,O,X,X,X,X
ILTSOIJZ,X,X,O,X,X,X,X
ILTSOIZJ,X,X,O,X,X,X,X
ILTSOJIZ,X,X,O,X,X,X,X
ILTSOJZI,X,X,O,X,X,X,X
ILTSOZIJ,X,X,O,X,X,X,X
ILTSOZJI,X,X,O,X,X,X,X
ILTZIJSO,X,O,X,X,O,X,X
ILTZIJOS,X,O,X,X,X,X,X
ILTZISJO,X,X,X,X,O,X,X
ILTZISOJ,X,O,X,X,X,X,X
ILTZIOJS,X,O,X,X,X,X,O
ILTZIOSJ,X,O,X,X,X,X,O
ILTZJISO,X,O,X,X,O,X,X
ILTZJIOS,X,O,X,X,X,X,X
ILTZJSIO,X,O,X,X,O,X,X
ILTZJSOI,X,O,X,X,O,X,X
ILTZJOIS,X,O,X,X,X,X,X
ILTZJOSI,X,O,X,X,X,X,X
ILTZSIJO,X,X,X,X,O,X,X
ILTZSIOJ,X,O,X,X,X,X,X
ILTZSJIO,X,X,X,X,X,X,X
ILTZSJOI,X,X,X,X,X,X,X
ILTZSOIJ,X,O,X,X,X,X,X
ILTZSOJI,X,X,X,X,X,X,X
ILTZOIJS,X,O,X,X,X,X,O
ILTZOISJ,X,O,X,X,X,X,O
ILTZOJIS,X,O,X,X,X,X,O
ILTZOJSI,X,O,X,X,X,X,O
ILTZOSIJ,X,O,X,X,X,X,O
ILTZOSJI,X,X,X,X,X,X,O
ILTOIJSZ,X,X,O,X,X,X,X
ILTOIJZS,X,O,X,X,X,X,X
ILTOISJZ,X,X,O,X,X,X,X
ILTOISZJ,X,X,O,X,X,X,X
ILTOIZJS,X,O,X,X,X,X,X
ILTOIZSJ,X,O,X,X,X,X,X
ILTOJISZ,X,X,O,X,X,X,X
ILTOJIZS,X,O,X,X,X,X,X
ILTOJSIZ,X,X,O,X,X,X,X
ILTOJSZI,X,X,O,X,X,X,X
ILTOJZIS,X,O,X,X,X,X,X
ILTOJZSI,X,O,X,X,X,X,X
ILTOSIJZ,X,X,O,X,X,X,X
ILTOSIZJ,X,X,O,X,X,X,X
ILTOSJIZ,X,X,O,X,X,X,X
ILTOSJZI,X,X,O,X,X,X,X
ILTOSZIJ,X,X,O,X,X,X,X
ILTOSZJI,X,X,O,X,X,X,X
ILTOZIJS,X,O,X,X,X,X,O
ILTOZISJ,X,O,X,X,X,X,O
ILTOZJIS,X,O,X,X,X,X,O
ILTOZJSI,X,O,X,X,X,X,O
ILTOZSIJ,X,O,X,X,X,X,O
ILTOZSJI,X,X,X,X,X,X,O
ILITJSZO,X,X,O,O,X,X,X
ILITJSOZ,X,X,O,X,X,X,X
ILITJZSO,X,O,X,X,O,X,X
ILITJZOS,X,O,X,X,X,X,X
ILITJOSZ,X,X,O,X,X,X,X
ILITJOZS,X,O,X,X,X,X,X
ILITSJZO,X,X,O,O,X,X,X
ILITSJOZ,X,X,O,X,X,X,X
ILITSZJO,X,X,O,O,X,X,X
ILITSZOJ,X,X,O,X,X,X,X
ILITSOJZ,X,X,O,X,X,X,X
ILITSOZJ,X,X,O,X,X,X,X
ILITZJSO,X,O,X,X,O,X,X
ILITZJOS,X,O,X,X,X,X,X
ILITZSJO,X,X,X,X,O,X,X
ILITZSOJ,X,O,X,X,X,X,X
ILITZOJS,X,O,X,X,X,X,X
ILITZOSJ,X,O,X,X,X,X,X
ILITOJSZ,X,X,O,X,X,X,X
ILITOJZS,X,O,X,X,X,X,X
ILITOSJZ,X,X,O,X,X,X,X
ILITOSZJ,X,X,O,X,X,X,X
ILITOZJS,X,O,X,X,X,X,X
ILITOZSJ,X,O,X,X,X,X,X
ILIJTSZO,X,X,O,O,X,X,X
ILIJTSOZ,X,X,O,X,X,X,X
ILIJTZSO,X,O,X,X,O,X,X
ILIJTZOS,X,O,X,X,X,X,X
ILIJTOSZ,X,X,O,X,X,X,X
ILIJTOZS,X,O,X,X,X,X,X
ILIJSTZO,X,X,O,O,X,X,X
ILIJSTOZ,X,X,O,X,X,X,X
ILIJSZTO,X,O,O,O,O,X,X
ILIJSZOT,X,O,O,O,O,X,X
ILIJSOTZ,X,X,O,X,X,X,X
ILIJSOZT,X,O,O,O,X,X,X
ILIJZTSO,X,O,X,X,O,X,X
ILIJZTOS,X,O,X,X,X,X,X
ILIJZSTO,X,O,O,O,O,X,X
ILIJZSOT,X,O,O,O,O,X,X
ILIJZOTS,X,O,X,X,X,X,X
ILIJZOST,X,O,O,X,O,X,X
ILIJOTSZ,X,X,O,X,X,X,X
ILIJOTZS,X,O,X,X,X,X,X
ILIJOSTZ,X,X,O,X,X,X,X
ILIJOSZT,X,O,O,O,X,X,X
ILIJOZTS,X,O,X,X,X,X,X
ILIJOZST,X,O,O,X,O,X,X
ILISTJZO,X,X,O,O,X,X,X
ILISTJOZ,X,X,O,X,X,X,X
ILISTZJO,O,X,O,O,X,X,X
ILISTZOJ,O,X,O,X,X,X,X
ILISTOJZ,X,X,O,X,X,X,X
ILISTOZJ,O,X,O,X,X,X,X
ILISJTZO,X,X,O,O,X,X,X
ILISJTOZ,X,X,O,X,X,X,X
ILISJZTO,O,O,O,O,O,X,X
ILISJZOT,O,O,O,O,O,X,X
ILISJOTZ,X,X,O,X,X,X,X
ILISJOZT,O,O,O,O,X,X,X
ILISZTJO,O,X,O,O,O,X,X
ILISZTOJ,O,O,O,X,X,X,X
ILISZJTO,O,O,O,O,O,X,X
ILISZJOT,O,O,O,O,O,X,X
ILISZOTJ,O,O,O,X,X,X,X
ILISZOJT,O,O,O,O,O,X,X
ILISOTJZ,X,X,O,X,X,X,X
ILISOTZJ,O,X,O,X,X,X,X
ILISOJTZ,X,X,O,X,X,X,X
ILISOJZT,O,O,O,O,X,X,X
ILISOZTJ,O,O,O,X,X,X,X
ILISOZJT,O,O,O,O,X,X,X
ILIZTJSO,X,O,X,X,O,X,X
ILIZTJOS,X,O,X,X,X,X,X
ILIZTSJO,X,X,X,X,O,X,X
ILIZTSOJ,X,O,X,X,X,X,X
ILIZTOJS,X,O,X,X,X,X,O
ILIZTOSJ,X,O,X,X,X,X,O
ILIZJTSO,X,O,X,X,O,X,X
ILIZJTOS,X,O,X,X,X,X,X
ILIZJSTO,O,O,O,O,O,X,X
ILIZJSOT,O,O,O,O,O,X,X
ILIZJOTS,X,O,X,X,X,X,O
ILIZJOST,O,O,O,X,O,X,O
ILIZSTJO,O,X,O,O,O,X,X
ILIZSTOJ,O,O,O,X,X,X,X
ILIZSJTO,O,O,O,O,O,X,X
ILIZSJOT,O,O,O,O,O,X,X
ILIZSOTJ,O,O,O,X,X,X,O
ILIZSOJT,O,O,O,O,O,X,O
ILIZOTJS,X,O,X,X,X,X,O
ILIZOTSJ,X,O,X,X,X,X,O
ILIZOJTS,X,O,X,X,X,X,O
ILIZOJST,O,O,O,X,O,X,O
ILIZOSTJ,O,O,O,X,X,X,O
ILIZOSJT,O,O,O,X,O,X,O
ILIOTJSZ,X,X,O,X,X,X,X
ILIOTJZS,X,O,X,X,X,X,X
ILIOTSJZ,X,X,O,X,X,X,X
ILIOTSZJ,X,X,O,X,X,X,X
ILIOTZJS,X,O,X,X,X,X,X
ILIOTZSJ,X,O,X,X,X,X,X
ILIOJTSZ,X,X,O,X,X,X,X
ILIOJTZS,X,O,X,X,X,X,X
ILIOJSTZ,X,X,O,X,X,X,X
ILIOJSZT,X,O,O,O,X,X,X
ILIOJZTS,X,O,X,X,X,X,X
ILIOJZST,X,O,O,X,O,X,X
ILIOSTJZ,X,X,O,X,X,X,X
ILIOSTZJ,O,X,O,X,X,X,X
ILIOSJTZ,X,X,O,X,X,X,X
ILIOSJZT,O,O,O,O,X,X,X
ILIOSZTJ,O,O,O,X,X,X,X
ILIOSZJT,O,O,O,O,X,X,X
ILIOZTJS,X,O,X,X,X,X,O
ILIOZTSJ,X,O,X,X,X,X,O
ILIOZJTS,X,O,X,X,X,X,O
ILIOZJST,O,O,O,X,O,X,O
ILIOZSTJ,O,O,O,X,X,X,O
ILIOZSJT,O,O,O,X,O,X,O
ILJTISZO,X,X,O,O,X,X,X
ILJTISOZ,X,X,O,X,X,X,X
ILJTIZSO,X,O,X,X,O,X,X
ILJTIZOS,X,O,X,X,X,X,X
ILJTIOSZ,X,X,O,X,X,X,X
ILJTIOZS,X,O,X,X,X,X,X
ILJTSIZO,X,X,O,O,X,X,X
ILJTSIOZ,X,X,O,X,X,X,X
ILJTSZIO,X,X,O,O,X,X,X
ILJTSZOI,X,X,O,O,X,X,X
ILJTSOIZ,X,X,O,X,X,X,X
ILJTSOZI,X,X,O,X,X,X,X
ILJTZISO,X,O,X,X,O,X,X
ILJTZIOS,X,O,X,X,X,X,X
ILJTZSIO,X,O,X,X,O,X,X
ILJTZSOI,X,O,X,X,O,X,X
ILJTZOIS,X,O,X,X,X,X,X
ILJTZOSI,X,O,X,X,X,X,X
ILJTOISZ,X,X,O,X,X,X,X
ILJTOIZS,X,O,X,X,X,X,X
ILJTOSIZ,X,X,O,X,X,X,X
ILJTOSZI,X,X,O,X,X,X,X
ILJTOZIS,X,O,X,X,X,X,X
ILJTOZSI,X,O,X,X,X,X,X
ILJITSZO,X,X,O,O,X,X,X
ILJITSOZ,X,X,O,X,X,X,X
ILJITZSO,X,O,X,X,O,X,X
ILJITZOS,X,O,X,X,X,X,X
ILJITOSZ,X,X,O,X,X,X,X
ILJITOZS,X,O,X,X,X,X,X
ILJISTZO,X,X,O,O,X,X,X
ILJISTOZ,X,X,O,X,X,X,X
ILJISZTO,X,O,O,O,O,X,X
ILJISZOT,X,O,O,O,O,X,X
ILJISOTZ,X,X,O,X,X,X,X
ILJISOZT,X,O,O,O,X,X,X
ILJIZTSO,X,O,X,X,O,X,X
ILJIZTOS,X,O,X,X,X,X,X
ILJIZSTO,X,O,O,O,O,X,X
ILJIZSOT,X,O,O,O,O,X,X
ILJIZOTS,X,O,X,X,X,X,X
ILJIZOST,X,O,O,X,O,X,X
ILJIOTSZ,X,X,O,X,X,X,X
ILJIOTZS,X,O,X,X,X,X,X
ILJIOSTZ,X,X,O,X,X,X,X
ILJIOSZT,X,O,O,O,X,X,X
ILJIOZTS,X,O,X,X,X,X,X
ILJIOZST,X,O,O,X,O,X,X
ILJSTIZO,X,X,O,O,X,X,X
ILJSTIOZ,X,X,O,X,X,X,X
ILJSTZIO,X,X,O,O,X,X,X
ILJSTZOI,X,X,O,O,X,X,X
ILJSTOIZ,X,X,O,X,X,X,X
ILJSTOZI,X,X,O,X,X,X,X
ILJSITZO,X,X,O,O,X,X,X
ILJSITOZ,X,X,O,X,X,X,X
ILJSIZTO,X,O,O,O,O,X,X
ILJSIZOT,X,O,O,O,O,X,X
ILJSIOTZ,X,X,O,X,X,O,X
ILJSIOZT,X,O,O,O,X,O,X
ILJSZTIO,X,O,O,O,O,X,X
ILJSZTOI,X,O,O,O,O,X,X
ILJSZITO,X,O,O,O,O,X,X
ILJSZIOT,X,O,O,O,O,X,X
ILJSZOTI,X,O,O,O,O,X,X
ILJSZOIT,X,O,O,O,O,X,X
ILJSOTIZ,X,X,O,O,X,O,X
ILJSOTZI,X,X,O,O,X,O,X
ILJSOITZ,X,X,O,O,X,O,X
ILJSOIZT,X,O,O,O,X,O,X
ILJSOZTI,X,O,O,O,X,O,X
ILJSOZIT,X,O,O,O,X,O,X
ILJZTISO,X,O,X,X,O,X,X
ILJZTIOS,X,O,X,X,X,X,X
ILJZTSIO,X,O,X,X,O,X,X
ILJZTSOI,X,O,X,X,O,X,X
ILJZTOIS,X,O,X,X,X,X,X
ILJZTOSI,X,O,X,X,X,X,X
ILJZITSO,X,O,X,X,O,X,X
ILJZITOS,X,O,X,X,X,X,X
ILJZISTO,X,O,O,O,O,X,X
ILJZISOT,X,O,O,O,O,X,X
ILJZIOTS,X,O,X,X,X,X,O
ILJZIOST,X,O,O,X,O,X,O
ILJZSTIO,X,O,O,O,O,X,X
ILJZSTOI,X,O,O,O,O,X,X
ILJZSITO,X,O,O,O,O,X,X
ILJZSIOT,X,O,O,O,O,X,X
ILJZSOTI,X,O,O,O,O,X,X
ILJZSOIT,X,O,O,O,O,X,X
ILJZOTIS,X,O,X,X,O,X,O
ILJZOTSI,X,O,X,X,O,X,O
ILJZOITS,X,O,X,X,O,X,O
