sequence,v115@1gA8GeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?zlB3kBMfBiVB,v115@1gA8GeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?TkB0lBPhByfB,v115@1gA8GeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?zlB3kBifB0bB,v115@1gA8GeE8BeB8AeF8BeH8AeJ8AeB8Jep5IvhFNnBTfB?OVB0gB6mBPiB,v115@1gA8GeE8BeB8AeF8BeH8AeJ8AeB8Jep5IvhFNnBTfB?0gB6mBmhB3bB,v115@1gA8GeE8BeB8AeF8BeH8AeJ8AeB8Jep5IvhFNnBvmB?zhBKkBGlB0aB
SZITJLO,O,O,X,X,X,X
SZITJOL,O,O,X,X,X,X
SZITOLJ,O,O,X,X,O,X
SZITOJL,O,O,X,X,X,X
SZILTJO,O,X,X,O,O,O
SZILTOJ,O,X,O,O,O,O
SZILJTO,O,O,O,O,O,O
SZILJOT,O,O,O,O,O,O
SZILOTJ,O,O,O,O,O,O
SZILOJT,O,O,O,O,O,O
SZIJTLO,O,O,O,X,X,X
SZIJTOL,O,O,O,X,X,X
SZIJLTO,O,O,O,X,O,X
SZIJLOT,O,O,O,X,O,X
SZIJOTL,O,O,O,X,X,X
SZIJOLT,O,O,O,X,O,X
SZIOTLJ,O,O,O,X,O,O
SZIOTJL,O,O,O,X,X,X
SZIOLTJ,O,O,O,O,O,O
SZIOLJT,O,O,O,O,O,O
SZIOJTL,O,O,O,X,X,X
SZIOJLT,O,O,O,O,O,X
SZLTIJO,O,X,X,O,O,O
SZLTIOJ,O,X,O,O,O,O
SZLTJIO,O,X,X,X,O,O
SZLTJOI,O,X,X,X,O,O
SZLTOIJ,O,X,O,O,O,O
SZLTOJI,O,X,O,O,O,O
SZLITJO,O,X,X,O,O,O
SZLITOJ,O,X,O,O,O,O
SZLIJTO,O,O,O,O,O,O
SZLIJOT,O,O,O,O,O,O
SZLIOTJ,O,O,O,O,O,O
SZLIOJT,O,O,O,O,O,O
SZLJTIO,O,X,X,X,O,O
SZLJTOI,O,X,X,X,O,O
SZLJITO,O,O,O,O,O,O
SZLJIOT,O,O,O,O,O,O
SZLJOTI,O,O,O,O,O,O
SZLJOIT,O,O,O,O,O,O
SZLOTIJ,O,O,O,O,O,O
SZLOTJI,O,O,O,O,O,O
SZLOITJ,O,O,O,O,O,O
SZLOIJT,O,O,O,O,O,O
SZLOJTI,O,O,O,O,O,O
SZLOJIT,O,O,O,O,O,O
SZJTILO,O,O,X,X,X,X
SZJTIOL,O,O,X,X,X,X
SZJTLIO,O,X,X,X,X,X
SZJTLOI,O,X,X,X,X,X
SZJTOIL,O,O,X,X,X,X
SZJTOLI,O,O,X,X,X,X
SZJITLO,O,O,O,X,X,X
SZJITOL,O,O,O,X,X,X
SZJILTO,O,O,O,X,O,X
SZJILOT,O,O,O,X,O,X
SZJIOTL,O,O,O,X,X,X
SZJIOLT,O,O,O,X,O,X
SZJLTIO,O,X,X,X,O,X
SZJLTOI,O,X,X,X,O,X
SZJLITO,O,O,O,X,O,X
SZJLIOT,O,O,O,X,O,X
SZJLOTI,O,O,O,X,O,X
SZJLOIT,O,O,O,X,O,X
SZJOTIL,O,O,O,X,X,X
SZJOTLI,O,O,O,X,X,X
SZJOITL,O,O,O,X,X,X
SZJOILT,O,O,O,X,O,X
SZJOLTI,O,O,O,X,O,X
SZJOLIT,O,O,O,X,O,X
SZOTILJ,O,O,O,X,O,X
SZOTIJL,O,O,O,X,X,X
SZOTLIJ,O,O,O,X,O,X
SZOTLJI,O,O,O,X,O,X
SZOTJIL,O,O,O,X,X,X
SZOTJLI,O,O,O,X,X,X
SZOITLJ,O,O,O,X,O,O
SZOITJL,O,O,O,X,X,X
SZOILTJ,O,O,O,O,O,O
SZOILJT,O,O,O,O,O,O
SZOIJTL,O,O,O,X,X,X
SZOIJLT,O,O,O,O,O,X
SZOLTIJ,O,O,O,O,O,O
SZOLTJI,O,O,O,O,O,O
SZOLITJ,O,O,O,O,O,O
SZOLIJT,O,O,O,O,O,O
SZOLJTI,O,O,O,O,O,O
SZOLJIT,O,O,O,O,O,O
SZOJTIL,O,O,O,X,X,X
SZOJTLI,O,O,O,X,X,X
SZOJITL,O,O,O,X,X,X
SZOJILT,O,O,O,O,O,X
SZOJLTI,O,O,O,O,O,X
SZOJLIT,O,O,O,O,O,X
SOTILJZ,X,X,O,X,X,O
SOTILZJ,X,X,O,X,X,O
SOTIJLZ,O,X,O,X,X,O
SOTIJZL,O,X,O,X,X,X
SOTIZLJ,O,X,O,X,X,O
SOTIZJL,O,X,O,X,X,X
SOTLIJZ,X,X,O,X,X,O
SOTLIZJ,X,X,O,X,X,O
SOTLJIZ,X,X,O,X,X,O
SOTLJZI,X,X,O,X,X,O
SOTLZIJ,X,X,O,X,X,O
SOTLZJI,X,X,O,X,X,O
SOTJILZ,O,X,O,X,X,X
SOTJIZL,O,X,O,X,X,X
SOTJLIZ,X,X,O,X,X,X
SOTJLZI,X,X,O,X,X,X
SOTJZIL,O,X,O,X,X,X
SOTJZLI,O,X,O,X,X,X
SOTZILJ,O,X,O,X,X,X
SOTZIJL,O,X,O,X,X,X
SOTZLIJ,O,X,O,X,X,X
SOTZLJI,O,X,O,X,X,X
SOTZJIL,O,X,O,X,X,X
SOTZJLI,O,X,O,X,X,X
SOITLJZ,X,X,O,X,X,O
SOITLZJ,X,X,O,X,X,O
SOITJLZ,O,X,O,X,X,O
SOITJZL,O,X,O,X,X,X
SOITZLJ,O,X,O,X,X,O
SOITZJL,O,X,O,X,X,X
SOILTJZ,X,X,O,O,X,O
SOILTZJ,X,X,O,O,X,O
SOILJTZ,O,O,O,O,X,O
SOILJZT,O,O,O,O,X,O
SOILZTJ,O,O,O,O,O,O
SOILZJT,O,O,O,O,O,O
SOIJTLZ,O,O,O,X,X,O
SOIJTZL,O,O,O,X,X,X
SOIJLTZ,O,O,O,O,X,O
SOIJLZT,O,O,O,O,X,O
SOIJZTL,O,O,O,X,X,X
SOIJZLT,O,O,O,O,X,X
SOIZTLJ,O,O,O,X,O,O
SOIZTJL,O,O,O,X,X,X
SOIZLTJ,O,O,O,O,O,O
SOIZLJT,O,O,O,O,O,O
SOIZJTL,O,O,O,X,X,X
SOIZJLT,O,O,O,O,O,X
SOLTIJZ,X,X,O,O,X,O
SOLTIZJ,X,X,O,O,X,O
SOLTJIZ,X,X,O,O,X,O
SOLTJZI,X,X,O,O,X,O
SOLTZIJ,X,X,O,O,X,O
SOLTZJI,X,X,O,O,X,O
SOLITJZ,X,X,O,O,X,O
SOLITZJ,X,X,O,O,X,O
SOLIJTZ,O,O,O,O,X,O
SOLIJZT,O,O,O,O,X,O
SOLIZTJ,O,O,O,O,O,O
SOLIZJT,O,O,O,O,O,O
SOLJTIZ,X,X,O,O,X,O
SOLJTZI,X,X,O,O,X,O
SOLJITZ,O,O,O,O,X,O
SOLJIZT,O,O,O,O,X,O
SOLJZTI,O,O,O,O,X,O
SOLJZIT,O,O,O,O,X,O
SOLZTIJ,O,O,O,O,O,O
SOLZTJI,O,O,O,O,O,O
SOLZITJ,O,O,O,O,O,O
SOLZIJT,O,O,O,O,O,O
SOLZJTI,O,O,O,O,O,O
SOLZJIT,O,O,O,O,O,O
SOJTILZ,O,X,O,X,X,X
SOJTIZL,O,X,O,X,X,X
SOJTLIZ,X,X,O,X,X,X
SOJTLZI,X,X,O,X,X,X
SOJTZIL,O,X,O,X,X,X
SOJTZLI,O,X,O,X,X,X
SOJITLZ,O,O,O,X,X,O
SOJITZL,O,O,O,X,X,X
SOJILTZ,O,O,O,O,X,O
SOJILZT,O,O,O,O,X,O
SOJIZTL,O,O,O,X,X,X
SOJIZLT,O,O,O,O,X,X
SOJLTIZ,X,X,O,O,X,O
SOJLTZI,X,X,O,O,X,O
SOJLITZ,O,O,O,O,X,O
SOJLIZT,O,O,O,O,X,O
SOJLZTI,O,O,O,O,X,O
SOJLZIT,O,O,O,O,X,O
SOJZTIL,O,O,O,X,X,X
SOJZTLI,O,O,O,X,X,X
SOJZITL,O,O,O,X,X,X
SOJZILT,O,O,O,O,X,X
SOJZLTI,O,O,O,O,X,X
SOJZLIT,O,O,O,O,X,X
SOZTILJ,O,O,O,X,O,X
SOZTIJL,O,O,O,X,X,X
SOZTLIJ,O,O,O,X,O,X
SOZTLJI,O,O,O,X,O,X
SOZTJIL,O,O,O,X,X,X
SOZTJLI,O,O,O,X,X,X
SOZITLJ,O,O,O,X,O,O
SOZITJL,O,O,O,X,X,X
SOZILTJ,O,O,O,O,O,O
SOZILJT,O,O,O,O,O,O
SOZIJTL,O,O,O,X,X,X
SOZIJLT,O,O,O,O,O,X
SOZLTIJ,O,O,O,O,O,O
SOZLTJI,O,O,O,O,O,O
SOZLITJ,O,O,O,O,O,O
SOZLIJT,O,O,O,O,O,O
SOZLJTI,O,O,O,O,O,O
SOZLJIT,O,O,O,O,O,O
SOZJTIL,O,O,O,X,X,X
SOZJTLI,O,O,O,X,X,X
SOZJITL,O,O,O,X,X,X
SOZJILT,O,O,O,O,O,X
SOZJLTI,O,O,O,O,O,X
SOZJLIT,O,O,O,O,O,X
ZTILJSO,X,X,X,X,O,X
ZTILJOS,X,X,X,X,O,X
ZTILSJO,X,X,X,O,O,X
ZTILSOJ,X,X,X,O,O,X
ZTILOJS,X,X,X,O,O,X
ZTILOSJ,X,X,X,O,O,X
ZTIJLSO,X,O,X,X,X,X
ZTIJLOS,X,O,X,X,X,X
ZTIJSLO,X,O,X,X,X,X
ZTIJSOL,X,O,X,X,X,X
ZTIJOLS,X,O,X,X,X,X
ZTIJOSL,X,O,X,X,X,X
ZTISLJO,X,X,X,X,O,X
ZTISLOJ,X,X,X,X,O,X
ZTISJLO,X,O,X,X,X,X
ZTISJOL,X,O,X,X,X,X
ZTISOLJ,X,O,X,X,O,X
ZTISOJL,X,O,X,X,X,X
ZTIOLJS,X,O,X,O,O,X
ZTIOLSJ,X,O,X,O,O,X
ZTIOJLS,X,O,X,O,X,X
ZTIOJSL,X,O,X,X,X,X
ZTIOSLJ,X,O,X,X,O,X
ZTIOSJL,X,O,X,X,X,X
ZTLIJSO,X,X,X,X,O,X
ZTLIJOS,X,X,X,X,O,X
ZTLISJO,X,X,X,O,O,X
ZTLISOJ,X,X,X,O,O,X
ZTLIOJS,X,X,X,O,O,X
ZTLIOSJ,X,X,X,O,O,X
ZTLJISO,X,X,X,X,O,X
ZTLJIOS,X,X,X,X,O,X
ZTLJSIO,X,X,X,X,O,X
ZTLJSOI,X,X,X,X,O,X
ZTLJOIS,X,X,X,X,O,X
ZTLJOSI,X,X,X,X,O,X
ZTLSIJO,X,X,X,O,O,X
ZTLSIOJ,X,X,X,O,O,X
ZTLSJIO,X,X,X,X,O,X
ZTLSJOI,X,X,X,X,O,X
ZTLSOIJ,X,X,X,O,O,X
ZTLSOJI,X,X,X,O,O,X
ZTLOIJS,X,X,X,O,O,X
ZTLOISJ,X,X,X,O,O,X
ZTLOJIS,X,X,X,O,O,X
ZTLOJSI,X,X,X,O,O,X
ZTLOSIJ,X,X,X,O,O,X
ZTLOSJI,X,X,X,O,O,X
ZTJILSO,X,O,X,X,X,X
ZTJILOS,X,O,X,X,X,X
ZTJISLO,X,O,X,X,X,X
ZTJISOL,X,O,X,X,X,X
ZTJIOLS,X,O,X,X,X,X
ZTJIOSL,X,O,X,X,X,X
ZTJLISO,X,X,X,X,X,X
ZTJLIOS,X,X,X,X,X,X
ZTJLSIO,X,X,X,X,X,X
ZTJLSOI,X,X,X,X,X,X
ZTJLOIS,X,X,X,X,X,X
ZTJLOSI,X,X,X,X,X,X
ZTJSILO,X,O,X,X,X,X
ZTJSIOL,X,O,X,X,X,X
ZTJSLIO,X,X,X,X,X,X
ZTJSLOI,X,X,X,X,X,X
ZTJSOIL,X,O,X,X,X,X
ZTJSOLI,X,O,X,X,X,X
ZTJOILS,X,O,X,X,X,X
ZTJOISL,X,O,X,X,X,X
ZTJOLIS,X,O,X,X,X,X
ZTJOLSI,X,O,X,X,X,X
ZTJOSIL,X,O,X,X,X,X
ZTJOSLI,X,O,X,X,X,X
ZTSILJO,X,X,X,X,O,X
ZTSILOJ,X,X,X,X,O,X
ZTSIJLO,X,O,X,X,X,X
ZTSIJOL,X,O,X,X,X,X
ZTSIOLJ,X,O,X,X,O,X
ZTSIOJL,X,O,X,X,X,X
ZTSLIJO,X,X,X,X,O,X
ZTSLIOJ,X,X,X,X,O,X
ZTSLJIO,X,X,X,X,O,X
ZTSLJOI,X,X,X,X,O,X
ZTSLOIJ,X,X,X,X,O,X
ZTSLOJI,X,X,X,X,O,X
ZTSJILO,X,O,X,X,X,X
ZTSJIOL,X,O,X,X,X,X
ZTSJLIO,X,X,X,X,X,X
ZTSJLOI,X,X,X,X,X,X
ZTSJOIL,X,O,X,X,X,X
ZTSJOLI,X,O,X,X,X,X
ZTSOILJ,X,O,X,X,O,X
ZTSOIJL,X,O,X,X,X,X
ZTSOLIJ,X,O,X,X,O,X
ZTSOLJI,X,O,X,X,O,X
ZTSOJIL,X,O,X,X,X,X
ZTSOJLI,X,O,X,X,X,X
ZTOILJS,X,O,X,O,O,X
ZTOILSJ,X,O,X,O,O,X
ZTOIJLS,X,O,X,O,X,X
ZTOIJSL,X,O,X,X,X,X
ZTOISLJ,X,O,X,X,O,X
ZTOISJL,X,O,X,X,X,X
ZTOLIJS,X,O,X,O,O,X
ZTOLISJ,X,O,X,O,O,X
ZTOLJIS,X,O,X,O,O,X
ZTOLJSI,X,O,X,O,O,X
ZTOLSIJ,X,O,X,O,O,X
ZTOLSJI,X,O,X,O,O,X
ZTOJILS,X,O,X,O,X,X
ZTOJISL,X,O,X,X,X,X
ZTOJLIS,X,O,X,O,X,X
ZTOJLSI,X,O,X,O,X,X
ZTOJSIL,X,O,X,X,X,X
ZTOJSLI,X,O,X,X,X,X
ZTOSILJ,X,O,X,X,O,X
ZTOSIJL,X,O,X,X,X,X
ZTOSLIJ,X,O,X,X,O,X
ZTOSLJI,X,O,X,X,O,X
ZTOSJIL,X,O,X,X,X,X
ZTOSJLI,X,O,X,X,X,X
ZITLJSO,X,X,X,X,O,X
ZITLJOS,X,X,X,X,O,X
ZITLSJO,X,X,X,O,O,X
ZITLSOJ,X,X,X,O,O,X
ZITLOJS,X,X,X,O,O,X
ZITLOSJ,X,X,X,O,O,X
ZITJLSO,X,O,X,X,X,X
ZITJLOS,X,O,X,X,X,X
ZITJSLO,X,O,X,X,X,X
ZITJSOL,X,O,X,X,X,X
ZITJOLS,X,O,X,X,X,X
ZITJOSL,X,O,X,X,X,X
ZITSLJO,X,X,X,X,O,X
ZITSLOJ,X,X,X,X,O,X
ZITSJLO,X,O,X,X,X,X
ZITSJOL,X,O,X,X,X,X
ZITSOLJ,X,O,X,X,O,X
ZITSOJL,X,O,X,X,X,X
ZITOLJS,X,O,X,O,O,X
ZITOLSJ,X,O,X,O,O,X
ZITOJLS,X,O,X,O,X,X
ZITOJSL,X,O,X,X,X,X
ZITOSLJ,X,O,X,X,O,X
ZITOSJL,X,O,X,X,X,X
ZILTJSO,X,X,X,X,O,O
ZILTJOS,X,X,X,X,O,X
ZILTSJO,X,X,X,O,O,O
ZILTSOJ,X,X,X,O,O,O
ZILTOJS,X,X,X,O,O,X
ZILTOSJ,X,X,X,O,O,X
ZILJTSO,X,O,X,X,O,O
ZILJTOS,X,O,X,X,O,X
ZILJSTO,X,O,X,O,O,O
ZILJSOT,X,O,X,O,O,O
ZILJOTS,X,O,X,O,O,X
ZILJOST,X,O,X,O,O,O
ZILSTJO,X,X,X,O,O,O
ZILSTOJ,X,X,X,O,O,O
ZILSJTO,X,O,X,O,O,O
ZILSJOT,X,O,X,O,O,O
ZILSOTJ,X,O,X,O,O,O
ZILSOJT,X,O,X,O,O,O
ZILOTJS,X,O,X,O,O,X
ZILOTSJ,X,O,X,O,O,X
ZILOJTS,X,O,X,O,O,X
ZILOJST,X,O,X,O,O,O
ZILOSTJ,X,O,X,O,O,O
ZILOSJT,X,O,X,O,O,O
ZIJTLSO,X,O,X,X,X,X
ZIJTLOS,X,O,X,X,X,X
ZIJTSLO,O,O,O,X,X,X
ZIJTSOL,O,O,O,X,X,X
ZIJTOLS,X,O,O,X,X,X
ZIJTOSL,O,O,O,X,X,X
ZIJLTSO,X,O,X,X,O,X
ZIJLTOS,X,O,X,X,O,X
ZIJLSTO,X,O,X,O,O,X
ZIJLSOT,X,O,X,O,O,X
ZIJLOTS,X,O,X,O,O,X
ZIJLOST,X,O,X,O,O,X
ZIJSTLO,O,O,O,X,X,X
ZIJSTOL,O,O,O,X,X,X
ZIJSLTO,O,O,O,X,O,X
ZIJSLOT,O,O,O,X,O,X
ZIJSOTL,O,O,O,X,X,X
ZIJSOLT,O,O,O,X,O,X
ZIJOTLS,X,O,O,O,X,X
ZIJOTSL,O,O,O,X,X,X
ZIJOLTS,X,O,O,O,O,X
ZIJOLST,X,O,O,O,O,X
ZIJOSTL,O,O,O,X,X,X
ZIJOSLT,O,O,O,O,O,X
ZISTLJO,O,X,X,X,O,X
ZISTLOJ,O,X,X,X,O,X
ZISTJLO,O,O,X,X,X,X
ZISTJOL,O,O,X,X,X,X
ZISTOLJ,O,O,X,X,O,X
ZISTOJL,O,O,X,X,X,X
ZISLTJO,O,X,X,O,O,O
ZISLTOJ,O,X,O,O,O,O
ZISLJTO,O,O,O,O,O,O
ZISLJOT,O,O,O,O,O,O
ZISLOTJ,O,O,O,O,O,O
ZISLOJT,O,O,O,O,O,O
ZISJTLO,O,O,O,X,X,X
ZISJTOL,O,O,O,X,X,X
ZISJLTO,O,O,O,X,O,X
ZISJLOT,O,O,O,X,O,X
ZISJOTL,O,O,O,X,X,X
ZISJOLT,O,O,O,X,O,X
ZISOTLJ,O,O,O,X,O,O
ZISOTJL,O,O,O,X,X,X
ZISOLTJ,O,O,O,O,O,O
ZISOLJT,O,O,O,O,O,O
ZISOJTL,O,O,O,X,X,X
ZISOJLT,O,O,O,O,O,X
ZIOTLJS,X,O,X,O,O,X
ZIOTLSJ,X,O,X,O,O,X
ZIOTJLS,X,O,O,O,X,X
ZIOTJSL,X,O,O,X,X,X
ZIOTSLJ,X,O,O,X,O,X
ZIOTSJL,X,O,O,X,X,X
ZIOLTJS,X,O,X,O,O,X
ZIOLTSJ,X,O,X,O,O,X
ZIOLJTS,X,O,O,O,O,X
ZIOLJST,X,O,O,O,O,X
ZIOLSTJ,X,O,O,O,O,X
ZIOLSJT,X,O,O,O,O,X
ZIOJTLS,X,O,O,O,X,X
ZIOJTSL,O,O,O,X,X,X
ZIOJLTS,X,O,O,O,O,X
ZIOJLST,X,O,O,O,O,X
ZIOJSTL,O,O,O,X,X,X
ZIOJSLT,O,O,O,O,O,X
ZIOSTLJ,O,O,O,X,O,X
ZIOSTJL,O,O,O,X,X,X
ZIOSLTJ,O,O,O,O,O,X
ZIOSLJT,O,O,O,O,O,X
ZIOSJTL,O,O,O,X,X,X
ZIOSJLT,O,O,O,O,O,X
ZLTIJSO,X,X,X,X,O,O
ZLTIJOS,X,X,X,X,O,X
ZLTISJO,X,X,X,O,O,O
ZLTISOJ,X,X,X,O,O,O
ZLTIOJS,X,X,X,O,O,X
ZLTIOSJ,X,X,X,O,O,X
ZLTJISO,X,X,X,X,O,O
ZLTJIOS,X,X,X,X,O,X
ZLTJSIO,X,X,X,X,O,O
ZLTJSOI,X,X,X,X,O,O
ZLTJOIS,X,X,X,X,O,X
ZLTJOSI,X,X,X,X,O,X
ZLTSIJO,X,X,X,O,O,O
ZLTSIOJ,X,X,X,O,O,O
ZLTSJIO,X,X,X,X,O,O
ZLTSJOI,X,X,X,X,O,O
ZLTSOIJ,X,X,X,O,O,O
ZLTSOJI,X,X,X,O,O,O
ZLTOIJS,X,X,X,O,O,X
ZLTOISJ,X,X,X,O,O,X
ZLTOJIS,X,X,X,O,O,X
ZLTOJSI,X,X,X,O,O,X
ZLTOSIJ,X,X,X,O,O,X
ZLTOSJI,X,X,X,O,O,X
ZLITJSO,X,X,X,X,O,O
ZLITJOS,X,X,X,X,O,X
ZLITSJO,X,X,X,O,O,O
ZLITSOJ,X,X,X,O,O,O
ZLITOJS,X,X,X,O,O,X
ZLITOSJ,X,X,X,O,O,X
ZLIJTSO,X,O,X,X,O,O
ZLIJTOS,X,O,X,X,O,X
ZLIJSTO,X,O,X,O,O,O
ZLIJSOT,X,O,X,O,O,O
ZLIJOTS,X,O,X,O,O,X
ZLIJOST,X,O,X,O,O,O
ZLISTJO,X,X,X,O,O,O
ZLISTOJ,X,X,X,O,O,O
ZLISJTO,X,O,X,O,O,O
ZLISJOT,X,O,X,O,O,O
ZLISOTJ,X,O,X,O,O,O
ZLISOJT,X,O,X,O,O,O
ZLIOTJS,X,O,X,O,O,X
ZLIOTSJ,X,O,X,O,O,X
ZLIOJTS,X,O,X,O,O,X
ZLIOJST,X,O,X,O,O,O
ZLIOSTJ,X,O,X,O,O,O
ZLIOSJT,X,O,X,O,O,O
ZLJTISO,X,X,X,X,O,O
ZLJTIOS,X,X,X,X,O,X
ZLJTSIO,X,X,X,X,O,O
ZLJTSOI,X,X,X,X,O,O
ZLJTOIS,X,X,X,X,O,X
ZLJTOSI,X,X,X,X,O,X
ZLJITSO,X,O,X,X,O,O
ZLJITOS,X,O,X,X,O,X
ZLJISTO,X,O,X,O,O,O
ZLJISOT,X,O,X,O,O,O
ZLJIOTS,X,O,X,O,O,X
ZLJIOST,X,O,X,O,O,O
ZLJSTIO,X,X,X,X,O,O
ZLJSTOI,X,X,X,X,O,O
ZLJSITO,X,O,X,O,O,O
ZLJSIOT,X,O,X,O,O,O
ZLJSOTI,X,O,X,O,O,O
ZLJSOIT,X,O,X,O,O,O
ZLJOTIS,X,O,X,O,O,X
ZLJOTSI,X,O,X,O,O,X
ZLJOITS,X,O,X,O,O,X
ZLJOIST,X,O,X,O,O,O
ZLJOSTI,X,O,X,O,O,O
ZLJOSIT,X,O,X,O,O,O
ZLSTIJO,X,X,X,O,O,O
ZLSTIOJ,X,X,X,O,O,O
ZLSTJIO,X,X,X,X,O,O
ZLSTJOI,X,X,X,X,O,O
ZLSTOIJ,X,X,X,O,O,O
ZLSTOJI,X,X,X,O,O,O
ZLSITJO,X,X,X,O,O,O
ZLSITOJ,X,X,X,O,O,O
ZLSIJTO,X,O,X,O,O,O
ZLSIJOT,X,O,X,O,O,O
ZLSIOTJ,X,O,X,O,O,O
ZLSIOJT,X,O,X,O,O,O
ZLSJTIO,X,X,X,X,O,O
ZLSJTOI,X,X,X,X,O,O
ZLSJITO,X,O,X,O,O,O
ZLSJIOT,X,O,X,O,O,O
ZLSJOTI,X,O,X,O,O,O
ZLSJOIT,X,O,X,O,O,O
ZLSOTIJ,X,O,X,O,O,O
ZLSOTJI,X,O,X,O,O,O
ZLSOITJ,X,O,X,O,O,O
ZLSOIJT,X,O,X,O,O,O
ZLSOJTI,X,O,X,O,O,O
ZLSOJIT,X,O,X,O,O,O
ZLOTIJS,X,O,X,O,O,X
ZLOTISJ,X,O,X,O,O,X
ZLOTJIS,X,O,X,O,O,X
ZLOTJSI,X,O,X,O,O,X
ZLOTSIJ,X,O,X,O,O,X
ZLOTSJI,X,O,X,O,O,X
ZLOITJS,X,O,X,O,O,X
ZLOITSJ,X,O,X,O,O,X
ZLOIJTS,X,O,X,O,O,X
ZLOIJST,X,O,X,O,O,O
ZLOISTJ,X,O,X,O,O,O
ZLOISJT,X,O,X,O,O,O
ZLOJTIS,X,O,X,O,O,X
ZLOJTSI,X,O,X,O,O,X
ZLOJITS,X,O,X,O,O,X
ZLOJIST,X,O,X,O,O,O
ZLOJSTI,X,O,X,O,O,O
ZLOJSIT,X,O,X,O,O,O
ZLOSTIJ,X,O,X,O,O,O
ZLOSTJI,X,O,X,O,O,O
ZLOSITJ,X,O,X,O,O,O
ZLOSIJT,X,O,X,O,O,O
ZLOSJTI,X,O,X,O,O,O
ZLOSJIT,X,O,X,O,O,O
ZJTILSO,X,O,X,X,X,X
ZJTILOS,X,O,X,X,X,X
ZJTISLO,X,O,X,X,X,X
ZJTISOL,X,O,X,X,X,X
ZJTIOLS,X,O,X,X,X,X
ZJTIOSL,X,O,X,X,X,X
ZJTLISO,X,X,X,X,X,X
ZJTLIOS,X,X,X,X,X,X
ZJTLSIO,X,X,X,X,X,X
ZJTLSOI,X,X,X,X,X,X
ZJTLOIS,X,X,X,X,X,X
ZJTLOSI,X,X,X,X,X,X
ZJTSILO,X,O,X,X,X,X
ZJTSIOL,X,O,X,X,X,X
ZJTSLIO,X,X,X,X,X,X
ZJTSLOI,X,X,X,X,X,X
ZJTSOIL,X,O,X,X,X,X
ZJTSOLI,X,O,X,X,X,X
ZJTOILS,X,O,X,X,X,X
ZJTOISL,X,O,X,X,X,X
ZJTOLIS,X,O,X,X,X,X
ZJTOLSI,X,O,X,X,X,X
ZJTOSIL,X,O,X,X,X,X
ZJTOSLI,X,O,X,X,X,X
ZJITLSO,X,O,X,X,X,X
ZJITLOS,X,O,X,X,X,X
ZJITSLO,O,O,O,X,X,X
ZJITSOL,O,O,O,X,X,X
ZJITOLS,X,O,O,X,X,X
ZJITOSL,O,O,O,X,X,X
ZJILTSO,X,O,X,X,O,X
ZJILTOS,X,O,X,X,O,X
ZJILSTO,X,O,X,O,O,X
ZJILSOT,X,O,X,O,O,X
ZJILOTS,X,O,X,O,O,X
ZJILOST,X,O,X,O,O,X
ZJISTLO,O,O,O,X,X,X
ZJISTOL,O,O,O,X,X,X
ZJISLTO,O,O,O,X,O,X
ZJISLOT,O,O,O,X,O,X
ZJISOTL,O,O,O,X,X,X
ZJISOLT,O,O,O,X,O,X
ZJIOTLS,X,O,O,O,X,X
ZJIOTSL,O,O,O,X,X,X
ZJIOLTS,X,O,O,O,O,X
ZJIOLST,X,O,O,O,O,X
ZJIOSTL,O,O,O,X,X,X
ZJIOSLT,O,O,O,O,O,X
ZJLTISO,X,X,X,X,O,X
ZJLTIOS,X,X,X,X,O,X
ZJLTSIO,X,X,X,X,O,X
ZJLTSOI,X,X,X,X,O,X
ZJLTOIS,X,X,X,X,O,X
ZJLTOSI,X,X,X,X,O,X
ZJLITSO,X,O,X,X,O,X
ZJLITOS,X,O,X,X,O,X
ZJLISTO,X,O,X,O,O,X
ZJLISOT,X,O,X,O,O,X
ZJLIOTS,X,O,X,O,O,X
ZJLIOST,X,O,X,O,O,X
ZJLSTIO,X,X,X,X,O,X
ZJLSTOI,X,X,X,X,O,X
ZJLSITO,X,O,X,O,O,X
ZJLSIOT,X,O,X,O,O,X
ZJLSOTI,X,O,X,O,O,X
ZJLSOIT,X,O,X,O,O,X
ZJLOTIS,X,O,X,O,O,X
ZJLOTSI,X,O,X,O,O,X
ZJLOITS,X,O,X,O,O,X
ZJLOIST,X,O,X,O,O,X
ZJLOSTI,X,O,X,O,O,X
ZJLOSIT,X,O,X,O,O,X
ZJSTILO,O,O,X,X,X,X
ZJSTIOL,O,O,X,X,X,X
ZJSTLIO,O,X,X,X,X,X
ZJSTLOI,O,X,X,X,X,X
ZJSTOIL,O,O,X,X,X,X
ZJSTOLI,O,O,X,X,X,X
ZJSITLO,O,O,O,X,X,X
ZJSITOL,O,O,O,X,X,X
ZJSILTO,O,O,O,X,O,X
ZJSILOT,O,O,O,X,O,X
ZJSIOTL,O,O,O,X,X,X
ZJSIOLT,O,O,O,X,O,X
ZJSLTIO,O,X,X,X,O,X
ZJSLTOI,O,X,X,X,O,X
ZJSLITO,O,O,O,X,O,X
ZJSLIOT,O,O,O,X,O,X
ZJSLOTI,O,O,O,X,O,X
ZJSLOIT,O,O,O,X,O,X
ZJSOTIL,O,O,O,X,X,X
