sequence,v115@zgA8IeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?vkByqBUgBTVB,v115@zgA8IeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?vkBalBzlB0bB,v115@zgA8IeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?0kBvlBamBzWB,v115@zgA8IeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?vkBTlBamB0cB,v115@zgA8IeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?amBTlBvkB0aB,v115@zgA8IeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?amBvlB0kBTaB
JSOILTZ,O,O,O,O,O,O
JSOILZT,O,O,O,O,O,O
JSOIZTL,O,O,O,O,O,O
JSOIZLT,O,O,O,O,O,O
JSOLTIZ,O,O,O,O,O,X
JSOLTZI,O,O,O,O,O,X
JSOLITZ,O,O,O,O,O,O
JSOLIZT,O,O,O,O,O,O
JSOLZTI,O,O,O,O,O,O
JSOLZIT,O,O,O,O,O,O
JSOZTIL,O,X,X,X,O,O
JSOZTLI,O,X,X,X,O,O
JSOZITL,O,O,O,O,O,O
JSOZILT,O,O,O,O,O,O
JSOZLTI,O,O,O,O,O,O
JSOZLIT,O,O,O,O,O,O
JZTILSO,X,X,O,O,X,O
JZTILOS,X,X,X,O,X,O
JZTISLO,X,X,O,O,X,O
JZTISOL,X,X,O,X,X,O
JZTIOLS,X,X,X,O,X,O
JZTIOSL,X,X,O,X,X,O
JZTLISO,X,X,X,O,X,X
JZTLIOS,X,X,X,O,X,X
JZTLSIO,X,X,X,X,X,X
JZTLSOI,X,X,X,X,X,X
JZTLOIS,X,X,X,O,X,X
JZTLOSI,X,X,X,O,X,X
JZTSILO,X,X,O,X,X,O
JZTSIOL,X,X,O,X,X,O
JZTSLIO,X,X,O,X,X,O
JZTSLOI,X,X,O,X,X,O
JZTSOIL,X,X,X,X,X,O
JZTSOLI,X,X,X,X,X,O
JZTOILS,X,X,X,X,X,O
JZTOISL,X,X,X,X,X,O
JZTOLIS,X,X,X,X,X,X
JZTOLSI,X,X,X,X,X,X
JZTOSIL,X,X,X,X,X,O
JZTOSLI,X,X,X,X,X,O
JZITLSO,O,X,O,O,X,O
JZITLOS,X,O,O,O,O,O
JZITSLO,O,O,O,O,O,O
JZITSOL,O,O,O,O,O,O
JZITOLS,X,O,X,O,O,O
JZITOSL,X,O,O,O,O,O
JZILTSO,O,X,O,O,X,O
JZILTOS,X,O,O,O,O,O
JZILSTO,O,X,O,O,X,O
JZILSOT,O,X,O,O,X,O
JZILOTS,X,O,O,O,O,O
JZILOST,X,O,O,O,O,O
JZISTLO,O,O,O,O,O,O
JZISTOL,O,O,O,O,O,O
JZISLTO,O,O,O,O,O,O
JZISLOT,O,O,O,O,O,O
JZISOTL,O,O,O,O,O,O
JZISOLT,O,O,O,O,O,O
JZIOTLS,X,O,X,O,O,O
JZIOTSL,X,O,O,O,O,O
JZIOLTS,X,O,X,O,O,O
JZIOLST,X,O,X,O,O,O
JZIOSTL,X,O,O,O,O,O
JZIOSLT,X,O,O,O,O,O
JZLTISO,X,X,X,O,X,X
JZLTIOS,X,X,X,O,X,X
JZLTSIO,X,X,X,X,X,X
JZLTSOI,X,X,X,X,X,X
JZLTOIS,X,X,X,O,X,X
JZLTOSI,X,X,X,O,X,X
JZLITSO,O,X,O,O,X,O
JZLITOS,X,O,O,O,O,O
JZLISTO,O,X,O,O,X,O
JZLISOT,O,X,O,O,X,O
JZLIOTS,X,O,O,O,O,O
JZLIOST,X,O,O,O,O,O
JZLSTIO,O,X,O,X,X,O
JZLSTOI,O,X,O,X,X,O
JZLSITO,O,X,O,O,X,O
JZLSIOT,O,X,O,O,X,O
JZLSOTI,O,X,O,O,X,O
JZLSOIT,O,X,O,O,X,O
JZLOTIS,X,O,X,O,X,X
JZLOTSI,X,O,X,O,X,X
JZLOITS,X,O,O,O,O,O
JZLOIST,X,O,O,O,O,O
JZLOSTI,X,O,O,O,O,O
JZLOSIT,X,O,O,O,O,O
JZSTILO,O,X,O,X,O,O
JZSTIOL,O,X,O,X,O,O
JZSTLIO,O,X,O,X,X,O
JZSTLOI,O,X,O,X,X,O
JZSTOIL,O,X,X,X,O,O
JZSTOLI,O,X,X,X,O,O
JZSITLO,O,O,O,O,O,O
JZSITOL,O,O,O,O,O,O
JZSILTO,O,O,O,O,O,O
JZSILOT,O,O,O,O,O,O
JZSIOTL,O,O,O,O,O,O
JZSIOLT,O,O,O,O,O,O
JZSLTIO,O,X,O,X,X,O
JZSLTOI,O,X,O,X,X,O
JZSLITO,O,O,O,O,O,O
JZSLIOT,O,O,O,O,O,O
JZSLOTI,O,O,O,O,O,O
JZSLOIT,O,O,O,O,O,O
JZSOTIL,O,X,X,X,O,O
JZSOTLI,O,X,X,X,O,O
JZSOITL,O,O,O,O,O,O
JZSOILT,O,O,O,O,O,O
JZSOLTI,O,O,O,O,O,O
JZSOLIT,O,O,O,O,O,O
JZOTILS,X,O,X,X,X,O
JZOTISL,X,O,X,X,X,O
JZOTLIS,X,O,X,X,X,X
JZOTLSI,X,O,X,X,X,X
JZOTSIL,X,X,X,X,X,O
JZOTSLI,X,X,X,X,X,O
JZOITLS,X,O,X,O,O,O
JZOITSL,X,O,O,O,O,O
JZOILTS,X,O,X,O,O,O
JZOILST,X,O,X,O,O,O
JZOISTL,X,O,O,O,O,O
JZOISLT,X,O,O,O,O,O
JZOLTIS,X,O,X,O,X,X
JZOLTSI,X,O,X,O,X,X
JZOLITS,X,O,X,O,O,O
JZOLIST,X,O,X,O,O,O
JZOLSTI,X,O,X,O,O,O
JZOLSIT,X,O,X,O,O,O
JZOSTIL,X,X,X,X,O,O
JZOSTLI,X,X,X,X,O,O
JZOSITL,X,O,O,O,O,O
JZOSILT,X,O,O,O,O,O
JZOSLTI,X,O,O,O,O,O
JZOSLIT,X,O,O,O,O,O
JOTILSZ,X,O,X,O,O,X
JOTILZS,X,O,X,O,O,X
JOTISLZ,X,O,X,O,O,X
JOTISZL,X,O,X,O,O,X
JOTIZLS,X,O,X,O,O,X
JOTIZSL,X,O,X,O,O,X
JOTLISZ,X,O,X,O,O,X
JOTLIZS,X,O,X,O,O,X
JOTLSIZ,X,X,X,O,O,X
JOTLSZI,X,X,X,O,O,X
JOTLZIS,X,O,X,O,X,X
JOTLZSI,X,O,X,O,X,X
JOTSILZ,X,O,X,O,O,X
JOTSIZL,X,O,X,O,O,X
JOTSLIZ,X,O,X,O,O,X
JOTSLZI,X,O,X,O,O,X
JOTSZIL,X,X,X,X,O,X
JOTSZLI,X,X,X,X,O,X
JOTZILS,X,O,X,X,X,X
JOTZISL,X,O,X,X,X,X
JOTZLIS,X,O,X,X,X,X
JOTZLSI,X,O,X,X,X,X
JOTZSIL,X,X,X,X,X,X
JOTZSLI,X,X,X,X,X,X
JOITLSZ,O,O,O,O,O,O
JOITLZS,X,O,O,O,O,X
JOITSLZ,O,O,O,O,O,O
JOITSZL,O,O,O,O,O,O
JOITZLS,X,O,X,O,O,O
JOITZSL,X,O,O,O,O,O
JOILTSZ,O,O,O,O,O,O
JOILTZS,X,O,O,O,O,X
JOILSTZ,O,O,O,O,O,O
JOILSZT,O,O,O,O,O,O
JOILZTS,X,O,O,O,O,X
JOILZST,X,O,O,O,O,X
JOISTLZ,O,O,O,O,O,O
JOISTZL,O,O,O,O,O,O
JOISLTZ,O,O,O,O,O,O
JOISLZT,O,O,O,O,O,O
JOISZTL,O,O,O,O,O,O
JOISZLT,O,O,O,O,O,O
JOIZTLS,X,O,X,O,O,O
JOIZTSL,X,O,O,O,O,O
JOIZLTS,X,O,X,O,O,O
JOIZLST,X,O,X,O,O,O
JOIZSTL,X,O,O,O,O,O
JOIZSLT,X,O,O,O,O,O
JOLTISZ,X,O,O,O,O,X
JOLTIZS,X,O,O,O,O,X
JOLTSIZ,X,X,O,O,O,X
JOLTSZI,X,X,O,O,O,X
JOLTZIS,X,O,X,O,X,X
JOLTZSI,X,O,X,O,X,X
JOLITSZ,O,O,O,O,O,O
JOLITZS,X,O,O,O,O,X
JOLISTZ,O,O,O,O,O,O
JOLISZT,O,O,O,O,O,O
JOLIZTS,X,O,O,O,O,X
JOLIZST,X,O,O,O,O,X
JOLSTIZ,O,O,O,O,O,X
JOLSTZI,O,O,O,O,O,X
JOLSITZ,O,O,O,O,O,O
JOLSIZT,O,O,O,O,O,O
JOLSZTI,O,O,O,O,O,O
JOLSZIT,O,O,O,O,O,O
JOLZTIS,X,O,X,O,X,X
JOLZTSI,X,O,X,O,X,X
JOLZITS,X,O,O,O,O,X
JOLZIST,X,O,O,O,O,X
JOLZSTI,X,O,O,O,O,X
JOLZSIT,X,O,O,O,O,X
JOSTILZ,O,O,X,O,O,X
JOSTIZL,O,O,X,O,O,X
JOSTLIZ,O,O,X,O,O,X
JOSTLZI,O,O,X,O,O,X
JOSTZIL,O,X,X,X,O,X
JOSTZLI,O,X,X,X,O,X
JOSITLZ,O,O,O,O,O,O
JOSITZL,O,O,O,O,O,O
JOSILTZ,O,O,O,O,O,O
JOSILZT,O,O,O,O,O,O
JOSIZTL,O,O,O,O,O,O
JOSIZLT,O,O,O,O,O,O
JOSLTIZ,O,O,O,O,O,X
JOSLTZI,O,O,O,O,O,X
JOSLITZ,O,O,O,O,O,O
JOSLIZT,O,O,O,O,O,O
JOSLZTI,O,O,O,O,O,O
JOSLZIT,O,O,O,O,O,O
JOSZTIL,O,X,X,X,O,O
JOSZTLI,O,X,X,X,O,O
JOSZITL,O,O,O,O,O,O
JOSZILT,O,O,O,O,O,O
JOSZLTI,O,O,O,O,O,O
JOSZLIT,O,O,O,O,O,O
JOZTILS,X,O,X,X,X,O
JOZTISL,X,O,X,X,X,O
JOZTLIS,X,O,X,X,X,X
JOZTLSI,X,O,X,X,X,X
JOZTSIL,X,X,X,X,X,O
JOZTSLI,X,X,X,X,X,O
JOZITLS,X,O,X,O,O,O
JOZITSL,X,O,O,O,O,O
JOZILTS,X,O,X,O,O,O
JOZILST,X,O,X,O,O,O
JOZISTL,X,O,O,O,O,O
JOZISLT,X,O,O,O,O,O
JOZLTIS,X,O,X,O,X,X
JOZLTSI,X,O,X,O,X,X
JOZLITS,X,O,X,O,O,O
JOZLIST,X,O,X,O,O,O
JOZLSTI,X,O,X,O,O,O
JOZLSIT,X,O,X,O,O,O
JOZSTIL,X,X,X,X,O,O
JOZSTLI,X,X,X,X,O,O
JOZSITL,X,O,O,O,O,O
JOZSILT,X,O,O,O,O,O
JOZSLTI,X,O,O,O,O,O
JOZSLIT,X,O,O,O,O,O
STILJZO,O,O,O,X,X,O
STILJOZ,O,O,O,X,X,O
STILZJO,O,X,O,X,X,O
STILZOJ,O,O,O,X,X,O
STILOJZ,O,O,O,X,X,X
STILOZJ,O,O,O,X,X,X
STIJLZO,O,O,O,X,O,O
STIJLOZ,O,O,O,O,O,O
STIJZLO,O,O,O,X,O,O
STIJZOL,O,O,O,O,O,O
STIJOLZ,O,O,O,O,O,O
STIJOZL,O,O,O,O,O,O
STIZLJO,O,X,O,X,X,O
STIZLOJ,O,X,O,X,X,O
STIZJLO,O,X,O,X,O,O
STIZJOL,O,X,O,X,O,O
STIZOLJ,O,X,X,X,O,O
STIZOJL,O,X,X,X,O,O
STIOLJZ,O,O,X,O,O,X
STIOLZJ,O,O,X,O,O,X
STIOJLZ,O,O,X,O,O,X
STIOJZL,O,O,X,O,O,X
STIOZLJ,O,X,X,X,O,X
STIOZJL,O,X,X,X,O,X
STLIJZO,O,O,O,X,X,O
STLIJOZ,O,O,O,X,X,O
STLIZJO,O,X,O,X,X,O
STLIZOJ,O,O,O,X,X,O
STLIOJZ,O,O,O,X,X,X
STLIOZJ,O,O,O,X,X,X
STLJIZO,O,O,O,X,X,O
STLJIOZ,O,O,O,X,X,O
STLJZIO,O,X,O,X,X,O
STLJZOI,O,X,O,X,X,O
STLJOIZ,O,O,O,X,X,X
STLJOZI,O,O,O,X,X,X
STLZIJO,O,X,O,X,X,O
STLZIOJ,O,O,O,X,X,O
STLZJIO,O,X,O,X,X,O
STLZJOI,O,X,O,X,X,O
STLZOIJ,O,O,O,X,X,O
STLZOJI,O,O,O,X,X,O
STLOIJZ,O,O,O,X,X,X
STLOIZJ,O,O,O,X,X,X
STLOJIZ,O,O,O,X,X,X
STLOJZI,O,O,O,X,X,X
STLOZIJ,O,O,O,X,X,X
STLOZJI,O,O,O,X,X,X
STJILZO,O,O,O,X,O,O
STJILOZ,O,O,O,O,O,O
STJIZLO,O,O,O,X,O,O
STJIZOL,O,O,O,O,O,O
STJIOLZ,O,O,O,O,O,O
STJIOZL,O,O,O,O,O,O
STJLIZO,O,O,O,X,X,O
STJLIOZ,O,O,O,X,X,O
STJLZIO,O,X,O,X,X,O
STJLZOI,O,X,O,X,X,O
STJLOIZ,O,O,O,X,X,X
STJLOZI,O,O,O,X,X,X
STJZILO,O,X,O,X,O,O
STJZIOL,O,X,O,X,O,O
STJZLIO,O,X,O,X,X,O
STJZLOI,O,X,O,X,X,O
STJZOIL,O,X,X,X,O,O
STJZOLI,O,X,X,X,O,O
STJOILZ,O,O,X,O,O,X
STJOIZL,O,O,X,O,O,X
STJOLIZ,O,O,X,O,O,X
STJOLZI,O,O,X,O,O,X
STJOZIL,O,X,X,X,O,X
STJOZLI,O,X,X,X,O,X
STZILJO,O,X,O,X,X,O
STZILOJ,O,X,O,X,X,O
STZIJLO,O,X,O,X,O,O
STZIJOL,O,X,O,X,O,O
STZIOLJ,O,X,X,X,O,O
STZIOJL,O,X,X,X,O,O
STZLIJO,O,X,O,X,X,O
STZLIOJ,O,X,O,X,X,O
STZLJIO,O,X,O,X,X,O
STZLJOI,O,X,O,X,X,O
STZLOIJ,O,X,O,X,X,O
STZLOJI,O,X,O,X,X,O
STZJILO,O,X,O,X,O,O
STZJIOL,O,X,O,X,O,O
STZJLIO,O,X,O,X,X,O
STZJLOI,O,X,O,X,X,O
STZJOIL,O,X,X,X,O,O
STZJOLI,O,X,X,X,O,O
STZOILJ,O,X,X,X,O,O
STZOIJL,O,X,X,X,O,O
STZOLIJ,O,X,X,X,O,O
STZOLJI,O,X,X,X,O,O
STZOJIL,O,X,X,X,O,O
STZOJLI,O,X,X,X,O,O
STOILJZ,O,O,X,O,O,X
STOILZJ,O,O,X,O,O,X
STOIJLZ,O,O,X,O,O,X
STOIJZL,O,O,X,O,O,X
STOIZLJ,O,X,X,X,O,X
STOIZJL,O,X,X,X,O,X
STOLIJZ,O,O,X,O,O,X
STOLIZJ,O,O,X,O,O,X
STOLJIZ,O,O,X,O,O,X
STOLJZI,O,O,X,O,O,X
STOLZIJ,O,O,X,O,O,X
STOLZJI,O,O,X,O,O,X
STOJILZ,O,O,X,O,O,X
STOJIZL,O,O,X,O,O,X
STOJLIZ,O,O,X,O,O,X
STOJLZI,O,O,X,O,O,X
STOJZIL,O,X,X,X,O,X
STOJZLI,O,X,X,X,O,X
STOZILJ,O,X,X,X,O,X
STOZIJL,O,X,X,X,O,X
STOZLIJ,O,X,X,X,O,X
STOZLJI,O,X,X,X,O,X
STOZJIL,O,X,X,X,O,X
STOZJLI,O,X,X,X,O,X
SITLJZO,O,O,O,X,X,O
SITLJOZ,O,O,O,X,X,O
SITLZJO,O,X,O,X,X,O
SITLZOJ,O,O,O,X,X,O
SITLOJZ,O,O,O,X,X,X
SITLOZJ,O,O,O,X,X,X
SITJLZO,O,O,O,X,O,O
SITJLOZ,O,O,O,O,O,O
SITJZLO,O,O,O,X,O,O
SITJZOL,O,O,O,O,O,O
SITJOLZ,O,O,O,O,O,O
SITJOZL,O,O,O,O,O,O
SITZLJO,O,X,O,X,X,O
SITZLOJ,O,X,O,X,X,O
SITZJLO,O,X,O,X,O,O
SITZJOL,O,X,O,X,O,O
SITZOLJ,O,X,X,X,O,O
SITZOJL,O,X,X,X,O,O
SITOLJZ,O,O,X,O,O,X
SITOLZJ,O,O,X,O,O,X
SITOJLZ,O,O,X,O,O,X
SITOJZL,O,O,X,O,O,X
SITOZLJ,O,X,X,X,O,X
SITOZJL,O,X,X,X,O,X
SILTJZO,O,O,O,X,X,O
SILTJOZ,O,O,O,X,X,O
SILTZJO,O,X,O,X,X,O
SILTZOJ,O,O,O,X,X,O
SILTOJZ,O,O,O,X,X,X
SILTOZJ,O,O,O,X,X,X
SILJTZO,O,O,O,O,O,O
SILJTOZ,O,O,O,O,O,O
SILJZTO,O,O,O,O,O,O
SILJZOT,O,O,O,O,O,O
SILJOTZ,O,O,O,O,O,O
SILJOZT,O,O,O,O,O,O
SILZTJO,O,X,O,X,X,O
SILZTOJ,O,O,O,X,X,O
SILZJTO,O,O,O,O,O,O
SILZJOT,O,O,O,O,O,O
SILZOTJ,O,O,O,O,O,O
SILZOJT,O,O,O,O,O,O
SILOTJZ,O,O,O,O,O,X
SILOTZJ,O,O,O,O,O,X
SILOJTZ,O,O,O,O,O,O
SILOJZT,O,O,O,O,O,O
SILOZTJ,O,O,O,O,O,O
SILOZJT,O,O,O,O,O,O
SIJTLZO,O,O,O,O,O,O
SIJTLOZ,O,O,O,O,O,O
SIJTZLO,O,O,O,O,O,O
SIJTZOL,O,O,O,O,O,O
SIJTOLZ,O,O,O,O,O,O
SIJTOZL,O,O,O,O,O,O
SIJLTZO,O,O,O,O,O,O
SIJLTOZ,O,O,O,O,O,O
SIJLZTO,O,O,O,O,O,O
SIJLZOT,O,O,O,O,O,O
SIJLOTZ,O,O,O,O,O,O
SIJLOZT,O,O,O,O,O,O
SIJZTLO,O,O,O,O,O,O
SIJZTOL,O,O,O,O,O,O
SIJZLTO,O,O,O,O,O,O
SIJZLOT,O,O,O,O,O,O
SIJZOTL,O,O,O,O,O,O
SIJZOLT,O,O,O,O,O,O
SIJOTLZ,O,O,O,O,O,O
SIJOTZL,O,O,O,O,O,O
SIJOLTZ,O,O,O,O,O,O
SIJOLZT,O,O,O,O,O,O
SIJOZTL,O,O,O,O,O,O
SIJOZLT,O,O,O,O,O,O
SIZTLJO,O,X,O,X,X,O
SIZTLOJ,O,X,O,X,X,O
SIZTJLO,O,X,O,X,O,O
SIZTJOL,O,X,O,X,O,O
SIZTOLJ,O,X,X,X,O,O
SIZTOJL,O,X,X,X,O,O
SIZLTJO,O,X,O,X,X,O
SIZLTOJ,O,O,O,X,X,O
SIZLJTO,O,O,O,X,O,O
SIZLJOT,O,O,O,X,O,O
SIZLOTJ,O,O,O,X,O,O
SIZLOJT,O,O,O,X,O,O
SIZJTLO,O,O,O,X,O,O
SIZJTOL,O,O,O,O,O,O
SIZJLTO,O,O,O,X,O,O
SIZJLOT,O,O,O,X,O,O
SIZJOTL,O,O,O,O,O,O
SIZJOLT,O,O,O,O,O,O
SIZOTLJ,O,X,X,X,O,O
SIZOTJL,O,X,X,X,O,O
SIZOLTJ,O,O,O,O,O,O
SIZOLJT,O,O,O,O,O,O
SIZOJTL,O,O,O,O,O,O
SIZOJLT,O,O,O,O,O,O
SIOTLJZ,O,O,X,O,O,X
SIOTLZJ,O,O,X,O,O,X
SIOTJLZ,O,O,X,O,O,X
SIOTJZL,O,O,X,O,O,X
SIOTZLJ,O,X,X,X,O,X
SIOTZJL,O,X,X,X,O,X
SIOLTJZ,O,O,O,O,O,X
SIOLTZJ,O,O,O,O,O,X
SIOLJTZ,O,O,O,O,O,O
SIOLJZT,O,O,O,O,O,O
SIOLZTJ,O,O,O,O,O,O
SIOLZJT,O,O,O,O,O,O
SIOJTLZ,O,O,O,O,O,O
SIOJTZL,O,O,O,O,O,O
SIOJLTZ,O,O,O,O,O,O
SIOJLZT,O,O,O,O,O,O
SIOJZTL,O,O,O,O,O,O
SIOJZLT,O,O,O,O,O,O
SIOZTLJ,O,X,X,X,O,O
SIOZTJL,O,X,X,X,O,O
SIOZLTJ,O,O,O,O,O,O
SIOZLJT,O,O,O,O,O,O
SIOZJTL,O,O,O,O,O,O
SIOZJLT,O,O,O,O,O,O
SLTIJZO,O,O,O,X,X,O
SLTIJOZ,O,O,O,X,X,O
SLTIZJO,O,X,O,X,X,O
SLTIZOJ,O,O,O,X,X,O
SLTIOJZ,O,O,O,X,X,X
SLTIOZJ,O,O,O,X,X,X
SLTJIZO,O,O,O,X,X,O
SLTJIOZ,O,O,O,X,X,O
SLTJZIO,O,X,O,X,X,O
SLTJZOI,O,X,O,X,X,O
SLTJOIZ,O,O,O,X,X,X
SLTJOZI,O,O,O,X,X,X
SLTZIJO,O,X,O,X,X,O
SLTZIOJ,O,O,O,X,X,O
SLTZJIO,O,X,O,X,X,O
SLTZJOI,O,X,O,X,X,O
SLTZOIJ,O,O,O,X,X,O
SLTZOJI,O,O,O,X,X,O
SLTOIJZ,O,O,O,X,X,X
SLTOIZJ,O,O,O,X,X,X
SLTOJIZ,O,O,O,X,X,X
SLTOJZI,O,O,O,X,X,X
SLTOZIJ,O,O,O,X,X,X
SLTOZJI,O,O,O,X,X,X
SLITJZO,O,O,O,X,X,O
SLITJOZ,O,O,O,X,X,O
SLITZJO,O,X,O,X,X,O
SLITZOJ,O,O,O,X,X,O
SLITOJZ,O,O,O,X,X,X
SLITOZJ,O,O,O,X,X,X
SLIJTZO,O,O,O,O,O,O
SLIJTOZ,O,O,O,O,O,O
SLIJZTO,O,O,O,O,O,O
SLIJZOT,O,O,O,O,O,O
SLIJOTZ,O,O,O,O,O,O
SLIJOZT,O,O,O,O,O,O
SLIZTJO,O,X,O,X,X,O
SLIZTOJ,O,O,O,X,X,O
SLIZJTO,O,O,O,O,O,O
SLIZJOT,O,O,O,O,O,O
SLIZOTJ,O,O,O,O,O,O
SLIZOJT,O,O,O,O,O,O
SLIOTJZ,O,O,O,O,O,X
SLIOTZJ,O,O,O,O,O,X
SLIOJTZ,O,O,O,O,O,O
SLIOJZT,O,O,O,O,O,O
SLIOZTJ,O,O,O,O,O,O
SLIOZJT,O,O,O,O,O,O
SLJTIZO,O,O,O,X,X,O
SLJTIOZ,O,O,O,X,X,O
SLJTZIO,O,X,O,X,X,O
SLJTZOI,O,X,O,X,X,O
SLJTOIZ,O,O,O,X,X,X
SLJTOZI,O,O,O,X,X,X
SLJITZO,O,O,O,O,O,O
SLJITOZ,O,O,O,O,O,O
SLJIZTO,O,O,O,O,O,O
SLJIZOT,O,O,O,O,O,O
SLJIOTZ,O,O,O,O,O,O
SLJIOZT,O,O,O,O,O,O
SLJZTIO,O,X,O,X,X,O
SLJZTOI,O,X,O,X,X,O
SLJZITO,O,O,O,O,O,O
SLJZIOT,O,O,O,O,O,O
SLJZOTI,O,O,O,O,O,O
SLJZOIT,O,O,O,O,O,O
SLJOTIZ,O,O,O,O,O,X
SLJOTZI,O,O,O,O,O,X
SLJOITZ,O,O,O,O,O,O
SLJOIZT,O,O,O,O,O,O
SLJOZTI,O,O,O,O,O,O
SLJOZIT,O,O,O,O,O,O
SLZTIJO,O,X,O,X,X,O
SLZTIOJ,O,O,O,X,X,O
SLZTJIO,O,X,O,X,X,O
SLZTJOI,O,X,O,X,X,O
SLZTOIJ,O,O,O,X,X,O
SLZTOJI,O,O,O,X,X,O
SLZITJO,O,X,O,X,X,O
SLZITOJ,O,O,O,X,X,O
SLZIJTO,O,O,O,O,O,O
SLZIJOT,O,O,O,O,O,O
SLZIOTJ,O,O,O,O,O,O
SLZIOJT,O,O,O,O,O,O
SLZJTIO,O,X,O,X,X,O
SLZJTOI,O,X,O,X,X,O
SLZJITO,O,O,O,O,O,O
SLZJIOT,O,O,O,O,O,O
SLZJOTI,O,O,O,O,O,O
SLZJOIT,O,O,O,O,O,O
SLZOTIJ,O,O,O,O,O,O
SLZOTJI,O,O,O,O,O,O
SLZOITJ,O,O,O,O,O,O
SLZOIJT,O,O,O,O,O,O
SLZOJTI,O,O,O,O,O,O
SLZOJIT,O,O,O,O,O,O
SLOTIJZ,O,O,O,O,O,X
SLOTIZJ,O,O,O,O,O,X
SLOTJIZ,O,O,O,O,O,X
SLOTJZI,O,O,O,O,O,X
SLOTZIJ,O,O,O,O,O,X
SLOTZJI,O,O,O,O,O,X
SLOITJZ,O,O,O,O,O,X
SLOITZJ,O,O,O,O,O,X
SLOIJTZ,O,O,O,O,O,O
SLOIJZT,O,O,O,O,O,O
SLOIZTJ,O,O,O,O,O,O
SLOIZJT,O,O,O,O,O,O
SLOJTIZ,O,O,O,O,O,X
SLOJTZI,O,O,O,O,O,X
SLOJITZ,O,O,O,O,O,O
SLOJIZT,O,O,O,O,O,O
SLOJZTI,O,O,O,O,O,O
SLOJZIT,O,O,O,O,O,O
SLOZTIJ,O,O,O,O,O,O
SLOZTJI,O,O,O,O,O,O
SLOZITJ,O,O,O,O,O,O
SLOZIJT,O,O,O,O,O,O
SLOZJTI,O,O,O,O,O,O
SLOZJIT,O,O,O,O,O,O
SJTILZO,O,O,O,X,O,O
SJTILOZ,O,O,O,O,O,O
SJTIZLO,O,O,O,X,O,O
SJTIZOL,O,O,O,O,O,O
SJTIOLZ,O,O,O,O,O,O
SJTIOZL,O,O,O,O,O,O
SJTLIZO,O,O,O,X,X,O
SJTLIOZ,O,O,O,X,X,O
SJTLZIO,O,X,O,X,X,O
SJTLZOI,O,X,O,X,X,O
SJTLOIZ,O,O,O,X,X,X
SJTLOZI,O,O,O,X,X,X
SJTZILO,O,X,O,X,O,O
SJTZIOL,O,X,O,X,O,O
SJTZLIO,O,X,O,X,X,O
SJTZLOI,O,X,O,X,X,O
SJTZOIL,O,X,X,X,O,O
SJTZOLI,O,X,X,X,O,O
SJTOILZ,O,O,X,O,O,X
SJTOIZL,O,O,X,O,O,X
SJTOLIZ,O,O,X,O,O,X
SJTOLZI,O,O,X,O,O,X
SJTOZIL,O,X,X,X,O,X
SJTOZLI,O,X,X,X,O,X
SJITLZO,O,O,O,O,O,O
SJITLOZ,O,O,O,O,O,O
SJITZLO,O,O,O,O,O,O
SJITZOL,O,O,O,O,O,O
SJITOLZ,O,O,O,O,O,O
SJITOZL,O,O,O,O,O,O
SJILTZO,O,O,O,O,O,O
SJILTOZ,O,O,O,O,O,O
SJILZTO,O,O,O,O,O,O
SJILZOT,O,O,O,O,O,O
SJILOTZ,O,O,O,O,O,O
SJILOZT,O,O,O,O,O,O
SJIZTLO,O,O,O,O,O,O
SJIZTOL,O,O,O,O,O,O
SJIZLTO,O,O,O,O,O,O
SJIZLOT,O,O,O,O,O,O
SJIZOTL,O,O,O,O,O,O
SJIZOLT,O,O,O,O,O,O
SJIOTLZ,O,O,O,O,O,O
SJIOTZL,O,O,O,O,O,O
SJIOLTZ,O,O,O,O,O,O
SJIOLZT,O,O,O,O,O,O
SJIOZTL,O,O,O,O,O,O
SJIOZLT,O,O,O,O,O,O
SJLTIZO,O,O,O,X,X,O
SJLTIOZ,O,O,O,X,X,O
SJLTZIO,O,X,O,X,X,O
SJLTZOI,O,X,O,X,X,O
SJLTOIZ,O,O,O,X,X,X
SJLTOZI,O,O,O,X,X,X
SJLITZO,O,O,O,O,O,O
SJLITOZ,O,O,O,O,O,O
SJLIZTO,O,O,O,O,O,O
SJLIZOT,O,O,O,O,O,O
SJLIOTZ,O,O,O,O,O,O
SJLIOZT,O,O,O,O,O,O
SJLZTIO,O,X,O,X,X,O
SJLZTOI,O,X,O,X,X,O
SJLZITO,O,O,O,O,O,O
SJLZIOT,O,O,O,O,O,O
SJLZOTI,O,O,O,O,O,O
SJLZOIT,O,O,O,O,O,O
SJLOTIZ,O,O,O,O,O,X
SJLOTZI,O,O,O,O,O,X
SJLOITZ,O,O,O,O,O,O
SJLOIZT,O,O,O,O,O,O
SJLOZTI,O,O,O,O,O,O
SJLOZIT,O,O,O,O,O,O
SJZTILO,O,X,O,X,O,O
