sequence,v115@9gD8DeF8CeG8BeH8CeC8JeqLJvhFdiBsdBpUBzVBOV?B3TB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhBlmB2wB,v115@9gD8DeF8CeG8BeH8CeC8JeZGJvhBFiBqrB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhB0rBirB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhBTrBmrB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhBNrBzrB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhB3mB2wB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhBimB1wB,v115@9gD8DeF8CeG8BeH8CeC8JeNLJvhB6rBOsB,v115@9gD8DeF8CeG8BeH8CeC8JeZGJvhBurBFsB,v115@9gD8DeF8CeG8BeH8CeC8JeXCJvhB0rBOrB,v115@9gD8DeF8CeG8BeH8CeC8JeZGJvhBtmBXsB,v115@9gD8DeF8CeG8BeH8CeC8JeOGJvhBXiB1wB,v115@9gD8DeF8CeG8BeH8CeC8JelGJvhBOrBXsB,v115@9gD8DeF8CeG8BeH8CeC8Je0BJvhBNrBXsB,v115@9gD8DeF8CeG8BeH8CeC8Je2GJvhBcrBXsB,v115@9gD8DeF8CeG8BeH8CeC8JeXCJvhBNrB0rB,v115@9gD8DeF8CeG8BeH8CeC8Je2GJvhBTrBFsB,v115@9gD8DeF8CeG8BeH8CeC8Je/GJvhBFiB2wB,v115@9gD8DeF8CeG8BeH8CeC8Jeq4IvhF9ZBZQBzVB0rBXn?BOrB,v115@9gD8DeF8CeG8BeH8CeC8Jeq4IvhF9ZBZQBzVB2mBMr?BXsB
JILTOZS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
JILSTZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JILSTOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JILSZTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JILSZOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JILSOTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JILSOZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JILZTSO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JILZTOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JILZSTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JILZSOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JILZOTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JILZOST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JILOTSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JILOTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JILOSTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JILOSZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JILOZTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JILOZST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JISTLZO,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
JISTLOZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
JISTZLO,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
JISTZOL,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
JISTOLZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
JISTOZL,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
JISLTZO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JISLTOZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JISLZTO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JISLZOT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JISLOTZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JISLOZT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JISZTLO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JISZTOL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JISZLTO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JISZLOT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JISZOTL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JISZOLT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JISOTLZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JISOTZL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JISOLTZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JISOLZT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JISOZTL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JISOZLT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JIZTLSO,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
JIZTLOS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
JIZTSLO,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
JIZTSOL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
JIZTOLS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
JIZTOSL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
JIZLTSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JIZLTOS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JIZLSTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JIZLSOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JIZLOTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JIZLOST,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JIZSTLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
JIZSTOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
JIZSLTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
JIZSLOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
JIZSOTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
JIZSOLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
JIZOTLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JIZOTSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JIZOLTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JIZOLST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JIZOSTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JIZOSLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JIOTLSZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
JIOTLZS,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
JIOTSLZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
JIOTSZL,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
JIOTZLS,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
JIOTZSL,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
JIOLTSZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JIOLTZS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JIOLSTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JIOLSZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JIOLZTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JIOLZST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JIOSTLZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JIOSTZL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JIOSLTZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JIOSLZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JIOSZTL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JIOSZLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JIOZTLS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JIOZTSL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JIOZLTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JIOZLST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JIOZSTL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JIOZSLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLTISZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLTISOZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLTIZSO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLTIZOS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLTIOSZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLTIOZS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLTSIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLTSIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLTSZIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLTSZOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLTSOIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLTSOZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLTZISO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLTZIOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLTZSIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLTZSOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLTZOIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLTZOSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLTOISZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLTOIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLTOSIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLTOSZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLTOZIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLTOZSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLITSZO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
JLITSOZ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
JLITZSO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
JLITZOS,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
JLITOSZ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
JLITOZS,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
JLISTZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLISTOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLISZTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLISZOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLISOTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLISOZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLIZTSO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLIZTOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLIZSTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLIZSOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLIZOTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLIZOST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLIOTSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLIOTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLIOSTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLIOSZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLIOZTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLIOZST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLSTIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JLSTIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JLSTZIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JLSTZOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JLSTOIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JLSTOZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JLSITZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLSITOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLSIZTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLSIZOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLSIOTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLSIOZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLSZTIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLSZTOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLSZITO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLSZIOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLSZOTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLSZOIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLSOTIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLSOTZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLSOITZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLSOIZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLSOZTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLSOZIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLZTISO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLZTIOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLZTSIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLZTSOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLZTOIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLZTOSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLZITSO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLZITOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLZISTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLZISOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLZIOTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLZIOST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLZSTIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
JLZSTOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
JLZSITO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
JLZSIOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
JLZSOTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
JLZSOIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
JLZOTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLZOTSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLZOITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLZOIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLZOSTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLZOSIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLOTISZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLOTIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLOTSIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLOTSZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLOTZIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLOTZSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLOITSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLOITZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLOISTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLOISZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLOIZTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLOIZST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLOSTIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLOSTZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLOSITZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLOSIZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLOSZTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLOSZIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JLOZTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLOZTSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLOZITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLOZIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLOZSTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JLOZSIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
JSTILZO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSTILOZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSTIZLO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSTIZOL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSTIOLZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSTIOZL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSTLIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSTLIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSTLZIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSTLZOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSTLOIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSTLOZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSTZILO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSTZIOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSTZLIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSTZLOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSTZOIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSTZOLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSTOILZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSTOIZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSTOLIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSTOLZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSTOZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSTOZLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSITLZO,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
JSITLOZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
JSITZLO,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
JSITZOL,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
JSITOLZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
JSITOZL,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
JSILTZO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSILTOZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSILZTO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSILZOT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSILOTZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSILOZT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSIZTLO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSIZTOL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSIZLTO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSIZLOT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSIZOTL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSIZOLT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSIOTLZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSIOTZL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSIOLTZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSIOLZT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSIOZTL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSIOZLT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JSLTIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSLTIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSLTZIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSLTZOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JSLTOIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
