sequence,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBpoByxB8nBOn?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBpoBetBMsBii?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBxxBKnBUoBGj?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBxxB2sB0iB6o?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmB2xBknB6tBxi?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBKsBEtBGoBxi?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmB0sBmnBpoBFl?BisB
ZOJSLTI,X,O,X,X,O,O,X
ZOJSLIT,X,O,X,X,O,O,O
ZOSTILJ,X,X,X,X,X,X,X
ZOSTIJL,X,X,X,X,X,X,O
ZOSTLIJ,X,X,X,X,X,X,X
ZOSTLJI,X,X,X,X,X,X,X
ZOSTJIL,X,O,X,X,X,X,O
ZOSTJLI,X,O,X,X,X,X,X
ZOSITLJ,X,X,O,X,X,X,X
ZOSITJL,X,X,O,X,X,X,O
ZOSILTJ,O,X,O,X,X,X,X
ZOSILJT,O,X,O,O,X,X,O
ZOSIJTL,X,O,O,O,X,X,O
ZOSIJLT,X,O,O,O,X,X,O
ZOSLTIJ,O,X,X,X,X,X,X
ZOSLTJI,O,X,X,X,X,O,X
ZOSLITJ,O,X,X,X,X,X,X
ZOSLIJT,O,X,X,X,X,O,O
ZOSLJTI,O,O,X,X,O,O,X
ZOSLJIT,O,O,X,X,O,O,O
ZOSJTIL,X,O,X,X,X,X,O
ZOSJTLI,X,O,X,X,O,X,X
ZOSJITL,X,O,X,X,X,X,O
ZOSJILT,X,O,X,X,O,X,O
ZOSJLTI,X,O,X,X,O,O,X
ZOSJLIT,X,O,X,X,O,O,O
OTILJSZ,X,X,X,O,X,X,X
OTILJZS,X,X,X,O,X,X,X
OTILSJZ,X,X,X,O,X,X,X
OTILSZJ,O,X,O,X,X,X,X
OTILZJS,O,X,O,X,X,X,X
OTILZSJ,O,X,O,X,X,X,X
OTIJLSZ,X,X,X,O,X,X,X
OTIJLZS,X,X,X,O,X,X,X
OTIJSLZ,X,X,X,O,X,X,X
OTIJSZL,X,O,X,O,X,X,X
OTIJZLS,X,O,X,O,X,X,X
OTIJZSL,X,O,X,O,X,X,X
OTISLJZ,X,X,X,O,X,X,X
OTISLZJ,O,X,O,X,X,X,X
OTISJLZ,X,X,X,O,X,X,X
OTISJZL,X,O,X,O,X,X,X
OTISZLJ,X,X,O,X,X,X,X
OTISZJL,X,X,O,X,X,X,O
OTIZLJS,X,X,O,X,X,X,X
OTIZLSJ,X,X,O,X,X,X,X
OTIZJLS,X,X,O,X,X,X,X
OTIZJSL,X,X,O,X,X,X,O
OTIZSLJ,X,X,O,X,X,X,X
OTIZSJL,X,X,O,X,X,X,O
OTLIJSZ,X,X,X,X,X,X,X
OTLIJZS,X,X,X,X,X,X,X
OTLISJZ,X,X,X,X,X,X,X
OTLISZJ,O,X,X,X,X,X,X
OTLIZJS,O,X,X,X,X,X,X
OTLIZSJ,O,X,X,X,X,X,X
OTLJISZ,X,X,X,X,X,X,X
OTLJIZS,X,X,X,X,X,X,X
OTLJSIZ,X,X,X,X,X,X,X
OTLJSZI,X,X,X,X,O,X,X
OTLJZIS,X,X,X,X,O,X,X
OTLJZSI,X,X,X,X,O,X,X
OTLSIJZ,X,X,X,X,X,X,X
OTLSIZJ,O,X,X,X,X,X,X
OTLSJIZ,X,X,X,X,X,X,X
OTLSJZI,X,X,X,X,O,X,X
OTLSZIJ,O,X,X,X,X,X,X
OTLSZJI,O,X,X,X,X,O,X
OTLZIJS,O,X,X,X,X,X,X
OTLZISJ,O,X,X,X,X,X,X
OTLZJIS,O,X,X,X,X,O,X
OTLZJSI,O,X,X,X,X,O,X
OTLZSIJ,O,X,X,X,X,X,X
OTLZSJI,O,X,X,X,X,O,X
OTJILSZ,X,X,X,X,X,X,X
OTJILZS,X,X,X,X,X,X,X
OTJISLZ,X,X,X,X,X,X,X
OTJISZL,X,O,X,X,X,X,X
OTJIZLS,X,O,X,X,X,X,X
OTJIZSL,X,O,X,X,X,X,X
OTJLISZ,X,X,X,X,X,X,X
OTJLIZS,X,X,X,X,X,X,X
OTJLSIZ,X,X,X,X,X,X,X
OTJLSZI,X,X,X,X,O,X,X
OTJLZIS,X,X,X,X,O,X,X
OTJLZSI,X,X,X,X,O,X,X
OTJSILZ,X,X,X,X,X,X,X
OTJSIZL,X,O,X,X,X,X,X
OTJSLIZ,X,X,X,X,X,X,X
OTJSLZI,X,X,X,X,O,X,X
OTJSZIL,X,O,X,X,X,X,X
OTJSZLI,X,O,X,X,O,X,X
OTJZILS,X,O,X,X,X,X,X
OTJZISL,X,O,X,X,X,X,X
OTJZLIS,X,O,X,X,O,X,X
OTJZLSI,X,O,X,X,O,X,X
OTJZSIL,X,O,X,X,X,X,X
OTJZSLI,X,O,X,X,O,X,X
OTSILJZ,X,X,X,O,X,X,X
OTSILZJ,O,X,O,X,X,X,X
OTSIJLZ,X,X,X,O,X,X,X
OTSIJZL,X,O,X,O,X,X,X
OTSIZLJ,X,X,O,X,X,X,X
OTSIZJL,X,X,O,X,X,X,O
OTSLIJZ,X,X,X,X,X,X,X
OTSLIZJ,O,X,X,X,X,X,X
OTSLJIZ,X,X,X,X,X,X,X
OTSLJZI,X,X,X,X,O,X,X
OTSLZIJ,O,X,X,X,X,X,X
OTSLZJI,O,X,X,X,X,O,X
OTSJILZ,X,X,X,X,X,X,X
OTSJIZL,X,O,X,X,X,X,X
OTSJLIZ,X,X,X,X,X,X,X
OTSJLZI,X,X,X,X,O,X,X
OTSJZIL,X,O,X,X,X,X,X
OTSJZLI,X,O,X,X,O,X,X
OTSZILJ,X,X,X,X,X,X,X
OTSZIJL,X,X,X,X,X,X,O
OTSZLIJ,X,X,X,X,X,X,X
OTSZLJI,X,X,X,X,X,X,X
OTSZJIL,X,O,X,X,X,X,O
OTSZJLI,X,O,X,X,X,X,X
OTZILJS,X,X,X,X,X,X,X
OTZILSJ,X,X,X,X,X,X,X
OTZIJLS,X,X,X,X,X,X,X
OTZIJSL,X,X,X,X,X,X,O
OTZISLJ,X,X,X,X,X,X,X
OTZISJL,X,X,X,X,X,X,O
OTZLIJS,X,X,X,X,X,X,X
OTZLISJ,X,X,X,X,X,X,X
OTZLJIS,X,X,X,X,X,O,X
OTZLJSI,X,X,X,X,X,O,X
OTZLSIJ,X,X,X,X,X,X,X
OTZLSJI,X,X,X,X,X,O,X
OTZJILS,X,O,X,X,X,X,X
OTZJISL,X,O,X,X,X,X,O
OTZJLIS,X,O,X,X,X,O,X
OTZJLSI,X,O,X,X,X,O,X
OTZJSIL,X,O,X,X,X,X,O
OTZJSLI,X,O,X,X,X,X,X
OTZSILJ,X,X,X,X,X,X,X
OTZSIJL,X,X,X,X,X,X,O
OTZSLIJ,X,X,X,X,X,X,X
OTZSLJI,X,X,X,X,X,X,X
OTZSJIL,X,O,X,X,X,X,O
OTZSJLI,X,O,X,X,X,X,X
OITLJSZ,X,X,X,O,X,X,X
OITLJZS,X,X,X,O,X,X,X
OITLSJZ,X,X,X,O,X,X,X
OITLSZJ,O,X,O,X,X,X,X
OITLZJS,O,X,O,X,X,X,X
OITLZSJ,O,X,O,X,X,X,X
OITJLSZ,X,X,X,O,X,X,X
OITJLZS,X,X,X,O,X,X,X
OITJSLZ,X,X,X,O,X,X,X
OITJSZL,X,O,X,O,X,X,X
OITJZLS,X,O,X,O,X,X,X
OITJZSL,X,O,X,O,X,X,X
OITSLJZ,X,X,X,O,X,X,X
OITSLZJ,O,X,O,X,X,X,X
OITSJLZ,X,X,X,O,X,X,X
OITSJZL,X,O,X,O,X,X,X
OITSZLJ,X,X,O,X,X,X,X
OITSZJL,X,X,O,X,X,X,O
OITZLJS,X,X,O,X,X,X,X
OITZLSJ,X,X,O,X,X,X,X
OITZJLS,X,X,O,X,X,X,X
OITZJSL,X,X,O,X,X,X,O
OITZSLJ,X,X,O,X,X,X,X
OITZSJL,X,X,O,X,X,X,O
OILTJSZ,X,X,X,O,X,X,X
OILTJZS,X,X,X,O,X,X,X
OILTSJZ,X,X,X,O,X,X,X
OILTSZJ,O,X,O,X,X,X,X
OILTZJS,O,X,O,X,X,X,X
OILTZSJ,O,X,O,X,X,X,X
OILJTSZ,X,X,X,O,X,X,X
OILJTZS,X,X,X,O,X,X,X
OILJSTZ,X,X,X,O,X,X,X
OILJSZT,O,O,O,O,O,X,X
OILJZTS,O,O,O,O,O,X,X
OILJZST,O,O,O,O,O,X,X
OILSTJZ,X,X,X,O,X,X,X
OILSTZJ,O,X,O,X,X,X,X
OILSJTZ,X,X,X,O,X,X,X
OILSJZT,O,O,O,O,O,X,X
OILSZTJ,O,X,O,X,X,X,X
OILSZJT,O,X,O,O,X,O,O
OILZTJS,O,X,O,X,X,X,X
OILZTSJ,O,X,O,X,X,X,X
OILZJTS,O,X,O,O,X,O,X
OILZJST,O,X,O,O,X,O,O
OILZSTJ,O,X,O,X,X,X,X
OILZSJT,O,X,O,O,X,O,O
OIJTLSZ,X,X,X,O,X,X,X
OIJTLZS,X,X,X,O,X,X,X
OIJTSLZ,X,X,X,O,X,X,X
OIJTSZL,X,O,X,O,X,X,X
OIJTZLS,X,O,X,O,X,X,X
OIJTZSL,X,O,X,O,X,X,X
OIJLTSZ,X,X,X,O,X,X,X
OIJLTZS,X,X,X,O,X,X,X
OIJLSTZ,X,X,X,O,X,X,X
OIJLSZT,O,O,O,O,O,X,X
OIJLZTS,O,O,O,O,O,X,X
OIJLZST,O,O,O,O,O,X,X
OIJSTLZ,X,X,X,O,X,X,X
OIJSTZL,X,O,X,O,X,X,X
OIJSLTZ,X,X,X,O,X,X,X
OIJSLZT,O,O,O,O,O,X,X
OIJSZTL,X,O,O,O,X,X,O
OIJSZLT,X,O,O,O,O,X,O
OIJZTLS,X,O,O,O,X,X,X
OIJZTSL,X,O,O,O,X,X,O
OIJZLTS,X,O,O,O,O,X,X
OIJZLST,X,O,O,O,O,X,O
OIJZSTL,X,O,O,O,X,X,O
OIJZSLT,X,O,O,O,O,X,O
OISTLJZ,X,X,X,O,X,X,X
OISTLZJ,O,X,O,X,X,X,X
OISTJLZ,X,X,X,O,X,X,X
OISTJZL,X,O,X,O,X,X,X
OISTZLJ,X,X,O,X,X,X,X
OISTZJL,X,X,O,X,X,X,O
OISLTJZ,X,X,X,O,X,X,X
OISLTZJ,O,X,O,X,X,X,X
OISLJTZ,X,X,X,O,X,X,X
OISLJZT,O,O,O,O,O,X,X
OISLZTJ,O,X,O,X,X,X,X
OISLZJT,O,X,O,O,X,O,O
OISJTLZ,X,X,X,O,X,X,X
OISJTZL,X,O,X,O,X,X,X
OISJLTZ,X,X,X,O,X,X,X
OISJLZT,O,O,O,O,O,X,X
OISJZTL,X,O,O,O,X,X,O
OISJZLT,X,O,O,O,O,X,O
OISZTLJ,X,X,O,X,X,X,X
OISZTJL,X,X,O,X,X,X,O
OISZLTJ,O,X,O,X,X,X,X
OISZLJT,O,X,O,O,X,X,O
OISZJTL,X,O,O,O,X,X,O
OISZJLT,X,O,O,O,X,X,O
OIZTLJS,X,X,O,X,X,X,X
OIZTLSJ,X,X,O,X,X,X,X
OIZTJLS,X,X,O,X,X,X,X
OIZTJSL,X,X,O,X,X,X,O
OIZTSLJ,X,X,O,X,X,X,X
OIZTSJL,X,X,O,X,X,X,O
OIZLTJS,O,X,O,X,X,X,X
OIZLTSJ,O,X,O,X,X,X,X
OIZLJTS,O,X,O,O,X,O,X
OIZLJST,O,X,O,O,X,O,O
OIZLSTJ,O,X,O,X,X,X,X
OIZLSJT,O,X,O,O,X,O,O
OIZJTLS,X,O,O,O,X,X,X
OIZJTSL,X,O,O,O,X,X,O
OIZJLTS,X,O,O,O,X,O,X
OIZJLST,X,O,O,O,X,O,O
OIZJSTL,X,O,O,O,X,X,O
OIZJSLT,X,O,O,O,X,X,O
OIZSTLJ,X,X,O,X,X,X,X
OIZSTJL,X,X,O,X,X,X,O
OIZSLTJ,O,X,O,X,X,X,X
OIZSLJT,O,X,O,O,X,X,O
OIZSJTL,X,O,O,O,X,X,O
OIZSJLT,X,O,O,O,X,X,O
OLTIJSZ,X,X,X,X,X,X,X
OLTIJZS,X,X,X,X,X,X,X
OLTISJZ,X,X,X,X,X,X,X
OLTISZJ,O,X,X,X,X,X,X
OLTIZJS,O,X,X,X,X,X,X
OLTIZSJ,O,X,X,X,X,X,X
OLTJISZ,X,X,X,X,X,X,X
OLTJIZS,X,X,X,X,X,X,X
OLTJSIZ,X,X,X,X,X,X,X
OLTJSZI,X,X,X,X,O,X,X
OLTJZIS,X,X,X,X,O,X,X
OLTJZSI,X,X,X,X,O,X,X
OLTSIJZ,X,X,X,X,X,X,X
OLTSIZJ,O,X,X,X,X,X,X
OLTSJIZ,X,X,X,X,X,X,X
OLTSJZI,X,X,X,X,O,X,X
OLTSZIJ,O,X,X,X,X,X,X
OLTSZJI,O,X,X,X,X,O,X
OLTZIJS,O,X,X,X,X,X,X
OLTZISJ,O,X,X,X,X,X,X
OLTZJIS,O,X,X,X,X,O,X
OLTZJSI,O,X,X,X,X,O,X
OLTZSIJ,O,X,X,X,X,X,X
OLTZSJI,O,X,X,X,X,O,X
OLITJSZ,X,X,X,O,X,X,X
OLITJZS,X,X,X,O,X,X,X
OLITSJZ,X,X,X,O,X,X,X
OLITSZJ,O,X,O,X,X,X,X
OLITZJS,O,X,O,X,X,X,X
OLITZSJ,O,X,O,X,X,X,X
OLIJTSZ,X,X,X,O,X,X,X
OLIJTZS,X,X,X,O,X,X,X
OLIJSTZ,X,X,X,O,X,X,X
OLIJSZT,O,O,O,O,O,X,X
OLIJZTS,O,O,O,O,O,X,X
OLIJZST,O,O,O,O,O,X,X
OLISTJZ,X,X,X,O,X,X,X
OLISTZJ,O,X,O,X,X,X,X
OLISJTZ,X,X,X,O,X,X,X
OLISJZT,O,O,O,O,O,X,X
OLISZTJ,O,X,O,X,X,X,X
OLISZJT,O,X,O,O,X,O,O
OLIZTJS,O,X,O,X,X,X,X
OLIZTSJ,O,X,O,X,X,X,X
OLIZJTS,O,X,O,O,X,O,X
OLIZJST,O,X,O,O,X,O,O
OLIZSTJ,O,X,O,X,X,X,X
OLIZSJT,O,X,O,O,X,O,O
OLJTISZ,X,X,X,X,X,X,X
OLJTIZS,X,X,X,X,X,X,X
OLJTSIZ,X,X,X,X,X,X,X
OLJTSZI,X,X,X,X,O,X,X
OLJTZIS,X,X,X,X,O,X,X
OLJTZSI,X,X,X,X,O,X,X
OLJITSZ,X,X,X,X,X,X,X
OLJITZS,X,X,X,X,X,X,X
OLJISTZ,X,X,X,X,X,X,X
OLJISZT,O,O,X,X,O,X,X
OLJIZTS,O,O,X,X,O,X,X
OLJIZST,O,O,X,X,O,X,X
OLJSTIZ,X,X,X,X,X,X,X
OLJSTZI,X,X,X,X,O,X,X
OLJSITZ,X,X,X,X,X,X,X
OLJSIZT,O,O,X,X,O,X,X
OLJSZTI,O,O,X,X,O,O,X
OLJSZIT,O,O,X,X,O,O,X
OLJZTIS,O,O,X,X,O,O,X
OLJZTSI,O,O,X,X,O,O,X
OLJZITS,O,O,X,X,O,O,X
OLJZIST,O,O,X,X,O,O,X
OLJZSTI,O,O,X,X,O,O,X
OLJZSIT,O,O,X,X,O,O,X
OLSTIJZ,X,X,X,X,X,X,X
OLSTIZJ,O,X,X,X,X,X,X
OLSTJIZ,X,X,X,X,X,X,X
OLSTJZI,X,X,X,X,O,X,X
OLSTZIJ,O,X,X,X,X,X,X
OLSTZJI,O,X,X,X,X,O,X
OLSITJZ,X,X,X,O,X,X,X
OLSITZJ,O,X,O,X,X,X,X
OLSIJTZ,X,X,X,O,X,X,X
OLSIJZT,O,O,O,O,O,X,X
OLSIZTJ,O,X,O,X,X,X,X
OLSIZJT,O,X,O,O,X,O,O
OLSJTIZ,X,X,X,X,X,X,X
OLSJTZI,X,X,X,X,O,X,X
OLSJITZ,X,X,X,X,X,X,X
OLSJIZT,O,O,X,X,O,X,X
OLSJZTI,O,O,X,X,O,O,X
OLSJZIT,O,O,X,X,O,O,X
OLSZTIJ,O,X,X,X,X,X,X
OLSZTJI,O,X,X,X,X,O,X
OLSZITJ,O,X,X,X,X,X,X
OLSZIJT,O,X,X,X,X,O,O
OLSZJTI,O,O,X,X,O,O,X
OLSZJIT,O,O,X,X,O,O,O
OLZTIJS,O,X,X,X,X,X,X
OLZTISJ,O,X,X,X,X,X,X
OLZTJIS,O,X,X,X,X,O,X
OLZTJSI,O,X,X,X,X,O,X
OLZTSIJ,O,X,X,X,X,X,X
OLZTSJI,O,X,X,X,X,O,X
OLZITJS,O,X,X,X,X,X,X
OLZITSJ,O,X,X,X,X,X,X
OLZIJTS,O,X,X,X,X,O,X
OLZIJST,O,X,X,X,X,O,O
OLZISTJ,O,X,X,X,X,X,X
OLZISJT,O,X,X,X,X,O,O
OLZJTIS,O,O,X,X,O,O,X
OLZJTSI,O,O,X,X,O,O,X
OLZJITS,O,O,X,X,O,O,X
OLZJIST,O,O,X,X,O,O,O
OLZJSTI,O,O,X,X,O,O,X
OLZJSIT,O,O,X,X,O,O,O
OLZSTIJ,O,X,X,X,X,X,X
OLZSTJI,O,X,X,X,X,O,X
OLZSITJ,O,X,X,X,X,X,X
OLZSIJT,O,X,X,X,X,O,O
OLZSJTI,O,O,X,X,O,O,X
OLZSJIT,O,O,X,X,O,O,O
OJTILSZ,X,X,X,X,X,X,X
OJTILZS,X,X,X,X,X,X,X
OJTISLZ,X,X,X,X,X,X,X
OJTISZL,X,O,X,X,X,X,X
OJTIZLS,X,O,X,X,X,X,X
OJTIZSL,X,O,X,X,X,X,X
OJTLISZ,X,X,X,X,X,X,X
OJTLIZS,X,X,X,X,X,X,X
OJTLSIZ,X,X,X,X,X,X,X
OJTLSZI,X,X,X,X,O,X,X
OJTLZIS,X,X,X,X,O,X,X
OJTLZSI,X,X,X,X,O,X,X
OJTSILZ,X,X,X,X,X,X,X
OJTSIZL,X,O,X,X,X,X,X
OJTSLIZ,X,X,X,X,X,X,X
OJTSLZI,X,X,X,X,O,X,X
OJTSZIL,X,O,X,X,X,X,X
OJTSZLI,X,O,X,X,O,X,X
OJTZILS,X,O,X,X,X,X,X
OJTZISL,X,O,X,X,X,X,X
OJTZLIS,X,O,X,X,O,X,X
OJTZLSI,X,O,X,X,O,X,X
OJTZSIL,X,O,X,X,X,X,X
OJTZSLI,X,O,X,X,O,X,X
OJITLSZ,X,X,X,O,X,X,X
OJITLZS,X,X,X,O,X,X,X
OJITSLZ,X,X,X,O,X,X,X
OJITSZL,X,O,X,O,X,X,X
OJITZLS,X,O,X,O,X,X,X
OJITZSL,X,O,X,O,X,X,X
OJILTSZ,X,X,X,O,X,X,X
OJILTZS,X,X,X,O,X,X,X
OJILSTZ,X,X,X,O,X,X,X
OJILSZT,O,O,O,O,O,X,X
OJILZTS,O,O,O,O,O,X,X
OJILZST,O,O,O,O,O,X,X
OJISTLZ,X,X,X,O,X,X,X
OJISTZL,X,O,X,O,X,X,X
OJISLTZ,X,X,X,O,X,X,X
OJISLZT,O,O,O,O,O,X,X
OJISZTL,X,O,O,O,X,X,O
OJISZLT,X,O,O,O,O,X,O
OJIZTLS,X,O,O,O,X,X,X
OJIZTSL,X,O,O,O,X,X,O
OJIZLTS,X,O,O,O,O,X,X
OJIZLST,X,O,O,O,O,X,O
OJIZSTL,X,O,O,O,X,X,O
OJIZSLT,X,O,O,O,O,X,O
OJLTISZ,X,X,X,X,X,X,X
OJLTIZS,X,X,X,X,X,X,X
OJLTSIZ,X,X,X,X,X,X,X
OJLTSZI,X,X,X,X,O,X,X
OJLTZIS,X,X,X,X,O,X,X
OJLTZSI,X,X,X,X,O,X,X
OJLITSZ,X,X,X,X,X,X,X
OJLITZS,X,X,X,X,X,X,X
OJLISTZ,X,X,X,X,X,X,X
OJLISZT,O,O,X,X,O,X,X
OJLIZTS,O,O,X,X,O,X,X
OJLIZST,O,O,X,X,O,X,X
OJLSTIZ,X,X,X,X,X,X,X
OJLSTZI,X,X,X,X,O,X,X
OJLSITZ,X,X,X,X,X,X,X
OJLSIZT,O,O,X,X,O,X,X
OJLSZTI,O,O,X,X,O,O,X
OJLSZIT,O,O,X,X,O,O,X
OJLZTIS,O,O,X,X,O,O,X
OJLZTSI,O,O,X,X,O,O,X
OJLZITS,O,O,X,X,O,O,X
OJLZIST,O,O,X,X,O,O,X
OJLZSTI,O,O,X,X,O,O,X
OJLZSIT,O,O,X,X,O,O,X
OJSTILZ,X,X,X,X,X,X,X
OJSTIZL,X,O,X,X,X,X,X
OJSTLIZ,X,X,X,X,X,X,X
OJSTLZI,X,X,X,X,O,X,X
OJSTZIL,X,O,X,X,X,X,X
OJSTZLI,X,O,X,X,O,X,X
OJSITLZ,X,X,X,O,X,X,X
OJSITZL,X,O,X,O,X,X,X
OJSILTZ,X,X,X,O,X,X,X
OJSILZT,O,O,O,O,O,X,X
OJSIZTL,X,O,O,O,X,X,O
OJSIZLT,X,O,O,O,O,X,O
OJSLTIZ,X,X,X,X,X,X,X
OJSLTZI,X,X,X,X,O,X,X
OJSLITZ,X,X,X,X,X,X,X
OJSLIZT,O,O,X,X,O,X,X
OJSLZTI,O,O,X,X,O,O,X
OJSLZIT,O,O,X,X,O,O,X
OJSZTIL,X,O,X,X,X,X,O
OJSZTLI,X,O,X,X,O,X,X
OJSZITL,X,O,X,X,X,X,O
OJSZILT,X,O,X,X,O,X,O
OJSZLTI,X,O,X,X,O,X,X
OJSZLIT,X,O,X,X,O,X,O
OJZTILS,X,O,X,X,X,X,X
OJZTISL,X,O,X,X,X,X,O
OJZTLIS,X,O,X,X,O,O,X
OJZTLSI,X,O,X,X,O,O,X
OJZTSIL,X,O,X,X,X,X,O
OJZTSLI,X,O,X,X,O,X,X
OJZITLS,X,O,X,X,X,X,X
OJZITSL,X,O,X,X,X,X,O
OJZILTS,X,O,X,X,O,O,X
OJZILST,X,O,X,X,O,O,O
OJZISTL,X,O,X,X,X,X,O
OJZISLT,X,O,X,X,O,X,O
OJZLTIS,X,O,X,X,O,O,X
OJZLTSI,X,O,X,X,O,O,X
OJZLITS,X,O,X,X,O,O,X
OJZLIST,X,O,X,X,O,O,O
OJZLSTI,X,O,X,X,O,O,X
OJZLSIT,X,O,X,X,O,O,O
OJZSTIL,X,O,X,X,X,X,O
OJZSTLI,X,O,X,X,O,X,X
OJZSITL,X,O,X,X,X,X,O
OJZSILT,X,O,X,X,O,X,O
OJZSLTI,X,O,X,X,O,O,X
OJZSLIT,X,O,X,X,O,O,O
OSTILJZ,X,X,X,O,X,X,X
OSTILZJ,O,X,O,X,X,X,X
OSTIJLZ,X,X,X,O,X,X,X
OSTIJZL,X,O,X,O,X,X,X
OSTIZLJ,X,X,O,X,X,X,X
OSTIZJL,X,X,O,X,X,X,O
OSTLIJZ,X,X,X,X,X,X,X
OSTLIZJ,O,X,X,X,X,X,X
OSTLJIZ,X,X,X,X,X,X,X
OSTLJZI,X,X,X,X,O,X,X
OSTLZIJ,O,X,X,X,X,X,X
OSTLZJI,O,X,X,X,X,O,X
OSTJILZ,X,X,X,X,X,X,X
OSTJIZL,X,O,X,X,X,X,X
OSTJLIZ,X,X,X,X,X,X,X
OSTJLZI,X,X,X,X,O,X,X
OSTJZIL,X,O,X,X,X,X,X
OSTJZLI,X,O,X,X,O,X,X
OSTZILJ,X,X,X,X,X,X,X
OSTZIJL,X,X,X,X,X,X,O
OSTZLIJ,X,X,X,X,X,X,X
OSTZLJI,X,X,X,X,X,X,X
OSTZJIL,X,O,X,X,X,X,O
OSTZJLI,X,O,X,X,X,X,X
OSITLJZ,X,X,X,O,X,X,X
OSITLZJ,O,X,O,X,X,X,X
OSITJLZ,X,X,X,O,X,X,X
OSITJZL,X,O,X,O,X,X,X
OSITZLJ,X,X,O,X,X,X,X
OSITZJL,X,X,O,X,X,X,O
OSILTJZ,X,X,X,O,X,X,X
OSILTZJ,O,X,O,X,X,X,X
OSILJTZ,X,X,X,O,X,X,X
OSILJZT,O,O,O,O,O,X,X
OSILZTJ,O,X,O,X,X,X,X
OSILZJT,O,X,O,O,X,O,O
OSIJTLZ,X,X,X,O,X,X,X
OSIJTZL,X,O,X,O,X,X,X
OSIJLTZ,X,X,X,O,X,X,X
OSIJLZT,O,O,O,O,O,X,X
OSIJZTL,X,O,O,O,X,X,O
OSIJZLT,X,O,O,O,O,X,O
OSIZTLJ,X,X,O,X,X,X,X
OSIZTJL,X,X,O,X,X,X,O
OSIZLTJ,O,X,O,X,X,X,X
OSIZLJT,O,X,O,O,X,X,O
OSIZJTL,X,O,O,O,X,X,O
OSIZJLT,X,O,O,O,X,X,O
OSLTIJZ,X,X,X,X,X,X,X
OSLTIZJ,O,X,X,X,X,X,X
OSLTJIZ,X,X,X,X,X,X,X
OSLTJZI,X,X,X,X,O,X,X
OSLTZIJ,O,X,X,X,X,X,X
OSLTZJI,O,X,X,X,X,O,X
OSLITJZ,X,X,X,O,X,X,X
OSLITZJ,O,X,O,X,X,X,X
OSLIJTZ,X,X,X,O,X,X,X
OSLIJZT,O,O,O,O,O,X,X
OSLIZTJ,O,X,O,X,X,X,X
OSLIZJT,O,X,O,O,X,O,O
OSLJTIZ,X,X,X,X,X,X,X
OSLJTZI,X,X,X,X,O,X,X
OSLJITZ,X,X,X,X,X,X,X
OSLJIZT,O,O,X,X,O,X,X
OSLJZTI,O,O,X,X,O,O,X
OSLJZIT,O,O,X,X,O,O,X
OSLZTIJ,O,X,X,X,X,X,X
OSLZTJI,O,X,X,X,X,O,X
OSLZITJ,O,X,X,X,X,X,X
OSLZIJT,O,X,X,X,X,O,O
OSLZJTI,O,O,X,X,O,O,X
OSLZJIT,O,O,X,X,O,O,O
OSJTILZ,X,X,X,X,X,X,X
OSJTIZL,X,O,X,X,X,X,X
OSJTLIZ,X,X,X,X,X,X,X
OSJTLZI,X,X,X,X,O,X,X
OSJTZIL,X,O,X,X,X,X,X
OSJTZLI,X,O,X,X,O,X,X
OSJITLZ,X,X,X,O,X,X,X
OSJITZL,X,O,X,O,X,X,X
OSJILTZ,X,X,X,O,X,X,X
OSJILZT,O,O,O,O,O,X,X
OSJIZTL,X,O,O,O,X,X,O
OSJIZLT,X,O,O,O,O,X,O
OSJLTIZ,X,X,X,X,X,X,X
OSJLTZI,X,X,X,X,O,X,X
OSJLITZ,X,X,X,X,X,X,X
OSJLIZT,O,O,X,X,O,X,X
OSJLZTI,O,O,X,X,O,O,X
OSJLZIT,O,O,X,X,O,O,X
OSJZTIL,X,O,X,X,X,X,O
OSJZTLI,X,O,X,X,O,X,X
OSJZITL,X,O,X,X,X,X,O
OSJZILT,X,O,X,X,O,X,O
OSJZLTI,X,O,X,X,O,X,X
OSJZLIT,X,O,X,X,O,X,O
OSZTILJ,X,X,X,X,X,X,X
OSZTIJL,X,X,X,X,X,X,O
OSZTLIJ,X,X,X,X,X,X,X
OSZTLJI,X,X,X,X,X,X,X
OSZTJIL,X,O,X,X,X,X,O
OSZTJLI,X,O,X,X,X,X,X
OSZITLJ,X,X,O,X,X,X,X
OSZITJL,X,X,O,X,X,X,O
OSZILTJ,O,X,O,X,X,X,X
OSZILJT,O,X,O,O,X,X,O
OSZIJTL,X,O,O,O,X,X,O
OSZIJLT,X,O,O,O,X,X,O
OSZLTIJ,O,X,X,X,X,X,X
OSZLTJI,O,X,X,X,X,O,X
OSZLITJ,O,X,X,X,X,X,X
OSZLIJT,O,X,X,X,X,O,O
OSZLJTI,O,O,X,X,O,O,X
OSZLJIT,O,O,X,X,O,O,O
