sequence,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBpoByxB8nBOn?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBpoBetBMsBii?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBxxBKnBUoBGj?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBxxB2sB0iB6o?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmB2xBknB6tBxi?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBKsBEtBGoBxi?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmB0sBmnBpoBFl?BisB
LSITOJZ,X,X,X,O,X,X,X
LSITOZJ,O,X,O,X,X,X,X
LSIJTZO,X,X,X,O,X,X,X
LSIJTOZ,X,X,X,O,X,X,X
LSIJZTO,O,O,O,O,O,X,X
LSIJZOT,O,O,O,O,O,X,X
LSIJOTZ,X,X,X,O,X,X,X
LSIJOZT,O,O,O,O,O,X,X
LSIZTJO,O,X,O,X,X,X,X
LSIZTOJ,O,X,O,X,X,X,X
LSIZJTO,O,X,O,O,X,O,X
LSIZJOT,O,X,O,O,X,O,O
LSIZOTJ,O,X,O,X,X,X,X
LSIZOJT,O,X,O,O,X,O,O
LSIOTJZ,X,X,X,O,X,X,X
LSIOTZJ,O,X,O,X,X,X,X
LSIOJTZ,X,X,X,O,X,X,X
LSIOJZT,O,O,O,O,O,X,X
LSIOZTJ,O,X,O,X,X,X,X
LSIOZJT,O,X,O,O,X,O,O
LSJTIZO,X,X,X,X,X,X,X
LSJTIOZ,X,X,X,X,X,X,X
LSJTZIO,X,X,X,X,O,X,X
LSJTZOI,X,X,X,X,O,X,X
LSJTOIZ,X,X,X,X,X,X,X
LSJTOZI,X,X,X,X,O,X,X
LSJITZO,X,X,X,X,X,X,X
LSJITOZ,X,X,X,X,X,X,X
LSJIZTO,O,O,X,X,O,X,X
LSJIZOT,O,O,X,X,O,X,X
LSJIOTZ,X,X,X,X,X,X,X
LSJIOZT,O,O,X,X,O,X,X
LSJZTIO,O,O,X,X,O,O,X
LSJZTOI,O,O,X,X,O,O,X
LSJZITO,O,O,X,X,O,O,X
LSJZIOT,O,O,X,X,O,O,X
LSJZOTI,O,O,X,X,O,O,X
LSJZOIT,O,O,X,X,O,O,X
LSJOTIZ,X,X,X,X,X,X,X
LSJOTZI,X,X,X,X,O,X,X
LSJOITZ,X,X,X,X,X,X,X
LSJOIZT,O,O,X,X,O,X,X
LSJOZTI,O,O,X,X,O,O,X
LSJOZIT,O,O,X,X,O,O,X
LSZTIJO,O,X,X,X,X,X,X
LSZTIOJ,O,X,X,X,X,X,X
LSZTJIO,O,X,X,X,X,O,X
LSZTJOI,O,X,X,X,X,O,X
LSZTOIJ,O,X,X,X,X,X,X
LSZTOJI,O,X,X,X,X,O,X
LSZITJO,O,X,X,X,X,X,X
LSZITOJ,O,X,X,X,X,X,X
LSZIJTO,O,X,X,X,X,O,X
LSZIJOT,O,X,X,X,X,O,O
LSZIOTJ,O,X,X,X,X,X,X
LSZIOJT,O,X,X,X,X,O,O
LSZJTIO,O,O,X,X,O,O,X
LSZJTOI,O,O,X,X,O,O,X
LSZJITO,O,O,X,X,O,O,X
LSZJIOT,O,O,X,X,O,O,O
LSZJOTI,O,O,X,X,O,O,X
LSZJOIT,O,O,X,X,O,O,O
LSZOTIJ,O,X,X,X,X,X,X
LSZOTJI,O,X,X,X,X,O,X
LSZOITJ,O,X,X,X,X,X,X
LSZOIJT,O,X,X,X,X,O,O
LSZOJTI,O,O,X,X,O,O,X
LSZOJIT,O,O,X,X,O,O,O
LSOTIJZ,X,X,X,X,X,X,X
LSOTIZJ,O,X,X,X,X,X,X
LSOTJIZ,X,X,X,X,X,X,X
LSOTJZI,X,X,X,X,O,X,X
LSOTZIJ,O,X,X,X,X,X,X
LSOTZJI,O,X,X,X,X,O,X
LSOITJZ,X,X,X,O,X,X,X
LSOITZJ,O,X,O,X,X,X,X
LSOIJTZ,X,X,X,O,X,X,X
LSOIJZT,O,O,O,O,O,X,X
LSOIZTJ,O,X,O,X,X,X,X
LSOIZJT,O,X,O,O,X,O,O
LSOJTIZ,X,X,X,X,X,X,X
LSOJTZI,X,X,X,X,O,X,X
LSOJITZ,X,X,X,X,X,X,X
LSOJIZT,O,O,X,X,O,X,X
LSOJZTI,O,O,X,X,O,O,X
LSOJZIT,O,O,X,X,O,O,X
LSOZTIJ,O,X,X,X,X,X,X
LSOZTJI,O,X,X,X,X,O,X
LSOZITJ,O,X,X,X,X,X,X
LSOZIJT,O,X,X,X,X,O,O
LSOZJTI,O,O,X,X,O,O,X
LSOZJIT,O,O,X,X,O,O,O
LZTIJSO,O,X,X,X,X,X,X
LZTIJOS,O,X,X,X,X,X,X
LZTISJO,O,X,X,X,X,X,X
LZTISOJ,O,X,X,X,X,X,X
LZTIOJS,O,X,X,X,X,X,X
LZTIOSJ,O,X,X,X,X,X,X
LZTJISO,O,X,X,X,X,O,X
LZTJIOS,O,X,X,X,X,O,X
LZTJSIO,O,X,X,X,X,O,X
LZTJSOI,O,X,X,X,X,O,X
LZTJOIS,O,X,X,X,X,O,X
LZTJOSI,O,X,X,X,X,O,X
LZTSIJO,O,X,X,X,X,X,X
LZTSIOJ,O,X,X,X,X,X,X
LZTSJIO,O,X,X,X,X,O,X
LZTSJOI,O,X,X,X,X,O,X
LZTSOIJ,O,X,X,X,X,X,X
LZTSOJI,O,X,X,X,X,O,X
LZTOIJS,O,X,X,X,X,X,X
LZTOISJ,O,X,X,X,X,X,X
LZTOJIS,O,X,X,X,X,O,X
LZTOJSI,O,X,X,X,X,O,X
LZTOSIJ,O,X,X,X,X,X,X
LZTOSJI,O,X,X,X,X,O,X
LZITJSO,O,X,X,X,X,X,X
LZITJOS,O,X,X,X,X,X,X
LZITSJO,O,X,X,X,X,X,X
LZITSOJ,O,X,X,X,X,X,X
LZITOJS,O,X,X,X,X,X,X
LZITOSJ,O,X,X,X,X,X,X
LZIJTSO,O,X,X,X,X,O,X
LZIJTOS,O,X,X,X,X,O,X
LZIJSTO,O,X,X,X,X,O,X
LZIJSOT,O,X,X,X,X,O,O
LZIJOTS,O,X,X,X,X,O,X
LZIJOST,O,X,X,X,X,O,O
LZISTJO,O,X,X,X,X,X,X
LZISTOJ,O,X,X,X,X,X,X
LZISJTO,O,X,X,X,X,O,X
LZISJOT,O,X,X,X,X,O,O
LZISOTJ,O,X,X,X,X,X,X
LZISOJT,O,X,X,X,X,O,O
LZIOTJS,O,X,X,X,X,X,X
LZIOTSJ,O,X,X,X,X,X,X
LZIOJTS,O,X,X,X,X,O,X
LZIOJST,O,X,X,X,X,O,O
LZIOSTJ,O,X,X,X,X,X,X
LZIOSJT,O,X,X,X,X,O,O
LZJTISO,O,O,X,X,O,O,X
LZJTIOS,O,O,X,X,O,O,X
LZJTSIO,O,O,X,X,O,O,X
LZJTSOI,O,O,X,X,O,O,X
LZJTOIS,O,O,X,X,O,O,X
LZJTOSI,O,O,X,X,O,O,X
LZJITSO,O,O,X,X,O,O,X
LZJITOS,O,O,X,X,O,O,X
LZJISTO,O,O,X,X,O,O,X
LZJISOT,O,O,X,X,O,O,O
LZJIOTS,O,O,X,X,O,O,X
LZJIOST,O,O,X,X,O,O,O
LZJSTIO,O,O,X,X,O,O,X
LZJSTOI,O,O,X,X,O,O,X
LZJSITO,O,O,X,X,O,O,X
LZJSIOT,O,O,X,X,O,O,O
LZJSOTI,O,O,X,X,O,O,X
LZJSOIT,O,O,X,X,O,O,O
LZJOTIS,O,O,X,X,O,O,X
LZJOTSI,O,O,X,X,O,O,X
LZJOITS,O,O,X,X,O,O,X
LZJOIST,O,O,X,X,O,O,O
LZJOSTI,O,O,X,X,O,O,X
LZJOSIT,O,O,X,X,O,O,O
LZSTIJO,O,X,X,X,X,X,X
LZSTIOJ,O,X,X,X,X,X,X
LZSTJIO,O,X,X,X,X,O,X
LZSTJOI,O,X,X,X,X,O,X
LZSTOIJ,O,X,X,X,X,X,X
LZSTOJI,O,X,X,X,X,O,X
LZSITJO,O,X,X,X,X,X,X
LZSITOJ,O,X,X,X,X,X,X
LZSIJTO,O,X,X,X,X,O,X
LZSIJOT,O,X,X,X,X,O,O
LZSIOTJ,O,X,X,X,X,X,X
LZSIOJT,O,X,X,X,X,O,O
LZSJTIO,O,O,X,X,O,O,X
LZSJTOI,O,O,X,X,O,O,X
LZSJITO,O,O,X,X,O,O,X
LZSJIOT,O,O,X,X,O,O,O
LZSJOTI,O,O,X,X,O,O,X
LZSJOIT,O,O,X,X,O,O,O
LZSOTIJ,O,X,X,X,X,X,X
LZSOTJI,O,X,X,X,X,O,X
LZSOITJ,O,X,X,X,X,X,X
LZSOIJT,O,X,X,X,X,O,O
LZSOJTI,O,O,X,X,O,O,X
LZSOJIT,O,O,X,X,O,O,O
LZOTIJS,O,X,X,X,X,X,X
LZOTISJ,O,X,X,X,X,X,X
LZOTJIS,O,X,X,X,X,O,X
LZOTJSI,O,X,X,X,X,O,X
LZOTSIJ,O,X,X,X,X,X,X
LZOTSJI,O,X,X,X,X,O,X
LZOITJS,O,X,X,X,X,X,X
LZOITSJ,O,X,X,X,X,X,X
LZOIJTS,O,X,X,X,X,O,X
LZOIJST,O,X,X,X,X,O,O
LZOISTJ,O,X,X,X,X,X,X
LZOISJT,O,X,X,X,X,O,O
LZOJTIS,O,O,X,X,O,O,X
LZOJTSI,O,O,X,X,O,O,X
LZOJITS,O,O,X,X,O,O,X
LZOJIST,O,O,X,X,O,O,O
LZOJSTI,O,O,X,X,O,O,X
LZOJSIT,O,O,X,X,O,O,O
LZOSTIJ,O,X,X,X,X,X,X
LZOSTJI,O,X,X,X,X,O,X
LZOSITJ,O,X,X,X,X,X,X
LZOSIJT,O,X,X,X,X,O,O
LZOSJTI,O,O,X,X,O,O,X
LZOSJIT,O,O,X,X,O,O,O
LOTIJSZ,X,X,X,X,X,X,X
LOTIJZS,X,X,X,X,X,X,X
LOTISJZ,X,X,X,X,X,X,X
LOTISZJ,O,X,X,X,X,X,X
LOTIZJS,O,X,X,X,X,X,X
LOTIZSJ,O,X,X,X,X,X,X
LOTJISZ,X,X,X,X,X,X,X
LOTJIZS,X,X,X,X,X,X,X
LOTJSIZ,X,X,X,X,X,X,X
LOTJSZI,X,X,X,X,O,X,X
LOTJZIS,X,X,X,X,O,X,X
LOTJZSI,X,X,X,X,O,X,X
LOTSIJZ,X,X,X,X,X,X,X
LOTSIZJ,O,X,X,X,X,X,X
LOTSJIZ,X,X,X,X,X,X,X
LOTSJZI,X,X,X,X,O,X,X
LOTSZIJ,O,X,X,X,X,X,X
LOTSZJI,O,X,X,X,X,O,X
LOTZIJS,O,X,X,X,X,X,X
LOTZISJ,O,X,X,X,X,X,X
LOTZJIS,O,X,X,X,X,O,X
LOTZJSI,O,X,X,X,X,O,X
LOTZSIJ,O,X,X,X,X,X,X
LOTZSJI,O,X,X,X,X,O,X
LOITJSZ,X,X,X,O,X,X,X
LOITJZS,X,X,X,O,X,X,X
LOITSJZ,X,X,X,O,X,X,X
LOITSZJ,O,X,O,X,X,X,X
LOITZJS,O,X,O,X,X,X,X
LOITZSJ,O,X,O,X,X,X,X
LOIJTSZ,X,X,X,O,X,X,X
LOIJTZS,X,X,X,O,X,X,X
LOIJSTZ,X,X,X,O,X,X,X
LOIJSZT,O,O,O,O,O,X,X
LOIJZTS,O,O,O,O,O,X,X
LOIJZST,O,O,O,O,O,X,X
LOISTJZ,X,X,X,O,X,X,X
LOISTZJ,O,X,O,X,X,X,X
LOISJTZ,X,X,X,O,X,X,X
LOISJZT,O,O,O,O,O,X,X
LOISZTJ,O,X,O,X,X,X,X
LOISZJT,O,X,O,O,X,O,O
LOIZTJS,O,X,O,X,X,X,X
LOIZTSJ,O,X,O,X,X,X,X
LOIZJTS,O,X,O,O,X,O,X
LOIZJST,O,X,O,O,X,O,O
LOIZSTJ,O,X,O,X,X,X,X
LOIZSJT,O,X,O,O,X,O,O
LOJTISZ,X,X,X,X,X,X,X
LOJTIZS,X,X,X,X,X,X,X
LOJTSIZ,X,X,X,X,X,X,X
LOJTSZI,X,X,X,X,O,X,X
LOJTZIS,X,X,X,X,O,X,X
LOJTZSI,X,X,X,X,O,X,X
LOJITSZ,X,X,X,X,X,X,X
LOJITZS,X,X,X,X,X,X,X
LOJISTZ,X,X,X,X,X,X,X
LOJISZT,O,O,X,X,O,X,X
LOJIZTS,O,O,X,X,O,X,X
LOJIZST,O,O,X,X,O,X,X
LOJSTIZ,X,X,X,X,X,X,X
LOJSTZI,X,X,X,X,O,X,X
LOJSITZ,X,X,X,X,X,X,X
LOJSIZT,O,O,X,X,O,X,X
LOJSZTI,O,O,X,X,O,O,X
LOJSZIT,O,O,X,X,O,O,X
LOJZTIS,O,O,X,X,O,O,X
LOJZTSI,O,O,X,X,O,O,X
LOJZITS,O,O,X,X,O,O,X
LOJZIST,O,O,X,X,O,O,X
LOJZSTI,O,O,X,X,O,O,X
LOJZSIT,O,O,X,X,O,O,X
LOSTIJZ,X,X,X,X,X,X,X
LOSTIZJ,O,X,X,X,X,X,X
LOSTJIZ,X,X,X,X,X,X,X
LOSTJZI,X,X,X,X,O,X,X
LOSTZIJ,O,X,X,X,X,X,X
LOSTZJI,O,X,X,X,X,O,X
LOSITJZ,X,X,X,O,X,X,X
LOSITZJ,O,X,O,X,X,X,X
LOSIJTZ,X,X,X,O,X,X,X
LOSIJZT,O,O,O,O,O,X,X
LOSIZTJ,O,X,O,X,X,X,X
LOSIZJT,O,X,O,O,X,O,O
LOSJTIZ,X,X,X,X,X,X,X
LOSJTZI,X,X,X,X,O,X,X
LOSJITZ,X,X,X,X,X,X,X
LOSJIZT,O,O,X,X,O,X,X
LOSJZTI,O,O,X,X,O,O,X
LOSJZIT,O,O,X,X,O,O,X
LOSZTIJ,O,X,X,X,X,X,X
LOSZTJI,O,X,X,X,X,O,X
LOSZITJ,O,X,X,X,X,X,X
LOSZIJT,O,X,X,X,X,O,O
LOSZJTI,O,O,X,X,O,O,X
LOSZJIT,O,O,X,X,O,O,O
LOZTIJS,O,X,X,X,X,X,X
LOZTISJ,O,X,X,X,X,X,X
LOZTJIS,O,X,X,X,X,O,X
LOZTJSI,O,X,X,X,X,O,X
LOZTSIJ,O,X,X,X,X,X,X
LOZTSJI,O,X,X,X,X,O,X
LOZITJS,O,X,X,X,X,X,X
LOZITSJ,O,X,X,X,X,X,X
LOZIJTS,O,X,X,X,X,O,X
LOZIJST,O,X,X,X,X,O,O
LOZISTJ,O,X,X,X,X,X,X
LOZISJT,O,X,X,X,X,O,O
LOZJTIS,O,O,X,X,O,O,X
LOZJTSI,O,O,X,X,O,O,X
LOZJITS,O,O,X,X,O,O,X
LOZJIST,O,O,X,X,O,O,O
LOZJSTI,O,O,X,X,O,O,X
LOZJSIT,O,O,X,X,O,O,O
LOZSTIJ,O,X,X,X,X,X,X
LOZSTJI,O,X,X,X,X,O,X
LOZSITJ,O,X,X,X,X,X,X
LOZSIJT,O,X,X,X,X,O,O
LOZSJTI,O,O,X,X,O,O,X
LOZSJIT,O,O,X,X,O,O,O
JTILSZO,X,X,X,X,X,X,X
JTILSOZ,X,X,X,X,X,X,X
JTILZSO,X,X,X,X,X,X,X
JTILZOS,X,X,X,X,X,X,X
JTILOSZ,X,X,X,X,X,X,X
JTILOZS,X,X,X,X,X,X,X
JTISLZO,X,X,X,X,X,X,X
JTISLOZ,X,X,X,X,X,X,X
JTISZLO,X,O,X,X,X,X,X
JTISZOL,X,O,X,X,X,X,X
JTISOLZ,X,X,X,X,X,X,X
JTISOZL,X,O,X,X,X,X,X
JTIZLSO,X,O,X,X,X,X,X
JTIZLOS,X,O,X,X,X,X,X
JTIZSLO,X,O,X,X,X,X,X
JTIZSOL,X,O,X,X,X,X,X
JTIZOLS,X,O,X,X,X,X,X
JTIZOSL,X,O,X,X,X,X,X
JTIOLSZ,X,X,X,X,X,X,X
JTIOLZS,X,X,X,X,X,X,X
JTIOSLZ,X,X,X,X,X,X,X
JTIOSZL,X,O,X,X,X,X,X
JTIOZLS,X,O,X,X,X,X,X
JTIOZSL,X,O,X,X,X,X,X
JTLISZO,X,X,X,X,X,X,X
JTLISOZ,X,X,X,X,X,X,X
JTLIZSO,X,X,X,X,X,X,X
JTLIZOS,X,X,X,X,X,X,X
JTLIOSZ,X,X,X,X,X,X,X
JTLIOZS,X,X,X,X,X,X,X
JTLSIZO,X,X,X,X,X,X,X
JTLSIOZ,X,X,X,X,X,X,X
JTLSZIO,X,X,X,X,O,X,X
JTLSZOI,X,X,X,X,O,X,X
JTLSOIZ,X,X,X,X,X,X,X
JTLSOZI,X,X,X,X,O,X,X
JTLZISO,X,X,X,X,O,X,X
JTLZIOS,X,X,X,X,O,X,X
JTLZSIO,X,X,X,X,O,X,X
JTLZSOI,X,X,X,X,O,X,X
JTLZOIS,X,X,X,X,O,X,X
JTLZOSI,X,X,X,X,O,X,X
JTLOISZ,X,X,X,X,X,X,X
JTLOIZS,X,X,X,X,X,X,X
JTLOSIZ,X,X,X,X,X,X,X
JTLOSZI,X,X,X,X,O,X,X
JTLOZIS,X,X,X,X,O,X,X
JTLOZSI,X,X,X,X,O,X,X
JTSILZO,X,X,X,X,X,X,X
JTSILOZ,X,X,X,X,X,X,X
JTSIZLO,X,O,X,X,X,X,X
JTSIZOL,X,O,X,X,X,X,X
JTSIOLZ,X,X,X,X,X,X,X
JTSIOZL,X,O,X,X,X,X,X
JTSLIZO,X,X,X,X,X,X,X
JTSLIOZ,X,X,X,X,X,X,X
JTSLZIO,X,X,X,X,O,X,X
JTSLZOI,X,X,X,X,O,X,X
JTSLOIZ,X,X,X,X,X,X,X
JTSLOZI,X,X,X,X,O,X,X
JTSZILO,X,O,X,X,X,X,X
JTSZIOL,X,O,X,X,X,X,X
JTSZLIO,X,O,X,X,O,X,X
JTSZLOI,X,O,X,X,O,X,X
JTSZOIL,X,O,X,X,X,X,X
JTSZOLI,X,O,X,X,O,X,X
JTSOILZ,X,X,X,X,X,X,X
JTSOIZL,X,O,X,X,X,X,X
JTSOLIZ,X,X,X,X,X,X,X
JTSOLZI,X,X,X,X,O,X,X
JTSOZIL,X,O,X,X,X,X,X
JTSOZLI,X,O,X,X,O,X,X
JTZILSO,X,O,X,X,X,X,X
JTZILOS,X,O,X,X,X,X,X
JTZISLO,X,O,X,X,X,X,X
JTZISOL,X,O,X,X,X,X,X
JTZIOLS,X,O,X,X,X,X,X
JTZIOSL,X,O,X,X,X,X,X
JTZLISO,X,O,X,X,O,X,X
JTZLIOS,X,O,X,X,O,X,X
JTZLSIO,X,O,X,X,O,X,X
JTZLSOI,X,O,X,X,O,X,X
JTZLOIS,X,O,X,X,O,X,X
JTZLOSI,X,O,X,X,O,X,X
JTZSILO,X,O,X,X,X,X,X
JTZSIOL,X,O,X,X,X,X,X
JTZSLIO,X,O,X,X,O,X,X
JTZSLOI,X,O,X,X,O,X,X
JTZSOIL,X,O,X,X,X,X,X
JTZSOLI,X,O,X,X,O,X,X
JTZOILS,X,O,X,X,X,X,X
JTZOISL,X,O,X,X,X,X,X
JTZOLIS,X,O,X,X,O,X,X
JTZOLSI,X,O,X,X,O,X,X
JTZOSIL,X,O,X,X,X,X,X
JTZOSLI,X,O,X,X,O,X,X
JTOILSZ,X,X,X,X,X,X,X
JTOILZS,X,X,X,X,X,X,X
JTOISLZ,X,X,X,X,X,X,X
JTOISZL,X,O,X,X,X,X,X
JTOIZLS,X,O,X,X,X,X,X
JTOIZSL,X,O,X,X,X,X,X
JTOLISZ,X,X,X,X,X,X,X
JTOLIZS,X,X,X,X,X,X,X
JTOLSIZ,X,X,X,X,X,X,X
JTOLSZI,X,X,X,X,O,X,X
JTOLZIS,X,X,X,X,O,X,X
JTOLZSI,X,X,X,X,O,X,X
JTOSILZ,X,X,X,X,X,X,X
JTOSIZL,X,O,X,X,X,X,X
JTOSLIZ,X,X,X,X,X,X,X
JTOSLZI,X,X,X,X,O,X,X
JTOSZIL,X,O,X,X,X,X,X
JTOSZLI,X,O,X,X,O,X,X
JTOZILS,X,O,X,X,X,X,X
JTOZISL,X,O,X,X,X,X,X
JTOZLIS,X,O,X,X,O,X,X
JTOZLSI,X,O,X,X,O,X,X
JTOZSIL,X,O,X,X,X,X,X
JTOZSLI,X,O,X,X,O,X,X
JITLSZO,X,X,X,O,X,X,X
JITLSOZ,X,X,X,O,X,X,X
JITLZSO,X,X,X,O,X,X,X
JITLZOS,X,X,X,O,X,X,X
JITLOSZ,X,X,X,O,X,X,X
JITLOZS,X,X,X,O,X,X,X
JITSLZO,X,X,X,O,X,X,X
JITSLOZ,X,X,X,O,X,X,X
JITSZLO,X,O,X,O,X,X,X
JITSZOL,X,O,X,O,X,X,X
JITSOLZ,X,X,X,O,X,X,X
JITSOZL,X,O,X,O,X,X,X
JITZLSO,X,O,X,O,X,X,X
JITZLOS,X,O,X,O,X,X,X
JITZSLO,X,O,X,O,X,X,X
JITZSOL,X,O,X,O,X,X,X
JITZOLS,X,O,X,O,X,X,X
JITZOSL,X,O,X,O,X,X,X
JITOLSZ,X,X,X,O,X,X,X
JITOLZS,X,X,X,O,X,X,X
JITOSLZ,X,X,X,O,X,X,X
JITOSZL,X,O,X,O,X,X,X
JITOZLS,X,O,X,O,X,X,X
JITOZSL,X,O,X,O,X,X,X
JILTSZO,X,X,X,O,X,X,X
JILTSOZ,X,X,X,O,X,X,X
JILTZSO,X,X,X,O,X,X,X
JILTZOS,X,X,X,O,X,X,X
JILTOSZ,X,X,X,O,X,X,X
JILTOZS,X,X,X,O,X,X,X
JILSTZO,X,X,X,O,X,X,X
JILSTOZ,X,X,X,O,X,X,X
JILSZTO,O,O,O,O,O,X,X
JILSZOT,O,O,O,O,O,X,X
JILSOTZ,X,X,X,O,X,X,X
JILSOZT,O,O,O,O,O,X,X
JILZTSO,O,O,O,O,O,X,X
JILZTOS,O,O,O,O,O,X,X
JILZSTO,O,O,O,O,O,X,X
JILZSOT,O,O,O,O,O,X,X
JILZOTS,O,O,O,O,O,X,X
JILZOST,O,O,O,O,O,X,X
JILOTSZ,X,X,X,O,X,X,X
JILOTZS,X,X,X,O,X,X,X
JILOSTZ,X,X,X,O,X,X,X
JILOSZT,O,O,O,O,O,X,X
JILOZTS,O,O,O,O,O,X,X
JILOZST,O,O,O,O,O,X,X
JISTLZO,X,X,X,O,X,X,X
JISTLOZ,X,X,X,O,X,X,X
JISTZLO,X,O,X,O,X,X,X
JISTZOL,X,O,X,O,X,X,X
JISTOLZ,X,X,X,O,X,X,X
JISTOZL,X,O,X,O,X,X,X
JISLTZO,X,X,X,O,X,X,X
JISLTOZ,X,X,X,O,X,X,X
JISLZTO,O,O,O,O,O,X,X
JISLZOT,O,O,O,O,O,X,X
JISLOTZ,X,X,X,O,X,X,X
JISLOZT,O,O,O,O,O,X,X
JISZTLO,X,O,O,O,X,X,X
JISZTOL,X,O,O,O,X,X,O
JISZLTO,X,O,O,O,O,X,X
JISZLOT,X,O,O,O,O,X,O
JISZOTL,X,O,O,O,X,X,O
JISZOLT,X,O,O,O,O,X,O
JISOTLZ,X,X,X,O,X,X,X
JISOTZL,X,O,X,O,X,X,X
JISOLTZ,X,X,X,O,X,X,X
JISOLZT,O,O,O,O,O,X,X
JISOZTL,X,O,O,O,X,X,O
JISOZLT,X,O,O,O,O,X,O
JIZTLSO,X,O,O,O,X,X,X
JIZTLOS,X,O,O,O,X,X,X
JIZTSLO,X,O,O,O,X,X,X
JIZTSOL,X,O,O,O,X,X,O
JIZTOLS,X,O,O,O,X,X,X
JIZTOSL,X,O,O,O,X,X,O
JIZLTSO,X,O,O,O,O,X,X
JIZLTOS,X,O,O,O,O,X,X
JIZLSTO,X,O,O,O,O,X,X
JIZLSOT,X,O,O,O,O,X,O
JIZLOTS,X,O,O,O,O,X,X
JIZLOST,X,O,O,O,O,X,O
JIZSTLO,X,O,O,O,X,X,X
JIZSTOL,X,O,O,O,X,X,O
JIZSLTO,X,O,O,O,O,X,X
JIZSLOT,X,O,O,O,O,X,O
JIZSOTL,X,O,O,O,X,X,O
JIZSOLT,X,O,O,O,O,X,O
JIZOTLS,X,O,O,O,X,X,X
JIZOTSL,X,O,O,O,X,X,O
JIZOLTS,X,O,O,O,O,X,X
JIZOLST,X,O,O,O,O,X,O
JIZOSTL,X,O,O,O,X,X,O
JIZOSLT,X,O,O,O,O,X,O
JIOTLSZ,X,X,X,O,X,X,X
JIOTLZS,X,X,X,O,X,X,X
JIOTSLZ,X,X,X,O,X,X,X
JIOTSZL,X,O,X,O,X,X,X
JIOTZLS,X,O,X,O,X,X,X
JIOTZSL,X,O,X,O,X,X,X
JIOLTSZ,X,X,X,O,X,X,X
JIOLTZS,X,X,X,O,X,X,X
JIOLSTZ,X,X,X,O,X,X,X
JIOLSZT,O,O,O,O,O,X,X
JIOLZTS,O,O,O,O,O,X,X
JIOLZST,O,O,O,O,O,X,X
JIOSTLZ,X,X,X,O,X,X,X
JIOSTZL,X,O,X,O,X,X,X
JIOSLTZ,X,X,X,O,X,X,X
JIOSLZT,O,O,O,O,O,X,X
JIOSZTL,X,O,O,O,X,X,O
JIOSZLT,X,O,O,O,O,X,O
JIOZTLS,X,O,O,O,X,X,X
JIOZTSL,X,O,O,O,X,X,O
JIOZLTS,X,O,O,O,O,X,X
JIOZLST,X,O,O,O,O,X,O
JIOZSTL,X,O,O,O,X,X,O
JIOZSLT,X,O,O,O,O,X,O
JLTISZO,X,X,X,X,X,X,X
JLTISOZ,X,X,X,X,X,X,X
JLTIZSO,X,X,X,X,X,X,X
JLTIZOS,X,X,X,X,X,X,X
JLTIOSZ,X,X,X,X,X,X,X
JLTIOZS,X,X,X,X,X,X,X
JLTSIZO,X,X,X,X,X,X,X
JLTSIOZ,X,X,X,X,X,X,X
JLTSZIO,X,X,X,X,O,X,X
JLTSZOI,X,X,X,X,O,X,X
JLTSOIZ,X,X,X,X,X,X,X
JLTSOZI,X,X,X,X,O,X,X
JLTZISO,X,X,X,X,O,X,X
JLTZIOS,X,X,X,X,O,X,X
JLTZSIO,X,X,X,X,O,X,X
JLTZSOI,X,X,X,X,O,X,X
JLTZOIS,X,X,X,X,O,X,X
JLTZOSI,X,X,X,X,O,X,X
JLTOISZ,X,X,X,X,X,X,X
JLTOIZS,X,X,X,X,X,X,X
JLTOSIZ,X,X,X,X,X,X,X
JLTOSZI,X,X,X,X,O,X,X
JLTOZIS,X,X,X,X,O,X,X
JLTOZSI,X,X,X,X,O,X,X
JLITSZO,X,X,X,X,X,X,X
JLITSOZ,X,X,X,X,X,X,X
JLITZSO,X,X,X,X,X,X,X
JLITZOS,X,X,X,X,X,X,X
JLITOSZ,X,X,X,X,X,X,X
JLITOZS,X,X,X,X,X,X,X
JLISTZO,X,X,X,X,X,X,X
JLISTOZ,X,X,X,X,X,X,X
JLISZTO,O,O,X,X,O,X,X
JLISZOT,O,O,X,X,O,X,X
JLISOTZ,X,X,X,X,X,X,X
JLISOZT,O,O,X,X,O,X,X
JLIZTSO,O,O,X,X,O,X,X
JLIZTOS,O,O,X,X,O,X,X
JLIZSTO,O,O,X,X,O,X,X
JLIZSOT,O,O,X,X,O,X,X
JLIZOTS,O,O,X,X,O,X,X
JLIZOST,O,O,X,X,O,X,X
JLIOTSZ,X,X,X,X,X,X,X
JLIOTZS,X,X,X,X,X,X,X
JLIOSTZ,X,X,X,X,X,X,X
JLIOSZT,O,O,X,X,O,X,X
JLIOZTS,O,O,X,X,O,X,X
JLIOZST,O,O,X,X,O,X,X
JLSTIZO,X,X,X,X,X,X,X
JLSTIOZ,X,X,X,X,X,X,X
