sequence,v115@KhA8FeD8AeB8CeG8AeB8Jef9IvhFxaBTfBigBcmB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8JeZ6IvhFfdBqfBTbBcmB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8Je/7IvhFTaBZhB8hBykB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8JeK0IvhFcgB5jBTfBOmBXi?BdoB,v115@KhA8FeD8AeB8CeG8AeB8Je/wIvhFZaB8hBzfBamB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8JezxIvhF/bBZhB8hBykB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8Je86IvhF/eB2kBxgBliBim?BToB,v115@KhA8FeD8AeB8CeG8AeB8Jea+IvhF5eBOgBTfBFhBXi?BUoB,v115@KhA8FeD8AeB8CeG8AeB8Je/1IvhFKfBZhBFgBzhBGj?BUoB,v115@KhA8FeD8AeB8CeG8AeB8Je83IvhFZaBeiBzfBFhBfo?B6oB,v115@KhA8FeD8AeB8CeG8AeB8Jec1IvhFFbBXcBmdB5jBTf?BCiB
LOSJTIZ,X,X,O,X,X,O,O,X,X,O,O
LOSJTZI,X,X,O,X,X,X,O,X,X,O,O
LOSJITZ,X,X,O,O,O,O,O,X,X,O,O
LOSJIZT,O,O,O,O,O,O,O,X,O,O,O
LOSJZTI,X,O,O,X,X,X,O,O,O,O,O
LOSJZIT,X,O,O,O,O,O,O,O,O,O,O
LOSZTIJ,X,O,O,X,X,X,X,O,O,X,O
LOSZTJI,X,O,O,X,X,X,X,O,O,X,O
LOSZITJ,X,O,O,O,O,O,X,O,O,X,O
LOSZIJT,X,O,O,O,O,O,O,O,O,O,O
LOSZJTI,X,O,O,X,X,X,O,O,O,O,O
LOSZJIT,X,O,O,O,O,O,O,O,O,O,O
LOZTIJS,O,O,O,X,O,X,X,O,O,X,O
LOZTISJ,O,O,O,X,O,X,X,O,O,X,O
LOZTJIS,O,O,O,X,O,X,X,O,O,X,O
LOZTJSI,O,O,O,X,X,X,X,O,O,X,O
LOZTSIJ,O,O,O,X,X,X,X,O,O,X,O
LOZTSJI,O,O,O,X,X,X,X,O,O,X,O
LOZITJS,O,O,O,O,O,X,X,O,O,X,O
LOZITSJ,O,O,O,O,O,X,X,O,O,X,O
LOZIJTS,O,O,O,O,O,O,O,O,O,X,O
LOZIJST,O,O,O,O,O,O,O,O,O,X,O
LOZISTJ,O,O,O,O,O,O,X,O,O,X,O
LOZISJT,O,O,O,O,O,O,O,O,O,O,O
LOZJTIS,O,O,O,X,O,X,O,O,O,X,O
LOZJTSI,O,O,O,X,X,X,O,O,O,X,O
LOZJITS,O,O,O,O,O,O,O,O,O,X,O
LOZJIST,O,O,O,O,O,O,O,O,O,X,O
LOZJSTI,O,O,O,X,X,X,O,O,O,X,O
LOZJSIT,O,O,O,O,O,O,O,O,O,X,O
LOZSTIJ,O,O,O,X,X,X,X,O,O,X,O
LOZSTJI,O,O,O,X,X,X,X,O,O,X,O
LOZSITJ,O,O,O,O,O,O,X,O,O,X,O
LOZSIJT,O,O,O,O,O,O,O,O,O,O,O
LOZSJTI,O,O,O,X,X,X,O,O,O,O,O
LOZSJIT,O,O,O,O,O,O,O,O,O,O,O
JTILSZO,X,X,O,O,X,O,X,X,X,X,X
JTILSOZ,X,X,O,O,X,O,X,X,X,X,X
JTILZSO,X,O,O,O,X,O,X,X,X,X,X
JTILZOS,X,O,O,O,O,O,O,X,X,X,X
JTILOSZ,X,X,O,O,O,X,O,X,X,X,X
JTILOZS,X,O,O,O,O,X,O,X,X,X,X
JTISLZO,X,X,O,O,X,O,X,X,X,O,X
JTISLOZ,X,X,O,O,X,O,X,X,X,O,X
JTISZLO,X,X,O,O,X,O,X,X,X,O,X
JTISZOL,X,X,X,O,O,O,X,X,X,O,X
JTISOLZ,X,X,X,O,O,O,X,X,X,O,X
JTISOZL,X,X,X,O,O,O,X,X,X,O,X
JTIZLSO,X,O,O,O,X,O,X,X,X,X,X
JTIZLOS,X,O,O,O,O,O,O,X,X,X,X
JTIZSLO,X,O,O,O,X,O,X,X,X,O,X
JTIZSOL,X,X,X,O,O,O,X,X,X,O,X
JTIZOLS,X,X,X,O,O,X,O,X,X,X,X
JTIZOSL,X,X,X,O,O,O,O,X,X,O,X
JTIOLSZ,X,X,X,O,O,X,O,X,X,X,X
JTIOLZS,X,X,X,O,O,X,O,X,X,X,X
JTIOSLZ,X,X,X,O,O,O,O,X,X,O,X
JTIOSZL,X,X,X,O,O,O,O,X,X,O,X
JTIOZLS,X,X,X,O,O,X,O,X,X,X,X
JTIOZSL,X,X,X,O,O,O,O,X,X,O,X
JTLISZO,X,X,O,X,X,O,X,X,X,X,X
JTLISOZ,X,X,O,X,X,O,X,X,X,X,X
JTLIZSO,X,O,O,X,X,O,X,X,X,X,X
JTLIZOS,X,O,O,X,O,O,O,X,X,X,X
JTLIOSZ,X,X,O,X,O,X,O,X,X,X,X
JTLIOZS,X,O,O,X,O,X,O,X,X,X,X
JTLSIZO,X,X,O,X,X,O,X,X,X,X,X
JTLSIOZ,X,X,O,X,X,O,X,X,X,X,X
JTLSZIO,X,X,O,X,X,O,X,X,X,X,X
JTLSZOI,X,X,O,X,X,X,X,X,X,X,X
JTLSOIZ,X,X,O,X,X,O,X,X,X,X,X
JTLSOZI,X,X,O,X,X,X,X,X,X,X,X
JTLZISO,X,O,O,X,X,O,X,X,X,X,X
JTLZIOS,X,O,O,X,O,O,O,X,X,X,X
JTLZSIO,X,O,O,X,X,O,X,X,X,X,X
JTLZSOI,X,O,O,X,X,X,X,X,X,X,X
JTLZOIS,X,O,O,X,O,X,O,X,X,X,X
JTLZOSI,X,O,O,X,X,X,O,X,X,X,X
JTLOISZ,X,X,O,X,O,X,O,X,X,X,X
JTLOIZS,O,O,O,X,O,X,O,X,X,X,X
JTLOSIZ,X,X,O,X,X,X,O,X,X,X,X
JTLOSZI,X,X,O,X,X,X,O,X,X,X,X
JTLOZIS,X,O,O,X,O,X,O,X,X,X,X
JTLOZSI,X,O,O,X,X,X,O,X,X,X,X
JTSILZO,X,X,O,O,X,O,X,X,X,O,X
JTSILOZ,X,X,O,O,X,O,X,X,X,O,X
JTSIZLO,X,X,O,O,X,O,X,X,X,O,X
JTSIZOL,X,X,X,O,X,O,X,X,X,O,X
JTSIOLZ,X,X,X,O,X,O,X,X,X,O,X
JTSIOZL,X,X,X,O,X,O,X,X,X,O,X
JTSLIZO,X,X,O,X,X,O,X,X,X,O,X
JTSLIOZ,X,X,O,X,X,O,X,X,X,O,X
JTSLZIO,X,X,O,X,X,O,X,X,X,O,X
JTSLZOI,X,X,O,X,X,X,X,X,X,O,X
JTSLOIZ,X,X,O,X,X,O,X,X,X,O,X
JTSLOZI,X,X,O,X,X,X,X,X,X,O,X
JTSZILO,X,X,O,O,X,O,X,O,X,O,X
JTSZIOL,X,X,X,O,X,O,X,O,X,O,X
JTSZLIO,X,X,O,X,X,O,X,O,X,O,X
JTSZLOI,X,X,O,X,X,X,X,O,X,O,X
JTSZOIL,X,X,X,O,X,X,X,O,X,O,X
JTSZOLI,X,X,X,X,X,X,X,O,X,O,X
JTSOILZ,X,X,X,O,X,O,X,X,X,O,X
JTSOIZL,X,X,X,O,X,O,X,X,X,O,X
JTSOLIZ,X,X,X,X,X,O,X,X,X,O,X
JTSOLZI,X,X,X,X,X,X,X,X,X,O,X
JTSOZIL,X,X,X,O,X,X,X,O,X,O,X
JTSOZLI,X,X,X,X,X,X,X,O,X,O,X
JTZILSO,X,O,O,O,X,O,X,O,X,X,X
JTZILOS,X,O,O,O,O,O,O,O,X,X,X
JTZISLO,X,O,O,O,X,O,X,O,X,O,X
JTZISOL,X,X,X,O,O,O,X,O,X,O,X
JTZIOLS,X,X,X,O,O,X,O,O,X,X,X
JTZIOSL,X,X,X,O,O,O,O,O,X,O,X
JTZLISO,X,O,O,X,X,O,X,O,X,X,X
JTZLIOS,X,O,O,X,O,O,O,O,X,X,X
JTZLSIO,X,O,O,X,X,O,X,O,X,X,X
JTZLSOI,O,O,O,X,X,X,X,O,X,X,X
JTZLOIS,O,O,O,X,O,X,O,O,X,X,X
JTZLOSI,O,O,O,X,X,X,O,O,X,X,X
JTZSILO,X,O,O,O,X,O,X,O,X,O,X
JTZSIOL,X,X,X,O,X,O,X,O,X,O,X
JTZSLIO,X,O,O,X,X,O,X,O,X,O,X
JTZSLOI,O,O,O,X,X,X,X,O,X,O,X
JTZSOIL,O,X,X,O,X,X,X,O,X,O,X
JTZSOLI,O,O,X,X,X,X,X,O,X,O,X
JTZOILS,O,X,X,O,O,X,O,O,X,X,X
JTZOISL,O,X,X,O,O,X,O,O,X,O,X
JTZOLIS,O,O,X,X,O,X,O,O,X,X,X
JTZOLSI,O,O,X,X,X,X,O,O,X,X,X
JTZOSIL,O,X,X,O,X,X,O,O,X,O,X
JTZOSLI,O,O,X,X,X,X,O,O,X,O,X
JTOILSZ,X,X,X,O,O,X,O,X,X,X,X
JTOILZS,O,X,X,O,O,X,O,X,X,X,X
JTOISLZ,X,X,X,O,O,X,O,X,X,O,X
JTOISZL,X,X,X,O,O,X,O,X,X,O,X
JTOIZLS,O,X,X,O,O,X,O,X,X,X,X
JTOIZSL,O,X,X,O,O,X,O,X,X,O,X
JTOLISZ,X,X,X,X,O,X,O,X,X,X,X
JTOLIZS,O,O,X,X,O,X,O,X,X,X,X
JTOLSIZ,X,X,X,X,X,X,O,X,X,X,X
JTOLSZI,X,X,X,X,X,X,O,X,X,X,X
JTOLZIS,X,O,X,X,O,X,O,X,X,X,X
JTOLZSI,X,O,X,X,X,X,O,X,X,X,X
JTOSILZ,X,X,X,O,X,X,O,X,X,O,X
JTOSIZL,X,X,X,O,X,X,O,X,X,O,X
JTOSLIZ,X,X,X,X,X,X,O,X,X,O,X
JTOSLZI,X,X,X,X,X,X,O,X,X,O,X
JTOSZIL,X,X,X,O,X,X,O,O,X,O,X
JTOSZLI,X,X,X,X,X,X,O,O,X,O,X
JTOZILS,O,X,X,O,O,X,O,O,X,X,X
JTOZISL,O,X,X,O,O,X,O,O,X,O,X
JTOZLIS,O,O,X,X,O,X,O,O,X,X,X
JTOZLSI,O,O,X,X,X,X,O,O,X,X,X
JTOZSIL,O,X,X,O,X,X,O,O,X,O,X
JTOZSLI,O,O,X,X,X,X,O,O,X,O,X
JITLSZO,X,X,O,O,X,O,X,X,X,X,X
JITLSOZ,X,X,O,O,X,O,X,X,X,X,X
JITLZSO,X,O,O,O,X,O,X,X,X,X,X
JITLZOS,X,O,O,O,O,O,O,X,X,X,X
JITLOSZ,X,X,O,O,O,X,O,X,X,X,X
JITLOZS,X,O,O,O,O,X,O,X,X,X,X
JITSLZO,X,X,O,O,X,O,X,X,X,O,X
JITSLOZ,X,X,O,O,X,O,X,X,X,O,X
JITSZLO,X,X,O,O,X,O,X,X,X,O,X
JITSZOL,X,X,X,O,O,O,X,X,X,O,X
JITSOLZ,X,X,X,O,O,O,X,X,X,O,X
JITSOZL,X,X,X,O,O,O,X,X,X,O,X
JITZLSO,X,O,O,O,X,O,X,X,X,X,X
JITZLOS,X,O,O,O,O,O,O,X,X,X,X
JITZSLO,X,O,O,O,X,O,X,X,X,O,X
JITZSOL,X,X,X,O,O,O,X,X,X,O,X
JITZOLS,X,X,X,O,O,X,O,X,X,X,X
JITZOSL,X,X,X,O,O,O,O,X,X,O,X
JITOLSZ,X,X,X,O,O,X,O,X,X,X,X
JITOLZS,X,X,X,O,O,X,O,X,X,X,X
JITOSLZ,X,X,X,O,O,O,O,X,X,O,X
JITOSZL,X,X,X,O,O,O,O,X,X,O,X
JITOZLS,X,X,X,O,O,X,O,X,X,X,X
JITOZSL,X,X,X,O,O,O,O,X,X,O,X
JILTSZO,X,X,O,O,X,O,X,X,X,X,X
JILTSOZ,X,X,O,O,X,O,X,X,X,X,O
JILTZSO,X,O,O,O,X,O,X,X,X,X,X
JILTZOS,X,O,O,O,O,O,O,X,X,X,X
JILTOSZ,X,X,O,O,O,X,O,X,X,X,O
JILTOZS,X,O,O,O,O,X,O,X,X,X,O
JILSTZO,X,X,O,O,X,O,X,X,X,O,X
JILSTOZ,X,X,O,O,X,O,X,X,X,O,O
JILSZTO,X,O,O,O,X,O,X,X,O,O,X
JILSZOT,X,O,O,O,O,O,O,X,O,O,O
JILSOTZ,X,X,O,O,O,O,O,X,X,O,O
JILSOZT,X,O,O,O,O,O,O,X,O,O,O
JILZTSO,X,O,O,O,X,O,X,X,O,X,X
JILZTOS,X,O,O,O,O,O,O,X,O,X,X
JILZSTO,X,O,O,O,X,O,X,X,O,O,X
JILZSOT,X,O,O,O,O,O,O,X,O,O,O
JILZOTS,X,O,O,O,O,O,O,X,O,X,O
JILZOST,X,O,O,O,O,O,O,X,O,O,O
JILOTSZ,X,X,O,O,O,X,O,X,X,X,O
JILOTZS,O,O,O,O,O,X,O,X,X,X,O
JILOSTZ,X,X,O,O,O,O,O,X,X,O,O
JILOSZT,O,O,O,O,O,O,O,X,O,O,O
JILOZTS,O,O,O,O,O,O,O,X,O,X,O
JILOZST,O,O,O,O,O,O,O,X,O,O,O
JISTLZO,X,X,O,O,X,O,X,X,X,O,X
JISTLOZ,X,X,O,O,X,O,X,X,X,O,X
JISTZLO,X,X,O,O,X,O,X,X,X,O,X
JISTZOL,X,X,X,O,O,O,X,X,X,O,X
JISTOLZ,X,X,X,O,O,O,X,X,X,O,X
JISTOZL,X,X,X,O,O,O,X,X,X,O,X
JISLTZO,X,X,O,O,X,O,X,X,X,O,X
JISLTOZ,X,X,O,O,X,O,X,X,X,O,O
JISLZTO,X,O,O,O,X,O,X,X,X,O,X
JISLZOT,X,O,O,O,O,O,O,X,X,O,O
JISLOTZ,X,X,O,O,O,O,O,X,X,O,O
JISLOZT,X,O,O,O,O,O,O,X,X,O,O
JISZTLO,X,O,O,O,X,O,X,O,X,O,X
JISZTOL,X,X,X,O,O,O,X,O,X,O,X
JISZLTO,X,O,O,O,X,O,X,O,X,O,X
JISZLOT,X,O,O,O,O,O,O,O,X,O,X
JISZOTL,X,X,X,O,O,O,O,O,X,O,X
JISZOLT,X,O,O,O,O,O,O,O,X,O,X
JISOTLZ,X,X,X,O,O,O,O,X,X,O,X
JISOTZL,X,X,X,O,O,O,O,X,X,O,X
JISOLTZ,X,X,O,O,O,O,O,X,X,O,O
JISOLZT,X,X,O,O,O,O,O,X,X,O,O
JISOZTL,X,X,X,O,O,O,O,O,X,O,X
JISOZLT,X,X,O,O,O,O,O,O,X,O,O
JIZTLSO,X,O,O,O,X,O,X,O,O,X,X
JIZTLOS,X,O,O,O,O,O,O,O,O,X,X
JIZTSLO,X,O,O,O,X,O,X,O,X,O,X
JIZTSOL,X,X,X,O,O,O,X,O,X,O,X
JIZTOLS,X,X,X,O,O,X,O,O,O,X,X
JIZTOSL,X,X,X,O,O,O,O,O,X,O,X
JIZLTSO,X,O,O,O,X,O,X,O,O,X,X
JIZLTOS,X,O,O,O,O,O,O,O,O,X,X
JIZLSTO,X,O,O,O,X,O,X,O,O,O,X
JIZLSOT,O,O,O,O,O,O,O,O,O,O,X
JIZLOTS,O,O,O,O,O,O,O,O,O,X,X
JIZLOST,O,O,O,O,O,O,O,O,O,O,X
JIZSTLO,X,O,O,O,X,O,X,O,X,O,X
JIZSTOL,X,X,X,O,O,O,X,O,X,O,X
JIZSLTO,X,O,O,O,X,O,X,O,O,O,X
JIZSLOT,O,O,O,O,O,O,O,O,O,O,X
JIZSOTL,O,X,X,O,O,O,O,O,X,O,X
JIZSOLT,O,O,O,O,O,O,O,O,O,O,X
JIZOTLS,O,X,X,O,O,X,O,O,O,X,X
JIZOTSL,O,X,X,O,O,O,O,O,X,O,X
JIZOLTS,O,O,O,O,O,O,O,O,O,X,X
JIZOLST,O,O,O,O,O,O,O,O,O,O,X
JIZOSTL,O,X,X,O,O,O,O,O,X,O,X
JIZOSLT,O,O,O,O,O,O,O,O,O,O,X
JIOTLSZ,X,X,X,O,O,X,O,X,X,X,X
JIOTLZS,O,X,X,O,O,X,O,X,X,X,X
JIOTSLZ,X,X,X,O,O,O,O,X,X,O,X
JIOTSZL,X,X,X,O,O,O,O,X,X,O,X
JIOTZLS,O,X,X,O,O,X,O,X,X,X,X
JIOTZSL,O,X,X,O,O,O,O,X,X,O,X
JIOLTSZ,X,X,O,O,O,X,O,X,X,X,O
JIOLTZS,O,O,O,O,O,X,O,X,X,X,O
JIOLSTZ,X,X,O,O,O,O,O,X,X,O,O
JIOLSZT,O,O,O,O,O,O,O,X,O,O,O
JIOLZTS,O,O,O,O,O,O,O,X,O,X,O
JIOLZST,O,O,O,O,O,O,O,X,O,O,O
JIOSTLZ,X,X,X,O,O,O,O,X,X,O,X
JIOSTZL,X,X,X,O,O,O,O,X,X,O,X
JIOSLTZ,X,X,O,O,O,O,O,X,X,O,O
JIOSLZT,O,X,O,O,O,O,O,X,X,O,O
JIOSZTL,O,X,X,O,O,O,O,O,X,O,X
JIOSZLT,O,X,O,O,O,O,O,O,X,O,O
JIOZTLS,O,X,X,O,O,X,O,O,O,X,X
JIOZTSL,O,X,X,O,O,O,O,O,X,O,X
JIOZLTS,O,O,O,O,O,O,O,O,O,X,O
JIOZLST,O,O,O,O,O,O,O,O,O,O,O
JIOZSTL,O,X,X,O,O,O,O,O,X,O,X
JIOZSLT,O,O,O,O,O,O,O,O,O,O,O
JLTISZO,X,X,O,X,X,O,X,X,X,X,X
JLTISOZ,X,X,O,X,X,O,X,X,X,X,O
JLTIZSO,X,O,O,X,X,O,X,X,X,X,X
JLTIZOS,X,O,O,X,O,O,O,X,X,X,X
JLTIOSZ,X,X,O,X,O,X,O,X,X,X,O
JLTIOZS,X,O,O,X,O,X,O,X,X,X,O
JLTSIZO,X,X,O,X,X,O,X,X,X,X,X
JLTSIOZ,X,X,O,X,X,O,X,X,X,X,O
JLTSZIO,X,X,O,X,X,O,X,X,X,X,X
JLTSZOI,X,X,O,X,X,X,X,X,X,X,X
JLTSOIZ,X,X,O,X,X,O,X,X,X,X,O
JLTSOZI,X,X,O,X,X,X,X,X,X,X,O
JLTZISO,X,O,O,X,X,O,X,X,X,X,X
JLTZIOS,X,O,O,X,O,O,O,X,X,X,X
JLTZSIO,X,O,O,X,X,O,X,X,X,X,X
JLTZSOI,X,O,O,X,X,X,X,X,X,X,X
JLTZOIS,X,O,O,X,O,X,O,X,X,X,X
JLTZOSI,X,O,O,X,X,X,O,X,X,X,X
JLTOISZ,X,X,O,X,O,X,O,X,X,X,O
JLTOIZS,O,O,O,X,O,X,O,X,X,X,O
JLTOSIZ,X,X,O,X,X,X,O,X,X,X,O
JLTOSZI,X,X,O,X,X,X,O,X,X,X,O
JLTOZIS,X,O,O,X,O,X,O,X,X,X,O
JLTOZSI,X,O,O,X,X,X,O,X,X,X,O
JLITSZO,X,X,O,O,X,O,X,X,X,X,X
JLITSOZ,X,X,O,O,X,O,X,X,X,X,O
JLITZSO,X,O,O,O,X,O,X,X,X,X,X
JLITZOS,X,O,O,O,O,O,O,X,X,X,X
JLITOSZ,X,X,O,O,O,X,O,X,X,X,O
JLITOZS,X,O,O,O,O,X,O,X,X,X,O
JLISTZO,X,X,O,O,X,O,X,X,X,O,X
JLISTOZ,X,X,O,O,X,O,X,X,X,O,O
JLISZTO,X,O,O,O,X,O,X,X,O,O,X
JLISZOT,X,O,O,O,O,O,O,X,O,O,O
JLISOTZ,X,X,O,O,O,O,O,X,X,O,O
JLISOZT,X,O,O,O,O,O,O,X,O,O,O
JLIZTSO,X,O,O,O,X,O,X,X,O,X,X
JLIZTOS,X,O,O,O,O,O,O,X,O,X,X
JLIZSTO,X,O,O,O,X,O,X,X,O,O,X
JLIZSOT,X,O,O,O,O,O,O,X,O,O,O
JLIZOTS,X,O,O,O,O,O,O,X,O,X,O
JLIZOST,X,O,O,O,O,O,O,X,O,O,O
JLIOTSZ,X,X,O,O,O,X,O,X,X,X,O
JLIOTZS,O,O,O,O,O,X,O,X,X,X,O
JLIOSTZ,X,X,O,O,O,O,O,X,X,O,O
JLIOSZT,O,O,O,O,O,O,O,X,O,O,O
JLIOZTS,O,O,O,O,O,O,O,X,O,X,O
JLIOZST,O,O,O,O,O,O,O,X,O,O,O
JLSTIZO,X,X,O,X,X,O,X,X,X,O,X
JLSTIOZ,X,X,O,X,X,O,X,X,X,O,O
JLSTZIO,X,X,O,X,X,O,X,X,X,O,X
JLSTZOI,X,X,O,X,X,X,X,X,X,O,X
JLSTOIZ,X,X,O,X,X,O,X,X,X,O,O
JLSTOZI,X,X,O,X,X,X,X,X,X,O,O
JLSITZO,X,X,O,O,X,O,X,X,X,O,X
JLSITOZ,X,X,O,O,X,O,X,X,X,O,O
JLSIZTO,X,O,O,O,X,O,X,X,O,O,X
JLSIZOT,X,O,O,O,O,O,O,X,O,O,O
JLSIOTZ,X,X,O,O,O,O,O,X,X,O,O
JLSIOZT,X,O,O,O,O,O,O,X,O,O,O
JLSZTIO,X,O,O,X,X,O,X,O,O,O,X
JLSZTOI,X,O,O,X,X,X,X,O,O,O,X
JLSZITO,X,O,O,O,X,O,X,O,O,O,X
JLSZIOT,X,O,O,O,O,O,O,O,O,O,O
JLSZOTI,X,O,O,X,X,X,O,O,O,O,O
JLSZOIT,X,O,O,O,O,O,O,O,O,O,O
JLSOTIZ,X,X,O,X,X,O,O,X,X,O,O
JLSOTZI,X,X,O,X,X,X,O,X,X,O,O
JLSOITZ,X,X,O,O,O,O,O,X,X,O,O
JLSOIZT,O,O,O,O,O,O,O,X,O,O,O
JLSOZTI,X,O,O,X,X,X,O,O,O,O,O
JLSOZIT,X,O,O,O,O,O,O,O,O,O,O
JLZTISO,X,O,O,X,X,O,X,O,O,X,X
JLZTIOS,X,O,O,X,O,O,O,O,O,X,X
JLZTSIO,X,O,O,X,X,O,X,O,O,X,X
JLZTSOI,O,O,O,X,X,X,X,O,O,X,X
JLZTOIS,O,O,O,X,O,X,O,O,O,X,X
JLZTOSI,O,O,O,X,X,X,O,O,O,X,X
JLZITSO,X,O,O,O,X,O,X,O,O,X,X
JLZITOS,X,O,O,O,O,O,O,O,O,X,X
JLZISTO,X,O,O,O,X,O,X,O,O,O,X
JLZISOT,O,O,O,O,O,O,O,O,O,O,O
JLZIOTS,O,O,O,O,O,O,O,O,O,X,O
JLZIOST,O,O,O,O,O,O,O,O,O,O,O
JLZSTIO,X,O,O,X,X,O,X,O,O,O,X
JLZSTOI,O,O,O,X,X,X,X,O,O,O,X
JLZSITO,X,O,O,O,X,O,X,O,O,O,X
JLZSIOT,O,O,O,O,O,O,O,O,O,O,O
JLZSOTI,O,O,O,X,X,X,O,O,O,O,O
JLZSOIT,O,O,O,O,O,O,O,O,O,O,O
JLZOTIS,O,O,O,X,O,X,O,O,O,X,O
JLZOTSI,O,O,O,X,X,X,O,O,O,X,O
JLZOITS,O,O,O,O,O,O,O,O,O,X,O
JLZOIST,O,O,O,O,O,O,O,O,O,O,O
JLZOSTI,O,O,O,X,X,X,O,O,O,O,O
JLZOSIT,O,O,O,O,O,O,O,O,O,O,O
JLOTISZ,X,X,O,X,O,X,O,X,X,X,O
JLOTIZS,O,O,O,X,O,X,O,X,X,X,O
JLOTSIZ,X,X,O,X,X,X,O,X,X,X,O
JLOTSZI,X,X,O,X,X,X,O,X,X,X,O
JLOTZIS,X,O,O,X,O,X,O,X,X,X,O
JLOTZSI,X,O,O,X,X,X,O,X,X,X,O
JLOITSZ,X,X,O,O,O,X,O,X,X,X,O
JLOITZS,O,O,O,O,O,X,O,X,X,X,O
JLOISTZ,X,X,O,O,O,O,O,X,X,O,O
JLOISZT,O,O,O,O,O,O,O,X,O,O,O
JLOIZTS,O,O,O,O,O,O,O,X,O,X,O
JLOIZST,O,O,O,O,O,O,O,X,O,O,O
JLOSTIZ,X,X,O,X,X,O,O,X,X,O,O
JLOSTZI,X,X,O,X,X,X,O,X,X,O,O
JLOSITZ,X,X,O,O,O,O,O,X,X,O,O
JLOSIZT,O,O,O,O,O,O,O,X,O,O,O
JLOSZTI,X,O,O,X,X,X,O,O,O,O,O
JLOSZIT,X,O,O,O,O,O,O,O,O,O,O
JLOZTIS,O,O,O,X,O,X,O,O,O,X,O
JLOZTSI,O,O,O,X,X,X,O,O,O,X,O
JLOZITS,O,O,O,O,O,O,O,O,O,X,O
JLOZIST,O,O,O,O,O,O,O,O,O,O,O
JLOZSTI,O,O,O,X,X,X,O,O,O,O,O
JLOZSIT,O,O,O,O,O,O,O,O,O,O,O
JSTILZO,X,X,O,O,X,O,X,X,X,O,X
JSTILOZ,X,X,O,O,X,O,X,X,X,O,X
JSTIZLO,X,X,O,O,X,O,X,X,X,O,X
JSTIZOL,X,X,X,O,X,O,X,X,X,O,X
JSTIOLZ,X,X,X,O,X,O,X,X,X,O,X
JSTIOZL,X,X,X,O,X,O,X,X,X,O,X
JSTLIZO,X,X,O,X,X,O,X,X,X,O,X
JSTLIOZ,X,X,O,X,X,O,X,X,X,O,X
JSTLZIO,X,X,O,X,X,O,X,X,X,O,X
JSTLZOI,X,X,O,X,X,X,X,X,X,O,X
JSTLOIZ,X,X,O,X,X,O,X,X,X,O,X
JSTLOZI,X,X,O,X,X,X,X,X,X,O,X
JSTZILO,X,X,O,O,X,O,X,O,X,O,X
JSTZIOL,X,X,X,O,X,O,X,O,X,O,X
JSTZLIO,X,X,O,X,X,O,X,O,X,O,X
JSTZLOI,X,X,O,X,X,X,X,O,X,O,X
JSTZOIL,X,X,X,O,X,X,X,O,X,O,X
JSTZOLI,X,X,X,X,X,X,X,O,X,O,X
JSTOILZ,X,X,X,O,X,O,X,X,X,O,X
JSTOIZL,X,X,X,O,X,O,X,X,X,O,X
JSTOLIZ,X,X,X,X,X,O,X,X,X,O,X
JSTOLZI,X,X,X,X,X,X,X,X,X,O,X
JSTOZIL,X,X,X,O,X,X,X,O,X,O,X
JSTOZLI,X,X,X,X,X,X,X,O,X,O,X
JSITLZO,X,X,O,O,X,O,X,X,X,O,X
JSITLOZ,X,X,O,O,X,O,X,X,X,O,X
JSITZLO,X,X,O,O,X,O,X,X,X,O,X
JSITZOL,X,X,X,O,O,O,X,X,X,O,X
JSITOLZ,X,X,X,O,O,O,X,X,X,O,X
JSITOZL,X,X,X,O,O,O,X,X,X,O,X
JSILTZO,X,X,O,O,X,O,X,X,X,O,X
JSILTOZ,X,X,O,O,X,O,X,X,X,O,O
JSILZTO,X,O,O,O,X,O,X,X,X,O,X
JSILZOT,X,O,O,O,O,O,O,X,X,O,O
JSILOTZ,X,X,O,O,O,O,O,X,X,O,O
JSILOZT,X,O,O,O,O,O,O,X,X,O,O
JSIZTLO,X,O,O,O,X,O,X,O,X,O,X
JSIZTOL,X,X,X,O,O,O,X,O,X,O,X
JSIZLTO,X,O,O,O,X,O,X,O,X,O,X
JSIZLOT,X,O,O,O,O,O,O,O,X,O,X
JSIZOTL,X,X,X,O,O,O,O,O,X,O,X
JSIZOLT,X,O,O,O,O,O,O,O,X,O,X
JSIOTLZ,X,X,X,O,O,O,O,X,X,O,X
JSIOTZL,X,X,X,O,O,O,O,X,X,O,X
JSIOLTZ,X,X,O,O,O,O,O,X,X,O,O
JSIOLZT,X,X,O,O,O,O,O,X,X,O,O
JSIOZTL,X,X,X,O,O,O,O,O,X,O,X
JSIOZLT,X,X,O,O,O,O,O,O,X,O,O
JSLTIZO,X,X,O,X,X,O,X,X,X,O,X
JSLTIOZ,X,X,O,X,X,O,X,X,X,O,O
JSLTZIO,X,X,O,X,X,O,X,X,X,O,X
JSLTZOI,X,X,O,X,X,X,X,X,X,O,X
JSLTOIZ,X,X,O,X,X,O,X,X,X,O,O
JSLTOZI,X,X,O,X,X,X,X,X,X,O,O
JSLITZO,X,X,O,O,X,O,X,X,X,O,X
