sequence,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhEWhBxcBzfBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jex6IvhEygBGdB0fBz?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Je//IvhERbBGdBigBz?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhERcBciBzfBG?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jem6IvhEzbBCdB0fBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Je//IvhEagBzbBuhBc?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Je//IvhERbBuhBciBi?gBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Je//IvhEagBRcBciBG?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jex6IvhEygBWiB0fBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8JeT6IvhEegBCcBxhBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jem6IvhECcB0fBxhBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jem7IvhESiBxfB0fBz?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jey/IvhEzbBWiB0fBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jex6IvhETdB0fBfnBm?lB6rB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhEciBzfB5mBf?rBmrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8JeT6IvhEXgBxhBCiB8?rBmqB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jem6IvhExcB0fBzmBf?mBCsB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jex6IvhESiB0fBzmBm?lBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhElcBzfBurBf?rBcsB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhExcBzfBurBf?rBFsB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhERcBzfBurBc?sBFrB
LITJOZS,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LITSJZO,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITSJOZ,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LITSZJO,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITSZOJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSOJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSOZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZJSO,X,O,X,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LITZJOS,X,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LITZSJO,X,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LITZSOJ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZOJS,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LITZOSJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOJSZ,X,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LITOJZS,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LITOSJZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOSZJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOZJS,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITOZSJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTSZO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJTSOZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIJTZSO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJTZOS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIJTOSZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIJTOZS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIJSTZO,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJSTOZ,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJSZTO,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJSZOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJSOZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJZTSO,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LIJZTOS,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJZSTO,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LIJZSOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJZOTS,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJZOST,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIJOTZS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIJOSTZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJOSZT,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJOZTS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJOZST,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LISTJZO,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTJOZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTZJO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTZOJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTOJZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTOZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJTZO,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISJTOZ,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISJZTO,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISJZOT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOTZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISJOZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISZTJO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZTOJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZJTO,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISZJOT,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISZOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOJT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTJZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOJTZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISOZJT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZTJSO,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZTJOS,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZTSJO,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZTSOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTOJS,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZTOSJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LIZJTOS,X,O,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LIZJSTO,X,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LIZJSOT,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZJOST,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LIZSTJO,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJTO,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZSJOT,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOJT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTJS,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZOJTS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOJST,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LIZOSTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZOSJT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOTJSZ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOTJZS,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOTSJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOJTSZ,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOJTZS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOJSTZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOJSZT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOJZTS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOJZST,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
LIOSTJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOSZJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOZTJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZTSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOZJTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZJST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOZSTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOZSJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTISZO,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTISOZ,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJTIZSO,O,O,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJTIZOS,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJTIOSZ,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJTIOZS,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJTSIZO,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTSIOZ,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJTSZIO,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJTSOZI,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTZISO,O,O,X,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJTZIOS,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJTZSIO,O,O,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,X,O,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LJTZOSI,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJTOISZ,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJTOIZS,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJTOSIZ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJTOSZI,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTOZIS,X,O,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJTOZSI,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJITSZO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJITSOZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJITZSO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJITZOS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJITOSZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJITOZS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJISTZO,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJISTOZ,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJISZTO,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJISZOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJISOZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIZTSO,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJIZTOS,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIZSTO,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJIZSOT,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJIZOTS,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIZOST,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJIOTZS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJIOSTZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIOSZT,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJIOZTS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIOZST,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJSTIZO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSTZIO,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSTOZI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSITZO,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSITOZ,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSIZTO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSIZOT,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSIOZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZTIO,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOIT,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSOTZI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSOITZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSOIZT,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJSOZTI,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSOZIT,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZTISO,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZTIOS,X,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LJZTSIO,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZTSOI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZTOIS,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LJZTOSI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZITSO,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJZITOS,X,O,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJZISTO,X,O,X,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LJZISOT,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZIOTS,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZIOST,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LJZSTIO,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZSTOI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSITO,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZSIOT,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZSOTI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOIT,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJZOTSI,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZOITS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOIST,X,X,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
LJZOSTI,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZOSIT,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJOTISZ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X
LJOTIZS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LJOTSIZ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X
LJOTSZI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
LJOTZIS,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LJOTZSI,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
LJOITSZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
LJOITZS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LJOISTZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LJOISZT,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LJOIZTS,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LJOIZST,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O
LJOSTIZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LJOSTZI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
LJOSITZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LJOSIZT,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LJOSZTI,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
LJOSZIT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
LJOZTIS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LJOZTSI,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
LJOZITS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJOZIST,O,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O
LJOZSTI,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
LJOZSIT,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,O
LSTIJZO,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIJOZ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTIZJO,O,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTIZOJ,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIOJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIOZJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJIZO,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJIOZ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTJZIO,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTJZOI,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTJOIZ,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTJOZI,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTZIJO,O,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTZIOJ,X,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTZJIO,O,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTZJOI,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTZOIJ,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTZOJI,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOIJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOIZJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOJIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTOJZI,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTOZIJ,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
