sequence,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeG7IvhEZhBCdBTeBX?iBFsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhEuhBciBTeBa?mBFsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhEWiBTeBamBX?iBFsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeG7IvhEicBTeB1mBx?rBcsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhEfiBTeBUhB6?nBmrB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhEfiBSjBUhBl?nBmrB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeG7IvhEFdBTeBimB/?mBcsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhEFdBTeBimBG?mBcsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeG7IvhExcBTeBlmBi?mBcsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeG7IvhEZhBTeBUnBC?nBFsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhETeBFhB3mB+?nBasB
LJTISOZ,O,X,O,X,X,X,X,X,X,X,X
LJTIZSO,X,O,X,X,X,O,X,O,X,X,X
LJTIZOS,X,O,O,X,X,X,X,O,X,X,X
LJTIOSZ,O,X,O,X,X,X,X,X,X,X,X
LJTIOZS,X,O,O,X,X,X,X,O,X,X,X
LJTSIZO,O,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,O,X,O,X,X,X,X,X,X,X,X
LJTSZIO,O,X,X,X,X,X,O,X,X,X,X
LJTSZOI,O,X,X,X,X,X,O,X,X,X,X
LJTSOIZ,O,X,O,X,X,X,X,X,X,X,X
LJTSOZI,O,X,O,X,X,X,O,X,X,X,X
LJTZISO,X,O,X,X,X,O,X,O,O,X,X
LJTZIOS,X,O,O,X,X,X,X,O,O,X,X
LJTZSIO,X,O,X,X,X,O,O,O,O,X,X
LJTZSOI,X,O,X,X,X,O,O,O,O,X,X
LJTZOIS,X,O,O,X,X,X,X,O,O,X,X
LJTZOSI,X,O,O,X,X,X,O,O,O,X,X
LJTOISZ,O,X,O,X,X,X,X,X,X,X,X
LJTOIZS,X,O,O,X,X,X,X,O,X,X,X
LJTOSIZ,O,X,O,X,X,X,X,X,X,X,X
LJTOSZI,O,X,O,X,X,X,O,X,X,X,X
LJTOZIS,X,O,O,X,X,X,X,O,O,X,X
LJTOZSI,X,O,O,X,X,X,O,O,O,X,X
LJITSZO,O,X,X,X,X,X,X,X,X,X,X
LJITSOZ,O,X,O,X,X,X,X,X,X,X,X
LJITZSO,X,O,X,O,X,O,X,O,X,X,X
LJITZOS,X,O,O,O,X,X,X,O,X,X,X
LJITOSZ,O,X,O,X,X,X,X,X,X,X,X
LJITOZS,X,O,O,O,X,X,X,O,X,X,X
LJISTZO,X,X,X,X,X,X,X,X,X,X,X
LJISTOZ,O,X,X,X,X,X,X,X,X,X,X
LJISZTO,X,X,X,X,X,O,O,O,X,X,X
LJISZOT,O,X,X,X,X,O,O,O,X,X,X
LJISOTZ,O,X,O,X,X,X,X,X,X,X,X
LJISOZT,O,X,O,X,X,X,O,O,X,X,X
LJIZTSO,X,X,X,X,X,O,X,O,X,X,X
LJIZTOS,X,O,X,X,X,X,X,O,X,O,X
LJIZSTO,X,X,X,X,O,O,O,O,X,X,X
LJIZSOT,X,O,X,X,O,O,O,O,X,O,X
LJIZOTS,X,O,X,X,X,X,X,O,X,O,X
LJIZOST,X,O,O,X,O,O,O,O,X,O,X
LJIOTSZ,O,X,O,X,X,X,X,X,X,X,X
LJIOTZS,X,O,O,O,X,X,X,O,X,X,X
LJIOSTZ,O,X,O,X,X,X,X,X,X,X,X
LJIOSZT,O,X,O,X,X,X,O,O,X,X,X
LJIOZTS,X,O,X,X,X,X,X,O,X,O,X
LJIOZST,X,O,O,X,O,O,O,O,X,O,X
LJSTIZO,X,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,X,X,X,X,X,X,X,X,X,X
LJSTZIO,X,X,X,X,X,X,O,X,X,X,X
LJSTZOI,X,X,X,X,X,X,O,X,X,X,X
LJSTOIZ,O,X,X,X,X,X,X,X,X,X,X
LJSTOZI,X,X,X,X,X,X,O,X,X,X,X
LJSITZO,X,X,X,X,X,X,X,X,X,X,X
LJSITOZ,O,X,X,X,X,X,X,X,X,X,X
LJSIZTO,X,X,X,X,X,O,O,O,X,X,X
LJSIZOT,O,X,X,X,X,O,O,O,X,X,X
LJSIOTZ,O,X,O,X,X,X,X,X,X,X,X
LJSIOZT,O,X,O,X,X,X,O,O,X,X,X
LJSZTIO,X,X,X,X,X,O,O,O,X,X,X
LJSZTOI,X,X,X,X,X,O,O,O,X,X,X
LJSZITO,X,X,X,X,X,O,O,O,X,X,X
LJSZIOT,O,X,X,X,X,O,O,O,X,X,X
LJSZOTI,X,X,X,X,X,O,O,O,X,X,X
LJSZOIT,O,X,X,X,X,O,O,O,X,X,X
LJSOTIZ,O,X,O,X,X,X,X,X,X,X,X
LJSOTZI,X,X,X,X,X,X,O,X,X,X,X
LJSOITZ,O,X,O,X,X,X,X,X,X,X,X
LJSOIZT,O,X,O,X,X,X,O,O,X,X,X
LJSOZTI,X,X,X,X,X,X,O,O,X,X,X
LJSOZIT,O,X,O,X,X,X,O,O,X,X,X
LJZTISO,X,X,X,X,X,O,X,O,X,X,X
LJZTIOS,X,O,X,X,X,X,X,O,X,X,X
LJZTSIO,X,X,X,X,X,O,O,O,X,X,X
LJZTSOI,X,X,X,X,X,O,O,O,X,X,X
LJZTOIS,X,O,X,X,X,X,X,O,X,X,X
LJZTOSI,X,X,X,X,X,X,O,O,X,X,X
LJZITSO,X,X,X,X,X,O,X,O,X,X,X
LJZITOS,X,O,X,X,X,X,X,O,X,O,X
LJZISTO,X,X,X,X,O,O,O,O,X,X,X
LJZISOT,X,O,X,X,O,O,O,O,X,O,X
LJZIOTS,X,O,X,X,X,X,X,O,X,O,X
LJZIOST,X,O,O,X,O,O,O,O,X,O,X
LJZSTIO,X,X,X,X,O,O,O,O,X,X,X
LJZSTOI,X,X,X,X,O,O,O,O,X,X,X
LJZSITO,X,X,X,X,O,O,O,O,X,X,X
LJZSIOT,X,O,X,X,O,O,O,O,X,X,X
LJZSOTI,X,X,X,X,O,O,O,O,X,X,X
LJZSOIT,X,O,X,X,O,O,O,O,X,X,X
LJZOTIS,X,O,X,X,X,X,X,O,X,X,X
LJZOTSI,X,X,X,X,X,X,O,O,X,X,X
LJZOITS,X,O,X,X,X,X,X,O,X,O,X
LJZOIST,X,O,O,X,O,O,O,O,X,O,X
LJZOSTI,X,X,X,X,O,O,O,O,X,X,X
LJZOSIT,X,O,O,X,O,O,O,O,X,X,X
LJOTISZ,O,X,O,X,X,X,X,X,X,X,X
LJOTIZS,X,O,O,X,X,X,X,O,X,X,X
LJOTSIZ,O,X,O,X,X,X,X,X,X,X,X
LJOTSZI,O,X,O,X,X,X,O,X,X,X,X
LJOTZIS,X,O,O,X,X,X,X,O,O,X,X
LJOTZSI,X,O,O,X,X,X,O,O,O,X,X
LJOITSZ,O,X,O,X,X,X,X,X,X,X,X
LJOITZS,X,O,O,O,X,X,X,O,X,X,X
LJOISTZ,O,X,O,X,X,X,X,X,X,X,X
LJOISZT,O,X,O,X,X,X,O,O,X,X,X
LJOIZTS,X,O,X,X,X,X,X,O,X,O,X
LJOIZST,X,O,O,X,O,O,O,O,X,O,X
LJOSTIZ,O,X,O,X,X,X,X,X,X,X,X
LJOSTZI,X,X,X,X,X,X,O,X,X,X,X
LJOSITZ,O,X,O,X,X,X,X,X,X,X,X
LJOSIZT,O,X,O,X,X,X,O,O,X,X,X
LJOSZTI,X,X,X,X,X,X,O,O,X,X,X
LJOSZIT,O,X,O,X,X,X,O,O,X,X,X
LJOZTIS,X,O,X,X,X,X,X,O,X,X,X
LJOZTSI,X,X,X,X,X,X,O,O,X,X,X
LJOZITS,X,O,X,X,X,X,X,O,X,O,X
LJOZIST,X,O,O,X,O,O,O,O,X,O,X
LJOZSTI,X,X,X,X,O,O,O,O,X,X,X
LJOZSIT,X,O,O,X,O,O,O,O,X,X,X
LSTIJZO,X,X,X,X,X,X,X,X,X,X,O
LSTIJOZ,O,X,O,X,X,X,X,X,X,X,O
LSTIZJO,X,O,X,X,X,X,X,X,X,X,X
LSTIZOJ,X,O,X,X,X,X,X,X,X,X,X
LSTIOJZ,O,X,O,X,X,X,X,X,X,X,O
LSTIOZJ,X,O,X,X,X,X,X,X,X,X,X
LSTJIZO,X,X,X,X,X,X,X,X,X,X,O
LSTJIOZ,O,X,O,X,X,X,X,X,X,X,O
LSTJZIO,X,X,X,X,X,X,O,X,X,X,O
LSTJZOI,X,X,X,X,X,X,O,X,X,X,O
LSTJOIZ,O,X,O,X,X,X,X,X,X,X,O
LSTJOZI,X,X,O,X,X,X,O,X,X,X,O
LSTZIJO,X,O,X,X,X,X,O,X,X,X,X
LSTZIOJ,X,O,X,X,X,X,O,X,X,X,X
LSTZJIO,X,O,X,X,X,X,O,X,X,X,X
LSTZJOI,X,O,X,X,X,X,O,X,X,X,X
LSTZOIJ,X,O,X,X,X,X,O,X,X,X,X
LSTZOJI,X,O,X,X,X,X,O,X,X,X,X
LSTOIJZ,O,X,O,X,X,X,X,X,X,X,O
LSTOIZJ,X,O,X,X,X,X,X,X,X,X,X
LSTOJIZ,O,X,O,X,X,X,X,X,X,X,O
LSTOJZI,X,X,O,X,X,X,O,X,X,X,O
LSTOZIJ,X,O,X,X,X,X,O,X,X,X,X
LSTOZJI,X,O,X,X,X,X,O,X,X,X,X
LSITJZO,X,X,X,X,X,X,X,X,X,X,X
LSITJOZ,O,X,O,X,X,X,X,X,X,X,X
LSITZJO,X,O,X,X,X,X,X,X,X,X,X
LSITZOJ,X,O,X,X,X,X,X,X,X,X,X
LSITOJZ,O,X,O,X,X,X,X,X,X,X,X
LSITOZJ,X,O,X,X,X,X,X,X,X,X,X
LSIJTZO,X,X,X,X,X,X,X,X,X,X,X
LSIJTOZ,O,X,X,X,X,X,X,X,X,X,X
LSIJZTO,X,X,X,X,X,O,O,O,X,X,X
LSIJZOT,O,X,X,X,X,O,O,O,X,X,X
LSIJOTZ,O,X,O,X,X,X,X,X,X,X,X
LSIJOZT,O,X,O,X,X,X,O,O,X,X,X
LSIZTJO,X,X,X,X,X,O,O,X,X,X,X
LSIZTOJ,X,X,X,X,X,O,O,O,X,X,X
LSIZJTO,X,X,X,X,X,O,O,O,X,X,X
LSIZJOT,O,O,X,X,X,O,O,O,X,X,X
LSIZOTJ,X,X,X,X,X,O,O,O,X,X,X
LSIZOJT,O,O,X,X,X,O,O,O,X,X,X
LSIOTJZ,O,X,O,X,X,X,X,X,X,X,X
LSIOTZJ,X,O,X,X,X,X,X,X,X,X,X
LSIOJTZ,O,X,O,X,X,X,X,X,X,X,X
LSIOJZT,O,X,O,X,X,X,O,O,X,X,X
LSIOZTJ,X,X,X,X,X,X,O,O,X,X,X
LSIOZJT,O,O,X,X,X,X,O,O,X,X,X
LSJTIZO,X,X,X,X,X,X,X,X,X,X,X
LSJTIOZ,O,X,X,X,X,X,X,X,X,X,X
LSJTZIO,X,X,X,X,X,X,O,X,X,X,X
LSJTZOI,X,X,X,X,X,X,O,X,X,X,X
LSJTOIZ,O,X,X,X,X,X,X,X,X,X,X
LSJTOZI,X,X,X,X,X,X,O,X,X,X,X
LSJITZO,X,X,X,X,X,X,X,X,X,X,X
LSJITOZ,O,X,X,X,X,X,X,X,X,X,X
LSJIZTO,X,X,X,X,X,O,O,O,X,X,X
LSJIZOT,O,X,X,X,X,O,O,O,X,X,X
LSJIOTZ,O,X,O,X,X,X,X,X,X,X,X
LSJIOZT,O,X,O,X,X,X,O,O,X,X,X
LSJZTIO,X,X,X,X,X,O,O,O,X,X,X
LSJZTOI,X,X,X,X,X,O,O,O,X,X,X
LSJZITO,X,X,X,X,X,O,O,O,X,X,X
LSJZIOT,O,X,X,X,X,O,O,O,X,X,X
LSJZOTI,X,X,X,X,X,O,O,O,X,X,X
LSJZOIT,O,X,X,X,X,O,O,O,X,X,X
LSJOTIZ,O,X,O,X,X,X,X,X,X,X,X
LSJOTZI,X,X,X,X,X,X,O,X,X,X,X
LSJOITZ,O,X,O,X,X,X,X,X,X,X,X
LSJOIZT,O,X,O,X,X,X,O,O,X,X,X
LSJOZTI,X,X,X,X,X,X,O,O,X,X,X
LSJOZIT,O,X,O,X,X,X,O,O,X,X,X
LSZTIJO,X,X,X,X,X,O,O,X,X,X,X
LSZTIOJ,X,X,X,X,X,O,O,O,X,X,X
LSZTJIO,X,X,X,X,X,O,O,X,X,X,X
LSZTJOI,X,X,X,X,X,O,O,X,X,X,X
LSZTOIJ,X,X,X,X,X,O,O,O,X,X,X
LSZTOJI,X,X,X,X,X,O,O,X,X,X,X
LSZITJO,X,X,X,X,X,O,O,X,X,X,X
LSZITOJ,X,X,X,X,X,O,O,O,X,X,X
LSZIJTO,X,X,X,X,X,O,O,O,X,X,X
LSZIJOT,O,O,X,X,X,O,O,O,X,X,X
LSZIOTJ,X,X,X,X,X,O,O,O,X,X,X
LSZIOJT,O,O,X,X,X,O,O,O,X,X,X
LSZJTIO,X,X,X,X,X,O,O,O,X,X,X
LSZJTOI,X,X,X,X,X,O,O,O,X,X,X
LSZJITO,X,X,X,X,X,O,O,O,X,X,X
LSZJIOT,O,O,X,X,X,O,O,O,X,X,X
LSZJOTI,X,X,X,X,X,O,O,O,X,X,X
LSZJOIT,O,O,X,X,X,O,O,O,X,X,X
LSZOTIJ,X,X,X,X,X,O,O,O,X,X,X
LSZOTJI,X,X,X,X,X,O,O,X,X,X,X
LSZOITJ,X,X,X,X,X,O,O,O,X,X,X
LSZOIJT,O,O,X,X,X,O,O,O,X,X,X
LSZOJTI,X,X,X,X,X,O,O,O,X,X,X
LSZOJIT,O,O,X,X,X,O,O,O,X,X,X
LSOTIJZ,O,X,O,X,X,X,X,X,X,X,O
LSOTIZJ,X,O,X,X,X,X,X,X,X,X,X
LSOTJIZ,O,X,O,X,X,X,X,X,X,X,O
LSOTJZI,X,X,O,X,X,X,O,X,X,X,O
LSOTZIJ,X,O,X,X,X,X,O,X,X,X,X
LSOTZJI,X,O,X,X,X,X,O,X,X,X,X
LSOITJZ,O,X,O,X,X,X,X,X,X,X,X
LSOITZJ,X,O,X,X,X,X,X,X,X,X,X
LSOIJTZ,O,X,O,X,X,X,X,X,X,X,X
LSOIJZT,O,X,O,X,X,X,O,O,X,X,X
LSOIZTJ,X,X,X,X,X,X,O,O,X,X,X
LSOIZJT,O,O,X,X,X,X,O,O,X,X,X
LSOJTIZ,O,X,O,X,X,X,X,X,X,X,X
LSOJTZI,X,X,X,X,X,X,O,X,X,X,X
LSOJITZ,O,X,O,X,X,X,X,X,X,X,X
LSOJIZT,O,X,O,X,X,X,O,O,X,X,X
LSOJZTI,X,X,X,X,X,X,O,O,X,X,X
LSOJZIT,O,X,O,X,X,X,O,O,X,X,X
LSOZTIJ,X,X,X,X,X,X,O,O,X,X,X
LSOZTJI,X,X,X,X,X,X,O,X,X,X,X
LSOZITJ,X,X,X,X,X,X,O,O,X,X,X
LSOZIJT,O,O,X,X,X,X,O,O,X,X,X
LSOZJTI,X,X,X,X,X,X,O,O,X,X,X
LSOZJIT,O,O,X,X,X,X,O,O,X,X,X
LZTIJSO,X,O,X,X,X,X,X,O,X,X,X
LZTIJOS,X,O,O,X,X,X,X,O,X,X,X
LZTISJO,X,O,X,X,X,O,X,X,X,X,X
LZTISOJ,X,O,X,X,X,O,X,O,X,X,X
LZTIOJS,X,O,O,X,X,X,X,O,X,X,X
LZTIOSJ,X,O,X,X,X,X,X,O,X,X,X
LZTJISO,X,O,X,X,X,X,X,O,X,X,X
LZTJIOS,X,O,O,X,X,X,X,O,X,X,X
LZTJSIO,X,O,X,X,X,X,O,O,X,X,X
LZTJSOI,X,O,X,X,X,X,O,O,X,X,X
LZTJOIS,X,O,O,X,X,X,X,O,X,X,X
LZTJOSI,X,O,O,X,X,X,O,O,X,X,X
LZTSIJO,X,O,X,X,X,O,O,X,X,X,X
LZTSIOJ,X,O,X,X,X,O,O,O,X,X,X
LZTSJIO,X,O,X,X,X,O,O,X,X,X,X
LZTSJOI,X,O,X,X,X,O,O,X,X,X,X
LZTSOIJ,X,O,X,X,X,O,O,O,X,X,X
LZTSOJI,X,O,X,X,X,O,O,X,X,X,X
LZTOIJS,X,O,O,X,X,X,X,O,X,X,X
LZTOISJ,X,O,X,X,X,X,X,O,X,X,X
LZTOJIS,X,O,O,X,X,X,X,O,X,X,X
LZTOJSI,X,O,O,X,X,X,O,O,X,X,X
LZTOSIJ,X,O,X,X,X,X,O,O,X,X,X
LZTOSJI,X,O,X,X,X,X,O,X,X,X,X
LZITJSO,X,O,X,X,X,X,X,O,X,X,X
LZITJOS,X,O,O,X,X,X,X,O,X,O,X
LZITSJO,X,O,X,X,X,O,X,X,X,X,X
LZITSOJ,X,O,X,X,X,O,X,O,X,X,X
LZITOJS,X,O,O,X,X,X,X,O,X,O,X
LZITOSJ,X,O,X,X,X,X,X,O,X,X,X
LZIJTSO,X,X,X,X,X,O,X,O,X,X,X
LZIJTOS,X,O,X,X,X,X,X,O,X,O,X
LZIJSTO,X,X,X,X,O,O,O,O,X,X,X
LZIJSOT,X,O,X,X,O,O,O,O,X,O,X
LZIJOTS,X,O,X,X,X,X,X,O,X,O,X
LZIJOST,X,O,O,X,O,O,O,O,X,O,X
LZISTJO,X,X,X,X,X,O,O,X,X,X,X
LZISTOJ,X,X,X,X,O,O,O,O,X,X,X
LZISJTO,X,X,X,X,X,O,O,O,X,X,X
LZISJOT,X,O,X,X,O,O,O,O,X,O,X
LZISOTJ,X,X,X,X,O,O,O,O,X,X,X
LZISOJT,X,O,X,X,O,O,O,O,X,O,X
LZIOTJS,X,O,O,X,X,X,X,O,X,O,X
LZIOTSJ,X,O,X,X,X,X,X,O,X,X,X
LZIOJTS,X,O,X,X,X,X,X,O,X,O,X
LZIOJST,X,O,O,X,O,X,O,O,X,O,X
LZIOSTJ,X,X,X,X,O,O,O,O,X,X,X
LZIOSJT,X,O,X,X,O,O,O,O,X,O,X
LZJTISO,X,X,X,X,X,O,X,O,X,X,X
LZJTIOS,X,O,X,X,X,X,X,O,X,X,X
LZJTSIO,X,X,X,X,X,O,O,O,X,X,X
LZJTSOI,X,X,X,X,X,O,O,O,X,X,X
LZJTOIS,X,O,X,X,X,X,X,O,X,X,X
LZJTOSI,X,X,X,X,X,X,O,O,X,X,X
LZJITSO,X,X,X,X,X,O,X,O,X,X,X
LZJITOS,X,O,X,X,X,X,X,O,X,O,X
LZJISTO,X,X,X,X,O,O,O,O,X,X,X
LZJISOT,X,O,X,X,O,O,O,O,X,O,X
LZJIOTS,X,O,X,X,X,X,X,O,X,O,X
LZJIOST,X,O,O,X,O,O,O,O,X,O,X
LZJSTIO,X,X,X,X,O,O,O,O,X,X,X
LZJSTOI,X,X,X,X,O,O,O,O,X,X,X
LZJSITO,X,X,X,X,O,O,O,O,X,X,X
LZJSIOT,X,O,X,X,O,O,O,O,X,X,X
LZJSOTI,X,X,X,X,O,O,O,O,X,X,X
LZJSOIT,X,O,X,X,O,O,O,O,X,X,X
LZJOTIS,X,O,X,X,X,X,X,O,X,X,X
LZJOTSI,X,X,X,X,X,X,O,O,X,X,X
LZJOITS,X,O,X,X,X,X,X,O,X,O,X
LZJOIST,X,O,O,X,O,O,O,O,X,O,X
LZJOSTI,X,X,X,X,O,O,O,O,X,X,X
LZJOSIT,X,O,O,X,O,O,O,O,X,X,X
LZSTIJO,X,X,X,X,X,O,O,X,X,X,X
LZSTIOJ,X,X,X,X,O,O,O,O,X,X,X
LZSTJIO,X,X,X,X,X,O,O,X,X,X,X
LZSTJOI,X,X,X,X,X,O,O,X,X,X,X
LZSTOIJ,X,X,X,X,O,O,O,O,X,X,X
LZSTOJI,X,X,X,X,O,O,O,X,X,X,X
LZSITJO,X,X,X,X,X,O,O,X,X,X,X
LZSITOJ,X,X,X,X,O,O,O,O,X,X,X
LZSIJTO,X,X,X,X,X,O,O,O,X,X,X
LZSIJOT,X,O,X,X,O,O,O,O,X,X,X
LZSIOTJ,X,X,X,X,O,O,O,O,X,X,X
LZSIOJT,X,O,X,X,O,O,O,O,X,X,X
LZSJTIO,X,X,X,X,X,O,O,O,X,X,X
LZSJTOI,X,X,X,X,X,O,O,O,X,X,X
LZSJITO,X,X,X,X,X,O,O,O,X,X,X
LZSJIOT,X,O,X,X,O,O,O,O,X,X,X
LZSJOTI,X,X,X,X,O,O,O,O,X,X,X
LZSJOIT,X,O,X,X,O,O,O,O,X,X,X
LZSOTIJ,X,X,X,X,O,O,O,O,X,X,X
LZSOTJI,X,X,X,X,O,O,O,X,X,X,X
LZSOITJ,X,X,X,X,O,O,O,O,X,X,X
LZSOIJT,X,O,X,X,O,O,O,O,X,X,X
LZSOJTI,X,X,X,X,O,O,O,O,X,X,X
LZSOJIT,X,O,X,X,O,O,O,O,X,X,X
LZOTIJS,X,O,O,X,X,X,X,O,X,X,X
LZOTISJ,X,O,X,X,X,X,X,O,X,X,X
LZOTJIS,X,O,O,X,X,X,X,O,X,X,X
LZOTJSI,X,O,O,X,X,X,O,O,X,X,X
LZOTSIJ,X,O,X,X,X,X,O,O,X,X,X
LZOTSJI,X,O,X,X,X,X,O,X,X,X,X
LZOITJS,X,O,O,X,X,X,X,O,X,O,X
LZOITSJ,X,O,X,X,X,X,X,O,X,X,X
LZOIJTS,X,O,X,X,X,X,X,O,X,O,X
LZOIJST,X,O,O,X,O,X,O,O,X,O,X
LZOISTJ,X,X,X,X,O,O,O,O,X,X,X
LZOISJT,X,O,X,X,O,O,O,O,X,O,X
LZOJTIS,X,O,X,X,X,X,X,O,X,X,X
LZOJTSI,X,X,X,X,X,X,O,O,X,X,X
LZOJITS,X,O,X,X,X,X,X,O,X,O,X
LZOJIST,X,O,O,X,O,X,O,O,X,O,X
LZOJSTI,X,X,X,X,O,X,O,O,X,X,X
LZOJSIT,X,O,O,X,O,X,O,O,X,X,X
LZOSTIJ,X,X,X,X,O,O,O,O,X,X,X
LZOSTJI,X,X,X,X,O,O,O,X,X,X,X
LZOSITJ,X,X,X,X,O,O,O,O,X,X,X
LZOSIJT,X,O,X,X,O,O,O,O,X,X,X
LZOSJTI,X,X,X,X,O,O,O,O,X,X,X
LZOSJIT,X,O,X,X,O,O,O,O,X,X,X
LOTIJSZ,O,X,O,X,X,X,X,X,X,X,X
LOTIJZS,X,O,O,X,X,X,X,O,X,X,X
LOTISJZ,O,X,O,X,X,X,X,X,X,X,X
LOTISZJ,O,O,X,X,X,X,X,X,X,X,X
LOTIZJS,X,O,O,X,X,X,X,O,X,X,X
LOTIZSJ,X,O,X,X,X,X,X,O,X,X,X
LOTJISZ,O,X,O,X,X,X,X,X,X,X,X
LOTJIZS,X,O,O,X,X,X,X,O,X,X,X
LOTJSIZ,O,X,O,X,X,X,X,X,X,X,X
LOTJSZI,O,X,O,X,X,X,O,X,X,X,X
LOTJZIS,X,O,O,X,X,X,X,O,O,X,X
LOTJZSI,X,O,O,X,X,X,O,O,O,X,X
LOTSIJZ,O,X,O,X,X,X,X,X,X,X,X
LOTSIZJ,O,O,X,X,X,X,X,X,X,X,X
LOTSJIZ,O,X,O,X,X,X,X,X,X,X,X
LOTSJZI,O,X,O,X,X,X,O,X,X,X,X
LOTSZIJ,O,O,X,X,X,X,O,X,X,X,X
LOTSZJI,O,O,X,X,X,X,O,X,X,X,X
LOTZIJS,X,O,O,X,X,X,X,O,O,X,X
LOTZISJ,X,O,X,X,X,X,X,O,O,X,X
LOTZJIS,X,O,O,X,X,X,X,O,O,X,X
LOTZJSI,X,O,O,X,X,X,O,O,O,X,X
LOTZSIJ,X,O,X,X,X,X,O,O,O,X,X
LOTZSJI,X,O,X,X,X,X,O,X,O,X,X
LOITJSZ,O,X,O,X,X,X,X,X,X,X,X
LOITJZS,X,O,O,O,X,X,X,O,X,X,X
LOITSJZ,O,X,O,X,X,X,X,X,X,X,X
LOITSZJ,O,O,X,X,X,X,X,X,X,X,X
LOITZJS,X,O,O,O,X,X,X,O,X,X,X
LOITZSJ,X,O,X,O,X,X,X,O,X,X,X
LOIJTSZ,O,X,O,X,X,X,X,X,X,X,X
LOIJTZS,X,O,O,O,X,X,X,O,X,X,X
LOIJSTZ,O,X,O,X,X,X,X,X,X,X,X
LOIJSZT,O,X,O,X,X,X,O,O,X,X,X
LOIJZTS,X,O,X,X,X,X,X,O,X,O,X
LOIJZST,X,O,O,X,O,O,O,O,X,O,X
LOISTJZ,O,X,O,X,X,X,X,X,X,X,X
LOISTZJ,X,O,X,X,X,X,X,X,X,X,X
LOISJTZ,O,X,O,X,X,X,X,X,X,X,X
LOISJZT,O,X,O,X,X,X,O,O,X,X,X
LOISZTJ,X,X,X,X,X,X,O,O,X,X,X
LOISZJT,O,O,X,X,X,X,O,O,X,X,X
LOIZTJS,X,O,O,X,X,X,X,O,X,O,X
LOIZTSJ,X,O,X,X,X,X,X,O,X,X,X
LOIZJTS,X,O,X,X,X,X,X,O,X,O,X
LOIZJST,X,O,O,X,O,X,O,O,X,O,X
LOIZSTJ,X,X,X,X,O,O,O,O,X,X,X
LOIZSJT,X,O,X,X,O,O,O,O,X,O,X
LOJTISZ,O,X,O,X,X,X,X,X,X,X,X
LOJTIZS,X,O,O,X,X,X,X,O,X,X,X
LOJTSIZ,O,X,O,X,X,X,X,X,X,X,X
LOJTSZI,O,X,O,X,X,X,O,X,X,X,X
LOJTZIS,X,O,O,X,X,X,X,O,O,X,X
LOJTZSI,X,O,O,X,X,X,O,O,O,X,X
LOJITSZ,O,X,O,X,X,X,X,X,X,X,X
LOJITZS,X,O,O,O,X,X,X,O,X,X,X
LOJISTZ,O,X,O,X,X,X,X,X,X,X,X
LOJISZT,O,X,O,X,X,X,O,O,X,X,X
LOJIZTS,X,O,X,X,X,X,X,O,X,O,X
LOJIZST,X,O,O,X,O,O,O,O,X,O,X
LOJSTIZ,O,X,O,X,X,X,X,X,X,X,X
LOJSTZI,X,X,X,X,X,X,O,X,X,X,X
LOJSITZ,O,X,O,X,X,X,X,X,X,X,X
LOJSIZT,O,X,O,X,X,X,O,O,X,X,X
LOJSZTI,X,X,X,X,X,X,O,O,X,X,X
LOJSZIT,O,X,O,X,X,X,O,O,X,X,X
LOJZTIS,X,O,X,X,X,X,X,O,X,X,X
LOJZTSI,X,X,X,X,X,X,O,O,X,X,X
LOJZITS,X,O,X,X,X,X,X,O,X,O,X
LOJZIST,X,O,O,X,O,O,O,O,X,O,X
LOJZSTI,X,X,X,X,O,O,O,O,X,X,X
LOJZSIT,X,O,O,X,O,O,O,O,X,X,X
LOSTIJZ,O,X,O,X,X,X,X,X,X,X,O
LOSTIZJ,X,O,X,X,X,X,X,X,X,X,X
LOSTJIZ,O,X,O,X,X,X,X,X,X,X,O
LOSTJZI,X,X,O,X,X,X,O,X,X,X,O
LOSTZIJ,X,O,X,X,X,X,O,X,X,X,X
LOSTZJI,X,O,X,X,X,X,O,X,X,X,X
LOSITJZ,O,X,O,X,X,X,X,X,X,X,X
LOSITZJ,X,O,X,X,X,X,X,X,X,X,X
LOSIJTZ,O,X,O,X,X,X,X,X,X,X,X
LOSIJZT,O,X,O,X,X,X,O,O,X,X,X
LOSIZTJ,X,X,X,X,X,X,O,O,X,X,X
LOSIZJT,O,O,X,X,X,X,O,O,X,X,X
LOSJTIZ,O,X,O,X,X,X,X,X,X,X,X
LOSJTZI,X,X,X,X,X,X,O,X,X,X,X
LOSJITZ,O,X,O,X,X,X,X,X,X,X,X
LOSJIZT,O,X,O,X,X,X,O,O,X,X,X
