sequence,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeuEJvhF3gB1mB0iB6?oBxqBzsB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeRAJvhF3hBFjBzkBW?rB6sBctB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeuEJvhF1lB0hB6nBT?jBxqBXtB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeRBJvhFGjBClBTmBl?nBUlBXtB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeCAJvhFxhBVqBUmBG?nBToBXtB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeRAJvhF3hBzkBWrBl?nBctBCtB
ZJLITSO,O,O,O,X,O,X
ZJLITOS,O,O,O,X,O,X
ZJLISTO,O,O,O,X,X,X
ZJLISOT,X,O,O,X,X,X
ZJLIOTS,X,O,X,X,O,X
ZJLIOST,X,O,X,X,X,X
ZJLSTIO,X,O,X,X,X,X
ZJLSTOI,X,O,X,X,X,O
ZJLSITO,X,O,O,X,X,X
ZJLSIOT,X,O,O,X,X,X
ZJLSOTI,X,O,X,X,X,O
ZJLSOIT,X,O,O,X,X,O
ZJLOTIS,X,O,X,X,O,O
ZJLOTSI,X,O,X,X,O,O
ZJLOITS,X,O,X,X,O,O
ZJLOIST,X,O,X,X,X,O
ZJLOSTI,X,O,X,X,X,O
ZJLOSIT,X,O,X,X,X,O
ZJSTILO,X,O,X,X,O,X
ZJSTIOL,X,O,X,X,O,O
ZJSTLIO,X,O,X,X,O,X
ZJSTLOI,X,O,X,X,O,O
ZJSTOIL,X,O,X,X,O,O
ZJSTOLI,X,O,X,X,O,O
ZJSITLO,X,O,O,X,O,X
ZJSITOL,X,O,O,X,O,O
ZJSILTO,X,O,O,X,X,X
ZJSILOT,X,O,O,X,X,X
ZJSIOTL,X,O,O,X,O,O
ZJSIOLT,X,O,O,X,X,O
ZJSLTIO,X,O,X,X,X,X
ZJSLTOI,X,O,X,X,X,O
ZJSLITO,X,O,O,X,X,X
ZJSLIOT,X,O,O,X,X,X
ZJSLOTI,X,O,X,X,X,O
ZJSLOIT,X,O,O,X,X,O
ZJSOTIL,X,O,X,X,O,O
ZJSOTLI,X,O,X,X,O,O
ZJSOITL,X,O,O,X,O,O
ZJSOILT,X,O,O,X,X,O
ZJSOLTI,X,O,X,X,X,O
ZJSOLIT,X,O,O,X,X,O
ZJOTILS,O,O,X,X,O,O
ZJOTISL,O,O,X,X,O,O
ZJOTLIS,O,O,X,X,O,O
ZJOTLSI,O,O,X,X,O,O
ZJOTSIL,O,O,X,X,O,O
ZJOTSLI,O,O,X,X,O,O
ZJOITLS,O,O,X,X,O,O
ZJOITSL,O,O,X,X,O,O
ZJOILTS,O,O,X,X,O,O
ZJOILST,O,O,X,X,X,O
ZJOISTL,O,O,X,X,O,O
ZJOISLT,O,O,X,X,X,O
ZJOLTIS,O,O,X,X,O,O
ZJOLTSI,O,O,X,X,O,O
ZJOLITS,O,O,X,X,O,O
ZJOLIST,O,O,X,X,X,O
ZJOLSTI,O,O,X,X,X,O
ZJOLSIT,O,O,X,X,X,O
ZJOSTIL,O,O,X,X,O,O
ZJOSTLI,O,O,X,X,O,O
ZJOSITL,O,O,X,X,O,O
ZJOSILT,O,O,X,X,X,O
ZJOSLTI,O,O,X,X,X,O
ZJOSLIT,O,O,X,X,X,O
ZSTILJO,X,X,O,X,O,X
ZSTILOJ,X,X,O,X,X,X
ZSTIJLO,X,X,O,X,O,X
ZSTIJOL,X,X,O,O,O,O
ZSTIOLJ,X,X,O,O,X,X
ZSTIOJL,X,X,O,O,X,O
ZSTLIJO,X,X,O,X,O,X
ZSTLIOJ,X,X,O,X,X,X
ZSTLJIO,X,X,X,X,O,X
ZSTLJOI,X,X,X,O,O,O
ZSTLOIJ,X,X,O,O,X,X
ZSTLOJI,X,X,X,O,O,O
ZSTJILO,X,O,X,X,O,X
ZSTJIOL,X,O,X,O,O,O
ZSTJLIO,X,O,X,X,O,X
ZSTJLOI,X,O,X,O,O,O
ZSTJOIL,X,O,X,O,O,O
ZSTJOLI,X,O,X,O,O,O
ZSTOILJ,X,X,O,O,X,X
ZSTOIJL,X,O,O,O,X,O
ZSTOLIJ,X,X,O,O,X,X
ZSTOLJI,X,X,X,O,O,O
ZSTOJIL,X,O,X,O,O,O
ZSTOJLI,X,O,X,O,O,O
ZSITLJO,X,X,O,X,O,X
ZSITLOJ,X,X,O,X,X,X
ZSITJLO,X,X,O,X,O,X
ZSITJOL,X,X,O,X,O,X
ZSITOLJ,X,X,O,X,X,X
ZSITOJL,X,X,O,X,X,X
ZSILTJO,X,X,O,X,X,X
ZSILTOJ,X,X,O,X,X,X
ZSILJTO,X,X,O,X,X,X
ZSILJOT,X,X,O,X,X,X
ZSILOTJ,X,X,O,X,X,X
ZSILOJT,X,X,O,X,X,X
ZSIJTLO,X,X,O,X,O,X
ZSIJTOL,X,X,O,X,O,X
ZSIJLTO,X,X,O,X,X,X
ZSIJLOT,X,X,O,X,X,X
ZSIJOTL,X,X,O,X,O,X
ZSIJOLT,X,X,O,X,X,X
ZSIOTLJ,X,X,O,X,X,X
ZSIOTJL,X,X,O,X,X,X
ZSIOLTJ,X,X,O,X,X,X
ZSIOLJT,X,X,O,X,X,X
ZSIOJTL,X,X,O,X,X,X
ZSIOJLT,X,X,O,X,X,X
ZSLTIJO,X,O,O,X,X,X
ZSLTIOJ,X,O,O,X,X,X
ZSLTJIO,X,O,X,X,X,X
ZSLTJOI,X,O,X,O,X,X
ZSLTOIJ,X,O,O,O,X,X
ZSLTOJI,X,O,X,O,X,X
ZSLITJO,X,O,O,X,X,X
ZSLITOJ,X,O,O,X,X,X
ZSLIJTO,X,O,O,X,X,X
ZSLIJOT,X,O,O,X,X,X
ZSLIOTJ,X,O,O,X,X,X
ZSLIOJT,X,O,O,X,X,X
ZSLJTIO,X,O,X,X,X,X
ZSLJTOI,X,O,X,X,X,X
ZSLJITO,X,O,O,X,X,X
ZSLJIOT,X,O,O,X,X,X
ZSLJOTI,X,O,X,X,X,X
ZSLJOIT,X,O,O,X,X,X
ZSLOTIJ,X,O,O,O,X,X
ZSLOTJI,X,O,X,O,X,X
ZSLOITJ,X,O,O,O,X,X
ZSLOIJT,X,O,O,X,X,X
ZSLOJTI,X,O,X,X,X,X
ZSLOJIT,X,O,O,X,X,X
ZSJTILO,X,O,X,X,O,X
ZSJTIOL,X,O,X,X,O,O
ZSJTLIO,X,O,X,X,O,X
ZSJTLOI,X,O,X,X,O,O
ZSJTOIL,X,O,X,X,O,O
ZSJTOLI,X,O,X,X,O,O
ZSJITLO,X,O,O,X,O,X
ZSJITOL,X,O,O,X,O,O
ZSJILTO,X,O,O,X,X,X
ZSJILOT,X,O,O,X,X,X
ZSJIOTL,X,O,O,X,O,O
ZSJIOLT,X,O,O,X,X,O
ZSJLTIO,X,O,X,X,X,X
ZSJLTOI,X,O,X,X,X,O
ZSJLITO,X,O,O,X,X,X
ZSJLIOT,X,O,O,X,X,X
ZSJLOTI,X,O,X,X,X,O
ZSJLOIT,X,O,O,X,X,O
ZSJOTIL,X,O,X,X,O,O
ZSJOTLI,X,O,X,X,O,O
ZSJOITL,X,O,O,X,O,O
ZSJOILT,X,O,O,X,X,O
ZSJOLTI,X,O,X,X,X,O
ZSJOLIT,X,O,O,X,X,O
ZSOTILJ,X,X,O,O,X,X
ZSOTIJL,X,O,O,O,X,O
ZSOTLIJ,X,X,O,O,X,X
ZSOTLJI,X,X,X,O,O,O
ZSOTJIL,X,O,X,O,O,O
ZSOTJLI,X,O,X,O,O,O
ZSOITLJ,X,X,O,O,X,X
ZSOITJL,X,O,O,O,X,O
ZSOILTJ,X,O,O,O,X,X
ZSOILJT,X,O,O,X,X,X
ZSOIJTL,X,O,O,X,X,O
ZSOIJLT,X,O,O,X,X,O
ZSOLTIJ,X,O,O,O,X,X
ZSOLTJI,X,O,X,O,X,X
ZSOLITJ,X,O,O,O,X,X
ZSOLIJT,X,O,O,X,X,X
ZSOLJTI,X,O,X,X,X,X
ZSOLJIT,X,O,O,X,X,X
ZSOJTIL,X,O,X,X,O,O
ZSOJTLI,X,O,X,X,O,O
ZSOJITL,X,O,O,X,O,O
ZSOJILT,X,O,O,X,X,O
ZSOJLTI,X,O,X,X,X,O
ZSOJLIT,X,O,O,X,X,O
ZOTILJS,O,O,X,O,O,O
ZOTILSJ,O,O,X,X,X,X
ZOTIJLS,O,O,X,O,O,O
ZOTIJSL,O,O,X,X,O,O
ZOTISLJ,O,X,X,X,X,X
ZOTISJL,O,O,X,X,X,O
ZOTLIJS,O,O,X,O,O,O
ZOTLISJ,O,O,X,X,X,X
ZOTLJIS,O,O,X,O,O,O
ZOTLJSI,O,O,X,O,O,O
ZOTLSIJ,O,O,X,X,X,X
ZOTLSJI,O,O,X,X,O,O
ZOTJILS,O,O,X,O,O,O
ZOTJISL,O,O,X,X,O,O
ZOTJLIS,O,O,X,O,O,O
ZOTJLSI,O,O,X,O,O,O
ZOTJSIL,O,O,X,X,O,O
ZOTJSLI,O,O,X,X,O,O
ZOTSILJ,O,X,X,X,X,X
ZOTSIJL,O,O,X,X,X,O
ZOTSLIJ,O,X,X,X,X,X
ZOTSLJI,O,X,X,X,O,O
ZOTSJIL,O,O,X,X,O,O
ZOTSJLI,O,O,X,X,O,O
ZOITLJS,O,O,O,O,O,O
ZOITLSJ,O,O,O,X,X,X
ZOITJLS,O,O,O,O,O,O
ZOITJSL,O,O,O,X,O,O
ZOITSLJ,O,X,O,X,X,X
ZOITSJL,O,O,O,X,X,O
ZOILTJS,O,O,O,O,X,O
ZOILTSJ,O,O,O,X,X,X
ZOILJTS,O,O,X,X,X,O
ZOILJST,O,O,X,X,X,O
ZOILSTJ,O,O,O,O,X,X
ZOILSJT,O,O,O,X,X,X
ZOIJTLS,O,O,X,X,O,O
ZOIJTSL,O,O,X,X,O,O
ZOIJLTS,O,O,X,X,O,O
ZOIJLST,O,O,X,X,X,O
ZOIJSTL,O,O,X,X,O,O
ZOIJSLT,O,O,X,X,X,O
ZOISTLJ,O,X,O,O,X,X
ZOISTJL,O,O,O,O,X,O
ZOISLTJ,O,O,O,O,X,X
ZOISLJT,O,O,O,X,X,X
ZOISJTL,O,O,O,X,X,O
ZOISJLT,O,O,O,X,X,O
ZOLTIJS,O,O,X,O,O,O
ZOLTISJ,O,O,X,X,X,X
ZOLTJIS,O,O,X,O,O,O
ZOLTJSI,O,O,X,O,O,O
ZOLTSIJ,O,O,X,X,X,X
ZOLTSJI,O,O,X,X,O,O
ZOLITJS,O,O,O,O,X,O
ZOLITSJ,O,O,O,X,X,X
ZOLIJTS,O,O,X,X,X,O
ZOLIJST,O,O,X,X,X,O
ZOLISTJ,O,O,O,O,X,X
ZOLISJT,O,O,O,X,X,X
ZOLJTIS,O,O,X,X,O,O
ZOLJTSI,O,O,X,X,O,O
ZOLJITS,O,O,X,X,O,O
ZOLJIST,O,O,X,X,X,O
ZOLJSTI,O,O,X,X,X,O
ZOLJSIT,O,O,X,X,X,O
ZOLSTIJ,O,O,O,O,X,X
ZOLSTJI,O,O,X,O,X,X
ZOLSITJ,O,O,O,O,X,X
ZOLSIJT,O,O,O,X,X,X
ZOLSJTI,O,O,X,X,X,X
ZOLSJIT,O,O,O,X,X,X
ZOJTILS,O,O,X,X,O,O
ZOJTISL,O,O,X,X,O,O
ZOJTLIS,O,O,X,X,O,O
ZOJTLSI,O,O,X,X,O,O
ZOJTSIL,O,O,X,X,O,O
ZOJTSLI,O,O,X,X,O,O
ZOJITLS,O,O,X,X,O,O
ZOJITSL,O,O,X,X,O,O
ZOJILTS,O,O,X,X,O,O
ZOJILST,O,O,X,X,X,O
ZOJISTL,O,O,X,X,O,O
ZOJISLT,O,O,X,X,X,O
ZOJLTIS,O,O,X,X,O,O
ZOJLTSI,O,O,X,X,O,O
ZOJLITS,O,O,X,X,O,O
ZOJLIST,O,O,X,X,X,O
ZOJLSTI,O,O,X,X,X,O
ZOJLSIT,O,O,X,X,X,O
ZOJSTIL,O,O,X,X,O,O
ZOJSTLI,O,O,X,X,O,O
ZOJSITL,O,O,X,X,O,O
ZOJSILT,O,O,X,X,X,O
ZOJSLTI,O,O,X,X,X,O
ZOJSLIT,O,O,X,X,X,O
ZOSTILJ,O,X,O,O,X,X
ZOSTIJL,O,O,O,O,X,O
ZOSTLIJ,O,X,O,O,X,X
ZOSTLJI,O,X,X,O,O,O
ZOSTJIL,O,O,X,O,O,O
ZOSTJLI,O,O,X,O,O,O
ZOSITLJ,O,X,O,O,X,X
ZOSITJL,O,O,O,O,X,O
ZOSILTJ,O,O,O,O,X,X
ZOSILJT,O,O,O,X,X,X
ZOSIJTL,O,O,O,X,X,O
ZOSIJLT,O,O,O,X,X,O
ZOSLTIJ,O,O,O,O,X,X
ZOSLTJI,O,O,X,O,X,X
ZOSLITJ,O,O,O,O,X,X
ZOSLIJT,O,O,O,X,X,X
ZOSLJTI,O,O,X,X,X,X
ZOSLJIT,O,O,O,X,X,X
ZOSJTIL,O,O,X,X,O,O
ZOSJTLI,O,O,X,X,O,O
ZOSJITL,O,O,O,X,O,O
ZOSJILT,O,O,O,X,X,O
ZOSJLTI,O,O,X,X,X,O
ZOSJLIT,O,O,O,X,X,O
OTILJSZ,O,O,X,O,X,X
OTILJZS,O,O,X,O,O,X
OTILSJZ,O,X,X,O,X,X
OTILSZJ,O,O,X,O,X,X
OTILZJS,O,O,X,O,O,X
OTILZSJ,O,O,X,X,X,X
OTIJLSZ,O,O,X,O,X,X
OTIJLZS,O,O,X,O,O,X
OTIJSLZ,O,O,X,O,X,X
OTIJSZL,O,O,X,X,X,O
OTIJZLS,O,O,X,O,O,O
OTIJZSL,O,O,X,X,O,O
OTISLJZ,O,X,X,O,X,X
OTISLZJ,O,X,X,O,X,X
OTISJLZ,O,X,X,O,X,X
OTISJZL,O,X,X,O,X,X
OTISZLJ,O,X,X,O,X,X
OTISZJL,O,X,X,O,X,X
OTIZLJS,O,O,X,O,O,O
OTIZLSJ,O,O,X,X,X,X
OTIZJLS,O,O,X,O,O,O
OTIZJSL,O,O,X,X,O,O
OTIZSLJ,O,X,X,X,X,X
OTIZSJL,O,O,X,X,X,O
OTLIJSZ,O,O,X,O,X,X
OTLIJZS,O,O,X,O,O,X
OTLISJZ,O,X,X,O,X,X
OTLISZJ,O,O,X,O,X,X
OTLIZJS,O,O,X,O,O,X
OTLIZSJ,O,O,X,X,X,X
OTLJISZ,O,O,X,O,X,X
OTLJIZS,O,O,X,O,O,X
OTLJSIZ,O,O,X,O,X,X
OTLJSZI,O,O,X,O,O,X
OTLJZIS,O,O,X,O,O,X
OTLJZSI,O,O,X,O,O,X
OTLSIJZ,O,X,X,O,X,X
OTLSIZJ,O,O,X,O,X,X
OTLSJIZ,O,O,X,O,X,X
OTLSJZI,O,O,X,O,O,X
OTLSZIJ,O,O,X,O,X,X
OTLSZJI,O,O,X,O,O,X
OTLZIJS,O,O,X,O,O,X
OTLZISJ,O,O,X,X,X,X
OTLZJIS,O,O,X,O,O,X
OTLZJSI,O,O,X,O,O,X
OTLZSIJ,O,O,X,X,X,X
OTLZSJI,O,O,X,X,O,X
OTJILSZ,O,O,X,O,X,X
OTJILZS,O,O,X,O,O,X
OTJISLZ,O,O,X,O,X,X
OTJISZL,O,O,X,X,X,O
OTJIZLS,O,O,X,O,O,O
OTJIZSL,O,O,X,X,O,O
OTJLISZ,O,O,X,O,X,X
OTJLIZS,O,O,X,O,O,X
OTJLSIZ,O,O,X,O,X,X
OTJLSZI,O,O,X,O,O,X
OTJLZIS,O,O,X,O,O,X
OTJLZSI,O,O,X,O,O,X
OTJSILZ,O,O,X,O,X,X
OTJSIZL,O,O,X,X,X,O
OTJSLIZ,O,O,X,O,X,X
OTJSLZI,O,O,X,O,O,X
OTJSZIL,O,O,X,X,O,O
OTJSZLI,O,O,X,X,O,O
OTJZILS,O,O,X,O,O,O
OTJZISL,O,O,X,X,O,O
OTJZLIS,O,O,X,O,O,O
OTJZLSI,O,O,X,O,O,O
OTJZSIL,O,O,X,X,O,O
OTJZSLI,O,O,X,X,O,O
OTSILJZ,O,X,X,O,X,X
OTSILZJ,O,X,X,O,X,X
OTSIJLZ,O,X,X,O,X,X
OTSIJZL,O,X,X,O,X,X
OTSIZLJ,O,X,X,O,X,X
OTSIZJL,O,X,X,O,X,X
OTSLIJZ,O,X,X,O,X,X
OTSLIZJ,O,X,X,O,X,X
OTSLJIZ,O,X,X,O,X,X
OTSLJZI,O,X,X,O,O,X
OTSLZIJ,O,X,X,O,X,X
OTSLZJI,O,X,X,O,O,X
OTSJILZ,O,X,X,O,X,X
OTSJIZL,O,X,X,O,X,X
OTSJLIZ,O,X,X,O,X,X
OTSJLZI,O,X,X,O,O,X
OTSJZIL,O,X,X,O,O,X
OTSJZLI,O,X,X,O,O,X
OTSZILJ,O,X,X,O,X,X
OTSZIJL,O,X,X,O,X,X
OTSZLIJ,O,X,X,O,X,X
OTSZLJI,O,X,X,O,O,X
OTSZJIL,O,X,X,O,O,X
OTSZJLI,O,X,X,O,O,X
OTZILJS,O,O,X,O,O,O
OTZILSJ,O,O,X,X,X,X
OTZIJLS,O,O,X,O,O,O
OTZIJSL,O,O,X,X,O,O
OTZISLJ,O,X,X,X,X,X
OTZISJL,O,O,X,X,X,O
OTZLIJS,O,O,X,O,O,O
OTZLISJ,O,O,X,X,X,X
OTZLJIS,O,O,X,O,O,O
OTZLJSI,O,O,X,O,O,O
OTZLSIJ,O,O,X,X,X,X
OTZLSJI,O,O,X,X,O,O
OTZJILS,O,O,X,O,O,O
OTZJISL,O,O,X,X,O,O
OTZJLIS,O,O,X,O,O,O
OTZJLSI,O,O,X,O,O,O
OTZJSIL,O,O,X,X,O,O
OTZJSLI,O,O,X,X,O,O
OTZSILJ,O,X,X,X,X,X
OTZSIJL,O,O,X,X,X,O
OTZSLIJ,O,X,X,X,X,X
OTZSLJI,O,X,X,X,O,O
OTZSJIL,O,O,X,X,O,O
OTZSJLI,O,O,X,X,O,O
OITLJSZ,O,O,X,O,X,X
OITLJZS,O,O,X,O,O,X
OITLSJZ,O,X,X,O,X,X
OITLSZJ,O,O,X,O,X,X
OITLZJS,O,O,X,O,O,X
OITLZSJ,O,O,X,X,X,X
OITJLSZ,O,O,X,O,X,X
OITJLZS,O,O,X,O,O,X
OITJSLZ,O,O,O,O,X,X
OITJSZL,O,O,O,X,X,O
OITJZLS,O,O,O,O,O,O
OITJZSL,O,O,O,X,O,O
OITSLJZ,O,X,O,O,X,X
OITSLZJ,O,X,O,O,X,X
OITSJLZ,O,X,O,O,X,X
OITSJZL,O,X,O,O,X,X
OITSZLJ,O,X,O,O,X,X
OITSZJL,O,X,O,O,X,X
OITZLJS,O,O,O,O,O,O
OITZLSJ,O,O,O,X,X,X
OITZJLS,O,O,O,O,O,O
OITZJSL,O,O,O,X,O,O
OITZSLJ,O,X,O,X,X,X
OITZSJL,O,O,O,X,X,O
OILTJSZ,O,O,X,O,X,X
OILTJZS,O,O,X,O,X,X
OILTSJZ,O,X,X,O,X,X
OILTSZJ,O,O,X,O,X,X
OILTZJS,O,O,X,O,X,X
OILTZSJ,O,O,X,X,X,X
OILJTSZ,O,O,X,O,X,X
OILJTZS,O,O,X,O,X,X
OILJSTZ,O,O,X,O,X,X
OILJSZT,O,O,X,X,X,O
OILJZTS,O,O,X,X,X,O
OILJZST,O,O,X,X,X,O
OILSTJZ,O,X,X,O,X,X
OILSTZJ,O,O,X,O,X,X
OILSJTZ,O,O,X,O,X,X
OILSJZT,O,O,X,X,X,X
OILSZTJ,O,O,X,O,X,X
OILSZJT,O,O,X,X,X,X
OILZTJS,O,O,X,O,X,O
OILZTSJ,O,O,X,X,X,X
OILZJTS,O,O,X,X,X,O
OILZJST,O,O,X,X,X,O
OILZSTJ,O,O,X,O,X,X
OILZSJT,O,O,X,X,X,X
OIJTLSZ,O,O,X,O,X,X
OIJTLZS,O,O,X,O,O,X
OIJTSLZ,O,O,O,O,X,X
OIJTSZL,O,O,O,X,X,O
OIJTZLS,O,O,O,O,O,O
OIJTZSL,O,O,O,X,O,O
OIJLTSZ,O,O,X,O,X,X
OIJLTZS,O,O,X,O,X,X
OIJLSTZ,O,O,X,O,X,X
OIJLSZT,O,O,X,X,X,O
OIJLZTS,O,O,X,X,O,O
OIJLZST,O,O,X,X,X,O
OIJSTLZ,O,O,O,O,X,X
OIJSTZL,O,O,O,O,X,O
OIJSLTZ,O,O,O,O,X,X
OIJSLZT,O,O,O,X,X,O
OIJSZTL,O,O,O,X,O,O
OIJSZLT,O,O,O,X,X,O
OIJZTLS,O,O,X,X,O,O
OIJZTSL,O,O,X,X,O,O
OIJZLTS,O,O,X,X,O,O
OIJZLST,O,O,X,X,X,O
OIJZSTL,O,O,X,X,O,O
OIJZSLT,O,O,X,X,X,O
OISTLJZ,O,X,O,O,X,X
OISTLZJ,O,X,O,O,X,X
OISTJLZ,O,X,O,O,X,X
OISTJZL,O,X,O,O,X,X
OISTZLJ,O,X,O,O,X,X
OISTZJL,O,X,O,O,X,X
OISLTJZ,O,X,O,O,X,X
OISLTZJ,O,O,O,O,X,X
OISLJTZ,O,O,O,O,X,X
OISLJZT,O,O,O,X,X,X
OISLZTJ,O,O,O,O,X,X
OISLZJT,O,O,O,X,X,X
OISJTLZ,O,O,O,O,X,X
OISJTZL,O,O,O,O,X,O
OISJLTZ,O,O,O,O,X,X
OISJLZT,O,O,O,X,X,O
OISJZTL,O,O,O,X,X,O
OISJZLT,O,O,O,X,X,O
OISZTLJ,O,X,O,O,X,X
OISZTJL,O,O,O,O,X,O
OISZLTJ,O,O,O,O,X,X
OISZLJT,O,O,O,X,X,X
OISZJTL,O,O,O,X,X,O
OISZJLT,O,O,O,X,X,O
OIZTLJS,O,O,O,O,O,O
OIZTLSJ,O,O,O,X,X,X
OIZTJLS,O,O,O,O,O,O
OIZTJSL,O,O,O,X,O,O
OIZTSLJ,O,X,O,X,X,X
OIZTSJL,O,O,O,X,X,O
OIZLTJS,O,O,O,O,X,O
OIZLTSJ,O,O,O,X,X,X
OIZLJTS,O,O,X,X,X,O
OIZLJST,O,O,X,X,X,O
OIZLSTJ,O,O,O,O,X,X
OIZLSJT,O,O,O,X,X,X
OIZJTLS,O,O,X,X,O,O
OIZJTSL,O,O,X,X,O,O
OIZJLTS,O,O,X,X,O,O
OIZJLST,O,O,X,X,X,O
OIZJSTL,O,O,X,X,O,O
OIZJSLT,O,O,X,X,X,O
OIZSTLJ,O,X,O,O,X,X
OIZSTJL,O,O,O,O,X,O
OIZSLTJ,O,O,O,O,X,X
OIZSLJT,O,O,O,X,X,X
OIZSJTL,O,O,O,X,X,O
OIZSJLT,O,O,O,X,X,O
OLTIJSZ,O,O,X,O,X,X
OLTIJZS,O,O,X,O,O,X
OLTISJZ,O,X,X,O,X,X
OLTISZJ,O,O,X,O,X,X
OLTIZJS,O,O,X,O,O,X
OLTIZSJ,O,O,X,X,X,X
OLTJISZ,O,O,X,O,X,X
OLTJIZS,O,O,X,O,O,X
OLTJSIZ,O,O,X,O,X,X
OLTJSZI,O,O,X,O,O,X
OLTJZIS,O,O,X,O,O,X
OLTJZSI,O,O,X,O,O,X
OLTSIJZ,O,X,X,O,X,X
OLTSIZJ,O,O,X,O,X,X
OLTSJIZ,O,O,X,O,X,X
OLTSJZI,O,O,X,O,O,X
OLTSZIJ,O,O,X,O,X,X
OLTSZJI,O,O,X,O,O,X
OLTZIJS,O,O,X,O,O,X
OLTZISJ,O,O,X,X,X,X
OLTZJIS,O,O,X,O,O,X
OLTZJSI,O,O,X,O,O,X
OLTZSIJ,O,O,X,X,X,X
OLTZSJI,O,O,X,X,O,X
OLITJSZ,O,O,X,O,X,X
OLITJZS,O,O,X,O,X,X
OLITSJZ,O,X,X,O,X,X
OLITSZJ,O,O,X,O,X,X
OLITZJS,O,O,X,O,X,X
OLITZSJ,O,O,X,X,X,X
OLIJTSZ,O,O,X,O,X,X
OLIJTZS,O,O,X,O,X,X
OLIJSTZ,O,O,X,O,X,X
OLIJSZT,O,O,X,X,X,O
OLIJZTS,O,O,X,X,X,O
OLIJZST,O,O,X,X,X,O
OLISTJZ,O,X,X,O,X,X
OLISTZJ,O,O,X,O,X,X
OLISJTZ,O,O,X,O,X,X
OLISJZT,O,O,X,X,X,X
OLISZTJ,O,O,X,O,X,X
OLISZJT,O,O,X,X,X,X
OLIZTJS,O,O,X,O,X,O
OLIZTSJ,O,O,X,X,X,X
OLIZJTS,O,O,X,X,X,O
OLIZJST,O,O,X,X,X,O
OLIZSTJ,O,O,X,O,X,X
OLIZSJT,O,O,X,X,X,X
OLJTISZ,O,O,X,O,X,X
OLJTIZS,O,O,X,O,O,X
OLJTSIZ,O,O,X,O,X,X
OLJTSZI,O,O,X,O,O,X
OLJTZIS,O,O,X,O,O,X
OLJTZSI,O,O,X,O,O,X
OLJITSZ,O,O,X,O,X,X
OLJITZS,O,O,X,O,X,X
OLJISTZ,O,O,X,O,X,X
OLJISZT,O,O,X,X,X,O
OLJIZTS,O,O,X,X,O,O
OLJIZST,O,O,X,X,X,O
OLJSTIZ,O,O,X,O,X,X
OLJSTZI,O,O,X,O,X,X
OLJSITZ,O,O,X,O,X,X
OLJSIZT,O,O,X,X,X,O
OLJSZTI,O,O,X,X,X,O
OLJSZIT,O,O,X,X,X,O
OLJZTIS,O,O,X,X,O,O
OLJZTSI,O,O,X,X,O,O
OLJZITS,O,O,X,X,O,O
OLJZIST,O,O,X,X,X,O
OLJZSTI,O,O,X,X,X,O
OLJZSIT,O,O,X,X,X,O
OLSTIJZ,O,X,X,O,X,X
OLSTIZJ,O,O,X,O,X,X
OLSTJIZ,O,O,X,O,X,X
OLSTJZI,O,O,X,O,X,X
OLSTZIJ,O,O,X,O,X,X
OLSTZJI,O,O,X,O,X,X
OLSITJZ,O,X,X,O,X,X
OLSITZJ,O,O,X,O,X,X
OLSIJTZ,O,O,X,O,X,X
OLSIJZT,O,O,X,X,X,X
OLSIZTJ,O,O,X,O,X,X
OLSIZJT,O,O,X,X,X,X
OLSJTIZ,O,O,X,O,X,X
OLSJTZI,O,O,X,O,X,X
OLSJITZ,O,O,X,O,X,X
OLSJIZT,O,O,X,X,X,X
OLSJZTI,O,O,X,X,X,X
OLSJZIT,O,O,X,X,X,X
OLSZTIJ,O,O,X,O,X,X
OLSZTJI,O,O,X,O,X,X
OLSZITJ,O,O,X,O,X,X
OLSZIJT,O,O,X,X,X,X
OLSZJTI,O,O,X,X,X,X
OLSZJIT,O,O,X,X,X,X
OLZTIJS,O,O,X,O,O,O
OLZTISJ,O,O,X,X,X,X
OLZTJIS,O,O,X,O,O,O
OLZTJSI,O,O,X,O,O,O
OLZTSIJ,O,O,X,X,X,X
OLZTSJI,O,O,X,X,O,O
OLZITJS,O,O,X,O,X,O
OLZITSJ,O,O,X,X,X,X
OLZIJTS,O,O,X,X,X,O
OLZIJST,O,O,X,X,X,O
OLZISTJ,O,O,X,O,X,X
OLZISJT,O,O,X,X,X,X
OLZJTIS,O,O,X,X,O,O
OLZJTSI,O,O,X,X,O,O
OLZJITS,O,O,X,X,O,O
OLZJIST,O,O,X,X,X,O
OLZJSTI,O,O,X,X,X,O
OLZJSIT,O,O,X,X,X,O
OLZSTIJ,O,O,X,O,X,X
OLZSTJI,O,O,X,O,X,X
OLZSITJ,O,O,X,O,X,X
OLZSIJT,O,O,X,X,X,X
OLZSJTI,O,O,X,X,X,X
OLZSJIT,O,O,X,X,X,X
OJTILSZ,O,O,X,O,X,X
OJTILZS,O,O,X,O,O,X
OJTISLZ,O,O,X,O,X,X
OJTISZL,O,O,X,X,X,O
OJTIZLS,O,O,X,O,O,O
OJTIZSL,O,O,X,X,O,O
