sequence,v115@DhB8GeC8GeC8CeA8CeB8BeA8JeZEJvhFUgBFhBTjBW?qByvBXtB,v115@DhB8GeC8GeC8CeA8CeB8BeA8JeZEJvhFUgBFhB6oBf?qBetBzqB,v115@DhB8GeC8GeC8CeA8CeB8BeA8JeZEJvhFzfBFhB6oBf?rBetBUqB,v115@DhB8GeC8GeC8CeA8CeB8BeA8JeZEJvhFUgBFhBWqBT?oByvBXtB,v115@DhB8GeC8GeC8CeA8CeB8BeA8JexAJvhF0kBllBToBO?pByvBXtB,v115@DhB8GeC8GeC8CeA8CeB8BeA8JeZEJvhFqkBFhBTjB0?lBXtB2vB,v115@DhB8GeC8GeC8CeA8CeB8BeA8JeZEJvhFCgBllBToBO?rBUqBXtB
ZTJLSOI,O,O,O,X,X,X,X
ZTJLOIS,X,O,O,X,X,X,O
ZTJLOSI,X,O,O,X,X,X,X
ZTJSILO,O,O,O,X,X,X,X
ZTJSIOL,O,O,O,X,X,X,X
ZTJSLIO,O,O,O,X,X,X,X
ZTJSLOI,O,O,O,X,X,X,X
ZTJSOIL,O,O,O,X,X,X,X
ZTJSOLI,O,O,O,X,X,X,X
ZTJOILS,X,O,O,X,O,X,O
ZTJOISL,O,O,O,X,X,X,X
ZTJOLIS,X,O,O,X,O,X,O
ZTJOLSI,X,O,O,X,O,X,X
ZTJOSIL,O,O,O,X,X,X,X
ZTJOSLI,O,O,O,X,O,X,X
ZTSILJO,O,O,O,X,X,X,X
ZTSILOJ,O,X,O,X,X,X,O
ZTSIJLO,O,O,O,X,X,X,X
ZTSIJOL,O,O,O,X,X,X,X
ZTSIOLJ,O,X,O,X,X,X,O
ZTSIOJL,O,O,O,X,X,X,X
ZTSLIJO,O,O,O,X,X,X,X
ZTSLIOJ,O,X,O,X,X,X,O
ZTSLJIO,O,O,O,X,X,X,X
ZTSLJOI,O,O,O,X,X,X,X
ZTSLOIJ,O,X,O,X,X,X,O
ZTSLOJI,O,X,O,X,X,X,X
ZTSJILO,O,O,O,X,X,X,X
ZTSJIOL,O,O,O,X,X,X,X
ZTSJLIO,O,O,O,X,X,X,X
ZTSJLOI,O,O,O,X,X,X,X
ZTSJOIL,O,O,O,X,X,X,X
ZTSJOLI,O,O,O,X,X,X,X
ZTSOILJ,O,X,O,X,X,X,O
ZTSOIJL,O,O,O,X,X,X,X
ZTSOLIJ,O,X,O,X,O,X,O
ZTSOLJI,O,X,O,X,O,X,X
ZTSOJIL,O,O,O,X,X,X,X
ZTSOJLI,O,O,O,X,O,X,X
ZTOILJS,X,X,X,O,O,X,O
ZTOILSJ,X,X,X,X,O,X,O
ZTOIJLS,X,O,O,X,O,X,O
ZTOIJSL,X,O,O,X,X,X,X
ZTOISLJ,X,O,O,X,X,X,O
ZTOISJL,X,O,O,X,X,X,X
ZTOLIJS,X,X,X,O,O,X,O
ZTOLISJ,X,X,X,X,O,X,O
ZTOLJIS,X,X,X,O,O,X,O
ZTOLJSI,X,X,X,O,O,X,X
ZTOLSIJ,X,X,X,X,O,X,O
ZTOLSJI,X,X,X,X,O,X,X
ZTOJILS,X,O,O,X,O,X,O
ZTOJISL,X,O,O,X,X,X,X
ZTOJLIS,X,O,O,X,O,X,O
ZTOJLSI,X,O,O,X,O,X,X
ZTOJSIL,X,O,O,X,X,X,X
ZTOJSLI,X,O,O,X,O,X,X
ZTOSILJ,X,O,O,X,X,X,O
ZTOSIJL,X,O,O,X,X,X,X
ZTOSLIJ,X,O,O,X,O,X,O
ZTOSLJI,X,O,O,X,O,X,X
ZTOSJIL,X,O,O,X,X,X,X
ZTOSJLI,X,O,O,X,O,X,X
ZITLJSO,O,X,X,O,X,X,X
ZITLJOS,O,X,X,O,X,X,O
ZITLSJO,O,X,X,X,X,X,X
ZITLSOJ,O,X,X,X,X,X,O
ZITLOJS,X,X,X,O,X,X,O
ZITLOSJ,X,X,X,X,X,X,O
ZITJLSO,O,O,O,X,X,X,X
ZITJLOS,X,O,O,X,X,X,O
ZITJSLO,O,O,O,X,X,X,X
ZITJSOL,O,O,O,X,X,X,X
ZITJOLS,X,O,O,X,X,X,O
ZITJOSL,O,O,O,X,X,X,X
ZITSLJO,O,O,O,X,X,X,X
ZITSLOJ,O,X,O,X,X,X,O
ZITSJLO,O,O,O,X,X,X,X
ZITSJOL,O,O,O,X,X,X,X
ZITSOLJ,O,X,O,X,X,X,O
ZITSOJL,O,O,O,X,X,X,X
ZITOLJS,X,X,X,O,O,X,O
ZITOLSJ,X,X,X,X,O,X,O
ZITOJLS,X,O,O,X,O,X,O
ZITOJSL,X,O,O,X,X,X,X
ZITOSLJ,X,O,O,X,X,X,O
ZITOSJL,X,O,O,X,X,X,X
ZILTJSO,O,X,X,O,X,O,X
ZILTJOS,O,X,X,O,O,X,O
ZILTSJO,O,X,X,X,X,O,X
ZILTSOJ,O,X,X,X,O,O,O
ZILTOJS,X,X,X,O,O,X,O
ZILTOSJ,X,X,X,X,O,O,O
ZILJTSO,O,X,O,O,X,O,X
ZILJTOS,O,X,O,O,X,X,X
ZILJSTO,O,X,O,O,X,O,X
ZILJSOT,O,X,O,O,X,O,X
ZILJOTS,O,X,O,O,X,X,X
ZILJOST,O,X,O,O,X,X,X
ZILSTJO,O,X,O,X,X,O,X
ZILSTOJ,O,X,O,X,X,O,X
ZILSJTO,O,X,O,X,X,O,X
ZILSJOT,O,X,O,X,X,O,X
ZILSOTJ,O,X,O,X,X,O,X
ZILSOJT,O,X,O,X,X,O,X
ZILOTJS,X,X,X,O,O,X,O
ZILOTSJ,X,X,X,X,O,O,O
ZILOJTS,X,X,O,O,X,X,X
ZILOJST,X,X,O,O,X,X,X
ZILOSTJ,X,X,O,X,X,O,X
ZILOSJT,X,X,O,X,X,O,X
ZIJTLSO,O,O,O,X,X,X,X
ZIJTLOS,X,O,O,X,X,X,O
ZIJTSLO,O,O,O,X,X,X,X
ZIJTSOL,O,O,O,X,X,X,X
ZIJTOLS,X,O,O,X,X,X,O
ZIJTOSL,O,O,O,X,X,X,X
ZIJLTSO,O,O,O,O,X,X,X
ZIJLTOS,O,O,O,O,X,X,X
ZIJLSTO,O,O,O,O,X,X,X
ZIJLSOT,O,O,O,O,X,X,X
ZIJLOTS,O,O,O,O,X,X,X
ZIJLOST,O,O,O,O,X,X,X
ZIJSTLO,O,O,O,X,X,X,X
ZIJSTOL,O,O,O,X,X,X,X
ZIJSLTO,O,O,O,X,X,X,X
ZIJSLOT,O,O,O,X,X,X,X
ZIJSOTL,O,O,O,X,X,X,X
ZIJSOLT,O,O,O,X,X,X,X
ZIJOTLS,X,O,O,X,X,X,O
ZIJOTSL,O,O,O,X,X,X,X
ZIJOLTS,X,O,O,O,X,X,X
ZIJOLST,X,O,O,O,X,X,X
ZIJOSTL,O,O,O,X,X,X,X
ZIJOSLT,O,O,O,X,X,X,X
ZISTLJO,O,O,O,X,X,X,X
ZISTLOJ,O,X,O,X,X,X,O
ZISTJLO,O,O,O,X,X,X,X
ZISTJOL,O,O,O,X,X,X,X
ZISTOLJ,O,X,O,X,X,X,O
ZISTOJL,O,O,O,X,X,X,X
ZISLTJO,O,O,O,X,X,O,X
ZISLTOJ,O,X,O,X,X,O,X
ZISLJTO,O,O,O,X,X,O,X
ZISLJOT,O,O,O,X,X,O,X
ZISLOTJ,O,X,O,X,X,O,X
ZISLOJT,O,X,O,X,X,O,X
ZISJTLO,O,O,O,X,X,X,X
ZISJTOL,O,O,O,X,X,X,X
ZISJLTO,O,O,O,X,X,X,X
ZISJLOT,O,O,O,X,X,X,X
ZISJOTL,O,O,O,X,X,X,X
ZISJOLT,O,O,O,X,X,X,X
ZISOTLJ,O,O,O,X,X,X,O
ZISOTJL,O,O,O,X,X,X,X
ZISOLTJ,O,O,O,X,X,O,X
ZISOLJT,O,O,O,X,X,O,X
ZISOJTL,O,O,O,X,X,X,X
ZISOJLT,O,O,O,X,X,X,X
ZIOTLJS,X,X,X,O,O,X,O
ZIOTLSJ,X,X,X,X,O,X,O
ZIOTJLS,X,O,O,X,O,X,O
ZIOTJSL,X,O,O,X,X,X,X
ZIOTSLJ,X,O,O,X,X,X,O
ZIOTSJL,X,O,O,X,X,X,X
ZIOLTJS,X,X,X,O,O,X,O
ZIOLTSJ,X,X,X,X,O,X,O
ZIOLJTS,X,X,O,O,X,X,X
ZIOLJST,X,X,O,O,X,X,X
ZIOLSTJ,X,X,O,X,X,X,X
ZIOLSJT,X,X,O,X,X,X,X
ZIOJTLS,X,O,O,X,X,X,O
ZIOJTSL,X,O,O,X,X,X,X
ZIOJLTS,X,O,O,O,X,X,X
ZIOJLST,X,O,O,O,X,X,X
ZIOJSTL,X,O,O,X,X,X,X
ZIOJSLT,X,O,O,X,X,X,X
ZIOSTLJ,X,O,O,X,X,X,O
ZIOSTJL,X,O,O,X,X,X,X
ZIOSLTJ,X,O,O,X,X,X,X
ZIOSLJT,X,O,O,X,X,X,X
ZIOSJTL,X,O,O,X,X,X,X
ZIOSJLT,X,O,O,X,X,X,X
ZLTIJSO,O,X,X,O,X,O,X
ZLTIJOS,O,X,X,O,O,X,O
ZLTISJO,O,X,X,X,X,O,X
ZLTISOJ,O,X,X,X,O,O,O
ZLTIOJS,X,X,X,O,O,X,O
ZLTIOSJ,X,X,X,X,O,O,O
ZLTJISO,O,X,X,O,X,O,X
ZLTJIOS,O,X,X,O,O,X,O
ZLTJSIO,O,X,X,O,X,O,X
ZLTJSOI,O,X,X,O,X,O,X
ZLTJOIS,O,X,X,O,O,X,O
ZLTJOSI,O,X,X,O,O,X,X
ZLTSIJO,O,X,X,X,X,O,X
ZLTSIOJ,O,X,X,X,O,O,O
ZLTSJIO,O,X,X,X,X,O,X
ZLTSJOI,O,X,X,X,X,O,X
ZLTSOIJ,O,X,X,X,O,O,O
ZLTSOJI,O,X,X,X,O,O,X
ZLTOIJS,X,X,X,O,O,X,O
ZLTOISJ,X,X,X,X,O,O,O
ZLTOJIS,X,X,X,O,O,X,O
ZLTOJSI,X,X,X,O,O,X,X
ZLTOSIJ,X,X,X,X,O,O,O
ZLTOSJI,X,X,X,X,O,O,X
ZLITJSO,O,X,X,O,X,O,X
ZLITJOS,O,X,X,O,O,X,O
ZLITSJO,O,X,X,X,X,O,X
ZLITSOJ,O,X,X,X,O,O,O
ZLITOJS,X,X,X,O,O,X,O
ZLITOSJ,X,X,X,X,O,O,O
ZLIJTSO,O,X,O,O,X,O,X
ZLIJTOS,O,X,O,O,X,X,X
ZLIJSTO,O,X,O,O,X,O,X
ZLIJSOT,O,X,O,O,X,O,X
ZLIJOTS,O,X,O,O,X,X,X
ZLIJOST,O,X,O,O,X,X,X
ZLISTJO,O,X,O,X,X,O,X
ZLISTOJ,O,X,O,X,X,O,X
ZLISJTO,O,X,O,X,X,O,X
ZLISJOT,O,X,O,X,X,O,X
ZLISOTJ,O,X,O,X,X,O,X
ZLISOJT,O,X,O,X,X,O,X
ZLIOTJS,X,X,X,O,O,X,O
ZLIOTSJ,X,X,X,X,O,O,O
ZLIOJTS,X,X,O,O,X,X,X
ZLIOJST,X,X,O,O,X,X,X
ZLIOSTJ,X,X,O,X,X,O,X
ZLIOSJT,X,X,O,X,X,O,X
ZLJTISO,O,X,O,O,X,O,X
ZLJTIOS,O,X,O,O,O,X,X
ZLJTSIO,O,X,O,O,X,O,X
ZLJTSOI,O,X,O,O,X,O,X
ZLJTOIS,O,X,O,O,O,X,X
ZLJTOSI,O,X,O,O,O,X,X
ZLJITSO,O,X,O,O,X,O,X
ZLJITOS,O,X,O,O,X,X,X
ZLJISTO,O,X,O,O,X,O,X
ZLJISOT,O,X,O,O,X,O,X
ZLJIOTS,O,X,O,O,X,X,X
ZLJIOST,O,X,O,O,X,X,X
ZLJSTIO,O,X,O,O,X,O,X
ZLJSTOI,O,X,O,O,X,O,X
ZLJSITO,O,X,O,O,X,O,X
ZLJSIOT,O,X,O,O,X,O,X
ZLJSOTI,O,X,O,O,X,O,X
ZLJSOIT,O,X,O,O,X,O,X
ZLJOTIS,O,X,O,O,O,X,X
ZLJOTSI,O,X,O,O,O,X,X
ZLJOITS,O,X,O,O,X,X,X
ZLJOIST,O,X,O,O,X,X,X
ZLJOSTI,O,X,O,O,X,X,X
ZLJOSIT,O,X,O,O,X,X,X
ZLSTIJO,O,X,O,X,X,O,X
ZLSTIOJ,O,X,O,X,O,O,X
ZLSTJIO,O,X,O,X,X,O,X
ZLSTJOI,O,X,O,X,X,O,X
ZLSTOIJ,O,X,O,X,O,O,X
ZLSTOJI,O,X,O,X,O,O,X
ZLSITJO,O,X,O,X,X,O,X
ZLSITOJ,O,X,O,X,X,O,X
ZLSIJTO,O,X,O,X,X,O,X
ZLSIJOT,O,X,O,X,X,O,X
ZLSIOTJ,O,X,O,X,X,O,X
ZLSIOJT,O,X,O,X,X,O,X
ZLSJTIO,O,X,O,X,X,O,X
ZLSJTOI,O,X,O,X,X,O,X
ZLSJITO,O,X,O,X,X,O,X
ZLSJIOT,O,X,O,X,X,O,X
ZLSJOTI,O,X,O,X,X,O,X
ZLSJOIT,O,X,O,X,X,O,X
ZLSOTIJ,O,X,O,X,O,O,X
ZLSOTJI,O,X,O,X,O,O,X
ZLSOITJ,O,X,O,X,X,O,X
ZLSOIJT,O,X,O,X,X,O,X
ZLSOJTI,O,X,O,X,X,O,X
ZLSOJIT,O,X,O,X,X,O,X
ZLOTIJS,X,X,X,O,O,X,O
ZLOTISJ,X,X,X,X,O,O,O
ZLOTJIS,X,X,X,O,O,X,O
ZLOTJSI,X,X,X,O,O,X,X
ZLOTSIJ,X,X,X,X,O,O,O
ZLOTSJI,X,X,X,X,O,O,X
ZLOITJS,X,X,X,O,O,X,O
ZLOITSJ,X,X,X,X,O,O,O
ZLOIJTS,X,X,O,O,X,X,X
ZLOIJST,X,X,O,O,X,X,X
ZLOISTJ,X,X,O,X,X,O,X
ZLOISJT,X,X,O,X,X,O,X
ZLOJTIS,X,X,O,O,O,X,X
ZLOJTSI,X,X,O,O,O,X,X
ZLOJITS,X,X,O,O,X,X,X
ZLOJIST,X,X,O,O,X,X,X
ZLOJSTI,X,X,O,O,X,X,X
ZLOJSIT,X,X,O,O,X,X,X
ZLOSTIJ,X,X,O,X,O,O,X
ZLOSTJI,X,X,O,X,O,O,X
ZLOSITJ,X,X,O,X,X,O,X
ZLOSIJT,X,X,O,X,X,O,X
ZLOSJTI,X,X,O,X,X,O,X
ZLOSJIT,X,X,O,X,X,O,X
ZJTILSO,O,O,O,X,X,X,X
ZJTILOS,X,O,O,X,X,X,O
ZJTISLO,O,O,O,X,X,X,X
ZJTISOL,O,O,O,X,X,X,X
ZJTIOLS,X,O,O,X,X,X,O
ZJTIOSL,O,O,O,X,X,X,X
ZJTLISO,O,O,O,X,X,X,X
ZJTLIOS,X,O,O,X,X,X,O
ZJTLSIO,O,O,O,X,X,X,X
ZJTLSOI,O,O,O,X,X,X,X
ZJTLOIS,X,O,O,X,X,X,O
ZJTLOSI,X,O,O,X,X,X,X
ZJTSILO,O,O,O,X,X,X,X
ZJTSIOL,O,O,O,X,X,X,X
ZJTSLIO,O,O,O,X,X,X,X
ZJTSLOI,O,O,O,X,X,X,X
ZJTSOIL,O,O,O,X,X,X,X
ZJTSOLI,O,O,O,X,X,X,X
ZJTOILS,X,O,O,X,O,X,O
ZJTOISL,O,O,O,X,X,X,X
ZJTOLIS,X,O,O,X,O,X,O
ZJTOLSI,X,O,O,X,O,X,X
ZJTOSIL,O,O,O,X,X,X,X
ZJTOSLI,O,O,O,X,O,X,X
ZJITLSO,O,O,O,X,X,X,X
ZJITLOS,X,O,O,X,X,X,O
ZJITSLO,O,O,O,X,X,X,X
ZJITSOL,O,O,O,X,X,X,X
ZJITOLS,X,O,O,X,X,X,O
ZJITOSL,O,O,O,X,X,X,X
ZJILTSO,O,O,O,O,X,X,X
ZJILTOS,O,O,O,O,X,X,X
ZJILSTO,O,O,O,O,X,X,X
ZJILSOT,O,O,O,O,X,X,X
ZJILOTS,O,O,O,O,X,X,X
ZJILOST,O,O,O,O,X,X,X
ZJISTLO,O,O,O,X,X,X,X
ZJISTOL,O,O,O,X,X,X,X
ZJISLTO,O,O,O,X,X,X,X
ZJISLOT,O,O,O,X,X,X,X
ZJISOTL,O,O,O,X,X,X,X
ZJISOLT,O,O,O,X,X,X,X
ZJIOTLS,X,O,O,X,X,X,O
ZJIOTSL,O,O,O,X,X,X,X
ZJIOLTS,X,O,O,O,X,X,X
ZJIOLST,X,O,O,O,X,X,X
ZJIOSTL,O,O,O,X,X,X,X
ZJIOSLT,O,O,O,X,X,X,X
ZJLTISO,O,O,O,O,X,X,X
ZJLTIOS,O,O,O,O,O,X,X
ZJLTSIO,O,O,O,O,X,X,X
ZJLTSOI,O,O,O,O,X,X,X
ZJLTOIS,O,O,O,O,O,X,X
ZJLTOSI,O,O,O,O,O,X,X
ZJLITSO,O,O,O,O,X,X,X
ZJLITOS,O,O,O,O,X,X,X
ZJLISTO,O,O,O,O,X,X,X
ZJLISOT,O,O,O,O,X,X,X
ZJLIOTS,O,O,O,O,X,X,X
ZJLIOST,O,O,O,O,X,X,X
ZJLSTIO,O,O,O,O,X,X,X
ZJLSTOI,O,O,O,O,X,X,X
ZJLSITO,O,O,O,O,X,X,X
ZJLSIOT,O,O,O,O,X,X,X
ZJLSOTI,O,O,O,O,X,X,X
ZJLSOIT,O,O,O,O,X,X,X
ZJLOTIS,O,O,O,O,O,X,X
ZJLOTSI,O,O,O,O,O,X,X
ZJLOITS,O,O,O,O,X,X,X
ZJLOIST,O,O,O,O,X,X,X
ZJLOSTI,O,O,O,O,X,X,X
ZJLOSIT,O,O,O,O,X,X,X
ZJSTILO,O,O,O,X,X,X,X
ZJSTIOL,O,O,O,X,X,X,X
ZJSTLIO,O,O,O,X,X,X,X
ZJSTLOI,O,O,O,X,X,X,X
ZJSTOIL,O,O,O,X,X,X,X
ZJSTOLI,O,O,O,X,X,X,X
ZJSITLO,O,O,O,X,X,X,X
ZJSITOL,O,O,O,X,X,X,X
ZJSILTO,O,O,O,X,X,X,X
ZJSILOT,O,O,O,X,X,X,X
ZJSIOTL,O,O,O,X,X,X,X
ZJSIOLT,O,O,O,X,X,X,X
ZJSLTIO,O,O,O,X,X,X,X
ZJSLTOI,O,O,O,X,X,X,X
ZJSLITO,O,O,O,X,X,X,X
ZJSLIOT,O,O,O,X,X,X,X
ZJSLOTI,O,O,O,X,X,X,X
ZJSLOIT,O,O,O,X,X,X,X
ZJSOTIL,O,O,O,X,X,X,X
ZJSOTLI,O,O,O,X,X,X,X
ZJSOITL,O,O,O,X,X,X,X
ZJSOILT,O,O,O,X,X,X,X
ZJSOLTI,O,O,O,X,X,X,X
ZJSOLIT,O,O,O,X,X,X,X
ZJOTILS,X,O,O,X,O,X,O
ZJOTISL,O,O,O,X,X,X,X
ZJOTLIS,X,O,O,X,O,X,O
ZJOTLSI,X,O,O,X,O,X,X
ZJOTSIL,O,O,O,X,X,X,X
ZJOTSLI,O,O,O,X,O,X,X
ZJOITLS,X,O,O,X,X,X,O
ZJOITSL,O,O,O,X,X,X,X
ZJOILTS,X,O,O,O,X,X,X
ZJOILST,X,O,O,O,X,X,X
ZJOISTL,O,O,O,X,X,X,X
ZJOISLT,O,O,O,X,X,X,X
ZJOLTIS,X,O,O,O,O,X,X
ZJOLTSI,X,O,O,O,O,X,X
ZJOLITS,X,O,O,O,X,X,X
ZJOLIST,X,O,O,O,X,X,X
ZJOLSTI,X,O,O,O,X,X,X
ZJOLSIT,X,O,O,O,X,X,X
ZJOSTIL,O,O,O,X,X,X,X
ZJOSTLI,O,O,O,X,X,X,X
ZJOSITL,O,O,O,X,X,X,X
ZJOSILT,O,O,O,X,X,X,X
ZJOSLTI,O,O,O,X,X,X,X
ZJOSLIT,O,O,O,X,X,X,X
ZSTILJO,O,O,O,X,X,X,X
ZSTILOJ,O,X,O,X,X,X,O
ZSTIJLO,O,O,O,X,X,X,X
ZSTIJOL,O,O,O,X,X,X,X
ZSTIOLJ,O,X,O,X,X,X,O
ZSTIOJL,O,O,O,X,X,X,X
ZSTLIJO,O,O,O,X,X,X,X
ZSTLIOJ,O,X,O,X,X,X,O
ZSTLJIO,O,O,O,X,X,X,X
ZSTLJOI,O,O,O,X,X,X,X
ZSTLOIJ,O,X,O,X,X,X,O
ZSTLOJI,O,X,O,X,X,X,X
ZSTJILO,O,O,O,X,X,X,X
ZSTJIOL,O,O,O,X,X,X,X
ZSTJLIO,O,O,O,X,X,X,X
ZSTJLOI,O,O,O,X,X,X,X
ZSTJOIL,O,O,O,X,X,X,X
ZSTJOLI,O,O,O,X,X,X,X
ZSTOILJ,O,X,O,X,X,X,O
ZSTOIJL,O,O,O,X,X,X,X
ZSTOLIJ,O,X,O,X,O,X,O
ZSTOLJI,O,X,O,X,O,X,X
ZSTOJIL,O,O,O,X,X,X,X
ZSTOJLI,O,O,O,X,O,X,X
ZSITLJO,O,O,O,X,X,X,X
ZSITLOJ,O,X,O,X,X,X,O
ZSITJLO,O,O,O,X,X,X,X
ZSITJOL,O,O,O,X,X,X,X
ZSITOLJ,O,X,O,X,X,X,O
ZSITOJL,O,O,O,X,X,X,X
ZSILTJO,O,O,O,X,X,O,X
ZSILTOJ,O,X,O,X,X,O,X
ZSILJTO,O,O,O,X,X,O,X
ZSILJOT,O,O,O,X,X,O,X
ZSILOTJ,O,X,O,X,X,O,X
ZSILOJT,O,X,O,X,X,O,X
ZSIJTLO,O,O,O,X,X,X,X
ZSIJTOL,O,O,O,X,X,X,X
ZSIJLTO,O,O,O,X,X,X,X
ZSIJLOT,O,O,O,X,X,X,X
ZSIJOTL,O,O,O,X,X,X,X
ZSIJOLT,O,O,O,X,X,X,X
ZSIOTLJ,O,O,O,X,X,X,O
ZSIOTJL,O,O,O,X,X,X,X
ZSIOLTJ,O,O,O,X,X,O,X
ZSIOLJT,O,O,O,X,X,O,X
ZSIOJTL,O,O,O,X,X,X,X
ZSIOJLT,O,O,O,X,X,X,X
ZSLTIJO,O,O,O,X,X,O,X
ZSLTIOJ,O,X,O,X,O,O,X
ZSLTJIO,O,O,O,X,X,O,X
ZSLTJOI,O,O,O,X,X,O,X
ZSLTOIJ,O,X,O,X,O,O,X
ZSLTOJI,O,X,O,X,O,O,X
ZSLITJO,O,O,O,X,X,O,X
ZSLITOJ,O,X,O,X,X,O,X
ZSLIJTO,O,O,O,X,X,O,X
ZSLIJOT,O,O,O,X,X,O,X
ZSLIOTJ,O,X,O,X,X,O,X
ZSLIOJT,O,X,O,X,X,O,X
ZSLJTIO,O,O,O,X,X,O,X
ZSLJTOI,O,O,O,X,X,O,X
ZSLJITO,O,O,O,X,X,O,X
ZSLJIOT,O,O,O,X,X,O,X
ZSLJOTI,O,O,O,X,X,O,X
ZSLJOIT,O,O,O,X,X,O,X
ZSLOTIJ,O,X,O,X,O,O,X
ZSLOTJI,O,X,O,X,O,O,X
ZSLOITJ,O,X,O,X,X,O,X
ZSLOIJT,O,X,O,X,X,O,X
ZSLOJTI,O,X,O,X,X,O,X
ZSLOJIT,O,X,O,X,X,O,X
ZSJTILO,O,O,O,X,X,X,X
ZSJTIOL,O,O,O,X,X,X,X
ZSJTLIO,O,O,O,X,X,X,X
ZSJTLOI,O,O,O,X,X,X,X
ZSJTOIL,O,O,O,X,X,X,X
ZSJTOLI,O,O,O,X,X,X,X
ZSJITLO,O,O,O,X,X,X,X
ZSJITOL,O,O,O,X,X,X,X
ZSJILTO,O,O,O,X,X,X,X
ZSJILOT,O,O,O,X,X,X,X
ZSJIOTL,O,O,O,X,X,X,X
ZSJIOLT,O,O,O,X,X,X,X
ZSJLTIO,O,O,O,X,X,X,X
ZSJLTOI,O,O,O,X,X,X,X
ZSJLITO,O,O,O,X,X,X,X
ZSJLIOT,O,O,O,X,X,X,X
ZSJLOTI,O,O,O,X,X,X,X
ZSJLOIT,O,O,O,X,X,X,X
ZSJOTIL,O,O,O,X,X,X,X
ZSJOTLI,O,O,O,X,X,X,X
ZSJOITL,O,O,O,X,X,X,X
ZSJOILT,O,O,O,X,X,X,X
ZSJOLTI,O,O,O,X,X,X,X
ZSJOLIT,O,O,O,X,X,X,X
ZSOTILJ,O,O,O,X,X,X,O
ZSOTIJL,O,O,O,X,X,X,X
ZSOTLIJ,O,O,O,X,O,X,O
ZSOTLJI,O,O,O,X,O,X,X
ZSOTJIL,O,O,O,X,X,X,X
ZSOTJLI,O,O,O,X,O,X,X
ZSOITLJ,O,O,O,X,X,X,O
ZSOITJL,O,O,O,X,X,X,X
ZSOILTJ,O,O,O,X,X,O,X
ZSOILJT,O,O,O,X,X,O,X
ZSOIJTL,O,O,O,X,X,X,X
ZSOIJLT,O,O,O,X,X,X,X
ZSOLTIJ,O,O,O,X,O,O,X
ZSOLTJI,O,O,O,X,O,O,X
ZSOLITJ,O,O,O,X,X,O,X
ZSOLIJT,O,O,O,X,X,O,X
ZSOLJTI,O,O,O,X,X,O,X
ZSOLJIT,O,O,O,X,X,O,X
ZSOJTIL,O,O,O,X,X,X,X
ZSOJTLI,O,O,O,X,X,X,X
ZSOJITL,O,O,O,X,X,X,X
ZSOJILT,O,O,O,X,X,X,X
ZSOJLTI,O,O,O,X,X,X,X
ZSOJLIT,O,O,O,X,X,X,X
ZOTILJS,X,X,X,O,O,X,O
ZOTILSJ,X,X,X,X,O,X,O
ZOTIJLS,X,O,O,X,O,X,O
ZOTIJSL,X,O,O,X,X,X,X
ZOTISLJ,X,O,O,X,X,X,O
ZOTISJL,X,O,O,X,X,X,X
ZOTLIJS,X,X,X,O,O,X,O
ZOTLISJ,X,X,X,X,O,X,O
ZOTLJIS,X,X,X,O,O,X,O
ZOTLJSI,X,X,X,O,O,X,X
ZOTLSIJ,X,X,X,X,O,X,O
ZOTLSJI,X,X,X,X,O,X,X
ZOTJILS,X,O,O,X,O,X,O
ZOTJISL,X,O,O,X,X,X,X
ZOTJLIS,X,O,O,X,O,X,O
ZOTJLSI,X,O,O,X,O,X,X
ZOTJSIL,X,O,O,X,X,X,X
ZOTJSLI,X,O,O,X,O,X,X
ZOTSILJ,X,O,O,X,X,X,O
ZOTSIJL,X,O,O,X,X,X,X
ZOTSLIJ,X,O,O,X,O,X,O
ZOTSLJI,X,O,O,X,O,X,X
ZOTSJIL,X,O,O,X,X,X,X
ZOTSJLI,X,O,O,X,O,X,X
ZOITLJS,X,X,X,O,O,X,O
ZOITLSJ,X,X,X,X,O,X,O
ZOITJLS,X,O,O,X,O,X,O
ZOITJSL,X,O,O,X,X,X,X
ZOITSLJ,X,O,O,X,X,X,O
ZOITSJL,X,O,O,X,X,X,X
ZOILTJS,X,X,X,O,O,X,O
ZOILTSJ,X,X,X,X,O,X,O
ZOILJTS,X,X,O,O,X,X,X
ZOILJST,X,X,O,O,X,X,X
ZOILSTJ,X,X,O,X,X,X,X
ZOILSJT,X,X,O,X,X,X,X
ZOIJTLS,X,O,O,X,X,X,O
ZOIJTSL,X,O,O,X,X,X,X
ZOIJLTS,X,O,O,O,X,X,X
ZOIJLST,X,O,O,O,X,X,X
ZOIJSTL,X,O,O,X,X,X,X
ZOIJSLT,X,O,O,X,X,X,X
ZOISTLJ,X,O,O,X,X,X,O
ZOISTJL,X,O,O,X,X,X,X
ZOISLTJ,X,O,O,X,X,X,X
ZOISLJT,X,O,O,X,X,X,X
ZOISJTL,X,O,O,X,X,X,X
ZOISJLT,X,O,O,X,X,X,X
ZOLTIJS,X,X,X,O,O,X,O
ZOLTISJ,X,X,X,X,O,X,O
ZOLTJIS,X,X,X,O,O,X,O
ZOLTJSI,X,X,X,O,O,X,X
ZOLTSIJ,X,X,X,X,O,X,O
ZOLTSJI,X,X,X,X,O,X,X
ZOLITJS,X,X,X,O,O,X,O
ZOLITSJ,X,X,X,X,O,X,O
