sequence,v115@9gA8IeA8IeA8CeA8AeB8BeC8DeC8JeFAJvhFXhB8mB?CjBWqBToBRwB,v115@9gA8IeA8IeA8CeA8AeB8BeC8DeC8JeuEJvhFFhB8mB?foB6oBTlBRwB,v115@9gA8IeA8IeA8CeA8AeB8BeC8DeC8JeCAJvhFXhB8mB?ziB+oBVqBRwB,v115@9gA8IeA8IeA8CeA8AeB8BeC8DeC8JeqEJvhF/lBFhB?8mBziB+oBRwB,v115@9gA8IeA8IeA8CeA8AeB8BeC8DeC8JeuEJvhF1lB6mB?xiBToB0qBXsB,v115@9gA8IeA8IeA8CeA8AeB8BeC8DeC8JeRAJvhFfoB6oB?WqBlmB0qBzrB,v115@9gA8IeA8IeA8CeA8AeB8BeC8DeC8Je/GJvhFClBxnB?UlBToBWwBFsB
LSTOJIZ,X,X,X,X,X,X,X
LSTOJZI,X,O,X,X,X,O,X
LSTOZIJ,X,O,X,X,X,X,X
LSTOZJI,X,O,X,X,X,X,X
LSITJZO,X,O,X,O,X,O,X
LSITJOZ,X,X,X,O,X,X,X
LSITZJO,X,O,X,O,X,X,X
LSITZOJ,X,O,X,O,X,X,O
LSITOJZ,X,O,X,X,X,X,X
LSITOZJ,X,O,X,X,X,X,O
LSIJTZO,O,O,X,O,X,O,X
LSIJTOZ,X,X,X,O,X,X,X
LSIJZTO,O,O,X,O,X,X,X
LSIJZOT,O,O,X,O,X,X,O
LSIJOTZ,X,O,X,O,X,X,X
LSIJOZT,X,O,X,O,X,X,O
LSIZTJO,O,O,X,O,X,X,X
LSIZTOJ,O,O,X,O,X,X,O
LSIZJTO,O,O,X,O,X,X,X
LSIZJOT,O,O,X,O,X,X,O
LSIZOTJ,O,O,X,O,X,X,O
LSIZOJT,O,O,X,O,X,X,O
LSIOTJZ,X,O,X,X,X,X,X
LSIOTZJ,X,O,X,X,X,X,O
LSIOJTZ,X,O,X,O,X,X,X
LSIOJZT,X,O,X,O,X,X,O
LSIOZTJ,X,O,X,O,X,X,O
LSIOZJT,X,O,X,O,X,X,O
LSJTIZO,X,O,X,X,X,O,X
LSJTIOZ,X,X,X,X,X,X,X
LSJTZIO,O,O,X,O,X,O,X
LSJTZOI,O,O,X,O,X,O,X
LSJTOIZ,X,X,X,X,X,X,X
LSJTOZI,X,X,X,O,X,O,X
LSJITZO,X,O,X,O,X,O,X
LSJITOZ,X,X,X,O,X,X,X
LSJIZTO,X,O,X,O,X,X,X
LSJIZOT,X,O,X,O,X,X,O
LSJIOTZ,X,O,X,O,X,X,X
LSJIOZT,X,O,X,O,X,X,O
LSJZTIO,O,O,X,O,X,O,X
LSJZTOI,O,O,X,O,X,O,X
LSJZITO,O,O,X,O,X,X,X
LSJZIOT,X,O,X,O,X,X,X
LSJZOTI,O,O,X,O,X,X,X
LSJZOIT,X,O,X,O,X,X,X
LSJOTIZ,X,X,X,X,X,X,X
LSJOTZI,X,O,X,O,X,O,X
LSJOITZ,X,X,X,O,X,X,X
LSJOIZT,X,O,X,O,X,X,X
LSJOZTI,X,O,X,O,X,X,X
LSJOZIT,X,O,X,O,X,X,X
LSZTIJO,O,O,X,O,X,X,X
LSZTIOJ,O,O,X,X,X,X,X
LSZTJIO,O,O,X,O,X,O,X
LSZTJOI,O,O,X,O,X,O,X
LSZTOIJ,O,O,X,X,X,X,X
LSZTOJI,O,O,X,O,X,X,X
LSZITJO,O,O,X,O,X,X,X
LSZITOJ,O,O,X,O,X,X,O
LSZIJTO,O,O,X,O,X,X,X
LSZIJOT,O,O,X,O,X,X,O
LSZIOTJ,O,O,X,O,X,X,O
LSZIOJT,O,O,X,O,X,X,O
LSZJTIO,O,O,X,O,X,O,X
LSZJTOI,O,O,X,O,X,O,X
LSZJITO,O,O,X,O,X,X,X
LSZJIOT,X,O,X,O,X,X,X
LSZJOTI,O,O,X,O,X,X,X
LSZJOIT,X,O,X,O,X,X,X
LSZOTIJ,O,O,X,X,X,X,X
LSZOTJI,O,O,X,O,X,X,X
LSZOITJ,X,O,X,X,X,X,X
LSZOIJT,X,O,X,X,X,X,X
LSZOJTI,O,O,X,O,X,X,X
LSZOJIT,X,O,X,O,X,X,X
LSOTIJZ,X,X,X,X,X,X,X
LSOTIZJ,X,X,X,X,X,X,X
LSOTJIZ,X,X,X,X,X,X,X
LSOTJZI,X,O,X,X,X,O,X
LSOTZIJ,X,O,X,X,X,X,X
LSOTZJI,X,O,X,X,X,X,X
LSOITJZ,X,O,X,X,X,X,X
LSOITZJ,X,O,X,X,X,X,O
LSOIJTZ,X,O,X,X,X,X,X
LSOIJZT,X,O,X,X,X,X,O
LSOIZTJ,X,O,X,X,X,X,O
LSOIZJT,X,O,X,X,X,X,O
LSOJTIZ,X,X,X,X,X,X,X
LSOJTZI,X,O,X,O,X,O,X
LSOJITZ,X,X,X,X,X,X,X
LSOJIZT,X,O,X,O,X,X,X
LSOJZTI,X,O,X,O,X,X,X
LSOJZIT,X,O,X,O,X,X,X
LSOZTIJ,X,O,X,X,X,X,X
LSOZTJI,X,O,X,O,X,X,X
LSOZITJ,X,O,X,X,X,X,X
LSOZIJT,X,O,X,X,X,X,X
LSOZJTI,X,O,X,O,X,X,X
LSOZJIT,X,O,X,O,X,X,X
LZTIJSO,O,X,O,O,X,X,X
LZTIJOS,O,X,O,O,O,X,X
LZTISJO,O,X,O,O,X,X,X
LZTISOJ,O,X,X,O,X,X,X
LZTIOJS,X,X,X,X,O,X,X
LZTIOSJ,X,X,X,X,O,X,X
LZTJISO,O,X,O,O,X,X,X
LZTJIOS,X,X,O,O,O,X,X
LZTJSIO,O,O,O,O,X,X,X
LZTJSOI,O,O,O,O,O,X,X
LZTJOIS,X,X,O,O,O,X,X
LZTJOSI,O,X,O,O,O,X,X
LZTSIJO,O,O,O,O,X,X,X
LZTSIOJ,O,O,X,X,X,X,X
LZTSJIO,O,O,O,O,X,X,X
LZTSJOI,O,O,O,O,O,X,X
LZTSOIJ,O,O,X,X,O,X,X
LZTSOJI,O,O,O,O,O,X,X
LZTOIJS,X,X,X,X,O,X,X
LZTOISJ,X,X,X,X,O,X,X
LZTOJIS,X,X,O,X,O,X,X
LZTOJSI,X,O,O,X,O,X,X
LZTOSIJ,X,O,X,X,O,X,X
LZTOSJI,X,O,O,X,O,X,X
LZITJSO,O,O,O,O,X,X,X
LZITJOS,O,X,O,O,X,X,X
LZITSJO,O,O,O,O,X,X,X
LZITSOJ,O,O,O,O,X,X,X
LZITOJS,X,O,O,X,X,X,X
LZITOSJ,X,O,O,X,X,X,X
LZIJTSO,O,O,O,O,X,X,X
LZIJTOS,O,X,O,O,X,X,X
LZIJSTO,O,O,O,O,X,X,X
LZIJSOT,O,O,O,O,X,X,X
LZIJOTS,O,X,O,O,X,X,X
LZIJOST,O,X,O,O,X,X,X
LZISTJO,O,O,O,O,X,X,X
LZISTOJ,O,O,O,O,X,X,O
LZISJTO,O,O,O,O,X,X,X
LZISJOT,O,O,O,O,X,X,O
LZISOTJ,O,O,X,O,X,X,O
LZISOJT,O,O,X,O,X,X,O
LZIOTJS,O,O,X,X,X,X,X
LZIOTSJ,O,O,X,X,X,X,X
LZIOJTS,O,O,X,O,X,X,X
LZIOJST,O,O,X,O,X,X,X
LZIOSTJ,O,O,X,O,X,X,X
LZIOSJT,O,O,X,O,X,X,X
LZJTISO,O,X,O,O,X,X,X
LZJTIOS,X,X,O,O,O,X,X
LZJTSIO,O,O,O,O,X,X,X
LZJTSOI,O,O,O,O,O,X,X
LZJTOIS,O,X,O,O,O,X,X
LZJTOSI,O,X,O,O,O,X,X
LZJITSO,O,O,O,O,X,X,X
LZJITOS,O,X,O,O,X,X,X
LZJISTO,O,O,O,O,X,X,X
LZJISOT,O,O,O,O,X,X,X
LZJIOTS,O,X,O,O,X,X,X
LZJIOST,O,X,O,O,X,X,X
LZJSTIO,O,O,O,O,X,X,X
LZJSTOI,O,O,O,O,X,X,X
LZJSITO,O,O,X,O,X,X,X
LZJSIOT,X,O,X,O,X,X,X
LZJSOTI,O,O,O,O,X,X,X
LZJSOIT,O,O,X,O,X,X,X
LZJOTIS,O,X,O,O,O,X,X
LZJOTSI,O,X,O,O,O,X,X
LZJOITS,O,X,O,O,O,X,X
LZJOIST,O,X,O,O,X,X,X
LZJOSTI,O,X,O,O,X,X,X
LZJOSIT,O,X,X,O,X,X,X
LZSTIJO,O,O,O,O,X,X,X
LZSTIOJ,O,O,X,X,X,X,X
LZSTJIO,O,O,O,O,X,X,X
LZSTJOI,O,O,O,O,X,X,X
LZSTOIJ,O,O,X,X,X,X,X
LZSTOJI,O,O,O,O,X,X,X
LZSITJO,O,O,X,O,X,X,X
LZSITOJ,O,O,X,O,X,X,O
LZSIJTO,O,O,X,O,X,X,X
LZSIJOT,O,O,X,O,X,X,O
LZSIOTJ,O,O,X,O,X,X,O
LZSIOJT,O,O,X,O,X,X,O
LZSJTIO,O,O,O,O,X,X,X
LZSJTOI,O,O,O,O,X,X,X
LZSJITO,O,O,X,O,X,X,X
LZSJIOT,X,O,X,O,X,X,X
LZSJOTI,O,O,O,O,X,X,X
LZSJOIT,O,O,X,O,X,X,X
LZSOTIJ,O,O,X,X,X,X,X
LZSOTJI,O,O,X,O,X,X,X
LZSOITJ,O,O,X,X,X,X,X
LZSOIJT,O,O,X,X,X,X,X
LZSOJTI,O,O,X,O,X,X,X
LZSOJIT,O,O,X,O,X,X,X
LZOTIJS,O,X,X,X,O,X,X
LZOTISJ,O,X,X,X,O,X,X
LZOTJIS,O,X,X,X,O,X,X
LZOTJSI,O,O,X,X,O,X,X
LZOTSIJ,O,O,X,X,O,X,X
LZOTSJI,O,O,X,X,O,X,X
LZOITJS,O,X,X,X,O,X,X
LZOITSJ,O,X,X,X,O,X,X
LZOIJTS,O,X,X,O,O,X,X
LZOIJST,O,X,X,O,X,X,X
LZOISTJ,O,X,X,O,X,X,X
LZOISJT,O,X,X,O,X,X,X
LZOJTIS,O,X,X,O,O,X,X
LZOJTSI,O,O,X,O,O,X,X
LZOJITS,O,X,X,O,O,X,X
LZOJIST,O,X,X,O,X,X,X
LZOJSTI,O,O,X,O,X,X,X
LZOJSIT,O,O,X,O,X,X,X
LZOSTIJ,O,O,X,X,X,X,X
LZOSTJI,O,O,X,O,X,X,X
LZOSITJ,O,O,X,X,X,X,X
LZOSIJT,O,O,X,X,X,X,X
LZOSJTI,O,O,X,O,X,X,X
LZOSJIT,O,O,X,O,X,X,X
LOTIJSZ,O,X,X,X,X,X,X
LOTIJZS,O,X,X,X,X,X,X
LOTISJZ,X,X,X,X,X,X,X
LOTISZJ,X,X,X,X,X,X,X
LOTIZJS,O,X,X,X,X,X,X
LOTIZSJ,O,X,X,X,X,X,X
LOTJISZ,X,X,X,X,X,X,X
LOTJIZS,O,X,X,X,X,X,X
LOTJSIZ,X,X,X,X,X,X,X
LOTJSZI,O,X,X,X,X,X,X
LOTJZIS,O,X,X,X,X,X,X
LOTJZSI,O,X,X,X,X,X,X
LOTSIJZ,X,X,X,X,X,X,X
LOTSIZJ,X,X,X,X,X,X,X
LOTSJIZ,X,X,X,X,X,X,X
LOTSJZI,X,X,X,X,X,X,X
LOTSZIJ,X,X,X,X,X,X,X
LOTSZJI,X,X,X,X,X,X,X
LOTZIJS,O,X,X,X,X,X,X
LOTZISJ,O,X,X,X,X,X,X
LOTZJIS,O,X,X,X,X,X,X
LOTZJSI,O,X,X,X,X,X,X
LOTZSIJ,O,X,X,X,X,X,X
LOTZSJI,O,X,X,X,X,X,X
LOITJSZ,O,X,X,X,X,X,X
LOITJZS,O,X,X,X,X,X,X
LOITSJZ,X,X,X,X,X,X,X
LOITSZJ,X,X,X,X,X,X,X
LOITZJS,O,X,X,X,X,X,X
LOITZSJ,O,X,X,X,X,X,X
LOIJTSZ,O,X,X,O,X,X,X
LOIJTZS,O,X,X,O,X,X,X
LOIJSTZ,O,X,X,O,X,X,X
LOIJSZT,O,X,X,O,X,X,X
LOIJZTS,O,X,X,O,O,X,X
LOIJZST,O,X,X,O,X,X,X
LOISTJZ,X,X,X,X,X,X,X
LOISTZJ,X,X,X,X,X,X,O
LOISJTZ,O,X,X,O,X,X,X
LOISJZT,O,X,X,O,X,X,O
LOISZTJ,O,X,X,O,X,X,O
LOISZJT,O,X,X,O,X,X,O
LOIZTJS,O,X,X,X,O,X,X
LOIZTSJ,O,X,X,X,O,X,X
LOIZJTS,O,X,X,O,O,X,X
LOIZJST,O,X,X,O,X,X,X
LOIZSTJ,O,X,X,O,X,X,X
LOIZSJT,O,X,X,O,X,X,X
LOJTISZ,X,X,X,O,X,X,X
LOJTIZS,O,X,X,O,X,X,X
LOJTSIZ,X,X,X,X,X,X,X
LOJTSZI,O,X,X,O,X,X,X
LOJTZIS,O,X,X,O,X,X,X
LOJTZSI,O,X,X,O,X,X,X
LOJITSZ,O,X,X,O,X,X,X
LOJITZS,O,X,X,O,X,X,X
LOJISTZ,O,X,X,O,X,X,X
LOJISZT,O,X,X,O,X,X,X
LOJIZTS,O,X,X,O,O,X,X
LOJIZST,O,X,X,O,X,X,X
LOJSTIZ,X,X,X,X,X,X,X
LOJSTZI,O,O,X,O,X,X,X
LOJSITZ,X,X,X,O,X,X,X
LOJSIZT,X,O,X,O,X,X,X
LOJSZTI,O,O,X,O,X,X,X
LOJSZIT,O,O,X,O,X,X,X
LOJZTIS,O,X,X,O,O,X,X
LOJZTSI,O,O,X,O,O,X,X
LOJZITS,O,X,X,O,O,X,X
LOJZIST,O,X,X,O,X,X,X
LOJZSTI,O,O,X,O,X,X,X
LOJZSIT,O,O,X,O,X,X,X
LOSTIJZ,X,X,X,X,X,X,X
LOSTIZJ,X,X,X,X,X,X,X
LOSTJIZ,X,X,X,X,X,X,X
LOSTJZI,X,O,X,X,X,X,X
LOSTZIJ,X,O,X,X,X,X,X
LOSTZJI,X,O,X,X,X,X,X
LOSITJZ,X,X,X,X,X,X,X
LOSITZJ,X,X,X,X,X,X,O
LOSIJTZ,O,X,X,X,X,X,X
LOSIJZT,O,O,X,X,X,X,O
LOSIZTJ,O,O,X,X,X,X,O
LOSIZJT,O,O,X,X,X,X,O
LOSJTIZ,X,X,X,X,X,X,X
LOSJTZI,O,O,X,O,X,X,X
LOSJITZ,X,X,X,X,X,X,X
LOSJIZT,X,O,X,O,X,X,X
LOSJZTI,O,O,X,O,X,X,X
LOSJZIT,O,O,X,O,X,X,X
LOSZTIJ,O,O,X,X,X,X,X
LOSZTJI,O,O,X,O,X,X,X
LOSZITJ,O,O,X,X,X,X,X
LOSZIJT,O,O,X,X,X,X,X
LOSZJTI,O,O,X,O,X,X,X
LOSZJIT,O,O,X,O,X,X,X
LOZTIJS,O,X,X,X,O,X,X
LOZTISJ,O,X,X,X,O,X,X
LOZTJIS,O,X,X,X,O,X,X
LOZTJSI,O,O,X,X,O,X,X
LOZTSIJ,O,O,X,X,O,X,X
LOZTSJI,O,O,X,X,O,X,X
LOZITJS,O,X,X,X,O,X,X
LOZITSJ,O,X,X,X,O,X,X
LOZIJTS,O,X,X,O,O,X,X
LOZIJST,O,X,X,O,X,X,X
LOZISTJ,O,X,X,O,X,X,X
LOZISJT,O,X,X,O,X,X,X
LOZJTIS,O,X,X,O,O,X,X
LOZJTSI,O,O,X,O,O,X,X
LOZJITS,O,X,X,O,O,X,X
LOZJIST,O,X,X,O,X,X,X
LOZJSTI,O,O,X,O,X,X,X
LOZJSIT,O,O,X,O,X,X,X
LOZSTIJ,O,O,X,X,X,X,X
LOZSTJI,O,O,X,O,X,X,X
LOZSITJ,O,O,X,X,X,X,X
LOZSIJT,O,O,X,X,X,X,X
LOZSJTI,O,O,X,O,X,X,X
LOZSJIT,O,O,X,O,X,X,X
JTILSZO,X,X,O,O,X,X,X
JTILSOZ,X,X,O,O,X,X,X
JTILZSO,O,X,O,O,X,X,X
JTILZOS,X,X,O,O,X,X,X
JTILOSZ,X,X,O,O,X,X,X
JTILOZS,X,X,O,O,X,X,X
JTISLZO,X,O,O,X,X,O,X
JTISLOZ,X,X,O,X,X,X,X
JTISZLO,X,O,O,X,X,X,X
JTISZOL,X,O,O,X,X,X,X
JTISOLZ,X,X,O,X,X,X,X
JTISOZL,X,X,O,X,X,X,X
JTIZLSO,O,O,O,O,X,X,X
JTIZLOS,X,X,O,O,X,X,X
JTIZSLO,O,O,O,X,X,X,X
JTIZSOL,O,O,O,X,X,X,X
JTIZOLS,O,X,O,O,X,X,X
JTIZOSL,O,O,O,X,X,X,X
JTIOLSZ,X,X,O,O,X,X,X
JTIOLZS,O,X,O,O,X,X,X
JTIOSLZ,X,X,O,X,X,X,X
JTIOSZL,X,X,O,X,X,X,X
JTIOZLS,O,X,O,O,X,X,X
JTIOZSL,O,X,O,X,X,X,X
JTLISZO,X,X,X,O,X,X,X
JTLISOZ,X,X,X,O,X,X,X
JTLIZSO,O,X,O,O,X,X,X
JTLIZOS,X,X,O,O,X,X,X
JTLIOSZ,X,X,X,O,X,X,X
JTLIOZS,X,X,O,O,X,X,X
JTLSIZO,X,X,X,X,X,O,X
JTLSIOZ,X,X,X,X,X,X,X
JTLSZIO,O,X,O,O,X,O,X
JTLSZOI,O,X,O,O,X,O,X
JTLSOIZ,X,X,X,X,X,X,X
JTLSOZI,X,X,O,O,X,O,X
JTLZISO,O,X,O,O,X,X,X
JTLZIOS,X,X,O,O,X,X,X
JTLZSIO,O,X,O,O,X,X,X
JTLZSOI,O,X,O,O,X,X,X
JTLZOIS,O,X,O,O,X,X,X
JTLZOSI,O,X,O,O,X,X,X
JTLOISZ,X,X,X,O,X,X,X
JTLOIZS,O,X,O,O,X,X,X
JTLOSIZ,X,X,X,X,X,X,X
JTLOSZI,O,X,O,O,X,X,X
JTLOZIS,O,X,O,O,X,X,X
JTLOZSI,O,X,O,O,X,X,X
JTSILZO,X,O,X,X,X,O,X
JTSILOZ,X,X,X,X,X,X,X
JTSIZLO,X,O,X,X,X,X,X
JTSIZOL,X,O,X,X,X,X,X
JTSIOLZ,X,X,X,X,X,X,X
JTSIOZL,X,X,X,X,X,X,X
JTSLIZO,X,O,X,X,X,O,X
JTSLIOZ,X,X,X,X,X,X,X
JTSLZIO,O,O,O,X,X,O,X
JTSLZOI,O,O,O,X,X,O,X
JTSLOIZ,X,X,X,X,X,X,X
JTSLOZI,X,X,O,X,X,O,X
JTSZILO,O,O,O,X,X,X,X
JTSZIOL,O,O,O,X,X,X,X
JTSZLIO,O,O,O,X,X,O,X
JTSZLOI,O,O,O,X,X,O,X
JTSZOIL,O,X,O,X,X,X,X
JTSZOLI,O,O,O,X,X,X,X
JTSOILZ,X,X,X,X,X,X,X
JTSOIZL,X,X,X,X,X,X,X
JTSOLIZ,X,X,X,X,X,X,X
JTSOLZI,O,X,O,X,X,O,X
JTSOZIL,O,X,O,X,X,X,X
JTSOZLI,O,X,O,X,X,X,X
JTZILSO,O,O,O,O,X,X,X
JTZILOS,X,X,O,O,O,X,X
JTZISLO,O,O,O,X,X,X,X
JTZISOL,O,O,O,X,X,X,X
JTZIOLS,O,X,O,O,O,X,X
JTZIOSL,O,O,O,X,O,X,X
JTZLISO,O,X,O,O,X,X,X
JTZLIOS,X,X,O,O,O,X,X
JTZLSIO,O,O,O,O,X,X,X
JTZLSOI,O,O,O,O,O,X,X
JTZLOIS,O,X,O,O,O,X,X
JTZLOSI,O,X,O,O,O,X,X
JTZSILO,O,O,O,X,X,X,X
JTZSIOL,O,O,O,X,X,X,X
JTZSLIO,O,O,O,X,X,O,X
JTZSLOI,O,O,O,X,O,O,X
JTZSOIL,O,X,O,X,O,X,X
JTZSOLI,O,O,O,X,O,X,X
JTZOILS,O,X,O,O,O,X,X
JTZOISL,O,X,O,X,O,X,X
JTZOLIS,O,X,O,O,O,X,X
JTZOLSI,O,X,O,O,O,X,X
JTZOSIL,O,X,O,X,O,X,X
JTZOSLI,O,O,O,X,O,X,X
JTOILSZ,X,X,O,O,X,X,X
JTOILZS,O,X,O,O,X,X,X
JTOISLZ,X,X,O,X,X,X,X
JTOISZL,X,X,O,X,X,X,X
JTOIZLS,O,X,O,O,O,X,X
JTOIZSL,O,X,O,X,O,X,X
JTOLISZ,X,X,X,O,X,X,X
JTOLIZS,O,X,O,O,X,X,X
JTOLSIZ,X,X,X,X,X,X,X
JTOLSZI,O,X,O,O,X,X,X
JTOLZIS,O,X,O,O,X,X,X
JTOLZSI,O,X,O,O,X,X,X
JTOSILZ,X,X,X,X,X,X,X
JTOSIZL,X,X,X,X,X,X,X
JTOSLIZ,X,X,X,X,X,X,X
JTOSLZI,O,X,O,X,X,O,X
JTOSZIL,O,X,O,X,X,X,X
JTOSZLI,O,X,O,X,X,X,X
JTOZILS,O,X,O,O,O,X,X
JTOZISL,O,X,O,X,O,X,X
JTOZLIS,O,X,O,O,O,X,X
JTOZLSI,O,X,O,O,O,X,X
JTOZSIL,O,X,O,X,O,X,X
JTOZSLI,O,X,O,X,O,X,X
JITLSZO,O,X,O,O,X,X,X
JITLSOZ,X,X,O,O,X,X,X
JITLZSO,O,X,O,O,X,X,X
JITLZOS,O,X,O,O,X,X,X
JITLOSZ,O,X,O,O,X,X,X
JITLOZS,O,X,O,O,X,X,X
JITSLZO,O,O,O,X,X,O,X
JITSLOZ,X,X,O,X,X,X,X
JITSZLO,O,O,O,X,X,X,X
JITSZOL,O,O,O,X,X,X,X
JITSOLZ,O,X,O,X,X,X,X
JITSOZL,O,X,O,X,X,X,X
JITZLSO,O,O,O,O,X,X,X
JITZLOS,O,X,O,O,X,X,X
JITZSLO,O,O,O,X,X,X,X
JITZSOL,O,O,O,X,X,X,X
JITZOLS,O,X,O,O,X,X,X
JITZOSL,O,O,O,X,X,X,X
JITOLSZ,O,X,O,O,X,X,X
JITOLZS,O,X,O,O,X,X,X
JITOSLZ,O,X,O,X,X,X,X
JITOSZL,O,X,O,X,X,X,X
JITOZLS,O,X,O,O,X,X,X
JITOZSL,O,X,O,X,X,X,X
JILTSZO,O,X,O,O,X,X,X
JILTSOZ,X,X,O,O,X,X,X
JILTZSO,O,X,O,O,X,X,X
JILTZOS,O,X,O,O,X,X,X
JILTOSZ,O,X,O,O,X,X,X
JILTOZS,O,X,O,O,X,X,X
JILSTZO,O,O,X,O,X,X,X
JILSTOZ,X,X,X,O,X,X,X
JILSZTO,O,O,X,O,X,X,X
JILSZOT,O,O,X,O,X,X,O
JILSOTZ,X,X,X,O,X,X,X
JILSOZT,X,O,X,O,X,X,O
JILZTSO,O,O,O,O,X,X,X
JILZTOS,O,X,O,O,X,X,X
JILZSTO,O,O,O,O,X,X,X
JILZSOT,O,O,O,O,X,X,X
JILZOTS,O,X,O,O,X,X,X
JILZOST,O,X,O,O,X,X,X
JILOTSZ,O,X,O,O,X,X,X
JILOTZS,O,X,O,O,X,X,X
JILOSTZ,O,X,X,O,X,X,X
JILOSZT,O,X,X,O,X,X,X
JILOZTS,O,X,O,O,X,X,X
JILOZST,O,X,O,O,X,X,X
JISTLZO,O,O,O,X,X,O,X
JISTLOZ,X,X,O,X,X,X,X
JISTZLO,O,O,O,X,X,X,X
JISTZOL,O,O,O,X,X,X,X
JISTOLZ,O,X,O,X,X,X,X
JISTOZL,O,X,O,X,X,X,X
JISLTZO,O,O,X,O,X,O,X
JISLTOZ,X,X,X,O,X,X,X
JISLZTO,O,O,X,O,X,X,X
JISLZOT,O,O,X,O,X,X,O
JISLOTZ,X,O,X,O,X,X,X
JISLOZT,X,O,X,O,X,X,O
JISZTLO,O,O,O,X,X,X,X
JISZTOL,O,O,O,X,X,X,X
JISZLTO,O,O,O,O,X,X,X
JISZLOT,O,O,O,O,X,X,X
JISZOTL,O,O,O,X,X,X,X
JISZOLT,O,O,O,O,X,X,X
JISOTLZ,O,O,O,X,X,X,X
JISOTZL,O,O,O,X,X,X,X
JISOLTZ,O,O,X,O,X,X,X
JISOLZT,O,O,X,O,X,X,X
JISOZTL,O,O,O,X,X,X,X
JISOZLT,O,O,O,O,X,X,X
JIZTLSO,O,O,O,O,X,X,X
JIZTLOS,O,X,O,O,O,X,X
JIZTSLO,O,O,O,X,X,X,X
JIZTSOL,O,O,O,X,X,X,X
JIZTOLS,O,O,O,O,O,X,X
JIZTOSL,O,O,O,X,O,X,X
JIZLTSO,O,O,O,O,X,X,X
JIZLTOS,O,X,O,O,X,X,X
JIZLSTO,O,O,O,O,X,X,X
JIZLSOT,O,O,O,O,X,X,X
JIZLOTS,O,X,O,O,X,X,X
JIZLOST,O,X,O,O,X,X,X
JIZSTLO,O,O,O,X,X,X,X
JIZSTOL,O,O,O,X,X,X,X
JIZSLTO,O,O,O,O,X,X,X
JIZSLOT,O,O,O,O,X,X,X
JIZSOTL,O,O,O,X,X,X,X
JIZSOLT,O,O,O,O,X,X,X
JIZOTLS,O,O,O,O,O,X,X
JIZOTSL,O,O,O,X,O,X,X
JIZOLTS,O,O,O,O,O,X,X
JIZOLST,O,O,O,O,X,X,X
JIZOSTL,O,O,O,X,O,X,X
JIZOSLT,O,O,O,O,X,X,X
JIOTLSZ,O,X,O,O,X,X,X
JIOTLZS,O,X,O,O,X,X,X
JIOTSLZ,O,O,O,X,X,X,X
JIOTSZL,O,O,O,X,X,X,X
JIOTZLS,O,O,O,O,O,X,X
JIOTZSL,O,O,O,X,O,X,X
JIOLTSZ,O,X,O,O,X,X,X
JIOLTZS,O,X,O,O,X,X,X
JIOLSTZ,O,O,X,O,X,X,X
JIOLSZT,O,O,X,O,X,X,X
JIOLZTS,O,O,O,O,O,X,X
JIOLZST,O,O,O,O,X,X,X
JIOSTLZ,O,O,O,X,X,X,X
JIOSTZL,O,O,O,X,X,X,X
JIOSLTZ,O,O,X,O,X,X,X
JIOSLZT,O,O,X,O,X,X,X
JIOSZTL,O,O,O,X,O,X,X
JIOSZLT,O,O,O,O,X,X,X
JIOZTLS,O,O,O,O,O,X,X
JIOZTSL,O,O,O,X,O,X,X
JIOZLTS,O,O,O,O,O,X,X
JIOZLST,O,O,O,O,X,X,X
JIOZSTL,O,O,O,X,O,X,X
JIOZSLT,O,O,O,O,X,X,X
JLTISZO,X,X,X,O,X,X,X
JLTISOZ,X,X,X,O,X,X,X
JLTIZSO,O,X,O,O,X,X,X
JLTIZOS,X,X,O,O,X,X,X
JLTIOSZ,X,X,X,O,X,X,X
JLTIOZS,X,X,O,O,X,X,X
JLTSIZO,X,X,X,X,X,O,X
JLTSIOZ,X,X,X,X,X,X,X
JLTSZIO,O,X,O,O,X,O,X
JLTSZOI,O,X,O,O,X,O,X
JLTSOIZ,X,X,X,X,X,X,X
JLTSOZI,X,X,O,O,X,O,X
JLTZISO,O,X,O,O,X,X,X
JLTZIOS,X,X,O,O,X,X,X
JLTZSIO,O,X,O,O,X,X,X
JLTZSOI,O,X,O,O,X,X,X
JLTZOIS,O,X,O,O,X,X,X
JLTZOSI,O,X,O,O,X,X,X
JLTOISZ,X,X,X,O,X,X,X
JLTOIZS,O,X,O,O,X,X,X
JLTOSIZ,X,X,X,X,X,X,X
JLTOSZI,O,X,O,O,X,X,X
JLTOZIS,O,X,O,O,X,X,X
JLTOZSI,O,X,O,O,X,X,X
JLITSZO,O,X,O,O,X,X,X
JLITSOZ,X,X,O,O,X,X,X
JLITZSO,O,X,O,O,X,X,X
JLITZOS,O,X,O,O,X,X,X
JLITOSZ,X,X,O,O,X,X,X
JLITOZS,O,X,O,O,X,X,X
JLISTZO,O,O,X,O,X,X,X
JLISTOZ,X,X,X,O,X,X,X
JLISZTO,O,O,X,O,X,X,X
JLISZOT,O,O,X,O,X,X,O
JLISOTZ,X,X,X,O,X,X,X
JLISOZT,X,O,X,O,X,X,O
JLIZTSO,O,O,O,O,X,X,X
JLIZTOS,O,X,O,O,X,X,X
JLIZSTO,O,O,O,O,X,X,X
JLIZSOT,O,O,O,O,X,X,X
