sequence,v115@HhA8IeA8DeG8AeA8BeB8Lel/IvhFmhBRqBcqBftB6t?BTrB,v115@HhA8IeA8DeG8AeA8BeB8Lex/IvhFylBzhBfqBUrBGt?BFtB,v115@HhA8IeA8DeG8AeA8BeB8Lel/IvhFihBziBRqBcqB+t?B3rB,v115@HhA8IeA8DeG8AeA8BeB8Lel/IvhF2mBCjBRqBcqBTt?B3rB,v115@HhA8IeA8DeG8AeA8BeB8Le6EJvhFZlBFhBWoBfrB8r?BTtB,v115@HhA8IeA8DeG8AeA8BeB8Lex/IvhFzhBfqB0lBKrBGt?BFtB,v115@HhA8IeA8DeG8AeA8BeB8Lex/IvhFWoBfqB0lBlrBir?BTtB,v115@HhA8IeA8DeG8AeA8BeB8Lex/IvhFWoBfqB0lBirBlr?BTtB,v115@HhA8IeA8DeG8AeA8BeB8Le6EJvhFZlBFhBziBfrB8r?B+tB,v115@HhA8IeA8DeG8AeA8BeB8Lex/IvhFymBfqB0lBFtBTr?BGtB,v115@HhA8IeA8DeG8AeA8BeB8LeRBJvhFSoBzkBfrBlrBmp?BUtB,v115@HhA8IeA8DeG8AeA8BeB8LeSIJvhFzkBRmBfrBmpBlr?BUtB
IZLTOJS,O,X,X,O,X,X,X,X,X,X,X,X
IZLTOSJ,O,X,X,O,X,X,X,X,X,X,X,X
IZLJTSO,O,X,O,X,X,X,X,X,X,X,X,X
IZLJTOS,X,X,O,O,X,X,X,X,X,X,X,X
IZLJSTO,O,X,O,X,O,X,X,X,X,X,X,X
IZLJSOT,O,X,O,X,O,X,X,X,X,X,X,X
IZLJOTS,X,X,O,O,X,X,X,X,X,X,X,X
IZLJOST,X,X,O,O,X,X,X,X,X,X,X,X
IZLSTJO,O,X,O,X,O,X,X,X,O,X,X,X
IZLSTOJ,O,X,O,X,O,X,X,X,O,X,X,X
IZLSJTO,O,X,O,X,O,X,X,X,O,X,X,X
IZLSJOT,O,X,O,X,O,X,X,X,O,X,X,X
IZLSOTJ,O,X,O,X,O,X,X,X,O,X,X,X
IZLSOJT,O,X,O,X,O,X,X,X,O,X,X,X
IZLOTJS,O,X,X,O,X,X,X,X,X,X,X,X
IZLOTSJ,O,X,X,O,X,X,X,X,X,X,X,X
IZLOJTS,O,X,X,O,X,X,X,X,X,X,X,X
IZLOJST,O,X,X,O,X,X,X,X,X,X,X,X
IZLOSTJ,O,X,X,O,X,X,X,X,X,X,X,O
IZLOSJT,O,X,X,O,X,X,X,X,X,X,X,O
IZJTLSO,O,X,O,X,X,X,X,X,X,X,X,X
IZJTLOS,X,X,O,O,X,X,X,X,X,X,X,X
IZJTSLO,O,X,O,X,X,X,X,X,X,X,X,X
IZJTSOL,O,X,O,O,X,X,X,X,X,X,X,X
IZJTOLS,O,X,O,O,X,X,X,X,X,X,X,X
IZJTOSL,O,X,O,O,X,X,X,X,X,X,X,X
IZJLTSO,O,X,O,X,X,X,X,X,X,X,X,X
IZJLTOS,X,X,O,O,X,X,X,X,X,X,X,X
IZJLSTO,O,X,O,X,O,X,X,X,X,X,X,X
IZJLSOT,O,X,O,X,O,X,X,X,X,X,X,X
IZJLOTS,X,X,O,O,X,X,X,X,X,X,X,X
IZJLOST,X,X,O,O,X,X,X,X,X,X,X,X
IZJSTLO,O,X,O,X,X,X,O,O,X,X,X,X
IZJSTOL,O,X,O,O,X,X,O,X,X,X,X,X
IZJSLTO,O,X,O,X,O,X,O,O,X,X,X,X
IZJSLOT,O,X,O,X,O,X,X,O,X,X,X,X
IZJSOTL,O,X,O,O,X,X,O,X,X,X,X,X
IZJSOLT,O,X,O,O,X,X,X,O,X,X,X,X
IZJOTLS,O,X,O,O,X,X,X,X,X,X,X,X
IZJOTSL,O,X,O,O,X,X,X,X,X,X,X,X
IZJOLTS,O,X,O,O,X,X,X,X,X,X,X,X
IZJOLST,O,X,O,O,X,X,X,X,X,X,X,X
IZJOSTL,O,X,O,O,X,X,X,X,X,X,X,X
IZJOSLT,O,X,O,O,X,X,X,X,X,X,X,X
IZSTLJO,O,O,O,X,X,O,O,O,X,O,X,X
IZSTLOJ,O,O,O,X,X,O,X,X,X,O,X,X
IZSTJLO,O,O,O,X,X,O,O,O,X,O,X,X
IZSTJOL,O,O,O,O,X,X,O,X,X,X,X,X
IZSTOLJ,O,O,O,O,X,X,X,X,X,O,X,X
IZSTOJL,O,O,O,O,X,X,O,X,X,X,X,X
IZSLTJO,O,O,O,X,O,O,O,O,O,O,X,X
IZSLTOJ,O,O,O,X,O,O,X,X,O,O,X,X
IZSLJTO,O,O,O,X,O,O,O,O,O,O,X,X
IZSLJOT,O,O,O,X,O,O,X,O,O,X,X,X
IZSLOTJ,O,O,O,X,O,O,X,X,O,O,X,X
IZSLOJT,O,O,O,X,O,O,X,O,O,X,X,X
IZSJTLO,O,O,O,X,X,O,O,O,X,O,X,X
IZSJTOL,O,O,O,O,X,X,O,X,X,X,X,X
IZSJLTO,O,O,O,X,O,O,O,O,X,O,X,X
IZSJLOT,O,O,O,X,O,O,X,O,X,X,X,X
IZSJOTL,O,O,O,O,X,X,O,X,X,X,X,X
IZSJOLT,O,O,O,O,X,O,X,O,X,X,X,X
IZSOTLJ,O,O,O,O,X,X,X,X,X,O,X,X
IZSOTJL,O,O,O,O,X,X,O,X,X,X,X,X
IZSOLTJ,O,O,O,O,X,O,X,X,X,O,X,X
IZSOLJT,O,O,O,O,X,O,X,O,X,X,X,X
IZSOJTL,O,O,O,O,X,X,O,X,X,X,X,X
IZSOJLT,O,O,O,O,X,O,X,O,X,X,X,X
IZOTLJS,O,X,X,O,X,X,X,X,X,X,X,X
IZOTLSJ,O,X,X,O,X,X,X,X,X,X,X,X
IZOTJLS,O,X,O,O,X,X,X,X,X,X,X,X
IZOTJSL,O,X,O,O,X,X,X,X,X,X,X,X
IZOTSLJ,O,X,O,O,X,X,X,X,X,X,X,X
IZOTSJL,O,X,O,O,X,X,X,X,X,X,X,X
IZOLTJS,O,X,X,O,X,X,X,X,X,X,X,X
IZOLTSJ,O,X,X,O,X,X,X,X,X,X,X,X
IZOLJTS,O,X,X,O,X,X,X,X,X,X,X,X
IZOLJST,O,X,X,O,X,X,X,X,X,X,X,X
IZOLSTJ,O,X,X,O,X,X,X,X,X,X,X,O
IZOLSJT,O,X,X,O,X,X,X,X,X,X,X,O
IZOJTLS,O,X,O,O,X,X,X,X,X,X,X,X
IZOJTSL,O,X,O,O,X,X,X,X,X,X,X,X
IZOJLTS,O,X,O,O,X,X,X,X,X,X,X,X
IZOJLST,O,X,O,O,X,X,X,X,X,X,X,X
IZOJSTL,O,X,O,O,X,X,X,X,X,X,X,X
IZOJSLT,O,X,O,O,X,X,X,X,X,X,X,X
IZOSTLJ,O,O,O,O,X,X,X,X,X,X,X,X
IZOSTJL,O,O,O,O,X,X,X,X,X,X,X,X
IZOSLTJ,O,O,O,O,X,X,X,X,X,X,X,X
IZOSLJT,O,O,O,O,X,X,X,X,X,X,X,X
IZOSJTL,O,O,O,O,X,X,X,X,X,X,X,X
IZOSJLT,O,O,O,O,X,X,X,X,X,X,X,X
IOTLJSZ,X,X,X,X,X,X,X,X,X,X,X,X
IOTLJZS,X,X,X,O,X,X,X,X,X,X,X,X
IOTLSJZ,X,X,X,X,X,X,X,X,X,X,X,O
IOTLSZJ,X,X,X,X,X,X,X,X,X,X,X,O
IOTLZJS,X,X,X,O,X,X,X,X,X,X,X,X
IOTLZSJ,X,X,X,O,X,X,X,X,X,X,X,X
IOTJLSZ,X,X,X,X,X,X,X,X,X,X,X,X
IOTJLZS,X,X,X,O,X,X,X,X,X,X,X,X
IOTJSLZ,O,X,X,X,X,X,X,X,X,X,X,X
IOTJSZL,O,X,X,X,X,X,X,X,X,X,X,X
IOTJZLS,O,X,X,O,X,X,X,X,X,X,X,X
IOTJZSL,O,X,X,O,X,X,X,X,X,X,X,X
IOTSLJZ,O,X,X,X,X,X,X,X,X,X,X,X
IOTSLZJ,O,X,X,X,X,X,X,X,X,X,X,X
IOTSJLZ,O,X,X,X,X,X,X,X,X,X,X,X
IOTSJZL,O,X,X,X,X,X,X,X,X,X,X,X
IOTSZLJ,O,X,X,X,X,X,X,X,X,X,X,X
IOTSZJL,O,X,X,X,X,X,X,X,X,X,X,X
IOTZLJS,O,X,X,O,X,X,X,X,X,X,X,X
IOTZLSJ,O,X,X,O,X,X,X,X,X,X,X,X
IOTZJLS,O,X,X,O,X,X,X,X,X,X,X,X
IOTZJSL,O,X,X,O,X,X,X,X,X,X,X,X
IOTZSLJ,O,X,X,O,X,X,X,X,X,X,X,X
IOTZSJL,O,X,X,O,X,X,X,X,X,X,X,X
IOLTJSZ,X,X,X,X,X,X,X,X,X,X,X,X
IOLTJZS,X,X,X,O,X,X,X,X,X,X,X,X
IOLTSJZ,X,X,X,X,X,X,X,X,X,X,X,O
IOLTSZJ,X,X,X,X,X,X,X,X,X,X,X,O
IOLTZJS,X,X,X,O,X,X,X,X,X,X,X,X
IOLTZSJ,X,X,X,O,X,X,X,X,X,X,X,X
IOLJTSZ,X,X,X,X,X,X,X,X,X,X,X,X
IOLJTZS,X,X,X,O,X,X,X,X,X,X,X,X
IOLJSTZ,O,X,X,X,X,X,X,X,X,X,X,O
IOLJSZT,O,X,X,O,O,X,X,X,X,X,X,O
IOLJZTS,O,X,X,O,X,X,X,X,X,X,X,X
IOLJZST,O,X,X,O,X,X,X,X,X,X,X,X
IOLSTJZ,O,X,X,X,X,X,X,X,X,X,O,O
IOLSTZJ,O,X,X,X,X,X,X,X,X,X,O,O
IOLSJTZ,O,X,X,X,X,X,X,X,O,X,X,O
IOLSJZT,O,X,X,O,O,X,X,X,O,X,X,O
IOLSZTJ,O,X,X,O,O,X,X,X,O,X,X,O
IOLSZJT,O,X,X,O,O,X,X,X,O,X,X,O
IOLZTJS,O,X,X,O,X,X,X,X,X,X,X,X
IOLZTSJ,O,X,X,O,X,X,X,X,X,X,X,X
IOLZJTS,O,X,X,O,X,X,X,X,X,X,X,X
IOLZJST,O,X,X,O,X,X,X,X,X,X,X,X
IOLZSTJ,O,X,X,O,X,X,X,X,X,X,X,O
IOLZSJT,O,X,X,O,X,X,X,X,X,X,X,O
IOJTLSZ,X,X,X,X,X,X,X,X,X,X,X,X
IOJTLZS,X,X,X,O,X,X,X,X,X,X,X,X
IOJTSLZ,O,X,O,X,X,X,X,X,X,X,X,X
IOJTSZL,O,X,O,X,X,X,X,X,X,X,X,X
IOJTZLS,O,X,O,O,X,X,X,X,X,X,X,X
IOJTZSL,O,X,O,O,X,X,X,X,X,X,X,X
IOJLTSZ,X,X,X,X,X,X,X,X,X,X,X,X
IOJLTZS,X,X,X,O,X,X,X,X,X,X,X,X
IOJLSTZ,O,X,O,X,X,X,X,X,X,X,X,O
IOJLSZT,O,X,O,O,O,X,X,X,X,X,X,O
IOJLZTS,O,X,O,O,X,X,X,X,X,X,X,X
IOJLZST,O,X,O,O,X,X,X,X,X,X,X,X
IOJSTLZ,O,X,O,X,X,X,X,X,X,X,X,X
IOJSTZL,O,X,O,X,X,X,X,X,X,X,X,X
IOJSLTZ,O,X,O,X,X,X,X,X,X,X,X,X
IOJSLZT,O,X,O,O,O,X,X,X,X,X,X,X
IOJSZTL,O,X,O,O,X,X,O,X,X,X,X,X
IOJSZLT,O,X,O,O,X,X,X,O,X,X,X,X
IOJZTLS,O,X,O,O,X,X,X,X,X,X,X,X
IOJZTSL,O,X,O,O,X,X,X,X,X,X,X,X
IOJZLTS,O,X,O,O,X,X,X,X,X,X,X,X
IOJZLST,O,X,O,O,X,X,X,X,X,X,X,X
IOJZSTL,O,X,O,O,X,X,X,X,X,X,X,X
IOJZSLT,O,X,O,O,X,X,X,X,X,X,X,X
IOSTLJZ,O,X,X,X,X,X,X,X,X,X,O,X
IOSTLZJ,O,X,X,X,X,X,X,X,X,X,O,X
IOSTJLZ,O,X,X,X,X,X,X,X,X,X,O,X
IOSTJZL,O,X,X,X,X,X,X,X,X,X,X,X
IOSTZLJ,O,X,X,X,X,X,X,X,X,X,O,X
IOSTZJL,O,X,X,X,X,X,X,X,X,X,X,X
IOSLTJZ,O,X,X,X,X,X,X,X,X,X,O,O
IOSLTZJ,O,X,X,X,X,X,X,X,X,X,O,O
IOSLJTZ,O,X,O,X,X,X,X,X,O,X,X,O
IOSLJZT,O,X,O,O,O,X,X,X,O,X,X,O
IOSLZTJ,O,X,O,O,O,X,X,X,O,X,X,O
IOSLZJT,O,X,O,O,O,X,X,X,O,X,X,O
IOSJTLZ,O,X,O,X,X,X,X,X,X,X,X,X
IOSJTZL,O,X,O,X,X,X,X,X,X,X,X,X
IOSJLTZ,O,X,O,X,X,X,X,X,X,X,X,X
IOSJLZT,O,X,O,O,O,X,X,X,X,X,X,X
IOSJZTL,O,X,O,O,X,X,O,X,X,X,X,X
IOSJZLT,O,X,O,O,X,X,X,O,X,X,X,X
IOSZTLJ,O,O,O,O,X,X,X,X,X,O,X,X
IOSZTJL,O,O,O,O,X,X,O,X,X,X,X,X
IOSZLTJ,O,O,O,O,X,O,X,X,X,O,X,X
IOSZLJT,O,O,O,O,X,O,X,O,X,X,X,X
IOSZJTL,O,O,O,O,X,X,O,X,X,X,X,X
IOSZJLT,O,O,O,O,X,O,X,O,X,X,X,X
IOZTLJS,O,X,X,O,X,X,X,X,X,X,X,X
IOZTLSJ,O,X,X,O,X,X,X,X,X,X,X,X
IOZTJLS,O,X,O,O,X,X,X,X,X,X,X,X
IOZTJSL,O,X,O,O,X,X,X,X,X,X,X,X
IOZTSLJ,O,X,O,O,X,X,X,X,X,X,X,X
IOZTSJL,O,X,O,O,X,X,X,X,X,X,X,X
IOZLTJS,O,X,X,O,X,X,X,X,X,X,X,X
IOZLTSJ,O,X,X,O,X,X,X,X,X,X,X,X
IOZLJTS,O,X,X,O,X,X,X,X,X,X,X,X
IOZLJST,O,X,X,O,X,X,X,X,X,X,X,X
IOZLSTJ,O,X,X,O,X,X,X,X,X,X,X,O
IOZLSJT,O,X,X,O,X,X,X,X,X,X,X,O
IOZJTLS,O,X,O,O,X,X,X,X,X,X,X,X
IOZJTSL,O,X,O,O,X,X,X,X,X,X,X,X
IOZJLTS,O,X,O,O,X,X,X,X,X,X,X,X
IOZJLST,O,X,O,O,X,X,X,X,X,X,X,X
IOZJSTL,O,X,O,O,X,X,X,X,X,X,X,X
IOZJSLT,O,X,O,O,X,X,X,X,X,X,X,X
IOZSTLJ,O,X,O,O,X,X,X,X,X,X,X,X
IOZSTJL,O,X,O,O,X,X,X,X,X,X,X,X
IOZSLTJ,O,X,O,O,X,X,X,X,X,X,X,X
IOZSLJT,O,X,O,O,X,X,X,X,X,X,X,X
IOZSJTL,O,X,O,O,X,X,X,X,X,X,X,X
IOZSJLT,O,X,O,O,X,X,X,X,X,X,X,X
LTIJSZO,X,X,X,X,O,X,X,X,X,X,X,X
LTIJSOZ,X,X,X,X,X,X,X,X,X,X,X,X
LTIJZSO,X,X,X,X,X,X,X,X,X,X,X,X
LTIJZOS,X,X,X,X,X,X,X,X,X,X,X,X
LTIJOSZ,X,X,X,X,X,X,X,X,X,X,X,X
LTIJOZS,X,X,X,X,X,X,X,X,X,X,X,X
LTISJZO,X,X,X,X,O,X,X,X,O,X,X,X
LTISJOZ,X,X,X,X,X,X,X,X,O,X,X,X
LTISZJO,X,X,X,X,O,X,X,X,O,X,X,X
LTISZOJ,X,X,X,X,O,X,X,X,O,X,X,X
LTISOJZ,X,X,X,X,X,X,X,X,X,X,X,X
LTISOZJ,X,X,X,X,X,X,X,X,X,X,X,X
LTIZJSO,X,X,X,X,X,X,X,X,X,X,X,X
LTIZJOS,X,X,X,X,X,X,X,X,X,X,X,X
LTIZSJO,X,X,X,X,X,X,X,X,X,X,X,X
LTIZSOJ,X,X,X,X,X,X,X,X,X,X,X,X
LTIZOJS,X,X,X,X,X,X,X,X,X,X,X,X
LTIZOSJ,X,X,X,X,X,X,X,X,X,X,X,X
LTIOJSZ,X,X,X,X,X,X,X,X,X,X,X,X
LTIOJZS,X,X,X,X,X,X,X,X,X,X,X,X
LTIOSJZ,X,X,X,X,X,X,X,X,X,X,X,O
LTIOSZJ,X,X,X,X,X,X,X,X,X,X,X,O
LTIOZJS,X,X,X,X,X,X,X,X,X,X,X,X
LTIOZSJ,X,X,X,X,X,X,X,X,X,X,X,X
LTJISZO,X,X,X,X,O,X,X,X,X,X,X,X
LTJISOZ,X,X,X,X,X,X,X,X,X,X,X,X
LTJIZSO,X,X,X,X,X,X,X,X,X,X,X,X
LTJIZOS,X,X,X,X,X,X,X,X,X,X,X,X
LTJIOSZ,X,X,X,X,X,X,X,X,X,X,X,X
LTJIOZS,X,X,X,X,X,X,X,X,X,X,X,X
LTJSIZO,X,X,X,X,O,X,X,X,X,X,X,X
LTJSIOZ,X,X,X,X,X,X,X,X,X,X,X,X
LTJSZIO,X,X,X,X,X,X,X,X,X,X,X,X
LTJSZOI,X,X,X,X,X,X,X,X,X,X,X,X
LTJSOIZ,X,X,X,X,X,X,X,X,X,X,X,X
LTJSOZI,X,X,X,X,X,X,X,X,X,X,X,X
LTJZISO,X,X,X,X,X,X,X,X,X,X,X,X
LTJZIOS,X,X,X,X,X,X,X,X,X,X,X,X
LTJZSIO,X,X,X,X,X,X,X,X,X,X,X,X
LTJZSOI,X,X,X,X,X,X,X,X,X,X,X,X
LTJZOIS,X,X,X,X,X,X,X,X,X,X,X,X
LTJZOSI,X,X,X,X,X,X,X,X,X,X,X,X
LTJOISZ,X,X,X,X,X,X,X,X,X,X,X,X
LTJOIZS,X,X,X,X,X,X,X,X,X,X,X,X
LTJOSIZ,X,X,X,X,X,X,X,X,X,X,X,X
LTJOSZI,X,X,X,X,X,X,X,X,X,X,X,X
LTJOZIS,X,X,X,X,X,X,X,X,X,X,X,X
LTJOZSI,X,X,X,X,X,X,X,X,X,X,X,X
LTSIJZO,X,X,X,X,O,X,X,X,O,X,X,X
LTSIJOZ,X,X,X,X,X,X,X,X,O,X,X,X
LTSIZJO,X,X,X,X,O,X,X,X,O,X,X,X
LTSIZOJ,X,X,X,X,O,X,X,X,O,X,X,X
LTSIOJZ,X,X,X,X,X,X,X,X,X,X,X,X
LTSIOZJ,X,X,X,X,X,X,X,X,X,X,X,X
LTSJIZO,X,X,X,X,O,X,X,X,X,X,X,X
LTSJIOZ,X,X,X,X,X,X,X,X,X,X,X,X
LTSJZIO,X,X,X,X,X,X,X,X,X,X,X,X
LTSJZOI,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOIZ,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOZI,X,X,X,X,X,X,X,X,X,X,X,X
LTSZIJO,X,X,X,X,X,X,X,X,X,O,X,X
LTSZIOJ,X,X,X,X,X,X,X,X,X,O,X,X
LTSZJIO,X,X,X,X,X,X,X,X,X,O,X,X
LTSZJOI,X,X,X,X,X,X,X,X,X,O,X,X
LTSZOIJ,X,X,X,X,X,X,X,X,X,O,X,X
LTSZOJI,X,X,X,X,X,X,X,X,X,O,X,X
LTSOIJZ,X,X,X,X,X,X,X,X,X,X,O,X
LTSOIZJ,X,X,X,X,X,X,X,X,X,X,O,X
LTSOJIZ,X,X,X,X,X,X,X,X,X,X,O,X
LTSOJZI,X,X,X,X,X,X,X,X,X,X,O,X
LTSOZIJ,X,X,X,X,X,X,X,X,X,X,O,X
LTSOZJI,X,X,X,X,X,X,X,X,X,X,O,X
LTZIJSO,X,X,X,X,X,X,X,X,X,X,X,X
LTZIJOS,X,X,X,X,X,X,X,X,X,X,X,X
LTZISJO,X,X,X,X,X,X,X,X,X,X,X,X
LTZISOJ,X,X,X,X,X,X,X,X,X,X,X,X
LTZIOJS,X,X,X,X,X,X,X,X,X,X,X,X
LTZIOSJ,X,X,X,X,X,X,X,X,X,X,X,X
LTZJISO,X,X,X,X,X,X,X,X,X,X,X,X
LTZJIOS,X,X,X,X,X,X,X,X,X,X,X,X
LTZJSIO,X,X,X,X,X,X,X,X,X,X,X,X
LTZJSOI,X,X,X,X,X,X,X,X,X,X,X,X
LTZJOIS,X,X,X,X,X,X,X,X,X,X,X,X
LTZJOSI,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIJO,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIOJ,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJIO,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJOI,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOIJ,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOJI,X,X,X,X,X,X,X,X,X,X,X,X
LTZOIJS,X,X,X,X,X,X,X,X,X,X,X,X
LTZOISJ,X,X,X,X,X,X,X,X,X,X,X,X
LTZOJIS,X,X,X,X,X,X,X,X,X,X,X,X
LTZOJSI,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSIJ,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSJI,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJZS,X,X,X,X,X,X,X,X,X,X,X,X
LTOISJZ,X,X,X,X,X,X,X,X,X,X,X,O
LTOISZJ,X,X,X,X,X,X,X,X,X,X,X,O
LTOIZJS,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZSJ,X,X,X,X,X,X,X,X,X,X,X,X
LTOJISZ,X,X,X,X,X,X,X,X,X,X,X,X
LTOJIZS,X,X,X,X,X,X,X,X,X,X,X,X
LTOJSIZ,X,X,X,X,X,X,X,X,X,X,X,X
LTOJSZI,X,X,X,X,X,X,X,X,X,X,X,X
LTOJZIS,X,X,X,X,X,X,X,X,X,X,X,X
LTOJZSI,X,X,X,X,X,X,X,X,X,X,X,X
LTOSIJZ,X,X,X,X,X,X,X,X,X,X,O,X
LTOSIZJ,X,X,X,X,X,X,X,X,X,X,O,X
LTOSJIZ,X,X,X,X,X,X,X,X,X,X,O,X
LTOSJZI,X,X,X,X,X,X,X,X,X,X,O,X
LTOSZIJ,X,X,X,X,X,X,X,X,X,X,O,X
LTOSZJI,X,X,X,X,X,X,X,X,X,X,O,X
LTOZIJS,X,X,X,X,X,X,X,X,X,X,X,X
LTOZISJ,X,X,X,X,X,X,X,X,X,X,X,X
LTOZJIS,X,X,X,X,X,X,X,X,X,X,X,X
LTOZJSI,X,X,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,X,X,X,X,X,X,X,X,X,X,X,X
LTOZSJI,X,X,X,X,X,X,X,X,X,X,X,X
LITJSZO,X,X,X,X,O,X,X,X,X,X,X,X
LITJSOZ,X,X,X,X,X,X,X,X,X,X,X,X
LITJZSO,X,X,X,X,X,X,X,X,X,X,X,X
LITJZOS,X,X,X,X,X,X,X,X,X,X,X,X
LITJOSZ,X,X,X,X,X,X,X,X,X,X,X,X
LITJOZS,X,X,X,X,X,X,X,X,X,X,X,X
LITSJZO,X,X,X,X,O,X,X,X,O,X,X,X
LITSJOZ,X,X,X,X,X,X,X,X,O,X,X,X
LITSZJO,X,X,X,X,O,X,X,X,O,X,X,X
LITSZOJ,X,X,X,X,O,X,X,X,O,X,X,X
LITSOJZ,X,X,X,X,X,X,X,X,X,X,X,X
LITSOZJ,X,X,X,X,X,X,X,X,X,X,X,X
LITZJSO,X,X,X,X,X,X,X,X,X,X,X,X
LITZJOS,X,X,X,X,X,X,X,X,X,X,X,X
LITZSJO,X,X,X,X,X,X,X,X,X,X,X,X
LITZSOJ,X,X,X,X,X,X,X,X,X,X,X,X
LITZOJS,X,X,X,X,X,X,X,X,X,X,X,X
LITZOSJ,X,X,X,X,X,X,X,X,X,X,X,X
LITOJSZ,X,X,X,X,X,X,X,X,X,X,X,X
LITOJZS,X,X,X,X,X,X,X,X,X,X,X,X
LITOSJZ,X,X,X,X,X,X,X,X,X,X,X,O
LITOSZJ,X,X,X,X,X,X,X,X,X,X,X,O
LITOZJS,X,X,X,X,X,X,X,X,X,X,X,X
LITOZSJ,X,X,X,X,X,X,X,X,X,X,X,X
LIJTSZO,X,X,X,X,O,X,X,X,X,X,X,X
LIJTSOZ,X,X,X,X,X,X,X,X,X,X,X,X
LIJTZSO,X,X,X,X,X,X,X,X,X,X,X,X
LIJTZOS,X,X,X,X,X,X,X,X,X,X,X,X
LIJTOSZ,X,X,X,X,X,X,X,X,X,X,X,X
LIJTOZS,X,X,X,X,X,X,X,X,X,X,X,X
LIJSTZO,O,X,O,X,O,X,X,X,O,X,X,X
LIJSTOZ,X,X,O,X,X,X,X,X,O,X,X,X
LIJSZTO,O,X,O,X,O,X,O,O,O,X,X,X
LIJSZOT,O,X,O,X,O,X,X,O,O,X,X,X
LIJSOTZ,X,X,O,X,X,X,X,X,O,X,X,X
LIJSOZT,O,X,O,X,O,X,X,X,O,X,X,X
LIJZTSO,O,X,O,X,X,X,X,X,X,X,X,X
LIJZTOS,X,X,O,O,X,X,X,X,X,X,X,X
LIJZSTO,O,X,O,X,O,X,X,X,X,X,X,X
LIJZSOT,O,X,O,X,O,X,X,X,X,X,X,X
LIJZOTS,X,X,O,O,X,X,X,X,X,X,X,X
LIJZOST,X,X,O,O,X,X,X,X,X,X,X,X
LIJOTSZ,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTZS,X,X,X,O,X,X,X,X,X,X,X,X
LIJOSTZ,X,X,O,X,X,X,X,X,X,X,X,O
LIJOSZT,X,X,O,O,O,X,X,X,X,X,X,O
LIJOZTS,X,X,O,O,X,X,X,X,X,X,X,X
LIJOZST,X,X,O,O,X,X,X,X,X,X,X,X
LISTJZO,O,X,O,X,O,X,X,X,O,X,X,X
LISTJOZ,X,X,O,X,X,X,X,X,O,X,X,X
LISTZJO,O,X,O,X,O,X,X,X,O,X,X,X
LISTZOJ,O,X,O,X,O,X,X,X,O,X,X,X
LISTOJZ,O,X,X,X,X,X,X,X,X,X,X,X
LISTOZJ,O,X,X,X,X,X,X,X,X,X,X,X
LISJTZO,O,X,O,X,O,X,X,X,O,X,X,X
LISJTOZ,X,X,O,X,X,X,X,X,O,X,X,X
LISJZTO,O,X,O,X,O,X,O,O,O,X,X,X
LISJZOT,O,X,O,X,O,X,X,O,O,X,X,X
LISJOTZ,O,X,O,X,X,X,X,X,O,X,X,X
LISJOZT,O,X,O,X,O,X,X,X,O,X,X,X
LISZTJO,O,O,O,X,O,O,O,O,O,O,X,X
LISZTOJ,O,O,O,X,O,O,X,X,O,O,X,X
LISZJTO,O,O,O,X,O,O,O,O,O,O,X,X
LISZJOT,O,O,O,X,O,O,X,O,O,X,X,X
LISZOTJ,O,O,O,X,O,O,X,X,O,O,X,X
LISZOJT,O,O,O,X,O,O,X,O,O,X,X,X
LISOTJZ,O,X,X,X,X,X,X,X,X,X,O,O
LISOTZJ,O,X,X,X,X,X,X,X,X,X,O,O
LISOJTZ,O,X,O,X,X,X,X,X,O,X,X,O
LISOJZT,O,X,O,X,O,X,X,X,O,X,X,O
LISOZTJ,O,X,O,X,O,X,X,X,O,X,X,O
LISOZJT,O,X,O,X,O,X,X,X,O,X,X,O
LIZTJSO,O,X,O,X,X,X,X,X,X,X,X,X
LIZTJOS,X,X,O,O,X,X,X,X,X,X,X,X
LIZTSJO,O,X,O,X,X,X,X,X,X,X,X,X
LIZTSOJ,O,X,O,X,X,X,X,X,X,X,X,X
LIZTOJS,O,X,X,O,X,X,X,X,X,X,X,X
LIZTOSJ,O,X,X,O,X,X,X,X,X,X,X,X
LIZJTSO,O,X,O,X,X,X,X,X,X,X,X,X
LIZJTOS,X,X,O,O,X,X,X,X,X,X,X,X
LIZJSTO,O,X,O,X,O,X,X,X,X,X,X,X
LIZJSOT,O,X,O,X,O,X,X,X,X,X,X,X
LIZJOTS,X,X,O,O,X,X,X,X,X,X,X,X
LIZJOST,X,X,O,O,X,X,X,X,X,X,X,X
