sequence,v115@RhA8AeB8EeG8BeB8Je/EJvhFUgBRhBGjBTmBisBlsB,v115@RhA8AeB8EeG8BeB8JeaGJvhFumB3iBcoBxkBlkBTsB,v115@RhA8AeB8EeG8BeB8Jex/IvhFcnBTjBlkBGmBimB3sB,v115@RhA8AeB8EeG8BeB8Je/EJvhFFgBxhBTjBUmBisBGsB,v115@RhA8AeB8EeG8BeB8Je/EJvhFRgBzhBmlBFoBCoBUsB,v115@RhA8AeB8EeG8BeB8Je/EJvhFUgBxiBimBFoBGmBTsB,v115@RhA8AeB8EeG8BeB8JeaGJvhFzhBWoBxkBlkBXoBUsB,v115@RhA8AeB8EeG8BeB8Je/EJvhFUgBamBTjBRsBGsBFsB,v115@RhA8AeB8EeG8BeB8Je2EJvhFFmBxnBClB0mBXoBTsB,v115@RhA8AeB8EeG8BeB8JeaGJvhFWoBxkBzmBlkBXoBUsB
ILOJSZT,O,O,X,X,X,X,X,O,X,O
ILOJZTS,X,O,X,X,X,X,O,X,X,O
ILOJZST,O,O,X,X,X,X,O,X,X,O
ILOSTJZ,O,X,X,X,X,X,X,O,X,X
ILOSTZJ,O,X,X,O,X,X,X,O,X,X
ILOSJTZ,O,X,X,X,X,X,X,O,X,O
ILOSJZT,O,O,X,X,X,X,X,O,X,O
ILOSZTJ,O,O,X,O,X,X,X,O,X,X
ILOSZJT,O,O,X,O,X,X,X,O,X,X
ILOZTJS,X,O,X,X,X,X,O,X,X,X
ILOZTSJ,X,O,X,O,X,X,X,X,X,X
ILOZJTS,X,O,X,X,X,X,O,X,X,O
ILOZJST,O,O,X,O,X,X,O,X,X,O
ILOZSTJ,O,O,X,O,X,X,X,O,X,X
ILOZSJT,O,O,X,O,X,X,O,O,X,X
IJTLSZO,X,X,O,X,X,X,X,X,O,X
IJTLSOZ,X,X,O,X,X,X,X,X,O,X
IJTLZSO,X,O,X,X,X,X,X,X,O,X
IJTLZOS,X,X,X,X,X,X,O,X,O,X
IJTLOSZ,X,X,O,X,X,X,X,X,O,O
IJTLOZS,X,O,X,X,X,X,X,X,O,O
IJTSLZO,X,X,O,X,O,X,X,X,O,X
IJTSLOZ,X,X,O,X,X,X,X,X,O,X
IJTSZLO,X,X,O,X,O,X,X,X,O,X
IJTSZOL,X,X,O,X,O,X,X,X,O,X
IJTSOLZ,X,X,O,X,X,X,X,X,O,X
IJTSOZL,X,X,O,X,O,X,X,X,O,X
IJTZLSO,X,O,X,X,X,X,X,X,O,X
IJTZLOS,X,X,X,X,X,X,O,X,O,X
IJTZSLO,X,O,O,X,O,X,X,X,O,X
IJTZSOL,X,X,O,X,O,X,X,X,O,X
IJTZOLS,X,X,X,X,X,X,O,X,O,X
IJTZOSL,X,X,O,X,O,X,X,X,O,X
IJTOLSZ,X,X,O,X,X,X,X,X,O,O
IJTOLZS,X,O,X,X,X,X,X,X,O,O
IJTOSLZ,X,X,O,X,X,X,X,X,O,X
IJTOSZL,X,X,O,X,X,X,X,X,O,X
IJTOZLS,X,O,X,X,X,X,X,X,O,X
IJTOZSL,X,O,O,X,X,X,X,X,O,X
IJLTSZO,X,X,X,X,X,X,X,X,O,X
IJLTSOZ,X,X,X,X,X,X,X,X,O,X
IJLTZSO,X,O,X,X,X,X,X,X,O,X
IJLTZOS,X,X,X,X,X,X,O,X,O,X
IJLTOSZ,X,X,X,X,X,X,X,X,O,O
IJLTOZS,X,O,X,X,X,X,X,X,O,O
IJLSTZO,X,X,X,X,X,X,X,O,X,X
IJLSTOZ,X,X,X,X,X,X,X,O,X,X
IJLSZTO,O,O,X,X,X,X,X,O,X,X
IJLSZOT,O,O,X,X,X,X,O,O,X,X
IJLSOTZ,O,X,X,X,X,X,X,O,X,O
IJLSOZT,O,O,X,X,X,X,X,O,X,O
IJLZTSO,X,O,X,X,X,X,X,X,X,X
IJLZTOS,X,X,X,X,X,X,O,X,X,X
IJLZSTO,X,O,X,X,X,X,X,X,X,X
IJLZSOT,X,O,X,X,X,X,O,X,X,X
IJLZOTS,X,O,X,X,X,X,O,X,X,O
IJLZOST,X,O,X,X,X,X,O,X,X,O
IJLOTSZ,O,X,X,X,X,X,X,X,X,O
IJLOTZS,X,O,X,X,X,X,X,X,X,O
IJLOSTZ,O,X,X,X,X,X,X,O,X,O
IJLOSZT,O,O,X,X,X,X,X,O,X,O
IJLOZTS,X,O,X,X,X,X,O,X,X,O
IJLOZST,O,O,X,X,X,X,O,X,X,O
IJSTLZO,X,X,O,X,O,X,X,X,O,X
IJSTLOZ,X,X,O,X,X,X,X,X,O,X
IJSTZLO,X,X,O,X,O,X,X,X,O,X
IJSTZOL,X,X,O,X,O,X,X,X,O,X
IJSTOLZ,X,X,O,X,X,X,X,X,O,X
IJSTOZL,X,X,O,X,O,X,X,X,O,X
IJSLTZO,X,X,X,X,O,X,X,O,X,X
IJSLTOZ,X,X,X,X,X,X,X,O,X,X
IJSLZTO,O,O,X,X,O,X,X,O,X,X
IJSLZOT,O,O,X,X,O,X,O,O,X,X
IJSLOTZ,O,X,X,X,X,X,X,O,X,O
IJSLOZT,O,O,X,X,X,X,X,O,X,O
IJSZTLO,O,O,O,X,O,X,X,X,X,X
IJSZTOL,O,X,O,X,O,X,X,X,X,X
IJSZLTO,O,O,X,X,O,X,X,O,X,X
IJSZLOT,O,O,X,X,O,X,O,O,X,X
IJSZOTL,O,X,O,X,O,X,X,X,X,X
IJSZOLT,O,O,X,X,O,X,O,O,X,X
IJSOTLZ,X,X,O,X,X,X,X,X,X,X
IJSOTZL,O,X,O,X,O,X,X,X,X,X
IJSOLTZ,O,X,X,X,X,X,X,O,X,O
IJSOLZT,O,O,X,X,X,X,X,O,X,O
IJSOZTL,O,O,O,X,O,X,X,X,X,X
IJSOZLT,O,O,X,X,O,X,X,O,X,X
IJZTLSO,X,O,X,X,X,X,X,X,O,X
IJZTLOS,X,X,X,X,X,X,O,X,O,X
IJZTSLO,X,O,X,X,O,X,X,X,O,X
IJZTSOL,X,X,X,X,O,X,X,X,O,X
IJZTOLS,X,X,X,X,X,X,O,X,O,X
IJZTOSL,X,X,X,X,O,X,X,X,O,X
IJZLTSO,X,O,X,X,X,X,X,X,X,X
IJZLTOS,X,X,X,X,X,X,O,X,X,X
IJZLSTO,X,O,X,X,X,X,X,X,X,X
IJZLSOT,X,O,X,X,X,X,O,X,X,X
IJZLOTS,X,O,X,X,X,X,O,X,X,O
IJZLOST,X,O,X,X,X,X,O,X,X,O
IJZSTLO,X,O,X,X,O,X,X,X,X,X
IJZSTOL,X,X,X,X,O,X,X,X,X,X
IJZSLTO,X,O,X,X,O,X,X,X,X,X
IJZSLOT,X,O,X,X,O,X,O,X,X,X
IJZSOTL,X,X,X,X,O,X,X,X,X,X
IJZSOLT,X,O,X,X,O,X,O,X,X,X
IJZOTLS,X,O,X,X,X,X,O,X,X,X
IJZOTSL,X,O,X,X,O,X,X,X,X,X
IJZOLTS,X,O,X,X,X,X,O,X,X,O
IJZOLST,X,O,X,X,X,X,O,X,X,O
IJZOSTL,X,O,X,X,O,X,X,X,X,X
IJZOSLT,X,O,X,X,O,X,O,X,X,X
IJOTLSZ,X,X,O,X,X,X,X,X,O,O
IJOTLZS,X,O,X,X,X,X,X,X,O,O
IJOTSLZ,X,X,O,X,X,X,X,X,O,X
IJOTSZL,O,X,O,X,X,X,X,X,O,X
IJOTZLS,X,O,X,X,X,X,X,X,O,X
IJOTZSL,X,O,O,X,X,X,X,X,O,X
IJOLTSZ,O,X,X,X,X,X,X,X,X,O
IJOLTZS,X,O,X,X,X,X,X,X,X,O
IJOLSTZ,O,X,X,X,X,X,X,O,X,O
IJOLSZT,O,O,X,X,X,X,X,O,X,O
IJOLZTS,X,O,X,X,X,X,O,X,X,O
IJOLZST,O,O,X,X,X,X,O,X,X,O
IJOSTLZ,X,X,O,X,X,X,X,X,X,X
IJOSTZL,O,X,O,X,X,X,X,X,X,X
IJOSLTZ,O,X,X,X,X,X,X,O,X,O
IJOSLZT,O,O,X,X,X,X,X,O,X,O
IJOSZTL,O,O,O,X,X,X,X,X,X,X
IJOSZLT,O,O,X,X,X,X,X,O,X,X
IJOZTLS,X,O,X,X,X,X,O,X,X,X
IJOZTSL,X,O,X,X,X,X,X,X,X,X
IJOZLTS,X,O,X,X,X,X,O,X,X,O
IJOZLST,X,O,X,X,X,X,O,X,X,O
IJOZSTL,O,O,X,X,X,X,X,X,X,X
IJOZSLT,O,O,X,X,X,X,O,X,X,X
ISTLJZO,X,X,O,X,O,O,X,O,X,X
ISTLJOZ,X,X,O,X,X,X,X,O,X,X
ISTLZJO,X,X,O,O,X,O,X,O,X,X
ISTLZOJ,X,X,O,O,X,O,X,O,X,X
ISTLOJZ,X,X,O,X,X,X,X,O,X,X
ISTLOZJ,X,X,O,O,X,O,X,O,X,X
ISTJLZO,X,X,O,X,O,O,X,X,O,X
ISTJLOZ,X,X,O,X,X,X,X,X,O,X
ISTJZLO,X,X,O,X,O,O,X,X,O,X
ISTJZOL,X,X,O,X,O,X,X,X,O,X
ISTJOLZ,X,X,O,X,X,X,X,X,O,X
ISTJOZL,X,X,O,X,O,X,X,X,O,X
ISTZLJO,X,X,O,O,X,O,X,O,X,X
ISTZLOJ,X,X,O,O,X,O,X,O,X,X
ISTZJLO,X,X,O,O,O,O,X,X,X,X
ISTZJOL,X,X,O,O,O,X,X,X,X,X
ISTZOLJ,X,X,O,O,X,O,X,O,X,X
ISTZOJL,X,X,O,O,O,X,X,X,X,X
ISTOLJZ,X,X,O,X,X,X,X,O,X,X
ISTOLZJ,X,X,O,O,X,O,X,O,X,X
ISTOJLZ,X,X,O,X,X,X,X,X,X,X
ISTOJZL,X,X,O,X,O,X,X,X,X,X
ISTOZLJ,X,X,O,O,X,O,X,O,X,X
ISTOZJL,X,X,O,O,X,X,X,X,X,X
ISLTJZO,X,X,X,X,O,O,X,O,X,X
ISLTJOZ,X,X,X,X,X,X,X,O,X,X
ISLTZJO,X,X,X,O,X,O,X,O,X,X
ISLTZOJ,X,X,X,O,X,O,X,O,X,X
ISLTOJZ,X,X,X,X,X,X,X,O,X,X
ISLTOZJ,X,X,X,O,X,O,X,O,X,X
ISLJTZO,X,X,X,X,O,X,X,O,X,X
ISLJTOZ,X,X,X,X,X,X,X,O,X,X
ISLJZTO,O,O,X,X,O,X,X,O,X,X
ISLJZOT,O,O,X,X,O,X,O,O,X,X
ISLJOTZ,O,X,X,X,X,X,X,O,X,O
ISLJOZT,O,O,X,X,X,X,X,O,X,O
ISLZTJO,O,O,X,O,X,O,X,O,X,X
ISLZTOJ,X,X,X,O,X,O,X,O,X,X
ISLZJTO,O,O,X,O,X,X,X,O,X,X
ISLZJOT,O,O,X,O,X,X,O,O,X,X
ISLZOTJ,O,O,X,O,X,X,X,O,X,X
ISLZOJT,O,O,X,O,X,X,O,O,X,X
ISLOTJZ,O,X,X,X,X,X,X,O,X,X
ISLOTZJ,O,X,X,O,X,X,X,O,X,X
ISLOJTZ,O,X,X,X,X,X,X,O,X,O
ISLOJZT,O,O,X,X,X,X,X,O,X,O
ISLOZTJ,O,O,X,O,X,X,X,O,X,X
ISLOZJT,O,O,X,O,X,X,X,O,X,X
ISJTLZO,X,X,O,X,O,X,X,X,O,X
ISJTLOZ,X,X,O,X,X,X,X,X,O,X
ISJTZLO,X,X,O,X,O,X,X,X,O,X
ISJTZOL,X,X,O,X,O,X,X,X,O,X
ISJTOLZ,X,X,O,X,X,X,X,X,O,X
ISJTOZL,X,X,O,X,O,X,X,X,O,X
ISJLTZO,X,X,X,X,O,X,X,O,X,X
ISJLTOZ,X,X,X,X,X,X,X,O,X,X
ISJLZTO,O,O,X,X,O,X,X,O,X,X
ISJLZOT,O,O,X,X,O,X,O,O,X,X
ISJLOTZ,O,X,X,X,X,X,X,O,X,O
ISJLOZT,O,O,X,X,X,X,X,O,X,O
ISJZTLO,O,O,O,X,O,X,X,X,X,X
ISJZTOL,O,X,O,X,O,X,X,X,X,X
ISJZLTO,O,O,X,X,O,X,X,O,X,X
ISJZLOT,O,O,X,X,O,X,O,O,X,X
ISJZOTL,O,X,O,X,O,X,X,X,X,X
ISJZOLT,O,O,X,X,O,X,O,O,X,X
ISJOTLZ,X,X,O,X,X,X,X,X,X,X
ISJOTZL,O,X,O,X,O,X,X,X,X,X
ISJOLTZ,O,X,X,X,X,X,X,O,X,O
ISJOLZT,O,O,X,X,X,X,X,O,X,O
ISJOZTL,O,O,O,X,O,X,X,X,X,X
ISJOZLT,O,O,X,X,O,X,X,O,X,X
ISZTLJO,O,O,O,O,X,O,X,O,X,X
ISZTLOJ,X,X,O,O,X,O,X,O,X,X
ISZTJLO,O,O,O,O,O,O,X,X,X,X
ISZTJOL,O,X,O,O,O,X,X,X,X,X
ISZTOLJ,O,X,O,O,X,O,X,O,X,X
ISZTOJL,O,X,O,O,O,X,X,X,X,X
ISZLTJO,O,O,X,O,X,O,X,O,X,X
ISZLTOJ,X,X,X,O,X,O,X,O,X,X
ISZLJTO,O,O,X,O,X,X,X,O,X,X
ISZLJOT,O,O,X,O,X,X,O,O,X,X
ISZLOTJ,O,O,X,O,X,X,X,O,X,X
ISZLOJT,O,O,X,O,X,X,O,O,X,X
ISZJTLO,O,O,O,O,O,X,X,X,X,X
ISZJTOL,O,X,O,O,O,X,X,X,X,X
ISZJLTO,O,O,X,O,O,X,X,O,X,X
ISZJLOT,O,O,X,O,O,X,O,O,X,X
ISZJOTL,O,X,O,O,O,X,X,X,X,X
ISZJOLT,O,O,X,X,O,X,O,O,X,X
ISZOTLJ,O,O,O,O,X,O,X,O,X,X
ISZOTJL,O,O,O,O,O,O,X,X,X,X
ISZOLTJ,O,O,X,O,X,O,X,O,X,X
ISZOLJT,O,O,X,O,X,X,O,O,X,X
ISZOJTL,O,O,O,O,O,X,X,X,X,X
ISZOJLT,O,O,X,X,O,X,O,O,X,X
ISOTLJZ,O,X,O,X,X,O,X,O,X,X
ISOTLZJ,O,X,O,O,X,O,X,O,X,X
ISOTJLZ,X,X,O,X,X,O,X,X,X,X
ISOTJZL,O,X,O,X,O,O,X,X,X,X
ISOTZLJ,O,X,O,O,X,O,X,O,X,X
ISOTZJL,O,X,O,O,X,O,X,X,X,X
ISOLTJZ,O,X,X,X,X,O,X,O,X,X
ISOLTZJ,O,X,X,O,X,O,X,O,X,X
ISOLJTZ,O,X,X,X,X,X,X,O,X,O
ISOLJZT,O,O,X,X,X,X,X,O,X,O
ISOLZTJ,O,O,X,O,X,O,X,O,X,X
ISOLZJT,O,O,X,O,X,X,X,O,X,X
ISOJTLZ,X,X,O,X,X,X,X,X,X,X
ISOJTZL,O,X,O,X,O,X,X,X,X,X
ISOJLTZ,O,X,X,X,X,X,X,O,X,O
ISOJLZT,O,O,X,X,X,X,X,O,X,O
ISOJZTL,O,O,O,X,O,X,X,X,X,X
ISOJZLT,O,O,X,X,O,X,X,O,X,X
ISOZTLJ,O,O,O,O,X,O,X,O,X,X
ISOZTJL,O,O,O,O,X,O,X,X,X,X
ISOZLTJ,O,O,X,O,X,O,X,O,X,X
ISOZLJT,O,O,X,O,X,X,X,O,X,X
ISOZJTL,O,O,O,O,X,X,X,X,X,X
ISOZJLT,O,O,X,X,X,X,X,O,X,X
IZTLJSO,X,O,X,X,X,X,X,X,X,X
IZTLJOS,X,X,X,X,X,X,O,X,X,X
IZTLSJO,X,O,X,O,X,X,X,X,X,X
IZTLSOJ,X,X,X,O,X,X,X,X,X,X
IZTLOJS,X,O,X,X,X,X,O,X,X,X
IZTLOSJ,X,O,X,O,X,X,X,X,X,X
IZTJLSO,X,O,X,X,X,X,X,X,O,X
IZTJLOS,X,X,X,X,X,X,O,X,O,X
IZTJSLO,X,O,X,X,O,X,X,X,O,X
IZTJSOL,X,X,X,X,O,X,X,X,O,X
IZTJOLS,X,X,X,X,X,X,O,X,O,X
IZTJOSL,X,X,X,X,O,X,X,X,O,X
IZTSLJO,X,O,X,O,X,X,X,X,X,X
IZTSLOJ,X,X,X,O,X,X,X,X,X,X
IZTSJLO,X,O,X,O,O,X,X,X,X,X
IZTSJOL,X,X,X,O,O,X,X,X,X,X
IZTSOLJ,X,X,X,O,X,X,X,X,X,X
IZTSOJL,X,X,X,O,O,X,X,X,X,X
IZTOLJS,X,O,X,X,X,X,O,X,X,X
IZTOLSJ,X,O,X,X,X,X,X,X,X,X
IZTOJLS,X,O,X,X,X,X,O,X,X,X
IZTOJSL,X,O,X,X,O,X,X,X,X,X
IZTOSLJ,X,O,X,O,X,X,X,X,X,X
IZTOSJL,X,O,X,O,O,X,X,X,X,X
IZLTJSO,X,O,X,X,X,X,X,X,X,X
IZLTJOS,X,X,X,X,X,X,O,X,X,X
IZLTSJO,X,O,X,O,X,X,X,X,X,X
IZLTSOJ,X,X,X,O,X,X,X,X,X,X
IZLTOJS,X,O,X,X,X,X,O,X,X,X
IZLTOSJ,X,O,X,O,X,X,X,X,X,X
IZLJTSO,X,O,X,X,X,X,X,X,X,X
IZLJTOS,X,X,X,X,X,X,O,X,X,X
IZLJSTO,X,O,X,O,X,X,X,X,X,X
IZLJSOT,X,O,X,O,X,X,O,X,X,X
IZLJOTS,X,O,X,X,X,X,O,X,X,O
IZLJOST,X,O,X,O,X,X,O,X,X,O
IZLSTJO,X,O,X,O,X,X,X,O,X,X
IZLSTOJ,X,X,X,O,X,X,X,O,X,X
IZLSJTO,X,O,X,O,X,X,X,O,X,X
IZLSJOT,X,O,X,O,X,X,O,O,X,X
IZLSOTJ,X,O,X,O,X,X,X,O,X,X
IZLSOJT,X,O,X,O,X,X,O,O,X,X
IZLOTJS,X,O,X,X,X,X,O,X,X,X
IZLOTSJ,X,O,X,O,X,X,X,X,X,X
IZLOJTS,X,O,X,X,X,X,O,X,X,O
IZLOJST,X,O,X,O,X,X,O,X,X,O
IZLOSTJ,X,O,X,O,X,X,X,O,X,X
IZLOSJT,X,O,X,O,X,X,O,O,X,X
IZJTLSO,X,O,X,X,X,X,X,X,O,X
IZJTLOS,X,X,X,X,X,X,O,X,O,X
IZJTSLO,X,O,X,X,O,X,X,X,O,X
IZJTSOL,X,X,X,X,O,X,X,X,O,X
IZJTOLS,X,X,X,X,X,X,O,X,O,X
IZJTOSL,X,X,X,X,O,X,X,X,O,X
IZJLTSO,X,O,X,X,X,X,X,X,X,X
IZJLTOS,X,X,X,X,X,X,O,X,X,X
IZJLSTO,X,O,X,O,X,X,X,X,X,X
IZJLSOT,X,O,X,O,X,X,O,X,X,X
IZJLOTS,X,O,X,X,X,X,O,X,X,O
IZJLOST,X,O,X,O,X,X,O,X,X,O
IZJSTLO,X,O,X,O,O,X,X,X,X,X
IZJSTOL,X,X,X,O,O,X,X,X,X,X
IZJSLTO,X,O,X,O,O,X,X,X,X,X
IZJSLOT,X,O,X,O,O,X,O,X,X,X
IZJSOTL,X,X,X,O,O,X,X,X,X,X
IZJSOLT,X,O,X,X,O,X,O,X,X,X
IZJOTLS,X,O,X,X,X,X,O,X,X,X
IZJOTSL,X,O,X,X,O,X,X,X,X,X
IZJOLTS,X,O,X,X,X,X,O,X,X,O
IZJOLST,X,O,X,X,X,X,O,X,X,O
IZJOSTL,X,O,X,O,O,X,X,X,X,X
IZJOSLT,X,O,X,X,O,X,O,X,X,X
IZSTLJO,X,O,X,O,X,X,X,O,X,X
IZSTLOJ,X,X,X,O,X,X,X,O,X,X
IZSTJLO,X,O,X,O,O,X,X,X,X,X
IZSTJOL,X,X,X,O,O,X,X,X,X,X
IZSTOLJ,X,X,X,O,X,X,X,O,X,X
IZSTOJL,X,X,X,O,O,X,X,X,X,X
IZSLTJO,X,O,X,O,X,X,X,O,X,X
IZSLTOJ,X,X,X,O,X,X,X,O,X,X
IZSLJTO,X,O,X,O,X,X,X,O,X,X
IZSLJOT,X,O,X,O,X,X,O,O,X,X
IZSLOTJ,X,O,X,O,X,X,X,O,X,X
IZSLOJT,X,O,X,O,X,X,O,O,X,X
IZSJTLO,X,O,X,O,O,X,X,X,X,X
IZSJTOL,X,X,X,O,O,X,X,X,X,X
IZSJLTO,X,O,X,O,O,X,X,O,X,X
IZSJLOT,X,O,X,O,O,X,O,O,X,X
IZSJOTL,X,X,X,O,O,X,X,X,X,X
IZSJOLT,X,O,X,X,O,X,O,O,X,X
IZSOTLJ,X,O,X,O,X,X,X,O,X,X
IZSOTJL,X,O,X,O,O,X,X,X,X,X
IZSOLTJ,X,O,X,O,X,X,X,O,X,X
IZSOLJT,X,O,X,O,X,X,O,O,X,X
IZSOJTL,X,O,X,O,O,X,X,X,X,X
IZSOJLT,X,O,X,X,O,X,O,O,X,X
IZOTLJS,X,O,X,X,X,X,O,X,X,X
IZOTLSJ,X,O,X,X,X,X,X,X,X,X
IZOTJLS,X,O,X,X,X,X,O,X,X,X
IZOTJSL,X,O,X,X,O,X,X,X,X,X
IZOTSLJ,X,O,X,O,X,X,X,X,X,X
IZOTSJL,X,O,X,O,O,X,X,X,X,X
IZOLTJS,X,O,X,X,X,X,O,X,X,X
IZOLTSJ,X,O,X,O,X,X,X,X,X,X
IZOLJTS,X,O,X,X,X,X,O,X,X,O
IZOLJST,X,O,X,O,X,X,O,X,X,O
IZOLSTJ,X,O,X,O,X,X,X,O,X,X
IZOLSJT,X,O,X,O,X,X,O,O,X,X
IZOJTLS,X,O,X,X,X,X,O,X,X,X
IZOJTSL,X,O,X,X,O,X,X,X,X,X
IZOJLTS,X,O,X,X,X,X,O,X,X,O
IZOJLST,X,O,X,X,X,X,O,X,X,O
IZOJSTL,X,O,X,O,O,X,X,X,X,X
IZOJSLT,X,O,X,X,O,X,O,X,X,X
IZOSTLJ,X,O,X,O,X,X,X,O,X,X
IZOSTJL,X,O,X,O,O,X,X,X,X,X
IZOSLTJ,X,O,X,O,X,X,X,O,X,X
IZOSLJT,X,O,X,O,X,X,O,O,X,X
IZOSJTL,X,O,X,O,O,X,X,X,X,X
IZOSJLT,X,O,X,X,O,X,O,O,X,X
IOTLJSZ,O,X,O,X,X,O,X,X,X,O
IOTLJZS,X,O,X,X,X,X,X,X,X,O
IOTLSJZ,O,X,O,X,X,O,X,O,X,X
IOTLSZJ,O,X,O,X,X,O,X,O,X,X
IOTLZJS,X,O,X,X,X,X,X,X,X,X
IOTLZSJ,X,O,X,X,X,O,X,X,X,X
IOTJLSZ,X,X,O,X,X,O,X,X,O,O
IOTJLZS,X,O,X,X,X,X,X,X,O,O
IOTJSLZ,X,X,O,X,X,O,X,X,O,X
IOTJSZL,O,X,O,X,X,O,X,X,O,X
IOTJZLS,X,O,X,X,X,X,X,X,O,X
IOTJZSL,X,O,O,X,X,X,X,X,O,X
IOTSLJZ,O,X,O,X,X,O,X,O,X,X
IOTSLZJ,O,X,O,X,X,O,X,O,X,X
IOTSJLZ,X,X,O,X,X,O,X,X,X,X
IOTSJZL,O,X,O,X,X,O,X,X,X,X
IOTSZLJ,O,X,O,X,X,O,X,O,X,X
IOTSZJL,O,X,O,X,X,O,X,X,X,X
IOTZLJS,X,O,X,X,X,X,X,X,X,X
IOTZLSJ,X,O,X,X,X,O,X,X,X,X
IOTZJLS,X,O,X,X,X,X,X,X,X,X
IOTZJSL,X,O,O,X,X,X,X,X,X,X
IOTZSLJ,X,O,O,X,X,O,X,X,X,X
IOTZSJL,X,O,O,X,X,O,X,X,X,X
IOLTJSZ,O,X,X,X,X,O,X,X,X,O
IOLTJZS,X,O,X,X,X,X,X,X,X,O
IOLTSJZ,O,X,X,X,X,O,X,O,X,X
IOLTSZJ,O,X,X,X,X,O,X,O,X,X
IOLTZJS,X,O,X,X,X,X,X,X,X,X
IOLTZSJ,X,O,X,X,X,O,X,X,X,X
IOLJTSZ,O,X,X,X,X,X,X,X,X,O
IOLJTZS,X,O,X,X,X,X,X,X,X,O
IOLJSTZ,O,X,X,X,X,X,X,O,X,O
IOLJSZT,O,O,X,X,X,X,X,O,X,O
IOLJZTS,X,O,X,X,X,X,O,X,X,O
IOLJZST,O,O,X,X,X,X,O,X,X,O
IOLSTJZ,O,X,X,X,X,O,X,O,X,X
IOLSTZJ,O,X,X,O,X,O,X,O,X,X
IOLSJTZ,O,X,X,X,X,X,X,O,X,O
IOLSJZT,O,O,X,X,X,X,X,O,X,O
IOLSZTJ,O,O,X,O,X,O,X,O,X,X
IOLSZJT,O,O,X,O,X,X,X,O,X,X
IOLZTJS,X,O,X,X,X,X,O,X,X,X
IOLZTSJ,X,O,X,O,X,X,X,X,X,X
IOLZJTS,X,O,X,X,X,X,O,X,X,O
IOLZJST,O,O,X,O,X,X,O,X,X,O
IOLZSTJ,O,O,X,O,X,X,X,O,X,X
IOLZSJT,O,O,X,O,X,X,O,O,X,X
IOJTLSZ,X,X,O,X,X,X,X,X,O,O
IOJTLZS,X,O,X,X,X,X,X,X,O,O
IOJTSLZ,X,X,O,X,X,X,X,X,O,X
IOJTSZL,O,X,O,X,X,X,X,X,O,X
IOJTZLS,X,O,X,X,X,X,X,X,O,X
IOJTZSL,X,O,O,X,X,X,X,X,O,X
IOJLTSZ,O,X,X,X,X,X,X,X,X,O
IOJLTZS,X,O,X,X,X,X,X,X,X,O
IOJLSTZ,O,X,X,X,X,X,X,O,X,O
IOJLSZT,O,O,X,X,X,X,X,O,X,O
IOJLZTS,X,O,X,X,X,X,O,X,X,O
IOJLZST,O,O,X,X,X,X,O,X,X,O
IOJSTLZ,X,X,O,X,X,X,X,X,X,X
IOJSTZL,O,X,O,X,X,X,X,X,X,X
IOJSLTZ,O,X,X,X,X,X,X,O,X,O
IOJSLZT,O,O,X,X,X,X,X,O,X,O
IOJSZTL,O,O,O,X,X,X,X,X,X,X
IOJSZLT,O,O,X,X,X,X,X,O,X,X
IOJZTLS,X,O,X,X,X,X,O,X,X,X
IOJZTSL,X,O,X,X,X,X,X,X,X,X
IOJZLTS,X,O,X,X,X,X,O,X,X,O
IOJZLST,X,O,X,X,X,X,O,X,X,O
IOJZSTL,O,O,X,X,X,X,X,X,X,X
IOJZSLT,O,O,X,X,X,X,O,X,X,X
IOSTLJZ,O,X,O,X,X,O,X,O,X,X
IOSTLZJ,O,X,O,O,X,O,X,O,X,X
IOSTJLZ,X,X,O,X,X,O,X,X,X,X
IOSTJZL,O,X,O,X,X,O,X,X,X,X
IOSTZLJ,O,X,O,O,X,O,X,O,X,X
IOSTZJL,O,X,O,O,X,O,X,X,X,X
IOSLTJZ,O,X,X,X,X,O,X,O,X,X
IOSLTZJ,O,X,X,O,X,O,X,O,X,X
IOSLJTZ,O,X,X,X,X,X,X,O,X,O
IOSLJZT,O,O,X,X,X,X,X,O,X,O
IOSLZTJ,O,O,X,O,X,O,X,O,X,X
IOSLZJT,O,O,X,O,X,X,X,O,X,X
IOSJTLZ,X,X,O,X,X,X,X,X,X,X
IOSJTZL,O,X,O,X,X,X,X,X,X,X
IOSJLTZ,O,X,X,X,X,X,X,O,X,O
IOSJLZT,O,O,X,X,X,X,X,O,X,O
IOSJZTL,O,O,O,X,X,X,X,X,X,X
IOSJZLT,O,O,X,X,X,X,X,O,X,X
IOSZTLJ,O,O,O,O,X,O,X,O,X,X
IOSZTJL,O,O,O,O,X,O,X,X,X,X
IOSZLTJ,O,O,X,O,X,O,X,O,X,X
IOSZLJT,O,O,X,O,X,X,X,O,X,X
IOSZJTL,O,O,O,O,X,X,X,X,X,X
IOSZJLT,O,O,X,X,X,X,X,O,X,X
IOZTLJS,X,O,X,X,X,X,O,X,X,X
IOZTLSJ,X,O,X,X,X,X,X,X,X,X
IOZTJLS,X,O,X,X,X,X,O,X,X,X
IOZTJSL,X,O,X,X,X,X,X,X,X,X
IOZTSLJ,X,O,X,O,X,X,X,X,X,X
IOZTSJL,X,O,X,O,X,X,X,X,X,X
IOZLTJS,X,O,X,X,X,X,O,X,X,X
IOZLTSJ,X,O,X,O,X,X,X,X,X,X
