sequence,v115@RhD8FeF8AeB8KeT/IvhFxgBXiBmlBUoBFsB6tB,v115@RhD8FeF8AeB8KeT/IvhFigBmiB5oBUmB1sBfsB,v115@RhD8FeF8AeB8KeT/IvhF2lBxiBfsB0nB6tBFrB,v115@RhD8FeF8AeB8KeT/IvhF2lBRhB3mBcsB6tBFtB,v115@RhD8FeF8AeB8KeT/IvhF2lBynB5oBfsBFrB0sB,v115@RhD8FeF8AeB8KeT/IvhF2lBfsBxnBFmB0nB6tB
SZLIOJT,X,X,O,O,O,X
SZLJTIO,X,X,O,O,X,X
SZLJTOI,X,X,O,O,X,X
SZLJITO,X,X,O,O,X,X
SZLJIOT,X,X,O,O,O,X
SZLJOTI,X,X,O,O,X,X
SZLJOIT,X,X,O,O,O,X
SZLOTIJ,X,O,O,O,X,X
SZLOTJI,X,X,O,O,X,X
SZLOITJ,X,O,O,O,X,X
SZLOIJT,X,X,O,O,O,X
SZLOJTI,X,X,O,O,X,X
SZLOJIT,X,X,O,O,O,X
SZJTILO,O,X,X,O,X,X
SZJTIOL,O,X,X,O,X,X
SZJTLIO,O,X,O,O,X,X
SZJTLOI,O,X,O,O,X,X
SZJTOIL,O,X,X,O,X,X
SZJTOLI,O,X,O,O,X,X
SZJITLO,X,X,X,O,X,X
SZJITOL,X,X,X,O,X,X
SZJILTO,X,X,O,O,X,X
SZJILOT,X,X,O,O,O,X
SZJIOTL,X,X,X,O,X,O
SZJIOLT,X,X,O,O,O,O
SZJLTIO,X,X,O,O,X,X
SZJLTOI,X,X,O,O,X,X
SZJLITO,X,X,O,O,X,X
SZJLIOT,X,X,O,O,O,X
SZJLOTI,X,X,O,O,X,X
SZJLOIT,X,X,O,O,O,X
SZJOTIL,O,X,X,O,X,X
SZJOTLI,O,X,O,O,X,X
SZJOITL,X,X,X,O,X,O
SZJOILT,X,X,O,O,O,O
SZJOLTI,X,X,O,O,X,X
SZJOLIT,X,X,O,O,O,X
SZOTILJ,X,O,X,O,X,X
SZOTIJL,O,O,X,O,X,X
SZOTLIJ,X,O,O,O,X,X
SZOTLJI,O,X,O,O,X,X
SZOTJIL,O,X,X,O,X,X
SZOTJLI,O,X,O,O,X,X
SZOITLJ,X,O,X,O,X,X
SZOITJL,X,O,X,O,X,X
SZOILTJ,X,O,O,O,X,X
SZOILJT,X,X,O,O,O,X
SZOIJTL,X,X,X,O,X,O
SZOIJLT,X,X,O,O,O,O
SZOLTIJ,X,O,O,O,X,X
SZOLTJI,X,X,O,O,X,X
SZOLITJ,X,O,O,O,X,X
SZOLIJT,X,X,O,O,O,X
SZOLJTI,X,X,O,O,X,X
SZOLJIT,X,X,O,O,O,X
SZOJTIL,O,X,X,O,X,X
SZOJTLI,O,X,O,O,X,X
SZOJITL,X,X,X,O,X,O
SZOJILT,X,X,O,O,O,O
SZOJLTI,X,X,O,O,X,X
SZOJLIT,X,X,O,O,O,X
SOTILJZ,X,X,X,X,O,X
SOTILZJ,X,O,X,X,X,X
SOTIJLZ,O,X,X,X,O,O
SOTIJZL,O,X,X,X,X,O
SOTIZLJ,X,O,X,X,X,X
SOTIZJL,O,O,X,X,X,X
SOTLIJZ,X,X,X,X,O,X
SOTLIZJ,X,O,X,X,X,X
SOTLJIZ,O,X,X,X,O,X
SOTLJZI,O,X,O,X,X,X
SOTLZIJ,X,O,O,X,X,X
SOTLZJI,O,X,O,X,X,X
SOTJILZ,O,X,X,X,O,O
SOTJIZL,O,X,X,X,X,O
SOTJLIZ,O,X,X,X,O,X
SOTJLZI,O,X,O,X,X,X
SOTJZIL,O,X,X,X,X,X
SOTJZLI,O,X,O,X,X,X
SOTZILJ,X,O,X,X,X,X
SOTZIJL,O,O,X,X,X,X
SOTZLIJ,X,O,O,X,X,X
SOTZLJI,O,X,O,X,X,X
SOTZJIL,O,X,X,X,X,X
SOTZJLI,O,X,O,X,X,X
SOITLJZ,X,X,X,X,O,X
SOITLZJ,X,O,X,X,X,X
SOITJLZ,X,X,X,X,O,O
SOITJZL,X,X,X,X,X,O
SOITZLJ,X,O,X,X,X,X
SOITZJL,X,O,X,X,X,X
SOILTJZ,X,X,X,X,O,X
SOILTZJ,X,O,X,X,X,X
SOILJTZ,X,X,X,X,O,O
SOILJZT,X,X,O,X,O,O
SOILZTJ,X,O,O,X,X,X
SOILZJT,X,X,O,X,O,X
SOIJTLZ,X,X,X,X,O,O
SOIJTZL,X,X,X,X,X,O
SOIJLTZ,X,X,X,X,O,O
SOIJLZT,X,X,O,X,O,O
SOIJZTL,X,X,X,X,X,O
SOIJZLT,X,X,O,X,O,O
SOIZTLJ,X,O,X,X,X,X
SOIZTJL,X,O,X,X,X,X
SOIZLTJ,X,O,O,X,X,X
SOIZLJT,X,X,O,X,O,X
SOIZJTL,X,X,X,X,X,O
SOIZJLT,X,X,O,X,O,O
SOLTIJZ,X,X,X,X,O,X
SOLTIZJ,X,O,X,X,X,X
SOLTJIZ,X,X,X,X,O,X
SOLTJZI,X,X,O,X,X,X
SOLTZIJ,X,O,O,X,X,X
SOLTZJI,X,X,O,X,X,X
SOLITJZ,X,X,X,X,O,X
SOLITZJ,X,O,X,X,X,X
SOLIJTZ,X,X,X,X,O,O
SOLIJZT,X,X,O,X,O,O
SOLIZTJ,X,O,O,X,X,X
SOLIZJT,X,X,O,X,O,X
SOLJTIZ,X,X,X,X,O,X
SOLJTZI,X,X,O,X,X,X
SOLJITZ,X,X,X,X,O,O
SOLJIZT,X,X,O,X,O,O
SOLJZTI,X,X,O,O,X,X
SOLJZIT,X,X,O,O,O,X
SOLZTIJ,X,O,O,O,X,X
SOLZTJI,X,X,O,O,X,X
SOLZITJ,X,O,O,O,X,X
SOLZIJT,X,X,O,O,O,X
SOLZJTI,X,X,O,O,X,X
SOLZJIT,X,X,O,O,O,X
SOJTILZ,O,X,X,X,O,O
SOJTIZL,O,X,X,X,X,O
SOJTLIZ,O,X,X,X,O,X
SOJTLZI,O,X,O,X,X,X
SOJTZIL,O,X,X,X,X,X
SOJTZLI,O,X,O,X,X,X
SOJITLZ,O,X,X,X,O,O
SOJITZL,O,X,X,X,X,O
SOJILTZ,X,X,X,X,O,O
SOJILZT,X,X,O,X,O,O
SOJIZTL,X,X,X,X,X,O
SOJIZLT,X,X,O,X,O,O
SOJLTIZ,X,X,X,X,O,X
SOJLTZI,X,X,O,X,X,X
SOJLITZ,X,X,X,X,O,O
SOJLIZT,X,X,O,X,O,O
SOJLZTI,X,X,O,O,X,X
SOJLZIT,X,X,O,O,O,X
SOJZTIL,O,X,X,O,X,X
SOJZTLI,O,X,O,O,X,X
SOJZITL,X,X,X,O,X,O
SOJZILT,X,X,O,O,O,O
SOJZLTI,X,X,O,O,X,X
SOJZLIT,X,X,O,O,O,X
SOZTILJ,X,O,X,O,X,X
SOZTIJL,O,O,X,O,X,X
SOZTLIJ,X,O,O,O,X,X
SOZTLJI,O,X,O,O,X,X
SOZTJIL,O,X,X,O,X,X
SOZTJLI,O,X,O,O,X,X
SOZITLJ,X,O,X,O,X,X
SOZITJL,X,O,X,O,X,X
SOZILTJ,X,O,O,O,X,X
SOZILJT,X,X,O,O,O,X
SOZIJTL,X,X,X,O,X,O
SOZIJLT,X,X,O,O,O,O
SOZLTIJ,X,O,O,O,X,X
SOZLTJI,X,X,O,O,X,X
SOZLITJ,X,O,O,O,X,X
SOZLIJT,X,X,O,O,O,X
SOZLJTI,X,X,O,O,X,X
SOZLJIT,X,X,O,O,O,X
SOZJTIL,O,X,X,O,X,X
SOZJTLI,O,X,O,O,X,X
SOZJITL,X,X,X,O,X,O
SOZJILT,X,X,O,O,O,O
SOZJLTI,X,X,O,O,X,X
SOZJLIT,X,X,O,O,O,X
ZTILJSO,X,O,X,X,X,X
ZTILJOS,X,O,X,X,X,X
ZTILSJO,X,O,X,X,X,X
ZTILSOJ,X,O,X,X,X,X
ZTILOJS,X,O,X,X,X,X
ZTILOSJ,X,O,X,X,X,X
ZTIJLSO,O,O,X,X,X,X
ZTIJLOS,O,O,X,X,X,X
ZTIJSLO,O,O,X,X,X,X
ZTIJSOL,O,O,X,X,X,X
ZTIJOLS,O,O,X,X,X,X
ZTIJOSL,O,O,X,X,X,X
ZTISLJO,O,O,X,X,X,X
ZTISLOJ,X,O,X,X,X,X
ZTISJLO,O,O,X,X,X,X
ZTISJOL,O,O,X,X,X,X
ZTISOLJ,X,O,X,X,X,X
ZTISOJL,O,O,X,X,X,X
ZTIOLJS,X,O,X,X,X,X
ZTIOLSJ,X,O,X,X,X,X
ZTIOJLS,O,O,X,X,X,X
ZTIOJSL,O,O,X,X,X,X
ZTIOSLJ,X,O,X,X,X,X
ZTIOSJL,O,O,X,X,X,X
ZTLIJSO,X,O,X,X,X,X
ZTLIJOS,X,O,X,X,X,X
ZTLISJO,X,O,X,X,X,X
ZTLISOJ,X,O,X,X,X,X
ZTLIOJS,X,O,X,X,X,X
ZTLIOSJ,X,O,X,X,X,X
ZTLJISO,O,O,X,X,X,X
ZTLJIOS,O,O,X,X,X,X
ZTLJSIO,O,X,X,O,X,X
ZTLJSOI,O,X,X,O,X,X
ZTLJOIS,O,O,X,X,X,X
ZTLJOSI,O,X,X,O,X,X
ZTLSIJO,O,O,X,O,X,X
ZTLSIOJ,X,O,X,O,X,X
ZTLSJIO,O,X,X,O,X,X
ZTLSJOI,O,X,X,O,X,X
ZTLSOIJ,X,O,X,O,X,X
ZTLSOJI,O,X,X,O,X,X
ZTLOIJS,X,O,X,X,X,X
ZTLOISJ,X,O,X,X,X,X
ZTLOJIS,O,O,X,X,X,X
ZTLOJSI,O,X,X,O,X,X
ZTLOSIJ,X,O,X,O,X,X
ZTLOSJI,O,X,X,O,X,X
ZTJILSO,O,O,X,X,X,X
ZTJILOS,O,O,X,X,X,X
ZTJISLO,O,O,X,X,X,X
ZTJISOL,O,O,X,X,X,X
ZTJIOLS,O,O,X,X,X,X
ZTJIOSL,O,O,X,X,X,X
ZTJLISO,O,O,X,X,X,X
ZTJLIOS,O,O,X,X,X,X
ZTJLSIO,O,X,X,O,X,X
ZTJLSOI,O,X,X,O,X,X
ZTJLOIS,O,O,X,X,X,X
ZTJLOSI,O,X,X,O,X,X
ZTJSILO,O,X,X,O,X,X
ZTJSIOL,O,X,X,O,X,X
ZTJSLIO,O,X,X,O,X,X
ZTJSLOI,O,X,X,O,X,X
ZTJSOIL,O,X,X,O,X,X
ZTJSOLI,O,X,X,O,X,X
ZTJOILS,O,O,X,X,X,X
ZTJOISL,O,O,X,X,X,X
ZTJOLIS,O,O,X,X,X,X
ZTJOLSI,O,X,X,O,X,X
ZTJOSIL,O,X,X,O,X,X
ZTJOSLI,O,X,X,O,X,X
ZTSILJO,O,O,X,O,X,X
ZTSILOJ,X,O,X,O,X,X
ZTSIJLO,O,O,X,O,X,X
ZTSIJOL,O,O,X,O,X,X
ZTSIOLJ,X,O,X,O,X,X
ZTSIOJL,O,O,X,O,X,X
ZTSLIJO,O,O,X,O,X,X
ZTSLIOJ,X,O,X,O,X,X
ZTSLJIO,O,X,X,O,X,X
ZTSLJOI,O,X,X,O,X,X
ZTSLOIJ,X,O,X,O,X,X
ZTSLOJI,O,X,X,O,X,X
ZTSJILO,O,X,X,O,X,X
ZTSJIOL,O,X,X,O,X,X
ZTSJLIO,O,X,X,O,X,X
ZTSJLOI,O,X,X,O,X,X
ZTSJOIL,O,X,X,O,X,X
ZTSJOLI,O,X,X,O,X,X
ZTSOILJ,X,O,X,O,X,X
ZTSOIJL,O,O,X,O,X,X
ZTSOLIJ,X,O,X,O,X,X
ZTSOLJI,O,X,X,O,X,X
ZTSOJIL,O,X,X,O,X,X
ZTSOJLI,O,X,X,O,X,X
ZTOILJS,X,O,X,X,X,X
ZTOILSJ,X,O,X,X,X,X
ZTOIJLS,O,O,X,X,X,X
ZTOIJSL,O,O,X,X,X,X
ZTOISLJ,X,O,X,X,X,X
ZTOISJL,O,O,X,X,X,X
ZTOLIJS,X,O,X,X,X,X
ZTOLISJ,X,O,X,X,X,X
ZTOLJIS,O,O,X,X,X,X
ZTOLJSI,O,X,X,O,X,X
ZTOLSIJ,X,O,X,O,X,X
ZTOLSJI,O,X,X,O,X,X
ZTOJILS,O,O,X,X,X,X
ZTOJISL,O,O,X,X,X,X
ZTOJLIS,O,O,X,X,X,X
ZTOJLSI,O,X,X,O,X,X
ZTOJSIL,O,X,X,O,X,X
ZTOJSLI,O,X,X,O,X,X
ZTOSILJ,X,O,X,O,X,X
ZTOSIJL,O,O,X,O,X,X
ZTOSLIJ,X,O,X,O,X,X
ZTOSLJI,O,X,X,O,X,X
ZTOSJIL,O,X,X,O,X,X
ZTOSJLI,O,X,X,O,X,X
ZITLJSO,X,O,X,X,X,X
ZITLJOS,X,O,X,X,X,X
ZITLSJO,X,O,X,X,X,X
ZITLSOJ,X,O,X,X,X,X
ZITLOJS,X,O,X,X,X,X
ZITLOSJ,X,O,X,X,X,X
ZITJLSO,O,O,X,X,X,X
ZITJLOS,O,O,X,X,X,X
ZITJSLO,O,O,X,X,X,X
ZITJSOL,O,O,X,X,X,X
ZITJOLS,O,O,X,X,X,X
ZITJOSL,O,O,X,X,X,X
ZITSLJO,O,O,X,X,X,X
ZITSLOJ,X,O,X,X,X,X
ZITSJLO,O,O,X,X,X,X
ZITSJOL,O,O,X,X,X,X
ZITSOLJ,X,O,X,X,X,X
ZITSOJL,O,O,X,X,X,X
ZITOLJS,X,O,X,X,X,X
ZITOLSJ,X,O,X,X,X,X
ZITOJLS,O,O,X,X,X,X
ZITOJSL,O,O,X,X,X,X
ZITOSLJ,X,O,X,X,X,X
ZITOSJL,O,O,X,X,X,X
ZILTJSO,X,O,X,X,X,X
ZILTJOS,X,O,X,X,X,X
ZILTSJO,X,O,X,X,X,X
ZILTSOJ,X,O,X,X,X,X
ZILTOJS,X,O,X,X,X,X
ZILTOSJ,X,O,X,X,X,X
ZILJTSO,X,O,X,X,X,X
ZILJTOS,X,O,X,X,X,X
ZILJSTO,X,X,X,O,X,X
ZILJSOT,X,X,X,O,X,X
ZILJOTS,X,O,X,X,X,X
ZILJOST,X,X,X,O,X,X
ZILSTJO,X,O,X,O,X,X
ZILSTOJ,X,O,X,O,X,X
ZILSJTO,X,X,X,O,X,X
ZILSJOT,X,X,X,O,X,X
ZILSOTJ,X,O,X,O,X,X
ZILSOJT,X,X,X,O,X,X
ZILOTJS,X,O,X,X,X,X
ZILOTSJ,X,O,X,X,X,X
ZILOJTS,X,O,X,X,X,X
ZILOJST,X,X,X,O,X,X
ZILOSTJ,X,O,X,O,X,X
ZILOSJT,X,X,X,O,X,X
ZIJTLSO,O,O,X,X,X,X
ZIJTLOS,O,O,X,X,X,X
ZIJTSLO,O,O,X,X,X,X
ZIJTSOL,O,O,X,X,X,X
ZIJTOLS,O,O,X,X,X,X
ZIJTOSL,O,O,X,X,X,X
ZIJLTSO,X,O,X,X,X,X
ZIJLTOS,X,O,X,X,X,X
ZIJLSTO,X,X,X,O,X,X
ZIJLSOT,X,X,X,O,X,X
ZIJLOTS,X,O,X,X,X,X
ZIJLOST,X,X,X,O,X,X
ZIJSTLO,X,X,X,O,X,X
ZIJSTOL,X,X,X,O,X,X
ZIJSLTO,X,X,X,O,X,X
ZIJSLOT,X,X,X,O,O,X
ZIJSOTL,X,X,X,O,X,X
ZIJSOLT,X,X,X,O,O,X
ZIJOTLS,O,O,X,X,X,X
ZIJOTSL,O,O,X,X,X,X
ZIJOLTS,X,O,X,X,X,X
ZIJOLST,X,X,X,O,X,X
ZIJOSTL,X,X,X,O,X,X
ZIJOSLT,X,X,X,O,O,X
ZISTLJO,X,O,X,O,X,X
ZISTLOJ,X,O,X,O,X,X
ZISTJLO,X,O,X,O,X,X
ZISTJOL,X,O,X,O,X,X
ZISTOLJ,X,O,X,O,X,X
ZISTOJL,X,O,X,O,X,X
ZISLTJO,X,O,X,O,X,X
ZISLTOJ,X,O,X,O,X,X
ZISLJTO,X,X,X,O,X,X
ZISLJOT,X,X,X,O,O,X
ZISLOTJ,X,O,X,O,X,X
ZISLOJT,X,X,X,O,O,X
ZISJTLO,X,X,X,O,X,X
ZISJTOL,X,X,X,O,X,X
ZISJLTO,X,X,X,O,X,X
ZISJLOT,X,X,X,O,O,X
ZISJOTL,X,X,X,O,X,X
ZISJOLT,X,X,X,O,O,X
ZISOTLJ,X,O,X,O,X,X
ZISOTJL,X,O,X,O,X,X
ZISOLTJ,X,O,X,O,X,X
ZISOLJT,X,X,X,O,O,X
ZISOJTL,X,X,X,O,X,X
ZISOJLT,X,X,X,O,O,X
ZIOTLJS,X,O,X,X,X,X
ZIOTLSJ,X,O,X,X,X,X
ZIOTJLS,O,O,X,X,X,X
ZIOTJSL,O,O,X,X,X,X
ZIOTSLJ,X,O,X,X,X,X
ZIOTSJL,O,O,X,X,X,X
ZIOLTJS,X,O,X,X,X,X
ZIOLTSJ,X,O,X,X,X,X
ZIOLJTS,X,O,X,X,X,X
ZIOLJST,X,X,X,O,X,X
ZIOLSTJ,X,O,X,O,X,X
ZIOLSJT,X,X,X,O,X,X
ZIOJTLS,O,O,X,X,X,X
ZIOJTSL,O,O,X,X,X,X
ZIOJLTS,X,O,X,X,X,X
ZIOJLST,X,X,X,O,X,X
ZIOJSTL,X,X,X,O,X,X
ZIOJSLT,X,X,X,O,O,X
ZIOSTLJ,X,O,X,O,X,X
ZIOSTJL,X,O,X,O,X,X
ZIOSLTJ,X,O,X,O,X,X
ZIOSLJT,X,X,X,O,O,X
ZIOSJTL,X,X,X,O,X,X
ZIOSJLT,X,X,X,O,O,X
ZLTIJSO,X,O,X,X,X,X
ZLTIJOS,X,O,X,X,X,X
ZLTISJO,X,O,X,X,X,X
ZLTISOJ,X,O,X,X,X,X
ZLTIOJS,X,O,X,X,X,X
ZLTIOSJ,X,O,X,X,X,X
ZLTJISO,O,O,X,X,X,X
ZLTJIOS,O,O,X,X,X,X
ZLTJSIO,O,X,X,O,X,X
ZLTJSOI,O,X,X,O,X,X
ZLTJOIS,O,O,X,X,X,X
ZLTJOSI,O,X,X,O,X,X
ZLTSIJO,O,O,X,O,X,X
ZLTSIOJ,X,O,X,O,X,X
ZLTSJIO,O,X,X,O,X,X
ZLTSJOI,O,X,X,O,X,X
ZLTSOIJ,X,O,X,O,X,X
ZLTSOJI,O,X,X,O,X,X
ZLTOIJS,X,O,X,X,X,X
ZLTOISJ,X,O,X,X,X,X
ZLTOJIS,O,O,X,X,X,X
ZLTOJSI,O,X,X,O,X,X
ZLTOSIJ,X,O,X,O,X,X
ZLTOSJI,O,X,X,O,X,X
ZLITJSO,X,O,X,X,X,X
ZLITJOS,X,O,X,X,X,X
ZLITSJO,X,O,X,X,X,X
ZLITSOJ,X,O,X,X,X,X
ZLITOJS,X,O,X,X,X,X
ZLITOSJ,X,O,X,X,X,X
ZLIJTSO,X,O,X,X,X,X
ZLIJTOS,X,O,X,X,X,X
ZLIJSTO,X,X,X,O,X,X
ZLIJSOT,X,X,X,O,X,X
ZLIJOTS,X,O,X,X,X,X
ZLIJOST,X,X,X,O,X,X
ZLISTJO,X,O,X,O,X,X
ZLISTOJ,X,O,X,O,X,X
ZLISJTO,X,X,X,O,X,X
ZLISJOT,X,X,X,O,X,X
ZLISOTJ,X,O,X,O,X,X
ZLISOJT,X,X,X,O,X,X
ZLIOTJS,X,O,X,X,X,X
ZLIOTSJ,X,O,X,X,X,X
ZLIOJTS,X,O,X,X,X,X
ZLIOJST,X,X,X,O,X,X
ZLIOSTJ,X,O,X,O,X,X
ZLIOSJT,X,X,X,O,X,X
ZLJTISO,O,O,X,X,X,X
ZLJTIOS,O,O,X,X,X,X
ZLJTSIO,O,X,X,O,X,X
ZLJTSOI,O,X,X,O,X,X
ZLJTOIS,O,O,X,X,X,X
ZLJTOSI,O,X,X,O,X,X
ZLJITSO,X,O,X,X,X,X
ZLJITOS,X,O,X,X,X,X
ZLJISTO,X,X,X,O,X,X
ZLJISOT,X,X,X,O,X,X
ZLJIOTS,X,O,X,X,X,X
ZLJIOST,X,X,X,O,X,X
ZLJSTIO,X,X,O,O,X,X
ZLJSTOI,X,X,O,O,X,X
ZLJSITO,X,X,O,O,X,X
ZLJSIOT,X,X,O,O,X,X
ZLJSOTI,X,X,O,O,X,X
ZLJSOIT,X,X,O,O,X,X
ZLJOTIS,O,O,X,X,X,X
ZLJOTSI,O,X,X,O,X,X
ZLJOITS,X,O,X,X,X,X
ZLJOIST,X,X,X,O,X,X
ZLJOSTI,X,X,O,O,X,X
ZLJOSIT,X,X,O,O,X,X
ZLSTIJO,X,O,O,O,X,X
ZLSTIOJ,X,O,O,O,X,X
ZLSTJIO,X,X,O,O,X,X
ZLSTJOI,X,X,O,O,X,X
ZLSTOIJ,X,O,O,O,X,X
ZLSTOJI,X,X,O,O,X,X
ZLSITJO,X,O,O,O,X,X
ZLSITOJ,X,O,O,O,X,X
ZLSIJTO,X,X,O,O,X,X
ZLSIJOT,X,X,O,O,X,X
ZLSIOTJ,X,O,O,O,X,X
ZLSIOJT,X,X,O,O,X,X
ZLSJTIO,X,X,O,O,X,X
ZLSJTOI,X,X,O,O,X,X
ZLSJITO,X,X,O,O,X,X
ZLSJIOT,X,X,O,O,X,X
ZLSJOTI,X,X,O,O,X,X
ZLSJOIT,X,X,O,O,X,X
ZLSOTIJ,X,O,O,O,X,X
ZLSOTJI,X,X,O,O,X,X
ZLSOITJ,X,O,O,O,X,X
ZLSOIJT,X,X,O,O,X,X
ZLSOJTI,X,X,O,O,X,X
ZLSOJIT,X,X,O,O,X,X
ZLOTIJS,X,O,X,X,X,X
ZLOTISJ,X,O,X,X,X,X
ZLOTJIS,O,O,X,X,X,X
ZLOTJSI,O,X,X,O,X,X
ZLOTSIJ,X,O,X,O,X,X
ZLOTSJI,O,X,X,O,X,X
ZLOITJS,X,O,X,X,X,X
ZLOITSJ,X,O,X,X,X,X
ZLOIJTS,X,O,X,X,X,X
ZLOIJST,X,X,X,O,X,X
ZLOISTJ,X,O,X,O,X,X
ZLOISJT,X,X,X,O,X,X
ZLOJTIS,O,O,X,X,X,X
ZLOJTSI,O,X,X,O,X,X
ZLOJITS,X,O,X,X,X,X
ZLOJIST,X,X,X,O,X,X
ZLOJSTI,X,X,O,O,X,X
ZLOJSIT,X,X,O,O,X,X
ZLOSTIJ,X,O,O,O,X,X
ZLOSTJI,X,X,O,O,X,X
ZLOSITJ,X,O,O,O,X,X
ZLOSIJT,X,X,O,O,X,X
ZLOSJTI,X,X,O,O,X,X
ZLOSJIT,X,X,O,O,X,X
ZJTILSO,O,O,X,X,X,X
ZJTILOS,O,O,X,X,X,X
ZJTISLO,O,O,X,X,X,X
ZJTISOL,O,O,X,X,X,X
ZJTIOLS,O,O,X,X,X,X
ZJTIOSL,O,O,X,X,X,X
ZJTLISO,O,O,X,X,X,X
ZJTLIOS,O,O,X,X,X,X
ZJTLSIO,O,X,X,O,X,X
ZJTLSOI,O,X,X,O,X,X
ZJTLOIS,O,O,X,X,X,X
ZJTLOSI,O,X,X,O,X,X
ZJTSILO,O,X,X,O,X,X
ZJTSIOL,O,X,X,O,X,X
ZJTSLIO,O,X,X,O,X,X
ZJTSLOI,O,X,X,O,X,X
ZJTSOIL,O,X,X,O,X,X
ZJTSOLI,O,X,X,O,X,X
ZJTOILS,O,O,X,X,X,X
ZJTOISL,O,O,X,X,X,X
ZJTOLIS,O,O,X,X,X,X
ZJTOLSI,O,X,X,O,X,X
ZJTOSIL,O,X,X,O,X,X
ZJTOSLI,O,X,X,O,X,X
ZJITLSO,O,O,X,X,X,X
ZJITLOS,O,O,X,X,X,X
ZJITSLO,O,O,X,X,X,X
ZJITSOL,O,O,X,X,X,X
ZJITOLS,O,O,X,X,X,X
ZJITOSL,O,O,X,X,X,X
ZJILTSO,X,O,X,X,X,X
ZJILTOS,X,O,X,X,X,X
ZJILSTO,X,X,X,O,X,X
ZJILSOT,X,X,X,O,X,X
ZJILOTS,X,O,X,X,X,X
ZJILOST,X,X,X,O,X,X
ZJISTLO,X,X,X,O,X,X
ZJISTOL,X,X,X,O,X,X
ZJISLTO,X,X,X,O,X,X
ZJISLOT,X,X,X,O,O,X
ZJISOTL,X,X,X,O,X,X
ZJISOLT,X,X,X,O,O,X
ZJIOTLS,O,O,X,X,X,X
ZJIOTSL,O,O,X,X,X,X
ZJIOLTS,X,O,X,X,X,X
ZJIOLST,X,X,X,O,X,X
ZJIOSTL,X,X,X,O,X,X
ZJIOSLT,X,X,X,O,O,X
ZJLTISO,O,O,X,X,X,X
ZJLTIOS,O,O,X,X,X,X
ZJLTSIO,O,X,X,O,X,X
ZJLTSOI,O,X,X,O,X,X
ZJLTOIS,O,O,X,X,X,X
ZJLTOSI,O,X,X,O,X,X
ZJLITSO,X,O,X,X,X,X
ZJLITOS,X,O,X,X,X,X
ZJLISTO,X,X,X,O,X,X
ZJLISOT,X,X,X,O,X,X
ZJLIOTS,X,O,X,X,X,X
ZJLIOST,X,X,X,O,X,X
ZJLSTIO,X,X,O,O,X,X
ZJLSTOI,X,X,O,O,X,X
ZJLSITO,X,X,O,O,X,X
ZJLSIOT,X,X,O,O,X,X
ZJLSOTI,X,X,O,O,X,X
ZJLSOIT,X,X,O,O,X,X
ZJLOTIS,O,O,X,X,X,X
ZJLOTSI,O,X,X,O,X,X
ZJLOITS,X,O,X,X,X,X
ZJLOIST,X,X,X,O,X,X
ZJLOSTI,X,X,O,O,X,X
ZJLOSIT,X,X,O,O,X,X
ZJSTILO,O,X,X,O,X,X
ZJSTIOL,O,X,X,O,X,X
ZJSTLIO,O,X,O,O,X,X
ZJSTLOI,O,X,O,O,X,X
ZJSTOIL,O,X,X,O,X,X
ZJSTOLI,O,X,O,O,X,X
ZJSITLO,X,X,X,O,X,X
ZJSITOL,X,X,X,O,X,X
ZJSILTO,X,X,O,O,X,X
ZJSILOT,X,X,O,O,O,X
ZJSIOTL,X,X,X,O,X,O
ZJSIOLT,X,X,O,O,O,O
ZJSLTIO,X,X,O,O,X,X
ZJSLTOI,X,X,O,O,X,X
ZJSLITO,X,X,O,O,X,X
ZJSLIOT,X,X,O,O,O,X
ZJSLOTI,X,X,O,O,X,X
ZJSLOIT,X,X,O,O,O,X
ZJSOTIL,O,X,X,O,X,X
ZJSOTLI,O,X,O,O,X,X
ZJSOITL,X,X,X,O,X,O
ZJSOILT,X,X,O,O,O,O
ZJSOLTI,X,X,O,O,X,X
ZJSOLIT,X,X,O,O,O,X
ZJOTILS,O,O,X,X,X,X
ZJOTISL,O,O,X,X,X,X
ZJOTLIS,O,O,X,X,X,X
ZJOTLSI,O,X,X,O,X,X
ZJOTSIL,O,X,X,O,X,X
ZJOTSLI,O,X,X,O,X,X
ZJOITLS,O,O,X,X,X,X
ZJOITSL,O,O,X,X,X,X
ZJOILTS,X,O,X,X,X,X
ZJOILST,X,X,X,O,X,X
ZJOISTL,X,X,X,O,X,X
ZJOISLT,X,X,X,O,O,X
ZJOLTIS,O,O,X,X,X,X
ZJOLTSI,O,X,X,O,X,X
ZJOLITS,X,O,X,X,X,X
ZJOLIST,X,X,X,O,X,X
ZJOLSTI,X,X,O,O,X,X
ZJOLSIT,X,X,O,O,X,X
ZJOSTIL,O,X,X,O,X,X
ZJOSTLI,O,X,O,O,X,X
ZJOSITL,X,X,X,O,X,O
ZJOSILT,X,X,O,O,O,O
ZJOSLTI,X,X,O,O,X,X
ZJOSLIT,X,X,O,O,O,X
ZSTILJO,O,O,X,O,X,X
ZSTILOJ,X,O,X,O,X,X
ZSTIJLO,O,O,X,O,X,X
ZSTIJOL,O,O,X,O,X,X
ZSTIOLJ,X,O,X,O,X,X
ZSTIOJL,O,O,X,O,X,X
ZSTLIJO,O,O,O,O,X,X
ZSTLIOJ,X,O,O,O,X,X
