sequence,v115@RhD8DeG8DeA8JeT/IvhFxgBVnBmlBCsBctB3sB,v115@RhD8DeG8DeA8Je2EJvhFRgBzhBUmBXsBCtBFtB,v115@RhD8DeG8DeA8JeT/IvhF2lBRhB3iB1rBSxBctB,v115@RhD8DeG8DeA8JeT/IvhFigBRiBFmBGsBctBXsB,v115@RhD8DeG8DeA8JeT/IvhFxgBliBmlBqrB/sBctB,v115@RhD8DeG8DeA8JeT/IvhFxgBmlBCnBXsBctBlsB,v115@RhD8DeG8DeA8JeT/IvhFxgB8mBmlBXsBCtBFtB,v115@RhD8DeG8DeA8JeT/IvhFigBFmBxnBurBcsBXtB,v115@RhD8DeG8DeA8JeT/IvhF2lB8mBSoBFmB3nBRxB,v115@RhD8DeG8DeA8Jei/IvhFliBRlB3mBTsBctBGrB,v115@RhD8DeG8DeA8JeT/IvhFxlB8rBCoBmlBFsBXtB
LJIZOST,O,X,X,X,O,X,X,X,O,X,X
LJIOTSZ,O,X,X,X,O,X,X,X,X,X,X
LJIOTZS,O,X,X,X,X,X,X,X,O,X,X
LJIOSTZ,O,X,X,X,O,O,X,X,X,X,X
LJIOSZT,O,X,X,X,O,O,X,X,O,O,X
LJIOZTS,O,X,X,X,X,X,X,X,O,X,X
LJIOZST,O,X,X,X,O,X,X,X,O,X,X
LJSTIZO,O,X,X,X,O,O,X,X,X,X,X
LJSTIOZ,O,X,X,X,O,O,X,X,X,X,X
LJSTZIO,O,X,X,X,O,O,X,X,X,X,X
LJSTZOI,O,X,X,X,O,O,X,X,X,X,X
LJSTOIZ,O,X,X,X,O,O,X,X,X,X,X
LJSTOZI,O,X,X,X,O,O,X,X,X,X,X
LJSITZO,O,X,X,X,O,O,X,X,X,X,X
LJSITOZ,O,X,X,X,O,O,X,X,X,X,X
LJSIZTO,O,O,X,X,O,O,X,X,X,X,X
LJSIZOT,O,O,X,X,O,O,X,X,O,X,X
LJSIOTZ,O,X,X,X,O,O,X,X,X,X,X
LJSIOZT,O,X,X,X,O,O,X,X,O,X,X
LJSZTIO,O,O,X,X,O,O,O,X,X,X,X
LJSZTOI,O,O,X,X,O,O,O,X,X,X,X
LJSZITO,O,O,X,X,O,O,O,X,X,X,X
LJSZIOT,O,O,X,X,O,O,O,X,X,X,X
LJSZOTI,O,O,X,X,O,O,O,X,X,X,X
LJSZOIT,O,O,X,X,O,O,O,X,X,X,X
LJSOTIZ,O,X,X,X,O,O,X,X,X,X,X
LJSOTZI,O,X,X,X,O,O,X,X,X,X,X
LJSOITZ,O,X,X,X,O,O,X,X,X,X,X
LJSOIZT,O,X,X,X,O,O,X,X,O,X,X
LJSOZTI,O,X,X,X,O,O,O,X,X,X,X
LJSOZIT,O,X,X,X,O,O,O,X,X,X,X
LJZTISO,O,X,X,X,X,X,X,X,X,X,X
LJZTIOS,O,X,X,X,X,X,X,X,X,X,X
LJZTSIO,O,X,X,X,X,X,X,X,X,X,X
LJZTSOI,O,X,X,X,X,X,X,X,X,X,X
LJZTOIS,O,X,X,X,X,X,X,X,X,X,X
LJZTOSI,O,X,X,X,X,X,X,X,X,X,X
LJZITSO,O,X,X,X,X,X,X,X,X,X,X
LJZITOS,O,X,X,X,X,X,X,X,O,X,X
LJZISTO,O,O,X,X,O,X,X,X,X,X,X
LJZISOT,O,O,X,X,O,X,X,X,O,X,X
LJZIOTS,O,X,X,X,X,X,X,X,O,X,O
LJZIOST,O,X,X,X,O,X,X,X,O,X,O
LJZSTIO,O,O,X,X,O,X,X,X,X,X,X
LJZSTOI,O,O,X,X,O,X,X,X,X,X,X
LJZSITO,O,O,X,X,O,X,X,X,X,X,X
LJZSIOT,O,O,X,X,O,X,X,X,X,X,X
LJZSOTI,O,O,X,X,O,X,X,X,X,X,X
LJZSOIT,O,O,X,X,O,X,X,X,X,X,X
LJZOTIS,O,X,X,X,X,X,X,X,X,X,X
LJZOTSI,O,X,X,X,X,X,X,X,X,X,X
LJZOITS,O,X,X,X,X,X,X,X,O,X,O
LJZOIST,O,X,X,X,O,X,X,X,O,X,O
LJZOSTI,O,X,X,X,O,X,X,X,X,X,X
LJZOSIT,O,X,X,X,O,X,X,X,X,X,X
LJOTISZ,O,X,O,O,O,X,X,O,X,X,X
LJOTIZS,O,X,O,O,X,X,X,O,O,X,X
LJOTSIZ,O,X,O,O,O,X,X,X,X,X,X
LJOTSZI,O,X,O,O,O,X,X,X,X,X,X
LJOTZIS,O,X,O,O,X,X,X,X,X,X,X
LJOTZSI,O,X,O,O,X,X,X,X,X,X,X
LJOITSZ,O,X,X,X,O,X,X,X,X,X,X
LJOITZS,O,X,X,X,X,X,X,X,O,X,X
LJOISTZ,O,X,X,X,O,O,X,X,X,X,X
LJOISZT,O,X,X,X,O,O,X,X,O,O,X
LJOIZTS,O,X,X,X,X,X,X,X,O,X,X
LJOIZST,O,X,X,X,O,X,X,X,O,X,X
LJOSTIZ,O,X,X,X,O,O,X,X,X,X,X
LJOSTZI,O,X,X,X,O,O,X,X,X,X,X
LJOSITZ,O,X,X,X,O,O,X,X,X,X,X
LJOSIZT,O,X,X,X,O,O,X,X,O,X,X
LJOSZTI,O,X,X,X,O,O,O,X,X,X,X
LJOSZIT,O,X,X,X,O,O,O,X,X,X,X
LJOZTIS,O,X,X,X,X,X,X,X,X,X,X
LJOZTSI,O,X,X,X,X,X,X,X,X,X,X
LJOZITS,O,X,X,X,X,X,X,X,O,X,O
LJOZIST,O,X,X,X,O,X,X,X,O,X,O
LJOZSTI,O,X,X,X,O,X,X,X,X,X,X
LJOZSIT,O,X,X,X,O,X,X,X,X,X,X
LSTIJZO,O,X,O,X,O,O,X,X,X,X,X
LSTIJOZ,O,X,O,X,O,O,X,X,X,X,X
LSTIZJO,X,X,O,X,X,X,X,X,X,X,X
LSTIZOJ,X,X,O,X,X,X,X,X,X,X,X
LSTIOJZ,X,X,O,X,X,X,X,O,X,X,X
LSTIOZJ,X,X,O,X,X,X,X,O,X,X,X
LSTJIZO,O,X,O,O,O,O,X,X,X,X,X
LSTJIOZ,O,X,O,O,O,O,X,X,X,X,X
LSTJZIO,O,X,O,O,O,O,X,X,X,X,X
LSTJZOI,O,X,O,O,O,O,X,X,X,X,X
LSTJOIZ,O,X,O,O,O,O,X,X,X,X,X
LSTJOZI,O,X,O,O,O,O,X,X,X,X,X
LSTZIJO,X,X,O,X,X,X,X,X,X,X,X
LSTZIOJ,X,X,O,X,X,X,X,X,X,X,X
LSTZJIO,X,X,O,X,X,X,X,X,X,X,X
LSTZJOI,X,X,O,X,X,X,X,X,X,X,X
LSTZOIJ,X,X,O,X,X,X,X,X,X,X,X
LSTZOJI,X,X,O,X,X,X,X,X,X,X,X
LSTOIJZ,X,X,O,X,X,X,X,O,X,X,X
LSTOIZJ,X,X,O,X,X,X,X,O,X,X,X
LSTOJIZ,O,X,O,O,O,O,X,X,X,X,X
LSTOJZI,O,X,O,O,O,O,X,X,X,X,X
LSTOZIJ,X,X,O,X,X,X,X,X,X,X,X
LSTOZJI,X,X,O,X,X,X,X,X,X,X,X
LSITJZO,X,X,X,X,O,O,X,X,X,X,X
LSITJOZ,X,X,X,X,O,O,X,X,X,X,X
LSITZJO,X,X,X,X,X,X,X,X,X,X,X
LSITZOJ,X,X,X,X,X,X,X,X,X,X,X
LSITOJZ,X,X,X,X,X,X,X,X,X,X,X
LSITOZJ,X,X,X,X,X,X,X,X,X,X,X
LSIJTZO,X,X,X,X,O,O,X,X,X,X,X
LSIJTOZ,X,X,X,X,O,O,X,X,X,X,X
LSIJZTO,X,X,X,X,O,O,X,X,X,X,X
LSIJZOT,X,X,X,X,O,O,X,X,X,X,X
LSIJOTZ,X,X,X,X,O,O,X,X,X,X,X
LSIJOZT,X,X,X,X,O,O,X,X,X,X,X
LSIZTJO,X,X,X,X,X,X,X,X,X,X,X
LSIZTOJ,X,X,X,X,X,X,X,X,X,X,X
LSIZJTO,X,X,X,X,O,O,X,X,X,X,X
LSIZJOT,X,X,X,X,O,O,X,X,X,X,X
LSIZOTJ,X,X,X,X,X,X,X,X,X,X,X
LSIZOJT,X,X,X,X,X,X,X,X,X,X,X
LSIOTJZ,X,X,X,X,X,X,X,X,X,X,X
LSIOTZJ,X,X,X,X,X,X,X,X,X,O,X
LSIOJTZ,X,X,X,X,O,O,X,X,X,X,X
LSIOJZT,X,X,X,X,O,O,X,X,X,O,X
LSIOZTJ,X,X,X,X,X,X,X,X,X,O,X
LSIOZJT,X,X,X,X,X,X,X,X,X,O,X
LSJTIZO,O,X,X,X,O,O,X,X,X,X,X
LSJTIOZ,O,X,X,X,O,O,X,X,X,X,X
LSJTZIO,O,X,X,X,O,O,X,X,X,X,X
LSJTZOI,O,X,X,X,O,O,X,X,X,X,X
LSJTOIZ,O,X,X,X,O,O,X,X,X,X,X
LSJTOZI,O,X,X,X,O,O,X,X,X,X,X
LSJITZO,O,X,X,X,O,O,X,X,X,X,X
LSJITOZ,O,X,X,X,O,O,X,X,X,X,X
LSJIZTO,O,O,X,X,O,O,X,X,X,X,X
LSJIZOT,O,O,X,X,O,O,X,X,O,X,X
LSJIOTZ,O,X,X,X,O,O,X,X,X,X,X
LSJIOZT,O,X,X,X,O,O,X,X,O,X,X
LSJZTIO,O,O,X,X,O,O,O,X,X,X,X
LSJZTOI,O,O,X,X,O,O,O,X,X,X,X
LSJZITO,O,O,X,X,O,O,O,X,X,X,X
LSJZIOT,O,O,X,X,O,O,O,X,X,X,X
LSJZOTI,O,O,X,X,O,O,O,X,X,X,X
LSJZOIT,O,O,X,X,O,O,O,X,X,X,X
LSJOTIZ,O,X,X,X,O,O,X,X,X,X,X
LSJOTZI,O,X,X,X,O,O,X,X,X,X,X
LSJOITZ,O,X,X,X,O,O,X,X,X,X,X
LSJOIZT,O,X,X,X,O,O,X,X,O,X,X
LSJOZTI,O,X,X,X,O,O,O,X,X,X,X
LSJOZIT,O,X,X,X,O,O,O,X,X,X,X
LSZTIJO,X,O,X,X,X,X,X,X,X,X,X
LSZTIOJ,X,O,X,X,X,X,X,X,X,X,X
LSZTJIO,X,O,X,X,X,X,X,X,X,X,X
LSZTJOI,X,O,X,X,X,X,X,X,X,X,X
LSZTOIJ,X,O,X,X,X,X,X,X,X,X,X
LSZTOJI,X,O,X,X,X,X,X,X,X,X,X
LSZITJO,X,O,X,X,X,X,X,X,X,X,X
LSZITOJ,X,O,X,X,X,X,X,X,X,X,X
LSZIJTO,X,O,X,X,O,O,O,X,X,X,X
LSZIJOT,X,O,X,X,O,O,O,X,X,X,X
LSZIOTJ,X,O,X,X,X,X,X,X,X,X,X
LSZIOJT,X,O,X,X,X,X,X,X,X,X,O
LSZJTIO,X,O,X,X,O,O,O,X,X,X,X
LSZJTOI,X,O,X,X,O,O,O,X,X,X,X
LSZJITO,X,O,X,X,O,O,O,X,X,X,X
LSZJIOT,X,O,X,X,O,O,O,X,X,X,X
LSZJOTI,X,O,X,X,O,O,O,X,X,X,X
LSZJOIT,X,O,X,X,O,O,O,X,X,X,X
LSZOTIJ,X,O,X,X,X,X,X,X,X,X,X
LSZOTJI,X,O,X,X,X,X,X,X,X,X,X
LSZOITJ,X,O,X,X,X,X,X,X,X,X,X
LSZOIJT,X,O,X,X,X,X,X,X,X,X,O
LSZOJTI,X,O,X,X,O,O,O,X,X,X,X
LSZOJIT,X,O,X,X,O,O,O,X,X,X,X
LSOTIJZ,X,X,O,X,X,X,X,O,X,X,X
LSOTIZJ,X,X,O,X,X,X,X,O,X,X,X
LSOTJIZ,O,X,O,O,O,O,X,X,X,X,X
LSOTJZI,O,X,O,O,O,O,X,X,X,X,X
LSOTZIJ,X,X,O,X,X,X,X,X,X,X,X
LSOTZJI,X,X,O,X,X,X,X,X,X,X,X
LSOITJZ,X,X,X,X,X,X,X,X,X,X,X
LSOITZJ,X,X,X,X,X,X,X,X,X,O,X
LSOIJTZ,X,X,X,X,O,O,X,X,X,X,X
LSOIJZT,X,X,X,X,O,O,X,X,X,O,X
LSOIZTJ,X,X,X,X,X,X,X,X,X,O,X
LSOIZJT,X,X,X,X,X,X,X,X,X,O,X
LSOJTIZ,O,X,X,X,O,O,X,X,X,X,X
LSOJTZI,O,X,X,X,O,O,X,X,X,X,X
LSOJITZ,O,X,X,X,O,O,X,X,X,X,X
LSOJIZT,O,X,X,X,O,O,X,X,O,X,X
LSOJZTI,O,X,X,X,O,O,O,X,X,X,X
LSOJZIT,O,X,X,X,O,O,O,X,X,X,X
LSOZTIJ,X,X,X,X,X,X,X,X,X,X,X
LSOZTJI,X,X,X,X,X,X,X,X,X,X,X
LSOZITJ,X,X,X,X,X,X,X,X,X,X,X
LSOZIJT,X,X,X,X,X,X,X,X,X,X,O
LSOZJTI,X,X,X,X,O,O,O,X,X,X,X
LSOZJIT,X,X,X,X,O,O,O,X,X,X,X
LZTIJSO,O,X,O,X,X,X,X,X,X,X,X
LZTIJOS,O,X,O,X,X,X,X,X,X,X,X
LZTISJO,X,X,O,X,X,X,X,X,X,X,X
LZTISOJ,X,X,O,X,X,X,X,X,X,X,X
LZTIOJS,X,X,O,X,X,X,X,O,X,X,O
LZTIOSJ,X,X,O,X,X,X,X,O,X,X,X
LZTJISO,O,X,O,O,X,X,X,X,X,X,X
LZTJIOS,O,X,O,O,X,X,X,X,X,X,X
LZTJSIO,O,X,O,O,X,X,X,X,X,X,X
LZTJSOI,O,X,O,O,X,X,X,X,X,X,X
LZTJOIS,O,X,O,O,X,X,X,X,X,X,X
LZTJOSI,O,X,O,O,X,X,X,X,X,X,X
LZTSIJO,X,X,O,X,X,X,X,X,X,X,X
LZTSIOJ,X,X,O,X,X,X,X,X,X,X,X
LZTSJIO,X,X,O,X,X,X,X,X,X,X,X
LZTSJOI,X,X,O,X,X,X,X,X,X,X,X
LZTSOIJ,X,X,O,X,X,X,X,X,X,X,X
LZTSOJI,X,X,O,X,X,X,X,X,X,X,X
LZTOIJS,X,X,O,X,X,X,X,O,X,X,O
LZTOISJ,X,X,O,X,X,X,X,O,X,X,X
LZTOJIS,O,X,O,O,X,X,X,X,X,X,X
LZTOJSI,O,X,O,O,X,X,X,X,X,X,X
LZTOSIJ,X,X,O,X,X,X,X,X,X,X,X
LZTOSJI,X,X,O,X,X,X,X,X,X,X,X
LZITJSO,X,X,X,X,X,X,X,X,X,X,X
LZITJOS,X,X,X,X,X,X,X,X,X,X,X
LZITSJO,X,X,X,X,X,X,X,X,X,X,X
LZITSOJ,X,X,X,X,X,X,X,X,X,X,X
LZITOJS,X,X,X,X,X,X,X,X,X,X,O
LZITOSJ,X,X,X,X,X,X,X,X,X,X,X
LZIJTSO,X,X,X,X,X,X,X,X,X,X,X
LZIJTOS,X,X,X,X,X,X,X,X,X,X,X
LZIJSTO,X,O,X,X,O,X,X,X,X,X,X
LZIJSOT,X,O,X,X,O,X,X,X,X,X,X
LZIJOTS,X,X,X,X,X,X,X,X,X,X,O
LZIJOST,X,X,X,X,O,X,X,X,X,X,O
LZISTJO,X,O,X,X,X,X,X,X,X,X,X
LZISTOJ,X,O,X,X,X,X,X,X,X,X,X
LZISJTO,X,O,X,X,O,X,X,X,X,X,X
LZISJOT,X,O,X,X,O,X,X,X,X,X,X
LZISOTJ,X,O,X,X,X,X,X,X,X,X,X
LZISOJT,X,O,X,X,X,X,X,X,X,X,O
LZIOTJS,X,X,X,X,X,X,X,X,X,X,O
LZIOTSJ,X,X,X,X,X,X,X,X,X,X,X
LZIOJTS,X,X,X,X,X,X,X,X,X,X,O
LZIOJST,X,X,X,X,X,X,X,X,X,X,O
LZIOSTJ,X,X,X,X,X,X,X,X,X,O,X
LZIOSJT,X,X,X,X,X,X,X,X,X,O,O
LZJTISO,O,X,X,X,X,X,X,X,X,X,X
LZJTIOS,O,X,X,X,X,X,X,X,X,X,X
LZJTSIO,O,X,X,X,X,X,X,X,X,X,X
LZJTSOI,O,X,X,X,X,X,X,X,X,X,X
LZJTOIS,O,X,X,X,X,X,X,X,X,X,X
LZJTOSI,O,X,X,X,X,X,X,X,X,X,X
LZJITSO,O,X,X,X,X,X,X,X,X,X,X
LZJITOS,O,X,X,X,X,X,X,X,O,X,X
LZJISTO,O,O,X,X,O,X,X,X,X,X,X
LZJISOT,O,O,X,X,O,X,X,X,O,X,X
LZJIOTS,O,X,X,X,X,X,X,X,O,X,O
LZJIOST,O,X,X,X,O,X,X,X,O,X,O
LZJSTIO,O,O,X,X,O,X,X,X,X,X,X
LZJSTOI,O,O,X,X,O,X,X,X,X,X,X
LZJSITO,O,O,X,X,O,X,X,X,X,X,X
LZJSIOT,O,O,X,X,O,X,X,X,X,X,X
LZJSOTI,O,O,X,X,O,X,X,X,X,X,X
LZJSOIT,O,O,X,X,O,X,X,X,X,X,X
LZJOTIS,O,X,X,X,X,X,X,X,X,X,X
LZJOTSI,O,X,X,X,X,X,X,X,X,X,X
LZJOITS,O,X,X,X,X,X,X,X,O,X,O
LZJOIST,O,X,X,X,O,X,X,X,O,X,O
LZJOSTI,O,X,X,X,O,X,X,X,X,X,X
LZJOSIT,O,X,X,X,O,X,X,X,X,X,X
LZSTIJO,X,O,X,X,X,X,X,X,X,X,X
LZSTIOJ,X,O,X,X,X,X,X,X,X,X,X
LZSTJIO,X,O,X,X,X,X,X,X,X,X,X
LZSTJOI,X,O,X,X,X,X,X,X,X,X,X
LZSTOIJ,X,O,X,X,X,X,X,X,X,X,X
LZSTOJI,X,O,X,X,X,X,X,X,X,X,X
LZSITJO,X,O,X,X,X,X,X,X,X,X,X
LZSITOJ,X,O,X,X,X,X,X,X,X,X,X
LZSIJTO,X,O,X,X,O,X,X,X,X,X,X
LZSIJOT,X,O,X,X,O,X,X,X,X,X,X
LZSIOTJ,X,O,X,X,X,X,X,X,X,X,X
LZSIOJT,X,O,X,X,X,X,X,X,X,X,O
LZSJTIO,X,O,X,X,O,X,X,X,X,X,X
LZSJTOI,X,O,X,X,O,X,X,X,X,X,X
LZSJITO,X,O,X,X,O,X,X,X,X,X,X
LZSJIOT,X,O,X,X,O,X,X,X,X,X,X
LZSJOTI,X,O,X,X,O,X,X,X,X,X,X
LZSJOIT,X,O,X,X,O,X,X,X,X,X,X
LZSOTIJ,X,O,X,X,X,X,X,X,X,X,X
LZSOTJI,X,O,X,X,X,X,X,X,X,X,X
LZSOITJ,X,O,X,X,X,X,X,X,X,X,X
LZSOIJT,X,O,X,X,X,X,X,X,X,X,O
LZSOJTI,X,O,X,X,O,X,X,X,X,X,X
LZSOJIT,X,O,X,X,O,X,X,X,X,X,X
LZOTIJS,X,X,O,X,X,X,X,O,X,X,O
LZOTISJ,X,X,O,X,X,X,X,O,X,X,X
LZOTJIS,O,X,O,O,X,X,X,X,X,X,X
LZOTJSI,O,X,O,O,X,X,X,X,X,X,X
LZOTSIJ,X,X,O,X,X,X,X,X,X,X,X
LZOTSJI,X,X,O,X,X,X,X,X,X,X,X
LZOITJS,X,X,X,X,X,X,X,X,X,X,O
LZOITSJ,X,X,X,X,X,X,X,X,X,X,X
LZOIJTS,X,X,X,X,X,X,X,X,X,X,O
LZOIJST,X,X,X,X,X,X,X,X,X,X,O
LZOISTJ,X,X,X,X,X,X,X,X,X,O,X
LZOISJT,X,X,X,X,X,X,X,X,X,O,O
LZOJTIS,O,X,X,X,X,X,X,X,X,X,X
LZOJTSI,O,X,X,X,X,X,X,X,X,X,X
LZOJITS,O,X,X,X,X,X,X,X,O,X,O
LZOJIST,O,X,X,X,O,X,X,X,O,X,O
LZOJSTI,O,X,X,X,O,X,X,X,X,X,X
LZOJSIT,O,X,X,X,O,X,X,X,X,X,X
LZOSTIJ,X,X,X,X,X,X,X,X,X,X,X
LZOSTJI,X,X,X,X,X,X,X,X,X,X,X
LZOSITJ,X,X,X,X,X,X,X,X,X,X,X
LZOSIJT,X,X,X,X,X,X,X,X,X,X,O
LZOSJTI,X,X,X,X,O,X,X,X,X,X,X
LZOSJIT,X,X,X,X,O,X,X,X,X,X,X
LOTIJSZ,O,X,O,O,X,X,X,O,X,X,X
LOTIJZS,O,X,O,O,X,X,X,O,X,X,X
LOTISJZ,X,X,O,X,X,X,X,O,X,X,X
LOTISZJ,X,X,O,X,X,X,X,O,X,O,X
LOTIZJS,X,X,O,X,X,X,X,O,X,X,X
LOTIZSJ,X,X,O,X,X,X,X,O,X,X,X
LOTJISZ,O,X,O,O,O,X,X,O,X,X,X
LOTJIZS,O,X,O,O,X,X,X,O,O,X,X
LOTJSIZ,O,X,O,O,O,X,X,X,X,X,X
LOTJSZI,O,X,O,O,O,X,X,X,X,X,X
LOTJZIS,O,X,O,O,X,X,X,X,X,X,X
LOTJZSI,O,X,O,O,X,X,X,X,X,X,X
LOTSIJZ,X,X,O,X,X,X,X,O,X,X,X
LOTSIZJ,X,X,O,X,X,X,X,O,X,X,X
LOTSJIZ,O,X,O,O,O,X,X,X,X,X,X
LOTSJZI,O,X,O,O,O,X,X,X,X,X,X
LOTSZIJ,X,X,O,X,X,X,X,X,X,X,X
LOTSZJI,X,X,O,X,X,X,X,X,X,X,X
LOTZIJS,X,X,O,X,X,X,X,O,X,X,O
LOTZISJ,X,X,O,X,X,X,X,O,X,X,X
LOTZJIS,O,X,O,O,X,X,X,X,X,X,X
LOTZJSI,O,X,O,O,X,X,X,X,X,X,X
LOTZSIJ,X,X,O,X,X,X,X,X,X,X,X
LOTZSJI,X,X,O,X,X,X,X,X,X,X,X
LOITJSZ,O,X,O,O,X,X,X,O,X,X,X
LOITJZS,O,X,O,O,X,X,X,O,X,X,X
LOITSJZ,X,X,O,X,X,X,X,O,X,X,X
LOITSZJ,X,X,O,X,X,X,X,O,X,O,X
LOITZJS,X,X,O,X,X,X,X,O,X,X,X
LOITZSJ,X,X,O,X,X,X,X,O,X,X,X
LOIJTSZ,O,X,X,X,O,X,X,X,X,X,X
LOIJTZS,O,X,X,X,X,X,X,X,O,X,X
LOIJSTZ,O,X,X,X,O,X,X,X,X,X,X
LOIJSZT,O,X,X,X,O,X,X,X,O,O,X
LOIJZTS,O,X,X,X,X,X,X,X,O,X,X
LOIJZST,O,X,X,X,O,X,X,X,O,X,X
LOISTJZ,X,X,X,X,X,X,X,X,X,X,X
LOISTZJ,X,X,X,X,X,X,X,X,X,O,X
LOISJTZ,X,X,X,X,O,X,X,X,X,X,X
LOISJZT,X,X,X,X,O,X,X,X,X,O,X
LOISZTJ,X,X,X,X,X,X,X,X,X,O,X
LOISZJT,X,X,X,X,X,X,X,X,X,O,X
LOIZTJS,X,X,X,X,X,X,X,X,X,X,O
LOIZTSJ,X,X,X,X,X,X,X,X,X,X,X
LOIZJTS,X,X,X,X,X,X,X,X,X,X,O
LOIZJST,X,X,X,X,X,X,X,X,X,X,O
LOIZSTJ,X,X,X,X,X,X,X,X,X,O,X
LOIZSJT,X,X,X,X,X,X,X,X,X,O,O
LOJTISZ,O,X,O,O,O,X,X,O,X,X,X
LOJTIZS,O,X,O,O,X,X,X,O,O,X,X
LOJTSIZ,O,X,O,O,O,X,X,X,X,X,X
LOJTSZI,O,X,O,O,O,X,X,X,X,X,X
LOJTZIS,O,X,O,O,X,X,X,X,X,X,X
LOJTZSI,O,X,O,O,X,X,X,X,X,X,X
LOJITSZ,O,X,X,X,O,X,X,X,X,X,X
LOJITZS,O,X,X,X,X,X,X,X,O,X,X
LOJISTZ,O,X,X,X,O,O,X,X,X,X,X
LOJISZT,O,X,X,X,O,O,X,X,O,O,X
LOJIZTS,O,X,X,X,X,X,X,X,O,X,X
LOJIZST,O,X,X,X,O,X,X,X,O,X,X
LOJSTIZ,O,X,X,X,O,O,X,X,X,X,X
LOJSTZI,O,X,X,X,O,O,X,X,X,X,X
LOJSITZ,O,X,X,X,O,O,X,X,X,X,X
LOJSIZT,O,X,X,X,O,O,X,X,O,X,X
LOJSZTI,O,X,X,X,O,O,O,X,X,X,X
LOJSZIT,O,X,X,X,O,O,O,X,X,X,X
LOJZTIS,O,X,X,X,X,X,X,X,X,X,X
LOJZTSI,O,X,X,X,X,X,X,X,X,X,X
LOJZITS,O,X,X,X,X,X,X,X,O,X,O
LOJZIST,O,X,X,X,O,X,X,X,O,X,O
LOJZSTI,O,X,X,X,O,X,X,X,X,X,X
LOJZSIT,O,X,X,X,O,X,X,X,X,X,X
LOSTIJZ,X,X,O,X,X,X,X,O,X,X,X
LOSTIZJ,X,X,O,X,X,X,X,O,X,X,X
LOSTJIZ,O,X,O,O,O,O,X,X,X,X,X
LOSTJZI,O,X,O,O,O,O,X,X,X,X,X
LOSTZIJ,X,X,O,X,X,X,X,X,X,X,X
LOSTZJI,X,X,O,X,X,X,X,X,X,X,X
LOSITJZ,X,X,X,X,X,X,X,X,X,X,X
LOSITZJ,X,X,X,X,X,X,X,X,X,O,X
LOSIJTZ,X,X,X,X,O,O,X,X,X,X,X
LOSIJZT,X,X,X,X,O,O,X,X,X,O,X
LOSIZTJ,X,X,X,X,X,X,X,X,X,O,X
LOSIZJT,X,X,X,X,X,X,X,X,X,O,X
LOSJTIZ,O,X,X,X,O,O,X,X,X,X,X
LOSJTZI,O,X,X,X,O,O,X,X,X,X,X
LOSJITZ,O,X,X,X,O,O,X,X,X,X,X
LOSJIZT,O,X,X,X,O,O,X,X,O,X,X
LOSJZTI,O,X,X,X,O,O,O,X,X,X,X
LOSJZIT,O,X,X,X,O,O,O,X,X,X,X
LOSZTIJ,X,X,X,X,X,X,X,X,X,O,X
LOSZTJI,X,X,X,X,X,X,X,X,X,X,X
LOSZITJ,X,X,X,X,X,X,X,X,X,O,X
LOSZIJT,X,X,X,X,X,X,X,X,X,O,O
LOSZJTI,X,X,X,X,O,O,O,X,X,X,X
LOSZJIT,X,X,X,X,O,O,O,X,X,X,X
LOZTIJS,X,X,O,X,X,X,X,O,X,X,O
LOZTISJ,X,X,O,X,X,X,X,O,X,X,X
LOZTJIS,O,X,O,O,X,X,X,X,X,X,X
LOZTJSI,O,X,O,O,X,X,X,X,X,X,X
LOZTSIJ,X,X,O,X,X,X,X,X,X,X,X
LOZTSJI,X,X,O,X,X,X,X,X,X,X,X
LOZITJS,X,X,X,X,X,X,X,X,X,X,O
LOZITSJ,X,X,X,X,X,X,X,X,X,X,X
LOZIJTS,X,X,X,X,X,X,X,X,X,X,O
LOZIJST,X,X,X,X,X,X,X,X,X,X,O
LOZISTJ,X,X,X,X,X,X,X,X,X,O,X
LOZISJT,X,X,X,X,X,X,X,X,X,O,O
LOZJTIS,O,X,X,X,X,X,X,X,X,X,X
LOZJTSI,O,X,X,X,X,X,X,X,X,X,X
LOZJITS,O,X,X,X,X,X,X,X,O,X,O
LOZJIST,O,X,X,X,O,X,X,X,O,X,O
LOZJSTI,O,X,X,X,O,X,X,X,X,X,X
LOZJSIT,O,X,X,X,O,X,X,X,X,X,X
LOZSTIJ,X,X,X,X,X,X,X,X,X,X,X
LOZSTJI,X,X,X,X,X,X,X,X,X,X,X
LOZSITJ,X,X,X,X,X,X,X,X,X,X,X
LOZSIJT,X,X,X,X,X,X,X,X,X,X,O
LOZSJTI,X,X,X,X,O,X,X,X,X,X,X
LOZSJIT,X,X,X,X,O,X,X,X,X,X,X
JTILSZO,O,X,O,O,O,X,X,X,X,X,X
JTILSOZ,O,X,O,O,O,X,X,X,X,X,X
JTILZSO,O,X,O,O,X,X,X,X,X,X,X
JTILZOS,O,X,O,O,X,X,X,X,O,X,X
JTILOSZ,O,X,O,O,O,X,X,O,X,X,X
JTILOZS,O,X,O,O,X,X,X,O,O,X,X
JTISLZO,X,X,X,O,X,O,X,X,X,X,X
JTISLOZ,X,X,X,O,X,O,X,X,X,X,X
JTISZLO,X,O,X,O,X,X,X,X,X,X,X
JTISZOL,X,O,X,O,X,X,X,X,X,X,X
JTISOLZ,X,X,X,O,X,O,X,X,X,X,X
JTISOZL,X,X,X,O,X,X,X,X,X,X,X
