sequence,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeXAJvhFOmB8mBziB5?oBqqBlsB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeXAJvhFVmBUiBaoB5?oBzqBGsB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeiBJvhFziB5oBGlB3?mBlsB0qB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeXAJvhFOmBliB5oBq?qBzmB8sB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeXAJvhF0hB5oBuqBz?nBirBlsB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeVFJvhFRhBGjB0mB6?sB/tBzqB
OJLISZT,X,O,X,O,O,X
OJLIZTS,X,O,X,O,O,X
OJLIZST,X,O,X,O,O,X
OJLSTIZ,X,O,X,O,O,O
OJLSTZI,X,O,X,O,O,O
OJLSITZ,X,O,X,O,O,O
OJLSIZT,X,O,X,O,O,X
OJLSZTI,X,O,X,O,O,O
OJLSZIT,X,O,X,O,O,X
OJLZTIS,X,O,X,O,O,X
OJLZTSI,X,O,X,O,O,X
OJLZITS,X,O,X,O,O,X
OJLZIST,X,O,X,O,O,X
OJLZSTI,X,O,X,O,O,X
OJLZSIT,X,O,X,O,O,X
OJSTILZ,X,O,O,X,O,O
OJSTIZL,X,O,O,X,O,O
OJSTLIZ,X,O,O,X,O,O
OJSTLZI,X,O,O,X,O,O
OJSTZIL,X,O,O,X,O,O
OJSTZLI,X,O,O,X,X,O
OJSITLZ,X,O,O,X,O,O
OJSITZL,X,O,O,X,O,O
OJSILTZ,X,O,O,O,O,O
OJSILZT,X,O,X,O,O,X
OJSIZTL,X,O,X,O,O,X
OJSIZLT,X,O,X,O,O,X
OJSLTIZ,X,O,O,O,O,O
OJSLTZI,X,O,O,O,O,O
OJSLITZ,X,O,O,O,O,O
OJSLIZT,X,O,X,O,O,X
OJSLZTI,X,O,X,O,O,O
OJSLZIT,X,O,X,O,O,X
OJSZTIL,X,O,X,O,O,O
OJSZTLI,X,O,X,O,X,O
OJSZITL,X,O,X,O,O,X
OJSZILT,X,O,X,O,O,X
OJSZLTI,X,O,X,O,O,O
OJSZLIT,X,O,X,O,O,X
OJZTILS,X,O,X,O,X,X
OJZTISL,X,O,X,O,O,X
OJZTLIS,X,O,X,O,X,X
OJZTLSI,X,O,X,O,X,X
OJZTSIL,X,O,X,O,O,X
OJZTSLI,X,O,X,O,X,X
OJZITLS,X,O,X,O,X,X
OJZITSL,X,O,X,O,O,X
OJZILTS,X,O,X,O,O,X
OJZILST,X,O,X,O,O,X
OJZISTL,X,O,X,O,O,X
OJZISLT,X,O,X,O,O,X
OJZLTIS,X,O,X,O,O,X
OJZLTSI,X,O,X,O,O,X
OJZLITS,X,O,X,O,O,X
OJZLIST,X,O,X,O,O,X
OJZLSTI,X,O,X,O,O,X
OJZLSIT,X,O,X,O,O,X
OJZSTIL,X,O,X,O,O,X
OJZSTLI,X,O,X,O,X,X
OJZSITL,X,O,X,O,O,X
OJZSILT,X,O,X,O,O,X
OJZSLTI,X,O,X,O,O,X
OJZSLIT,X,O,X,O,O,X
OSTILJZ,O,O,O,X,X,O
OSTILZJ,O,O,O,X,X,O
OSTIJLZ,O,O,O,X,O,O
OSTIJZL,X,O,X,X,O,O
OSTIZLJ,O,O,O,X,X,O
OSTIZJL,X,O,X,X,X,O
OSTLIJZ,O,O,O,X,X,O
OSTLIZJ,O,O,O,X,X,O
OSTLJIZ,O,O,O,X,X,O
OSTLJZI,O,O,O,X,X,O
OSTLZIJ,O,O,O,X,X,O
OSTLZJI,O,O,O,X,X,O
OSTJILZ,O,O,O,X,O,O
OSTJIZL,X,O,X,X,O,O
OSTJLIZ,O,O,O,X,O,O
OSTJLZI,O,O,O,X,O,O
OSTJZIL,X,O,X,X,O,O
OSTJZLI,X,O,X,X,X,O
OSTZILJ,O,O,O,X,X,O
OSTZIJL,X,O,X,X,X,O
OSTZLIJ,O,O,O,X,X,O
OSTZLJI,O,O,O,X,X,O
OSTZJIL,X,O,X,X,X,O
OSTZJLI,X,O,X,X,X,O
OSITLJZ,O,O,O,X,X,O
OSITLZJ,O,O,O,X,X,O
OSITJLZ,O,O,O,X,O,O
OSITJZL,X,O,X,X,O,O
OSITZLJ,O,O,O,X,X,O
OSITZJL,X,O,X,X,X,O
OSILTJZ,O,O,O,O,X,O
OSILTZJ,O,O,O,O,X,O
OSILJTZ,X,O,O,O,O,O
OSILJZT,O,O,X,O,O,X
OSILZTJ,O,O,X,O,X,X
OSILZJT,O,O,X,O,X,X
OSIJTLZ,X,O,X,X,O,O
OSIJTZL,X,O,X,X,O,O
OSIJLTZ,X,O,X,O,O,O
OSIJLZT,X,O,X,O,O,X
OSIJZTL,X,O,X,O,O,X
OSIJZLT,X,O,X,O,O,X
OSIZTLJ,X,O,X,O,X,X
OSIZTJL,X,O,X,O,X,X
OSIZLTJ,X,O,X,O,X,X
OSIZLJT,X,O,X,O,X,X
OSIZJTL,X,O,X,O,O,X
OSIZJLT,X,O,X,O,O,X
OSLTIJZ,O,O,O,O,X,O
OSLTIZJ,O,O,O,O,X,O
OSLTJIZ,O,O,O,O,X,O
OSLTJZI,O,O,O,O,X,O
OSLTZIJ,O,O,O,O,X,O
OSLTZJI,O,O,O,O,X,O
OSLITJZ,O,O,O,O,X,O
OSLITZJ,O,O,O,O,X,O
OSLIJTZ,X,O,O,O,O,O
OSLIJZT,O,O,X,O,O,X
OSLIZTJ,O,O,X,O,X,X
OSLIZJT,O,O,X,O,X,X
OSLJTIZ,X,O,O,O,O,O
OSLJTZI,X,O,O,O,O,O
OSLJITZ,X,O,O,O,O,O
OSLJIZT,O,O,X,O,O,X
OSLJZTI,O,O,X,O,O,O
OSLJZIT,O,O,X,O,O,X
OSLZTIJ,O,O,X,O,X,O
OSLZTJI,O,O,X,O,X,O
OSLZITJ,O,O,X,O,X,X
OSLZIJT,O,O,X,O,X,X
OSLZJTI,O,O,X,O,X,O
OSLZJIT,O,O,X,O,X,X
OSJTILZ,X,O,X,X,O,O
OSJTIZL,X,O,X,X,O,O
OSJTLIZ,X,O,X,X,O,O
OSJTLZI,X,O,X,X,O,O
OSJTZIL,X,O,X,X,O,O
OSJTZLI,X,O,X,X,X,O
OSJITLZ,X,O,X,X,O,O
OSJITZL,X,O,X,X,O,O
OSJILTZ,X,O,X,O,O,O
OSJILZT,X,O,X,O,O,X
OSJIZTL,X,O,X,O,O,X
OSJIZLT,X,O,X,O,O,X
OSJLTIZ,X,O,X,O,O,O
OSJLTZI,X,O,X,O,O,O
OSJLITZ,X,O,X,O,O,O
OSJLIZT,X,O,X,O,O,X
OSJLZTI,X,O,X,O,O,O
OSJLZIT,X,O,X,O,O,X
OSJZTIL,X,O,X,O,O,O
OSJZTLI,X,O,X,O,X,O
OSJZITL,X,O,X,O,O,X
OSJZILT,X,O,X,O,O,X
OSJZLTI,X,O,X,O,O,O
OSJZLIT,X,O,X,O,O,X
OSZTILJ,X,O,X,O,X,O
OSZTIJL,X,O,X,O,X,O
OSZTLIJ,X,O,X,O,X,O
OSZTLJI,X,O,X,O,X,O
OSZTJIL,X,O,X,O,X,O
OSZTJLI,X,O,X,O,X,O
OSZITLJ,X,O,X,O,X,X
OSZITJL,X,O,X,O,X,X
OSZILTJ,X,O,X,O,X,X
OSZILJT,X,O,X,O,X,X
OSZIJTL,X,O,X,O,O,X
OSZIJLT,X,O,X,O,O,X
OSZLTIJ,X,O,X,O,X,O
OSZLTJI,X,O,X,O,X,O
OSZLITJ,X,O,X,O,X,X
OSZLIJT,X,O,X,O,X,X
OSZLJTI,X,O,X,O,X,O
OSZLJIT,X,O,X,O,X,X
OSZJTIL,X,O,X,O,O,O
OSZJTLI,X,O,X,O,X,O
OSZJITL,X,O,X,O,O,X
OSZJILT,X,O,X,O,O,X
OSZJLTI,X,O,X,O,O,O
OSZJLIT,X,O,X,O,O,X
OZTILJS,O,O,X,O,X,O
OZTILSJ,O,O,X,O,X,O
OZTIJLS,O,O,X,O,X,X
OZTIJSL,O,O,X,O,X,O
OZTISLJ,O,O,X,O,X,O
OZTISJL,O,O,X,O,X,O
OZTLIJS,O,O,X,O,X,O
OZTLISJ,O,O,X,O,X,O
OZTLJIS,O,O,X,O,X,O
OZTLJSI,O,O,X,O,X,O
OZTLSIJ,O,O,X,O,X,O
OZTLSJI,O,O,X,O,X,O
OZTJILS,O,O,X,O,X,X
OZTJISL,O,O,X,O,X,O
OZTJLIS,O,O,X,O,X,O
OZTJLSI,O,O,X,O,X,O
OZTJSIL,O,O,X,O,X,O
OZTJSLI,O,O,X,O,X,O
OZTSILJ,O,O,X,O,X,O
OZTSIJL,O,O,X,O,X,O
OZTSLIJ,O,O,X,O,X,O
OZTSLJI,O,O,X,O,X,O
OZTSJIL,O,O,X,O,X,O
OZTSJLI,O,O,X,O,X,O
OZITLJS,O,O,X,O,X,X
OZITLSJ,O,O,X,O,X,X
OZITJLS,O,O,X,O,X,X
OZITJSL,O,O,X,O,X,X
OZITSLJ,O,O,X,O,X,X
OZITSJL,O,O,X,O,X,X
OZILTJS,O,O,X,O,X,X
OZILTSJ,O,O,X,O,X,X
OZILJTS,O,O,X,O,O,X
OZILJST,O,O,X,O,O,X
OZILSTJ,O,O,X,O,X,X
OZILSJT,O,O,X,O,X,X
OZIJTLS,O,O,X,O,X,X
OZIJTSL,O,O,X,O,O,X
OZIJLTS,O,O,X,O,O,X
OZIJLST,O,O,X,O,O,X
OZIJSTL,X,O,X,O,O,X
OZIJSLT,X,O,X,O,O,X
OZISTLJ,X,O,X,O,X,X
OZISTJL,X,O,X,O,X,X
OZISLTJ,X,O,X,O,X,X
OZISLJT,X,O,X,O,X,X
OZISJTL,X,O,X,O,O,X
OZISJLT,X,O,X,O,O,X
OZLTIJS,O,O,X,O,X,O
OZLTISJ,O,O,X,O,X,O
OZLTJIS,O,O,X,O,X,O
OZLTJSI,O,O,X,O,X,O
OZLTSIJ,O,O,X,O,X,O
OZLTSJI,O,O,X,O,X,O
OZLITJS,O,O,X,O,X,X
OZLITSJ,O,O,X,O,X,X
OZLIJTS,O,O,X,O,O,X
OZLIJST,O,O,X,O,O,X
OZLISTJ,O,O,X,O,X,X
OZLISJT,O,O,X,O,X,X
OZLJTIS,O,O,X,O,O,X
OZLJTSI,O,O,X,O,O,X
OZLJITS,O,O,X,O,O,X
OZLJIST,O,O,X,O,O,X
OZLJSTI,O,O,X,O,O,X
OZLJSIT,O,O,X,O,O,X
OZLSTIJ,O,O,X,O,X,O
OZLSTJI,O,O,X,O,X,O
OZLSITJ,O,O,X,O,X,X
OZLSIJT,O,O,X,O,X,X
OZLSJTI,O,O,X,O,X,O
OZLSJIT,O,O,X,O,X,X
OZJTILS,O,O,X,O,X,X
OZJTISL,O,O,X,O,O,X
OZJTLIS,O,O,X,O,X,X
OZJTLSI,O,O,X,O,X,X
OZJTSIL,O,O,X,O,O,X
OZJTSLI,O,O,X,O,X,X
OZJITLS,O,O,X,O,X,X
OZJITSL,O,O,X,O,O,X
OZJILTS,O,O,X,O,O,X
OZJILST,O,O,X,O,O,X
OZJISTL,X,O,X,O,O,X
OZJISLT,X,O,X,O,O,X
OZJLTIS,O,O,X,O,O,X
OZJLTSI,O,O,X,O,O,X
OZJLITS,O,O,X,O,O,X
OZJLIST,O,O,X,O,O,X
OZJLSTI,O,O,X,O,O,X
OZJLSIT,O,O,X,O,O,X
OZJSTIL,X,O,X,O,O,X
OZJSTLI,X,O,X,O,X,X
OZJSITL,X,O,X,O,O,X
OZJSILT,X,O,X,O,O,X
OZJSLTI,X,O,X,O,O,X
OZJSLIT,X,O,X,O,O,X
OZSTILJ,X,O,X,O,X,O
OZSTIJL,X,O,X,O,X,O
OZSTLIJ,X,O,X,O,X,O
OZSTLJI,X,O,X,O,X,O
OZSTJIL,X,O,X,O,X,O
OZSTJLI,X,O,X,O,X,O
OZSITLJ,X,O,X,O,X,X
OZSITJL,X,O,X,O,X,X
OZSILTJ,X,O,X,O,X,X
OZSILJT,X,O,X,O,X,X
OZSIJTL,X,O,X,O,O,X
OZSIJLT,X,O,X,O,O,X
OZSLTIJ,X,O,X,O,X,O
OZSLTJI,X,O,X,O,X,O
OZSLITJ,X,O,X,O,X,X
OZSLIJT,X,O,X,O,X,X
OZSLJTI,X,O,X,O,X,O
OZSLJIT,X,O,X,O,X,X
OZSJTIL,X,O,X,O,O,O
OZSJTLI,X,O,X,O,X,O
OZSJITL,X,O,X,O,O,X
OZSJILT,X,O,X,O,O,X
OZSJLTI,X,O,X,O,O,O
OZSJLIT,X,O,X,O,O,X
