sequence,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeXAJvhFOmB8mBziB5?oBqqBlsB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeXAJvhFVmBUiBaoB5?oBzqBGsB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeiBJvhFziB5oBGlB3?mBlsB0qB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeXAJvhFOmBliB5oBq?qBzmB8sB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeXAJvhF0hB5oBuqBz?nBirBlsB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeVFJvhFRhBGjB0mB6?sB/tBzqB
IOTZLJS,O,O,X,O,X,O
IOTZLSJ,O,O,X,O,X,O
IOTZJLS,O,O,X,O,X,X
IOTZJSL,O,O,O,O,X,O
IOTZSLJ,O,O,O,O,X,O
IOTZSJL,O,O,X,O,X,O
IOLTJSZ,O,O,X,O,O,O
IOLTJZS,O,O,X,O,O,X
IOLTSJZ,O,O,X,O,X,O
IOLTSZJ,O,O,X,O,X,O
IOLTZJS,O,O,X,O,X,O
IOLTZSJ,O,O,X,O,X,O
IOLJTSZ,X,O,X,O,O,X
IOLJTZS,X,O,X,O,O,X
IOLJSTZ,X,O,X,O,O,X
IOLJSZT,O,O,X,O,O,X
IOLJZTS,O,O,X,O,O,X
IOLJZST,O,O,X,O,O,X
IOLSTJZ,O,O,X,O,X,O
IOLSTZJ,O,O,X,O,X,O
IOLSJTZ,X,O,X,O,O,O
IOLSJZT,O,O,X,O,O,X
IOLSZTJ,O,O,X,O,X,X
IOLSZJT,O,O,X,O,X,X
IOLZTJS,O,O,X,O,X,X
IOLZTSJ,O,O,X,O,X,X
IOLZJTS,O,O,X,O,O,X
IOLZJST,O,O,X,O,O,X
IOLZSTJ,O,O,X,O,X,X
IOLZSJT,O,O,X,O,X,X
IOJTLSZ,X,O,O,O,O,X
IOJTLZS,X,O,X,O,O,X
IOJTSLZ,X,O,O,X,O,X
IOJTSZL,X,O,O,X,O,X
IOJTZLS,X,O,X,O,X,X
IOJTZSL,X,O,O,O,O,X
IOJLTSZ,X,O,X,O,O,X
IOJLTZS,X,O,X,O,O,X
IOJLSTZ,X,O,X,O,O,X
IOJLSZT,X,O,X,O,O,X
IOJLZTS,X,O,X,O,O,X
IOJLZST,X,O,X,O,O,X
IOJSTLZ,X,O,O,X,O,X
IOJSTZL,X,O,O,X,O,X
IOJSLTZ,X,O,O,O,O,X
IOJSLZT,X,O,X,O,O,X
IOJSZTL,X,O,X,O,O,X
IOJSZLT,X,O,X,O,O,X
IOJZTLS,X,O,X,O,X,X
IOJZTSL,X,O,X,O,O,X
IOJZLTS,X,O,X,O,O,X
IOJZLST,X,O,X,O,O,X
IOJZSTL,X,O,X,O,O,X
IOJZSLT,X,O,X,O,O,X
IOSTLJZ,O,O,O,X,X,O
IOSTLZJ,O,O,O,X,X,O
IOSTJLZ,O,O,O,X,O,O
IOSTJZL,X,O,X,X,O,O
IOSTZLJ,O,O,O,X,X,O
IOSTZJL,X,O,X,X,X,O
IOSLTJZ,O,O,O,O,X,O
IOSLTZJ,O,O,O,O,X,O
IOSLJTZ,X,O,O,O,O,O
IOSLJZT,O,O,X,O,O,X
IOSLZTJ,O,O,X,O,X,X
IOSLZJT,O,O,X,O,X,X
IOSJTLZ,X,O,X,X,O,O
IOSJTZL,X,O,X,X,O,O
IOSJLTZ,X,O,X,O,O,O
IOSJLZT,X,O,X,O,O,X
IOSJZTL,X,O,X,O,O,X
IOSJZLT,X,O,X,O,O,X
IOSZTLJ,X,O,X,O,X,X
IOSZTJL,X,O,X,O,X,X
IOSZLTJ,X,O,X,O,X,X
IOSZLJT,X,O,X,O,X,X
IOSZJTL,X,O,X,O,O,X
IOSZJLT,X,O,X,O,O,X
IOZTLJS,O,O,X,O,X,X
IOZTLSJ,O,O,X,O,X,X
IOZTJLS,O,O,X,O,X,X
IOZTJSL,O,O,X,O,X,X
IOZTSLJ,O,O,X,O,X,X
IOZTSJL,O,O,X,O,X,X
IOZLTJS,O,O,X,O,X,X
IOZLTSJ,O,O,X,O,X,X
IOZLJTS,O,O,X,O,O,X
IOZLJST,O,O,X,O,O,X
IOZLSTJ,O,O,X,O,X,X
IOZLSJT,O,O,X,O,X,X
IOZJTLS,O,O,X,O,X,X
IOZJTSL,O,O,X,O,O,X
IOZJLTS,O,O,X,O,O,X
IOZJLST,O,O,X,O,O,X
IOZJSTL,X,O,X,O,O,X
IOZJSLT,X,O,X,O,O,X
IOZSTLJ,X,O,X,O,X,X
IOZSTJL,X,O,X,O,X,X
IOZSLTJ,X,O,X,O,X,X
IOZSLJT,X,O,X,O,X,X
IOZSJTL,X,O,X,O,O,X
IOZSJLT,X,O,X,O,O,X
LTIJSZO,O,O,O,O,O,O
LTIJSOZ,O,O,O,O,O,O
LTIJZSO,O,O,X,O,O,X
LTIJZOS,O,O,X,O,O,X
LTIJOSZ,O,O,O,O,O,X
LTIJOZS,O,O,X,O,O,X
LTISJZO,O,O,O,O,X,O
LTISJOZ,O,O,O,O,X,O
LTISZJO,O,X,O,O,X,O
LTISZOJ,O,X,O,O,X,O
LTISOJZ,O,O,O,O,X,O
LTISOZJ,O,O,O,O,X,X
LTIZJSO,O,X,X,O,X,O
LTIZJOS,O,X,X,O,X,X
LTIZSJO,O,X,X,O,X,O
LTIZSOJ,O,X,X,O,X,O
LTIZOJS,O,X,X,O,X,X
LTIZOSJ,O,X,X,O,X,O
LTIOJSZ,O,O,O,O,O,X
LTIOJZS,O,O,X,O,O,X
LTIOSJZ,O,O,O,O,X,O
LTIOSZJ,O,O,O,O,X,X
LTIOZJS,O,O,X,O,X,X
LTIOZSJ,O,O,X,O,X,X
LTJISZO,O,O,O,O,O,O
LTJISOZ,O,O,O,O,O,O
LTJIZSO,O,O,X,O,O,X
LTJIZOS,O,O,X,O,O,X
LTJIOSZ,O,O,O,O,O,X
LTJIOZS,O,O,X,O,O,X
LTJSIZO,O,O,O,O,O,O
LTJSIOZ,O,O,O,O,O,O
LTJSZIO,O,O,O,O,O,O
LTJSZOI,O,O,O,O,O,O
LTJSOIZ,O,O,O,O,O,O
LTJSOZI,O,O,O,O,O,O
LTJZISO,O,O,X,O,O,O
LTJZIOS,O,O,X,O,O,X
LTJZSIO,O,O,X,O,O,O
LTJZSOI,O,O,X,O,O,O
LTJZOIS,O,O,X,O,O,X
LTJZOSI,O,O,X,O,O,X
LTJOISZ,O,O,O,O,O,X
LTJOIZS,O,O,X,O,O,X
LTJOSIZ,O,O,O,O,O,X
LTJOSZI,O,O,O,O,O,X
LTJOZIS,O,O,X,O,O,X
LTJOZSI,O,O,X,O,O,X
LTSIJZO,O,O,O,O,X,O
LTSIJOZ,O,O,O,O,X,O
LTSIZJO,O,X,O,O,X,O
LTSIZOJ,O,X,O,O,X,O
LTSIOJZ,O,O,O,O,X,O
LTSIOZJ,O,O,O,O,X,X
LTSJIZO,O,O,O,O,X,O
LTSJIOZ,O,O,O,O,X,O
LTSJZIO,O,O,O,O,X,O
LTSJZOI,O,O,O,O,X,O
LTSJOIZ,O,O,O,O,X,O
LTSJOZI,O,O,O,O,X,O
LTSZIJO,O,X,O,O,X,O
LTSZIOJ,O,X,O,O,X,O
LTSZJIO,O,X,O,O,X,O
LTSZJOI,O,X,O,O,X,O
LTSZOIJ,O,X,O,O,X,O
LTSZOJI,O,X,O,O,X,O
LTSOIJZ,O,O,O,O,X,O
LTSOIZJ,O,O,O,O,X,O
LTSOJIZ,O,O,O,O,X,O
LTSOJZI,O,O,O,O,X,O
LTSOZIJ,O,O,O,O,X,O
LTSOZJI,O,O,O,O,X,O
LTZIJSO,O,X,X,O,X,O
LTZIJOS,O,X,X,O,X,X
LTZISJO,O,X,X,O,X,O
LTZISOJ,O,X,X,O,X,O
LTZIOJS,O,X,X,O,X,X
LTZIOSJ,O,X,X,O,X,O
LTZJISO,O,X,X,O,X,O
LTZJIOS,O,X,X,O,X,X
LTZJSIO,O,X,X,O,X,O
LTZJSOI,O,X,X,O,X,O
LTZJOIS,O,X,X,O,X,X
LTZJOSI,O,X,X,O,X,X
LTZSIJO,O,X,X,O,X,O
LTZSIOJ,O,X,X,O,X,O
LTZSJIO,O,X,X,O,X,O
LTZSJOI,O,X,X,O,X,O
LTZSOIJ,O,X,X,O,X,O
LTZSOJI,O,X,X,O,X,O
LTZOIJS,O,X,X,O,X,X
LTZOISJ,O,X,X,O,X,O
LTZOJIS,O,X,X,O,X,X
LTZOJSI,O,X,X,O,X,X
LTZOSIJ,O,X,X,O,X,O
LTZOSJI,O,X,X,O,X,O
LTOIJSZ,O,O,O,O,O,O
LTOIJZS,O,O,X,O,O,X
LTOISJZ,O,O,O,O,X,O
LTOISZJ,O,O,O,O,X,O
LTOIZJS,O,O,X,O,X,O
LTOIZSJ,O,O,X,O,X,O
LTOJISZ,O,O,O,O,O,O
LTOJIZS,O,O,X,O,O,X
LTOJSIZ,O,O,O,O,O,O
LTOJSZI,O,O,O,O,O,O
LTOJZIS,O,O,X,O,O,O
LTOJZSI,O,O,X,O,O,O
LTOSIJZ,O,O,O,O,X,O
LTOSIZJ,O,O,O,O,X,O
LTOSJIZ,O,O,O,O,X,O
LTOSJZI,O,O,O,O,X,O
LTOSZIJ,O,O,O,O,X,O
LTOSZJI,O,O,O,O,X,O
LTOZIJS,O,O,X,O,X,O
LTOZISJ,O,O,X,O,X,O
LTOZJIS,O,O,X,O,X,O
LTOZJSI,O,O,X,O,X,O
LTOZSIJ,O,O,X,O,X,O
LTOZSJI,O,O,X,O,X,O
LITJSZO,O,O,O,O,O,O
LITJSOZ,O,O,O,O,O,O
LITJZSO,O,O,X,O,O,X
LITJZOS,O,O,X,O,O,X
LITJOSZ,O,O,O,O,O,X
LITJOZS,O,O,X,O,O,X
LITSJZO,O,O,O,O,X,O
LITSJOZ,O,O,O,O,X,O
LITSZJO,O,X,O,O,X,O
LITSZOJ,O,X,O,O,X,O
LITSOJZ,O,O,O,O,X,O
LITSOZJ,O,O,O,O,X,X
LITZJSO,O,X,X,O,X,O
LITZJOS,O,X,X,O,X,X
LITZSJO,O,X,X,O,X,O
LITZSOJ,O,X,X,O,X,O
LITZOJS,O,X,X,O,X,X
LITZOSJ,O,X,X,O,X,O
LITOJSZ,O,O,O,O,O,X
LITOJZS,O,O,X,O,O,X
LITOSJZ,O,O,O,O,X,O
LITOSZJ,O,O,O,O,X,X
LITOZJS,O,O,X,O,X,X
LITOZSJ,O,O,X,O,X,X
LIJTSZO,O,O,O,O,O,X
LIJTSOZ,O,O,O,O,O,X
LIJTZSO,O,O,X,O,O,X
LIJTZOS,O,O,X,O,O,X
LIJTOSZ,O,O,O,O,O,X
LIJTOZS,O,O,X,O,O,X
LIJSTZO,O,O,O,O,O,X
LIJSTOZ,O,O,O,O,O,X
LIJSZTO,O,O,O,O,O,X
LIJSZOT,O,O,X,O,O,X
LIJSOTZ,X,O,O,O,O,X
LIJSOZT,O,O,X,O,O,X
LIJZTSO,O,O,X,O,O,X
LIJZTOS,O,O,X,O,O,X
LIJZSTO,O,O,X,O,O,X
LIJZSOT,O,O,X,O,O,X
LIJZOTS,O,O,X,O,O,X
LIJZOST,O,O,X,O,O,X
LIJOTSZ,X,O,X,O,O,X
LIJOTZS,X,O,X,O,O,X
LIJOSTZ,X,O,X,O,O,X
LIJOSZT,O,O,X,O,O,X
LIJOZTS,O,O,X,O,O,X
LIJOZST,O,O,X,O,O,X
LISTJZO,O,O,O,O,X,O
LISTJOZ,O,O,O,O,X,O
LISTZJO,O,X,O,O,X,O
LISTZOJ,O,X,O,O,X,O
LISTOJZ,O,O,O,O,X,O
LISTOZJ,O,O,O,O,X,X
LISJTZO,O,O,O,O,O,O
LISJTOZ,O,O,O,O,O,O
LISJZTO,O,O,O,O,O,O
LISJZOT,O,O,X,O,O,X
LISJOTZ,X,O,O,O,O,O
LISJOZT,O,O,X,O,O,X
LISZTJO,O,X,O,O,X,O
LISZTOJ,O,X,O,O,X,O
LISZJTO,O,O,O,O,X,O
LISZJOT,O,X,X,O,X,X
LISZOTJ,O,O,X,O,X,X
LISZOJT,O,O,X,O,X,X
LISOTJZ,O,O,O,O,X,O
LISOTZJ,O,O,O,O,X,O
LISOJTZ,X,O,O,O,O,O
LISOJZT,O,O,X,O,O,X
LISOZTJ,O,O,X,O,X,X
LISOZJT,O,O,X,O,X,X
LIZTJSO,O,X,X,O,X,O
LIZTJOS,O,X,X,O,X,X
LIZTSJO,O,X,X,O,X,O
LIZTSOJ,O,X,X,O,X,O
LIZTOJS,O,X,X,O,X,X
LIZTOSJ,O,X,X,O,X,O
LIZJTSO,O,O,X,O,O,X
LIZJTOS,O,O,X,O,O,X
LIZJSTO,O,O,X,O,O,X
LIZJSOT,O,O,X,O,O,X
LIZJOTS,O,O,X,O,O,X
LIZJOST,O,O,X,O,O,X
LIZSTJO,O,X,X,O,X,O
LIZSTOJ,O,X,X,O,X,O
LIZSJTO,O,O,X,O,X,O
LIZSJOT,O,X,X,O,X,X
LIZSOTJ,O,O,X,O,X,X
LIZSOJT,O,O,X,O,X,X
LIZOTJS,O,O,X,O,X,X
LIZOTSJ,O,O,X,O,X,X
LIZOJTS,O,O,X,O,O,X
LIZOJST,O,O,X,O,O,X
LIZOSTJ,O,O,X,O,X,X
LIZOSJT,O,O,X,O,X,X
LIOTJSZ,O,O,X,O,O,O
LIOTJZS,O,O,X,O,O,X
LIOTSJZ,O,O,X,O,X,O
LIOTSZJ,O,O,X,O,X,O
LIOTZJS,O,O,X,O,X,O
LIOTZSJ,O,O,X,O,X,O
LIOJTSZ,X,O,X,O,O,X
LIOJTZS,X,O,X,O,O,X
LIOJSTZ,X,O,X,O,O,X
LIOJSZT,O,O,X,O,O,X
LIOJZTS,O,O,X,O,O,X
LIOJZST,O,O,X,O,O,X
LIOSTJZ,O,O,X,O,X,O
LIOSTZJ,O,O,X,O,X,O
LIOSJTZ,X,O,X,O,O,O
LIOSJZT,O,O,X,O,O,X
LIOSZTJ,O,O,X,O,X,X
LIOSZJT,O,O,X,O,X,X
LIOZTJS,O,O,X,O,X,X
LIOZTSJ,O,O,X,O,X,X
LIOZJTS,O,O,X,O,O,X
LIOZJST,O,O,X,O,O,X
LIOZSTJ,O,O,X,O,X,X
LIOZSJT,O,O,X,O,X,X
LJTISZO,O,O,O,O,O,O
LJTISOZ,O,O,O,O,O,O
LJTIZSO,O,O,X,O,O,X
LJTIZOS,O,O,X,O,O,X
LJTIOSZ,O,O,O,O,O,X
LJTIOZS,O,O,X,O,O,X
LJTSIZO,O,O,O,O,O,O
LJTSIOZ,O,O,O,O,O,O
LJTSZIO,O,O,O,O,O,O
LJTSZOI,O,O,O,O,O,O
LJTSOIZ,O,O,O,O,O,O
LJTSOZI,O,O,O,O,O,O
LJTZISO,O,O,X,O,O,O
LJTZIOS,O,O,X,O,O,X
LJTZSIO,O,O,X,O,O,O
LJTZSOI,O,O,X,O,O,O
LJTZOIS,O,O,X,O,O,X
LJTZOSI,O,O,X,O,O,X
LJTOISZ,O,O,O,O,O,X
LJTOIZS,O,O,X,O,O,X
LJTOSIZ,O,O,O,O,O,X
LJTOSZI,O,O,O,O,O,X
LJTOZIS,O,O,X,O,O,X
LJTOZSI,O,O,X,O,O,X
LJITSZO,O,O,O,O,O,X
LJITSOZ,O,O,O,O,O,X
LJITZSO,O,O,X,O,O,X
LJITZOS,O,O,X,O,O,X
LJITOSZ,O,O,O,O,O,X
LJITOZS,O,O,X,O,O,X
LJISTZO,O,O,O,O,O,X
LJISTOZ,O,O,O,O,O,X
LJISZTO,O,O,O,O,O,X
LJISZOT,O,O,X,O,O,X
LJISOTZ,X,O,O,O,O,X
LJISOZT,O,O,X,O,O,X
LJIZTSO,O,O,X,O,O,X
LJIZTOS,O,O,X,O,O,X
LJIZSTO,O,O,X,O,O,X
LJIZSOT,O,O,X,O,O,X
LJIZOTS,O,O,X,O,O,X
LJIZOST,O,O,X,O,O,X
LJIOTSZ,X,O,X,O,O,X
LJIOTZS,X,O,X,O,O,X
LJIOSTZ,X,O,X,O,O,X
LJIOSZT,O,O,X,O,O,X
LJIOZTS,O,O,X,O,O,X
LJIOZST,O,O,X,O,O,X
LJSTIZO,O,O,O,O,O,O
LJSTIOZ,O,O,O,O,O,O
LJSTZIO,O,O,O,O,O,O
LJSTZOI,O,O,O,O,O,O
LJSTOIZ,O,O,O,O,O,O
LJSTOZI,O,O,O,O,O,O
LJSITZO,O,O,O,O,O,O
LJSITOZ,O,O,O,O,O,O
LJSIZTO,O,O,O,O,O,O
LJSIZOT,O,O,X,O,O,X
LJSIOTZ,X,O,O,O,O,O
LJSIOZT,O,O,X,O,O,X
LJSZTIO,O,O,O,O,O,O
LJSZTOI,O,O,O,O,O,O
LJSZITO,O,O,O,O,O,O
LJSZIOT,O,O,X,O,O,X
LJSZOTI,O,O,X,O,O,O
LJSZOIT,O,O,X,O,O,X
LJSOTIZ,X,O,O,O,O,O
LJSOTZI,X,O,O,O,O,O
LJSOITZ,X,O,O,O,O,O
LJSOIZT,O,O,X,O,O,X
LJSOZTI,O,O,X,O,O,O
LJSOZIT,O,O,X,O,O,X
LJZTISO,O,O,X,O,O,O
LJZTIOS,O,O,X,O,O,X
LJZTSIO,O,O,X,O,O,O
LJZTSOI,O,O,X,O,O,O
LJZTOIS,O,O,X,O,O,X
LJZTOSI,O,O,X,O,O,X
LJZITSO,O,O,X,O,O,X
LJZITOS,O,O,X,O,O,X
LJZISTO,O,O,X,O,O,X
LJZISOT,O,O,X,O,O,X
LJZIOTS,O,O,X,O,O,X
LJZIOST,O,O,X,O,O,X
LJZSTIO,O,O,X,O,O,O
LJZSTOI,O,O,X,O,O,O
LJZSITO,O,O,X,O,O,O
LJZSIOT,O,O,X,O,O,X
LJZSOTI,O,O,X,O,O,O
LJZSOIT,O,O,X,O,O,X
LJZOTIS,O,O,X,O,O,X
LJZOTSI,O,O,X,O,O,X
LJZOITS,O,O,X,O,O,X
LJZOIST,O,O,X,O,O,X
LJZOSTI,O,O,X,O,O,X
LJZOSIT,O,O,X,O,O,X
LJOTISZ,X,O,X,O,O,O
LJOTIZS,X,O,X,O,O,X
LJOTSIZ,X,O,X,O,O,O
LJOTSZI,X,O,X,O,O,O
LJOTZIS,X,O,X,O,O,O
LJOTZSI,X,O,X,O,O,O
LJOITSZ,X,O,X,O,O,X
LJOITZS,X,O,X,O,O,X
LJOISTZ,X,O,X,O,O,X
LJOISZT,O,O,X,O,O,X
LJOIZTS,O,O,X,O,O,X
LJOIZST,O,O,X,O,O,X
LJOSTIZ,X,O,X,O,O,O
LJOSTZI,X,O,X,O,O,O
LJOSITZ,X,O,X,O,O,O
LJOSIZT,O,O,X,O,O,X
LJOSZTI,O,O,X,O,O,O
LJOSZIT,O,O,X,O,O,X
LJOZTIS,O,O,X,O,O,X
LJOZTSI,O,O,X,O,O,X
LJOZITS,O,O,X,O,O,X
LJOZIST,O,O,X,O,O,X
LJOZSTI,O,O,X,O,O,X
LJOZSIT,O,O,X,O,O,X
LSTIJZO,O,O,O,O,X,O
LSTIJOZ,O,O,O,O,X,O
LSTIZJO,O,X,O,O,X,O
LSTIZOJ,O,X,O,O,X,O
LSTIOJZ,O,O,O,O,X,O
LSTIOZJ,O,O,O,O,X,X
LSTJIZO,O,O,O,O,X,O
LSTJIOZ,O,O,O,O,X,O
LSTJZIO,O,O,O,O,X,O
LSTJZOI,O,O,O,O,X,O
LSTJOIZ,O,O,O,O,X,O
LSTJOZI,O,O,O,O,X,O
LSTZIJO,O,X,O,O,X,O
LSTZIOJ,O,X,O,O,X,O
LSTZJIO,O,X,O,O,X,O
LSTZJOI,O,X,O,O,X,O
LSTZOIJ,O,X,O,O,X,O
LSTZOJI,O,X,O,O,X,O
LSTOIJZ,O,O,O,O,X,O
LSTOIZJ,O,O,O,O,X,O
LSTOJIZ,O,O,O,O,X,O
LSTOJZI,O,O,O,O,X,O
LSTOZIJ,O,O,O,O,X,O
LSTOZJI,O,O,O,O,X,O
LSITJZO,O,O,O,O,X,O
LSITJOZ,O,O,O,O,X,O
LSITZJO,O,X,O,O,X,O
LSITZOJ,O,X,O,O,X,O
LSITOJZ,O,O,O,O,X,O
LSITOZJ,O,O,O,O,X,X
LSIJTZO,O,O,O,O,O,O
LSIJTOZ,O,O,O,O,O,O
LSIJZTO,O,O,O,O,O,O
LSIJZOT,O,O,X,O,O,X
LSIJOTZ,X,O,O,O,O,O
LSIJOZT,O,O,X,O,O,X
LSIZTJO,O,X,O,O,X,O
LSIZTOJ,O,X,O,O,X,O
LSIZJTO,O,O,O,O,X,O
LSIZJOT,O,X,X,O,X,X
LSIZOTJ,O,O,X,O,X,X
LSIZOJT,O,O,X,O,X,X
LSIOTJZ,O,O,O,O,X,O
LSIOTZJ,O,O,O,O,X,O
LSIOJTZ,X,O,O,O,O,O
LSIOJZT,O,O,X,O,O,X
LSIOZTJ,O,O,X,O,X,X
LSIOZJT,O,O,X,O,X,X
LSJTIZO,O,O,O,O,O,O
LSJTIOZ,O,O,O,O,O,O
LSJTZIO,O,O,O,O,O,O
LSJTZOI,O,O,O,O,O,O
LSJTOIZ,O,O,O,O,O,O
LSJTOZI,O,O,O,O,O,O
LSJITZO,O,O,O,O,O,O
LSJITOZ,O,O,O,O,O,O
LSJIZTO,O,O,O,O,O,O
LSJIZOT,O,O,X,O,O,X
LSJIOTZ,X,O,O,O,O,O
LSJIOZT,O,O,X,O,O,X
LSJZTIO,O,O,O,O,O,O
LSJZTOI,O,O,O,O,O,O
LSJZITO,O,O,O,O,O,O
LSJZIOT,O,O,X,O,O,X
LSJZOTI,O,O,X,O,O,O
LSJZOIT,O,O,X,O,O,X
LSJOTIZ,X,O,O,O,O,O
LSJOTZI,X,O,O,O,O,O
LSJOITZ,X,O,O,O,O,O
LSJOIZT,O,O,X,O,O,X
LSJOZTI,O,O,X,O,O,O
LSJOZIT,O,O,X,O,O,X
LSZTIJO,O,X,O,O,X,O
LSZTIOJ,O,X,O,O,X,O
LSZTJIO,O,X,O,O,X,O
LSZTJOI,O,X,O,O,X,O
LSZTOIJ,O,X,O,O,X,O
LSZTOJI,O,X,O,O,X,O
LSZITJO,O,X,O,O,X,O
LSZITOJ,O,X,O,O,X,O
LSZIJTO,O,O,O,O,X,O
LSZIJOT,O,X,X,O,X,X
LSZIOTJ,O,O,X,O,X,X
LSZIOJT,O,O,X,O,X,X
LSZJTIO,O,O,O,O,X,O
LSZJTOI,O,O,O,O,X,O
LSZJITO,O,O,O,O,X,O
LSZJIOT,O,X,X,O,X,X
LSZJOTI,O,X,X,O,X,O
LSZJOIT,O,X,X,O,X,X
LSZOTIJ,O,O,X,O,X,O
LSZOTJI,O,O,X,O,X,O
LSZOITJ,O,O,X,O,X,X
LSZOIJT,O,O,X,O,X,X
LSZOJTI,O,O,X,O,X,O
LSZOJIT,O,O,X,O,X,X
LSOTIJZ,O,O,O,O,X,O
LSOTIZJ,O,O,O,O,X,O
LSOTJIZ,O,O,O,O,X,O
LSOTJZI,O,O,O,O,X,O
LSOTZIJ,O,O,O,O,X,O
LSOTZJI,O,O,O,O,X,O
LSOITJZ,O,O,O,O,X,O
LSOITZJ,O,O,O,O,X,O
LSOIJTZ,X,O,O,O,O,O
LSOIJZT,O,O,X,O,O,X
LSOIZTJ,O,O,X,O,X,X
LSOIZJT,O,O,X,O,X,X
LSOJTIZ,X,O,O,O,O,O
LSOJTZI,X,O,O,O,O,O
LSOJITZ,X,O,O,O,O,O
LSOJIZT,O,O,X,O,O,X
LSOJZTI,O,O,X,O,O,O
LSOJZIT,O,O,X,O,O,X
LSOZTIJ,O,O,X,O,X,O
LSOZTJI,O,O,X,O,X,O
LSOZITJ,O,O,X,O,X,X
LSOZIJT,O,O,X,O,X,X
LSOZJTI,O,O,X,O,X,O
LSOZJIT,O,O,X,O,X,X
LZTIJSO,O,X,X,O,X,O
LZTIJOS,O,X,X,O,X,X
LZTISJO,O,X,X,O,X,O
LZTISOJ,O,X,X,O,X,O
LZTIOJS,O,X,X,O,X,X
LZTIOSJ,O,X,X,O,X,O
LZTJISO,O,X,X,O,X,O
LZTJIOS,O,X,X,O,X,X
LZTJSIO,O,X,X,O,X,O
LZTJSOI,O,X,X,O,X,O
LZTJOIS,O,X,X,O,X,X
LZTJOSI,O,X,X,O,X,X
LZTSIJO,O,X,X,O,X,O
LZTSIOJ,O,X,X,O,X,O
LZTSJIO,O,X,X,O,X,O
LZTSJOI,O,X,X,O,X,O
LZTSOIJ,O,X,X,O,X,O
LZTSOJI,O,X,X,O,X,O
LZTOIJS,O,X,X,O,X,X
LZTOISJ,O,X,X,O,X,O
LZTOJIS,O,X,X,O,X,X
LZTOJSI,O,X,X,O,X,X
LZTOSIJ,O,X,X,O,X,O
LZTOSJI,O,X,X,O,X,O
LZITJSO,O,X,X,O,X,O
LZITJOS,O,X,X,O,X,X
LZITSJO,O,X,X,O,X,O
LZITSOJ,O,X,X,O,X,O
LZITOJS,O,X,X,O,X,X
LZITOSJ,O,X,X,O,X,O
LZIJTSO,O,O,X,O,O,X
LZIJTOS,O,O,X,O,O,X
LZIJSTO,O,O,X,O,O,X
LZIJSOT,O,O,X,O,O,X
LZIJOTS,O,O,X,O,O,X
LZIJOST,O,O,X,O,O,X
LZISTJO,O,X,X,O,X,O
LZISTOJ,O,X,X,O,X,O
LZISJTO,O,O,X,O,X,O
LZISJOT,O,X,X,O,X,X
LZISOTJ,O,O,X,O,X,X
LZISOJT,O,O,X,O,X,X
LZIOTJS,O,O,X,O,X,X
LZIOTSJ,O,O,X,O,X,X
LZIOJTS,O,O,X,O,O,X
LZIOJST,O,O,X,O,O,X
LZIOSTJ,O,O,X,O,X,X
LZIOSJT,O,O,X,O,X,X
LZJTISO,O,O,X,O,O,O
LZJTIOS,O,O,X,O,O,X
LZJTSIO,O,O,X,O,O,O
LZJTSOI,O,O,X,O,O,O
LZJTOIS,O,O,X,O,O,X
LZJTOSI,O,O,X,O,O,X
LZJITSO,O,O,X,O,O,X
LZJITOS,O,O,X,O,O,X
LZJISTO,O,O,X,O,O,X
LZJISOT,O,O,X,O,O,X
LZJIOTS,O,O,X,O,O,X
LZJIOST,O,O,X,O,O,X
LZJSTIO,O,O,X,O,O,O
LZJSTOI,O,O,X,O,O,O
LZJSITO,O,O,X,O,O,O
LZJSIOT,O,O,X,O,O,X
LZJSOTI,O,O,X,O,O,O
LZJSOIT,O,O,X,O,O,X
LZJOTIS,O,O,X,O,O,X
LZJOTSI,O,O,X,O,O,X
LZJOITS,O,O,X,O,O,X
LZJOIST,O,O,X,O,O,X
LZJOSTI,O,O,X,O,O,X
LZJOSIT,O,O,X,O,O,X
LZSTIJO,O,X,X,O,X,O
LZSTIOJ,O,X,X,O,X,O
LZSTJIO,O,X,X,O,X,O
LZSTJOI,O,X,X,O,X,O
LZSTOIJ,O,X,X,O,X,O
LZSTOJI,O,X,X,O,X,O
LZSITJO,O,X,X,O,X,O
LZSITOJ,O,X,X,O,X,O
LZSIJTO,O,O,X,O,X,O
LZSIJOT,O,X,X,O,X,X
LZSIOTJ,O,O,X,O,X,X
LZSIOJT,O,O,X,O,X,X
LZSJTIO,O,O,X,O,X,O
LZSJTOI,O,O,X,O,X,O
LZSJITO,O,O,X,O,X,O
LZSJIOT,O,X,X,O,X,X
LZSJOTI,O,X,X,O,X,O
LZSJOIT,O,X,X,O,X,X
LZSOTIJ,O,O,X,O,X,O
LZSOTJI,O,O,X,O,X,O
LZSOITJ,O,O,X,O,X,X
LZSOIJT,O,O,X,O,X,X
LZSOJTI,O,O,X,O,X,O
LZSOJIT,O,O,X,O,X,X
LZOTIJS,O,O,X,O,X,O
LZOTISJ,O,O,X,O,X,O
