sequence,v115@EhB8HeB8FeA8AeB8AeA8DeD8KeT/IvhFlgBanB5oB/?qBOrB0pB,v115@EhB8HeB8FeA8AeB8AeA8DeD8Kem/IvhFUhBanB5oBT?kBfrBVvB,v115@EhB8HeB8FeA8AeB8AeA8DeD8Ke0/IvhFlgBanB5oB/?pBOrBTqB,v115@EhB8HeB8FeA8AeB8AeA8DeD8KeUBJvhFanB5oB/pBF?lBzqBmpB,v115@EhB8HeB8FeA8AeB8AeA8DeD8KeT/IvhFanB5oB/qBF?mB0pBmqB,v115@EhB8HeB8FeA8AeB8AeA8DeD8KeOEJvhF8kBanB5oBF?mBXqBzqB,v115@EhB8HeB8FeA8AeB8AeA8DeD8KeaHJvhF5oBTkB/qBF?mB0pBmqB
LSITJOZ,X,O,O,X,X,X,O
LSITZJO,O,O,O,X,O,O,X
LSITZOJ,O,O,O,X,O,O,O
LSITOJZ,X,O,O,O,X,X,O
LSITOZJ,O,O,O,O,O,O,O
LSIJTZO,O,X,O,X,O,O,X
LSIJTOZ,O,X,O,X,X,X,O
LSIJZTO,O,X,O,X,O,O,X
LSIJZOT,O,X,O,X,O,O,X
LSIJOTZ,O,X,O,O,X,X,O
LSIJOZT,O,X,O,O,X,X,X
LSIZTJO,O,X,O,X,O,O,X
LSIZTOJ,O,X,O,X,O,O,O
LSIZJTO,O,X,O,X,O,O,X
LSIZJOT,O,X,O,X,O,O,X
LSIZOTJ,O,X,O,O,O,O,O
LSIZOJT,O,X,O,O,O,O,X
LSIOTJZ,X,O,O,O,X,X,O
LSIOTZJ,O,O,O,O,O,O,O
LSIOJTZ,X,O,O,O,X,X,O
LSIOJZT,X,X,O,O,X,X,X
LSIOZTJ,O,X,O,O,O,O,O
LSIOZJT,O,X,O,O,O,O,X
LSJTIZO,O,X,O,X,O,O,X
LSJTIOZ,O,X,O,X,X,X,O
LSJTZIO,O,X,O,X,O,O,X
LSJTZOI,O,X,O,X,O,O,X
LSJTOIZ,O,X,O,X,X,X,O
LSJTOZI,O,X,O,X,X,X,X
LSJITZO,O,X,O,X,O,O,X
LSJITOZ,O,X,O,X,X,X,O
LSJIZTO,O,X,O,X,O,O,X
LSJIZOT,O,X,O,X,O,O,X
LSJIOTZ,O,X,O,O,X,X,O
LSJIOZT,O,X,O,O,X,X,X
LSJZTIO,O,X,O,X,O,O,X
LSJZTOI,O,X,O,X,O,O,X
LSJZITO,O,X,O,X,O,O,X
LSJZIOT,O,X,O,X,O,O,X
LSJZOTI,O,X,O,X,O,O,X
LSJZOIT,O,X,O,X,O,O,X
LSJOTIZ,O,X,O,O,X,X,O
LSJOTZI,O,X,O,O,X,X,X
LSJOITZ,O,X,O,O,X,X,O
LSJOIZT,O,X,O,O,X,X,X
LSJOZTI,O,X,O,O,X,X,X
LSJOZIT,O,X,O,O,X,X,X
LSZTIJO,O,X,O,X,O,O,X
LSZTIOJ,O,X,O,X,O,O,O
LSZTJIO,O,X,O,X,O,O,X
LSZTJOI,O,X,O,X,O,O,X
LSZTOIJ,O,X,O,X,O,O,O
LSZTOJI,O,X,O,X,O,O,X
LSZITJO,O,X,O,X,O,O,X
LSZITOJ,O,X,O,X,O,O,O
LSZIJTO,O,X,O,X,O,O,X
LSZIJOT,O,X,O,X,O,O,X
LSZIOTJ,O,X,O,O,O,O,O
LSZIOJT,O,X,O,O,O,O,X
LSZJTIO,O,X,O,X,O,O,X
LSZJTOI,O,X,O,X,O,O,X
LSZJITO,O,X,O,X,O,O,X
LSZJIOT,O,X,O,X,O,O,X
LSZJOTI,O,X,O,X,O,O,X
LSZJOIT,O,X,O,X,O,O,X
LSZOTIJ,O,X,O,O,O,O,O
LSZOTJI,O,X,O,O,O,O,X
LSZOITJ,O,X,O,O,O,O,O
LSZOIJT,O,X,O,O,O,O,X
LSZOJTI,O,X,O,O,O,O,X
LSZOJIT,O,X,O,O,O,O,X
LSOTIJZ,X,O,O,O,X,X,O
LSOTIZJ,O,O,O,O,O,O,O
LSOTJIZ,X,O,O,O,X,X,O
LSOTJZI,X,O,O,O,X,X,X
LSOTZIJ,O,O,O,O,O,O,O
LSOTZJI,O,O,O,O,O,O,X
LSOITJZ,X,O,O,O,X,X,O
LSOITZJ,O,O,O,O,O,O,O
LSOIJTZ,X,O,O,O,X,X,O
LSOIJZT,X,X,O,O,X,X,X
LSOIZTJ,O,X,O,O,O,O,O
LSOIZJT,O,X,O,O,O,O,X
LSOJTIZ,X,O,O,O,X,X,O
LSOJTZI,X,O,O,O,X,X,X
LSOJITZ,X,O,O,O,X,X,O
LSOJIZT,X,X,O,O,X,X,X
LSOJZTI,X,X,O,O,X,X,X
LSOJZIT,X,X,O,O,X,X,X
LSOZTIJ,O,X,O,O,O,O,O
LSOZTJI,O,X,O,O,O,O,X
LSOZITJ,O,X,O,O,O,O,O
LSOZIJT,O,X,O,O,O,O,X
LSOZJTI,O,X,O,O,O,O,X
LSOZJIT,O,X,O,O,O,O,X
LZTIJSO,O,O,X,X,X,X,X
LZTIJOS,O,X,X,X,X,X,X
LZTISJO,O,O,X,X,O,O,X
LZTISOJ,O,O,X,X,O,O,O
LZTIOJS,O,O,X,X,X,X,X
LZTIOSJ,O,O,X,O,O,X,X
LZTJISO,O,O,X,X,X,X,X
LZTJIOS,O,X,X,X,X,X,X
LZTJSIO,O,O,X,X,X,X,X
LZTJSOI,O,O,X,X,X,X,X
LZTJOIS,O,X,X,X,X,X,X
LZTJOSI,O,X,X,X,X,X,X
LZTSIJO,O,O,X,X,O,O,X
LZTSIOJ,O,O,X,X,O,O,O
LZTSJIO,O,O,X,X,O,O,X
LZTSJOI,O,O,X,X,O,O,X
LZTSOIJ,O,O,X,X,O,O,O
LZTSOJI,O,O,X,X,O,O,X
LZTOIJS,O,O,X,X,X,X,X
LZTOISJ,O,O,X,O,O,X,X
LZTOJIS,O,O,X,X,X,X,X
LZTOJSI,O,O,X,X,X,X,X
LZTOSIJ,O,O,X,O,O,X,X
LZTOSJI,O,O,X,O,O,X,X
LZITJSO,O,O,X,X,X,X,X
LZITJOS,O,X,X,X,X,X,X
LZITSJO,O,O,X,X,O,O,X
LZITSOJ,O,O,X,X,O,O,O
LZITOJS,O,O,X,X,X,X,X
LZITOSJ,O,O,X,O,O,X,X
LZIJTSO,O,X,O,X,X,X,X
LZIJTOS,O,X,O,X,X,X,X
LZIJSTO,O,X,O,X,O,X,X
LZIJSOT,O,X,O,X,O,X,X
LZIJOTS,O,X,O,X,X,X,X
LZIJOST,O,X,O,O,O,X,X
LZISTJO,O,X,O,X,O,O,X
LZISTOJ,O,X,O,X,O,O,O
LZISJTO,O,X,O,X,O,O,X
LZISJOT,O,X,O,X,O,O,X
LZISOTJ,O,X,O,O,O,O,O
LZISOJT,O,X,O,O,O,O,X
LZIOTJS,O,O,X,X,X,X,X
LZIOTSJ,O,O,O,O,O,X,X
LZIOJTS,O,O,X,X,X,X,X
LZIOJST,O,X,X,O,O,X,X
LZIOSTJ,O,X,O,O,O,X,O
LZIOSJT,O,X,O,O,O,X,X
LZJTISO,O,X,O,X,X,X,X
LZJTIOS,O,X,O,X,X,X,X
LZJTSIO,O,X,O,X,X,X,X
LZJTSOI,O,X,O,X,X,X,X
LZJTOIS,O,X,O,X,X,X,X
LZJTOSI,O,X,O,X,X,X,X
LZJITSO,O,X,O,X,X,X,X
LZJITOS,O,X,O,X,X,X,X
LZJISTO,O,X,O,X,O,X,X
LZJISOT,O,X,O,X,O,X,X
LZJIOTS,O,X,O,X,X,X,X
LZJIOST,O,X,O,O,O,X,X
LZJSTIO,O,X,O,X,O,X,X
LZJSTOI,O,X,O,X,O,X,X
LZJSITO,O,X,O,X,O,X,X
LZJSIOT,O,X,O,X,O,X,X
LZJSOTI,O,X,O,X,O,X,X
LZJSOIT,O,X,O,X,O,X,X
LZJOTIS,O,X,O,X,X,X,X
LZJOTSI,O,X,O,X,X,X,X
LZJOITS,O,X,O,X,X,X,X
LZJOIST,O,X,O,O,O,X,X
LZJOSTI,O,X,O,O,O,X,X
LZJOSIT,O,X,O,O,O,X,X
LZSTIJO,O,X,O,X,O,O,X
LZSTIOJ,O,X,O,X,O,O,O
LZSTJIO,O,X,O,X,O,O,X
LZSTJOI,O,X,O,X,O,O,X
LZSTOIJ,O,X,O,X,O,O,O
LZSTOJI,O,X,O,X,O,O,X
LZSITJO,O,X,O,X,O,O,X
LZSITOJ,O,X,O,X,O,O,O
LZSIJTO,O,X,O,X,O,O,X
LZSIJOT,O,X,O,X,O,O,X
LZSIOTJ,O,X,O,O,O,O,O
LZSIOJT,O,X,O,O,O,O,X
LZSJTIO,O,X,O,X,O,O,X
LZSJTOI,O,X,O,X,O,O,X
LZSJITO,O,X,O,X,O,O,X
LZSJIOT,O,X,O,X,O,O,X
LZSJOTI,O,X,O,X,O,O,X
LZSJOIT,O,X,O,X,O,O,X
LZSOTIJ,O,X,O,O,O,O,O
LZSOTJI,O,X,O,O,O,O,X
LZSOITJ,O,X,O,O,O,O,O
LZSOIJT,O,X,O,O,O,O,X
LZSOJTI,O,X,O,O,O,O,X
LZSOJIT,O,X,O,O,O,O,X
LZOTIJS,O,O,X,X,X,X,X
LZOTISJ,O,O,O,O,O,X,X
LZOTJIS,O,O,X,X,X,X,X
LZOTJSI,O,O,X,X,X,X,X
LZOTSIJ,O,O,O,O,O,X,X
LZOTSJI,O,O,O,O,O,X,X
LZOITJS,O,O,X,X,X,X,X
LZOITSJ,O,O,O,O,O,X,X
LZOIJTS,O,O,X,X,X,X,X
LZOIJST,O,X,X,O,O,X,X
LZOISTJ,O,X,O,O,O,X,O
LZOISJT,O,X,O,O,O,X,X
LZOJTIS,O,O,X,X,X,X,X
LZOJTSI,O,O,X,X,X,X,X
LZOJITS,O,O,X,X,X,X,X
LZOJIST,O,X,X,O,O,X,X
LZOJSTI,O,X,X,O,O,X,X
LZOJSIT,O,X,X,O,O,X,X
LZOSTIJ,O,X,O,O,O,X,O
LZOSTJI,O,X,O,O,O,X,X
LZOSITJ,O,X,O,O,O,X,O
LZOSIJT,O,X,O,O,O,X,X
LZOSJTI,O,X,O,O,O,X,X
LZOSJIT,O,X,O,O,O,X,X
LOTIJSZ,X,O,O,X,X,X,X
LOTIJZS,X,O,X,X,X,X,X
LOTISJZ,X,O,O,O,X,X,O
LOTISZJ,X,O,O,O,O,O,O
LOTIZJS,X,O,X,X,X,X,X
LOTIZSJ,X,O,O,O,X,X,X
LOTJISZ,X,O,O,X,X,X,X
LOTJIZS,X,O,X,X,X,X,X
LOTJSIZ,X,O,O,X,X,X,X
LOTJSZI,X,O,O,X,X,X,X
LOTJZIS,X,O,X,X,X,X,X
LOTJZSI,X,O,X,X,X,X,X
LOTSIJZ,X,O,O,O,X,X,O
LOTSIZJ,X,O,O,O,O,O,O
LOTSJIZ,X,O,O,O,X,X,O
LOTSJZI,X,O,O,O,X,X,X
LOTSZIJ,X,O,O,O,O,O,O
LOTSZJI,X,O,O,O,O,O,X
LOTZIJS,X,O,X,X,X,X,X
LOTZISJ,X,O,O,O,X,X,X
LOTZJIS,X,O,X,X,X,X,X
LOTZJSI,X,O,X,X,X,X,X
LOTZSIJ,X,O,O,O,X,X,X
LOTZSJI,X,O,O,O,X,X,X
LOITJSZ,X,O,O,X,X,X,X
LOITJZS,X,O,X,X,X,X,X
LOITSJZ,X,O,O,O,X,X,O
LOITSZJ,X,O,O,O,O,O,O
LOITZJS,X,O,X,X,X,X,X
LOITZSJ,X,O,O,O,X,X,X
LOIJTSZ,O,O,O,X,X,X,X
LOIJTZS,X,O,O,X,X,X,X
LOIJSTZ,O,O,O,O,X,X,O
LOIJSZT,O,X,O,O,X,X,X
LOIJZTS,O,O,O,X,X,X,X
LOIJZST,O,X,O,O,X,X,X
LOISTJZ,X,O,O,O,X,X,O
LOISTZJ,O,O,O,O,O,O,O
LOISJTZ,X,O,O,O,X,X,O
LOISJZT,X,X,O,O,X,X,X
LOISZTJ,O,X,O,O,O,O,O
LOISZJT,O,X,O,O,O,O,X
LOIZTJS,O,O,X,X,X,X,X
LOIZTSJ,O,O,O,O,O,X,X
LOIZJTS,O,O,X,X,X,X,X
LOIZJST,O,X,X,O,O,X,X
LOIZSTJ,O,X,O,O,O,X,O
LOIZSJT,O,X,O,O,O,X,X
LOJTISZ,O,O,O,X,X,X,X
LOJTIZS,X,O,O,X,X,X,X
LOJTSIZ,O,O,O,X,X,X,X
LOJTSZI,O,O,O,X,X,X,X
LOJTZIS,X,O,O,X,X,X,X
LOJTZSI,X,O,O,X,X,X,X
LOJITSZ,O,O,O,X,X,X,X
LOJITZS,X,O,O,X,X,X,X
LOJISTZ,O,O,O,O,X,X,O
LOJISZT,O,X,O,O,X,X,X
LOJIZTS,O,O,O,X,X,X,X
LOJIZST,O,X,O,O,X,X,X
LOJSTIZ,O,O,O,O,X,X,O
LOJSTZI,O,O,O,O,X,X,X
LOJSITZ,O,O,O,O,X,X,O
LOJSIZT,O,X,O,O,X,X,X
LOJSZTI,O,X,O,O,X,X,X
LOJSZIT,O,X,O,O,X,X,X
LOJZTIS,O,O,O,X,X,X,X
LOJZTSI,O,O,O,X,X,X,X
LOJZITS,O,O,O,X,X,X,X
LOJZIST,O,X,O,O,X,X,X
LOJZSTI,O,X,O,O,X,X,X
LOJZSIT,O,X,O,O,X,X,X
LOSTIJZ,X,O,O,O,X,X,O
LOSTIZJ,O,O,O,O,O,O,O
LOSTJIZ,X,O,O,O,X,X,O
LOSTJZI,X,O,O,O,X,X,X
LOSTZIJ,O,O,O,O,O,O,O
LOSTZJI,O,O,O,O,O,O,X
LOSITJZ,X,O,O,O,X,X,O
LOSITZJ,O,O,O,O,O,O,O
LOSIJTZ,X,O,O,O,X,X,O
LOSIJZT,X,X,O,O,X,X,X
LOSIZTJ,O,X,O,O,O,O,O
LOSIZJT,O,X,O,O,O,O,X
LOSJTIZ,X,O,O,O,X,X,O
LOSJTZI,X,O,O,O,X,X,X
LOSJITZ,X,O,O,O,X,X,O
LOSJIZT,X,X,O,O,X,X,X
LOSJZTI,X,X,O,O,X,X,X
LOSJZIT,X,X,O,O,X,X,X
LOSZTIJ,O,X,O,O,O,O,O
LOSZTJI,O,X,O,O,O,O,X
LOSZITJ,O,X,O,O,O,O,O
LOSZIJT,O,X,O,O,O,O,X
LOSZJTI,O,X,O,O,O,O,X
LOSZJIT,O,X,O,O,O,O,X
LOZTIJS,O,O,X,X,X,X,X
LOZTISJ,O,O,O,O,O,X,X
LOZTJIS,O,O,X,X,X,X,X
LOZTJSI,O,O,X,X,X,X,X
LOZTSIJ,O,O,O,O,O,X,X
LOZTSJI,O,O,O,O,O,X,X
LOZITJS,O,O,X,X,X,X,X
LOZITSJ,O,O,O,O,O,X,X
LOZIJTS,O,O,X,X,X,X,X
LOZIJST,O,X,X,O,O,X,X
LOZISTJ,O,X,O,O,O,X,O
LOZISJT,O,X,O,O,O,X,X
LOZJTIS,O,O,X,X,X,X,X
LOZJTSI,O,O,X,X,X,X,X
LOZJITS,O,O,X,X,X,X,X
LOZJIST,O,X,X,O,O,X,X
LOZJSTI,O,X,X,O,O,X,X
LOZJSIT,O,X,X,O,O,X,X
LOZSTIJ,O,X,O,O,O,X,O
LOZSTJI,O,X,O,O,O,X,X
LOZSITJ,O,X,O,O,O,X,O
LOZSIJT,O,X,O,O,O,X,X
LOZSJTI,O,X,O,O,O,X,X
LOZSJIT,O,X,O,O,O,X,X
JTILSZO,O,O,O,X,O,O,X
JTILSOZ,O,O,O,X,X,X,O
JTILZSO,O,O,O,X,X,X,X
JTILZOS,O,X,O,X,X,X,X
JTILOSZ,O,O,O,X,X,X,X
JTILOZS,X,O,O,X,X,X,X
JTISLZO,O,O,O,X,O,O,X
JTISLOZ,O,O,O,X,X,X,O
JTISZLO,O,O,O,X,O,O,X
JTISZOL,O,O,O,X,O,O,X
JTISOLZ,O,O,O,X,X,X,O
JTISOZL,O,O,O,X,X,X,X
JTIZLSO,O,O,O,X,X,X,X
JTIZLOS,O,X,O,X,X,X,X
JTIZSLO,O,O,O,X,X,X,X
JTIZSOL,O,O,O,X,X,X,X
JTIZOLS,O,X,O,X,X,X,X
JTIZOSL,O,X,O,X,X,X,X
JTIOLSZ,O,O,O,X,X,X,X
JTIOLZS,X,O,O,X,X,X,X
JTIOSLZ,O,O,O,X,X,X,X
JTIOSZL,O,O,O,X,X,X,X
JTIOZLS,X,O,O,X,X,X,X
JTIOZSL,X,O,O,X,X,X,X
JTLISZO,O,O,O,X,O,O,X
JTLISOZ,O,O,O,X,X,X,O
JTLIZSO,O,O,O,X,X,X,X
JTLIZOS,O,X,O,X,X,X,X
JTLIOSZ,O,O,O,X,X,X,X
JTLIOZS,X,O,O,X,X,X,X
JTLSIZO,O,O,O,X,O,O,X
JTLSIOZ,O,O,O,X,X,X,O
JTLSZIO,O,O,O,X,O,O,X
JTLSZOI,O,O,O,X,O,O,X
JTLSOIZ,O,O,O,X,X,X,O
JTLSOZI,O,O,O,X,X,X,X
JTLZISO,O,O,O,X,X,X,X
JTLZIOS,O,X,O,X,X,X,X
JTLZSIO,O,O,O,X,X,X,X
JTLZSOI,O,O,O,X,X,X,X
JTLZOIS,O,X,O,X,X,X,X
JTLZOSI,O,X,O,X,X,X,X
JTLOISZ,O,O,O,X,X,X,X
JTLOIZS,X,O,O,X,X,X,X
JTLOSIZ,O,O,O,X,X,X,X
JTLOSZI,O,O,O,X,X,X,X
JTLOZIS,X,O,O,X,X,X,X
JTLOZSI,X,O,O,X,X,X,X
JTSILZO,O,O,O,X,O,O,X
JTSILOZ,O,O,O,X,X,X,O
JTSIZLO,O,O,O,X,O,O,X
JTSIZOL,O,O,O,X,O,O,X
JTSIOLZ,O,O,O,X,X,X,O
JTSIOZL,O,O,O,X,X,X,X
JTSLIZO,O,O,O,X,O,O,X
JTSLIOZ,O,O,O,X,X,X,O
JTSLZIO,O,O,O,X,O,O,X
JTSLZOI,O,O,O,X,O,O,X
JTSLOIZ,O,O,O,X,X,X,O
JTSLOZI,O,O,O,X,X,X,X
JTSZILO,O,O,O,X,O,O,X
JTSZIOL,O,O,O,X,O,O,X
JTSZLIO,O,O,O,X,O,O,X
JTSZLOI,O,O,O,X,O,O,X
JTSZOIL,O,O,O,X,O,O,X
JTSZOLI,O,O,O,X,O,O,X
JTSOILZ,O,O,O,X,X,X,O
JTSOIZL,O,O,O,X,X,X,X
JTSOLIZ,O,O,O,X,X,X,O
JTSOLZI,O,O,O,X,X,X,X
JTSOZIL,O,O,O,X,X,X,X
JTSOZLI,O,O,O,X,X,X,X
JTZILSO,O,O,O,X,X,X,X
JTZILOS,O,X,O,X,X,X,X
JTZISLO,O,O,O,X,X,X,X
JTZISOL,O,O,O,X,X,X,X
JTZIOLS,O,X,O,X,X,X,X
JTZIOSL,O,X,O,X,X,X,X
JTZLISO,O,O,O,X,X,X,X
JTZLIOS,O,X,O,X,X,X,X
JTZLSIO,O,O,O,X,X,X,X
JTZLSOI,O,O,O,X,X,X,X
JTZLOIS,O,X,O,X,X,X,X
JTZLOSI,O,X,O,X,X,X,X
JTZSILO,O,O,O,X,X,X,X
JTZSIOL,O,O,O,X,X,X,X
JTZSLIO,O,O,O,X,X,X,X
JTZSLOI,O,O,O,X,X,X,X
JTZSOIL,O,O,O,X,X,X,X
JTZSOLI,O,O,O,X,X,X,X
JTZOILS,O,X,O,X,X,X,X
JTZOISL,O,X,O,X,X,X,X
JTZOLIS,O,X,O,X,X,X,X
JTZOLSI,O,X,O,X,X,X,X
JTZOSIL,O,X,O,X,X,X,X
JTZOSLI,O,X,O,X,X,X,X
JTOILSZ,O,O,O,X,X,X,X
JTOILZS,X,O,O,X,X,X,X
JTOISLZ,O,O,O,X,X,X,X
JTOISZL,O,O,O,X,X,X,X
JTOIZLS,X,O,O,X,X,X,X
JTOIZSL,X,O,O,X,X,X,X
JTOLISZ,O,O,O,X,X,X,X
JTOLIZS,X,O,O,X,X,X,X
JTOLSIZ,O,O,O,X,X,X,X
JTOLSZI,O,O,O,X,X,X,X
JTOLZIS,X,O,O,X,X,X,X
JTOLZSI,X,O,O,X,X,X,X
JTOSILZ,O,O,O,X,X,X,X
JTOSIZL,O,O,O,X,X,X,X
JTOSLIZ,O,O,O,X,X,X,X
JTOSLZI,O,O,O,X,X,X,X
JTOSZIL,O,O,O,X,X,X,X
JTOSZLI,O,O,O,X,X,X,X
JTOZILS,X,O,O,X,X,X,X
JTOZISL,X,O,O,X,X,X,X
JTOZLIS,X,O,O,X,X,X,X
JTOZLSI,X,O,O,X,X,X,X
JTOZSIL,X,O,O,X,X,X,X
JTOZSLI,X,O,O,X,X,X,X
JITLSZO,O,O,O,X,O,O,X
JITLSOZ,O,O,O,X,X,X,O
JITLZSO,O,O,O,X,X,X,X
JITLZOS,O,X,O,X,X,X,X
JITLOSZ,O,O,O,X,X,X,X
JITLOZS,X,O,O,X,X,X,X
JITSLZO,O,O,O,X,O,O,X
JITSLOZ,O,O,O,X,X,X,O
JITSZLO,O,O,O,X,O,O,X
JITSZOL,O,O,O,X,O,O,X
JITSOLZ,O,O,O,X,X,X,O
JITSOZL,O,O,O,X,X,X,X
JITZLSO,O,O,O,X,X,X,X
JITZLOS,O,X,O,X,X,X,X
JITZSLO,O,O,O,X,X,X,X
JITZSOL,O,O,O,X,X,X,X
JITZOLS,O,X,O,X,X,X,X
JITZOSL,O,X,O,X,X,X,X
JITOLSZ,O,O,O,X,X,X,X
JITOLZS,X,O,O,X,X,X,X
JITOSLZ,O,O,O,X,X,X,X
JITOSZL,O,O,O,X,X,X,X
JITOZLS,X,O,O,X,X,X,X
JITOZSL,X,O,O,X,X,X,X
JILTSZO,O,O,O,X,O,O,X
JILTSOZ,O,O,O,X,X,X,O
JILTZSO,O,O,O,X,X,X,X
JILTZOS,O,X,O,X,X,X,X
JILTOSZ,O,O,O,X,X,X,X
JILTOZS,X,O,O,X,X,X,X
JILSTZO,O,X,O,X,O,O,X
JILSTOZ,O,X,O,X,X,X,O
JILSZTO,O,X,O,X,O,O,X
JILSZOT,O,X,O,X,O,O,X
JILSOTZ,O,X,O,O,X,X,O
JILSOZT,O,X,O,O,X,X,X
JILZTSO,O,X,O,X,X,X,X
JILZTOS,O,X,O,X,X,X,X
JILZSTO,O,X,O,X,O,X,X
JILZSOT,O,X,O,X,O,X,X
JILZOTS,O,X,O,X,X,X,X
JILZOST,O,X,O,O,O,X,X
JILOTSZ,O,O,O,X,X,X,X
JILOTZS,X,O,O,X,X,X,X
JILOSTZ,O,O,O,O,X,X,O
JILOSZT,O,X,O,O,X,X,X
JILOZTS,O,O,O,X,X,X,X
JILOZST,O,X,O,O,X,X,X
JISTLZO,O,X,O,X,O,O,X
JISTLOZ,O,X,O,X,X,X,O
JISTZLO,O,X,O,X,O,O,X
JISTZOL,O,X,O,X,O,O,X
JISTOLZ,O,X,O,X,X,X,O
JISTOZL,O,X,O,X,X,X,X
JISLTZO,O,X,O,X,O,O,X
JISLTOZ,O,X,O,X,X,X,O
JISLZTO,O,X,O,X,O,O,X
JISLZOT,O,X,O,X,O,O,X
JISLOTZ,O,X,O,O,X,X,O
JISLOZT,O,X,O,O,X,X,X
JISZTLO,O,X,O,X,O,O,X
JISZTOL,O,X,O,X,O,O,X
JISZLTO,O,X,O,X,O,O,X
JISZLOT,O,X,O,X,O,O,X
JISZOTL,O,X,O,X,O,O,X
JISZOLT,O,X,O,X,O,O,X
JISOTLZ,O,X,O,O,X,X,O
JISOTZL,O,X,O,O,X,X,X
JISOLTZ,O,X,O,O,X,X,O
JISOLZT,O,X,O,O,X,X,X
JISOZTL,O,X,O,O,X,X,X
JISOZLT,O,X,O,O,X,X,X
JIZTLSO,O,X,O,X,X,X,X
JIZTLOS,O,X,O,X,X,X,X
JIZTSLO,O,X,O,X,X,X,X
JIZTSOL,O,X,O,X,X,X,X
JIZTOLS,O,X,O,X,X,X,X
JIZTOSL,O,X,O,X,X,X,X
JIZLTSO,O,X,O,X,X,X,X
JIZLTOS,O,X,O,X,X,X,X
JIZLSTO,O,X,O,X,O,X,X
JIZLSOT,O,X,O,X,O,X,X
JIZLOTS,O,X,O,X,X,X,X
JIZLOST,O,X,O,O,O,X,X
JIZSTLO,O,X,O,X,O,X,X
JIZSTOL,O,X,O,X,O,X,X
JIZSLTO,O,X,O,X,O,X,X
JIZSLOT,O,X,O,X,O,X,X
JIZSOTL,O,X,O,X,O,X,X
JIZSOLT,O,X,O,X,O,X,X
JIZOTLS,O,X,O,X,X,X,X
JIZOTSL,O,X,O,X,X,X,X
JIZOLTS,O,X,O,X,X,X,X
JIZOLST,O,X,O,O,O,X,X
JIZOSTL,O,X,O,O,O,X,X
JIZOSLT,O,X,O,O,O,X,X
JIOTLSZ,O,O,O,X,X,X,X
JIOTLZS,X,O,O,X,X,X,X
JIOTSLZ,O,O,O,X,X,X,X
JIOTSZL,O,O,O,X,X,X,X
JIOTZLS,X,O,O,X,X,X,X
JIOTZSL,X,O,O,X,X,X,X
JIOLTSZ,O,O,O,X,X,X,X
JIOLTZS,X,O,O,X,X,X,X
JIOLSTZ,O,O,O,O,X,X,O
JIOLSZT,O,X,O,O,X,X,X
JIOLZTS,O,O,O,X,X,X,X
JIOLZST,O,X,O,O,X,X,X
JIOSTLZ,O,O,O,O,X,X,O
JIOSTZL,O,O,O,O,X,X,X
JIOSLTZ,O,O,O,O,X,X,O
JIOSLZT,O,X,O,O,X,X,X
JIOSZTL,O,X,O,O,X,X,X
JIOSZLT,O,X,O,O,X,X,X
JIOZTLS,O,O,O,X,X,X,X
JIOZTSL,O,O,O,X,X,X,X
JIOZLTS,O,O,O,X,X,X,X
JIOZLST,O,X,O,O,X,X,X
JIOZSTL,O,X,O,O,X,X,X
JIOZSLT,O,X,O,O,X,X,X
JLTISZO,O,O,O,X,O,O,X
JLTISOZ,O,O,O,X,X,X,O
JLTIZSO,O,O,O,X,X,X,X
JLTIZOS,O,X,O,X,X,X,X
JLTIOSZ,O,O,O,X,X,X,X
JLTIOZS,X,O,O,X,X,X,X
JLTSIZO,O,O,O,X,O,O,X
JLTSIOZ,O,O,O,X,X,X,O
JLTSZIO,O,O,O,X,O,O,X
JLTSZOI,O,O,O,X,O,O,X
JLTSOIZ,O,O,O,X,X,X,O
JLTSOZI,O,O,O,X,X,X,X
JLTZISO,O,O,O,X,X,X,X
JLTZIOS,O,X,O,X,X,X,X
JLTZSIO,O,O,O,X,X,X,X
JLTZSOI,O,O,O,X,X,X,X
JLTZOIS,O,X,O,X,X,X,X
JLTZOSI,O,X,O,X,X,X,X
JLTOISZ,O,O,O,X,X,X,X
JLTOIZS,X,O,O,X,X,X,X
JLTOSIZ,O,O,O,X,X,X,X
JLTOSZI,O,O,O,X,X,X,X
JLTOZIS,X,O,O,X,X,X,X
JLTOZSI,X,O,O,X,X,X,X
JLITSZO,O,O,O,X,O,O,X
JLITSOZ,O,O,O,X,X,X,O
JLITZSO,O,O,O,X,X,X,X
JLITZOS,O,X,O,X,X,X,X
JLITOSZ,O,O,O,X,X,X,X
JLITOZS,X,O,O,X,X,X,X
JLISTZO,O,X,O,X,O,O,X
JLISTOZ,O,X,O,X,X,X,O
JLISZTO,O,X,O,X,O,O,X
JLISZOT,O,X,O,X,O,O,X
JLISOTZ,O,X,O,O,X,X,O
JLISOZT,O,X,O,O,X,X,X
JLIZTSO,O,X,O,X,X,X,X
JLIZTOS,O,X,O,X,X,X,X
JLIZSTO,O,X,O,X,O,X,X
JLIZSOT,O,X,O,X,O,X,X
JLIZOTS,O,X,O,X,X,X,X
JLIZOST,O,X,O,O,O,X,X
JLIOTSZ,O,O,O,X,X,X,X
JLIOTZS,X,O,O,X,X,X,X
JLIOSTZ,O,O,O,O,X,X,O
JLIOSZT,O,X,O,O,X,X,X
