sequence,v115@9gB8HeC8GeA8IeC8CeC8Ke0AJvhFlhB3iB5oBysBGq?BTrB,v115@9gB8HeC8GeA8IeC8CeC8KelAJvhFcmBiiB5oBznBGq?B3rB,v115@9gB8HeC8GeA8IeC8CeC8Ke8FJvhFumBaoB5oBTnBXl?BVwB,v115@9gB8HeC8GeA8IeC8CeC8Ke0AJvhF/nBaoB5oB1rBGq?BTrB,v115@9gB8HeC8GeA8IeC8CeC8KeTBJvhFmiB5oBqqB0nBXl?BlrB
SILZJTO,O,O,X,O,O
SILZJOT,O,O,X,X,X
SILZOTJ,O,O,X,X,X
SILZOJT,O,O,X,X,X
SILOTJZ,O,O,O,O,X
SILOTZJ,O,O,O,X,X
SILOJTZ,O,O,X,O,X
SILOJZT,O,O,X,X,X
SILOZTJ,O,O,X,X,X
SILOZJT,O,O,X,X,X
SIJTLZO,X,O,X,O,X
SIJTLOZ,X,X,X,O,X
SIJTZLO,X,O,X,O,X
SIJTZOL,X,O,X,O,X
SIJTOLZ,X,O,X,O,X
SIJTOZL,X,O,X,O,X
SIJLTZO,O,O,X,O,X
SIJLTOZ,O,X,X,O,X
SIJLZTO,O,O,X,O,X
SIJLZOT,O,O,X,X,X
SIJLOTZ,O,O,X,O,X
SIJLOZT,O,O,X,X,X
SIJZTLO,O,O,X,O,X
SIJZTOL,X,O,X,O,X
SIJZLTO,O,O,X,O,X
SIJZLOT,O,O,X,X,X
SIJZOTL,X,O,X,X,X
SIJZOLT,X,O,X,X,X
SIJOTLZ,O,O,X,O,X
SIJOTZL,O,O,X,O,X
SIJOLTZ,O,O,X,O,X
SIJOLZT,O,O,X,X,X
SIJOZTL,O,O,X,X,X
SIJOZLT,O,O,X,X,X
SIZTLJO,O,O,X,O,X
SIZTLOJ,O,O,X,X,X
SIZTJLO,X,O,X,O,X
SIZTJOL,X,O,X,O,X
SIZTOLJ,X,O,X,X,X
SIZTOJL,X,O,X,X,X
SIZLTJO,O,O,X,O,O
SIZLTOJ,O,O,X,X,O
SIZLJTO,O,O,X,O,O
SIZLJOT,O,O,X,X,X
SIZLOTJ,O,O,X,X,X
SIZLOJT,O,O,X,X,X
SIZJTLO,O,O,X,O,X
SIZJTOL,X,O,X,O,X
SIZJLTO,O,O,X,O,O
SIZJLOT,O,O,X,X,X
SIZJOTL,X,O,X,X,X
SIZJOLT,X,O,X,X,X
SIZOTLJ,X,O,X,X,X
SIZOTJL,X,O,X,X,X
SIZOLTJ,X,O,X,X,X
SIZOLJT,X,O,X,X,X
SIZOJTL,X,O,X,X,X
SIZOJLT,X,O,X,X,X
SIOTLJZ,O,O,O,O,X
SIOTLZJ,O,O,O,X,X
SIOTJLZ,X,O,O,O,X
SIOTJZL,X,O,O,O,X
SIOTZLJ,O,O,O,X,X
SIOTZJL,X,O,O,X,X
SIOLTJZ,O,O,O,O,X
SIOLTZJ,O,O,O,X,X
SIOLJTZ,O,O,X,O,X
SIOLJZT,O,O,X,X,X
SIOLZTJ,O,O,X,X,X
SIOLZJT,O,O,X,X,X
SIOJTLZ,O,O,X,O,X
SIOJTZL,O,O,X,O,X
SIOJLTZ,O,O,X,O,X
SIOJLZT,O,O,X,X,X
SIOJZTL,O,O,X,X,X
SIOJZLT,O,O,X,X,X
SIOZTLJ,O,O,X,X,X
SIOZTJL,X,O,X,X,X
SIOZLTJ,O,O,X,X,X
SIOZLJT,O,O,X,X,X
SIOZJTL,X,O,X,X,X
SIOZJLT,X,O,X,X,X
SLTIJZO,O,O,X,O,X
SLTIJOZ,O,X,X,O,X
SLTIZJO,O,O,X,O,O
SLTIZOJ,O,O,O,X,O
SLTIOJZ,O,X,O,O,X
SLTIOZJ,O,X,O,X,O
SLTJIZO,O,O,X,O,X
SLTJIOZ,O,X,X,O,X
SLTJZIO,O,O,X,O,X
SLTJZOI,O,O,X,O,X
SLTJOIZ,O,X,X,O,X
SLTJOZI,O,X,X,O,X
SLTZIJO,O,O,X,O,O
SLTZIOJ,O,O,O,X,O
SLTZJIO,O,O,X,O,O
SLTZJOI,O,O,X,O,O
SLTZOIJ,O,O,O,X,O
SLTZOJI,X,X,O,X,O
SLTOIJZ,O,X,O,O,X
SLTOIZJ,O,X,O,X,O
SLTOJIZ,O,X,O,O,X
SLTOJZI,O,X,O,O,X
SLTOZIJ,O,X,O,X,O
SLTOZJI,O,X,O,X,O
SLITJZO,O,O,X,O,X
SLITJOZ,O,X,X,O,X
SLITZJO,O,O,X,O,O
SLITZOJ,O,O,O,X,O
SLITOJZ,O,X,O,O,X
SLITOZJ,O,X,O,X,O
SLIJTZO,O,O,X,O,X
SLIJTOZ,O,X,X,O,X
SLIJZTO,O,O,X,O,X
SLIJZOT,O,O,X,X,X
SLIJOTZ,O,O,X,O,X
SLIJOZT,O,O,X,X,X
SLIZTJO,O,O,X,O,O
SLIZTOJ,O,O,X,X,O
SLIZJTO,O,O,X,O,O
SLIZJOT,O,O,X,X,X
SLIZOTJ,O,O,X,X,X
SLIZOJT,O,O,X,X,X
SLIOTJZ,O,O,O,O,X
SLIOTZJ,O,O,O,X,X
SLIOJTZ,O,O,X,O,X
SLIOJZT,O,O,X,X,X
SLIOZTJ,O,O,X,X,X
SLIOZJT,O,O,X,X,X
SLJTIZO,O,O,X,O,X
SLJTIOZ,O,X,X,O,X
SLJTZIO,O,O,X,O,X
SLJTZOI,O,O,X,O,X
SLJTOIZ,O,X,X,O,X
SLJTOZI,O,X,X,O,X
SLJITZO,O,O,X,O,X
SLJITOZ,O,X,X,O,X
SLJIZTO,O,O,X,O,X
SLJIZOT,O,O,X,X,X
SLJIOTZ,O,O,X,O,X
SLJIOZT,O,O,X,X,X
SLJZTIO,O,O,X,O,X
SLJZTOI,O,O,X,O,X
SLJZITO,O,O,X,O,X
SLJZIOT,O,O,X,X,X
SLJZOTI,O,O,X,X,X
SLJZOIT,O,O,X,X,X
SLJOTIZ,O,O,X,O,X
SLJOTZI,O,O,X,O,X
SLJOITZ,O,O,X,O,X
SLJOIZT,O,O,X,X,X
SLJOZTI,O,O,X,X,X
SLJOZIT,O,O,X,X,X
SLZTIJO,O,O,X,O,O
SLZTIOJ,O,O,X,X,O
SLZTJIO,O,O,X,O,O
SLZTJOI,O,O,X,O,O
SLZTOIJ,O,O,X,X,O
SLZTOJI,X,O,X,X,O
SLZITJO,O,O,X,O,O
SLZITOJ,O,O,X,X,O
SLZIJTO,O,O,X,O,O
SLZIJOT,O,O,X,X,X
SLZIOTJ,O,O,X,X,X
SLZIOJT,O,O,X,X,X
SLZJTIO,O,O,X,O,O
SLZJTOI,O,O,X,O,O
SLZJITO,O,O,X,O,O
SLZJIOT,O,O,X,X,X
SLZJOTI,O,O,X,X,X
SLZJOIT,O,O,X,X,X
SLZOTIJ,O,O,X,X,X
SLZOTJI,O,O,X,X,X
SLZOITJ,O,O,X,X,X
SLZOIJT,O,O,X,X,X
SLZOJTI,O,O,X,X,X
SLZOJIT,O,O,X,X,X
SLOTIJZ,O,O,O,O,X
SLOTIZJ,O,O,O,X,X
SLOTJIZ,O,O,O,O,X
SLOTJZI,O,O,O,O,X
SLOTZIJ,O,O,O,X,X
SLOTZJI,O,O,O,X,X
SLOITJZ,O,O,O,O,X
SLOITZJ,O,O,O,X,X
SLOIJTZ,O,O,X,O,X
SLOIJZT,O,O,X,X,X
SLOIZTJ,O,O,X,X,X
SLOIZJT,O,O,X,X,X
SLOJTIZ,O,O,X,O,X
SLOJTZI,O,O,X,O,X
SLOJITZ,O,O,X,O,X
SLOJIZT,O,O,X,X,X
SLOJZTI,O,O,X,X,X
SLOJZIT,O,O,X,X,X
SLOZTIJ,O,O,X,X,X
SLOZTJI,O,O,X,X,X
SLOZITJ,O,O,X,X,X
SLOZIJT,O,O,X,X,X
SLOZJTI,O,O,X,X,X
SLOZJIT,O,O,X,X,X
SJTILZO,X,O,X,O,X
SJTILOZ,X,X,X,O,X
SJTIZLO,X,O,X,O,X
SJTIZOL,X,O,X,O,X
SJTIOLZ,X,O,X,O,X
SJTIOZL,X,O,X,O,X
SJTLIZO,X,O,X,O,X
SJTLIOZ,X,X,X,O,X
SJTLZIO,X,O,X,O,X
SJTLZOI,X,O,X,O,X
SJTLOIZ,X,X,X,O,X
SJTLOZI,X,X,X,O,X
SJTZILO,X,O,X,O,X
SJTZIOL,X,O,X,O,X
SJTZLIO,X,O,X,O,X
SJTZLOI,X,O,X,O,X
SJTZOIL,X,O,X,O,X
SJTZOLI,X,O,X,O,X
SJTOILZ,X,O,X,O,X
SJTOIZL,X,O,X,O,X
SJTOLIZ,X,O,X,O,X
SJTOLZI,X,O,X,O,X
SJTOZIL,X,O,X,O,X
SJTOZLI,X,O,X,O,X
SJITLZO,X,O,X,O,X
SJITLOZ,X,X,X,O,X
SJITZLO,X,O,X,O,X
SJITZOL,X,O,X,O,X
SJITOLZ,X,O,X,O,X
SJITOZL,X,O,X,O,X
SJILTZO,O,O,X,O,X
SJILTOZ,O,X,X,O,X
SJILZTO,O,O,X,O,X
SJILZOT,O,O,X,X,X
SJILOTZ,O,O,X,O,X
SJILOZT,O,O,X,X,X
SJIZTLO,O,O,X,O,X
SJIZTOL,X,O,X,O,X
SJIZLTO,O,O,X,O,X
SJIZLOT,O,O,X,X,X
SJIZOTL,X,O,X,X,X
SJIZOLT,X,O,X,X,X
SJIOTLZ,O,O,X,O,X
SJIOTZL,O,O,X,O,X
SJIOLTZ,O,O,X,O,X
SJIOLZT,O,O,X,X,X
SJIOZTL,O,O,X,X,X
SJIOZLT,O,O,X,X,X
SJLTIZO,O,O,X,O,X
SJLTIOZ,O,X,X,O,X
SJLTZIO,O,O,X,O,X
SJLTZOI,O,O,X,O,X
SJLTOIZ,O,X,X,O,X
SJLTOZI,O,X,X,O,X
SJLITZO,O,O,X,O,X
SJLITOZ,O,X,X,O,X
SJLIZTO,O,O,X,O,X
SJLIZOT,O,O,X,X,X
SJLIOTZ,O,O,X,O,X
SJLIOZT,O,O,X,X,X
SJLZTIO,O,O,X,O,X
SJLZTOI,O,O,X,O,X
SJLZITO,O,O,X,O,X
SJLZIOT,O,O,X,X,X
SJLZOTI,O,O,X,X,X
SJLZOIT,O,O,X,X,X
SJLOTIZ,O,O,X,O,X
SJLOTZI,O,O,X,O,X
SJLOITZ,O,O,X,O,X
SJLOIZT,O,O,X,X,X
SJLOZTI,O,O,X,X,X
SJLOZIT,O,O,X,X,X
SJZTILO,O,O,X,O,X
SJZTIOL,X,O,X,O,X
SJZTLIO,O,O,X,O,X
SJZTLOI,O,O,X,O,X
SJZTOIL,X,O,X,O,X
SJZTOLI,X,O,X,O,X
SJZITLO,O,O,X,O,X
SJZITOL,X,O,X,O,X
SJZILTO,O,O,X,O,X
SJZILOT,O,O,X,X,X
SJZIOTL,X,O,X,X,X
SJZIOLT,X,O,X,X,X
SJZLTIO,O,O,X,O,X
SJZLTOI,O,O,X,O,X
SJZLITO,O,O,X,O,X
SJZLIOT,O,O,X,X,X
SJZLOTI,O,O,X,X,X
SJZLOIT,O,O,X,X,X
SJZOTIL,X,O,X,X,X
SJZOTLI,X,O,X,X,X
SJZOITL,X,O,X,X,X
SJZOILT,X,O,X,X,X
SJZOLTI,X,O,X,X,X
SJZOLIT,X,O,X,X,X
SJOTILZ,O,O,X,O,X
SJOTIZL,O,O,X,O,X
SJOTLIZ,O,O,X,O,X
SJOTLZI,O,O,X,O,X
SJOTZIL,O,O,X,O,X
SJOTZLI,O,O,X,O,X
SJOITLZ,O,O,X,O,X
SJOITZL,O,O,X,O,X
SJOILTZ,O,O,X,O,X
SJOILZT,O,O,X,X,X
SJOIZTL,O,O,X,X,X
SJOIZLT,O,O,X,X,X
SJOLTIZ,O,O,X,O,X
SJOLTZI,O,O,X,O,X
SJOLITZ,O,O,X,O,X
SJOLIZT,O,O,X,X,X
SJOLZTI,O,O,X,X,X
SJOLZIT,O,O,X,X,X
SJOZTIL,O,O,X,X,X
SJOZTLI,O,O,X,X,X
SJOZITL,O,O,X,X,X
SJOZILT,O,O,X,X,X
SJOZLTI,O,O,X,X,X
SJOZLIT,O,O,X,X,X
SZTILJO,O,O,X,O,X
SZTILOJ,O,O,X,X,X
SZTIJLO,X,O,X,O,X
SZTIJOL,X,O,X,O,X
SZTIOLJ,X,O,X,X,X
SZTIOJL,X,O,X,X,X
SZTLIJO,O,O,X,O,X
SZTLIOJ,O,O,X,X,X
SZTLJIO,O,O,X,O,X
SZTLJOI,X,O,X,O,X
SZTLOIJ,O,O,X,X,X
SZTLOJI,X,O,X,X,X
SZTJILO,X,O,X,O,X
SZTJIOL,X,O,X,O,X
SZTJLIO,X,O,X,O,X
SZTJLOI,X,O,X,O,X
SZTJOIL,X,O,X,O,X
SZTJOLI,X,O,X,O,X
SZTOILJ,X,O,X,X,X
SZTOIJL,X,O,X,X,X
SZTOLIJ,X,O,X,X,X
SZTOLJI,X,O,X,X,X
SZTOJIL,X,O,X,X,X
SZTOJLI,X,O,X,X,X
SZITLJO,O,O,X,O,X
SZITLOJ,O,O,X,X,X
SZITJLO,X,O,X,O,X
SZITJOL,X,O,X,O,X
SZITOLJ,X,O,X,X,X
SZITOJL,X,O,X,X,X
SZILTJO,O,O,X,O,O
SZILTOJ,O,O,X,X,O
SZILJTO,O,O,X,O,O
SZILJOT,O,O,X,X,X
SZILOTJ,O,O,X,X,X
SZILOJT,O,O,X,X,X
SZIJTLO,O,O,X,O,X
SZIJTOL,X,O,X,O,X
SZIJLTO,O,O,X,O,O
SZIJLOT,O,O,X,X,X
SZIJOTL,X,O,X,X,X
SZIJOLT,X,O,X,X,X
SZIOTLJ,X,O,X,X,X
SZIOTJL,X,O,X,X,X
SZIOLTJ,X,O,X,X,X
SZIOLJT,X,O,X,X,X
SZIOJTL,X,O,X,X,X
SZIOJLT,X,O,X,X,X
SZLTIJO,O,O,X,O,O
SZLTIOJ,O,O,X,X,O
SZLTJIO,O,O,X,O,O
SZLTJOI,O,O,X,O,O
SZLTOIJ,O,O,X,X,O
SZLTOJI,X,O,X,X,O
SZLITJO,O,O,X,O,O
SZLITOJ,O,O,X,X,O
SZLIJTO,O,O,X,O,O
SZLIJOT,O,O,X,X,X
SZLIOTJ,O,O,X,X,X
SZLIOJT,O,O,X,X,X
SZLJTIO,O,O,X,O,O
SZLJTOI,O,O,X,O,O
SZLJITO,O,O,X,O,O
SZLJIOT,O,O,X,X,X
SZLJOTI,O,O,X,X,X
SZLJOIT,O,O,X,X,X
SZLOTIJ,O,O,X,X,X
SZLOTJI,X,O,X,X,X
SZLOITJ,O,O,X,X,X
SZLOIJT,O,O,X,X,X
SZLOJTI,O,O,X,X,X
SZLOJIT,O,O,X,X,X
SZJTILO,O,O,X,O,X
SZJTIOL,X,O,X,O,X
SZJTLIO,O,O,X,O,X
SZJTLOI,O,O,X,O,X
SZJTOIL,X,O,X,O,X
SZJTOLI,X,O,X,O,X
SZJITLO,O,O,X,O,X
SZJITOL,X,O,X,O,X
SZJILTO,O,O,X,O,O
SZJILOT,O,O,X,X,X
SZJIOTL,X,O,X,X,X
SZJIOLT,X,O,X,X,X
SZJLTIO,O,O,X,O,O
SZJLTOI,O,O,X,O,O
SZJLITO,O,O,X,O,O
SZJLIOT,O,O,X,X,X
SZJLOTI,O,O,X,X,X
SZJLOIT,O,O,X,X,X
SZJOTIL,X,O,X,X,X
SZJOTLI,X,O,X,X,X
SZJOITL,X,O,X,X,X
SZJOILT,X,O,X,X,X
SZJOLTI,X,O,X,X,X
SZJOLIT,X,O,X,X,X
SZOTILJ,X,O,X,X,X
SZOTIJL,X,O,X,X,X
SZOTLIJ,X,O,X,X,X
SZOTLJI,X,O,X,X,X
SZOTJIL,X,O,X,X,X
SZOTJLI,X,O,X,X,X
SZOITLJ,X,O,X,X,X
SZOITJL,X,O,X,X,X
SZOILTJ,X,O,X,X,X
SZOILJT,X,O,X,X,X
SZOIJTL,X,O,X,X,X
SZOIJLT,X,O,X,X,X
SZOLTIJ,X,O,X,X,X
SZOLTJI,X,O,X,X,X
SZOLITJ,X,O,X,X,X
SZOLIJT,X,O,X,X,X
SZOLJTI,X,O,X,X,X
SZOLJIT,X,O,X,X,X
SZOJTIL,X,O,X,X,X
SZOJTLI,X,O,X,X,X
SZOJITL,X,O,X,X,X
SZOJILT,X,O,X,X,X
SZOJLTI,X,O,X,X,X
SZOJLIT,X,O,X,X,X
SOTILJZ,O,O,O,O,X
SOTILZJ,O,O,O,X,X
SOTIJLZ,X,O,O,O,X
SOTIJZL,X,O,O,O,X
SOTIZLJ,O,O,O,X,X
SOTIZJL,X,O,O,X,X
SOTLIJZ,O,O,O,O,X
SOTLIZJ,O,O,O,X,X
SOTLJIZ,O,O,O,O,X
SOTLJZI,O,O,O,O,X
SOTLZIJ,O,O,O,X,X
SOTLZJI,O,O,O,X,X
SOTJILZ,X,O,O,O,X
SOTJIZL,X,O,O,O,X
SOTJLIZ,X,O,O,O,X
SOTJLZI,X,O,O,O,X
SOTJZIL,X,O,O,O,X
SOTJZLI,X,O,O,O,X
SOTZILJ,O,O,O,X,X
SOTZIJL,X,O,O,X,X
SOTZLIJ,O,O,O,X,X
SOTZLJI,O,O,O,X,X
SOTZJIL,X,O,O,X,X
SOTZJLI,X,O,O,X,X
SOITLJZ,O,O,O,O,X
SOITLZJ,O,O,O,X,X
SOITJLZ,X,O,O,O,X
SOITJZL,X,O,O,O,X
SOITZLJ,O,O,O,X,X
SOITZJL,X,O,O,X,X
SOILTJZ,O,O,O,O,X
SOILTZJ,O,O,O,X,X
SOILJTZ,O,O,X,O,X
SOILJZT,O,O,X,X,X
SOILZTJ,O,O,X,X,X
SOILZJT,O,O,X,X,X
SOIJTLZ,O,O,X,O,X
SOIJTZL,O,O,X,O,X
SOIJLTZ,O,O,X,O,X
SOIJLZT,O,O,X,X,X
SOIJZTL,O,O,X,X,X
SOIJZLT,O,O,X,X,X
SOIZTLJ,O,O,X,X,X
SOIZTJL,X,O,X,X,X
SOIZLTJ,O,O,X,X,X
SOIZLJT,O,O,X,X,X
SOIZJTL,X,O,X,X,X
SOIZJLT,X,O,X,X,X
SOLTIJZ,O,O,O,O,X
SOLTIZJ,O,O,O,X,X
SOLTJIZ,O,O,O,O,X
SOLTJZI,O,O,O,O,X
SOLTZIJ,O,O,O,X,X
SOLTZJI,O,O,O,X,X
SOLITJZ,O,O,O,O,X
SOLITZJ,O,O,O,X,X
SOLIJTZ,O,O,X,O,X
SOLIJZT,O,O,X,X,X
SOLIZTJ,O,O,X,X,X
SOLIZJT,O,O,X,X,X
SOLJTIZ,O,O,X,O,X
SOLJTZI,O,O,X,O,X
SOLJITZ,O,O,X,O,X
SOLJIZT,O,O,X,X,X
SOLJZTI,O,O,X,X,X
SOLJZIT,O,O,X,X,X
SOLZTIJ,O,O,X,X,X
SOLZTJI,O,O,X,X,X
SOLZITJ,O,O,X,X,X
SOLZIJT,O,O,X,X,X
SOLZJTI,O,O,X,X,X
SOLZJIT,O,O,X,X,X
SOJTILZ,O,O,X,O,X
SOJTIZL,O,O,X,O,X
SOJTLIZ,O,O,X,O,X
SOJTLZI,O,O,X,O,X
SOJTZIL,O,O,X,O,X
SOJTZLI,O,O,X,O,X
SOJITLZ,O,O,X,O,X
SOJITZL,O,O,X,O,X
SOJILTZ,O,O,X,O,X
SOJILZT,O,O,X,X,X
SOJIZTL,O,O,X,X,X
SOJIZLT,O,O,X,X,X
SOJLTIZ,O,O,X,O,X
SOJLTZI,O,O,X,O,X
SOJLITZ,O,O,X,O,X
SOJLIZT,O,O,X,X,X
SOJLZTI,O,O,X,X,X
SOJLZIT,O,O,X,X,X
SOJZTIL,O,O,X,X,X
SOJZTLI,O,O,X,X,X
SOJZITL,O,O,X,X,X
SOJZILT,O,O,X,X,X
SOJZLTI,O,O,X,X,X
SOJZLIT,O,O,X,X,X
SOZTILJ,O,O,X,X,X
SOZTIJL,X,O,X,X,X
SOZTLIJ,O,O,X,X,X
SOZTLJI,O,O,X,X,X
SOZTJIL,X,O,X,X,X
SOZTJLI,X,O,X,X,X
SOZITLJ,O,O,X,X,X
SOZITJL,X,O,X,X,X
SOZILTJ,O,O,X,X,X
SOZILJT,O,O,X,X,X
SOZIJTL,X,O,X,X,X
SOZIJLT,X,O,X,X,X
SOZLTIJ,O,O,X,X,X
SOZLTJI,O,O,X,X,X
SOZLITJ,O,O,X,X,X
SOZLIJT,O,O,X,X,X
SOZLJTI,O,O,X,X,X
SOZLJIT,O,O,X,X,X
SOZJTIL,X,O,X,X,X
SOZJTLI,X,O,X,X,X
SOZJITL,X,O,X,X,X
SOZJILT,X,O,X,X,X
SOZJLTI,X,O,X,X,X
SOZJLIT,X,O,X,X,X
ZTILJSO,O,X,X,X,O
ZTILJOS,O,X,O,X,O
ZTILSJO,O,X,X,X,O
ZTILSOJ,O,X,O,X,O
ZTILOJS,X,X,O,X,O
ZTILOSJ,O,X,O,X,O
ZTIJLSO,O,X,X,O,O
ZTIJLOS,O,X,O,X,O
ZTIJSLO,O,X,X,O,X
ZTIJSOL,X,X,O,O,X
ZTIJOLS,O,X,O,X,X
ZTIJOSL,X,X,O,O,X
ZTISLJO,O,X,X,O,X
ZTISLOJ,O,X,O,X,X
ZTISJLO,X,X,X,O,X
ZTISJOL,X,X,O,O,X
ZTISOLJ,X,X,O,X,X
ZTISOJL,X,X,O,X,X
ZTIOLJS,X,X,O,X,X
ZTIOLSJ,O,X,O,X,X
ZTIOJLS,X,X,O,X,X
ZTIOJSL,X,X,O,X,X
ZTIOSLJ,X,X,O,X,X
ZTIOSJL,X,X,O,X,X
ZTLIJSO,O,X,X,X,O
ZTLIJOS,O,X,O,X,O
ZTLISJO,O,X,X,X,O
ZTLISOJ,O,X,O,X,O
ZTLIOJS,X,X,O,X,O
ZTLIOSJ,O,X,O,X,O
ZTLJISO,O,X,X,X,O
ZTLJIOS,O,X,O,X,O
ZTLJSIO,O,X,X,X,O
ZTLJSOI,O,X,X,X,O
ZTLJOIS,O,X,O,X,O
ZTLJOSI,O,X,O,X,O
ZTLSIJO,O,X,X,X,O
ZTLSIOJ,O,X,O,X,O
ZTLSJIO,O,X,X,X,O
ZTLSJOI,O,X,X,X,O
ZTLSOIJ,O,X,O,X,O
ZTLSOJI,X,X,O,X,O
ZTLOIJS,X,X,O,X,O
ZTLOISJ,O,X,O,X,O
ZTLOJIS,X,X,O,X,O
ZTLOJSI,X,X,O,X,O
ZTLOSIJ,O,X,O,X,O
ZTLOSJI,X,X,O,X,O
ZTJILSO,O,X,X,O,O
ZTJILOS,O,X,O,X,O
ZTJISLO,O,X,X,O,X
ZTJISOL,X,X,O,O,X
ZTJIOLS,O,X,O,X,X
ZTJIOSL,X,X,O,O,X
ZTJLISO,O,X,X,O,O
ZTJLIOS,O,X,O,X,O
ZTJLSIO,O,X,X,O,O
ZTJLSOI,O,X,X,O,O
ZTJLOIS,O,X,O,X,O
ZTJLOSI,O,X,O,X,O
ZTJSILO,O,X,X,O,X
ZTJSIOL,X,X,O,O,X
ZTJSLIO,O,X,X,O,X
ZTJSLOI,O,X,X,O,X
ZTJSOIL,X,X,O,O,X
ZTJSOLI,X,X,O,O,X
ZTJOILS,O,X,O,X,X
ZTJOISL,X,X,O,O,X
ZTJOLIS,O,X,O,X,X
ZTJOLSI,O,X,O,X,X
ZTJOSIL,X,X,O,O,X
ZTJOSLI,X,X,O,O,X
ZTSILJO,O,X,X,O,X
ZTSILOJ,O,X,O,X,X
ZTSIJLO,X,X,X,O,X
ZTSIJOL,X,X,O,O,X
ZTSIOLJ,X,X,O,X,X
ZTSIOJL,X,X,O,X,X
ZTSLIJO,O,X,X,O,X
ZTSLIOJ,O,X,O,X,X
ZTSLJIO,O,X,X,O,X
ZTSLJOI,X,X,X,O,X
ZTSLOIJ,O,X,O,X,X
ZTSLOJI,X,X,O,X,X
ZTSJILO,X,X,X,O,X
ZTSJIOL,X,X,O,O,X
ZTSJLIO,X,X,X,O,X
ZTSJLOI,X,X,X,O,X
ZTSJOIL,X,X,O,O,X
ZTSJOLI,X,X,O,O,X
ZTSOILJ,X,X,O,X,X
ZTSOIJL,X,X,O,X,X
ZTSOLIJ,X,X,O,X,X
ZTSOLJI,X,X,O,X,X
ZTSOJIL,X,X,O,X,X
ZTSOJLI,X,X,O,X,X
ZTOILJS,X,X,O,X,X
ZTOILSJ,O,X,O,X,X
ZTOIJLS,X,X,O,X,X
ZTOIJSL,X,X,O,X,X
ZTOISLJ,X,X,O,X,X
ZTOISJL,X,X,O,X,X
ZTOLIJS,X,X,O,X,X
ZTOLISJ,O,X,O,X,X
ZTOLJIS,X,X,O,X,X
ZTOLJSI,X,X,O,X,X
ZTOLSIJ,O,X,O,X,X
ZTOLSJI,X,X,O,X,X
ZTOJILS,X,X,O,X,X
ZTOJISL,X,X,O,X,X
ZTOJLIS,X,X,O,X,X
ZTOJLSI,X,X,O,X,X
ZTOJSIL,X,X,O,X,X
ZTOJSLI,X,X,O,X,X
ZTOSILJ,X,X,O,X,X
ZTOSIJL,X,X,O,X,X
ZTOSLIJ,X,X,O,X,X
ZTOSLJI,X,X,O,X,X
ZTOSJIL,X,X,O,X,X
ZTOSJLI,X,X,O,X,X
ZITLJSO,O,X,X,X,O
ZITLJOS,O,X,O,X,O
ZITLSJO,O,X,X,X,O
ZITLSOJ,O,X,O,X,O
ZITLOJS,X,X,O,X,O
ZITLOSJ,O,X,O,X,O
ZITJLSO,O,X,X,O,O
ZITJLOS,O,X,O,X,O
ZITJSLO,O,X,X,O,X
ZITJSOL,X,X,O,O,X
ZITJOLS,O,X,O,X,X
ZITJOSL,X,X,O,O,X
ZITSLJO,O,X,X,O,X
ZITSLOJ,O,X,O,X,X
ZITSJLO,X,X,X,O,X
ZITSJOL,X,X,O,O,X
ZITSOLJ,X,X,O,X,X
ZITSOJL,X,X,O,X,X
ZITOLJS,X,X,O,X,X
ZITOLSJ,O,X,O,X,X
ZITOJLS,X,X,O,X,X
ZITOJSL,X,X,O,X,X
ZITOSLJ,X,X,O,X,X
ZITOSJL,X,X,O,X,X
ZILTJSO,O,X,X,X,O
ZILTJOS,O,X,O,X,O
ZILTSJO,O,X,X,X,O
ZILTSOJ,O,X,O,X,O
ZILTOJS,X,X,O,X,O
ZILTOSJ,O,X,O,X,O
ZILJTSO,O,X,X,O,O
ZILJTOS,O,X,X,X,O
ZILJSTO,O,X,X,O,O
ZILJSOT,O,X,X,X,X
ZILJOTS,O,X,X,X,O
ZILJOST,O,X,X,X,X
ZILSTJO,O,X,X,O,O
ZILSTOJ,O,X,X,X,O
ZILSJTO,O,X,X,O,O
ZILSJOT,O,X,X,X,X
ZILSOTJ,O,X,X,X,X
ZILSOJT,O,X,X,X,X
ZILOTJS,O,X,O,X,O
ZILOTSJ,O,X,O,X,O
ZILOJTS,O,X,X,X,O
ZILOJST,O,X,X,X,X
ZILOSTJ,O,X,X,X,X
ZILOSJT,O,X,X,X,X
ZIJTLSO,O,X,X,O,O
ZIJTLOS,O,X,X,X,O
ZIJTSLO,O,X,X,O,X
ZIJTSOL,X,X,X,O,X
ZIJTOLS,O,X,X,X,X
ZIJTOSL,X,X,X,O,X
ZIJLTSO,O,X,X,O,O
ZIJLTOS,O,X,X,X,O
ZIJLSTO,O,X,X,O,O
ZIJLSOT,O,X,X,X,X
ZIJLOTS,O,X,X,X,O
ZIJLOST,O,X,X,X,X
ZIJSTLO,O,O,X,O,X
ZIJSTOL,X,O,X,O,X
ZIJSLTO,O,O,X,O,O
ZIJSLOT,O,O,X,X,X
ZIJSOTL,X,O,X,X,X
ZIJSOLT,X,O,X,X,X
ZIJOTLS,O,X,X,X,X
ZIJOTSL,O,X,X,O,X
ZIJOLTS,O,X,X,X,O
ZIJOLST,O,O,X,X,X
ZIJOSTL,O,O,X,X,X
