sequence,v115@9gA8IeA8DeA8DeA8DeB8CeB8CeD8KeCAJvhFXhBmiB?5oBdqB0nBzqB,v115@9gA8IeA8DeA8DeA8DeB8CeB8CeD8KetEJvhFXhBTiB?eoB5oBiqB0qB,v115@9gA8IeA8DeA8DeA8DeB8CeB8CeD8KetEJvhFXhBiiB?5oBznB0lB2vB,v115@9gA8IeA8DeA8DeA8DeB8CeB8CeD8KetEJvhFXhBxiB?0nB6tBmqBTqB
JSILZTO,X,O,X,O
JSILZOT,X,O,X,O
JSILOTZ,X,O,O,X
JSILOZT,X,O,O,X
JSIZTLO,O,X,X,O
JSIZTOL,O,O,O,X
JSIZLTO,O,O,X,O
JSIZLOT,X,O,X,O
JSIZOTL,O,O,O,X
JSIZOLT,X,O,O,X
JSIOTLZ,X,O,O,X
JSIOTZL,X,O,O,X
JSIOLTZ,X,O,O,X
JSIOLZT,X,O,O,X
JSIOZTL,X,O,O,X
JSIOZLT,X,O,O,X
JSLTIZO,X,O,X,O
JSLTIOZ,X,O,O,X
JSLTZIO,X,O,X,O
JSLTZOI,X,O,X,O
JSLTOIZ,X,O,O,X
JSLTOZI,X,O,O,O
JSLITZO,X,O,X,O
JSLITOZ,X,O,O,X
JSLIZTO,X,O,X,O
JSLIZOT,X,O,X,O
JSLIOTZ,X,O,O,X
JSLIOZT,X,O,O,X
JSLZTIO,X,O,X,O
JSLZTOI,X,O,X,O
JSLZITO,X,O,X,O
JSLZIOT,X,O,X,O
JSLZOTI,X,O,X,O
JSLZOIT,X,O,X,O
JSLOTIZ,X,O,O,X
JSLOTZI,X,O,O,O
JSLOITZ,X,O,O,X
JSLOIZT,X,O,O,X
JSLOZTI,X,O,O,O
JSLOZIT,X,O,O,O
JSZTILO,O,X,X,O
JSZTIOL,O,O,O,X
JSZTLIO,O,X,X,O
JSZTLOI,O,X,X,O
JSZTOIL,O,O,O,X
JSZTOLI,O,X,O,O
JSZITLO,O,X,X,O
JSZITOL,O,O,O,X
JSZILTO,O,O,X,O
JSZILOT,X,O,X,O
JSZIOTL,O,O,O,X
JSZIOLT,X,O,O,X
JSZLTIO,O,O,X,O
JSZLTOI,O,O,X,O
JSZLITO,O,O,X,O
JSZLIOT,X,O,X,O
JSZLOTI,X,O,X,O
JSZLOIT,X,O,X,O
JSZOTIL,O,O,O,X
JSZOTLI,O,X,O,O
JSZOITL,O,O,O,X
JSZOILT,X,O,O,X
JSZOLTI,X,O,O,O
JSZOLIT,X,O,O,O
JSOTILZ,X,O,O,X
JSOTIZL,X,O,O,X
JSOTLIZ,X,O,O,X
JSOTLZI,X,O,O,O
JSOTZIL,X,O,O,X
JSOTZLI,X,X,O,O
JSOITLZ,X,O,O,X
JSOITZL,X,O,O,X
JSOILTZ,X,O,O,X
JSOILZT,X,O,O,X
JSOIZTL,X,O,O,X
JSOIZLT,X,O,O,X
JSOLTIZ,X,O,O,X
JSOLTZI,X,O,O,O
JSOLITZ,X,O,O,X
JSOLIZT,X,O,O,X
JSOLZTI,X,O,O,O
JSOLZIT,X,O,O,O
JSOZTIL,X,O,O,X
JSOZTLI,X,X,O,O
JSOZITL,X,O,O,X
JSOZILT,X,O,O,X
JSOZLTI,X,O,O,O
JSOZLIT,X,O,O,O
JZTILSO,O,O,X,O
JZTILOS,O,O,X,O
JZTISLO,O,X,X,O
JZTISOL,O,O,O,X
JZTIOLS,O,O,O,X
JZTIOSL,O,O,O,X
JZTLISO,O,O,X,O
JZTLIOS,O,O,X,O
JZTLSIO,O,O,X,O
JZTLSOI,O,O,X,O
JZTLOIS,O,O,X,O
JZTLOSI,O,O,X,O
JZTSILO,O,X,X,O
JZTSIOL,O,O,O,X
JZTSLIO,O,X,X,O
JZTSLOI,O,X,X,O
JZTSOIL,O,O,O,X
JZTSOLI,O,X,O,O
JZTOILS,O,O,O,X
JZTOISL,O,O,O,X
JZTOLIS,O,O,O,O
JZTOLSI,O,O,O,O
JZTOSIL,O,O,O,X
JZTOSLI,O,X,O,O
JZITLSO,O,O,X,O
JZITLOS,O,O,X,O
JZITSLO,O,X,X,O
JZITSOL,O,O,O,X
JZITOLS,O,O,O,X
JZITOSL,O,O,O,X
JZILTSO,O,O,X,O
JZILTOS,O,O,X,O
JZILSTO,O,O,X,O
JZILSOT,X,O,X,O
JZILOTS,O,O,X,O
JZILOST,O,O,X,O
JZISTLO,O,X,X,O
JZISTOL,O,O,O,X
JZISLTO,O,O,X,O
JZISLOT,X,O,X,O
JZISOTL,O,O,O,X
JZISOLT,O,O,O,X
JZIOTLS,O,O,O,X
JZIOTSL,O,O,O,X
JZIOLTS,O,O,O,X
JZIOLST,O,O,O,X
JZIOSTL,O,O,O,X
JZIOSLT,O,O,O,X
JZLTISO,O,O,X,O
JZLTIOS,O,O,X,O
JZLTSIO,O,O,X,O
JZLTSOI,O,O,X,O
JZLTOIS,O,O,X,O
JZLTOSI,O,O,X,O
JZLITSO,O,O,X,O
JZLITOS,O,O,X,O
JZLISTO,O,O,X,O
JZLISOT,X,O,X,O
JZLIOTS,O,O,X,O
JZLIOST,O,O,X,O
JZLSTIO,O,O,X,O
JZLSTOI,O,O,X,O
JZLSITO,O,O,X,O
JZLSIOT,X,O,X,O
JZLSOTI,X,O,X,O
JZLSOIT,X,O,X,O
JZLOTIS,O,O,X,O
JZLOTSI,O,O,X,O
JZLOITS,O,O,X,O
JZLOIST,O,O,X,O
JZLOSTI,O,O,X,O
JZLOSIT,O,O,X,O
JZSTILO,O,X,X,O
JZSTIOL,O,O,O,X
JZSTLIO,O,X,X,O
JZSTLOI,O,X,X,O
JZSTOIL,O,O,O,X
JZSTOLI,O,X,O,O
JZSITLO,O,X,X,O
JZSITOL,O,O,O,X
JZSILTO,O,O,X,O
JZSILOT,X,O,X,O
JZSIOTL,O,O,O,X
JZSIOLT,O,O,O,X
JZSLTIO,O,O,X,O
JZSLTOI,O,O,X,O
JZSLITO,O,O,X,O
JZSLIOT,X,O,X,O
JZSLOTI,X,O,X,O
JZSLOIT,X,O,X,O
JZSOTIL,O,O,O,X
JZSOTLI,O,X,O,O
JZSOITL,O,O,O,X
JZSOILT,O,O,O,X
JZSOLTI,O,O,O,O
JZSOLIT,O,O,O,O
JZOTILS,O,O,O,X
JZOTISL,O,O,O,X
JZOTLIS,O,O,O,O
JZOTLSI,O,O,O,O
JZOTSIL,O,O,O,X
JZOTSLI,O,X,O,O
JZOITLS,O,O,O,X
JZOITSL,O,O,O,X
JZOILTS,O,O,O,X
JZOILST,O,O,O,X
JZOISTL,O,O,O,X
JZOISLT,O,O,O,X
JZOLTIS,O,O,O,O
JZOLTSI,O,O,O,O
JZOLITS,O,O,O,O
JZOLIST,O,O,O,O
JZOLSTI,O,O,O,O
JZOLSIT,O,O,O,O
JZOSTIL,O,O,O,X
JZOSTLI,O,X,O,O
JZOSITL,O,O,O,X
JZOSILT,O,O,O,X
JZOSLTI,O,O,O,O
JZOSLIT,O,O,O,O
JOTILSZ,O,O,O,X
JOTILZS,O,O,O,X
JOTISLZ,O,O,O,X
JOTISZL,O,O,O,X
JOTIZLS,O,O,O,X
JOTIZSL,O,O,O,X
JOTLISZ,O,O,O,X
JOTLIZS,O,O,O,X
JOTLSIZ,O,O,O,X
JOTLSZI,O,O,O,O
JOTLZIS,O,O,O,O
JOTLZSI,O,O,O,O
JOTSILZ,O,O,O,X
JOTSIZL,O,O,O,X
JOTSLIZ,O,O,O,X
JOTSLZI,O,O,O,O
JOTSZIL,O,O,O,X
JOTSZLI,O,X,O,O
JOTZILS,O,O,O,X
JOTZISL,O,O,O,X
JOTZLIS,O,O,O,O
JOTZLSI,O,O,O,O
JOTZSIL,O,O,O,X
JOTZSLI,O,X,O,O
JOITLSZ,O,O,O,X
JOITLZS,O,O,O,X
JOITSLZ,O,O,O,X
JOITSZL,O,O,O,X
JOITZLS,O,O,O,X
JOITZSL,O,O,O,X
JOILTSZ,X,O,O,X
JOILTZS,X,O,O,X
JOILSTZ,X,O,O,X
JOILSZT,X,O,O,X
JOILZTS,X,O,O,X
JOILZST,X,O,O,X
JOISTLZ,O,O,O,X
JOISTZL,O,O,O,X
JOISLTZ,X,O,O,X
JOISLZT,X,O,O,X
JOISZTL,O,O,O,X
JOISZLT,O,O,O,X
JOIZTLS,O,O,O,X
JOIZTSL,O,O,O,X
JOIZLTS,O,O,O,X
JOIZLST,O,O,O,X
JOIZSTL,O,O,O,X
JOIZSLT,O,O,O,X
JOLTISZ,X,O,O,X
JOLTIZS,X,O,O,X
JOLTSIZ,X,O,O,X
JOLTSZI,X,O,O,O
JOLTZIS,X,O,O,O
JOLTZSI,X,O,O,O
JOLITSZ,X,O,O,X
JOLITZS,X,O,O,X
JOLISTZ,X,O,O,X
JOLISZT,X,O,O,X
JOLIZTS,X,O,O,X
JOLIZST,X,O,O,X
JOLSTIZ,X,O,O,X
JOLSTZI,X,O,O,O
JOLSITZ,X,O,O,X
JOLSIZT,X,O,O,X
JOLSZTI,X,O,O,O
JOLSZIT,X,O,O,O
JOLZTIS,X,O,O,O
JOLZTSI,X,O,O,O
JOLZITS,X,O,O,O
JOLZIST,X,O,O,O
JOLZSTI,X,O,O,O
JOLZSIT,X,O,O,O
JOSTILZ,O,O,O,X
JOSTIZL,O,O,O,X
JOSTLIZ,O,O,O,X
JOSTLZI,O,O,O,O
JOSTZIL,O,O,O,X
JOSTZLI,O,X,O,O
JOSITLZ,O,O,O,X
JOSITZL,O,O,O,X
JOSILTZ,X,O,O,X
JOSILZT,X,O,O,X
JOSIZTL,O,O,O,X
JOSIZLT,O,O,O,X
JOSLTIZ,X,O,O,X
JOSLTZI,X,O,O,O
JOSLITZ,X,O,O,X
JOSLIZT,X,O,O,X
JOSLZTI,X,O,O,O
JOSLZIT,X,O,O,O
JOSZTIL,O,O,O,X
JOSZTLI,O,X,O,O
JOSZITL,O,O,O,X
JOSZILT,O,O,O,X
JOSZLTI,O,O,O,O
JOSZLIT,O,O,O,O
JOZTILS,O,O,O,X
JOZTISL,O,O,O,X
JOZTLIS,O,O,O,O
JOZTLSI,O,O,O,O
JOZTSIL,O,O,O,X
JOZTSLI,O,X,O,O
JOZITLS,O,O,O,X
JOZITSL,O,O,O,X
JOZILTS,O,O,O,X
JOZILST,O,O,O,X
JOZISTL,O,O,O,X
JOZISLT,O,O,O,X
JOZLTIS,O,O,O,O
JOZLTSI,O,O,O,O
JOZLITS,O,O,O,O
JOZLIST,O,O,O,O
JOZLSTI,O,O,O,O
JOZLSIT,O,O,O,O
JOZSTIL,O,O,O,X
JOZSTLI,O,X,O,O
JOZSITL,O,O,O,X
JOZSILT,O,O,O,X
JOZSLTI,O,O,O,O
JOZSLIT,O,O,O,O
STILJZO,O,O,X,X
STILJOZ,X,O,X,X
STILZJO,O,O,X,O
STILZOJ,O,X,X,O
STILOJZ,X,O,O,X
STILOZJ,O,X,O,X
STIJLZO,O,O,X,X
STIJLOZ,X,O,O,X
STIJZLO,O,X,X,X
STIJZOL,O,O,O,X
STIJOLZ,X,O,O,X
STIJOZL,X,O,O,X
STIZLJO,O,X,X,O
STIZLOJ,O,X,X,O
STIZJLO,O,X,X,X
STIZJOL,O,O,X,X
STIZOLJ,O,X,O,X
STIZOJL,O,X,X,X
STIOLJZ,O,X,O,X
STIOLZJ,O,X,O,X
STIOJLZ,O,O,O,X
STIOJZL,O,O,O,X
STIOZLJ,O,X,O,X
STIOZJL,O,X,X,X
STLIJZO,O,O,X,X
STLIJOZ,X,O,X,X
STLIZJO,O,O,X,O
STLIZOJ,O,X,X,O
STLIOJZ,X,O,O,X
STLIOZJ,O,X,O,X
STLJIZO,O,O,X,O
STLJIOZ,X,O,X,X
STLJZIO,O,O,X,O
STLJZOI,O,O,X,O
STLJOIZ,X,O,X,X
STLJOZI,X,O,X,O
STLZIJO,O,O,X,O
STLZIOJ,O,X,X,O
STLZJIO,O,O,X,O
STLZJOI,O,O,X,O
STLZOIJ,O,X,X,O
STLZOJI,O,O,X,O
STLOIJZ,X,O,O,X
STLOIZJ,O,X,O,X
STLOJIZ,X,O,O,X
STLOJZI,X,O,X,X
STLOZIJ,O,X,O,O
STLOZJI,O,O,X,O
STJILZO,O,O,X,O
STJILOZ,X,O,O,X
STJIZLO,O,X,X,O
STJIZOL,O,O,O,X
STJIOLZ,X,O,O,X
STJIOZL,X,O,O,X
STJLIZO,O,O,X,O
STJLIOZ,X,O,O,X
STJLZIO,O,O,X,O
STJLZOI,O,O,X,O
STJLOIZ,X,O,O,X
STJLOZI,X,O,O,O
STJZILO,O,X,X,O
STJZIOL,O,O,O,X
STJZLIO,O,X,X,O
STJZLOI,O,X,X,O
STJZOIL,O,O,O,X
STJZOLI,O,X,O,O
STJOILZ,X,O,O,X
STJOIZL,X,O,O,X
STJOLIZ,X,O,O,X
STJOLZI,X,O,O,O
STJOZIL,X,O,O,X
STJOZLI,X,X,O,O
STZILJO,O,X,X,O
STZILOJ,O,X,X,O
STZIJLO,O,X,X,X
STZIJOL,O,O,X,X
STZIOLJ,O,X,O,X
STZIOJL,O,X,X,X
STZLIJO,O,X,X,O
STZLIOJ,O,X,X,O
STZLJIO,O,X,X,O
STZLJOI,O,X,X,O
STZLOIJ,O,X,X,O
STZLOJI,O,X,X,O
STZJILO,O,X,X,O
STZJIOL,O,O,X,X
STZJLIO,O,X,X,O
STZJLOI,O,X,X,O
STZJOIL,O,O,X,X
STZJOLI,O,X,X,O
STZOILJ,O,X,O,X
STZOIJL,O,X,X,X
STZOLIJ,O,X,O,O
STZOLJI,O,X,X,O
STZOJIL,O,O,X,X
STZOJLI,O,X,X,X
STOILJZ,O,X,O,X
STOILZJ,O,X,O,X
STOIJLZ,O,O,O,X
STOIJZL,O,O,O,X
STOIZLJ,O,X,O,X
STOIZJL,O,X,X,X
STOLIJZ,O,O,O,X
STOLIZJ,O,X,O,X
STOLJIZ,O,O,O,X
STOLJZI,O,O,O,X
STOLZIJ,O,X,O,O
STOLZJI,O,O,X,O
STOJILZ,O,O,O,X
STOJIZL,O,O,O,X
STOJLIZ,O,O,O,X
STOJLZI,O,O,O,X
STOJZIL,O,O,O,X
STOJZLI,O,X,O,X
STOZILJ,O,X,O,X
STOZIJL,O,X,X,X
STOZLIJ,O,X,O,O
STOZLJI,O,X,X,O
STOZJIL,O,O,X,X
STOZJLI,O,X,X,X
SITLJZO,O,O,X,X
SITLJOZ,X,O,X,X
SITLZJO,O,O,X,O
SITLZOJ,O,X,X,O
SITLOJZ,X,O,O,X
SITLOZJ,O,X,O,X
SITJLZO,O,O,X,X
SITJLOZ,X,O,O,X
SITJZLO,O,X,X,X
SITJZOL,O,O,O,X
SITJOLZ,X,O,O,X
SITJOZL,X,O,O,X
SITZLJO,O,X,X,O
SITZLOJ,O,X,X,O
SITZJLO,O,X,X,X
SITZJOL,O,O,X,X
SITZOLJ,O,X,O,X
SITZOJL,O,X,X,X
SITOLJZ,O,X,O,X
SITOLZJ,O,X,O,X
SITOJLZ,O,O,O,X
SITOJZL,O,O,O,X
SITOZLJ,O,X,O,X
SITOZJL,O,X,X,X
SILTJZO,O,O,X,X
SILTJOZ,X,O,X,X
SILTZJO,O,O,X,O
SILTZOJ,O,X,X,O
SILTOJZ,X,O,O,X
SILTOZJ,O,X,O,X
SILJTZO,X,O,X,O
SILJTOZ,X,O,O,X
SILJZTO,X,O,X,O
SILJZOT,X,O,X,O
SILJOTZ,X,O,O,X
SILJOZT,X,O,O,X
SILZTJO,O,O,X,O
SILZTOJ,O,X,X,O
SILZJTO,O,O,X,O
SILZJOT,X,O,X,O
SILZOTJ,X,X,X,O
SILZOJT,X,X,X,O
SILOTJZ,X,O,O,X
SILOTZJ,X,X,O,X
SILOJTZ,X,O,O,X
SILOJZT,X,O,O,X
SILOZTJ,X,X,O,X
SILOZJT,X,X,O,X
SIJTLZO,O,O,X,O
SIJTLOZ,X,O,O,X
SIJTZLO,O,X,X,O
SIJTZOL,O,O,O,X
SIJTOLZ,X,O,O,X
SIJTOZL,X,O,O,X
SIJLTZO,X,O,X,O
SIJLTOZ,X,O,O,X
SIJLZTO,X,O,X,O
SIJLZOT,X,O,X,O
SIJLOTZ,X,O,O,X
SIJLOZT,X,O,O,X
SIJZTLO,O,X,X,O
SIJZTOL,O,O,O,X
SIJZLTO,O,O,X,O
SIJZLOT,X,O,X,O
SIJZOTL,O,O,O,X
SIJZOLT,X,O,O,X
SIJOTLZ,X,O,O,X
SIJOTZL,X,O,O,X
SIJOLTZ,X,O,O,X
SIJOLZT,X,O,O,X
SIJOZTL,X,O,O,X
SIJOZLT,X,O,O,X
SIZTLJO,O,X,X,O
SIZTLOJ,O,X,X,O
SIZTJLO,O,X,X,X
SIZTJOL,O,O,X,X
SIZTOLJ,O,X,O,X
SIZTOJL,O,X,X,X
SIZLTJO,O,O,X,O
SIZLTOJ,O,X,X,O
SIZLJTO,O,O,X,O
SIZLJOT,X,O,X,O
SIZLOTJ,X,X,X,O
SIZLOJT,X,X,X,O
SIZJTLO,O,X,X,O
SIZJTOL,O,O,O,X
SIZJLTO,O,O,X,O
SIZJLOT,X,O,X,O
SIZJOTL,O,O,O,X
SIZJOLT,O,O,O,X
SIZOTLJ,O,X,O,X
SIZOTJL,O,X,X,X
SIZOLTJ,O,X,O,X
SIZOLJT,O,X,O,X
SIZOJTL,O,X,O,X
SIZOJLT,O,X,O,X
SIOTLJZ,O,X,O,X
SIOTLZJ,O,X,O,X
SIOTJLZ,O,O,O,X
SIOTJZL,O,O,O,X
SIOTZLJ,O,X,O,X
SIOTZJL,O,X,X,X
SIOLTJZ,O,O,O,X
SIOLTZJ,O,X,O,X
SIOLJTZ,X,O,O,X
SIOLJZT,X,O,O,X
SIOLZTJ,O,X,O,X
SIOLZJT,O,X,O,X
SIOJTLZ,O,O,O,X
SIOJTZL,O,O,O,X
SIOJLTZ,X,O,O,X
SIOJLZT,X,O,O,X
SIOJZTL,O,O,O,X
SIOJZLT,O,O,O,X
SIOZTLJ,O,X,O,X
SIOZTJL,O,X,X,X
SIOZLTJ,O,X,O,X
SIOZLJT,O,X,O,X
SIOZJTL,O,X,O,X
SIOZJLT,O,X,O,X
SLTIJZO,O,O,X,X
SLTIJOZ,X,O,X,X
SLTIZJO,O,O,X,O
SLTIZOJ,O,X,X,O
SLTIOJZ,X,O,O,X
SLTIOZJ,O,X,O,X
SLTJIZO,O,O,X,O
SLTJIOZ,X,O,X,X
SLTJZIO,O,O,X,O
SLTJZOI,O,O,X,O
SLTJOIZ,X,O,X,X
SLTJOZI,X,O,X,O
SLTZIJO,O,O,X,O
SLTZIOJ,O,X,X,O
SLTZJIO,O,O,X,O
SLTZJOI,O,O,X,O
SLTZOIJ,O,X,X,O
SLTZOJI,O,O,X,O
SLTOIJZ,X,O,O,X
SLTOIZJ,O,X,O,X
SLTOJIZ,X,O,O,X
SLTOJZI,X,O,X,X
SLTOZIJ,O,X,O,O
SLTOZJI,O,O,X,O
SLITJZO,O,O,X,X
SLITJOZ,X,O,X,X
SLITZJO,O,O,X,O
SLITZOJ,O,X,X,O
SLITOJZ,X,O,O,X
SLITOZJ,O,X,O,X
SLIJTZO,X,O,X,O
SLIJTOZ,X,O,O,X
SLIJZTO,X,O,X,O
SLIJZOT,X,O,X,O
SLIJOTZ,X,O,O,X
SLIJOZT,X,O,O,X
SLIZTJO,O,O,X,O
SLIZTOJ,O,X,X,O
SLIZJTO,O,O,X,O
SLIZJOT,X,O,X,O
SLIZOTJ,X,X,X,O
SLIZOJT,X,X,X,O
SLIOTJZ,X,O,O,X
SLIOTZJ,X,X,O,X
SLIOJTZ,X,O,O,X
SLIOJZT,X,O,O,X
SLIOZTJ,X,X,O,X
SLIOZJT,X,X,O,X
SLJTIZO,X,O,X,O
SLJTIOZ,X,O,O,X
SLJTZIO,X,O,X,O
SLJTZOI,X,O,X,O
SLJTOIZ,X,O,O,X
SLJTOZI,X,O,O,O
SLJITZO,X,O,X,O
SLJITOZ,X,O,O,X
SLJIZTO,X,O,X,O
SLJIZOT,X,O,X,O
SLJIOTZ,X,O,O,X
SLJIOZT,X,O,O,X
SLJZTIO,X,O,X,O
SLJZTOI,X,O,X,O
SLJZITO,X,O,X,O
SLJZIOT,X,O,X,O
SLJZOTI,X,O,X,O
SLJZOIT,X,O,X,O
SLJOTIZ,X,O,O,X
SLJOTZI,X,O,O,O
SLJOITZ,X,O,O,X
SLJOIZT,X,O,O,X
SLJOZTI,X,O,O,O
SLJOZIT,X,O,O,O
SLZTIJO,O,O,X,O
SLZTIOJ,O,X,X,O
SLZTJIO,O,O,X,O
SLZTJOI,O,O,X,O
SLZTOIJ,O,X,X,O
SLZTOJI,O,O,X,O
SLZITJO,O,O,X,O
SLZITOJ,O,X,X,O
SLZIJTO,O,O,X,O
SLZIJOT,X,O,X,O
SLZIOTJ,X,X,X,O
SLZIOJT,X,X,X,O
SLZJTIO,O,O,X,O
SLZJTOI,O,O,X,O
SLZJITO,O,O,X,O
SLZJIOT,X,O,X,O
SLZJOTI,X,O,X,O
SLZJOIT,X,O,X,O
SLZOTIJ,X,X,X,O
SLZOTJI,X,O,X,O
SLZOITJ,X,X,X,O
SLZOIJT,X,X,X,O
SLZOJTI,X,O,X,O
SLZOJIT,X,O,X,O
SLOTIJZ,X,O,O,X
SLOTIZJ,X,X,O,X
SLOTJIZ,X,O,O,X
SLOTJZI,X,O,O,X
SLOTZIJ,X,X,O,O
SLOTZJI,X,O,X,O
SLOITJZ,X,O,O,X
SLOITZJ,X,X,O,X
SLOIJTZ,X,O,O,X
SLOIJZT,X,O,O,X
SLOIZTJ,X,X,O,X
SLOIZJT,X,X,O,X
SLOJTIZ,X,O,O,X
SLOJTZI,X,O,O,O
SLOJITZ,X,O,O,X
SLOJIZT,X,O,O,X
SLOJZTI,X,O,O,O
SLOJZIT,X,O,O,O
SLOZTIJ,X,X,O,O
SLOZTJI,X,O,X,O
SLOZITJ,X,X,O,O
SLOZIJT,X,X,O,O
SLOZJTI,X,O,O,O
SLOZJIT,X,O,O,O
SJTILZO,O,O,X,O
SJTILOZ,X,O,O,X
SJTIZLO,O,X,X,O
SJTIZOL,O,O,O,X
SJTIOLZ,X,O,O,X
SJTIOZL,X,O,O,X
SJTLIZO,O,O,X,O
SJTLIOZ,X,O,O,X
SJTLZIO,O,O,X,O
SJTLZOI,O,O,X,O
SJTLOIZ,X,O,O,X
SJTLOZI,X,O,O,O
SJTZILO,O,X,X,O
SJTZIOL,O,O,O,X
SJTZLIO,O,X,X,O
SJTZLOI,O,X,X,O
SJTZOIL,O,O,O,X
SJTZOLI,O,X,O,O
SJTOILZ,X,O,O,X
SJTOIZL,X,O,O,X
SJTOLIZ,X,O,O,X
SJTOLZI,X,O,O,O
SJTOZIL,X,O,O,X
SJTOZLI,X,X,O,O
SJITLZO,O,O,X,O
SJITLOZ,X,O,O,X
SJITZLO,O,X,X,O
SJITZOL,O,O,O,X
SJITOLZ,X,O,O,X
SJITOZL,X,O,O,X
SJILTZO,X,O,X,O
SJILTOZ,X,O,O,X
SJILZTO,X,O,X,O
SJILZOT,X,O,X,O
SJILOTZ,X,O,O,X
SJILOZT,X,O,O,X
SJIZTLO,O,X,X,O
SJIZTOL,O,O,O,X
SJIZLTO,O,O,X,O
SJIZLOT,X,O,X,O
SJIZOTL,O,O,O,X
SJIZOLT,X,O,O,X
SJIOTLZ,X,O,O,X
SJIOTZL,X,O,O,X
SJIOLTZ,X,O,O,X
SJIOLZT,X,O,O,X
SJIOZTL,X,O,O,X
SJIOZLT,X,O,O,X
SJLTIZO,X,O,X,O
SJLTIOZ,X,O,O,X
SJLTZIO,X,O,X,O
SJLTZOI,X,O,X,O
SJLTOIZ,X,O,O,X
SJLTOZI,X,O,O,O
SJLITZO,X,O,X,O
SJLITOZ,X,O,O,X
SJLIZTO,X,O,X,O
SJLIZOT,X,O,X,O
SJLIOTZ,X,O,O,X
SJLIOZT,X,O,O,X
SJLZTIO,X,O,X,O
SJLZTOI,X,O,X,O
SJLZITO,X,O,X,O
SJLZIOT,X,O,X,O
SJLZOTI,X,O,X,O
SJLZOIT,X,O,X,O
SJLOTIZ,X,O,O,X
SJLOTZI,X,O,O,O
SJLOITZ,X,O,O,X
SJLOIZT,X,O,O,X
SJLOZTI,X,O,O,O
SJLOZIT,X,O,O,O
SJZTILO,O,X,X,O
SJZTIOL,O,O,O,X
SJZTLIO,O,X,X,O
SJZTLOI,O,X,X,O
SJZTOIL,O,O,O,X
SJZTOLI,O,X,O,O
SJZITLO,O,X,X,O
SJZITOL,O,O,O,X
SJZILTO,O,O,X,O
SJZILOT,X,O,X,O
SJZIOTL,O,O,O,X
SJZIOLT,X,O,O,X
SJZLTIO,O,O,X,O
SJZLTOI,O,O,X,O
SJZLITO,O,O,X,O
SJZLIOT,X,O,X,O
SJZLOTI,X,O,X,O
SJZLOIT,X,O,X,O
SJZOTIL,O,O,O,X
SJZOTLI,O,X,O,O
SJZOITL,O,O,O,X
SJZOILT,X,O,O,X
SJZOLTI,X,O,O,O
SJZOLIT,X,O,O,O
SJOTILZ,X,O,O,X
SJOTIZL,X,O,O,X
SJOTLIZ,X,O,O,X
SJOTLZI,X,O,O,O
SJOTZIL,X,O,O,X
SJOTZLI,X,X,O,O
SJOITLZ,X,O,O,X
SJOITZL,X,O,O,X
SJOILTZ,X,O,O,X
SJOILZT,X,O,O,X
SJOIZTL,X,O,O,X
SJOIZLT,X,O,O,X
SJOLTIZ,X,O,O,X
SJOLTZI,X,O,O,O
SJOLITZ,X,O,O,X
SJOLIZT,X,O,O,X
SJOLZTI,X,O,O,O
SJOLZIT,X,O,O,O
SJOZTIL,X,O,O,X
SJOZTLI,X,X,O,O
SJOZITL,X,O,O,X
SJOZILT,X,O,O,X
SJOZLTI,X,O,O,O
SJOZLIT,X,O,O,O
SZTILJO,O,X,X,O
SZTILOJ,O,X,X,O
SZTIJLO,O,X,X,X
SZTIJOL,O,O,X,X
SZTIOLJ,O,X,O,X
SZTIOJL,O,X,X,X
SZTLIJO,O,X,X,O
SZTLIOJ,O,X,X,O
SZTLJIO,O,X,X,O
SZTLJOI,O,X,X,O
SZTLOIJ,O,X,X,O
SZTLOJI,O,X,X,O
SZTJILO,O,X,X,O
SZTJIOL,O,O,X,X
SZTJLIO,O,X,X,O
SZTJLOI,O,X,X,O
SZTJOIL,O,O,X,X
SZTJOLI,O,X,X,O
SZTOILJ,O,X,O,X
SZTOIJL,O,X,X,X
SZTOLIJ,O,X,O,O
SZTOLJI,O,X,X,O
SZTOJIL,O,O,X,X
SZTOJLI,O,X,X,X
SZITLJO,O,X,X,O
SZITLOJ,O,X,X,O
SZITJLO,O,X,X,X
SZITJOL,O,O,X,X
SZITOLJ,O,X,O,X
SZITOJL,O,X,X,X
SZILTJO,O,O,X,O
SZILTOJ,O,X,X,O
SZILJTO,O,O,X,O
SZILJOT,X,O,X,O
SZILOTJ,X,X,X,O
SZILOJT,X,X,X,O
SZIJTLO,O,X,X,O
SZIJTOL,O,O,O,X
SZIJLTO,O,O,X,O
SZIJLOT,X,O,X,O
SZIJOTL,O,O,O,X
SZIJOLT,O,O,O,X
SZIOTLJ,O,X,O,X
SZIOTJL,O,X,X,X
SZIOLTJ,O,X,O,X
SZIOLJT,O,X,O,X
SZIOJTL,O,X,O,X
SZIOJLT,O,X,O,X
SZLTIJO,O,O,X,O
SZLTIOJ,O,X,X,O
SZLTJIO,O,O,X,O
SZLTJOI,O,O,X,O
SZLTOIJ,O,X,X,O
SZLTOJI,O,O,X,O
SZLITJO,O,O,X,O
SZLITOJ,O,X,X,O
SZLIJTO,O,O,X,O
SZLIJOT,X,O,X,O
SZLIOTJ,X,X,X,O
SZLIOJT,X,X,X,O
SZLJTIO,O,O,X,O
SZLJTOI,O,O,X,O
SZLJITO,O,O,X,O
