sequence,v115@GhA8BeA8FeD8FeF8OeT/IvhFlgBRiBXmBinBWxBUtB,v115@GhA8BeA8FeD8FeF8OeT/IvhF0gBlhBaoBRrBWyBXsB,v115@GhA8BeA8FeD8FeF8OeT/IvhFxgB2nBCmBlrB3sBUtB,v115@GhA8BeA8FeD8FeF8OeT/IvhFlgB3hBmnBRrBSxBUtB,v115@GhA8BeA8FeD8FeF8OeT/IvhF6lB2mBRiBlrBUtB3sB,v115@GhA8BeA8FeD8FeF8OeT/IvhF6lB2mBRiB3nB0rBVyB,v115@GhA8BeA8FeD8FeF8OeT/IvhF0gBxhBFnBGrB3sBKtB
IZTOLJS,O,O,O,O,O,X,X
IZTOLSJ,O,X,O,O,O,X,X
IZTOJLS,X,O,X,X,O,X,X
IZTOJSL,X,O,X,X,O,X,X
IZTOSLJ,O,X,O,O,X,X,X
IZTOSJL,O,O,X,X,X,X,X
IZLTJSO,X,O,X,O,O,X,X
IZLTJOS,O,O,O,O,O,X,X
IZLTSJO,O,X,O,O,O,X,X
IZLTSOJ,O,X,O,O,O,X,X
IZLTOJS,O,O,O,O,O,X,X
IZLTOSJ,O,X,O,O,O,X,X
IZLJTSO,X,O,X,O,X,X,X
IZLJTOS,O,O,X,O,X,X,X
IZLJSTO,O,O,X,O,X,X,X
IZLJSOT,O,O,X,O,X,X,X
IZLJOTS,O,O,X,O,X,X,X
IZLJOST,O,O,X,O,X,X,X
IZLSTJO,O,X,X,O,X,X,X
IZLSTOJ,O,X,X,O,X,X,X
IZLSJTO,O,X,X,O,X,X,X
IZLSJOT,O,X,X,O,X,X,X
IZLSOTJ,O,X,X,O,X,X,X
IZLSOJT,O,X,X,O,X,X,X
IZLOTJS,O,O,O,O,O,X,X
IZLOTSJ,O,X,O,O,O,X,X
IZLOJTS,O,O,X,O,X,X,X
IZLOJST,O,O,X,O,X,X,X
IZLOSTJ,O,X,X,O,X,X,X
IZLOSJT,O,X,X,O,X,X,X
IZJTLSO,X,O,X,X,X,X,X
IZJTLOS,X,O,X,X,X,X,X
IZJTSLO,X,O,X,X,X,X,X
IZJTSOL,X,O,X,X,X,X,X
IZJTOLS,X,O,X,X,X,X,X
IZJTOSL,X,O,X,X,X,X,X
IZJLTSO,X,O,X,X,X,X,X
IZJLTOS,X,O,X,X,X,X,X
IZJLSTO,X,O,X,X,X,X,X
IZJLSOT,X,O,X,X,X,X,X
IZJLOTS,X,O,X,X,X,X,X
IZJLOST,X,O,X,X,X,X,X
IZJSTLO,X,O,X,X,X,X,O
IZJSTOL,X,O,X,X,X,X,O
IZJSLTO,X,O,X,X,X,X,X
IZJSLOT,X,O,X,X,X,X,X
IZJSOTL,X,O,X,X,X,X,O
IZJSOLT,X,O,X,X,X,X,X
IZJOTLS,X,O,X,X,X,X,X
IZJOTSL,X,O,X,X,X,X,X
IZJOLTS,X,O,X,X,X,X,X
IZJOLST,X,O,X,X,X,X,X
IZJOSTL,X,O,X,X,X,X,O
IZJOSLT,X,O,X,X,X,X,X
IZSTLJO,O,X,O,O,X,X,X
IZSTLOJ,O,X,O,O,X,X,X
IZSTJLO,X,O,X,X,X,X,X
IZSTJOL,O,O,X,X,X,X,X
IZSTOLJ,O,X,O,O,X,X,X
IZSTOJL,O,O,X,X,X,X,X
IZSLTJO,O,X,X,O,X,X,X
IZSLTOJ,O,X,X,O,X,X,X
IZSLJTO,O,X,X,O,X,X,X
IZSLJOT,O,X,X,O,X,X,X
IZSLOTJ,O,X,X,O,X,X,X
IZSLOJT,O,X,X,O,X,X,X
IZSJTLO,X,O,X,X,X,X,O
IZSJTOL,O,O,X,X,X,X,O
IZSJLTO,X,O,X,X,X,X,X
IZSJLOT,X,O,X,X,X,X,X
IZSJOTL,O,O,X,X,X,X,O
IZSJOLT,X,O,X,X,X,X,X
IZSOTLJ,O,X,O,O,X,X,X
IZSOTJL,O,O,X,X,X,X,X
IZSOLTJ,O,X,X,O,X,X,X
IZSOLJT,O,X,X,O,X,X,X
IZSOJTL,O,O,X,X,X,X,O
IZSOJLT,X,O,X,X,X,X,X
IZOTLJS,O,O,O,O,O,X,X
IZOTLSJ,O,X,O,O,O,X,X
IZOTJLS,X,O,X,X,O,X,X
IZOTJSL,X,O,X,X,O,X,X
IZOTSLJ,O,X,O,O,X,X,X
IZOTSJL,O,O,X,X,X,X,X
IZOLTJS,O,O,O,O,O,X,X
IZOLTSJ,O,X,O,O,O,X,X
IZOLJTS,O,O,X,O,X,X,X
IZOLJST,O,O,X,O,X,X,X
IZOLSTJ,O,X,X,O,X,X,X
IZOLSJT,O,X,X,O,X,X,X
IZOJTLS,X,O,X,X,X,X,X
IZOJTSL,X,O,X,X,X,X,X
IZOJLTS,X,O,X,X,X,X,X
IZOJLST,X,O,X,X,X,X,X
IZOJSTL,X,O,X,X,X,X,O
IZOJSLT,X,O,X,X,X,X,X
IZOSTLJ,O,X,O,O,X,X,X
IZOSTJL,O,O,X,X,X,X,X
IZOSLTJ,O,X,X,O,X,X,X
IZOSLJT,O,X,X,O,X,X,X
IZOSJTL,O,O,X,X,X,X,O
IZOSJLT,X,O,X,X,X,X,X
IOTLJSZ,X,O,O,O,O,X,X
IOTLJZS,X,O,O,O,O,X,X
IOTLSJZ,X,X,O,O,X,O,X
IOTLSZJ,X,X,O,O,X,O,X
IOTLZJS,X,O,O,O,O,O,X
IOTLZSJ,X,X,O,O,O,O,X
IOTJLSZ,O,O,O,O,O,X,X
IOTJLZS,O,O,O,O,O,X,X
IOTJSLZ,X,O,O,O,O,X,X
IOTJSZL,X,O,X,X,X,X,X
IOTJZLS,X,O,X,X,O,X,X
IOTJZSL,X,O,X,X,O,X,X
IOTSLJZ,O,X,O,O,X,O,X
IOTSLZJ,O,X,O,O,X,O,X
IOTSJLZ,O,O,O,O,X,O,X
IOTSJZL,O,O,X,X,X,O,X
IOTSZLJ,O,X,O,O,X,O,X
IOTSZJL,O,O,X,X,X,O,X
IOTZLJS,O,O,O,O,O,O,X
IOTZLSJ,O,X,O,O,O,O,X
IOTZJLS,X,O,X,X,O,O,X
IOTZJSL,X,O,X,X,O,O,X
IOTZSLJ,O,X,O,O,X,O,X
IOTZSJL,O,O,X,X,X,O,X
IOLTJSZ,X,O,O,O,O,X,X
IOLTJZS,X,O,O,O,O,X,X
IOLTSJZ,X,X,O,O,X,O,X
IOLTSZJ,X,X,O,O,X,O,X
IOLTZJS,X,O,O,O,O,O,X
IOLTZSJ,X,X,O,O,O,O,X
IOLJTSZ,X,O,O,O,X,X,X
IOLJTZS,X,O,O,O,X,X,X
IOLJSTZ,X,O,X,O,X,X,X
IOLJSZT,X,O,X,O,X,X,X
IOLJZTS,X,O,X,O,X,X,X
IOLJZST,X,O,X,O,X,X,X
IOLSTJZ,X,X,O,O,X,X,X
IOLSTZJ,X,X,O,O,X,X,X
IOLSJTZ,X,X,O,O,X,X,X
IOLSJZT,X,X,X,O,X,X,X
IOLSZTJ,X,X,X,O,X,X,X
IOLSZJT,X,X,X,O,X,X,X
IOLZTJS,X,O,O,O,O,X,X
IOLZTSJ,X,X,O,O,O,X,X
IOLZJTS,X,O,X,O,X,X,X
IOLZJST,X,O,X,O,X,X,X
IOLZSTJ,X,X,X,O,X,X,X
IOLZSJT,X,X,X,O,X,X,X
IOJTLSZ,O,O,O,O,X,X,X
IOJTLZS,O,O,O,O,X,X,X
IOJTSLZ,X,O,O,O,X,X,X
IOJTSZL,X,O,X,X,X,X,X
IOJTZLS,X,O,X,X,X,X,X
IOJTZSL,X,O,X,X,X,X,X
IOJLTSZ,O,O,O,O,X,X,X
IOJLTZS,O,O,O,O,X,X,X
IOJLSTZ,O,O,X,O,X,X,X
IOJLSZT,O,O,X,O,X,X,X
IOJLZTS,O,O,X,O,X,X,X
IOJLZST,O,O,X,O,X,X,X
IOJSTLZ,O,O,O,O,X,X,O
IOJSTZL,O,O,X,X,X,X,O
IOJSLTZ,O,O,X,O,X,X,X
IOJSLZT,O,O,X,O,X,X,X
IOJSZTL,O,O,X,X,X,X,O
IOJSZLT,X,O,X,X,X,X,X
IOJZTLS,X,O,X,X,X,X,X
IOJZTSL,X,O,X,X,X,X,X
IOJZLTS,X,O,X,X,X,X,X
IOJZLST,X,O,X,X,X,X,X
IOJZSTL,X,O,X,X,X,X,O
IOJZSLT,X,O,X,X,X,X,X
IOSTLJZ,O,X,O,O,X,X,X
IOSTLZJ,O,X,O,O,X,X,X
IOSTJLZ,O,O,O,O,X,X,O
IOSTJZL,O,O,X,X,X,X,O
IOSTZLJ,O,X,O,O,X,X,X
IOSTZJL,O,O,X,X,X,X,X
IOSLTJZ,O,X,O,O,X,X,X
IOSLTZJ,O,X,O,O,X,X,X
IOSLJTZ,X,X,O,O,X,X,X
IOSLJZT,X,X,X,O,X,X,X
IOSLZTJ,X,X,X,O,X,X,X
IOSLZJT,X,X,X,O,X,X,X
IOSJTLZ,O,O,O,O,X,X,O
IOSJTZL,O,O,X,X,X,X,O
IOSJLTZ,O,O,O,O,X,X,X
IOSJLZT,O,O,X,O,X,X,X
IOSJZTL,O,O,X,X,X,X,O
IOSJZLT,X,O,X,X,X,X,X
IOSZTLJ,O,X,O,O,X,X,X
IOSZTJL,O,O,X,X,X,X,X
IOSZLTJ,O,X,X,O,X,X,X
IOSZLJT,O,X,X,O,X,X,X
IOSZJTL,O,O,X,X,X,X,O
IOSZJLT,X,O,X,X,X,X,X
IOZTLJS,O,O,O,O,O,X,X
IOZTLSJ,O,X,O,O,O,X,X
IOZTJLS,X,O,X,X,O,X,X
IOZTJSL,X,O,X,X,O,X,X
IOZTSLJ,O,X,O,O,X,X,X
IOZTSJL,O,O,X,X,X,X,X
IOZLTJS,O,O,O,O,O,X,X
IOZLTSJ,O,X,O,O,O,X,X
IOZLJTS,O,O,X,O,X,X,X
IOZLJST,O,O,X,O,X,X,X
IOZLSTJ,O,X,X,O,X,X,X
IOZLSJT,O,X,X,O,X,X,X
IOZJTLS,X,O,X,X,X,X,X
IOZJTSL,X,O,X,X,X,X,X
IOZJLTS,X,O,X,X,X,X,X
IOZJLST,X,O,X,X,X,X,X
IOZJSTL,X,O,X,X,X,X,O
IOZJSLT,X,O,X,X,X,X,X
IOZSTLJ,O,X,O,O,X,X,X
IOZSTJL,O,O,X,X,X,X,X
IOZSLTJ,O,X,X,O,X,X,X
IOZSLJT,O,X,X,O,X,X,X
IOZSJTL,O,O,X,X,X,X,O
IOZSJLT,X,O,X,X,X,X,X
LTIJSZO,X,X,O,O,X,X,X
LTIJSOZ,X,X,O,O,O,X,X
LTIJZSO,X,X,X,O,O,X,X
LTIJZOS,X,X,O,O,O,X,X
LTIJOSZ,X,X,O,O,O,X,X
LTIJOZS,X,X,O,O,O,X,X
LTISJZO,X,X,O,O,X,O,X
LTISJOZ,X,X,O,O,X,O,X
LTISZJO,X,X,O,O,X,O,X
LTISZOJ,X,X,O,O,X,O,X
LTISOJZ,X,X,O,O,X,O,X
LTISOZJ,X,X,O,O,X,O,X
LTIZJSO,X,X,X,O,O,O,X
LTIZJOS,X,X,O,O,O,O,X
LTIZSJO,X,X,O,O,O,O,X
LTIZSOJ,X,X,O,O,O,O,X
LTIZOJS,X,X,O,O,O,O,X
LTIZOSJ,X,X,O,O,O,O,X
LTIOJSZ,X,X,O,O,O,X,X
LTIOJZS,X,X,O,O,O,X,X
LTIOSJZ,X,X,O,O,X,O,X
LTIOSZJ,X,X,O,O,X,O,X
LTIOZJS,X,X,O,O,O,O,X
LTIOZSJ,X,X,O,O,O,O,X
LTJISZO,X,X,O,O,X,X,X
LTJISOZ,O,X,O,O,O,X,X
LTJIZSO,X,X,X,O,O,X,X
LTJIZOS,O,X,O,O,O,X,X
LTJIOSZ,O,X,O,O,O,X,X
LTJIOZS,O,X,O,O,O,X,X
LTJSIZO,X,X,O,X,X,O,X
LTJSIOZ,O,X,O,X,O,O,X
LTJSZIO,X,X,O,X,O,O,X
LTJSZOI,X,X,O,X,O,O,X
LTJSOIZ,O,X,O,O,O,O,X
LTJSOZI,X,X,O,X,O,O,X
LTJZISO,X,X,X,X,O,O,X
LTJZIOS,O,X,O,X,O,O,X
LTJZSIO,X,X,X,X,O,O,X
LTJZSOI,X,X,X,X,O,O,X
LTJZOIS,O,X,O,X,O,O,X
LTJZOSI,X,X,O,X,O,O,X
LTJOISZ,O,X,O,O,O,X,X
LTJOIZS,O,X,O,O,O,X,X
LTJOSIZ,O,X,O,O,O,O,X
LTJOSZI,X,X,O,X,O,O,X
LTJOZIS,O,X,O,X,O,O,X
LTJOZSI,X,X,O,X,O,O,X
LTSIJZO,X,X,O,O,X,O,X
LTSIJOZ,X,X,O,O,X,O,X
LTSIZJO,X,X,O,O,X,O,X
LTSIZOJ,X,X,O,O,X,O,X
LTSIOJZ,O,X,O,O,X,O,X
LTSIOZJ,O,X,O,O,X,O,X
LTSJIZO,O,X,O,X,X,O,X
LTSJIOZ,O,X,O,X,O,O,X
LTSJZIO,O,X,O,X,O,O,X
LTSJZOI,O,X,O,X,O,O,X
LTSJOIZ,O,X,O,X,O,O,X
LTSJOZI,O,X,O,X,O,O,X
LTSZIJO,O,X,O,X,O,O,X
LTSZIOJ,O,X,O,X,O,O,X
LTSZJIO,O,X,O,X,O,O,X
LTSZJOI,O,X,O,X,O,O,X
LTSZOIJ,O,X,O,X,O,O,X
LTSZOJI,O,X,O,X,O,O,X
LTSOIJZ,O,X,O,O,X,O,X
LTSOIZJ,O,X,O,O,X,O,X
LTSOJIZ,O,X,O,X,O,O,X
LTSOJZI,O,X,O,X,O,O,X
LTSOZIJ,O,X,O,X,O,O,X
LTSOZJI,O,X,O,X,O,O,X
LTZIJSO,X,X,X,O,O,O,X
LTZIJOS,O,X,O,O,O,O,X
LTZISJO,X,X,O,O,O,O,X
LTZISOJ,O,X,O,O,O,O,X
LTZIOJS,O,X,O,O,O,O,X
LTZIOSJ,O,X,O,O,O,O,X
LTZJISO,X,X,X,X,O,O,X
LTZJIOS,O,X,O,X,O,O,X
LTZJSIO,X,X,X,X,O,O,X
LTZJSOI,X,X,X,X,O,O,X
LTZJOIS,O,X,O,X,O,O,X
LTZJOSI,X,X,O,X,O,O,X
LTZSIJO,O,X,O,X,O,O,X
LTZSIOJ,O,X,O,X,O,O,X
LTZSJIO,O,X,O,X,O,O,X
LTZSJOI,O,X,O,X,O,O,X
LTZSOIJ,O,X,O,X,O,O,X
LTZSOJI,O,X,O,X,O,O,X
LTZOIJS,O,X,O,O,O,O,X
LTZOISJ,O,X,O,O,O,O,X
LTZOJIS,O,X,O,X,O,O,X
LTZOJSI,X,X,O,X,O,O,X
LTZOSIJ,O,X,O,X,O,O,X
LTZOSJI,O,X,O,X,O,O,X
LTOIJSZ,X,X,O,O,O,X,X
LTOIJZS,X,X,O,O,O,X,X
LTOISJZ,X,X,O,O,X,O,X
LTOISZJ,X,X,O,O,X,O,X
LTOIZJS,X,X,O,O,O,O,X
LTOIZSJ,X,X,O,O,O,O,X
LTOJISZ,O,X,O,O,O,X,X
LTOJIZS,O,X,O,O,O,X,X
LTOJSIZ,O,X,O,O,O,O,X
LTOJSZI,X,X,O,X,O,O,X
LTOJZIS,O,X,O,X,O,O,X
LTOJZSI,X,X,O,X,O,O,X
LTOSIJZ,O,X,O,O,X,O,X
LTOSIZJ,O,X,O,O,X,O,X
LTOSJIZ,O,X,O,X,O,O,X
LTOSJZI,O,X,O,X,O,O,X
LTOSZIJ,O,X,O,X,O,O,X
LTOSZJI,O,X,O,X,O,O,X
LTOZIJS,O,X,O,O,O,O,X
LTOZISJ,O,X,O,O,O,O,X
LTOZJIS,O,X,O,X,O,O,X
LTOZJSI,X,X,O,X,O,O,X
LTOZSIJ,O,X,O,X,O,O,X
LTOZSJI,O,X,O,X,O,O,X
LITJSZO,X,O,O,O,X,X,X
LITJSOZ,X,O,O,O,O,X,X
LITJZSO,X,O,X,O,O,X,X
LITJZOS,X,O,O,O,O,X,X
LITJOSZ,X,O,O,O,O,X,X
LITJOZS,X,O,O,O,O,X,X
LITSJZO,X,X,O,O,X,O,X
LITSJOZ,X,X,O,O,X,O,X
LITSZJO,X,X,O,O,X,O,X
LITSZOJ,X,X,O,O,X,O,X
LITSOJZ,X,X,O,O,X,O,X
LITSOZJ,X,X,O,O,X,O,X
LITZJSO,X,O,X,O,O,O,X
LITZJOS,X,O,O,O,O,O,X
LITZSJO,X,X,O,O,O,O,X
LITZSOJ,X,X,O,O,O,O,X
LITZOJS,X,O,O,O,O,O,X
LITZOSJ,X,X,O,O,O,O,X
LITOJSZ,X,O,O,O,O,X,X
LITOJZS,X,O,O,O,O,X,X
LITOSJZ,X,X,O,O,X,O,X
LITOSZJ,X,X,O,O,X,O,X
LITOZJS,X,O,O,O,O,O,X
LITOZSJ,X,X,O,O,O,O,X
LIJTSZO,X,O,O,O,X,X,X
LIJTSOZ,X,O,O,O,X,X,X
LIJTZSO,X,O,X,O,X,X,X
LIJTZOS,X,O,O,O,X,X,X
LIJTOSZ,X,O,O,O,X,X,X
LIJTOZS,X,O,O,O,X,X,X
LIJSTZO,X,O,X,O,X,X,X
LIJSTOZ,X,O,X,O,X,X,X
LIJSZTO,X,O,X,O,X,X,X
LIJSZOT,X,O,X,O,X,X,X
LIJSOTZ,X,O,X,O,X,X,X
LIJSOZT,X,O,X,O,X,X,X
LIJZTSO,X,O,X,O,X,X,X
LIJZTOS,X,O,X,O,X,X,X
LIJZSTO,X,O,X,O,X,X,X
LIJZSOT,X,O,X,O,X,X,X
LIJZOTS,X,O,X,O,X,X,X
LIJZOST,X,O,X,O,X,X,X
LIJOTSZ,X,O,O,O,X,X,X
LIJOTZS,X,O,O,O,X,X,X
LIJOSTZ,X,O,X,O,X,X,X
LIJOSZT,X,O,X,O,X,X,X
LIJOZTS,X,O,X,O,X,X,X
LIJOZST,X,O,X,O,X,X,X
LISTJZO,X,X,O,O,X,X,X
LISTJOZ,X,X,O,O,X,X,X
LISTZJO,X,X,O,O,X,X,X
LISTZOJ,X,X,O,O,X,X,X
LISTOJZ,X,X,O,O,X,X,X
LISTOZJ,X,X,O,O,X,X,X
LISJTZO,X,X,X,O,X,X,X
LISJTOZ,X,X,X,O,X,X,X
LISJZTO,X,X,X,O,X,X,X
LISJZOT,X,X,X,O,X,X,X
LISJOTZ,X,X,O,O,X,X,X
LISJOZT,X,X,X,O,X,X,X
LISZTJO,X,X,X,O,X,X,X
LISZTOJ,X,X,X,O,X,X,X
LISZJTO,X,X,X,O,X,X,X
LISZJOT,X,X,X,O,X,X,X
LISZOTJ,X,X,X,O,X,X,X
LISZOJT,X,X,X,O,X,X,X
LISOTJZ,X,X,O,O,X,X,X
LISOTZJ,X,X,O,O,X,X,X
LISOJTZ,X,X,O,O,X,X,X
LISOJZT,X,X,X,O,X,X,X
LISOZTJ,X,X,X,O,X,X,X
LISOZJT,X,X,X,O,X,X,X
LIZTJSO,X,O,X,O,O,X,X
LIZTJOS,X,O,O,O,O,X,X
LIZTSJO,X,X,O,O,O,X,X
LIZTSOJ,X,X,O,O,O,X,X
LIZTOJS,X,O,O,O,O,X,X
LIZTOSJ,X,X,O,O,O,X,X
LIZJTSO,X,O,X,O,X,X,X
LIZJTOS,X,O,X,O,X,X,X
LIZJSTO,X,O,X,O,X,X,X
LIZJSOT,X,O,X,O,X,X,X
LIZJOTS,X,O,X,O,X,X,X
LIZJOST,X,O,X,O,X,X,X
LIZSTJO,X,X,X,O,X,X,X
LIZSTOJ,X,X,X,O,X,X,X
LIZSJTO,X,X,X,O,X,X,X
LIZSJOT,X,X,X,O,X,X,X
LIZSOTJ,X,X,X,O,X,X,X
LIZSOJT,X,X,X,O,X,X,X
LIZOTJS,X,O,O,O,O,X,X
LIZOTSJ,X,X,O,O,O,X,X
LIZOJTS,X,O,X,O,X,X,X
LIZOJST,X,O,X,O,X,X,X
LIZOSTJ,X,X,X,O,X,X,X
LIZOSJT,X,X,X,O,X,X,X
LIOTJSZ,X,O,O,O,O,X,X
LIOTJZS,X,O,O,O,O,X,X
LIOTSJZ,X,X,O,O,X,O,X
LIOTSZJ,X,X,O,O,X,O,X
LIOTZJS,X,O,O,O,O,O,X
LIOTZSJ,X,X,O,O,O,O,X
LIOJTSZ,X,O,O,O,X,X,X
LIOJTZS,X,O,O,O,X,X,X
LIOJSTZ,X,O,X,O,X,X,X
LIOJSZT,X,O,X,O,X,X,X
LIOJZTS,X,O,X,O,X,X,X
LIOJZST,X,O,X,O,X,X,X
LIOSTJZ,X,X,O,O,X,X,X
LIOSTZJ,X,X,O,O,X,X,X
LIOSJTZ,X,X,O,O,X,X,X
LIOSJZT,X,X,X,O,X,X,X
LIOSZTJ,X,X,X,O,X,X,X
LIOSZJT,X,X,X,O,X,X,X
LIOZTJS,X,O,O,O,O,X,X
LIOZTSJ,X,X,O,O,O,X,X
LIOZJTS,X,O,X,O,X,X,X
LIOZJST,X,O,X,O,X,X,X
LIOZSTJ,X,X,X,O,X,X,X
LIOZSJT,X,X,X,O,X,X,X
LJTISZO,O,O,O,O,X,X,X
LJTISOZ,O,O,O,O,O,X,X
LJTIZSO,X,O,X,O,O,X,X
LJTIZOS,O,O,O,O,O,X,X
LJTIOSZ,O,O,O,O,O,X,X
LJTIOZS,O,O,O,O,O,X,X
LJTSIZO,O,X,O,X,X,O,X
LJTSIOZ,O,X,O,X,O,O,X
LJTSZIO,O,X,O,X,O,O,X
LJTSZOI,O,X,O,X,O,O,X
LJTSOIZ,O,X,O,O,O,O,X
LJTSOZI,O,X,O,X,O,O,X
LJTZISO,X,O,X,X,O,O,X
LJTZIOS,O,O,O,X,O,O,X
LJTZSIO,X,X,X,X,O,O,X
LJTZSOI,X,O,X,X,O,O,X
LJTZOIS,O,O,O,X,O,O,X
LJTZOSI,X,O,O,X,O,O,X
LJTOISZ,O,O,O,O,O,X,X
LJTOIZS,O,O,O,O,O,X,X
LJTOSIZ,O,X,O,O,O,O,X
LJTOSZI,O,X,O,X,O,O,X
LJTOZIS,O,O,O,X,O,O,X
LJTOZSI,X,O,O,X,O,O,X
LJITSZO,O,O,O,O,X,X,X
LJITSOZ,O,O,O,O,X,X,X
LJITZSO,X,O,X,O,X,X,X
LJITZOS,O,O,O,O,X,X,X
LJITOSZ,O,O,O,O,X,X,X
LJITOZS,O,O,O,O,X,X,X
LJISTZO,O,O,X,O,X,X,X
LJISTOZ,O,O,X,O,X,X,X
LJISZTO,O,O,X,O,X,X,X
LJISZOT,O,O,X,O,X,X,X
LJISOTZ,O,O,X,O,X,X,X
LJISOZT,O,O,X,O,X,X,X
LJIZTSO,X,O,X,O,X,X,X
LJIZTOS,O,O,X,O,X,X,X
LJIZSTO,O,O,X,O,X,X,X
LJIZSOT,O,O,X,O,X,X,X
LJIZOTS,O,O,X,O,X,X,X
LJIZOST,O,O,X,O,X,X,X
LJIOTSZ,O,O,O,O,X,X,X
LJIOTZS,O,O,O,O,X,X,X
LJIOSTZ,O,O,X,O,X,X,X
LJIOSZT,O,O,X,O,X,X,X
LJIOZTS,O,O,X,O,X,X,X
LJIOZST,O,O,X,O,X,X,X
LJSTIZO,O,X,X,X,X,X,O
LJSTIOZ,O,X,X,X,X,X,O
LJSTZIO,O,X,X,X,X,X,O
LJSTZOI,O,X,X,X,X,X,O
LJSTOIZ,O,X,O,O,X,X,O
LJSTOZI,O,X,O,X,X,X,O
LJSITZO,O,O,X,X,X,X,X
LJSITOZ,O,O,X,X,X,X,X
LJSIZTO,O,O,X,X,X,X,X
LJSIZOT,O,O,X,X,X,X,X
LJSIOTZ,O,O,O,O,X,X,X
LJSIOZT,O,O,X,O,X,X,X
LJSZTIO,O,X,X,X,X,X,O
LJSZTOI,O,O,X,X,X,X,O
LJSZITO,O,O,X,X,X,X,X
LJSZIOT,O,O,X,X,X,X,X
LJSZOTI,O,O,O,X,X,X,O
LJSZOIT,O,O,X,O,X,X,X
LJSOTIZ,O,X,O,O,X,X,O
LJSOTZI,O,X,O,X,X,X,O
LJSOITZ,O,O,O,O,X,X,X
LJSOIZT,O,O,X,O,X,X,X
LJSOZTI,O,O,O,X,X,X,O
LJSOZIT,O,O,X,O,X,X,X
LJZTISO,X,O,X,X,O,X,X
LJZTIOS,O,O,X,X,O,X,X
LJZTSIO,X,X,X,X,O,X,X
LJZTSOI,X,O,X,X,O,X,X
LJZTOIS,O,O,X,X,O,X,X
LJZTOSI,X,O,X,X,O,X,X
LJZITSO,X,O,X,X,X,X,X
LJZITOS,O,O,X,X,X,X,X
LJZISTO,O,O,X,X,X,X,X
LJZISOT,O,O,X,X,X,X,X
LJZIOTS,O,O,X,X,X,X,X
LJZIOST,O,O,X,X,X,X,X
LJZSTIO,O,X,X,X,X,X,O
LJZSTOI,O,O,X,X,X,X,O
LJZSITO,O,O,X,X,X,X,X
LJZSIOT,O,O,X,X,X,X,X
LJZSOTI,O,O,X,X,X,X,O
LJZSOIT,O,O,X,O,X,X,X
LJZOTIS,O,O,X,X,O,X,X
LJZOTSI,X,O,X,X,O,X,X
LJZOITS,O,O,X,X,X,X,X
LJZOIST,O,O,X,X,X,X,X
LJZOSTI,O,O,X,X,X,X,O
LJZOSIT,O,O,X,O,X,X,X
LJOTISZ,O,O,O,O,O,X,X
LJOTIZS,O,O,O,O,O,X,X
LJOTSIZ,O,X,O,O,O,O,X
LJOTSZI,O,X,O,X,O,O,X
LJOTZIS,O,O,O,X,O,O,X
LJOTZSI,X,O,O,X,O,O,X
LJOITSZ,O,O,O,O,X,X,X
LJOITZS,O,O,O,O,X,X,X
LJOISTZ,O,O,X,O,X,X,X
LJOISZT,O,O,X,O,X,X,X
LJOIZTS,O,O,X,O,X,X,X
LJOIZST,O,O,X,O,X,X,X
LJOSTIZ,O,X,O,O,X,X,O
LJOSTZI,O,X,O,X,X,X,O
LJOSITZ,O,O,O,O,X,X,X
LJOSIZT,O,O,X,O,X,X,X
LJOSZTI,O,O,O,X,X,X,O
LJOSZIT,O,O,X,O,X,X,X
LJOZTIS,O,O,X,X,O,X,X
LJOZTSI,X,O,X,X,O,X,X
LJOZITS,O,O,X,X,X,X,X
LJOZIST,O,O,X,X,X,X,X
LJOZSTI,O,O,X,X,X,X,O
LJOZSIT,O,O,X,O,X,X,X
LSTIJZO,X,X,O,O,X,O,X
LSTIJOZ,X,X,O,O,X,O,X
LSTIZJO,X,X,O,O,X,O,X
LSTIZOJ,X,X,O,O,X,O,X
LSTIOJZ,O,X,O,O,X,O,X
LSTIOZJ,O,X,O,O,X,O,X
LSTJIZO,O,X,O,X,X,O,O
LSTJIOZ,O,X,O,X,O,O,O
LSTJZIO,O,X,O,X,O,O,O
LSTJZOI,O,X,O,X,O,O,O
LSTJOIZ,O,X,O,X,O,O,O
LSTJOZI,O,X,O,X,O,O,O
LSTZIJO,O,X,O,X,O,O,X
LSTZIOJ,O,X,O,X,O,O,X
LSTZJIO,O,X,O,X,O,O,X
LSTZJOI,O,X,O,X,O,O,X
LSTZOIJ,O,X,O,X,O,O,X
LSTZOJI,O,X,O,X,O,O,X
LSTOIJZ,O,X,O,O,X,O,X
LSTOIZJ,O,X,O,O,X,O,X
LSTOJIZ,O,X,O,X,O,O,O
LSTOJZI,O,X,O,X,O,O,O
LSTOZIJ,O,X,O,X,O,O,X
LSTOZJI,O,X,O,X,O,O,X
LSITJZO,X,X,O,O,X,X,X
LSITJOZ,X,X,O,O,X,X,X
LSITZJO,X,X,O,O,X,X,X
LSITZOJ,X,X,O,O,X,X,X
LSITOJZ,O,X,O,O,X,X,X
LSITOZJ,O,X,O,O,X,X,X
LSIJTZO,X,X,X,O,X,X,X
LSIJTOZ,X,X,X,O,X,X,X
LSIJZTO,X,X,X,O,X,X,X
LSIJZOT,X,X,X,O,X,X,X
LSIJOTZ,X,X,O,O,X,X,X
LSIJOZT,X,X,X,O,X,X,X
