sequence,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFFjBmlBfsB6?sBctBTqB,v115@9gC8GeB8HeB8HeB8BeB8CeA8Je3AJvhFcmBxiBVsBG?oBTqByxB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFSnBTjBOqB8?qBFsBXtB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFSnBTjB2qBU?sBFtB3qB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeGBJvhFxiBilBToB3?qBFsB0sB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JezBJvhFFjBilB+sBc?tBRrB3qB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFGjBKqBzlBf?sBVtB0sB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeFCJvhFXjBxlBStBU?mBTqB2xB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFmlBfsBlnBc?tBTqBCtB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFTjBWsBiqBX?tBcsBlqB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeuFJvhFFjBKqBxmBc?tB3mBTsB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeuFJvhF1mBXjBKqBc?tBxrBTsB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFWsBToBiqBc?sBlqBXtB
LSJIZOT,O,X,X,X,X,X,X,X,X,O,X,O,X
LSJIOTZ,X,O,X,X,O,X,X,O,X,O,X,X,X
LSJIOZT,O,X,X,X,O,X,X,O,X,O,X,X,X
LSJZTIO,O,X,O,X,X,X,X,X,X,O,X,O,X
LSJZTOI,O,X,O,X,O,X,X,O,X,O,O,X,X
LSJZITO,O,X,O,X,X,X,X,X,X,O,X,O,X
LSJZIOT,O,X,X,X,X,X,X,X,X,O,X,O,X
LSJZOTI,O,X,O,X,O,X,X,O,X,O,O,X,X
LSJZOIT,O,X,X,X,O,X,X,O,X,O,O,O,X
LSJOTIZ,O,O,O,X,O,X,O,O,X,O,X,X,O
LSJOTZI,O,O,O,X,O,X,O,O,X,O,X,X,O
LSJOITZ,O,O,X,X,O,X,O,O,X,O,X,X,X
LSJOIZT,O,X,X,X,O,X,X,O,X,O,O,X,X
LSJOZTI,O,X,O,X,O,X,X,O,X,O,O,X,O
LSJOZIT,O,X,X,X,O,X,X,O,X,O,O,X,X
LSZTIJO,O,X,O,X,X,X,O,X,X,X,X,O,X
LSZTIOJ,O,X,O,X,X,X,X,X,X,X,X,O,X
LSZTJIO,O,X,O,X,X,X,O,X,X,X,X,O,X
LSZTJOI,O,X,O,X,O,X,O,X,X,X,O,X,X
LSZTOIJ,O,X,O,X,O,X,O,O,X,X,O,X,X
LSZTOJI,O,X,O,X,O,X,O,X,O,X,O,X,X
LSZITJO,O,X,O,X,X,X,O,X,X,X,X,O,X
LSZITOJ,O,X,O,X,X,X,X,X,X,X,X,O,X
LSZIJTO,O,X,X,X,X,X,X,X,X,X,X,O,X
LSZIJOT,O,X,X,X,X,X,X,X,X,X,X,O,X
LSZIOTJ,O,X,X,X,X,X,X,X,X,X,X,O,X
LSZIOJT,O,X,X,X,X,X,X,X,X,X,X,O,X
LSZJTIO,O,X,X,X,X,X,X,X,X,O,X,O,X
LSZJTOI,O,X,X,X,O,X,X,X,X,O,O,X,X
LSZJITO,O,X,X,X,X,X,X,X,X,O,X,O,X
LSZJIOT,O,X,X,X,X,X,X,X,X,O,X,O,X
LSZJOTI,O,X,X,X,O,X,X,X,X,O,O,X,X
LSZJOIT,O,X,X,X,O,X,X,X,X,O,O,O,X
LSZOTIJ,O,X,O,X,O,X,O,O,X,X,O,X,X
LSZOTJI,O,X,O,X,O,X,O,X,O,X,O,X,X
LSZOITJ,O,X,X,X,X,X,O,O,X,X,O,O,X
LSZOIJT,O,X,X,X,O,X,X,X,X,X,O,O,X
LSZOJTI,O,X,X,X,O,X,X,X,O,O,O,X,X
LSZOJIT,O,X,X,X,O,X,X,X,O,O,O,O,X
LSOTIJZ,X,X,O,X,O,X,O,O,X,X,X,X,X
LSOTIZJ,O,O,O,X,O,X,O,O,X,X,X,X,X
LSOTJIZ,O,O,O,X,O,X,O,O,X,O,X,X,X
LSOTJZI,O,O,O,X,O,X,O,X,X,O,X,X,X
LSOTZIJ,O,O,O,X,O,X,O,O,X,X,X,X,X
LSOTZJI,O,O,O,X,O,X,O,X,X,X,X,X,X
LSOITJZ,X,X,X,X,O,X,O,O,X,X,X,X,X
LSOITZJ,O,X,X,X,O,X,O,O,X,X,X,X,X
LSOIJTZ,O,X,X,X,O,X,O,O,X,O,X,X,X
LSOIJZT,O,X,X,X,O,X,X,O,X,O,O,X,X
LSOIZTJ,O,X,X,X,X,X,O,O,X,X,O,X,X
LSOIZJT,O,X,X,X,O,X,X,X,X,X,O,X,X
LSOJTIZ,O,O,O,X,O,X,O,O,X,O,X,X,O
LSOJTZI,O,O,O,X,O,X,O,O,X,O,X,X,O
LSOJITZ,O,O,X,X,O,X,O,O,X,O,X,X,X
LSOJIZT,O,X,X,X,O,X,X,O,O,O,O,X,X
LSOJZTI,O,X,O,X,O,X,X,O,O,O,O,X,O
LSOJZIT,O,X,X,X,O,X,X,O,O,O,O,X,X
LSOZTIJ,O,X,O,X,O,X,O,O,X,X,O,X,X
LSOZTJI,O,X,O,X,O,X,O,X,O,X,O,X,X
LSOZITJ,O,X,X,X,X,X,O,O,X,X,O,X,X
LSOZIJT,O,X,X,X,O,X,X,X,X,X,O,X,X
LSOZJTI,O,X,X,X,O,X,X,X,O,O,O,X,X
LSOZJIT,O,X,X,X,O,X,X,X,O,O,O,X,X
LZTIJSO,O,O,O,O,X,X,X,X,X,X,X,O,X
LZTIJOS,X,O,X,O,X,X,X,X,X,X,O,O,X
LZTISJO,O,O,O,X,X,X,X,X,X,X,X,O,X
LZTISOJ,O,O,O,O,X,X,X,X,X,X,X,O,X
LZTIOJS,O,O,X,O,X,X,X,X,X,X,O,O,X
LZTIOSJ,O,O,O,O,X,X,X,X,X,X,O,O,X
LZTJISO,O,O,O,O,X,O,X,X,X,X,X,O,X
LZTJIOS,X,O,X,O,X,O,X,X,X,X,O,O,X
LZTJSIO,O,O,O,O,X,X,O,X,X,X,X,O,X
LZTJSOI,O,O,O,O,X,X,O,X,X,X,O,X,X
LZTJOIS,O,O,X,O,X,X,O,X,X,X,O,X,X
LZTJOSI,O,O,X,O,X,X,O,X,X,X,O,X,X
LZTSIJO,O,O,O,X,X,X,O,X,X,X,X,O,X
LZTSIOJ,O,O,O,O,X,X,X,X,X,X,X,O,X
LZTSJIO,O,O,O,O,X,X,O,X,X,X,X,O,X
LZTSJOI,O,O,O,O,X,X,O,X,X,X,O,X,X
LZTSOIJ,O,O,O,O,X,X,O,X,X,X,O,X,X
LZTSOJI,O,O,O,O,X,X,O,X,X,X,O,X,X
LZTOIJS,O,O,X,O,X,X,O,X,X,X,O,X,X
LZTOISJ,O,O,O,O,X,X,X,X,X,X,O,X,X
LZTOJIS,O,O,X,O,X,X,O,X,X,X,O,X,X
LZTOJSI,O,O,X,O,X,X,O,X,X,X,O,X,X
LZTOSIJ,O,O,O,O,X,X,O,X,X,X,O,X,X
LZTOSJI,O,O,O,O,X,X,O,X,X,X,O,X,X
LZITJSO,O,X,O,O,X,O,X,X,X,X,X,O,X
LZITJOS,X,X,X,O,X,O,X,X,X,X,O,O,X
LZITSJO,O,X,O,X,X,X,X,X,X,X,X,O,X
LZITSOJ,O,X,O,O,X,X,X,X,X,X,X,O,X
LZITOJS,O,X,X,O,X,O,X,X,X,X,O,O,X
LZITOSJ,O,X,O,O,X,X,X,X,X,X,O,O,X
LZIJTSO,O,X,X,O,X,O,X,X,X,X,X,O,X
LZIJTOS,X,X,X,O,X,O,X,X,X,X,O,O,X
LZIJSTO,X,X,X,O,X,O,X,X,X,X,X,O,X
LZIJSOT,X,X,X,X,X,O,X,X,X,X,X,O,X
LZIJOTS,X,X,X,O,X,O,X,X,X,X,O,O,X
LZIJOST,X,X,X,X,X,O,X,X,X,X,O,O,X
LZISTJO,X,X,O,X,X,X,X,X,X,X,X,O,X
LZISTOJ,X,X,O,O,X,X,X,X,X,X,X,O,X
LZISJTO,X,X,X,X,X,O,X,X,X,X,X,O,X
LZISJOT,X,X,X,X,X,O,X,X,X,X,X,O,X
LZISOTJ,X,X,X,X,X,X,X,X,X,X,X,O,X
LZISOJT,X,X,X,X,X,O,X,X,X,X,X,O,X
LZIOTJS,O,X,X,O,X,O,X,X,X,X,O,O,X
LZIOTSJ,O,X,X,O,X,X,X,X,X,X,O,O,X
LZIOJTS,O,X,X,X,X,O,X,X,X,X,O,O,X
LZIOJST,X,X,X,X,X,O,X,X,X,X,O,O,X
LZIOSTJ,X,X,X,X,X,X,X,X,X,X,O,O,X
LZIOSJT,X,X,X,X,X,O,X,X,X,X,O,O,X
LZJTISO,O,O,X,O,X,O,X,X,X,X,X,O,X
LZJTIOS,X,O,X,O,X,O,X,X,X,X,O,O,X
LZJTSIO,O,O,X,O,X,X,X,X,X,X,X,O,X
LZJTSOI,O,O,X,O,X,X,X,O,X,X,O,X,X
LZJTOIS,O,O,X,O,X,X,X,O,X,X,O,X,X
LZJTOSI,O,O,X,O,X,X,X,O,X,X,O,X,X
LZJITSO,O,O,X,O,X,O,X,X,X,X,X,O,X
LZJITOS,X,O,X,O,X,O,X,X,X,X,O,O,X
LZJISTO,O,X,X,O,X,O,X,X,X,X,X,O,X
LZJISOT,X,X,X,X,X,O,X,X,X,X,X,O,X
LZJIOTS,X,O,X,O,X,O,X,X,X,X,O,O,X
LZJIOST,X,X,X,X,X,O,X,X,X,X,O,O,X
LZJSTIO,O,X,X,O,X,X,X,X,X,O,X,O,X
LZJSTOI,O,X,X,O,X,X,X,O,X,O,O,X,X
LZJSITO,O,X,X,O,X,X,X,X,X,O,X,O,X
LZJSIOT,O,X,X,X,X,X,X,X,X,O,X,O,X
LZJSOTI,O,X,X,X,X,X,X,O,X,O,O,X,X
LZJSOIT,O,X,X,X,X,X,X,O,X,O,O,O,X
LZJOTIS,O,O,X,O,X,X,X,O,X,X,O,X,O
LZJOTSI,O,O,X,O,X,X,X,O,X,X,O,X,O
LZJOITS,O,O,X,O,X,X,X,O,X,X,O,O,O
LZJOIST,X,X,X,X,X,X,X,O,X,X,O,O,X
LZJOSTI,O,X,X,X,X,X,X,O,X,X,O,X,O
LZJOSIT,X,X,X,X,X,X,X,O,X,X,O,O,X
LZSTIJO,O,O,O,X,X,X,O,X,X,X,X,O,X
LZSTIOJ,O,O,O,O,X,X,X,X,X,X,X,O,X
LZSTJIO,O,O,O,O,X,X,O,X,X,X,X,O,X
LZSTJOI,O,O,O,O,X,X,O,X,X,X,O,X,X
LZSTOIJ,O,O,O,O,X,X,O,O,X,X,O,X,X
LZSTOJI,O,O,O,O,X,X,O,X,O,X,O,X,X
LZSITJO,O,X,O,X,X,X,O,X,X,X,X,O,X
LZSITOJ,O,X,O,O,X,X,X,X,X,X,X,O,X
LZSIJTO,O,X,X,X,X,X,X,X,X,X,X,O,X
LZSIJOT,O,X,X,X,X,X,X,X,X,X,X,O,X
LZSIOTJ,O,X,X,X,X,X,X,X,X,X,X,O,X
LZSIOJT,O,X,X,X,X,X,X,X,X,X,X,O,X
LZSJTIO,O,X,X,O,X,X,X,X,X,O,X,O,X
LZSJTOI,O,X,X,O,X,X,X,X,X,O,O,X,X
LZSJITO,O,X,X,O,X,X,X,X,X,O,X,O,X
LZSJIOT,O,X,X,X,X,X,X,X,X,O,X,O,X
LZSJOTI,O,X,X,X,X,X,X,X,X,O,O,X,X
LZSJOIT,O,X,X,X,X,X,X,X,X,O,O,O,X
LZSOTIJ,O,X,O,X,X,X,O,O,X,X,O,X,X
LZSOTJI,O,X,O,X,X,X,O,X,O,X,O,X,X
LZSOITJ,O,X,X,X,X,X,O,O,X,X,O,O,X
LZSOIJT,O,X,X,X,X,X,X,X,X,X,O,O,X
LZSOJTI,O,X,X,X,X,X,X,X,O,O,O,X,X
LZSOJIT,O,X,X,X,X,X,X,X,O,O,O,O,X
LZOTIJS,O,O,X,O,X,X,O,X,X,X,O,X,X
LZOTISJ,O,O,X,O,X,X,X,X,X,X,O,X,X
LZOTJIS,O,O,X,O,X,X,O,X,X,X,O,X,X
LZOTJSI,O,O,X,O,X,X,O,X,X,X,O,X,X
LZOTSIJ,O,O,X,O,X,X,O,X,X,X,O,X,X
LZOTSJI,O,O,X,O,X,X,O,X,X,X,O,X,X
LZOITJS,O,X,X,O,X,X,O,X,X,X,O,O,X
LZOITSJ,O,X,X,O,X,X,X,O,X,X,O,O,X
LZOIJTS,O,X,X,X,X,X,X,O,X,X,O,O,X
LZOIJST,X,X,X,X,X,X,X,O,X,X,O,O,X
LZOISTJ,X,X,X,X,X,X,O,O,X,X,O,O,X
LZOISJT,X,X,X,X,X,X,X,X,X,X,O,O,X
LZOJTIS,O,O,X,O,X,X,X,O,X,X,O,X,O
LZOJTSI,O,O,X,O,X,X,X,O,X,X,O,X,O
LZOJITS,O,O,X,O,X,X,X,O,X,X,O,O,O
LZOJIST,O,X,X,X,X,X,X,O,O,X,O,O,X
LZOJSTI,O,X,X,X,X,X,X,O,O,X,O,X,O
LZOJSIT,O,X,X,X,X,X,X,O,O,X,O,O,X
LZOSTIJ,O,X,X,X,X,X,O,O,X,X,O,X,X
LZOSTJI,O,X,X,X,X,X,O,X,O,X,O,X,X
LZOSITJ,O,X,X,X,X,X,O,O,X,X,O,O,X
LZOSIJT,O,X,X,X,X,X,X,X,X,X,O,O,X
LZOSJTI,O,X,X,X,X,X,X,X,O,X,O,X,X
LZOSJIT,O,X,X,X,X,X,X,X,O,X,O,O,X
LOTIJSZ,X,O,X,X,O,X,O,O,X,X,X,X,X
LOTIJZS,X,O,X,X,X,X,O,O,X,X,O,X,X
LOTISJZ,X,X,X,X,O,X,O,O,X,X,X,X,X
LOTISZJ,X,O,X,X,O,X,O,O,X,X,X,X,X
LOTIZJS,X,O,X,X,X,X,O,X,X,X,O,X,X
LOTIZSJ,X,O,X,X,X,X,X,O,X,X,O,X,X
LOTJISZ,X,O,X,X,O,X,O,O,X,X,X,X,O
LOTJIZS,X,O,X,X,X,X,O,O,X,X,O,X,O
LOTJSIZ,X,O,X,X,X,X,O,O,X,X,X,X,O
LOTJSZI,X,O,X,X,X,X,O,O,X,X,X,X,O
LOTJZIS,O,O,X,X,X,X,O,O,X,X,O,X,O
LOTJZSI,O,O,X,X,X,X,O,O,X,X,O,X,O
LOTSIJZ,X,X,X,X,O,X,O,O,X,X,X,X,X
LOTSIZJ,X,O,X,X,O,X,O,O,X,X,X,X,X
LOTSJIZ,X,O,X,X,O,X,O,O,X,X,X,X,X
LOTSJZI,X,O,X,X,O,X,O,X,X,X,X,X,X
LOTSZIJ,X,O,X,X,O,X,O,O,X,X,X,X,X
LOTSZJI,X,O,X,X,O,X,O,X,X,X,X,X,X
LOTZIJS,O,O,X,X,X,X,O,X,X,X,O,X,X
LOTZISJ,O,O,X,X,X,X,X,X,X,X,O,X,X
LOTZJIS,O,O,X,X,X,X,O,X,X,X,O,X,X
LOTZJSI,O,O,X,X,X,X,O,X,X,X,O,X,X
LOTZSIJ,O,O,X,X,X,X,O,X,X,X,O,X,X
LOTZSJI,O,O,X,X,X,X,O,X,X,X,O,X,X
LOITJSZ,X,O,X,X,O,X,O,O,X,X,X,X,X
LOITJZS,X,O,X,X,X,X,O,O,X,X,O,O,X
LOITSJZ,X,X,X,X,O,X,O,O,X,X,X,X,X
LOITSZJ,X,O,X,X,O,X,O,O,X,X,X,X,X
LOITZJS,X,O,X,X,X,X,O,X,X,X,O,O,X
LOITZSJ,X,O,X,X,X,X,X,O,X,X,O,O,X
LOIJTSZ,X,O,X,X,X,X,O,O,X,X,X,X,O
LOIJTZS,X,O,X,X,X,X,O,O,X,X,O,O,O
LOIJSTZ,X,O,X,X,X,X,O,O,X,X,X,X,X
LOIJSZT,X,X,X,X,X,X,X,O,X,X,O,X,X
LOIJZTS,O,O,X,X,X,X,X,O,X,X,O,O,O
LOIJZST,X,X,X,X,X,X,X,O,X,X,O,O,X
LOISTJZ,X,X,X,X,O,X,O,O,X,X,X,X,X
LOISTZJ,X,X,X,X,O,X,O,O,X,X,X,X,X
LOISJTZ,X,X,X,X,O,X,O,O,X,X,X,X,X
LOISJZT,X,X,X,X,O,X,X,O,X,X,O,X,X
LOISZTJ,X,X,X,X,X,X,O,O,X,X,O,X,X
LOISZJT,X,X,X,X,O,X,X,X,X,X,O,X,X
LOIZTJS,O,X,X,X,X,X,O,X,X,X,O,O,X
LOIZTSJ,O,X,X,X,X,X,X,O,X,X,O,O,X
LOIZJTS,O,X,X,X,X,X,X,O,X,X,O,O,X
LOIZJST,X,X,X,X,X,X,X,O,X,X,O,O,X
LOIZSTJ,X,X,X,X,X,X,O,O,X,X,O,O,X
LOIZSJT,X,X,X,X,X,X,X,X,X,X,O,O,X
LOJTISZ,X,O,X,X,X,X,O,O,X,X,X,X,O
LOJTIZS,X,O,X,X,X,X,O,O,X,X,O,X,O
LOJTSIZ,X,O,X,X,X,X,O,O,X,X,X,X,O
LOJTSZI,X,O,X,X,X,X,O,O,X,X,X,X,O
LOJTZIS,O,O,X,X,X,X,O,O,X,X,O,X,O
LOJTZSI,O,O,X,X,X,X,O,O,X,X,O,X,O
LOJITSZ,X,O,X,X,X,X,O,O,X,X,X,X,O
LOJITZS,X,O,X,X,X,X,O,O,X,X,O,O,O
LOJISTZ,O,O,X,X,X,X,O,O,X,X,X,X,X
LOJISZT,O,X,X,X,X,X,X,O,O,X,O,X,X
LOJIZTS,O,O,X,X,X,X,X,O,X,X,O,O,O
LOJIZST,O,X,X,X,X,X,X,O,O,X,O,O,X
LOJSTIZ,O,O,X,X,X,X,O,O,X,O,X,X,O
LOJSTZI,O,O,X,X,X,X,O,O,X,O,X,X,O
LOJSITZ,O,O,X,X,X,X,O,O,X,O,X,X,X
LOJSIZT,O,X,X,X,X,X,X,O,O,O,O,X,X
LOJSZTI,O,X,X,X,X,X,X,O,O,O,O,X,O
LOJSZIT,O,X,X,X,X,X,X,O,O,O,O,X,X
LOJZTIS,O,O,X,X,X,X,X,O,X,X,O,X,O
LOJZTSI,O,O,X,X,X,X,X,O,X,X,O,X,O
LOJZITS,O,O,X,X,X,X,X,O,X,X,O,O,O
LOJZIST,O,X,X,X,X,X,X,O,O,X,O,O,X
LOJZSTI,O,X,X,X,X,X,X,O,O,X,O,X,O
LOJZSIT,O,X,X,X,X,X,X,O,O,X,O,O,X
LOSTIJZ,X,X,X,X,O,X,O,O,X,X,X,X,X
LOSTIZJ,O,O,X,X,O,X,O,O,X,X,X,X,X
LOSTJIZ,O,O,X,X,O,X,O,O,X,O,X,X,X
LOSTJZI,O,O,X,X,O,X,O,X,X,O,X,X,X
LOSTZIJ,O,O,X,X,O,X,O,O,X,X,X,X,X
LOSTZJI,O,O,X,X,O,X,O,X,X,X,X,X,X
LOSITJZ,X,X,X,X,O,X,O,O,X,X,X,X,X
LOSITZJ,O,X,X,X,O,X,O,O,X,X,X,X,X
LOSIJTZ,O,X,X,X,O,X,O,O,X,O,X,X,X
LOSIJZT,O,X,X,X,O,X,X,O,X,O,O,X,X
LOSIZTJ,O,X,X,X,X,X,O,O,X,X,O,X,X
LOSIZJT,O,X,X,X,O,X,X,X,X,X,O,X,X
LOSJTIZ,O,O,X,X,O,X,O,O,X,O,X,X,O
LOSJTZI,O,O,X,X,O,X,O,O,X,O,X,X,O
LOSJITZ,O,O,X,X,O,X,O,O,X,O,X,X,X
LOSJIZT,O,X,X,X,O,X,X,O,O,O,O,X,X
LOSJZTI,O,X,X,X,O,X,X,O,O,O,O,X,O
LOSJZIT,O,X,X,X,O,X,X,O,O,O,O,X,X
LOSZTIJ,O,O,X,X,O,X,O,O,X,X,O,X,X
LOSZTJI,O,O,X,X,O,X,O,X,O,X,O,X,X
LOSZITJ,O,X,X,X,X,X,O,O,X,X,O,X,X
LOSZIJT,O,X,X,X,O,X,X,X,X,X,O,X,X
LOSZJTI,O,X,X,X,O,X,X,X,O,O,O,X,X
LOSZJIT,O,X,X,X,O,X,X,X,O,O,O,X,X
LOZTIJS,O,O,X,X,X,X,O,X,X,X,O,X,X
LOZTISJ,O,O,X,X,X,X,X,X,X,X,O,X,X
LOZTJIS,O,O,X,X,X,X,O,X,X,X,O,X,X
LOZTJSI,O,O,X,X,X,X,O,X,X,X,O,X,X
LOZTSIJ,O,O,X,X,X,X,O,X,X,X,O,X,X
LOZTSJI,O,O,X,X,X,X,O,X,X,X,O,X,X
LOZITJS,O,X,X,X,X,X,O,X,X,X,O,O,X
LOZITSJ,O,X,X,X,X,X,X,O,X,X,O,O,X
LOZIJTS,O,X,X,X,X,X,X,O,X,X,O,O,X
LOZIJST,X,X,X,X,X,X,X,O,X,X,O,O,X
LOZISTJ,X,X,X,X,X,X,O,O,X,X,O,O,X
LOZISJT,X,X,X,X,X,X,X,X,X,X,O,O,X
LOZJTIS,O,O,X,X,X,X,X,O,X,X,O,X,O
LOZJTSI,O,O,X,X,X,X,X,O,X,X,O,X,O
LOZJITS,O,O,X,X,X,X,X,O,X,X,O,O,O
LOZJIST,O,X,X,X,X,X,X,O,O,X,O,O,X
LOZJSTI,O,X,X,X,X,X,X,O,O,X,O,X,O
LOZJSIT,O,X,X,X,X,X,X,O,O,X,O,O,X
LOZSTIJ,O,O,X,X,X,X,O,O,X,X,O,X,X
LOZSTJI,O,O,X,X,X,X,O,X,O,X,O,X,X
LOZSITJ,O,X,X,X,X,X,O,O,X,X,O,O,X
LOZSIJT,O,X,X,X,X,X,X,X,X,X,O,O,X
LOZSJTI,O,X,X,X,X,X,X,X,O,X,O,X,X
LOZSJIT,O,X,X,X,X,X,X,X,O,X,O,O,X
JTILSZO,X,O,O,X,X,X,O,X,X,X,X,X,X
JTILSOZ,X,O,O,X,X,X,O,O,X,X,X,X,X
JTILZSO,X,O,O,X,X,O,X,X,X,X,X,X,X
JTILZOS,X,O,O,X,X,O,X,X,X,X,X,X,X
JTILOSZ,X,O,X,X,X,X,O,O,X,X,X,X,X
JTILOZS,X,O,X,X,X,O,O,O,X,X,X,X,X
JTISLZO,O,X,O,X,X,X,O,X,X,X,X,X,X
JTISLOZ,X,X,O,X,X,X,O,X,X,X,X,X,X
JTISZLO,O,O,O,X,X,X,O,X,X,X,X,X,X
JTISZOL,O,O,O,X,X,X,X,X,X,X,X,X,X
JTISOLZ,X,X,O,X,X,X,O,X,X,X,X,X,X
JTISOZL,X,O,O,X,X,X,X,X,X,X,X,X,X
JTIZLSO,O,O,O,O,X,O,X,X,X,X,X,X,X
JTIZLOS,X,X,O,O,X,O,X,X,X,X,X,X,X
JTIZSLO,O,O,O,X,X,O,X,X,X,X,X,X,X
JTIZSOL,O,O,O,X,X,O,X,X,X,X,X,X,X
JTIZOLS,X,O,O,O,X,O,X,X,X,X,X,X,X
JTIZOSL,O,O,O,X,X,O,X,X,X,X,X,X,X
JTIOLSZ,X,O,X,X,O,X,X,O,X,X,X,X,X
JTIOLZS,X,O,X,X,X,O,X,O,X,X,X,X,X
JTIOSLZ,X,X,X,X,O,X,X,O,X,X,X,X,X
JTIOSZL,X,O,X,X,O,X,X,X,X,X,X,X,X
JTIOZLS,X,O,X,O,X,O,X,O,X,X,X,X,X
JTIOZSL,X,O,X,X,O,O,X,X,X,X,X,X,X
JTLISZO,X,O,O,X,X,X,O,X,X,X,X,X,X
JTLISOZ,X,O,O,X,X,X,O,O,X,X,X,X,X
JTLIZSO,X,O,O,X,X,X,X,X,X,X,X,X,X
JTLIZOS,X,O,O,X,X,X,X,X,X,X,X,X,X
JTLIOSZ,X,O,X,X,X,X,O,O,X,X,X,X,X
JTLIOZS,X,O,X,X,X,X,O,O,X,X,X,X,X
JTLSIZO,X,O,O,X,X,X,O,X,X,O,X,X,X
JTLSIOZ,X,O,O,X,X,X,O,O,X,O,X,X,X
JTLSZIO,X,O,O,X,X,X,O,X,X,O,X,X,X
JTLSZOI,X,O,O,X,X,X,O,O,X,O,X,X,X
JTLSOIZ,X,O,O,X,X,X,O,O,X,O,X,X,X
JTLSOZI,X,O,O,X,X,X,O,O,X,O,X,X,X
JTLZISO,O,O,O,O,X,X,X,X,X,X,X,X,X
JTLZIOS,X,O,O,O,X,X,X,X,X,X,X,X,X
JTLZSIO,O,O,O,O,X,X,O,X,X,X,X,X,X
JTLZSOI,O,O,O,O,X,X,O,O,X,X,X,X,X
JTLZOIS,X,O,O,O,X,X,O,O,X,X,X,X,X
JTLZOSI,O,O,O,O,X,X,O,O,X,X,X,X,X
JTLOISZ,X,O,X,X,O,X,O,O,X,X,X,X,O
JTLOIZS,X,O,X,X,X,X,O,O,X,X,X,X,O
JTLOSIZ,X,O,O,X,X,X,O,O,X,X,X,X,O
JTLOSZI,X,O,O,X,X,X,O,O,X,X,X,X,O
JTLOZIS,X,O,O,O,X,X,O,O,X,X,X,X,O
JTLOZSI,X,O,O,O,X,X,O,O,X,X,X,X,O
JTSILZO,O,X,O,X,X,X,O,X,X,X,X,X,X
JTSILOZ,X,X,O,X,X,X,O,X,X,X,X,X,X
JTSIZLO,O,O,O,X,X,X,O,X,X,X,X,X,X
JTSIZOL,O,O,O,X,X,X,X,X,X,X,X,X,X
JTSIOLZ,X,X,O,X,O,X,O,X,X,X,X,X,X
JTSIOZL,X,O,O,X,O,X,X,X,X,X,X,X,X
JTSLIZO,O,X,O,X,X,X,O,X,X,O,X,X,X
JTSLIOZ,X,X,O,X,O,X,O,O,X,O,X,X,X
JTSLZIO,O,X,O,X,X,X,O,X,X,O,X,X,X
JTSLZOI,O,X,O,X,O,X,O,O,X,O,X,X,X
JTSLOIZ,X,X,O,X,O,X,O,O,X,O,X,X,X
JTSLOZI,X,X,O,X,O,X,O,O,X,O,X,X,X
JTSZILO,O,O,O,X,X,X,O,X,X,X,X,X,X
JTSZIOL,O,O,O,X,X,X,X,X,X,X,X,X,X
JTSZLIO,O,O,O,O,X,X,O,X,X,X,X,X,X
JTSZLOI,O,O,O,O,X,X,O,X,X,X,X,X,X
JTSZOIL,O,O,O,X,O,X,X,X,X,X,X,X,X
JTSZOLI,X,O,O,O,X,X,X,X,X,X,X,X,X
JTSOILZ,X,X,O,X,O,X,O,O,X,X,X,X,X
JTSOIZL,X,O,O,X,O,X,X,X,X,X,X,X,X
JTSOLIZ,X,X,O,X,O,X,O,O,X,O,X,X,X
JTSOLZI,X,X,O,X,O,X,O,O,X,O,X,X,X
JTSOZIL,X,O,O,X,O,X,X,X,X,X,X,X,X
JTSOZLI,X,O,O,O,X,X,X,X,X,X,X,X,X
JTZILSO,O,O,O,O,X,O,X,X,X,X,X,X,X
JTZILOS,X,X,O,O,X,O,X,X,X,X,X,X,X
JTZISLO,O,O,O,X,X,O,X,X,X,X,X,X,X
JTZISOL,O,O,O,X,X,O,X,X,X,X,X,X,X
JTZIOLS,X,O,O,O,X,O,X,X,X,X,X,X,X
JTZIOSL,O,O,O,X,X,O,X,X,X,X,X,X,X
JTZLISO,O,O,O,O,X,O,X,X,X,X,X,X,X
JTZLIOS,X,O,O,O,X,O,X,X,X,X,X,X,X
JTZLSIO,O,O,O,O,X,X,O,X,X,X,X,X,X
JTZLSOI,O,O,O,O,X,X,O,O,X,X,X,X,X
JTZLOIS,X,O,O,O,X,X,O,O,X,X,X,X,X
JTZLOSI,O,O,O,O,X,X,O,O,X,X,X,X,X
JTZSILO,O,O,O,X,X,O,O,X,X,X,X,X,X
JTZSIOL,O,O,O,X,X,O,X,X,X,X,X,X,X
JTZSLIO,O,O,O,O,X,X,O,X,X,X,X,X,X
JTZSLOI,O,O,O,O,X,X,O,X,X,X,X,X,X
