sequence,v115@GhA8IeA8BeA8CeD8AeB8DeC8JeZEJvhFukB9lBymBz?iB0rBXrB,v115@GhA8IeA8BeA8CeD8AeB8DeC8JeZEJvhFukB9lBymBz?iBXrB0rB,v115@GhA8IeA8BeA8CeD8AeB8DeC8JeZEJvhFukB3gBtmBz?iB8qBywB,v115@GhA8IeA8BeA8CeD8AeB8DeC8JexAJvhFziB3kBCrBO?pBdsBUrB
ZOLISTJ,O,X,O,X
ZOLISJT,X,X,O,X
ZOLJTIS,O,X,O,X
ZOLJTSI,O,X,O,X
ZOLJITS,O,X,O,X
ZOLJIST,X,X,O,X
ZOLJSTI,X,X,O,X
ZOLJSIT,X,X,O,X
ZOLSTIJ,O,X,O,O
ZOLSTJI,O,X,O,O
ZOLSITJ,O,X,O,O
ZOLSIJT,X,X,O,O
ZOLSJTI,X,X,O,O
ZOLSJIT,X,X,O,O
ZOJTILS,O,O,O,X
ZOJTISL,O,O,O,X
ZOJTLIS,O,O,O,X
ZOJTLSI,O,X,O,X
ZOJTSIL,O,O,O,X
ZOJTSLI,O,O,O,X
ZOJITLS,O,O,O,X
ZOJITSL,O,O,O,X
ZOJILTS,O,X,O,X
ZOJILST,X,X,O,X
ZOJISTL,O,O,O,X
ZOJISLT,X,X,O,X
ZOJLTIS,O,X,O,X
ZOJLTSI,O,X,O,X
ZOJLITS,O,X,O,X
ZOJLIST,X,X,O,X
ZOJLSTI,X,X,O,X
ZOJLSIT,X,X,O,X
ZOJSTIL,O,O,O,X
ZOJSTLI,O,O,O,X
ZOJSITL,O,O,O,X
ZOJSILT,X,X,O,X
ZOJSLTI,X,X,O,X
ZOJSLIT,X,X,O,X
ZOSTILJ,O,O,O,X
ZOSTIJL,O,O,O,X
ZOSTLIJ,O,O,O,X
ZOSTLJI,O,O,O,X
ZOSTJIL,O,O,O,X
ZOSTJLI,O,O,O,X
ZOSITLJ,O,O,O,X
ZOSITJL,O,O,O,X
ZOSILTJ,O,O,O,X
ZOSILJT,X,X,O,X
ZOSIJTL,O,O,O,X
ZOSIJLT,X,X,O,X
ZOSLTIJ,O,O,O,O
ZOSLTJI,O,O,O,O
ZOSLITJ,O,O,O,O
ZOSLIJT,X,X,O,O
ZOSLJTI,X,X,O,O
ZOSLJIT,X,X,O,O
ZOSJTIL,O,O,O,X
ZOSJTLI,O,O,O,X
ZOSJITL,O,O,O,X
ZOSJILT,X,X,O,X
ZOSJLTI,X,X,O,X
ZOSJLIT,X,X,O,X
OTILJSZ,O,O,X,X
OTILJZS,O,O,O,X
OTILSJZ,O,O,X,X
OTILSZJ,X,O,X,X
OTILZJS,O,O,O,X
OTILZSJ,O,X,O,X
OTIJLSZ,O,O,X,X
OTIJLZS,O,O,O,X
OTIJSLZ,O,O,X,X
OTIJSZL,O,O,O,X
OTIJZLS,O,O,O,X
OTIJZSL,O,O,O,X
OTISLJZ,O,O,X,X
OTISLZJ,X,O,X,X
OTISJLZ,O,O,X,X
OTISJZL,O,O,O,X
OTISZLJ,O,O,O,X
OTISZJL,O,O,O,X
OTIZLJS,O,O,O,X
OTIZLSJ,O,X,O,X
OTIZJLS,O,O,O,X
OTIZJSL,O,O,O,X
OTIZSLJ,O,O,O,X
OTIZSJL,O,O,O,X
OTLIJSZ,O,O,X,X
OTLIJZS,O,O,O,X
OTLISJZ,O,O,X,X
OTLISZJ,X,O,X,X
OTLIZJS,O,O,O,X
OTLIZSJ,O,X,O,X
OTLJISZ,O,O,X,X
OTLJIZS,O,O,O,X
OTLJSIZ,O,O,X,X
OTLJSZI,X,O,X,X
OTLJZIS,O,O,O,X
OTLJZSI,O,X,O,X
OTLSIJZ,O,O,X,O
OTLSIZJ,X,O,X,O
OTLSJIZ,O,O,X,O
OTLSJZI,X,O,X,O
OTLSZIJ,X,O,X,O
OTLSZJI,X,O,X,O
OTLZIJS,O,O,O,X
OTLZISJ,O,X,O,X
OTLZJIS,O,O,O,X
OTLZJSI,O,X,O,X
OTLZSIJ,O,X,O,X
OTLZSJI,O,X,O,X
OTJILSZ,O,O,X,X
OTJILZS,O,O,O,X
OTJISLZ,O,O,X,X
OTJISZL,O,O,O,X
OTJIZLS,O,O,O,X
OTJIZSL,O,O,O,X
OTJLISZ,O,O,X,X
OTJLIZS,O,O,O,X
OTJLSIZ,O,O,X,X
OTJLSZI,X,O,X,X
OTJLZIS,O,O,O,X
OTJLZSI,O,X,O,X
OTJSILZ,O,O,X,X
OTJSIZL,O,O,O,X
OTJSLIZ,O,O,X,X
OTJSLZI,X,O,X,X
OTJSZIL,O,O,O,X
OTJSZLI,O,O,O,X
OTJZILS,O,O,O,X
OTJZISL,O,O,O,X
OTJZLIS,O,O,O,X
OTJZLSI,O,X,O,X
OTJZSIL,O,O,O,X
OTJZSLI,O,O,O,X
OTSILJZ,O,O,X,X
OTSILZJ,X,O,X,X
OTSIJLZ,O,O,X,X
OTSIJZL,O,O,O,X
OTSIZLJ,O,O,O,X
OTSIZJL,O,O,O,X
OTSLIJZ,O,O,X,O
OTSLIZJ,X,O,X,O
OTSLJIZ,O,O,X,O
OTSLJZI,X,O,X,O
OTSLZIJ,X,O,X,O
OTSLZJI,X,O,X,O
OTSJILZ,O,O,X,X
OTSJIZL,O,O,O,X
OTSJLIZ,O,O,X,X
OTSJLZI,X,O,X,X
OTSJZIL,O,O,O,X
OTSJZLI,O,O,O,X
OTSZILJ,O,O,O,X
OTSZIJL,O,O,O,X
OTSZLIJ,O,O,O,X
OTSZLJI,O,O,O,X
OTSZJIL,O,O,O,X
OTSZJLI,O,O,O,X
OTZILJS,O,O,O,X
OTZILSJ,O,X,O,X
OTZIJLS,O,O,O,X
OTZIJSL,O,O,O,X
OTZISLJ,O,O,O,X
OTZISJL,O,O,O,X
OTZLIJS,O,O,O,X
OTZLISJ,O,X,O,X
OTZLJIS,O,O,O,X
OTZLJSI,O,X,O,X
OTZLSIJ,O,X,O,X
OTZLSJI,O,X,O,X
OTZJILS,O,O,O,X
OTZJISL,O,O,O,X
OTZJLIS,O,O,O,X
OTZJLSI,O,X,O,X
OTZJSIL,O,O,O,X
OTZJSLI,O,O,O,X
OTZSILJ,O,O,O,X
OTZSIJL,O,O,O,X
OTZSLIJ,O,O,O,X
OTZSLJI,O,O,O,X
OTZSJIL,O,O,O,X
OTZSJLI,O,O,O,X
OITLJSZ,O,O,X,X
OITLJZS,O,O,O,X
OITLSJZ,O,O,X,X
OITLSZJ,X,O,X,X
OITLZJS,O,O,O,X
OITLZSJ,O,X,O,X
OITJLSZ,O,O,X,X
OITJLZS,O,O,O,X
OITJSLZ,O,O,X,X
OITJSZL,O,O,O,X
OITJZLS,O,O,O,X
OITJZSL,O,O,O,X
OITSLJZ,O,O,X,X
OITSLZJ,X,O,X,X
OITSJLZ,O,O,X,X
OITSJZL,O,O,O,X
OITSZLJ,O,O,O,X
OITSZJL,O,O,O,X
OITZLJS,O,O,O,X
OITZLSJ,O,X,O,X
OITZJLS,O,O,O,X
OITZJSL,O,O,O,X
OITZSLJ,O,O,O,X
OITZSJL,O,O,O,X
OILTJSZ,O,O,X,X
OILTJZS,O,O,O,X
OILTSJZ,O,O,X,X
OILTSZJ,X,O,X,X
OILTZJS,O,O,O,X
OILTZSJ,O,X,O,X
OILJTSZ,O,O,X,X
OILJTZS,O,O,O,X
OILJSTZ,X,O,X,X
OILJSZT,X,X,O,X
OILJZTS,O,X,O,X
OILJZST,X,X,O,X
OILSTJZ,O,O,X,O
OILSTZJ,X,O,X,O
OILSJTZ,X,O,X,O
OILSJZT,X,X,O,O
OILSZTJ,X,O,O,O
OILSZJT,X,X,O,O
OILZTJS,O,O,O,X
OILZTSJ,O,X,O,X
OILZJTS,O,X,O,X
OILZJST,X,X,O,X
OILZSTJ,O,X,O,X
OILZSJT,X,X,O,X
OIJTLSZ,O,O,X,X
OIJTLZS,O,O,O,X
OIJTSLZ,O,O,X,X
OIJTSZL,O,O,O,X
OIJTZLS,O,O,O,X
OIJTZSL,O,O,O,X
OIJLTSZ,O,O,X,X
OIJLTZS,O,O,O,X
OIJLSTZ,X,O,X,X
OIJLSZT,X,X,O,X
OIJLZTS,O,X,O,X
OIJLZST,X,X,O,X
OIJSTLZ,O,O,X,X
OIJSTZL,O,O,O,X
OIJSLTZ,X,O,X,X
OIJSLZT,X,X,O,X
OIJSZTL,O,O,O,X
OIJSZLT,X,X,O,X
OIJZTLS,O,O,O,X
OIJZTSL,O,O,O,X
OIJZLTS,O,X,O,X
OIJZLST,X,X,O,X
OIJZSTL,O,O,O,X
OIJZSLT,X,X,O,X
OISTLJZ,O,O,X,X
OISTLZJ,X,O,X,X
OISTJLZ,O,O,X,X
OISTJZL,O,O,O,X
OISTZLJ,O,O,O,X
OISTZJL,O,O,O,X
OISLTJZ,O,O,X,O
OISLTZJ,X,O,X,O
OISLJTZ,X,O,X,O
OISLJZT,X,X,O,O
OISLZTJ,X,O,O,O
OISLZJT,X,X,O,O
OISJTLZ,O,O,X,X
OISJTZL,O,O,O,X
OISJLTZ,X,O,X,X
OISJLZT,X,X,O,X
OISJZTL,O,O,O,X
OISJZLT,X,X,O,X
OISZTLJ,O,O,O,X
OISZTJL,O,O,O,X
OISZLTJ,O,O,O,X
OISZLJT,X,X,O,X
OISZJTL,O,O,O,X
OISZJLT,X,X,O,X
OIZTLJS,O,O,O,X
OIZTLSJ,O,X,O,X
OIZTJLS,O,O,O,X
OIZTJSL,O,O,O,X
OIZTSLJ,O,O,O,X
OIZTSJL,O,O,O,X
OIZLTJS,O,O,O,X
OIZLTSJ,O,X,O,X
OIZLJTS,O,X,O,X
OIZLJST,X,X,O,X
OIZLSTJ,O,X,O,X
OIZLSJT,X,X,O,X
OIZJTLS,O,O,O,X
OIZJTSL,O,O,O,X
OIZJLTS,O,X,O,X
OIZJLST,X,X,O,X
OIZJSTL,O,O,O,X
OIZJSLT,X,X,O,X
OIZSTLJ,O,O,O,X
OIZSTJL,O,O,O,X
OIZSLTJ,O,O,O,X
OIZSLJT,X,X,O,X
OIZSJTL,O,O,O,X
OIZSJLT,X,X,O,X
OLTIJSZ,O,O,X,X
OLTIJZS,O,O,O,X
OLTISJZ,O,O,X,X
OLTISZJ,X,O,X,X
OLTIZJS,O,O,O,X
OLTIZSJ,O,X,O,X
OLTJISZ,O,O,X,X
OLTJIZS,O,O,O,X
OLTJSIZ,O,O,X,X
OLTJSZI,X,O,X,X
OLTJZIS,O,O,O,X
OLTJZSI,O,X,O,X
OLTSIJZ,O,O,X,O
OLTSIZJ,X,O,X,O
OLTSJIZ,O,O,X,O
OLTSJZI,X,O,X,O
OLTSZIJ,X,O,X,O
OLTSZJI,X,O,X,O
OLTZIJS,O,O,O,X
OLTZISJ,O,X,O,X
OLTZJIS,O,O,O,X
OLTZJSI,O,X,O,X
OLTZSIJ,O,X,O,X
OLTZSJI,O,X,O,X
OLITJSZ,O,O,X,X
OLITJZS,O,O,O,X
OLITSJZ,O,O,X,X
OLITSZJ,X,O,X,X
OLITZJS,O,O,O,X
OLITZSJ,O,X,O,X
OLIJTSZ,O,O,X,X
OLIJTZS,O,O,O,X
OLIJSTZ,X,O,X,X
OLIJSZT,X,X,O,X
OLIJZTS,O,X,O,X
OLIJZST,X,X,O,X
OLISTJZ,O,O,X,O
OLISTZJ,X,O,X,O
OLISJTZ,X,O,X,O
OLISJZT,X,X,O,O
OLISZTJ,X,O,O,O
OLISZJT,X,X,O,O
OLIZTJS,O,O,O,X
OLIZTSJ,O,X,O,X
OLIZJTS,O,X,O,X
OLIZJST,X,X,O,X
OLIZSTJ,O,X,O,X
OLIZSJT,X,X,O,X
OLJTISZ,O,O,X,X
OLJTIZS,O,O,O,X
OLJTSIZ,O,O,X,X
OLJTSZI,X,O,X,X
OLJTZIS,O,O,O,X
OLJTZSI,O,X,O,X
OLJITSZ,O,O,X,X
OLJITZS,O,O,O,X
OLJISTZ,X,O,X,X
OLJISZT,X,X,O,X
OLJIZTS,O,X,O,X
OLJIZST,X,X,O,X
OLJSTIZ,X,O,X,O
OLJSTZI,X,O,X,O
OLJSITZ,X,O,X,O
OLJSIZT,X,X,O,O
OLJSZTI,X,X,O,O
OLJSZIT,X,X,O,O
OLJZTIS,O,X,O,X
OLJZTSI,O,X,O,X
OLJZITS,O,X,O,X
OLJZIST,X,X,O,X
OLJZSTI,X,X,O,X
OLJZSIT,X,X,O,X
OLSTIJZ,O,O,X,O
OLSTIZJ,X,O,X,O
OLSTJIZ,O,O,X,O
OLSTJZI,X,O,X,O
OLSTZIJ,X,O,X,O
OLSTZJI,X,O,X,O
OLSITJZ,O,O,X,O
OLSITZJ,X,O,X,O
OLSIJTZ,X,O,X,O
OLSIJZT,X,X,O,O
OLSIZTJ,X,O,O,O
OLSIZJT,X,X,O,O
OLSJTIZ,X,O,X,O
OLSJTZI,X,O,X,O
OLSJITZ,X,O,X,O
OLSJIZT,X,X,O,O
OLSJZTI,X,X,O,O
OLSJZIT,X,X,O,O
OLSZTIJ,X,O,O,O
OLSZTJI,X,O,O,O
OLSZITJ,X,O,O,O
OLSZIJT,X,X,O,O
OLSZJTI,X,X,O,O
OLSZJIT,X,X,O,O
OLZTIJS,O,O,O,X
OLZTISJ,O,X,O,X
OLZTJIS,O,O,O,X
OLZTJSI,O,X,O,X
OLZTSIJ,O,X,O,X
OLZTSJI,O,X,O,X
OLZITJS,O,O,O,X
OLZITSJ,O,X,O,X
OLZIJTS,O,X,O,X
OLZIJST,X,X,O,X
OLZISTJ,O,X,O,X
OLZISJT,X,X,O,X
OLZJTIS,O,X,O,X
OLZJTSI,O,X,O,X
OLZJITS,O,X,O,X
OLZJIST,X,X,O,X
OLZJSTI,X,X,O,X
OLZJSIT,X,X,O,X
OLZSTIJ,O,X,O,O
OLZSTJI,O,X,O,O
OLZSITJ,O,X,O,O
OLZSIJT,X,X,O,O
OLZSJTI,X,X,O,O
OLZSJIT,X,X,O,O
OJTILSZ,O,O,X,X
OJTILZS,O,O,O,X
OJTISLZ,O,O,X,X
OJTISZL,O,O,O,X
OJTIZLS,O,O,O,X
OJTIZSL,O,O,O,X
OJTLISZ,O,O,X,X
OJTLIZS,O,O,O,X
OJTLSIZ,O,O,X,X
OJTLSZI,X,O,X,X
OJTLZIS,O,O,O,X
OJTLZSI,O,X,O,X
OJTSILZ,O,O,X,X
OJTSIZL,O,O,O,X
OJTSLIZ,O,O,X,X
OJTSLZI,X,O,X,X
OJTSZIL,O,O,O,X
OJTSZLI,O,O,O,X
OJTZILS,O,O,O,X
OJTZISL,O,O,O,X
OJTZLIS,O,O,O,X
OJTZLSI,O,X,O,X
OJTZSIL,O,O,O,X
OJTZSLI,O,O,O,X
OJITLSZ,O,O,X,X
OJITLZS,O,O,O,X
OJITSLZ,O,O,X,X
OJITSZL,O,O,O,X
OJITZLS,O,O,O,X
OJITZSL,O,O,O,X
OJILTSZ,O,O,X,X
OJILTZS,O,O,O,X
OJILSTZ,X,O,X,X
OJILSZT,X,X,O,X
OJILZTS,O,X,O,X
OJILZST,X,X,O,X
OJISTLZ,O,O,X,X
OJISTZL,O,O,O,X
OJISLTZ,X,O,X,X
OJISLZT,X,X,O,X
OJISZTL,O,O,O,X
OJISZLT,X,X,O,X
OJIZTLS,O,O,O,X
OJIZTSL,O,O,O,X
OJIZLTS,O,X,O,X
OJIZLST,X,X,O,X
OJIZSTL,O,O,O,X
OJIZSLT,X,X,O,X
OJLTISZ,O,O,X,X
OJLTIZS,O,O,O,X
OJLTSIZ,O,O,X,X
OJLTSZI,X,O,X,X
OJLTZIS,O,O,O,X
OJLTZSI,O,X,O,X
OJLITSZ,O,O,X,X
OJLITZS,O,O,O,X
OJLISTZ,X,O,X,X
OJLISZT,X,X,O,X
OJLIZTS,O,X,O,X
OJLIZST,X,X,O,X
OJLSTIZ,X,O,X,O
OJLSTZI,X,O,X,O
OJLSITZ,X,O,X,O
OJLSIZT,X,X,O,O
OJLSZTI,X,X,O,O
OJLSZIT,X,X,O,O
OJLZTIS,O,X,O,X
OJLZTSI,O,X,O,X
OJLZITS,O,X,O,X
OJLZIST,X,X,O,X
OJLZSTI,X,X,O,X
OJLZSIT,X,X,O,X
OJSTILZ,O,O,X,X
OJSTIZL,O,O,O,X
OJSTLIZ,O,O,X,X
OJSTLZI,X,O,X,X
OJSTZIL,O,O,O,X
OJSTZLI,O,O,O,X
OJSITLZ,O,O,X,X
OJSITZL,O,O,O,X
OJSILTZ,X,O,X,X
OJSILZT,X,X,O,X
OJSIZTL,O,O,O,X
OJSIZLT,X,X,O,X
OJSLTIZ,X,O,X,O
OJSLTZI,X,O,X,O
OJSLITZ,X,O,X,O
OJSLIZT,X,X,O,O
OJSLZTI,X,X,O,O
OJSLZIT,X,X,O,O
OJSZTIL,O,O,O,X
OJSZTLI,O,O,O,X
OJSZITL,O,O,O,X
OJSZILT,X,X,O,X
OJSZLTI,X,X,O,X
OJSZLIT,X,X,O,X
OJZTILS,O,O,O,X
OJZTISL,O,O,O,X
OJZTLIS,O,O,O,X
OJZTLSI,O,X,O,X
OJZTSIL,O,O,O,X
OJZTSLI,O,O,O,X
OJZITLS,O,O,O,X
OJZITSL,O,O,O,X
OJZILTS,O,X,O,X
OJZILST,X,X,O,X
OJZISTL,O,O,O,X
OJZISLT,X,X,O,X
OJZLTIS,O,X,O,X
OJZLTSI,O,X,O,X
OJZLITS,O,X,O,X
OJZLIST,X,X,O,X
OJZLSTI,X,X,O,X
OJZLSIT,X,X,O,X
OJZSTIL,O,O,O,X
OJZSTLI,O,O,O,X
OJZSITL,O,O,O,X
OJZSILT,X,X,O,X
OJZSLTI,X,X,O,X
OJZSLIT,X,X,O,X
OSTILJZ,O,O,X,X
OSTILZJ,X,O,X,X
OSTIJLZ,O,O,X,X
OSTIJZL,O,O,O,X
OSTIZLJ,O,O,O,X
OSTIZJL,O,O,O,X
OSTLIJZ,O,O,X,O
OSTLIZJ,X,O,X,O
OSTLJIZ,O,O,X,O
OSTLJZI,X,O,X,O
OSTLZIJ,X,O,X,O
OSTLZJI,X,O,X,O
OSTJILZ,O,O,X,X
OSTJIZL,O,O,O,X
OSTJLIZ,O,O,X,X
OSTJLZI,X,O,X,X
OSTJZIL,O,O,O,X
OSTJZLI,O,O,O,X
OSTZILJ,O,O,O,X
OSTZIJL,O,O,O,X
OSTZLIJ,O,O,O,X
OSTZLJI,O,O,O,X
OSTZJIL,O,O,O,X
OSTZJLI,O,O,O,X
OSITLJZ,O,O,X,X
OSITLZJ,X,O,X,X
OSITJLZ,O,O,X,X
OSITJZL,O,O,O,X
OSITZLJ,O,O,O,X
OSITZJL,O,O,O,X
OSILTJZ,O,O,X,O
OSILTZJ,X,O,X,O
OSILJTZ,X,O,X,O
OSILJZT,X,X,O,O
OSILZTJ,X,O,O,O
OSILZJT,X,X,O,O
OSIJTLZ,O,O,X,X
OSIJTZL,O,O,O,X
OSIJLTZ,X,O,X,X
OSIJLZT,X,X,O,X
OSIJZTL,O,O,O,X
OSIJZLT,X,X,O,X
OSIZTLJ,O,O,O,X
OSIZTJL,O,O,O,X
OSIZLTJ,O,O,O,X
OSIZLJT,X,X,O,X
OSIZJTL,O,O,O,X
OSIZJLT,X,X,O,X
OSLTIJZ,O,O,X,O
OSLTIZJ,X,O,X,O
OSLTJIZ,O,O,X,O
OSLTJZI,X,O,X,O
OSLTZIJ,X,O,X,O
OSLTZJI,X,O,X,O
OSLITJZ,O,O,X,O
OSLITZJ,X,O,X,O
OSLIJTZ,X,O,X,O
OSLIJZT,X,X,O,O
OSLIZTJ,X,O,O,O
OSLIZJT,X,X,O,O
OSLJTIZ,X,O,X,O
OSLJTZI,X,O,X,O
OSLJITZ,X,O,X,O
OSLJIZT,X,X,O,O
OSLJZTI,X,X,O,O
OSLJZIT,X,X,O,O
OSLZTIJ,X,O,O,O
OSLZTJI,X,O,O,O
OSLZITJ,X,O,O,O
OSLZIJT,X,X,O,O
OSLZJTI,X,X,O,O
OSLZJIT,X,X,O,O
OSJTILZ,O,O,X,X
OSJTIZL,O,O,O,X
OSJTLIZ,O,O,X,X
OSJTLZI,X,O,X,X
OSJTZIL,O,O,O,X
OSJTZLI,O,O,O,X
OSJITLZ,O,O,X,X
OSJITZL,O,O,O,X
OSJILTZ,X,O,X,X
OSJILZT,X,X,O,X
OSJIZTL,O,O,O,X
OSJIZLT,X,X,O,X
OSJLTIZ,X,O,X,O
OSJLTZI,X,O,X,O
OSJLITZ,X,O,X,O
OSJLIZT,X,X,O,O
OSJLZTI,X,X,O,O
OSJLZIT,X,X,O,O
OSJZTIL,O,O,O,X
OSJZTLI,O,O,O,X
OSJZITL,O,O,O,X
OSJZILT,X,X,O,X
OSJZLTI,X,X,O,X
OSJZLIT,X,X,O,X
OSZTILJ,O,O,O,X
OSZTIJL,O,O,O,X
OSZTLIJ,O,O,O,X
OSZTLJI,O,O,O,X
OSZTJIL,O,O,O,X
OSZTJLI,O,O,O,X
OSZITLJ,O,O,O,X
OSZITJL,O,O,O,X
OSZILTJ,O,O,O,X
OSZILJT,X,X,O,X
OSZIJTL,O,O,O,X
OSZIJLT,X,X,O,X
OSZLTIJ,O,O,O,O
OSZLTJI,O,O,O,O
OSZLITJ,O,O,O,O
OSZLIJT,X,X,O,O
OSZLJTI,X,X,O,O
OSZLJIT,X,X,O,O
OSZJTIL,O,O,O,X
OSZJTLI,O,O,O,X
OSZJITL,O,O,O,X
OSZJILT,X,X,O,X
OSZJLTI,X,X,O,X
OSZJLIT,X,X,O,X
OZTILJS,O,O,O,X
OZTILSJ,O,X,O,X
OZTIJLS,O,O,O,X
OZTIJSL,O,O,O,X
OZTISLJ,O,O,O,X
OZTISJL,O,O,O,X
OZTLIJS,O,O,O,X
OZTLISJ,O,X,O,X
OZTLJIS,O,O,O,X
OZTLJSI,O,X,O,X
OZTLSIJ,O,X,O,X
OZTLSJI,O,X,O,X
OZTJILS,O,O,O,X
OZTJISL,O,O,O,X
OZTJLIS,O,O,O,X
OZTJLSI,O,X,O,X
OZTJSIL,O,O,O,X
OZTJSLI,O,O,O,X
OZTSILJ,O,O,O,X
OZTSIJL,O,O,O,X
OZTSLIJ,O,O,O,X
OZTSLJI,O,O,O,X
OZTSJIL,O,O,O,X
OZTSJLI,O,O,O,X
OZITLJS,O,O,O,X
OZITLSJ,O,X,O,X
OZITJLS,O,O,O,X
OZITJSL,O,O,O,X
OZITSLJ,O,O,O,X
OZITSJL,O,O,O,X
OZILTJS,O,O,O,X
OZILTSJ,O,X,O,X
OZILJTS,O,X,O,X
OZILJST,X,X,O,X
OZILSTJ,O,X,O,X
OZILSJT,X,X,O,X
OZIJTLS,O,O,O,X
OZIJTSL,O,O,O,X
OZIJLTS,O,X,O,X
OZIJLST,X,X,O,X
OZIJSTL,O,O,O,X
OZIJSLT,X,X,O,X
OZISTLJ,O,O,O,X
OZISTJL,O,O,O,X
OZISLTJ,O,O,O,X
OZISLJT,X,X,O,X
OZISJTL,O,O,O,X
OZISJLT,X,X,O,X
OZLTIJS,O,O,O,X
OZLTISJ,O,X,O,X
OZLTJIS,O,O,O,X
OZLTJSI,O,X,O,X
OZLTSIJ,O,X,O,X
OZLTSJI,O,X,O,X
OZLITJS,O,O,O,X
OZLITSJ,O,X,O,X
OZLIJTS,O,X,O,X
OZLIJST,X,X,O,X
OZLISTJ,O,X,O,X
OZLISJT,X,X,O,X
OZLJTIS,O,X,O,X
OZLJTSI,O,X,O,X
OZLJITS,O,X,O,X
OZLJIST,X,X,O,X
OZLJSTI,X,X,O,X
OZLJSIT,X,X,O,X
OZLSTIJ,O,X,O,O
OZLSTJI,O,X,O,O
OZLSITJ,O,X,O,O
OZLSIJT,X,X,O,O
OZLSJTI,X,X,O,O
OZLSJIT,X,X,O,O
OZJTILS,O,O,O,X
OZJTISL,O,O,O,X
OZJTLIS,O,O,O,X
OZJTLSI,O,X,O,X
OZJTSIL,O,O,O,X
OZJTSLI,O,O,O,X
OZJITLS,O,O,O,X
OZJITSL,O,O,O,X
OZJILTS,O,X,O,X
OZJILST,X,X,O,X
OZJISTL,O,O,O,X
OZJISLT,X,X,O,X
OZJLTIS,O,X,O,X
OZJLTSI,O,X,O,X
OZJLITS,O,X,O,X
OZJLIST,X,X,O,X
OZJLSTI,X,X,O,X
OZJLSIT,X,X,O,X
OZJSTIL,O,O,O,X
OZJSTLI,O,O,O,X
OZJSITL,O,O,O,X
OZJSILT,X,X,O,X
OZJSLTI,X,X,O,X
OZJSLIT,X,X,O,X
OZSTILJ,O,O,O,X
OZSTIJL,O,O,O,X
OZSTLIJ,O,O,O,X
OZSTLJI,O,O,O,X
OZSTJIL,O,O,O,X
OZSTJLI,O,O,O,X
OZSITLJ,O,O,O,X
OZSITJL,O,O,O,X
OZSILTJ,O,O,O,X
OZSILJT,X,X,O,X
OZSIJTL,O,O,O,X
OZSIJLT,X,X,O,X
OZSLTIJ,O,O,O,O
OZSLTJI,O,O,O,O
OZSLITJ,O,O,O,O
OZSLIJT,X,X,O,O
OZSLJTI,X,X,O,O
OZSLJIT,X,X,O,O
OZSJTIL,O,O,O,X
OZSJTLI,O,O,O,X
OZSJITL,O,O,O,X
OZSJILT,X,X,O,X
OZSJLTI,X,X,O,X
OZSJLIT,X,X,O,X
