sequence,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeT/IvhFxgBmiBilBF?nB0pB3sB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jei/IvhFRhBziBFlBm?mB0pB3sB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jex/IvhFXhBVnBaoBm?kB0pBTsB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeOEJvhFVlBUhBRiBi?nBzpB3sB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeUBJvhFRiB/pBFlBK?sBznBmpB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jex/IvhFXhBTkBeqBF?nB8sBisB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeUBJvhFanBziBxkBl?pB3sBmpB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jex/IvhFXhBliBTkBe?qBysBUsB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jex/IvhFVmBikBmnB3?nBzpBUsB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JexAJvhFmiBTkBilBF?nB3sB0pB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jei/IvhFRhBFlBmmBz?nB0pB3sB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeT/IvhFOlBXhBRnB0?pBisBlsB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jex/IvhFXhBeoBypBF?nB0pBTsB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeKEJvhFUhBRiBFlB2?sB3sBzpB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeUBJvhFRiB/pBFlBy?sBTsBmpB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jex/IvhFXhB2pBFnB8?sBzpBisB
TJILSZO,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
TJILSOZ,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TJILZSO,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
TJILZOS,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJILOSZ,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TJILOZS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJISLZO,O,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X
TJISLOZ,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TJISZLO,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TJISZOL,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TJISOLZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJISOZL,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJIZLSO,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
TJIZLOS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJIZSLO,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
TJIZSOL,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
TJIZOLS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJIZOSL,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJIOLSZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJIOLZS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJIOSLZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOSZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOZLS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJIOZSL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJLISZO,O,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X
TJLISOZ,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X
TJLIZSO,O,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X
TJLIZOS,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJLIOSZ,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TJLIOZS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TJLSIZO,O,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X
TJLSIOZ,X,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X
TJLSZIO,O,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X
TJLSZOI,O,O,O,O,X,X,X,O,O,X,X,X,O,O,X,X
TJLSOIZ,X,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X
TJLSOZI,X,O,X,O,X,X,X,O,O,X,X,X,O,O,X,X
TJLZISO,O,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X
TJLZIOS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TJLZSIO,O,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X
TJLZSOI,O,O,O,O,X,X,X,O,O,X,X,X,O,O,X,X
TJLZOIS,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
TJLZOSI,O,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X
TJLOISZ,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TJLOIZS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TJLOSIZ,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X
TJLOSZI,X,O,X,X,X,X,X,O,O,X,X,X,O,O,X,X
TJLOZIS,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TJLOZSI,O,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
TJSILZO,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TJSILOZ,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TJSIZLO,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TJSIZOL,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TJSIOLZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSIOZL,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSLIZO,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TJSLIOZ,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X
TJSLZIO,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TJSLZOI,O,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X
TJSLOIZ,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X
TJSLOZI,X,O,X,O,X,X,O,O,O,X,X,X,O,X,X,X
TJSZILO,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TJSZIOL,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TJSZLIO,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
TJSZLOI,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,O
TJSZOIL,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TJSZOLI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O
TJSOILZ,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TJSOIZL,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJSOLIZ,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X
TJSOLZI,X,O,X,O,X,X,O,O,O,X,X,X,O,X,X,X
TJSOZIL,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
TJSOZLI,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
TJZILSO,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TJZILOS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZISLO,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TJZISOL,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,O
TJZIOLS,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,O
TJZIOSL,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O
TJZLISO,O,O,O,O,X,X,O,X,X,X,O,X,O,O,X,X
TJZLIOS,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
TJZLSIO,O,O,O,O,X,X,O,X,X,X,O,X,O,O,X,X
TJZLSOI,O,O,O,O,X,O,O,X,O,X,O,X,O,O,X,O
TJZLOIS,O,O,O,X,X,O,X,X,O,X,O,X,O,X,X,O
TJZLOSI,O,O,O,X,X,O,X,X,O,X,O,X,O,O,X,O
TJZSILO,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TJZSIOL,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,O
TJZSLIO,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X
TJZSLOI,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,O
TJZSOIL,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,O
TJZSOLI,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,O
TJZOILS,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,O
TJZOISL,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O
TJZOLIS,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,O
TJZOLSI,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,O
TJZOSIL,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O
TJZOSLI,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O
TJOILSZ,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TJOILZS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TJOISLZ,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJOISZL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOIZLS,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TJOIZSL,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TJOLISZ,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TJOLIZS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TJOLSIZ,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TJOLSZI,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TJOLZIS,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TJOLZSI,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TJOSILZ,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJOSIZL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOSLIZ,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TJOSLZI,X,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X
TJOSZIL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOSZLI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOZILS,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TJOZISL,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TJOZLIS,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X
TJOZLSI,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X
TJOZSIL,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TJOZSLI,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TSILJZO,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X
TSILJOZ,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X
TSILZJO,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X
TSILZOJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
TSILOJZ,O,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X
TSILOZJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
TSIJLZO,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TSIJLOZ,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
TSIJZLO,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
TSIJZOL,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TSIJOLZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TSIJOZL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIZLJO,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TSIZLOJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
TSIZJLO,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TSIZJOL,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TSIZOLJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIZOJL,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TSIOLJZ,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
TSIOLZJ,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
TSIOJLZ,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TSIOJZL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIOZLJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIOZJL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSLIJZO,O,O,O,O,X,X,O,O,X,O,X,O,X,X,X,X
TSLIJOZ,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X
TSLIZJO,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X
TSLIZOJ,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
TSLIOJZ,O,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X
TSLIOZJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
TSLJIZO,O,O,O,O,X,X,O,O,X,O,X,O,O,X,X,X
TSLJIOZ,O,O,X,O,X,X,O,O,O,O,X,X,X,X,X,X
TSLJZIO,O,O,O,O,X,X,O,O,X,O,X,O,O,X,X,X
TSLJZOI,O,O,O,O,O,X,O,O,O,O,X,O,O,X,O,X
TSLJOIZ,O,O,X,O,O,X,O,O,O,O,X,X,X,X,O,X
TSLJOZI,O,O,X,O,O,X,O,O,O,O,X,X,O,X,O,X
TSLZIJO,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X
TSLZIOJ,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
TSLZJIO,O,O,O,O,X,X,O,O,X,O,X,O,X,X,X,X
TSLZJOI,O,O,O,O,O,X,O,O,X,O,X,O,X,X,O,X
TSLZOIJ,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
TSLZOJI,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
TSLOIJZ,O,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X
TSLOIZJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
TSLOJIZ,O,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X
TSLOJZI,O,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X
TSLOZIJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
TSLOZJI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
TSJILZO,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X
TSJILOZ,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X
TSJIZLO,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
TSJIZOL,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TSJIOLZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TSJIOZL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSJLIZO,O,O,O,O,X,X,O,O,X,O,X,O,O,X,X,X
TSJLIOZ,O,O,X,O,X,X,O,O,O,O,X,X,X,X,X,X
TSJLZIO,O,O,O,O,X,X,O,O,X,O,X,O,O,X,X,X
TSJLZOI,O,O,O,O,O,X,O,O,O,O,X,O,O,X,O,X
TSJLOIZ,O,O,X,O,O,X,O,O,O,O,X,X,X,X,O,X
TSJLOZI,O,O,X,O,O,X,O,O,O,O,X,X,O,X,O,X
TSJZILO,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TSJZIOL,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,O
TSJZLIO,O,O,O,O,X,X,O,X,X,O,X,O,O,X,X,X
TSJZLOI,O,O,O,O,O,O,O,X,X,O,X,O,O,X,O,O
TSJZOIL,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,O
TSJZOLI,O,O,O,O,X,O,O,X,X,O,X,O,X,X,X,O
TSJOILZ,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TSJOIZL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TSJOLIZ,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X
TSJOLZI,O,O,X,O,O,X,O,O,O,O,X,X,O,X,X,X
TSJOZIL,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
TSJOZLI,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
TSZILJO,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TSZILOJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
TSZIJLO,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TSZIJOL,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,O
TSZIOLJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSZIOJL,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TSZLIJO,O,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X
TSZLIOJ,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
TSZLJIO,O,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X
TSZLJOI,O,O,O,O,O,O,O,X,X,O,X,O,X,X,O,O
TSZLOIJ,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
TSZLOJI,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
TSZJILO,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TSZJIOL,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,O
TSZJLIO,O,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X
TSZJLOI,O,O,O,O,O,O,O,X,X,O,X,O,X,X,O,O
TSZJOIL,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,O
TSZJOLI,O,O,O,O,X,O,O,X,X,O,X,O,X,X,X,O
TSZOILJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSZOIJL,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TSZOLIJ,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
TSZOLJI,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
TSZOJIL,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,O
TSZOJLI,O,O,O,O,X,O,O,X,X,O,X,O,X,X,X,O
TSOILJZ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X
TSOILZJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X
TSOIJLZ,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TSOIJZL,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TSOIZLJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSOIZJL,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSOLIJZ,O,O,O,O,O,X,O,X,O,O,X,X,X,X,O,X
TSOLIZJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
TSOLJIZ,O,O,O,O,O,X,O,X,O,O,X,X,X,X,O,X
TSOLJZI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,O,X
TSOLZIJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
TSOLZJI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
TSOJILZ,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TSOJIZL,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TSOJLIZ,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TSOJLZI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TSOJZIL,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSOJZLI,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TSOZILJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSOZIJL,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSOZLIJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
TSOZLJI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
TSOZJIL,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSOZJLI,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TZILJSO,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TZILJOS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TZILSJO,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TZILSOJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZILOJS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TZILOSJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZIJLSO,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TZIJLOS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TZIJSLO,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TZIJSOL,O,O,O,O,X,O,O,X,X,X,O,O,X,X,X,O
TZIJOLS,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,O
TZIJOSL,O,O,O,O,X,O,X,X,X,X,O,O,X,X,X,O
TZISLJO,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TZISLOJ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TZISJLO,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TZISJOL,O,O,O,O,X,O,O,X,X,X,O,O,X,X,X,O
TZISOLJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZISOJL,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TZIOLJS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TZIOLSJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZIOJLS,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
TZIOJSL,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X
TZIOSLJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZIOSJL,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TZLIJSO,O,O,O,O,X,X,O,X,X,X,O,O,X,O,X,X
TZLIJOS,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
TZLISJO,O,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X
TZLISOJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
TZLIOJS,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TZLIOSJ,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
TZLJISO,O,O,O,O,X,X,O,X,X,X,O,O,X,O,X,X
TZLJIOS,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
TZLJSIO,O,O,O,O,X,X,O,X,X,X,O,O,X,O,X,X
TZLJSOI,O,O,O,O,X,O,O,X,O,X,O,O,X,O,X,O
TZLJOIS,O,O,O,X,X,O,X,X,O,X,O,O,X,X,X,O
TZLJOSI,O,O,O,X,X,O,X,X,O,X,O,O,X,O,X,O
TZLSIJO,O,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X
TZLSIOJ,O,O,O,O,O,X,O,X,X,X,X,O,X,X,O,X
TZLSJIO,O,O,O,O,X,X,O,X,X,X,O,O,X,O,X,X
TZLSJOI,O,O,O,O,O,O,O,X,X,X,O,O,X,O,O,O
TZLSOIJ,O,O,O,O,O,X,O,X,X,X,X,O,X,X,O,X
TZLSOJI,O,O,O,O,O,X,O,X,X,X,O,O,X,X,O,X
TZLOIJS,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TZLOISJ,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
TZLOJIS,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X
TZLOJSI,O,O,O,X,X,O,X,X,X,X,O,O,X,O,X,X
TZLOSIJ,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X
TZLOSJI,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X
TZJILSO,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TZJILOS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TZJISLO,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TZJISOL,O,O,O,O,X,O,O,X,X,X,O,O,X,X,X,O
TZJIOLS,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,O
TZJIOSL,O,O,O,O,X,O,X,X,X,X,O,O,X,X,X,O
TZJLISO,O,O,O,O,X,X,O,X,X,X,O,O,X,O,X,X
TZJLIOS,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X
TZJLSIO,O,O,O,O,X,X,O,X,X,X,O,O,X,O,X,X
TZJLSOI,O,O,O,O,X,O,O,X,O,X,O,O,X,O,X,O
TZJLOIS,O,O,O,X,X,O,X,X,O,X,O,O,X,X,X,O
TZJLOSI,O,O,O,X,X,O,X,X,O,X,O,O,X,O,X,O
TZJSILO,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TZJSIOL,O,O,O,O,X,O,O,X,X,X,O,O,X,X,X,O
TZJSLIO,O,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X
TZJSLOI,O,O,O,O,X,O,O,X,X,X,O,O,X,X,X,O
TZJSOIL,O,O,O,O,X,O,O,X,X,X,O,O,X,X,X,O
TZJSOLI,O,O,O,O,X,O,O,X,X,X,O,O,X,X,X,O
TZJOILS,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,O
TZJOISL,O,O,O,O,X,O,X,X,X,X,O,O,X,X,X,O
TZJOLIS,O,O,O,X,X,O,X,X,O,X,O,O,X,X,X,O
TZJOLSI,O,O,O,X,X,O,X,X,O,X,O,O,X,X,X,O
TZJOSIL,O,O,O,O,X,O,X,X,X,X,O,O,X,X,X,O
TZJOSLI,O,O,O,O,X,O,X,X,X,X,O,O,X,X,X,O
TZSILJO,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TZSILOJ,O,O,O,O,O,X,O,X,X,X,X,X,X,X,O,X
TZSIJLO,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TZSIJOL,O,O,O,O,X,O,O,X,X,X,O,O,X,X,X,O
TZSIOLJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TZSIOJL,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TZSLIJO,O,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X
TZSLIOJ,O,O,O,O,O,X,O,X,X,X,X,O,X,X,O,X
TZSLJIO,O,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X
TZSLJOI,O,O,O,O,O,O,O,X,X,X,O,O,X,X,O,O
TZSLOIJ,O,O,O,O,O,X,O,X,X,X,X,O,X,X,O,X
TZSLOJI,O,O,O,O,O,X,O,X,X,X,O,O,X,X,O,X
TZSJILO,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TZSJIOL,O,O,O,O,X,O,O,X,X,X,O,O,X,X,X,O
TZSJLIO,O,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X
TZSJLOI,O,O,O,O,O,O,O,X,X,X,O,O,X,X,O,O
