sequence,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeFAJvhF3iB5oB?UmBTsBurByvB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeUAJvhFliB5oB?3mBTsByvBGrB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KezAJvhF3iB5oB?WsBVwBaqBUsB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeFAJvhFzhB5oB?UmBXsBusByvB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeGBJvhFliB5oB?/sB0rBaqBzqB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeUAJvhFzhB5oB?KrBFsBusB3qB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8Ke3AJvhFzhB5oB?KrBFsBusBUqB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8Ke3AJvhF1mB5oB?+sBinBTrBUqB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeUAJvhF1mB5oB?+sBinBTrB3qB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KezAJvhFUiB5oB?WsBVwBaqB3sB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeKGJvhFzhB5oB?XsBusB0qBFqB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeyFJvhF5oBUnB?XrBusBFqBzrB,v115@9gA8IeB8FeA8AeD8DeA8AeB8FeA8KeWGJvhF5oBTnB?0rBaqBXrBlsB
ISJLOZT,X,X,X,X,X,X,X,X,X,X,O,X,X
ISJZTLO,X,X,X,O,O,X,X,X,X,X,X,O,X
ISJZTOL,X,X,X,O,O,X,X,X,X,X,X,X,X
ISJZLTO,X,X,X,O,O,X,X,X,X,X,X,O,X
ISJZLOT,X,X,X,O,O,X,X,X,X,X,X,O,X
ISJZOTL,X,X,X,O,O,X,X,O,O,X,X,X,X
ISJZOLT,X,X,X,O,O,X,X,X,X,X,X,O,O
ISJOTLZ,X,X,X,X,X,X,X,O,X,X,X,X,X
ISJOTZL,O,X,X,X,X,X,X,O,O,X,X,X,X
ISJOLTZ,X,X,X,X,X,X,X,O,X,X,O,X,X
ISJOLZT,X,X,X,X,X,X,X,X,X,X,O,X,X
ISJOZTL,O,X,X,X,X,X,X,O,O,X,X,X,X
ISJOZLT,O,X,X,X,X,X,X,X,X,X,X,X,X
ISZTLJO,X,X,X,O,O,X,X,X,X,X,X,O,X
ISZTLOJ,X,X,X,O,O,X,X,X,X,X,X,X,X
ISZTJLO,X,X,O,O,O,X,X,X,X,X,X,O,X
ISZTJOL,X,X,O,O,O,X,X,X,X,X,X,X,X
ISZTOLJ,O,O,X,O,O,X,X,X,X,X,X,X,X
ISZTOJL,O,O,O,O,O,X,X,X,X,X,X,X,X
ISZLTJO,X,X,X,O,O,O,O,X,X,X,O,O,X
ISZLTOJ,X,X,X,O,O,O,O,X,X,X,O,X,X
ISZLJTO,X,X,X,O,O,X,X,X,X,X,O,O,X
ISZLJOT,X,X,X,O,O,X,X,X,X,X,O,O,X
ISZLOTJ,X,X,X,O,O,X,X,X,X,X,O,X,X
ISZLOJT,X,X,X,O,O,X,X,X,X,X,O,O,X
ISZJTLO,X,X,X,O,O,X,X,X,X,X,X,O,X
ISZJTOL,X,X,X,O,O,X,X,X,X,X,X,X,X
ISZJLTO,X,X,X,O,O,X,X,X,X,X,X,O,X
ISZJLOT,X,X,X,O,O,X,X,X,X,X,X,O,X
ISZJOTL,X,X,X,O,O,X,X,O,O,X,X,X,X
ISZJOLT,X,X,X,O,O,X,X,X,X,X,X,O,O
ISZOTLJ,O,O,X,O,O,X,X,X,X,X,X,X,X
ISZOTJL,O,O,X,O,O,X,X,O,O,X,X,X,X
ISZOLTJ,O,O,X,O,O,X,X,X,X,X,O,X,X
ISZOLJT,O,O,X,O,O,X,X,X,X,X,O,O,O
ISZOJTL,O,O,X,O,O,X,X,O,O,X,X,X,X
ISZOJLT,O,O,X,O,O,X,X,X,X,X,X,O,O
ISOTLJZ,X,O,O,X,X,X,X,O,X,X,O,X,X
ISOTLZJ,O,O,X,X,X,X,X,X,X,X,O,X,X
ISOTJLZ,X,O,O,X,X,X,X,O,X,O,X,X,X
ISOTJZL,O,O,O,X,X,X,X,O,O,O,X,X,X
ISOTZLJ,O,O,X,O,O,X,X,X,X,X,X,X,X
ISOTZJL,O,O,O,O,O,X,X,O,O,X,X,X,X
ISOLTJZ,X,O,X,X,X,X,O,O,X,X,O,X,X
ISOLTZJ,O,O,X,X,X,X,O,X,X,X,O,X,X
ISOLJTZ,X,O,X,X,X,X,X,O,X,X,O,X,X
ISOLJZT,X,O,X,X,X,X,X,X,X,X,O,X,X
ISOLZTJ,O,O,X,X,X,X,X,X,X,X,O,X,X
ISOLZJT,O,O,X,X,X,X,X,X,X,X,O,O,X
ISOJTLZ,X,O,X,X,X,X,X,O,X,X,X,X,X
ISOJTZL,O,O,X,X,X,X,X,O,O,X,X,X,X
ISOJLTZ,X,O,X,X,X,X,X,O,X,X,O,X,X
ISOJLZT,X,O,X,X,X,X,X,X,X,X,O,X,X
ISOJZTL,O,O,X,X,X,X,X,O,O,X,X,X,X
ISOJZLT,O,O,X,X,X,X,X,X,X,X,X,X,X
ISOZTLJ,O,O,X,O,O,X,X,X,X,X,X,X,X
ISOZTJL,O,O,X,O,O,X,X,O,O,X,X,X,X
ISOZLTJ,O,O,X,O,O,X,X,X,X,X,O,X,X
ISOZLJT,O,O,X,O,O,X,X,X,X,X,O,O,X
ISOZJTL,O,O,X,O,O,X,X,O,O,X,X,X,X
ISOZJLT,O,O,X,O,O,X,X,X,X,X,X,O,X
IZTLJSO,X,X,X,X,X,O,O,X,X,X,X,X,X
IZTLJOS,X,X,X,X,X,O,O,X,X,X,X,X,X
IZTLSJO,X,X,X,O,X,O,O,X,X,X,X,X,X
IZTLSOJ,X,X,X,O,X,O,O,X,X,X,X,X,X
IZTLOJS,O,X,X,X,X,O,O,X,X,X,X,X,X
IZTLOSJ,O,O,X,X,X,O,O,X,X,X,X,X,X
IZTJLSO,X,X,O,X,X,X,X,X,X,O,X,X,X
IZTJLOS,X,X,O,X,X,X,X,X,X,O,X,X,X
IZTJSLO,X,X,O,O,O,X,X,X,X,O,X,X,X
IZTJSOL,X,X,O,O,O,X,X,X,X,O,X,X,X
IZTJOLS,O,X,O,X,X,X,X,X,O,O,X,X,O
IZTJOSL,O,O,O,X,X,X,X,X,O,O,X,X,X
IZTSLJO,X,X,X,O,O,X,X,X,X,X,X,X,X
IZTSLOJ,X,X,X,O,O,X,X,X,X,X,X,X,X
IZTSJLO,X,X,O,O,O,X,X,X,X,X,X,X,X
IZTSJOL,X,X,O,O,O,X,X,X,X,X,X,X,X
IZTSOLJ,O,O,X,O,O,X,X,X,X,X,X,X,X
IZTSOJL,O,O,O,O,O,X,X,X,X,X,X,X,X
IZTOLJS,O,X,X,X,X,O,O,X,O,X,X,X,O
IZTOLSJ,O,O,X,X,X,O,O,X,X,X,X,X,X
IZTOJLS,O,X,O,X,X,X,X,X,O,O,X,X,O
IZTOJSL,O,O,O,X,X,X,X,X,O,O,X,X,X
IZTOSLJ,O,O,X,O,X,X,X,X,X,X,X,X,X
IZTOSJL,O,O,O,O,X,X,X,X,O,X,X,X,X
IZLTJSO,X,X,X,X,X,O,O,X,X,X,X,X,X
IZLTJOS,X,X,X,X,X,O,O,X,X,X,X,X,X
IZLTSJO,X,X,X,O,X,O,O,X,X,X,X,X,X
IZLTSOJ,X,X,X,O,X,O,O,X,X,X,X,X,X
IZLTOJS,O,X,X,X,X,O,O,X,X,X,X,X,X
IZLTOSJ,O,O,X,X,X,O,O,X,X,X,X,X,X
IZLJTSO,X,X,X,X,X,O,X,X,X,X,X,X,X
IZLJTOS,X,X,X,X,X,O,X,X,X,X,X,X,X
IZLJSTO,X,X,X,X,O,X,X,X,X,X,X,X,X
IZLJSOT,X,X,X,X,O,X,X,X,X,X,X,X,X
IZLJOTS,X,X,X,X,X,X,X,X,O,X,X,X,O
IZLJOST,X,X,X,X,X,X,X,X,X,X,X,X,O
IZLSTJO,X,X,X,O,O,O,O,X,X,X,X,O,X
IZLSTOJ,X,X,X,O,O,O,O,X,X,X,X,X,X
IZLSJTO,X,X,X,O,O,X,X,X,X,X,X,O,X
IZLSJOT,X,X,X,O,O,X,X,X,X,X,X,O,X
IZLSOTJ,X,X,X,O,O,X,X,X,X,X,X,X,X
IZLSOJT,X,X,X,O,O,X,X,X,X,X,X,O,X
IZLOTJS,O,X,X,X,X,O,X,X,O,X,X,X,O
IZLOTSJ,O,O,X,X,X,O,X,X,X,X,X,X,X
IZLOJTS,O,X,X,X,X,X,X,X,O,X,X,X,O
IZLOJST,O,X,X,X,X,X,X,X,X,X,X,X,O
IZLOSTJ,O,O,X,X,X,X,X,X,X,X,X,X,X
IZLOSJT,O,O,X,X,X,X,X,X,X,X,X,X,O
IZJTLSO,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJTLOS,X,X,X,X,X,X,X,X,X,X,X,X,X
IZJTSLO,X,X,X,O,O,X,X,X,X,X,X,X,X
IZJTSOL,X,X,X,O,O,X,X,X,X,X,X,X,X
IZJTOLS,O,X,X,X,X,X,X,X,O,X,X,X,O
IZJTOSL,O,O,X,X,X,X,X,X,O,X,X,X,X
IZJLTSO,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJLTOS,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJLSTO,X,X,X,X,O,X,X,X,X,X,X,X,X
IZJLSOT,X,X,X,X,O,X,X,X,X,X,X,X,X
IZJLOTS,X,X,X,X,X,X,X,X,O,X,X,X,O
IZJLOST,X,X,X,X,X,X,X,X,X,X,X,X,O
IZJSTLO,X,X,X,O,O,X,X,X,X,X,X,X,X
IZJSTOL,X,X,X,O,O,X,X,X,X,X,X,X,X
IZJSLTO,X,X,X,O,O,X,X,X,X,X,X,X,X
IZJSLOT,X,X,X,O,O,X,X,X,X,X,X,X,X
IZJSOTL,X,X,X,O,O,X,X,O,O,X,X,X,X
IZJSOLT,X,X,X,O,O,X,X,X,X,X,X,X,O
IZJOTLS,O,X,X,X,X,X,X,X,O,X,X,X,O
IZJOTSL,O,O,X,X,X,X,X,O,O,X,X,X,X
IZJOLTS,O,X,X,X,X,X,X,X,O,X,X,X,O
IZJOLST,O,X,X,X,X,X,X,X,X,X,X,X,O
IZJOSTL,O,O,X,X,O,X,X,O,O,X,X,X,X
IZJOSLT,O,O,X,X,O,X,X,X,X,X,X,X,O
IZSTLJO,X,X,X,O,O,X,X,X,X,X,X,O,X
IZSTLOJ,X,X,X,O,O,X,X,X,X,X,X,X,X
IZSTJLO,X,X,O,O,O,X,X,X,X,X,X,O,X
IZSTJOL,X,X,O,O,O,X,X,X,X,X,X,X,X
IZSTOLJ,O,O,X,O,O,X,X,X,X,X,X,X,X
IZSTOJL,O,O,O,O,O,X,X,X,X,X,X,X,X
IZSLTJO,X,X,X,O,O,O,O,X,X,X,O,O,X
IZSLTOJ,X,X,X,O,O,O,O,X,X,X,O,X,X
IZSLJTO,X,X,X,O,O,X,X,X,X,X,O,O,X
IZSLJOT,X,X,X,O,O,X,X,X,X,X,O,O,X
IZSLOTJ,X,X,X,O,O,X,X,X,X,X,O,X,X
IZSLOJT,X,X,X,O,O,X,X,X,X,X,O,O,X
IZSJTLO,X,X,X,O,O,X,X,X,X,X,X,O,X
IZSJTOL,X,X,X,O,O,X,X,X,X,X,X,X,X
IZSJLTO,X,X,X,O,O,X,X,X,X,X,X,O,X
IZSJLOT,X,X,X,O,O,X,X,X,X,X,X,O,X
IZSJOTL,X,X,X,O,O,X,X,O,O,X,X,X,X
IZSJOLT,X,X,X,O,O,X,X,X,X,X,X,O,O
IZSOTLJ,O,O,X,O,O,X,X,X,X,X,X,X,X
IZSOTJL,O,O,X,O,O,X,X,O,O,X,X,X,X
IZSOLTJ,O,O,X,O,O,X,X,X,X,X,O,X,X
IZSOLJT,O,O,X,O,O,X,X,X,X,X,O,O,O
IZSOJTL,O,O,X,O,O,X,X,O,O,X,X,X,X
IZSOJLT,O,O,X,O,O,X,X,X,X,X,X,O,O
IZOTLJS,O,X,X,X,X,X,X,X,O,X,X,X,O
IZOTLSJ,O,O,X,X,X,X,X,X,X,X,X,X,X
IZOTJLS,O,X,O,X,X,X,X,X,O,O,X,X,O
IZOTJSL,O,O,O,X,X,X,X,O,O,O,X,X,X
IZOTSLJ,O,O,X,O,X,X,X,X,X,X,X,X,X
IZOTSJL,O,O,O,O,X,X,X,O,O,X,X,X,X
IZOLTJS,O,X,X,X,X,O,X,X,O,X,X,X,O
IZOLTSJ,O,O,X,X,X,O,X,X,X,X,X,X,X
IZOLJTS,O,X,X,X,X,X,X,X,O,X,X,X,O
IZOLJST,O,X,X,X,X,X,X,X,X,X,X,X,O
IZOLSTJ,O,O,X,X,X,X,X,X,X,X,X,X,X
IZOLSJT,O,O,X,X,X,X,X,X,X,X,X,X,O
IZOJTLS,O,X,X,X,X,X,X,X,O,X,X,X,O
IZOJTSL,O,O,X,X,X,X,X,O,O,X,X,X,X
IZOJLTS,O,X,X,X,X,X,X,X,O,X,X,X,O
IZOJLST,O,X,X,X,X,X,X,X,X,X,X,X,O
IZOJSTL,O,O,X,X,O,X,X,O,O,X,X,X,X
IZOJSLT,O,O,X,X,O,X,X,X,X,X,X,X,O
IZOSTLJ,O,O,X,O,O,X,X,X,X,X,X,X,X
IZOSTJL,O,O,X,O,O,X,X,O,O,X,X,X,X
IZOSLTJ,O,O,X,O,O,X,X,X,X,X,X,X,X
IZOSLJT,O,O,X,O,O,X,X,X,X,X,X,X,O
IZOSJTL,O,O,X,O,O,X,X,O,O,X,X,X,X
IZOSJLT,O,O,X,O,O,X,X,X,X,X,X,X,O
IOTLJSZ,X,X,O,X,X,O,O,O,X,O,X,X,X
IOTLJZS,X,X,O,X,X,O,O,X,O,O,X,X,X
IOTLSJZ,X,O,O,X,X,O,O,O,X,X,X,X,X
IOTLSZJ,O,O,X,X,X,O,O,X,X,X,X,X,X
IOTLZJS,O,X,X,X,X,O,O,X,O,X,X,X,X
IOTLZSJ,O,O,X,X,X,O,O,X,X,X,X,X,X
IOTJLSZ,X,X,O,X,X,O,O,O,X,O,X,X,X
IOTJLZS,X,X,O,X,X,O,O,X,O,O,X,X,X
IOTJSLZ,X,O,O,X,X,X,X,O,X,O,X,X,X
IOTJSZL,O,O,O,X,X,X,X,O,O,O,X,X,X
IOTJZLS,O,X,O,X,X,X,X,X,O,O,X,X,X
IOTJZSL,O,O,O,X,X,X,X,O,O,O,X,X,X
IOTSLJZ,X,O,O,X,X,O,O,O,X,X,X,X,X
IOTSLZJ,O,O,X,X,X,O,O,X,X,X,X,X,X
IOTSJLZ,X,O,O,X,X,X,X,O,X,O,X,X,X
IOTSJZL,O,O,O,X,X,X,X,O,O,O,X,X,X
IOTSZLJ,O,O,X,O,O,X,X,X,X,X,X,X,X
IOTSZJL,O,O,O,O,O,X,X,O,O,X,X,X,X
IOTZLJS,O,X,X,X,X,O,O,X,O,X,X,X,X
IOTZLSJ,O,O,X,X,X,O,O,X,X,X,X,X,X
IOTZJLS,O,X,O,X,X,X,X,X,O,O,X,X,X
IOTZJSL,O,O,O,X,X,X,X,O,O,O,X,X,X
IOTZSLJ,O,O,X,O,X,X,X,X,X,X,X,X,X
IOTZSJL,O,O,O,O,X,X,X,O,O,X,X,X,X
IOLTJSZ,X,X,O,X,X,O,O,O,X,O,X,X,X
IOLTJZS,X,X,O,X,X,O,O,X,O,O,X,X,X
IOLTSJZ,X,O,O,X,X,O,O,O,X,X,X,X,X
IOLTSZJ,O,O,X,X,X,O,O,X,X,X,X,X,X
IOLTZJS,O,X,X,X,X,O,O,X,O,X,X,X,X
IOLTZSJ,O,O,X,X,X,O,O,X,X,X,X,X,X
IOLJTSZ,X,X,X,X,X,X,X,O,X,X,X,X,X
IOLJTZS,X,X,X,X,X,X,X,X,O,X,X,X,X
IOLJSTZ,X,X,X,X,X,X,X,O,X,X,X,X,X
IOLJSZT,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLJZTS,X,X,X,X,X,X,X,X,O,X,X,X,X
IOLJZST,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLSTJZ,X,O,X,X,X,X,O,O,X,X,X,X,X
IOLSTZJ,O,O,X,X,X,X,O,X,X,X,X,X,X
IOLSJTZ,X,O,X,X,X,X,X,O,X,X,X,X,X
IOLSJZT,X,O,X,X,X,X,X,X,X,X,X,X,X
IOLSZTJ,O,O,X,X,X,X,X,X,X,X,X,X,X
IOLSZJT,O,O,X,X,X,X,X,X,X,X,X,O,X
IOLZTJS,O,X,X,X,X,O,X,X,O,X,X,X,X
IOLZTSJ,O,O,X,X,X,O,X,X,X,X,X,X,X
IOLZJTS,O,X,X,X,X,X,X,X,O,X,X,X,X
IOLZJST,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLZSTJ,O,O,X,X,X,X,X,X,X,X,X,X,X
IOLZSJT,O,O,X,X,X,X,X,X,X,X,X,X,X
IOJTLSZ,X,X,O,X,X,X,X,O,X,O,X,X,X
IOJTLZS,X,X,O,X,X,X,X,X,O,O,X,X,X
IOJTSLZ,X,O,O,X,X,X,X,O,X,O,X,X,X
IOJTSZL,O,O,O,X,X,X,X,O,O,O,X,X,X
IOJTZLS,O,X,O,X,X,X,X,X,O,O,X,X,X
IOJTZSL,O,O,O,X,X,X,X,O,O,O,X,X,X
IOJLTSZ,X,X,X,X,X,X,X,O,X,X,X,X,X
IOJLTZS,X,X,X,X,X,X,X,X,O,X,X,X,X
IOJLSTZ,X,X,X,X,X,X,X,O,X,X,X,X,X
IOJLSZT,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLZTS,X,X,X,X,X,X,X,X,O,X,X,X,X
IOJLZST,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJSTLZ,X,O,X,X,X,X,X,O,X,X,X,X,X
IOJSTZL,O,O,X,X,X,X,X,O,O,X,X,X,X
IOJSLTZ,X,O,X,X,X,X,X,O,X,X,X,X,X
IOJSLZT,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJSZTL,O,O,X,X,X,X,X,O,O,X,X,X,X
IOJSZLT,O,O,X,X,X,X,X,X,X,X,X,X,X
IOJZTLS,O,X,X,X,X,X,X,X,O,X,X,X,O
IOJZTSL,O,O,X,X,X,X,X,O,O,X,X,X,X
IOJZLTS,O,X,X,X,X,X,X,X,O,X,X,X,O
IOJZLST,O,X,X,X,X,X,X,X,X,X,X,X,O
IOJZSTL,O,O,X,X,X,X,X,O,O,X,X,X,X
IOJZSLT,O,O,X,X,X,X,X,X,X,X,X,X,O
IOSTLJZ,X,O,O,X,X,X,X,O,X,X,O,X,X
IOSTLZJ,O,O,X,X,X,X,X,X,X,X,O,X,X
IOSTJLZ,X,O,O,X,X,X,X,O,X,O,X,X,X
IOSTJZL,O,O,O,X,X,X,X,O,O,O,X,X,X
IOSTZLJ,O,O,X,O,O,X,X,X,X,X,X,X,X
IOSTZJL,O,O,O,O,O,X,X,O,O,X,X,X,X
IOSLTJZ,X,O,X,X,X,X,O,O,X,X,O,X,X
IOSLTZJ,O,O,X,X,X,X,O,X,X,X,O,X,X
IOSLJTZ,X,O,X,X,X,X,X,O,X,X,O,X,X
IOSLJZT,X,O,X,X,X,X,X,X,X,X,O,X,X
IOSLZTJ,O,O,X,X,X,X,X,X,X,X,O,X,X
IOSLZJT,O,O,X,X,X,X,X,X,X,X,O,O,X
IOSJTLZ,X,O,X,X,X,X,X,O,X,X,X,X,X
IOSJTZL,O,O,X,X,X,X,X,O,O,X,X,X,X
IOSJLTZ,X,O,X,X,X,X,X,O,X,X,O,X,X
IOSJLZT,X,O,X,X,X,X,X,X,X,X,O,X,X
IOSJZTL,O,O,X,X,X,X,X,O,O,X,X,X,X
IOSJZLT,O,O,X,X,X,X,X,X,X,X,X,X,X
IOSZTLJ,O,O,X,O,O,X,X,X,X,X,X,X,X
IOSZTJL,O,O,X,O,O,X,X,O,O,X,X,X,X
IOSZLTJ,O,O,X,O,O,X,X,X,X,X,O,X,X
IOSZLJT,O,O,X,O,O,X,X,X,X,X,O,O,X
IOSZJTL,O,O,X,O,O,X,X,O,O,X,X,X,X
IOSZJLT,O,O,X,O,O,X,X,X,X,X,X,O,X
IOZTLJS,O,X,X,X,X,X,X,X,O,X,X,X,O
IOZTLSJ,O,O,X,X,X,X,X,X,X,X,X,X,X
IOZTJLS,O,X,O,X,X,X,X,X,O,O,X,X,O
IOZTJSL,O,O,O,X,X,X,X,O,O,O,X,X,X
IOZTSLJ,O,O,X,O,X,X,X,X,X,X,X,X,X
IOZTSJL,O,O,O,O,X,X,X,O,O,X,X,X,X
IOZLTJS,O,X,X,X,X,O,X,X,O,X,X,X,O
IOZLTSJ,O,O,X,X,X,O,X,X,X,X,X,X,X
IOZLJTS,O,X,X,X,X,X,X,X,O,X,X,X,O
IOZLJST,O,X,X,X,X,X,X,X,X,X,X,X,O
IOZLSTJ,O,O,X,X,X,X,X,X,X,X,X,X,X
IOZLSJT,O,O,X,X,X,X,X,X,X,X,X,X,O
IOZJTLS,O,X,X,X,X,X,X,X,O,X,X,X,O
IOZJTSL,O,O,X,X,X,X,X,O,O,X,X,X,X
IOZJLTS,O,X,X,X,X,X,X,X,O,X,X,X,O
IOZJLST,O,X,X,X,X,X,X,X,X,X,X,X,O
IOZJSTL,O,O,X,X,O,X,X,O,O,X,X,X,X
IOZJSLT,O,O,X,X,O,X,X,X,X,X,X,X,O
IOZSTLJ,O,O,X,O,O,X,X,X,X,X,X,X,X
IOZSTJL,O,O,X,O,O,X,X,O,O,X,X,X,X
IOZSLTJ,O,O,X,O,O,X,X,X,X,X,X,X,X
IOZSLJT,O,O,X,O,O,X,X,X,X,X,X,X,O
IOZSJTL,O,O,X,O,O,X,X,O,O,X,X,X,X
IOZSJLT,O,O,X,O,O,X,X,X,X,X,X,X,O
LTIJSZO,X,X,O,X,X,O,O,X,X,O,X,X,X
LTIJSOZ,X,X,O,X,X,O,O,X,X,O,X,X,X
LTIJZSO,X,X,O,X,X,O,O,X,X,O,X,X,X
LTIJZOS,X,X,O,X,X,O,O,X,X,O,X,X,X
LTIJOSZ,X,X,O,X,X,O,O,X,X,O,X,X,X
LTIJOZS,X,X,O,X,X,O,O,X,X,O,X,X,X
LTISJZO,X,X,O,X,X,O,O,X,X,X,X,X,X
LTISJOZ,X,X,O,X,X,O,O,X,X,X,X,X,X
LTISZJO,X,X,X,O,O,O,O,X,X,X,X,O,X
LTISZOJ,X,X,X,O,O,O,O,X,X,X,X,X,X
LTISOJZ,X,X,O,X,X,O,O,X,X,X,X,X,X
LTISOZJ,O,X,X,X,X,O,O,X,X,X,X,X,X
LTIZJSO,X,X,X,X,X,O,O,X,X,X,X,X,X
LTIZJOS,X,X,X,X,X,O,O,X,X,X,X,X,X
LTIZSJO,X,X,X,O,X,O,O,X,X,X,X,X,X
LTIZSOJ,X,X,X,O,X,O,O,X,X,X,X,X,X
LTIZOJS,O,X,X,X,X,O,O,X,X,X,X,X,X
LTIZOSJ,O,O,X,X,X,O,O,X,X,X,X,X,X
LTIOJSZ,X,X,O,X,X,O,O,X,X,O,X,X,X
LTIOJZS,X,X,O,X,X,O,O,X,X,O,X,X,X
LTIOSJZ,X,O,O,X,X,O,O,X,X,X,X,X,X
LTIOSZJ,O,O,X,X,X,O,O,X,X,X,X,X,X
LTIOZJS,O,X,X,X,X,O,O,X,X,X,X,X,X
LTIOZSJ,O,O,X,X,X,O,O,X,X,X,X,X,X
LTJISZO,X,X,O,X,X,O,O,X,X,O,X,X,X
LTJISOZ,X,X,O,X,X,O,O,X,X,O,X,X,X
LTJIZSO,X,X,O,X,X,O,O,X,X,O,X,X,X
LTJIZOS,X,X,O,X,X,O,O,X,X,O,X,X,X
LTJIOSZ,X,X,O,X,X,O,O,X,X,O,X,X,X
LTJIOZS,X,X,O,X,X,O,O,X,X,O,X,X,X
LTJSIZO,X,X,O,X,X,X,O,X,X,X,X,X,X
LTJSIOZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LTJSZIO,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSZOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSOIZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LTJSOZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZISO,X,X,X,X,X,O,X,X,X,O,X,X,X
LTJZIOS,X,X,X,X,X,O,X,X,X,O,X,X,X
LTJZSIO,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZSOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZOIS,X,X,X,X,X,O,X,X,X,O,X,X,X
LTJZOSI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOISZ,X,X,O,X,X,O,O,X,X,O,X,X,X
LTJOIZS,X,X,O,X,X,O,O,X,X,O,X,X,X
LTJOSIZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LTJOSZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOZIS,X,X,X,X,X,O,X,X,X,O,X,X,X
LTJOZSI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIJZO,X,X,O,X,X,O,O,X,X,X,X,X,X
LTSIJOZ,X,X,O,X,X,O,O,X,X,X,X,X,X
LTSIZJO,X,X,X,O,O,O,O,X,X,X,X,O,X
LTSIZOJ,X,X,X,O,O,O,O,X,X,X,X,X,X
LTSIOJZ,X,X,O,X,X,O,O,X,X,X,X,X,X
LTSIOZJ,O,X,X,X,X,O,O,X,X,X,X,X,X
LTSJIZO,X,X,O,X,X,X,O,X,X,X,X,X,X
LTSJIOZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LTSJZIO,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJZOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOIZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LTSJOZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZIJO,X,X,X,O,O,O,O,X,X,X,X,O,X
LTSZIOJ,X,X,X,O,O,O,O,X,X,X,X,X,X
LTSZJIO,X,X,X,X,O,X,X,X,X,X,X,X,X
LTSZJOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZOIJ,X,X,X,O,X,O,O,X,X,X,X,X,X
LTSZOJI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOIJZ,X,X,O,X,X,O,O,X,X,X,X,X,X
LTSOIZJ,O,X,X,X,X,O,O,X,X,X,X,X,X
LTSOJIZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LTSOJZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOZIJ,O,X,X,X,X,O,O,X,X,X,X,X,X
LTSOZJI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIJSO,X,X,X,X,X,O,O,X,X,X,X,X,X
LTZIJOS,X,X,X,X,X,O,O,X,X,X,X,X,X
LTZISJO,X,X,X,O,X,O,O,X,X,X,X,X,X
LTZISOJ,X,X,X,O,X,O,O,X,X,X,X,X,X
LTZIOJS,O,X,X,X,X,O,O,X,X,X,X,X,X
LTZIOSJ,O,O,X,X,X,O,O,X,X,X,X,X,X
LTZJISO,X,X,X,X,X,O,X,X,X,X,X,X,X
LTZJIOS,X,X,X,X,X,O,X,X,X,X,X,X,X
LTZJSIO,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJSOI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJOIS,X,X,X,X,X,O,X,X,X,X,X,X,X
LTZJOSI,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIJO,X,X,X,O,X,O,O,X,X,X,X,X,X
