sequence,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeGBJvhFxiBFlB8qB6?sBToB3rB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeGBJvhFTiB6oBRlB8?sBlqB3rB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeRBJvhFCjBUlBGmB/?sBToBVwB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeRBJvhFCjBFlB8qB+?rB/sBTtB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeRBJvhFCjBFlB8qBT?oBGsB3rB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JezBJvhFfoB6oBRlBl?qBGsBUrB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeGBJvhF/nBRlBToB0?qBlrBCtB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeWHJvhFTjBRlBXnBl?qBCtBUrB
JZSLTIO,X,O,O,O,X,O,X,X
JZSLTOI,X,O,O,O,X,O,X,X
JZSLITO,O,O,O,O,O,X,X,X
JZSLIOT,O,O,O,O,O,O,X,X
JZSLOTI,X,O,X,O,X,O,X,X
JZSLOIT,O,O,X,O,X,O,X,X
JZSOTIL,X,O,O,O,X,X,X,X
JZSOTLI,X,O,O,O,X,O,X,X
JZSOITL,O,O,X,O,X,X,X,X
JZSOILT,O,O,O,O,O,O,X,X
JZSOLTI,X,O,O,O,X,O,X,X
JZSOLIT,O,O,O,O,O,O,X,X
JZOTILS,O,O,X,X,O,X,O,X
JZOTISL,O,O,X,O,O,X,O,X
JZOTLIS,O,O,X,X,O,X,X,X
JZOTLSI,X,O,X,O,O,X,X,X
JZOTSIL,X,O,X,O,O,X,X,X
JZOTSLI,X,O,X,O,O,O,X,X
JZOITLS,O,O,X,X,O,X,O,X
JZOITSL,O,X,X,X,X,X,O,X
JZOILTS,O,O,X,X,O,X,O,X
JZOILST,O,O,X,X,O,X,X,X
JZOISTL,O,X,X,O,X,X,O,X
JZOISLT,O,O,X,O,O,O,X,X
JZOLTIS,O,O,X,X,O,X,X,X
JZOLTSI,X,O,X,X,O,X,X,X
JZOLITS,O,O,X,X,O,X,X,X
JZOLIST,O,O,X,X,O,X,X,X
JZOLSTI,X,O,X,O,X,X,X,X
JZOLSIT,O,O,X,O,O,X,X,X
JZOSTIL,X,O,O,O,X,X,X,X
JZOSTLI,X,O,O,O,X,O,X,X
JZOSITL,O,O,X,O,X,X,X,X
JZOSILT,O,O,O,O,O,O,X,X
JZOSLTI,X,O,O,O,X,O,X,X
JZOSLIT,O,O,O,O,O,O,X,X
JOTILSZ,O,X,X,X,O,O,X,X
JOTILZS,O,X,X,X,O,X,X,X
JOTISLZ,X,X,O,O,O,O,X,X
JOTISZL,O,X,O,O,X,O,X,X
JOTIZLS,O,X,X,X,O,X,X,X
JOTIZSL,O,X,X,O,O,O,X,X
JOTLISZ,O,X,X,X,O,X,X,X
JOTLIZS,O,X,X,X,O,X,X,X
JOTLSIZ,O,X,O,O,O,O,X,X
JOTLSZI,O,X,O,O,O,O,X,X
JOTLZIS,O,X,X,X,O,X,X,X
JOTLZSI,O,X,X,O,O,X,X,X
JOTSILZ,X,X,O,O,O,O,X,X
JOTSIZL,O,X,O,O,X,O,X,X
JOTSLIZ,O,X,O,O,O,O,X,X
JOTSLZI,O,X,O,O,O,O,X,X
JOTSZIL,O,X,O,O,O,X,X,X
JOTSZLI,O,X,O,O,O,O,X,X
JOTZILS,O,X,X,X,O,X,O,X
JOTZISL,O,X,O,O,O,X,O,X
JOTZLIS,O,X,X,X,O,X,X,X
JOTZLSI,O,X,O,O,O,X,X,X
JOTZSIL,O,X,O,O,O,X,X,X
JOTZSLI,O,X,O,O,O,O,X,X
JOITLSZ,O,X,X,X,O,X,X,X
JOITLZS,O,X,X,X,O,X,X,X
JOITSLZ,X,X,X,O,O,O,X,X
JOITSZL,O,X,X,O,X,X,X,X
JOITZLS,O,X,X,X,O,X,X,X
JOITZSL,O,X,X,O,O,X,X,X
JOILTSZ,O,X,X,X,O,X,X,X
JOILTZS,O,X,X,X,O,X,X,X
JOILSTZ,O,X,X,X,X,O,X,X
JOILSZT,O,X,X,X,X,O,X,X
JOILZTS,O,X,X,X,O,X,X,X
JOILZST,O,X,X,X,O,X,X,X
JOISTLZ,O,X,X,O,X,O,X,X
JOISTZL,O,X,X,O,X,X,X,X
JOISLTZ,O,X,X,O,X,O,X,X
JOISLZT,O,X,X,O,X,O,X,X
JOISZTL,O,X,X,O,X,X,X,X
JOISZLT,O,X,X,O,X,O,X,X
JOIZTLS,O,X,X,X,O,X,O,X
JOIZTSL,O,X,X,X,X,X,O,X
JOIZLTS,O,X,X,X,O,X,O,X
JOIZLST,O,X,X,X,O,X,X,X
JOIZSTL,O,X,X,O,X,X,O,X
JOIZSLT,O,X,X,O,O,O,X,X
JOLTISZ,O,X,X,X,O,X,X,X
JOLTIZS,O,X,X,X,O,X,X,X
JOLTSIZ,O,X,X,O,O,O,X,X
JOLTSZI,O,X,X,O,O,O,X,X
JOLTZIS,O,X,X,X,O,X,X,X
JOLTZSI,O,X,X,O,O,X,X,X
JOLITSZ,O,X,X,X,O,X,X,X
JOLITZS,O,X,X,X,O,X,X,X
JOLISTZ,O,X,X,X,X,O,X,X
JOLISZT,O,X,X,X,X,O,X,X
JOLIZTS,O,X,X,X,O,X,X,X
JOLIZST,O,X,X,X,O,X,X,X
JOLSTIZ,O,X,X,O,O,O,X,X
JOLSTZI,O,X,X,O,O,O,X,X
JOLSITZ,O,X,X,O,X,O,X,X
JOLSIZT,O,X,X,O,X,O,X,X
JOLSZTI,O,X,X,O,X,O,X,X
JOLSZIT,O,X,X,O,O,O,X,X
JOLZTIS,O,X,X,X,O,X,X,X
JOLZTSI,X,X,X,X,O,X,X,X
JOLZITS,O,X,X,X,O,X,X,X
JOLZIST,O,X,X,X,O,X,X,X
JOLZSTI,X,X,X,O,X,X,X,X
JOLZSIT,O,X,X,O,O,X,X,X
JOSTILZ,O,X,O,O,O,O,X,X
JOSTIZL,O,X,O,O,X,O,X,X
JOSTLIZ,O,X,O,O,O,O,X,X
JOSTLZI,O,X,O,O,O,O,X,X
JOSTZIL,O,X,O,O,O,X,X,X
JOSTZLI,O,X,O,O,O,O,X,X
JOSITLZ,O,X,X,O,X,O,X,X
JOSITZL,O,X,X,O,X,X,X,X
JOSILTZ,O,X,O,O,X,O,X,X
JOSILZT,O,X,O,O,X,O,X,X
JOSIZTL,O,X,X,O,X,X,X,X
JOSIZLT,O,X,X,O,X,O,X,X
JOSLTIZ,O,X,O,O,O,O,X,X
JOSLTZI,O,X,O,O,O,O,X,X
JOSLITZ,O,X,O,O,X,O,X,X
JOSLIZT,O,X,O,O,X,O,X,X
JOSLZTI,O,X,O,O,X,O,X,X
JOSLZIT,O,X,O,O,O,O,X,X
JOSZTIL,O,X,O,O,X,X,X,X
JOSZTLI,O,X,O,O,X,O,X,X
JOSZITL,O,X,X,O,X,X,X,X
JOSZILT,O,X,O,O,O,O,X,X
JOSZLTI,O,X,O,O,X,O,X,X
JOSZLIT,O,X,O,O,O,O,X,X
JOZTILS,O,X,X,X,O,X,O,X
JOZTISL,O,X,X,O,O,X,O,X
JOZTLIS,O,X,X,X,O,X,X,X
JOZTLSI,X,X,X,O,O,X,X,X
JOZTSIL,X,X,X,O,O,X,X,X
JOZTSLI,X,X,X,O,O,O,X,X
JOZITLS,O,X,X,X,O,X,O,X
JOZITSL,O,X,X,X,X,X,O,X
JOZILTS,O,X,X,X,O,X,O,X
JOZILST,O,X,X,X,O,X,X,X
JOZISTL,O,X,X,O,X,X,O,X
JOZISLT,O,X,X,O,O,O,X,X
JOZLTIS,O,X,X,X,O,X,X,X
JOZLTSI,X,X,X,X,O,X,X,X
JOZLITS,O,X,X,X,O,X,X,X
JOZLIST,O,X,X,X,O,X,X,X
JOZLSTI,X,X,X,O,X,X,X,X
JOZLSIT,O,X,X,O,O,X,X,X
JOZSTIL,X,X,O,O,X,X,X,X
JOZSTLI,X,X,O,O,X,O,X,X
JOZSITL,O,X,X,O,X,X,X,X
JOZSILT,O,X,O,O,O,O,X,X
JOZSLTI,X,X,O,O,X,O,X,X
JOZSLIT,O,X,O,O,O,O,X,X
STILJZO,O,O,O,O,X,O,X,X
STILJOZ,X,O,O,O,X,O,X,O
STILZJO,O,O,O,X,X,O,X,X
STILZOJ,O,O,O,X,X,X,X,X
STILOJZ,O,O,O,O,X,O,X,O
STILOZJ,O,O,O,X,X,X,X,X
STIJLZO,X,O,O,O,O,O,X,X
STIJLOZ,X,O,O,X,O,O,X,X
STIJZLO,X,O,O,O,X,O,X,X
STIJZOL,X,O,O,O,X,O,X,X
STIJOLZ,X,O,O,O,O,O,X,X
STIJOZL,X,O,O,O,X,O,X,X
STIZLJO,O,O,O,X,X,O,X,X
STIZLOJ,O,O,O,X,X,X,X,X
STIZJLO,O,O,O,O,O,O,X,X
STIZJOL,O,O,O,O,O,O,X,X
STIZOLJ,O,O,O,X,O,X,X,X
STIZOJL,O,O,O,X,O,X,X,X
STIOLJZ,O,O,O,O,O,O,X,X
STIOLZJ,O,O,O,X,O,X,X,X
STIOJLZ,X,O,O,O,O,O,X,X
STIOJZL,O,O,O,O,X,O,X,X
STIOZLJ,O,O,O,X,X,X,X,X
STIOZJL,O,O,O,X,X,X,X,X
STLIJZO,O,O,O,O,X,O,X,X
STLIJOZ,O,O,O,O,X,O,X,O
STLIZJO,O,O,O,X,X,O,X,X
STLIZOJ,O,O,O,X,X,X,X,X
STLIOJZ,O,O,O,O,X,O,X,O
STLIOZJ,O,O,O,X,X,X,X,X
STLJIZO,O,O,O,O,X,O,X,X
STLJIOZ,O,O,O,O,X,O,X,X
STLJZIO,O,O,O,O,X,O,X,X
STLJZOI,O,O,O,O,X,O,X,X
STLJOIZ,O,X,O,O,X,O,X,X
STLJOZI,O,O,O,O,X,O,X,X
STLZIJO,O,O,O,X,X,O,X,X
STLZIOJ,O,O,O,X,X,X,X,X
STLZJIO,O,O,O,O,X,O,X,X
STLZJOI,O,O,O,O,X,O,X,X
STLZOIJ,O,O,O,X,X,X,X,X
STLZOJI,O,O,O,X,X,X,X,X
STLOIJZ,O,O,O,O,X,O,X,O
STLOIZJ,O,O,O,X,X,X,X,X
STLOJIZ,O,X,O,O,X,O,X,X
STLOJZI,O,O,O,O,X,O,X,X
STLOZIJ,O,O,O,X,X,X,X,X
STLOZJI,O,O,O,O,X,X,X,X
STJILZO,X,O,O,O,O,O,X,X
STJILOZ,X,O,O,O,O,O,X,X
STJIZLO,X,O,O,O,X,O,X,X
STJIZOL,X,O,O,O,X,O,X,X
STJIOLZ,X,O,O,O,O,O,X,X
STJIOZL,X,O,O,O,X,O,X,X
STJLIZO,O,O,O,O,O,O,X,X
STJLIOZ,O,O,O,O,O,O,X,X
STJLZIO,O,O,O,O,O,O,X,X
STJLZOI,O,O,O,O,X,O,X,X
STJLOIZ,O,X,O,O,X,O,X,X
STJLOZI,O,O,O,O,X,O,X,X
STJZILO,O,O,O,O,O,O,X,X
STJZIOL,O,O,O,O,O,O,X,X
STJZLIO,O,O,O,O,O,O,X,X
STJZLOI,O,O,O,O,X,O,X,X
STJZOIL,O,O,O,O,O,X,X,X
STJZOLI,O,O,O,O,O,O,X,X
STJOILZ,O,X,O,O,O,O,X,X
STJOIZL,O,X,O,O,X,O,X,X
STJOLIZ,O,X,O,O,O,O,X,X
STJOLZI,O,O,O,O,O,O,X,X
STJOZIL,O,O,O,O,O,X,X,X
STJOZLI,O,O,O,O,O,O,X,X
STZILJO,O,O,O,X,X,O,O,X
STZILOJ,O,O,O,X,X,X,O,X
STZIJLO,O,O,O,O,O,O,O,X
STZIJOL,O,O,O,O,O,O,O,X
STZIOLJ,O,O,O,X,O,X,O,X
STZIOJL,O,O,O,X,O,X,O,X
STZLIJO,O,O,O,X,X,O,X,X
STZLIOJ,O,O,O,X,X,X,X,X
STZLJIO,O,O,O,O,X,O,X,X
STZLJOI,O,O,O,O,X,O,X,X
STZLOIJ,O,O,O,X,X,X,X,X
STZLOJI,O,O,O,X,X,X,X,X
STZJILO,O,O,O,O,O,O,X,X
STZJIOL,O,O,O,O,O,O,X,X
STZJLIO,O,O,O,O,O,O,X,X
STZJLOI,O,O,O,O,X,O,X,X
STZJOIL,O,O,O,O,O,X,X,X
STZJOLI,O,O,O,O,O,O,X,X
STZOILJ,O,O,O,X,O,X,O,X
STZOIJL,O,O,O,X,O,X,O,X
STZOLIJ,O,O,O,X,O,X,X,X
STZOLJI,O,O,O,O,O,X,X,X
STZOJIL,O,O,O,O,O,X,X,X
STZOJLI,O,O,O,O,O,X,X,X
STOILJZ,O,O,O,O,O,O,X,X
STOILZJ,O,O,O,X,O,X,X,X
STOIJLZ,O,O,O,O,O,O,X,X
STOIJZL,O,O,O,O,X,O,X,X
STOIZLJ,O,O,O,X,X,X,X,X
STOIZJL,O,O,O,X,X,X,X,X
STOLIJZ,O,O,O,O,O,O,X,X
STOLIZJ,O,O,O,X,O,X,X,X
STOLJIZ,O,X,O,O,O,O,X,X
STOLJZI,O,O,O,O,O,O,X,X
STOLZIJ,O,O,O,X,O,X,X,X
STOLZJI,O,O,O,O,O,X,X,X
STOJILZ,O,X,O,O,O,O,X,X
STOJIZL,O,X,O,O,X,O,X,X
STOJLIZ,O,X,O,O,O,O,X,X
STOJLZI,O,O,O,O,O,O,X,X
STOJZIL,O,O,O,O,O,X,X,X
STOJZLI,O,O,O,O,O,O,X,X
STOZILJ,O,O,O,X,O,X,O,X
STOZIJL,O,O,O,X,O,X,O,X
STOZLIJ,O,O,O,X,O,X,X,X
STOZLJI,O,O,O,O,O,X,X,X
STOZJIL,O,O,O,O,O,X,X,X
STOZJLI,O,O,O,O,O,X,X,X
SITLJZO,O,O,O,O,X,O,X,X
SITLJOZ,X,O,O,O,X,O,X,O
SITLZJO,O,O,O,X,X,O,X,X
SITLZOJ,O,O,O,X,X,X,X,X
SITLOJZ,O,O,O,O,X,O,X,O
SITLOZJ,O,O,O,X,X,X,X,X
SITJLZO,X,O,O,O,X,O,X,X
SITJLOZ,X,O,O,X,X,O,X,X
SITJZLO,X,O,O,O,X,O,X,X
SITJZOL,X,O,O,O,X,O,X,X
SITJOLZ,X,O,O,O,X,O,X,X
SITJOZL,X,O,O,O,X,O,X,X
SITZLJO,O,O,O,X,X,O,X,X
SITZLOJ,O,O,O,X,X,X,X,X
SITZJLO,O,O,O,X,X,O,X,X
SITZJOL,O,O,O,X,X,O,X,X
SITZOLJ,O,O,O,X,X,X,X,X
SITZOJL,O,O,O,X,X,X,X,X
SITOLJZ,O,O,O,O,X,O,X,X
SITOLZJ,O,O,O,X,X,X,X,X
SITOJLZ,X,O,O,O,X,O,X,X
SITOJZL,O,O,O,O,X,O,X,X
SITOZLJ,O,O,O,X,X,X,X,X
SITOZJL,O,O,O,X,X,X,X,X
SILTJZO,O,O,O,O,X,O,X,X
SILTJOZ,O,O,O,O,X,O,X,O
SILTZJO,O,O,O,X,X,O,X,X
SILTZOJ,O,O,O,X,X,X,X,X
SILTOJZ,O,O,O,O,X,O,X,O
SILTOZJ,O,O,O,X,X,X,X,X
SILJTZO,O,O,O,O,X,O,X,X
SILJTOZ,O,X,O,O,X,O,X,X
SILJZTO,O,O,O,O,X,X,X,X
SILJZOT,O,O,O,O,X,O,X,X
SILJOTZ,O,X,O,O,X,O,X,O
SILJOZT,O,O,O,O,X,O,X,O
SILZTJO,O,O,O,X,X,O,X,X
SILZTOJ,O,O,O,X,X,X,X,X
SILZJTO,O,O,O,O,X,X,X,X
SILZJOT,O,O,O,O,X,O,X,X
SILZOTJ,O,O,O,X,X,X,X,X
SILZOJT,O,O,O,O,X,X,X,X
SILOTJZ,O,X,O,O,X,O,X,O
SILOTZJ,O,X,O,X,X,X,X,X
SILOJTZ,O,X,O,O,X,O,X,O
SILOJZT,O,O,O,O,X,O,X,O
SILOZTJ,O,O,O,X,X,X,X,X
SILOZJT,O,O,O,O,X,X,X,X
SIJTLZO,X,O,X,O,X,O,X,X
SIJTLOZ,X,X,X,O,X,O,X,X
SIJTZLO,X,O,X,O,X,O,X,X
SIJTZOL,X,O,X,O,X,O,X,X
SIJTOLZ,X,X,X,O,X,O,X,X
SIJTOZL,X,X,X,O,X,O,X,X
SIJLTZO,O,O,O,O,X,O,X,X
SIJLTOZ,O,X,O,O,X,O,X,X
SIJLZTO,O,O,O,O,X,X,X,X
SIJLZOT,O,O,O,O,X,O,X,X
SIJLOTZ,O,X,O,O,X,O,X,X
SIJLOZT,O,O,O,O,X,O,X,X
SIJZTLO,X,O,X,O,X,X,X,X
SIJZTOL,X,O,X,O,X,X,X,X
SIJZLTO,X,O,X,O,X,X,X,X
SIJZLOT,X,O,X,O,X,O,X,X
SIJZOTL,X,O,X,O,X,X,X,X
SIJZOLT,X,O,X,O,X,O,X,X
SIJOTLZ,O,X,X,O,X,O,X,X
SIJOTZL,O,X,X,O,X,X,X,X
SIJOLTZ,O,X,O,O,X,O,X,X
SIJOLZT,O,O,O,O,X,O,X,X
SIJOZTL,O,O,X,O,X,X,X,X
SIJOZLT,O,O,X,O,X,O,X,X
SIZTLJO,X,O,O,X,X,O,O,X
SIZTLOJ,X,O,O,X,X,X,O,X
SIZTJLO,X,O,O,X,X,O,O,X
SIZTJOL,X,O,O,X,X,O,O,X
SIZTOLJ,X,O,O,X,X,X,O,X
SIZTOJL,X,O,O,X,X,X,O,X
SIZLTJO,O,O,O,X,X,O,X,X
SIZLTOJ,X,O,O,X,X,X,X,X
SIZLJTO,O,O,O,O,X,X,X,X
SIZLJOT,O,O,O,O,X,O,X,X
SIZLOTJ,O,O,O,X,X,X,X,X
SIZLOJT,O,O,O,O,X,X,X,X
SIZJTLO,X,O,X,X,X,X,X,X
SIZJTOL,X,O,X,X,X,X,X,X
SIZJLTO,O,O,O,X,X,X,X,X
SIZJLOT,O,O,O,X,X,O,X,X
SIZJOTL,O,O,X,X,X,X,O,X
SIZJOLT,O,O,O,X,X,O,X,X
SIZOTLJ,X,O,O,X,X,X,O,X
SIZOTJL,O,O,O,X,X,X,O,X
SIZOLTJ,O,O,O,X,X,X,X,X
SIZOLJT,O,O,O,O,X,X,X,X
SIZOJTL,O,O,X,X,X,X,O,X
SIZOJLT,O,O,O,X,X,X,X,X
SIOTLJZ,O,X,O,O,X,O,X,X
SIOTLZJ,O,X,O,X,X,X,X,X
SIOTJLZ,O,X,O,O,X,O,X,X
SIOTJZL,O,X,O,O,X,O,X,X
SIOTZLJ,O,X,O,X,X,X,X,X
SIOTZJL,O,X,O,X,X,X,X,X
SIOLTJZ,O,X,O,O,X,O,X,X
SIOLTZJ,O,X,O,X,X,X,X,X
SIOLJTZ,O,X,O,O,X,O,X,X
SIOLJZT,O,O,O,O,X,O,X,X
SIOLZTJ,O,O,O,X,X,X,X,X
SIOLZJT,O,O,O,O,X,X,X,X
SIOJTLZ,O,X,X,O,X,O,X,X
SIOJTZL,O,X,X,O,X,X,X,X
SIOJLTZ,O,X,O,O,X,O,X,X
SIOJLZT,O,O,O,O,X,O,X,X
SIOJZTL,O,O,X,O,X,X,X,X
SIOJZLT,O,O,X,O,X,O,X,X
SIOZTLJ,O,O,O,X,X,X,O,X
SIOZTJL,O,O,O,X,X,X,O,X
SIOZLTJ,O,O,O,X,X,X,X,X
SIOZLJT,O,O,O,O,X,X,X,X
SIOZJTL,O,O,X,X,X,X,O,X
SIOZJLT,O,O,O,X,X,X,X,X
SLTIJZO,O,O,O,O,X,O,X,X
SLTIJOZ,O,O,O,O,X,O,X,O
SLTIZJO,O,O,O,X,X,O,X,X
SLTIZOJ,O,O,O,X,X,X,X,X
SLTIOJZ,O,O,O,O,X,O,X,O
SLTIOZJ,O,O,O,X,X,X,X,X
SLTJIZO,O,O,O,O,X,O,X,X
SLTJIOZ,O,O,O,O,X,O,X,X
SLTJZIO,O,O,O,O,X,O,X,X
SLTJZOI,O,O,O,O,X,O,X,X
SLTJOIZ,O,X,O,O,X,O,X,X
SLTJOZI,O,O,O,O,X,O,X,X
SLTZIJO,O,O,O,X,X,O,X,X
SLTZIOJ,O,O,O,X,X,X,X,X
SLTZJIO,O,O,O,O,X,O,X,X
SLTZJOI,O,O,O,O,X,O,X,X
SLTZOIJ,O,O,O,X,X,X,X,X
SLTZOJI,O,O,O,X,X,X,X,X
SLTOIJZ,O,O,O,O,X,O,X,O
SLTOIZJ,O,O,O,X,X,X,X,X
SLTOJIZ,O,X,O,O,X,O,X,X
SLTOJZI,O,O,O,O,X,O,X,X
SLTOZIJ,O,O,O,X,X,X,X,X
SLTOZJI,O,O,O,O,X,X,X,X
SLITJZO,O,O,O,O,X,O,X,X
SLITJOZ,O,O,O,O,X,O,X,O
SLITZJO,O,O,O,X,X,O,X,X
SLITZOJ,O,O,O,X,X,X,X,X
SLITOJZ,O,O,O,O,X,O,X,O
SLITOZJ,O,O,O,X,X,X,X,X
SLIJTZO,O,O,O,O,X,O,X,X
SLIJTOZ,O,X,O,O,X,O,X,X
SLIJZTO,O,O,O,O,X,X,X,X
SLIJZOT,O,O,O,O,X,O,X,X
SLIJOTZ,O,X,O,O,X,O,X,O
SLIJOZT,O,O,O,O,X,O,X,O
SLIZTJO,O,O,O,X,X,O,X,X
SLIZTOJ,O,O,O,X,X,X,X,X
SLIZJTO,O,O,O,O,X,X,X,X
SLIZJOT,O,O,O,O,X,O,X,X
SLIZOTJ,O,O,O,X,X,X,X,X
SLIZOJT,O,O,O,O,X,X,X,X
SLIOTJZ,O,X,O,O,X,O,X,O
SLIOTZJ,O,X,O,X,X,X,X,X
SLIOJTZ,O,X,O,O,X,O,X,O
SLIOJZT,O,O,O,O,X,O,X,O
SLIOZTJ,O,O,O,X,X,X,X,X
SLIOZJT,O,O,O,O,X,X,X,X
SLJTIZO,O,O,O,O,X,O,X,X
SLJTIOZ,O,O,O,O,X,O,X,X
SLJTZIO,O,O,O,O,X,O,X,X
SLJTZOI,O,O,O,O,X,O,X,X
SLJTOIZ,O,X,O,O,X,O,X,X
SLJTOZI,O,O,X,O,X,O,X,X
SLJITZO,O,O,O,O,X,O,X,X
SLJITOZ,O,X,O,O,X,O,X,X
SLJIZTO,O,O,O,O,X,X,X,X
SLJIZOT,O,O,O,O,X,O,X,X
SLJIOTZ,O,X,O,O,X,O,X,O
SLJIOZT,O,O,O,O,X,O,X,O
SLJZTIO,O,O,O,O,X,O,X,X
SLJZTOI,O,O,O,O,X,O,X,X
SLJZITO,O,O,O,O,X,X,X,X
SLJZIOT,O,O,O,O,X,O,X,X
SLJZOTI,O,O,X,O,X,O,X,X
SLJZOIT,O,O,X,O,X,O,X,X
SLJOTIZ,O,X,X,O,X,O,X,X
SLJOTZI,O,X,X,O,X,O,X,X
SLJOITZ,O,X,X,O,X,O,X,O
SLJOIZT,O,X,X,O,X,O,X,O
SLJOZTI,O,O,X,O,X,O,X,X
SLJOZIT,O,O,X,O,X,O,X,X
SLZTIJO,O,O,O,X,X,O,X,X
SLZTIOJ,O,O,O,X,X,X,X,X
SLZTJIO,O,O,O,O,X,O,X,X
SLZTJOI,O,O,O,O,X,O,X,X
SLZTOIJ,O,O,O,X,X,X,X,X
SLZTOJI,O,O,O,X,X,X,X,X
SLZITJO,O,O,O,X,X,O,X,X
SLZITOJ,O,O,O,X,X,X,X,X
SLZIJTO,O,O,O,O,X,X,X,X
SLZIJOT,O,O,O,O,X,O,X,X
SLZIOTJ,O,O,O,X,X,X,X,X
SLZIOJT,O,O,O,O,X,X,X,X
SLZJTIO,O,O,O,O,X,O,X,X
SLZJTOI,O,O,O,O,X,O,X,X
SLZJITO,O,O,O,O,X,X,X,X
SLZJIOT,O,O,O,O,X,O,X,X
SLZJOTI,O,O,X,X,X,O,X,X
SLZJOIT,O,O,X,O,X,O,X,X
SLZOTIJ,O,O,O,X,X,X,X,X
SLZOTJI,O,O,O,X,X,X,X,X
SLZOITJ,O,O,O,X,X,X,X,X
SLZOIJT,O,O,O,X,X,X,X,X
SLZOJTI,O,O,O,X,X,X,X,X
SLZOJIT,O,O,O,X,X,X,X,X
SLOTIJZ,O,O,O,O,X,O,X,O
SLOTIZJ,O,O,O,X,X,X,X,X
SLOTJIZ,O,X,O,O,X,O,X,X
SLOTJZI,O,O,O,O,X,O,X,X
SLOTZIJ,O,O,O,X,X,X,X,X
SLOTZJI,O,O,O,O,X,X,X,X
SLOITJZ,O,X,O,O,X,O,X,O
SLOITZJ,O,X,O,X,X,X,X,X
SLOIJTZ,O,X,O,O,X,O,X,O
SLOIJZT,O,O,O,O,X,O,X,O
SLOIZTJ,O,O,O,X,X,X,X,X
SLOIZJT,O,O,O,O,X,X,X,X
SLOJTIZ,O,X,O,O,X,O,X,X
SLOJTZI,O,X,O,O,X,O,X,X
SLOJITZ,O,X,O,O,X,O,X,O
SLOJIZT,O,X,O,O,X,O,X,O
SLOJZTI,O,O,O,O,X,O,X,X
SLOJZIT,O,O,O,O,X,O,X,X
SLOZTIJ,O,O,O,X,X,X,X,X
SLOZTJI,O,O,O,O,X,X,X,X
SLOZITJ,O,O,O,X,X,X,X,X
SLOZIJT,O,O,O,O,X,X,X,X
SLOZJTI,O,O,O,O,X,X,X,X
SLOZJIT,O,O,O,O,X,X,X,X
SJTILZO,X,O,O,O,O,O,X,X
SJTILOZ,X,O,O,O,O,O,X,X
SJTIZLO,X,O,O,O,X,O,X,X
SJTIZOL,X,O,O,O,X,O,X,X
SJTIOLZ,X,O,O,O,O,O,X,X
SJTIOZL,X,O,O,O,X,O,X,X
SJTLIZO,O,O,O,O,O,O,X,X
SJTLIOZ,O,O,O,O,O,O,X,X
SJTLZIO,O,O,O,O,O,O,X,X
SJTLZOI,O,O,O,O,X,O,X,X
SJTLOIZ,O,X,O,O,X,O,X,X
SJTLOZI,O,O,O,O,X,O,X,X
SJTZILO,O,O,O,O,O,O,X,X
SJTZIOL,O,O,O,O,O,O,X,X
SJTZLIO,O,O,O,O,O,O,X,X
SJTZLOI,O,O,O,O,X,O,X,X
SJTZOIL,O,O,O,O,O,X,X,X
SJTZOLI,O,O,O,O,O,O,X,X
SJTOILZ,O,X,O,O,O,O,X,X
SJTOIZL,O,X,O,O,X,O,X,X
SJTOLIZ,O,X,O,O,O,O,X,X
SJTOLZI,O,O,O,O,O,O,X,X
SJTOZIL,O,O,O,O,O,X,X,X
SJTOZLI,O,O,O,O,O,O,X,X
SJITLZO,X,O,X,O,X,O,X,X
SJITLOZ,X,X,X,O,X,O,X,X
SJITZLO,X,O,X,O,X,O,X,X
SJITZOL,X,O,X,O,X,O,X,X
SJITOLZ,X,X,X,O,X,O,X,X
SJITOZL,X,X,X,O,X,O,X,X
SJILTZO,O,O,O,O,X,O,X,X
SJILTOZ,O,X,O,O,X,O,X,X
SJILZTO,O,O,O,O,X,X,X,X
SJILZOT,O,O,O,O,X,O,X,X
SJILOTZ,O,X,O,O,X,O,X,X
SJILOZT,O,O,O,O,X,O,X,X
SJIZTLO,X,O,X,O,X,X,X,X
SJIZTOL,X,O,X,O,X,X,X,X
SJIZLTO,X,O,X,O,X,X,X,X
SJIZLOT,X,O,X,O,X,O,X,X
SJIZOTL,X,O,X,O,X,X,X,X
SJIZOLT,X,O,X,O,X,O,X,X
SJIOTLZ,O,X,X,O,X,O,X,X
SJIOTZL,O,X,X,O,X,X,X,X
SJIOLTZ,O,X,O,O,X,O,X,X
SJIOLZT,O,O,O,O,X,O,X,X
SJIOZTL,O,O,X,O,X,X,X,X
SJIOZLT,O,O,X,O,X,O,X,X
SJLTIZO,O,O,O,O,O,O,X,X
SJLTIOZ,O,O,O,O,O,O,X,X
SJLTZIO,O,O,O,O,O,O,X,X
SJLTZOI,O,O,O,O,X,O,X,X
SJLTOIZ,O,X,O,O,X,O,X,X
