sequence,v115@DhA8CeA8EeA8CeB8CeB8CeB8BeC8Mel/IvhF3gBcmB?5nB6tBOtBTqB,v115@DhA8CeA8EeA8CeB8CeB8CeB8BeC8Mel/IvhF3gBcmB?5nBOtB6tBTqB,v115@DhA8CeA8EeA8CeB8CeB8CeB8BeC8Mex/IvhFThBunB?coBFlB3qBSyB,v115@DhA8CeA8EeA8CeB8CeB8CeB8BeC8Mex/IvhFThBCjB?FlB8sB+tB3qB,v115@DhA8CeA8EeA8CeB8CeB8CeB8BeC8Mex/IvhFThBSoB?FlBUoB3qBWyB,v115@DhA8CeA8EeA8CeB8CeB8CeB8BeC8Mex/IvhFThBCjB?1qBGtBUqBXtB,v115@DhA8CeA8EeA8CeB8CeB8CeB8BeC8Mex/IvhFThBGjB?1qBqsB/tBUqB,v115@DhA8CeA8EeA8CeB8CeB8CeB8BeC8Mex/IvhFThBFlB?GoB3qBUtBCtB
JZOLSTI,O,O,X,O,O,X,X,O
JZOLSIT,O,O,X,O,X,X,X,X
JZOSTIL,O,O,X,O,O,X,X,O
JZOSTLI,O,O,X,O,O,X,X,O
JZOSITL,O,O,X,O,X,X,X,O
JZOSILT,O,O,X,O,X,X,X,X
JZOSLTI,O,O,X,O,O,X,X,O
JZOSLIT,O,O,X,O,X,X,X,X
JOTILSZ,X,X,X,X,O,O,O,X
JOTILZS,O,O,O,O,O,O,X,X
JOTISLZ,X,X,X,X,O,O,X,X
JOTISZL,X,O,X,O,X,O,X,X
JOTIZLS,O,O,X,O,O,O,X,X
JOTIZSL,O,O,X,O,X,O,X,X
JOTLISZ,X,X,X,X,O,O,O,X
JOTLIZS,O,O,O,O,O,O,X,X
JOTLSIZ,X,X,X,X,O,O,O,X
JOTLSZI,X,X,X,X,O,O,O,X
JOTLZIS,O,O,O,O,O,O,X,X
JOTLZSI,O,O,O,O,O,O,X,X
JOTSILZ,X,X,X,O,O,O,X,X
JOTSIZL,X,O,X,O,O,O,X,X
JOTSLIZ,X,X,X,O,O,O,X,X
JOTSLZI,X,X,X,O,O,O,X,X
JOTSZIL,X,O,X,O,O,O,X,X
JOTSZLI,X,O,X,O,O,O,X,X
JOTZILS,O,O,X,O,O,O,X,X
JOTZISL,O,O,X,O,X,O,X,O
JOTZLIS,O,O,X,O,O,O,X,X
JOTZLSI,O,O,X,O,O,O,X,O
JOTZSIL,O,O,X,O,X,O,X,O
JOTZSLI,O,O,X,O,X,O,X,O
JOITLSZ,X,X,X,X,O,O,X,X
JOITLZS,O,O,X,O,O,O,X,X
JOITSLZ,X,X,X,X,O,O,X,X
JOITSZL,X,O,X,O,X,O,X,X
JOITZLS,O,O,X,O,O,O,X,X
JOITZSL,O,O,X,O,X,O,X,X
JOILTSZ,X,X,X,X,O,O,X,X
JOILTZS,O,O,X,X,O,O,X,X
JOILSTZ,X,X,X,X,O,O,O,X
JOILSZT,X,X,X,X,X,X,O,X
JOILZTS,O,O,O,O,X,O,X,X
JOILZST,O,O,O,O,X,X,X,X
JOISTLZ,X,X,X,O,O,X,X,X
JOISTZL,X,O,X,O,O,X,X,X
JOISLTZ,X,X,X,X,O,O,X,X
JOISLZT,X,X,X,O,X,X,X,X
JOISZTL,X,O,X,O,X,X,X,X
JOISZLT,X,O,X,O,X,X,X,X
JOIZTLS,O,O,X,O,X,X,X,X
JOIZTSL,O,O,X,O,X,X,X,X
JOIZLTS,O,O,X,O,X,O,X,X
JOIZLST,O,O,X,O,X,X,X,X
JOIZSTL,O,O,X,O,X,X,X,X
JOIZSLT,O,O,X,O,X,X,X,X
JOLTISZ,X,X,X,X,O,O,O,X
JOLTIZS,O,O,O,O,O,O,X,X
JOLTSIZ,X,X,X,X,O,O,O,X
JOLTSZI,X,X,X,X,O,O,O,X
JOLTZIS,O,O,O,O,O,O,X,X
JOLTZSI,O,O,O,O,O,O,X,X
JOLITSZ,X,X,X,X,O,O,X,X
JOLITZS,O,O,X,X,O,O,X,X
JOLISTZ,X,X,X,X,O,O,O,X
JOLISZT,X,X,X,X,X,X,O,X
JOLIZTS,O,O,O,O,X,O,X,X
JOLIZST,O,O,O,O,X,X,X,X
JOLSTIZ,X,X,O,O,O,O,O,X
JOLSTZI,X,X,O,O,O,O,O,X
JOLSITZ,X,X,X,X,O,O,O,X
JOLSIZT,X,X,O,O,X,X,O,X
JOLSZTI,X,X,O,O,O,X,O,X
JOLSZIT,X,X,O,O,X,X,O,X
JOLZTIS,O,O,O,O,O,O,X,X
JOLZTSI,O,O,O,O,O,O,X,X
JOLZITS,O,O,O,O,X,O,X,X
JOLZIST,O,O,O,O,X,X,X,X
JOLZSTI,O,O,O,O,O,X,X,X
JOLZSIT,O,O,O,O,X,X,X,X
JOSTILZ,X,X,O,O,O,O,X,X
JOSTIZL,X,O,X,O,O,O,X,O
JOSTLIZ,X,X,O,O,O,O,X,X
JOSTLZI,X,X,O,O,O,O,X,X
JOSTZIL,X,O,X,O,O,O,X,O
JOSTZLI,X,O,X,O,O,O,X,O
JOSITLZ,X,X,X,O,O,X,X,X
JOSITZL,X,O,X,O,O,X,X,X
JOSILTZ,X,X,X,X,O,O,X,X
JOSILZT,X,X,O,O,X,X,X,X
JOSIZTL,X,O,X,O,X,X,X,X
JOSIZLT,X,O,X,O,X,X,X,X
JOSLTIZ,X,X,O,O,O,O,X,X
JOSLTZI,X,X,O,O,O,O,X,X
JOSLITZ,X,X,X,X,O,O,X,X
JOSLIZT,X,X,O,O,X,X,X,X
JOSLZTI,X,X,O,O,O,X,X,X
JOSLZIT,X,X,O,O,X,X,X,X
JOSZTIL,X,O,X,O,O,X,X,O
JOSZTLI,X,O,X,O,O,X,X,O
JOSZITL,X,O,X,O,X,X,X,O
JOSZILT,X,O,X,O,X,X,X,X
JOSZLTI,X,O,X,O,O,X,X,O
JOSZLIT,X,O,X,O,X,X,X,X
JOZTILS,O,O,X,O,O,O,X,X
JOZTISL,O,O,X,O,X,O,X,O
JOZTLIS,O,O,X,O,O,O,X,X
JOZTLSI,O,O,X,O,O,O,X,O
JOZTSIL,O,O,X,O,X,O,X,O
JOZTSLI,O,O,X,O,X,O,X,O
JOZITLS,O,O,X,O,X,X,X,X
JOZITSL,O,O,X,O,X,X,X,O
JOZILTS,O,O,X,O,X,O,X,X
JOZILST,O,O,X,O,X,X,X,X
JOZISTL,O,O,X,O,X,X,X,O
JOZISLT,O,O,X,O,X,X,X,X
JOZLTIS,O,O,X,O,O,O,X,X
JOZLTSI,O,O,X,O,O,O,X,O
JOZLITS,O,O,X,O,X,O,X,X
JOZLIST,O,O,X,O,X,X,X,X
JOZLSTI,O,O,X,O,O,X,X,O
JOZLSIT,O,O,X,O,X,X,X,X
JOZSTIL,O,O,X,O,O,X,X,O
JOZSTLI,O,O,X,O,O,X,X,O
JOZSITL,O,O,X,O,X,X,X,O
JOZSILT,O,O,X,O,X,X,X,X
JOZSLTI,O,O,X,O,O,X,X,O
JOZSLIT,O,O,X,O,X,X,X,X
STILJZO,X,X,O,O,O,X,O,X
STILJOZ,X,X,O,O,O,X,O,X
STILZJO,O,X,O,X,X,X,O,O
STILZOJ,O,X,O,X,X,X,O,O
STILOJZ,X,X,O,O,O,X,O,X
STILOZJ,O,X,O,X,X,X,O,O
STIJLZO,X,X,O,O,O,O,X,X
STIJLOZ,X,X,O,O,O,O,X,X
STIJZLO,X,O,X,O,O,O,X,O
STIJZOL,X,O,X,O,O,O,X,O
STIJOLZ,X,X,O,O,O,O,X,X
STIJOZL,X,O,X,O,O,O,X,O
STIZLJO,O,O,O,X,X,X,X,O
STIZLOJ,O,X,O,X,X,X,X,O
STIZJLO,O,O,X,O,O,X,X,O
STIZJOL,X,O,X,O,O,X,X,O
STIZOLJ,O,X,O,X,X,X,X,O
STIZOJL,X,O,X,O,O,X,X,O
STIOLJZ,X,X,O,O,O,X,O,X
STIOLZJ,O,X,O,X,X,X,O,O
STIOJLZ,X,X,O,O,O,O,X,X
STIOJZL,X,O,X,O,O,O,X,O
STIOZLJ,O,O,O,X,X,X,X,O
STIOZJL,O,O,X,O,O,X,X,O
STLIJZO,X,X,O,O,O,X,O,X
STLIJOZ,X,X,O,O,O,X,O,X
STLIZJO,O,X,O,X,X,X,O,O
STLIZOJ,O,X,O,X,X,X,O,O
STLIOJZ,X,X,O,O,O,X,O,X
STLIOZJ,O,X,O,X,X,X,O,O
STLJIZO,X,X,O,O,O,X,O,X
STLJIOZ,X,X,O,O,O,X,O,X
STLJZIO,X,X,O,O,O,X,O,X
STLJZOI,X,X,O,O,O,X,O,X
STLJOIZ,X,X,O,O,O,X,O,X
STLJOZI,X,X,O,O,O,X,O,X
STLZIJO,O,X,O,X,X,X,O,O
STLZIOJ,O,X,O,X,X,X,O,O
STLZJIO,O,X,O,X,X,X,O,O
STLZJOI,X,X,O,X,X,X,O,O
STLZOIJ,O,X,O,X,X,X,O,O
STLZOJI,X,X,O,X,X,X,O,O
STLOIJZ,X,X,O,O,O,X,O,X
STLOIZJ,O,X,O,X,X,X,O,O
STLOJIZ,X,X,O,O,O,X,O,X
STLOJZI,X,X,O,O,O,X,O,X
STLOZIJ,O,X,O,X,X,X,O,O
STLOZJI,O,X,O,X,X,X,O,O
STJILZO,X,X,O,O,O,O,X,X
STJILOZ,X,X,O,O,O,O,X,X
STJIZLO,X,O,X,O,O,O,X,O
STJIZOL,X,O,X,O,O,O,X,O
STJIOLZ,X,X,O,O,O,O,X,X
STJIOZL,X,O,X,O,O,O,X,O
STJLIZO,X,X,O,O,O,O,X,X
STJLIOZ,X,X,O,O,O,O,X,X
STJLZIO,X,X,O,O,O,O,X,X
STJLZOI,X,X,O,O,O,O,X,X
STJLOIZ,X,X,O,O,O,O,X,X
STJLOZI,X,X,O,O,O,O,X,X
STJZILO,X,O,X,O,O,O,X,O
STJZIOL,X,O,X,O,O,O,X,O
STJZLIO,X,O,X,O,O,O,X,O
STJZLOI,X,X,X,O,O,O,X,O
STJZOIL,X,O,X,O,O,O,X,O
STJZOLI,X,X,X,O,O,O,X,O
STJOILZ,X,X,O,O,O,O,X,X
STJOIZL,X,O,X,O,O,O,X,O
STJOLIZ,X,X,O,O,O,O,X,X
STJOLZI,X,X,O,O,O,O,X,X
STJOZIL,X,O,X,O,O,O,X,O
STJOZLI,X,O,X,O,O,O,X,O
STZILJO,O,O,O,X,X,X,X,O
STZILOJ,O,X,O,X,X,X,X,O
STZIJLO,O,O,X,O,O,X,X,O
STZIJOL,X,O,X,O,O,X,X,O
STZIOLJ,O,X,O,X,X,X,X,O
STZIOJL,X,O,X,O,O,X,X,O
STZLIJO,O,O,O,X,X,X,X,O
STZLIOJ,O,X,O,X,X,X,X,O
STZLJIO,O,O,O,X,X,X,X,O
STZLJOI,X,X,O,X,X,X,X,O
STZLOIJ,O,X,O,X,X,X,X,O
STZLOJI,X,X,O,X,X,X,X,O
STZJILO,O,O,X,O,O,X,X,O
STZJIOL,X,O,X,O,O,X,X,O
STZJLIO,O,O,X,O,O,X,X,O
STZJLOI,X,X,X,O,O,X,X,O
STZJOIL,X,O,X,O,O,X,X,O
STZJOLI,X,X,X,O,O,X,X,O
STZOILJ,O,X,O,X,X,X,X,O
STZOIJL,X,O,X,O,O,X,X,O
STZOLIJ,O,X,O,X,X,X,X,O
STZOLJI,X,X,O,X,X,X,X,O
STZOJIL,X,O,X,O,O,X,X,O
STZOJLI,X,X,X,O,O,X,X,O
STOILJZ,X,X,O,O,O,X,O,X
STOILZJ,O,X,O,X,X,X,O,O
STOIJLZ,X,X,O,O,O,O,X,X
STOIJZL,X,O,X,O,O,O,X,O
STOIZLJ,O,O,O,X,X,X,X,O
STOIZJL,O,O,X,O,O,X,X,O
STOLIJZ,X,X,O,O,O,X,O,X
STOLIZJ,O,X,O,X,X,X,O,O
STOLJIZ,X,X,O,O,O,X,O,X
STOLJZI,X,X,O,O,O,X,O,X
STOLZIJ,O,X,O,X,X,X,O,O
STOLZJI,O,X,O,X,X,X,O,O
STOJILZ,X,X,O,O,O,O,X,X
STOJIZL,X,O,X,O,O,O,X,O
STOJLIZ,X,X,O,O,O,O,X,X
STOJLZI,X,X,O,O,O,O,X,X
STOJZIL,X,O,X,O,O,O,X,O
STOJZLI,X,O,X,O,O,O,X,O
STOZILJ,O,O,O,X,X,X,X,O
STOZIJL,O,O,X,O,O,X,X,O
STOZLIJ,O,O,O,X,X,X,X,O
STOZLJI,O,O,O,X,X,X,X,O
STOZJIL,O,O,X,O,O,X,X,O
STOZJLI,O,O,X,O,O,X,X,O
SITLJZO,X,X,O,O,O,X,O,X
SITLJOZ,X,X,O,O,O,X,O,X
SITLZJO,O,X,O,X,X,X,O,O
SITLZOJ,O,X,O,X,X,X,O,O
SITLOJZ,X,X,O,O,O,X,O,X
SITLOZJ,O,X,O,X,X,X,O,O
SITJLZO,X,X,O,O,O,O,X,X
SITJLOZ,X,X,O,O,O,O,X,X
SITJZLO,X,O,X,O,O,O,X,O
SITJZOL,X,O,X,O,O,O,X,O
SITJOLZ,X,X,O,O,O,O,X,X
SITJOZL,X,O,X,O,O,O,X,O
SITZLJO,O,O,O,X,X,X,X,O
SITZLOJ,O,X,O,X,X,X,X,O
SITZJLO,O,O,X,O,O,X,X,O
SITZJOL,X,O,X,O,O,X,X,O
SITZOLJ,O,X,O,X,X,X,X,O
SITZOJL,X,O,X,O,O,X,X,O
SITOLJZ,X,X,O,O,O,X,O,X
SITOLZJ,O,X,O,X,X,X,O,O
SITOJLZ,X,X,O,O,O,O,X,X
SITOJZL,X,O,X,O,O,O,X,O
SITOZLJ,O,O,O,X,X,X,X,O
SITOZJL,O,O,X,O,O,X,X,O
SILTJZO,X,X,O,X,X,X,O,X
SILTJOZ,X,X,O,X,X,X,O,X
SILTZJO,O,X,O,X,X,X,O,X
SILTZOJ,O,X,O,X,X,X,O,X
SILTOJZ,X,X,O,X,X,X,O,X
SILTOZJ,O,X,O,X,X,X,O,X
SILJTZO,X,X,X,X,X,X,O,X
SILJTOZ,X,X,X,X,X,X,O,X
SILJZTO,X,X,O,O,X,X,O,X
SILJZOT,X,X,O,O,X,X,O,X
SILJOTZ,X,X,X,X,X,X,O,X
SILJOZT,X,X,O,O,X,X,O,X
SILZTJO,O,X,O,X,X,X,O,X
SILZTOJ,O,X,O,X,X,X,O,X
SILZJTO,O,X,O,X,X,X,O,X
SILZJOT,X,X,O,X,X,X,O,X
SILZOTJ,O,X,O,X,X,X,X,X
SILZOJT,O,X,O,X,X,X,O,X
SILOTJZ,X,X,O,X,X,X,O,X
SILOTZJ,O,X,O,X,X,X,O,X
SILOJTZ,X,X,X,X,X,X,O,X
SILOJZT,X,X,O,O,X,X,O,X
SILOZTJ,O,X,O,X,X,X,X,X
SILOZJT,O,X,O,X,X,X,O,X
SIJTLZO,X,X,X,O,O,O,X,X
SIJTLOZ,X,X,X,O,O,O,X,X
SIJTZLO,X,O,X,O,O,O,X,X
SIJTZOL,X,O,X,O,O,O,X,X
SIJTOLZ,X,X,X,O,O,O,X,X
SIJTOZL,X,O,X,O,O,O,X,X
SIJLTZO,X,X,X,X,O,X,X,X
SIJLTOZ,X,X,X,X,O,O,X,X
SIJLZTO,X,X,O,O,X,X,X,X
SIJLZOT,X,X,O,O,X,X,X,X
SIJLOTZ,X,X,X,X,O,O,X,X
SIJLOZT,X,X,O,O,X,X,X,X
SIJZTLO,X,O,X,O,X,X,X,X
SIJZTOL,X,O,X,O,X,X,X,X
SIJZLTO,X,O,X,O,X,X,X,X
SIJZLOT,X,X,X,O,X,X,X,X
SIJZOTL,X,O,X,O,X,X,X,X
SIJZOLT,X,O,X,O,X,X,X,X
SIJOTLZ,X,X,X,O,O,X,X,X
SIJOTZL,X,O,X,O,O,X,X,X
SIJOLTZ,X,X,X,X,O,O,X,X
SIJOLZT,X,X,O,O,X,X,X,X
SIJOZTL,X,O,X,O,X,X,X,X
SIJOZLT,X,O,X,O,X,X,X,X
SIZTLJO,O,O,X,X,X,X,X,O
SIZTLOJ,O,X,X,X,X,X,X,O
SIZTJLO,O,O,X,X,X,X,X,O
SIZTJOL,X,O,X,X,X,X,X,O
SIZTOLJ,O,X,X,X,X,X,X,O
SIZTOJL,X,O,X,X,X,X,X,O
SIZLTJO,O,O,O,X,X,X,X,X
SIZLTOJ,O,X,O,X,X,X,X,X
SIZLJTO,O,O,O,X,X,X,X,X
SIZLJOT,X,X,O,X,X,X,X,X
SIZLOTJ,O,X,O,X,X,X,X,X
SIZLOJT,O,X,O,X,X,X,X,X
SIZJTLO,O,O,X,O,X,X,X,O
SIZJTOL,X,O,X,O,X,X,X,O
SIZJLTO,O,O,X,O,X,X,X,X
SIZJLOT,X,X,X,O,X,X,X,X
SIZJOTL,X,O,X,O,X,X,X,O
SIZJOLT,X,O,X,O,X,X,X,X
SIZOTLJ,O,O,X,X,X,X,X,O
SIZOTJL,O,O,X,X,X,X,X,O
SIZOLTJ,O,O,O,X,X,X,X,X
SIZOLJT,O,O,O,X,X,X,X,X
SIZOJTL,O,O,X,O,X,X,X,O
SIZOJLT,O,O,X,O,X,X,X,X
SIOTLJZ,X,X,O,O,O,X,X,X
SIOTLZJ,O,X,O,X,X,X,X,O
SIOTJLZ,X,X,O,O,O,X,X,X
SIOTJZL,X,O,X,O,O,X,X,O
SIOTZLJ,O,O,O,X,X,X,X,O
SIOTZJL,O,O,X,O,O,X,X,O
SIOLTJZ,X,X,O,X,X,X,O,X
SIOLTZJ,O,X,O,X,X,X,X,X
SIOLJTZ,X,X,X,X,X,X,O,X
SIOLJZT,X,X,O,O,X,X,O,X
SIOLZTJ,O,X,O,X,X,X,X,X
SIOLZJT,O,X,O,X,X,X,O,X
SIOJTLZ,X,X,X,O,O,X,X,X
SIOJTZL,X,O,X,O,O,X,X,X
SIOJLTZ,X,X,X,X,O,O,X,X
SIOJLZT,X,X,O,O,X,X,X,X
SIOJZTL,X,O,X,O,X,X,X,X
SIOJZLT,X,O,X,O,X,X,X,X
SIOZTLJ,O,O,X,X,X,X,X,O
SIOZTJL,O,O,X,X,X,X,X,O
SIOZLTJ,O,O,O,X,X,X,X,X
SIOZLJT,O,O,O,X,X,X,X,X
SIOZJTL,O,O,X,O,X,X,X,O
SIOZJLT,O,O,X,O,X,X,X,X
SLTIJZO,X,X,O,O,O,X,O,X
SLTIJOZ,X,X,O,O,O,X,O,X
SLTIZJO,O,X,O,X,X,X,O,O
SLTIZOJ,O,X,O,X,X,X,O,O
SLTIOJZ,X,X,O,O,O,X,O,X
SLTIOZJ,O,X,O,X,X,X,O,O
SLTJIZO,X,X,O,O,O,X,O,X
SLTJIOZ,X,X,O,O,O,X,O,X
SLTJZIO,X,X,O,O,O,X,O,X
SLTJZOI,X,X,O,O,O,X,O,X
SLTJOIZ,X,X,O,O,O,X,O,X
SLTJOZI,X,X,O,O,O,X,O,X
SLTZIJO,O,X,O,X,X,X,O,O
SLTZIOJ,O,X,O,X,X,X,O,O
SLTZJIO,O,X,O,X,X,X,O,O
SLTZJOI,X,X,O,X,X,X,O,O
SLTZOIJ,O,X,O,X,X,X,O,O
SLTZOJI,X,X,O,X,X,X,O,O
SLTOIJZ,X,X,O,O,O,X,O,X
SLTOIZJ,O,X,O,X,X,X,O,O
SLTOJIZ,X,X,O,O,O,X,O,X
SLTOJZI,X,X,O,O,O,X,O,X
SLTOZIJ,O,X,O,X,X,X,O,O
SLTOZJI,O,X,O,X,X,X,O,O
SLITJZO,X,X,O,X,X,X,O,X
SLITJOZ,X,X,O,X,X,X,O,X
SLITZJO,O,X,O,X,X,X,O,X
SLITZOJ,O,X,O,X,X,X,O,X
SLITOJZ,X,X,O,X,X,X,O,X
SLITOZJ,O,X,O,X,X,X,O,X
SLIJTZO,X,X,X,X,X,X,O,X
SLIJTOZ,X,X,X,X,X,X,O,X
SLIJZTO,X,X,O,O,X,X,O,X
SLIJZOT,X,X,O,O,X,X,O,X
SLIJOTZ,X,X,X,X,X,X,O,X
SLIJOZT,X,X,O,O,X,X,O,X
SLIZTJO,O,X,O,X,X,X,O,X
SLIZTOJ,O,X,O,X,X,X,O,X
SLIZJTO,O,X,O,X,X,X,O,X
SLIZJOT,X,X,O,X,X,X,O,X
SLIZOTJ,O,X,O,X,X,X,X,X
SLIZOJT,O,X,O,X,X,X,O,X
SLIOTJZ,X,X,O,X,X,X,O,X
SLIOTZJ,O,X,O,X,X,X,O,X
SLIOJTZ,X,X,X,X,X,X,O,X
SLIOJZT,X,X,O,O,X,X,O,X
SLIOZTJ,O,X,O,X,X,X,X,X
SLIOZJT,O,X,O,X,X,X,O,X
SLJTIZO,X,X,O,O,O,X,O,X
SLJTIOZ,X,X,O,O,O,X,O,X
SLJTZIO,X,X,O,O,O,X,O,X
SLJTZOI,X,X,O,O,O,X,O,X
SLJTOIZ,X,X,O,O,O,X,O,X
SLJTOZI,X,X,O,O,O,X,O,X
SLJITZO,X,X,X,X,O,X,O,X
SLJITOZ,X,X,X,X,O,X,O,X
SLJIZTO,X,X,O,O,X,X,O,X
SLJIZOT,X,X,O,O,X,X,O,X
SLJIOTZ,X,X,X,X,O,X,O,X
SLJIOZT,X,X,O,O,X,X,O,X
SLJZTIO,X,X,O,O,O,X,O,X
SLJZTOI,X,X,O,O,O,X,O,X
SLJZITO,X,X,O,O,X,X,O,X
SLJZIOT,X,X,O,O,X,X,O,X
SLJZOTI,X,X,O,O,O,X,O,X
SLJZOIT,X,X,O,O,X,X,O,X
SLJOTIZ,X,X,O,O,O,X,O,X
SLJOTZI,X,X,O,O,O,X,O,X
SLJOITZ,X,X,X,X,O,X,O,X
SLJOIZT,X,X,O,O,X,X,O,X
SLJOZTI,X,X,O,O,O,X,O,X
SLJOZIT,X,X,O,O,X,X,O,X
SLZTIJO,O,X,O,X,X,X,O,O
SLZTIOJ,O,X,O,X,X,X,O,O
SLZTJIO,O,X,O,X,X,X,O,O
SLZTJOI,X,X,O,X,X,X,O,O
SLZTOIJ,O,X,O,X,X,X,O,O
SLZTOJI,X,X,O,X,X,X,O,O
SLZITJO,O,X,O,X,X,X,O,X
SLZITOJ,O,X,O,X,X,X,O,X
SLZIJTO,O,X,O,X,X,X,O,X
SLZIJOT,X,X,O,X,X,X,O,X
SLZIOTJ,O,X,O,X,X,X,X,X
SLZIOJT,O,X,O,X,X,X,O,X
SLZJTIO,O,X,O,X,X,X,O,O
SLZJTOI,X,X,O,X,X,X,O,O
SLZJITO,O,X,O,X,X,X,O,X
SLZJIOT,X,X,O,X,X,X,O,X
SLZJOTI,X,X,O,X,X,X,O,O
SLZJOIT,X,X,O,X,X,X,O,X
SLZOTIJ,O,X,O,X,X,X,O,O
SLZOTJI,O,X,O,X,X,X,O,O
SLZOITJ,O,X,O,X,X,X,X,X
SLZOIJT,O,X,O,X,X,X,O,X
SLZOJTI,O,X,O,X,X,X,O,O
SLZOJIT,O,X,O,X,X,X,O,X
SLOTIJZ,X,X,O,O,O,X,O,X
SLOTIZJ,O,X,O,X,X,X,O,O
SLOTJIZ,X,X,O,O,O,X,O,X
SLOTJZI,X,X,O,O,O,X,O,X
SLOTZIJ,O,X,O,X,X,X,O,O
SLOTZJI,O,X,O,X,X,X,O,O
SLOITJZ,X,X,O,X,X,X,O,X
SLOITZJ,O,X,O,X,X,X,O,X
SLOIJTZ,X,X,X,X,X,X,O,X
SLOIJZT,X,X,O,O,X,X,O,X
SLOIZTJ,O,X,O,X,X,X,X,X
SLOIZJT,O,X,O,X,X,X,O,X
SLOJTIZ,X,X,O,O,O,X,O,X
SLOJTZI,X,X,O,O,O,X,O,X
SLOJITZ,X,X,X,X,O,X,O,X
SLOJIZT,X,X,O,O,X,X,O,X
SLOJZTI,X,X,O,O,O,X,O,X
SLOJZIT,X,X,O,O,X,X,O,X
SLOZTIJ,O,X,O,X,X,X,O,O
SLOZTJI,O,X,O,X,X,X,O,O
SLOZITJ,O,X,O,X,X,X,X,X
SLOZIJT,O,X,O,X,X,X,O,X
SLOZJTI,O,X,O,X,X,X,O,O
SLOZJIT,O,X,O,X,X,X,O,X
SJTILZO,X,X,O,O,O,O,X,X
SJTILOZ,X,X,O,O,O,O,X,X
SJTIZLO,X,O,X,O,O,O,X,O
SJTIZOL,X,O,X,O,O,O,X,O
SJTIOLZ,X,X,O,O,O,O,X,X
SJTIOZL,X,O,X,O,O,O,X,O
SJTLIZO,X,X,O,O,O,O,X,X
SJTLIOZ,X,X,O,O,O,O,X,X
SJTLZIO,X,X,O,O,O,O,X,X
SJTLZOI,X,X,O,O,O,O,X,X
SJTLOIZ,X,X,O,O,O,O,X,X
SJTLOZI,X,X,O,O,O,O,X,X
SJTZILO,X,O,X,O,O,O,X,O
SJTZIOL,X,O,X,O,O,O,X,O
SJTZLIO,X,O,X,O,O,O,X,O
SJTZLOI,X,X,X,O,O,O,X,O
SJTZOIL,X,O,X,O,O,O,X,O
SJTZOLI,X,X,X,O,O,O,X,O
SJTOILZ,X,X,O,O,O,O,X,X
SJTOIZL,X,O,X,O,O,O,X,O
SJTOLIZ,X,X,O,O,O,O,X,X
SJTOLZI,X,X,O,O,O,O,X,X
SJTOZIL,X,O,X,O,O,O,X,O
SJTOZLI,X,O,X,O,O,O,X,O
SJITLZO,X,X,X,O,O,O,X,X
SJITLOZ,X,X,X,O,O,O,X,X
SJITZLO,X,O,X,O,O,O,X,X
SJITZOL,X,O,X,O,O,O,X,X
SJITOLZ,X,X,X,O,O,O,X,X
SJITOZL,X,O,X,O,O,O,X,X
SJILTZO,X,X,X,X,O,X,X,X
SJILTOZ,X,X,X,X,O,O,X,X
SJILZTO,X,X,O,O,X,X,X,X
SJILZOT,X,X,O,O,X,X,X,X
SJILOTZ,X,X,X,X,O,O,X,X
SJILOZT,X,X,O,O,X,X,X,X
SJIZTLO,X,O,X,O,X,X,X,X
SJIZTOL,X,O,X,O,X,X,X,X
SJIZLTO,X,O,X,O,X,X,X,X
SJIZLOT,X,X,X,O,X,X,X,X
SJIZOTL,X,O,X,O,X,X,X,X
SJIZOLT,X,O,X,O,X,X,X,X
SJIOTLZ,X,X,X,O,O,X,X,X
SJIOTZL,X,O,X,O,O,X,X,X
SJIOLTZ,X,X,X,X,O,O,X,X
SJIOLZT,X,X,O,O,X,X,X,X
SJIOZTL,X,O,X,O,X,X,X,X
SJIOZLT,X,O,X,O,X,X,X,X
SJLTIZO,X,X,O,O,O,X,X,X
SJLTIOZ,X,X,O,O,O,O,X,X
SJLTZIO,X,X,O,O,O,O,X,X
SJLTZOI,X,X,O,O,O,O,X,X
SJLTOIZ,X,X,O,O,O,O,X,X
SJLTOZI,X,X,O,O,O,O,X,X
SJLITZO,X,X,X,X,O,X,X,X
SJLITOZ,X,X,X,X,O,O,X,X
SJLIZTO,X,X,O,O,X,X,X,X
SJLIZOT,X,X,O,O,X,X,X,X
SJLIOTZ,X,X,X,X,O,O,X,X
SJLIOZT,X,X,O,O,X,X,X,X
SJLZTIO,X,X,O,O,O,X,X,X
SJLZTOI,X,X,O,O,O,X,X,X
SJLZITO,X,X,O,O,X,X,X,X
SJLZIOT,X,X,O,O,X,X,X,X
SJLZOTI,X,X,O,O,O,X,X,X
SJLZOIT,X,X,O,O,X,X,X,X
SJLOTIZ,X,X,O,O,O,O,X,X
SJLOTZI,X,X,O,O,O,O,X,X
SJLOITZ,X,X,X,X,O,O,X,X
SJLOIZT,X,X,O,O,X,X,X,X
SJLOZTI,X,X,O,O,O,X,X,X
SJLOZIT,X,X,O,O,X,X,X,X
SJZTILO,X,O,X,O,O,X,X,O
SJZTIOL,X,O,X,O,O,X,X,O
SJZTLIO,X,O,X,O,O,X,X,O
SJZTLOI,X,X,X,O,O,X,X,O
SJZTOIL,X,O,X,O,O,X,X,O
SJZTOLI,X,X,X,O,O,X,X,O
SJZITLO,X,O,X,O,X,X,X,O
SJZITOL,X,O,X,O,X,X,X,O
