sequence,v115@JhA8GeD8FeD8CeC8JeT/IvhFxgBOnBXjBStB0rBFrB,v115@JhA8GeD8FeD8CeC8JeT/IvhFlgB6oBmnBxrBcrBXsB,v115@JhA8GeD8FeD8CeC8JeT/IvhFlgB3hBGjBUoBxrBywB,v115@JhA8GeD8FeD8CeC8JeT/IvhFxgBVnBUmBXoBGoBywB,v115@JhA8GeD8FeD8CeC8JeT/IvhFlgBRiB+oB3nB0rBirB,v115@JhA8GeD8FeD8CeC8JeT/IvhFxgBUmBFnBXoBGoBywB
SZTJILO,X,X,O,X,O,X
SZTJIOL,X,X,O,O,O,O
SZTJLIO,X,X,X,X,O,X
SZTJLOI,X,X,X,X,O,X
SZTJOIL,X,X,O,O,O,O
SZTJOLI,X,X,X,O,O,O
SZTOILJ,X,X,O,O,X,O
SZTOIJL,X,X,O,O,X,O
SZTOLIJ,X,X,X,O,X,O
SZTOLJI,X,X,X,O,X,O
SZTOJIL,X,X,O,O,O,O
SZTOJLI,X,X,X,O,O,O
SZITLJO,X,X,O,X,X,X
SZITLOJ,X,X,O,O,X,O
SZITJLO,X,X,O,X,X,X
SZITJOL,X,X,O,O,X,O
SZITOLJ,X,X,O,O,X,O
SZITOJL,X,X,O,O,X,O
SZILTJO,O,X,O,O,X,X
SZILTOJ,O,X,O,O,X,O
SZILJTO,O,X,O,X,X,X
SZILJOT,O,X,O,X,X,X
SZILOTJ,O,X,O,O,X,O
SZILOJT,O,X,O,X,X,X
SZIJTLO,X,X,O,X,X,X
SZIJTOL,X,X,O,O,X,O
SZIJLTO,O,X,O,X,X,X
SZIJLOT,O,X,O,X,X,X
SZIJOTL,X,X,O,O,X,O
SZIJOLT,O,X,O,X,X,X
SZIOTLJ,X,X,O,O,X,O
SZIOTJL,X,X,O,O,X,O
SZIOLTJ,O,X,O,O,X,O
SZIOLJT,O,X,O,X,X,X
SZIOJTL,X,X,O,O,X,O
SZIOJLT,O,X,O,X,X,X
SZLTIJO,O,X,X,O,X,X
SZLTIOJ,O,X,X,O,X,O
SZLTJIO,O,X,X,O,X,X
SZLTJOI,O,X,X,O,X,X
SZLTOIJ,O,X,X,O,X,O
SZLTOJI,O,X,X,O,X,O
SZLITJO,O,X,X,O,X,X
SZLITOJ,O,X,X,O,X,O
SZLIJTO,O,X,X,X,X,X
SZLIJOT,O,X,X,X,X,X
SZLIOTJ,O,X,X,O,X,O
SZLIOJT,O,X,X,X,X,X
SZLJTIO,O,X,X,O,X,X
SZLJTOI,O,X,X,O,X,X
SZLJITO,O,X,X,X,X,X
SZLJIOT,O,X,X,X,X,X
SZLJOTI,O,X,X,O,X,X
SZLJOIT,O,X,X,X,X,X
SZLOTIJ,O,X,X,O,X,O
SZLOTJI,O,X,X,O,X,O
SZLOITJ,O,X,X,O,X,O
SZLOIJT,O,X,X,X,X,X
SZLOJTI,O,X,X,O,X,X
SZLOJIT,O,X,X,X,X,X
SZJTILO,X,X,O,X,O,X
SZJTIOL,X,X,O,O,O,O
SZJTLIO,X,X,X,X,O,X
SZJTLOI,X,X,X,X,O,X
SZJTOIL,X,X,O,O,O,O
SZJTOLI,X,X,X,O,O,O
SZJITLO,X,X,O,X,O,X
SZJITOL,X,X,O,O,O,O
SZJILTO,O,X,O,X,O,X
SZJILOT,O,X,O,X,O,X
SZJIOTL,X,X,O,O,O,O
SZJIOLT,O,X,O,X,O,X
SZJLTIO,O,X,X,O,O,X
SZJLTOI,O,X,X,O,O,X
SZJLITO,O,X,X,X,O,X
SZJLIOT,O,X,X,X,O,X
SZJLOTI,O,X,X,O,O,X
SZJLOIT,O,X,X,X,O,X
SZJOTIL,X,X,O,O,O,O
SZJOTLI,X,X,X,O,O,O
SZJOITL,X,X,O,O,O,O
SZJOILT,O,X,O,X,O,X
SZJOLTI,O,X,X,O,O,X
SZJOLIT,O,X,X,X,O,X
SZOTILJ,X,X,O,O,X,O
SZOTIJL,X,X,O,O,X,O
SZOTLIJ,X,X,X,O,X,O
SZOTLJI,X,X,X,O,X,O
SZOTJIL,X,X,O,O,O,O
SZOTJLI,X,X,X,O,O,O
SZOITLJ,X,X,O,O,X,O
SZOITJL,X,X,O,O,X,O
SZOILTJ,O,X,O,O,X,O
SZOILJT,O,X,O,X,X,X
SZOIJTL,X,X,O,O,X,O
SZOIJLT,O,X,O,X,X,X
SZOLTIJ,O,X,X,O,X,O
SZOLTJI,O,X,X,O,X,O
SZOLITJ,O,X,X,O,X,O
SZOLIJT,O,X,X,X,X,X
SZOLJTI,O,X,X,O,X,X
SZOLJIT,O,X,X,X,X,X
SZOJTIL,X,X,O,O,O,O
SZOJTLI,X,X,X,O,O,O
SZOJITL,X,X,O,O,O,O
SZOJILT,O,X,O,X,O,X
SZOJLTI,O,X,X,O,O,X
SZOJLIT,O,X,X,X,O,X
SOTILJZ,X,O,X,X,X,X
SOTILZJ,X,X,O,O,X,X
SOTIJLZ,X,O,X,X,X,X
SOTIJZL,X,X,O,X,X,X
SOTIZLJ,X,X,O,O,X,O
SOTIZJL,X,X,O,O,X,O
SOTLIJZ,X,O,X,X,X,X
SOTLIZJ,X,X,X,O,X,X
SOTLJIZ,X,O,X,X,X,X
SOTLJZI,X,X,X,O,X,X
SOTLZIJ,X,X,X,O,X,O
SOTLZJI,X,X,X,O,X,O
SOTJILZ,X,O,X,X,O,X
SOTJIZL,X,X,X,X,O,X
SOTJLIZ,X,O,X,X,O,X
SOTJLZI,X,X,X,O,O,X
SOTJZIL,X,X,X,O,O,O
SOTJZLI,X,X,X,O,O,O
SOTZILJ,X,X,O,O,X,O
SOTZIJL,X,X,O,O,X,O
SOTZLIJ,X,X,X,O,X,O
SOTZLJI,X,X,X,O,X,O
SOTZJIL,X,X,O,O,O,O
SOTZJLI,X,X,X,O,O,O
SOITLJZ,X,O,X,X,X,X
SOITLZJ,X,X,O,O,X,X
SOITJLZ,X,O,X,X,X,X
SOITJZL,X,X,O,X,X,X
SOITZLJ,X,X,O,O,X,O
SOITZJL,X,X,O,O,X,O
SOILTJZ,O,O,X,X,X,X
SOILTZJ,X,X,O,O,X,X
SOILJTZ,O,O,X,X,X,X
SOILJZT,O,O,X,X,X,X
SOILZTJ,O,X,O,O,X,O
SOILZJT,O,X,O,X,X,X
SOIJTLZ,X,O,X,X,X,X
SOIJTZL,X,X,O,X,X,X
SOIJLTZ,X,O,X,X,X,X
SOIJLZT,X,O,X,X,X,X
SOIJZTL,X,X,O,O,X,O
SOIJZLT,X,X,O,X,X,X
SOIZTLJ,X,X,O,O,X,O
SOIZTJL,X,X,O,O,X,O
SOIZLTJ,O,X,O,O,X,O
SOIZLJT,O,X,O,X,X,X
SOIZJTL,X,X,O,O,X,O
SOIZJLT,O,X,O,X,X,X
SOLTIJZ,O,O,X,X,X,X
SOLTIZJ,X,X,X,O,X,X
SOLTJIZ,O,O,X,X,X,X
SOLTJZI,O,X,X,O,X,X
SOLTZIJ,O,X,X,O,X,O
SOLTZJI,O,X,X,O,X,O
SOLITJZ,O,O,X,X,X,X
SOLITZJ,X,X,X,O,X,X
SOLIJTZ,O,O,X,X,X,X
SOLIJZT,O,O,X,X,X,X
SOLIZTJ,O,X,X,O,X,O
SOLIZJT,O,X,X,X,X,X
SOLJTIZ,O,O,X,X,X,X
SOLJTZI,O,X,X,O,X,X
SOLJITZ,O,O,X,X,X,X
SOLJIZT,O,O,X,X,X,X
SOLJZTI,O,X,X,O,X,X
SOLJZIT,O,X,X,X,X,X
SOLZTIJ,O,X,X,O,X,O
SOLZTJI,O,X,X,O,X,O
SOLZITJ,O,X,X,O,X,O
SOLZIJT,O,X,X,X,X,X
SOLZJTI,O,X,X,O,X,X
SOLZJIT,O,X,X,X,X,X
SOJTILZ,X,O,X,X,O,X
SOJTIZL,X,X,X,X,O,X
SOJTLIZ,X,O,X,X,O,X
SOJTLZI,X,X,X,O,O,X
SOJTZIL,X,X,X,O,O,O
SOJTZLI,X,X,X,O,O,O
SOJITLZ,X,O,X,X,O,X
SOJITZL,X,X,X,X,O,X
SOJILTZ,X,O,X,X,O,X
SOJILZT,X,O,X,X,O,X
SOJIZTL,X,X,X,O,O,O
SOJIZLT,X,X,X,X,O,X
SOJLTIZ,X,O,X,X,O,X
SOJLTZI,X,X,X,O,O,X
SOJLITZ,X,O,X,X,O,X
SOJLIZT,X,O,X,X,O,X
SOJLZTI,X,X,X,O,O,X
SOJLZIT,X,X,X,X,O,X
SOJZTIL,X,X,X,O,O,O
SOJZTLI,X,X,X,O,O,O
SOJZITL,X,X,X,O,O,O
SOJZILT,X,X,X,X,O,X
SOJZLTI,X,X,X,O,O,X
SOJZLIT,X,X,X,X,O,X
SOZTILJ,X,X,O,O,X,O
SOZTIJL,X,X,O,O,X,O
SOZTLIJ,X,X,X,O,X,O
SOZTLJI,X,X,X,O,X,O
SOZTJIL,X,X,O,O,O,O
SOZTJLI,X,X,X,O,O,O
SOZITLJ,X,X,O,O,X,O
SOZITJL,X,X,O,O,X,O
SOZILTJ,O,X,O,O,X,O
SOZILJT,O,X,O,X,X,X
SOZIJTL,X,X,O,O,X,O
SOZIJLT,O,X,O,X,X,X
SOZLTIJ,O,X,X,O,X,O
SOZLTJI,O,X,X,O,X,O
SOZLITJ,O,X,X,O,X,O
SOZLIJT,O,X,X,X,X,X
SOZLJTI,O,X,X,O,X,X
SOZLJIT,O,X,X,X,X,X
SOZJTIL,X,X,O,O,O,O
SOZJTLI,X,X,X,O,O,O
SOZJITL,X,X,O,O,O,O
SOZJILT,O,X,O,X,O,X
SOZJLTI,O,X,X,O,O,X
SOZJLIT,O,X,X,X,O,X
ZTILJSO,O,O,O,X,X,X
ZTILJOS,O,O,O,X,X,X
ZTILSJO,O,X,O,X,X,X
ZTILSOJ,O,X,O,O,X,O
ZTILOJS,O,O,O,X,X,X
ZTILOSJ,O,X,O,O,X,O
ZTIJLSO,O,O,O,X,X,X
ZTIJLOS,O,O,O,X,X,X
ZTIJSLO,X,X,O,X,O,X
ZTIJSOL,X,X,O,O,O,O
ZTIJOLS,O,O,O,X,X,X
ZTIJOSL,X,X,O,O,O,O
ZTISLJO,X,X,O,X,X,X
ZTISLOJ,X,X,O,O,X,O
ZTISJLO,X,X,O,X,X,X
ZTISJOL,X,X,O,O,X,O
ZTISOLJ,X,X,O,O,X,O
ZTISOJL,X,X,O,O,X,O
ZTIOLJS,O,O,O,X,X,X
ZTIOLSJ,O,X,O,O,X,O
ZTIOJLS,O,O,O,X,X,X
ZTIOJSL,X,X,O,O,O,O
ZTIOSLJ,X,X,O,O,X,O
ZTIOSJL,X,X,O,O,X,O
ZTLIJSO,O,O,O,O,X,X
ZTLIJOS,O,O,O,O,X,X
ZTLISJO,O,X,O,O,X,X
ZTLISOJ,O,X,O,O,X,O
ZTLIOJS,O,O,O,O,X,X
ZTLIOSJ,O,X,O,O,X,O
ZTLJISO,O,O,O,O,X,X
ZTLJIOS,O,O,O,O,X,X
ZTLJSIO,O,X,X,O,O,X
ZTLJSOI,O,X,X,O,O,X
ZTLJOIS,O,O,O,O,X,X
ZTLJOSI,O,X,X,O,O,X
ZTLSIJO,O,X,X,O,X,X
ZTLSIOJ,O,X,X,O,X,O
ZTLSJIO,O,X,X,O,X,X
ZTLSJOI,O,X,X,O,X,X
ZTLSOIJ,O,X,X,O,X,O
ZTLSOJI,O,X,X,O,X,O
ZTLOIJS,O,O,O,O,X,X
ZTLOISJ,O,X,O,O,X,O
ZTLOJIS,O,O,O,O,X,X
ZTLOJSI,O,X,X,O,O,X
ZTLOSIJ,O,X,X,O,X,O
ZTLOSJI,O,X,X,O,X,O
ZTJILSO,O,O,O,X,X,X
ZTJILOS,O,O,O,X,X,X
ZTJISLO,X,X,O,X,O,X
ZTJISOL,X,X,O,O,O,O
ZTJIOLS,O,O,O,X,X,X
ZTJIOSL,X,X,O,O,O,O
ZTJLISO,O,O,O,X,X,X
ZTJLIOS,O,O,O,X,X,X
ZTJLSIO,O,X,X,X,O,X
ZTJLSOI,O,X,X,X,O,X
ZTJLOIS,O,O,O,X,X,X
ZTJLOSI,O,X,X,X,O,X
ZTJSILO,X,X,O,X,O,X
ZTJSIOL,X,X,O,O,O,O
ZTJSLIO,X,X,X,X,O,X
ZTJSLOI,X,X,X,X,O,X
ZTJSOIL,X,X,O,O,O,O
ZTJSOLI,X,X,X,O,O,O
ZTJOILS,O,O,O,X,X,X
ZTJOISL,X,X,O,O,O,O
ZTJOLIS,O,O,O,X,X,X
ZTJOLSI,O,X,X,X,O,X
ZTJOSIL,X,X,O,O,O,O
ZTJOSLI,X,X,X,O,O,O
ZTSILJO,X,X,O,X,X,X
ZTSILOJ,X,X,O,O,X,O
ZTSIJLO,X,X,O,X,X,X
ZTSIJOL,X,X,O,O,X,O
ZTSIOLJ,X,X,O,O,X,O
ZTSIOJL,X,X,O,O,X,O
ZTSLIJO,X,X,X,O,X,X
ZTSLIOJ,X,X,X,O,X,O
ZTSLJIO,X,X,X,O,X,X
ZTSLJOI,X,X,X,O,X,X
ZTSLOIJ,X,X,X,O,X,O
ZTSLOJI,X,X,X,O,X,O
ZTSJILO,X,X,O,X,O,X
ZTSJIOL,X,X,O,O,O,O
ZTSJLIO,X,X,X,X,O,X
ZTSJLOI,X,X,X,X,O,X
ZTSJOIL,X,X,O,O,O,O
ZTSJOLI,X,X,X,O,O,O
ZTSOILJ,X,X,O,O,X,O
ZTSOIJL,X,X,O,O,X,O
ZTSOLIJ,X,X,X,O,X,O
ZTSOLJI,X,X,X,O,X,O
ZTSOJIL,X,X,O,O,O,O
ZTSOJLI,X,X,X,O,O,O
ZTOILJS,O,O,O,X,X,X
ZTOILSJ,O,X,O,O,X,O
ZTOIJLS,O,O,O,X,X,X
ZTOIJSL,X,X,O,O,O,O
ZTOISLJ,X,X,O,O,X,O
ZTOISJL,X,X,O,O,X,O
ZTOLIJS,O,O,O,O,X,X
ZTOLISJ,O,X,O,O,X,O
ZTOLJIS,O,O,O,O,X,X
ZTOLJSI,O,X,X,O,O,X
ZTOLSIJ,O,X,X,O,X,O
ZTOLSJI,O,X,X,O,X,O
ZTOJILS,O,O,O,X,X,X
ZTOJISL,X,X,O,O,O,O
ZTOJLIS,O,O,O,X,X,X
ZTOJLSI,O,X,X,X,O,X
ZTOJSIL,X,X,O,O,O,O
ZTOJSLI,X,X,X,O,O,O
ZTOSILJ,X,X,O,O,X,O
ZTOSIJL,X,X,O,O,X,O
ZTOSLIJ,X,X,X,O,X,O
ZTOSLJI,X,X,X,O,X,O
ZTOSJIL,X,X,O,O,O,O
ZTOSJLI,X,X,X,O,O,O
ZITLJSO,O,O,O,X,X,X
ZITLJOS,O,O,O,X,X,X
ZITLSJO,O,X,O,X,X,X
ZITLSOJ,O,X,O,O,X,O
ZITLOJS,O,O,O,X,X,X
ZITLOSJ,O,X,O,O,X,O
ZITJLSO,O,O,O,X,X,X
ZITJLOS,O,O,O,X,X,X
ZITJSLO,X,X,O,X,O,X
ZITJSOL,X,X,O,O,O,O
ZITJOLS,O,O,O,X,X,X
ZITJOSL,X,X,O,O,O,O
ZITSLJO,X,X,O,X,X,X
ZITSLOJ,X,X,O,O,X,O
ZITSJLO,X,X,O,X,X,X
ZITSJOL,X,X,O,O,X,O
ZITSOLJ,X,X,O,O,X,O
ZITSOJL,X,X,O,O,X,O
ZITOLJS,O,O,O,X,X,X
ZITOLSJ,O,X,O,O,X,O
ZITOJLS,O,O,O,X,X,X
ZITOJSL,X,X,O,O,O,O
ZITOSLJ,X,X,O,O,X,O
ZITOSJL,X,X,O,O,X,O
ZILTJSO,O,O,O,O,X,X
ZILTJOS,O,O,O,O,X,X
ZILTSJO,O,X,O,O,X,X
ZILTSOJ,O,X,O,O,X,O
ZILTOJS,O,O,O,O,X,X
ZILTOSJ,O,X,O,O,X,O
ZILJTSO,O,O,O,O,X,X
ZILJTOS,O,O,O,O,X,X
ZILJSTO,O,O,O,X,X,X
ZILJSOT,O,O,O,X,X,X
ZILJOTS,O,O,O,O,X,X
ZILJOST,O,O,O,X,X,X
ZILSTJO,O,X,O,O,X,X
ZILSTOJ,O,X,O,O,X,O
ZILSJTO,O,X,O,X,X,X
ZILSJOT,O,X,O,X,X,X
ZILSOTJ,O,X,O,O,X,O
ZILSOJT,O,X,O,X,X,X
ZILOTJS,O,O,O,O,X,X
ZILOTSJ,O,X,O,O,X,O
ZILOJTS,O,O,O,O,X,X
ZILOJST,O,O,O,X,X,X
ZILOSTJ,O,X,O,O,X,O
ZILOSJT,O,X,O,X,X,X
ZIJTLSO,O,O,O,X,X,X
ZIJTLOS,O,O,O,X,X,X
ZIJTSLO,X,X,O,X,O,X
ZIJTSOL,X,X,O,O,O,O
ZIJTOLS,O,O,O,X,X,X
ZIJTOSL,X,X,O,O,O,O
ZIJLTSO,O,O,O,X,X,X
ZIJLTOS,O,O,O,X,X,X
ZIJLSTO,O,O,O,X,X,X
ZIJLSOT,O,O,O,X,X,X
ZIJLOTS,O,O,O,X,X,X
ZIJLOST,O,O,O,X,X,X
ZIJSTLO,X,X,O,X,O,X
ZIJSTOL,X,X,O,O,O,O
ZIJSLTO,O,X,O,X,O,X
ZIJSLOT,O,X,O,X,O,X
ZIJSOTL,X,X,O,O,O,O
ZIJSOLT,O,X,O,X,O,X
ZIJOTLS,O,O,O,X,X,X
ZIJOTSL,X,X,O,O,O,O
ZIJOLTS,O,O,O,X,X,X
ZIJOLST,O,O,O,X,X,X
ZIJOSTL,X,X,O,O,O,O
ZIJOSLT,O,X,O,X,O,X
ZISTLJO,X,X,O,X,X,X
ZISTLOJ,X,X,O,O,X,O
ZISTJLO,X,X,O,X,X,X
ZISTJOL,X,X,O,O,X,O
ZISTOLJ,X,X,O,O,X,O
ZISTOJL,X,X,O,O,X,O
ZISLTJO,O,X,O,O,X,X
ZISLTOJ,O,X,O,O,X,O
ZISLJTO,O,X,O,X,X,X
ZISLJOT,O,X,O,X,X,X
ZISLOTJ,O,X,O,O,X,O
ZISLOJT,O,X,O,X,X,X
ZISJTLO,X,X,O,X,X,X
ZISJTOL,X,X,O,O,X,O
ZISJLTO,O,X,O,X,X,X
ZISJLOT,O,X,O,X,X,X
ZISJOTL,X,X,O,O,X,O
ZISJOLT,O,X,O,X,X,X
ZISOTLJ,X,X,O,O,X,O
ZISOTJL,X,X,O,O,X,O
ZISOLTJ,O,X,O,O,X,O
ZISOLJT,O,X,O,X,X,X
ZISOJTL,X,X,O,O,X,O
ZISOJLT,O,X,O,X,X,X
ZIOTLJS,O,O,O,X,X,X
ZIOTLSJ,O,X,O,O,X,O
ZIOTJLS,O,O,O,X,X,X
ZIOTJSL,X,X,O,O,O,O
ZIOTSLJ,X,X,O,O,X,O
ZIOTSJL,X,X,O,O,X,O
ZIOLTJS,O,O,O,O,X,X
ZIOLTSJ,O,X,O,O,X,O
ZIOLJTS,O,O,O,O,X,X
ZIOLJST,O,O,O,X,X,X
ZIOLSTJ,O,X,O,O,X,O
ZIOLSJT,O,X,O,X,X,X
ZIOJTLS,O,O,O,X,X,X
ZIOJTSL,X,X,O,O,O,O
ZIOJLTS,O,O,O,X,X,X
ZIOJLST,O,O,O,X,X,X
ZIOJSTL,X,X,O,O,O,O
ZIOJSLT,O,X,O,X,O,X
ZIOSTLJ,X,X,O,O,X,O
ZIOSTJL,X,X,O,O,X,O
ZIOSLTJ,O,X,O,O,X,O
ZIOSLJT,O,X,O,X,X,X
ZIOSJTL,X,X,O,O,X,O
ZIOSJLT,O,X,O,X,X,X
ZLTIJSO,O,O,O,O,X,X
ZLTIJOS,O,O,O,O,X,X
ZLTISJO,O,X,O,O,X,X
ZLTISOJ,O,X,O,O,X,O
ZLTIOJS,O,O,O,O,X,X
ZLTIOSJ,O,X,O,O,X,O
ZLTJISO,O,O,O,O,X,X
ZLTJIOS,O,O,O,O,X,X
ZLTJSIO,O,X,X,O,O,X
ZLTJSOI,O,X,X,O,O,X
ZLTJOIS,O,O,O,O,X,X
ZLTJOSI,O,X,X,O,O,X
ZLTSIJO,O,X,X,O,X,X
ZLTSIOJ,O,X,X,O,X,O
ZLTSJIO,O,X,X,O,X,X
ZLTSJOI,O,X,X,O,X,X
ZLTSOIJ,O,X,X,O,X,O
ZLTSOJI,O,X,X,O,X,O
ZLTOIJS,O,O,O,O,X,X
ZLTOISJ,O,X,O,O,X,O
ZLTOJIS,O,O,O,O,X,X
ZLTOJSI,O,X,X,O,O,X
ZLTOSIJ,O,X,X,O,X,O
ZLTOSJI,O,X,X,O,X,O
ZLITJSO,O,O,O,O,X,X
ZLITJOS,O,O,O,O,X,X
ZLITSJO,O,X,O,O,X,X
ZLITSOJ,O,X,O,O,X,O
ZLITOJS,O,O,O,O,X,X
ZLITOSJ,O,X,O,O,X,O
ZLIJTSO,O,O,O,O,X,X
ZLIJTOS,O,O,O,O,X,X
ZLIJSTO,O,O,O,X,X,X
ZLIJSOT,O,O,O,X,X,X
ZLIJOTS,O,O,O,O,X,X
ZLIJOST,O,O,O,X,X,X
ZLISTJO,O,X,O,O,X,X
ZLISTOJ,O,X,O,O,X,O
ZLISJTO,O,X,O,X,X,X
ZLISJOT,O,X,O,X,X,X
ZLISOTJ,O,X,O,O,X,O
ZLISOJT,O,X,O,X,X,X
ZLIOTJS,O,O,O,O,X,X
ZLIOTSJ,O,X,O,O,X,O
ZLIOJTS,O,O,O,O,X,X
ZLIOJST,O,O,O,X,X,X
ZLIOSTJ,O,X,O,O,X,O
ZLIOSJT,O,X,O,X,X,X
ZLJTISO,O,O,O,O,X,X
ZLJTIOS,O,O,O,O,X,X
ZLJTSIO,O,X,X,O,O,X
ZLJTSOI,O,X,X,O,O,X
ZLJTOIS,O,O,O,O,X,X
ZLJTOSI,O,X,X,O,O,X
ZLJITSO,O,O,O,O,X,X
ZLJITOS,O,O,O,O,X,X
ZLJISTO,O,O,O,X,X,X
ZLJISOT,O,O,O,X,X,X
ZLJIOTS,O,O,O,O,X,X
ZLJIOST,O,O,O,X,X,X
ZLJSTIO,O,X,X,O,O,X
ZLJSTOI,O,X,X,O,O,X
ZLJSITO,O,X,X,X,O,X
ZLJSIOT,O,X,X,X,O,X
ZLJSOTI,O,X,X,O,O,X
ZLJSOIT,O,X,X,X,O,X
ZLJOTIS,O,O,O,O,X,X
ZLJOTSI,O,X,X,O,O,X
ZLJOITS,O,O,O,O,X,X
ZLJOIST,O,O,O,X,X,X
ZLJOSTI,O,X,X,O,O,X
ZLJOSIT,O,X,X,X,O,X
ZLSTIJO,O,X,X,O,X,X
ZLSTIOJ,O,X,X,O,X,O
ZLSTJIO,O,X,X,O,X,X
ZLSTJOI,O,X,X,O,X,X
ZLSTOIJ,O,X,X,O,X,O
ZLSTOJI,O,X,X,O,X,O
ZLSITJO,O,X,X,O,X,X
ZLSITOJ,O,X,X,O,X,O
ZLSIJTO,O,X,X,X,X,X
ZLSIJOT,O,X,X,X,X,X
ZLSIOTJ,O,X,X,O,X,O
ZLSIOJT,O,X,X,X,X,X
ZLSJTIO,O,X,X,O,X,X
ZLSJTOI,O,X,X,O,X,X
ZLSJITO,O,X,X,X,X,X
ZLSJIOT,O,X,X,X,X,X
ZLSJOTI,O,X,X,O,X,X
ZLSJOIT,O,X,X,X,X,X
ZLSOTIJ,O,X,X,O,X,O
ZLSOTJI,O,X,X,O,X,O
ZLSOITJ,O,X,X,O,X,O
ZLSOIJT,O,X,X,X,X,X
ZLSOJTI,O,X,X,O,X,X
ZLSOJIT,O,X,X,X,X,X
ZLOTIJS,O,O,O,O,X,X
ZLOTISJ,O,X,O,O,X,O
ZLOTJIS,O,O,O,O,X,X
ZLOTJSI,O,X,X,O,O,X
ZLOTSIJ,O,X,X,O,X,O
ZLOTSJI,O,X,X,O,X,O
ZLOITJS,O,O,O,O,X,X
ZLOITSJ,O,X,O,O,X,O
ZLOIJTS,O,O,O,O,X,X
ZLOIJST,O,O,O,X,X,X
ZLOISTJ,O,X,O,O,X,O
ZLOISJT,O,X,O,X,X,X
ZLOJTIS,O,O,O,O,X,X
ZLOJTSI,O,X,X,O,O,X
ZLOJITS,O,O,O,O,X,X
ZLOJIST,O,O,O,X,X,X
ZLOJSTI,O,X,X,O,O,X
ZLOJSIT,O,X,X,X,O,X
ZLOSTIJ,O,X,X,O,X,O
ZLOSTJI,O,X,X,O,X,O
ZLOSITJ,O,X,X,O,X,O
ZLOSIJT,O,X,X,X,X,X
ZLOSJTI,O,X,X,O,X,X
ZLOSJIT,O,X,X,X,X,X
ZJTILSO,O,O,O,X,X,X
ZJTILOS,O,O,O,X,X,X
ZJTISLO,X,X,O,X,O,X
ZJTISOL,X,X,O,O,O,O
ZJTIOLS,O,O,O,X,X,X
ZJTIOSL,X,X,O,O,O,O
ZJTLISO,O,O,O,X,X,X
ZJTLIOS,O,O,O,X,X,X
ZJTLSIO,O,X,X,X,O,X
ZJTLSOI,O,X,X,X,O,X
ZJTLOIS,O,O,O,X,X,X
ZJTLOSI,O,X,X,X,O,X
ZJTSILO,X,X,O,X,O,X
ZJTSIOL,X,X,O,O,O,O
ZJTSLIO,X,X,X,X,O,X
ZJTSLOI,X,X,X,X,O,X
ZJTSOIL,X,X,O,O,O,O
ZJTSOLI,X,X,X,O,O,O
ZJTOILS,O,O,O,X,X,X
ZJTOISL,X,X,O,O,O,O
ZJTOLIS,O,O,O,X,X,X
ZJTOLSI,O,X,X,X,O,X
ZJTOSIL,X,X,O,O,O,O
ZJTOSLI,X,X,X,O,O,O
ZJITLSO,O,O,O,X,X,X
ZJITLOS,O,O,O,X,X,X
ZJITSLO,X,X,O,X,O,X
ZJITSOL,X,X,O,O,O,O
ZJITOLS,O,O,O,X,X,X
ZJITOSL,X,X,O,O,O,O
ZJILTSO,O,O,O,X,X,X
ZJILTOS,O,O,O,X,X,X
ZJILSTO,O,O,O,X,X,X
ZJILSOT,O,O,O,X,X,X
ZJILOTS,O,O,O,X,X,X
ZJILOST,O,O,O,X,X,X
ZJISTLO,X,X,O,X,O,X
ZJISTOL,X,X,O,O,O,O
ZJISLTO,O,X,O,X,O,X
ZJISLOT,O,X,O,X,O,X
ZJISOTL,X,X,O,O,O,O
ZJISOLT,O,X,O,X,O,X
ZJIOTLS,O,O,O,X,X,X
ZJIOTSL,X,X,O,O,O,O
ZJIOLTS,O,O,O,X,X,X
ZJIOLST,O,O,O,X,X,X
ZJIOSTL,X,X,O,O,O,O
ZJIOSLT,O,X,O,X,O,X
ZJLTISO,O,O,O,O,X,X
ZJLTIOS,O,O,O,O,X,X
ZJLTSIO,O,X,X,O,O,X
ZJLTSOI,O,X,X,O,O,X
ZJLTOIS,O,O,O,O,X,X
ZJLTOSI,O,X,X,O,O,X
ZJLITSO,O,O,O,O,X,X
ZJLITOS,O,O,O,O,X,X
ZJLISTO,O,O,O,X,X,X
ZJLISOT,O,O,O,X,X,X
ZJLIOTS,O,O,O,O,X,X
ZJLIOST,O,O,O,X,X,X
ZJLSTIO,O,X,X,O,O,X
ZJLSTOI,O,X,X,O,O,X
ZJLSITO,O,X,X,X,O,X
ZJLSIOT,O,X,X,X,O,X
ZJLSOTI,O,X,X,O,O,X
ZJLSOIT,O,X,X,X,O,X
ZJLOTIS,O,O,O,O,X,X
ZJLOTSI,O,X,X,O,O,X
ZJLOITS,O,O,O,O,X,X
ZJLOIST,O,O,O,X,X,X
ZJLOSTI,O,X,X,O,O,X
ZJLOSIT,O,X,X,X,O,X
ZJSTILO,X,X,O,X,O,X
ZJSTIOL,X,X,O,O,O,O
ZJSTLIO,X,X,X,X,O,X
ZJSTLOI,X,X,X,X,O,X
ZJSTOIL,X,X,O,O,O,O
ZJSTOLI,X,X,X,O,O,O
ZJSITLO,X,X,O,X,O,X
ZJSITOL,X,X,O,O,O,O
ZJSILTO,O,X,O,X,O,X
ZJSILOT,O,X,O,X,O,X
