sequence,v115@HhA8FeA8BeA8DeH8FeA8Je6EJvhF2lBXiBTjBFmB0q?BRxB,v115@HhA8FeA8BeA8DeH8FeA8Je6EJvhFTgB0hBxiBlqB2w?BXtB,v115@HhA8FeA8BeA8DeH8FeA8Je6EJvhFUhBFiBTjBmqB/q?BRxB,v115@HhA8FeA8BeA8DeH8FeA8Je0/IvhFlgBTjBRqBXrB2x?BCsB,v115@HhA8FeA8BeA8DeH8FeA8JeCBJvhFXiBTjBUlBerBlk?BRxB,v115@HhA8FeA8BeA8DeH8FeA8Jel/IvhF3gBTjBRqBmrBSw?B0sB,v115@HhA8FeA8BeA8DeH8FeA8Je0/IvhF2mBTjBRqB6qB3r?B1xB,v115@HhA8FeA8BeA8DeH8FeA8Je6EJvhFOlBTjBRmB8qB3r?B1xB,v115@HhA8FeA8BeA8DeH8FeA8Jex/IvhFmhBzkBCmBVwBct?B3sB,v115@HhA8FeA8BeA8DeH8FeA8Je6EJvhFOlBRmBzqBctBlr?B3sB
IOZTLSJ,X,O,X,O,X,X,X,X,O,X
IOZTJLS,X,O,X,X,X,X,X,X,X,X
IOZTJSL,X,X,X,O,X,O,X,X,X,X
IOZTSLJ,X,O,X,O,X,X,X,X,X,X
IOZTSJL,X,X,X,O,X,O,X,X,X,X
IOZLTJS,X,O,X,X,X,X,X,X,X,X
IOZLTSJ,X,O,X,O,X,X,X,X,X,X
IOZLJTS,X,X,X,X,X,X,X,O,X,O
IOZLJST,O,X,X,O,X,X,X,O,X,O
IOZLSTJ,X,X,X,O,X,X,X,X,X,X
IOZLSJT,O,X,X,O,X,X,X,X,X,X
IOZJTLS,X,X,X,X,X,X,O,X,X,X
IOZJTSL,X,X,X,O,X,O,X,X,X,X
IOZJLTS,X,X,X,X,X,X,O,O,X,O
IOZJLST,O,X,X,O,O,X,O,O,X,O
IOZJSTL,X,X,X,O,X,O,X,X,X,X
IOZJSLT,O,X,X,O,O,X,O,X,X,X
IOZSTLJ,X,X,X,O,X,X,X,X,X,X
IOZSTJL,X,X,X,O,X,O,X,X,X,X
IOZSLTJ,X,X,X,O,X,X,X,X,X,X
IOZSLJT,O,X,X,O,X,X,X,X,X,X
IOZSJTL,X,X,X,O,X,O,X,X,X,X
IOZSJLT,O,X,X,O,X,X,X,X,X,X
LTIJSZO,X,O,O,X,X,X,X,X,X,X
LTIJSOZ,X,O,O,X,X,O,X,X,X,X
LTIJZSO,X,O,O,X,X,X,X,X,X,X
LTIJZOS,X,O,O,X,X,X,X,X,X,X
LTIJOSZ,X,O,O,X,X,O,X,X,X,X
LTIJOZS,X,O,O,X,X,X,X,O,X,X
LTISJZO,X,O,O,X,X,X,X,X,X,X
LTISJOZ,X,O,O,X,X,O,X,X,X,X
LTISZJO,O,O,X,X,X,X,X,X,X,X
LTISZOJ,O,O,X,X,X,X,X,X,X,X
LTISOJZ,X,O,O,X,X,O,X,X,X,X
LTISOZJ,O,O,X,X,X,X,X,X,X,X
LTIZJSO,O,O,O,X,X,X,X,X,X,X
LTIZJOS,O,O,O,X,X,X,X,X,X,X
LTIZSJO,O,X,X,X,X,X,X,X,X,X
LTIZSOJ,O,O,X,X,X,X,X,X,X,X
LTIZOJS,O,O,O,X,X,X,X,X,X,X
LTIZOSJ,O,O,X,X,X,X,X,X,X,X
LTIOJSZ,X,O,O,X,X,O,X,X,X,X
LTIOJZS,X,O,O,X,X,X,X,O,X,X
LTIOSJZ,X,O,O,X,X,O,X,X,X,X
LTIOSZJ,O,O,X,X,X,X,X,X,X,X
LTIOZJS,O,O,O,X,X,X,X,X,X,X
LTIOZSJ,O,O,X,X,X,X,X,X,X,X
LTJISZO,X,O,O,X,X,X,X,X,X,X
LTJISOZ,X,O,O,X,X,X,X,X,X,X
LTJIZSO,X,O,O,X,X,X,X,X,X,X
LTJIZOS,X,O,O,X,X,X,X,X,X,X
LTJIOSZ,X,O,O,X,X,X,X,X,X,X
LTJIOZS,X,O,O,X,X,X,X,O,X,X
LTJSIZO,X,O,O,X,X,X,X,X,X,X
LTJSIOZ,X,O,O,X,X,X,X,X,X,X
LTJSZIO,X,O,O,X,X,X,X,X,X,X
LTJSZOI,X,O,O,X,X,X,X,X,X,X
LTJSOIZ,X,O,O,X,X,X,X,X,X,X
LTJSOZI,X,O,O,X,X,X,X,X,X,X
LTJZISO,X,O,O,X,X,X,X,X,X,X
LTJZIOS,X,O,O,X,X,X,X,X,X,X
LTJZSIO,X,O,O,X,X,X,X,X,X,X
LTJZSOI,X,O,O,X,X,X,X,X,X,X
LTJZOIS,X,O,X,X,X,X,X,X,X,X
LTJZOSI,X,O,O,X,X,X,X,X,X,X
LTJOISZ,X,O,O,X,X,X,X,X,X,X
LTJOIZS,X,O,O,X,X,X,X,O,X,X
LTJOSIZ,X,O,O,X,X,X,X,X,X,X
LTJOSZI,X,O,O,X,X,X,X,X,X,X
LTJOZIS,X,O,X,X,X,X,X,X,X,X
LTJOZSI,X,O,O,X,X,X,X,X,X,X
LTSIJZO,X,O,O,X,X,X,X,X,X,X
LTSIJOZ,X,O,O,X,X,X,X,X,X,X
LTSIZJO,O,O,X,X,X,X,X,X,X,X
LTSIZOJ,O,O,X,X,X,X,X,X,X,X
LTSIOJZ,X,O,O,X,X,X,X,X,X,X
LTSIOZJ,O,O,X,X,X,X,X,X,X,X
LTSJIZO,X,O,O,X,X,X,X,X,X,X
LTSJIOZ,X,O,O,X,X,X,X,X,X,X
LTSJZIO,X,O,O,X,X,X,X,X,X,X
LTSJZOI,X,O,O,X,X,X,X,X,X,X
LTSJOIZ,X,O,O,X,X,X,X,X,X,X
LTSJOZI,X,O,O,X,X,X,X,X,X,X
LTSZIJO,X,O,X,X,X,X,X,X,X,X
LTSZIOJ,X,O,X,X,X,X,X,X,X,X
LTSZJIO,X,O,X,X,X,X,X,X,X,X
LTSZJOI,O,O,X,X,X,X,X,X,X,X
LTSZOIJ,X,O,X,X,X,X,X,X,X,X
LTSZOJI,O,O,X,X,X,X,X,X,X,X
LTSOIJZ,X,O,O,X,X,X,X,X,X,X
LTSOIZJ,O,O,X,X,X,X,X,X,X,X
LTSOJIZ,X,O,O,X,X,X,X,X,X,X
LTSOJZI,X,O,O,X,X,X,X,X,X,X
LTSOZIJ,X,O,X,X,X,X,X,X,X,X
LTSOZJI,O,O,X,X,X,X,X,X,X,X
LTZIJSO,X,O,O,X,X,X,X,X,X,X
LTZIJOS,X,O,O,X,X,X,X,X,X,X
LTZISJO,X,O,X,X,X,X,X,X,X,X
LTZISOJ,X,O,X,X,X,X,X,X,X,X
LTZIOJS,X,O,O,X,X,X,X,X,X,X
LTZIOSJ,X,O,X,X,X,X,X,X,X,X
LTZJISO,X,O,O,X,X,X,X,X,X,X
LTZJIOS,X,O,O,X,X,X,X,X,X,X
LTZJSIO,X,O,O,X,X,X,X,X,X,X
LTZJSOI,O,O,O,X,X,X,X,X,X,X
LTZJOIS,X,O,X,X,X,X,X,X,X,X
LTZJOSI,O,O,O,X,X,X,X,X,X,X
LTZSIJO,X,O,X,X,X,X,X,X,X,X
LTZSIOJ,X,O,X,X,X,X,X,X,X,X
LTZSJIO,X,O,X,X,X,X,X,X,X,X
LTZSJOI,O,O,X,X,X,X,X,X,X,X
LTZSOIJ,X,O,X,X,X,X,X,X,X,X
LTZSOJI,O,O,X,X,X,X,X,X,X,X
LTZOIJS,X,O,O,X,X,X,X,X,X,X
LTZOISJ,X,O,X,X,X,X,X,X,X,X
LTZOJIS,X,O,X,X,X,X,X,X,X,X
LTZOJSI,O,O,O,X,X,X,X,X,X,X
LTZOSIJ,X,O,X,X,X,X,X,X,X,X
LTZOSJI,O,O,X,X,X,X,X,X,X,X
LTOIJSZ,X,O,O,X,X,O,X,X,X,X
LTOIJZS,X,O,O,X,X,X,X,O,X,O
LTOISJZ,X,O,O,X,X,O,X,X,X,X
LTOISZJ,O,O,X,X,X,X,X,X,X,X
LTOIZJS,O,O,O,X,X,X,X,X,X,X
LTOIZSJ,O,O,X,X,X,X,X,X,X,X
LTOJISZ,X,O,O,X,X,X,X,X,X,X
LTOJIZS,X,O,O,X,X,X,X,O,X,O
LTOJSIZ,X,O,O,X,X,X,X,X,X,X
LTOJSZI,X,O,O,X,X,X,X,X,X,X
LTOJZIS,X,O,X,X,X,X,X,X,X,O
LTOJZSI,X,O,O,X,X,X,X,X,X,X
LTOSIJZ,X,O,O,X,X,X,X,X,X,X
LTOSIZJ,O,O,X,X,X,X,X,X,X,X
LTOSJIZ,X,O,O,X,X,X,X,X,X,X
LTOSJZI,X,O,O,X,X,X,X,X,X,X
LTOSZIJ,X,O,X,X,X,X,X,X,X,X
LTOSZJI,O,O,X,X,X,X,X,X,X,X
LTOZIJS,X,O,O,X,X,X,X,X,X,X
LTOZISJ,X,O,X,X,X,X,X,X,X,X
LTOZJIS,X,O,X,X,X,X,X,X,X,X
LTOZJSI,O,O,O,X,X,X,X,X,X,X
LTOZSIJ,X,O,X,X,X,X,X,X,X,X
LTOZSJI,O,O,X,X,X,X,X,X,X,X
LITJSZO,X,O,O,X,X,X,X,X,X,X
LITJSOZ,X,O,O,X,X,O,X,X,X,X
LITJZSO,X,O,O,X,X,X,X,X,X,X
LITJZOS,X,O,O,X,X,X,X,X,X,X
LITJOSZ,X,O,O,X,X,O,X,X,X,X
LITJOZS,X,O,O,X,X,X,X,O,X,X
LITSJZO,X,O,O,X,X,X,X,X,X,X
LITSJOZ,X,O,O,X,X,O,X,X,X,X
LITSZJO,O,O,X,X,X,X,X,X,X,X
LITSZOJ,O,O,X,X,X,X,X,X,X,X
LITSOJZ,X,O,O,X,X,O,X,X,X,X
LITSOZJ,O,O,X,X,X,X,X,X,X,X
LITZJSO,O,O,O,X,X,X,X,X,X,X
LITZJOS,O,O,O,X,X,X,X,X,X,X
LITZSJO,O,X,X,X,X,X,X,X,X,X
LITZSOJ,O,O,X,X,X,X,X,X,X,X
LITZOJS,O,O,O,X,X,X,X,X,X,X
LITZOSJ,O,O,X,X,X,X,X,X,X,X
LITOJSZ,X,O,O,X,X,O,X,X,X,X
LITOJZS,X,O,O,X,X,X,X,O,X,X
LITOSJZ,X,O,O,X,X,O,X,X,X,X
LITOSZJ,O,O,X,X,X,X,X,X,X,X
LITOZJS,O,O,O,X,X,X,X,X,X,X
LITOZSJ,O,O,X,X,X,X,X,X,X,X
LIJTSZO,X,O,O,X,X,X,X,X,X,X
LIJTSOZ,X,O,O,X,X,O,X,X,X,X
LIJTZSO,X,O,O,X,X,X,X,X,X,X
LIJTZOS,X,O,O,X,X,X,X,X,X,X
LIJTOSZ,X,O,O,X,X,O,X,X,X,X
LIJTOZS,X,O,O,X,X,X,X,O,X,X
LIJSTZO,X,X,O,O,X,X,X,X,X,X
LIJSTOZ,X,X,O,O,X,O,X,X,X,X
LIJSZTO,O,X,O,O,X,X,X,X,X,X
LIJSZOT,O,X,O,O,X,X,X,X,X,X
LIJSOTZ,X,X,O,O,X,O,X,X,X,X
LIJSOZT,O,X,O,O,X,X,X,O,X,X
LIJZTSO,O,X,O,X,X,X,X,X,X,X
LIJZTOS,O,O,O,X,X,X,X,X,X,X
LIJZSTO,O,X,O,O,X,X,X,X,X,X
LIJZSOT,O,X,O,O,X,X,X,X,X,X
LIJZOTS,O,X,O,X,X,X,X,O,X,X
LIJZOST,O,X,O,O,X,X,X,O,X,X
LIJOTSZ,X,X,O,X,X,O,X,X,X,X
LIJOTZS,X,X,O,X,X,X,X,O,X,X
LIJOSTZ,X,X,O,O,X,O,X,X,X,X
LIJOSZT,O,X,O,O,X,X,X,O,X,X
LIJOZTS,O,X,O,X,X,X,X,O,X,X
LIJOZST,O,X,O,O,X,X,X,O,X,X
LISTJZO,X,O,O,O,X,X,X,X,X,X
LISTJOZ,X,O,O,O,X,O,X,X,X,X
LISTZJO,O,X,X,O,X,X,X,X,X,X
LISTZOJ,O,X,X,O,X,X,X,X,X,X
LISTOJZ,X,O,O,O,X,O,X,X,X,X
LISTOZJ,O,X,X,O,X,X,X,X,X,X
LISJTZO,X,X,O,O,X,X,X,X,X,X
LISJTOZ,X,X,O,O,X,O,X,X,X,X
LISJZTO,O,X,O,O,X,X,X,X,X,X
LISJZOT,O,X,O,O,X,X,X,X,X,X
LISJOTZ,X,X,O,O,X,O,X,X,X,X
LISJOZT,O,X,O,O,X,X,X,O,X,X
LISZTJO,O,X,X,O,X,X,X,X,X,X
LISZTOJ,O,O,X,O,X,X,X,X,X,X
LISZJTO,O,X,X,O,X,X,X,X,X,X
LISZJOT,O,X,X,O,X,X,X,X,X,X
LISZOTJ,O,X,X,O,X,X,X,X,X,X
LISZOJT,O,X,X,O,X,X,X,X,X,X
LISOTJZ,X,X,O,O,X,O,X,X,X,X
LISOTZJ,O,X,X,O,X,X,X,X,X,X
LISOJTZ,X,X,O,O,X,O,X,X,X,X
LISOJZT,O,X,O,O,X,X,X,O,X,X
LISOZTJ,O,X,X,O,X,X,X,X,X,X
LISOZJT,O,X,X,O,X,X,X,X,X,X
LIZTJSO,O,O,O,X,X,X,X,X,X,X
LIZTJOS,O,O,O,X,X,X,X,X,X,X
LIZTSJO,O,O,X,O,X,X,X,X,X,X
LIZTSOJ,O,O,X,O,X,X,X,X,X,X
LIZTOJS,O,O,O,X,X,X,X,X,X,X
LIZTOSJ,O,O,X,O,X,X,X,X,X,X
LIZJTSO,O,X,O,X,X,X,X,X,X,X
LIZJTOS,O,O,O,X,X,X,X,X,X,X
LIZJSTO,O,X,O,O,X,X,X,X,X,X
LIZJSOT,O,X,O,O,X,X,X,X,X,X
LIZJOTS,O,X,O,X,X,X,X,O,X,X
LIZJOST,O,X,O,O,X,X,X,O,X,X
LIZSTJO,O,X,X,O,X,X,X,X,X,X
LIZSTOJ,O,O,X,O,X,X,X,X,X,X
LIZSJTO,O,X,X,O,X,X,X,X,X,X
LIZSJOT,O,X,X,O,X,X,X,X,X,X
LIZSOTJ,O,X,X,O,X,X,X,X,X,X
LIZSOJT,O,X,X,O,X,X,X,X,X,X
LIZOTJS,O,O,O,X,X,X,X,X,X,X
LIZOTSJ,O,O,X,O,X,X,X,X,X,X
LIZOJTS,O,X,O,X,X,X,X,O,X,X
LIZOJST,O,X,O,O,X,X,X,O,X,X
LIZOSTJ,O,X,X,O,X,X,X,X,X,X
LIZOSJT,O,X,X,O,X,X,X,X,X,X
LIOTJSZ,X,O,O,X,X,O,X,X,X,X
LIOTJZS,X,O,O,X,X,X,X,O,X,O
LIOTSJZ,X,O,O,X,X,O,X,X,X,X
LIOTSZJ,O,X,X,X,X,X,X,X,X,X
LIOTZJS,O,O,O,X,X,X,X,X,X,X
LIOTZSJ,O,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,O,X,X,O,X,X,X,X
LIOJTZS,X,X,O,X,X,X,X,O,X,O
LIOJSTZ,X,X,O,O,X,O,X,X,X,X
LIOJSZT,O,X,O,O,X,X,X,O,X,O
LIOJZTS,O,X,O,X,X,X,X,O,X,O
LIOJZST,O,X,O,O,X,X,X,O,X,O
LIOSTJZ,X,X,O,O,X,O,X,X,X,X
LIOSTZJ,O,X,X,O,X,X,X,X,X,X
LIOSJTZ,X,X,O,O,X,O,X,X,X,X
LIOSJZT,O,X,O,O,X,X,X,O,X,O
LIOSZTJ,O,X,X,O,X,X,X,X,X,X
LIOSZJT,O,X,X,O,X,X,X,X,X,X
LIOZTJS,O,O,O,X,X,X,X,X,X,X
LIOZTSJ,O,O,X,O,X,X,X,X,X,X
LIOZJTS,O,X,O,X,X,X,X,O,X,O
LIOZJST,O,X,O,O,X,X,X,O,X,O
LIOZSTJ,O,X,X,O,X,X,X,X,X,X
LIOZSJT,O,X,X,O,X,X,X,X,X,X
LJTISZO,X,O,O,X,X,X,X,X,X,X
LJTISOZ,X,O,O,X,X,X,X,X,X,X
LJTIZSO,X,O,O,X,X,X,X,X,X,X
LJTIZOS,X,O,O,X,X,X,X,X,X,X
LJTIOSZ,X,O,O,X,X,X,X,X,X,X
LJTIOZS,X,O,O,X,X,X,X,O,X,X
LJTSIZO,X,O,O,X,X,X,X,X,X,X
LJTSIOZ,X,O,O,X,X,X,X,X,X,X
LJTSZIO,X,O,O,X,X,X,X,X,X,X
LJTSZOI,X,O,O,X,O,X,X,X,X,X
LJTSOIZ,X,O,O,X,X,X,X,X,X,X
LJTSOZI,X,O,O,X,O,X,X,X,X,X
LJTZISO,X,O,O,X,X,X,X,X,X,X
LJTZIOS,X,O,O,X,X,X,X,X,X,X
LJTZSIO,X,O,O,X,X,X,X,X,X,X
LJTZSOI,X,O,O,X,O,X,X,X,X,X
LJTZOIS,X,O,X,X,X,X,X,X,X,X
LJTZOSI,X,O,O,X,O,X,X,X,X,X
LJTOISZ,X,O,O,X,X,X,X,X,X,X
LJTOIZS,X,O,O,X,X,X,X,O,X,X
LJTOSIZ,X,O,O,X,X,X,X,X,X,X
LJTOSZI,X,O,O,X,O,X,X,X,X,X
LJTOZIS,X,O,X,X,X,X,X,X,X,X
LJTOZSI,X,O,O,X,O,X,X,X,X,X
LJITSZO,X,O,O,X,X,X,X,X,X,X
LJITSOZ,X,O,O,X,X,X,X,X,X,X
LJITZSO,X,O,O,X,X,X,X,X,X,X
LJITZOS,X,O,O,X,X,X,O,X,X,X
LJITOSZ,X,O,O,X,X,X,X,X,X,X
LJITOZS,X,O,O,X,X,X,O,O,X,X
LJISTZO,X,X,O,X,X,X,X,X,X,X
LJISTOZ,X,X,O,X,X,X,X,X,X,X
LJISZTO,O,X,O,X,X,X,X,X,X,X
LJISZOT,O,X,O,X,O,X,O,X,X,X
LJISOTZ,X,X,O,X,X,X,X,X,X,X
LJISOZT,O,X,O,X,O,X,O,O,X,X
LJIZTSO,O,X,O,X,X,X,X,X,X,X
LJIZTOS,O,O,O,X,X,X,O,X,X,X
LJIZSTO,O,X,O,X,X,X,X,X,X,X
LJIZSOT,O,X,O,X,O,X,O,X,X,X
LJIZOTS,O,X,O,X,X,X,O,O,X,X
LJIZOST,O,X,O,X,O,X,O,O,X,X
LJIOTSZ,X,X,O,X,X,X,X,X,X,X
LJIOTZS,X,X,O,X,X,X,O,O,X,X
LJIOSTZ,X,X,O,X,X,X,X,X,X,X
LJIOSZT,O,X,O,X,O,X,O,O,X,X
LJIOZTS,O,X,O,X,X,X,O,O,X,X
LJIOZST,O,X,O,X,O,X,O,O,X,X
LJSTIZO,X,X,O,X,X,X,X,X,X,X
LJSTIOZ,X,X,O,X,X,X,X,X,X,X
LJSTZIO,X,X,O,X,X,X,X,X,X,X
LJSTZOI,X,X,O,X,O,X,X,X,X,X
LJSTOIZ,X,X,O,X,X,X,X,X,X,X
LJSTOZI,X,X,O,X,O,X,X,X,X,X
LJSITZO,X,X,O,X,X,X,X,X,X,X
LJSITOZ,X,X,O,X,X,X,X,X,X,X
LJSIZTO,O,X,O,X,X,X,X,X,X,X
LJSIZOT,O,X,O,X,O,X,X,X,X,X
LJSIOTZ,X,X,O,X,X,X,X,X,X,X
LJSIOZT,O,X,O,X,O,X,X,O,X,X
LJSZTIO,X,X,O,X,X,X,X,X,X,X
LJSZTOI,O,X,O,X,O,X,X,X,X,X
LJSZITO,X,X,O,X,X,X,X,X,X,X
LJSZIOT,O,X,O,X,O,X,X,X,X,X
LJSZOTI,O,X,O,X,O,X,X,X,X,X
LJSZOIT,O,X,O,X,O,X,X,X,X,X
LJSOTIZ,X,X,O,X,X,X,X,X,X,X
LJSOTZI,X,X,O,X,O,X,X,X,X,X
LJSOITZ,X,X,O,X,X,X,X,X,X,X
LJSOIZT,O,X,O,X,O,X,X,O,X,X
LJSOZTI,O,X,O,X,O,X,X,X,X,X
LJSOZIT,O,X,O,X,O,X,X,X,X,X
LJZTISO,X,X,O,X,X,X,X,X,X,X
LJZTIOS,X,O,O,X,X,X,X,X,X,X
LJZTSIO,X,O,O,X,X,X,X,X,X,X
LJZTSOI,O,O,O,X,O,X,X,X,X,X
LJZTOIS,X,O,X,X,X,X,X,X,X,X
LJZTOSI,O,O,O,X,O,X,X,X,X,X
LJZITSO,X,X,O,X,X,X,X,X,X,X
LJZITOS,X,O,O,X,X,X,O,X,X,X
LJZISTO,X,X,O,X,X,X,X,X,X,X
LJZISOT,O,X,O,X,O,X,O,X,X,X
LJZIOTS,X,X,O,X,X,X,O,O,X,X
LJZIOST,O,X,O,X,O,X,O,O,X,X
LJZSTIO,X,X,O,X,X,X,X,X,X,X
LJZSTOI,O,X,O,X,O,X,X,X,X,X
LJZSITO,X,X,O,X,X,X,X,X,X,X
LJZSIOT,O,X,O,X,O,X,X,X,X,X
LJZSOTI,O,X,O,X,O,X,X,X,X,X
LJZSOIT,O,X,O,X,O,X,X,X,X,X
LJZOTIS,X,X,X,X,X,X,X,X,X,X
LJZOTSI,O,X,O,X,O,X,X,X,X,X
LJZOITS,X,X,X,X,X,X,O,O,X,X
LJZOIST,O,X,X,X,O,X,O,O,X,X
LJZOSTI,O,X,O,X,O,X,X,X,X,X
LJZOSIT,O,X,O,X,O,X,X,X,X,X
LJOTISZ,X,X,O,X,X,X,X,X,X,X
LJOTIZS,X,X,O,X,X,X,X,O,X,O
LJOTSIZ,X,X,O,X,X,X,X,X,X,X
LJOTSZI,X,X,O,X,O,X,X,X,X,X
LJOTZIS,X,X,X,X,X,X,X,X,X,O
LJOTZSI,X,X,O,X,O,X,X,X,X,X
LJOITSZ,X,X,O,X,X,X,X,X,X,X
LJOITZS,X,X,O,X,X,X,O,O,X,O
LJOISTZ,X,X,O,X,X,X,X,X,X,X
LJOISZT,O,X,O,X,O,X,O,O,X,O
LJOIZTS,O,X,O,X,X,X,O,O,X,O
LJOIZST,O,X,O,X,O,X,O,O,X,O
LJOSTIZ,X,X,O,X,X,X,X,X,X,X
LJOSTZI,X,X,O,X,O,X,X,X,X,X
LJOSITZ,X,X,O,X,X,X,X,X,X,X
LJOSIZT,O,X,O,X,O,X,X,O,X,O
LJOSZTI,O,X,O,X,O,X,X,X,X,X
LJOSZIT,O,X,O,X,O,X,X,X,X,O
LJOZTIS,X,X,X,X,X,X,X,X,X,O
LJOZTSI,O,X,O,X,O,X,X,X,X,X
LJOZITS,X,X,X,X,X,X,O,O,X,O
LJOZIST,O,X,X,X,O,X,O,O,X,O
LJOZSTI,O,X,O,X,O,X,X,X,X,X
LJOZSIT,O,X,O,X,O,X,X,X,X,O
LSTIJZO,X,O,O,X,X,X,X,X,X,X
LSTIJOZ,X,O,O,X,X,X,X,X,X,X
LSTIZJO,O,O,X,X,X,X,X,X,X,X
LSTIZOJ,O,O,X,X,X,X,X,X,X,X
LSTIOJZ,X,O,O,X,X,X,X,X,X,X
LSTIOZJ,O,O,X,X,X,X,X,X,X,X
LSTJIZO,X,O,O,X,X,X,X,X,X,X
LSTJIOZ,X,O,O,X,X,X,X,X,X,X
LSTJZIO,X,O,O,X,X,X,X,X,X,X
LSTJZOI,X,O,O,X,O,X,X,X,X,X
LSTJOIZ,X,O,O,X,X,X,X,X,X,X
LSTJOZI,X,O,O,X,O,X,X,X,X,X
LSTZIJO,X,O,X,X,X,X,X,X,X,X
LSTZIOJ,X,O,X,X,X,X,X,X,X,X
LSTZJIO,X,O,X,X,X,X,X,X,X,X
LSTZJOI,O,O,X,X,X,X,X,X,X,X
LSTZOIJ,X,O,X,X,X,X,X,X,X,X
LSTZOJI,O,O,X,X,X,X,X,X,X,X
LSTOIJZ,X,O,O,X,X,X,X,X,X,X
LSTOIZJ,O,O,X,X,X,X,X,X,X,X
LSTOJIZ,X,O,O,X,X,X,X,X,X,X
LSTOJZI,X,O,O,X,O,X,X,X,X,X
LSTOZIJ,X,O,X,X,X,X,X,X,X,X
LSTOZJI,O,O,X,X,X,X,X,X,X,X
LSITJZO,X,O,O,X,O,X,X,X,X,X
LSITJOZ,X,O,O,X,O,X,X,X,X,X
LSITZJO,O,X,X,X,X,X,X,X,X,X
LSITZOJ,O,X,X,X,X,X,X,X,X,X
LSITOJZ,X,O,O,X,O,X,X,X,X,X
LSITOZJ,O,X,X,X,X,X,X,X,X,X
LSIJTZO,X,X,O,X,O,X,X,X,X,X
LSIJTOZ,X,X,O,X,O,X,X,X,X,X
LSIJZTO,O,X,O,X,O,X,X,X,X,X
LSIJZOT,O,X,O,X,O,X,X,X,X,X
LSIJOTZ,X,X,O,X,O,X,X,X,X,X
LSIJOZT,O,X,O,X,O,X,X,O,X,X
LSIZTJO,O,X,X,X,X,X,X,X,X,X
LSIZTOJ,O,O,X,X,X,X,X,X,X,X
LSIZJTO,O,X,X,X,O,X,X,X,X,X
LSIZJOT,O,X,X,X,O,X,X,X,X,X
LSIZOTJ,O,X,X,X,X,X,X,X,X,X
LSIZOJT,O,X,X,X,O,X,X,X,X,X
LSIOTJZ,X,X,O,X,O,X,X,X,X,X
LSIOTZJ,O,X,X,X,X,X,X,X,X,X
LSIOJTZ,X,X,O,X,O,X,X,X,X,X
LSIOJZT,O,X,O,X,O,X,X,O,X,X
LSIOZTJ,O,X,X,X,X,X,X,X,X,X
LSIOZJT,O,X,X,X,O,X,X,X,X,X
LSJTIZO,X,X,O,X,X,X,X,X,X,X
LSJTIOZ,X,X,O,X,X,X,X,X,X,X
LSJTZIO,X,X,O,X,X,X,X,X,X,X
LSJTZOI,X,X,O,X,O,X,X,X,X,X
LSJTOIZ,X,X,O,X,X,X,X,X,X,X
LSJTOZI,X,X,O,X,O,X,X,X,X,X
LSJITZO,X,X,O,X,X,X,X,X,X,X
LSJITOZ,X,X,O,X,X,X,X,X,X,X
LSJIZTO,O,X,O,X,X,X,X,X,X,X
LSJIZOT,O,X,O,X,O,X,X,X,X,X
LSJIOTZ,X,X,O,X,X,X,X,X,X,X
LSJIOZT,O,X,O,X,O,X,X,O,X,X
LSJZTIO,X,X,O,X,X,X,X,X,X,X
LSJZTOI,O,X,O,X,O,X,X,X,X,X
LSJZITO,X,X,O,X,X,X,X,X,X,X
LSJZIOT,O,X,O,X,O,X,X,X,X,X
LSJZOTI,O,X,O,X,O,X,X,X,X,X
LSJZOIT,O,X,O,X,O,X,X,X,X,X
LSJOTIZ,X,X,O,X,X,X,X,X,X,X
LSJOTZI,X,X,O,X,O,X,X,X,X,X
LSJOITZ,X,X,O,X,X,X,X,X,X,X
LSJOIZT,O,X,O,X,O,X,X,O,X,X
LSJOZTI,O,X,O,X,O,X,X,X,X,X
LSJOZIT,O,X,O,X,O,X,X,X,X,X
LSZTIJO,X,O,X,X,X,X,X,X,X,X
LSZTIOJ,X,O,X,X,X,X,X,X,X,X
LSZTJIO,X,O,X,X,X,X,X,X,X,X
LSZTJOI,O,O,X,X,X,X,X,X,X,X
LSZTOIJ,X,O,X,X,X,X,X,X,X,X
LSZTOJI,O,O,X,X,X,X,X,X,X,X
LSZITJO,O,X,X,X,X,X,X,X,X,X
LSZITOJ,O,O,X,X,X,X,X,X,X,X
LSZIJTO,O,X,X,X,X,X,X,X,X,X
LSZIJOT,O,X,X,X,X,X,X,X,X,X
LSZIOTJ,O,X,X,X,X,X,X,X,X,X
LSZIOJT,O,X,X,X,X,X,X,X,X,X
LSZJTIO,X,X,X,X,X,X,X,X,X,X
LSZJTOI,O,X,X,X,O,X,X,X,X,X
LSZJITO,X,X,X,X,X,X,X,X,X,X
LSZJIOT,O,X,X,X,O,X,X,X,X,X
LSZJOTI,O,X,X,X,O,X,X,X,X,X
LSZJOIT,O,X,X,X,O,X,X,X,X,X
LSZOTIJ,X,X,X,X,X,X,X,X,X,X
LSZOTJI,O,X,X,X,X,X,X,X,X,X
LSZOITJ,O,X,X,X,X,X,X,X,X,X
LSZOIJT,O,X,X,X,X,X,X,X,X,X
LSZOJTI,O,X,X,X,O,X,X,X,X,X
LSZOJIT,O,X,X,X,O,X,X,X,X,X
LSOTIJZ,X,X,O,X,X,X,X,X,X,X
