sequence,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFukBzgBfnB0iBKq?BFrB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFzfBChB0iBmmBFq?BXrB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFCgBOmB0iBXlBzm?B1vB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFFgBXhB0iBWqBzm?ByvB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFukB3gB1mB0iBTq?BirB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFukBFhB0iBKqBfr?BzrB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFzfBulB3hB1nBUq?BirB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFGgBKmBfnB0iBzk?B1vB
ISLTOJZ,O,O,X,X,O,O,O,O
ISLTOZJ,O,O,X,O,O,O,O,O
ISLJTZO,O,O,X,O,O,O,X,X
ISLJTOZ,O,O,X,O,O,O,X,X
ISLJZTO,O,O,X,O,O,O,X,X
ISLJZOT,O,O,X,O,X,O,X,X
ISLJOTZ,O,O,X,O,X,O,X,X
ISLJOZT,O,O,X,O,X,O,X,X
ISLZTJO,O,O,X,O,O,O,O,O
ISLZTOJ,O,O,X,O,O,O,O,O
ISLZJTO,O,O,X,O,O,O,O,X
ISLZJOT,O,O,X,O,X,O,O,X
ISLZOTJ,O,X,X,O,O,O,O,X
ISLZOJT,O,X,X,O,O,O,O,X
ISLOTJZ,O,X,X,O,O,O,X,X
ISLOTZJ,O,X,X,O,O,O,X,X
ISLOJTZ,O,X,X,O,O,O,X,X
ISLOJZT,O,X,X,O,O,O,X,X
ISLOZTJ,O,X,X,O,O,O,X,X
ISLOZJT,O,X,X,O,O,O,X,X
ISJTLZO,O,O,X,O,X,O,X,O
ISJTLOZ,O,O,X,X,X,O,X,O
ISJTZLO,O,O,X,O,X,O,X,O
ISJTZOL,O,O,X,O,X,X,X,O
ISJTOLZ,O,O,X,O,X,X,X,O
ISJTOZL,O,O,X,O,X,X,X,O
ISJLTZO,O,O,X,O,O,O,X,X
ISJLTOZ,O,O,X,O,O,O,X,X
ISJLZTO,O,O,X,O,O,O,X,X
ISJLZOT,O,O,X,O,X,O,X,X
ISJLOTZ,O,O,X,O,X,O,X,X
ISJLOZT,O,O,X,O,X,O,X,X
ISJZTLO,O,O,X,O,X,O,X,O
ISJZTOL,O,O,X,O,X,X,X,O
ISJZLTO,O,O,X,O,O,O,X,X
ISJZLOT,O,O,X,O,X,O,X,X
ISJZOTL,X,O,X,O,X,X,X,X
ISJZOLT,O,O,X,O,O,O,X,X
ISJOTLZ,X,O,X,O,O,O,X,X
ISJOTZL,X,O,X,O,X,O,X,X
ISJOLTZ,O,O,X,O,O,O,X,X
ISJOLZT,O,O,X,O,O,O,X,X
ISJOZTL,X,O,X,O,X,O,X,X
ISJOZLT,O,O,X,O,O,O,X,X
ISZTLJO,O,O,O,X,X,O,O,O
ISZTLOJ,O,O,O,X,X,O,O,O
ISZTJLO,O,O,O,X,X,O,O,O
ISZTJOL,O,O,O,X,X,X,O,O
ISZTOLJ,O,O,O,X,X,O,O,O
ISZTOJL,O,O,O,X,X,X,O,O
ISZLTJO,O,O,X,O,O,O,O,O
ISZLTOJ,O,O,X,O,O,O,O,O
ISZLJTO,O,O,X,O,O,O,O,X
ISZLJOT,O,O,X,O,X,O,O,X
ISZLOTJ,O,X,X,O,O,O,O,X
ISZLOJT,O,X,X,O,O,O,O,X
ISZJTLO,O,O,X,O,X,O,O,O
ISZJTOL,O,O,X,O,X,X,O,O
ISZJLTO,O,O,X,O,O,O,O,X
ISZJLOT,O,O,X,O,X,O,O,X
ISZJOTL,X,O,X,O,X,X,O,X
ISZJOLT,O,O,X,O,O,O,O,X
ISZOTLJ,O,O,O,O,X,O,O,O
ISZOTJL,O,O,O,O,X,O,O,O
ISZOLTJ,O,X,X,O,O,O,O,X
ISZOLJT,O,X,X,O,O,O,O,X
ISZOJTL,X,O,X,O,X,O,O,X
ISZOJLT,O,O,X,O,O,O,O,X
ISOTLJZ,O,O,O,O,O,O,X,O
ISOTLZJ,O,O,O,O,O,O,X,O
ISOTJLZ,O,O,O,O,O,O,X,O
ISOTJZL,O,O,O,O,X,O,X,O
ISOTZLJ,O,O,O,O,X,O,X,O
ISOTZJL,O,O,O,O,X,O,X,O
ISOLTJZ,O,X,X,O,O,O,X,X
ISOLTZJ,O,X,X,O,O,O,X,X
ISOLJTZ,O,X,X,O,O,O,X,X
ISOLJZT,O,X,X,O,O,O,X,X
ISOLZTJ,O,X,X,O,O,O,X,X
ISOLZJT,O,X,X,O,O,O,X,X
ISOJTLZ,X,O,X,O,O,O,X,X
ISOJTZL,X,O,X,O,X,O,X,X
ISOJLTZ,O,O,X,O,O,O,X,X
ISOJLZT,O,O,X,O,O,O,X,X
ISOJZTL,X,O,X,O,X,O,X,X
ISOJZLT,O,O,X,O,O,O,X,X
ISOZTLJ,O,O,O,O,X,O,X,O
ISOZTJL,O,O,O,O,X,O,X,O
ISOZLTJ,O,X,X,O,O,O,X,X
ISOZLJT,O,X,X,O,O,O,X,X
ISOZJTL,X,O,X,O,X,O,X,X
ISOZJLT,O,O,X,O,O,O,X,X
IZTLJSO,O,O,O,O,O,O,O,O
IZTLJOS,O,O,X,O,O,O,O,X
IZTLSJO,O,O,O,O,O,O,O,O
IZTLSOJ,O,O,O,O,O,O,O,O
IZTLOJS,O,O,O,X,O,O,O,O
IZTLOSJ,O,O,O,X,O,O,O,O
IZTJLSO,O,O,O,O,O,O,O,O
IZTJLOS,X,O,X,O,O,O,O,X
IZTJSLO,O,O,O,O,X,X,O,O
IZTJSOL,X,O,O,O,X,X,O,O
IZTJOLS,X,O,O,O,O,O,O,X
IZTJOSL,X,O,O,O,X,X,O,O
IZTSLJO,O,O,O,X,X,O,O,O
IZTSLOJ,O,O,O,X,X,O,O,O
IZTSJLO,O,O,O,X,X,O,O,O
IZTSJOL,O,O,O,X,X,X,O,O
IZTSOLJ,O,O,O,X,X,O,O,O
IZTSOJL,O,O,O,X,X,X,O,O
IZTOLJS,O,O,O,O,O,O,O,O
IZTOLSJ,O,O,O,O,O,O,O,O
IZTOJLS,X,O,O,O,O,O,O,O
IZTOJSL,X,O,O,O,X,O,O,O
IZTOSLJ,O,O,O,O,X,O,O,O
IZTOSJL,O,O,O,O,X,O,O,O
IZLTJSO,O,O,O,O,O,O,O,X
IZLTJOS,O,O,X,O,O,O,O,X
IZLTSJO,O,O,O,O,O,O,O,O
IZLTSOJ,O,O,O,O,O,O,O,O
IZLTOJS,O,O,O,X,O,O,O,X
IZLTOSJ,O,O,O,X,O,O,O,O
IZLJTSO,O,O,X,O,O,O,O,X
IZLJTOS,O,O,X,O,O,O,O,X
IZLJSTO,O,O,X,O,O,O,O,X
IZLJSOT,O,O,X,O,X,O,O,X
IZLJOTS,X,O,X,O,O,O,O,X
IZLJOST,O,O,X,O,O,O,O,X
IZLSTJO,O,O,X,O,O,O,O,O
IZLSTOJ,O,O,X,O,O,O,O,O
IZLSJTO,O,O,X,O,O,O,O,X
IZLSJOT,O,O,X,O,X,O,O,X
IZLSOTJ,O,X,X,O,O,O,O,X
IZLSOJT,O,X,X,O,O,O,O,X
IZLOTJS,X,X,O,O,O,O,O,X
IZLOTSJ,X,X,O,O,O,O,O,X
IZLOJTS,X,X,X,O,O,O,O,X
IZLOJST,O,X,X,O,O,O,O,X
IZLOSTJ,O,X,X,O,O,O,O,X
IZLOSJT,O,X,X,O,O,O,O,X
IZJTLSO,O,O,O,O,O,O,O,X
IZJTLOS,X,O,X,O,O,O,O,X
IZJTSLO,O,O,O,O,X,X,O,O
IZJTSOL,X,O,O,O,X,X,O,O
IZJTOLS,X,O,O,O,O,O,O,X
IZJTOSL,X,O,O,O,X,X,O,O
IZJLTSO,O,O,X,O,O,O,O,X
IZJLTOS,O,O,X,O,O,O,O,X
IZJLSTO,O,O,X,O,O,O,O,X
IZJLSOT,O,O,X,O,X,O,O,X
IZJLOTS,X,O,X,O,O,O,O,X
IZJLOST,O,O,X,O,O,O,O,X
IZJSTLO,O,O,X,O,X,O,O,O
IZJSTOL,O,O,X,O,X,X,O,O
IZJSLTO,O,O,X,O,O,O,O,X
IZJSLOT,O,O,X,O,X,O,O,X
IZJSOTL,X,O,X,O,X,X,O,X
IZJSOLT,O,O,X,O,O,O,O,X
IZJOTLS,X,O,O,O,O,O,O,X
IZJOTSL,X,O,O,O,X,O,O,X
IZJOLTS,X,O,X,O,O,O,O,X
IZJOLST,O,O,X,O,O,O,O,X
IZJOSTL,X,O,X,O,X,O,O,X
IZJOSLT,O,O,X,O,O,O,O,X
IZSTLJO,O,O,O,X,X,O,O,O
IZSTLOJ,O,O,O,X,X,O,O,O
IZSTJLO,O,O,O,X,X,O,O,O
IZSTJOL,O,O,O,X,X,X,O,O
IZSTOLJ,O,O,O,X,X,O,O,O
IZSTOJL,O,O,O,X,X,X,O,O
IZSLTJO,O,O,X,O,O,O,O,O
IZSLTOJ,O,O,X,O,O,O,O,O
IZSLJTO,O,O,X,O,O,O,O,X
IZSLJOT,O,O,X,O,X,O,O,X
IZSLOTJ,O,X,X,O,O,O,O,X
IZSLOJT,O,X,X,O,O,O,O,X
IZSJTLO,O,O,X,O,X,O,O,O
IZSJTOL,O,O,X,O,X,X,O,O
IZSJLTO,O,O,X,O,O,O,O,X
IZSJLOT,O,O,X,O,X,O,O,X
IZSJOTL,X,O,X,O,X,X,O,X
IZSJOLT,O,O,X,O,O,O,O,X
IZSOTLJ,O,O,O,O,X,O,O,O
IZSOTJL,O,O,O,O,X,O,O,O
IZSOLTJ,O,X,X,O,O,O,O,X
IZSOLJT,O,X,X,O,O,O,O,X
IZSOJTL,X,O,X,O,X,O,O,X
IZSOJLT,O,O,X,O,O,O,O,X
IZOTLJS,X,O,O,O,O,O,O,X
IZOTLSJ,X,O,O,O,O,O,O,O
IZOTJLS,X,O,O,O,O,O,O,X
IZOTJSL,X,O,O,O,X,O,O,O
IZOTSLJ,X,O,O,O,X,O,O,O
IZOTSJL,X,O,O,O,X,O,O,O
IZOLTJS,X,X,O,O,O,O,O,X
IZOLTSJ,X,X,O,O,O,O,O,X
IZOLJTS,X,X,X,O,O,O,O,X
IZOLJST,O,X,X,O,O,O,O,X
IZOLSTJ,O,X,X,O,O,O,O,X
IZOLSJT,O,X,X,O,O,O,O,X
IZOJTLS,X,O,O,O,O,O,O,X
IZOJTSL,X,O,O,O,X,O,O,X
IZOJLTS,X,O,X,O,O,O,O,X
IZOJLST,O,O,X,O,O,O,O,X
IZOJSTL,X,O,X,O,X,O,O,X
IZOJSLT,O,O,X,O,O,O,O,X
IZOSTLJ,O,O,O,O,X,O,O,O
IZOSTJL,O,O,O,O,X,O,O,O
IZOSLTJ,O,X,X,O,O,O,O,X
IZOSLJT,O,X,X,O,O,O,O,X
IZOSJTL,X,O,X,O,X,O,O,X
IZOSJLT,O,O,X,O,O,O,O,X
IOTLJSZ,O,O,O,O,O,O,X,O
IOTLJZS,O,O,O,O,O,O,X,O
IOTLSJZ,O,O,O,O,O,O,O,O
IOTLSZJ,O,O,O,O,O,O,O,O
IOTLZJS,O,O,O,O,O,O,O,O
IOTLZSJ,O,O,O,O,O,O,O,O
IOTJLSZ,O,O,O,O,O,O,X,O
IOTJLZS,O,O,O,O,O,O,X,O
IOTJSLZ,O,O,O,O,O,O,X,O
IOTJSZL,O,O,O,O,X,O,X,O
IOTJZLS,X,O,O,O,O,O,X,O
IOTJZSL,X,O,O,O,X,O,X,O
IOTSLJZ,O,O,O,O,O,O,O,O
IOTSLZJ,O,O,O,O,O,O,O,O
IOTSJLZ,O,O,O,O,O,O,X,O
IOTSJZL,O,O,O,O,X,O,O,O
IOTSZLJ,O,O,O,O,X,O,O,O
IOTSZJL,O,O,O,O,X,O,O,O
IOTZLJS,O,O,O,O,O,O,O,O
IOTZLSJ,O,O,O,O,O,O,O,O
IOTZJLS,X,O,O,O,O,O,O,O
IOTZJSL,X,O,O,O,X,O,O,O
IOTZSLJ,O,O,O,O,X,O,O,O
IOTZSJL,O,O,O,O,X,O,O,O
IOLTJSZ,O,X,O,O,O,O,X,X
IOLTJZS,O,X,O,O,O,O,X,X
IOLTSJZ,O,X,O,O,O,O,O,X
IOLTSZJ,O,X,O,O,O,O,O,X
IOLTZJS,O,X,O,O,O,O,O,X
IOLTZSJ,O,X,O,O,O,O,O,X
IOLJTSZ,O,X,X,O,O,O,X,X
IOLJTZS,O,X,X,O,O,O,X,X
IOLJSTZ,O,X,X,O,O,O,X,X
IOLJSZT,O,X,X,O,O,O,X,X
IOLJZTS,X,X,X,O,O,O,X,X
IOLJZST,O,X,X,O,O,O,X,X
IOLSTJZ,O,X,X,O,O,O,X,X
IOLSTZJ,O,X,X,O,O,O,X,X
IOLSJTZ,O,X,X,O,O,O,X,X
IOLSJZT,O,X,X,O,O,O,X,X
IOLSZTJ,O,X,X,O,O,O,X,X
IOLSZJT,O,X,X,O,O,O,X,X
IOLZTJS,X,X,O,O,O,O,O,X
IOLZTSJ,X,X,O,O,O,O,O,X
IOLZJTS,X,X,X,O,O,O,O,X
IOLZJST,O,X,X,O,O,O,O,X
IOLZSTJ,O,X,X,O,O,O,O,X
IOLZSJT,O,X,X,O,O,O,O,X
IOJTLSZ,X,O,O,O,O,O,X,X
IOJTLZS,X,O,O,O,O,O,X,X
IOJTSLZ,X,O,O,O,O,O,X,X
IOJTSZL,X,O,O,O,X,O,X,X
IOJTZLS,X,O,O,O,O,O,X,X
IOJTZSL,X,O,O,O,X,O,X,X
IOJLTSZ,O,O,X,O,O,O,X,X
IOJLTZS,O,O,X,O,O,O,X,X
IOJLSTZ,O,O,X,O,O,O,X,X
IOJLSZT,O,O,X,O,O,O,X,X
IOJLZTS,X,O,X,O,O,O,X,X
IOJLZST,O,O,X,O,O,O,X,X
IOJSTLZ,X,O,X,O,O,O,X,X
IOJSTZL,X,O,X,O,X,O,X,X
IOJSLTZ,O,O,X,O,O,O,X,X
IOJSLZT,O,O,X,O,O,O,X,X
IOJSZTL,X,O,X,O,X,O,X,X
IOJSZLT,O,O,X,O,O,O,X,X
IOJZTLS,X,O,O,O,O,O,X,X
IOJZTSL,X,O,O,O,X,O,X,X
IOJZLTS,X,O,X,O,O,O,X,X
IOJZLST,O,O,X,O,O,O,X,X
IOJZSTL,X,O,X,O,X,O,X,X
IOJZSLT,O,O,X,O,O,O,X,X
IOSTLJZ,O,O,O,O,O,O,X,O
IOSTLZJ,O,O,O,O,O,O,X,O
IOSTJLZ,O,O,O,O,O,O,X,O
IOSTJZL,O,O,O,O,X,O,X,O
IOSTZLJ,O,O,O,O,X,O,X,O
IOSTZJL,O,O,O,O,X,O,X,O
IOSLTJZ,O,X,X,O,O,O,X,X
IOSLTZJ,O,X,X,O,O,O,X,X
IOSLJTZ,O,X,X,O,O,O,X,X
IOSLJZT,O,X,X,O,O,O,X,X
IOSLZTJ,O,X,X,O,O,O,X,X
IOSLZJT,O,X,X,O,O,O,X,X
IOSJTLZ,X,O,X,O,O,O,X,X
IOSJTZL,X,O,X,O,X,O,X,X
IOSJLTZ,O,O,X,O,O,O,X,X
IOSJLZT,O,O,X,O,O,O,X,X
IOSJZTL,X,O,X,O,X,O,X,X
IOSJZLT,O,O,X,O,O,O,X,X
IOSZTLJ,O,O,O,O,X,O,X,O
IOSZTJL,O,O,O,O,X,O,X,O
IOSZLTJ,O,X,X,O,O,O,X,X
IOSZLJT,O,X,X,O,O,O,X,X
IOSZJTL,X,O,X,O,X,O,X,X
IOSZJLT,O,O,X,O,O,O,X,X
IOZTLJS,X,O,O,O,O,O,O,X
IOZTLSJ,X,O,O,O,O,O,O,O
IOZTJLS,X,O,O,O,O,O,O,X
IOZTJSL,X,O,O,O,X,O,O,O
IOZTSLJ,X,O,O,O,X,O,O,O
IOZTSJL,X,O,O,O,X,O,O,O
IOZLTJS,X,X,O,O,O,O,O,X
IOZLTSJ,X,X,O,O,O,O,O,X
IOZLJTS,X,X,X,O,O,O,O,X
IOZLJST,O,X,X,O,O,O,O,X
IOZLSTJ,O,X,X,O,O,O,O,X
IOZLSJT,O,X,X,O,O,O,O,X
IOZJTLS,X,O,O,O,O,O,O,X
IOZJTSL,X,O,O,O,X,O,O,X
IOZJLTS,X,O,X,O,O,O,O,X
IOZJLST,O,O,X,O,O,O,O,X
IOZJSTL,X,O,X,O,X,O,O,X
IOZJSLT,O,O,X,O,O,O,O,X
IOZSTLJ,O,O,O,O,X,O,O,O
IOZSTJL,O,O,O,O,X,O,O,O
IOZSLTJ,O,X,X,O,O,O,O,X
IOZSLJT,O,X,X,O,O,O,O,X
IOZSJTL,X,O,X,O,X,O,O,X
IOZSJLT,O,O,X,O,O,O,O,X
LTIJSZO,O,O,O,O,O,O,O,O
LTIJSOZ,O,O,O,O,O,O,O,O
LTIJZSO,O,O,O,O,O,O,O,O
LTIJZOS,O,O,X,O,O,O,O,X
LTIJOSZ,O,O,X,O,O,O,X,O
LTIJOZS,O,O,X,O,O,O,X,O
LTISJZO,O,O,O,O,O,O,O,O
LTISJOZ,O,O,O,O,O,O,O,O
LTISZJO,O,O,O,O,O,O,O,O
LTISZOJ,O,O,O,O,O,O,O,O
LTISOJZ,O,O,O,X,O,O,O,O
LTISOZJ,O,O,O,O,O,O,O,O
LTIZJSO,O,O,O,O,O,O,O,O
LTIZJOS,O,O,X,O,O,O,O,X
LTIZSJO,O,O,O,O,O,O,O,O
LTIZSOJ,O,O,O,O,O,O,O,O
LTIZOJS,O,O,O,X,O,O,O,O
LTIZOSJ,O,O,O,X,O,O,O,O
LTIOJSZ,O,O,O,O,O,O,X,O
LTIOJZS,O,O,O,O,O,O,X,O
LTIOSJZ,O,O,O,O,O,O,O,O
LTIOSZJ,O,O,O,O,O,O,O,O
LTIOZJS,O,O,O,O,O,O,O,O
LTIOZSJ,O,O,O,O,O,O,O,O
LTJISZO,O,O,O,O,O,O,O,O
LTJISOZ,O,O,O,O,O,O,O,O
LTJIZSO,O,O,O,O,O,O,O,O
LTJIZOS,O,O,X,O,O,O,O,X
LTJIOSZ,O,O,X,O,O,O,X,O
LTJIOZS,O,O,X,O,O,O,X,O
LTJSIZO,O,O,O,O,O,O,O,O
LTJSIOZ,O,O,O,O,O,O,O,O
LTJSZIO,O,O,O,O,O,O,O,O
LTJSZOI,O,O,O,O,O,O,O,O
LTJSOIZ,O,O,O,O,O,O,O,O
LTJSOZI,O,O,O,O,O,O,X,O
LTJZISO,O,O,O,O,O,O,O,O
LTJZIOS,O,O,X,O,O,O,O,X
LTJZSIO,O,O,O,O,O,O,O,O
LTJZSOI,O,O,O,O,O,O,O,O
LTJZOIS,O,O,X,O,O,O,O,X
LTJZOSI,O,O,X,O,O,O,O,X
LTJOISZ,O,O,X,O,O,O,X,O
LTJOIZS,O,O,X,O,O,O,X,O
LTJOSIZ,O,O,X,O,O,O,X,O
LTJOSZI,O,O,X,O,O,O,X,O
LTJOZIS,O,O,X,O,O,O,X,O
LTJOZSI,O,O,X,O,O,O,X,O
LTSIJZO,O,O,O,O,O,O,O,O
LTSIJOZ,O,O,O,O,O,O,O,O
LTSIZJO,O,O,O,O,O,O,O,O
LTSIZOJ,O,O,O,O,O,O,O,O
LTSIOJZ,O,O,O,X,O,O,O,O
LTSIOZJ,O,O,O,O,O,O,O,O
LTSJIZO,O,O,O,O,O,O,O,O
LTSJIOZ,O,O,O,O,O,O,O,O
LTSJZIO,O,O,O,O,O,O,O,O
LTSJZOI,O,O,O,O,O,O,O,O
LTSJOIZ,O,O,O,O,O,O,O,O
LTSJOZI,O,O,O,O,O,O,X,O
LTSZIJO,O,O,O,O,O,O,O,O
LTSZIOJ,O,O,O,O,O,O,O,O
LTSZJIO,O,O,O,O,O,O,O,O
LTSZJOI,O,O,O,O,O,O,O,O
LTSZOIJ,O,O,O,O,O,O,O,O
LTSZOJI,O,O,O,X,O,O,O,O
LTSOIJZ,O,O,O,X,O,O,O,O
LTSOIZJ,O,O,O,O,O,O,O,O
LTSOJIZ,O,O,O,X,O,O,O,O
LTSOJZI,O,O,O,X,O,O,X,O
LTSOZIJ,O,O,O,O,O,O,O,O
LTSOZJI,O,O,O,X,O,O,O,O
LTZIJSO,O,O,O,O,O,O,O,O
LTZIJOS,O,O,X,O,O,O,O,X
LTZISJO,O,O,O,O,O,O,O,O
LTZISOJ,O,O,O,O,O,O,O,O
LTZIOJS,O,O,O,X,O,O,O,O
LTZIOSJ,O,O,O,X,O,O,O,O
LTZJISO,O,O,O,O,O,O,O,O
LTZJIOS,O,O,X,O,O,O,O,X
LTZJSIO,O,O,O,O,O,O,O,O
LTZJSOI,O,O,O,O,O,O,O,O
LTZJOIS,O,O,X,O,O,O,O,X
LTZJOSI,O,O,X,O,O,O,O,X
LTZSIJO,O,O,O,O,O,O,O,O
LTZSIOJ,O,O,O,O,O,O,O,O
LTZSJIO,O,O,O,O,O,O,O,O
LTZSJOI,O,O,O,O,O,O,O,O
LTZSOIJ,O,O,O,O,O,O,O,O
LTZSOJI,O,O,O,X,O,O,O,O
LTZOIJS,O,O,O,X,O,O,O,O
LTZOISJ,O,O,O,X,O,O,O,O
LTZOJIS,O,O,O,X,O,O,O,O
LTZOJSI,O,O,O,X,O,O,O,O
LTZOSIJ,O,O,O,X,O,O,O,O
LTZOSJI,O,O,O,X,O,O,O,O
LTOIJSZ,O,O,O,O,O,O,X,O
LTOIJZS,O,O,O,O,O,O,X,O
LTOISJZ,O,O,O,O,O,O,O,O
LTOISZJ,O,O,O,O,O,O,O,O
LTOIZJS,O,O,O,O,O,O,O,O
LTOIZSJ,O,O,O,O,O,O,O,O
LTOJISZ,O,O,O,O,O,O,X,O
LTOJIZS,O,O,O,O,O,O,X,O
LTOJSIZ,O,O,O,O,O,O,X,O
LTOJSZI,O,O,O,O,O,O,X,O
LTOJZIS,O,O,O,O,O,O,X,O
LTOJZSI,O,O,O,O,O,O,X,O
LTOSIJZ,O,O,O,O,O,O,O,O
LTOSIZJ,O,O,O,O,O,O,O,O
LTOSJIZ,O,O,O,O,O,O,O,O
LTOSJZI,O,O,O,O,O,O,X,O
LTOSZIJ,O,O,O,O,O,O,O,O
LTOSZJI,O,O,O,O,O,O,O,O
LTOZIJS,O,O,O,O,O,O,O,O
LTOZISJ,O,O,O,O,O,O,O,O
LTOZJIS,O,O,O,O,O,O,O,O
LTOZJSI,O,O,O,O,O,O,O,O
LTOZSIJ,O,O,O,O,O,O,O,O
LTOZSJI,O,O,O,O,O,O,O,O
LITJSZO,O,O,O,O,O,O,O,O
LITJSOZ,O,O,O,O,O,O,O,O
LITJZSO,O,O,O,O,O,O,O,O
LITJZOS,O,O,X,O,O,O,O,X
LITJOSZ,O,O,X,O,O,O,X,O
LITJOZS,O,O,X,O,O,O,X,O
LITSJZO,O,O,O,O,O,O,O,O
LITSJOZ,O,O,O,O,O,O,O,O
LITSZJO,O,O,O,O,O,O,O,O
LITSZOJ,O,O,O,O,O,O,O,O
LITSOJZ,O,O,O,X,O,O,O,O
LITSOZJ,O,O,O,O,O,O,O,O
LITZJSO,O,O,O,O,O,O,O,O
LITZJOS,O,O,X,O,O,O,O,X
LITZSJO,O,O,O,O,O,O,O,O
LITZSOJ,O,O,O,O,O,O,O,O
LITZOJS,O,O,O,X,O,O,O,O
LITZOSJ,O,O,O,X,O,O,O,O
LITOJSZ,O,O,O,O,O,O,X,O
LITOJZS,O,O,O,O,O,O,X,O
LITOSJZ,O,O,O,O,O,O,O,O
LITOSZJ,O,O,O,O,O,O,O,O
LITOZJS,O,O,O,O,O,O,O,O
LITOZSJ,O,O,O,O,O,O,O,O
LIJTSZO,O,O,X,O,O,O,O,X
LIJTSOZ,O,O,X,O,O,O,O,X
LIJTZSO,O,O,X,O,O,O,O,X
LIJTZOS,O,O,X,O,O,O,O,X
LIJTOSZ,O,O,X,O,O,O,X,X
LIJTOZS,O,O,X,O,O,O,X,X
LIJSTZO,O,O,X,O,O,O,X,X
LIJSTOZ,O,O,X,O,O,O,X,X
LIJSZTO,O,O,X,O,O,O,X,X
LIJSZOT,O,O,X,O,X,O,X,X
LIJSOTZ,O,O,X,O,X,O,X,X
LIJSOZT,O,O,X,O,X,O,X,X
LIJZTSO,O,O,X,O,O,O,O,X
LIJZTOS,O,O,X,O,O,O,O,X
LIJZSTO,O,O,X,O,O,O,O,X
LIJZSOT,O,O,X,O,X,O,O,X
LIJZOTS,X,O,X,O,O,O,O,X
LIJZOST,O,O,X,O,O,O,O,X
LIJOTSZ,O,O,X,O,O,O,X,X
LIJOTZS,O,O,X,O,O,O,X,X
LIJOSTZ,O,O,X,O,O,O,X,X
LIJOSZT,O,O,X,O,O,O,X,X
LIJOZTS,X,O,X,O,O,O,X,X
LIJOZST,O,O,X,O,O,O,X,X
LISTJZO,O,O,X,O,O,O,O,O
LISTJOZ,O,O,X,O,O,O,O,O
LISTZJO,O,O,X,O,O,O,O,O
LISTZOJ,O,O,X,O,O,O,O,O
LISTOJZ,O,O,X,X,O,O,O,O
LISTOZJ,O,O,X,O,O,O,O,O
LISJTZO,O,O,X,O,O,O,X,X
LISJTOZ,O,O,X,O,O,O,X,X
LISJZTO,O,O,X,O,O,O,X,X
LISJZOT,O,O,X,O,X,O,X,X
LISJOTZ,O,O,X,O,X,O,X,X
LISJOZT,O,O,X,O,X,O,X,X
LISZTJO,O,O,X,O,O,O,O,O
LISZTOJ,O,O,X,O,O,O,O,O
LISZJTO,O,O,X,O,O,O,O,X
LISZJOT,O,O,X,O,X,O,O,X
LISZOTJ,O,X,X,O,O,O,O,X
LISZOJT,O,X,X,O,O,O,O,X
LISOTJZ,O,X,X,O,O,O,X,X
LISOTZJ,O,X,X,O,O,O,X,X
LISOJTZ,O,X,X,O,O,O,X,X
LISOJZT,O,X,X,O,O,O,X,X
LISOZTJ,O,X,X,O,O,O,X,X
LISOZJT,O,X,X,O,O,O,X,X
LIZTJSO,O,O,O,O,O,O,O,X
LIZTJOS,O,O,X,O,O,O,O,X
LIZTSJO,O,O,O,O,O,O,O,O
LIZTSOJ,O,O,O,O,O,O,O,O
LIZTOJS,O,O,O,X,O,O,O,X
LIZTOSJ,O,O,O,X,O,O,O,O
LIZJTSO,O,O,X,O,O,O,O,X
LIZJTOS,O,O,X,O,O,O,O,X
LIZJSTO,O,O,X,O,O,O,O,X
LIZJSOT,O,O,X,O,X,O,O,X
LIZJOTS,X,O,X,O,O,O,O,X
LIZJOST,O,O,X,O,O,O,O,X
LIZSTJO,O,O,X,O,O,O,O,O
LIZSTOJ,O,O,X,O,O,O,O,O
LIZSJTO,O,O,X,O,O,O,O,X
LIZSJOT,O,O,X,O,X,O,O,X
LIZSOTJ,O,X,X,O,O,O,O,X
LIZSOJT,O,X,X,O,O,O,O,X
LIZOTJS,X,X,O,O,O,O,O,X
LIZOTSJ,X,X,O,O,O,O,O,X
LIZOJTS,X,X,X,O,O,O,O,X
LIZOJST,O,X,X,O,O,O,O,X
LIZOSTJ,O,X,X,O,O,O,O,X
LIZOSJT,O,X,X,O,O,O,O,X
LIOTJSZ,O,X,O,O,O,O,X,X
LIOTJZS,O,X,O,O,O,O,X,X
LIOTSJZ,O,X,O,O,O,O,O,X
LIOTSZJ,O,X,O,O,O,O,O,X
LIOTZJS,O,X,O,O,O,O,O,X
LIOTZSJ,O,X,O,O,O,O,O,X
LIOJTSZ,O,X,X,O,O,O,X,X
LIOJTZS,O,X,X,O,O,O,X,X
LIOJSTZ,O,X,X,O,O,O,X,X
LIOJSZT,O,X,X,O,O,O,X,X
LIOJZTS,X,X,X,O,O,O,X,X
LIOJZST,O,X,X,O,O,O,X,X
LIOSTJZ,O,X,X,O,O,O,X,X
