sequence,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFukBzgBfnB0iBKq?BFrB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFzfBChB0iBmmBFq?BXrB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFCgBOmB0iBXlBzm?B1vB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFFgBXhB0iBWqBzm?ByvB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFukB3gB1mB0iBTq?BirB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFukBFhB0iBKqBfr?BzrB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFzfBulB3hB1nBUq?BirB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFGgBKmBfnB0iBzk?B1vB
JOLTISZ,O,O,X,O,O,O,X,X
JOLTIZS,O,O,X,O,O,O,X,X
JOLTSIZ,O,O,X,O,O,O,X,X
JOLTSZI,O,O,X,O,O,O,X,X
JOLTZIS,O,O,X,O,O,O,X,X
JOLTZSI,O,O,X,O,O,O,X,X
JOLITSZ,O,O,X,O,O,O,X,X
JOLITZS,O,O,X,O,O,O,X,X
JOLISTZ,O,O,X,O,O,O,X,X
JOLISZT,O,O,X,O,O,O,X,X
JOLIZTS,X,O,X,O,O,O,X,X
JOLIZST,O,O,X,O,O,O,X,X
JOLSTIZ,O,O,X,O,O,O,X,X
JOLSTZI,O,O,X,O,O,O,X,X
JOLSITZ,O,O,X,O,O,O,X,X
JOLSIZT,O,O,X,O,O,O,X,X
JOLSZTI,O,O,X,O,O,O,X,X
JOLSZIT,O,O,X,O,O,O,X,X
JOLZTIS,X,O,X,O,O,O,X,X
JOLZTSI,X,O,X,O,O,O,X,X
JOLZITS,X,O,X,O,O,O,X,X
JOLZIST,O,O,X,O,O,O,X,X
JOLZSTI,O,O,X,O,O,O,X,X
JOLZSIT,O,O,X,O,O,O,X,X
JOSTILZ,X,O,X,O,O,O,X,X
JOSTIZL,X,O,X,O,X,O,X,X
JOSTLIZ,X,O,X,O,O,O,X,X
JOSTLZI,X,O,X,O,O,O,X,X
JOSTZIL,X,O,X,O,X,O,X,X
JOSTZLI,X,O,X,O,X,O,X,X
JOSITLZ,X,O,X,O,O,O,X,X
JOSITZL,X,O,X,O,X,O,X,X
JOSILTZ,O,O,X,O,O,O,X,X
JOSILZT,O,O,X,O,O,O,X,X
JOSIZTL,X,O,X,O,X,O,X,X
JOSIZLT,O,O,X,O,O,O,X,X
JOSLTIZ,O,O,X,O,O,O,X,X
JOSLTZI,O,O,X,O,O,O,X,X
JOSLITZ,O,O,X,O,O,O,X,X
JOSLIZT,O,O,X,O,O,O,X,X
JOSLZTI,O,O,X,O,O,O,X,X
JOSLZIT,O,O,X,O,O,O,X,X
JOSZTIL,X,O,X,O,X,O,X,X
JOSZTLI,X,O,X,O,X,O,X,X
JOSZITL,X,O,X,O,X,O,X,X
JOSZILT,O,O,X,O,O,O,X,X
JOSZLTI,O,O,X,O,O,O,X,X
JOSZLIT,O,O,X,O,O,O,X,X
JOZTILS,X,O,O,O,O,O,X,X
JOZTISL,X,O,O,O,X,O,X,X
JOZTLIS,X,O,O,O,O,O,X,X
JOZTLSI,X,O,O,O,O,O,X,X
JOZTSIL,X,O,O,O,X,O,X,X
JOZTSLI,X,O,O,O,X,O,X,X
JOZITLS,X,O,O,O,O,O,X,X
JOZITSL,X,O,O,O,X,O,X,X
JOZILTS,X,O,X,O,O,O,X,X
JOZILST,O,O,X,O,O,O,X,X
JOZISTL,X,O,X,O,X,O,X,X
JOZISLT,O,O,X,O,O,O,X,X
JOZLTIS,X,O,X,O,O,O,X,X
JOZLTSI,X,O,X,O,O,O,X,X
JOZLITS,X,O,X,O,O,O,X,X
JOZLIST,O,O,X,O,O,O,X,X
JOZLSTI,O,O,X,O,O,O,X,X
JOZLSIT,O,O,X,O,O,O,X,X
JOZSTIL,X,O,X,O,X,O,X,X
JOZSTLI,X,O,X,O,X,O,X,X
JOZSITL,X,O,X,O,X,O,X,X
JOZSILT,O,O,X,O,O,O,X,X
JOZSLTI,O,O,X,O,O,O,X,X
JOZSLIT,O,O,X,O,O,O,X,X
STILJZO,O,O,O,X,X,O,O,O
STILJOZ,O,O,O,X,X,O,O,O
STILZJO,O,O,O,X,X,O,O,O
STILZOJ,O,O,O,X,X,O,O,O
STILOJZ,O,O,O,X,X,O,O,O
STILOZJ,O,O,O,X,X,O,O,O
STIJLZO,O,O,O,X,X,O,O,O
STIJLOZ,O,O,O,X,X,O,O,O
STIJZLO,O,O,O,X,X,O,O,O
STIJZOL,O,O,O,X,X,X,O,O
STIJOLZ,O,O,O,X,X,X,X,O
STIJOZL,O,O,O,X,X,X,O,O
STIZLJO,O,O,O,X,X,O,O,O
STIZLOJ,O,O,O,X,X,O,O,O
STIZJLO,O,O,O,X,X,O,O,O
STIZJOL,O,O,O,X,X,X,O,O
STIZOLJ,O,O,O,X,X,O,O,O
STIZOJL,O,O,O,X,X,X,O,O
STIOLJZ,O,O,O,X,X,O,O,O
STIOLZJ,O,O,O,X,X,O,O,O
STIOJLZ,O,O,O,X,X,O,X,O
STIOJZL,O,O,O,X,X,O,O,O
STIOZLJ,O,O,O,X,X,O,O,O
STIOZJL,O,O,O,X,X,O,O,O
STLIJZO,O,O,O,X,X,O,O,O
STLIJOZ,O,O,O,X,X,O,O,O
STLIZJO,O,O,O,X,X,O,O,O
STLIZOJ,O,O,O,X,X,O,O,O
STLIOJZ,O,O,O,X,X,O,O,O
STLIOZJ,O,O,O,X,X,O,O,O
STLJIZO,O,O,O,X,X,O,O,O
STLJIOZ,O,O,O,X,X,O,O,O
STLJZIO,O,O,O,X,X,O,O,O
STLJZOI,O,O,O,X,X,O,O,O
STLJOIZ,O,O,O,X,X,O,O,O
STLJOZI,O,O,O,X,X,O,X,O
STLZIJO,O,O,O,X,X,O,O,O
STLZIOJ,O,O,O,X,X,O,O,O
STLZJIO,O,O,O,X,X,O,O,O
STLZJOI,O,O,O,X,X,O,O,O
STLZOIJ,O,O,O,X,X,O,O,O
STLZOJI,O,O,O,X,X,O,O,O
STLOIJZ,O,O,O,X,X,O,O,O
STLOIZJ,O,O,O,X,X,O,O,O
STLOJIZ,O,O,O,X,X,O,O,O
STLOJZI,O,O,O,X,X,O,X,O
STLOZIJ,O,O,O,X,X,O,O,O
STLOZJI,O,O,O,X,X,O,O,O
STJILZO,O,O,O,X,X,O,O,O
STJILOZ,O,O,O,X,X,O,O,O
STJIZLO,O,O,O,X,X,O,O,O
STJIZOL,O,O,O,X,X,X,O,O
STJIOLZ,O,O,O,X,X,X,X,O
STJIOZL,O,O,O,X,X,X,O,O
STJLIZO,O,O,O,X,X,O,O,O
STJLIOZ,O,O,O,X,X,O,O,O
STJLZIO,O,O,O,X,X,O,O,O
STJLZOI,O,O,O,X,X,O,O,O
STJLOIZ,O,O,O,X,X,O,O,O
STJLOZI,O,O,O,X,X,O,X,O
STJZILO,O,O,O,X,X,O,O,O
STJZIOL,O,O,O,X,X,X,O,O
STJZLIO,O,O,O,X,X,O,O,O
STJZLOI,O,O,O,X,X,O,O,O
STJZOIL,O,O,O,X,X,X,O,O
STJZOLI,O,O,O,X,X,X,O,O
STJOILZ,O,O,O,X,X,X,X,O
STJOIZL,O,O,O,X,X,X,O,O
STJOLIZ,O,O,O,X,X,X,X,O
STJOLZI,O,O,O,X,X,X,X,O
STJOZIL,O,O,O,X,X,X,X,O
STJOZLI,O,O,O,X,X,X,X,O
STZILJO,O,O,O,X,X,O,O,O
STZILOJ,O,O,O,X,X,O,O,O
STZIJLO,O,O,O,X,X,O,O,O
STZIJOL,O,O,O,X,X,X,O,O
STZIOLJ,O,O,O,X,X,O,O,O
STZIOJL,O,O,O,X,X,X,O,O
STZLIJO,O,O,O,X,X,O,O,O
STZLIOJ,O,O,O,X,X,O,O,O
STZLJIO,O,O,O,X,X,O,O,O
STZLJOI,O,O,O,X,X,O,O,O
STZLOIJ,O,O,O,X,X,O,O,O
STZLOJI,O,O,O,X,X,O,O,O
STZJILO,O,O,O,X,X,O,O,O
STZJIOL,O,O,O,X,X,X,O,O
STZJLIO,O,O,O,X,X,O,O,O
STZJLOI,O,O,O,X,X,O,O,O
STZJOIL,O,O,O,X,X,X,O,O
STZJOLI,O,O,O,X,X,X,O,O
STZOILJ,O,O,O,X,X,O,O,O
STZOIJL,O,O,O,X,X,X,O,O
STZOLIJ,O,O,O,X,X,O,O,O
STZOLJI,O,O,O,X,X,O,O,O
STZOJIL,O,O,O,X,X,X,O,O
STZOJLI,O,O,O,X,X,X,O,O
STOILJZ,O,O,O,X,X,O,O,O
STOILZJ,O,O,O,X,X,O,O,O
STOIJLZ,O,O,O,X,X,O,X,O
STOIJZL,O,O,O,X,X,O,O,O
STOIZLJ,O,O,O,X,X,O,O,O
STOIZJL,O,O,O,X,X,O,O,O
STOLIJZ,O,O,O,X,X,O,O,O
STOLIZJ,O,O,O,X,X,O,O,O
STOLJIZ,O,O,O,X,X,O,O,O
STOLJZI,O,O,O,X,X,O,X,O
STOLZIJ,O,O,O,X,X,O,O,O
STOLZJI,O,O,O,X,X,O,O,O
STOJILZ,O,O,O,X,X,O,X,O
STOJIZL,O,O,O,X,X,O,O,O
STOJLIZ,O,O,O,X,X,O,X,O
STOJLZI,O,O,O,X,X,O,X,O
STOJZIL,O,O,O,X,X,O,X,O
STOJZLI,O,O,O,X,X,O,X,O
STOZILJ,O,O,O,X,X,O,O,O
STOZIJL,O,O,O,X,X,O,O,O
STOZLIJ,O,O,O,X,X,O,O,O
STOZLJI,O,O,O,X,X,O,O,O
STOZJIL,O,O,O,X,X,O,O,O
STOZJLI,O,O,O,X,X,O,O,O
SITLJZO,O,O,O,X,X,O,O,O
SITLJOZ,O,O,O,X,X,O,O,O
SITLZJO,O,O,O,X,X,O,O,O
SITLZOJ,O,O,O,X,X,O,O,O
SITLOJZ,O,O,O,X,X,O,O,O
SITLOZJ,O,O,O,X,X,O,O,O
SITJLZO,O,O,O,X,X,O,O,O
SITJLOZ,O,O,O,X,X,O,O,O
SITJZLO,O,O,O,X,X,O,O,O
SITJZOL,O,O,O,X,X,X,O,O
SITJOLZ,O,O,O,X,X,X,X,O
SITJOZL,O,O,O,X,X,X,O,O
SITZLJO,O,O,O,X,X,O,O,O
SITZLOJ,O,O,O,X,X,O,O,O
SITZJLO,O,O,O,X,X,O,O,O
SITZJOL,O,O,O,X,X,X,O,O
SITZOLJ,O,O,O,X,X,O,O,O
SITZOJL,O,O,O,X,X,X,O,O
SITOLJZ,O,O,O,X,X,O,O,O
SITOLZJ,O,O,O,X,X,O,O,O
SITOJLZ,O,O,O,X,X,O,X,O
SITOJZL,O,O,O,X,X,O,O,O
SITOZLJ,O,O,O,X,X,O,O,O
SITOZJL,O,O,O,X,X,O,O,O
SILTJZO,O,O,X,O,O,O,O,O
SILTJOZ,O,O,X,O,O,O,O,O
SILTZJO,O,O,X,O,O,O,O,O
SILTZOJ,O,O,X,O,O,O,O,O
SILTOJZ,O,O,X,X,O,O,O,O
SILTOZJ,O,O,X,O,O,O,O,O
SILJTZO,O,O,X,O,O,O,X,X
SILJTOZ,O,O,X,O,O,O,X,X
SILJZTO,O,O,X,O,O,O,X,X
SILJZOT,O,O,X,O,X,O,X,X
SILJOTZ,O,O,X,O,X,O,X,X
SILJOZT,O,O,X,O,X,O,X,X
SILZTJO,O,O,X,O,O,O,O,O
SILZTOJ,O,O,X,O,O,O,O,O
SILZJTO,O,O,X,O,O,O,O,X
SILZJOT,O,O,X,O,X,O,O,X
SILZOTJ,O,X,X,O,O,O,O,X
SILZOJT,O,X,X,O,O,O,O,X
SILOTJZ,O,X,X,O,O,O,X,X
SILOTZJ,O,X,X,O,O,O,X,X
SILOJTZ,O,X,X,O,O,O,X,X
SILOJZT,O,X,X,O,O,O,X,X
SILOZTJ,O,X,X,O,O,O,X,X
SILOZJT,O,X,X,O,O,O,X,X
SIJTLZO,O,O,X,O,X,O,X,O
SIJTLOZ,O,O,X,X,X,O,X,O
SIJTZLO,O,O,X,O,X,O,X,O
SIJTZOL,O,O,X,O,X,X,X,O
SIJTOLZ,O,O,X,O,X,X,X,O
SIJTOZL,O,O,X,O,X,X,X,O
SIJLTZO,O,O,X,O,O,O,X,X
SIJLTOZ,O,O,X,O,O,O,X,X
SIJLZTO,O,O,X,O,O,O,X,X
SIJLZOT,O,O,X,O,X,O,X,X
SIJLOTZ,O,O,X,O,X,O,X,X
SIJLOZT,O,O,X,O,X,O,X,X
SIJZTLO,O,O,X,O,X,O,X,O
SIJZTOL,O,O,X,O,X,X,X,O
SIJZLTO,O,O,X,O,O,O,X,X
SIJZLOT,O,O,X,O,X,O,X,X
SIJZOTL,X,O,X,O,X,X,X,X
SIJZOLT,O,O,X,O,O,O,X,X
SIJOTLZ,X,O,X,O,O,O,X,X
SIJOTZL,X,O,X,O,X,O,X,X
SIJOLTZ,O,O,X,O,O,O,X,X
SIJOLZT,O,O,X,O,O,O,X,X
SIJOZTL,X,O,X,O,X,O,X,X
SIJOZLT,O,O,X,O,O,O,X,X
SIZTLJO,O,O,O,X,X,O,O,O
SIZTLOJ,O,O,O,X,X,O,O,O
SIZTJLO,O,O,O,X,X,O,O,O
SIZTJOL,O,O,O,X,X,X,O,O
SIZTOLJ,O,O,O,X,X,O,O,O
SIZTOJL,O,O,O,X,X,X,O,O
SIZLTJO,O,O,X,O,O,O,O,O
SIZLTOJ,O,O,X,O,O,O,O,O
SIZLJTO,O,O,X,O,O,O,O,X
SIZLJOT,O,O,X,O,X,O,O,X
SIZLOTJ,O,X,X,O,O,O,O,X
SIZLOJT,O,X,X,O,O,O,O,X
SIZJTLO,O,O,X,O,X,O,O,O
SIZJTOL,O,O,X,O,X,X,O,O
SIZJLTO,O,O,X,O,O,O,O,X
SIZJLOT,O,O,X,O,X,O,O,X
SIZJOTL,X,O,X,O,X,X,O,X
SIZJOLT,O,O,X,O,O,O,O,X
SIZOTLJ,O,O,O,O,X,O,O,O
SIZOTJL,O,O,O,O,X,O,O,O
SIZOLTJ,O,X,X,O,O,O,O,X
SIZOLJT,O,X,X,O,O,O,O,X
SIZOJTL,X,O,X,O,X,O,O,X
SIZOJLT,O,O,X,O,O,O,O,X
SIOTLJZ,O,O,O,O,O,O,X,O
SIOTLZJ,O,O,O,O,O,O,X,O
SIOTJLZ,O,O,O,O,O,O,X,O
SIOTJZL,O,O,O,O,X,O,X,O
SIOTZLJ,O,O,O,O,X,O,X,O
SIOTZJL,O,O,O,O,X,O,X,O
SIOLTJZ,O,X,X,O,O,O,X,X
SIOLTZJ,O,X,X,O,O,O,X,X
SIOLJTZ,O,X,X,O,O,O,X,X
SIOLJZT,O,X,X,O,O,O,X,X
SIOLZTJ,O,X,X,O,O,O,X,X
SIOLZJT,O,X,X,O,O,O,X,X
SIOJTLZ,X,O,X,O,O,O,X,X
SIOJTZL,X,O,X,O,X,O,X,X
SIOJLTZ,O,O,X,O,O,O,X,X
SIOJLZT,O,O,X,O,O,O,X,X
SIOJZTL,X,O,X,O,X,O,X,X
SIOJZLT,O,O,X,O,O,O,X,X
SIOZTLJ,O,O,O,O,X,O,X,O
SIOZTJL,O,O,O,O,X,O,X,O
SIOZLTJ,O,X,X,O,O,O,X,X
SIOZLJT,O,X,X,O,O,O,X,X
SIOZJTL,X,O,X,O,X,O,X,X
SIOZJLT,O,O,X,O,O,O,X,X
SLTIJZO,O,O,X,O,O,O,O,O
SLTIJOZ,O,O,X,O,O,O,O,O
SLTIZJO,O,O,X,O,O,O,O,O
SLTIZOJ,O,O,X,O,O,O,O,O
SLTIOJZ,O,O,X,X,O,O,O,O
SLTIOZJ,O,O,X,O,O,O,O,O
SLTJIZO,O,O,X,O,O,O,O,O
SLTJIOZ,O,O,X,O,O,O,O,O
SLTJZIO,O,O,X,O,O,O,O,O
SLTJZOI,O,O,X,O,O,O,O,O
SLTJOIZ,O,O,X,O,O,O,O,O
SLTJOZI,O,O,X,O,O,O,X,O
SLTZIJO,O,O,X,O,O,O,O,O
SLTZIOJ,O,O,X,O,O,O,O,O
SLTZJIO,O,O,X,O,O,O,O,O
SLTZJOI,O,O,X,O,O,O,O,O
SLTZOIJ,O,O,X,O,O,O,O,O
SLTZOJI,O,O,X,X,O,O,O,O
SLTOIJZ,O,O,X,X,O,O,O,O
SLTOIZJ,O,O,X,O,O,O,O,O
SLTOJIZ,O,O,X,X,O,O,O,O
SLTOJZI,O,O,X,X,O,O,X,O
SLTOZIJ,O,O,X,O,O,O,O,O
SLTOZJI,O,O,X,X,O,O,O,O
SLITJZO,O,O,X,O,O,O,O,O
SLITJOZ,O,O,X,O,O,O,O,O
SLITZJO,O,O,X,O,O,O,O,O
SLITZOJ,O,O,X,O,O,O,O,O
SLITOJZ,O,O,X,X,O,O,O,O
SLITOZJ,O,O,X,O,O,O,O,O
SLIJTZO,O,O,X,O,O,O,X,X
SLIJTOZ,O,O,X,O,O,O,X,X
SLIJZTO,O,O,X,O,O,O,X,X
SLIJZOT,O,O,X,O,X,O,X,X
SLIJOTZ,O,O,X,O,X,O,X,X
SLIJOZT,O,O,X,O,X,O,X,X
SLIZTJO,O,O,X,O,O,O,O,O
SLIZTOJ,O,O,X,O,O,O,O,O
SLIZJTO,O,O,X,O,O,O,O,X
SLIZJOT,O,O,X,O,X,O,O,X
SLIZOTJ,O,X,X,O,O,O,O,X
SLIZOJT,O,X,X,O,O,O,O,X
SLIOTJZ,O,X,X,O,O,O,X,X
SLIOTZJ,O,X,X,O,O,O,X,X
SLIOJTZ,O,X,X,O,O,O,X,X
SLIOJZT,O,X,X,O,O,O,X,X
SLIOZTJ,O,X,X,O,O,O,X,X
SLIOZJT,O,X,X,O,O,O,X,X
SLJTIZO,O,O,X,O,O,O,X,X
SLJTIOZ,O,O,X,O,O,O,X,X
SLJTZIO,O,O,X,O,O,O,X,X
SLJTZOI,O,O,X,O,O,O,X,X
SLJTOIZ,O,O,X,O,O,O,X,X
SLJTOZI,O,O,X,O,O,O,X,X
SLJITZO,O,O,X,O,O,O,X,X
SLJITOZ,O,O,X,O,O,O,X,X
SLJIZTO,O,O,X,O,O,O,X,X
SLJIZOT,O,O,X,O,X,O,X,X
SLJIOTZ,O,O,X,O,X,O,X,X
SLJIOZT,O,O,X,O,X,O,X,X
SLJZTIO,O,O,X,O,O,O,X,X
SLJZTOI,O,O,X,O,O,O,X,X
SLJZITO,O,O,X,O,O,O,X,X
SLJZIOT,O,O,X,O,X,O,X,X
SLJZOTI,O,O,X,O,X,O,X,X
SLJZOIT,O,O,X,O,X,O,X,X
SLJOTIZ,O,O,X,O,X,O,X,X
SLJOTZI,O,O,X,O,X,O,X,X
SLJOITZ,O,O,X,O,X,O,X,X
SLJOIZT,O,O,X,O,X,O,X,X
SLJOZTI,O,O,X,O,X,O,X,X
SLJOZIT,O,O,X,O,X,O,X,X
SLZTIJO,O,O,X,O,O,O,O,O
SLZTIOJ,O,O,X,O,O,O,O,O
SLZTJIO,O,O,X,O,O,O,O,O
SLZTJOI,O,O,X,O,O,O,O,O
SLZTOIJ,O,O,X,O,O,O,O,O
SLZTOJI,O,O,X,X,O,O,O,O
SLZITJO,O,O,X,O,O,O,O,O
SLZITOJ,O,O,X,O,O,O,O,O
SLZIJTO,O,O,X,O,O,O,O,X
SLZIJOT,O,O,X,O,X,O,O,X
SLZIOTJ,O,X,X,O,O,O,O,X
SLZIOJT,O,X,X,O,O,O,O,X
SLZJTIO,O,O,X,O,O,O,O,X
SLZJTOI,O,O,X,O,O,O,O,X
SLZJITO,O,O,X,O,O,O,O,X
SLZJIOT,O,O,X,O,X,O,O,X
SLZJOTI,O,O,X,O,X,O,O,X
SLZJOIT,O,O,X,O,X,O,O,X
SLZOTIJ,O,X,X,O,O,O,O,X
SLZOTJI,O,X,X,X,O,O,O,X
SLZOITJ,O,X,X,O,O,O,O,X
SLZOIJT,O,X,X,O,O,O,O,X
SLZOJTI,O,X,X,O,O,O,O,X
SLZOJIT,O,X,X,O,O,O,O,X
SLOTIJZ,O,X,X,O,O,O,X,X
SLOTIZJ,O,X,X,O,O,O,X,X
SLOTJIZ,O,X,X,O,O,O,X,X
SLOTJZI,O,X,X,O,O,O,X,X
SLOTZIJ,O,X,X,O,O,O,X,X
SLOTZJI,O,X,X,O,O,O,X,X
SLOITJZ,O,X,X,O,O,O,X,X
SLOITZJ,O,X,X,O,O,O,X,X
SLOIJTZ,O,X,X,O,O,O,X,X
SLOIJZT,O,X,X,O,O,O,X,X
SLOIZTJ,O,X,X,O,O,O,X,X
SLOIZJT,O,X,X,O,O,O,X,X
SLOJTIZ,O,X,X,O,O,O,X,X
SLOJTZI,O,X,X,O,O,O,X,X
SLOJITZ,O,X,X,O,O,O,X,X
SLOJIZT,O,X,X,O,O,O,X,X
SLOJZTI,O,X,X,O,O,O,X,X
SLOJZIT,O,X,X,O,O,O,X,X
SLOZTIJ,O,X,X,O,O,O,X,X
SLOZTJI,O,X,X,O,O,O,X,X
SLOZITJ,O,X,X,O,O,O,X,X
SLOZIJT,O,X,X,O,O,O,X,X
SLOZJTI,O,X,X,O,O,O,X,X
SLOZJIT,O,X,X,O,O,O,X,X
SJTILZO,O,O,X,O,X,O,X,O
SJTILOZ,O,O,X,X,X,O,X,O
SJTIZLO,O,O,X,O,X,O,X,O
SJTIZOL,O,O,X,O,X,X,X,O
SJTIOLZ,O,O,X,O,X,X,X,O
SJTIOZL,O,O,X,O,X,X,X,O
SJTLIZO,O,O,X,O,X,O,X,O
SJTLIOZ,O,O,X,X,X,O,X,O
SJTLZIO,O,O,X,O,X,O,X,O
SJTLZOI,O,O,X,X,X,O,X,O
SJTLOIZ,O,O,X,X,X,O,X,O
SJTLOZI,O,O,X,X,X,O,X,O
SJTZILO,O,O,X,O,X,O,X,O
SJTZIOL,O,O,X,O,X,X,X,O
SJTZLIO,O,O,X,O,X,O,X,O
SJTZLOI,O,O,X,X,X,O,X,O
SJTZOIL,O,O,X,O,X,X,X,O
SJTZOLI,O,O,X,O,X,X,X,O
SJTOILZ,O,O,X,O,X,X,X,O
SJTOIZL,O,O,X,O,X,X,X,O
SJTOLIZ,O,O,X,O,X,X,X,O
SJTOLZI,O,O,X,O,X,X,X,O
SJTOZIL,O,O,X,O,X,X,X,O
SJTOZLI,O,O,X,O,X,X,X,O
SJITLZO,O,O,X,O,X,O,X,O
SJITLOZ,O,O,X,X,X,O,X,O
SJITZLO,O,O,X,O,X,O,X,O
SJITZOL,O,O,X,O,X,X,X,O
SJITOLZ,O,O,X,O,X,X,X,O
SJITOZL,O,O,X,O,X,X,X,O
SJILTZO,O,O,X,O,O,O,X,X
SJILTOZ,O,O,X,O,O,O,X,X
SJILZTO,O,O,X,O,O,O,X,X
SJILZOT,O,O,X,O,X,O,X,X
SJILOTZ,O,O,X,O,X,O,X,X
SJILOZT,O,O,X,O,X,O,X,X
SJIZTLO,O,O,X,O,X,O,X,O
SJIZTOL,O,O,X,O,X,X,X,O
SJIZLTO,O,O,X,O,O,O,X,X
SJIZLOT,O,O,X,O,X,O,X,X
SJIZOTL,X,O,X,O,X,X,X,X
SJIZOLT,O,O,X,O,O,O,X,X
SJIOTLZ,X,O,X,O,O,O,X,X
SJIOTZL,X,O,X,O,X,O,X,X
SJIOLTZ,O,O,X,O,O,O,X,X
SJIOLZT,O,O,X,O,O,O,X,X
SJIOZTL,X,O,X,O,X,O,X,X
SJIOZLT,O,O,X,O,O,O,X,X
SJLTIZO,O,O,X,O,O,O,X,X
SJLTIOZ,O,O,X,O,O,O,X,X
SJLTZIO,O,O,X,O,O,O,X,X
SJLTZOI,O,O,X,O,O,O,X,X
SJLTOIZ,O,O,X,O,O,O,X,X
SJLTOZI,O,O,X,O,O,O,X,X
SJLITZO,O,O,X,O,O,O,X,X
SJLITOZ,O,O,X,O,O,O,X,X
SJLIZTO,O,O,X,O,O,O,X,X
SJLIZOT,O,O,X,O,X,O,X,X
SJLIOTZ,O,O,X,O,X,O,X,X
SJLIOZT,O,O,X,O,X,O,X,X
SJLZTIO,O,O,X,O,O,O,X,X
SJLZTOI,O,O,X,O,O,O,X,X
SJLZITO,O,O,X,O,O,O,X,X
SJLZIOT,O,O,X,O,X,O,X,X
SJLZOTI,O,O,X,O,X,O,X,X
SJLZOIT,O,O,X,O,X,O,X,X
SJLOTIZ,O,O,X,O,X,O,X,X
SJLOTZI,O,O,X,O,X,O,X,X
SJLOITZ,O,O,X,O,X,O,X,X
SJLOIZT,O,O,X,O,X,O,X,X
SJLOZTI,O,O,X,O,X,O,X,X
SJLOZIT,O,O,X,O,X,O,X,X
SJZTILO,O,O,X,O,X,O,X,O
SJZTIOL,O,O,X,O,X,X,X,O
SJZTLIO,O,O,X,O,X,O,X,O
SJZTLOI,O,O,X,X,X,O,X,O
SJZTOIL,O,O,X,O,X,X,X,O
SJZTOLI,O,O,X,O,X,X,X,O
SJZITLO,O,O,X,O,X,O,X,O
SJZITOL,O,O,X,O,X,X,X,O
SJZILTO,O,O,X,O,O,O,X,X
SJZILOT,O,O,X,O,X,O,X,X
SJZIOTL,X,O,X,O,X,X,X,X
SJZIOLT,O,O,X,O,O,O,X,X
SJZLTIO,O,O,X,O,O,O,X,X
SJZLTOI,O,O,X,O,O,O,X,X
SJZLITO,O,O,X,O,O,O,X,X
SJZLIOT,O,O,X,O,X,O,X,X
SJZLOTI,O,O,X,O,X,O,X,X
SJZLOIT,O,O,X,O,X,O,X,X
SJZOTIL,X,O,X,O,X,X,X,X
SJZOTLI,X,O,X,O,X,X,X,X
SJZOITL,X,O,X,O,X,X,X,X
SJZOILT,O,O,X,O,O,O,X,X
SJZOLTI,O,O,X,O,O,O,X,X
SJZOLIT,O,O,X,O,O,O,X,X
SJOTILZ,X,O,X,O,O,O,X,X
SJOTIZL,X,O,X,O,X,O,X,X
SJOTLIZ,X,O,X,O,O,O,X,X
SJOTLZI,X,O,X,O,O,O,X,X
SJOTZIL,X,O,X,O,X,O,X,X
SJOTZLI,X,O,X,O,X,O,X,X
SJOITLZ,X,O,X,O,O,O,X,X
SJOITZL,X,O,X,O,X,O,X,X
SJOILTZ,O,O,X,O,O,O,X,X
SJOILZT,O,O,X,O,O,O,X,X
SJOIZTL,X,O,X,O,X,O,X,X
SJOIZLT,O,O,X,O,O,O,X,X
SJOLTIZ,O,O,X,O,O,O,X,X
SJOLTZI,O,O,X,O,O,O,X,X
SJOLITZ,O,O,X,O,O,O,X,X
SJOLIZT,O,O,X,O,O,O,X,X
SJOLZTI,O,O,X,O,O,O,X,X
SJOLZIT,O,O,X,O,O,O,X,X
SJOZTIL,X,O,X,O,X,O,X,X
SJOZTLI,X,O,X,O,X,O,X,X
SJOZITL,X,O,X,O,X,O,X,X
SJOZILT,O,O,X,O,O,O,X,X
SJOZLTI,O,O,X,O,O,O,X,X
SJOZLIT,O,O,X,O,O,O,X,X
SZTILJO,O,O,O,X,X,O,O,O
SZTILOJ,O,O,O,X,X,O,O,O
SZTIJLO,O,O,O,X,X,O,O,O
SZTIJOL,O,O,O,X,X,X,O,O
SZTIOLJ,O,O,O,X,X,O,O,O
SZTIOJL,O,O,O,X,X,X,O,O
SZTLIJO,O,O,O,X,X,O,O,O
SZTLIOJ,O,O,O,X,X,O,O,O
SZTLJIO,O,O,O,X,X,O,O,O
SZTLJOI,O,O,O,X,X,O,O,O
SZTLOIJ,O,O,O,X,X,O,O,O
SZTLOJI,O,O,O,X,X,O,O,O
SZTJILO,O,O,O,X,X,O,O,O
SZTJIOL,O,O,O,X,X,X,O,O
SZTJLIO,O,O,O,X,X,O,O,O
SZTJLOI,O,O,O,X,X,O,O,O
SZTJOIL,O,O,O,X,X,X,O,O
SZTJOLI,O,O,O,X,X,X,O,O
