sequence,v115@HhA8IeF8DeB8CeC8Lel/IvhF3gBzhBGjBxsByvBUtB,v115@HhA8IeF8DeB8CeC8Le0/IvhFlgBfnBxiBznB+tByvB,v115@HhA8IeF8DeB8CeC8Lel/IvhFymBziB5oBmsBcqBXrB,v115@HhA8IeF8DeB8CeC8Le0/IvhFmgBzhBxsBftB6tB1vB,v115@HhA8IeF8DeB8CeC8Lel/IvhFzgBfnBxiBStB2vBUtB,v115@HhA8IeF8DeB8CeC8Le0/IvhFzgBfnB5oBatBlnB2vB,v115@HhA8IeF8DeB8CeC8Lel/IvhFymBziBxsBcqB+tBXrB,v115@HhA8IeF8DeB8CeC8Lel/IvhFRiBSoBUnBTtBmqB3qB,v115@HhA8IeF8DeB8CeC8Le0/IvhFmgBfnBxiBCoBTtB1vB
JSTOLIZ,X,O,O,X,O,X,X,X,X
JSTOLZI,X,O,X,X,O,X,X,X,X
JSTOZIL,X,O,X,X,X,X,X,X,X
JSTOZLI,X,O,X,X,X,X,X,X,X
JSITLZO,X,O,O,X,X,X,X,X,X
JSITLOZ,X,X,O,X,X,X,X,X,X
JSITZLO,O,O,O,X,X,X,X,X,X
JSITZOL,O,O,O,X,X,X,X,X,X
JSITOLZ,X,O,O,X,O,X,X,X,X
JSITOZL,O,O,O,X,X,X,X,X,X
JSILTZO,X,O,O,X,X,X,X,X,X
JSILTOZ,X,X,O,X,X,X,X,X,X
JSILZTO,X,O,O,X,X,X,X,X,X
JSILZOT,X,X,O,X,X,O,X,X,X
JSILOTZ,X,X,O,X,X,X,X,X,X
JSILOZT,X,X,O,X,X,O,X,X,X
JSIZTLO,O,O,O,X,X,X,X,X,X
JSIZTOL,O,O,O,X,X,X,X,X,X
JSIZLTO,O,O,O,X,X,X,X,X,X
JSIZLOT,O,X,O,X,X,O,X,X,X
JSIZOTL,O,O,O,X,X,X,X,X,X
JSIZOLT,O,O,O,X,X,O,X,X,X
JSIOTLZ,X,O,O,X,O,X,X,X,X
JSIOTZL,O,O,O,X,X,X,X,X,X
JSIOLTZ,X,O,O,X,X,X,X,X,X
JSIOLZT,X,O,O,X,X,O,X,X,X
JSIOZTL,O,O,O,X,X,X,X,X,X
JSIOZLT,O,O,O,X,X,O,X,X,X
JSLTIZO,X,O,O,X,O,X,X,X,X
JSLTIOZ,X,X,O,X,O,X,X,X,X
JSLTZIO,X,O,X,X,O,X,X,X,X
JSLTZOI,X,O,X,X,O,X,X,X,X
JSLTOIZ,X,O,O,X,O,X,X,X,X
JSLTOZI,X,O,X,X,O,X,X,X,X
JSLITZO,X,O,O,X,O,X,X,X,X
JSLITOZ,X,X,O,X,O,X,X,X,X
JSLIZTO,X,O,O,X,O,X,X,X,X
JSLIZOT,X,X,O,X,O,O,X,X,X
JSLIOTZ,X,X,O,X,O,X,X,X,X
JSLIOZT,X,X,O,X,O,O,X,X,X
JSLZTIO,X,O,X,X,O,X,X,X,X
JSLZTOI,X,O,X,X,O,X,X,X,X
JSLZITO,X,O,X,X,O,X,X,X,X
JSLZIOT,X,X,X,X,O,O,X,X,X
JSLZOTI,X,O,X,X,O,X,X,X,X
JSLZOIT,X,O,X,X,O,O,X,X,X
JSLOTIZ,X,O,O,X,O,X,X,X,X
JSLOTZI,X,O,X,X,O,X,X,X,X
JSLOITZ,X,O,O,X,O,X,X,X,X
JSLOIZT,X,O,O,X,O,O,X,X,X
JSLOZTI,X,O,X,X,O,X,X,X,X
JSLOZIT,X,O,X,X,O,O,X,X,X
JSZTILO,X,O,X,X,X,X,X,X,X
JSZTIOL,X,O,X,X,X,X,X,X,X
JSZTLIO,X,O,X,X,X,X,X,X,X
JSZTLOI,X,O,X,X,X,X,X,X,X
JSZTOIL,X,O,X,X,X,X,X,X,X
JSZTOLI,X,O,X,X,X,X,X,X,X
JSZITLO,X,O,X,X,X,X,X,X,X
JSZITOL,X,O,X,X,X,X,X,X,X
JSZILTO,X,O,X,X,X,X,X,X,X
JSZILOT,X,X,X,X,X,O,X,X,X
JSZIOTL,X,O,X,X,X,X,X,X,X
JSZIOLT,X,O,X,X,X,O,X,X,X
JSZLTIO,X,O,X,X,X,X,X,X,X
JSZLTOI,X,O,X,X,X,X,X,X,X
JSZLITO,X,O,X,X,X,X,X,X,X
JSZLIOT,X,X,X,X,X,O,X,X,X
JSZLOTI,X,O,X,X,X,X,X,X,X
JSZLOIT,X,O,X,X,X,O,X,X,X
JSZOTIL,X,O,X,X,X,X,X,X,X
JSZOTLI,X,O,X,X,X,X,X,X,X
JSZOITL,X,O,X,X,X,X,X,X,X
JSZOILT,X,O,X,X,X,O,X,X,X
JSZOLTI,X,O,X,X,X,X,X,X,O
JSZOLIT,X,O,X,X,X,O,X,X,O
JSOTILZ,X,O,O,X,O,X,X,X,X
JSOTIZL,O,O,O,X,X,X,X,X,X
JSOTLIZ,X,O,O,X,O,X,X,X,X
JSOTLZI,X,O,X,X,O,X,X,X,X
JSOTZIL,X,O,X,X,X,X,X,X,X
JSOTZLI,X,O,X,X,X,X,X,X,X
JSOITLZ,X,O,O,X,O,X,X,X,X
JSOITZL,O,O,O,X,X,X,X,X,X
JSOILTZ,X,O,O,X,X,X,X,X,X
JSOILZT,X,O,O,X,X,O,X,X,X
JSOIZTL,O,O,O,X,X,X,X,X,X
JSOIZLT,O,O,O,X,X,O,X,X,X
JSOLTIZ,X,O,O,X,O,X,X,X,O
JSOLTZI,X,O,X,X,O,X,X,X,O
JSOLITZ,X,O,O,X,O,X,X,X,O
JSOLIZT,X,O,O,X,X,O,X,X,O
JSOLZTI,X,O,X,X,O,X,X,X,O
JSOLZIT,X,O,X,X,O,O,X,X,O
JSOZTIL,X,O,X,X,X,X,X,X,X
JSOZTLI,X,O,X,X,X,X,X,X,X
JSOZITL,X,O,X,X,X,X,X,X,X
JSOZILT,X,O,X,X,X,O,X,X,X
JSOZLTI,X,O,X,X,X,X,X,X,O
JSOZLIT,X,O,X,X,X,O,X,X,O
JZTILSO,X,X,O,X,X,X,X,X,X
JZTILOS,X,X,O,X,X,X,X,X,X
JZTISLO,X,O,O,X,X,X,X,X,X
JZTISOL,X,O,O,X,X,X,X,X,X
JZTIOLS,X,X,O,X,X,X,X,X,X
JZTIOSL,X,O,O,X,X,X,X,X,X
JZTLISO,X,X,O,X,X,X,X,X,X
JZTLIOS,X,X,O,X,X,X,X,X,X
JZTLSIO,X,O,X,X,X,X,X,X,X
JZTLSOI,X,O,X,X,X,X,X,X,X
JZTLOIS,X,X,O,X,X,X,X,X,X
JZTLOSI,X,O,X,X,X,X,X,X,X
JZTSILO,X,O,X,X,X,X,X,X,X
JZTSIOL,X,O,X,X,X,X,X,X,X
JZTSLIO,X,O,X,X,X,X,X,X,X
JZTSLOI,X,O,X,X,X,X,X,X,X
JZTSOIL,X,O,X,X,X,X,X,X,X
JZTSOLI,X,O,X,X,X,X,X,X,X
JZTOILS,X,X,O,X,X,X,X,O,X
JZTOISL,X,O,O,X,X,X,X,O,X
JZTOLIS,X,X,O,X,X,X,X,O,X
JZTOLSI,X,O,X,X,X,X,X,O,X
JZTOSIL,X,O,X,X,X,X,X,O,X
JZTOSLI,X,O,X,X,X,X,X,O,X
JZITLSO,X,X,O,X,X,X,X,X,X
JZITLOS,X,X,O,X,X,X,X,X,X
JZITSLO,X,O,O,X,X,X,X,X,X
JZITSOL,X,O,O,X,X,X,X,X,X
JZITOLS,X,X,O,X,X,X,X,X,X
JZITOSL,X,O,O,X,X,X,X,X,X
JZILTSO,X,X,O,X,X,X,X,X,X
JZILTOS,X,X,O,X,X,X,X,X,X
JZILSTO,X,X,O,X,X,X,X,X,X
JZILSOT,X,X,O,X,X,O,X,X,X
JZILOTS,X,X,O,X,X,X,X,X,X
JZILOST,X,X,O,X,X,O,X,X,X
JZISTLO,X,O,O,X,X,X,X,X,X
JZISTOL,X,O,O,X,X,X,X,X,X
JZISLTO,X,O,O,X,X,X,X,X,X
JZISLOT,X,X,O,O,X,O,X,X,X
JZISOTL,X,O,O,O,X,X,X,X,X
JZISOLT,X,O,O,O,X,O,X,X,X
JZIOTLS,X,X,O,O,X,X,X,X,X
JZIOTSL,X,O,O,O,X,X,X,X,X
JZIOLTS,X,X,O,X,X,X,X,X,X
JZIOLST,X,X,O,X,X,O,X,X,X
JZIOSTL,X,O,O,O,X,X,X,X,X
JZIOSLT,X,O,O,O,X,O,X,X,X
JZLTISO,X,X,O,X,X,X,X,X,X
JZLTIOS,X,X,O,X,X,X,X,X,X
JZLTSIO,X,O,X,X,X,X,X,X,X
JZLTSOI,X,O,X,X,X,X,X,X,X
JZLTOIS,X,X,O,X,X,X,X,X,X
JZLTOSI,X,O,X,X,X,X,X,X,X
JZLITSO,X,X,O,X,X,X,X,X,X
JZLITOS,X,X,O,X,X,X,X,X,X
JZLISTO,X,X,O,X,X,X,X,X,X
JZLISOT,X,X,O,X,X,O,X,X,X
JZLIOTS,X,X,O,X,X,X,X,X,X
JZLIOST,X,X,O,X,X,O,X,X,X
JZLSTIO,X,O,X,X,X,X,X,X,X
JZLSTOI,X,O,X,X,X,X,X,X,X
JZLSITO,X,O,X,X,X,X,X,X,X
JZLSIOT,X,X,X,X,X,O,X,X,X
JZLSOTI,X,O,X,X,X,X,X,X,X
JZLSOIT,X,O,X,X,X,O,X,X,X
JZLOTIS,X,X,O,X,X,X,X,X,X
JZLOTSI,X,O,X,X,X,X,X,X,X
JZLOITS,X,X,O,X,X,X,X,X,X
JZLOIST,X,X,O,X,X,O,X,X,X
JZLOSTI,X,O,X,X,X,X,X,X,X
JZLOSIT,X,O,X,X,X,O,X,X,X
JZSTILO,X,O,X,X,X,X,X,X,X
JZSTIOL,X,O,X,X,X,X,X,X,X
JZSTLIO,X,O,X,X,X,X,X,X,X
JZSTLOI,X,O,X,X,X,X,X,X,X
JZSTOIL,X,O,X,X,X,X,X,X,X
JZSTOLI,X,O,X,X,X,X,X,X,X
JZSITLO,X,O,X,X,X,X,X,X,X
JZSITOL,X,O,X,X,X,X,X,X,X
JZSILTO,X,O,X,X,X,X,X,X,X
JZSILOT,X,X,X,X,X,O,X,X,X
JZSIOTL,X,O,X,X,X,X,X,X,X
JZSIOLT,X,O,X,X,X,O,X,X,X
JZSLTIO,X,O,X,X,X,X,X,X,X
JZSLTOI,X,O,X,X,X,X,X,X,X
JZSLITO,X,O,X,X,X,X,X,X,X
JZSLIOT,X,X,X,X,X,O,X,X,X
JZSLOTI,X,O,X,X,X,X,X,X,X
JZSLOIT,X,O,X,X,X,O,X,X,X
JZSOTIL,X,O,X,X,X,X,X,X,X
JZSOTLI,X,O,X,X,X,X,X,X,X
JZSOITL,X,O,X,X,X,X,X,X,X
JZSOILT,X,O,X,X,X,O,X,X,X
JZSOLTI,X,O,X,X,X,X,X,X,O
JZSOLIT,X,O,X,X,X,O,X,X,O
JZOTILS,X,X,O,X,X,X,X,O,X
JZOTISL,X,O,O,X,X,X,X,O,X
JZOTLIS,X,X,O,X,X,X,X,O,X
JZOTLSI,X,O,X,X,X,X,X,O,X
JZOTSIL,X,O,X,X,X,X,X,O,X
JZOTSLI,X,O,X,X,X,X,X,O,X
JZOITLS,X,X,O,O,X,X,X,O,X
JZOITSL,X,O,O,O,X,X,X,O,X
JZOILTS,X,X,O,X,X,X,X,O,X
JZOILST,X,X,O,X,X,O,X,O,X
JZOISTL,X,O,O,O,X,X,X,O,X
JZOISLT,X,O,O,O,X,O,X,O,X
JZOLTIS,X,X,O,X,X,X,X,O,X
JZOLTSI,X,O,X,X,X,X,X,O,X
JZOLITS,X,X,O,X,X,X,X,O,X
JZOLIST,X,X,O,X,X,O,X,O,X
JZOLSTI,X,O,X,X,X,X,X,O,O
JZOLSIT,X,O,X,X,X,O,X,O,O
JZOSTIL,X,O,X,X,X,X,X,O,X
JZOSTLI,X,O,X,X,X,X,X,O,X
JZOSITL,X,O,X,X,X,X,X,O,X
JZOSILT,X,O,X,X,X,O,X,O,X
JZOSLTI,X,O,X,X,X,X,X,O,O
JZOSLIT,X,O,X,X,X,O,X,O,O
JOTILSZ,O,X,O,X,X,X,X,X,X
JOTILZS,O,X,O,X,X,X,X,X,X
JOTISLZ,X,O,O,X,X,X,X,X,X
JOTISZL,X,O,O,X,X,X,X,X,X
JOTIZLS,O,X,O,X,X,X,X,X,X
JOTIZSL,O,O,O,X,X,X,X,X,X
JOTLISZ,X,X,O,X,X,X,X,X,X
JOTLIZS,X,X,O,X,X,X,X,X,X
JOTLSIZ,X,O,O,X,O,X,X,X,X
JOTLSZI,X,O,X,X,O,X,X,X,X
JOTLZIS,X,X,O,X,X,X,X,O,X
JOTLZSI,X,O,X,X,X,X,X,O,X
JOTSILZ,X,O,O,X,O,X,X,X,X
JOTSIZL,O,O,O,X,X,X,X,X,X
JOTSLIZ,X,O,O,X,O,X,X,X,X
JOTSLZI,X,O,X,X,O,X,X,X,X
JOTSZIL,X,O,X,X,X,X,X,X,X
JOTSZLI,X,O,X,X,X,X,X,X,X
JOTZILS,X,X,O,X,X,X,X,O,X
JOTZISL,X,O,O,X,X,X,X,O,X
JOTZLIS,X,X,O,X,X,X,X,O,X
JOTZLSI,X,O,X,X,X,X,X,O,X
JOTZSIL,X,O,X,X,X,X,X,O,X
JOTZSLI,X,O,X,X,X,X,X,O,X
JOITLSZ,O,X,O,O,X,X,X,X,X
JOITLZS,O,X,O,O,X,X,X,X,X
JOITSLZ,X,O,O,O,X,X,X,X,X
JOITSZL,X,O,O,O,X,X,X,X,X
JOITZLS,O,X,O,O,X,X,X,X,X
JOITZSL,O,O,O,O,X,X,X,X,X
JOILTSZ,O,X,O,X,X,X,X,X,X
JOILTZS,O,X,O,X,X,X,X,X,X
JOILSTZ,O,X,O,X,X,X,X,X,X
JOILSZT,O,X,O,X,X,O,X,X,X
JOILZTS,O,X,O,X,X,X,X,X,X
JOILZST,O,X,O,X,X,O,X,X,X
JOISTLZ,X,O,O,O,X,X,X,X,X
JOISTZL,X,O,O,O,X,X,X,X,X
JOISLTZ,X,O,O,O,X,X,X,X,X
JOISLZT,X,O,O,O,X,O,X,X,X
JOISZTL,X,O,O,O,X,X,X,X,X
JOISZLT,X,O,O,O,X,O,X,X,X
JOIZTLS,O,X,O,O,X,X,X,X,X
JOIZTSL,O,O,O,O,X,X,X,X,X
JOIZLTS,O,X,O,X,X,X,X,X,X
JOIZLST,O,X,O,X,X,O,X,X,X
JOIZSTL,O,O,O,O,X,X,X,X,X
JOIZSLT,O,O,O,O,X,O,X,X,X
JOLTISZ,X,X,O,X,X,X,X,X,X
JOLTIZS,X,X,O,X,X,X,X,X,X
JOLTSIZ,X,O,O,X,O,X,X,X,X
JOLTSZI,X,O,X,X,O,X,X,X,X
JOLTZIS,X,X,O,X,X,X,X,O,X
JOLTZSI,X,O,X,X,X,X,X,O,X
JOLITSZ,X,X,O,X,X,X,X,X,X
JOLITZS,X,X,O,X,X,X,X,X,X
JOLISTZ,X,X,O,X,X,X,X,X,X
JOLISZT,X,X,O,X,X,O,X,X,X
JOLIZTS,X,X,O,X,X,X,X,X,X
JOLIZST,X,X,O,X,X,O,X,X,X
JOLSTIZ,X,O,O,X,O,X,X,X,O
JOLSTZI,X,O,X,X,O,X,X,X,O
JOLSITZ,X,O,O,X,O,X,X,X,O
JOLSIZT,X,O,O,X,X,O,X,X,O
JOLSZTI,X,O,X,X,O,X,X,X,O
JOLSZIT,X,O,X,X,O,O,X,X,O
JOLZTIS,X,X,O,X,X,X,X,O,X
JOLZTSI,X,O,X,X,X,X,X,O,X
JOLZITS,X,X,O,X,X,X,X,O,X
JOLZIST,X,X,O,X,X,O,X,O,X
JOLZSTI,X,O,X,X,X,X,X,O,O
JOLZSIT,X,O,X,X,X,O,X,O,O
JOSTILZ,X,O,O,X,O,X,X,X,X
JOSTIZL,O,O,O,X,X,X,X,X,X
JOSTLIZ,X,O,O,X,O,X,X,X,X
JOSTLZI,X,O,X,X,O,X,X,X,X
JOSTZIL,X,O,X,X,X,X,X,X,X
JOSTZLI,X,O,X,X,X,X,X,X,X
JOSITLZ,X,O,O,X,O,X,X,X,X
JOSITZL,O,O,O,X,X,X,X,X,X
JOSILTZ,X,O,O,X,X,X,X,X,X
JOSILZT,X,O,O,X,X,O,X,X,X
JOSIZTL,O,O,O,X,X,X,X,X,X
JOSIZLT,O,O,O,X,X,O,X,X,X
JOSLTIZ,X,O,O,X,O,X,X,X,O
JOSLTZI,X,O,X,X,O,X,X,X,O
JOSLITZ,X,O,O,X,O,X,X,X,O
JOSLIZT,X,O,O,X,X,O,X,X,O
JOSLZTI,X,O,X,X,O,X,X,X,O
JOSLZIT,X,O,X,X,O,O,X,X,O
JOSZTIL,X,O,X,X,X,X,X,X,X
JOSZTLI,X,O,X,X,X,X,X,X,X
JOSZITL,X,O,X,X,X,X,X,X,X
JOSZILT,X,O,X,X,X,O,X,X,X
JOSZLTI,X,O,X,X,X,X,X,X,O
JOSZLIT,X,O,X,X,X,O,X,X,O
JOZTILS,X,X,O,X,X,X,X,O,X
JOZTISL,X,O,O,X,X,X,X,O,X
JOZTLIS,X,X,O,X,X,X,X,O,X
JOZTLSI,X,O,X,X,X,X,X,O,X
JOZTSIL,X,O,X,X,X,X,X,O,X
JOZTSLI,X,O,X,X,X,X,X,O,X
JOZITLS,X,X,O,O,X,X,X,O,X
JOZITSL,X,O,O,O,X,X,X,O,X
JOZILTS,X,X,O,X,X,X,X,O,X
JOZILST,X,X,O,X,X,O,X,O,X
JOZISTL,X,O,O,O,X,X,X,O,X
JOZISLT,X,O,O,O,X,O,X,O,X
JOZLTIS,X,X,O,X,X,X,X,O,X
JOZLTSI,X,O,X,X,X,X,X,O,X
JOZLITS,X,X,O,X,X,X,X,O,X
JOZLIST,X,X,O,X,X,O,X,O,X
JOZLSTI,X,O,X,X,X,X,X,O,O
JOZLSIT,X,O,X,X,X,O,X,O,O
JOZSTIL,X,O,X,X,X,X,X,O,X
JOZSTLI,X,O,X,X,X,X,X,O,X
JOZSITL,X,O,X,X,X,X,X,O,X
JOZSILT,X,O,X,X,X,O,X,O,X
JOZSLTI,X,O,X,X,X,X,X,O,O
JOZSLIT,X,O,X,X,X,O,X,O,O
STILJZO,O,X,O,X,O,X,O,X,X
STILJOZ,O,X,O,X,O,X,O,X,X
STILZJO,O,O,X,X,O,X,O,X,X
STILZOJ,O,X,X,X,O,O,X,X,X
STILOJZ,O,X,X,X,O,X,X,X,X
STILOZJ,O,X,X,X,O,O,X,X,X
STIJLZO,X,O,O,X,X,X,O,X,X
STIJLOZ,X,X,O,X,X,X,O,X,X
STIJZLO,O,O,O,X,X,X,O,X,X
STIJZOL,O,O,O,X,X,X,O,X,X
STIJOLZ,X,O,O,X,O,X,O,X,X
STIJOZL,O,O,O,X,X,X,O,X,X
STIZLJO,O,O,X,X,X,X,O,X,X
STIZLOJ,O,X,X,X,X,O,X,X,X
STIZJLO,O,O,X,X,X,X,O,X,X
STIZJOL,O,O,X,X,X,X,O,X,X
STIZOLJ,O,X,X,X,O,O,X,X,X
STIZOJL,O,O,X,X,X,X,X,X,X
STIOLJZ,O,X,X,X,O,X,X,X,X
STIOLZJ,O,X,X,X,O,O,X,X,X
STIOJLZ,X,X,X,X,O,X,X,X,X
STIOJZL,O,X,X,X,X,X,X,X,X
STIOZLJ,O,X,X,X,O,O,X,X,X
STIOZJL,O,O,X,X,X,X,X,X,X
STLIJZO,X,X,O,X,O,X,O,X,X
STLIJOZ,X,X,O,X,O,X,O,X,X
STLIZJO,O,O,X,X,O,X,O,X,X
STLIZOJ,O,X,X,X,O,O,X,X,X
STLIOJZ,X,X,X,X,O,X,X,X,X
STLIOZJ,O,X,X,X,O,O,X,X,X
STLJIZO,X,O,O,X,O,X,X,X,X
STLJIOZ,X,X,O,X,O,X,X,X,X
STLJZIO,X,O,X,X,O,X,X,X,X
STLJZOI,X,O,X,X,O,X,X,X,X
STLJOIZ,X,O,O,X,O,X,X,X,X
STLJOZI,X,O,X,X,O,X,X,X,X
STLZIJO,X,O,X,X,O,X,X,X,X
STLZIOJ,X,X,X,X,O,O,X,X,X
STLZJIO,X,O,X,X,O,X,X,X,X
STLZJOI,X,O,X,X,O,X,X,X,X
STLZOIJ,X,X,X,X,O,O,X,X,X
STLZOJI,X,X,X,X,O,X,X,X,X
STLOIJZ,X,X,X,X,O,X,X,X,X
STLOIZJ,O,X,X,X,O,O,X,X,X
STLOJIZ,X,X,X,X,O,X,X,X,X
STLOJZI,X,X,X,X,O,X,X,X,X
STLOZIJ,X,X,X,X,O,O,X,X,X
STLOZJI,X,X,X,X,O,X,X,X,X
STJILZO,X,O,O,X,X,X,X,X,X
STJILOZ,X,X,O,X,X,X,X,X,X
STJIZLO,O,O,O,X,X,X,X,X,X
STJIZOL,O,O,O,X,X,X,X,X,X
STJIOLZ,X,O,O,X,O,X,X,X,X
STJIOZL,O,O,O,X,X,X,X,X,X
STJLIZO,X,O,O,X,O,X,X,X,X
STJLIOZ,X,X,O,X,O,X,X,X,X
STJLZIO,X,O,X,X,O,X,X,X,X
STJLZOI,X,O,X,X,O,X,X,X,X
STJLOIZ,X,O,O,X,O,X,X,X,X
STJLOZI,X,O,X,X,O,X,X,X,X
STJZILO,X,O,X,X,X,X,X,X,X
STJZIOL,X,O,X,X,X,X,X,X,X
STJZLIO,X,O,X,X,X,X,X,X,X
STJZLOI,X,O,X,X,X,X,X,X,X
STJZOIL,X,O,X,X,X,X,X,X,X
STJZOLI,X,O,X,X,X,X,X,X,X
STJOILZ,X,O,O,X,O,X,X,X,X
STJOIZL,O,O,O,X,X,X,X,X,X
STJOLIZ,X,O,O,X,O,X,X,X,X
STJOLZI,X,O,X,X,O,X,X,X,X
STJOZIL,X,O,X,X,X,X,X,X,X
STJOZLI,X,O,X,X,X,X,X,X,X
STZILJO,O,O,X,X,X,X,X,X,X
STZILOJ,O,X,X,X,X,O,X,X,X
STZIJLO,O,O,X,X,X,X,X,X,X
STZIJOL,O,O,X,X,X,X,X,X,X
STZIOLJ,O,X,X,X,O,O,X,X,X
STZIOJL,O,O,X,X,X,X,X,X,X
STZLIJO,X,O,X,X,O,X,X,X,X
STZLIOJ,X,X,X,X,O,O,X,X,X
STZLJIO,X,O,X,X,O,X,X,X,X
STZLJOI,X,O,X,X,O,X,X,X,X
STZLOIJ,X,X,X,X,O,O,X,X,X
STZLOJI,X,X,X,X,O,X,X,X,X
STZJILO,X,O,X,X,X,X,X,X,X
STZJIOL,X,O,X,X,X,X,X,X,X
STZJLIO,X,O,X,X,X,X,X,X,X
STZJLOI,X,O,X,X,X,X,X,X,X
STZJOIL,X,O,X,X,X,X,X,X,X
STZJOLI,X,O,X,X,X,X,X,X,X
STZOILJ,O,X,X,X,O,O,X,O,X
STZOIJL,O,O,X,X,X,X,X,O,X
STZOLIJ,X,X,X,X,O,O,X,O,O
STZOLJI,X,X,X,X,O,X,X,O,O
STZOJIL,X,O,X,X,X,X,X,O,X
STZOJLI,X,O,X,X,X,X,X,O,X
STOILJZ,O,X,X,X,O,X,X,X,X
STOILZJ,O,X,X,X,O,O,X,X,X
STOIJLZ,X,X,X,X,O,X,X,X,X
STOIJZL,O,X,X,X,X,X,X,X,X
STOIZLJ,O,X,X,X,O,O,X,X,X
STOIZJL,O,O,X,X,X,X,X,X,X
STOLIJZ,X,X,X,X,O,X,X,X,O
STOLIZJ,O,X,X,X,O,O,X,X,O
STOLJIZ,X,X,X,X,O,X,X,X,O
STOLJZI,X,X,X,X,O,X,X,X,O
STOLZIJ,X,X,X,X,O,O,X,O,O
STOLZJI,X,X,X,X,O,X,X,O,O
STOJILZ,X,O,X,X,O,X,X,X,X
STOJIZL,O,O,X,X,X,X,X,X,X
STOJLIZ,X,O,X,X,O,X,X,X,X
STOJLZI,X,O,X,X,O,X,X,X,X
STOJZIL,X,O,X,X,X,X,X,X,X
STOJZLI,X,O,X,X,X,X,X,X,X
STOZILJ,O,X,X,X,O,O,X,O,X
STOZIJL,O,O,X,X,X,X,X,O,X
STOZLIJ,X,X,X,X,O,O,X,O,O
STOZLJI,X,X,X,X,O,X,X,O,O
STOZJIL,X,O,X,X,X,X,X,O,X
STOZJLI,X,O,X,X,X,X,X,O,X
SITLJZO,O,X,O,O,O,X,O,X,X
SITLJOZ,O,X,O,O,O,X,O,X,X
SITLZJO,O,O,X,O,O,X,O,X,X
SITLZOJ,O,X,X,O,O,O,X,X,X
SITLOJZ,O,X,X,O,O,X,X,X,X
SITLOZJ,O,X,X,O,O,O,X,X,X
SITJLZO,X,O,O,O,X,X,O,X,X
SITJLOZ,X,X,O,O,X,X,O,X,X
SITJZLO,O,O,O,O,X,X,O,X,X
SITJZOL,O,O,O,O,X,X,O,X,X
SITJOLZ,X,O,O,O,O,X,O,X,X
SITJOZL,O,O,O,O,X,X,O,X,X
SITZLJO,O,O,X,O,X,X,O,X,X
SITZLOJ,O,X,X,O,X,O,X,X,X
SITZJLO,O,O,X,O,X,X,O,X,X
SITZJOL,O,O,X,O,X,X,O,X,X
SITZOLJ,O,X,X,O,O,O,X,X,X
SITZOJL,O,O,X,O,X,X,X,X,X
SITOLJZ,O,X,X,O,O,X,X,X,X
SITOLZJ,O,X,X,O,O,O,X,X,X
SITOJLZ,X,X,X,O,O,X,X,X,X
SITOJZL,O,X,X,O,X,X,X,X,X
SITOZLJ,O,X,X,O,O,O,X,X,X
SITOZJL,O,O,X,O,X,X,X,X,X
SILTJZO,O,X,O,O,O,X,O,X,X
SILTJOZ,O,X,O,O,O,X,O,X,X
SILTZJO,O,O,X,O,O,X,O,X,X
SILTZOJ,O,X,X,O,O,O,X,X,X
SILTOJZ,O,X,X,O,O,X,X,X,X
SILTOZJ,O,X,X,O,O,O,X,X,X
SILJTZO,O,X,O,O,O,X,O,X,X
SILJTOZ,O,X,O,O,O,X,O,X,X
SILJZTO,O,X,O,X,O,X,O,X,X
SILJZOT,O,X,O,O,O,O,O,X,X
SILJOTZ,O,X,O,O,O,X,O,X,X
SILJOZT,O,X,O,O,O,O,O,X,X
SILZTJO,O,O,X,O,O,X,O,X,X
SILZTOJ,O,X,X,O,O,O,X,X,X
SILZJTO,O,X,X,X,O,X,O,X,X
SILZJOT,O,X,X,O,O,O,O,X,X
SILZOTJ,O,X,X,O,O,O,X,X,X
SILZOJT,O,X,X,O,O,O,X,X,X
SILOTJZ,O,X,X,O,O,X,X,X,X
SILOTZJ,O,X,X,O,O,O,X,X,X
SILOJTZ,O,X,X,O,O,X,X,X,X
SILOJZT,O,X,X,O,O,O,X,X,X
SILOZTJ,O,X,X,O,X,O,X,X,X
SILOZJT,O,X,X,O,X,O,X,X,X
SIJTLZO,X,O,O,O,X,X,O,X,X
SIJTLOZ,X,X,O,O,X,X,O,X,X
SIJTZLO,O,O,O,O,X,X,O,X,X
SIJTZOL,O,O,O,O,X,X,O,X,X
SIJTOLZ,X,O,O,O,O,X,O,X,X
SIJTOZL,O,O,O,O,X,X,O,X,X
SIJLTZO,X,O,O,O,X,X,O,X,X
SIJLTOZ,X,X,O,O,X,X,O,X,X
SIJLZTO,X,O,O,X,X,X,O,X,X
SIJLZOT,X,X,O,O,X,O,O,X,X
SIJLOTZ,X,X,O,O,X,X,O,X,X
SIJLOZT,X,X,O,O,X,O,O,X,X
SIJZTLO,O,O,O,X,X,X,O,X,X
SIJZTOL,O,O,O,X,X,X,O,X,X
SIJZLTO,O,O,O,X,X,X,O,X,X
SIJZLOT,O,X,O,O,X,O,O,X,X
SIJZOTL,O,O,O,O,X,X,O,X,X
SIJZOLT,O,O,O,O,X,O,O,X,X
SIJOTLZ,X,O,O,O,O,X,O,X,X
SIJOTZL,O,O,O,O,X,X,O,X,X
SIJOLTZ,X,O,O,O,X,X,O,X,X
SIJOLZT,X,O,O,O,X,O,O,X,X
