sequence,v115@NhA8HeC8BeA8BeG8Jei/IvhFRhBziB+oBFlBXmB0pB,v115@NhA8HeC8BeA8BeG8JeKEJvhFzfBRhBGjBFmBUoBXqB,v115@NhA8HeC8BeA8BeG8JeKEJvhFRhBGjBFlBXmBUoBzpB,v115@NhA8HeC8BeA8BeG8Jex/IvhFlhBSoBTkBmlBUoBXqB,v115@NhA8HeC8BeA8BeG8JeOEJvhFlhBfoB6oBRlB0lBzpB,v115@NhA8HeC8BeA8BeG8JelAJvhF3hBziB+oBikBRqB0pB
JZSILOT,O,O,O,X,X,O
JZSIOTL,O,X,X,X,X,O
JZSIOLT,O,O,O,X,X,O
JZSLTIO,O,O,O,X,X,X
JZSLTOI,O,O,O,O,O,O
JZSLITO,O,O,O,X,X,X
JZSLIOT,O,O,O,X,X,X
JZSLOTI,O,O,O,O,O,O
JZSLOIT,O,O,O,O,O,X
JZSOTIL,O,O,X,O,O,O
JZSOTLI,O,O,X,O,O,O
JZSOITL,O,X,X,O,O,O
JZSOILT,O,O,O,O,O,O
JZSOLTI,O,O,O,O,O,O
JZSOLIT,O,O,O,O,O,X
JZOTILS,O,O,X,O,X,X
JZOTISL,O,O,X,X,O,X
JZOTLIS,O,O,X,O,X,X
JZOTLSI,O,O,X,O,X,X
JZOTSIL,O,O,X,X,O,X
JZOTSLI,O,O,X,X,O,X
JZOITLS,O,O,X,O,X,O
JZOITSL,O,O,X,X,O,O
JZOILTS,O,O,X,O,X,O
JZOILST,O,O,O,X,X,O
JZOISTL,O,X,X,X,O,O
JZOISLT,O,O,O,X,O,O
JZOLTIS,O,O,X,O,X,X
JZOLTSI,O,O,O,O,X,O
JZOLITS,O,O,X,O,X,X
JZOLIST,O,O,O,X,X,X
JZOLSTI,O,O,O,X,X,O
JZOLSIT,O,O,O,X,X,X
JZOSTIL,O,O,X,X,O,O
JZOSTLI,O,O,X,X,O,O
JZOSITL,O,X,X,X,O,O
JZOSILT,O,O,O,X,O,O
JZOSLTI,O,O,O,X,O,O
JZOSLIT,O,O,O,X,O,X
JOTILSZ,X,X,X,O,O,O
JOTILZS,X,X,X,O,X,O
JOTISLZ,O,X,X,O,O,O
JOTISZL,O,X,X,X,O,O
JOTIZLS,O,X,X,O,X,O
JOTIZSL,O,X,X,X,O,O
JOTLISZ,X,X,X,O,O,O
JOTLIZS,X,X,X,O,X,X
JOTLSIZ,X,X,X,O,O,O
JOTLSZI,X,X,X,O,O,O
JOTLZIS,X,X,X,O,X,X
JOTLZSI,X,X,X,O,X,O
JOTSILZ,O,X,X,O,O,O
JOTSIZL,O,X,X,O,O,O
JOTSLIZ,O,X,X,O,O,O
JOTSLZI,O,X,X,O,O,O
JOTSZIL,O,X,X,O,O,O
JOTSZLI,O,X,X,O,O,O
JOTZILS,O,X,X,O,X,X
JOTZISL,O,X,X,X,O,X
JOTZLIS,O,X,X,O,X,X
JOTZLSI,O,X,X,O,X,X
JOTZSIL,O,X,X,X,O,X
JOTZSLI,O,X,X,X,O,X
JOITLSZ,X,X,X,O,O,O
JOITLZS,X,X,X,O,X,O
JOITSLZ,O,X,X,O,O,O
JOITSZL,O,X,X,X,O,O
JOITZLS,O,X,X,O,X,O
JOITZSL,O,X,X,X,O,O
JOILTSZ,X,X,X,O,O,O
JOILTZS,X,X,X,O,X,O
JOILSTZ,O,X,X,O,O,O
JOILSZT,O,X,X,X,O,O
JOILZTS,O,X,X,O,X,O
JOILZST,O,X,X,X,X,O
JOISTLZ,O,X,X,O,O,O
JOISTZL,O,X,X,X,O,O
JOISLTZ,O,X,X,O,O,O
JOISLZT,O,X,X,X,O,O
JOISZTL,O,X,X,X,O,O
JOISZLT,O,X,X,X,O,O
JOIZTLS,O,X,X,O,X,O
JOIZTSL,O,X,X,X,O,O
JOIZLTS,O,X,X,O,X,O
JOIZLST,O,X,X,X,X,O
JOIZSTL,O,X,X,X,O,O
JOIZSLT,O,X,X,X,O,O
JOLTISZ,X,X,X,O,O,O
JOLTIZS,X,X,X,O,X,X
JOLTSIZ,X,X,X,O,O,O
JOLTSZI,X,X,X,O,O,O
JOLTZIS,X,X,X,O,X,X
JOLTZSI,X,X,X,O,X,O
JOLITSZ,X,X,X,O,O,O
JOLITZS,X,X,X,O,X,O
JOLISTZ,O,X,X,O,O,O
JOLISZT,O,X,X,X,O,O
JOLIZTS,O,X,X,O,X,O
JOLIZST,O,X,X,X,X,O
JOLSTIZ,O,X,X,O,O,O
JOLSTZI,O,X,X,O,O,O
JOLSITZ,O,X,X,O,O,O
JOLSIZT,O,X,X,O,O,O
JOLSZTI,O,X,X,O,O,O
JOLSZIT,O,X,X,O,O,X
JOLZTIS,O,X,X,O,X,X
JOLZTSI,O,X,X,O,X,O
JOLZITS,O,X,X,O,X,X
JOLZIST,O,X,X,X,X,X
JOLZSTI,O,X,X,X,X,O
JOLZSIT,O,X,X,X,X,X
JOSTILZ,O,X,X,O,O,O
JOSTIZL,O,X,X,O,O,O
JOSTLIZ,O,X,X,O,O,O
JOSTLZI,O,X,X,O,O,O
JOSTZIL,O,X,X,O,O,O
JOSTZLI,O,X,X,O,O,O
JOSITLZ,O,X,X,O,O,O
JOSITZL,O,X,X,O,O,O
JOSILTZ,O,X,X,O,O,O
JOSILZT,O,X,X,O,O,O
JOSIZTL,O,X,X,O,O,O
JOSIZLT,O,X,X,O,O,O
JOSLTIZ,O,X,X,O,O,O
JOSLTZI,O,X,X,O,O,O
JOSLITZ,O,X,X,O,O,O
JOSLIZT,O,X,X,O,O,O
JOSLZTI,O,X,X,O,O,O
JOSLZIT,O,X,X,O,O,X
JOSZTIL,O,X,X,O,O,O
JOSZTLI,O,X,X,O,O,O
JOSZITL,O,X,X,O,O,O
JOSZILT,O,X,X,O,O,O
JOSZLTI,O,X,X,O,O,O
JOSZLIT,O,X,X,O,O,X
JOZTILS,O,X,X,O,X,X
JOZTISL,O,X,X,X,O,X
JOZTLIS,O,X,X,O,X,X
JOZTLSI,O,X,X,O,X,X
JOZTSIL,O,X,X,X,O,X
JOZTSLI,O,X,X,X,O,X
JOZITLS,O,X,X,O,X,O
JOZITSL,O,X,X,X,O,O
JOZILTS,O,X,X,O,X,O
JOZILST,O,X,X,X,X,O
JOZISTL,O,X,X,X,O,O
JOZISLT,O,X,X,X,O,O
JOZLTIS,O,X,X,O,X,X
JOZLTSI,O,X,X,O,X,O
JOZLITS,O,X,X,O,X,X
JOZLIST,O,X,X,X,X,X
JOZLSTI,O,X,X,X,X,O
JOZLSIT,O,X,X,X,X,X
JOZSTIL,O,X,X,X,O,O
JOZSTLI,O,X,X,X,O,O
JOZSITL,O,X,X,X,O,O
JOZSILT,O,X,X,X,O,O
JOZSLTI,O,X,X,X,O,O
JOZSLIT,O,X,X,X,O,X
STILJZO,O,O,O,X,X,O
STILJOZ,O,O,X,O,O,O
STILZJO,O,O,O,X,X,O
STILZOJ,X,O,O,X,X,X
STILOJZ,O,O,X,X,O,O
STILOZJ,X,O,O,X,O,X
STIJLZO,O,O,X,X,X,O
STIJLOZ,O,O,X,O,O,O
STIJZLO,O,O,X,X,X,O
STIJZOL,O,O,X,X,X,O
STIJOLZ,O,X,X,O,O,O
STIJOZL,O,X,X,O,O,O
STIZLJO,O,O,O,X,X,O
STIZLOJ,O,O,O,X,X,X
STIZJLO,O,O,O,X,X,O
STIZJOL,O,O,X,X,X,O
STIZOLJ,O,O,X,X,X,X
STIZOJL,O,O,X,X,X,X
STIOLJZ,O,O,X,X,O,O
STIOLZJ,X,O,X,X,O,X
STIOJLZ,O,X,X,X,O,O
STIOJZL,O,X,X,X,O,O
STIOZLJ,X,O,X,X,O,X
STIOZJL,X,O,X,X,O,X
STLIJZO,O,O,O,X,X,O
STLIJOZ,O,O,X,O,O,O
STLIZJO,O,O,O,X,X,O
STLIZOJ,X,O,O,X,X,X
STLIOJZ,O,O,X,X,O,O
STLIOZJ,X,O,O,X,O,X
STLJIZO,O,O,O,X,X,O
STLJIOZ,O,O,X,O,O,O
STLJZIO,O,O,O,X,X,X
STLJZOI,O,O,O,O,O,O
STLJOIZ,O,O,X,O,O,O
STLJOZI,O,O,X,O,O,O
STLZIJO,O,O,O,X,X,X
STLZIOJ,X,O,O,X,X,X
STLZJIO,O,O,O,X,X,X
STLZJOI,O,O,O,O,O,O
STLZOIJ,X,O,O,X,O,X
STLZOJI,X,O,O,X,O,X
STLOIJZ,O,O,X,O,O,X
STLOIZJ,X,O,O,X,O,X
STLOJIZ,O,O,X,O,O,O
STLOJZI,O,O,X,O,O,O
STLOZIJ,X,O,O,X,O,X
STLOZJI,X,O,O,X,O,X
STJILZO,O,O,X,X,X,O
STJILOZ,O,O,X,O,O,O
STJIZLO,O,O,X,X,X,O
STJIZOL,O,O,X,X,X,O
STJIOLZ,O,X,X,O,O,O
STJIOZL,O,X,X,O,O,O
STJLIZO,O,O,X,X,X,O
STJLIOZ,O,O,X,O,O,O
STJLZIO,O,O,X,X,X,X
STJLZOI,O,O,X,O,O,O
STJLOIZ,O,O,X,O,O,O
STJLOZI,O,O,X,O,O,O
STJZILO,O,O,X,X,X,O
STJZIOL,O,O,X,X,X,O
STJZLIO,O,O,X,X,X,X
STJZLOI,O,O,X,O,O,O
STJZOIL,O,O,X,O,O,O
STJZOLI,O,O,X,O,O,O
STJOILZ,O,X,X,O,O,O
STJOIZL,O,X,X,O,O,O
STJOLIZ,O,X,X,O,O,O
STJOLZI,O,X,X,O,O,O
STJOZIL,O,X,X,O,O,O
STJOZLI,O,X,X,O,O,O
STZILJO,O,O,O,X,X,O
STZILOJ,O,O,O,X,X,X
STZIJLO,O,O,O,X,X,O
STZIJOL,O,O,X,X,X,O
STZIOLJ,O,O,X,X,X,X
STZIOJL,O,O,X,X,X,X
STZLIJO,O,O,O,X,X,X
STZLIOJ,O,O,O,X,X,X
STZLJIO,O,O,O,X,X,X
STZLJOI,O,O,O,O,O,O
STZLOIJ,O,O,O,X,O,X
STZLOJI,O,O,O,X,O,X
STZJILO,O,O,O,X,X,O
STZJIOL,O,O,X,X,X,O
STZJLIO,O,O,O,X,X,X
STZJLOI,O,O,O,O,O,O
STZJOIL,O,O,X,O,O,O
STZJOLI,O,O,X,O,O,O
STZOILJ,O,O,X,X,O,X
STZOIJL,O,O,X,X,O,X
STZOLIJ,O,O,X,X,O,X
STZOLJI,O,O,X,X,O,X
STZOJIL,O,O,X,X,O,X
STZOJLI,O,O,X,X,O,X
STOILJZ,O,O,X,O,O,O
STOILZJ,X,O,X,X,O,X
STOIJLZ,O,X,X,O,O,O
STOIJZL,O,X,X,O,O,O
STOIZLJ,X,O,X,X,O,X
STOIZJL,X,O,X,X,O,X
STOLIJZ,O,O,X,O,O,X
STOLIZJ,X,O,X,X,O,X
STOLJIZ,O,O,X,O,O,O
STOLJZI,O,O,X,O,O,O
STOLZIJ,X,O,X,X,O,X
STOLZJI,X,O,X,X,O,X
STOJILZ,O,X,X,O,O,O
STOJIZL,O,X,X,O,O,O
STOJLIZ,O,X,X,O,O,O
STOJLZI,O,X,X,O,O,O
STOJZIL,O,X,X,O,O,O
STOJZLI,O,X,X,O,O,O
STOZILJ,X,O,X,X,O,X
STOZIJL,X,O,X,X,O,X
STOZLIJ,X,O,X,X,O,X
STOZLJI,X,O,X,X,O,X
STOZJIL,X,O,X,X,O,X
STOZJLI,X,O,X,X,O,X
SITLJZO,O,O,O,X,X,O
SITLJOZ,O,O,X,O,O,O
SITLZJO,O,O,O,X,X,O
SITLZOJ,X,O,O,X,X,X
SITLOJZ,O,O,X,X,O,O
SITLOZJ,X,O,O,X,O,X
SITJLZO,O,O,X,X,X,O
SITJLOZ,O,O,X,O,O,O
SITJZLO,O,O,X,X,X,O
SITJZOL,O,O,X,X,X,O
SITJOLZ,O,X,X,O,O,O
SITJOZL,O,X,X,O,O,O
SITZLJO,O,O,O,X,X,O
SITZLOJ,O,O,O,X,X,X
SITZJLO,O,O,O,X,X,O
SITZJOL,O,O,X,X,X,O
SITZOLJ,O,O,X,X,X,X
SITZOJL,O,O,X,X,X,X
SITOLJZ,O,O,X,X,O,O
SITOLZJ,X,O,X,X,O,X
SITOJLZ,O,X,X,X,O,O
SITOJZL,O,X,X,X,O,O
SITOZLJ,X,O,X,X,O,X
SITOZJL,X,O,X,X,O,X
SILTJZO,O,O,O,X,X,O
SILTJOZ,O,O,X,O,O,O
SILTZJO,O,O,O,X,X,O
SILTZOJ,X,O,O,X,X,X
SILTOJZ,O,O,X,X,O,O
SILTOZJ,X,O,O,X,O,X
SILJTZO,O,X,O,X,X,O
SILJTOZ,O,X,X,O,O,O
SILJZTO,O,O,O,X,X,O
SILJZOT,O,O,O,X,X,O
SILJOTZ,O,X,X,O,O,O
SILJOZT,O,O,X,O,O,O
SILZTJO,O,O,O,X,X,O
SILZTOJ,O,O,O,X,X,X
SILZJTO,O,O,O,X,X,O
SILZJOT,O,O,O,X,X,O
SILZOTJ,X,O,O,X,X,X
SILZOJT,O,O,O,X,X,X
SILOTJZ,X,O,X,O,O,O
SILOTZJ,X,O,O,X,O,X
SILOJTZ,X,X,X,O,O,O
SILOJZT,X,O,X,O,O,O
SILOZTJ,X,O,O,X,O,X
SILOZJT,X,O,O,O,O,X
SIJTLZO,O,X,X,X,X,O
SIJTLOZ,O,X,X,O,O,O
SIJTZLO,O,X,X,X,X,O
SIJTZOL,O,X,X,X,X,O
SIJTOLZ,O,X,X,O,O,O
SIJTOZL,O,X,X,O,O,O
SIJLTZO,O,X,O,X,X,O
SIJLTOZ,O,X,X,O,O,O
SIJLZTO,O,O,O,X,X,O
SIJLZOT,O,O,O,X,X,O
SIJLOTZ,O,X,X,O,O,O
SIJLOZT,O,O,X,O,O,O
SIJZTLO,O,O,O,X,X,O
SIJZTOL,O,X,X,X,X,O
SIJZLTO,O,O,O,X,X,O
SIJZLOT,O,O,O,X,X,O
SIJZOTL,O,X,X,X,X,O
SIJZOLT,O,O,O,X,X,O
SIJOTLZ,O,X,X,O,O,O
SIJOTZL,O,X,X,O,O,O
SIJOLTZ,O,X,X,O,O,O
SIJOLZT,O,X,X,O,O,O
SIJOZTL,O,X,X,O,O,O
SIJOZLT,O,X,X,O,O,O
SIZTLJO,O,O,O,X,X,O
SIZTLOJ,O,O,O,X,X,X
SIZTJLO,O,O,O,X,X,O
SIZTJOL,O,O,X,X,X,O
SIZTOLJ,O,O,X,X,X,X
SIZTOJL,O,O,X,X,X,X
SIZLTJO,O,O,O,X,X,O
SIZLTOJ,O,O,O,X,X,X
SIZLJTO,O,O,O,X,X,O
SIZLJOT,O,O,O,X,X,O
SIZLOTJ,X,O,O,X,X,X
SIZLOJT,O,O,O,X,X,X
SIZJTLO,O,O,O,X,X,O
SIZJTOL,O,O,X,X,X,O
SIZJLTO,O,O,O,X,X,O
SIZJLOT,O,O,O,X,X,O
SIZJOTL,O,X,X,X,X,O
SIZJOLT,O,O,O,X,X,O
SIZOTLJ,O,X,X,X,X,X
SIZOTJL,O,X,X,X,X,X
SIZOLTJ,X,O,O,X,X,X
SIZOLJT,O,O,O,X,X,X
SIZOJTL,O,X,X,X,X,X
SIZOJLT,O,O,O,X,X,X
SIOTLJZ,O,X,X,O,O,O
SIOTLZJ,X,X,X,X,O,X
SIOTJLZ,O,X,X,O,O,O
SIOTJZL,O,X,X,O,O,O
SIOTZLJ,X,X,X,X,O,X
SIOTZJL,X,X,X,X,O,X
SIOLTJZ,X,X,X,O,O,O
SIOLTZJ,X,O,O,X,O,X
SIOLJTZ,X,X,X,O,O,O
SIOLJZT,X,O,X,O,O,O
SIOLZTJ,X,O,O,X,O,X
SIOLZJT,X,O,O,O,O,X
SIOJTLZ,O,X,X,O,O,O
SIOJTZL,O,X,X,O,O,O
SIOJLTZ,O,X,X,O,O,O
SIOJLZT,O,X,X,O,O,O
SIOJZTL,O,X,X,O,O,O
SIOJZLT,O,X,X,O,O,O
SIOZTLJ,O,X,X,X,O,X
SIOZTJL,O,X,X,X,O,X
SIOZLTJ,X,O,O,X,O,X
SIOZLJT,O,O,O,O,O,X
SIOZJTL,O,X,X,O,O,X
SIOZJLT,O,O,O,O,O,X
SLTIJZO,O,O,O,X,X,O
SLTIJOZ,O,O,X,O,O,O
SLTIZJO,O,O,O,X,X,O
SLTIZOJ,X,O,O,X,X,X
SLTIOJZ,O,O,X,X,O,O
SLTIOZJ,X,O,O,X,O,X
SLTJIZO,O,O,O,X,X,O
SLTJIOZ,O,O,X,O,O,O
SLTJZIO,O,O,O,X,X,X
SLTJZOI,O,O,O,O,O,O
SLTJOIZ,O,O,X,O,O,O
SLTJOZI,O,O,X,O,O,O
SLTZIJO,O,O,O,X,X,X
SLTZIOJ,X,O,O,X,X,X
SLTZJIO,O,O,O,X,X,X
SLTZJOI,O,O,O,O,O,O
SLTZOIJ,X,O,O,X,O,X
SLTZOJI,X,O,O,X,O,X
SLTOIJZ,O,O,X,O,O,X
SLTOIZJ,X,O,O,X,O,X
SLTOJIZ,O,O,X,O,O,O
SLTOJZI,O,O,X,O,O,O
SLTOZIJ,X,O,O,X,O,X
SLTOZJI,X,O,O,X,O,X
SLITJZO,O,O,O,X,X,O
SLITJOZ,O,O,X,O,O,O
SLITZJO,O,O,O,X,X,O
SLITZOJ,X,O,O,X,X,X
SLITOJZ,O,O,X,X,O,O
SLITOZJ,X,O,O,X,O,X
SLIJTZO,O,X,O,X,X,O
SLIJTOZ,O,X,X,O,O,O
SLIJZTO,O,O,O,X,X,O
SLIJZOT,O,O,O,X,X,O
SLIJOTZ,O,X,X,O,O,O
SLIJOZT,O,O,X,O,O,O
SLIZTJO,O,O,O,X,X,O
SLIZTOJ,O,O,O,X,X,X
SLIZJTO,O,O,O,X,X,O
SLIZJOT,O,O,O,X,X,O
SLIZOTJ,X,O,O,X,X,X
SLIZOJT,O,O,O,X,X,X
SLIOTJZ,X,O,X,O,O,O
SLIOTZJ,X,O,O,X,O,X
SLIOJTZ,X,X,X,O,O,O
SLIOJZT,X,O,X,O,O,O
SLIOZTJ,X,O,O,X,O,X
SLIOZJT,X,O,O,O,O,X
SLJTIZO,O,O,O,X,X,O
SLJTIOZ,O,O,X,O,O,O
SLJTZIO,O,O,O,X,X,X
SLJTZOI,O,O,O,O,O,O
SLJTOIZ,O,O,X,O,O,O
SLJTOZI,O,O,X,O,O,O
SLJITZO,O,X,O,X,X,O
SLJITOZ,O,X,X,O,O,O
SLJIZTO,O,O,O,X,X,O
SLJIZOT,O,O,O,X,X,O
SLJIOTZ,O,X,X,O,O,O
SLJIOZT,O,O,X,O,O,O
SLJZTIO,O,O,O,X,X,X
SLJZTOI,O,O,O,O,O,O
SLJZITO,O,O,O,X,X,X
SLJZIOT,O,O,O,X,X,X
SLJZOTI,O,O,O,O,O,O
SLJZOIT,O,O,O,O,O,X
SLJOTIZ,O,O,X,O,O,O
SLJOTZI,O,O,X,O,O,O
SLJOITZ,O,X,X,O,O,O
SLJOIZT,O,O,X,O,O,O
SLJOZTI,O,O,X,O,O,O
SLJOZIT,O,O,X,O,O,X
SLZTIJO,O,O,O,X,X,X
SLZTIOJ,O,O,O,X,X,X
SLZTJIO,O,O,O,X,X,X
SLZTJOI,O,O,O,O,O,O
SLZTOIJ,O,O,O,X,O,X
SLZTOJI,O,O,O,X,O,X
SLZITJO,O,O,O,X,X,X
SLZITOJ,O,O,O,X,X,X
SLZIJTO,O,O,O,X,X,X
SLZIJOT,O,O,O,X,X,X
SLZIOTJ,X,O,O,X,X,X
SLZIOJT,O,O,O,X,X,X
SLZJTIO,O,O,O,X,X,X
SLZJTOI,O,O,O,O,O,O
SLZJITO,O,O,O,X,X,X
SLZJIOT,O,O,O,X,X,X
SLZJOTI,O,O,O,O,O,O
SLZJOIT,O,O,O,O,O,X
SLZOTIJ,X,O,O,X,O,X
SLZOTJI,X,O,O,X,O,X
SLZOITJ,X,O,O,X,O,X
SLZOIJT,O,O,O,O,O,X
SLZOJTI,O,O,O,O,O,X
SLZOJIT,O,O,O,O,O,X
SLOTIJZ,X,O,X,O,O,X
SLOTIZJ,X,O,O,X,O,X
SLOTJIZ,X,O,X,O,O,O
SLOTJZI,X,O,X,O,O,O
SLOTZIJ,X,O,O,X,O,X
SLOTZJI,X,O,O,X,O,X
SLOITJZ,X,O,X,O,O,X
SLOITZJ,X,O,O,X,O,X
SLOIJTZ,X,X,X,O,O,X
SLOIJZT,X,O,X,O,O,X
SLOIZTJ,X,O,O,X,O,X
SLOIZJT,X,O,O,O,O,X
SLOJTIZ,X,O,X,O,O,O
SLOJTZI,X,O,X,O,O,O
SLOJITZ,X,X,X,O,O,O
SLOJIZT,X,O,X,O,O,X
SLOJZTI,X,O,X,O,O,O
SLOJZIT,X,O,X,O,O,X
SLOZTIJ,X,O,O,X,O,X
SLOZTJI,X,O,O,X,O,X
SLOZITJ,X,O,O,X,O,X
SLOZIJT,X,O,O,O,O,X
SLOZJTI,X,O,O,O,O,X
SLOZJIT,X,O,O,O,O,X
SJTILZO,O,O,X,X,X,O
SJTILOZ,O,O,X,O,O,O
SJTIZLO,O,O,X,X,X,O
SJTIZOL,O,O,X,X,X,O
SJTIOLZ,O,X,X,O,O,O
SJTIOZL,O,X,X,O,O,O
SJTLIZO,O,O,X,X,X,O
SJTLIOZ,O,O,X,O,O,O
SJTLZIO,O,O,X,X,X,X
SJTLZOI,O,O,X,O,O,O
SJTLOIZ,O,O,X,O,O,O
SJTLOZI,O,O,X,O,O,O
SJTZILO,O,O,X,X,X,O
SJTZIOL,O,O,X,X,X,O
SJTZLIO,O,O,X,X,X,X
SJTZLOI,O,O,X,O,O,O
SJTZOIL,O,O,X,O,O,O
SJTZOLI,O,O,X,O,O,O
SJTOILZ,O,X,X,O,O,O
SJTOIZL,O,X,X,O,O,O
SJTOLIZ,O,X,X,O,O,O
SJTOLZI,O,X,X,O,O,O
SJTOZIL,O,X,X,O,O,O
SJTOZLI,O,X,X,O,O,O
SJITLZO,O,X,X,X,X,O
SJITLOZ,O,X,X,O,O,O
SJITZLO,O,X,X,X,X,O
SJITZOL,O,X,X,X,X,O
SJITOLZ,O,X,X,O,O,O
SJITOZL,O,X,X,O,O,O
SJILTZO,O,X,O,X,X,O
SJILTOZ,O,X,X,O,O,O
SJILZTO,O,O,O,X,X,O
SJILZOT,O,O,O,X,X,O
SJILOTZ,O,X,X,O,O,O
SJILOZT,O,O,X,O,O,O
SJIZTLO,O,O,O,X,X,O
SJIZTOL,O,X,X,X,X,O
SJIZLTO,O,O,O,X,X,O
SJIZLOT,O,O,O,X,X,O
SJIZOTL,O,X,X,X,X,O
SJIZOLT,O,O,O,X,X,O
SJIOTLZ,O,X,X,O,O,O
SJIOTZL,O,X,X,O,O,O
SJIOLTZ,O,X,X,O,O,O
SJIOLZT,O,X,X,O,O,O
SJIOZTL,O,X,X,O,O,O
SJIOZLT,O,X,X,O,O,O
SJLTIZO,O,O,O,X,X,O
SJLTIOZ,O,O,X,O,O,O
SJLTZIO,O,O,O,X,X,X
SJLTZOI,O,O,O,O,O,O
SJLTOIZ,O,O,X,O,O,O
SJLTOZI,O,O,X,O,O,O
SJLITZO,O,X,O,X,X,O
SJLITOZ,O,X,X,O,O,O
SJLIZTO,O,O,O,X,X,O
SJLIZOT,O,O,O,X,X,O
SJLIOTZ,O,X,X,O,O,O
SJLIOZT,O,O,X,O,O,O
SJLZTIO,O,O,O,X,X,X
SJLZTOI,O,O,O,O,O,O
SJLZITO,O,O,O,X,X,X
SJLZIOT,O,O,O,X,X,X
SJLZOTI,O,O,O,O,O,O
SJLZOIT,O,O,O,O,O,X
SJLOTIZ,O,O,X,O,O,O
SJLOTZI,O,O,X,O,O,O
SJLOITZ,O,X,X,O,O,O
SJLOIZT,O,O,X,O,O,O
SJLOZTI,O,O,X,O,O,O
SJLOZIT,O,O,X,O,O,X
SJZTILO,O,O,O,X,X,O
SJZTIOL,O,O,X,X,X,O
SJZTLIO,O,O,O,X,X,X
SJZTLOI,O,O,O,O,O,O
SJZTOIL,O,O,X,O,O,O
SJZTOLI,O,O,X,O,O,O
SJZITLO,O,O,O,X,X,O
SJZITOL,O,O,X,X,X,O
SJZILTO,O,O,O,X,X,O
SJZILOT,O,O,O,X,X,O
SJZIOTL,O,X,X,X,X,O
SJZIOLT,O,O,O,X,X,O
SJZLTIO,O,O,O,X,X,X
SJZLTOI,O,O,O,O,O,O
SJZLITO,O,O,O,X,X,X
SJZLIOT,O,O,O,X,X,X
SJZLOTI,O,O,O,O,O,O
SJZLOIT,O,O,O,O,O,X
SJZOTIL,O,O,X,O,O,O
SJZOTLI,O,O,X,O,O,O
SJZOITL,O,X,X,O,O,O
SJZOILT,O,O,O,O,O,O
SJZOLTI,O,O,O,O,O,O
SJZOLIT,O,O,O,O,O,X
SJOTILZ,O,X,X,O,O,O
SJOTIZL,O,X,X,O,O,O
SJOTLIZ,O,X,X,O,O,O
SJOTLZI,O,X,X,O,O,O
SJOTZIL,O,X,X,O,O,O
SJOTZLI,O,X,X,O,O,O
SJOITLZ,O,X,X,O,O,O
SJOITZL,O,X,X,O,O,O
SJOILTZ,O,X,X,O,O,O
SJOILZT,O,X,X,O,O,O
SJOIZTL,O,X,X,O,O,O
SJOIZLT,O,X,X,O,O,O
SJOLTIZ,O,X,X,O,O,O
SJOLTZI,O,X,X,O,O,O
SJOLITZ,O,X,X,O,O,O
SJOLIZT,O,X,X,O,O,O
SJOLZTI,O,X,X,O,O,O
SJOLZIT,O,X,X,O,O,X
SJOZTIL,O,X,X,O,O,O
SJOZTLI,O,X,X,O,O,O
SJOZITL,O,X,X,O,O,O
SJOZILT,O,X,X,O,O,O
SJOZLTI,O,X,X,O,O,O
SJOZLIT,O,X,X,O,O,X
SZTILJO,O,O,O,X,X,O
SZTILOJ,O,O,O,X,X,X
SZTIJLO,O,O,O,X,X,O
SZTIJOL,O,O,X,X,X,O
SZTIOLJ,O,O,X,X,X,X
SZTIOJL,O,O,X,X,X,X
SZTLIJO,O,O,O,X,X,X
SZTLIOJ,O,O,O,X,X,X
SZTLJIO,O,O,O,X,X,X
SZTLJOI,O,O,O,O,O,O
SZTLOIJ,O,O,O,X,O,X
SZTLOJI,O,O,O,X,O,X
SZTJILO,O,O,O,X,X,O
SZTJIOL,O,O,X,X,X,O
SZTJLIO,O,O,O,X,X,X
SZTJLOI,O,O,O,O,O,O
SZTJOIL,O,O,X,O,O,O
SZTJOLI,O,O,X,O,O,O
SZTOILJ,O,O,X,X,O,X
SZTOIJL,O,O,X,X,O,X
SZTOLIJ,O,O,X,X,O,X
SZTOLJI,O,O,X,X,O,X
SZTOJIL,O,O,X,X,O,X
SZTOJLI,O,O,X,X,O,X
SZITLJO,O,O,O,X,X,O
SZITLOJ,O,O,O,X,X,X
SZITJLO,O,O,O,X,X,O
SZITJOL,O,O,X,X,X,O
SZITOLJ,O,O,X,X,X,X
SZITOJL,O,O,X,X,X,X
SZILTJO,O,O,O,X,X,O
SZILTOJ,O,O,O,X,X,X
SZILJTO,O,O,O,X,X,O
SZILJOT,O,O,O,X,X,O
SZILOTJ,X,O,O,X,X,X
SZILOJT,O,O,O,X,X,X
SZIJTLO,O,O,O,X,X,O
SZIJTOL,O,O,X,X,X,O
SZIJLTO,O,O,O,X,X,O
SZIJLOT,O,O,O,X,X,O
SZIJOTL,O,X,X,X,X,O
SZIJOLT,O,O,O,X,X,O
SZIOTLJ,O,X,X,X,X,X
SZIOTJL,O,X,X,X,X,X
SZIOLTJ,X,O,O,X,X,X
SZIOLJT,O,O,O,X,X,X
SZIOJTL,O,X,X,X,X,X
SZIOJLT,O,O,O,X,X,X
SZLTIJO,O,O,O,X,X,X
SZLTIOJ,O,O,O,X,X,X
SZLTJIO,O,O,O,X,X,X
SZLTJOI,O,O,O,O,O,O
SZLTOIJ,O,O,O,X,O,X
