sequence,v115@QhB8CeA8BeH8DeA8Jei/IvhFulBFiBXjBzkB0mBRxB,v115@QhB8CeA8BeH8DeA8Je/EJvhFRgBUiBFjBTlB6rB2xB,v115@QhB8CeA8BeH8DeA8Je2EJvhFRgB3hBFjBSqBzrB0sB,v115@QhB8CeA8BeH8DeA8JeT/IvhFelBRhBCmB8rB3sBFtB,v115@QhB8CeA8BeH8DeA8Je2EJvhFRgB1nBSqB0mBzrBXtB,v115@QhB8CeA8BeH8DeA8JeXDJvhFlkBRmBmkBCmBzrB0sB,v115@QhB8CeA8BeH8DeA8Jex/IvhF0kBllBXnB6rBOtBTsB,v115@QhB8CeA8BeH8DeA8JeT/IvhF0gBVqBRnB6rBOsBXtB
LIOZJTS,O,X,O,O,X,X,X,X
LIOZJST,O,X,O,O,X,X,X,X
LIOZSTJ,O,O,O,X,X,X,X,X
LIOZSJT,O,O,O,X,X,X,X,X
LJTISZO,O,O,X,X,O,X,X,X
LJTISOZ,O,O,O,X,X,X,X,X
LJTIZSO,O,O,X,X,O,X,X,X
LJTIZOS,O,O,O,X,O,X,X,X
LJTIOSZ,X,O,O,X,X,X,X,X
LJTIOZS,X,O,O,X,O,X,X,X
LJTSIZO,O,O,X,X,O,X,X,X
LJTSIOZ,O,O,O,X,X,X,X,X
LJTSZIO,O,O,X,X,O,X,X,X
LJTSZOI,O,O,X,X,O,X,X,X
LJTSOIZ,O,O,O,X,X,X,X,X
LJTSOZI,O,O,O,X,X,X,X,X
LJTZISO,O,O,X,O,O,X,X,X
LJTZIOS,X,O,O,O,O,X,X,X
LJTZSIO,O,O,X,O,O,X,X,X
LJTZSOI,O,O,X,O,O,X,X,X
LJTZOIS,X,O,O,O,O,X,X,X
LJTZOSI,O,O,O,O,O,X,X,X
LJTOISZ,X,O,O,X,X,X,X,X
LJTOIZS,X,O,O,X,O,X,X,X
LJTOSIZ,X,O,O,X,X,X,X,X
LJTOSZI,X,O,O,X,X,X,X,X
LJTOZIS,X,O,O,O,O,X,X,X
LJTOZSI,X,O,O,O,O,X,X,X
LJITSZO,O,O,X,X,O,X,X,X
LJITSOZ,O,O,O,X,X,X,X,X
LJITZSO,O,O,X,X,O,X,X,X
LJITZOS,O,O,O,X,O,X,X,X
LJITOSZ,X,O,O,X,X,X,X,X
LJITOZS,X,O,O,X,O,X,X,X
LJISTZO,O,O,X,X,O,X,X,X
LJISTOZ,O,O,O,X,X,X,X,X
LJISZTO,O,O,X,X,X,X,X,X
LJISZOT,O,O,X,X,X,X,X,X
LJISOTZ,O,O,O,X,X,X,X,X
LJISOZT,O,O,O,X,X,X,X,X
LJIZTSO,O,O,X,O,O,X,X,X
LJIZTOS,O,O,O,O,O,X,X,X
LJIZSTO,O,O,X,O,X,X,X,X
LJIZSOT,O,O,X,O,X,X,X,X
LJIZOTS,O,O,O,O,X,X,X,X
LJIZOST,O,O,O,O,X,X,X,X
LJIOTSZ,O,O,O,X,X,X,X,X
LJIOTZS,O,O,O,X,O,X,X,X
LJIOSTZ,O,O,O,X,X,X,X,X
LJIOSZT,O,O,O,X,X,X,X,X
LJIOZTS,O,O,O,O,X,X,X,X
LJIOZST,O,O,O,O,X,X,X,X
LJSTIZO,O,O,X,X,O,X,X,X
LJSTIOZ,O,O,O,X,X,X,X,X
LJSTZIO,O,O,X,X,O,X,X,X
LJSTZOI,O,O,X,X,O,X,X,X
LJSTOIZ,O,O,O,X,X,X,X,X
LJSTOZI,O,O,O,X,X,X,X,X
LJSITZO,O,O,X,X,O,X,X,X
LJSITOZ,O,O,O,X,X,X,X,X
LJSIZTO,O,O,X,X,X,X,X,X
LJSIZOT,O,O,X,X,X,X,X,X
LJSIOTZ,O,O,O,X,X,X,X,X
LJSIOZT,O,O,O,X,X,X,X,X
LJSZTIO,O,O,X,O,X,X,X,X
LJSZTOI,O,O,X,O,X,X,X,X
LJSZITO,O,O,X,O,X,X,X,X
LJSZIOT,O,O,X,O,X,X,X,X
LJSZOTI,O,O,X,O,X,X,X,X
LJSZOIT,O,O,X,O,X,X,X,X
LJSOTIZ,O,O,O,X,X,X,X,X
LJSOTZI,O,O,O,X,X,X,X,X
LJSOITZ,O,O,O,X,X,X,X,X
LJSOIZT,O,O,O,X,X,X,X,X
LJSOZTI,O,O,O,O,X,X,X,X
LJSOZIT,O,O,O,O,X,X,X,X
LJZTISO,O,O,X,O,O,X,X,X
LJZTIOS,X,O,O,O,O,X,X,X
LJZTSIO,O,O,X,O,O,X,X,X
LJZTSOI,O,O,X,O,O,X,X,X
LJZTOIS,O,O,O,O,O,X,X,X
LJZTOSI,O,O,O,O,O,X,X,X
LJZITSO,O,O,X,O,O,X,X,X
LJZITOS,O,O,O,O,O,X,X,X
LJZISTO,O,O,X,O,X,X,X,X
LJZISOT,O,O,X,O,X,X,X,X
LJZIOTS,O,O,O,O,X,X,X,X
LJZIOST,O,O,O,O,X,X,X,X
LJZSTIO,O,O,X,O,X,X,X,X
LJZSTOI,O,O,X,O,X,X,X,X
LJZSITO,O,O,X,O,X,X,X,X
LJZSIOT,O,O,X,O,X,X,X,X
LJZSOTI,O,O,X,O,X,X,X,X
LJZSOIT,O,O,X,O,X,X,X,X
LJZOTIS,O,O,O,O,X,X,X,X
LJZOTSI,O,O,O,O,X,X,X,X
LJZOITS,O,O,O,O,X,X,X,X
LJZOIST,O,O,O,O,X,X,X,X
LJZOSTI,O,O,O,O,X,X,X,X
LJZOSIT,O,O,O,O,X,X,X,X
LJOTISZ,O,O,O,X,X,X,X,X
LJOTIZS,O,O,O,X,O,X,X,X
LJOTSIZ,O,O,O,X,X,X,X,X
LJOTSZI,O,O,O,X,X,X,X,X
LJOTZIS,O,O,O,O,O,X,X,X
LJOTZSI,O,O,O,O,O,X,X,X
LJOITSZ,O,O,O,X,X,X,X,X
LJOITZS,O,O,O,X,O,X,X,X
LJOISTZ,O,O,O,X,X,X,X,X
LJOISZT,O,O,O,X,X,X,X,X
LJOIZTS,O,O,O,O,X,X,X,X
LJOIZST,O,O,O,O,X,X,X,X
LJOSTIZ,O,O,O,X,X,X,X,X
LJOSTZI,O,O,O,X,X,X,X,X
LJOSITZ,O,O,O,X,X,X,X,X
LJOSIZT,O,O,O,X,X,X,X,X
LJOSZTI,O,O,O,O,X,X,X,X
LJOSZIT,O,O,O,O,X,X,X,X
LJOZTIS,O,O,O,O,X,X,X,X
LJOZTSI,O,O,O,O,X,X,X,X
LJOZITS,O,O,O,O,X,X,X,X
LJOZIST,O,O,O,O,X,X,X,X
LJOZSTI,O,O,O,O,X,X,X,X
LJOZSIT,O,O,O,O,X,X,X,X
LSTIJZO,O,O,X,X,O,X,X,X
LSTIJOZ,O,O,O,X,X,O,X,X
LSTIZJO,O,O,X,X,O,X,X,X
LSTIZOJ,O,O,X,X,X,X,X,X
LSTIOJZ,O,O,O,X,X,O,X,X
LSTIOZJ,X,O,O,X,X,O,X,X
LSTJIZO,O,O,X,X,O,X,X,X
LSTJIOZ,O,O,O,X,X,X,X,X
LSTJZIO,O,O,X,X,O,X,X,X
LSTJZOI,O,O,X,X,O,X,X,X
LSTJOIZ,O,O,O,X,X,X,X,X
LSTJOZI,O,O,O,X,X,X,X,X
LSTZIJO,O,O,X,X,O,X,O,X
LSTZIOJ,X,O,X,X,X,X,O,X
LSTZJIO,O,O,X,X,O,X,O,X
LSTZJOI,O,O,X,X,O,X,O,X
LSTZOIJ,X,O,X,X,X,X,O,X
LSTZOJI,O,O,X,X,X,X,O,X
LSTOIJZ,O,O,O,X,X,O,X,X
LSTOIZJ,X,O,O,X,X,O,X,X
LSTOJIZ,O,O,O,X,X,X,X,X
LSTOJZI,O,O,O,X,X,X,X,X
LSTOZIJ,X,O,O,X,X,X,X,X
LSTOZJI,O,O,O,X,X,X,X,X
LSITJZO,O,O,X,X,O,X,X,X
LSITJOZ,O,O,O,X,X,O,X,X
LSITZJO,O,O,X,X,O,X,X,X
LSITZOJ,O,O,X,X,X,X,X,X
LSITOJZ,O,O,O,X,X,O,X,X
LSITOZJ,X,O,O,X,X,O,X,X
LSIJTZO,O,O,X,X,O,X,X,X
LSIJTOZ,O,O,O,X,X,X,X,X
LSIJZTO,O,O,X,X,X,X,X,X
LSIJZOT,O,O,X,X,X,X,X,X
LSIJOTZ,O,O,O,X,X,X,X,X
LSIJOZT,O,O,O,X,X,X,X,X
LSIZTJO,O,O,X,X,X,X,X,X
LSIZTOJ,O,O,X,X,X,X,X,X
LSIZJTO,O,O,X,X,X,X,X,X
LSIZJOT,O,O,X,X,X,X,X,X
LSIZOTJ,O,O,X,X,X,X,X,X
LSIZOJT,O,O,X,X,X,X,X,X
LSIOTJZ,O,O,O,X,X,X,X,X
LSIOTZJ,X,O,O,X,X,X,X,X
LSIOJTZ,O,O,O,X,X,X,X,X
LSIOJZT,O,O,O,X,X,X,X,X
LSIOZTJ,O,O,O,X,X,X,X,X
LSIOZJT,O,O,O,X,X,X,X,X
LSJTIZO,O,O,X,X,O,X,X,X
LSJTIOZ,O,O,O,X,X,X,X,X
LSJTZIO,O,O,X,X,O,X,X,X
LSJTZOI,O,O,X,X,O,X,X,X
LSJTOIZ,O,O,O,X,X,X,X,X
LSJTOZI,O,O,O,X,X,X,X,X
LSJITZO,O,O,X,X,O,X,X,X
LSJITOZ,O,O,O,X,X,X,X,X
LSJIZTO,O,O,X,X,X,X,X,X
LSJIZOT,O,O,X,X,X,X,X,X
LSJIOTZ,O,O,O,X,X,X,X,X
LSJIOZT,O,O,O,X,X,X,X,X
LSJZTIO,O,O,X,O,X,X,X,X
LSJZTOI,O,O,X,O,X,X,X,X
LSJZITO,O,O,X,O,X,X,X,X
LSJZIOT,O,O,X,O,X,X,X,X
LSJZOTI,O,O,X,O,X,X,X,X
LSJZOIT,O,O,X,O,X,X,X,X
LSJOTIZ,O,O,O,X,X,X,X,X
LSJOTZI,O,O,O,X,X,X,X,X
LSJOITZ,O,O,O,X,X,X,X,X
LSJOIZT,O,O,O,X,X,X,X,X
LSJOZTI,O,O,O,O,X,X,X,X
LSJOZIT,O,O,O,O,X,X,X,X
LSZTIJO,O,O,X,X,X,X,O,X
LSZTIOJ,X,O,X,X,X,X,O,X
LSZTJIO,O,O,X,X,X,X,O,X
LSZTJOI,O,O,X,X,X,X,O,X
LSZTOIJ,O,O,X,X,X,X,O,X
LSZTOJI,O,O,X,X,X,X,O,X
LSZITJO,O,O,X,X,X,X,X,X
LSZITOJ,O,O,X,X,X,X,X,X
LSZIJTO,O,O,X,O,X,X,X,X
LSZIJOT,O,O,X,O,X,X,X,X
LSZIOTJ,O,O,X,X,X,X,X,X
LSZIOJT,O,O,X,X,X,X,X,X
LSZJTIO,O,O,X,O,X,X,X,X
LSZJTOI,O,O,X,O,X,X,X,X
LSZJITO,O,O,X,O,X,X,X,X
LSZJIOT,O,O,X,O,X,X,X,X
LSZJOTI,O,O,X,O,X,X,X,X
LSZJOIT,O,O,X,O,X,X,X,X
LSZOTIJ,O,O,X,X,X,X,X,X
LSZOTJI,O,O,X,X,X,X,X,X
LSZOITJ,O,O,X,X,X,X,X,X
LSZOIJT,O,O,X,X,X,X,X,X
LSZOJTI,O,O,X,O,X,X,X,X
LSZOJIT,O,O,X,O,X,X,X,X
LSOTIJZ,O,O,O,X,X,O,X,X
LSOTIZJ,O,O,O,X,X,O,X,X
LSOTJIZ,O,O,O,X,X,X,X,X
LSOTJZI,O,O,O,X,X,X,X,X
LSOTZIJ,O,O,O,X,X,X,X,X
LSOTZJI,O,O,O,X,X,X,X,X
LSOITJZ,O,O,O,X,X,O,X,X
LSOITZJ,O,O,O,X,X,O,X,X
LSOIJTZ,O,O,O,X,X,X,X,X
LSOIJZT,O,O,O,X,X,X,X,X
LSOIZTJ,O,O,O,X,X,X,X,X
LSOIZJT,O,O,O,X,X,X,X,X
LSOJTIZ,O,O,O,X,X,X,X,X
LSOJTZI,O,O,O,X,X,X,X,X
LSOJITZ,O,O,O,X,X,X,X,X
LSOJIZT,O,O,O,X,X,X,X,X
LSOJZTI,O,O,O,O,X,X,X,X
LSOJZIT,O,O,O,O,X,X,X,X
LSOZTIJ,O,O,O,X,X,X,X,X
LSOZTJI,O,O,O,X,X,X,X,X
LSOZITJ,O,O,O,X,X,X,X,X
LSOZIJT,O,O,O,X,X,X,X,X
LSOZJTI,O,O,O,O,X,X,X,X
LSOZJIT,O,O,O,O,X,X,X,X
LZTIJSO,O,X,X,O,O,X,X,X
LZTIJOS,X,X,O,O,O,X,X,X
LZTISJO,O,O,X,X,O,X,O,X
LZTISOJ,X,O,X,X,X,X,O,X
LZTIOJS,X,X,O,X,O,X,X,X
LZTIOSJ,X,O,O,X,X,X,X,X
LZTJISO,O,X,X,O,O,X,X,X
LZTJIOS,X,X,O,O,O,X,X,X
LZTJSIO,O,O,X,O,O,X,X,X
LZTJSOI,O,O,X,O,O,X,X,X
LZTJOIS,O,X,O,O,O,X,X,X
LZTJOSI,O,O,O,O,O,X,X,X
LZTSIJO,O,O,X,X,O,X,O,X
LZTSIOJ,X,O,X,X,X,X,O,X
LZTSJIO,O,O,X,X,O,X,O,X
LZTSJOI,O,O,X,X,O,X,O,X
LZTSOIJ,O,O,X,X,X,X,O,X
LZTSOJI,O,O,X,X,X,X,O,X
LZTOIJS,O,X,O,X,O,X,X,X
LZTOISJ,O,O,O,X,X,X,X,X
LZTOJIS,O,X,O,O,O,X,X,X
LZTOJSI,O,O,O,O,O,X,X,X
LZTOSIJ,O,O,O,X,X,X,X,X
LZTOSJI,O,O,O,X,X,X,X,X
LZITJSO,O,X,X,O,O,X,X,X
LZITJOS,O,X,O,O,O,X,X,X
LZITSJO,O,O,X,X,O,X,X,X
LZITSOJ,O,O,X,X,X,X,X,X
LZITOJS,O,X,O,X,O,X,X,X
LZITOSJ,O,O,O,X,X,X,X,X
LZIJTSO,O,X,X,O,O,X,X,X
LZIJTOS,O,X,O,O,O,X,X,X
LZIJSTO,O,X,X,O,X,X,X,X
LZIJSOT,O,X,X,O,X,X,X,X
LZIJOTS,O,X,O,O,X,X,X,X
LZIJOST,O,X,O,O,X,X,X,X
LZISTJO,O,O,X,X,X,X,X,X
LZISTOJ,O,O,X,X,X,X,X,X
LZISJTO,O,O,X,O,X,X,X,X
LZISJOT,O,X,X,O,X,X,X,X
LZISOTJ,O,O,X,X,X,X,X,X
LZISOJT,O,O,X,X,X,X,X,X
LZIOTJS,O,X,O,X,X,X,X,X
LZIOTSJ,O,O,O,X,X,X,X,X
LZIOJTS,O,X,O,O,X,X,X,X
LZIOJST,O,X,O,O,X,X,X,X
LZIOSTJ,O,O,O,X,X,X,X,X
LZIOSJT,O,O,O,X,X,X,X,X
LZJTISO,O,O,X,O,O,X,X,X
LZJTIOS,X,O,O,O,O,X,X,X
LZJTSIO,O,O,X,O,O,X,X,X
LZJTSOI,O,O,X,O,O,X,X,X
LZJTOIS,O,O,O,O,O,X,X,X
LZJTOSI,O,O,O,O,O,X,X,X
LZJITSO,O,O,X,O,O,X,X,X
LZJITOS,O,O,O,O,O,X,X,X
LZJISTO,O,O,X,O,X,X,X,X
LZJISOT,O,O,X,O,X,X,X,X
LZJIOTS,O,O,O,O,X,X,X,X
LZJIOST,O,O,O,O,X,X,X,X
LZJSTIO,O,O,X,O,X,X,X,X
LZJSTOI,O,O,X,O,X,X,X,X
LZJSITO,O,O,X,O,X,X,X,X
LZJSIOT,O,O,X,O,X,X,X,X
LZJSOTI,O,O,X,O,X,X,X,X
LZJSOIT,O,O,X,O,X,X,X,X
LZJOTIS,O,O,O,O,X,X,X,X
LZJOTSI,O,O,O,O,X,X,X,X
LZJOITS,O,O,O,O,X,X,X,X
LZJOIST,O,O,O,O,X,X,X,X
LZJOSTI,O,O,O,O,X,X,X,X
LZJOSIT,O,O,O,O,X,X,X,X
LZSTIJO,O,O,X,X,X,X,O,X
LZSTIOJ,X,O,X,X,X,X,O,X
LZSTJIO,O,O,X,X,X,X,O,X
LZSTJOI,O,O,X,X,X,X,O,X
LZSTOIJ,O,O,X,X,X,X,O,X
LZSTOJI,O,O,X,X,X,X,O,X
LZSITJO,O,O,X,X,X,X,X,X
LZSITOJ,O,O,X,X,X,X,X,X
LZSIJTO,O,O,X,O,X,X,X,X
LZSIJOT,O,O,X,O,X,X,X,X
LZSIOTJ,O,O,X,X,X,X,X,X
LZSIOJT,O,O,X,X,X,X,X,X
LZSJTIO,O,O,X,O,X,X,X,X
LZSJTOI,O,O,X,O,X,X,X,X
LZSJITO,O,O,X,O,X,X,X,X
LZSJIOT,O,O,X,O,X,X,X,X
LZSJOTI,O,O,X,O,X,X,X,X
LZSJOIT,O,O,X,O,X,X,X,X
LZSOTIJ,O,O,X,X,X,X,X,X
LZSOTJI,O,O,X,X,X,X,X,X
LZSOITJ,O,O,X,X,X,X,X,X
LZSOIJT,O,O,X,X,X,X,X,X
LZSOJTI,O,O,X,O,X,X,X,X
LZSOJIT,O,O,X,O,X,X,X,X
LZOTIJS,O,X,O,X,X,X,X,X
LZOTISJ,O,O,O,X,X,X,X,X
LZOTJIS,O,X,O,O,X,X,X,X
LZOTJSI,O,O,O,O,X,X,X,X
LZOTSIJ,O,O,O,X,X,X,X,X
LZOTSJI,O,O,O,X,X,X,X,X
LZOITJS,O,X,O,X,X,X,X,X
LZOITSJ,O,O,O,X,X,X,X,X
LZOIJTS,O,X,O,O,X,X,X,X
LZOIJST,O,X,O,O,X,X,X,X
LZOISTJ,O,O,O,X,X,X,X,X
LZOISJT,O,O,O,X,X,X,X,X
LZOJTIS,O,O,O,O,X,X,X,X
LZOJTSI,O,O,O,O,X,X,X,X
LZOJITS,O,O,O,O,X,X,X,X
LZOJIST,O,O,O,O,X,X,X,X
LZOJSTI,O,O,O,O,X,X,X,X
LZOJSIT,O,O,O,O,X,X,X,X
LZOSTIJ,O,O,O,X,X,X,X,X
LZOSTJI,O,O,O,X,X,X,X,X
LZOSITJ,O,O,O,X,X,X,X,X
LZOSIJT,O,O,O,X,X,X,X,X
LZOSJTI,O,O,O,O,X,X,X,X
LZOSJIT,O,O,O,O,X,X,X,X
LOTIJSZ,O,X,O,X,X,X,X,X
LOTIJZS,O,X,O,X,O,X,X,X
LOTISJZ,O,O,O,X,X,O,X,X
LOTISZJ,O,O,O,X,X,O,X,X
LOTIZJS,O,X,O,X,O,X,X,X
LOTIZSJ,O,O,O,X,X,X,X,X
LOTJISZ,O,O,O,X,X,X,X,X
LOTJIZS,O,O,O,X,O,X,X,X
LOTJSIZ,O,O,O,X,X,X,X,X
LOTJSZI,O,O,O,X,X,X,X,X
LOTJZIS,O,O,O,O,O,X,X,X
LOTJZSI,O,O,O,O,O,X,X,X
LOTSIJZ,O,O,O,X,X,O,X,X
LOTSIZJ,O,O,O,X,X,O,X,X
LOTSJIZ,O,O,O,X,X,X,X,X
LOTSJZI,O,O,O,X,X,X,X,X
LOTSZIJ,O,O,O,X,X,X,X,X
LOTSZJI,O,O,O,X,X,X,X,X
LOTZIJS,O,X,O,X,O,X,X,X
LOTZISJ,O,O,O,X,X,X,X,X
LOTZJIS,O,X,O,O,O,X,X,X
LOTZJSI,O,O,O,O,O,X,X,X
LOTZSIJ,O,O,O,X,X,X,X,X
LOTZSJI,O,O,O,X,X,X,X,X
LOITJSZ,O,X,O,X,X,X,X,X
LOITJZS,O,X,O,X,O,X,X,X
LOITSJZ,O,O,O,X,X,O,X,X
LOITSZJ,O,O,O,X,X,O,X,X
LOITZJS,O,X,O,X,O,X,X,X
LOITZSJ,O,O,O,X,X,X,X,X
LOIJTSZ,O,O,O,X,X,X,X,X
LOIJTZS,O,O,O,X,O,X,X,X
LOIJSTZ,O,O,O,X,X,X,X,X
LOIJSZT,O,O,O,X,X,X,X,X
LOIJZTS,O,O,O,O,X,X,X,X
LOIJZST,O,O,O,O,X,X,X,X
LOISTJZ,O,O,O,X,X,O,X,X
LOISTZJ,O,O,O,X,X,O,X,X
LOISJTZ,O,O,O,X,X,X,X,X
LOISJZT,O,O,O,X,X,X,X,X
LOISZTJ,O,O,O,X,X,X,X,X
LOISZJT,O,O,O,X,X,X,X,X
LOIZTJS,O,X,O,X,X,X,X,X
LOIZTSJ,O,O,O,X,X,X,X,X
LOIZJTS,O,X,O,O,X,X,X,X
LOIZJST,O,X,O,O,X,X,X,X
LOIZSTJ,O,O,O,X,X,X,X,X
LOIZSJT,O,O,O,X,X,X,X,X
LOJTISZ,O,O,O,X,X,X,X,X
LOJTIZS,O,O,O,X,O,X,X,X
LOJTSIZ,O,O,O,X,X,X,X,X
LOJTSZI,O,O,O,X,X,X,X,X
LOJTZIS,O,O,O,O,O,X,X,X
LOJTZSI,O,O,O,O,O,X,X,X
LOJITSZ,O,O,O,X,X,X,X,X
LOJITZS,O,O,O,X,O,X,X,X
LOJISTZ,O,O,O,X,X,X,X,X
LOJISZT,O,O,O,X,X,X,X,X
LOJIZTS,O,O,O,O,X,X,X,X
LOJIZST,O,O,O,O,X,X,X,X
LOJSTIZ,O,O,O,X,X,X,X,X
LOJSTZI,O,O,O,X,X,X,X,X
LOJSITZ,O,O,O,X,X,X,X,X
LOJSIZT,O,O,O,X,X,X,X,X
LOJSZTI,O,O,O,O,X,X,X,X
LOJSZIT,O,O,O,O,X,X,X,X
LOJZTIS,O,O,O,O,X,X,X,X
LOJZTSI,O,O,O,O,X,X,X,X
LOJZITS,O,O,O,O,X,X,X,X
LOJZIST,O,O,O,O,X,X,X,X
LOJZSTI,O,O,O,O,X,X,X,X
LOJZSIT,O,O,O,O,X,X,X,X
LOSTIJZ,O,O,O,X,X,O,X,X
LOSTIZJ,O,O,O,X,X,O,X,X
LOSTJIZ,O,O,O,X,X,X,X,X
LOSTJZI,O,O,O,X,X,X,X,X
LOSTZIJ,O,O,O,X,X,X,X,X
LOSTZJI,O,O,O,X,X,X,X,X
LOSITJZ,O,O,O,X,X,O,X,X
LOSITZJ,O,O,O,X,X,O,X,X
LOSIJTZ,O,O,O,X,X,X,X,X
LOSIJZT,O,O,O,X,X,X,X,X
LOSIZTJ,O,O,O,X,X,X,X,X
LOSIZJT,O,O,O,X,X,X,X,X
LOSJTIZ,O,O,O,X,X,X,X,X
LOSJTZI,O,O,O,X,X,X,X,X
LOSJITZ,O,O,O,X,X,X,X,X
LOSJIZT,O,O,O,X,X,X,X,X
LOSJZTI,O,O,O,O,X,X,X,X
LOSJZIT,O,O,O,O,X,X,X,X
LOSZTIJ,O,O,O,X,X,X,X,X
LOSZTJI,O,O,O,X,X,X,X,X
LOSZITJ,O,O,O,X,X,X,X,X
LOSZIJT,O,O,O,X,X,X,X,X
LOSZJTI,O,O,O,O,X,X,X,X
LOSZJIT,O,O,O,O,X,X,X,X
LOZTIJS,O,X,O,X,X,X,X,X
LOZTISJ,O,O,O,X,X,X,X,X
LOZTJIS,O,X,O,O,X,X,X,X
LOZTJSI,O,O,O,O,X,X,X,X
LOZTSIJ,O,O,O,X,X,X,X,X
LOZTSJI,O,O,O,X,X,X,X,X
LOZITJS,O,X,O,X,X,X,X,X
LOZITSJ,O,O,O,X,X,X,X,X
LOZIJTS,O,X,O,O,X,X,X,X
LOZIJST,O,X,O,O,X,X,X,X
LOZISTJ,O,O,O,X,X,X,X,X
LOZISJT,O,O,O,X,X,X,X,X
LOZJTIS,O,O,O,O,X,X,X,X
LOZJTSI,O,O,O,O,X,X,X,X
LOZJITS,O,O,O,O,X,X,X,X
LOZJIST,O,O,O,O,X,X,X,X
LOZJSTI,O,O,O,O,X,X,X,X
LOZJSIT,O,O,O,O,X,X,X,X
LOZSTIJ,O,O,O,X,X,X,X,X
LOZSTJI,O,O,O,X,X,X,X,X
LOZSITJ,O,O,O,X,X,X,X,X
LOZSIJT,O,O,O,X,X,X,X,X
LOZSJTI,O,O,O,O,X,X,X,X
LOZSJIT,O,O,O,O,X,X,X,X
JTILSZO,O,O,X,X,O,X,X,X
JTILSOZ,O,O,O,X,X,X,X,X
JTILZSO,O,O,X,X,O,X,X,X
JTILZOS,O,O,O,X,O,X,X,X
JTILOSZ,X,O,O,X,X,X,X,X
JTILOZS,X,O,O,X,O,X,X,X
JTISLZO,O,O,X,X,X,X,X,X
JTISLOZ,O,O,X,X,X,O,X,X
JTISZLO,O,O,X,X,X,X,X,X
JTISZOL,O,O,X,X,X,O,X,X
JTISOLZ,O,O,O,X,X,O,X,X
JTISOZL,O,O,O,X,X,O,X,X
JTIZLSO,O,X,X,X,O,X,X,X
JTIZLOS,O,X,X,X,O,X,X,X
JTIZSLO,O,O,X,X,X,X,X,X
JTIZSOL,O,O,X,X,X,X,X,X
JTIZOLS,O,X,X,X,X,X,X,O
JTIZOSL,O,O,O,X,X,X,X,O
JTIOLSZ,O,O,O,X,X,X,X,X
JTIOLZS,O,O,O,X,X,X,X,X
JTIOSLZ,O,O,O,X,X,X,X,X
JTIOSZL,O,O,O,X,X,X,X,X
JTIOZLS,O,X,X,X,X,X,X,O
JTIOZSL,O,O,O,X,X,X,X,O
JTLISZO,O,O,X,X,O,X,X,X
JTLISOZ,O,O,O,X,X,X,X,X
JTLIZSO,O,O,X,X,O,X,X,X
JTLIZOS,O,O,O,X,O,X,X,X
JTLIOSZ,X,O,O,X,X,X,X,X
JTLIOZS,X,O,O,X,O,X,X,X
JTLSIZO,O,O,X,X,O,X,X,X
JTLSIOZ,O,O,O,X,X,X,X,X
JTLSZIO,O,O,X,X,O,X,X,X
JTLSZOI,O,O,X,X,O,X,X,X
JTLSOIZ,O,O,O,X,X,X,X,X
JTLSOZI,O,O,O,X,X,X,X,X
JTLZISO,O,O,X,O,O,X,X,X
JTLZIOS,X,O,O,O,O,X,X,X
JTLZSIO,O,O,X,O,O,X,X,X
JTLZSOI,O,O,X,O,O,X,X,X
JTLZOIS,X,O,O,O,O,X,X,X
JTLZOSI,O,O,O,O,O,X,X,X
JTLOISZ,X,O,O,X,X,X,X,X
JTLOIZS,X,O,O,X,O,X,X,X
JTLOSIZ,X,O,O,X,X,X,X,X
JTLOSZI,X,O,O,X,X,X,X,X
JTLOZIS,X,O,O,O,O,X,X,X
JTLOZSI,X,O,O,O,O,X,X,X
JTSILZO,O,O,X,X,X,X,X,X
JTSILOZ,O,O,X,X,X,O,X,X
JTSIZLO,O,O,X,X,X,X,X,X
JTSIZOL,O,O,X,X,X,O,X,X
JTSIOLZ,O,O,O,X,X,O,X,X
JTSIOZL,O,O,O,X,X,O,X,X
JTSLIZO,O,O,X,X,O,X,X,X
JTSLIOZ,O,O,O,X,X,X,X,X
JTSLZIO,O,O,X,X,O,X,X,X
JTSLZOI,O,O,X,X,O,X,X,X
JTSLOIZ,O,O,O,X,X,X,X,X
JTSLOZI,O,O,O,X,X,X,X,X
JTSZILO,O,O,X,X,X,X,O,X
JTSZIOL,O,O,X,X,X,X,O,X
JTSZLIO,O,O,X,X,O,X,O,X
JTSZLOI,O,O,X,X,O,X,O,X
JTSZOIL,O,O,X,X,X,X,O,X
JTSZOLI,O,O,X,X,X,X,O,X
JTSOILZ,O,O,O,X,X,O,X,X
JTSOIZL,O,O,O,X,X,O,X,X
JTSOLIZ,O,O,O,X,X,X,X,X
JTSOLZI,O,O,O,X,X,X,X,X
JTSOZIL,O,O,O,X,X,X,X,X
JTSOZLI,O,O,O,X,X,X,X,X
JTZILSO,O,X,X,X,O,X,X,X
JTZILOS,X,X,X,X,O,X,X,X
JTZISLO,O,O,X,X,X,X,O,X
JTZISOL,O,O,X,X,X,X,O,X
JTZIOLS,O,X,X,X,X,X,X,O
JTZIOSL,O,O,O,X,X,X,X,O
JTZLISO,O,O,X,O,O,X,X,X
JTZLIOS,X,O,O,O,O,X,X,X
JTZLSIO,O,O,X,O,O,X,X,X
JTZLSOI,O,O,X,O,O,X,X,X
JTZLOIS,O,O,O,O,O,X,X,X
JTZLOSI,O,O,O,O,O,X,X,X
