sequence,v115@IhA8IeA8EeA8AeD8BeE8JeOEJvhFKlBzgBRiBcoBFn?BXrB,v115@IhA8IeA8EeA8AeD8BeE8JeOEJvhFKmBfnBxiBTlBFo?B0qB,v115@IhA8IeA8EeA8AeD8BeE8JeOEJvhFxgBliBcoB/qBar?BzrB,v115@IhA8IeA8EeA8AeD8BeE8JeOEJvhFKlBRiBcoBFmBXn?BzqB,v115@IhA8IeA8EeA8AeD8BeE8JeOEJvhFxgBliBcoBTlByr?BXrB,v115@IhA8IeA8EeA8AeD8BeE8JeOEJvhFKlBRhB3iBcoB1r?BzqB
JZSTLIO,O,O,O,O,X,O
JZSTLOI,O,O,O,O,O,O
JZSTOIL,O,O,O,X,O,O
JZSTOLI,O,O,O,X,O,O
JZSITLO,O,X,O,O,X,O
JZSITOL,O,X,O,X,X,O
JZSILTO,O,X,O,O,X,O
JZSILOT,O,X,O,O,X,O
JZSIOTL,X,X,O,X,X,X
JZSIOLT,O,X,O,O,X,O
JZSLTIO,O,O,O,O,X,O
JZSLTOI,O,O,O,O,O,O
JZSLITO,O,X,O,O,X,O
JZSLIOT,O,X,O,O,X,O
JZSLOTI,O,O,O,O,O,O
JZSLOIT,O,X,O,O,O,O
JZSOTIL,O,O,O,X,O,O
JZSOTLI,O,O,O,X,O,O
JZSOITL,X,X,O,X,O,X
JZSOILT,O,X,O,O,O,O
JZSOLTI,O,O,O,O,O,O
JZSOLIT,O,X,O,O,O,O
JZOTILS,O,X,O,X,O,O
JZOTISL,O,O,O,X,O,O
JZOTLIS,O,X,O,X,O,O
JZOTLSI,O,O,O,X,O,O
JZOTSIL,O,O,O,X,O,O
JZOTSLI,O,O,O,X,O,O
JZOITLS,O,X,O,X,O,X
JZOITSL,O,X,O,X,O,X
JZOILTS,O,X,O,X,O,X
JZOILST,O,X,X,O,O,X
JZOISTL,X,X,O,X,O,X
JZOISLT,O,X,O,O,O,X
JZOLTIS,O,X,O,X,O,O
JZOLTSI,O,O,O,O,O,O
JZOLITS,O,X,O,X,O,X
JZOLIST,O,X,X,O,O,X
JZOLSTI,O,O,O,O,O,O
JZOLSIT,O,X,O,O,O,O
JZOSTIL,O,O,O,X,O,O
JZOSTLI,O,O,O,X,O,O
JZOSITL,X,X,O,X,O,X
JZOSILT,O,X,O,O,O,O
JZOSLTI,O,O,O,O,O,O
JZOSLIT,O,X,O,O,O,O
JOTILSZ,X,O,X,X,X,X
JOTILZS,X,X,X,X,O,O
JOTISLZ,X,O,X,X,X,X
JOTISZL,X,O,X,X,X,X
JOTIZLS,X,X,O,X,O,O
JOTIZSL,X,O,O,X,O,O
JOTLISZ,X,O,X,X,X,X
JOTLIZS,O,X,X,X,O,O
JOTLSIZ,O,O,X,X,X,X
JOTLSZI,O,O,X,X,X,X
JOTLZIS,O,X,X,X,O,O
JOTLZSI,O,O,X,X,O,O
JOTSILZ,X,O,X,X,X,X
JOTSIZL,X,O,O,X,X,X
JOTSLIZ,O,O,O,X,X,X
JOTSLZI,O,O,O,X,X,X
JOTSZIL,O,O,O,X,X,X
JOTSZLI,O,O,O,X,X,X
JOTZILS,O,X,O,X,O,O
JOTZISL,O,O,O,X,O,O
JOTZLIS,O,X,O,X,O,O
JOTZLSI,O,O,O,X,O,O
JOTZSIL,O,O,O,X,O,O
JOTZSLI,O,O,O,X,O,O
JOITLSZ,X,O,X,X,X,X
JOITLZS,X,X,X,X,O,X
JOITSLZ,X,O,X,X,X,X
JOITSZL,X,O,X,X,X,X
JOITZLS,X,X,O,X,O,X
JOITZSL,X,O,O,X,O,X
JOILTSZ,X,O,X,X,X,X
JOILTZS,X,X,X,X,O,X
JOILSTZ,X,O,X,X,X,X
JOILSZT,X,X,X,X,O,X
JOILZTS,X,X,O,X,O,X
JOILZST,X,X,X,X,O,X
JOISTLZ,X,O,X,X,X,X
JOISTZL,X,O,O,X,X,X
JOISLTZ,X,O,O,X,X,X
JOISLZT,X,X,O,X,O,X
JOISZTL,X,X,O,X,O,X
JOISZLT,X,X,O,X,O,X
JOIZTLS,X,X,O,X,O,X
JOIZTSL,X,X,O,X,O,X
JOIZLTS,X,X,O,X,O,X
JOIZLST,X,X,X,X,O,X
JOIZSTL,X,X,O,X,O,X
JOIZSLT,X,X,O,X,O,X
JOLTISZ,X,O,X,X,X,X
JOLTIZS,O,X,X,X,O,O
JOLTSIZ,O,O,X,X,X,X
JOLTSZI,O,O,X,O,X,X
JOLTZIS,O,X,X,X,O,O
JOLTZSI,O,O,X,O,O,O
JOLITSZ,X,O,X,X,X,X
JOLITZS,O,X,X,X,O,X
JOLISTZ,X,O,X,X,X,X
JOLISZT,X,X,X,X,O,X
JOLIZTS,O,X,O,X,O,X
JOLIZST,O,X,X,X,O,X
JOLSTIZ,O,O,O,X,X,X
JOLSTZI,O,O,O,O,X,X
JOLSITZ,O,O,O,X,X,X
JOLSIZT,O,X,O,X,O,X
JOLSZTI,O,O,O,O,O,X
JOLSZIT,O,X,O,O,O,X
JOLZTIS,O,X,O,X,O,O
JOLZTSI,O,O,O,O,O,O
JOLZITS,O,X,O,X,O,X
JOLZIST,O,X,X,O,O,X
JOLZSTI,O,O,O,O,O,O
JOLZSIT,O,X,O,O,O,O
JOSTILZ,X,O,X,X,X,X
JOSTIZL,X,O,O,X,X,X
JOSTLIZ,O,O,O,X,X,X
JOSTLZI,O,O,O,X,X,X
JOSTZIL,O,O,O,X,X,X
JOSTZLI,O,O,O,X,X,X
JOSITLZ,X,O,X,X,X,X
JOSITZL,X,O,O,X,X,X
JOSILTZ,X,O,O,X,X,X
JOSILZT,X,X,O,X,O,X
JOSIZTL,X,X,O,X,O,X
JOSIZLT,X,X,O,X,O,X
JOSLTIZ,O,O,O,X,X,X
JOSLTZI,O,O,O,O,X,X
JOSLITZ,O,O,O,X,X,X
JOSLIZT,O,X,O,X,O,X
JOSLZTI,O,O,O,O,O,X
JOSLZIT,O,X,O,O,O,X
JOSZTIL,O,O,O,X,O,X
JOSZTLI,O,O,O,X,O,X
JOSZITL,X,X,O,X,O,X
JOSZILT,O,X,O,O,O,X
JOSZLTI,O,O,O,O,O,X
JOSZLIT,O,X,O,O,O,X
JOZTILS,O,X,O,X,O,O
JOZTISL,O,O,O,X,O,O
JOZTLIS,O,X,O,X,O,O
JOZTLSI,O,O,O,X,O,O
JOZTSIL,O,O,O,X,O,O
JOZTSLI,O,O,O,X,O,O
JOZITLS,O,X,O,X,O,X
JOZITSL,O,X,O,X,O,X
JOZILTS,O,X,O,X,O,X
JOZILST,O,X,X,O,O,X
JOZISTL,X,X,O,X,O,X
JOZISLT,O,X,O,O,O,X
JOZLTIS,O,X,O,X,O,O
JOZLTSI,O,O,O,O,O,O
JOZLITS,O,X,O,X,O,X
JOZLIST,O,X,X,O,O,X
JOZLSTI,O,O,O,O,O,O
JOZLSIT,O,X,O,O,O,O
JOZSTIL,O,O,O,X,O,O
JOZSTLI,O,O,O,X,O,O
JOZSITL,X,X,O,X,O,X
JOZSILT,O,X,O,O,O,O
JOZSLTI,O,O,O,O,O,O
JOZSLIT,O,X,O,O,O,O
STILJZO,O,O,X,O,X,O
STILJOZ,O,O,X,X,X,X
STILZJO,O,O,X,O,X,O
STILZOJ,O,O,X,O,X,O
STILOJZ,O,O,X,X,X,X
STILOZJ,O,O,X,X,X,X
STIJLZO,O,O,X,X,X,O
STIJLOZ,O,O,X,X,X,X
STIJZLO,O,O,O,X,X,O
STIJZOL,O,O,O,X,X,O
STIJOLZ,X,O,X,X,X,X
STIJOZL,X,O,X,X,X,X
STIZLJO,O,O,O,O,X,O
STIZLOJ,O,O,X,O,X,O
STIZJLO,O,O,O,O,X,O
STIZJOL,O,O,O,X,X,O
STIZOLJ,O,O,X,O,X,O
STIZOJL,O,O,O,X,X,O
STIOLJZ,O,O,X,X,X,X
STIOLZJ,O,O,X,X,X,X
STIOJLZ,X,O,X,X,X,X
STIOJZL,X,O,X,X,X,X
STIOZLJ,O,O,X,X,X,X
STIOZJL,O,O,X,X,X,X
STLIJZO,O,O,O,O,X,O
STLIJOZ,O,O,X,X,X,X
STLIZJO,O,O,O,O,X,O
STLIZOJ,O,O,O,O,X,O
STLIOJZ,O,O,X,X,X,X
STLIOZJ,O,O,X,X,X,X
STLJIZO,O,O,O,O,X,O
STLJIOZ,O,O,X,X,X,X
STLJZIO,O,O,O,O,X,O
STLJZOI,O,O,O,O,X,O
STLJOIZ,O,O,O,X,X,X
STLJOZI,O,O,O,O,X,X
STLZIJO,O,O,O,O,X,O
STLZIOJ,O,O,O,O,X,O
STLZJIO,O,O,O,O,X,O
STLZJOI,O,O,O,O,X,O
STLZOIJ,O,O,O,O,X,O
STLZOJI,O,O,O,O,X,O
STLOIJZ,O,O,O,X,X,X
STLOIZJ,O,O,O,X,X,X
STLOJIZ,O,O,O,X,X,X
STLOJZI,O,O,O,O,X,X
STLOZIJ,O,O,O,O,X,X
STLOZJI,O,O,O,O,X,X
STJILZO,O,O,X,X,X,O
STJILOZ,O,O,X,X,X,X
STJIZLO,O,O,O,X,X,O
STJIZOL,O,O,O,X,X,O
STJIOLZ,X,O,X,X,X,X
STJIOZL,X,O,X,X,X,X
STJLIZO,O,O,O,O,X,O
STJLIOZ,O,O,X,X,X,X
STJLZIO,O,O,O,O,X,O
STJLZOI,O,O,O,O,X,O
STJLOIZ,O,O,O,X,X,X
STJLOZI,O,O,O,O,X,X
STJZILO,O,O,O,O,X,O
STJZIOL,O,O,O,X,X,O
STJZLIO,O,O,O,O,X,O
STJZLOI,O,O,O,O,X,O
STJZOIL,O,O,O,X,X,O
STJZOLI,O,O,O,X,X,O
STJOILZ,X,O,X,X,X,X
STJOIZL,X,O,O,X,X,X
STJOLIZ,O,O,O,X,X,X
STJOLZI,O,O,O,X,X,X
STJOZIL,O,O,O,X,X,X
STJOZLI,O,O,O,X,X,X
STZILJO,O,O,O,O,X,O
STZILOJ,O,O,O,O,X,O
STZIJLO,O,O,O,O,X,O
STZIJOL,O,O,O,X,X,O
STZIOLJ,O,O,O,O,X,O
STZIOJL,O,O,O,X,X,O
STZLIJO,O,O,O,O,X,O
STZLIOJ,O,O,O,O,X,O
STZLJIO,O,O,O,O,X,O
STZLJOI,O,O,O,O,X,O
STZLOIJ,O,O,O,O,X,O
STZLOJI,O,O,O,O,X,O
STZJILO,O,O,O,O,X,O
STZJIOL,O,O,O,X,X,O
STZJLIO,O,O,O,O,X,O
STZJLOI,O,O,O,O,X,O
STZJOIL,O,O,O,X,X,O
STZJOLI,O,O,O,X,X,O
STZOILJ,O,O,O,O,X,O
STZOIJL,O,O,O,X,X,O
STZOLIJ,O,O,O,O,X,O
STZOLJI,O,O,O,O,X,O
STZOJIL,O,O,O,X,X,O
STZOJLI,O,O,O,X,X,O
STOILJZ,O,O,X,X,X,X
STOILZJ,O,O,X,X,X,X
STOIJLZ,X,O,X,X,X,X
STOIJZL,X,O,O,X,X,X
STOIZLJ,O,O,O,X,X,X
STOIZJL,O,O,O,X,X,X
STOLIJZ,O,O,O,X,X,X
STOLIZJ,O,O,O,X,X,X
STOLJIZ,O,O,O,X,X,X
STOLJZI,O,O,O,O,X,X
STOLZIJ,O,O,O,O,X,X
STOLZJI,O,O,O,O,X,X
STOJILZ,X,O,X,X,X,X
STOJIZL,X,O,O,X,X,X
STOJLIZ,O,O,O,X,X,X
STOJLZI,O,O,O,X,X,X
STOJZIL,O,O,O,X,X,X
STOJZLI,O,O,O,X,X,X
STOZILJ,O,O,O,O,X,X
STOZIJL,O,O,O,X,X,X
STOZLIJ,O,O,O,O,X,X
STOZLJI,O,O,O,O,X,X
STOZJIL,O,O,O,X,X,X
STOZJLI,O,O,O,X,X,X
SITLJZO,O,O,X,O,X,X
SITLJOZ,O,O,X,X,X,X
SITLZJO,O,O,X,O,X,X
SITLZOJ,O,O,X,O,X,X
SITLOJZ,O,O,X,X,X,X
SITLOZJ,O,O,X,X,X,X
SITJLZO,O,O,X,X,X,X
SITJLOZ,O,O,X,X,X,X
SITJZLO,O,O,O,X,X,X
SITJZOL,O,O,O,X,X,X
SITJOLZ,X,O,X,X,X,X
SITJOZL,X,O,X,X,X,X
SITZLJO,O,O,O,O,X,X
SITZLOJ,O,O,X,O,X,X
SITZJLO,O,O,O,O,X,X
SITZJOL,O,O,O,X,X,X
SITZOLJ,O,O,X,O,X,X
SITZOJL,O,O,O,X,X,X
SITOLJZ,O,O,X,X,X,X
SITOLZJ,O,O,X,X,X,X
SITOJLZ,X,O,X,X,X,X
SITOJZL,X,O,X,X,X,X
SITOZLJ,O,O,X,X,X,X
SITOZJL,O,O,X,X,X,X
SILTJZO,O,O,O,O,X,X
SILTJOZ,O,O,X,X,X,X
SILTZJO,O,O,O,O,X,X
SILTZOJ,O,O,O,O,X,X
SILTOJZ,O,O,X,X,X,X
SILTOZJ,O,O,X,X,X,X
SILJTZO,O,O,O,O,X,X
SILJTOZ,O,O,X,X,X,X
SILJZTO,O,X,O,O,X,X
SILJZOT,O,X,O,O,X,X
SILJOTZ,O,O,O,X,X,X
SILJOZT,O,X,O,X,X,X
SILZTJO,O,X,O,O,X,X
SILZTOJ,O,X,O,O,X,X
SILZJTO,O,X,O,O,X,X
SILZJOT,O,X,O,O,X,X
SILZOTJ,O,X,O,O,X,X
SILZOJT,O,X,O,O,X,X
SILOTJZ,O,O,O,X,X,X
SILOTZJ,O,O,O,X,X,X
SILOJTZ,O,O,O,X,X,X
SILOJZT,O,X,O,X,X,X
SILOZTJ,O,X,O,X,X,X
SILOZJT,O,X,O,X,X,X
SIJTLZO,O,O,X,X,X,X
SIJTLOZ,O,O,X,X,X,X
SIJTZLO,O,O,O,X,X,X
SIJTZOL,O,O,O,X,X,X
SIJTOLZ,X,O,X,X,X,X
SIJTOZL,X,O,X,X,X,X
SIJLTZO,O,O,O,O,X,X
SIJLTOZ,O,O,X,X,X,X
SIJLZTO,O,X,O,O,X,X
SIJLZOT,O,X,O,O,X,X
SIJLOTZ,O,O,O,X,X,X
SIJLOZT,O,X,O,X,X,X
SIJZTLO,O,X,O,O,X,X
SIJZTOL,O,X,O,X,X,X
SIJZLTO,O,X,O,O,X,X
SIJZLOT,O,X,O,O,X,X
SIJZOTL,X,X,O,X,X,X
SIJZOLT,O,X,O,O,X,X
SIJOTLZ,X,O,X,X,X,X
SIJOTZL,X,O,O,X,X,X
SIJOLTZ,X,O,O,X,X,X
SIJOLZT,X,X,O,X,X,X
SIJOZTL,X,X,O,X,X,X
SIJOZLT,X,X,O,X,X,X
SIZTLJO,O,X,O,O,X,X
SIZTLOJ,O,X,O,O,X,X
SIZTJLO,O,X,O,O,X,X
SIZTJOL,O,X,O,X,X,X
SIZTOLJ,O,X,O,O,X,X
SIZTOJL,O,X,O,X,X,X
SIZLTJO,O,X,O,O,X,X
SIZLTOJ,O,X,O,O,X,X
SIZLJTO,O,X,O,O,X,X
SIZLJOT,O,X,O,O,X,X
SIZLOTJ,O,X,O,O,X,X
SIZLOJT,O,X,O,O,X,X
SIZJTLO,O,X,O,O,X,X
SIZJTOL,O,X,O,X,X,X
SIZJLTO,O,X,O,O,X,X
SIZJLOT,O,X,O,O,X,X
SIZJOTL,X,X,O,X,X,X
SIZJOLT,O,X,O,O,X,X
SIZOTLJ,O,X,O,O,X,X
SIZOTJL,O,X,O,X,X,X
SIZOLTJ,O,X,O,O,X,X
SIZOLJT,O,X,O,O,X,X
SIZOJTL,X,X,O,X,X,X
SIZOJLT,O,X,O,O,X,X
SIOTLJZ,O,O,X,X,X,X
SIOTLZJ,O,O,X,X,X,X
SIOTJLZ,X,O,X,X,X,X
SIOTJZL,X,O,O,X,X,X
SIOTZLJ,O,O,O,X,X,X
SIOTZJL,O,O,O,X,X,X
SIOLTJZ,O,O,O,X,X,X
SIOLTZJ,O,O,O,X,X,X
SIOLJTZ,O,O,O,X,X,X
SIOLJZT,O,X,O,X,X,X
SIOLZTJ,O,X,O,X,X,X
SIOLZJT,O,X,O,X,X,X
SIOJTLZ,X,O,X,X,X,X
SIOJTZL,X,O,O,X,X,X
SIOJLTZ,X,O,O,X,X,X
SIOJLZT,X,X,O,X,X,X
SIOJZTL,X,X,O,X,X,X
SIOJZLT,X,X,O,X,X,X
SIOZTLJ,O,X,O,X,X,X
SIOZTJL,O,X,O,X,X,X
SIOZLTJ,O,X,O,X,X,X
SIOZLJT,O,X,O,X,X,X
SIOZJTL,X,X,O,X,X,X
SIOZJLT,O,X,O,X,X,X
SLTIJZO,O,O,O,O,X,O
SLTIJOZ,O,O,X,X,X,X
SLTIZJO,O,O,O,O,X,O
SLTIZOJ,O,O,O,O,X,O
SLTIOJZ,O,O,X,X,X,X
SLTIOZJ,O,O,X,X,X,X
SLTJIZO,O,O,O,O,X,O
SLTJIOZ,O,O,X,X,X,X
SLTJZIO,O,O,O,O,X,O
SLTJZOI,O,O,O,O,X,O
SLTJOIZ,O,O,O,X,X,X
SLTJOZI,O,O,O,O,X,X
SLTZIJO,O,O,O,O,X,O
SLTZIOJ,O,O,O,O,X,O
SLTZJIO,O,O,O,O,X,O
SLTZJOI,O,O,O,O,X,O
SLTZOIJ,O,O,O,O,X,O
SLTZOJI,O,O,O,O,X,O
SLTOIJZ,O,O,O,X,X,X
SLTOIZJ,O,O,O,X,X,X
SLTOJIZ,O,O,O,X,X,X
SLTOJZI,O,O,O,O,X,X
SLTOZIJ,O,O,O,O,X,X
SLTOZJI,O,O,O,O,X,X
SLITJZO,O,O,O,O,X,X
SLITJOZ,O,O,X,X,X,X
SLITZJO,O,O,O,O,X,X
SLITZOJ,O,O,O,O,X,X
SLITOJZ,O,O,X,X,X,X
SLITOZJ,O,O,X,X,X,X
SLIJTZO,O,O,O,O,X,X
SLIJTOZ,O,O,X,X,X,X
SLIJZTO,O,X,O,O,X,X
SLIJZOT,O,X,O,O,X,X
SLIJOTZ,O,O,O,X,X,X
SLIJOZT,O,X,O,X,X,X
SLIZTJO,O,X,O,O,X,X
SLIZTOJ,O,X,O,O,X,X
SLIZJTO,O,X,O,O,X,X
SLIZJOT,O,X,O,O,X,X
SLIZOTJ,O,X,O,O,X,X
SLIZOJT,O,X,O,O,X,X
SLIOTJZ,O,O,O,X,X,X
SLIOTZJ,O,O,O,X,X,X
SLIOJTZ,O,O,O,X,X,X
SLIOJZT,O,X,O,X,X,X
SLIOZTJ,O,X,O,X,X,X
SLIOZJT,O,X,O,X,X,X
SLJTIZO,O,O,O,O,X,O
SLJTIOZ,O,O,X,X,X,X
SLJTZIO,O,O,O,O,X,O
SLJTZOI,O,O,O,O,X,O
SLJTOIZ,O,O,O,X,X,X
SLJTOZI,O,O,O,O,X,X
SLJITZO,O,O,O,O,X,X
SLJITOZ,O,O,X,X,X,X
SLJIZTO,O,X,O,O,X,X
SLJIZOT,O,X,O,O,X,X
SLJIOTZ,O,O,O,X,X,X
SLJIOZT,O,X,O,X,X,X
SLJZTIO,O,O,O,O,X,O
SLJZTOI,O,O,O,O,O,O
SLJZITO,O,X,O,O,X,O
SLJZIOT,O,X,O,O,X,O
SLJZOTI,O,O,O,O,O,O
SLJZOIT,O,X,O,O,O,O
SLJOTIZ,O,O,O,X,X,X
SLJOTZI,O,O,O,O,X,X
SLJOITZ,O,O,O,X,X,X
SLJOIZT,O,X,O,X,O,X
SLJOZTI,O,O,O,O,O,X
SLJOZIT,O,X,O,O,O,X
SLZTIJO,O,O,O,O,X,O
SLZTIOJ,O,O,O,O,X,O
SLZTJIO,O,O,O,O,X,O
SLZTJOI,O,O,O,O,O,O
SLZTOIJ,O,O,O,O,O,O
SLZTOJI,O,O,O,O,O,O
SLZITJO,O,X,O,O,X,O
SLZITOJ,O,X,O,O,X,O
SLZIJTO,O,X,O,O,X,O
SLZIJOT,O,X,O,O,X,O
SLZIOTJ,O,X,O,O,X,X
SLZIOJT,O,X,O,O,X,O
SLZJTIO,O,O,O,O,X,O
SLZJTOI,O,O,O,O,O,O
SLZJITO,O,X,O,O,X,O
SLZJIOT,O,X,O,O,X,O
SLZJOTI,O,O,O,O,O,O
SLZJOIT,O,X,O,O,O,O
SLZOTIJ,O,O,O,O,O,O
SLZOTJI,O,O,O,O,O,O
SLZOITJ,O,X,O,O,O,X
SLZOIJT,O,X,O,O,O,O
SLZOJTI,O,O,O,O,O,O
SLZOJIT,O,X,O,O,O,O
SLOTIJZ,O,O,O,X,X,X
SLOTIZJ,O,O,O,X,X,X
SLOTJIZ,O,O,O,X,X,X
SLOTJZI,O,O,O,O,X,X
SLOTZIJ,O,O,O,O,X,X
SLOTZJI,O,O,O,O,X,X
SLOITJZ,O,O,O,X,X,X
SLOITZJ,O,O,O,X,X,X
SLOIJTZ,O,O,O,X,X,X
SLOIJZT,O,X,O,X,O,X
SLOIZTJ,O,X,O,X,O,X
SLOIZJT,O,X,O,X,O,X
SLOJTIZ,O,O,O,X,X,X
SLOJTZI,O,O,O,O,X,X
SLOJITZ,O,O,O,X,X,X
SLOJIZT,O,X,O,X,O,X
SLOJZTI,O,O,O,O,O,X
SLOJZIT,O,X,O,O,O,X
SLOZTIJ,O,O,O,O,O,X
SLOZTJI,O,O,O,O,O,X
SLOZITJ,O,X,O,O,O,X
SLOZIJT,O,X,O,O,O,X
SLOZJTI,O,O,O,O,O,X
SLOZJIT,O,X,O,O,O,X
SJTILZO,O,O,X,X,X,O
SJTILOZ,O,O,X,X,X,X
SJTIZLO,O,O,O,X,X,O
SJTIZOL,O,O,O,X,X,O
SJTIOLZ,X,O,X,X,X,X
SJTIOZL,X,O,X,X,X,X
SJTLIZO,O,O,O,O,X,O
SJTLIOZ,O,O,X,X,X,X
SJTLZIO,O,O,O,O,X,O
SJTLZOI,O,O,O,O,X,O
SJTLOIZ,O,O,O,X,X,X
SJTLOZI,O,O,O,O,X,X
SJTZILO,O,O,O,O,X,O
SJTZIOL,O,O,O,X,X,O
SJTZLIO,O,O,O,O,X,O
SJTZLOI,O,O,O,O,X,O
SJTZOIL,O,O,O,X,X,O
SJTZOLI,O,O,O,X,X,O
SJTOILZ,X,O,X,X,X,X
SJTOIZL,X,O,O,X,X,X
SJTOLIZ,O,O,O,X,X,X
SJTOLZI,O,O,O,X,X,X
SJTOZIL,O,O,O,X,X,X
SJTOZLI,O,O,O,X,X,X
SJITLZO,O,O,X,X,X,X
SJITLOZ,O,O,X,X,X,X
SJITZLO,O,O,O,X,X,X
SJITZOL,O,O,O,X,X,X
SJITOLZ,X,O,X,X,X,X
SJITOZL,X,O,X,X,X,X
SJILTZO,O,O,O,O,X,X
SJILTOZ,O,O,X,X,X,X
SJILZTO,O,X,O,O,X,X
SJILZOT,O,X,O,O,X,X
SJILOTZ,O,O,O,X,X,X
SJILOZT,O,X,O,X,X,X
SJIZTLO,O,X,O,O,X,X
SJIZTOL,O,X,O,X,X,X
SJIZLTO,O,X,O,O,X,X
SJIZLOT,O,X,O,O,X,X
SJIZOTL,X,X,O,X,X,X
SJIZOLT,O,X,O,O,X,X
SJIOTLZ,X,O,X,X,X,X
SJIOTZL,X,O,O,X,X,X
SJIOLTZ,X,O,O,X,X,X
SJIOLZT,X,X,O,X,X,X
SJIOZTL,X,X,O,X,X,X
SJIOZLT,X,X,O,X,X,X
SJLTIZO,O,O,O,O,X,O
SJLTIOZ,O,O,X,X,X,X
SJLTZIO,O,O,O,O,X,O
SJLTZOI,O,O,O,O,X,O
SJLTOIZ,O,O,O,X,X,X
SJLTOZI,O,O,O,O,X,X
SJLITZO,O,O,O,O,X,X
SJLITOZ,O,O,X,X,X,X
SJLIZTO,O,X,O,O,X,X
SJLIZOT,O,X,O,O,X,X
SJLIOTZ,O,O,O,X,X,X
SJLIOZT,O,X,O,X,X,X
SJLZTIO,O,O,O,O,X,O
SJLZTOI,O,O,O,O,O,O
SJLZITO,O,X,O,O,X,O
SJLZIOT,O,X,O,O,X,O
SJLZOTI,O,O,O,O,O,O
SJLZOIT,O,X,O,O,O,O
SJLOTIZ,O,O,O,X,X,X
SJLOTZI,O,O,O,O,X,X
SJLOITZ,O,O,O,X,X,X
SJLOIZT,O,X,O,X,O,X
SJLOZTI,O,O,O,O,O,X
SJLOZIT,O,X,O,O,O,X
SJZTILO,O,O,O,O,X,O
SJZTIOL,O,O,O,X,X,O
SJZTLIO,O,O,O,O,X,O
SJZTLOI,O,O,O,O,O,O
SJZTOIL,O,O,O,X,O,O
SJZTOLI,O,O,O,X,O,O
SJZITLO,O,X,O,O,X,O
SJZITOL,O,X,O,X,X,O
SJZILTO,O,X,O,O,X,O
SJZILOT,O,X,O,O,X,O
SJZIOTL,X,X,O,X,X,X
SJZIOLT,O,X,O,O,X,O
SJZLTIO,O,O,O,O,X,O
SJZLTOI,O,O,O,O,O,O
SJZLITO,O,X,O,O,X,O
SJZLIOT,O,X,O,O,X,O
SJZLOTI,O,O,O,O,O,O
SJZLOIT,O,X,O,O,O,O
SJZOTIL,O,O,O,X,O,O
SJZOTLI,O,O,O,X,O,O
SJZOITL,X,X,O,X,O,X
SJZOILT,O,X,O,O,O,O
SJZOLTI,O,O,O,O,O,O
SJZOLIT,O,X,O,O,O,O
SJOTILZ,X,O,X,X,X,X
SJOTIZL,X,O,O,X,X,X
SJOTLIZ,O,O,O,X,X,X
SJOTLZI,O,O,O,X,X,X
SJOTZIL,O,O,O,X,X,X
SJOTZLI,O,O,O,X,X,X
SJOITLZ,X,O,X,X,X,X
SJOITZL,X,O,O,X,X,X
SJOILTZ,X,O,O,X,X,X
SJOILZT,X,X,O,X,O,X
SJOIZTL,X,X,O,X,O,X
SJOIZLT,X,X,O,X,O,X
SJOLTIZ,O,O,O,X,X,X
SJOLTZI,O,O,O,O,X,X
SJOLITZ,O,O,O,X,X,X
SJOLIZT,O,X,O,X,O,X
SJOLZTI,O,O,O,O,O,X
SJOLZIT,O,X,O,O,O,X
SJOZTIL,O,O,O,X,O,X
SJOZTLI,O,O,O,X,O,X
SJOZITL,X,X,O,X,O,X
SJOZILT,O,X,O,O,O,X
SJOZLTI,O,O,O,O,O,X
SJOZLIT,O,X,O,O,O,X
SZTILJO,O,O,O,O,X,O
SZTILOJ,O,O,O,O,X,O
SZTIJLO,O,O,O,O,X,O
SZTIJOL,O,O,O,X,X,O
SZTIOLJ,O,O,O,O,X,O
SZTIOJL,O,O,O,X,X,O
SZTLIJO,O,O,O,O,X,O
SZTLIOJ,O,O,O,O,X,O
SZTLJIO,O,O,O,O,X,O
SZTLJOI,O,O,O,O,O,O
SZTLOIJ,O,O,O,O,O,O
SZTLOJI,O,O,O,O,O,O
SZTJILO,O,O,O,O,X,O
SZTJIOL,O,O,O,X,X,O
SZTJLIO,O,O,O,O,X,O
SZTJLOI,O,O,O,O,O,O
SZTJOIL,O,O,O,X,O,O
SZTJOLI,O,O,O,X,O,O
SZTOILJ,O,O,O,O,X,O
SZTOIJL,O,O,O,X,O,O
SZTOLIJ,O,O,O,O,O,O
SZTOLJI,O,O,O,O,O,O
SZTOJIL,O,O,O,X,O,O
SZTOJLI,O,O,O,X,O,O
SZITLJO,O,X,O,O,X,O
SZITLOJ,O,X,O,O,X,O
SZITJLO,O,X,O,O,X,O
SZITJOL,O,X,O,X,X,O
SZITOLJ,O,X,O,O,X,O
SZITOJL,O,X,O,X,X,O
SZILTJO,O,X,O,O,X,O
SZILTOJ,O,X,O,O,X,O
SZILJTO,O,X,O,O,X,O
SZILJOT,O,X,O,O,X,O
SZILOTJ,O,X,O,O,X,X
SZILOJT,O,X,O,O,X,O
SZIJTLO,O,X,O,O,X,O
SZIJTOL,O,X,O,X,X,O
SZIJLTO,O,X,O,O,X,O
SZIJLOT,O,X,O,O,X,O
SZIJOTL,X,X,O,X,X,X
SZIJOLT,O,X,O,O,X,O
SZIOTLJ,O,X,O,O,X,X
SZIOTJL,O,X,O,X,X,X
SZIOLTJ,O,X,O,O,X,X
