sequence,v115@NhA8CeB8DeB8AeB8DeE8JeT/IvhFOlBXhBxiBcrBFo?BSvB,v115@NhA8CeB8DeB8AeB8DeE8JeT/IvhFylB+mBxiBFoBXq?B0qB,v115@NhA8CeB8DeB8AeB8DeE8JeT/IvhFxgBliBcoBeqBCm?BXrB,v115@NhA8CeB8DeB8AeB8DeE8JeT/IvhF6mBxiBmlBFoBXq?B0qB,v115@NhA8CeB8DeB8AeB8DeE8JeT/IvhFXhBxiBeqBSrBFo?B0qB,v115@NhA8CeB8DeB8AeB8DeE8JeT/IvhFChBliBcoBxqBeq?BXrB
OJLZITS,O,X,O,X,X,X
OJLZIST,O,X,X,X,X,X
OJLZSTI,O,X,O,X,O,X
OJLZSIT,O,X,O,X,X,X
OJSTILZ,X,O,X,O,O,X
OJSTIZL,X,O,O,O,X,X
OJSTLIZ,X,O,O,O,O,X
OJSTLZI,X,O,O,O,O,X
OJSTZIL,X,O,O,O,X,X
OJSTZLI,X,O,O,O,X,X
OJSITLZ,X,O,X,O,X,X
OJSITZL,X,O,O,O,X,X
OJSILTZ,X,O,O,O,X,X
OJSILZT,X,X,O,X,X,X
OJSIZTL,X,X,O,X,X,X
OJSIZLT,X,X,O,X,X,X
OJSLTIZ,X,O,O,O,O,X
OJSLTZI,X,O,O,O,O,X
OJSLITZ,X,O,O,O,O,X
OJSLIZT,X,X,O,X,X,X
OJSLZTI,X,O,O,O,O,X
OJSLZIT,X,X,O,X,X,X
OJSZTIL,X,O,O,O,X,X
OJSZTLI,X,O,O,O,X,X
OJSZITL,X,X,O,X,X,X
OJSZILT,X,X,O,X,X,X
OJSZLTI,X,O,O,O,X,X
OJSZLIT,X,X,O,X,X,X
OJZTILS,O,O,O,X,O,O
OJZTISL,O,O,O,X,X,O
OJZTLIS,O,O,O,X,O,X
OJZTLSI,O,O,O,X,O,X
OJZTSIL,O,O,O,X,X,X
OJZTSLI,O,O,O,X,X,X
OJZITLS,X,X,O,X,X,O
OJZITSL,X,X,O,X,X,O
OJZILTS,O,X,O,X,X,O
OJZILST,O,X,X,X,X,O
OJZISTL,O,X,O,X,X,O
OJZISLT,O,X,O,X,X,O
OJZLTIS,O,O,O,X,O,X
OJZLTSI,O,O,O,X,O,X
OJZLITS,O,X,O,X,X,X
OJZLIST,O,X,X,X,X,X
OJZLSTI,O,X,O,X,O,X
OJZLSIT,O,X,O,X,X,X
OJZSTIL,O,O,O,X,X,X
OJZSTLI,O,O,O,X,X,X
OJZSITL,O,X,O,X,X,X
OJZSILT,O,X,O,X,X,X
OJZSLTI,O,O,O,X,X,X
OJZSLIT,O,X,O,X,X,X
OSTILJZ,O,O,X,O,O,X
OSTILZJ,O,X,X,O,X,X
OSTIJLZ,X,O,X,O,O,X
OSTIJZL,X,O,X,O,X,X
OSTIZLJ,O,X,X,O,X,X
OSTIZJL,O,O,X,O,X,X
OSTLIJZ,O,O,X,O,O,X
OSTLIZJ,O,X,X,O,X,X
OSTLJIZ,O,O,X,O,O,X
OSTLJZI,O,O,X,O,O,X
OSTLZIJ,O,X,X,O,X,X
OSTLZJI,O,O,X,O,X,X
OSTJILZ,X,O,X,O,O,X
OSTJIZL,X,O,O,O,X,X
OSTJLIZ,X,O,O,O,O,X
OSTJLZI,X,O,O,O,O,X
OSTJZIL,X,O,O,O,X,X
OSTJZLI,X,O,O,O,X,X
OSTZILJ,O,X,X,O,X,X
OSTZIJL,O,O,O,O,X,X
OSTZLIJ,O,X,X,O,X,X
OSTZLJI,O,O,O,O,X,X
OSTZJIL,O,O,O,O,X,X
OSTZJLI,O,O,O,O,X,X
OSITLJZ,X,O,X,O,X,X
OSITLZJ,X,X,X,O,X,X
OSITJLZ,X,O,X,O,X,X
OSITJZL,X,O,X,O,X,X
OSITZLJ,X,X,X,O,X,X
OSITZJL,X,O,X,O,X,X
OSILTJZ,X,O,X,O,X,X
OSILTZJ,X,X,X,O,X,X
OSILJTZ,X,O,X,O,X,X
OSILJZT,O,X,X,X,X,X
OSILZTJ,O,X,X,X,X,X
OSILZJT,O,X,X,X,X,X
OSIJTLZ,X,O,X,O,X,X
OSIJTZL,X,O,O,O,X,X
OSIJLTZ,X,O,O,O,X,X
OSIJLZT,X,X,O,X,X,X
OSIJZTL,X,X,O,X,X,X
OSIJZLT,X,X,O,X,X,X
OSIZTLJ,X,X,X,X,X,O
OSIZTJL,O,X,O,X,X,O
OSIZLTJ,O,X,X,X,X,O
OSIZLJT,O,X,X,X,X,O
OSIZJTL,O,X,O,X,X,O
OSIZJLT,O,X,O,X,X,O
OSLTIJZ,O,O,X,O,O,X
OSLTIZJ,O,X,X,O,X,X
OSLTJIZ,O,O,X,O,O,X
OSLTJZI,O,O,X,O,O,X
OSLTZIJ,O,X,X,O,X,X
OSLTZJI,O,O,X,O,X,X
OSLITJZ,X,O,X,O,X,X
OSLITZJ,X,X,X,O,X,X
OSLIJTZ,X,O,X,O,X,X
OSLIJZT,O,X,X,X,X,X
OSLIZTJ,O,X,X,X,X,X
OSLIZJT,O,X,X,X,X,X
OSLJTIZ,O,O,O,O,O,X
OSLJTZI,O,O,O,O,O,X
OSLJITZ,X,O,O,O,O,X
OSLJIZT,O,X,O,X,X,X
OSLJZTI,O,O,O,O,O,X
OSLJZIT,O,X,O,X,X,X
OSLZTIJ,O,X,X,O,X,X
OSLZTJI,O,O,O,O,X,X
OSLZITJ,O,X,X,X,X,X
OSLZIJT,O,X,X,X,X,X
OSLZJTI,O,O,O,O,X,X
OSLZJIT,O,X,O,X,X,X
OSJTILZ,X,O,X,O,O,X
OSJTIZL,X,O,O,O,X,X
OSJTLIZ,X,O,O,O,O,X
OSJTLZI,X,O,O,O,O,X
OSJTZIL,X,O,O,O,X,X
OSJTZLI,X,O,O,O,X,X
OSJITLZ,X,O,X,O,X,X
OSJITZL,X,O,O,O,X,X
OSJILTZ,X,O,O,O,X,X
OSJILZT,X,X,O,X,X,X
OSJIZTL,X,X,O,X,X,X
OSJIZLT,X,X,O,X,X,X
OSJLTIZ,X,O,O,O,O,X
OSJLTZI,X,O,O,O,O,X
OSJLITZ,X,O,O,O,O,X
OSJLIZT,X,X,O,X,X,X
OSJLZTI,X,O,O,O,O,X
OSJLZIT,X,X,O,X,X,X
OSJZTIL,X,O,O,O,X,X
OSJZTLI,X,O,O,O,X,X
OSJZITL,X,X,O,X,X,X
OSJZILT,X,X,O,X,X,X
OSJZLTI,X,O,O,O,X,X
OSJZLIT,X,X,O,X,X,X
OSZTILJ,O,X,X,O,X,O
OSZTIJL,O,O,O,O,X,O
OSZTLIJ,O,X,X,O,X,X
OSZTLJI,O,O,O,O,X,X
OSZTJIL,O,O,O,O,X,X
OSZTJLI,O,O,O,O,X,X
OSZITLJ,O,X,X,X,X,O
OSZITJL,O,X,O,X,X,O
OSZILTJ,O,X,X,X,X,O
OSZILJT,O,X,X,X,X,O
OSZIJTL,O,X,O,X,X,O
OSZIJLT,O,X,O,X,X,O
OSZLTIJ,O,X,X,O,X,X
OSZLTJI,O,O,O,O,X,X
OSZLITJ,O,X,X,X,X,X
OSZLIJT,O,X,X,X,X,X
OSZLJTI,O,O,O,O,X,X
OSZLJIT,O,X,O,X,X,X
OSZJTIL,O,O,O,O,X,X
OSZJTLI,O,O,O,O,X,X
OSZJITL,O,X,O,X,X,X
OSZJILT,O,X,O,X,X,X
OSZJLTI,O,O,O,O,X,X
OSZJLIT,O,X,O,X,X,X
OZTILJS,O,X,X,X,O,O
OZTILSJ,O,X,X,O,X,O
OZTIJLS,O,O,O,X,O,O
OZTIJSL,O,O,O,X,X,O
OZTISLJ,O,X,X,O,X,O
OZTISJL,O,O,O,O,X,O
OZTLIJS,O,X,X,X,O,O
OZTLISJ,O,X,X,O,X,O
OZTLJIS,O,X,O,X,O,X
OZTLJSI,O,X,O,X,O,X
OZTLSIJ,O,X,X,O,X,X
OZTLSJI,O,X,O,O,X,X
OZTJILS,O,O,O,X,O,O
OZTJISL,O,O,O,X,X,O
OZTJLIS,O,O,O,X,O,X
OZTJLSI,O,O,O,X,O,X
OZTJSIL,O,O,O,X,X,X
OZTJSLI,O,O,O,X,X,X
OZTSILJ,O,X,X,O,X,O
OZTSIJL,O,O,O,O,X,O
OZTSLIJ,O,X,X,O,X,X
OZTSLJI,O,O,O,O,X,X
OZTSJIL,O,O,O,O,X,X
OZTSJLI,O,O,O,O,X,X
OZITLJS,O,X,X,X,X,O
OZITLSJ,O,X,X,X,X,O
OZITJLS,O,X,O,X,X,O
OZITJSL,O,X,O,X,X,O
OZITSLJ,O,X,X,X,X,O
OZITSJL,O,X,O,X,X,O
OZILTJS,O,X,X,X,X,O
OZILTSJ,O,X,X,X,X,O
OZILJTS,O,X,X,X,X,O
OZILJST,O,X,X,X,X,O
OZILSTJ,O,X,X,X,X,O
OZILSJT,O,X,X,X,X,O
OZIJTLS,X,X,O,X,X,O
OZIJTSL,X,X,O,X,X,O
OZIJLTS,O,X,O,X,X,O
OZIJLST,O,X,X,X,X,O
OZIJSTL,O,X,O,X,X,O
OZIJSLT,O,X,O,X,X,O
OZISTLJ,O,X,X,X,X,O
OZISTJL,O,X,O,X,X,O
OZISLTJ,O,X,X,X,X,O
OZISLJT,O,X,X,X,X,O
OZISJTL,O,X,O,X,X,O
OZISJLT,O,X,O,X,X,O
OZLTIJS,O,X,X,X,O,O
OZLTISJ,O,X,X,O,X,O
OZLTJIS,O,X,O,X,O,X
OZLTJSI,O,X,O,X,O,X
OZLTSIJ,O,X,X,O,X,X
OZLTSJI,O,X,O,O,X,X
OZLITJS,O,X,X,X,X,O
OZLITSJ,O,X,X,X,X,O
OZLIJTS,O,X,X,X,X,O
OZLIJST,O,X,X,X,X,O
OZLISTJ,O,X,X,X,X,O
OZLISJT,O,X,X,X,X,O
OZLJTIS,O,X,O,X,O,X
OZLJTSI,O,X,O,X,O,X
OZLJITS,O,X,O,X,X,X
OZLJIST,O,X,X,X,X,X
OZLJSTI,O,X,O,X,O,X
OZLJSIT,O,X,O,X,X,X
OZLSTIJ,O,X,X,O,X,X
OZLSTJI,O,X,O,O,X,X
OZLSITJ,O,X,X,X,X,X
OZLSIJT,O,X,X,X,X,X
OZLSJTI,O,X,O,O,X,X
OZLSJIT,O,X,O,X,X,X
OZJTILS,O,O,O,X,O,O
OZJTISL,O,O,O,X,X,O
OZJTLIS,O,O,O,X,O,X
OZJTLSI,O,O,O,X,O,X
OZJTSIL,O,O,O,X,X,X
OZJTSLI,O,O,O,X,X,X
OZJITLS,X,X,O,X,X,O
OZJITSL,X,X,O,X,X,O
OZJILTS,O,X,O,X,X,O
OZJILST,O,X,X,X,X,O
OZJISTL,O,X,O,X,X,O
OZJISLT,O,X,O,X,X,O
OZJLTIS,O,O,O,X,O,X
OZJLTSI,O,O,O,X,O,X
OZJLITS,O,X,O,X,X,X
OZJLIST,O,X,X,X,X,X
OZJLSTI,O,X,O,X,O,X
OZJLSIT,O,X,O,X,X,X
OZJSTIL,O,O,O,X,X,X
OZJSTLI,O,O,O,X,X,X
OZJSITL,O,X,O,X,X,X
OZJSILT,O,X,O,X,X,X
OZJSLTI,O,O,O,X,X,X
OZJSLIT,O,X,O,X,X,X
OZSTILJ,O,X,X,O,X,O
OZSTIJL,O,O,O,O,X,O
OZSTLIJ,O,X,X,O,X,X
OZSTLJI,O,O,O,O,X,X
OZSTJIL,O,O,O,O,X,X
OZSTJLI,O,O,O,O,X,X
OZSITLJ,O,X,X,X,X,O
OZSITJL,O,X,O,X,X,O
OZSILTJ,O,X,X,X,X,O
OZSILJT,O,X,X,X,X,O
OZSIJTL,O,X,O,X,X,O
OZSIJLT,O,X,O,X,X,O
OZSLTIJ,O,X,X,O,X,X
OZSLTJI,O,O,O,O,X,X
OZSLITJ,O,X,X,X,X,X
OZSLIJT,O,X,X,X,X,X
OZSLJTI,O,O,O,O,X,X
OZSLJIT,O,X,O,X,X,X
OZSJTIL,O,O,O,O,X,X
OZSJTLI,O,O,O,O,X,X
OZSJITL,O,X,O,X,X,X
OZSJILT,O,X,O,X,X,X
OZSJLTI,O,O,O,O,X,X
OZSJLIT,O,X,O,X,X,X
