sequence,v115@+gA8IeA8IeD8FeC8CeC8JeZEJvhFTgB/mBUiBGjBVt?BywB,v115@+gA8IeA8IeD8FeC8CeC8JeZEJvhFTgBihBGjBUoBFs?B3rB,v115@+gA8IeA8IeD8FeC8CeC8JeZEJvhFigBFiBTjBfsBWt?BUrB,v115@+gA8IeA8IeD8FeC8CeC8JeZEJvhFTgBFiBXjB0mBSt?B2wB,v115@+gA8IeA8IeD8FeC8CeC8JeZEJvhFTgB/mBFiB8nB+o?BywB
ZILOJST,X,O,X,O,X
ZILOSTJ,X,X,X,O,X
ZILOSJT,X,O,X,O,X
ZIJTLSO,X,O,X,O,O
ZIJTLOS,X,O,O,O,O
ZIJTSLO,X,O,X,X,O
ZIJTSOL,X,O,X,X,O
ZIJTOLS,X,O,O,O,O
ZIJTOSL,X,O,X,X,O
ZIJLTSO,X,O,X,O,O
ZIJLTOS,X,O,O,O,O
ZIJLSTO,X,X,O,O,O
ZIJLSOT,X,O,O,O,O
ZIJLOTS,X,O,O,O,O
ZIJLOST,X,O,O,O,O
ZIJSTLO,X,O,O,X,O
ZIJSTOL,X,O,O,X,O
ZIJSLTO,X,X,O,X,O
ZIJSLOT,X,O,O,X,O
ZIJSOTL,X,O,O,X,O
ZIJSOLT,X,O,O,X,O
ZIJOTLS,X,O,O,O,O
ZIJOTSL,X,O,X,X,O
ZIJOLTS,X,O,O,O,O
ZIJOLST,X,O,O,O,O
ZIJOSTL,X,O,O,X,O
ZIJOSLT,X,O,O,X,O
ZISTLJO,O,O,O,O,X
ZISTLOJ,O,O,X,O,X
ZISTJLO,O,O,O,X,X
ZISTJOL,O,O,O,X,X
ZISTOLJ,O,O,X,O,X
ZISTOJL,O,O,X,X,X
ZISLTJO,O,X,O,O,X
ZISLTOJ,O,X,X,O,X
ZISLJTO,X,X,O,O,X
ZISLJOT,X,O,O,O,X
ZISLOTJ,O,X,X,O,X
ZISLOJT,X,O,X,O,X
ZISJTLO,O,O,O,X,O
ZISJTOL,O,O,O,X,O
ZISJLTO,X,X,O,X,O
ZISJLOT,X,O,O,X,O
ZISJOTL,O,O,O,X,O
ZISJOLT,X,O,O,X,O
ZISOTLJ,O,O,X,O,X
ZISOTJL,O,O,X,X,X
ZISOLTJ,O,X,X,O,X
ZISOLJT,X,O,X,O,X
ZISOJTL,O,O,X,X,O
ZISOJLT,X,O,X,X,O
ZIOTLJS,O,O,X,O,X
ZIOTLSJ,O,O,X,O,X
ZIOTJLS,O,O,X,O,X
ZIOTJSL,O,O,X,X,X
ZIOTSLJ,O,O,X,O,X
ZIOTSJL,O,O,X,X,X
ZIOLTJS,X,O,X,O,X
ZIOLTSJ,X,O,X,O,X
ZIOLJTS,X,O,X,O,X
ZIOLJST,X,O,X,O,X
ZIOLSTJ,X,X,X,O,X
ZIOLSJT,X,O,X,O,X
ZIOJTLS,X,O,X,O,O
ZIOJTSL,X,O,X,X,O
ZIOJLTS,X,O,X,O,O
ZIOJLST,X,O,X,O,O
ZIOJSTL,X,O,X,X,O
ZIOJSLT,X,O,X,X,O
ZIOSTLJ,O,O,X,O,X
ZIOSTJL,O,O,X,X,X
ZIOSLTJ,O,X,X,O,X
ZIOSLJT,X,O,X,O,X
ZIOSJTL,O,O,X,X,O
ZIOSJLT,X,O,X,X,O
ZLTIJSO,X,O,X,O,X
ZLTIJOS,X,O,X,O,X
ZLTISJO,X,O,X,O,X
ZLTISOJ,X,O,X,O,X
ZLTIOJS,X,O,X,O,X
ZLTIOSJ,X,O,X,O,X
ZLTJISO,X,O,X,O,X
ZLTJIOS,X,O,X,O,X
ZLTJSIO,X,O,X,O,X
ZLTJSOI,X,O,X,O,X
ZLTJOIS,X,O,X,O,X
ZLTJOSI,X,O,X,O,X
ZLTSIJO,X,O,X,O,X
ZLTSIOJ,X,O,X,O,X
ZLTSJIO,X,O,X,O,X
ZLTSJOI,X,O,X,O,X
ZLTSOIJ,X,O,X,O,X
ZLTSOJI,X,O,X,O,X
ZLTOIJS,X,O,X,O,X
ZLTOISJ,X,O,X,O,X
ZLTOJIS,X,O,X,O,X
ZLTOJSI,X,O,X,O,X
ZLTOSIJ,X,O,X,O,X
ZLTOSJI,X,O,X,O,X
ZLITJSO,X,O,X,O,X
ZLITJOS,X,O,X,O,X
ZLITSJO,X,O,X,O,X
ZLITSOJ,X,O,X,O,X
ZLITOJS,X,O,X,O,X
ZLITOSJ,X,O,X,O,X
ZLIJTSO,X,O,X,O,X
ZLIJTOS,X,O,O,O,X
ZLIJSTO,X,X,O,O,X
ZLIJSOT,X,O,O,O,X
ZLIJOTS,X,O,O,O,X
ZLIJOST,X,O,O,O,X
ZLISTJO,X,X,O,O,X
ZLISTOJ,X,X,X,O,X
ZLISJTO,X,X,O,O,X
ZLISJOT,X,O,O,O,X
ZLISOTJ,X,X,X,O,X
ZLISOJT,X,O,X,O,X
ZLIOTJS,X,O,X,O,X
ZLIOTSJ,X,O,X,O,X
ZLIOJTS,X,O,X,O,X
ZLIOJST,X,O,X,O,X
ZLIOSTJ,X,X,X,O,X
ZLIOSJT,X,O,X,O,X
ZLJTISO,X,O,X,O,X
ZLJTIOS,X,O,O,O,X
ZLJTSIO,X,O,X,O,X
ZLJTSOI,X,O,X,O,X
ZLJTOIS,X,O,O,O,X
ZLJTOSI,X,O,X,O,X
ZLJITSO,X,O,X,O,X
ZLJITOS,X,O,O,O,X
ZLJISTO,X,X,O,O,X
ZLJISOT,X,O,O,O,X
ZLJIOTS,X,O,O,O,X
ZLJIOST,X,O,O,O,X
ZLJSTIO,X,X,O,O,X
ZLJSTOI,X,X,O,O,X
ZLJSITO,X,X,O,O,X
ZLJSIOT,X,O,O,O,X
ZLJSOTI,X,X,O,O,X
ZLJSOIT,X,O,O,O,X
ZLJOTIS,X,O,O,O,X
ZLJOTSI,X,O,X,O,X
ZLJOITS,X,O,O,O,X
ZLJOIST,X,O,O,O,X
ZLJOSTI,X,X,O,O,X
ZLJOSIT,X,O,O,O,X
ZLSTIJO,X,X,O,O,X
ZLSTIOJ,X,X,X,O,X
ZLSTJIO,X,X,O,O,X
ZLSTJOI,X,X,O,O,X
ZLSTOIJ,X,X,X,O,X
ZLSTOJI,X,X,X,O,X
ZLSITJO,X,X,O,O,X
ZLSITOJ,X,X,X,O,X
ZLSIJTO,X,X,O,O,X
ZLSIJOT,X,O,O,O,X
ZLSIOTJ,X,X,X,O,X
ZLSIOJT,X,O,X,O,X
ZLSJTIO,X,X,O,O,X
ZLSJTOI,X,X,O,O,X
ZLSJITO,X,X,O,O,X
ZLSJIOT,X,O,O,O,X
ZLSJOTI,X,X,O,O,X
ZLSJOIT,X,O,O,O,X
ZLSOTIJ,X,X,X,O,X
ZLSOTJI,X,X,X,O,X
ZLSOITJ,X,X,X,O,X
ZLSOIJT,X,O,X,O,X
ZLSOJTI,X,X,X,O,X
ZLSOJIT,X,O,X,O,X
ZLOTIJS,X,O,X,O,X
ZLOTISJ,X,O,X,O,X
ZLOTJIS,X,O,X,O,X
ZLOTJSI,X,O,X,O,X
ZLOTSIJ,X,O,X,O,X
ZLOTSJI,X,O,X,O,X
ZLOITJS,X,O,X,O,X
ZLOITSJ,X,O,X,O,X
ZLOIJTS,X,O,X,O,X
ZLOIJST,X,O,X,O,X
ZLOISTJ,X,X,X,O,X
ZLOISJT,X,O,X,O,X
ZLOJTIS,X,O,X,O,X
ZLOJTSI,X,O,X,O,X
ZLOJITS,X,O,X,O,X
ZLOJIST,X,O,X,O,X
ZLOJSTI,X,X,X,O,X
ZLOJSIT,X,O,X,O,X
ZLOSTIJ,X,X,X,O,X
ZLOSTJI,X,X,X,O,X
ZLOSITJ,X,X,X,O,X
ZLOSIJT,X,O,X,O,X
ZLOSJTI,X,X,X,O,X
ZLOSJIT,X,O,X,O,X
ZJTILSO,X,O,X,O,O
ZJTILOS,X,O,O,O,O
ZJTISLO,X,O,X,X,O
ZJTISOL,X,O,X,X,O
ZJTIOLS,X,O,O,O,O
ZJTIOSL,X,O,X,X,O
ZJTLISO,X,O,X,O,O
ZJTLIOS,X,O,O,O,O
ZJTLSIO,X,O,X,O,O
ZJTLSOI,X,O,X,O,O
ZJTLOIS,X,O,O,O,O
ZJTLOSI,X,O,X,O,O
ZJTSILO,X,O,X,X,O
ZJTSIOL,X,O,X,X,O
ZJTSLIO,X,O,X,X,O
ZJTSLOI,X,O,X,X,O
ZJTSOIL,X,O,X,X,O
ZJTSOLI,X,O,X,X,O
ZJTOILS,X,O,O,O,O
ZJTOISL,X,O,X,X,O
ZJTOLIS,X,O,O,O,O
ZJTOLSI,X,O,X,O,O
ZJTOSIL,X,O,X,X,O
ZJTOSLI,X,O,X,X,O
ZJITLSO,X,O,X,O,O
ZJITLOS,X,O,O,O,O
ZJITSLO,X,O,X,X,O
ZJITSOL,X,O,X,X,O
ZJITOLS,X,O,O,O,O
ZJITOSL,X,O,X,X,O
ZJILTSO,X,O,X,O,O
ZJILTOS,X,O,O,O,O
ZJILSTO,X,X,O,O,O
ZJILSOT,X,O,O,O,O
ZJILOTS,X,O,O,O,O
ZJILOST,X,O,O,O,O
ZJISTLO,X,O,O,X,O
ZJISTOL,X,O,O,X,O
ZJISLTO,X,X,O,X,O
ZJISLOT,X,O,O,X,O
ZJISOTL,X,O,O,X,O
ZJISOLT,X,O,O,X,O
ZJIOTLS,X,O,O,O,O
ZJIOTSL,X,O,X,X,O
ZJIOLTS,X,O,O,O,O
ZJIOLST,X,O,O,O,O
ZJIOSTL,X,O,O,X,O
ZJIOSLT,X,O,O,X,O
ZJLTISO,X,O,X,O,O
ZJLTIOS,X,O,O,O,O
ZJLTSIO,X,O,X,O,O
ZJLTSOI,X,O,X,O,O
ZJLTOIS,X,O,O,O,O
ZJLTOSI,X,O,X,O,O
ZJLITSO,X,O,X,O,O
ZJLITOS,X,O,O,O,O
ZJLISTO,X,X,O,O,O
ZJLISOT,X,O,O,O,O
ZJLIOTS,X,O,O,O,O
ZJLIOST,X,O,O,O,O
ZJLSTIO,X,X,O,O,O
ZJLSTOI,X,X,O,O,O
ZJLSITO,X,X,O,O,O
ZJLSIOT,X,O,O,O,O
ZJLSOTI,X,X,O,O,O
ZJLSOIT,X,O,O,O,O
ZJLOTIS,X,O,O,O,O
ZJLOTSI,X,O,X,O,O
ZJLOITS,X,O,O,O,O
ZJLOIST,X,O,O,O,O
ZJLOSTI,X,X,O,O,O
ZJLOSIT,X,O,O,O,O
ZJSTILO,X,O,O,X,O
ZJSTIOL,X,O,O,X,O
ZJSTLIO,X,O,O,X,O
ZJSTLOI,X,O,O,X,O
ZJSTOIL,X,O,O,X,O
ZJSTOLI,X,O,O,X,O
ZJSITLO,X,O,O,X,O
ZJSITOL,X,O,O,X,O
ZJSILTO,X,X,O,X,O
ZJSILOT,X,O,O,X,O
ZJSIOTL,X,O,O,X,O
ZJSIOLT,X,O,O,X,O
ZJSLTIO,X,X,O,X,O
ZJSLTOI,X,X,O,X,O
ZJSLITO,X,X,O,X,O
ZJSLIOT,X,O,O,X,O
ZJSLOTI,X,X,O,X,O
ZJSLOIT,X,O,O,X,O
ZJSOTIL,X,O,O,X,O
ZJSOTLI,X,O,O,X,O
ZJSOITL,X,O,O,X,O
ZJSOILT,X,O,O,X,O
ZJSOLTI,X,X,O,X,O
ZJSOLIT,X,O,O,X,O
ZJOTILS,X,O,O,O,O
ZJOTISL,X,O,X,X,O
ZJOTLIS,X,O,O,O,O
ZJOTLSI,X,O,X,O,O
ZJOTSIL,X,O,X,X,O
ZJOTSLI,X,O,X,X,O
ZJOITLS,X,O,O,O,O
ZJOITSL,X,O,X,X,O
ZJOILTS,X,O,O,O,O
ZJOILST,X,O,O,O,O
ZJOISTL,X,O,O,X,O
ZJOISLT,X,O,O,X,O
ZJOLTIS,X,O,O,O,O
ZJOLTSI,X,O,X,O,O
ZJOLITS,X,O,O,O,O
ZJOLIST,X,O,O,O,O
ZJOLSTI,X,X,O,O,O
ZJOLSIT,X,O,O,O,O
ZJOSTIL,X,O,O,X,O
ZJOSTLI,X,O,O,X,O
ZJOSITL,X,O,O,X,O
ZJOSILT,X,O,O,X,O
ZJOSLTI,X,X,O,X,O
ZJOSLIT,X,O,O,X,O
ZSTILJO,O,O,O,O,X
ZSTILOJ,O,O,X,O,X
ZSTIJLO,O,O,O,X,X
ZSTIJOL,O,O,O,X,X
ZSTIOLJ,O,O,X,O,X
ZSTIOJL,O,O,X,X,X
ZSTLIJO,O,O,O,O,X
ZSTLIOJ,O,O,X,O,X
ZSTLJIO,O,O,O,O,X
ZSTLJOI,O,O,O,O,X
ZSTLOIJ,O,O,X,O,X
ZSTLOJI,O,O,X,O,X
ZSTJILO,O,O,O,X,X
ZSTJIOL,O,O,O,X,X
ZSTJLIO,O,O,O,X,X
ZSTJLOI,O,O,O,X,X
ZSTJOIL,O,O,O,X,X
ZSTJOLI,O,O,O,X,X
ZSTOILJ,O,O,X,O,X
ZSTOIJL,O,O,X,X,X
ZSTOLIJ,O,O,X,O,X
ZSTOLJI,O,O,X,O,X
ZSTOJIL,O,O,X,X,X
ZSTOJLI,O,O,X,X,X
ZSITLJO,O,O,O,O,X
ZSITLOJ,O,O,X,O,X
ZSITJLO,O,O,O,X,X
ZSITJOL,O,O,O,X,X
ZSITOLJ,O,O,X,O,X
ZSITOJL,O,O,X,X,X
ZSILTJO,O,X,O,O,X
ZSILTOJ,O,X,X,O,X
ZSILJTO,X,X,O,O,X
ZSILJOT,X,O,O,O,X
ZSILOTJ,O,X,X,O,X
ZSILOJT,X,O,X,O,X
ZSIJTLO,O,O,O,X,O
ZSIJTOL,O,O,O,X,O
ZSIJLTO,X,X,O,X,O
ZSIJLOT,X,O,O,X,O
ZSIJOTL,O,O,O,X,O
ZSIJOLT,X,O,O,X,O
ZSIOTLJ,O,O,X,O,X
ZSIOTJL,O,O,X,X,X
ZSIOLTJ,O,X,X,O,X
ZSIOLJT,X,O,X,O,X
ZSIOJTL,O,O,X,X,O
ZSIOJLT,X,O,X,X,O
ZSLTIJO,O,X,O,O,X
ZSLTIOJ,O,X,X,O,X
ZSLTJIO,O,X,O,O,X
ZSLTJOI,O,X,O,O,X
ZSLTOIJ,O,X,X,O,X
ZSLTOJI,O,X,X,O,X
ZSLITJO,O,X,O,O,X
ZSLITOJ,O,X,X,O,X
ZSLIJTO,X,X,O,O,X
ZSLIJOT,X,O,O,O,X
ZSLIOTJ,O,X,X,O,X
ZSLIOJT,X,O,X,O,X
ZSLJTIO,X,X,O,O,X
ZSLJTOI,X,X,O,O,X
ZSLJITO,X,X,O,O,X
ZSLJIOT,X,O,O,O,X
ZSLJOTI,X,X,O,O,X
ZSLJOIT,X,O,O,O,X
ZSLOTIJ,O,X,X,O,X
ZSLOTJI,O,X,X,O,X
ZSLOITJ,O,X,X,O,X
ZSLOIJT,X,O,X,O,X
ZSLOJTI,X,X,X,O,X
ZSLOJIT,X,O,X,O,X
ZSJTILO,O,O,O,X,O
ZSJTIOL,O,O,O,X,O
ZSJTLIO,O,O,O,X,O
ZSJTLOI,O,O,O,X,O
ZSJTOIL,O,O,O,X,O
ZSJTOLI,O,O,O,X,O
ZSJITLO,O,O,O,X,O
ZSJITOL,O,O,O,X,O
ZSJILTO,X,X,O,X,O
ZSJILOT,X,O,O,X,O
ZSJIOTL,O,O,O,X,O
ZSJIOLT,X,O,O,X,O
ZSJLTIO,X,X,O,X,O
ZSJLTOI,X,X,O,X,O
ZSJLITO,X,X,O,X,O
ZSJLIOT,X,O,O,X,O
ZSJLOTI,X,X,O,X,O
ZSJLOIT,X,O,O,X,O
ZSJOTIL,O,O,O,X,O
ZSJOTLI,O,O,O,X,O
ZSJOITL,O,O,O,X,O
ZSJOILT,X,O,O,X,O
ZSJOLTI,X,X,O,X,O
ZSJOLIT,X,O,O,X,O
ZSOTILJ,O,O,X,O,X
ZSOTIJL,O,O,X,X,X
ZSOTLIJ,O,O,X,O,X
ZSOTLJI,O,O,X,O,X
ZSOTJIL,O,O,X,X,X
ZSOTJLI,O,O,X,X,X
ZSOITLJ,O,O,X,O,X
ZSOITJL,O,O,X,X,X
ZSOILTJ,O,X,X,O,X
ZSOILJT,X,O,X,O,X
ZSOIJTL,O,O,X,X,O
ZSOIJLT,X,O,X,X,O
ZSOLTIJ,O,X,X,O,X
ZSOLTJI,O,X,X,O,X
ZSOLITJ,O,X,X,O,X
ZSOLIJT,X,O,X,O,X
ZSOLJTI,X,X,X,O,X
ZSOLJIT,X,O,X,O,X
ZSOJTIL,O,O,X,X,O
ZSOJTLI,O,O,X,X,O
ZSOJITL,O,O,X,X,O
ZSOJILT,X,O,X,X,O
ZSOJLTI,X,X,X,X,O
ZSOJLIT,X,O,X,X,O
ZOTILJS,O,O,X,O,X
ZOTILSJ,O,O,X,O,X
ZOTIJLS,O,O,X,O,X
ZOTIJSL,O,O,X,X,X
ZOTISLJ,O,O,X,O,X
ZOTISJL,O,O,X,X,X
ZOTLIJS,O,O,X,O,X
ZOTLISJ,O,O,X,O,X
ZOTLJIS,O,O,X,O,X
ZOTLJSI,O,O,X,O,X
ZOTLSIJ,O,O,X,O,X
ZOTLSJI,O,O,X,O,X
ZOTJILS,O,O,X,O,X
ZOTJISL,O,O,X,X,X
ZOTJLIS,O,O,X,O,X
ZOTJLSI,O,O,X,O,X
ZOTJSIL,O,O,X,X,X
ZOTJSLI,O,O,X,X,X
ZOTSILJ,O,O,X,O,X
ZOTSIJL,O,O,X,X,X
ZOTSLIJ,O,O,X,O,X
ZOTSLJI,O,O,X,O,X
ZOTSJIL,O,O,X,X,X
ZOTSJLI,O,O,X,X,X
ZOITLJS,O,O,X,O,X
ZOITLSJ,O,O,X,O,X
ZOITJLS,O,O,X,O,X
ZOITJSL,O,O,X,X,X
ZOITSLJ,O,O,X,O,X
ZOITSJL,O,O,X,X,X
ZOILTJS,X,O,X,O,X
ZOILTSJ,X,O,X,O,X
ZOILJTS,X,O,X,O,X
ZOILJST,X,O,X,O,X
ZOILSTJ,X,X,X,O,X
ZOILSJT,X,O,X,O,X
ZOIJTLS,X,O,X,O,O
ZOIJTSL,X,O,X,X,O
ZOIJLTS,X,O,X,O,O
ZOIJLST,X,O,X,O,O
ZOIJSTL,X,O,X,X,O
ZOIJSLT,X,O,X,X,O
ZOISTLJ,O,O,X,O,X
ZOISTJL,O,O,X,X,X
ZOISLTJ,O,X,X,O,X
ZOISLJT,X,O,X,O,X
ZOISJTL,O,O,X,X,O
ZOISJLT,X,O,X,X,O
ZOLTIJS,X,O,X,O,X
ZOLTISJ,X,O,X,O,X
ZOLTJIS,X,O,X,O,X
ZOLTJSI,X,O,X,O,X
ZOLTSIJ,X,O,X,O,X
ZOLTSJI,X,O,X,O,X
ZOLITJS,X,O,X,O,X
ZOLITSJ,X,O,X,O,X
ZOLIJTS,X,O,X,O,X
ZOLIJST,X,O,X,O,X
ZOLISTJ,X,X,X,O,X
ZOLISJT,X,O,X,O,X
ZOLJTIS,X,O,X,O,X
ZOLJTSI,X,O,X,O,X
ZOLJITS,X,O,X,O,X
ZOLJIST,X,O,X,O,X
ZOLJSTI,X,X,X,O,X
ZOLJSIT,X,O,X,O,X
ZOLSTIJ,X,X,X,O,X
ZOLSTJI,X,X,X,O,X
ZOLSITJ,X,X,X,O,X
ZOLSIJT,X,O,X,O,X
ZOLSJTI,X,X,X,O,X
ZOLSJIT,X,O,X,O,X
ZOJTILS,X,O,X,O,O
ZOJTISL,X,O,X,X,O
ZOJTLIS,X,O,X,O,O
ZOJTLSI,X,O,X,O,O
ZOJTSIL,X,O,X,X,O
ZOJTSLI,X,O,X,X,O
ZOJITLS,X,O,X,O,O
ZOJITSL,X,O,X,X,O
ZOJILTS,X,O,X,O,O
ZOJILST,X,O,X,O,O
ZOJISTL,X,O,X,X,O
ZOJISLT,X,O,X,X,O
ZOJLTIS,X,O,X,O,O
ZOJLTSI,X,O,X,O,O
ZOJLITS,X,O,X,O,O
ZOJLIST,X,O,X,O,O
ZOJLSTI,X,X,X,O,O
ZOJLSIT,X,O,X,O,O
ZOJSTIL,X,O,X,X,O
ZOJSTLI,X,O,X,X,O
ZOJSITL,X,O,X,X,O
ZOJSILT,X,O,X,X,O
ZOJSLTI,X,X,X,X,O
ZOJSLIT,X,O,X,X,O
ZOSTILJ,O,O,X,O,X
ZOSTIJL,O,O,X,X,X
ZOSTLIJ,O,O,X,O,X
ZOSTLJI,O,O,X,O,X
ZOSTJIL,O,O,X,X,X
ZOSTJLI,O,O,X,X,X
ZOSITLJ,O,O,X,O,X
ZOSITJL,O,O,X,X,X
ZOSILTJ,O,X,X,O,X
ZOSILJT,X,O,X,O,X
ZOSIJTL,O,O,X,X,O
ZOSIJLT,X,O,X,X,O
ZOSLTIJ,O,X,X,O,X
ZOSLTJI,O,X,X,O,X
ZOSLITJ,O,X,X,O,X
ZOSLIJT,X,O,X,O,X
ZOSLJTI,X,X,X,O,X
ZOSLJIT,X,O,X,O,X
ZOSJTIL,O,O,X,X,O
ZOSJTLI,O,O,X,X,O
ZOSJITL,O,O,X,X,O
ZOSJILT,X,O,X,X,O
ZOSJLTI,X,X,X,X,O
ZOSJLIT,X,O,X,X,O
OTILJSZ,O,X,X,X,X
OTILJZS,O,O,X,X,X
OTILSJZ,O,X,X,X,X
OTILSZJ,O,O,X,O,X
OTILZJS,O,O,X,O,X
OTILZSJ,O,O,X,O,X
OTIJLSZ,O,X,X,X,X
OTIJLZS,O,O,X,X,X
OTIJSLZ,O,X,X,X,X
OTIJSZL,O,X,X,X,O
OTIJZLS,O,O,X,X,O
OTIJZSL,O,O,X,X,O
OTISLJZ,O,X,X,X,X
OTISLZJ,O,O,X,X,X
OTISJLZ,O,X,X,X,X
OTISJZL,O,X,X,X,O
OTISZLJ,O,O,X,X,X
OTISZJL,O,O,X,X,X
OTIZLJS,O,O,X,O,X
OTIZLSJ,O,O,X,O,X
OTIZJLS,O,O,X,O,X
OTIZJSL,O,O,X,X,X
OTIZSLJ,O,O,X,O,X
OTIZSJL,O,O,X,X,X
OTLIJSZ,O,X,X,X,X
OTLIJZS,O,O,X,X,X
OTLISJZ,O,X,X,X,X
OTLISZJ,O,O,X,O,X
OTLIZJS,O,O,X,O,X
OTLIZSJ,O,O,X,O,X
OTLJISZ,O,X,X,X,X
OTLJIZS,O,O,X,X,X
OTLJSIZ,O,X,X,X,X
OTLJSZI,O,X,X,X,X
OTLJZIS,O,O,X,X,X
OTLJZSI,O,O,X,X,X
OTLSIJZ,O,X,X,X,X
OTLSIZJ,O,O,X,O,X
OTLSJIZ,O,X,X,X,X
OTLSJZI,O,X,X,X,X
OTLSZIJ,O,O,X,O,X
OTLSZJI,O,O,X,O,X
OTLZIJS,O,O,X,O,X
OTLZISJ,O,O,X,O,X
OTLZJIS,O,O,X,O,X
OTLZJSI,O,O,X,O,X
OTLZSIJ,O,O,X,O,X
OTLZSJI,O,O,X,O,X
OTJILSZ,O,X,X,X,X
OTJILZS,O,O,X,X,X
OTJISLZ,O,X,X,X,X
OTJISZL,O,X,X,X,O
OTJIZLS,O,O,X,X,O
OTJIZSL,O,O,X,X,O
OTJLISZ,O,X,X,X,X
OTJLIZS,O,O,X,X,X
OTJLSIZ,O,X,X,X,X
OTJLSZI,O,X,X,X,X
OTJLZIS,O,O,X,X,X
OTJLZSI,O,O,X,X,X
OTJSILZ,O,X,X,X,X
OTJSIZL,O,X,X,X,O
OTJSLIZ,O,X,X,X,X
OTJSLZI,O,X,X,X,X
OTJSZIL,O,X,X,X,O
OTJSZLI,O,X,X,X,O
OTJZILS,O,O,X,X,O
OTJZISL,O,O,X,X,O
OTJZLIS,O,O,X,X,O
OTJZLSI,O,O,X,X,O
OTJZSIL,O,O,X,X,O
OTJZSLI,O,O,X,X,O
OTSILJZ,O,X,X,X,X
OTSILZJ,O,O,X,X,X
OTSIJLZ,O,X,X,X,X
OTSIJZL,O,X,X,X,O
OTSIZLJ,O,O,X,X,X
OTSIZJL,O,O,X,X,X
OTSLIJZ,O,X,X,X,X
OTSLIZJ,O,O,X,X,X
OTSLJIZ,O,X,X,X,X
OTSLJZI,O,X,X,X,X
OTSLZIJ,O,O,X,X,X
OTSLZJI,O,O,X,X,X
OTSJILZ,O,X,X,X,X
OTSJIZL,O,X,X,X,O
OTSJLIZ,O,X,X,X,X
OTSJLZI,O,X,X,X,X
OTSJZIL,O,X,X,X,O
OTSJZLI,O,X,X,X,O
OTSZILJ,O,O,X,X,X
OTSZIJL,O,O,X,X,X
OTSZLIJ,O,O,X,X,X
OTSZLJI,O,O,X,X,X
OTSZJIL,O,O,X,X,X
OTSZJLI,O,O,X,X,X
OTZILJS,O,O,X,O,X
OTZILSJ,O,O,X,O,X
OTZIJLS,O,O,X,O,X
OTZIJSL,O,O,X,X,X
OTZISLJ,O,O,X,O,X
OTZISJL,O,O,X,X,X
OTZLIJS,O,O,X,O,X
OTZLISJ,O,O,X,O,X
OTZLJIS,O,O,X,O,X
OTZLJSI,O,O,X,O,X
OTZLSIJ,O,O,X,O,X
OTZLSJI,O,O,X,O,X
OTZJILS,O,O,X,O,X
OTZJISL,O,O,X,X,X
OTZJLIS,O,O,X,O,X
OTZJLSI,O,O,X,O,X
OTZJSIL,O,O,X,X,X
OTZJSLI,O,O,X,X,X
OTZSILJ,O,O,X,O,X
OTZSIJL,O,O,X,X,X
OTZSLIJ,O,O,X,O,X
OTZSLJI,O,O,X,O,X
OTZSJIL,O,O,X,X,X
OTZSJLI,O,O,X,X,X
OITLJSZ,O,X,X,X,X
OITLJZS,O,O,X,X,X
OITLSJZ,O,X,X,X,X
OITLSZJ,O,O,X,O,X
OITLZJS,O,O,X,O,X
OITLZSJ,O,O,X,O,X
OITJLSZ,O,X,X,X,X
OITJLZS,O,O,X,X,X
OITJSLZ,O,X,X,X,X
OITJSZL,O,X,X,X,O
OITJZLS,O,O,X,X,O
OITJZSL,O,O,X,X,O
OITSLJZ,O,X,X,X,X
OITSLZJ,O,O,X,X,X
OITSJLZ,O,X,X,X,X
OITSJZL,O,X,X,X,O
OITSZLJ,O,O,X,X,X
OITSZJL,O,O,X,X,X
OITZLJS,O,O,X,O,X
OITZLSJ,O,O,X,O,X
OITZJLS,O,O,X,O,X
OITZJSL,O,O,X,X,X
OITZSLJ,O,O,X,O,X
OITZSJL,O,O,X,X,X
OILTJSZ,O,X,X,X,X
OILTJZS,O,O,X,X,X
OILTSJZ,O,X,X,X,X
OILTSZJ,O,O,X,O,X
OILTZJS,O,O,X,O,X
OILTZSJ,O,O,X,O,X
OILJTSZ,X,X,O,X,X
OILJTZS,X,O,O,X,X
OILJSTZ,X,X,O,X,X
OILJSZT,X,X,O,O,O
OILJZTS,X,O,O,O,O
OILJZST,X,O,O,O,O
OILSTJZ,O,X,O,X,X
OILSTZJ,O,O,X,O,X
OILSJTZ,X,X,O,X,X
OILSJZT,X,X,O,O,O
OILSZTJ,O,X,X,O,X
OILSZJT,X,O,X,O,X
OILZTJS,X,O,X,O,X
OILZTSJ,X,O,X,O,X
OILZJTS,X,O,X,O,X
OILZJST,X,O,X,O,X
OILZSTJ,X,X,X,O,X
OILZSJT,X,O,X,O,X
OIJTLSZ,O,X,O,X,X
OIJTLZS,O,O,O,X,X
OIJTSLZ,O,X,O,X,X
OIJTSZL,O,X,O,X,O
OIJTZLS,O,O,O,X,O
OIJTZSL,O,O,X,X,O
OIJLTSZ,X,X,O,X,X
OIJLTZS,X,O,O,X,X
OIJLSTZ,X,X,O,X,X
OIJLSZT,X,X,O,O,O
OIJLZTS,X,O,O,O,O
OIJLZST,X,O,O,O,O
OIJSTLZ,O,X,O,X,X
OIJSTZL,O,X,O,X,O
OIJSLTZ,X,X,O,X,X
OIJSLZT,X,X,O,X,O
OIJSZTL,O,X,O,X,O
OIJSZLT,X,X,O,X,O
