sequence,v115@OhA8CeB8DeC8AeC8CeC8Jex/IvhF/mBFiBTjBOpB0l?BywB,v115@OhA8CeB8DeC8AeC8CeC8JeZEJvhFCgBXiBTjBllB0m?B2wB,v115@OhA8CeB8DeC8AeC8CeC8JeZEJvhFCgB2mBTjB0lB3r?BFsB,v115@OhA8CeB8DeC8AeC8CeC8Jex/IvhF0hBTjBOpBllBir?BXsB
ZOTJISL,O,O,X,O
ZOTJLIS,O,O,O,O
ZOTJLSI,O,O,X,O
ZOTJSIL,O,O,X,O
ZOTJSLI,O,O,X,O
ZOTSILJ,O,O,O,X
ZOTSIJL,O,X,O,X
ZOTSLIJ,O,O,O,X
ZOTSLJI,O,X,O,X
ZOTSJIL,O,X,O,O
ZOTSJLI,O,X,O,O
ZOITLJS,X,O,O,X
ZOITLSJ,O,O,O,X
ZOITJLS,X,O,O,X
ZOITJSL,X,O,X,X
ZOITSLJ,O,O,O,X
ZOITSJL,O,X,O,X
ZOILTJS,X,O,O,X
ZOILTSJ,O,O,O,X
ZOILJTS,O,X,O,X
ZOILJST,O,X,O,X
ZOILSTJ,O,X,O,X
ZOILSJT,O,X,O,X
ZOIJTLS,O,O,O,X
ZOIJTSL,O,O,X,X
ZOIJLTS,O,X,O,X
ZOIJLST,O,X,O,X
ZOIJSTL,O,O,O,X
ZOIJSLT,O,X,O,X
ZOISTLJ,O,O,O,X
ZOISTJL,O,X,O,X
ZOISLTJ,O,X,O,X
ZOISLJT,O,X,O,X
ZOISJTL,O,O,O,X
ZOISJLT,O,X,O,X
ZOLTIJS,X,O,O,O
ZOLTISJ,O,O,O,X
ZOLTJIS,O,O,O,O
ZOLTJSI,O,O,X,O
ZOLTSIJ,O,O,O,X
ZOLTSJI,O,X,O,O
ZOLITJS,X,O,O,O
ZOLITSJ,O,O,O,X
ZOLIJTS,O,X,O,O
ZOLIJST,O,X,O,X
ZOLISTJ,O,X,O,X
ZOLISJT,O,X,O,X
ZOLJTIS,O,X,O,O
ZOLJTSI,O,X,X,O
ZOLJITS,O,X,O,O
ZOLJIST,O,X,O,X
ZOLJSTI,O,X,O,O
ZOLJSIT,O,X,O,X
ZOLSTIJ,O,X,O,X
ZOLSTJI,O,X,O,O
ZOLSITJ,O,X,O,X
ZOLSIJT,O,X,O,X
ZOLSJTI,O,X,O,O
ZOLSJIT,O,X,O,X
ZOJTILS,O,O,O,O
ZOJTISL,O,O,X,O
ZOJTLIS,O,O,O,O
ZOJTLSI,O,O,X,O
ZOJTSIL,O,O,X,O
ZOJTSLI,O,O,X,O
ZOJITLS,O,O,O,O
ZOJITSL,O,O,X,O
ZOJILTS,O,X,O,X
ZOJILST,O,X,O,X
ZOJISTL,O,O,O,X
ZOJISLT,O,X,O,X
ZOJLTIS,O,X,O,O
ZOJLTSI,O,X,X,O
ZOJLITS,O,X,O,O
ZOJLIST,O,X,O,X
ZOJLSTI,O,X,O,O
ZOJLSIT,O,X,O,X
ZOJSTIL,O,O,O,X
ZOJSTLI,O,O,O,X
ZOJSITL,O,O,O,X
ZOJSILT,O,X,O,X
ZOJSLTI,O,X,O,X
ZOJSLIT,O,X,O,X
ZOSTILJ,O,O,O,X
ZOSTIJL,O,X,O,X
ZOSTLIJ,O,O,O,X
ZOSTLJI,O,X,O,X
ZOSTJIL,O,X,O,X
ZOSTJLI,O,X,O,X
ZOSITLJ,O,O,O,X
ZOSITJL,O,X,O,X
ZOSILTJ,O,X,O,X
ZOSILJT,O,X,O,X
ZOSIJTL,O,O,O,X
ZOSIJLT,O,X,O,X
ZOSLTIJ,O,X,O,X
ZOSLTJI,O,X,O,X
ZOSLITJ,O,X,O,X
ZOSLIJT,O,X,O,X
ZOSLJTI,O,X,O,X
ZOSLJIT,O,X,O,X
ZOSJTIL,O,O,O,X
ZOSJTLI,O,O,O,X
ZOSJITL,O,O,O,X
ZOSJILT,O,X,O,X
ZOSJLTI,O,X,O,X
ZOSJLIT,O,X,O,X
OTILJSZ,O,O,X,O
OTILJZS,X,O,X,O
OTILSJZ,O,O,X,X
OTILSZJ,X,O,O,X
OTILZJS,X,O,O,O
OTILZSJ,X,O,O,X
OTIJLSZ,O,O,X,O
OTIJLZS,X,O,X,O
OTIJSLZ,X,O,X,O
OTIJSZL,X,O,X,O
OTIJZLS,X,O,X,O
OTIJZSL,X,O,X,O
OTISLJZ,X,O,X,X
OTISLZJ,X,O,O,X
OTISJLZ,X,O,X,X
OTISJZL,X,O,X,X
OTISZLJ,X,O,O,X
OTISZJL,X,X,O,X
OTIZLJS,X,O,O,X
OTIZLSJ,X,O,O,X
OTIZJLS,X,O,O,O
OTIZJSL,X,O,X,O
OTIZSLJ,X,O,O,X
OTIZSJL,X,X,O,X
OTLIJSZ,O,O,X,O
OTLIJZS,X,O,X,O
OTLISJZ,O,O,X,X
OTLISZJ,X,O,O,X
OTLIZJS,X,O,O,O
OTLIZSJ,X,O,O,X
OTLJISZ,O,O,X,O
OTLJIZS,O,O,X,O
OTLJSIZ,O,O,X,O
OTLJSZI,O,O,X,O
OTLJZIS,O,O,X,O
OTLJZSI,O,O,X,O
OTLSIJZ,O,O,X,X
OTLSIZJ,X,O,O,X
OTLSJIZ,O,O,X,O
OTLSJZI,O,O,X,O
OTLSZIJ,X,O,O,X
OTLSZJI,O,X,O,O
OTLZIJS,X,O,O,O
OTLZISJ,O,O,O,X
OTLZJIS,O,O,O,O
OTLZJSI,O,O,X,O
OTLZSIJ,O,O,O,X
OTLZSJI,O,X,O,O
OTJILSZ,O,O,X,O
OTJILZS,O,O,X,O
OTJISLZ,X,O,X,O
OTJISZL,X,O,X,O
OTJIZLS,O,O,X,O
OTJIZSL,O,O,X,O
OTJLISZ,O,O,X,O
OTJLIZS,O,O,X,O
OTJLSIZ,O,O,X,O
OTJLSZI,O,O,X,O
OTJLZIS,O,O,X,O
OTJLZSI,O,O,X,O
OTJSILZ,X,O,X,O
OTJSIZL,X,O,X,O
OTJSLIZ,O,O,X,O
OTJSLZI,O,O,X,O
OTJSZIL,X,O,X,O
OTJSZLI,X,O,X,O
OTJZILS,O,O,X,O
OTJZISL,O,O,X,O
OTJZLIS,O,O,X,O
OTJZLSI,O,O,X,O
OTJZSIL,O,O,X,O
OTJZSLI,O,O,X,O
OTSILJZ,X,O,X,X
OTSILZJ,X,O,O,X
OTSIJLZ,X,O,X,X
OTSIJZL,X,O,X,X
OTSIZLJ,X,O,O,X
OTSIZJL,X,X,O,X
OTSLIJZ,O,O,X,X
OTSLIZJ,X,O,O,X
OTSLJIZ,O,O,X,O
OTSLJZI,O,O,X,O
OTSLZIJ,X,O,O,X
OTSLZJI,O,X,O,O
OTSJILZ,X,O,X,O
OTSJIZL,X,O,X,O
OTSJLIZ,O,O,X,O
OTSJLZI,O,O,X,O
OTSJZIL,X,O,X,O
OTSJZLI,X,O,X,O
OTSZILJ,X,O,O,X
OTSZIJL,X,X,O,X
OTSZLIJ,X,O,O,X
OTSZLJI,X,X,O,X
OTSZJIL,X,X,O,O
OTSZJLI,X,X,O,O
OTZILJS,X,O,O,X
OTZILSJ,O,O,O,X
OTZIJLS,X,O,O,O
OTZIJSL,X,O,X,O
OTZISLJ,O,O,O,X
OTZISJL,O,X,O,X
OTZLIJS,X,O,O,O
OTZLISJ,O,O,O,X
OTZLJIS,O,O,O,O
OTZLJSI,O,O,X,O
OTZLSIJ,O,O,O,X
OTZLSJI,O,X,O,O
OTZJILS,O,O,O,O
OTZJISL,O,O,X,O
OTZJLIS,O,O,O,O
OTZJLSI,O,O,X,O
OTZJSIL,O,O,X,O
OTZJSLI,O,O,X,O
OTZSILJ,O,O,O,X
OTZSIJL,O,X,O,X
OTZSLIJ,O,O,O,X
OTZSLJI,O,X,O,X
OTZSJIL,O,X,O,O
OTZSJLI,O,X,O,O
OITLJSZ,O,O,X,O
OITLJZS,X,O,X,O
OITLSJZ,O,O,X,X
OITLSZJ,X,O,O,X
OITLZJS,X,O,O,O
OITLZSJ,X,O,O,X
OITJLSZ,O,O,X,O
OITJLZS,X,O,X,O
OITJSLZ,X,O,X,O
OITJSZL,X,O,X,O
OITJZLS,X,O,X,O
OITJZSL,X,O,X,O
OITSLJZ,X,O,X,X
OITSLZJ,X,O,O,X
OITSJLZ,X,O,X,X
OITSJZL,X,O,X,X
OITSZLJ,X,O,O,X
OITSZJL,X,X,O,X
OITZLJS,X,O,O,X
OITZLSJ,X,O,O,X
OITZJLS,X,O,O,O
OITZJSL,X,O,X,O
OITZSLJ,X,O,O,X
OITZSJL,X,X,O,X
OILTJSZ,O,O,X,O
OILTJZS,X,O,X,O
OILTSJZ,O,O,X,X
OILTSZJ,X,O,O,X
OILTZJS,X,O,O,O
OILTZSJ,X,O,O,X
OILJTSZ,O,O,X,O
OILJTZS,O,O,X,O
OILJSTZ,O,O,X,X
OILJSZT,O,X,O,X
OILJZTS,O,X,O,O
OILJZST,O,X,O,X
OILSTJZ,O,O,X,X
OILSTZJ,X,O,O,X
OILSJTZ,O,O,X,X
OILSJZT,O,X,O,X
OILSZTJ,X,X,O,X
OILSZJT,X,X,O,X
OILZTJS,X,O,O,O
OILZTSJ,O,O,O,X
OILZJTS,O,X,O,O
OILZJST,O,X,O,X
OILZSTJ,O,X,O,X
OILZSJT,O,X,O,X
OIJTLSZ,O,O,X,O
OIJTLZS,O,O,X,O
OIJTSLZ,X,O,X,O
OIJTSZL,X,O,X,O
OIJTZLS,O,O,X,O
OIJTZSL,O,O,X,O
OIJLTSZ,O,O,X,O
OIJLTZS,O,O,X,O
OIJLSTZ,O,O,X,X
OIJLSZT,O,X,O,X
OIJLZTS,O,X,O,O
OIJLZST,O,X,O,X
OIJSTLZ,X,O,X,O
OIJSTZL,X,O,X,O
OIJSLTZ,O,O,X,X
OIJSLZT,O,X,O,X
OIJSZTL,O,O,O,X
OIJSZLT,O,X,O,X
OIJZTLS,O,O,O,O
OIJZTSL,O,O,X,O
OIJZLTS,O,X,O,X
OIJZLST,O,X,O,X
OIJZSTL,O,O,O,X
OIJZSLT,O,X,O,X
OISTLJZ,X,O,X,X
OISTLZJ,X,O,O,X
OISTJLZ,X,O,X,X
OISTJZL,X,O,X,X
OISTZLJ,X,O,O,X
OISTZJL,X,X,O,X
OISLTJZ,X,O,X,X
OISLTZJ,X,O,O,X
OISLJTZ,X,O,X,X
OISLJZT,X,X,O,X
OISLZTJ,X,X,O,X
OISLZJT,X,X,O,X
OISJTLZ,X,O,X,X
OISJTZL,X,O,X,X
OISJLTZ,X,O,X,X
OISJLZT,X,X,O,X
OISJZTL,X,O,O,X
OISJZLT,X,X,O,X
OISZTLJ,X,O,O,X
OISZTJL,X,X,O,X
OISZLTJ,X,X,O,X
OISZLJT,X,X,O,X
OISZJTL,X,O,O,X
OISZJLT,X,X,O,X
OIZTLJS,X,O,O,X
OIZTLSJ,O,O,O,X
OIZTJLS,X,O,O,X
OIZTJSL,X,O,X,X
OIZTSLJ,O,O,O,X
OIZTSJL,O,X,O,X
OIZLTJS,X,O,O,X
OIZLTSJ,O,O,O,X
OIZLJTS,O,X,O,X
OIZLJST,O,X,O,X
OIZLSTJ,O,X,O,X
OIZLSJT,O,X,O,X
OIZJTLS,O,O,O,X
OIZJTSL,O,O,X,X
OIZJLTS,O,X,O,X
OIZJLST,O,X,O,X
OIZJSTL,O,O,O,X
OIZJSLT,O,X,O,X
OIZSTLJ,O,O,O,X
OIZSTJL,O,X,O,X
OIZSLTJ,O,X,O,X
OIZSLJT,O,X,O,X
OIZSJTL,O,O,O,X
OIZSJLT,O,X,O,X
OLTIJSZ,O,O,X,O
OLTIJZS,X,O,X,O
OLTISJZ,O,O,X,X
OLTISZJ,X,O,O,X
OLTIZJS,X,O,O,O
OLTIZSJ,X,O,O,X
OLTJISZ,O,O,X,O
OLTJIZS,O,O,X,O
OLTJSIZ,O,O,X,O
OLTJSZI,O,O,X,O
OLTJZIS,O,O,X,O
OLTJZSI,O,O,X,O
OLTSIJZ,O,O,X,X
OLTSIZJ,X,O,O,X
OLTSJIZ,O,O,X,O
OLTSJZI,O,O,X,O
OLTSZIJ,X,O,O,X
OLTSZJI,O,X,O,O
OLTZIJS,X,O,O,O
OLTZISJ,O,O,O,X
OLTZJIS,O,O,O,O
OLTZJSI,O,O,X,O
OLTZSIJ,O,O,O,X
OLTZSJI,O,X,O,O
OLITJSZ,O,O,X,O
OLITJZS,X,O,X,O
OLITSJZ,O,O,X,X
OLITSZJ,X,O,O,X
OLITZJS,X,O,O,O
OLITZSJ,X,O,O,X
OLIJTSZ,O,O,X,O
OLIJTZS,O,O,X,O
OLIJSTZ,O,O,X,X
OLIJSZT,O,X,O,X
OLIJZTS,O,X,O,O
OLIJZST,O,X,O,X
OLISTJZ,O,O,X,X
OLISTZJ,X,O,O,X
OLISJTZ,O,O,X,X
OLISJZT,O,X,O,X
OLISZTJ,X,X,O,X
OLISZJT,X,X,O,X
OLIZTJS,X,O,O,O
OLIZTSJ,O,O,O,X
OLIZJTS,O,X,O,O
OLIZJST,O,X,O,X
OLIZSTJ,O,X,O,X
OLIZSJT,O,X,O,X
OLJTISZ,O,O,X,O
OLJTIZS,O,O,X,O
OLJTSIZ,O,O,X,O
OLJTSZI,O,O,X,O
OLJTZIS,O,O,X,O
OLJTZSI,O,O,X,O
OLJITSZ,O,O,X,O
OLJITZS,O,O,X,O
OLJISTZ,O,O,X,X
OLJISZT,O,X,O,X
OLJIZTS,O,X,O,O
OLJIZST,O,X,O,X
OLJSTIZ,O,O,X,O
OLJSTZI,O,O,X,O
OLJSITZ,O,O,X,X
OLJSIZT,O,X,O,X
OLJSZTI,O,X,O,O
OLJSZIT,O,X,O,X
OLJZTIS,O,X,O,O
OLJZTSI,O,X,X,O
OLJZITS,O,X,O,O
OLJZIST,O,X,O,X
OLJZSTI,O,X,O,O
OLJZSIT,O,X,O,X
OLSTIJZ,O,O,X,X
OLSTIZJ,X,O,O,X
OLSTJIZ,O,O,X,O
OLSTJZI,O,O,X,O
OLSTZIJ,X,O,O,X
OLSTZJI,O,X,O,O
OLSITJZ,O,O,X,X
OLSITZJ,X,O,O,X
OLSIJTZ,O,O,X,X
OLSIJZT,O,X,O,X
OLSIZTJ,X,X,O,X
OLSIZJT,X,X,O,X
OLSJTIZ,O,O,X,O
OLSJTZI,O,O,X,O
OLSJITZ,O,O,X,X
OLSJIZT,O,X,O,X
OLSJZTI,O,X,O,O
OLSJZIT,O,X,O,X
OLSZTIJ,O,X,O,X
OLSZTJI,O,X,O,O
OLSZITJ,O,X,O,X
OLSZIJT,O,X,O,X
OLSZJTI,O,X,O,O
OLSZJIT,O,X,O,X
OLZTIJS,X,O,O,O
OLZTISJ,O,O,O,X
OLZTJIS,O,O,O,O
OLZTJSI,O,O,X,O
OLZTSIJ,O,O,O,X
OLZTSJI,O,X,O,O
OLZITJS,X,O,O,O
OLZITSJ,O,O,O,X
OLZIJTS,O,X,O,O
OLZIJST,O,X,O,X
OLZISTJ,O,X,O,X
OLZISJT,O,X,O,X
OLZJTIS,O,X,O,O
OLZJTSI,O,X,X,O
OLZJITS,O,X,O,O
OLZJIST,O,X,O,X
OLZJSTI,O,X,O,O
OLZJSIT,O,X,O,X
OLZSTIJ,O,X,O,X
OLZSTJI,O,X,O,O
OLZSITJ,O,X,O,X
OLZSIJT,O,X,O,X
OLZSJTI,O,X,O,O
OLZSJIT,O,X,O,X
OJTILSZ,O,O,X,O
OJTILZS,O,O,X,O
OJTISLZ,X,O,X,O
OJTISZL,X,O,X,O
OJTIZLS,O,O,X,O
OJTIZSL,O,O,X,O
OJTLISZ,O,O,X,O
OJTLIZS,O,O,X,O
OJTLSIZ,O,O,X,O
OJTLSZI,O,O,X,O
OJTLZIS,O,O,X,O
OJTLZSI,O,O,X,O
OJTSILZ,X,O,X,O
OJTSIZL,X,O,X,O
OJTSLIZ,O,O,X,O
OJTSLZI,O,O,X,O
OJTSZIL,X,O,X,O
OJTSZLI,X,O,X,O
OJTZILS,O,O,X,O
OJTZISL,O,O,X,O
OJTZLIS,O,O,X,O
OJTZLSI,O,O,X,O
OJTZSIL,O,O,X,O
OJTZSLI,O,O,X,O
OJITLSZ,O,O,X,O
OJITLZS,O,O,X,O
OJITSLZ,X,O,X,O
OJITSZL,X,O,X,O
OJITZLS,O,O,X,O
OJITZSL,O,O,X,O
OJILTSZ,O,O,X,O
OJILTZS,O,O,X,O
OJILSTZ,O,O,X,X
OJILSZT,O,X,O,X
OJILZTS,O,X,O,O
OJILZST,O,X,O,X
OJISTLZ,X,O,X,O
OJISTZL,X,O,X,O
OJISLTZ,O,O,X,X
OJISLZT,O,X,O,X
OJISZTL,O,O,O,X
OJISZLT,O,X,O,X
OJIZTLS,O,O,O,O
OJIZTSL,O,O,X,O
OJIZLTS,O,X,O,X
OJIZLST,O,X,O,X
OJIZSTL,O,O,O,X
OJIZSLT,O,X,O,X
OJLTISZ,O,O,X,O
OJLTIZS,O,O,X,O
OJLTSIZ,O,O,X,O
OJLTSZI,O,O,X,O
OJLTZIS,O,O,X,O
OJLTZSI,O,O,X,O
OJLITSZ,O,O,X,O
OJLITZS,O,O,X,O
OJLISTZ,O,O,X,X
OJLISZT,O,X,O,X
OJLIZTS,O,X,O,O
OJLIZST,O,X,O,X
OJLSTIZ,O,O,X,O
OJLSTZI,O,O,X,O
OJLSITZ,O,O,X,X
OJLSIZT,O,X,O,X
OJLSZTI,O,X,O,O
OJLSZIT,O,X,O,X
OJLZTIS,O,X,O,O
OJLZTSI,O,X,X,O
OJLZITS,O,X,O,O
OJLZIST,O,X,O,X
OJLZSTI,O,X,O,O
OJLZSIT,O,X,O,X
OJSTILZ,X,O,X,O
OJSTIZL,X,O,X,O
OJSTLIZ,O,O,X,O
OJSTLZI,O,O,X,O
OJSTZIL,X,O,X,O
OJSTZLI,X,O,X,O
OJSITLZ,X,O,X,O
OJSITZL,X,O,X,O
OJSILTZ,O,O,X,X
OJSILZT,O,X,O,X
OJSIZTL,O,O,O,X
OJSIZLT,O,X,O,X
OJSLTIZ,O,O,X,O
OJSLTZI,O,O,X,O
OJSLITZ,O,O,X,X
OJSLIZT,O,X,O,X
OJSLZTI,O,X,O,O
OJSLZIT,O,X,O,X
OJSZTIL,O,O,O,X
OJSZTLI,O,O,O,X
OJSZITL,O,O,O,X
OJSZILT,O,X,O,X
OJSZLTI,O,X,O,X
OJSZLIT,O,X,O,X
OJZTILS,O,O,O,O
OJZTISL,O,O,X,O
OJZTLIS,O,O,O,O
OJZTLSI,O,O,X,O
OJZTSIL,O,O,X,O
OJZTSLI,O,O,X,O
OJZITLS,O,O,O,O
OJZITSL,O,O,X,O
OJZILTS,O,X,O,X
OJZILST,O,X,O,X
OJZISTL,O,O,O,X
OJZISLT,O,X,O,X
OJZLTIS,O,X,O,O
OJZLTSI,O,X,X,O
OJZLITS,O,X,O,O
OJZLIST,O,X,O,X
OJZLSTI,O,X,O,O
OJZLSIT,O,X,O,X
OJZSTIL,O,O,O,X
OJZSTLI,O,O,O,X
OJZSITL,O,O,O,X
OJZSILT,O,X,O,X
OJZSLTI,O,X,O,X
OJZSLIT,O,X,O,X
OSTILJZ,X,O,X,X
OSTILZJ,X,O,O,X
OSTIJLZ,X,O,X,X
OSTIJZL,X,O,X,X
OSTIZLJ,X,O,O,X
OSTIZJL,X,X,O,X
OSTLIJZ,O,O,X,X
OSTLIZJ,X,O,O,X
OSTLJIZ,O,O,X,O
OSTLJZI,O,O,X,O
OSTLZIJ,X,O,O,X
OSTLZJI,O,X,O,O
OSTJILZ,X,O,X,O
OSTJIZL,X,O,X,O
OSTJLIZ,O,O,X,O
OSTJLZI,O,O,X,O
OSTJZIL,X,O,X,O
OSTJZLI,X,O,X,O
OSTZILJ,X,O,O,X
OSTZIJL,X,X,O,X
OSTZLIJ,X,O,O,X
OSTZLJI,X,X,O,X
OSTZJIL,X,X,O,O
OSTZJLI,X,X,O,O
OSITLJZ,X,O,X,X
OSITLZJ,X,O,O,X
OSITJLZ,X,O,X,X
OSITJZL,X,O,X,X
OSITZLJ,X,O,O,X
OSITZJL,X,X,O,X
OSILTJZ,X,O,X,X
OSILTZJ,X,O,O,X
OSILJTZ,X,O,X,X
OSILJZT,X,X,O,X
OSILZTJ,X,X,O,X
OSILZJT,X,X,O,X
OSIJTLZ,X,O,X,X
OSIJTZL,X,O,X,X
OSIJLTZ,X,O,X,X
OSIJLZT,X,X,O,X
OSIJZTL,X,O,O,X
OSIJZLT,X,X,O,X
OSIZTLJ,X,O,O,X
OSIZTJL,X,X,O,X
OSIZLTJ,X,X,O,X
OSIZLJT,X,X,O,X
OSIZJTL,X,O,O,X
OSIZJLT,X,X,O,X
OSLTIJZ,O,O,X,X
OSLTIZJ,X,O,O,X
OSLTJIZ,O,O,X,O
OSLTJZI,O,O,X,O
OSLTZIJ,X,O,O,X
OSLTZJI,O,X,O,O
OSLITJZ,O,O,X,X
OSLITZJ,X,O,O,X
OSLIJTZ,O,O,X,X
OSLIJZT,O,X,O,X
OSLIZTJ,X,X,O,X
OSLIZJT,X,X,O,X
OSLJTIZ,O,O,X,O
OSLJTZI,O,O,X,O
OSLJITZ,O,O,X,X
OSLJIZT,O,X,O,X
OSLJZTI,O,X,O,O
OSLJZIT,O,X,O,X
OSLZTIJ,O,X,O,X
OSLZTJI,O,X,O,O
OSLZITJ,O,X,O,X
OSLZIJT,O,X,O,X
OSLZJTI,O,X,O,O
OSLZJIT,O,X,O,X
OSJTILZ,X,O,X,O
OSJTIZL,X,O,X,O
OSJTLIZ,O,O,X,O
OSJTLZI,O,O,X,O
OSJTZIL,X,O,X,O
OSJTZLI,X,O,X,O
OSJITLZ,X,O,X,O
OSJITZL,X,O,X,O
OSJILTZ,O,O,X,X
OSJILZT,O,X,O,X
OSJIZTL,O,O,O,X
OSJIZLT,O,X,O,X
OSJLTIZ,O,O,X,O
OSJLTZI,O,O,X,O
OSJLITZ,O,O,X,X
OSJLIZT,O,X,O,X
OSJLZTI,O,X,O,O
OSJLZIT,O,X,O,X
OSJZTIL,O,O,O,X
OSJZTLI,O,O,O,X
OSJZITL,O,O,O,X
OSJZILT,O,X,O,X
OSJZLTI,O,X,O,X
OSJZLIT,O,X,O,X
OSZTILJ,O,O,O,X
OSZTIJL,O,X,O,X
OSZTLIJ,O,O,O,X
OSZTLJI,O,X,O,X
OSZTJIL,O,X,O,X
OSZTJLI,O,X,O,X
OSZITLJ,O,O,O,X
OSZITJL,O,X,O,X
OSZILTJ,O,X,O,X
OSZILJT,O,X,O,X
OSZIJTL,O,O,O,X
OSZIJLT,O,X,O,X
OSZLTIJ,O,X,O,X
OSZLTJI,O,X,O,X
OSZLITJ,O,X,O,X
OSZLIJT,O,X,O,X
OSZLJTI,O,X,O,X
OSZLJIT,O,X,O,X
OSZJTIL,O,O,O,X
OSZJTLI,O,O,O,X
OSZJITL,O,O,O,X
OSZJILT,O,X,O,X
OSZJLTI,O,X,O,X
OSZJLIT,O,X,O,X
OZTILJS,X,O,O,X
OZTILSJ,O,O,O,X
OZTIJLS,X,O,O,O
OZTIJSL,X,O,X,O
OZTISLJ,O,O,O,X
OZTISJL,O,X,O,X
OZTLIJS,X,O,O,O
OZTLISJ,O,O,O,X
OZTLJIS,O,O,O,O
OZTLJSI,O,O,X,O
OZTLSIJ,O,O,O,X
OZTLSJI,O,X,O,O
OZTJILS,O,O,O,O
OZTJISL,O,O,X,O
OZTJLIS,O,O,O,O
OZTJLSI,O,O,X,O
OZTJSIL,O,O,X,O
OZTJSLI,O,O,X,O
OZTSILJ,O,O,O,X
OZTSIJL,O,X,O,X
OZTSLIJ,O,O,O,X
OZTSLJI,O,X,O,X
OZTSJIL,O,X,O,O
OZTSJLI,O,X,O,O
OZITLJS,X,O,O,X
OZITLSJ,O,O,O,X
OZITJLS,X,O,O,X
OZITJSL,X,O,X,X
OZITSLJ,O,O,O,X
OZITSJL,O,X,O,X
OZILTJS,X,O,O,X
OZILTSJ,O,O,O,X
OZILJTS,O,X,O,X
OZILJST,O,X,O,X
OZILSTJ,O,X,O,X
OZILSJT,O,X,O,X
OZIJTLS,O,O,O,X
OZIJTSL,O,O,X,X
OZIJLTS,O,X,O,X
OZIJLST,O,X,O,X
OZIJSTL,O,O,O,X
OZIJSLT,O,X,O,X
OZISTLJ,O,O,O,X
OZISTJL,O,X,O,X
OZISLTJ,O,X,O,X
OZISLJT,O,X,O,X
OZISJTL,O,O,O,X
OZISJLT,O,X,O,X
OZLTIJS,X,O,O,O
OZLTISJ,O,O,O,X
OZLTJIS,O,O,O,O
OZLTJSI,O,O,X,O
OZLTSIJ,O,O,O,X
OZLTSJI,O,X,O,O
OZLITJS,X,O,O,O
OZLITSJ,O,O,O,X
OZLIJTS,O,X,O,O
OZLIJST,O,X,O,X
OZLISTJ,O,X,O,X
OZLISJT,O,X,O,X
OZLJTIS,O,X,O,O
OZLJTSI,O,X,X,O
OZLJITS,O,X,O,O
OZLJIST,O,X,O,X
OZLJSTI,O,X,O,O
OZLJSIT,O,X,O,X
OZLSTIJ,O,X,O,X
OZLSTJI,O,X,O,O
OZLSITJ,O,X,O,X
OZLSIJT,O,X,O,X
OZLSJTI,O,X,O,O
OZLSJIT,O,X,O,X
OZJTILS,O,O,O,O
OZJTISL,O,O,X,O
OZJTLIS,O,O,O,O
OZJTLSI,O,O,X,O
OZJTSIL,O,O,X,O
OZJTSLI,O,O,X,O
OZJITLS,O,O,O,O
OZJITSL,O,O,X,O
OZJILTS,O,X,O,X
OZJILST,O,X,O,X
OZJISTL,O,O,O,X
OZJISLT,O,X,O,X
OZJLTIS,O,X,O,O
OZJLTSI,O,X,X,O
OZJLITS,O,X,O,O
OZJLIST,O,X,O,X
OZJLSTI,O,X,O,O
OZJLSIT,O,X,O,X
OZJSTIL,O,O,O,X
OZJSTLI,O,O,O,X
OZJSITL,O,O,O,X
OZJSILT,O,X,O,X
OZJSLTI,O,X,O,X
OZJSLIT,O,X,O,X
OZSTILJ,O,O,O,X
OZSTIJL,O,X,O,X
OZSTLIJ,O,O,O,X
OZSTLJI,O,X,O,X
OZSTJIL,O,X,O,X
OZSTJLI,O,X,O,X
OZSITLJ,O,O,O,X
OZSITJL,O,X,O,X
OZSILTJ,O,X,O,X
OZSILJT,O,X,O,X
OZSIJTL,O,O,O,X
OZSIJLT,O,X,O,X
OZSLTIJ,O,X,O,X
OZSLTJI,O,X,O,X
OZSLITJ,O,X,O,X
OZSLIJT,O,X,O,X
OZSLJTI,O,X,O,X
OZSLJIT,O,X,O,X
OZSJTIL,O,O,O,X
OZSJTLI,O,O,O,X
OZSJITL,O,O,O,X
OZSJILT,O,X,O,X
OZSJLTI,O,X,O,X
OZSJLIT,O,X,O,X
