sequence,v115@PhA8AeA8BeB8CeA8AeE8BeB8Kem/IvhFzgBliB5oB0?kBCsBfsB,v115@PhA8AeA8BeB8CeA8AeE8BeB8KezAJvhF3iB5oBlkBq?rBmpBUsB,v115@PhA8AeA8BeB8CeA8AeE8BeB8KezAJvhF3iB5oBmkBq?rBlpBUsB,v115@PhA8AeA8BeB8CeA8AeE8BeB8Kei/IvhFWmB3iB5oBz?kBVsB0rB,v115@PhA8AeA8BeB8CeA8AeE8BeB8KezAJvhFUiB5oBmkBq?rBlpB3sB
ZIJOTLS,O,X,X,X,X
ZIJOTSL,X,X,X,X,X
ZIJOLTS,O,X,X,X,O
ZIJOLST,O,X,O,O,O
ZIJOSTL,X,X,X,X,X
ZIJOSLT,O,X,X,O,X
ZISTLJO,X,X,X,X,X
ZISTLOJ,X,O,X,X,X
ZISTJLO,X,X,X,X,X
ZISTJOL,X,X,X,X,X
ZISTOLJ,X,X,X,X,X
ZISTOJL,X,X,X,X,X
ZISLTJO,O,X,X,X,X
ZISLTOJ,O,O,X,X,X
ZISLJTO,O,X,X,X,X
ZISLJOT,O,X,O,X,X
ZISLOTJ,O,O,X,X,X
ZISLOJT,O,X,O,X,X
ZISJTLO,X,X,X,X,X
ZISJTOL,X,X,X,X,X
ZISJLTO,O,X,X,X,X
ZISJLOT,O,X,O,X,X
ZISJOTL,X,X,X,X,X
ZISJOLT,O,X,X,O,X
ZISOTLJ,X,X,X,X,X
ZISOTJL,X,X,X,X,X
ZISOLTJ,O,X,X,X,X
ZISOLJT,O,X,X,O,X
ZISOJTL,X,X,X,X,X
ZISOJLT,O,X,X,O,X
ZIOTLJS,O,X,X,X,X
ZIOTLSJ,O,O,X,X,X
ZIOTJLS,O,X,X,X,X
ZIOTJSL,X,X,X,X,X
ZIOTSLJ,X,X,X,X,X
ZIOTSJL,X,X,X,X,X
ZIOLTJS,O,X,X,X,O
ZIOLTSJ,O,O,X,X,X
ZIOLJTS,O,X,X,X,O
ZIOLJST,O,X,O,O,O
ZIOLSTJ,O,O,X,X,X
ZIOLSJT,O,X,O,O,O
ZIOJTLS,O,X,X,X,X
ZIOJTSL,X,X,X,X,X
ZIOJLTS,O,X,X,X,O
ZIOJLST,O,X,O,O,O
ZIOJSTL,X,X,X,X,X
ZIOJSLT,O,X,X,O,X
ZIOSTLJ,X,X,X,X,X
ZIOSTJL,X,X,X,X,X
ZIOSLTJ,O,X,X,X,X
ZIOSLJT,O,X,X,O,X
ZIOSJTL,X,X,X,X,X
ZIOSJLT,O,X,X,O,X
ZLTIJSO,O,X,X,X,X
ZLTIJOS,O,X,X,X,O
ZLTISJO,O,X,X,X,X
ZLTISOJ,O,O,X,X,X
ZLTIOJS,O,X,X,X,O
ZLTIOSJ,O,O,X,X,X
ZLTJISO,O,X,X,X,X
ZLTJIOS,O,X,X,X,O
ZLTJSIO,X,X,X,X,X
ZLTJSOI,X,X,X,X,X
ZLTJOIS,O,X,X,X,O
ZLTJOSI,X,X,X,X,X
ZLTSIJO,X,X,X,X,X
ZLTSIOJ,X,O,X,X,X
ZLTSJIO,X,X,X,X,X
ZLTSJOI,X,X,X,X,X
ZLTSOIJ,X,O,X,X,X
ZLTSOJI,X,X,X,X,X
ZLTOIJS,O,X,X,X,O
ZLTOISJ,O,O,X,X,X
ZLTOJIS,O,X,X,X,O
ZLTOJSI,X,X,X,X,X
ZLTOSIJ,X,O,X,X,X
ZLTOSJI,X,X,X,X,X
ZLITJSO,O,X,X,X,X
ZLITJOS,O,X,X,X,O
ZLITSJO,O,X,X,X,X
ZLITSOJ,O,O,X,X,X
ZLITOJS,O,X,X,X,O
ZLITOSJ,O,O,X,X,X
ZLIJTSO,O,X,X,X,X
ZLIJTOS,O,X,X,X,O
ZLIJSTO,O,X,X,X,X
ZLIJSOT,O,X,O,X,O
ZLIJOTS,O,X,X,X,O
ZLIJOST,O,X,O,X,O
ZLISTJO,O,X,X,X,X
ZLISTOJ,O,O,X,X,X
ZLISJTO,O,X,X,X,X
ZLISJOT,O,X,O,X,O
ZLISOTJ,O,O,X,X,X
ZLISOJT,O,X,O,X,O
ZLIOTJS,O,X,X,X,O
ZLIOTSJ,O,O,X,X,X
ZLIOJTS,O,X,X,X,O
ZLIOJST,O,X,O,X,O
ZLIOSTJ,O,O,X,X,X
ZLIOSJT,O,X,O,X,O
ZLJTISO,O,X,X,X,X
ZLJTIOS,O,X,X,X,O
ZLJTSIO,X,X,X,X,X
ZLJTSOI,X,X,X,X,X
ZLJTOIS,O,X,X,X,O
ZLJTOSI,X,X,X,X,X
ZLJITSO,O,X,X,X,X
ZLJITOS,O,X,X,X,O
ZLJISTO,O,X,X,X,X
ZLJISOT,O,X,O,X,O
ZLJIOTS,O,X,X,X,O
ZLJIOST,O,X,O,X,O
ZLJSTIO,X,X,X,X,X
ZLJSTOI,X,X,X,X,X
ZLJSITO,O,X,X,X,X
ZLJSIOT,O,X,O,X,O
ZLJSOTI,X,X,X,X,X
ZLJSOIT,O,X,O,X,O
ZLJOTIS,O,X,X,X,O
ZLJOTSI,X,X,X,X,X
ZLJOITS,O,X,X,X,O
ZLJOIST,O,X,O,X,O
ZLJOSTI,X,X,X,X,X
ZLJOSIT,O,X,O,X,O
ZLSTIJO,X,X,X,X,X
ZLSTIOJ,X,O,X,X,X
ZLSTJIO,X,X,X,X,X
ZLSTJOI,X,X,X,X,X
ZLSTOIJ,X,O,X,X,X
ZLSTOJI,X,X,X,X,X
ZLSITJO,O,X,X,X,X
ZLSITOJ,O,O,X,X,X
ZLSIJTO,O,X,X,X,X
ZLSIJOT,O,X,O,X,O
ZLSIOTJ,O,O,X,X,X
ZLSIOJT,O,X,O,X,O
ZLSJTIO,X,X,X,X,X
ZLSJTOI,X,X,X,X,X
ZLSJITO,O,X,X,X,X
ZLSJIOT,O,X,O,X,O
ZLSJOTI,X,X,X,X,X
ZLSJOIT,O,X,O,X,O
ZLSOTIJ,X,O,X,X,X
ZLSOTJI,X,X,X,X,X
ZLSOITJ,O,O,X,X,X
ZLSOIJT,O,X,O,X,O
ZLSOJTI,X,X,X,X,X
ZLSOJIT,O,X,O,X,O
ZLOTIJS,O,X,X,X,O
ZLOTISJ,O,O,X,X,X
ZLOTJIS,O,X,X,X,O
ZLOTJSI,X,X,X,X,X
ZLOTSIJ,X,O,X,X,X
ZLOTSJI,X,X,X,X,X
ZLOITJS,O,X,X,X,O
ZLOITSJ,O,O,X,X,X
ZLOIJTS,O,X,X,X,O
ZLOIJST,O,X,O,X,O
ZLOISTJ,O,O,X,X,X
ZLOISJT,O,X,O,X,O
ZLOJTIS,O,X,X,X,O
ZLOJTSI,X,X,X,X,X
ZLOJITS,O,X,X,X,O
ZLOJIST,O,X,O,X,O
ZLOJSTI,X,X,X,X,X
ZLOJSIT,O,X,O,X,O
ZLOSTIJ,X,O,X,X,X
ZLOSTJI,X,X,X,X,X
ZLOSITJ,O,O,X,X,X
ZLOSIJT,O,X,O,X,O
ZLOSJTI,X,X,X,X,X
ZLOSJIT,O,X,O,X,O
ZJTILSO,O,X,X,X,X
ZJTILOS,O,X,X,X,X
ZJTISLO,X,X,X,X,X
ZJTISOL,X,X,X,X,X
ZJTIOLS,O,X,X,X,X
ZJTIOSL,X,X,X,X,X
ZJTLISO,O,X,X,X,X
ZJTLIOS,O,X,X,X,X
ZJTLSIO,X,X,X,X,X
ZJTLSOI,X,X,X,X,X
ZJTLOIS,O,X,X,X,X
ZJTLOSI,X,X,X,X,X
ZJTSILO,X,X,X,X,X
ZJTSIOL,X,X,X,X,X
ZJTSLIO,X,X,X,X,X
ZJTSLOI,X,X,X,X,X
ZJTSOIL,X,X,X,X,X
ZJTSOLI,X,X,X,X,X
ZJTOILS,O,X,X,X,X
ZJTOISL,X,X,X,X,X
ZJTOLIS,O,X,X,X,X
ZJTOLSI,X,X,X,X,X
ZJTOSIL,X,X,X,X,X
ZJTOSLI,X,X,X,X,X
ZJITLSO,O,X,X,X,X
ZJITLOS,O,X,X,X,X
ZJITSLO,X,X,X,X,X
ZJITSOL,X,X,X,X,X
ZJITOLS,O,X,X,X,X
ZJITOSL,X,X,X,X,X
ZJILTSO,O,X,X,X,X
ZJILTOS,O,X,X,X,O
ZJILSTO,O,X,X,X,X
ZJILSOT,O,X,O,X,O
ZJILOTS,O,X,X,X,O
ZJILOST,O,X,O,X,O
ZJISTLO,X,X,X,X,X
ZJISTOL,X,X,X,X,X
ZJISLTO,O,X,X,X,X
ZJISLOT,O,X,O,X,X
ZJISOTL,X,X,X,X,X
ZJISOLT,O,X,X,O,X
ZJIOTLS,O,X,X,X,X
ZJIOTSL,X,X,X,X,X
ZJIOLTS,O,X,X,X,O
ZJIOLST,O,X,O,O,O
ZJIOSTL,X,X,X,X,X
ZJIOSLT,O,X,X,O,X
ZJLTISO,O,X,X,X,X
ZJLTIOS,O,X,X,X,O
ZJLTSIO,X,X,X,X,X
ZJLTSOI,X,X,X,X,X
ZJLTOIS,O,X,X,X,O
ZJLTOSI,X,X,X,X,X
ZJLITSO,O,X,X,X,X
ZJLITOS,O,X,X,X,O
ZJLISTO,O,X,X,X,X
ZJLISOT,O,X,O,X,O
ZJLIOTS,O,X,X,X,O
ZJLIOST,O,X,O,X,O
ZJLSTIO,X,X,X,X,X
ZJLSTOI,X,X,X,X,X
ZJLSITO,O,X,X,X,X
ZJLSIOT,O,X,O,X,O
ZJLSOTI,X,X,X,X,X
ZJLSOIT,O,X,O,X,O
ZJLOTIS,O,X,X,X,O
ZJLOTSI,X,X,X,X,X
ZJLOITS,O,X,X,X,O
ZJLOIST,O,X,O,X,O
ZJLOSTI,X,X,X,X,X
ZJLOSIT,O,X,O,X,O
ZJSTILO,X,X,X,X,X
ZJSTIOL,X,X,X,X,X
ZJSTLIO,X,X,X,X,X
ZJSTLOI,X,X,X,X,X
ZJSTOIL,X,X,X,X,X
ZJSTOLI,X,X,X,X,X
ZJSITLO,X,X,X,X,X
ZJSITOL,X,X,X,X,X
ZJSILTO,O,X,X,X,X
ZJSILOT,O,X,O,X,X
ZJSIOTL,X,X,X,X,X
ZJSIOLT,O,X,X,O,X
ZJSLTIO,X,X,X,X,X
ZJSLTOI,X,X,X,X,X
ZJSLITO,O,X,X,X,X
ZJSLIOT,O,X,O,X,X
ZJSLOTI,X,X,X,X,X
ZJSLOIT,O,X,O,X,X
ZJSOTIL,X,X,X,X,X
ZJSOTLI,X,X,X,X,X
ZJSOITL,X,X,X,X,X
ZJSOILT,O,X,X,O,X
ZJSOLTI,X,X,X,X,X
ZJSOLIT,O,X,X,O,X
ZJOTILS,O,X,X,X,X
ZJOTISL,X,X,X,X,X
ZJOTLIS,O,X,X,X,X
ZJOTLSI,X,X,X,X,X
ZJOTSIL,X,X,X,X,X
ZJOTSLI,X,X,X,X,X
ZJOITLS,O,X,X,X,X
ZJOITSL,X,X,X,X,X
ZJOILTS,O,X,X,X,O
ZJOILST,O,X,O,O,O
ZJOISTL,X,X,X,X,X
ZJOISLT,O,X,X,O,X
ZJOLTIS,O,X,X,X,O
ZJOLTSI,X,X,X,X,X
ZJOLITS,O,X,X,X,O
ZJOLIST,O,X,O,O,O
ZJOLSTI,X,X,X,X,X
ZJOLSIT,O,X,O,O,O
ZJOSTIL,X,X,X,X,X
ZJOSTLI,X,X,X,X,X
ZJOSITL,X,X,X,X,X
ZJOSILT,O,X,X,O,X
ZJOSLTI,X,X,X,X,X
ZJOSLIT,O,X,X,O,X
ZSTILJO,X,X,X,X,X
ZSTILOJ,X,O,X,X,X
ZSTIJLO,X,X,X,X,X
ZSTIJOL,X,X,X,X,X
ZSTIOLJ,X,X,X,X,X
ZSTIOJL,X,X,X,X,X
ZSTLIJO,X,X,X,X,X
ZSTLIOJ,X,O,X,X,X
ZSTLJIO,X,X,X,X,X
ZSTLJOI,X,X,X,X,X
ZSTLOIJ,X,O,X,X,X
ZSTLOJI,X,X,X,X,X
ZSTJILO,X,X,X,X,X
ZSTJIOL,X,X,X,X,X
ZSTJLIO,X,X,X,X,X
ZSTJLOI,X,X,X,X,X
ZSTJOIL,X,X,X,X,X
ZSTJOLI,X,X,X,X,X
ZSTOILJ,X,X,X,X,X
ZSTOIJL,X,X,X,X,X
ZSTOLIJ,X,X,X,X,X
ZSTOLJI,X,X,X,X,X
ZSTOJIL,X,X,X,X,X
ZSTOJLI,X,X,X,X,X
ZSITLJO,X,X,X,X,X
ZSITLOJ,X,O,X,X,X
ZSITJLO,X,X,X,X,X
ZSITJOL,X,X,X,X,X
ZSITOLJ,X,X,X,X,X
ZSITOJL,X,X,X,X,X
ZSILTJO,O,X,X,X,X
ZSILTOJ,O,O,X,X,X
ZSILJTO,O,X,X,X,X
ZSILJOT,O,X,O,X,X
ZSILOTJ,O,O,X,X,X
ZSILOJT,O,X,O,X,X
ZSIJTLO,X,X,X,X,X
ZSIJTOL,X,X,X,X,X
ZSIJLTO,O,X,X,X,X
ZSIJLOT,O,X,O,X,X
ZSIJOTL,X,X,X,X,X
ZSIJOLT,O,X,X,O,X
ZSIOTLJ,X,X,X,X,X
ZSIOTJL,X,X,X,X,X
ZSIOLTJ,O,X,X,X,X
ZSIOLJT,O,X,X,O,X
ZSIOJTL,X,X,X,X,X
ZSIOJLT,O,X,X,O,X
ZSLTIJO,X,X,X,X,X
ZSLTIOJ,X,O,X,X,X
ZSLTJIO,X,X,X,X,X
ZSLTJOI,X,X,X,X,X
ZSLTOIJ,X,O,X,X,X
ZSLTOJI,X,X,X,X,X
ZSLITJO,O,X,X,X,X
ZSLITOJ,O,O,X,X,X
ZSLIJTO,O,X,X,X,X
ZSLIJOT,O,X,O,X,X
ZSLIOTJ,O,O,X,X,X
ZSLIOJT,O,X,O,X,X
ZSLJTIO,X,X,X,X,X
ZSLJTOI,X,X,X,X,X
ZSLJITO,O,X,X,X,X
ZSLJIOT,O,X,O,X,X
ZSLJOTI,X,X,X,X,X
ZSLJOIT,O,X,O,X,X
ZSLOTIJ,X,O,X,X,X
ZSLOTJI,X,X,X,X,X
ZSLOITJ,O,O,X,X,X
ZSLOIJT,O,X,O,X,X
ZSLOJTI,X,X,X,X,X
ZSLOJIT,O,X,O,X,X
ZSJTILO,X,X,X,X,X
ZSJTIOL,X,X,X,X,X
ZSJTLIO,X,X,X,X,X
ZSJTLOI,X,X,X,X,X
ZSJTOIL,X,X,X,X,X
ZSJTOLI,X,X,X,X,X
ZSJITLO,X,X,X,X,X
ZSJITOL,X,X,X,X,X
ZSJILTO,O,X,X,X,X
ZSJILOT,O,X,O,X,X
ZSJIOTL,X,X,X,X,X
ZSJIOLT,O,X,X,O,X
ZSJLTIO,X,X,X,X,X
ZSJLTOI,X,X,X,X,X
ZSJLITO,O,X,X,X,X
ZSJLIOT,O,X,O,X,X
ZSJLOTI,X,X,X,X,X
ZSJLOIT,O,X,O,X,X
ZSJOTIL,X,X,X,X,X
ZSJOTLI,X,X,X,X,X
ZSJOITL,X,X,X,X,X
ZSJOILT,O,X,X,O,X
ZSJOLTI,X,X,X,X,X
ZSJOLIT,O,X,X,O,X
ZSOTILJ,X,X,X,X,X
ZSOTIJL,X,X,X,X,X
ZSOTLIJ,X,X,X,X,X
ZSOTLJI,X,X,X,X,X
ZSOTJIL,X,X,X,X,X
ZSOTJLI,X,X,X,X,X
ZSOITLJ,X,X,X,X,X
ZSOITJL,X,X,X,X,X
ZSOILTJ,O,X,X,X,X
ZSOILJT,O,X,X,O,X
ZSOIJTL,X,X,X,X,X
ZSOIJLT,O,X,X,O,X
ZSOLTIJ,X,X,X,X,X
ZSOLTJI,X,X,X,X,X
ZSOLITJ,O,X,X,X,X
ZSOLIJT,O,X,X,O,X
ZSOLJTI,X,X,X,X,X
ZSOLJIT,O,X,X,O,X
ZSOJTIL,X,X,X,X,X
ZSOJTLI,X,X,X,X,X
ZSOJITL,X,X,X,X,X
ZSOJILT,O,X,X,O,X
ZSOJLTI,X,X,X,X,X
ZSOJLIT,O,X,X,O,X
ZOTILJS,O,X,X,X,X
ZOTILSJ,O,O,X,X,X
ZOTIJLS,O,X,X,X,X
ZOTIJSL,X,X,X,X,X
ZOTISLJ,X,X,X,X,X
ZOTISJL,X,X,X,X,X
ZOTLIJS,O,X,X,X,X
ZOTLISJ,O,O,X,X,X
ZOTLJIS,O,X,X,X,X
ZOTLJSI,X,X,X,X,X
ZOTLSIJ,X,O,X,X,X
ZOTLSJI,X,X,X,X,X
ZOTJILS,O,X,X,X,X
ZOTJISL,X,X,X,X,X
ZOTJLIS,O,X,X,X,X
ZOTJLSI,X,X,X,X,X
ZOTJSIL,X,X,X,X,X
ZOTJSLI,X,X,X,X,X
ZOTSILJ,X,X,X,X,X
ZOTSIJL,X,X,X,X,X
ZOTSLIJ,X,X,X,X,X
ZOTSLJI,X,X,X,X,X
ZOTSJIL,X,X,X,X,X
ZOTSJLI,X,X,X,X,X
ZOITLJS,O,X,X,X,X
ZOITLSJ,O,O,X,X,X
ZOITJLS,O,X,X,X,X
ZOITJSL,X,X,X,X,X
ZOITSLJ,X,X,X,X,X
ZOITSJL,X,X,X,X,X
ZOILTJS,O,X,X,X,O
ZOILTSJ,O,O,X,X,X
ZOILJTS,O,X,X,X,O
ZOILJST,O,X,O,O,O
ZOILSTJ,O,O,X,X,X
ZOILSJT,O,X,O,O,O
ZOIJTLS,O,X,X,X,X
ZOIJTSL,X,X,X,X,X
ZOIJLTS,O,X,X,X,O
ZOIJLST,O,X,O,O,O
ZOIJSTL,X,X,X,X,X
ZOIJSLT,O,X,X,O,X
ZOISTLJ,X,X,X,X,X
ZOISTJL,X,X,X,X,X
ZOISLTJ,O,X,X,X,X
ZOISLJT,O,X,X,O,X
ZOISJTL,X,X,X,X,X
ZOISJLT,O,X,X,O,X
ZOLTIJS,O,X,X,X,O
ZOLTISJ,O,O,X,X,X
ZOLTJIS,O,X,X,X,O
ZOLTJSI,X,X,X,X,X
ZOLTSIJ,X,O,X,X,X
ZOLTSJI,X,X,X,X,X
ZOLITJS,O,X,X,X,O
ZOLITSJ,O,O,X,X,X
ZOLIJTS,O,X,X,X,O
ZOLIJST,O,X,O,O,O
ZOLISTJ,O,O,X,X,X
ZOLISJT,O,X,O,O,O
ZOLJTIS,O,X,X,X,O
ZOLJTSI,X,X,X,X,X
ZOLJITS,O,X,X,X,O
ZOLJIST,O,X,O,O,O
ZOLJSTI,X,X,X,X,X
ZOLJSIT,O,X,O,O,O
ZOLSTIJ,X,O,X,X,X
ZOLSTJI,X,X,X,X,X
ZOLSITJ,O,O,X,X,X
ZOLSIJT,O,X,O,O,O
ZOLSJTI,X,X,X,X,X
ZOLSJIT,O,X,O,O,O
ZOJTILS,O,X,X,X,X
ZOJTISL,X,X,X,X,X
ZOJTLIS,O,X,X,X,X
ZOJTLSI,X,X,X,X,X
ZOJTSIL,X,X,X,X,X
ZOJTSLI,X,X,X,X,X
ZOJITLS,O,X,X,X,X
ZOJITSL,X,X,X,X,X
ZOJILTS,O,X,X,X,O
ZOJILST,O,X,O,O,O
ZOJISTL,X,X,X,X,X
ZOJISLT,O,X,X,O,X
ZOJLTIS,O,X,X,X,O
ZOJLTSI,X,X,X,X,X
ZOJLITS,O,X,X,X,O
ZOJLIST,O,X,O,O,O
ZOJLSTI,X,X,X,X,X
ZOJLSIT,O,X,O,O,O
ZOJSTIL,X,X,X,X,X
ZOJSTLI,X,X,X,X,X
ZOJSITL,X,X,X,X,X
ZOJSILT,O,X,X,O,X
ZOJSLTI,X,X,X,X,X
ZOJSLIT,O,X,X,O,X
ZOSTILJ,X,X,X,X,X
ZOSTIJL,X,X,X,X,X
ZOSTLIJ,X,X,X,X,X
ZOSTLJI,X,X,X,X,X
ZOSTJIL,X,X,X,X,X
ZOSTJLI,X,X,X,X,X
ZOSITLJ,X,X,X,X,X
ZOSITJL,X,X,X,X,X
ZOSILTJ,O,X,X,X,X
ZOSILJT,O,X,X,O,X
ZOSIJTL,X,X,X,X,X
ZOSIJLT,O,X,X,O,X
ZOSLTIJ,X,X,X,X,X
ZOSLTJI,X,X,X,X,X
ZOSLITJ,O,X,X,X,X
ZOSLIJT,O,X,X,O,X
ZOSLJTI,X,X,X,X,X
ZOSLJIT,O,X,X,O,X
ZOSJTIL,X,X,X,X,X
ZOSJTLI,X,X,X,X,X
ZOSJITL,X,X,X,X,X
ZOSJILT,O,X,X,O,X
ZOSJLTI,X,X,X,X,X
ZOSJLIT,O,X,X,O,X
OTILJSZ,X,O,O,O,X
OTILJZS,X,X,X,X,O
OTILSJZ,X,O,O,O,X
OTILSZJ,X,O,X,X,X
OTILZJS,O,X,X,X,O
OTILZSJ,O,O,X,X,X
OTIJLSZ,X,O,O,O,X
OTIJLZS,X,X,X,X,O
OTIJSLZ,X,X,X,O,X
OTIJSZL,X,X,X,X,X
OTIJZLS,X,X,X,X,X
OTIJZSL,X,X,X,X,X
OTISLJZ,X,O,X,O,X
OTISLZJ,X,O,X,X,X
OTISJLZ,X,X,X,O,X
OTISJZL,X,X,X,X,X
OTISZLJ,X,X,X,X,X
OTISZJL,X,X,X,X,X
OTIZLJS,O,X,X,X,X
OTIZLSJ,O,O,X,X,X
OTIZJLS,O,X,X,X,X
OTIZJSL,X,X,X,X,X
OTIZSLJ,X,X,X,X,X
OTIZSJL,X,X,X,X,X
OTLIJSZ,X,O,O,O,X
OTLIJZS,X,X,X,X,O
OTLISJZ,X,O,O,O,X
OTLISZJ,X,O,X,X,X
OTLIZJS,O,X,X,X,O
OTLIZSJ,O,O,X,X,X
OTLJISZ,X,O,O,O,X
OTLJIZS,X,X,X,X,O
OTLJSIZ,X,O,O,O,X
OTLJSZI,X,X,X,X,X
OTLJZIS,X,X,X,X,O
OTLJZSI,X,X,X,X,X
OTLSIJZ,X,O,O,O,X
OTLSIZJ,X,O,X,X,X
OTLSJIZ,X,O,O,O,X
OTLSJZI,X,X,X,X,X
OTLSZIJ,X,O,X,X,X
OTLSZJI,X,X,X,X,X
OTLZIJS,O,X,X,X,O
OTLZISJ,O,O,X,X,X
OTLZJIS,O,X,X,X,O
OTLZJSI,X,X,X,X,X
OTLZSIJ,X,O,X,X,X
OTLZSJI,X,X,X,X,X
OTJILSZ,X,O,O,O,X
OTJILZS,X,X,X,X,O
OTJISLZ,X,X,X,O,X
OTJISZL,X,X,X,X,X
OTJIZLS,X,X,X,X,X
OTJIZSL,X,X,X,X,X
OTJLISZ,X,O,O,O,X
OTJLIZS,X,X,X,X,O
OTJLSIZ,X,O,O,O,X
OTJLSZI,X,X,X,X,X
OTJLZIS,X,X,X,X,O
OTJLZSI,X,X,X,X,X
OTJSILZ,X,X,X,O,X
OTJSIZL,X,X,X,X,X
OTJSLIZ,X,X,X,O,X
OTJSLZI,X,X,X,X,X
OTJSZIL,X,X,X,X,X
OTJSZLI,X,X,X,X,X
OTJZILS,X,X,X,X,X
OTJZISL,X,X,X,X,X
OTJZLIS,X,X,X,X,X
OTJZLSI,X,X,X,X,X
OTJZSIL,X,X,X,X,X
OTJZSLI,X,X,X,X,X
OTSILJZ,X,O,X,O,X
OTSILZJ,X,O,X,X,X
OTSIJLZ,X,X,X,O,X
OTSIJZL,X,X,X,X,X
OTSIZLJ,X,X,X,X,X
OTSIZJL,X,X,X,X,X
OTSLIJZ,X,O,X,O,X
OTSLIZJ,X,O,X,X,X
OTSLJIZ,X,O,X,O,X
OTSLJZI,X,X,X,X,X
OTSLZIJ,X,O,X,X,X
OTSLZJI,X,X,X,X,X
OTSJILZ,X,X,X,O,X
OTSJIZL,X,X,X,X,X
OTSJLIZ,X,X,X,O,X
OTSJLZI,X,X,X,X,X
OTSJZIL,X,X,X,X,X
OTSJZLI,X,X,X,X,X
OTSZILJ,X,X,X,X,X
OTSZIJL,X,X,X,X,X
OTSZLIJ,X,X,X,X,X
OTSZLJI,X,X,X,X,X
OTSZJIL,X,X,X,X,X
OTSZJLI,X,X,X,X,X
OTZILJS,O,X,X,X,X
OTZILSJ,O,O,X,X,X
OTZIJLS,O,X,X,X,X
OTZIJSL,X,X,X,X,X
OTZISLJ,X,X,X,X,X
OTZISJL,X,X,X,X,X
OTZLIJS,O,X,X,X,X
OTZLISJ,O,O,X,X,X
OTZLJIS,O,X,X,X,X
OTZLJSI,X,X,X,X,X
OTZLSIJ,X,O,X,X,X
OTZLSJI,X,X,X,X,X
OTZJILS,O,X,X,X,X
OTZJISL,X,X,X,X,X
OTZJLIS,O,X,X,X,X
OTZJLSI,X,X,X,X,X
OTZJSIL,X,X,X,X,X
OTZJSLI,X,X,X,X,X
OTZSILJ,X,X,X,X,X
OTZSIJL,X,X,X,X,X
OTZSLIJ,X,X,X,X,X
OTZSLJI,X,X,X,X,X
OTZSJIL,X,X,X,X,X
OTZSJLI,X,X,X,X,X
OITLJSZ,X,O,O,O,X
OITLJZS,X,X,X,X,O
OITLSJZ,X,O,O,O,X
OITLSZJ,X,O,X,X,X
OITLZJS,O,X,X,X,O
OITLZSJ,O,O,X,X,X
OITJLSZ,X,O,O,O,X
OITJLZS,X,X,X,X,O
OITJSLZ,X,X,X,O,X
OITJSZL,X,X,X,X,X
OITJZLS,X,X,X,X,X
OITJZSL,X,X,X,X,X
OITSLJZ,X,O,X,O,X
OITSLZJ,X,O,X,X,X
OITSJLZ,X,X,X,O,X
OITSJZL,X,X,X,X,X
OITSZLJ,X,X,X,X,X
OITSZJL,X,X,X,X,X
OITZLJS,O,X,X,X,X
OITZLSJ,O,O,X,X,X
OITZJLS,O,X,X,X,X
OITZJSL,X,X,X,X,X
OITZSLJ,X,X,X,X,X
OITZSJL,X,X,X,X,X
OILTJSZ,X,O,O,O,X
OILTJZS,X,X,X,X,O
OILTSJZ,X,O,O,O,X
OILTSZJ,X,O,X,X,X
OILTZJS,O,X,X,X,O
OILTZSJ,O,O,X,X,X
OILJTSZ,X,O,O,O,X
OILJTZS,X,X,X,X,O
OILJSTZ,X,O,O,O,X
OILJSZT,X,X,O,O,O
OILJZTS,O,X,X,X,O
OILJZST,O,X,O,O,O
OILSTJZ,X,O,O,O,X
OILSTZJ,X,O,X,X,X
OILSJTZ,X,O,O,O,X
OILSJZT,X,X,O,O,O
OILSZTJ,O,O,X,X,X
OILSZJT,O,X,O,O,O
OILZTJS,O,X,X,X,O
OILZTSJ,O,O,X,X,X
OILZJTS,O,X,X,X,O
OILZJST,O,X,O,O,O
OILZSTJ,O,O,X,X,X
OILZSJT,O,X,O,O,O
OIJTLSZ,X,O,O,O,X
OIJTLZS,X,X,X,X,O
OIJTSLZ,X,X,X,O,X
OIJTSZL,X,X,X,X,X
OIJTZLS,X,X,X,X,X
OIJTZSL,X,X,X,X,X
OIJLTSZ,X,O,O,O,X
OIJLTZS,X,X,X,X,O
OIJLSTZ,X,O,O,O,X
OIJLSZT,X,X,O,O,O
OIJLZTS,O,X,X,X,O
OIJLZST,O,X,O,O,O
OIJSTLZ,X,X,X,O,X
OIJSTZL,X,X,X,X,X
OIJSLTZ,X,X,O,O,X
OIJSLZT,X,X,O,O,O
OIJSZTL,X,X,X,X,X
OIJSZLT,X,X,X,O,X
OIJZTLS,O,X,X,X,X
OIJZTSL,X,X,X,X,X
OIJZLTS,O,X,X,X,O
OIJZLST,O,X,O,O,O
OIJZSTL,X,X,X,X,X
OIJZSLT,O,X,X,O,X
OISTLJZ,X,O,X,O,X
OISTLZJ,X,O,X,X,X
OISTJLZ,X,X,X,O,X
OISTJZL,X,X,X,X,X
OISTZLJ,X,X,X,X,X
OISTZJL,X,X,X,X,X
OISLTJZ,X,O,O,O,X
OISLTZJ,X,O,X,X,X
OISLJTZ,X,O,O,O,X
OISLJZT,X,X,O,O,O
OISLZTJ,O,O,X,X,X
OISLZJT,O,X,O,O,O
OISJTLZ,X,X,X,O,X
OISJTZL,X,X,X,X,X
OISJLTZ,X,X,O,O,X
