sequence,v115@EhB8CeA8DeB8AeA8FeB8AeC8EeA8KeT/IvhFlgB5oB?imBGqB3rBUsB,v115@EhB8CeA8DeB8AeA8FeB8AeC8EeA8KeT/IvhFlgB5oB?imBGqBUsB3rB,v115@EhB8CeA8DeB8AeA8FeB8AeC8EeA8Ke/EJvhFGgBKmB?zhB5oB0qBVxB,v115@EhB8CeA8DeB8AeA8FeB8AeC8EeA8Ke/EJvhFzgBumB?5oBKsBUlBVwB,v115@EhB8CeA8DeB8AeA8FeB8AeC8EeA8Ke/EJvhFGgB5oB?TmBKsB0qBlrB,v115@EhB8CeA8DeB8AeA8FeB8AeC8EeA8Ke/EJvhFGgBymB?5oBlqBUsBTrB
JZLSTOI,X,O,X,X,O,X
JZLSITO,X,O,X,X,O,X
JZLSIOT,X,O,X,X,O,X
JZLSOTI,X,O,X,X,O,X
JZLSOIT,X,O,X,X,O,X
JZLOTIS,X,O,X,X,X,X
JZLOTSI,X,O,X,X,X,X
JZLOITS,X,O,X,X,X,X
JZLOIST,X,O,X,X,O,X
JZLOSTI,X,O,X,X,O,X
JZLOSIT,X,O,X,X,O,X
JZSTILO,O,O,X,X,O,O
JZSTIOL,O,O,X,X,X,O
JZSTLIO,O,O,X,X,O,O
JZSTLOI,O,O,X,X,O,O
JZSTOIL,O,O,X,X,X,O
JZSTOLI,O,O,X,X,X,O
JZSITLO,O,O,X,X,O,O
JZSITOL,O,O,X,X,X,O
JZSILTO,O,O,X,X,O,X
JZSILOT,O,O,X,X,O,X
JZSIOTL,O,O,X,X,X,X
JZSIOLT,O,O,X,X,O,X
JZSLTIO,O,O,X,X,O,X
JZSLTOI,O,O,X,X,O,X
JZSLITO,O,O,X,X,O,X
JZSLIOT,O,O,X,X,O,X
JZSLOTI,O,O,X,X,O,X
JZSLOIT,O,O,X,X,O,X
JZSOTIL,O,O,X,X,X,X
JZSOTLI,O,O,X,X,X,X
JZSOITL,O,O,X,X,X,X
JZSOILT,O,O,X,X,O,X
JZSOLTI,O,O,X,X,O,X
JZSOLIT,O,O,X,X,O,X
JZOTILS,X,O,X,X,X,X
JZOTISL,O,O,X,X,X,X
JZOTLIS,X,O,X,X,X,X
JZOTLSI,X,O,X,X,X,X
JZOTSIL,O,O,X,X,X,X
JZOTSLI,O,O,X,X,X,X
JZOITLS,X,O,X,X,X,X
JZOITSL,O,O,X,X,X,X
JZOILTS,X,O,X,X,X,X
JZOILST,X,O,X,X,X,X
JZOISTL,O,O,X,X,X,X
JZOISLT,O,O,X,X,X,X
JZOLTIS,X,O,X,X,X,X
JZOLTSI,X,O,X,X,X,X
JZOLITS,X,O,X,X,X,X
JZOLIST,X,O,X,X,X,X
JZOLSTI,X,O,X,X,X,X
JZOLSIT,X,O,X,X,X,X
JZOSTIL,O,O,X,X,X,X
JZOSTLI,O,O,X,X,X,X
JZOSITL,O,O,X,X,X,X
JZOSILT,O,O,X,X,X,X
JZOSLTI,O,O,X,X,X,X
JZOSLIT,O,O,X,X,X,X
JOTILSZ,O,X,X,X,X,X
JOTILZS,X,O,X,X,X,X
JOTISLZ,O,X,X,X,X,X
JOTISZL,O,O,X,X,X,X
JOTIZLS,X,O,X,X,X,X
JOTIZSL,O,O,X,X,X,X
JOTLISZ,O,X,X,X,X,X
JOTLIZS,X,O,X,X,X,X
JOTLSIZ,O,X,X,X,X,X
JOTLSZI,O,X,X,X,X,X
JOTLZIS,X,O,X,X,X,X
JOTLZSI,X,O,X,X,X,X
JOTSILZ,O,X,X,X,X,X
JOTSIZL,O,O,X,X,X,X
JOTSLIZ,O,X,X,X,X,X
JOTSLZI,O,X,X,X,X,X
JOTSZIL,O,O,X,X,X,X
JOTSZLI,O,O,X,X,X,X
JOTZILS,X,O,X,X,X,X
JOTZISL,O,O,X,X,X,X
JOTZLIS,X,O,X,X,X,X
JOTZLSI,X,O,X,X,X,X
JOTZSIL,O,O,X,X,X,X
JOTZSLI,O,O,X,X,X,X
JOITLSZ,O,X,X,X,X,X
JOITLZS,X,O,X,X,X,X
JOITSLZ,O,X,X,X,X,X
JOITSZL,O,O,X,X,X,X
JOITZLS,X,O,X,X,X,X
JOITZSL,O,O,X,X,X,X
JOILTSZ,O,X,X,X,X,X
JOILTZS,X,O,X,X,X,X
JOILSTZ,O,X,X,X,X,X
JOILSZT,O,X,X,X,X,X
JOILZTS,X,O,X,X,X,X
JOILZST,X,O,X,X,X,X
JOISTLZ,O,X,X,X,X,X
JOISTZL,O,O,X,X,X,X
JOISLTZ,O,X,X,X,X,X
JOISLZT,O,X,X,X,X,X
JOISZTL,O,O,X,X,X,X
JOISZLT,O,O,X,X,X,X
JOIZTLS,X,O,X,X,X,X
JOIZTSL,O,O,X,X,X,X
JOIZLTS,X,O,X,X,X,X
JOIZLST,X,O,X,X,X,X
JOIZSTL,O,O,X,X,X,X
JOIZSLT,O,O,X,X,X,X
JOLTISZ,O,X,X,X,X,X
JOLTIZS,X,O,X,X,X,X
JOLTSIZ,O,X,X,X,X,X
JOLTSZI,O,X,X,X,X,X
JOLTZIS,X,O,X,X,X,X
JOLTZSI,X,O,X,X,X,X
JOLITSZ,O,X,X,X,X,X
JOLITZS,X,O,X,X,X,X
JOLISTZ,O,X,X,X,X,X
JOLISZT,O,X,X,X,X,X
JOLIZTS,X,O,X,X,X,X
JOLIZST,X,O,X,X,X,X
JOLSTIZ,O,X,X,X,X,X
JOLSTZI,O,X,X,X,X,X
JOLSITZ,O,X,X,X,X,X
JOLSIZT,O,X,X,X,X,X
JOLSZTI,O,X,X,X,X,X
JOLSZIT,O,X,X,X,X,X
JOLZTIS,X,O,X,X,X,X
JOLZTSI,X,O,X,X,X,X
JOLZITS,X,O,X,X,X,X
JOLZIST,X,O,X,X,X,X
JOLZSTI,X,O,X,X,X,X
JOLZSIT,X,O,X,X,X,X
JOSTILZ,O,X,X,X,X,X
JOSTIZL,O,O,X,X,X,X
JOSTLIZ,O,X,X,X,X,X
JOSTLZI,O,X,X,X,X,X
JOSTZIL,O,O,X,X,X,X
JOSTZLI,O,O,X,X,X,X
JOSITLZ,O,X,X,X,X,X
JOSITZL,O,O,X,X,X,X
JOSILTZ,O,X,X,X,X,X
JOSILZT,O,X,X,X,X,X
JOSIZTL,O,O,X,X,X,X
JOSIZLT,O,O,X,X,X,X
JOSLTIZ,O,X,X,X,X,X
JOSLTZI,O,X,X,X,X,X
JOSLITZ,O,X,X,X,X,X
JOSLIZT,O,X,X,X,X,X
JOSLZTI,O,X,X,X,X,X
JOSLZIT,O,X,X,X,X,X
JOSZTIL,O,O,X,X,X,X
JOSZTLI,O,O,X,X,X,X
JOSZITL,O,O,X,X,X,X
JOSZILT,O,O,X,X,X,X
JOSZLTI,O,O,X,X,X,X
JOSZLIT,O,O,X,X,X,X
JOZTILS,X,O,X,X,X,X
JOZTISL,O,O,X,X,X,X
JOZTLIS,X,O,X,X,X,X
JOZTLSI,X,O,X,X,X,X
JOZTSIL,O,O,X,X,X,X
JOZTSLI,O,O,X,X,X,X
JOZITLS,X,O,X,X,X,X
JOZITSL,O,O,X,X,X,X
JOZILTS,X,O,X,X,X,X
JOZILST,X,O,X,X,X,X
JOZISTL,O,O,X,X,X,X
JOZISLT,O,O,X,X,X,X
JOZLTIS,X,O,X,X,X,X
JOZLTSI,X,O,X,X,X,X
JOZLITS,X,O,X,X,X,X
JOZLIST,X,O,X,X,X,X
JOZLSTI,X,O,X,X,X,X
JOZLSIT,X,O,X,X,X,X
JOZSTIL,O,O,X,X,X,X
JOZSTLI,O,O,X,X,X,X
JOZSITL,O,O,X,X,X,X
JOZSILT,O,O,X,X,X,X
JOZSLTI,O,O,X,X,X,X
JOZSLIT,O,O,X,X,X,X
STILJZO,O,X,O,O,O,O
STILJOZ,O,X,O,O,X,X
STILZJO,X,X,O,O,O,O
STILZOJ,X,X,O,O,O,O
STILOJZ,O,X,O,O,X,X
STILOZJ,X,X,O,O,X,X
STIJLZO,O,X,O,O,O,O
STIJLOZ,O,X,O,O,X,X
STIJZLO,O,O,O,X,O,O
STIJZOL,O,O,O,X,X,O
STIJOLZ,O,X,O,O,X,X
STIJOZL,O,O,O,X,X,O
STIZLJO,X,X,O,O,O,O
STIZLOJ,X,X,O,O,O,O
STIZJLO,X,X,O,X,O,O
STIZJOL,X,X,O,X,X,O
STIZOLJ,X,X,O,O,X,O
STIZOJL,X,X,O,X,X,O
STIOLJZ,O,X,O,O,X,X
STIOLZJ,X,X,O,O,X,X
STIOJLZ,O,X,O,O,X,X
STIOJZL,O,O,O,X,X,O
STIOZLJ,X,X,O,O,X,O
STIOZJL,X,X,O,X,X,O
STLIJZO,O,X,O,O,O,O
STLIJOZ,O,X,O,O,X,X
STLIZJO,X,X,O,O,O,O
STLIZOJ,X,X,O,O,O,O
STLIOJZ,O,X,O,O,X,X
STLIOZJ,X,X,O,O,X,X
STLJIZO,O,X,O,O,O,O
STLJIOZ,O,X,O,O,X,X
STLJZIO,O,X,O,O,O,O
STLJZOI,O,X,O,O,O,O
STLJOIZ,O,X,O,O,X,X
STLJOZI,O,X,O,O,X,X
STLZIJO,X,X,O,O,O,O
STLZIOJ,X,X,O,O,O,O
STLZJIO,X,X,O,O,O,O
STLZJOI,X,X,O,O,O,O
STLZOIJ,X,X,O,O,O,O
STLZOJI,X,X,O,O,O,O
STLOIJZ,O,X,O,O,X,X
STLOIZJ,X,X,O,O,X,X
STLOJIZ,O,X,O,O,X,X
STLOJZI,O,X,O,O,X,X
STLOZIJ,X,X,O,O,X,X
STLOZJI,X,X,O,O,X,X
STJILZO,O,X,O,O,O,O
STJILOZ,O,X,O,O,X,X
STJIZLO,O,O,O,X,O,O
STJIZOL,O,O,O,X,X,O
STJIOLZ,O,X,O,O,X,X
STJIOZL,O,O,O,X,X,O
STJLIZO,O,X,O,O,O,O
STJLIOZ,O,X,O,O,X,X
STJLZIO,O,X,O,O,O,O
STJLZOI,O,X,O,O,O,O
STJLOIZ,O,X,O,O,X,X
STJLOZI,O,X,O,O,X,X
STJZILO,O,O,O,X,O,O
STJZIOL,O,O,O,X,X,O
STJZLIO,O,O,O,X,O,O
STJZLOI,O,O,O,X,O,O
STJZOIL,O,O,O,X,X,O
STJZOLI,O,O,O,X,X,O
STJOILZ,O,X,O,O,X,X
STJOIZL,O,O,O,X,X,O
STJOLIZ,O,X,O,O,X,X
STJOLZI,O,X,O,O,X,X
STJOZIL,O,O,O,X,X,O
STJOZLI,O,O,O,X,X,O
STZILJO,X,X,O,O,O,O
STZILOJ,X,X,O,O,O,O
STZIJLO,X,X,O,X,O,O
STZIJOL,X,X,O,X,X,O
STZIOLJ,X,X,O,O,X,O
STZIOJL,X,X,O,X,X,O
STZLIJO,X,X,O,O,O,O
STZLIOJ,X,X,O,O,O,O
STZLJIO,X,X,O,O,O,O
STZLJOI,X,X,O,O,O,O
STZLOIJ,X,X,O,O,O,O
STZLOJI,X,X,O,O,O,O
STZJILO,X,X,O,X,O,O
STZJIOL,X,X,O,X,X,O
STZJLIO,X,X,O,X,O,O
STZJLOI,X,X,O,X,O,O
STZJOIL,X,X,O,X,X,O
STZJOLI,X,X,O,X,X,O
STZOILJ,X,X,O,O,X,O
STZOIJL,X,X,O,X,X,O
STZOLIJ,X,X,O,O,X,O
STZOLJI,X,X,O,O,X,O
STZOJIL,X,X,O,X,X,O
STZOJLI,X,X,O,X,X,O
STOILJZ,O,X,O,O,X,X
STOILZJ,X,X,O,O,X,X
STOIJLZ,O,X,O,O,X,X
STOIJZL,O,O,O,X,X,O
STOIZLJ,X,X,O,O,X,O
STOIZJL,X,X,O,X,X,O
STOLIJZ,O,X,O,O,X,X
STOLIZJ,X,X,O,O,X,X
STOLJIZ,O,X,O,O,X,X
STOLJZI,O,X,O,O,X,X
STOLZIJ,X,X,O,O,X,X
STOLZJI,X,X,O,O,X,X
STOJILZ,O,X,O,O,X,X
STOJIZL,O,O,O,X,X,O
STOJLIZ,O,X,O,O,X,X
STOJLZI,O,X,O,O,X,X
STOJZIL,O,O,O,X,X,O
STOJZLI,O,O,O,X,X,O
STOZILJ,X,X,O,O,X,O
STOZIJL,X,X,O,X,X,O
STOZLIJ,X,X,O,O,X,O
STOZLJI,X,X,O,O,X,O
STOZJIL,X,X,O,X,X,O
STOZJLI,X,X,O,X,X,O
SITLJZO,O,X,O,O,O,O
SITLJOZ,O,X,O,O,X,X
SITLZJO,X,X,O,O,O,O
SITLZOJ,X,X,O,O,O,O
SITLOJZ,O,X,O,O,X,X
SITLOZJ,X,X,O,O,X,X
SITJLZO,O,X,O,O,O,O
SITJLOZ,O,X,O,O,X,X
SITJZLO,O,O,O,X,O,O
SITJZOL,O,O,O,X,X,O
SITJOLZ,O,X,O,O,X,X
SITJOZL,O,O,O,X,X,O
SITZLJO,X,X,O,O,O,O
SITZLOJ,X,X,O,O,O,O
SITZJLO,X,X,O,X,O,O
SITZJOL,X,X,O,X,X,O
SITZOLJ,X,X,O,O,X,O
SITZOJL,X,X,O,X,X,O
SITOLJZ,O,X,O,O,X,X
SITOLZJ,X,X,O,O,X,X
SITOJLZ,O,X,O,O,X,X
SITOJZL,O,O,O,X,X,O
SITOZLJ,X,X,O,O,X,O
SITOZJL,X,X,O,X,X,O
SILTJZO,O,X,O,O,O,O
SILTJOZ,O,X,O,O,X,X
SILTZJO,X,X,O,O,O,O
SILTZOJ,X,X,O,O,O,O
SILTOJZ,O,X,O,O,X,X
SILTOZJ,X,X,O,O,X,X
SILJTZO,O,X,O,O,O,O
SILJTOZ,O,X,O,O,X,X
SILJZTO,O,X,X,X,O,X
SILJZOT,O,X,X,X,O,X
SILJOTZ,O,X,X,X,X,X
SILJOZT,O,X,X,X,O,X
SILZTJO,X,X,X,O,O,O
SILZTOJ,X,X,X,O,O,O
SILZJTO,O,X,X,X,O,X
SILZJOT,O,X,X,X,O,X
SILZOTJ,X,X,X,X,O,X
SILZOJT,O,X,X,X,O,X
SILOTJZ,O,X,X,O,X,X
SILOTZJ,X,X,X,O,X,X
SILOJTZ,O,X,X,X,X,X
SILOJZT,O,X,X,X,O,X
SILOZTJ,X,X,X,X,O,X
SILOZJT,O,X,X,X,O,X
SIJTLZO,O,X,O,O,O,O
SIJTLOZ,O,X,O,O,X,X
SIJTZLO,O,O,O,X,O,O
SIJTZOL,O,O,O,X,X,O
SIJTOLZ,O,X,O,O,X,X
SIJTOZL,O,O,O,X,X,O
SIJLTZO,O,X,O,O,O,O
SIJLTOZ,O,X,O,O,X,X
SIJLZTO,O,X,X,X,O,X
SIJLZOT,O,X,X,X,O,X
SIJLOTZ,O,X,X,X,X,X
SIJLOZT,O,X,X,X,O,X
SIJZTLO,O,O,O,X,O,O
SIJZTOL,O,O,O,X,X,O
SIJZLTO,O,O,X,X,O,X
SIJZLOT,O,O,X,X,O,X
SIJZOTL,O,O,X,X,X,X
SIJZOLT,O,O,X,X,O,X
SIJOTLZ,O,X,O,X,X,X
SIJOTZL,O,O,O,X,X,O
SIJOLTZ,O,X,X,X,X,X
SIJOLZT,O,X,X,X,O,X
SIJOZTL,O,O,X,X,X,X
SIJOZLT,O,O,X,X,O,X
SIZTLJO,X,X,O,O,O,O
SIZTLOJ,X,X,O,O,O,O
SIZTJLO,X,X,O,X,O,O
SIZTJOL,X,X,O,X,X,O
SIZTOLJ,X,X,O,O,X,O
SIZTOJL,X,X,O,X,X,O
SIZLTJO,X,X,X,O,O,O
SIZLTOJ,X,X,X,O,O,O
SIZLJTO,O,O,X,X,O,X
SIZLJOT,O,O,X,X,O,X
SIZLOTJ,X,X,X,X,O,X
SIZLOJT,O,O,X,X,O,X
SIZJTLO,O,O,O,X,O,O
SIZJTOL,O,O,O,X,X,O
SIZJLTO,O,O,X,X,O,X
SIZJLOT,O,O,X,X,O,X
SIZJOTL,O,O,X,X,X,X
SIZJOLT,O,O,X,X,O,X
SIZOTLJ,X,X,X,X,X,O
SIZOTJL,X,X,X,X,X,O
SIZOLTJ,X,X,X,X,O,X
SIZOLJT,O,O,X,X,O,X
SIZOJTL,O,O,X,X,X,X
SIZOJLT,O,O,X,X,O,X
SIOTLJZ,O,X,O,O,X,X
SIOTLZJ,X,X,O,O,X,X
SIOTJLZ,O,X,O,O,X,X
SIOTJZL,O,O,O,X,X,O
SIOTZLJ,X,X,O,O,X,O
SIOTZJL,X,X,O,X,X,O
SIOLTJZ,O,X,X,O,X,X
SIOLTZJ,X,X,X,O,X,X
SIOLJTZ,O,X,X,X,X,X
SIOLJZT,O,X,X,X,O,X
SIOLZTJ,X,X,X,X,O,X
SIOLZJT,O,X,X,X,O,X
SIOJTLZ,O,X,O,X,X,X
SIOJTZL,O,O,O,X,X,O
SIOJLTZ,O,X,X,X,X,X
SIOJLZT,O,X,X,X,O,X
SIOJZTL,O,O,X,X,X,X
SIOJZLT,O,O,X,X,O,X
SIOZTLJ,X,X,X,X,X,O
SIOZTJL,X,X,X,X,X,O
SIOZLTJ,X,X,X,X,O,X
SIOZLJT,O,O,X,X,O,X
SIOZJTL,O,O,X,X,X,X
SIOZJLT,O,O,X,X,O,X
SLTIJZO,O,X,O,O,O,O
SLTIJOZ,O,X,O,O,X,X
SLTIZJO,X,X,O,O,O,O
SLTIZOJ,X,X,O,O,O,O
SLTIOJZ,O,X,O,O,X,X
SLTIOZJ,X,X,O,O,X,X
SLTJIZO,O,X,O,O,O,O
SLTJIOZ,O,X,O,O,X,X
SLTJZIO,O,X,O,O,O,O
SLTJZOI,O,X,O,O,O,O
SLTJOIZ,O,X,O,O,X,X
SLTJOZI,O,X,O,O,X,X
SLTZIJO,X,X,O,O,O,O
SLTZIOJ,X,X,O,O,O,O
SLTZJIO,X,X,O,O,O,O
SLTZJOI,X,X,O,O,O,O
SLTZOIJ,X,X,O,O,O,O
SLTZOJI,X,X,O,O,O,O
SLTOIJZ,O,X,O,O,X,X
SLTOIZJ,X,X,O,O,X,X
SLTOJIZ,O,X,O,O,X,X
SLTOJZI,O,X,O,O,X,X
SLTOZIJ,X,X,O,O,X,X
SLTOZJI,X,X,O,O,X,X
SLITJZO,O,X,O,O,O,O
SLITJOZ,O,X,O,O,X,X
SLITZJO,X,X,O,O,O,O
SLITZOJ,X,X,O,O,O,O
SLITOJZ,O,X,O,O,X,X
SLITOZJ,X,X,O,O,X,X
SLIJTZO,O,X,O,O,O,O
SLIJTOZ,O,X,O,O,X,X
SLIJZTO,O,X,X,X,O,X
SLIJZOT,O,X,X,X,O,X
SLIJOTZ,O,X,X,X,X,X
SLIJOZT,O,X,X,X,O,X
SLIZTJO,X,X,X,O,O,O
SLIZTOJ,X,X,X,O,O,O
SLIZJTO,O,X,X,X,O,X
SLIZJOT,O,X,X,X,O,X
SLIZOTJ,X,X,X,X,O,X
SLIZOJT,O,X,X,X,O,X
SLIOTJZ,O,X,X,O,X,X
SLIOTZJ,X,X,X,O,X,X
SLIOJTZ,O,X,X,X,X,X
SLIOJZT,O,X,X,X,O,X
SLIOZTJ,X,X,X,X,O,X
SLIOZJT,O,X,X,X,O,X
SLJTIZO,O,X,O,O,O,O
SLJTIOZ,O,X,O,O,X,X
SLJTZIO,O,X,O,O,O,O
SLJTZOI,O,X,O,O,O,O
SLJTOIZ,O,X,O,O,X,X
SLJTOZI,O,X,O,O,X,X
SLJITZO,O,X,O,O,O,O
SLJITOZ,O,X,O,O,X,X
SLJIZTO,O,X,X,X,O,X
SLJIZOT,O,X,X,X,O,X
SLJIOTZ,O,X,X,X,X,X
SLJIOZT,O,X,X,X,O,X
SLJZTIO,O,X,X,X,O,X
SLJZTOI,O,X,X,X,O,X
SLJZITO,O,X,X,X,O,X
SLJZIOT,O,X,X,X,O,X
SLJZOTI,O,X,X,X,O,X
SLJZOIT,O,X,X,X,O,X
SLJOTIZ,O,X,X,X,X,X
SLJOTZI,O,X,X,X,X,X
SLJOITZ,O,X,X,X,X,X
SLJOIZT,O,X,X,X,O,X
SLJOZTI,O,X,X,X,O,X
SLJOZIT,O,X,X,X,O,X
SLZTIJO,X,X,X,O,O,O
SLZTIOJ,X,X,X,O,O,O
SLZTJIO,X,X,X,O,O,O
SLZTJOI,X,X,X,O,O,O
SLZTOIJ,X,X,X,O,O,O
SLZTOJI,X,X,X,O,O,O
SLZITJO,X,X,X,O,O,O
SLZITOJ,X,X,X,O,O,O
SLZIJTO,O,X,X,X,O,X
SLZIJOT,O,X,X,X,O,X
SLZIOTJ,X,X,X,X,O,X
SLZIOJT,O,X,X,X,O,X
SLZJTIO,O,X,X,X,O,X
SLZJTOI,O,X,X,X,O,X
SLZJITO,O,X,X,X,O,X
SLZJIOT,O,X,X,X,O,X
SLZJOTI,O,X,X,X,O,X
SLZJOIT,O,X,X,X,O,X
SLZOTIJ,X,X,X,X,O,X
SLZOTJI,X,X,X,X,O,X
SLZOITJ,X,X,X,X,O,X
SLZOIJT,O,X,X,X,O,X
SLZOJTI,O,X,X,X,O,X
SLZOJIT,O,X,X,X,O,X
SLOTIJZ,O,X,X,O,X,X
SLOTIZJ,X,X,X,O,X,X
SLOTJIZ,O,X,X,O,X,X
SLOTJZI,O,X,X,O,X,X
SLOTZIJ,X,X,X,O,X,X
SLOTZJI,X,X,X,O,X,X
SLOITJZ,O,X,X,O,X,X
SLOITZJ,X,X,X,O,X,X
SLOIJTZ,O,X,X,X,X,X
SLOIJZT,O,X,X,X,O,X
SLOIZTJ,X,X,X,X,O,X
SLOIZJT,O,X,X,X,O,X
SLOJTIZ,O,X,X,X,X,X
SLOJTZI,O,X,X,X,X,X
SLOJITZ,O,X,X,X,X,X
SLOJIZT,O,X,X,X,O,X
SLOJZTI,O,X,X,X,O,X
SLOJZIT,O,X,X,X,O,X
SLOZTIJ,X,X,X,X,O,X
SLOZTJI,X,X,X,X,O,X
SLOZITJ,X,X,X,X,O,X
SLOZIJT,O,X,X,X,O,X
SLOZJTI,O,X,X,X,O,X
SLOZJIT,O,X,X,X,O,X
SJTILZO,O,X,O,O,O,O
SJTILOZ,O,X,O,O,X,X
SJTIZLO,O,O,O,X,O,O
SJTIZOL,O,O,O,X,X,O
SJTIOLZ,O,X,O,O,X,X
SJTIOZL,O,O,O,X,X,O
SJTLIZO,O,X,O,O,O,O
SJTLIOZ,O,X,O,O,X,X
SJTLZIO,O,X,O,O,O,O
SJTLZOI,O,X,O,O,O,O
SJTLOIZ,O,X,O,O,X,X
SJTLOZI,O,X,O,O,X,X
SJTZILO,O,O,O,X,O,O
SJTZIOL,O,O,O,X,X,O
SJTZLIO,O,O,O,X,O,O
SJTZLOI,O,O,O,X,O,O
SJTZOIL,O,O,O,X,X,O
SJTZOLI,O,O,O,X,X,O
SJTOILZ,O,X,O,O,X,X
SJTOIZL,O,O,O,X,X,O
SJTOLIZ,O,X,O,O,X,X
SJTOLZI,O,X,O,O,X,X
SJTOZIL,O,O,O,X,X,O
SJTOZLI,O,O,O,X,X,O
SJITLZO,O,X,O,O,O,O
SJITLOZ,O,X,O,O,X,X
SJITZLO,O,O,O,X,O,O
SJITZOL,O,O,O,X,X,O
SJITOLZ,O,X,O,O,X,X
SJITOZL,O,O,O,X,X,O
SJILTZO,O,X,O,O,O,O
SJILTOZ,O,X,O,O,X,X
SJILZTO,O,X,X,X,O,X
SJILZOT,O,X,X,X,O,X
SJILOTZ,O,X,X,X,X,X
SJILOZT,O,X,X,X,O,X
SJIZTLO,O,O,O,X,O,O
SJIZTOL,O,O,O,X,X,O
SJIZLTO,O,O,X,X,O,X
SJIZLOT,O,O,X,X,O,X
SJIZOTL,O,O,X,X,X,X
SJIZOLT,O,O,X,X,O,X
SJIOTLZ,O,X,O,X,X,X
SJIOTZL,O,O,O,X,X,O
SJIOLTZ,O,X,X,X,X,X
SJIOLZT,O,X,X,X,O,X
SJIOZTL,O,O,X,X,X,X
SJIOZLT,O,O,X,X,O,X
SJLTIZO,O,X,O,O,O,O
SJLTIOZ,O,X,O,O,X,X
SJLTZIO,O,X,O,O,O,O
SJLTZOI,O,X,O,O,O,O
SJLTOIZ,O,X,O,O,X,X
SJLTOZI,O,X,O,O,X,X
SJLITZO,O,X,O,O,O,O
SJLITOZ,O,X,O,O,X,X
SJLIZTO,O,X,X,X,O,X
SJLIZOT,O,X,X,X,O,X
SJLIOTZ,O,X,X,X,X,X
SJLIOZT,O,X,X,X,O,X
SJLZTIO,O,X,X,X,O,X
SJLZTOI,O,X,X,X,O,X
SJLZITO,O,X,X,X,O,X
SJLZIOT,O,X,X,X,O,X
SJLZOTI,O,X,X,X,O,X
SJLZOIT,O,X,X,X,O,X
SJLOTIZ,O,X,X,X,X,X
SJLOTZI,O,X,X,X,X,X
SJLOITZ,O,X,X,X,X,X
SJLOIZT,O,X,X,X,O,X
SJLOZTI,O,X,X,X,O,X
SJLOZIT,O,X,X,X,O,X
SJZTILO,O,O,O,X,O,O
SJZTIOL,O,O,O,X,X,O
SJZTLIO,O,O,O,X,O,O
SJZTLOI,O,O,O,X,O,O
SJZTOIL,O,O,O,X,X,O
SJZTOLI,O,O,O,X,X,O
SJZITLO,O,O,O,X,O,O
SJZITOL,O,O,O,X,X,O
SJZILTO,O,O,X,X,O,X
SJZILOT,O,O,X,X,O,X
SJZIOTL,O,O,X,X,X,X
SJZIOLT,O,O,X,X,O,X
SJZLTIO,O,O,X,X,O,X
SJZLTOI,O,O,X,X,O,X
SJZLITO,O,O,X,X,O,X
SJZLIOT,O,O,X,X,O,X
SJZLOTI,O,O,X,X,O,X
SJZLOIT,O,O,X,X,O,X
SJZOTIL,O,O,X,X,X,X
SJZOTLI,O,O,X,X,X,X
SJZOITL,O,O,X,X,X,X
SJZOILT,O,O,X,X,O,X
SJZOLTI,O,O,X,X,O,X
SJZOLIT,O,O,X,X,O,X
SJOTILZ,O,X,O,X,X,X
SJOTIZL,O,O,O,X,X,O
SJOTLIZ,O,X,O,X,X,X
SJOTLZI,O,X,O,X,X,X
SJOTZIL,O,O,O,X,X,O
SJOTZLI,O,O,O,X,X,O
SJOITLZ,O,X,O,X,X,X
SJOITZL,O,O,O,X,X,O
SJOILTZ,O,X,X,X,X,X
SJOILZT,O,X,X,X,O,X
SJOIZTL,O,O,X,X,X,X
SJOIZLT,O,O,X,X,O,X
SJOLTIZ,O,X,X,X,X,X
SJOLTZI,O,X,X,X,X,X
SJOLITZ,O,X,X,X,X,X
SJOLIZT,O,X,X,X,O,X
SJOLZTI,O,X,X,X,O,X
SJOLZIT,O,X,X,X,O,X
SJOZTIL,O,O,X,X,X,X
SJOZTLI,O,O,X,X,X,X
SJOZITL,O,O,X,X,X,X
SJOZILT,O,O,X,X,O,X
SJOZLTI,O,O,X,X,O,X
SJOZLIT,O,O,X,X,O,X
SZTILJO,X,X,O,O,O,O
SZTILOJ,X,X,O,O,O,O
SZTIJLO,X,X,O,X,O,O
SZTIJOL,X,X,O,X,X,O
SZTIOLJ,X,X,O,O,X,O
SZTIOJL,X,X,O,X,X,O
SZTLIJO,X,X,O,O,O,O
SZTLIOJ,X,X,O,O,O,O
SZTLJIO,X,X,O,O,O,O
SZTLJOI,X,X,O,O,O,O
SZTLOIJ,X,X,O,O,O,O
SZTLOJI,X,X,O,O,O,O
SZTJILO,X,X,O,X,O,O
SZTJIOL,X,X,O,X,X,O
SZTJLIO,X,X,O,X,O,O
SZTJLOI,X,X,O,X,O,O
SZTJOIL,X,X,O,X,X,O
SZTJOLI,X,X,O,X,X,O
SZTOILJ,X,X,O,O,X,O
SZTOIJL,X,X,O,X,X,O
SZTOLIJ,X,X,O,O,X,O
SZTOLJI,X,X,O,O,X,O
SZTOJIL,X,X,O,X,X,O
SZTOJLI,X,X,O,X,X,O
SZITLJO,X,X,O,O,O,O
SZITLOJ,X,X,O,O,O,O
SZITJLO,X,X,O,X,O,O
SZITJOL,X,X,O,X,X,O
SZITOLJ,X,X,O,O,X,O
