sequence,v115@FhA8IeA8FeD8AeC8CeC8Kei/IvhF3gBcmBTiB5oB1p?BWwB,v115@FhA8IeA8FeD8AeC8CeC8Kei/IvhFTiB5oB3kBFmB0q?BGrB,v115@FhA8IeA8FeD8AeC8CeC8Kei/IvhFGhBTiB5oB3kBlq?BUrB,v115@FhA8IeA8FeD8AeC8CeC8KeT/IvhFlgBGiB5oBypB8q?B3rB,v115@FhA8IeA8FeD8AeC8CeC8KeKEJvhFflBlgBcmBTiB5o?BWwB
JTOISZL,O,X,O,X,X
JTOIZLS,O,X,X,X,X
JTOIZSL,O,X,O,X,X
JTOLISZ,O,X,O,X,X
JTOLIZS,O,X,X,X,X
JTOLSIZ,O,X,O,X,X
JTOLSZI,O,X,O,X,X
JTOLZIS,O,X,X,X,X
JTOLZSI,O,X,X,X,X
JTOSILZ,O,O,O,X,X
JTOSIZL,O,X,O,X,X
JTOSLIZ,O,O,O,X,X
JTOSLZI,O,X,O,X,X
JTOSZIL,O,X,O,X,X
JTOSZLI,O,X,O,X,X
JTOZILS,O,X,X,X,X
JTOZISL,O,X,O,X,X
JTOZLIS,O,X,X,X,X
JTOZLSI,O,X,X,X,X
JTOZSIL,O,X,O,X,X
JTOZSLI,O,X,O,X,X
JITLSZO,O,X,O,X,X
JITLSOZ,O,X,O,O,X
JITLZSO,O,X,X,O,X
JITLZOS,O,X,X,O,X
JITLOSZ,O,X,O,O,X
JITLOZS,O,X,X,O,X
JITSLZO,O,X,O,X,X
JITSLOZ,O,O,O,X,X
JITSZLO,O,X,O,X,X
JITSZOL,O,X,O,X,X
JITSOLZ,O,O,O,X,X
JITSOZL,O,X,O,X,X
JITZLSO,O,X,X,O,X
JITZLOS,O,X,X,O,X
JITZSLO,O,X,O,O,X
JITZSOL,O,X,O,X,X
JITZOLS,O,X,X,O,X
JITZOSL,O,X,O,X,X
JITOLSZ,O,X,O,X,X
JITOLZS,O,X,X,X,X
JITOSLZ,O,O,O,X,X
JITOSZL,O,X,O,X,X
JITOZLS,O,X,X,X,X
JITOZSL,O,X,O,X,X
JILTSZO,X,X,O,X,X
JILTSOZ,X,X,O,O,X
JILTZSO,X,X,X,O,X
JILTZOS,X,X,X,O,X
JILTOSZ,X,X,O,O,X
JILTOZS,X,X,X,O,X
JILSTZO,X,X,X,X,O
JILSTOZ,X,X,O,O,O
JILSZTO,X,X,X,O,O
JILSZOT,X,X,O,O,O
JILSOTZ,X,X,O,O,O
JILSOZT,X,X,O,O,O
JILZTSO,X,X,X,O,X
JILZTOS,X,X,X,O,X
JILZSTO,X,X,X,O,O
JILZSOT,X,X,X,O,O
JILZOTS,X,X,X,O,X
JILZOST,X,X,X,O,O
JILOTSZ,X,X,O,O,X
JILOTZS,X,X,X,O,X
JILOSTZ,X,X,O,O,O
JILOSZT,X,X,O,O,O
JILOZTS,X,X,X,O,X
JILOZST,X,X,X,O,O
JISTLZO,X,X,O,X,X
JISTLOZ,X,O,O,X,X
JISTZLO,X,X,O,X,X
JISTZOL,X,X,O,X,X
JISTOLZ,X,O,O,X,X
JISTOZL,X,X,O,X,X
JISLTZO,X,X,O,X,X
JISLTOZ,X,O,O,O,X
JISLZTO,X,O,X,O,X
JISLZOT,X,O,O,O,X
JISLOTZ,X,O,O,O,X
JISLOZT,X,O,O,O,X
JISZTLO,X,O,X,O,X
JISZTOL,X,O,X,X,X
JISZLTO,X,O,X,O,X
JISZLOT,X,O,O,O,X
JISZOTL,X,O,X,X,X
JISZOLT,X,O,O,X,X
JISOTLZ,X,O,O,X,X
JISOTZL,X,X,O,X,X
JISOLTZ,X,O,O,X,X
JISOLZT,X,O,O,X,X
JISOZTL,X,O,X,X,X
JISOZLT,X,O,O,X,X
JIZTLSO,O,X,X,O,X
JIZTLOS,O,X,X,O,X
JIZTSLO,O,O,O,O,X
JIZTSOL,O,O,O,X,X
JIZTOLS,O,X,X,O,X
JIZTOSL,O,O,O,X,X
JIZLTSO,X,X,X,O,X
JIZLTOS,X,X,X,O,X
JIZLSTO,X,X,X,O,O
JIZLSOT,X,X,X,O,O
JIZLOTS,X,X,X,O,X
JIZLOST,X,X,X,O,O
JIZSTLO,O,O,X,O,X
JIZSTOL,O,O,X,X,X
JIZSLTO,X,O,X,O,X
JIZSLOT,X,O,O,O,X
JIZSOTL,O,O,X,X,X
JIZSOLT,X,O,O,X,X
JIZOTLS,O,X,X,O,X
JIZOTSL,O,O,O,X,X
JIZOLTS,X,X,X,O,X
JIZOLST,X,X,X,O,O
JIZOSTL,O,O,X,X,X
JIZOSLT,X,O,O,X,X
JIOTLSZ,O,X,O,X,X
JIOTLZS,O,X,X,X,X
JIOTSLZ,O,O,O,X,X
JIOTSZL,O,X,O,X,X
JIOTZLS,O,X,X,X,X
JIOTZSL,O,X,O,X,X
JIOLTSZ,X,X,O,O,X
JIOLTZS,X,X,X,O,X
JIOLSTZ,X,X,O,O,O
JIOLSZT,X,X,O,O,O
JIOLZTS,X,X,X,O,X
JIOLZST,X,X,X,O,O
JIOSTLZ,X,O,O,X,X
JIOSTZL,X,X,O,X,X
JIOSLTZ,X,O,O,X,X
JIOSLZT,X,O,O,X,X
JIOSZTL,X,O,X,X,X
JIOSZLT,X,O,O,X,X
JIOZTLS,O,X,X,O,X
JIOZTSL,O,O,O,X,X
JIOZLTS,X,X,X,O,X
JIOZLST,X,X,X,O,O
JIOZSTL,O,O,X,X,X
JIOZSLT,X,O,O,X,X
JLTISZO,X,X,O,X,X
JLTISOZ,X,X,O,O,X
JLTIZSO,X,X,X,O,X
JLTIZOS,X,X,X,O,X
JLTIOSZ,X,X,O,O,X
JLTIOZS,X,X,X,O,X
JLTSIZO,X,X,O,X,X
JLTSIOZ,X,X,O,O,X
JLTSZIO,X,X,O,X,X
JLTSZOI,X,X,O,X,X
JLTSOIZ,X,X,O,O,X
JLTSOZI,X,X,O,X,X
JLTZISO,X,X,X,O,X
JLTZIOS,X,X,X,O,X
JLTZSIO,X,X,X,O,X
JLTZSOI,X,X,X,O,X
JLTZOIS,X,X,X,O,X
JLTZOSI,X,X,X,O,X
JLTOISZ,X,X,O,O,X
JLTOIZS,X,X,X,O,X
JLTOSIZ,X,X,O,O,X
JLTOSZI,X,X,O,X,X
JLTOZIS,X,X,X,O,X
JLTOZSI,X,X,X,O,X
JLITSZO,X,X,O,X,X
JLITSOZ,X,X,O,O,X
JLITZSO,X,X,X,O,X
JLITZOS,X,X,X,O,X
JLITOSZ,X,X,O,O,X
JLITOZS,X,X,X,O,X
JLISTZO,X,X,X,X,O
JLISTOZ,X,X,O,O,O
JLISZTO,X,X,X,O,O
JLISZOT,X,X,O,O,O
JLISOTZ,X,X,O,O,O
JLISOZT,X,X,O,O,O
JLIZTSO,X,X,X,O,X
JLIZTOS,X,X,X,O,X
JLIZSTO,X,X,X,O,O
JLIZSOT,X,X,X,O,O
JLIZOTS,X,X,X,O,X
JLIZOST,X,X,X,O,O
JLIOTSZ,X,X,O,O,X
JLIOTZS,X,X,X,O,X
JLIOSTZ,X,X,O,O,O
JLIOSZT,X,X,O,O,O
JLIOZTS,X,X,X,O,X
JLIOZST,X,X,X,O,O
JLSTIZO,X,X,X,X,O
JLSTIOZ,X,X,O,O,O
JLSTZIO,X,X,X,X,O
JLSTZOI,X,X,X,X,O
JLSTOIZ,X,X,O,O,O
JLSTOZI,X,X,X,X,O
JLSITZO,X,X,X,X,O
JLSITOZ,X,X,O,O,O
JLSIZTO,X,X,X,O,O
JLSIZOT,X,X,O,O,O
JLSIOTZ,X,X,O,O,O
JLSIOZT,X,X,O,O,O
JLSZTIO,X,X,X,O,O
JLSZTOI,X,X,X,O,O
JLSZITO,X,X,X,O,O
JLSZIOT,X,X,O,O,O
JLSZOTI,X,X,X,O,O
JLSZOIT,X,X,O,O,O
JLSOTIZ,X,X,O,O,O
JLSOTZI,X,X,X,X,O
JLSOITZ,X,X,O,O,O
JLSOIZT,X,X,O,O,O
JLSOZTI,X,X,X,O,O
JLSOZIT,X,X,O,O,O
JLZTISO,X,X,X,O,X
JLZTIOS,X,X,X,O,X
JLZTSIO,X,X,X,O,X
JLZTSOI,X,X,X,O,X
JLZTOIS,X,X,X,O,X
JLZTOSI,X,X,X,O,X
JLZITSO,X,X,X,O,X
JLZITOS,X,X,X,O,X
JLZISTO,X,X,X,O,O
JLZISOT,X,X,X,O,O
JLZIOTS,X,X,X,O,X
JLZIOST,X,X,X,O,O
JLZSTIO,X,X,X,O,O
JLZSTOI,X,X,X,O,O
JLZSITO,X,X,X,O,O
JLZSIOT,X,X,X,O,O
JLZSOTI,X,X,X,O,O
JLZSOIT,X,X,X,O,O
JLZOTIS,X,X,X,O,X
JLZOTSI,X,X,X,O,X
JLZOITS,X,X,X,O,X
JLZOIST,X,X,X,O,O
JLZOSTI,X,X,X,O,O
JLZOSIT,X,X,X,O,O
JLOTISZ,X,X,O,O,X
JLOTIZS,X,X,X,O,X
JLOTSIZ,X,X,O,O,X
JLOTSZI,X,X,O,X,X
JLOTZIS,X,X,X,O,X
JLOTZSI,X,X,X,O,X
JLOITSZ,X,X,O,O,X
JLOITZS,X,X,X,O,X
JLOISTZ,X,X,O,O,O
JLOISZT,X,X,O,O,O
JLOIZTS,X,X,X,O,X
JLOIZST,X,X,X,O,O
JLOSTIZ,X,X,O,O,O
JLOSTZI,X,X,X,X,O
JLOSITZ,X,X,O,O,O
JLOSIZT,X,X,O,O,O
JLOSZTI,X,X,X,O,O
JLOSZIT,X,X,O,O,O
JLOZTIS,X,X,X,O,X
JLOZTSI,X,X,X,O,X
JLOZITS,X,X,X,O,X
JLOZIST,X,X,X,O,O
JLOZSTI,X,X,X,O,O
JLOZSIT,X,X,X,O,O
JSTILZO,X,X,O,X,X
JSTILOZ,X,O,O,X,X
JSTIZLO,X,X,O,X,X
JSTIZOL,X,X,O,X,X
JSTIOLZ,X,O,O,X,X
JSTIOZL,X,X,O,X,X
JSTLIZO,X,X,O,X,X
JSTLIOZ,X,O,O,X,X
JSTLZIO,X,X,O,X,X
JSTLZOI,X,X,O,X,X
JSTLOIZ,X,O,O,X,X
JSTLOZI,X,X,O,X,X
JSTZILO,X,X,O,X,X
JSTZIOL,X,X,O,X,X
JSTZLIO,X,X,O,X,X
JSTZLOI,X,X,O,X,X
JSTZOIL,X,X,O,X,X
JSTZOLI,X,X,O,X,X
JSTOILZ,X,O,O,X,X
JSTOIZL,X,X,O,X,X
JSTOLIZ,X,O,O,X,X
JSTOLZI,X,X,O,X,X
JSTOZIL,X,X,O,X,X
JSTOZLI,X,X,O,X,X
JSITLZO,X,X,O,X,X
JSITLOZ,X,O,O,X,X
JSITZLO,X,X,O,X,X
JSITZOL,X,X,O,X,X
JSITOLZ,X,O,O,X,X
JSITOZL,X,X,O,X,X
JSILTZO,X,X,O,X,X
JSILTOZ,X,O,O,O,X
JSILZTO,X,O,X,O,X
JSILZOT,X,O,O,O,X
JSILOTZ,X,O,O,O,X
JSILOZT,X,O,O,O,X
JSIZTLO,X,O,X,O,X
JSIZTOL,X,O,X,X,X
JSIZLTO,X,O,X,O,X
JSIZLOT,X,O,O,O,X
JSIZOTL,X,O,X,X,X
JSIZOLT,X,O,O,X,X
JSIOTLZ,X,O,O,X,X
JSIOTZL,X,X,O,X,X
JSIOLTZ,X,O,O,X,X
JSIOLZT,X,O,O,X,X
JSIOZTL,X,O,X,X,X
JSIOZLT,X,O,O,X,X
JSLTIZO,X,X,O,X,X
JSLTIOZ,X,O,O,O,X
JSLTZIO,X,X,O,X,X
JSLTZOI,X,X,O,X,X
JSLTOIZ,X,O,O,O,X
JSLTOZI,X,X,O,X,X
JSLITZO,X,X,O,X,X
JSLITOZ,X,O,O,O,X
JSLIZTO,X,O,X,O,X
JSLIZOT,X,O,O,O,X
JSLIOTZ,X,O,O,O,X
JSLIOZT,X,O,O,O,X
JSLZTIO,X,O,X,O,X
JSLZTOI,X,O,X,O,X
JSLZITO,X,O,X,O,X
JSLZIOT,X,O,O,O,X
JSLZOTI,X,O,X,O,X
JSLZOIT,X,O,O,O,X
JSLOTIZ,X,O,O,O,X
JSLOTZI,X,X,O,X,X
JSLOITZ,X,O,O,O,X
JSLOIZT,X,O,O,O,X
JSLOZTI,X,O,X,O,X
JSLOZIT,X,O,O,O,X
JSZTILO,X,O,X,O,X
JSZTIOL,X,O,X,X,X
JSZTLIO,X,O,X,O,X
JSZTLOI,X,O,X,O,X
JSZTOIL,X,O,X,X,X
JSZTOLI,X,O,X,X,X
JSZITLO,X,O,X,O,X
JSZITOL,X,O,X,X,X
JSZILTO,X,O,X,O,X
JSZILOT,X,O,O,O,X
JSZIOTL,X,O,X,X,X
JSZIOLT,X,O,O,X,X
JSZLTIO,X,O,X,O,X
JSZLTOI,X,O,X,O,X
JSZLITO,X,O,X,O,X
JSZLIOT,X,O,O,O,X
JSZLOTI,X,O,X,O,X
JSZLOIT,X,O,O,O,X
JSZOTIL,X,O,X,X,X
JSZOTLI,X,O,X,X,X
JSZOITL,X,O,X,X,X
JSZOILT,X,O,O,X,X
JSZOLTI,X,O,X,X,X
JSZOLIT,X,O,O,X,X
JSOTILZ,X,O,O,X,X
JSOTIZL,X,X,O,X,X
JSOTLIZ,X,O,O,X,X
JSOTLZI,X,X,O,X,X
JSOTZIL,X,X,O,X,X
JSOTZLI,X,X,O,X,X
JSOITLZ,X,O,O,X,X
JSOITZL,X,X,O,X,X
JSOILTZ,X,O,O,X,X
JSOILZT,X,O,O,X,X
JSOIZTL,X,O,X,X,X
JSOIZLT,X,O,O,X,X
JSOLTIZ,X,O,O,X,X
JSOLTZI,X,X,O,X,X
JSOLITZ,X,O,O,X,X
JSOLIZT,X,O,O,X,X
JSOLZTI,X,O,X,X,X
JSOLZIT,X,O,O,X,X
JSOZTIL,X,O,X,X,X
JSOZTLI,X,O,X,X,X
JSOZITL,X,O,X,X,X
JSOZILT,X,O,O,X,X
JSOZLTI,X,O,X,X,X
JSOZLIT,X,O,O,X,X
JZTILSO,O,X,X,O,X
JZTILOS,O,X,X,O,X
JZTISLO,O,O,O,O,X
JZTISOL,O,O,O,X,X
JZTIOLS,O,X,X,O,X
JZTIOSL,O,O,O,X,X
JZTLISO,O,X,X,O,X
JZTLIOS,O,X,X,O,X
JZTLSIO,O,X,X,O,X
JZTLSOI,O,X,X,O,X
JZTLOIS,O,X,X,O,X
JZTLOSI,O,X,X,O,X
JZTSILO,O,O,O,O,X
JZTSIOL,O,O,O,X,X
JZTSLIO,O,O,O,O,X
JZTSLOI,O,O,O,O,X
JZTSOIL,O,O,O,X,X
JZTSOLI,O,O,O,X,X
JZTOILS,O,X,X,O,X
JZTOISL,O,O,O,X,X
JZTOLIS,O,X,X,O,X
JZTOLSI,O,X,X,O,X
JZTOSIL,O,O,O,X,X
JZTOSLI,O,O,O,X,X
JZITLSO,O,X,X,O,X
JZITLOS,O,X,X,O,X
JZITSLO,O,O,O,O,X
JZITSOL,O,O,O,X,X
JZITOLS,O,X,X,O,X
JZITOSL,O,O,O,X,X
JZILTSO,X,X,X,O,X
JZILTOS,X,X,X,O,X
JZILSTO,X,X,X,O,O
JZILSOT,X,X,X,O,O
JZILOTS,X,X,X,O,X
JZILOST,X,X,X,O,O
JZISTLO,O,O,X,O,X
JZISTOL,O,O,X,X,X
JZISLTO,X,O,X,O,X
JZISLOT,X,O,O,O,X
JZISOTL,O,O,X,X,X
JZISOLT,X,O,O,X,X
JZIOTLS,O,X,X,O,X
JZIOTSL,O,O,O,X,X
JZIOLTS,X,X,X,O,X
JZIOLST,X,X,X,O,O
JZIOSTL,O,O,X,X,X
JZIOSLT,X,O,O,X,X
JZLTISO,X,X,X,O,X
JZLTIOS,X,X,X,O,X
JZLTSIO,X,X,X,O,X
JZLTSOI,X,X,X,O,X
JZLTOIS,X,X,X,O,X
JZLTOSI,X,X,X,O,X
JZLITSO,X,X,X,O,X
JZLITOS,X,X,X,O,X
JZLISTO,X,X,X,O,O
JZLISOT,X,X,X,O,O
JZLIOTS,X,X,X,O,X
JZLIOST,X,X,X,O,O
JZLSTIO,X,X,X,O,O
JZLSTOI,X,X,X,O,O
JZLSITO,X,X,X,O,O
JZLSIOT,X,X,X,O,O
JZLSOTI,X,X,X,O,O
JZLSOIT,X,X,X,O,O
JZLOTIS,X,X,X,O,X
JZLOTSI,X,X,X,O,X
JZLOITS,X,X,X,O,X
JZLOIST,X,X,X,O,O
JZLOSTI,X,X,X,O,O
JZLOSIT,X,X,X,O,O
JZSTILO,O,O,X,O,X
JZSTIOL,O,O,X,X,X
JZSTLIO,O,O,X,O,X
JZSTLOI,O,O,X,O,X
JZSTOIL,O,O,X,X,X
JZSTOLI,O,O,X,X,X
JZSITLO,O,O,X,O,X
JZSITOL,O,O,X,X,X
JZSILTO,X,O,X,O,X
JZSILOT,X,O,O,O,X
JZSIOTL,O,O,X,X,X
JZSIOLT,X,O,O,X,X
JZSLTIO,X,O,X,O,X
JZSLTOI,X,O,X,O,X
JZSLITO,X,O,X,O,X
JZSLIOT,X,O,O,O,X
JZSLOTI,X,O,X,O,X
JZSLOIT,X,O,O,O,X
JZSOTIL,O,O,X,X,X
JZSOTLI,O,O,X,X,X
JZSOITL,O,O,X,X,X
JZSOILT,X,O,O,X,X
JZSOLTI,X,O,X,X,X
JZSOLIT,X,O,O,X,X
JZOTILS,O,X,X,O,X
JZOTISL,O,O,O,X,X
JZOTLIS,O,X,X,O,X
JZOTLSI,O,X,X,O,X
JZOTSIL,O,O,O,X,X
JZOTSLI,O,O,O,X,X
JZOITLS,O,X,X,O,X
JZOITSL,O,O,O,X,X
JZOILTS,X,X,X,O,X
JZOILST,X,X,X,O,O
JZOISTL,O,O,X,X,X
JZOISLT,X,O,O,X,X
JZOLTIS,X,X,X,O,X
JZOLTSI,X,X,X,O,X
JZOLITS,X,X,X,O,X
JZOLIST,X,X,X,O,O
JZOLSTI,X,X,X,O,O
JZOLSIT,X,X,X,O,O
JZOSTIL,O,O,X,X,X
JZOSTLI,O,O,X,X,X
JZOSITL,O,O,X,X,X
JZOSILT,X,O,O,X,X
JZOSLTI,X,O,X,X,X
JZOSLIT,X,O,O,X,X
JOTILSZ,O,X,O,X,X
JOTILZS,O,X,X,X,X
JOTISLZ,O,O,O,X,X
JOTISZL,O,X,O,X,X
JOTIZLS,O,X,X,X,X
JOTIZSL,O,X,O,X,X
JOTLISZ,O,X,O,X,X
JOTLIZS,O,X,X,X,X
JOTLSIZ,O,X,O,X,X
JOTLSZI,O,X,O,X,X
JOTLZIS,O,X,X,X,X
JOTLZSI,O,X,X,X,X
JOTSILZ,O,O,O,X,X
JOTSIZL,O,X,O,X,X
JOTSLIZ,O,O,O,X,X
JOTSLZI,O,X,O,X,X
JOTSZIL,O,X,O,X,X
JOTSZLI,O,X,O,X,X
JOTZILS,O,X,X,X,X
JOTZISL,O,X,O,X,X
JOTZLIS,O,X,X,X,X
JOTZLSI,O,X,X,X,X
JOTZSIL,O,X,O,X,X
JOTZSLI,O,X,O,X,X
JOITLSZ,O,X,O,X,X
JOITLZS,O,X,X,X,X
JOITSLZ,O,O,O,X,X
JOITSZL,O,X,O,X,X
JOITZLS,O,X,X,X,X
JOITZSL,O,X,O,X,X
JOILTSZ,X,X,O,O,X
JOILTZS,X,X,X,O,X
JOILSTZ,X,X,O,O,O
JOILSZT,X,X,O,O,O
JOILZTS,X,X,X,O,X
JOILZST,X,X,X,O,O
JOISTLZ,X,O,O,X,X
JOISTZL,X,X,O,X,X
JOISLTZ,X,O,O,X,X
JOISLZT,X,O,O,X,X
JOISZTL,X,O,X,X,X
JOISZLT,X,O,O,X,X
JOIZTLS,O,X,X,O,X
JOIZTSL,O,O,O,X,X
JOIZLTS,X,X,X,O,X
JOIZLST,X,X,X,O,O
JOIZSTL,O,O,X,X,X
JOIZSLT,X,O,O,X,X
JOLTISZ,X,X,O,O,X
JOLTIZS,X,X,X,O,X
JOLTSIZ,X,X,O,O,X
JOLTSZI,X,X,O,X,X
JOLTZIS,X,X,X,O,X
JOLTZSI,X,X,X,O,X
JOLITSZ,X,X,O,O,X
JOLITZS,X,X,X,O,X
JOLISTZ,X,X,O,O,O
JOLISZT,X,X,O,O,O
JOLIZTS,X,X,X,O,X
JOLIZST,X,X,X,O,O
JOLSTIZ,X,X,O,O,O
JOLSTZI,X,X,X,X,O
JOLSITZ,X,X,O,O,O
JOLSIZT,X,X,O,O,O
JOLSZTI,X,X,X,O,O
JOLSZIT,X,X,O,O,O
JOLZTIS,X,X,X,O,X
JOLZTSI,X,X,X,O,X
JOLZITS,X,X,X,O,X
JOLZIST,X,X,X,O,O
JOLZSTI,X,X,X,O,O
JOLZSIT,X,X,X,O,O
JOSTILZ,X,O,O,X,X
JOSTIZL,X,X,O,X,X
JOSTLIZ,X,O,O,X,X
JOSTLZI,X,X,O,X,X
JOSTZIL,X,X,O,X,X
JOSTZLI,X,X,O,X,X
JOSITLZ,X,O,O,X,X
JOSITZL,X,X,O,X,X
JOSILTZ,X,O,O,X,X
JOSILZT,X,O,O,X,X
JOSIZTL,X,O,X,X,X
JOSIZLT,X,O,O,X,X
JOSLTIZ,X,O,O,X,X
JOSLTZI,X,X,O,X,X
JOSLITZ,X,O,O,X,X
JOSLIZT,X,O,O,X,X
JOSLZTI,X,O,X,X,X
JOSLZIT,X,O,O,X,X
JOSZTIL,X,O,X,X,X
JOSZTLI,X,O,X,X,X
JOSZITL,X,O,X,X,X
JOSZILT,X,O,O,X,X
JOSZLTI,X,O,X,X,X
JOSZLIT,X,O,O,X,X
JOZTILS,O,X,X,O,X
JOZTISL,O,O,O,X,X
JOZTLIS,O,X,X,O,X
JOZTLSI,O,X,X,O,X
JOZTSIL,O,O,O,X,X
JOZTSLI,O,O,O,X,X
JOZITLS,O,X,X,O,X
JOZITSL,O,O,O,X,X
JOZILTS,X,X,X,O,X
JOZILST,X,X,X,O,O
JOZISTL,O,O,X,X,X
JOZISLT,X,O,O,X,X
JOZLTIS,X,X,X,O,X
JOZLTSI,X,X,X,O,X
JOZLITS,X,X,X,O,X
JOZLIST,X,X,X,O,O
JOZLSTI,X,X,X,O,O
JOZLSIT,X,X,X,O,O
JOZSTIL,O,O,X,X,X
JOZSTLI,O,O,X,X,X
JOZSITL,O,O,X,X,X
JOZSILT,X,O,O,X,X
JOZSLTI,X,O,X,X,X
JOZSLIT,X,O,O,X,X
STILJZO,O,X,O,X,X
STILJOZ,O,O,O,X,X
STILZJO,O,O,O,X,X
STILZOJ,O,O,O,X,X
STILOJZ,O,O,O,X,X
STILOZJ,O,O,O,X,X
STIJLZO,O,X,O,X,X
STIJLOZ,O,O,O,X,X
STIJZLO,O,X,O,X,X
STIJZOL,O,X,O,X,X
STIJOLZ,O,O,O,X,X
STIJOZL,O,X,O,X,X
STIZLJO,O,O,O,X,X
STIZLOJ,O,O,O,X,X
STIZJLO,O,O,O,X,X
STIZJOL,O,O,O,X,X
STIZOLJ,O,O,O,X,X
STIZOJL,O,O,O,X,X
STIOLJZ,O,O,O,X,X
STIOLZJ,O,O,O,X,X
STIOJLZ,O,O,O,X,X
STIOJZL,O,X,O,X,X
STIOZLJ,O,O,O,X,X
STIOZJL,O,O,O,X,X
STLIJZO,O,X,O,X,X
STLIJOZ,O,O,O,X,X
STLIZJO,O,O,O,X,X
STLIZOJ,O,O,O,X,X
STLIOJZ,O,O,O,X,X
STLIOZJ,O,O,O,X,X
STLJIZO,O,X,O,X,X
STLJIOZ,O,O,O,X,X
STLJZIO,O,X,O,X,X
STLJZOI,O,X,O,X,X
STLJOIZ,O,O,O,X,X
STLJOZI,O,X,O,X,X
STLZIJO,O,O,O,X,X
STLZIOJ,O,O,O,X,X
STLZJIO,O,O,O,X,X
STLZJOI,O,O,O,X,X
STLZOIJ,O,O,O,X,X
STLZOJI,O,O,O,X,X
STLOIJZ,O,O,O,X,X
STLOIZJ,O,O,O,X,X
STLOJIZ,O,O,O,X,X
STLOJZI,O,X,O,X,X
STLOZIJ,O,O,O,X,X
STLOZJI,O,O,O,X,X
STJILZO,O,X,O,X,X
STJILOZ,O,O,O,X,X
STJIZLO,O,X,O,X,X
STJIZOL,O,X,O,X,X
STJIOLZ,O,O,O,X,X
STJIOZL,O,X,O,X,X
STJLIZO,O,X,O,X,X
STJLIOZ,O,O,O,X,X
STJLZIO,O,X,O,X,X
STJLZOI,O,X,O,X,X
STJLOIZ,O,O,O,X,X
STJLOZI,O,X,O,X,X
STJZILO,O,X,O,X,X
STJZIOL,O,X,O,X,X
STJZLIO,O,X,O,X,X
STJZLOI,O,X,O,X,X
STJZOIL,O,X,O,X,X
STJZOLI,O,X,O,X,X
STJOILZ,O,O,O,X,X
STJOIZL,O,X,O,X,X
STJOLIZ,O,O,O,X,X
STJOLZI,O,X,O,X,X
STJOZIL,O,X,O,X,X
STJOZLI,O,X,O,X,X
STZILJO,O,O,O,X,X
STZILOJ,O,O,O,X,X
STZIJLO,O,O,O,X,X
STZIJOL,O,O,O,X,X
STZIOLJ,O,O,O,X,X
STZIOJL,O,O,O,X,X
STZLIJO,O,O,O,X,X
STZLIOJ,O,O,O,X,X
STZLJIO,O,O,O,X,X
STZLJOI,O,O,O,X,X
STZLOIJ,O,O,O,X,X
STZLOJI,O,O,O,X,X
STZJILO,O,O,O,X,X
STZJIOL,O,O,O,X,X
STZJLIO,O,O,O,X,X
STZJLOI,O,O,O,X,X
STZJOIL,O,O,O,X,X
STZJOLI,O,O,O,X,X
STZOILJ,O,O,O,X,X
STZOIJL,O,O,O,X,X
STZOLIJ,O,O,O,X,X
STZOLJI,O,O,O,X,X
STZOJIL,O,O,O,X,X
STZOJLI,O,O,O,X,X
STOILJZ,O,O,O,X,X
STOILZJ,O,O,O,X,X
STOIJLZ,O,O,O,X,X
STOIJZL,O,X,O,X,X
STOIZLJ,O,O,O,X,X
STOIZJL,O,O,O,X,X
STOLIJZ,O,O,O,X,X
STOLIZJ,O,O,O,X,X
STOLJIZ,O,O,O,X,X
STOLJZI,O,X,O,X,X
STOLZIJ,O,O,O,X,X
STOLZJI,O,O,O,X,X
STOJILZ,O,O,O,X,X
STOJIZL,O,X,O,X,X
STOJLIZ,O,O,O,X,X
STOJLZI,O,X,O,X,X
STOJZIL,O,X,O,X,X
STOJZLI,O,X,O,X,X
STOZILJ,O,O,O,X,X
STOZIJL,O,O,O,X,X
STOZLIJ,O,O,O,X,X
STOZLJI,O,O,O,X,X
STOZJIL,O,O,O,X,X
STOZJLI,O,O,O,X,X
SITLJZO,O,X,O,X,X
SITLJOZ,O,O,O,X,X
SITLZJO,O,O,O,X,X
SITLZOJ,O,O,O,X,X
SITLOJZ,O,O,O,X,X
SITLOZJ,O,O,O,X,X
SITJLZO,O,X,O,X,X
SITJLOZ,O,O,O,X,X
SITJZLO,O,X,O,X,X
SITJZOL,O,X,O,X,X
SITJOLZ,O,O,O,X,X
SITJOZL,O,X,O,X,X
SITZLJO,O,O,O,X,X
SITZLOJ,O,O,O,X,X
SITZJLO,O,O,O,X,X
SITZJOL,O,O,O,X,X
SITZOLJ,O,O,O,X,X
SITZOJL,O,O,O,X,X
SITOLJZ,O,O,O,X,X
SITOLZJ,O,O,O,X,X
SITOJLZ,O,O,O,X,X
SITOJZL,O,X,O,X,X
SITOZLJ,O,O,O,X,X
SITOZJL,O,O,O,X,X
SILTJZO,X,X,O,X,O
SILTJOZ,X,O,O,O,O
SILTZJO,X,O,O,X,O
SILTZOJ,X,O,O,X,O
SILTOJZ,X,O,O,O,O
SILTOZJ,X,O,O,X,O
SILJTZO,X,X,O,X,O
SILJTOZ,X,O,O,O,O
SILJZTO,X,O,X,O,O
SILJZOT,X,O,O,O,O
SILJOTZ,X,O,O,O,O
SILJOZT,X,O,O,O,O
SILZTJO,X,O,O,O,O
SILZTOJ,X,O,O,O,O
