sequence,v115@QhA8AeA8EeC8CeG8JexBJvhFXjBOpByqBzmBcqBlpB,v115@QhA8AeA8EeC8CeG8JeZEJvhFfmBFjBUlBCnBmmBzpB,v115@QhA8AeA8EeC8CeG8JeZEJvhFWmBFjBUlBXnBimBzpB,v115@QhA8AeA8EeC8CeG8JeT/IvhFKlBXjBRmBUmBFnB2uB,v115@QhA8AeA8EeC8CeG8JeZEJvhFUhBOnBXjBFlBSrBzpB,v115@QhA8AeA8EeC8CeG8Jel/IvhFThBOnBXjBKpBxqBcqB,v115@QhA8AeA8EeC8CeG8JeFDJvhFOpBxlBXnBTlBimB0pB,v115@QhA8AeA8EeC8CeG8JecEJvhFFjBxlBXnBTlBimB2uB
LIOZJTS,O,X,X,X,X,O,X,X
LIOZJST,O,X,X,X,X,O,X,X
LIOZSTJ,X,O,X,O,X,X,X,X
LIOZSJT,O,X,X,O,X,O,X,X
LJTISZO,X,O,X,X,O,O,X,X
LJTISOZ,X,X,X,O,X,O,X,X
LJTIZSO,X,O,X,X,O,O,X,X
LJTIZOS,X,X,X,X,X,O,X,X
LJTIOSZ,X,X,X,O,X,O,X,X
LJTIOZS,X,X,X,X,X,O,X,X
LJTSIZO,X,O,X,X,O,O,O,X
LJTSIOZ,X,X,X,O,X,O,O,X
LJTSZIO,X,X,X,X,O,X,X,X
LJTSZOI,X,X,X,X,X,X,X,X
LJTSOIZ,O,X,X,O,X,X,X,X
LJTSOZI,O,X,X,X,X,X,X,X
LJTZISO,X,O,X,X,O,X,X,X
LJTZIOS,X,X,X,X,X,X,X,X
LJTZSIO,X,O,X,X,O,X,X,X
LJTZSOI,X,X,X,X,X,X,X,X
LJTZOIS,X,X,X,X,X,X,X,X
LJTZOSI,X,X,X,X,X,X,X,X
LJTOISZ,O,X,X,O,X,X,X,X
LJTOIZS,O,X,X,X,X,X,X,X
LJTOSIZ,O,X,X,O,X,X,X,X
LJTOSZI,O,X,X,X,X,X,X,X
LJTOZIS,O,X,X,X,X,X,X,X
LJTOZSI,O,X,X,X,X,X,X,X
LJITSZO,X,O,X,X,O,O,X,X
LJITSOZ,X,X,X,O,X,O,X,X
LJITZSO,X,O,X,X,O,O,X,X
LJITZOS,X,X,X,X,X,O,X,X
LJITOSZ,X,X,X,O,X,O,X,X
LJITOZS,X,X,X,X,X,O,X,X
LJISTZO,X,O,X,X,O,O,X,X
LJISTOZ,X,X,X,O,X,O,X,X
LJISZTO,X,O,X,X,X,O,X,X
LJISZOT,X,X,X,O,X,O,X,X
LJISOTZ,O,X,X,O,X,O,X,X
LJISOZT,O,X,X,O,X,O,X,X
LJIZTSO,X,O,X,X,X,O,X,X
LJIZTOS,X,X,X,X,X,O,X,X
LJIZSTO,X,O,X,X,X,O,X,X
LJIZSOT,X,X,X,O,X,O,X,X
LJIZOTS,X,X,X,X,X,O,X,X
LJIZOST,X,X,X,O,X,O,X,X
LJIOTSZ,O,X,X,O,X,O,X,X
LJIOTZS,O,X,X,X,X,O,X,X
LJIOSTZ,O,X,X,O,X,O,X,X
LJIOSZT,O,X,X,O,X,O,X,X
LJIOZTS,O,X,X,X,X,O,X,X
LJIOZST,O,X,X,O,X,O,X,X
LJSTIZO,X,O,X,X,O,O,O,X
LJSTIOZ,X,X,X,O,X,O,O,X
LJSTZIO,X,X,X,X,O,X,X,X
LJSTZOI,X,X,X,X,X,X,X,X
LJSTOIZ,O,X,X,O,X,X,X,X
LJSTOZI,O,X,X,X,X,X,X,X
LJSITZO,X,O,X,X,O,O,O,X
LJSITOZ,X,X,X,O,X,O,O,X
LJSIZTO,X,O,X,X,X,O,X,X
LJSIZOT,X,X,X,O,X,O,X,X
LJSIOTZ,O,X,X,O,X,O,X,X
LJSIOZT,O,X,X,O,X,O,X,X
LJSZTIO,X,X,X,X,X,X,X,X
LJSZTOI,X,X,X,X,X,X,X,X
LJSZITO,X,X,X,X,X,O,X,X
LJSZIOT,X,X,X,O,X,O,X,X
LJSZOTI,O,X,X,X,X,X,X,X
LJSZOIT,O,X,X,O,X,X,X,X
LJSOTIZ,O,X,X,O,X,X,X,X
LJSOTZI,O,X,X,X,X,X,X,X
LJSOITZ,O,X,X,O,X,O,X,X
LJSOIZT,O,X,X,O,X,O,X,X
LJSOZTI,O,X,X,X,X,X,X,X
LJSOZIT,O,X,X,O,X,X,X,X
LJZTISO,X,O,X,X,X,X,X,X
LJZTIOS,X,X,X,X,X,X,X,X
LJZTSIO,X,O,X,X,X,X,X,X
LJZTSOI,X,X,X,X,X,X,X,X
LJZTOIS,X,X,X,X,X,X,X,X
LJZTOSI,X,X,X,X,X,X,X,X
LJZITSO,X,O,X,X,X,O,X,X
LJZITOS,X,X,X,X,X,O,X,X
LJZISTO,X,O,X,X,X,O,X,X
LJZISOT,X,X,X,O,X,O,X,X
LJZIOTS,X,X,X,X,X,O,X,X
LJZIOST,X,X,X,O,X,O,X,X
LJZSTIO,X,O,X,X,X,X,X,X
LJZSTOI,X,X,X,X,X,X,X,X
LJZSITO,X,O,X,X,X,O,X,X
LJZSIOT,X,X,X,O,X,O,X,X
LJZSOTI,O,X,X,X,X,X,X,X
LJZSOIT,O,X,X,O,X,X,X,X
LJZOTIS,O,X,X,X,X,X,X,X
LJZOTSI,O,X,X,X,X,X,X,X
LJZOITS,O,X,X,X,X,X,X,X
LJZOIST,O,X,X,O,X,X,X,X
LJZOSTI,O,X,X,X,X,X,X,X
LJZOSIT,O,X,X,O,X,X,X,X
LJOTISZ,O,X,X,O,X,X,X,X
LJOTIZS,O,X,X,X,X,X,X,X
LJOTSIZ,O,X,X,O,X,X,X,X
LJOTSZI,O,X,X,X,X,X,X,X
LJOTZIS,O,X,X,X,X,X,X,X
LJOTZSI,O,X,X,X,X,X,X,X
LJOITSZ,O,X,X,O,X,O,X,X
LJOITZS,O,X,X,X,X,O,X,X
LJOISTZ,O,X,X,O,X,O,X,X
LJOISZT,O,X,X,O,X,O,X,X
LJOIZTS,O,X,X,X,X,O,X,X
LJOIZST,O,X,X,O,X,O,X,X
LJOSTIZ,O,X,X,O,X,X,X,X
LJOSTZI,O,X,X,X,X,X,X,X
LJOSITZ,O,X,X,O,X,O,X,X
LJOSIZT,O,X,X,O,X,O,X,X
LJOSZTI,O,X,X,X,X,X,X,X
LJOSZIT,O,X,X,O,X,X,X,X
LJOZTIS,O,X,X,X,X,X,X,X
LJOZTSI,O,X,X,X,X,X,X,X
LJOZITS,O,X,X,X,X,X,X,X
LJOZIST,O,X,X,O,X,X,X,X
LJOZSTI,O,X,X,X,X,X,X,X
LJOZSIT,O,X,X,O,X,X,X,X
LSTIJZO,X,O,O,X,O,O,O,X
LSTIJOZ,X,X,X,O,X,O,O,X
LSTIZJO,X,O,O,X,O,X,X,O
LSTIZOJ,X,O,X,X,X,X,X,O
LSTIOJZ,X,X,X,O,X,O,X,X
LSTIOZJ,X,O,X,O,X,X,X,X
LSTJIZO,X,O,O,X,O,O,O,X
LSTJIOZ,X,X,X,O,X,O,O,X
LSTJZIO,X,X,X,X,O,X,X,X
LSTJZOI,X,X,X,X,X,X,X,X
LSTJOIZ,O,X,X,O,X,X,X,X
LSTJOZI,O,X,X,X,X,X,X,X
LSTZIJO,X,O,O,X,O,X,X,O
LSTZIOJ,X,O,X,X,X,X,X,O
LSTZJIO,X,O,O,X,O,X,X,X
LSTZJOI,X,X,X,X,X,X,X,X
LSTZOIJ,X,O,X,X,X,X,X,X
LSTZOJI,X,X,X,X,X,X,X,X
LSTOIJZ,O,X,X,O,X,X,X,X
LSTOIZJ,X,O,X,O,X,X,X,X
LSTOJIZ,O,X,X,X,X,X,X,X
LSTOJZI,O,X,X,X,X,X,X,X
LSTOZIJ,X,X,X,X,X,X,X,X
LSTOZJI,X,X,X,X,X,X,X,X
LSITJZO,X,O,O,X,O,O,O,X
LSITJOZ,X,X,X,O,X,O,O,X
LSITZJO,X,O,O,X,O,X,X,O
LSITZOJ,X,O,X,X,X,X,X,O
LSITOJZ,X,X,X,O,X,O,X,X
LSITOZJ,X,O,X,O,X,X,X,X
LSIJTZO,X,O,O,X,O,O,O,X
LSIJTOZ,X,X,X,O,X,O,O,X
LSIJZTO,X,O,O,X,X,O,X,X
LSIJZOT,X,X,X,O,X,O,X,X
LSIJOTZ,O,X,X,O,X,O,X,X
LSIJOZT,O,X,X,O,X,O,X,X
LSIZTJO,X,O,O,X,X,X,X,O
LSIZTOJ,X,O,X,X,X,X,X,O
LSIZJTO,X,O,O,X,X,O,X,X
LSIZJOT,X,X,X,O,X,O,X,X
LSIZOTJ,X,O,X,O,X,X,X,X
LSIZOJT,X,X,X,O,X,O,X,X
LSIOTJZ,O,X,X,O,X,O,X,X
LSIOTZJ,X,O,X,O,X,X,X,X
LSIOJTZ,O,X,X,O,X,O,X,X
LSIOJZT,O,X,X,O,X,O,X,X
LSIOZTJ,X,O,X,O,X,X,X,X
LSIOZJT,O,X,X,O,X,O,X,X
LSJTIZO,X,O,O,X,O,O,O,X
LSJTIOZ,X,X,X,O,X,O,O,X
LSJTZIO,X,X,X,X,O,X,X,X
LSJTZOI,X,X,X,X,X,X,X,X
LSJTOIZ,O,X,X,O,X,X,X,X
LSJTOZI,O,X,X,X,X,X,X,X
LSJITZO,X,O,O,X,O,O,O,X
LSJITOZ,X,X,X,O,X,O,O,X
LSJIZTO,X,O,O,X,X,O,X,X
LSJIZOT,X,X,X,O,X,O,X,X
LSJIOTZ,O,X,X,O,X,O,X,X
LSJIOZT,O,X,X,O,X,O,X,X
LSJZTIO,X,X,X,X,X,X,X,X
LSJZTOI,X,X,X,X,X,X,X,X
LSJZITO,X,X,X,X,X,O,X,X
LSJZIOT,X,X,X,O,X,O,X,X
LSJZOTI,O,X,X,X,X,X,X,X
LSJZOIT,O,X,X,O,X,X,X,X
LSJOTIZ,O,X,X,O,X,X,X,X
LSJOTZI,O,X,X,X,X,X,X,X
LSJOITZ,O,X,X,O,X,O,X,X
LSJOIZT,O,X,X,O,X,O,X,X
LSJOZTI,O,X,X,X,X,X,X,X
LSJOZIT,O,X,X,O,X,X,X,X
LSZTIJO,X,O,O,X,X,X,X,O
LSZTIOJ,X,O,X,X,X,X,X,O
LSZTJIO,X,O,O,X,X,X,X,X
LSZTJOI,X,X,X,X,X,X,X,X
LSZTOIJ,X,O,X,X,X,X,X,X
LSZTOJI,X,X,X,X,X,X,X,X
LSZITJO,X,O,O,X,X,X,X,O
LSZITOJ,X,O,X,X,X,X,X,O
LSZIJTO,X,O,O,X,X,O,X,X
LSZIJOT,X,X,X,O,X,O,X,X
LSZIOTJ,X,O,X,O,X,X,X,X
LSZIOJT,X,X,X,O,X,O,X,X
LSZJTIO,X,O,O,X,X,X,X,X
LSZJTOI,X,X,X,X,X,X,X,X
LSZJITO,X,O,O,X,X,O,X,X
LSZJIOT,X,X,X,O,X,O,X,X
LSZJOTI,O,X,X,X,X,X,X,X
LSZJOIT,O,X,X,O,X,X,X,X
LSZOTIJ,X,O,X,X,X,X,X,X
LSZOTJI,X,X,X,X,X,X,X,X
LSZOITJ,X,O,X,O,X,X,X,X
LSZOIJT,O,X,X,O,X,X,X,X
LSZOJTI,O,X,X,X,X,X,X,X
LSZOJIT,O,X,X,X,X,X,X,X
LSOTIJZ,O,X,X,O,X,X,X,X
LSOTIZJ,X,O,X,O,X,X,X,X
LSOTJIZ,O,X,X,X,X,X,X,X
LSOTJZI,O,X,X,X,X,X,X,X
LSOTZIJ,X,X,X,X,X,X,X,X
LSOTZJI,X,X,X,X,X,X,X,X
LSOITJZ,O,X,X,O,X,O,X,X
LSOITZJ,X,O,X,O,X,X,X,X
LSOIJTZ,O,X,X,O,X,O,X,X
LSOIJZT,O,X,X,O,X,O,X,X
LSOIZTJ,X,O,X,O,X,X,X,X
LSOIZJT,O,X,X,O,X,O,X,X
LSOJTIZ,O,X,X,O,X,X,X,X
LSOJTZI,O,X,X,X,X,X,X,X
LSOJITZ,O,X,X,O,X,O,X,X
LSOJIZT,O,X,X,O,X,O,X,X
LSOJZTI,O,X,X,X,X,X,X,X
LSOJZIT,O,X,X,O,X,X,X,X
LSOZTIJ,X,X,X,X,X,X,X,X
LSOZTJI,X,X,X,X,X,X,X,X
LSOZITJ,X,X,X,O,X,X,X,X
LSOZIJT,O,X,X,O,X,X,X,X
LSOZJTI,O,X,X,X,X,X,X,X
LSOZJIT,O,X,X,X,X,X,X,X
LZTIJSO,X,O,O,X,X,X,X,X
LZTIJOS,X,X,X,X,X,X,X,X
LZTISJO,X,O,O,X,X,X,X,X
LZTISOJ,X,O,X,X,X,X,X,X
LZTIOJS,X,X,X,X,X,X,X,X
LZTIOSJ,X,O,X,X,X,X,X,X
LZTJISO,X,O,O,X,X,X,X,X
LZTJIOS,X,X,X,X,X,X,X,X
LZTJSIO,X,O,O,X,X,X,X,X
LZTJSOI,X,X,X,X,X,X,X,X
LZTJOIS,X,X,X,X,X,X,X,X
LZTJOSI,X,X,X,X,X,X,X,X
LZTSIJO,X,O,O,X,X,X,X,O
LZTSIOJ,X,O,X,X,X,X,X,O
LZTSJIO,X,O,O,X,X,X,X,X
LZTSJOI,X,X,X,X,X,X,X,X
LZTSOIJ,X,O,X,X,X,X,X,X
LZTSOJI,X,X,X,X,X,X,X,X
LZTOIJS,X,X,X,X,X,X,X,X
LZTOISJ,X,O,X,X,X,X,X,X
LZTOJIS,X,X,X,X,X,X,X,X
LZTOJSI,X,X,X,X,X,X,X,X
LZTOSIJ,X,O,X,X,X,X,X,X
LZTOSJI,X,X,X,X,X,X,X,X
LZITJSO,X,O,O,X,X,X,X,X
LZITJOS,X,X,X,X,X,X,X,X
LZITSJO,X,O,O,X,X,X,X,X
LZITSOJ,X,O,X,X,X,X,X,X
LZITOJS,X,X,X,X,X,X,X,X
LZITOSJ,X,O,X,X,X,X,X,X
LZIJTSO,X,O,O,X,X,O,X,X
LZIJTOS,X,X,X,X,X,O,X,X
LZIJSTO,X,O,O,X,X,O,X,X
LZIJSOT,X,X,X,O,X,O,X,X
LZIJOTS,X,X,X,X,X,O,X,X
LZIJOST,X,X,X,O,X,O,X,X
LZISTJO,X,O,O,X,X,X,X,X
LZISTOJ,X,O,X,X,X,X,X,X
LZISJTO,X,O,O,X,X,O,X,X
LZISJOT,X,X,X,O,X,O,X,X
LZISOTJ,X,O,X,O,X,X,X,X
LZISOJT,X,X,X,O,X,O,X,X
LZIOTJS,X,X,X,X,X,X,X,X
LZIOTSJ,X,O,X,X,X,X,X,X
LZIOJTS,X,X,X,X,X,O,X,X
LZIOJST,X,X,X,X,X,O,X,X
LZIOSTJ,X,O,X,O,X,X,X,X
LZIOSJT,X,X,X,O,X,O,X,X
LZJTISO,X,O,O,X,X,X,X,X
LZJTIOS,X,X,X,X,X,X,X,X
LZJTSIO,X,O,O,X,X,X,X,X
LZJTSOI,X,X,X,X,X,X,X,X
LZJTOIS,X,X,X,X,X,X,X,X
LZJTOSI,X,X,X,X,X,X,X,X
LZJITSO,X,O,O,X,X,O,X,X
LZJITOS,X,X,X,X,X,O,X,X
LZJISTO,X,O,O,X,X,O,X,X
LZJISOT,X,X,X,O,X,O,X,X
LZJIOTS,X,X,X,X,X,O,X,X
LZJIOST,X,X,X,O,X,O,X,X
LZJSTIO,X,O,O,X,X,X,X,X
LZJSTOI,X,X,X,X,X,X,X,X
LZJSITO,X,O,O,X,X,O,X,X
LZJSIOT,X,X,X,O,X,O,X,X
LZJSOTI,O,X,X,X,X,X,X,X
LZJSOIT,O,X,X,O,X,X,X,X
LZJOTIS,O,X,X,X,X,X,X,X
LZJOTSI,O,X,X,X,X,X,X,X
LZJOITS,O,X,X,X,X,X,X,X
LZJOIST,O,X,X,O,X,X,X,X
LZJOSTI,O,X,X,X,X,X,X,X
LZJOSIT,O,X,X,O,X,X,X,X
LZSTIJO,X,O,O,X,X,X,X,O
LZSTIOJ,X,O,X,X,X,X,X,O
LZSTJIO,X,O,O,X,X,X,X,X
LZSTJOI,X,X,X,X,X,X,X,X
LZSTOIJ,X,O,X,X,X,X,X,X
LZSTOJI,X,X,X,X,X,X,X,X
LZSITJO,X,O,O,X,X,X,X,O
LZSITOJ,X,O,X,X,X,X,X,O
LZSIJTO,X,O,O,X,X,O,X,X
LZSIJOT,X,X,X,O,X,O,X,X
LZSIOTJ,X,O,X,O,X,X,X,X
LZSIOJT,X,X,X,O,X,O,X,X
LZSJTIO,X,O,O,X,X,X,X,X
LZSJTOI,X,X,X,X,X,X,X,X
LZSJITO,X,O,O,X,X,O,X,X
LZSJIOT,X,X,X,O,X,O,X,X
LZSJOTI,O,X,X,X,X,X,X,X
LZSJOIT,O,X,X,O,X,X,X,X
LZSOTIJ,X,O,X,X,X,X,X,X
LZSOTJI,X,X,X,X,X,X,X,X
LZSOITJ,X,O,X,O,X,X,X,X
LZSOIJT,O,X,X,O,X,X,X,X
LZSOJTI,O,X,X,X,X,X,X,X
LZSOJIT,O,X,X,X,X,X,X,X
LZOTIJS,X,X,X,X,X,X,X,X
LZOTISJ,X,O,X,X,X,X,X,X
LZOTJIS,X,X,X,X,X,X,X,X
LZOTJSI,X,X,X,X,X,X,X,X
LZOTSIJ,X,O,X,X,X,X,X,X
LZOTSJI,X,X,X,X,X,X,X,X
LZOITJS,X,X,X,X,X,X,X,X
LZOITSJ,X,O,X,X,X,X,X,X
LZOIJTS,O,X,X,X,X,X,X,X
LZOIJST,O,X,X,X,X,X,X,X
LZOISTJ,X,O,X,O,X,X,X,X
LZOISJT,O,X,X,O,X,X,X,X
LZOJTIS,O,X,X,X,X,X,X,X
LZOJTSI,O,X,X,X,X,X,X,X
LZOJITS,O,X,X,X,X,X,X,X
LZOJIST,O,X,X,X,X,X,X,X
LZOJSTI,O,X,X,X,X,X,X,X
LZOJSIT,O,X,X,X,X,X,X,X
LZOSTIJ,X,O,X,X,X,X,X,X
LZOSTJI,X,X,X,X,X,X,X,X
LZOSITJ,X,O,X,O,X,X,X,X
LZOSIJT,O,X,X,O,X,X,X,X
LZOSJTI,O,X,X,X,X,X,X,X
LZOSJIT,O,X,X,X,X,X,X,X
LOTIJSZ,O,X,X,X,X,X,X,X
LOTIJZS,O,X,X,X,X,X,X,X
LOTISJZ,O,X,X,O,X,X,X,X
LOTISZJ,X,O,X,O,X,X,X,X
LOTIZJS,X,X,X,X,X,X,X,X
LOTIZSJ,X,O,X,X,X,X,X,X
LOTJISZ,O,X,X,X,X,X,X,X
LOTJIZS,O,X,X,X,X,X,X,X
LOTJSIZ,O,X,X,X,X,X,X,X
LOTJSZI,O,X,X,X,X,X,X,X
LOTJZIS,O,X,X,X,X,X,X,X
LOTJZSI,O,X,X,X,X,X,X,X
LOTSIJZ,O,X,X,O,X,X,X,X
LOTSIZJ,X,O,X,O,X,X,X,X
LOTSJIZ,O,X,X,X,X,X,X,X
LOTSJZI,O,X,X,X,X,X,X,X
LOTSZIJ,X,X,X,X,X,X,X,X
LOTSZJI,X,X,X,X,X,X,X,X
LOTZIJS,X,X,X,X,X,X,X,X
LOTZISJ,X,O,X,X,X,X,X,X
LOTZJIS,X,X,X,X,X,X,X,X
LOTZJSI,X,X,X,X,X,X,X,X
LOTZSIJ,X,O,X,X,X,X,X,X
LOTZSJI,X,X,X,X,X,X,X,X
LOITJSZ,O,X,X,X,X,O,X,X
LOITJZS,O,X,X,X,X,O,X,X
LOITSJZ,O,X,X,O,X,O,X,X
LOITSZJ,X,O,X,O,X,X,X,X
LOITZJS,X,X,X,X,X,X,X,X
LOITZSJ,X,O,X,X,X,X,X,X
LOIJTSZ,O,X,X,O,X,O,X,X
LOIJTZS,O,X,X,X,X,O,X,X
LOIJSTZ,O,X,X,O,X,O,X,X
LOIJSZT,O,X,X,O,X,O,X,X
LOIJZTS,O,X,X,X,X,O,X,X
LOIJZST,O,X,X,O,X,O,X,X
LOISTJZ,O,X,X,O,X,O,X,X
LOISTZJ,X,O,X,O,X,X,X,X
LOISJTZ,O,X,X,O,X,O,X,X
LOISJZT,O,X,X,O,X,O,X,X
LOISZTJ,X,O,X,O,X,X,X,X
LOISZJT,O,X,X,O,X,O,X,X
LOIZTJS,X,X,X,X,X,X,X,X
LOIZTSJ,X,O,X,X,X,X,X,X
LOIZJTS,O,X,X,X,X,O,X,X
LOIZJST,O,X,X,X,X,O,X,X
LOIZSTJ,X,O,X,O,X,X,X,X
LOIZSJT,O,X,X,O,X,O,X,X
LOJTISZ,O,X,X,O,X,X,X,X
LOJTIZS,O,X,X,X,X,X,X,X
LOJTSIZ,O,X,X,O,X,X,X,X
LOJTSZI,O,X,X,X,X,X,X,X
LOJTZIS,O,X,X,X,X,X,X,X
LOJTZSI,O,X,X,X,X,X,X,X
LOJITSZ,O,X,X,O,X,O,X,X
LOJITZS,O,X,X,X,X,O,X,X
LOJISTZ,O,X,X,O,X,O,X,X
LOJISZT,O,X,X,O,X,O,X,X
LOJIZTS,O,X,X,X,X,O,X,X
LOJIZST,O,X,X,O,X,O,X,X
LOJSTIZ,O,X,X,O,X,X,X,X
LOJSTZI,O,X,X,X,X,X,X,X
LOJSITZ,O,X,X,O,X,O,X,X
LOJSIZT,O,X,X,O,X,O,X,X
LOJSZTI,O,X,X,X,X,X,X,X
LOJSZIT,O,X,X,O,X,X,X,X
LOJZTIS,O,X,X,X,X,X,X,X
LOJZTSI,O,X,X,X,X,X,X,X
LOJZITS,O,X,X,X,X,X,X,X
LOJZIST,O,X,X,O,X,X,X,X
LOJZSTI,O,X,X,X,X,X,X,X
LOJZSIT,O,X,X,O,X,X,X,X
LOSTIJZ,O,X,X,O,X,X,X,X
LOSTIZJ,X,O,X,O,X,X,X,X
LOSTJIZ,O,X,X,X,X,X,X,X
LOSTJZI,O,X,X,X,X,X,X,X
LOSTZIJ,X,X,X,X,X,X,X,X
LOSTZJI,X,X,X,X,X,X,X,X
LOSITJZ,O,X,X,O,X,O,X,X
LOSITZJ,X,O,X,O,X,X,X,X
LOSIJTZ,O,X,X,O,X,O,X,X
LOSIJZT,O,X,X,O,X,O,X,X
LOSIZTJ,X,O,X,O,X,X,X,X
LOSIZJT,O,X,X,O,X,O,X,X
LOSJTIZ,O,X,X,O,X,X,X,X
LOSJTZI,O,X,X,X,X,X,X,X
LOSJITZ,O,X,X,O,X,O,X,X
LOSJIZT,O,X,X,O,X,O,X,X
LOSJZTI,O,X,X,X,X,X,X,X
LOSJZIT,O,X,X,O,X,X,X,X
LOSZTIJ,X,X,X,X,X,X,X,X
LOSZTJI,X,X,X,X,X,X,X,X
LOSZITJ,X,X,X,O,X,X,X,X
LOSZIJT,O,X,X,O,X,X,X,X
LOSZJTI,O,X,X,X,X,X,X,X
LOSZJIT,O,X,X,X,X,X,X,X
LOZTIJS,X,X,X,X,X,X,X,X
LOZTISJ,X,O,X,X,X,X,X,X
LOZTJIS,X,X,X,X,X,X,X,X
LOZTJSI,X,X,X,X,X,X,X,X
LOZTSIJ,X,O,X,X,X,X,X,X
LOZTSJI,X,X,X,X,X,X,X,X
LOZITJS,X,X,X,X,X,X,X,X
LOZITSJ,X,O,X,X,X,X,X,X
LOZIJTS,O,X,X,X,X,X,X,X
LOZIJST,O,X,X,X,X,X,X,X
LOZISTJ,X,O,X,O,X,X,X,X
LOZISJT,O,X,X,O,X,X,X,X
LOZJTIS,O,X,X,X,X,X,X,X
LOZJTSI,O,X,X,X,X,X,X,X
LOZJITS,O,X,X,X,X,X,X,X
LOZJIST,O,X,X,X,X,X,X,X
LOZJSTI,O,X,X,X,X,X,X,X
LOZJSIT,O,X,X,X,X,X,X,X
LOZSTIJ,X,O,X,X,X,X,X,X
LOZSTJI,X,X,X,X,X,X,X,X
LOZSITJ,X,O,X,O,X,X,X,X
LOZSIJT,O,X,X,O,X,X,X,X
LOZSJTI,O,X,X,X,X,X,X,X
LOZSJIT,O,X,X,X,X,X,X,X
JTILSZO,X,O,X,X,O,X,X,X
JTILSOZ,X,X,X,X,X,X,X,X
JTILZSO,X,O,X,X,O,X,X,X
JTILZOS,X,X,X,X,X,X,X,X
JTILOSZ,X,X,X,X,X,X,X,X
JTILOZS,X,X,X,X,X,X,X,X
JTISLZO,X,O,O,X,O,X,O,X
JTISLOZ,X,X,X,X,X,X,O,X
JTISZLO,X,O,O,X,O,X,O,X
JTISZOL,X,X,O,X,O,X,O,X
JTISOLZ,X,X,X,X,X,X,O,X
JTISOZL,X,X,O,X,O,X,O,X
JTIZLSO,X,O,O,X,O,X,X,X
JTIZLOS,X,X,X,X,X,X,X,X
JTIZSLO,X,O,O,X,O,X,X,X
JTIZSOL,X,X,O,X,O,X,X,X
JTIZOLS,X,X,X,X,X,X,X,X
JTIZOSL,X,X,O,X,O,X,X,X
JTIOLSZ,X,X,X,X,X,X,X,X
JTIOLZS,X,X,X,X,X,X,X,X
JTIOSLZ,X,X,X,X,X,X,X,X
JTIOSZL,X,X,X,X,O,X,X,X
JTIOZLS,X,X,X,X,X,X,X,X
JTIOZSL,X,X,X,X,O,X,X,X
JTLISZO,X,O,X,X,O,O,X,X
JTLISOZ,X,X,X,O,X,O,X,X
JTLIZSO,X,O,X,X,O,O,X,X
JTLIZOS,X,X,X,X,X,O,X,X
JTLIOSZ,X,X,X,O,X,O,X,X
JTLIOZS,X,X,X,X,X,O,X,X
JTLSIZO,X,O,X,X,O,O,O,X
JTLSIOZ,X,X,X,O,X,O,O,X
JTLSZIO,X,X,X,X,O,X,X,X
JTLSZOI,X,X,X,X,X,X,X,X
JTLSOIZ,O,X,X,O,X,X,X,X
JTLSOZI,O,X,X,X,X,X,X,X
JTLZISO,X,O,X,X,O,X,X,X
JTLZIOS,X,X,X,X,X,X,X,X
JTLZSIO,X,O,X,X,O,X,X,X
JTLZSOI,X,X,X,X,X,X,X,X
JTLZOIS,X,X,X,X,X,X,X,X
JTLZOSI,X,X,X,X,X,X,X,X
JTLOISZ,O,X,X,O,X,X,X,X
JTLOIZS,O,X,X,X,X,X,X,X
JTLOSIZ,O,X,X,O,X,X,X,X
JTLOSZI,O,X,X,X,X,X,X,X
JTLOZIS,O,X,X,X,X,X,X,X
JTLOZSI,O,X,X,X,X,X,X,X
JTSILZO,X,O,O,X,O,X,O,X
JTSILOZ,X,X,X,X,X,X,O,X
JTSIZLO,X,O,O,X,O,X,O,O
JTSIZOL,X,X,O,X,O,X,O,O
JTSIOLZ,O,X,X,X,X,X,O,X
JTSIOZL,X,X,O,X,O,X,O,X
JTSLIZO,X,O,O,X,O,O,O,X
JTSLIOZ,X,X,X,O,X,O,O,X
JTSLZIO,X,X,X,X,O,X,X,X
JTSLZOI,X,X,X,X,X,X,X,X
JTSLOIZ,O,X,X,O,X,X,X,X
JTSLOZI,O,X,X,X,X,X,X,X
JTSZILO,X,X,O,X,O,X,O,O
JTSZIOL,X,X,O,X,O,X,O,O
JTSZLIO,X,X,O,X,O,X,X,X
JTSZLOI,X,X,X,X,X,X,X,X
JTSZOIL,X,X,O,X,O,X,X,X
JTSZOLI,X,X,X,X,X,X,X,X
JTSOILZ,O,X,X,X,X,X,O,X
JTSOIZL,X,X,O,X,O,X,O,X
JTSOLIZ,O,X,X,O,X,X,X,X
JTSOLZI,O,X,X,X,X,X,X,X
JTSOZIL,X,X,X,X,O,X,X,X
JTSOZLI,X,X,X,X,X,X,X,X
JTZILSO,X,O,O,X,O,X,X,X
JTZILOS,X,X,X,X,X,X,X,X
JTZISLO,X,O,O,X,O,X,X,X
JTZISOL,X,X,O,X,O,X,X,X
JTZIOLS,X,X,X,X,X,X,X,X
JTZIOSL,X,X,O,X,O,X,X,X
JTZLISO,X,O,O,X,O,X,X,X
JTZLIOS,X,X,X,X,X,X,X,X
JTZLSIO,X,O,O,X,O,X,X,X
JTZLSOI,X,X,X,X,X,X,X,X
JTZLOIS,X,X,X,X,X,X,X,X
JTZLOSI,X,X,X,X,X,X,X,X
