sequence,v115@9gB8HeC8GeA8IeE8CeA8KelAJvhFUiBGjB6rB/tBRq?BTsB,v115@9gB8HeC8GeA8IeE8CeA8Ke0AJvhFlhBGjB6sB/tBRq?BzrB,v115@9gB8HeC8GeA8IeE8CeA8Ke8FJvhFzhBaoB5oB+sBXl?BlrB,v115@9gB8HeC8GeA8IeE8CeA8Ke0AJvhFVnBGjB/tB6rBRq?BTsB,v115@9gB8HeC8GeA8IeE8CeA8Ke0BJvhFliB5oBzlBysBXl?BWxB
OTZJILS,X,X,O,X,O
OTZJISL,X,X,O,X,X
OTZJLIS,X,X,O,X,O
OTZJLSI,X,X,O,X,O
OTZJSIL,O,O,O,O,X
OTZJSLI,O,O,O,O,X
OTZSILJ,O,X,X,O,X
OTZSIJL,O,O,O,O,X
OTZSLIJ,O,O,X,X,X
OTZSLJI,O,O,X,O,X
OTZSJIL,O,O,O,O,X
OTZSJLI,O,O,O,O,X
OITLJSZ,O,O,O,X,O
OITLJZS,O,O,O,X,O
OITLSJZ,O,O,X,O,X
OITLSZJ,O,O,X,O,O
OITLZJS,O,O,O,X,O
OITLZSJ,O,O,X,O,O
OITJLSZ,X,X,O,X,O
OITJLZS,X,X,O,X,O
OITJSLZ,O,O,O,O,X
OITJSZL,O,O,O,O,X
OITJZLS,X,X,O,X,O
OITJZSL,O,O,O,O,X
OITSLJZ,O,O,X,O,X
OITSLZJ,O,O,X,O,X
OITSJLZ,O,O,O,O,X
OITSJZL,O,O,O,O,X
OITSZLJ,O,O,X,O,X
OITSZJL,O,O,O,O,X
OITZLJS,X,O,O,X,O
OITZLSJ,O,O,X,O,O
OITZJLS,X,X,O,X,O
OITZJSL,O,O,O,O,X
OITZSLJ,O,O,X,O,X
OITZSJL,O,O,O,O,X
OILTJSZ,O,O,X,X,O
OILTJZS,O,O,X,X,O
OILTSJZ,O,O,X,O,X
OILTSZJ,O,O,X,O,O
OILTZJS,O,O,X,X,O
OILTZSJ,O,O,X,O,O
OILJTSZ,O,O,O,X,O
OILJTZS,O,O,O,X,O
OILJSTZ,O,O,X,X,O
OILJSZT,O,O,X,X,O
OILJZTS,O,O,O,X,O
OILJZST,O,O,X,X,O
OILSTJZ,O,O,X,O,X
OILSTZJ,O,O,X,O,O
OILSJTZ,O,O,X,O,O
OILSJZT,O,O,X,O,O
OILSZTJ,O,O,X,O,O
OILSZJT,O,O,X,O,X
OILZTJS,O,O,X,X,O
OILZTSJ,O,O,X,O,O
OILZJTS,O,O,O,X,O
OILZJST,O,O,X,X,O
OILZSTJ,O,O,X,O,O
OILZSJT,O,O,X,O,X
OIJTLSZ,X,X,O,X,O
OIJTLZS,X,X,O,X,O
OIJTSLZ,O,O,O,O,X
OIJTSZL,O,O,O,O,X
OIJTZLS,X,X,O,X,O
OIJTZSL,O,O,O,O,X
OIJLTSZ,O,O,O,X,O
OIJLTZS,O,O,O,X,O
OIJLSTZ,O,O,X,X,O
OIJLSZT,O,O,X,X,O
OIJLZTS,O,O,O,X,O
OIJLZST,O,O,X,X,O
OIJSTLZ,O,O,X,O,X
OIJSTZL,O,O,X,O,X
OIJSLTZ,O,O,X,O,O
OIJSLZT,O,O,X,O,O
OIJSZTL,O,O,X,O,X
OIJSZLT,O,O,X,O,O
OIJZTLS,X,X,O,X,O
OIJZTSL,O,O,O,O,X
OIJZLTS,X,O,O,X,O
OIJZLST,X,O,X,X,O
OIJZSTL,O,O,X,O,X
OIJZSLT,O,O,X,O,O
OISTLJZ,O,O,X,O,X
OISTLZJ,O,O,X,O,X
OISTJLZ,O,O,X,O,X
OISTJZL,O,O,X,O,X
OISTZLJ,O,O,X,O,X
OISTZJL,O,O,X,O,X
OISLTJZ,O,O,X,O,X
OISLTZJ,O,O,X,O,O
OISLJTZ,O,O,X,O,O
OISLJZT,O,O,X,O,O
OISLZTJ,O,O,X,O,O
OISLZJT,O,O,X,O,X
OISJTLZ,O,O,X,O,X
OISJTZL,O,O,X,O,X
OISJLTZ,O,O,X,O,O
OISJLZT,O,O,X,O,O
OISJZTL,O,O,X,O,X
OISJZLT,O,O,X,O,O
OISZTLJ,O,O,X,O,X
OISZTJL,O,O,X,O,X
OISZLTJ,O,O,X,O,O
OISZLJT,O,O,X,O,X
OISZJTL,O,O,X,O,X
OISZJLT,O,O,X,O,O
OIZTLJS,X,O,O,X,O
OIZTLSJ,O,O,X,O,O
OIZTJLS,X,X,O,X,O
OIZTJSL,O,O,O,O,X
OIZTSLJ,O,O,X,O,X
OIZTSJL,O,O,O,O,X
OIZLTJS,O,O,X,X,O
OIZLTSJ,O,O,X,O,O
OIZLJTS,O,O,O,X,O
OIZLJST,O,O,X,X,O
OIZLSTJ,O,O,X,O,O
OIZLSJT,O,O,X,O,X
OIZJTLS,X,X,O,X,O
OIZJTSL,O,O,O,O,X
OIZJLTS,X,O,O,X,O
OIZJLST,X,O,X,X,O
OIZJSTL,O,O,X,O,X
OIZJSLT,O,O,X,O,O
OIZSTLJ,O,O,X,O,X
OIZSTJL,O,O,X,O,X
OIZSLTJ,O,O,X,O,O
OIZSLJT,O,O,X,O,X
OIZSJTL,O,O,X,O,X
OIZSJLT,O,O,X,O,O
OLTIJSZ,X,X,X,X,O
OLTIJZS,X,X,X,X,O
OLTISJZ,O,O,X,X,X
OLTISZJ,O,O,X,X,O
OLTIZJS,X,X,X,X,O
OLTIZSJ,O,O,X,X,O
OLTJISZ,X,X,X,X,O
OLTJIZS,X,X,X,X,O
OLTJSIZ,O,O,X,X,O
OLTJSZI,O,O,X,X,O
OLTJZIS,X,X,X,X,O
OLTJZSI,O,O,X,X,O
OLTSIJZ,O,O,X,X,X
OLTSIZJ,O,O,X,X,O
OLTSJIZ,O,O,X,X,X
OLTSJZI,O,O,X,O,X
OLTSZIJ,O,O,X,X,O
OLTSZJI,O,O,X,O,X
OLTZIJS,X,X,X,X,O
OLTZISJ,O,O,X,X,O
OLTZJIS,X,X,X,X,O
OLTZJSI,O,O,X,X,X
OLTZSIJ,O,O,X,X,O
OLTZSJI,O,O,X,O,X
OLITJSZ,O,X,X,X,O
OLITJZS,O,X,X,X,O
OLITSJZ,O,O,X,O,X
OLITSZJ,O,O,X,O,O
OLITZJS,O,X,X,X,O
OLITZSJ,O,O,X,O,O
OLIJTSZ,O,X,O,X,O
OLIJTZS,O,X,O,X,O
OLIJSTZ,O,X,X,X,O
OLIJSZT,O,X,X,X,O
OLIJZTS,O,X,O,X,O
OLIJZST,O,X,X,X,O
OLISTJZ,O,O,X,O,X
OLISTZJ,O,O,X,O,O
OLISJTZ,O,O,X,O,O
OLISJZT,O,O,X,O,O
OLISZTJ,O,O,X,O,O
OLISZJT,O,O,X,O,X
OLIZTJS,O,X,X,X,O
OLIZTSJ,O,O,X,O,O
OLIZJTS,O,X,O,X,O
OLIZJST,O,X,X,X,O
OLIZSTJ,O,O,X,O,O
OLIZSJT,O,O,X,O,X
OLJTISZ,X,X,O,X,O
OLJTIZS,X,X,O,X,O
OLJTSIZ,O,O,O,X,O
OLJTSZI,O,O,O,X,O
OLJTZIS,X,X,O,X,O
OLJTZSI,O,O,O,X,O
OLJITSZ,X,X,O,X,O
OLJITZS,X,X,O,X,O
OLJISTZ,X,X,X,X,O
OLJISZT,X,X,X,X,O
OLJIZTS,X,X,O,X,O
OLJIZST,X,X,X,X,O
OLJSTIZ,O,O,X,X,O
OLJSTZI,O,O,X,X,O
OLJSITZ,O,O,X,X,O
OLJSIZT,O,O,X,X,O
OLJSZTI,O,O,X,X,O
OLJSZIT,O,O,X,X,O
OLJZTIS,X,X,O,X,O
OLJZTSI,O,O,O,X,O
OLJZITS,X,X,O,X,O
OLJZIST,X,X,X,X,O
OLJZSTI,O,O,X,X,O
OLJZSIT,O,O,X,X,O
OLSTIJZ,O,O,X,X,X
OLSTIZJ,O,O,X,X,O
OLSTJIZ,O,O,X,X,X
OLSTJZI,O,O,X,O,X
OLSTZIJ,O,O,X,X,O
OLSTZJI,O,O,X,O,X
OLSITJZ,O,O,X,O,X
OLSITZJ,O,O,X,O,O
OLSIJTZ,O,O,X,O,O
OLSIJZT,O,O,X,O,O
OLSIZTJ,O,O,X,O,O
OLSIZJT,O,O,X,O,X
OLSJTIZ,O,O,X,X,O
OLSJTZI,O,O,X,O,O
OLSJITZ,O,O,X,O,O
OLSJIZT,O,O,X,O,O
OLSJZTI,O,O,X,O,O
OLSJZIT,O,O,X,O,O
OLSZTIJ,O,O,X,X,O
OLSZTJI,O,O,X,O,X
OLSZITJ,O,O,X,O,O
OLSZIJT,O,O,X,O,X
OLSZJTI,O,O,X,O,X
OLSZJIT,O,O,X,O,X
OLZTIJS,X,X,X,X,O
OLZTISJ,O,O,X,X,O
OLZTJIS,X,X,X,X,O
OLZTJSI,O,O,X,X,X
OLZTSIJ,O,O,X,X,O
OLZTSJI,O,O,X,O,X
OLZITJS,X,X,X,X,O
OLZITSJ,O,O,X,O,O
OLZIJTS,X,X,O,X,O
OLZIJST,X,X,X,X,O
OLZISTJ,O,O,X,O,O
OLZISJT,O,O,X,O,X
OLZJTIS,X,X,O,X,O
OLZJTSI,O,O,O,X,O
OLZJITS,X,X,O,X,O
OLZJIST,X,X,X,X,O
OLZJSTI,O,O,X,X,O
OLZJSIT,O,O,X,X,O
OLZSTIJ,O,O,X,X,O
OLZSTJI,O,O,X,O,X
OLZSITJ,O,O,X,O,O
OLZSIJT,O,O,X,O,X
OLZSJTI,O,O,X,O,X
OLZSJIT,O,O,X,O,X
OJTILSZ,X,X,O,X,O
OJTILZS,X,X,O,X,O
OJTISLZ,O,X,O,X,X
OJTISZL,O,X,O,X,X
OJTIZLS,X,X,O,X,O
OJTIZSL,O,X,O,X,X
OJTLISZ,X,X,O,X,O
OJTLIZS,X,X,O,X,O
OJTLSIZ,X,X,O,X,O
OJTLSZI,X,X,O,X,O
OJTLZIS,X,X,O,X,O
OJTLZSI,X,X,O,X,O
OJTSILZ,O,X,O,X,X
OJTSIZL,O,O,O,O,X
OJTSLIZ,O,X,O,X,X
OJTSLZI,O,O,O,O,X
OJTSZIL,O,O,O,O,X
OJTSZLI,O,O,O,O,X
OJTZILS,X,X,O,X,O
OJTZISL,X,X,O,X,X
OJTZLIS,X,X,O,X,O
OJTZLSI,X,X,O,X,O
OJTZSIL,O,O,O,O,X
OJTZSLI,O,O,O,O,X
OJITLSZ,X,X,O,X,O
OJITLZS,X,X,O,X,O
OJITSLZ,O,X,O,O,X
OJITSZL,O,X,O,O,X
OJITZLS,X,X,O,X,O
OJITZSL,O,X,O,O,X
OJILTSZ,O,X,O,X,O
OJILTZS,O,X,O,X,O
OJILSTZ,O,X,X,X,O
OJILSZT,O,X,X,X,O
OJILZTS,O,X,O,X,O
OJILZST,O,X,X,X,O
OJISTLZ,O,X,X,O,X
OJISTZL,O,X,X,O,X
OJISLTZ,O,X,X,O,O
OJISLZT,O,X,X,O,O
OJISZTL,O,X,X,O,X
OJISZLT,O,X,X,O,O
OJIZTLS,X,X,O,X,O
OJIZTSL,O,X,O,O,X
OJIZLTS,X,X,O,X,O
OJIZLST,X,X,X,X,O
OJIZSTL,O,X,X,O,X
OJIZSLT,O,X,X,O,O
OJLTISZ,X,X,O,X,O
OJLTIZS,X,X,O,X,O
OJLTSIZ,O,O,O,X,O
OJLTSZI,O,O,O,X,O
OJLTZIS,X,X,O,X,O
OJLTZSI,O,O,O,X,O
OJLITSZ,X,X,O,X,O
OJLITZS,X,X,O,X,O
OJLISTZ,X,X,X,X,O
OJLISZT,X,X,X,X,O
OJLIZTS,X,X,O,X,O
OJLIZST,X,X,X,X,O
OJLSTIZ,O,O,X,X,O
OJLSTZI,O,O,X,X,O
OJLSITZ,O,O,X,X,O
OJLSIZT,O,O,X,X,O
OJLSZTI,O,O,X,X,O
OJLSZIT,O,O,X,X,O
OJLZTIS,X,X,O,X,O
OJLZTSI,O,O,O,X,O
OJLZITS,X,X,O,X,O
OJLZIST,X,X,X,X,O
OJLZSTI,O,O,X,X,O
OJLZSIT,O,O,X,X,O
OJSTILZ,O,X,X,O,X
OJSTIZL,O,O,X,O,X
OJSTLIZ,O,X,X,X,X
OJSTLZI,O,O,X,O,X
OJSTZIL,O,O,X,O,X
OJSTZLI,O,O,X,O,X
OJSITLZ,O,X,X,O,X
OJSITZL,O,O,X,O,X
OJSILTZ,O,X,X,O,O
OJSILZT,O,X,X,O,O
OJSIZTL,O,O,X,O,X
OJSIZLT,O,X,X,O,O
OJSLTIZ,O,O,X,X,O
OJSLTZI,O,O,X,O,O
OJSLITZ,O,O,X,O,O
OJSLIZT,O,O,X,O,O
OJSLZTI,O,O,X,O,O
OJSLZIT,O,O,X,O,O
OJSZTIL,O,O,X,O,X
OJSZTLI,O,O,X,O,X
OJSZITL,O,O,X,O,X
OJSZILT,O,X,X,O,O
OJSZLTI,O,O,X,O,O
OJSZLIT,O,O,X,O,O
OJZTILS,X,X,O,X,O
OJZTISL,X,X,O,X,X
OJZTLIS,X,X,O,X,O
OJZTLSI,X,X,O,X,O
OJZTSIL,O,O,O,O,X
OJZTSLI,O,O,O,O,X
OJZITLS,X,X,O,X,O
OJZITSL,O,X,O,O,X
OJZILTS,X,X,O,X,O
OJZILST,X,X,X,X,O
OJZISTL,O,X,X,O,X
OJZISLT,O,X,X,O,O
OJZLTIS,X,X,O,X,O
OJZLTSI,O,O,O,X,O
OJZLITS,X,X,O,X,O
OJZLIST,X,X,X,X,O
OJZLSTI,O,O,X,X,O
OJZLSIT,O,O,X,X,O
OJZSTIL,O,O,X,O,X
OJZSTLI,O,O,X,O,X
OJZSITL,O,O,X,O,X
OJZSILT,O,X,X,O,O
OJZSLTI,O,O,X,O,O
OJZSLIT,O,O,X,O,O
OSTILJZ,O,X,X,O,X
OSTILZJ,O,X,X,O,X
OSTIJLZ,O,X,X,O,X
OSTIJZL,O,O,X,O,X
OSTIZLJ,O,X,X,O,X
OSTIZJL,O,O,X,O,X
OSTLIJZ,O,O,X,X,X
OSTLIZJ,O,O,X,X,X
OSTLJIZ,O,O,X,X,X
OSTLJZI,O,O,X,O,X
OSTLZIJ,O,O,X,X,X
OSTLZJI,O,O,X,O,X
OSTJILZ,O,X,X,O,X
OSTJIZL,O,O,X,O,X
OSTJLIZ,O,X,X,X,X
OSTJLZI,O,O,X,O,X
OSTJZIL,O,O,X,O,X
OSTJZLI,O,O,X,O,X
OSTZILJ,O,X,X,O,X
OSTZIJL,O,O,X,O,X
OSTZLIJ,O,O,X,X,X
OSTZLJI,O,O,X,O,X
OSTZJIL,O,O,X,O,X
OSTZJLI,O,O,X,O,X
OSITLJZ,O,O,X,O,X
OSITLZJ,O,O,X,O,X
OSITJLZ,O,O,X,O,X
OSITJZL,O,O,X,O,X
OSITZLJ,O,O,X,O,X
OSITZJL,O,O,X,O,X
OSILTJZ,O,O,X,O,X
OSILTZJ,O,O,X,O,O
OSILJTZ,O,O,X,O,O
OSILJZT,O,O,X,O,O
OSILZTJ,O,O,X,O,O
OSILZJT,O,O,X,O,X
OSIJTLZ,O,O,X,O,X
OSIJTZL,O,O,X,O,X
OSIJLTZ,O,O,X,O,O
OSIJLZT,O,O,X,O,O
OSIJZTL,O,O,X,O,X
OSIJZLT,O,O,X,O,O
OSIZTLJ,O,O,X,O,X
OSIZTJL,O,O,X,O,X
OSIZLTJ,O,O,X,O,O
OSIZLJT,O,O,X,O,X
OSIZJTL,O,O,X,O,X
OSIZJLT,O,O,X,O,O
OSLTIJZ,O,O,X,X,X
OSLTIZJ,O,O,X,X,O
OSLTJIZ,O,O,X,X,X
OSLTJZI,O,O,X,O,X
OSLTZIJ,O,O,X,X,O
OSLTZJI,O,O,X,O,X
OSLITJZ,O,O,X,O,X
OSLITZJ,O,O,X,O,O
OSLIJTZ,O,O,X,O,O
OSLIJZT,O,O,X,O,O
OSLIZTJ,O,O,X,O,O
OSLIZJT,O,O,X,O,X
OSLJTIZ,O,O,X,X,O
OSLJTZI,O,O,X,O,O
OSLJITZ,O,O,X,O,O
OSLJIZT,O,O,X,O,O
OSLJZTI,O,O,X,O,O
OSLJZIT,O,O,X,O,O
OSLZTIJ,O,O,X,X,O
OSLZTJI,O,O,X,O,X
OSLZITJ,O,O,X,O,O
OSLZIJT,O,O,X,O,X
OSLZJTI,O,O,X,O,X
OSLZJIT,O,O,X,O,X
OSJTILZ,O,X,X,O,X
OSJTIZL,O,O,X,O,X
OSJTLIZ,O,X,X,X,X
OSJTLZI,O,O,X,O,X
OSJTZIL,O,O,X,O,X
OSJTZLI,O,O,X,O,X
OSJITLZ,O,O,X,O,X
OSJITZL,O,O,X,O,X
OSJILTZ,O,O,X,O,O
OSJILZT,O,O,X,O,O
OSJIZTL,O,O,X,O,X
OSJIZLT,O,O,X,O,O
OSJLTIZ,O,O,X,X,O
OSJLTZI,O,O,X,O,O
OSJLITZ,O,O,X,O,O
OSJLIZT,O,O,X,O,O
OSJLZTI,O,O,X,O,O
OSJLZIT,O,O,X,O,O
OSJZTIL,O,O,X,O,X
OSJZTLI,O,O,X,O,X
OSJZITL,O,O,X,O,X
OSJZILT,O,O,X,O,O
OSJZLTI,O,O,X,O,O
OSJZLIT,O,O,X,O,O
OSZTILJ,O,X,X,O,X
OSZTIJL,O,O,X,O,X
OSZTLIJ,O,O,X,X,X
OSZTLJI,O,O,X,O,X
OSZTJIL,O,O,X,O,X
OSZTJLI,O,O,X,O,X
OSZITLJ,O,O,X,O,X
OSZITJL,O,O,X,O,X
OSZILTJ,O,O,X,O,O
OSZILJT,O,O,X,O,X
OSZIJTL,O,O,X,O,X
OSZIJLT,O,O,X,O,O
OSZLTIJ,O,O,X,X,O
OSZLTJI,O,O,X,O,X
OSZLITJ,O,O,X,O,O
OSZLIJT,O,O,X,O,X
OSZLJTI,O,O,X,O,X
OSZLJIT,O,O,X,O,X
OSZJTIL,O,O,X,O,X
OSZJTLI,O,O,X,O,X
OSZJITL,O,O,X,O,X
OSZJILT,O,O,X,O,O
OSZJLTI,O,O,X,O,O
OSZJLIT,O,O,X,O,O
OZTILJS,X,X,O,X,O
OZTILSJ,O,O,X,O,O
OZTIJLS,X,X,O,X,O
OZTIJSL,O,O,O,O,X
OZTISLJ,O,O,X,O,X
OZTISJL,O,O,O,O,X
OZTLIJS,X,X,O,X,O
OZTLISJ,O,O,X,X,O
OZTLJIS,X,X,O,X,O
OZTLJSI,O,O,O,X,X
OZTLSIJ,O,O,X,X,O
OZTLSJI,O,O,X,O,X
OZTJILS,X,X,O,X,O
OZTJISL,X,X,O,X,X
OZTJLIS,X,X,O,X,O
OZTJLSI,X,X,O,X,O
OZTJSIL,O,O,O,O,X
OZTJSLI,O,O,O,O,X
OZTSILJ,O,X,X,O,X
OZTSIJL,O,O,O,O,X
OZTSLIJ,O,O,X,X,X
OZTSLJI,O,O,X,O,X
OZTSJIL,O,O,O,O,X
OZTSJLI,O,O,O,O,X
OZITLJS,X,O,O,X,O
OZITLSJ,O,O,X,O,O
OZITJLS,X,X,O,X,O
OZITJSL,O,O,O,O,X
OZITSLJ,O,O,X,O,X
OZITSJL,O,O,O,O,X
OZILTJS,O,O,X,X,O
OZILTSJ,O,O,X,O,O
OZILJTS,O,O,O,X,O
OZILJST,O,O,X,X,O
OZILSTJ,O,O,X,O,O
OZILSJT,O,O,X,O,X
OZIJTLS,X,X,O,X,O
OZIJTSL,O,O,O,O,X
OZIJLTS,X,O,O,X,O
OZIJLST,X,O,X,X,O
OZIJSTL,O,O,X,O,X
OZIJSLT,O,O,X,O,O
OZISTLJ,O,O,X,O,X
OZISTJL,O,O,X,O,X
OZISLTJ,O,O,X,O,O
OZISLJT,O,O,X,O,X
OZISJTL,O,O,X,O,X
OZISJLT,O,O,X,O,O
OZLTIJS,X,X,X,X,O
OZLTISJ,O,O,X,X,O
OZLTJIS,X,X,X,X,O
OZLTJSI,O,O,X,X,X
OZLTSIJ,O,O,X,X,O
OZLTSJI,O,O,X,O,X
OZLITJS,X,X,X,X,O
OZLITSJ,O,O,X,O,O
OZLIJTS,X,X,O,X,O
OZLIJST,X,X,X,X,O
OZLISTJ,O,O,X,O,O
OZLISJT,O,O,X,O,X
OZLJTIS,X,X,O,X,O
OZLJTSI,O,O,O,X,O
OZLJITS,X,X,O,X,O
OZLJIST,X,X,X,X,O
OZLJSTI,O,O,X,X,O
OZLJSIT,O,O,X,X,O
OZLSTIJ,O,O,X,X,O
OZLSTJI,O,O,X,O,X
OZLSITJ,O,O,X,O,O
OZLSIJT,O,O,X,O,X
OZLSJTI,O,O,X,O,X
OZLSJIT,O,O,X,O,X
OZJTILS,X,X,O,X,O
OZJTISL,X,X,O,X,X
OZJTLIS,X,X,O,X,O
OZJTLSI,X,X,O,X,O
OZJTSIL,O,O,O,O,X
OZJTSLI,O,O,O,O,X
OZJITLS,X,X,O,X,O
OZJITSL,O,X,O,O,X
OZJILTS,X,X,O,X,O
OZJILST,X,X,X,X,O
OZJISTL,O,X,X,O,X
OZJISLT,O,X,X,O,O
OZJLTIS,X,X,O,X,O
OZJLTSI,O,O,O,X,O
OZJLITS,X,X,O,X,O
OZJLIST,X,X,X,X,O
OZJLSTI,O,O,X,X,O
OZJLSIT,O,O,X,X,O
OZJSTIL,O,O,X,O,X
OZJSTLI,O,O,X,O,X
OZJSITL,O,O,X,O,X
OZJSILT,O,X,X,O,O
OZJSLTI,O,O,X,O,O
OZJSLIT,O,O,X,O,O
OZSTILJ,O,X,X,O,X
OZSTIJL,O,O,X,O,X
OZSTLIJ,O,O,X,X,X
OZSTLJI,O,O,X,O,X
OZSTJIL,O,O,X,O,X
OZSTJLI,O,O,X,O,X
OZSITLJ,O,O,X,O,X
OZSITJL,O,O,X,O,X
OZSILTJ,O,O,X,O,O
OZSILJT,O,O,X,O,X
OZSIJTL,O,O,X,O,X
OZSIJLT,O,O,X,O,O
OZSLTIJ,O,O,X,X,O
OZSLTJI,O,O,X,O,X
OZSLITJ,O,O,X,O,O
OZSLIJT,O,O,X,O,X
OZSLJTI,O,O,X,O,X
OZSLJIT,O,O,X,O,X
OZSJTIL,O,O,X,O,X
OZSJTLI,O,O,X,O,X
OZSJITL,O,O,X,O,X
OZSJILT,O,O,X,O,O
OZSJLTI,O,O,X,O,O
OZSJLIT,O,O,X,O,O
