sequence,v115@9gA8IeA8FeA8BeA8DeF8AeA8FeA8JeUAJvhFXiBTjB?tpBerBCmBRxB,v115@9gA8IeA8FeA8BeA8DeF8AeA8FeA8JeCAJvhFXiBTjB?8pBtqBOrBRxB,v115@9gA8IeA8FeA8BeA8DeF8AeA8FeA8Jez/IvhF0hBxiB?CqB2wBtqBXtB,v115@9gA8IeA8FeA8BeA8DeF8AeA8FeA8JeOGJvhFXiBTjB?SqBtpB0qBRxB,v115@9gA8IeA8FeA8BeA8DeF8AeA8FeA8JeTDJvhFRqBupB?9qBKrBfsB0sB,v115@9gA8IeA8FeA8BeA8DeF8AeA8FeA8Je5EJvhFNlBamB?TjBWwBfsB0sB,v115@9gA8IeA8FeA8BeA8DeF8AeA8FeA8JezBJvhFRqBupB?9qBKrBctB3sB,v115@9gA8IeA8FeA8BeA8DeF8AeA8FeA8JeRAJvhFTjBtpB?XmB0qB2xBCsB,v115@9gA8IeA8FeA8BeA8DeF8AeA8FeA8JemBJvhFRqBtpB?6qBctBTrB3sB,v115@9gA8IeA8FeA8BeA8DeF8AeA8FeA8JeRAJvhFTjBupB?9qBKrBfsB0sB
IOLZJST,X,X,X,X,X,X,X,X,X,X
IOLZSTJ,X,X,X,X,O,X,O,X,X,X
IOLZSJT,X,X,X,O,X,X,X,X,X,X
IOJTLSZ,X,X,X,X,O,O,O,X,O,X
IOJTLZS,X,X,X,X,O,O,O,X,O,X
IOJTSLZ,X,X,X,X,O,O,X,X,O,X
IOJTSZL,O,X,X,X,X,X,X,X,O,X
IOJTZLS,X,X,X,X,O,O,O,X,O,X
IOJTZSL,O,X,X,X,X,X,X,X,O,X
IOJLTSZ,X,X,O,X,O,O,O,X,O,X
IOJLTZS,X,X,O,X,O,O,O,X,O,X
IOJLSTZ,X,X,O,X,O,X,X,X,X,X
IOJLSZT,X,X,X,X,X,X,X,X,X,X
IOJLZTS,X,X,O,X,X,X,O,X,O,X
IOJLZST,X,X,X,X,X,X,X,X,X,X
IOJSTLZ,X,X,X,X,O,O,X,X,O,X
IOJSTZL,O,X,X,X,X,X,X,X,O,X
IOJSLTZ,X,X,X,X,O,X,X,X,X,X
IOJSLZT,X,X,X,X,X,X,X,X,X,X
IOJSZTL,X,X,X,X,X,X,X,X,O,X
IOJSZLT,X,X,X,X,X,X,X,X,X,X
IOJZTLS,X,X,X,X,O,O,O,X,O,X
IOJZTSL,X,X,X,X,X,X,X,X,O,X
IOJZLTS,X,X,O,X,X,X,O,X,O,X
IOJZLST,X,X,X,X,X,X,X,X,X,X
IOJZSTL,X,X,X,X,X,X,X,X,O,X
IOJZSLT,X,X,X,X,X,X,X,X,X,X
IOSTLJZ,O,X,X,O,O,X,X,X,O,X
IOSTLZJ,O,O,X,X,O,X,X,X,O,X
IOSTJLZ,O,X,X,O,O,O,X,X,O,X
IOSTJZL,O,O,X,X,X,X,X,O,O,X
IOSTZLJ,O,O,X,X,X,X,X,O,O,X
IOSTZJL,O,O,X,X,X,X,X,O,O,X
IOSLTJZ,O,X,X,O,O,X,O,X,X,X
IOSLTZJ,O,O,X,X,O,X,O,X,X,X
IOSLJTZ,O,X,X,O,O,X,X,X,X,X
IOSLJZT,X,X,X,O,X,X,X,X,X,X
IOSLZTJ,X,O,X,X,O,X,O,X,X,X
IOSLZJT,X,X,X,O,X,X,X,X,X,X
IOSJTLZ,O,X,X,O,O,O,X,X,O,X
IOSJTZL,O,O,X,X,X,X,X,X,O,X
IOSJLTZ,O,X,X,O,O,X,X,X,X,X
IOSJLZT,X,X,X,O,X,X,X,X,X,X
IOSJZTL,O,O,X,X,X,X,X,X,O,X
IOSJZLT,X,X,X,O,X,X,X,X,X,X
IOSZTLJ,O,O,X,X,X,X,X,X,O,X
IOSZTJL,O,O,X,X,X,X,X,X,O,X
IOSZLTJ,X,O,X,X,O,X,O,X,X,X
IOSZLJT,X,X,X,O,X,X,X,X,X,X
IOSZJTL,O,O,X,X,X,X,X,X,O,X
IOSZJLT,X,X,X,O,X,X,X,X,X,X
IOZTLJS,X,O,X,X,O,X,O,X,O,X
IOZTLSJ,X,O,X,X,O,X,O,X,O,X
IOZTJLS,X,O,X,X,O,O,O,X,O,X
IOZTJSL,X,O,X,X,X,X,X,X,O,X
IOZTSLJ,X,O,X,X,X,X,X,X,O,X
IOZTSJL,X,O,X,X,X,X,X,X,O,X
IOZLTJS,X,O,X,X,O,X,O,X,O,X
IOZLTSJ,X,O,X,X,O,X,O,X,O,X
IOZLJTS,X,O,X,X,X,X,O,X,O,X
IOZLJST,X,X,X,X,X,X,X,X,X,X
IOZLSTJ,X,O,X,X,O,X,O,X,X,X
IOZLSJT,X,X,X,X,X,X,X,X,X,X
IOZJTLS,X,O,X,X,O,O,O,X,O,X
IOZJTSL,X,O,X,X,X,X,X,X,O,X
IOZJLTS,X,O,X,X,X,X,O,X,O,X
IOZJLST,X,X,X,X,X,X,X,X,X,X
IOZJSTL,X,O,X,X,X,X,X,X,O,X
IOZJSLT,X,X,X,X,X,X,X,X,X,X
IOZSTLJ,X,O,X,X,X,X,X,X,O,X
IOZSTJL,X,O,X,X,X,X,X,X,O,X
IOZSLTJ,X,O,X,X,O,X,O,X,X,X
IOZSLJT,X,X,X,X,X,X,X,X,X,X
IOZSJTL,X,O,X,X,X,X,X,X,O,X
IOZSJLT,X,X,X,X,X,X,X,X,X,X
LTIJSZO,O,X,O,X,X,O,X,X,X,O
LTIJSOZ,O,X,O,X,X,O,X,X,X,O
LTIJZSO,O,X,O,X,X,O,X,X,X,O
LTIJZOS,O,X,O,X,X,O,X,X,X,O
LTIJOSZ,O,X,O,X,X,O,X,X,X,O
LTIJOZS,O,X,O,X,X,O,X,X,X,O
LTISJZO,O,X,X,O,X,X,X,X,X,X
LTISJOZ,O,X,X,O,X,X,X,X,X,X
LTISZJO,O,X,X,X,X,X,X,X,X,X
LTISZOJ,O,X,X,X,X,X,X,X,X,X
LTISOJZ,O,X,X,O,X,X,X,X,X,X
LTISOZJ,O,X,X,X,X,X,X,X,X,X
LTIZJSO,O,X,X,X,X,X,X,X,X,X
LTIZJOS,O,X,X,X,X,X,X,X,X,X
LTIZSJO,O,X,X,X,X,X,X,X,X,X
LTIZSOJ,O,X,X,X,X,X,X,X,X,X
LTIZOJS,O,X,X,X,X,X,X,X,X,X
LTIZOSJ,O,X,X,X,X,X,X,X,X,X
LTIOJSZ,O,X,O,X,X,O,X,X,X,O
LTIOJZS,O,X,O,X,X,O,X,X,X,O
LTIOSJZ,O,X,X,O,X,X,X,X,X,X
LTIOSZJ,O,X,X,X,X,X,X,X,X,X
LTIOZJS,O,X,X,X,X,X,X,X,X,X
LTIOZSJ,O,X,X,X,X,X,X,X,X,X
LTJISZO,X,X,O,X,X,O,X,X,X,O
LTJISOZ,X,X,O,X,X,O,X,X,X,O
LTJIZSO,X,X,O,X,X,O,X,X,X,O
LTJIZOS,X,X,O,X,X,O,X,X,X,O
LTJIOSZ,X,X,O,X,X,O,X,X,X,O
LTJIOZS,X,X,O,X,X,O,X,X,X,O
LTJSIZO,X,X,O,X,X,O,X,X,X,O
LTJSIOZ,X,X,O,X,X,O,X,X,X,O
LTJSZIO,X,X,O,X,X,X,X,X,X,O
LTJSZOI,O,X,O,X,X,X,X,X,X,O
LTJSOIZ,X,X,O,X,X,O,X,X,X,O
LTJSOZI,O,X,O,X,X,X,X,X,X,O
LTJZISO,X,X,O,X,X,O,X,X,X,O
LTJZIOS,X,X,O,X,X,O,X,X,X,O
LTJZSIO,X,X,O,X,X,X,X,X,X,O
LTJZSOI,O,X,O,X,X,X,X,X,X,O
LTJZOIS,X,X,O,X,X,O,X,X,X,O
LTJZOSI,O,X,O,X,X,X,X,X,X,O
LTJOISZ,X,X,O,X,X,O,X,X,X,O
LTJOIZS,X,X,O,X,X,O,X,X,X,O
LTJOSIZ,X,X,O,X,X,O,X,X,X,O
LTJOSZI,O,X,O,X,X,X,X,X,X,O
LTJOZIS,X,X,O,X,X,O,X,X,X,O
LTJOZSI,O,X,O,X,X,X,X,X,X,O
LTSIJZO,O,X,X,O,X,X,X,X,X,X
LTSIJOZ,O,X,X,O,X,X,X,X,X,X
LTSIZJO,O,X,X,X,X,X,X,X,X,X
LTSIZOJ,O,X,X,X,X,X,X,X,X,X
LTSIOJZ,O,X,X,O,X,X,X,X,X,X
LTSIOZJ,O,X,X,X,X,X,X,X,X,X
LTSJIZO,X,X,X,O,X,X,X,X,X,O
LTSJIOZ,X,X,X,O,X,X,X,X,X,O
LTSJZIO,X,X,X,O,X,X,X,O,X,O
LTSJZOI,O,X,X,O,X,X,X,O,X,O
LTSJOIZ,X,X,X,O,X,X,X,X,X,O
LTSJOZI,O,X,X,O,X,X,X,O,X,O
LTSZIJO,O,O,X,X,X,X,X,O,X,X
LTSZIOJ,O,O,X,X,X,X,X,O,X,X
LTSZJIO,X,O,X,X,X,X,X,O,X,X
LTSZJOI,O,O,X,X,X,X,X,O,X,X
LTSZOIJ,O,O,X,X,X,X,X,O,X,X
LTSZOJI,O,O,X,X,X,X,X,O,X,X
LTSOIJZ,O,X,X,O,X,X,X,X,X,X
LTSOIZJ,O,X,X,X,X,X,X,X,X,X
LTSOJIZ,X,X,X,O,X,X,X,X,X,O
LTSOJZI,O,X,X,O,X,X,X,O,X,O
LTSOZIJ,O,O,X,X,X,X,X,O,X,X
LTSOZJI,O,O,X,X,X,X,X,O,X,X
LTZIJSO,O,O,X,X,X,X,X,X,X,X
LTZIJOS,O,O,X,X,X,X,X,X,X,X
LTZISJO,O,O,X,X,X,X,X,X,X,X
LTZISOJ,O,O,X,X,X,X,X,X,X,X
LTZIOJS,O,O,X,X,X,X,X,X,X,X
LTZIOSJ,O,O,X,X,X,X,X,X,X,X
LTZJISO,X,O,X,X,X,X,X,X,X,O
LTZJIOS,X,O,X,X,X,X,X,X,X,O
LTZJSIO,X,O,X,X,X,X,X,X,X,O
LTZJSOI,O,O,X,X,X,X,X,X,X,O
LTZJOIS,X,O,X,X,X,X,X,X,X,O
LTZJOSI,O,O,X,X,X,X,X,X,X,O
LTZSIJO,O,O,X,X,X,X,X,X,X,X
LTZSIOJ,O,O,X,X,X,X,X,X,X,X
LTZSJIO,X,O,X,X,X,X,X,X,X,X
LTZSJOI,O,O,X,X,X,X,X,X,X,X
LTZSOIJ,O,O,X,X,X,X,X,X,X,X
LTZSOJI,O,O,X,X,X,X,X,X,X,X
LTZOIJS,O,O,X,X,X,X,X,X,X,X
LTZOISJ,O,O,X,X,X,X,X,X,X,X
LTZOJIS,X,O,X,X,X,X,X,X,X,O
LTZOJSI,O,O,X,X,X,X,X,X,X,O
LTZOSIJ,O,O,X,X,X,X,X,X,X,X
LTZOSJI,O,O,X,X,X,X,X,X,X,X
LTOIJSZ,O,X,O,X,X,O,X,X,X,O
LTOIJZS,O,X,O,X,X,O,X,X,X,O
LTOISJZ,O,X,X,O,X,X,X,X,X,X
LTOISZJ,O,X,X,X,X,X,X,X,X,X
LTOIZJS,O,X,X,X,X,X,X,X,X,X
LTOIZSJ,O,X,X,X,X,X,X,X,X,X
LTOJISZ,X,X,O,X,X,O,X,X,X,O
LTOJIZS,X,X,O,X,X,O,X,X,X,O
LTOJSIZ,X,X,O,X,X,O,X,X,X,O
LTOJSZI,O,X,O,X,X,X,X,X,X,O
LTOJZIS,X,X,O,X,X,O,X,X,X,O
LTOJZSI,O,X,O,X,X,X,X,X,X,O
LTOSIJZ,O,X,X,O,X,X,X,X,X,X
LTOSIZJ,O,X,X,X,X,X,X,X,X,X
LTOSJIZ,X,X,X,O,X,X,X,X,X,O
LTOSJZI,O,X,X,O,X,X,X,O,X,O
LTOSZIJ,O,O,X,X,X,X,X,O,X,X
LTOSZJI,O,O,X,X,X,X,X,O,X,X
LTOZIJS,O,O,X,X,X,X,X,X,X,X
LTOZISJ,O,O,X,X,X,X,X,X,X,X
LTOZJIS,X,O,X,X,X,X,X,X,X,O
LTOZJSI,O,O,X,X,X,X,X,X,X,O
LTOZSIJ,O,O,X,X,X,X,X,X,X,X
LTOZSJI,O,O,X,X,X,X,X,X,X,X
LITJSZO,X,X,O,X,O,O,O,X,X,O
LITJSOZ,X,X,O,X,O,O,O,X,X,O
LITJZSO,X,X,O,X,O,O,O,X,X,O
LITJZOS,X,X,O,X,O,O,O,X,O,O
LITJOSZ,X,X,O,X,O,O,O,X,O,O
LITJOZS,X,X,O,X,O,O,O,X,O,O
LITSJZO,X,X,X,O,O,X,O,X,X,X
LITSJOZ,X,X,X,O,O,X,O,X,X,X
LITSZJO,X,X,X,X,O,X,O,X,X,X
LITSZOJ,X,X,X,X,O,X,O,X,O,X
LITSOJZ,X,X,X,O,O,X,O,X,O,X
LITSOZJ,X,X,X,X,O,X,O,X,O,X
LITZJSO,X,X,X,X,O,X,O,X,X,X
LITZJOS,X,X,X,X,O,X,O,X,O,X
LITZSJO,X,X,X,X,O,X,O,X,X,X
LITZSOJ,X,X,X,X,O,X,O,X,O,X
LITZOJS,X,X,X,X,O,X,O,X,O,X
LITZOSJ,X,X,X,X,O,X,O,X,O,X
LITOJSZ,X,X,O,X,O,O,O,X,O,O
LITOJZS,X,X,O,X,O,O,O,X,O,O
LITOSJZ,X,X,X,O,O,X,O,X,O,X
LITOSZJ,X,X,X,X,O,X,O,X,O,X
LITOZJS,X,X,X,X,O,X,O,X,O,X
LITOZSJ,X,X,X,X,O,X,O,X,O,X
LIJTSZO,X,X,O,X,O,O,O,X,X,X
LIJTSOZ,X,X,O,X,O,O,O,X,X,X
LIJTZSO,X,X,O,X,O,O,O,X,X,X
LIJTZOS,X,X,O,X,O,O,O,X,X,X
LIJTOSZ,X,X,O,X,O,O,O,X,X,X
LIJTOZS,X,X,O,X,O,O,O,X,X,X
LIJSTZO,X,X,O,O,O,X,X,X,X,X
LIJSTOZ,X,X,O,O,O,X,X,X,X,X
LIJSZTO,X,X,O,O,X,X,X,X,X,X
LIJSZOT,X,X,O,O,X,X,X,X,X,X
LIJSOTZ,X,X,O,O,O,X,X,X,X,X
LIJSOZT,X,X,O,O,X,X,X,X,X,X
LIJZTSO,X,X,O,X,X,X,O,X,X,X
LIJZTOS,X,X,O,X,X,X,O,X,X,X
LIJZSTO,X,X,O,X,X,X,X,X,X,X
LIJZSOT,X,X,O,X,X,X,X,X,X,X
LIJZOTS,X,X,O,X,X,X,O,X,X,X
LIJZOST,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,X,X,O,X,O,O,O,X,X,X
LIJOTZS,X,X,O,X,O,O,O,X,X,X
LIJOSTZ,X,X,O,O,O,X,X,X,X,X
LIJOSZT,X,X,O,O,X,X,X,X,X,X
LIJOZTS,X,X,O,X,X,X,O,X,X,X
LIJOZST,X,X,X,X,X,X,X,X,X,X
LISTJZO,X,X,X,O,O,X,O,X,X,X
LISTJOZ,X,X,X,O,O,X,O,X,X,X
LISTZJO,X,X,X,X,O,X,O,X,X,X
LISTZOJ,X,X,X,X,O,X,O,X,X,X
LISTOJZ,X,X,X,O,O,X,O,X,X,X
LISTOZJ,X,X,X,X,O,X,O,X,X,X
LISJTZO,X,X,O,O,O,X,X,X,X,X
LISJTOZ,X,X,O,O,O,X,X,X,X,X
LISJZTO,X,X,O,O,X,X,X,X,X,X
LISJZOT,X,X,X,O,X,X,X,X,X,X
LISJOTZ,X,X,O,O,O,X,X,X,X,X
LISJOZT,X,X,X,O,X,X,X,X,X,X
LISZTJO,X,X,X,X,O,X,O,X,X,X
LISZTOJ,X,X,X,X,O,X,O,X,X,X
LISZJTO,X,X,X,O,X,X,X,X,X,X
LISZJOT,X,X,X,O,X,X,X,X,X,X
LISZOTJ,X,X,X,X,O,X,O,X,X,X
LISZOJT,X,X,X,O,X,X,X,X,X,X
LISOTJZ,X,X,X,O,O,X,O,X,X,X
LISOTZJ,X,X,X,X,O,X,O,X,X,X
LISOJTZ,X,X,O,O,O,X,X,X,X,X
LISOJZT,X,X,X,O,X,X,X,X,X,X
LISOZTJ,X,X,X,X,O,X,O,X,X,X
LISOZJT,X,X,X,O,X,X,X,X,X,X
LIZTJSO,X,X,X,X,O,X,O,X,X,X
LIZTJOS,X,X,X,X,O,X,O,X,O,X
LIZTSJO,X,X,X,X,O,X,O,X,X,X
LIZTSOJ,X,X,X,X,O,X,O,X,O,X
LIZTOJS,X,X,X,X,O,X,O,X,O,X
LIZTOSJ,X,X,X,X,O,X,O,X,O,X
LIZJTSO,X,X,O,X,X,X,O,X,X,X
LIZJTOS,X,X,O,X,X,X,O,X,X,X
LIZJSTO,X,X,O,X,X,X,X,X,X,X
LIZJSOT,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,X,O,X,X,X,O,X,X,X
LIZJOST,X,X,X,X,X,X,X,X,X,X
LIZSTJO,X,X,X,X,O,X,O,X,X,X
LIZSTOJ,X,X,X,X,O,X,O,X,X,X
LIZSJTO,X,X,X,O,X,X,X,X,X,X
LIZSJOT,X,X,X,O,X,X,X,X,X,X
LIZSOTJ,X,X,X,X,O,X,O,X,X,X
LIZSOJT,X,X,X,O,X,X,X,X,X,X
LIZOTJS,X,X,X,X,O,X,O,X,O,X
LIZOTSJ,X,X,X,X,O,X,O,X,O,X
LIZOJTS,X,X,O,X,X,X,O,X,O,X
LIZOJST,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,X,X,X,X,O,X,O,X,X,X
LIZOSJT,X,X,X,O,X,X,X,X,X,X
LIOTJSZ,X,X,O,X,O,O,O,X,O,O
LIOTJZS,X,X,O,X,O,O,O,X,O,O
LIOTSJZ,X,X,X,O,O,X,O,X,O,X
LIOTSZJ,X,X,X,X,O,X,O,X,O,X
LIOTZJS,X,X,X,X,O,X,O,X,O,X
LIOTZSJ,X,X,X,X,O,X,O,X,O,X
LIOJTSZ,X,X,O,X,O,O,O,X,O,X
LIOJTZS,X,X,O,X,O,O,O,X,O,X
LIOJSTZ,X,X,O,O,O,X,X,X,X,X
LIOJSZT,X,X,O,O,X,X,X,X,X,X
LIOJZTS,X,X,O,X,X,X,O,X,O,X
LIOJZST,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,X,X,X,O,O,X,O,X,X,X
LIOSTZJ,X,X,X,X,O,X,O,X,X,X
LIOSJTZ,X,X,O,O,O,X,X,X,X,X
LIOSJZT,X,X,X,O,X,X,X,X,X,X
LIOSZTJ,X,X,X,X,O,X,O,X,X,X
LIOSZJT,X,X,X,O,X,X,X,X,X,X
LIOZTJS,X,X,X,X,O,X,O,X,O,X
LIOZTSJ,X,X,X,X,O,X,O,X,O,X
LIOZJTS,X,X,O,X,X,X,O,X,O,X
LIOZJST,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,X,X,X,X,O,X,O,X,X,X
LIOZSJT,X,X,X,O,X,X,X,X,X,X
LJTISZO,X,X,O,X,X,O,X,X,X,O
LJTISOZ,X,X,O,X,X,O,X,X,X,O
LJTIZSO,X,X,O,X,X,O,X,X,X,O
LJTIZOS,X,X,O,X,X,O,X,X,X,O
LJTIOSZ,X,X,O,X,X,O,X,X,X,O
LJTIOZS,X,X,O,X,X,O,X,X,X,O
LJTSIZO,X,X,O,X,X,O,X,X,X,O
LJTSIOZ,X,X,O,X,X,O,X,X,X,O
LJTSZIO,X,X,O,X,X,X,X,X,X,O
LJTSZOI,O,X,O,X,X,X,X,X,X,O
LJTSOIZ,X,X,O,X,X,O,X,X,X,O
LJTSOZI,O,X,O,X,X,X,X,X,X,O
LJTZISO,X,X,O,X,X,O,X,X,X,O
LJTZIOS,X,X,O,X,X,O,X,X,X,O
LJTZSIO,X,X,O,X,X,X,X,X,X,O
LJTZSOI,O,X,O,X,X,X,X,X,X,O
LJTZOIS,X,X,O,X,X,O,X,X,X,O
LJTZOSI,O,X,O,X,X,X,X,X,X,O
LJTOISZ,X,X,O,X,X,O,X,X,X,O
LJTOIZS,X,X,O,X,X,O,X,X,X,O
LJTOSIZ,X,X,O,X,X,O,X,X,X,O
LJTOSZI,O,X,O,X,X,X,X,X,X,O
LJTOZIS,X,X,O,X,X,O,X,X,X,O
LJTOZSI,O,X,O,X,X,X,X,X,X,O
LJITSZO,X,X,O,X,X,O,X,X,X,X
LJITSOZ,X,X,O,X,X,O,X,X,X,X
LJITZSO,X,X,O,X,X,O,X,X,X,X
LJITZOS,X,X,O,X,X,O,X,X,X,X
LJITOSZ,X,X,O,X,X,O,X,X,X,X
LJITOZS,X,X,O,X,X,O,X,X,X,X
LJISTZO,X,X,O,O,X,X,X,X,X,X
LJISTOZ,X,X,O,O,X,X,X,X,X,X
LJISZTO,X,X,O,O,X,X,X,X,X,X
LJISZOT,X,X,O,O,X,X,X,X,X,X
LJISOTZ,X,X,O,O,X,X,X,X,X,X
LJISOZT,X,X,O,O,X,X,X,X,X,X
LJIZTSO,X,X,O,X,X,X,X,X,X,X
LJIZTOS,X,X,O,X,X,X,X,X,X,X
LJIZSTO,X,X,O,X,X,X,X,X,X,X
LJIZSOT,X,X,O,X,X,X,X,X,X,X
LJIZOTS,X,X,O,X,X,X,X,X,X,X
LJIZOST,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,X,O,X,X,O,X,X,X,X
LJIOTZS,X,X,O,X,X,O,X,X,X,X
LJIOSTZ,X,X,O,O,X,X,X,X,X,X
LJIOSZT,X,X,O,O,X,X,X,X,X,X
LJIOZTS,X,X,O,X,X,X,X,X,X,X
LJIOZST,X,X,X,X,X,X,X,X,X,X
LJSTIZO,X,X,O,O,X,O,X,X,X,X
LJSTIOZ,X,X,O,O,X,O,X,X,X,X
LJSTZIO,X,X,O,O,X,X,X,X,X,X
LJSTZOI,O,X,O,O,X,X,X,X,X,X
LJSTOIZ,X,X,O,O,X,O,X,X,X,X
LJSTOZI,O,X,O,O,X,X,X,X,X,X
LJSITZO,X,X,O,O,X,X,X,X,X,X
LJSITOZ,X,X,O,O,X,X,X,X,X,X
LJSIZTO,X,X,O,O,X,X,X,X,X,X
LJSIZOT,X,X,O,O,X,X,X,X,X,X
LJSIOTZ,X,X,O,O,X,X,X,X,X,X
LJSIOZT,X,X,O,O,X,X,X,X,X,X
LJSZTIO,X,X,O,O,X,X,X,X,X,X
LJSZTOI,X,X,O,O,X,X,X,X,X,X
LJSZITO,X,X,O,O,X,X,X,X,X,X
LJSZIOT,X,X,O,O,X,X,X,X,X,X
LJSZOTI,X,X,O,O,X,X,X,X,X,X
LJSZOIT,X,X,O,X,X,X,X,X,X,X
LJSOTIZ,X,X,O,O,X,O,X,X,X,X
LJSOTZI,O,X,O,O,X,X,X,X,X,X
LJSOITZ,X,X,O,O,X,X,X,X,X,X
LJSOIZT,X,X,O,O,X,X,X,X,X,X
LJSOZTI,X,X,O,O,X,X,X,X,X,X
LJSOZIT,X,X,O,X,X,X,X,X,X,X
LJZTISO,X,X,O,X,X,O,X,X,X,X
LJZTIOS,X,X,O,X,X,O,X,X,X,X
LJZTSIO,X,X,O,X,X,X,X,X,X,X
LJZTSOI,X,X,O,X,X,X,X,X,X,X
LJZTOIS,X,X,O,X,X,O,X,X,X,X
LJZTOSI,X,X,O,X,X,X,X,X,X,X
LJZITSO,X,X,O,X,X,X,X,X,X,X
LJZITOS,X,X,O,X,X,X,X,X,X,X
LJZISTO,X,X,O,X,X,X,X,X,X,X
LJZISOT,X,X,O,X,X,X,X,X,X,X
LJZIOTS,X,X,O,X,X,X,X,X,X,X
LJZIOST,X,X,X,X,X,X,X,X,X,X
LJZSTIO,X,X,O,X,X,X,X,X,X,X
LJZSTOI,X,X,O,X,X,X,X,X,X,X
LJZSITO,X,X,O,X,X,X,X,X,X,X
LJZSIOT,X,X,O,X,X,X,X,X,X,X
LJZSOTI,X,X,O,X,X,X,X,X,X,X
LJZSOIT,X,X,O,X,X,X,X,X,X,X
LJZOTIS,X,X,O,X,X,O,X,X,X,X
LJZOTSI,X,X,O,X,X,X,X,X,X,X
LJZOITS,X,X,O,X,X,X,X,X,X,X
LJZOIST,X,X,X,X,X,X,X,X,X,X
LJZOSTI,X,X,O,X,X,X,X,X,X,X
LJZOSIT,X,X,O,X,X,X,X,X,X,X
LJOTISZ,X,X,O,X,X,O,X,X,X,O
LJOTIZS,X,X,O,X,X,O,X,X,X,O
LJOTSIZ,X,X,O,X,X,O,X,X,X,O
LJOTSZI,O,X,O,X,X,X,X,X,X,O
LJOTZIS,X,X,O,X,X,O,X,X,X,O
LJOTZSI,O,X,O,X,X,X,X,X,X,O
LJOITSZ,X,X,O,X,X,O,X,X,X,X
LJOITZS,X,X,O,X,X,O,X,X,X,X
LJOISTZ,X,X,O,O,X,X,X,X,X,X
LJOISZT,X,X,O,O,X,X,X,X,X,X
LJOIZTS,X,X,O,X,X,X,X,X,X,X
LJOIZST,X,X,X,X,X,X,X,X,X,X
LJOSTIZ,X,X,O,O,X,O,X,X,X,X
LJOSTZI,O,X,O,O,X,X,X,X,X,X
LJOSITZ,X,X,O,O,X,X,X,X,X,X
LJOSIZT,X,X,O,O,X,X,X,X,X,X
LJOSZTI,X,X,O,O,X,X,X,X,X,X
LJOSZIT,X,X,O,X,X,X,X,X,X,X
LJOZTIS,X,X,O,X,X,O,X,X,X,X
LJOZTSI,X,X,O,X,X,X,X,X,X,X
LJOZITS,X,X,O,X,X,X,X,X,X,X
LJOZIST,X,X,X,X,X,X,X,X,X,X
LJOZSTI,X,X,O,X,X,X,X,X,X,X
LJOZSIT,X,X,O,X,X,X,X,X,X,X
LSTIJZO,O,X,X,O,X,X,X,X,X,X
LSTIJOZ,O,X,X,O,X,X,X,X,X,X
LSTIZJO,O,X,X,X,X,X,X,X,X,X
LSTIZOJ,O,X,X,X,X,X,X,X,X,X
LSTIOJZ,O,X,X,O,X,X,X,X,X,X
LSTIOZJ,O,X,X,X,X,X,X,X,X,X
LSTJIZO,X,X,X,O,X,X,X,X,X,O
LSTJIOZ,X,X,X,O,X,X,X,X,X,O
LSTJZIO,X,X,X,O,X,X,X,O,X,O
LSTJZOI,O,X,X,O,X,X,X,O,X,O
LSTJOIZ,X,X,X,O,X,X,X,X,X,O
LSTJOZI,O,X,X,O,X,X,X,O,X,O
LSTZIJO,O,O,X,X,X,X,X,O,X,X
LSTZIOJ,O,O,X,X,X,X,X,O,X,X
LSTZJIO,X,O,X,X,X,X,X,O,X,X
LSTZJOI,O,O,X,X,X,X,X,O,X,X
LSTZOIJ,O,O,X,X,X,X,X,O,X,X
LSTZOJI,O,O,X,X,X,X,X,O,X,X
LSTOIJZ,O,X,X,O,X,X,X,X,X,X
LSTOIZJ,O,X,X,X,X,X,X,X,X,X
LSTOJIZ,X,X,X,O,X,X,X,X,X,O
LSTOJZI,O,X,X,O,X,X,X,O,X,O
LSTOZIJ,O,O,X,X,X,X,X,O,X,X
LSTOZJI,O,O,X,X,X,X,X,O,X,X
LSITJZO,O,X,X,O,X,X,X,X,X,X
LSITJOZ,O,X,X,O,X,X,X,X,X,X
LSITZJO,O,O,X,X,X,X,X,X,X,X
LSITZOJ,O,O,X,X,X,X,X,X,X,X
LSITOJZ,O,X,X,O,X,X,X,X,X,X
LSITOZJ,O,O,X,X,X,X,X,X,X,X
LSIJTZO,O,X,O,O,X,X,X,X,X,X
LSIJTOZ,O,X,O,O,X,X,X,X,X,X
LSIJZTO,X,X,O,O,X,X,X,X,X,X
LSIJZOT,X,X,X,O,X,X,X,X,X,X
LSIJOTZ,O,X,O,O,X,X,X,X,X,X
LSIJOZT,X,X,X,O,X,X,X,X,X,X
LSIZTJO,X,O,X,X,X,X,X,X,X,X
LSIZTOJ,X,O,X,X,X,X,X,X,X,X
LSIZJTO,X,X,X,O,X,X,X,X,X,X
LSIZJOT,X,X,X,O,X,X,X,X,X,X
LSIZOTJ,X,O,X,X,X,X,X,X,X,X
LSIZOJT,X,X,X,O,X,X,X,X,X,X
