sequence,v115@ChB8IeB8GeC8BeA8DeD8Ke0/IvhFaoB5oB/pBFmBTq?BmqB,v115@ChB8IeB8GeC8BeA8DeD8KeT/IvhFaoB5oB/qBFmB0p?BmqB,v115@ChB8IeB8GeC8BeA8DeD8KeUBJvhFaoB5oB/pBFlBzq?BmpB,v115@ChB8IeB8GeC8BeA8DeD8KeT/IvhFlgBaoB5oB/qBOr?B0pB,v115@ChB8IeB8GeC8BeA8DeD8Kel/IvhFUhBaoB5oB/pBOq?BzqB,v115@ChB8IeB8GeC8BeA8DeD8Ke0/IvhFlgBaoB5oB/pBOr?BTqB,v115@ChB8IeB8GeC8BeA8DeD8KeOEJvhF8kBaoB5oBFmBXq?BzqB,v115@ChB8IeB8GeC8BeA8DeD8KeaIJvhF5oBTkB/qBFmB0p?BmqB,v115@ChB8IeB8GeC8BeA8DeD8KeKEJvhFRgBGjBFmB/tB0q?BzpB,v115@ChB8IeB8GeC8BeA8DeD8KeyEJvhFGjBFmB/tBxpB0p?BzqB,v115@ChB8IeB8GeC8BeA8DeD8Kex/IvhF/pBUlBFmBToByv?BGtB
LOSJITZ,O,X,O,X,O,O,X,O,X,X,X
LOSJIZT,O,X,O,X,O,O,X,X,X,X,X
LOSJZTI,O,X,O,X,O,O,X,X,O,X,X
LOSJZIT,O,X,O,X,O,O,X,X,X,X,X
LOSZTIJ,O,O,O,O,O,O,O,O,O,X,O
LOSZTJI,O,O,O,O,O,O,O,X,O,X,O
LOSZITJ,O,O,O,O,O,O,O,O,X,X,X
LOSZIJT,O,O,O,O,O,O,O,X,X,X,X
LOSZJTI,O,O,O,O,O,O,O,X,O,X,X
LOSZJIT,O,O,O,O,O,O,O,X,X,X,X
LOZTIJS,X,X,X,O,O,X,X,X,X,X,X
LOZTISJ,O,O,O,O,O,O,X,X,O,X,X
LOZTJIS,X,X,X,O,O,X,X,X,X,X,X
LOZTJSI,X,X,X,O,O,X,X,X,X,X,X
LOZTSIJ,O,O,O,O,O,O,X,X,O,X,X
LOZTSJI,O,O,O,O,O,O,X,X,O,X,X
LOZITJS,X,X,X,O,O,X,X,X,X,X,X
LOZITSJ,O,O,O,O,O,O,X,X,X,X,X
LOZIJTS,X,X,X,O,O,X,X,X,X,X,X
LOZIJST,X,O,O,O,O,X,X,X,X,X,X
LOZISTJ,O,O,O,O,O,O,X,O,X,X,X
LOZISJT,O,O,O,O,O,O,X,X,X,X,X
LOZJTIS,X,X,X,O,O,X,X,X,X,X,X
LOZJTSI,X,X,X,O,O,X,X,X,X,X,X
LOZJITS,X,X,X,O,O,X,X,X,X,X,X
LOZJIST,X,O,O,O,O,X,X,X,X,X,X
LOZJSTI,X,O,O,O,O,X,X,X,X,X,X
LOZJSIT,X,O,O,O,O,X,X,X,X,X,X
LOZSTIJ,O,O,O,O,O,O,X,O,O,X,X
LOZSTJI,O,O,O,O,O,O,X,X,O,X,X
LOZSITJ,O,O,O,O,O,O,X,O,X,X,X
LOZSIJT,O,O,O,O,O,O,X,X,X,X,X
LOZSJTI,O,O,O,O,O,O,X,X,O,X,X
LOZSJIT,O,O,O,O,O,O,X,X,X,X,X
JTILSZO,O,O,X,O,O,O,O,X,X,O,X
JTILSOZ,X,X,X,O,O,O,X,O,X,O,X
JTILZSO,X,X,X,O,O,O,X,X,X,X,X
JTILZOS,X,X,X,O,X,O,X,X,X,X,X
JTILOSZ,O,X,X,O,X,O,X,X,X,X,X
JTILOZS,X,X,X,X,X,O,X,X,X,X,X
JTISLZO,O,O,X,O,O,O,O,X,X,O,X
JTISLOZ,X,X,X,O,O,O,X,O,X,O,X
JTISZLO,O,O,X,O,O,O,O,X,X,O,X
JTISZOL,X,O,X,O,O,O,O,X,X,X,X
JTISOLZ,X,X,X,O,O,O,X,O,X,O,X
JTISOZL,X,X,X,O,O,O,X,X,X,X,X
JTIZLSO,X,X,X,O,O,O,X,X,X,X,X
JTIZLOS,X,X,X,O,X,O,X,X,X,X,X
JTIZSLO,X,X,X,O,O,O,X,X,X,X,X
JTIZSOL,X,X,X,O,O,O,X,X,X,X,X
JTIZOLS,X,X,X,O,X,O,X,X,X,X,X
JTIZOSL,X,X,X,O,X,O,X,X,X,X,X
JTIOLSZ,O,X,X,O,X,O,X,X,X,X,X
JTIOLZS,X,X,X,X,X,O,X,X,X,X,X
JTIOSLZ,O,X,X,O,X,O,X,X,X,X,X
JTIOSZL,O,X,X,O,X,O,X,X,X,X,X
JTIOZLS,X,X,X,X,X,O,X,X,X,X,X
JTIOZSL,X,X,X,X,X,O,X,X,X,X,X
JTLISZO,O,O,X,O,O,O,O,X,X,X,X
JTLISOZ,X,X,X,O,O,O,X,O,X,X,X
JTLIZSO,X,X,X,O,O,O,X,X,X,X,X
JTLIZOS,X,X,X,O,X,O,X,X,X,X,X
JTLIOSZ,O,X,X,O,X,O,X,X,X,X,X
JTLIOZS,X,X,X,X,X,O,X,X,X,X,X
JTLSIZO,O,O,X,O,O,O,O,X,X,X,X
JTLSIOZ,X,X,X,O,O,O,X,O,X,X,X
JTLSZIO,O,O,X,O,O,O,O,X,X,X,X
JTLSZOI,X,O,X,O,O,O,O,X,X,X,X
JTLSOIZ,X,X,X,O,O,O,X,O,X,X,X
JTLSOZI,X,X,X,O,O,O,X,X,X,X,X
JTLZISO,X,X,X,O,O,O,X,X,X,X,X
JTLZIOS,X,X,X,O,X,O,X,X,X,X,X
JTLZSIO,X,X,X,O,O,O,X,X,X,X,X
JTLZSOI,X,X,X,O,O,O,X,X,X,X,X
JTLZOIS,X,X,X,O,X,O,X,X,X,X,X
JTLZOSI,X,X,X,O,X,O,X,X,X,X,X
JTLOISZ,O,X,X,O,X,O,X,X,X,X,X
JTLOIZS,X,X,X,X,X,O,X,X,X,X,X
JTLOSIZ,O,X,X,O,X,O,X,X,X,X,X
JTLOSZI,O,X,X,O,X,O,X,X,X,X,X
JTLOZIS,X,X,X,X,X,O,X,X,X,X,X
JTLOZSI,X,X,X,X,X,O,X,X,X,X,X
JTSILZO,O,O,X,O,O,O,O,X,X,O,X
JTSILOZ,X,X,X,O,O,O,X,O,X,O,X
JTSIZLO,O,O,X,O,O,O,O,X,O,O,X
JTSIZOL,X,O,X,O,O,O,O,X,X,X,X
JTSIOLZ,X,X,X,O,O,O,X,O,X,O,X
JTSIOZL,X,X,X,O,O,O,X,X,X,X,X
JTSLIZO,O,O,X,O,O,O,O,X,X,O,X
JTSLIOZ,X,X,X,O,O,O,X,O,X,O,X
JTSLZIO,O,O,X,O,O,O,O,X,O,X,X
JTSLZOI,X,O,X,O,O,O,O,X,O,X,X
JTSLOIZ,X,X,X,O,O,O,X,O,X,X,X
JTSLOZI,X,X,X,O,O,O,X,X,X,X,X
JTSZILO,O,O,X,O,O,O,O,X,O,O,X
JTSZIOL,X,O,X,O,O,O,O,X,X,X,O
JTSZLIO,O,O,X,O,O,O,O,X,O,X,X
JTSZLOI,X,O,X,O,O,O,O,X,O,X,X
JTSZOIL,X,O,X,O,O,O,O,X,X,X,O
JTSZOLI,X,O,X,O,O,O,O,X,O,X,O
JTSOILZ,X,X,X,O,O,O,X,O,X,O,X
JTSOIZL,X,X,X,O,O,O,X,X,X,X,X
JTSOLIZ,X,X,X,O,O,O,X,O,X,X,X
JTSOLZI,X,X,X,O,O,O,X,X,X,X,X
JTSOZIL,X,X,X,O,O,O,X,X,X,X,O
JTSOZLI,X,X,X,O,O,O,X,X,O,X,O
JTZILSO,X,X,X,O,O,O,X,X,X,X,X
JTZILOS,X,X,X,O,X,O,X,X,X,X,X
JTZISLO,X,X,X,O,O,O,X,X,X,X,X
JTZISOL,X,X,X,O,O,O,X,X,X,X,X
JTZIOLS,X,X,X,O,X,O,X,X,X,X,X
JTZIOSL,X,X,X,O,X,O,X,X,X,X,X
JTZLISO,X,X,X,O,O,O,X,X,O,X,X
JTZLIOS,X,X,X,O,X,O,X,X,X,X,X
JTZLSIO,X,X,X,O,O,O,X,X,O,X,X
JTZLSOI,X,X,X,O,O,O,X,X,O,X,X
JTZLOIS,X,X,X,O,X,O,X,X,X,X,X
JTZLOSI,X,X,X,O,X,O,X,X,X,X,X
JTZSILO,X,X,X,O,O,O,X,X,O,X,X
JTZSIOL,X,X,X,O,O,O,X,X,X,X,X
JTZSLIO,X,X,X,O,O,O,X,X,O,X,X
JTZSLOI,X,X,X,O,O,O,X,X,O,X,X
JTZSOIL,X,X,X,O,O,O,X,X,X,X,X
JTZSOLI,X,X,X,O,O,O,X,X,O,X,X
JTZOILS,X,X,X,O,X,O,X,X,X,X,X
JTZOISL,X,X,X,O,X,O,X,X,X,X,X
JTZOLIS,X,X,X,O,X,O,X,X,X,X,X
JTZOLSI,X,X,X,O,X,O,X,X,X,X,X
JTZOSIL,X,X,X,O,X,O,X,X,X,X,X
JTZOSLI,X,X,X,O,X,O,X,X,X,X,X
JTOILSZ,O,X,X,O,X,O,X,X,X,X,X
JTOILZS,X,X,X,X,X,O,X,X,X,X,X
JTOISLZ,O,X,X,O,X,O,X,X,X,X,X
JTOISZL,O,X,X,O,X,O,X,X,X,X,X
JTOIZLS,X,X,X,X,X,O,X,X,X,X,X
JTOIZSL,X,X,X,X,X,O,X,X,X,X,X
JTOLISZ,O,X,X,O,X,O,X,X,X,X,X
JTOLIZS,X,X,X,X,X,O,X,X,X,X,X
JTOLSIZ,O,X,X,O,X,O,X,X,X,X,X
JTOLSZI,O,X,X,O,X,O,X,X,X,X,X
JTOLZIS,X,X,X,X,X,O,X,X,X,X,X
JTOLZSI,X,X,X,X,X,O,X,X,X,X,X
JTOSILZ,O,X,X,O,X,O,X,X,X,X,X
JTOSIZL,O,X,X,O,X,O,X,X,X,X,X
JTOSLIZ,O,X,X,O,X,O,X,X,X,X,X
JTOSLZI,O,X,X,O,X,O,X,X,X,X,X
JTOSZIL,O,X,X,O,X,O,X,X,X,X,O
JTOSZLI,O,X,X,O,X,O,X,X,X,X,O
JTOZILS,X,X,X,X,X,O,X,X,X,X,X
JTOZISL,X,X,X,X,X,O,X,X,X,X,X
JTOZLIS,X,X,X,X,X,O,X,X,X,X,X
JTOZLSI,X,X,X,X,X,O,X,X,X,X,X
JTOZSIL,X,X,X,X,X,O,X,X,X,X,X
JTOZSLI,X,X,X,X,X,O,X,X,X,X,X
JITLSZO,O,O,X,O,O,O,O,X,X,O,X
JITLSOZ,X,X,X,O,O,O,X,O,X,O,X
JITLZSO,X,X,X,O,O,O,X,X,X,X,X
JITLZOS,X,X,X,O,X,O,X,X,X,X,X
JITLOSZ,O,X,X,O,X,O,X,X,X,X,X
JITLOZS,X,X,X,X,X,O,X,X,X,X,X
JITSLZO,O,O,X,O,O,O,O,X,X,O,X
JITSLOZ,X,X,X,O,O,O,X,O,X,O,X
JITSZLO,O,O,X,O,O,O,O,X,X,O,X
JITSZOL,X,O,X,O,O,O,O,X,X,X,X
JITSOLZ,X,X,X,O,O,O,X,O,X,O,X
JITSOZL,X,X,X,O,O,O,X,X,X,X,X
JITZLSO,X,X,X,O,O,O,X,X,X,X,X
JITZLOS,X,X,X,O,X,O,X,X,X,X,X
JITZSLO,X,X,X,O,O,O,X,X,X,X,X
JITZSOL,X,X,X,O,O,O,X,X,X,X,X
JITZOLS,X,X,X,O,X,O,X,X,X,X,X
JITZOSL,X,X,X,O,X,O,X,X,X,X,X
JITOLSZ,O,X,X,O,X,O,X,X,X,X,X
JITOLZS,X,X,X,X,X,O,X,X,X,X,X
JITOSLZ,O,X,X,O,X,O,X,X,X,X,X
JITOSZL,O,X,X,O,X,O,X,X,X,X,X
JITOZLS,X,X,X,X,X,O,X,X,X,X,X
JITOZSL,X,X,X,X,X,O,X,X,X,X,X
JILTSZO,O,O,X,O,O,O,O,X,X,O,X
JILTSOZ,X,X,X,O,O,O,X,O,X,O,X
JILTZSO,X,X,X,O,O,O,X,X,X,X,X
JILTZOS,X,X,X,O,X,O,X,X,X,X,X
JILTOSZ,O,X,X,O,X,O,X,X,X,X,X
JILTOZS,X,X,X,X,X,O,X,X,X,X,X
JILSTZO,O,O,X,O,O,O,O,X,X,O,X
JILSTOZ,X,X,X,O,O,O,X,O,X,O,X
JILSZTO,O,O,X,O,O,O,O,X,X,O,X
JILSZOT,O,O,X,O,O,O,O,X,X,X,X
JILSOTZ,O,X,O,O,O,O,X,O,X,O,X
JILSOZT,O,X,O,O,O,O,X,X,X,X,X
JILZTSO,X,X,X,O,O,O,X,X,X,X,X
JILZTOS,X,X,X,O,X,O,X,X,X,X,X
JILZSTO,X,O,X,O,O,O,X,X,X,X,X
JILZSOT,X,O,X,O,O,O,X,X,X,X,X
JILZOTS,X,X,X,O,O,O,X,X,X,X,X
JILZOST,X,O,O,O,O,O,X,X,X,X,X
JILOTSZ,O,X,X,O,O,O,X,X,X,X,X
JILOTZS,X,X,X,X,O,O,X,X,X,X,X
JILOSTZ,O,X,O,O,O,O,X,O,X,X,X
JILOSZT,O,X,O,O,O,O,X,X,X,X,X
JILOZTS,X,X,X,O,O,O,X,X,X,X,X
JILOZST,X,X,O,O,O,O,X,X,X,X,X
JISTLZO,O,O,X,O,O,O,O,X,X,O,X
JISTLOZ,X,X,X,O,O,O,X,O,X,O,X
JISTZLO,O,O,X,O,O,O,O,X,X,O,X
JISTZOL,X,O,X,O,O,O,O,X,X,X,X
JISTOLZ,X,X,X,O,O,O,X,O,X,O,X
JISTOZL,X,X,X,O,O,O,X,X,X,X,X
JISLTZO,O,O,X,O,O,O,O,X,X,O,X
JISLTOZ,X,X,X,O,O,O,X,O,X,O,X
JISLZTO,O,O,X,O,O,O,O,X,X,O,X
JISLZOT,O,O,X,O,O,O,O,X,X,X,X
JISLOTZ,O,X,O,O,O,O,X,O,X,O,X
JISLOZT,O,X,O,O,O,O,X,X,X,X,X
JISZTLO,O,O,X,O,O,O,O,X,X,O,X
JISZTOL,X,O,X,O,O,O,O,X,X,X,X
JISZLTO,O,O,X,O,O,O,O,X,X,O,X
JISZLOT,O,O,X,O,O,O,O,X,X,X,X
JISZOTL,O,O,X,O,O,O,O,X,X,X,X
JISZOLT,O,O,X,O,O,O,O,X,X,X,X
JISOTLZ,O,X,O,O,O,O,X,O,X,O,X
JISOTZL,O,X,O,O,O,O,X,X,X,X,X
JISOLTZ,O,X,O,O,O,O,X,O,X,O,X
JISOLZT,O,X,O,O,O,O,X,X,X,X,X
JISOZTL,O,X,O,O,O,O,X,X,X,X,X
JISOZLT,O,X,O,O,O,O,X,X,X,X,X
JIZTLSO,X,X,X,O,O,O,X,X,X,X,X
JIZTLOS,X,X,X,O,X,O,X,X,X,X,X
JIZTSLO,X,X,X,O,O,O,X,X,X,X,X
JIZTSOL,X,X,X,O,O,O,X,X,X,X,X
JIZTOLS,X,X,X,O,X,O,X,X,X,X,X
JIZTOSL,X,X,X,O,X,O,X,X,X,X,X
JIZLTSO,X,X,X,O,O,O,X,X,X,X,X
JIZLTOS,X,X,X,O,X,O,X,X,X,X,X
JIZLSTO,X,O,X,O,O,O,X,X,X,X,X
JIZLSOT,X,O,X,O,O,O,X,X,X,X,X
JIZLOTS,X,X,X,O,O,O,X,X,X,X,X
JIZLOST,X,O,O,O,O,O,X,X,X,X,X
JIZSTLO,X,O,X,O,O,O,X,X,X,X,X
JIZSTOL,X,O,X,O,O,O,X,X,X,X,X
JIZSLTO,X,O,X,O,O,O,X,X,X,X,X
JIZSLOT,X,O,X,O,O,O,X,X,X,X,X
JIZSOTL,X,O,X,O,O,O,X,X,X,X,X
JIZSOLT,X,O,X,O,O,O,X,X,X,X,X
JIZOTLS,X,X,X,O,O,O,X,X,X,X,X
JIZOTSL,X,X,X,O,O,O,X,X,X,X,X
JIZOLTS,X,X,X,O,O,O,X,X,X,X,X
JIZOLST,X,O,O,O,O,O,X,X,X,X,X
JIZOSTL,X,O,O,O,O,O,X,X,X,X,X
JIZOSLT,X,O,O,O,O,O,X,X,X,X,X
JIOTLSZ,O,X,X,O,O,O,X,X,X,X,X
JIOTLZS,X,X,X,X,O,O,X,X,X,X,X
JIOTSLZ,O,X,X,O,O,O,X,X,X,X,X
JIOTSZL,O,X,X,O,O,O,X,X,X,X,X
JIOTZLS,X,X,X,X,O,O,X,X,X,X,X
JIOTZSL,X,X,X,X,O,O,X,X,X,X,X
JIOLTSZ,O,X,X,O,O,O,X,X,X,X,X
JIOLTZS,X,X,X,X,O,O,X,X,X,X,X
JIOLSTZ,O,X,O,O,O,O,X,O,X,X,X
JIOLSZT,O,X,O,O,O,O,X,X,X,X,X
JIOLZTS,X,X,X,O,O,O,X,X,X,X,X
JIOLZST,X,X,O,O,O,O,X,X,X,X,X
JIOSTLZ,O,X,O,O,O,O,X,O,X,X,X
JIOSTZL,O,X,O,O,O,O,X,X,X,X,X
JIOSLTZ,O,X,O,O,O,O,X,O,X,X,X
JIOSLZT,O,X,O,O,O,O,X,X,X,X,X
JIOSZTL,O,X,O,O,O,O,X,X,X,X,X
JIOSZLT,O,X,O,O,O,O,X,X,X,X,X
JIOZTLS,X,X,X,O,O,O,X,X,X,X,X
JIOZTSL,X,X,X,O,O,O,X,X,X,X,X
JIOZLTS,X,X,X,O,O,O,X,X,X,X,X
JIOZLST,X,X,O,O,O,O,X,X,X,X,X
JIOZSTL,X,X,O,O,O,O,X,X,X,X,X
JIOZSLT,X,X,O,O,O,O,X,X,X,X,X
JLTISZO,O,O,X,O,O,O,O,X,X,X,X
JLTISOZ,X,X,X,O,O,O,X,O,X,X,X
JLTIZSO,X,X,X,O,O,O,X,X,X,X,X
JLTIZOS,X,X,X,O,X,O,X,X,X,X,X
JLTIOSZ,O,X,X,O,X,O,X,X,X,X,X
JLTIOZS,X,X,X,X,X,O,X,X,X,X,X
JLTSIZO,O,O,X,O,O,O,O,X,X,X,X
JLTSIOZ,X,X,X,O,O,O,X,O,X,X,X
JLTSZIO,O,O,X,O,O,O,O,X,X,X,X
JLTSZOI,X,O,X,O,O,O,O,X,X,X,X
JLTSOIZ,X,X,X,O,O,O,X,O,X,X,X
JLTSOZI,X,X,X,O,O,O,X,X,X,X,X
JLTZISO,X,X,X,O,O,O,X,X,X,X,X
JLTZIOS,X,X,X,O,X,O,X,X,X,X,X
JLTZSIO,X,X,X,O,O,O,X,X,X,X,X
JLTZSOI,X,X,X,O,O,O,X,X,X,X,X
JLTZOIS,X,X,X,O,X,O,X,X,X,X,X
JLTZOSI,X,X,X,O,X,O,X,X,X,X,X
JLTOISZ,O,X,X,O,X,O,X,X,X,X,X
JLTOIZS,X,X,X,X,X,O,X,X,X,X,X
JLTOSIZ,O,X,X,O,X,O,X,X,X,X,X
JLTOSZI,O,X,X,O,X,O,X,X,X,X,X
JLTOZIS,X,X,X,X,X,O,X,X,X,X,X
JLTOZSI,X,X,X,X,X,O,X,X,X,X,X
JLITSZO,O,O,X,O,O,O,O,X,X,X,X
JLITSOZ,X,X,X,O,O,O,X,O,X,X,X
JLITZSO,X,X,X,O,O,O,X,X,X,X,X
JLITZOS,X,X,X,O,X,O,X,X,X,X,X
JLITOSZ,O,X,X,O,X,O,X,X,X,X,X
JLITOZS,X,X,X,X,X,O,X,X,X,X,X
JLISTZO,O,O,X,O,O,O,O,X,X,X,X
JLISTOZ,X,X,X,O,O,O,X,O,X,X,X
JLISZTO,O,O,X,O,O,O,O,X,X,X,X
JLISZOT,O,O,X,O,O,O,O,X,X,X,X
JLISOTZ,O,X,O,O,O,O,X,O,X,X,X
JLISOZT,O,X,O,O,O,O,X,X,X,X,X
JLIZTSO,X,X,X,O,O,O,X,X,X,X,X
JLIZTOS,X,X,X,O,X,O,X,X,X,X,X
JLIZSTO,X,O,X,O,O,O,X,X,X,X,X
JLIZSOT,X,O,X,O,O,O,X,X,X,X,X
JLIZOTS,X,X,X,O,O,O,X,X,X,X,X
JLIZOST,X,O,O,O,O,O,X,X,X,X,X
JLIOTSZ,O,X,X,O,O,O,X,X,X,X,X
JLIOTZS,X,X,X,X,O,O,X,X,X,X,X
JLIOSTZ,O,X,O,O,O,O,X,O,X,X,X
JLIOSZT,O,X,O,O,O,O,X,X,X,X,X
JLIOZTS,X,X,X,O,O,O,X,X,X,X,X
JLIOZST,X,X,O,O,O,O,X,X,X,X,X
JLSTIZO,O,O,X,O,O,O,O,X,X,X,X
JLSTIOZ,X,X,X,O,O,O,X,O,X,X,X
JLSTZIO,O,O,X,O,O,O,O,X,O,X,X
JLSTZOI,X,O,X,O,O,O,O,X,O,X,X
JLSTOIZ,X,X,X,O,O,O,X,O,X,X,X
JLSTOZI,X,X,X,O,O,O,X,X,X,X,X
JLSITZO,O,O,X,O,O,O,O,X,X,X,X
JLSITOZ,X,X,X,O,O,O,X,O,X,X,X
JLSIZTO,O,O,X,O,O,O,O,X,O,X,X
JLSIZOT,O,O,X,O,O,O,O,X,X,X,X
JLSIOTZ,O,X,O,O,O,O,X,O,X,X,X
JLSIOZT,O,X,O,O,O,O,X,X,X,X,X
JLSZTIO,O,O,X,O,O,O,O,X,O,X,X
JLSZTOI,X,O,X,O,O,O,O,X,O,X,X
JLSZITO,O,O,X,O,O,O,O,X,O,X,X
JLSZIOT,O,O,X,O,O,O,O,X,X,X,X
JLSZOTI,O,O,X,O,O,O,O,X,O,X,X
JLSZOIT,O,O,X,O,O,O,O,X,X,X,X
JLSOTIZ,O,X,O,O,O,O,X,O,X,X,X
JLSOTZI,O,X,O,O,O,O,X,X,X,X,X
JLSOITZ,O,X,O,O,O,O,X,O,X,X,X
JLSOIZT,O,X,O,O,O,O,X,X,X,X,X
JLSOZTI,O,X,O,O,O,O,X,X,O,X,X
JLSOZIT,O,X,O,O,O,O,X,X,X,X,X
JLZTISO,X,X,X,O,O,O,X,X,O,X,X
JLZTIOS,X,X,X,O,X,O,X,X,X,X,X
JLZTSIO,X,X,X,O,O,O,X,X,O,X,X
JLZTSOI,X,X,X,O,O,O,X,X,O,X,X
JLZTOIS,X,X,X,O,X,O,X,X,X,X,X
JLZTOSI,X,X,X,O,X,O,X,X,X,X,X
JLZITSO,X,X,X,O,O,O,X,X,X,X,X
JLZITOS,X,X,X,O,X,O,X,X,X,X,X
JLZISTO,X,O,X,O,O,O,X,X,X,X,X
JLZISOT,X,O,X,O,O,O,X,X,X,X,X
JLZIOTS,X,X,X,O,O,O,X,X,X,X,X
JLZIOST,X,O,O,O,O,O,X,X,X,X,X
JLZSTIO,X,O,X,O,O,O,X,X,O,X,X
JLZSTOI,X,O,X,O,O,O,X,X,O,X,X
JLZSITO,X,O,X,O,O,O,X,X,O,X,X
JLZSIOT,X,O,X,O,O,O,X,X,X,X,X
JLZSOTI,X,O,X,O,O,O,X,X,O,X,X
JLZSOIT,X,O,X,O,O,O,X,X,X,X,X
JLZOTIS,X,X,X,O,O,O,X,X,X,X,X
JLZOTSI,X,X,X,O,O,O,X,X,X,X,X
JLZOITS,X,X,X,O,O,O,X,X,X,X,X
JLZOIST,X,O,O,O,O,O,X,X,X,X,X
JLZOSTI,X,O,O,O,O,O,X,X,X,X,X
JLZOSIT,X,O,O,O,O,O,X,X,X,X,X
JLOTISZ,O,X,X,O,O,O,X,X,X,X,X
JLOTIZS,X,X,X,X,O,O,X,X,X,X,X
JLOTSIZ,O,X,X,O,O,O,X,X,X,X,X
JLOTSZI,O,X,X,O,O,O,X,X,X,X,X
JLOTZIS,X,X,X,X,O,O,X,X,X,X,X
JLOTZSI,X,X,X,X,O,O,X,X,X,X,X
JLOITSZ,O,X,X,O,O,O,X,X,X,X,X
JLOITZS,X,X,X,X,O,O,X,X,X,X,X
JLOISTZ,O,X,O,O,O,O,X,O,X,X,X
JLOISZT,O,X,O,O,O,O,X,X,X,X,X
JLOIZTS,X,X,X,O,O,O,X,X,X,X,X
JLOIZST,X,X,O,O,O,O,X,X,X,X,X
JLOSTIZ,O,X,O,O,O,O,X,O,X,X,X
JLOSTZI,O,X,O,O,O,O,X,X,X,X,X
JLOSITZ,O,X,O,O,O,O,X,O,X,X,X
JLOSIZT,O,X,O,O,O,O,X,X,X,X,X
JLOSZTI,O,X,O,O,O,O,X,X,X,X,X
JLOSZIT,O,X,O,O,O,O,X,X,X,X,X
JLOZTIS,X,X,X,O,O,O,X,X,X,X,X
JLOZTSI,X,X,X,O,O,O,X,X,X,X,X
JLOZITS,X,X,X,O,O,O,X,X,X,X,X
JLOZIST,X,X,O,O,O,O,X,X,X,X,X
JLOZSTI,X,X,O,O,O,O,X,X,X,X,X
JLOZSIT,X,X,O,O,O,O,X,X,X,X,X
JSTILZO,O,O,X,O,O,O,O,X,X,O,X
JSTILOZ,X,X,X,O,O,O,X,O,X,O,X
JSTIZLO,O,O,X,O,O,O,O,X,O,O,X
JSTIZOL,X,O,X,O,O,O,O,X,X,X,X
JSTIOLZ,X,X,X,O,O,O,X,O,X,O,X
JSTIOZL,X,X,X,O,O,O,X,X,X,X,X
JSTLIZO,O,O,X,O,O,O,O,X,X,O,X
JSTLIOZ,X,X,X,O,O,O,X,O,X,O,X
JSTLZIO,O,O,X,O,O,O,O,X,O,X,X
JSTLZOI,X,O,X,O,O,O,O,X,O,X,X
JSTLOIZ,X,X,X,O,O,O,X,O,X,X,X
JSTLOZI,X,X,X,O,O,O,X,X,X,X,X
JSTZILO,O,O,X,O,O,O,O,X,O,O,X
JSTZIOL,X,O,X,O,O,O,O,X,X,X,O
JSTZLIO,O,O,X,O,O,O,O,X,O,X,X
JSTZLOI,X,O,X,O,O,O,O,X,O,X,X
JSTZOIL,X,O,X,O,O,O,O,X,X,X,O
JSTZOLI,X,O,X,O,O,O,O,X,O,X,O
JSTOILZ,X,X,X,O,O,O,X,O,X,O,X
JSTOIZL,X,X,X,O,O,O,X,X,X,X,X
JSTOLIZ,X,X,X,O,O,O,X,O,X,X,X
JSTOLZI,X,X,X,O,O,O,X,X,X,X,X
JSTOZIL,X,X,X,O,O,O,X,X,X,X,O
JSTOZLI,X,X,X,O,O,O,X,X,O,X,O
JSITLZO,O,O,X,O,O,O,O,X,X,O,X
JSITLOZ,X,X,X,O,O,O,X,O,X,O,X
JSITZLO,O,O,X,O,O,O,O,X,O,O,X
JSITZOL,X,O,X,O,O,O,O,X,X,X,X
JSITOLZ,X,X,X,O,O,O,X,O,X,O,X
JSITOZL,X,X,X,O,O,O,X,X,X,X,X
JSILTZO,O,O,X,O,O,O,O,X,X,O,X
JSILTOZ,X,X,X,O,O,O,X,O,X,O,X
JSILZTO,O,O,X,O,O,O,O,X,O,O,X
JSILZOT,O,O,X,O,O,O,O,X,X,X,X
JSILOTZ,O,X,O,O,O,O,X,O,X,O,X
JSILOZT,O,X,O,O,O,O,X,X,X,X,X
JSIZTLO,O,O,X,O,O,O,O,X,O,O,X
JSIZTOL,X,O,X,O,O,O,O,X,X,X,X
JSIZLTO,O,O,X,O,O,O,O,X,O,O,X
JSIZLOT,O,O,X,O,O,O,O,X,X,X,X
JSIZOTL,O,O,X,O,O,O,O,X,X,X,X
JSIZOLT,O,O,X,O,O,O,O,X,X,X,X
JSIOTLZ,O,X,O,O,O,O,X,O,X,O,X
JSIOTZL,O,X,O,O,O,O,X,X,X,X,X
JSIOLTZ,O,X,O,O,O,O,X,O,X,O,X
JSIOLZT,O,X,O,O,O,O,X,X,X,X,X
JSIOZTL,O,X,O,O,O,O,X,X,X,X,X
JSIOZLT,O,X,O,O,O,O,X,X,X,X,X
JSLTIZO,O,O,X,O,O,O,O,X,X,O,X
JSLTIOZ,X,X,X,O,O,O,X,O,X,O,X
JSLTZIO,O,O,X,O,O,O,O,X,O,X,X
JSLTZOI,X,O,X,O,O,O,O,X,O,X,X
JSLTOIZ,X,X,X,O,O,O,X,O,X,X,X
JSLTOZI,X,X,X,O,O,O,X,X,X,X,X
JSLITZO,O,O,X,O,O,O,O,X,X,O,X
JSLITOZ,X,X,X,O,O,O,X,O,X,O,X
