sequence,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jei/IvhFUhBGiBZoBF?lB/sBzqB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFigBGiBZoBF?mB/sB0qB,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jei/IvhFGiBZoBUlBF?mB/sBzqB,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jex/IvhFXhBVnBaoBm?kBzqB0sB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhF0gBZoB2qBF?nB6sBXrB,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jei/IvhFRiBFlBXmBm?nB0sBzqB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFlgBRiB/qBO?rBysB0sB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFxgB/qBarBF?nB8sBmsB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFilBRnB0lBl?sBXrBmsB
IJSTOZL,O,O,O,O,O,X,O,X,X
IJSLTZO,O,O,O,X,X,X,O,X,X
IJSLTOZ,O,O,X,X,X,X,O,X,X
IJSLZTO,O,O,O,X,X,X,O,X,X
IJSLZOT,O,O,O,X,X,X,O,X,X
IJSLOTZ,O,O,X,X,X,X,O,X,X
IJSLOZT,O,O,O,X,X,X,O,X,X
IJSZTLO,O,O,O,O,X,X,X,X,X
IJSZTOL,O,O,O,O,O,X,O,X,X
IJSZLTO,O,O,O,O,X,X,X,X,X
IJSZLOT,O,O,O,X,X,X,X,X,X
IJSZOTL,O,O,O,X,O,X,O,X,X
IJSZOLT,O,O,O,X,X,X,X,X,X
IJSOTLZ,O,O,X,X,X,X,O,X,X
IJSOTZL,O,O,O,X,O,X,O,X,X
IJSOLTZ,O,O,X,X,X,X,O,X,X
IJSOLZT,O,O,O,X,X,X,O,X,X
IJSOZTL,O,O,O,X,O,X,O,X,X
IJSOZLT,O,O,O,X,X,X,X,X,X
IJZTLSO,O,O,O,O,X,X,X,X,X
IJZTLOS,X,O,X,O,O,X,X,X,X
IJZTSLO,O,O,O,O,X,X,X,X,X
IJZTSOL,O,O,O,O,O,X,X,X,X
IJZTOLS,X,O,X,O,O,X,X,X,X
IJZTOSL,X,O,X,O,O,X,X,X,X
IJZLTSO,X,X,O,O,X,X,X,X,X
IJZLTOS,X,X,X,O,O,X,X,X,X
IJZLSTO,O,O,O,O,X,X,X,X,X
IJZLSOT,O,O,O,X,X,X,X,X,X
IJZLOTS,X,X,X,O,O,X,X,X,X
IJZLOST,X,O,X,O,X,X,X,X,X
IJZSTLO,O,O,O,O,X,X,X,X,X
IJZSTOL,O,O,O,O,O,X,O,X,X
IJZSLTO,O,O,O,O,X,X,X,X,X
IJZSLOT,O,O,O,X,X,X,X,X,X
IJZSOTL,O,O,O,X,O,X,O,X,X
IJZSOLT,O,O,O,X,X,X,X,X,X
IJZOTLS,X,O,X,O,O,X,X,X,X
IJZOTSL,X,O,X,O,O,X,X,X,X
IJZOLTS,X,X,X,O,O,X,X,X,X
IJZOLST,X,O,X,O,X,X,X,X,X
IJZOSTL,X,O,X,O,O,X,O,X,X
IJZOSLT,X,O,X,O,X,X,X,X,X
IJOTLSZ,O,O,X,O,X,X,X,X,X
IJOTLZS,O,X,X,O,O,X,X,X,X
IJOTSLZ,O,O,X,O,X,X,O,X,X
IJOTSZL,O,O,X,O,O,X,O,X,X
IJOTZLS,O,X,X,O,O,X,X,X,X
IJOTZSL,O,X,X,O,O,X,X,X,X
IJOLTSZ,X,X,X,O,X,X,O,X,X
IJOLTZS,X,X,X,O,O,X,X,X,O
IJOLSTZ,O,X,X,O,X,X,O,X,X
IJOLSZT,O,X,X,O,X,X,O,X,X
IJOLZTS,X,X,X,O,O,X,X,X,O
IJOLZST,O,X,X,O,X,X,O,X,X
IJOSTLZ,O,O,X,O,X,X,O,X,X
IJOSTZL,O,O,X,O,O,X,O,X,X
IJOSLTZ,O,O,X,O,X,X,O,X,X
IJOSLZT,O,O,X,O,X,X,O,X,X
IJOSZTL,O,O,X,O,O,X,O,X,X
IJOSZLT,O,O,X,O,X,X,X,X,X
IJOZTLS,O,O,X,O,O,X,X,X,X
IJOZTSL,O,O,X,O,O,X,X,X,X
IJOZLTS,X,X,X,O,O,X,X,X,X
IJOZLST,O,O,X,O,X,X,X,X,X
IJOZSTL,O,O,X,O,O,X,O,X,X
IJOZSLT,O,O,X,O,X,X,X,X,X
ISTLJZO,O,O,O,X,X,X,X,X,X
ISTLJOZ,O,O,X,X,X,X,O,X,X
ISTLZJO,O,O,O,X,X,O,X,X,X
ISTLZOJ,O,O,O,X,X,X,O,X,X
ISTLOJZ,O,O,X,X,X,X,O,X,X
ISTLOZJ,O,O,X,X,X,X,O,X,X
ISTJLZO,O,O,O,X,X,X,X,X,X
ISTJLOZ,O,O,X,X,X,X,X,X,X
ISTJZLO,O,O,O,X,X,X,X,X,X
ISTJZOL,O,O,O,X,O,X,X,X,X
ISTJOLZ,O,O,X,X,X,X,X,X,X
ISTJOZL,O,O,O,X,O,X,X,X,X
ISTZLJO,O,O,O,X,X,O,X,X,X
ISTZLOJ,O,O,O,X,X,X,X,X,X
ISTZJLO,O,O,O,X,X,O,X,X,X
ISTZJOL,O,O,O,X,X,O,X,X,X
ISTZOLJ,O,O,O,X,X,X,X,X,X
ISTZOJL,O,O,O,X,X,X,X,X,X
ISTOLJZ,O,O,X,X,X,X,O,X,X
ISTOLZJ,O,O,X,X,X,X,O,X,X
ISTOJLZ,O,O,X,X,X,X,X,X,X
ISTOJZL,O,O,O,X,O,X,X,X,X
ISTOZLJ,O,O,O,X,X,X,X,X,X
ISTOZJL,O,O,O,X,X,X,X,X,X
ISLTJZO,O,O,O,X,X,X,X,X,X
ISLTJOZ,O,O,X,X,X,X,O,X,X
ISLTZJO,O,O,O,X,X,X,X,O,X
ISLTZOJ,O,O,O,X,X,X,O,O,X
ISLTOJZ,O,O,X,X,X,X,O,X,X
ISLTOZJ,O,O,X,X,X,X,O,O,X
ISLJTZO,O,O,O,X,X,X,O,X,X
ISLJTOZ,O,O,X,X,X,X,O,X,X
ISLJZTO,O,O,O,X,X,X,O,O,X
ISLJZOT,O,O,O,X,X,X,O,O,X
ISLJOTZ,O,O,X,X,X,X,O,X,X
ISLJOZT,O,O,O,X,X,X,O,O,X
ISLZTJO,O,O,O,X,X,X,X,O,X
ISLZTOJ,O,O,O,X,X,X,O,O,X
ISLZJTO,O,O,O,X,X,X,X,O,X
ISLZJOT,O,O,O,X,X,X,X,O,X
ISLZOTJ,O,O,O,X,X,X,O,O,X
ISLZOJT,O,O,O,X,X,X,X,O,X
ISLOTJZ,O,O,X,X,X,X,O,X,X
ISLOTZJ,O,O,X,X,X,X,O,O,O
ISLOJTZ,O,O,X,X,X,X,O,X,X
ISLOJZT,O,O,O,X,X,X,O,O,X
ISLOZTJ,O,O,O,X,X,X,O,O,O
ISLOZJT,O,O,O,X,X,X,X,O,X
ISJTLZO,O,O,O,X,X,X,O,X,X
ISJTLOZ,O,O,X,X,X,X,O,X,X
ISJTZLO,O,O,O,X,X,X,X,X,X
ISJTZOL,O,O,O,X,O,X,O,X,X
ISJTOLZ,O,O,X,X,X,X,O,X,X
ISJTOZL,O,O,O,X,O,X,O,X,X
ISJLTZO,O,O,O,X,X,X,O,X,X
ISJLTOZ,O,O,X,X,X,X,O,X,X
ISJLZTO,O,O,O,X,X,X,O,X,X
ISJLZOT,O,O,O,X,X,X,O,X,X
ISJLOTZ,O,O,X,X,X,X,O,X,X
ISJLOZT,O,O,O,X,X,X,O,X,X
ISJZTLO,O,O,O,X,X,X,X,X,X
ISJZTOL,O,O,O,X,O,X,O,X,X
ISJZLTO,O,O,O,X,X,X,X,X,X
ISJZLOT,O,O,O,X,X,X,X,X,X
ISJZOTL,O,O,O,X,O,X,O,X,X
ISJZOLT,O,O,O,X,X,X,X,X,X
ISJOTLZ,O,O,X,X,X,X,O,X,X
ISJOTZL,O,O,O,X,O,X,O,X,X
ISJOLTZ,O,O,X,X,X,X,O,X,X
ISJOLZT,O,O,O,X,X,X,O,X,X
ISJOZTL,O,O,O,X,O,X,O,X,X
ISJOZLT,O,O,O,X,X,X,X,X,X
ISZTLJO,O,O,O,X,X,O,X,O,X
ISZTLOJ,O,O,O,X,X,X,X,O,X
ISZTJLO,O,O,O,X,X,O,X,X,X
ISZTJOL,O,O,O,X,X,O,X,X,X
ISZTOLJ,O,O,O,X,X,X,X,O,X
ISZTOJL,O,O,O,X,X,X,X,X,X
ISZLTJO,O,O,O,X,X,X,X,O,X
ISZLTOJ,O,O,O,X,X,X,X,O,X
ISZLJTO,O,O,O,X,X,X,X,O,X
ISZLJOT,O,O,O,X,X,X,X,O,X
ISZLOTJ,O,O,O,X,X,X,X,O,X
ISZLOJT,O,O,O,X,X,X,X,O,X
ISZJTLO,O,O,O,X,X,O,X,X,X
ISZJTOL,O,O,O,X,X,O,X,X,X
ISZJLTO,O,O,O,X,X,O,X,X,X
ISZJLOT,O,O,O,X,X,X,X,X,X
ISZJOTL,O,O,O,X,X,O,X,X,X
ISZJOLT,O,O,O,X,X,X,X,X,X
ISZOTLJ,O,O,O,X,X,X,X,O,X
ISZOTJL,O,O,O,X,X,X,X,X,X
ISZOLTJ,O,O,O,X,X,X,X,O,X
ISZOLJT,O,O,O,X,X,X,X,O,X
ISZOJTL,O,O,O,X,X,X,X,X,X
ISZOJLT,O,O,O,X,X,X,X,X,X
ISOTLJZ,O,O,X,X,X,X,O,X,X
ISOTLZJ,O,O,X,X,X,X,O,X,X
ISOTJLZ,O,O,X,X,X,X,X,X,X
ISOTJZL,O,O,O,X,O,X,X,X,X
ISOTZLJ,O,O,O,X,X,X,X,X,X
ISOTZJL,O,O,O,X,X,X,X,X,X
ISOLTJZ,O,O,X,X,X,X,O,X,X
ISOLTZJ,O,O,X,X,X,X,O,O,O
ISOLJTZ,O,O,X,X,X,X,O,X,X
ISOLJZT,O,O,O,X,X,X,O,O,X
ISOLZTJ,O,O,O,X,X,X,O,O,O
ISOLZJT,O,O,O,X,X,X,X,O,X
ISOJTLZ,O,O,X,X,X,X,O,X,X
ISOJTZL,O,O,O,X,O,X,O,X,X
ISOJLTZ,O,O,X,X,X,X,O,X,X
ISOJLZT,O,O,O,X,X,X,O,X,X
ISOJZTL,O,O,O,X,O,X,O,X,X
ISOJZLT,O,O,O,X,X,X,X,X,X
ISOZTLJ,O,O,O,X,X,X,X,O,X
ISOZTJL,O,O,O,X,X,X,X,X,X
ISOZLTJ,O,O,O,X,X,X,X,O,X
ISOZLJT,O,O,O,X,X,X,X,O,X
ISOZJTL,O,O,O,X,X,X,X,X,X
ISOZJLT,O,O,O,X,X,X,X,X,X
IZTLJSO,O,O,O,O,X,O,X,X,X
IZTLJOS,X,O,X,O,X,O,X,X,X
IZTLSJO,O,O,O,O,X,O,X,X,X
IZTLSOJ,O,O,O,O,X,X,X,X,X
IZTLOJS,X,O,X,O,X,X,X,X,X
IZTLOSJ,O,O,O,O,X,X,X,X,X
IZTJLSO,O,O,O,O,X,O,X,X,X
IZTJLOS,X,O,X,O,O,O,X,X,X
IZTJSLO,O,O,O,O,X,O,X,X,X
IZTJSOL,O,O,O,O,O,O,X,X,X
IZTJOLS,X,O,X,O,O,O,X,X,X
IZTJOSL,X,O,X,O,O,O,X,X,X
IZTSLJO,O,O,O,O,X,O,X,O,X
IZTSLOJ,O,O,O,O,X,X,X,O,X
IZTSJLO,O,O,O,O,X,O,X,X,X
IZTSJOL,O,O,O,O,X,O,X,X,X
IZTSOLJ,O,O,O,O,X,X,X,O,X
IZTSOJL,O,O,O,X,X,X,X,X,X
IZTOLJS,X,O,X,O,X,X,X,X,X
IZTOLSJ,O,O,O,O,X,X,X,X,X
IZTOJLS,X,O,X,O,O,X,X,X,X
IZTOJSL,X,O,X,O,O,X,X,X,X
IZTOSLJ,O,O,O,O,X,X,X,O,X
IZTOSJL,O,O,O,O,X,X,X,X,X
IZLTJSO,O,O,O,O,X,O,X,X,X
IZLTJOS,X,O,X,O,X,O,X,X,X
IZLTSJO,O,O,O,O,X,O,X,X,X
IZLTSOJ,O,O,O,O,X,X,X,X,X
IZLTOJS,X,O,X,O,X,X,X,X,X
IZLTOSJ,O,O,O,O,X,X,X,X,X
IZLJTSO,X,X,O,O,X,O,X,X,X
IZLJTOS,X,X,X,O,X,O,X,X,X
IZLJSTO,O,O,O,O,X,O,X,X,X
IZLJSOT,O,O,O,X,X,X,X,X,X
IZLJOTS,X,X,X,O,X,O,X,X,X
IZLJOST,X,O,X,O,X,X,X,X,X
IZLSTJO,O,O,O,X,X,X,X,X,X
IZLSTOJ,O,O,O,X,X,X,X,X,X
IZLSJTO,O,O,O,X,X,X,X,X,X
IZLSJOT,O,O,O,X,X,X,X,X,X
IZLSOTJ,O,O,O,X,X,X,X,X,X
IZLSOJT,O,O,O,X,X,X,X,X,X
IZLOTJS,X,O,X,O,X,X,X,X,O
IZLOTSJ,O,O,O,O,X,X,X,X,O
IZLOJTS,X,X,X,O,X,X,X,X,O
IZLOJST,O,O,X,O,X,X,X,X,X
IZLOSTJ,O,O,O,X,X,X,X,X,O
IZLOSJT,O,O,O,X,X,X,X,X,X
IZJTLSO,O,O,O,O,X,O,X,X,X
IZJTLOS,X,O,X,O,O,O,X,X,X
IZJTSLO,O,O,O,O,X,O,X,X,X
IZJTSOL,O,O,O,O,O,O,X,X,X
IZJTOLS,X,O,X,O,O,O,X,X,X
IZJTOSL,X,O,X,O,O,O,X,X,X
IZJLTSO,X,X,O,O,X,O,X,X,X
IZJLTOS,X,X,X,O,O,O,X,X,X
IZJLSTO,O,O,O,O,X,O,X,X,X
IZJLSOT,O,O,O,X,X,X,X,X,X
IZJLOTS,X,X,X,O,O,O,X,X,X
IZJLOST,X,O,X,O,X,X,X,X,X
IZJSTLO,O,O,O,O,X,O,X,X,X
IZJSTOL,O,O,O,O,O,O,X,X,X
IZJSLTO,O,O,O,O,X,O,X,X,X
IZJSLOT,O,O,O,X,X,X,X,X,X
IZJSOTL,O,O,O,X,O,O,X,X,X
IZJSOLT,O,O,O,X,X,X,X,X,X
IZJOTLS,X,O,X,O,O,O,X,X,X
IZJOTSL,X,O,X,O,O,O,X,X,X
IZJOLTS,X,X,X,O,O,O,X,X,X
IZJOLST,X,O,X,O,X,X,X,X,X
IZJOSTL,X,O,X,O,O,O,X,X,X
IZJOSLT,X,O,X,O,X,X,X,X,X
IZSTLJO,O,O,O,X,X,O,X,O,X
IZSTLOJ,O,O,O,X,X,X,X,O,X
IZSTJLO,O,O,O,X,X,O,X,X,X
IZSTJOL,O,O,O,X,X,O,X,X,X
IZSTOLJ,O,O,O,X,X,X,X,O,X
IZSTOJL,O,O,O,X,X,X,X,X,X
IZSLTJO,O,O,O,X,X,X,X,O,X
IZSLTOJ,O,O,O,X,X,X,X,O,X
IZSLJTO,O,O,O,X,X,X,X,O,X
IZSLJOT,O,O,O,X,X,X,X,O,X
IZSLOTJ,O,O,O,X,X,X,X,O,X
IZSLOJT,O,O,O,X,X,X,X,O,X
IZSJTLO,O,O,O,X,X,O,X,X,X
IZSJTOL,O,O,O,X,X,O,X,X,X
IZSJLTO,O,O,O,X,X,O,X,X,X
IZSJLOT,O,O,O,X,X,X,X,X,X
IZSJOTL,O,O,O,X,X,O,X,X,X
IZSJOLT,O,O,O,X,X,X,X,X,X
IZSOTLJ,O,O,O,X,X,X,X,O,X
IZSOTJL,O,O,O,X,X,X,X,X,X
IZSOLTJ,O,O,O,X,X,X,X,O,X
IZSOLJT,O,O,O,X,X,X,X,O,X
IZSOJTL,O,O,O,X,X,X,X,X,X
IZSOJLT,O,O,O,X,X,X,X,X,X
IZOTLJS,O,O,X,O,X,X,X,X,X
IZOTLSJ,O,O,O,O,X,X,X,X,X
IZOTJLS,O,O,X,O,O,X,X,X,X
IZOTJSL,O,O,X,O,O,X,X,X,X
IZOTSLJ,O,O,O,O,X,X,X,O,X
IZOTSJL,O,O,O,O,X,X,X,X,X
IZOLTJS,O,O,X,O,X,X,X,X,O
IZOLTSJ,O,O,O,O,X,X,X,X,O
IZOLJTS,X,X,X,O,X,X,X,X,O
IZOLJST,O,O,X,O,X,X,X,X,X
IZOLSTJ,O,O,O,X,X,X,X,X,O
IZOLSJT,O,O,O,X,X,X,X,X,X
IZOJTLS,O,O,X,O,O,X,X,X,X
IZOJTSL,O,O,X,O,O,X,X,X,X
IZOJLTS,X,X,X,O,O,X,X,X,X
IZOJLST,O,O,X,O,X,X,X,X,X
IZOJSTL,O,O,X,O,O,X,X,X,X
IZOJSLT,O,O,X,O,X,X,X,X,X
IZOSTLJ,O,O,O,O,X,X,X,O,X
IZOSTJL,O,O,O,O,X,X,X,X,X
IZOSLTJ,O,O,O,O,X,X,X,O,X
IZOSLJT,O,O,O,X,X,X,X,O,X
IZOSJTL,O,O,O,O,X,X,X,X,X
IZOSJLT,O,O,O,O,X,X,X,X,X
IOTLJSZ,O,O,X,O,X,X,X,X,X
IOTLJZS,O,X,X,O,O,X,X,X,O
IOTLSJZ,O,O,X,O,X,X,X,X,X
IOTLSZJ,O,O,X,O,X,X,X,X,O
IOTLZJS,O,X,X,X,X,X,X,X,O
IOTLZSJ,O,O,X,X,X,X,X,X,O
IOTJLSZ,O,O,X,O,X,X,X,X,X
IOTJLZS,O,X,X,O,O,X,X,X,O
IOTJSLZ,O,O,X,O,X,X,X,X,X
IOTJSZL,O,O,X,O,O,X,X,X,X
IOTJZLS,O,X,X,O,O,X,X,X,X
IOTJZSL,O,X,X,O,O,X,X,X,X
IOTSLJZ,O,O,X,O,X,X,X,X,X
IOTSLZJ,O,O,X,O,X,X,X,X,O
IOTSJLZ,O,O,X,O,X,X,X,X,X
IOTSJZL,O,O,O,O,O,X,X,X,X
IOTSZLJ,O,O,O,O,X,X,X,X,X
IOTSZJL,O,O,O,O,X,X,X,X,X
IOTZLJS,O,O,X,O,X,X,X,X,O
IOTZLSJ,O,O,O,O,X,X,X,X,O
IOTZJLS,O,O,X,O,O,X,X,X,X
IOTZJSL,O,O,X,O,O,X,X,X,X
IOTZSLJ,O,O,O,O,X,X,X,X,X
IOTZSJL,O,O,O,O,X,X,X,X,X
IOLTJSZ,O,O,X,X,X,X,O,X,X
IOLTJZS,O,X,X,X,O,X,X,X,O
IOLTSJZ,O,O,X,X,X,X,O,X,X
IOLTSZJ,O,O,X,X,X,X,O,X,O
IOLTZJS,O,X,X,X,X,X,X,X,O
IOLTZSJ,O,O,X,X,X,X,X,X,O
IOLJTSZ,X,X,X,X,X,X,O,X,X
IOLJTZS,X,X,X,X,O,X,X,X,O
IOLJSTZ,O,X,X,X,X,X,O,X,X
IOLJSZT,O,X,X,X,X,X,O,X,X
IOLJZTS,X,X,X,X,O,X,X,X,O
IOLJZST,O,X,X,X,X,X,O,X,X
IOLSTJZ,O,O,X,X,X,X,O,X,X
IOLSTZJ,O,O,X,X,X,X,O,X,O
IOLSJTZ,O,O,X,X,X,X,O,X,X
IOLSJZT,O,O,O,X,X,X,O,X,X
IOLSZTJ,O,O,O,X,X,X,O,X,O
IOLSZJT,O,O,O,X,X,X,X,X,X
IOLZTJS,O,O,X,X,X,X,X,X,O
IOLZTSJ,O,O,O,X,X,X,X,X,O
IOLZJTS,X,X,X,X,X,X,X,X,O
IOLZJST,O,O,X,X,X,X,O,X,X
IOLZSTJ,O,O,O,X,X,X,O,X,O
IOLZSJT,O,O,O,X,X,X,X,X,X
IOJTLSZ,O,O,X,O,X,X,X,X,X
IOJTLZS,O,X,X,O,O,X,X,X,X
IOJTSLZ,O,O,X,O,X,X,O,X,X
IOJTSZL,O,O,X,O,O,X,O,X,X
IOJTZLS,O,X,X,O,O,X,X,X,X
IOJTZSL,O,X,X,O,O,X,X,X,X
IOJLTSZ,X,X,X,O,X,X,O,X,X
IOJLTZS,X,X,X,O,O,X,X,X,O
IOJLSTZ,O,X,X,O,X,X,O,X,X
IOJLSZT,O,X,X,O,X,X,O,X,X
IOJLZTS,X,X,X,O,O,X,X,X,O
IOJLZST,O,X,X,O,X,X,O,X,X
IOJSTLZ,O,O,X,O,X,X,O,X,X
IOJSTZL,O,O,X,O,O,X,O,X,X
IOJSLTZ,O,O,X,O,X,X,O,X,X
IOJSLZT,O,O,X,O,X,X,O,X,X
IOJSZTL,O,O,X,O,O,X,O,X,X
IOJSZLT,O,O,X,O,X,X,X,X,X
IOJZTLS,O,O,X,O,O,X,X,X,X
IOJZTSL,O,O,X,O,O,X,X,X,X
IOJZLTS,X,X,X,O,O,X,X,X,X
IOJZLST,O,O,X,O,X,X,X,X,X
IOJZSTL,O,O,X,O,O,X,O,X,X
IOJZSLT,O,O,X,O,X,X,X,X,X
IOSTLJZ,O,O,X,O,X,X,O,X,X
IOSTLZJ,O,O,X,O,X,X,O,X,X
IOSTJLZ,O,O,X,O,X,X,X,X,X
IOSTJZL,O,O,O,O,O,X,X,X,X
IOSTZLJ,O,O,O,O,X,X,X,X,X
IOSTZJL,O,O,O,O,X,X,X,X,X
IOSLTJZ,O,O,X,O,X,X,O,X,X
IOSLTZJ,O,O,X,O,X,X,O,O,O
IOSLJTZ,O,O,X,X,X,X,O,X,X
IOSLJZT,O,O,O,X,X,X,O,O,X
IOSLZTJ,O,O,O,O,X,X,O,O,O
IOSLZJT,O,O,O,X,X,X,X,O,X
IOSJTLZ,O,O,X,O,X,X,O,X,X
IOSJTZL,O,O,O,O,O,X,O,X,X
IOSJLTZ,O,O,X,O,X,X,O,X,X
IOSJLZT,O,O,O,O,X,X,O,X,X
IOSJZTL,O,O,O,O,O,X,O,X,X
IOSJZLT,O,O,O,O,X,X,X,X,X
IOSZTLJ,O,O,O,O,X,X,X,O,X
IOSZTJL,O,O,O,O,X,X,X,X,X
IOSZLTJ,O,O,O,O,X,X,X,O,X
IOSZLJT,O,O,O,X,X,X,X,O,X
IOSZJTL,O,O,O,O,X,X,X,X,X
IOSZJLT,O,O,O,O,X,X,X,X,X
IOZTLJS,O,O,X,O,X,X,X,X,X
IOZTLSJ,O,O,O,O,X,X,X,X,X
IOZTJLS,O,O,X,O,O,X,X,X,X
IOZTJSL,O,O,X,O,O,X,X,X,X
IOZTSLJ,O,O,O,O,X,X,X,O,X
IOZTSJL,O,O,O,O,X,X,X,X,X
IOZLTJS,O,O,X,O,X,X,X,X,O
IOZLTSJ,O,O,O,O,X,X,X,X,O
IOZLJTS,X,X,X,O,X,X,X,X,O
IOZLJST,O,O,X,O,X,X,X,X,X
IOZLSTJ,O,O,O,X,X,X,X,X,O
IOZLSJT,O,O,O,X,X,X,X,X,X
IOZJTLS,O,O,X,O,O,X,X,X,X
IOZJTSL,O,O,X,O,O,X,X,X,X
IOZJLTS,X,X,X,O,O,X,X,X,X
IOZJLST,O,O,X,O,X,X,X,X,X
IOZJSTL,O,O,X,O,O,X,X,X,X
IOZJSLT,O,O,X,O,X,X,X,X,X
IOZSTLJ,O,O,O,O,X,X,X,O,X
IOZSTJL,O,O,O,O,X,X,X,X,X
IOZSLTJ,O,O,O,O,X,X,X,O,X
IOZSLJT,O,O,O,X,X,X,X,O,X
IOZSJTL,O,O,O,O,X,X,X,X,X
IOZSJLT,O,O,O,O,X,X,X,X,X
LTIJSZO,O,O,X,O,X,X,O,X,X
LTIJSOZ,O,O,X,O,X,X,O,X,X
LTIJZSO,O,X,X,O,X,X,X,X,X
LTIJZOS,X,X,X,X,O,X,X,X,X
LTIJOSZ,X,O,X,O,X,X,O,X,X
LTIJOZS,X,X,X,O,O,X,X,X,O
LTISJZO,O,O,O,O,X,X,X,X,X
LTISJOZ,O,O,X,O,X,X,O,X,X
LTISZJO,O,O,O,O,X,O,X,X,X
LTISZOJ,O,O,O,X,X,X,O,X,X
LTISOJZ,O,O,X,O,X,X,O,X,X
LTISOZJ,O,O,X,X,X,X,O,X,O
LTIZJSO,O,X,O,X,X,O,X,X,X
LTIZJOS,X,X,X,X,X,O,X,X,X
LTIZSJO,O,O,O,X,X,O,X,X,X
LTIZSOJ,O,O,O,X,X,X,X,X,X
LTIZOJS,X,X,X,X,X,X,X,X,O
LTIZOSJ,O,O,O,X,X,X,X,X,O
LTIOJSZ,X,O,X,O,X,X,O,X,X
LTIOJZS,X,X,X,O,O,X,X,X,O
LTIOSJZ,O,O,X,O,X,X,O,X,X
LTIOSZJ,O,O,X,O,X,X,O,X,O
LTIOZJS,X,X,X,X,X,X,X,X,O
LTIOZSJ,O,O,X,X,X,X,X,X,O
LTJISZO,O,O,X,O,X,X,O,X,X
LTJISOZ,O,O,X,O,X,X,O,X,X
LTJIZSO,O,X,X,O,X,X,X,X,X
LTJIZOS,X,X,X,O,O,X,X,X,X
LTJIOSZ,X,O,X,O,X,X,O,X,X
LTJIOZS,X,X,X,O,O,X,X,X,O
LTJSIZO,O,O,X,O,X,X,O,X,X
LTJSIOZ,O,O,X,O,X,X,O,X,X
LTJSZIO,O,O,X,O,X,O,O,X,X
LTJSZOI,O,O,X,O,X,O,O,X,X
LTJSOIZ,O,O,X,O,X,X,O,X,X
LTJSOZI,O,O,X,O,X,X,O,X,X
LTJZISO,O,X,X,O,X,O,X,X,X
LTJZIOS,X,X,X,O,O,O,X,X,X
LTJZSIO,O,X,X,O,X,O,X,X,X
LTJZSOI,O,X,X,O,X,O,X,X,X
LTJZOIS,X,X,X,O,O,O,X,X,X
LTJZOSI,X,X,X,O,X,O,X,X,X
LTJOISZ,X,O,X,O,X,X,O,X,X
LTJOIZS,X,X,X,O,O,X,X,X,O
LTJOSIZ,X,O,X,O,X,X,O,X,X
LTJOSZI,X,O,X,O,X,X,O,X,X
LTJOZIS,X,X,X,O,O,X,X,X,X
LTJOZSI,X,X,X,O,X,X,X,X,X
LTSIJZO,O,O,O,O,X,X,X,X,X
LTSIJOZ,O,O,X,O,X,X,O,X,X
LTSIZJO,O,O,O,O,X,O,X,X,X
LTSIZOJ,O,O,O,O,X,X,O,X,X
LTSIOJZ,O,O,X,O,X,X,O,X,X
LTSIOZJ,O,O,X,X,X,X,O,X,O
LTSJIZO,O,O,O,O,X,X,O,X,X
LTSJIOZ,O,O,X,O,X,X,O,X,X
LTSJZIO,O,O,O,O,X,O,O,X,X
LTSJZOI,O,O,O,O,X,O,O,X,X
LTSJOIZ,O,O,X,O,X,X,O,X,X
LTSJOZI,O,O,X,O,X,X,O,X,X
LTSZIJO,O,O,O,O,X,O,X,X,X
LTSZIOJ,O,O,O,O,X,X,O,X,X
LTSZJIO,O,O,O,O,X,O,X,X,X
LTSZJOI,O,O,O,O,X,O,X,X,X
LTSZOIJ,O,O,O,O,X,X,O,X,X
LTSZOJI,O,O,O,O,X,O,X,X,X
LTSOIJZ,O,O,X,O,X,X,O,X,X
LTSOIZJ,O,O,X,O,X,X,O,X,O
LTSOJIZ,O,O,X,O,X,X,O,X,X
LTSOJZI,O,O,X,O,X,X,O,X,X
LTSOZIJ,O,O,X,O,X,X,O,X,X
LTSOZJI,O,O,X,O,X,O,X,X,X
LTZIJSO,O,X,O,O,X,O,X,X,X
LTZIJOS,X,X,X,O,X,O,X,X,X
LTZISJO,O,O,O,O,X,O,X,X,X
LTZISOJ,O,O,O,O,X,X,X,X,X
LTZIOJS,X,X,X,O,X,X,X,X,O
LTZIOSJ,O,O,O,O,X,X,X,X,O
LTZJISO,O,X,O,O,X,O,X,X,X
LTZJIOS,X,X,X,O,X,O,X,X,X
LTZJSIO,O,X,O,O,X,O,X,X,X
LTZJSOI,O,X,O,O,X,O,X,X,X
LTZJOIS,X,X,X,O,X,O,X,X,X
LTZJOSI,X,X,X,O,X,O,X,X,X
LTZSIJO,O,O,O,O,X,O,X,X,X
LTZSIOJ,O,O,O,O,X,X,X,X,X
LTZSJIO,O,O,O,O,X,O,X,X,X
