sequence,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jei/IvhFUhBGiBZoBF?lB/sBzqB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFigBGiBZoBF?mB/sB0qB,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jei/IvhFGiBZoBUlBF?mB/sBzqB,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jex/IvhFXhBVnBaoBm?kBzqB0sB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhF0gBZoB2qBF?nB6sBXrB,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jei/IvhFRiBFlBXmBm?nB0sBzqB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFlgBRiB/qBO?rBysB0sB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFxgB/qBarBF?nB8sBmsB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFilBRnB0lBl?sBXrBmsB
ZTISLJO,O,O,O,O,X,O,X,O,X
ZTISLOJ,O,O,O,O,X,X,X,O,X
ZTISJLO,O,O,O,O,X,O,X,X,X
ZTISJOL,O,O,O,O,X,O,X,X,X
ZTISOLJ,O,O,O,O,X,X,X,O,X
ZTISOJL,O,O,O,X,X,X,X,X,X
ZTIOLJS,X,O,X,O,X,X,X,X,O
ZTIOLSJ,O,O,O,O,X,X,X,X,O
ZTIOJLS,X,O,X,O,O,X,X,X,X
ZTIOJSL,X,O,X,O,O,X,X,X,X
ZTIOSLJ,O,O,O,O,X,X,X,O,X
ZTIOSJL,O,O,O,O,X,X,X,X,X
ZTLIJSO,O,O,O,O,X,O,X,X,X
ZTLIJOS,X,O,X,O,X,O,X,X,X
ZTLISJO,O,O,O,O,X,O,X,X,X
ZTLISOJ,O,O,O,O,X,X,X,X,X
ZTLIOJS,X,O,X,O,X,X,X,X,O
ZTLIOSJ,O,O,O,O,X,X,X,X,O
ZTLJISO,O,O,O,O,X,O,X,X,X
ZTLJIOS,X,O,X,O,X,O,X,X,X
ZTLJSIO,O,O,O,O,X,O,X,X,X
ZTLJSOI,O,O,O,O,X,O,X,X,X
ZTLJOIS,X,O,X,O,X,O,X,X,X
ZTLJOSI,X,O,X,O,X,O,X,X,X
ZTLSIJO,O,O,O,O,X,O,X,O,X
ZTLSIOJ,O,O,O,O,X,X,X,O,X
ZTLSJIO,O,O,O,O,X,O,X,O,X
ZTLSJOI,O,O,O,O,X,O,X,O,X
ZTLSOIJ,O,O,O,O,X,X,X,O,X
ZTLSOJI,O,O,O,O,X,O,X,O,X
ZTLOIJS,X,O,X,O,X,X,X,X,O
ZTLOISJ,O,O,O,O,X,X,X,X,O
ZTLOJIS,X,O,X,O,X,O,X,X,X
ZTLOJSI,X,O,X,O,X,O,X,X,X
ZTLOSIJ,O,O,O,O,X,X,X,O,X
ZTLOSJI,O,O,O,O,X,O,X,O,X
ZTJILSO,O,O,O,O,X,O,X,X,X
ZTJILOS,X,O,X,O,O,O,X,X,X
ZTJISLO,O,O,O,O,X,O,X,X,X
ZTJISOL,O,O,O,O,O,O,X,X,X
ZTJIOLS,X,O,X,O,O,O,X,X,X
ZTJIOSL,X,O,X,O,O,O,X,X,X
ZTJLISO,O,O,O,O,X,O,X,X,X
ZTJLIOS,X,O,X,O,O,O,X,X,X
ZTJLSIO,O,O,O,O,X,O,X,X,X
ZTJLSOI,O,O,O,O,X,O,X,X,X
ZTJLOIS,X,O,X,O,O,O,X,X,X
ZTJLOSI,X,O,X,O,X,O,X,X,X
ZTJSILO,O,O,O,O,X,O,X,X,X
ZTJSIOL,O,O,O,O,O,O,X,X,X
ZTJSLIO,O,O,O,O,X,O,X,O,X
ZTJSLOI,O,O,O,O,X,O,X,O,X
ZTJSOIL,O,O,O,O,O,O,X,X,X
ZTJSOLI,O,O,O,O,X,O,X,O,X
ZTJOILS,X,O,X,O,O,O,X,X,X
ZTJOISL,X,O,X,O,O,O,X,X,X
ZTJOLIS,X,O,X,O,O,O,X,X,X
ZTJOLSI,X,O,X,O,X,O,X,X,X
ZTJOSIL,X,O,X,O,O,O,X,X,X
ZTJOSLI,X,O,X,O,X,O,X,O,X
ZTSILJO,O,O,O,O,X,O,X,O,X
ZTSILOJ,O,O,O,O,X,X,X,O,X
ZTSIJLO,O,O,O,O,X,O,X,X,X
ZTSIJOL,O,O,O,O,X,O,X,X,X
ZTSIOLJ,O,O,O,O,X,X,X,O,X
ZTSIOJL,O,O,O,X,X,X,X,X,X
ZTSLIJO,O,O,O,O,X,O,X,O,X
ZTSLIOJ,O,O,O,O,X,X,X,O,X
ZTSLJIO,O,O,O,O,X,O,X,O,X
ZTSLJOI,O,O,O,O,X,O,X,O,X
ZTSLOIJ,O,O,O,O,X,X,X,O,X
ZTSLOJI,O,O,O,O,X,O,X,O,X
ZTSJILO,O,O,O,O,X,O,X,X,X
ZTSJIOL,O,O,O,O,X,O,X,X,X
ZTSJLIO,O,O,O,O,X,O,X,O,X
ZTSJLOI,O,O,O,O,X,O,X,O,X
ZTSJOIL,O,O,O,O,X,O,X,X,X
ZTSJOLI,O,O,O,O,X,O,X,O,X
ZTSOILJ,O,O,O,O,X,X,X,O,X
ZTSOIJL,O,O,O,O,X,X,X,X,X
ZTSOLIJ,O,O,O,O,X,X,X,O,X
ZTSOLJI,O,O,O,O,X,O,X,O,X
ZTSOJIL,O,O,O,O,X,O,X,X,X
ZTSOJLI,O,O,O,O,X,O,X,O,X
ZTOILJS,X,O,X,O,X,X,X,X,O
ZTOILSJ,O,O,O,O,X,X,X,X,O
ZTOIJLS,X,O,X,O,O,X,X,X,X
ZTOIJSL,X,O,X,O,O,X,X,X,X
ZTOISLJ,O,O,O,O,X,X,X,O,X
ZTOISJL,O,O,O,O,X,X,X,X,X
ZTOLIJS,X,O,X,O,X,X,X,X,O
ZTOLISJ,O,O,O,O,X,X,X,X,O
ZTOLJIS,X,O,X,O,X,O,X,X,X
ZTOLJSI,X,O,X,O,X,O,X,X,X
ZTOLSIJ,O,O,O,O,X,X,X,O,X
ZTOLSJI,O,O,O,O,X,O,X,O,X
ZTOJILS,X,O,X,O,O,O,X,X,X
ZTOJISL,X,O,X,O,O,O,X,X,X
ZTOJLIS,X,O,X,O,O,O,X,X,X
ZTOJLSI,X,O,X,O,X,O,X,X,X
ZTOJSIL,X,O,X,O,O,O,X,X,X
ZTOJSLI,X,O,X,O,X,O,X,O,X
ZTOSILJ,O,O,O,O,X,X,X,O,X
ZTOSIJL,O,O,O,O,X,X,X,X,X
ZTOSLIJ,O,O,O,O,X,X,X,O,X
ZTOSLJI,O,O,O,O,X,O,X,O,X
ZTOSJIL,O,O,O,O,X,O,X,X,X
ZTOSJLI,O,O,O,O,X,O,X,O,X
ZITLJSO,O,O,O,O,X,O,X,X,X
ZITLJOS,X,O,X,O,X,O,X,X,X
ZITLSJO,O,O,O,O,X,O,X,X,X
ZITLSOJ,O,O,O,O,X,X,X,X,X
ZITLOJS,X,O,X,O,X,X,X,X,X
ZITLOSJ,O,O,O,O,X,X,X,X,X
ZITJLSO,O,O,O,O,X,O,X,X,X
ZITJLOS,X,O,X,O,O,O,X,X,X
ZITJSLO,O,O,O,O,X,O,X,X,X
ZITJSOL,O,O,O,O,O,O,X,X,X
ZITJOLS,X,O,X,O,O,O,X,X,X
ZITJOSL,X,O,X,O,O,O,X,X,X
ZITSLJO,O,O,O,O,X,O,X,O,X
ZITSLOJ,O,O,O,O,X,X,X,O,X
ZITSJLO,O,O,O,O,X,O,X,X,X
ZITSJOL,O,O,O,O,X,O,X,X,X
ZITSOLJ,O,O,O,O,X,X,X,O,X
ZITSOJL,O,O,O,X,X,X,X,X,X
ZITOLJS,X,O,X,O,X,X,X,X,X
ZITOLSJ,O,O,O,O,X,X,X,X,X
ZITOJLS,X,O,X,O,O,X,X,X,X
ZITOJSL,X,O,X,O,O,X,X,X,X
ZITOSLJ,O,O,O,O,X,X,X,O,X
ZITOSJL,O,O,O,O,X,X,X,X,X
ZILTJSO,O,O,O,O,X,O,X,X,X
ZILTJOS,X,O,X,O,X,O,X,X,X
ZILTSJO,O,O,O,O,X,O,X,X,X
ZILTSOJ,O,O,O,O,X,X,X,X,X
ZILTOJS,X,O,X,O,X,X,X,X,X
ZILTOSJ,O,O,O,O,X,X,X,X,X
ZILJTSO,X,X,O,O,X,O,X,X,X
ZILJTOS,X,X,X,O,X,O,X,X,X
ZILJSTO,O,O,O,O,X,O,X,X,X
ZILJSOT,O,O,O,X,X,X,X,X,X
ZILJOTS,X,X,X,O,X,O,X,X,X
ZILJOST,X,O,X,O,X,X,X,X,X
ZILSTJO,O,O,O,X,X,X,X,X,X
ZILSTOJ,O,O,O,X,X,X,X,X,X
ZILSJTO,O,O,O,X,X,X,X,X,X
ZILSJOT,O,O,O,X,X,X,X,X,X
ZILSOTJ,O,O,O,X,X,X,X,X,X
ZILSOJT,O,O,O,X,X,X,X,X,X
ZILOTJS,X,O,X,O,X,X,X,X,O
ZILOTSJ,O,O,O,O,X,X,X,X,O
ZILOJTS,X,X,X,O,X,X,X,X,O
ZILOJST,O,O,X,O,X,X,X,X,X
ZILOSTJ,O,O,O,X,X,X,X,X,O
ZILOSJT,O,O,O,X,X,X,X,X,X
ZIJTLSO,O,O,O,O,X,O,X,X,X
ZIJTLOS,X,O,X,O,O,O,X,X,X
ZIJTSLO,O,O,O,O,X,O,X,X,X
ZIJTSOL,O,O,O,O,O,O,X,X,X
ZIJTOLS,X,O,X,O,O,O,X,X,X
ZIJTOSL,X,O,X,O,O,O,X,X,X
ZIJLTSO,X,X,O,O,X,O,X,X,X
ZIJLTOS,X,X,X,O,O,O,X,X,X
ZIJLSTO,O,O,O,O,X,O,X,X,X
ZIJLSOT,O,O,O,X,X,X,X,X,X
ZIJLOTS,X,X,X,O,O,O,X,X,X
ZIJLOST,X,O,X,O,X,X,X,X,X
ZIJSTLO,O,O,O,O,X,O,X,X,X
ZIJSTOL,O,O,O,O,O,O,X,X,X
ZIJSLTO,O,O,O,O,X,O,X,X,X
ZIJSLOT,O,O,O,X,X,X,X,X,X
ZIJSOTL,O,O,O,X,O,O,X,X,X
ZIJSOLT,O,O,O,X,X,X,X,X,X
ZIJOTLS,X,O,X,O,O,O,X,X,X
ZIJOTSL,X,O,X,O,O,O,X,X,X
ZIJOLTS,X,X,X,O,O,O,X,X,X
ZIJOLST,X,O,X,O,X,X,X,X,X
ZIJOSTL,X,O,X,O,O,O,X,X,X
ZIJOSLT,X,O,X,O,X,X,X,X,X
ZISTLJO,O,O,O,X,X,O,X,O,X
ZISTLOJ,O,O,O,X,X,X,X,O,X
ZISTJLO,O,O,O,X,X,O,X,X,X
ZISTJOL,O,O,O,X,X,O,X,X,X
ZISTOLJ,O,O,O,X,X,X,X,O,X
ZISTOJL,O,O,O,X,X,X,X,X,X
ZISLTJO,O,O,O,X,X,X,X,O,X
ZISLTOJ,O,O,O,X,X,X,X,O,X
ZISLJTO,O,O,O,X,X,X,X,O,X
ZISLJOT,O,O,O,X,X,X,X,O,X
ZISLOTJ,O,O,O,X,X,X,X,O,X
ZISLOJT,O,O,O,X,X,X,X,O,X
ZISJTLO,O,O,O,X,X,O,X,X,X
ZISJTOL,O,O,O,X,X,O,X,X,X
ZISJLTO,O,O,O,X,X,O,X,X,X
ZISJLOT,O,O,O,X,X,X,X,X,X
ZISJOTL,O,O,O,X,X,O,X,X,X
ZISJOLT,O,O,O,X,X,X,X,X,X
ZISOTLJ,O,O,O,X,X,X,X,O,X
ZISOTJL,O,O,O,X,X,X,X,X,X
ZISOLTJ,O,O,O,X,X,X,X,O,X
ZISOLJT,O,O,O,X,X,X,X,O,X
ZISOJTL,O,O,O,X,X,X,X,X,X
ZISOJLT,O,O,O,X,X,X,X,X,X
ZIOTLJS,O,O,X,O,X,X,X,X,X
ZIOTLSJ,O,O,O,O,X,X,X,X,X
ZIOTJLS,O,O,X,O,O,X,X,X,X
ZIOTJSL,O,O,X,O,O,X,X,X,X
ZIOTSLJ,O,O,O,O,X,X,X,O,X
ZIOTSJL,O,O,O,O,X,X,X,X,X
ZIOLTJS,O,O,X,O,X,X,X,X,O
ZIOLTSJ,O,O,O,O,X,X,X,X,O
ZIOLJTS,X,X,X,O,X,X,X,X,O
ZIOLJST,O,O,X,O,X,X,X,X,X
ZIOLSTJ,O,O,O,X,X,X,X,X,O
ZIOLSJT,O,O,O,X,X,X,X,X,X
ZIOJTLS,O,O,X,O,O,X,X,X,X
ZIOJTSL,O,O,X,O,O,X,X,X,X
ZIOJLTS,X,X,X,O,O,X,X,X,X
ZIOJLST,O,O,X,O,X,X,X,X,X
ZIOJSTL,O,O,X,O,O,X,X,X,X
ZIOJSLT,O,O,X,O,X,X,X,X,X
ZIOSTLJ,O,O,O,O,X,X,X,O,X
ZIOSTJL,O,O,O,O,X,X,X,X,X
ZIOSLTJ,O,O,O,O,X,X,X,O,X
ZIOSLJT,O,O,O,X,X,X,X,O,X
ZIOSJTL,O,O,O,O,X,X,X,X,X
ZIOSJLT,O,O,O,O,X,X,X,X,X
ZLTIJSO,O,O,O,O,X,O,X,X,X
ZLTIJOS,X,O,X,O,X,O,X,X,X
ZLTISJO,O,O,O,O,X,O,X,X,X
ZLTISOJ,O,O,O,O,X,X,X,X,X
ZLTIOJS,X,O,X,O,X,X,X,X,O
ZLTIOSJ,O,O,O,O,X,X,X,X,O
ZLTJISO,O,O,O,O,X,O,X,X,X
ZLTJIOS,X,O,X,O,X,O,X,X,X
ZLTJSIO,O,O,O,O,X,O,X,X,X
ZLTJSOI,O,O,O,O,X,O,X,X,X
ZLTJOIS,X,O,X,O,X,O,X,X,X
ZLTJOSI,X,O,X,O,X,O,X,X,X
ZLTSIJO,O,O,O,O,X,O,X,O,X
ZLTSIOJ,O,O,O,O,X,X,X,O,X
ZLTSJIO,O,O,O,O,X,O,X,O,X
ZLTSJOI,O,O,O,O,X,O,X,O,X
ZLTSOIJ,O,O,O,O,X,X,X,O,X
ZLTSOJI,O,O,O,O,X,O,X,O,X
ZLTOIJS,X,O,X,O,X,X,X,X,O
ZLTOISJ,O,O,O,O,X,X,X,X,O
ZLTOJIS,X,O,X,O,X,O,X,X,X
ZLTOJSI,X,O,X,O,X,O,X,X,X
ZLTOSIJ,O,O,O,O,X,X,X,O,X
ZLTOSJI,O,O,O,O,X,O,X,O,X
ZLITJSO,O,O,O,O,X,O,X,X,X
ZLITJOS,X,O,X,O,X,O,X,X,X
ZLITSJO,O,O,O,O,X,O,X,X,X
ZLITSOJ,O,O,O,O,X,X,X,X,X
ZLITOJS,X,O,X,O,X,X,X,X,X
ZLITOSJ,O,O,O,O,X,X,X,X,X
ZLIJTSO,X,X,O,O,X,O,X,X,X
ZLIJTOS,X,X,X,O,X,O,X,X,X
ZLIJSTO,O,O,O,O,X,O,O,X,X
ZLIJSOT,O,O,O,X,X,X,O,X,X
ZLIJOTS,X,X,X,O,X,O,X,X,X
ZLIJOST,X,O,X,O,X,X,O,X,X
ZLISTJO,O,O,O,X,X,X,X,X,X
ZLISTOJ,O,O,O,X,X,X,O,X,X
ZLISJTO,O,O,O,X,X,X,X,X,X
ZLISJOT,O,O,O,X,X,X,X,X,X
ZLISOTJ,O,O,O,X,X,X,O,X,X
ZLISOJT,O,O,O,X,X,X,X,X,X
ZLIOTJS,X,O,X,O,X,X,X,X,O
ZLIOTSJ,O,O,O,O,X,X,X,X,O
ZLIOJTS,X,X,X,O,X,X,X,X,O
ZLIOJST,O,O,X,O,X,X,O,X,X
ZLIOSTJ,O,O,O,X,X,X,O,X,O
ZLIOSJT,O,O,O,X,X,X,X,X,X
ZLJTISO,X,X,O,O,X,O,X,X,X
ZLJTIOS,X,X,X,O,X,O,X,X,X
ZLJTSIO,X,X,O,O,X,O,X,X,X
ZLJTSOI,X,X,O,O,X,O,X,X,X
ZLJTOIS,X,X,X,O,X,O,X,X,X
ZLJTOSI,X,X,X,O,X,O,X,X,X
ZLJITSO,X,X,O,O,X,O,X,X,X
ZLJITOS,X,X,X,O,X,O,X,X,X
ZLJISTO,O,O,O,O,X,O,O,X,X
ZLJISOT,O,O,O,X,X,X,O,X,X
ZLJIOTS,X,X,X,O,X,O,X,X,X
ZLJIOST,X,O,X,O,X,X,O,X,X
ZLJSTIO,O,O,O,O,X,O,O,X,X
ZLJSTOI,X,O,O,O,X,O,O,X,X
ZLJSITO,O,O,O,O,X,O,O,X,X
ZLJSIOT,O,O,O,X,X,X,O,X,X
ZLJSOTI,X,O,O,O,X,X,O,X,X
ZLJSOIT,O,O,O,O,X,X,O,X,X
ZLJOTIS,X,X,X,O,X,O,X,X,X
ZLJOTSI,X,X,X,O,X,O,X,X,X
ZLJOITS,X,X,X,O,X,O,X,X,X
ZLJOIST,X,O,X,O,X,X,O,X,X
ZLJOSTI,X,O,X,O,X,X,O,X,X
ZLJOSIT,X,O,X,O,X,X,O,X,X
ZLSTIJO,O,O,O,O,X,O,X,O,X
ZLSTIOJ,O,O,O,O,X,X,O,O,X
ZLSTJIO,O,O,O,O,X,O,X,O,X
ZLSTJOI,O,O,O,O,X,O,X,O,X
ZLSTOIJ,O,O,O,O,X,X,O,O,X
ZLSTOJI,O,O,O,O,X,O,X,O,X
ZLSITJO,O,O,O,X,X,X,X,O,X
ZLSITOJ,O,O,O,X,X,X,O,O,X
ZLSIJTO,O,O,O,X,X,X,X,O,X
ZLSIJOT,O,O,O,X,X,X,X,O,X
ZLSIOTJ,O,O,O,X,X,X,O,O,X
ZLSIOJT,O,O,O,X,X,X,X,O,X
ZLSJTIO,O,O,O,O,X,O,O,O,X
ZLSJTOI,O,O,O,O,X,O,O,O,X
ZLSJITO,O,O,O,O,X,O,O,O,X
ZLSJIOT,O,O,O,X,X,X,O,O,X
ZLSJOTI,O,O,O,O,X,X,O,O,X
ZLSJOIT,O,O,O,O,X,X,O,O,X
ZLSOTIJ,O,O,O,O,X,X,O,O,X
ZLSOTJI,O,O,O,O,X,X,X,O,X
ZLSOITJ,O,O,O,X,X,X,O,O,X
ZLSOIJT,O,O,O,X,X,X,X,O,X
ZLSOJTI,O,O,O,O,X,X,O,O,X
ZLSOJIT,O,O,O,O,X,X,O,O,X
ZLOTIJS,X,O,X,O,X,X,X,X,O
ZLOTISJ,O,O,O,O,X,X,X,X,O
ZLOTJIS,X,O,X,O,X,O,X,X,X
ZLOTJSI,X,O,X,O,X,O,X,X,X
ZLOTSIJ,O,O,O,O,X,X,X,O,X
ZLOTSJI,O,O,O,O,X,O,X,O,X
ZLOITJS,X,O,X,O,X,X,X,X,O
ZLOITSJ,O,O,O,O,X,X,X,X,O
ZLOIJTS,X,X,X,O,X,X,X,X,O
ZLOIJST,O,O,X,O,X,X,O,X,X
ZLOISTJ,O,O,O,X,X,X,O,X,O
ZLOISJT,O,O,O,X,X,X,X,X,X
ZLOJTIS,X,X,X,O,X,O,X,X,X
ZLOJTSI,X,X,X,O,X,O,X,X,X
ZLOJITS,X,X,X,O,X,O,X,X,X
ZLOJIST,O,O,X,O,X,X,O,X,X
ZLOJSTI,O,O,X,O,X,X,O,X,X
ZLOJSIT,O,O,X,O,X,X,O,X,X
ZLOSTIJ,O,O,O,O,X,X,O,O,X
ZLOSTJI,O,O,O,O,X,X,X,O,X
ZLOSITJ,O,O,O,O,X,X,O,O,X
ZLOSIJT,O,O,O,X,X,X,X,O,X
ZLOSJTI,O,O,O,O,X,X,O,O,X
ZLOSJIT,O,O,O,O,X,X,O,O,X
ZJTILSO,O,O,O,O,X,O,X,X,X
ZJTILOS,X,O,X,O,O,O,X,X,X
ZJTISLO,O,O,O,O,X,O,X,X,X
ZJTISOL,O,O,O,O,O,O,X,X,X
ZJTIOLS,X,O,X,O,O,O,X,X,X
ZJTIOSL,X,O,X,O,O,O,X,X,X
ZJTLISO,O,O,O,O,X,O,X,X,X
ZJTLIOS,X,O,X,O,O,O,X,X,X
ZJTLSIO,O,O,O,O,X,O,X,X,X
ZJTLSOI,O,O,O,O,X,O,X,X,X
ZJTLOIS,X,O,X,O,O,O,X,X,X
ZJTLOSI,X,O,X,O,X,O,X,X,X
ZJTSILO,O,O,O,O,X,O,X,X,X
ZJTSIOL,O,O,O,O,O,O,X,X,X
ZJTSLIO,O,O,O,O,X,O,X,O,X
ZJTSLOI,O,O,O,O,X,O,X,O,X
ZJTSOIL,O,O,O,O,O,O,X,X,X
ZJTSOLI,O,O,O,O,X,O,X,O,X
ZJTOILS,X,O,X,O,O,O,X,X,X
ZJTOISL,X,O,X,O,O,O,X,X,X
ZJTOLIS,X,O,X,O,O,O,X,X,X
ZJTOLSI,X,O,X,O,X,O,X,X,X
ZJTOSIL,X,O,X,O,O,O,X,X,X
ZJTOSLI,X,O,X,O,X,O,X,O,X
ZJITLSO,O,O,O,O,X,O,X,X,X
ZJITLOS,X,O,X,O,O,O,X,X,X
ZJITSLO,O,O,O,O,X,O,X,X,X
ZJITSOL,O,O,O,O,O,O,X,X,X
ZJITOLS,X,O,X,O,O,O,X,X,X
ZJITOSL,X,O,X,O,O,O,X,X,X
ZJILTSO,X,X,O,O,X,O,X,X,X
ZJILTOS,X,X,X,O,O,O,X,X,X
ZJILSTO,O,O,O,O,X,O,X,X,X
ZJILSOT,O,O,O,X,X,X,X,X,X
ZJILOTS,X,X,X,O,O,O,X,X,X
ZJILOST,X,O,X,O,X,X,X,X,X
ZJISTLO,O,O,O,O,X,O,X,X,X
ZJISTOL,O,O,O,O,O,O,O,X,X
ZJISLTO,O,O,O,O,X,O,X,X,X
ZJISLOT,O,O,O,X,X,X,X,X,X
ZJISOTL,O,O,O,X,O,O,O,X,X
ZJISOLT,O,O,O,X,X,X,X,X,X
ZJIOTLS,X,O,X,O,O,O,X,X,X
ZJIOTSL,X,O,X,O,O,O,X,X,X
ZJIOLTS,X,X,X,O,O,O,X,X,X
ZJIOLST,X,O,X,O,X,X,X,X,X
ZJIOSTL,X,O,X,O,O,O,O,X,X
ZJIOSLT,X,O,X,O,X,X,X,X,X
ZJLTISO,X,X,O,O,X,O,X,X,X
ZJLTIOS,X,X,X,O,O,O,X,X,X
ZJLTSIO,X,X,O,O,X,O,X,X,X
ZJLTSOI,X,X,O,O,X,O,X,X,X
ZJLTOIS,X,X,X,O,O,O,X,X,X
ZJLTOSI,X,X,X,O,X,O,X,X,X
ZJLITSO,X,X,O,O,X,O,X,X,X
ZJLITOS,X,X,X,O,O,O,X,X,X
ZJLISTO,O,O,O,O,X,O,O,X,X
ZJLISOT,O,O,O,X,X,X,O,X,X
ZJLIOTS,X,X,X,O,O,O,X,X,X
ZJLIOST,X,O,X,O,X,X,O,X,X
ZJLSTIO,O,O,O,O,X,O,O,X,X
ZJLSTOI,X,O,O,O,X,O,O,X,X
ZJLSITO,O,O,O,O,X,O,O,X,X
ZJLSIOT,O,O,O,X,X,X,O,X,X
ZJLSOTI,X,O,O,O,X,X,O,X,X
ZJLSOIT,O,O,O,O,X,X,O,X,X
ZJLOTIS,X,X,X,O,O,O,X,X,X
ZJLOTSI,X,X,X,O,X,O,X,X,X
ZJLOITS,X,X,X,O,O,O,X,X,X
ZJLOIST,X,O,X,O,X,X,O,X,X
ZJLOSTI,X,O,X,O,X,X,O,X,X
ZJLOSIT,X,O,X,O,X,X,O,X,X
ZJSTILO,O,O,O,O,X,O,X,X,X
ZJSTIOL,O,O,O,O,O,O,O,X,X
ZJSTLIO,O,O,O,O,X,O,O,O,X
ZJSTLOI,O,O,O,O,X,O,O,O,X
ZJSTOIL,O,O,O,O,O,O,O,X,X
ZJSTOLI,O,O,O,O,X,O,O,O,X
ZJSITLO,O,O,O,O,X,O,X,X,X
ZJSITOL,O,O,O,O,O,O,O,X,X
ZJSILTO,O,O,O,O,X,O,X,X,X
ZJSILOT,O,O,O,X,X,X,X,X,X
ZJSIOTL,O,O,O,X,O,O,O,X,X
ZJSIOLT,O,O,O,X,X,X,X,X,X
ZJSLTIO,O,O,O,O,X,O,O,O,X
ZJSLTOI,O,O,O,O,X,O,O,O,X
ZJSLITO,O,O,O,O,X,O,O,O,X
ZJSLIOT,O,O,O,X,X,X,O,O,X
ZJSLOTI,X,O,O,O,X,X,O,O,X
ZJSLOIT,O,O,O,O,X,X,O,O,X
ZJSOTIL,O,O,O,O,O,O,O,X,X
ZJSOTLI,O,O,O,O,X,O,O,O,X
ZJSOITL,O,O,O,O,O,O,O,X,X
ZJSOILT,O,O,O,O,X,X,X,X,X
ZJSOLTI,X,O,O,O,X,X,O,O,X
ZJSOLIT,O,O,O,O,X,X,O,O,X
ZJOTILS,X,O,X,O,O,O,X,X,X
ZJOTISL,X,O,X,O,O,O,X,X,X
ZJOTLIS,X,O,X,O,O,O,X,X,X
ZJOTLSI,X,O,X,O,X,O,X,X,X
ZJOTSIL,X,O,X,O,O,O,X,X,X
ZJOTSLI,X,O,X,O,X,O,X,O,X
ZJOITLS,X,O,X,O,O,O,X,X,X
ZJOITSL,X,O,X,O,O,O,X,X,X
ZJOILTS,X,X,X,O,O,O,X,X,X
ZJOILST,X,O,X,O,X,X,X,X,X
ZJOISTL,X,O,X,O,O,O,O,X,X
ZJOISLT,X,O,X,O,X,X,X,X,X
ZJOLTIS,X,X,X,O,O,O,X,X,X
ZJOLTSI,X,X,X,O,X,O,X,X,X
ZJOLITS,X,X,X,O,O,O,X,X,X
ZJOLIST,X,O,X,O,X,X,O,X,X
ZJOLSTI,X,O,X,O,X,X,O,X,X
ZJOLSIT,X,O,X,O,X,X,O,X,X
ZJOSTIL,X,O,X,O,O,O,O,X,X
ZJOSTLI,X,O,X,O,X,O,O,O,X
ZJOSITL,X,O,X,O,O,O,O,X,X
ZJOSILT,X,O,X,O,X,X,X,X,X
ZJOSLTI,X,O,X,O,X,X,O,O,X
ZJOSLIT,X,O,X,O,X,X,O,O,X
ZSTILJO,O,O,O,O,X,O,X,O,X
ZSTILOJ,O,O,O,O,X,X,X,O,X
ZSTIJLO,O,O,O,O,X,O,X,X,X
ZSTIJOL,O,O,O,O,X,O,X,X,X
ZSTIOLJ,O,O,O,O,X,X,X,O,X
ZSTIOJL,O,O,O,X,X,X,X,X,X
ZSTLIJO,O,O,O,O,X,O,X,O,X
ZSTLIOJ,O,O,O,O,X,X,O,O,X
ZSTLJIO,O,O,O,O,X,O,X,O,X
ZSTLJOI,O,O,O,O,X,O,X,O,X
ZSTLOIJ,O,O,O,O,X,X,O,O,X
ZSTLOJI,O,O,O,O,X,O,X,O,X
ZSTJILO,O,O,O,O,X,O,X,X,X
ZSTJIOL,O,O,O,O,X,O,X,X,X
ZSTJLIO,O,O,O,O,X,O,X,O,X
ZSTJLOI,O,O,O,O,X,O,X,O,X
ZSTJOIL,O,O,O,O,X,O,X,X,X
ZSTJOLI,O,O,O,O,X,O,X,O,X
ZSTOILJ,O,O,O,O,X,X,X,O,X
ZSTOIJL,O,O,O,O,X,X,X,X,X
ZSTOLIJ,O,O,O,O,X,X,O,O,X
ZSTOLJI,O,O,O,O,X,O,X,O,X
ZSTOJIL,O,O,O,O,X,O,X,X,X
ZSTOJLI,O,O,O,O,X,O,X,O,X
ZSITLJO,O,O,O,X,X,O,X,O,X
ZSITLOJ,O,O,O,X,X,X,X,O,X
ZSITJLO,O,O,O,X,X,O,X,X,X
ZSITJOL,O,O,O,X,X,O,X,X,X
ZSITOLJ,O,O,O,X,X,X,X,O,X
ZSITOJL,O,O,O,X,X,X,X,X,X
ZSILTJO,O,O,O,X,X,X,X,O,X
ZSILTOJ,O,O,O,X,X,X,X,O,X
ZSILJTO,O,O,O,X,X,X,X,O,X
ZSILJOT,O,O,O,X,X,X,X,O,X
ZSILOTJ,O,O,O,X,X,X,X,O,X
ZSILOJT,O,O,O,X,X,X,X,O,X
ZSIJTLO,O,O,O,X,X,O,X,X,X
