sequence,v115@9gC8GeB8HeB8HeB8CeB8BeA8JeRBJvhFCjBllB3mBT?oB2vB0sB,v115@9gC8GeB8HeB8HeB8CeB8BeA8Je3AJvhF1mB0iB6oB2?vBRrBzsB,v115@9gC8GeB8HeB8HeB8CeB8BeA8JezAJvhFfnBxiBKqBu?sBctBFrB,v115@9gC8GeB8HeB8HeB8CeB8BeA8JeRBJvhFziB+oBilB3?mB1vB0sB,v115@9gC8GeB8HeB8HeB8CeB8BeA8Je3AJvhF1mBxiBusBc?tBTqBirB,v115@9gC8GeB8HeB8HeB8CeB8BeA8JezAJvhFGjBKqBRnBU?nBFrBXtB,v115@9gC8GeB8HeB8HeB8CeB8BeA8Je8GJvhFWoBKqBzlBx?sBFrBXtB,v115@9gC8GeB8HeB8HeB8CeB8BeA8JeXDJvhFxlBVsBctBa?rBTqBGsB,v115@9gC8GeB8HeB8HeB8CeB8BeA8JeRBJvhFGjBTlB0mBl?nByvBXtB,v115@9gC8GeB8HeB8HeB8CeB8BeA8JeRBJvhF+oBKqBfrB0?mBlnBzsB,v115@9gC8GeB8HeB8HeB8CeB8BeA8Je1FJvhF3mBTqBxsBu?sBctBirB,v115@9gC8GeB8HeB8HeB8CeB8BeA8Je3BJvhFOqBlnBctBR?rBzqBCtB
LISJZOT,X,X,X,X,X,X,O,X,O,O,X,X
LISJOTZ,X,X,X,X,X,O,X,X,X,X,X,X
LISJOZT,X,X,X,X,X,X,O,X,X,O,X,X
LISZTJO,X,O,O,X,X,O,X,X,O,O,X,X
LISZTOJ,X,O,O,X,X,O,X,X,O,X,X,X
LISZJTO,X,X,O,X,X,O,X,X,O,O,X,X
LISZJOT,X,X,O,X,X,X,O,X,O,O,X,X
LISZOTJ,X,X,O,X,X,X,X,X,O,X,X,X
LISZOJT,X,X,X,X,X,X,O,X,O,O,X,X
LISOTJZ,X,O,O,X,X,O,X,X,X,X,X,X
LISOTZJ,X,O,O,X,X,O,X,X,X,X,X,X
LISOJTZ,X,O,X,X,X,O,X,X,X,X,X,X
LISOJZT,X,X,X,X,X,X,O,X,X,O,X,X
LISOZTJ,X,O,X,X,X,X,X,X,X,X,X,X
LISOZJT,X,X,X,X,X,X,O,X,X,O,X,X
LIZTJSO,X,O,O,X,O,X,X,X,O,X,X,X
LIZTJOS,X,X,O,X,O,X,O,X,O,X,X,X
LIZTSJO,X,O,O,X,O,X,X,X,O,X,X,X
LIZTSOJ,X,O,O,X,O,X,X,X,O,X,X,X
LIZTOJS,X,X,O,X,X,X,O,X,O,X,X,X
LIZTOSJ,X,O,O,X,O,X,X,X,X,X,X,X
LIZJTSO,X,X,O,X,O,X,X,X,O,X,X,X
LIZJTOS,X,X,O,X,O,X,O,X,O,X,X,X
LIZJSTO,X,X,O,X,O,X,X,X,O,X,X,X
LIZJSOT,X,X,O,X,X,X,O,X,O,X,X,X
LIZJOTS,X,X,X,X,O,X,O,X,X,X,X,X
LIZJOST,X,X,O,X,X,X,O,X,X,X,X,X
LIZSTJO,X,O,O,X,O,X,X,X,O,X,X,X
LIZSTOJ,X,O,O,X,O,X,X,X,O,X,X,X
LIZSJTO,X,X,O,X,X,X,X,X,O,X,X,X
LIZSJOT,X,X,O,X,X,X,O,X,O,X,X,X
LIZSOTJ,X,X,O,X,X,X,X,X,O,X,X,X
LIZSOJT,X,X,X,X,X,X,O,X,O,X,X,X
LIZOTJS,X,X,X,X,X,X,O,X,O,X,X,X
LIZOTSJ,X,X,X,X,O,X,X,X,X,X,X,X
LIZOJTS,X,X,X,X,X,X,O,X,X,X,X,X
LIZOJST,X,X,X,X,X,X,O,X,X,X,X,X
LIZOSTJ,X,X,O,X,X,X,X,X,O,X,X,X
LIZOSJT,X,X,X,X,X,X,O,X,O,X,X,X
LIOTJSZ,X,O,X,X,X,X,X,X,X,X,X,X
LIOTJZS,X,O,X,X,X,X,O,X,X,X,X,X
LIOTSJZ,X,O,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,X,O,X,X,X,X,X,X,X,X,O,X
LIOTZJS,X,O,X,X,X,X,O,X,X,X,X,X
LIOTZSJ,X,O,X,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,O,X,X,X,X,X,X,X,X,X,X
LIOJTZS,X,O,X,X,X,X,O,X,X,X,X,X
LIOJSTZ,X,O,X,X,X,X,X,X,X,X,X,X
LIOJSZT,X,O,X,X,X,X,O,X,X,X,X,X
LIOJZTS,X,O,X,X,X,X,O,X,X,X,X,X
LIOJZST,X,O,X,X,X,X,O,X,X,X,X,X
LIOSTJZ,X,O,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,X,O,X,X,X,X,X,X,X,X,O,X
LIOSJTZ,X,O,X,X,X,X,X,X,X,X,X,X
LIOSJZT,X,X,X,X,X,X,O,X,X,X,X,X
LIOSZTJ,X,O,X,X,X,X,X,X,X,X,O,X
LIOSZJT,X,X,X,X,X,X,O,X,X,X,O,X
LIOZTJS,X,O,X,X,X,X,O,X,X,X,X,X
LIOZTSJ,X,O,X,X,X,X,X,X,X,X,X,X
LIOZJTS,X,O,X,X,X,X,O,X,X,X,X,X
LIOZJST,X,O,X,X,X,X,O,X,X,X,X,X
LIOZSTJ,X,O,X,X,X,X,X,X,X,X,X,X
LIOZSJT,X,X,X,X,X,X,O,X,X,X,X,X
LJTISZO,O,O,X,O,O,X,X,X,X,O,X,X
LJTISOZ,O,O,X,O,X,O,X,X,X,X,X,X
LJTIZSO,O,O,X,O,X,X,X,X,X,X,X,X
LJTIZOS,O,O,X,O,X,O,X,X,X,X,X,X
LJTIOSZ,O,O,X,O,X,O,X,X,X,X,X,X
LJTIOZS,O,O,X,O,X,O,X,X,X,X,X,X
LJTSIZO,O,O,X,O,O,O,X,X,X,O,X,X
LJTSIOZ,O,O,O,O,X,O,X,X,X,X,X,X
LJTSZIO,O,X,O,O,O,O,X,X,X,O,X,X
LJTSZOI,O,X,O,O,O,O,X,X,X,O,X,X
LJTSOIZ,O,O,O,O,X,O,X,X,X,X,X,X
LJTSOZI,O,X,O,O,X,O,X,X,X,O,X,X
LJTZISO,O,X,O,O,O,X,X,X,X,X,X,X
LJTZIOS,O,X,O,O,O,X,X,X,X,X,X,X
LJTZSIO,O,X,O,O,O,X,X,X,X,O,X,X
LJTZSOI,O,X,O,O,O,X,X,X,X,O,X,X
LJTZOIS,O,X,O,O,O,X,X,X,X,X,X,X
LJTZOSI,O,X,O,O,O,X,X,X,X,X,X,X
LJTOISZ,O,O,X,O,X,O,X,X,X,X,X,X
LJTOIZS,O,O,X,O,X,O,X,X,X,X,X,X
LJTOSIZ,O,O,O,O,X,O,X,X,X,X,X,X
LJTOSZI,O,X,O,O,X,O,X,X,X,O,X,X
LJTOZIS,O,O,O,O,X,X,X,X,X,X,X,X
LJTOZSI,O,X,O,O,X,X,X,X,X,X,X,X
LJITSZO,X,O,X,X,X,X,X,X,X,O,X,X
LJITSOZ,X,O,X,X,X,X,X,X,X,X,X,X
LJITZSO,X,O,X,X,X,X,X,X,X,X,X,X
LJITZOS,X,O,X,X,X,X,O,X,X,X,X,X
LJITOSZ,X,O,X,X,X,X,X,X,X,X,X,X
LJITOZS,X,O,X,X,X,X,O,X,X,X,X,X
LJISTZO,X,O,X,X,X,X,X,X,X,O,X,X
LJISTOZ,X,O,X,X,X,X,X,X,X,X,X,X
LJISZTO,X,O,X,X,X,X,X,X,X,O,X,O
LJISZOT,X,X,X,X,X,X,O,X,X,O,X,X
LJISOTZ,X,O,X,X,X,X,X,X,X,X,X,X
LJISOZT,X,O,X,X,X,X,O,X,X,O,X,X
LJIZTSO,X,O,X,X,X,X,X,X,X,X,X,O
LJIZTOS,X,O,X,X,X,X,O,X,X,X,X,X
LJIZSTO,X,O,X,X,X,X,X,X,X,X,X,O
LJIZSOT,X,X,X,X,X,X,O,X,X,X,X,X
LJIZOTS,X,X,X,X,X,X,O,X,X,X,X,X
LJIZOST,X,X,X,X,X,X,O,X,X,X,X,X
LJIOTSZ,X,O,X,X,X,X,X,X,X,X,X,X
LJIOTZS,X,O,X,X,X,X,O,X,X,X,X,X
LJIOSTZ,X,O,X,X,X,X,X,X,X,X,X,X
LJIOSZT,X,O,X,X,X,X,O,X,X,X,X,X
LJIOZTS,X,O,X,X,X,X,O,X,X,X,X,X
LJIOZST,X,O,X,X,X,X,O,X,X,X,X,X
LJSTIZO,O,O,X,O,X,O,X,X,O,O,X,X
LJSTIOZ,O,O,O,O,X,O,X,X,O,X,X,X
LJSTZIO,O,X,O,O,X,O,X,X,O,O,X,X
LJSTZOI,O,X,O,O,X,O,X,X,O,O,X,X
LJSTOIZ,O,O,O,O,X,O,X,X,O,X,X,X
LJSTOZI,O,X,O,X,X,O,X,X,O,O,X,X
LJSITZO,X,O,X,X,X,O,X,X,O,O,X,X
LJSITOZ,X,O,O,X,X,O,X,X,O,X,X,X
LJSIZTO,O,O,X,X,X,O,X,X,O,O,X,X
LJSIZOT,O,X,X,O,X,X,X,X,O,O,X,X
LJSIOTZ,O,O,X,O,X,O,X,X,X,X,X,X
LJSIOZT,O,O,X,X,X,X,X,X,X,O,X,X
LJSZTIO,O,X,O,O,X,O,X,X,O,O,X,X
LJSZTOI,O,X,O,O,X,O,X,X,O,O,X,X
LJSZITO,O,O,O,X,X,O,X,X,O,O,X,X
LJSZIOT,O,X,O,O,X,X,X,X,O,O,X,X
LJSZOTI,O,X,O,O,X,X,X,X,X,O,X,X
LJSZOIT,O,O,O,O,X,X,X,X,O,O,X,X
LJSOTIZ,O,O,X,O,X,O,X,X,O,X,X,X
LJSOTZI,O,X,X,X,X,O,X,X,O,O,X,X
LJSOITZ,O,O,X,O,X,O,X,X,X,X,X,X
LJSOIZT,O,O,X,X,X,X,X,X,X,O,X,X
LJSOZTI,O,X,X,X,X,X,X,X,X,O,X,X
LJSOZIT,O,O,X,X,X,X,X,X,O,O,X,X
LJZTISO,O,X,O,O,O,X,X,X,O,X,X,O
LJZTIOS,O,X,O,O,O,X,X,X,O,X,X,X
LJZTSIO,O,X,O,O,O,X,X,X,O,O,X,O
LJZTSOI,O,X,O,O,O,X,X,X,X,O,X,X
LJZTOIS,O,X,O,O,O,X,X,X,O,X,X,X
LJZTOSI,O,X,O,O,O,X,X,X,X,X,X,X
LJZITSO,O,O,O,X,O,X,X,X,O,X,X,O
LJZITOS,O,O,O,X,O,X,O,X,O,X,X,X
LJZISTO,O,O,O,X,O,X,X,X,O,X,X,O
LJZISOT,O,X,O,X,X,X,O,X,O,X,X,X
LJZIOTS,X,X,X,X,O,X,O,X,X,X,X,X
LJZIOST,X,X,O,X,X,X,O,X,X,X,X,X
LJZSTIO,O,X,O,O,O,X,X,X,O,O,X,X
LJZSTOI,O,X,O,O,O,X,X,X,O,O,X,X
LJZSITO,O,O,O,X,O,X,X,X,O,O,X,X
LJZSIOT,O,X,O,O,X,X,X,X,O,O,X,X
LJZSOTI,O,X,O,O,X,X,X,X,X,O,X,X
LJZSOIT,O,O,O,O,X,X,X,X,O,O,X,X
LJZOTIS,O,O,O,O,O,X,X,X,X,X,X,X
LJZOTSI,O,X,O,O,O,X,X,X,X,X,X,X
LJZOITS,O,O,X,X,O,X,O,X,X,X,X,X
LJZOIST,O,O,O,X,X,X,O,X,X,X,X,X
LJZOSTI,O,X,O,O,X,X,X,X,X,X,X,X
LJZOSIT,O,O,O,O,X,X,X,X,X,X,X,X
LJOTISZ,O,O,X,O,X,X,X,X,X,X,X,X
LJOTIZS,O,O,X,O,X,X,X,X,X,X,X,X
LJOTSIZ,O,O,X,O,X,X,X,X,X,X,X,X
LJOTSZI,O,X,X,O,X,X,X,X,X,O,X,X
LJOTZIS,O,O,X,O,X,X,X,X,X,X,X,X
LJOTZSI,O,X,X,O,X,X,X,X,X,X,X,X
LJOITSZ,O,O,X,X,X,X,X,X,X,X,X,X
LJOITZS,O,O,X,X,X,X,O,X,X,X,X,X
LJOISTZ,O,O,X,X,X,X,X,X,X,X,X,X
LJOISZT,O,O,X,X,X,X,O,X,X,X,X,X
LJOIZTS,X,O,X,X,X,X,O,X,X,X,X,X
LJOIZST,X,O,X,X,X,X,O,X,X,X,X,X
LJOSTIZ,O,O,X,O,X,X,X,X,X,X,X,X
LJOSTZI,O,X,X,X,X,X,X,X,X,O,X,X
LJOSITZ,O,O,X,O,X,X,X,X,X,X,X,X
LJOSIZT,O,O,X,X,X,X,X,X,X,O,X,X
LJOSZTI,O,X,X,X,X,X,X,X,X,O,X,X
LJOSZIT,O,O,X,X,X,X,X,X,X,O,X,X
LJOZTIS,O,O,X,X,X,X,X,X,X,X,X,X
LJOZTSI,O,X,X,X,X,X,X,X,X,X,X,X
LJOZITS,X,O,X,X,X,X,O,X,X,X,X,X
LJOZIST,X,O,X,X,X,X,O,X,X,X,X,X
LJOZSTI,O,X,X,X,X,X,X,X,X,X,X,X
LJOZSIT,O,O,X,X,X,X,X,X,X,X,X,X
LSTIJZO,X,X,X,O,O,O,X,X,O,O,X,X
LSTIJOZ,X,X,O,O,X,O,X,X,O,X,X,X
LSTIZJO,O,X,O,O,O,O,X,X,O,O,X,X
LSTIZOJ,O,X,O,X,O,O,X,X,O,X,X,X
LSTIOJZ,O,X,O,X,X,O,X,X,O,X,X,X
LSTIOZJ,O,X,O,X,O,O,X,X,X,X,X,X
LSTJIZO,X,X,X,O,O,O,X,X,O,O,X,X
LSTJIOZ,X,X,O,O,X,O,X,X,O,X,X,X
LSTJZIO,X,X,O,O,O,O,X,X,O,O,X,X
LSTJZOI,X,X,O,O,O,O,X,X,O,O,X,X
LSTJOIZ,X,X,O,O,X,O,X,X,O,X,X,X
LSTJOZI,X,X,O,X,X,O,X,X,O,O,X,X
LSTZIJO,O,X,O,O,O,O,X,X,O,O,X,X
LSTZIOJ,O,X,O,X,O,O,X,X,O,X,X,X
LSTZJIO,O,X,O,O,O,O,X,X,O,O,X,X
LSTZJOI,X,X,O,O,O,O,X,X,O,O,X,X
LSTZOIJ,O,X,O,X,O,O,X,X,O,X,X,X
LSTZOJI,O,X,O,X,O,O,X,X,O,X,X,X
LSTOIJZ,O,X,O,X,X,O,X,X,O,X,X,X
LSTOIZJ,O,X,O,X,O,O,X,X,X,X,X,X
LSTOJIZ,O,X,O,X,X,O,X,X,O,X,X,X
LSTOJZI,X,X,O,X,X,O,X,X,O,X,X,X
LSTOZIJ,O,X,O,X,O,O,X,X,O,X,X,X
LSTOZJI,X,X,O,X,O,O,X,X,O,X,X,X
LSITJZO,X,O,X,X,X,O,X,X,O,O,X,X
LSITJOZ,X,X,O,X,X,O,X,X,O,X,X,X
LSITZJO,X,O,O,X,X,O,X,X,O,O,X,X
LSITZOJ,X,O,O,X,X,O,X,X,O,X,X,X
LSITOJZ,X,X,O,X,X,O,X,X,O,X,X,X
LSITOZJ,X,O,O,X,X,O,X,X,X,X,X,X
LSIJTZO,X,O,X,X,X,O,X,X,O,O,X,X
LSIJTOZ,X,X,O,X,X,O,X,X,O,X,X,X
LSIJZTO,X,X,X,X,X,O,X,X,O,O,X,X
LSIJZOT,X,X,X,O,X,X,O,X,O,O,X,X
LSIJOTZ,X,X,X,O,X,O,X,X,X,X,X,X
LSIJOZT,X,X,X,X,X,X,O,X,X,O,X,X
LSIZTJO,O,O,O,X,X,O,X,X,O,O,X,X
LSIZTOJ,O,O,O,X,X,O,X,X,O,X,X,X
LSIZJTO,O,X,O,X,X,O,X,X,O,O,X,X
LSIZJOT,O,X,O,O,X,X,O,X,O,O,X,X
LSIZOTJ,O,X,O,X,X,X,X,X,O,X,X,X
LSIZOJT,O,X,X,X,X,X,O,X,O,O,X,X
LSIOTJZ,O,X,O,X,X,O,X,X,X,X,X,X
LSIOTZJ,O,O,O,X,X,O,X,X,X,X,X,X
LSIOJTZ,O,X,X,X,X,O,X,X,X,X,X,X
LSIOJZT,O,X,X,X,X,X,O,X,X,O,X,X
LSIOZTJ,O,X,X,X,X,X,X,X,X,X,X,X
LSIOZJT,O,X,X,X,X,X,O,X,X,O,X,X
LSJTIZO,O,O,X,O,X,O,X,X,O,O,X,X
LSJTIOZ,O,O,O,O,X,O,X,X,O,X,X,X
LSJTZIO,O,X,O,O,X,O,X,X,O,O,X,X
LSJTZOI,O,X,O,O,X,O,X,X,O,O,X,X
LSJTOIZ,O,O,O,O,X,O,X,X,O,X,X,X
LSJTOZI,O,X,O,X,X,O,X,X,O,O,X,X
LSJITZO,X,O,X,X,X,O,X,X,O,O,X,X
LSJITOZ,X,O,O,X,X,O,X,X,O,X,X,X
LSJIZTO,O,O,X,X,X,O,X,X,O,O,X,X
LSJIZOT,O,X,X,O,X,X,X,X,O,O,X,X
LSJIOTZ,O,O,X,O,X,O,X,X,X,X,X,X
LSJIOZT,O,O,X,X,X,X,X,X,X,O,X,X
LSJZTIO,O,X,O,O,X,O,X,X,O,O,X,X
LSJZTOI,O,X,O,O,X,O,X,X,O,O,X,X
LSJZITO,O,O,O,X,X,O,X,X,O,O,X,X
LSJZIOT,O,X,O,O,X,X,X,X,O,O,X,X
LSJZOTI,O,X,O,O,X,X,X,X,X,O,X,X
LSJZOIT,O,O,O,O,X,X,X,X,O,O,X,X
LSJOTIZ,O,O,X,O,X,O,X,X,O,X,X,X
LSJOTZI,O,X,X,X,X,O,X,X,O,O,X,X
LSJOITZ,O,O,X,O,X,O,X,X,X,X,X,X
LSJOIZT,O,O,X,X,X,X,X,X,X,O,X,X
LSJOZTI,O,X,X,X,X,X,X,X,X,O,X,X
LSJOZIT,O,O,X,X,X,X,X,X,O,O,X,X
LSZTIJO,O,X,O,O,O,O,X,X,O,O,X,X
LSZTIOJ,O,X,O,X,O,O,X,X,O,X,X,X
LSZTJIO,O,X,O,O,O,O,X,X,O,O,X,X
LSZTJOI,O,X,O,O,O,O,X,X,O,O,X,X
LSZTOIJ,O,X,O,X,O,O,X,X,O,X,X,X
LSZTOJI,O,X,O,X,O,O,X,X,O,X,X,X
LSZITJO,O,X,O,X,O,O,X,X,O,O,X,X
LSZITOJ,O,X,O,X,O,O,X,X,O,X,X,X
LSZIJTO,O,X,O,X,X,O,X,X,O,O,X,X
LSZIJOT,O,X,O,O,X,X,O,X,O,O,X,X
LSZIOTJ,O,X,O,X,X,X,X,X,O,X,X,X
LSZIOJT,O,X,X,X,X,X,O,X,O,O,X,X
LSZJTIO,O,X,O,O,O,O,X,X,O,O,X,X
LSZJTOI,O,X,O,O,O,O,X,X,O,O,X,X
LSZJITO,O,X,O,X,O,O,X,X,O,O,X,X
LSZJIOT,O,X,O,O,X,X,X,X,O,O,X,X
LSZJOTI,O,X,O,O,X,X,X,X,X,O,X,X
LSZJOIT,O,X,O,O,X,X,X,X,O,O,X,X
LSZOTIJ,O,X,O,X,X,X,X,X,O,X,X,X
LSZOTJI,O,X,O,X,X,X,X,X,O,X,X,X
LSZOITJ,O,X,O,X,X,X,X,X,O,X,X,X
LSZOIJT,O,X,X,X,X,X,O,X,O,O,X,X
LSZOJTI,O,X,O,X,X,X,X,X,X,O,X,X
LSZOJIT,O,X,O,X,X,X,X,X,O,O,X,X
LSOTIJZ,O,X,O,X,X,O,X,X,O,X,X,X
LSOTIZJ,O,X,O,X,X,O,X,X,X,X,X,X
LSOTJIZ,O,X,O,X,X,O,X,X,O,X,X,X
LSOTJZI,O,X,O,X,X,O,X,X,O,X,X,X
LSOTZIJ,O,X,O,X,X,O,X,X,O,X,X,X
LSOTZJI,X,X,O,X,X,O,X,X,O,X,X,X
LSOITJZ,O,O,O,X,X,O,X,X,X,X,X,X
LSOITZJ,O,O,O,X,X,O,X,X,X,X,X,X
LSOIJTZ,O,O,X,X,X,O,X,X,X,X,X,X
LSOIJZT,O,X,X,X,X,X,O,X,X,O,X,X
LSOIZTJ,O,O,X,X,X,X,X,X,X,X,X,X
LSOIZJT,O,X,X,X,X,X,O,X,X,O,X,X
LSOJTIZ,O,O,X,X,X,O,X,X,O,X,X,X
LSOJTZI,O,X,X,X,X,O,X,X,O,O,X,X
LSOJITZ,O,O,X,X,X,O,X,X,X,X,X,X
LSOJIZT,O,O,X,X,X,X,X,X,X,O,X,X
LSOJZTI,O,X,X,X,X,X,X,X,X,O,X,X
LSOJZIT,O,O,X,X,X,X,X,X,O,O,X,X
LSOZTIJ,O,X,O,X,X,X,X,X,O,X,X,X
LSOZTJI,X,X,O,X,X,X,X,X,O,X,X,X
LSOZITJ,O,O,O,X,X,X,X,X,O,X,X,X
LSOZIJT,O,X,X,X,X,X,O,X,O,O,X,X
LSOZJTI,O,X,O,X,X,X,X,X,X,O,X,X
LSOZJIT,O,O,O,X,X,X,X,X,O,O,X,X
LZTIJSO,X,X,O,O,O,X,X,X,O,X,X,X
LZTIJOS,X,X,O,O,O,O,O,X,O,X,X,X
LZTISJO,X,X,O,O,O,X,X,X,O,X,X,X
LZTISOJ,X,X,O,O,O,X,X,O,O,X,X,X
LZTIOJS,X,X,O,O,X,O,O,X,O,X,X,X
LZTIOSJ,X,X,O,X,O,X,X,X,X,X,X,X
LZTJISO,O,X,O,O,O,X,X,X,O,X,X,O
LZTJIOS,O,X,O,O,O,X,X,X,O,X,X,X
LZTJSIO,O,X,O,O,O,X,X,X,O,X,X,O
LZTJSOI,O,X,O,O,O,X,X,X,X,X,X,X
LZTJOIS,O,X,O,O,O,X,X,X,O,X,X,X
LZTJOSI,O,X,O,O,O,X,X,X,X,X,X,X
LZTSIJO,O,X,O,O,O,O,X,X,O,X,X,X
LZTSIOJ,O,X,O,O,O,O,X,O,O,X,X,X
LZTSJIO,O,X,O,O,O,O,X,X,O,X,X,O
LZTSJOI,O,X,O,O,O,O,X,X,O,X,X,X
LZTSOIJ,O,X,O,O,O,O,X,O,O,X,X,X
LZTSOJI,X,X,O,O,O,O,X,X,O,X,X,X
LZTOIJS,X,X,O,O,X,O,O,X,O,X,X,X
LZTOISJ,X,X,O,X,O,X,X,O,X,X,X,X
LZTOJIS,X,X,O,O,O,X,X,X,O,X,X,X
LZTOJSI,X,X,O,O,O,X,X,X,X,X,X,X
LZTOSIJ,X,X,O,O,O,O,X,O,X,X,X,X
LZTOSJI,X,X,O,O,O,O,X,X,X,X,X,X
LZITJSO,X,O,O,X,O,X,X,X,O,X,X,X
LZITJOS,X,X,O,X,O,X,O,X,O,X,X,X
LZITSJO,X,O,O,X,O,X,X,X,O,X,X,X
LZITSOJ,X,O,O,X,O,X,X,X,O,X,X,X
LZITOJS,X,X,O,X,X,X,O,X,O,X,X,X
LZITOSJ,X,O,O,X,O,X,X,X,X,X,X,X
LZIJTSO,O,X,O,X,O,X,X,X,O,X,X,X
LZIJTOS,O,X,O,X,O,X,O,X,O,X,X,X
LZIJSTO,O,X,O,X,O,X,X,X,O,X,X,X
LZIJSOT,O,X,O,X,X,X,O,X,O,X,X,X
LZIJOTS,X,X,X,X,O,X,O,X,X,X,X,X
LZIJOST,X,X,O,X,X,X,O,X,X,X,X,X
LZISTJO,O,O,O,X,O,X,X,X,O,X,X,X
LZISTOJ,O,O,O,X,O,X,X,X,O,X,X,X
LZISJTO,O,X,O,X,X,X,X,X,O,X,X,X
LZISJOT,O,X,O,X,X,X,O,X,O,X,X,X
LZISOTJ,O,X,O,X,X,X,X,X,O,X,X,X
LZISOJT,O,X,X,X,X,X,O,X,O,X,X,X
LZIOTJS,X,X,X,X,O,X,O,X,O,X,X,X
LZIOTSJ,X,X,X,X,O,X,X,X,X,X,X,X
LZIOJTS,X,X,X,X,O,X,O,X,X,X,X,X
LZIOJST,X,X,X,X,X,X,O,X,X,X,X,X
LZIOSTJ,X,X,O,X,O,X,X,X,O,X,X,X
LZIOSJT,X,X,X,X,X,X,O,X,O,X,X,X
LZJTISO,O,X,O,O,O,X,X,X,O,X,X,O
LZJTIOS,O,X,O,O,O,X,X,X,O,X,X,X
LZJTSIO,O,X,O,O,O,X,X,X,O,O,X,O
LZJTSOI,O,X,O,O,O,X,X,X,X,O,X,X
LZJTOIS,O,X,O,O,O,X,X,X,O,X,X,X
LZJTOSI,O,X,O,O,O,X,X,X,X,X,X,X
LZJITSO,O,O,O,X,O,X,X,X,O,X,X,O
LZJITOS,O,O,O,X,O,X,O,X,O,X,X,X
LZJISTO,O,O,O,X,O,X,X,X,O,X,X,O
LZJISOT,O,X,O,X,X,X,O,X,O,X,X,X
LZJIOTS,X,X,X,X,O,X,O,X,X,X,X,X
LZJIOST,X,X,O,X,O,X,O,X,X,X,X,X
LZJSTIO,O,X,O,O,O,X,X,X,O,O,X,X
LZJSTOI,O,X,O,O,O,X,X,X,O,O,X,X
LZJSITO,O,O,O,X,O,X,X,X,O,O,X,X
LZJSIOT,O,X,O,O,X,X,X,X,O,O,X,X
LZJSOTI,O,X,O,O,X,X,X,X,X,O,X,X
LZJSOIT,O,O,O,O,X,X,X,X,O,O,X,X
LZJOTIS,O,O,O,O,O,X,X,X,X,X,X,X
LZJOTSI,O,X,O,O,O,X,X,X,X,X,X,X
LZJOITS,O,O,X,X,O,X,O,X,X,X,X,X
LZJOIST,O,O,O,X,O,X,O,X,X,X,X,X
LZJOSTI,O,X,O,O,O,X,X,X,X,X,X,X
LZJOSIT,O,O,O,O,O,X,X,X,X,X,X,X
LZSTIJO,O,X,O,O,O,O,X,X,O,O,X,X
LZSTIOJ,O,X,O,X,O,O,X,O,O,X,X,X
LZSTJIO,O,X,O,O,O,O,X,X,O,O,X,X
LZSTJOI,O,X,O,O,O,O,X,X,O,O,X,X
LZSTOIJ,O,X,O,X,O,O,X,O,O,X,X,X
LZSTOJI,O,X,O,X,O,O,X,X,O,X,X,X
LZSITJO,O,X,O,X,O,O,X,X,O,O,X,X
LZSITOJ,O,X,O,X,O,O,X,X,O,X,X,X
LZSIJTO,O,X,O,X,X,O,X,X,O,O,X,X
LZSIJOT,O,X,O,O,X,X,O,X,O,O,X,X
LZSIOTJ,O,X,O,X,X,X,X,X,O,X,X,X
LZSIOJT,O,X,X,X,X,X,O,X,O,O,X,X
LZSJTIO,O,X,O,O,O,O,X,X,O,O,X,X
LZSJTOI,O,X,O,O,O,O,X,X,O,O,X,X
LZSJITO,O,X,O,X,O,O,X,X,O,O,X,X
LZSJIOT,O,X,O,O,X,X,X,X,O,O,X,X
LZSJOTI,O,X,O,O,X,X,X,X,X,O,X,X
LZSJOIT,O,X,O,O,X,X,X,X,O,O,X,X
LZSOTIJ,O,X,O,X,X,X,X,O,O,X,X,X
LZSOTJI,O,X,O,X,X,X,X,X,O,X,X,X
LZSOITJ,O,X,O,X,X,X,X,X,O,X,X,X
LZSOIJT,O,X,X,X,X,X,O,X,O,O,X,X
LZSOJTI,O,X,O,X,X,X,X,X,X,O,X,X
LZSOJIT,O,X,O,X,X,X,X,X,O,O,X,X
LZOTIJS,X,O,O,X,O,X,O,X,O,X,X,X
LZOTISJ,X,O,O,X,O,X,X,O,X,X,X,X
LZOTJIS,O,O,O,X,O,X,X,X,O,X,X,X
LZOTJSI,O,X,O,X,O,X,X,X,X,X,X,X
LZOTSIJ,O,X,O,X,O,X,X,O,X,X,X,X
LZOTSJI,O,X,O,X,O,X,X,X,X,X,X,X
LZOITJS,X,O,X,X,O,X,O,X,O,X,X,X
LZOITSJ,X,O,X,X,O,X,X,O,X,X,X,X
LZOIJTS,O,O,X,X,O,X,O,X,X,X,X,X
LZOIJST,O,O,X,X,O,X,O,X,X,X,X,X
LZOISTJ,O,O,O,X,O,X,X,X,O,X,X,X
LZOISJT,O,X,X,X,X,X,O,X,O,X,X,X
LZOJTIS,O,O,O,X,O,X,X,X,X,X,X,X
LZOJTSI,O,X,O,X,O,X,X,X,X,X,X,X
LZOJITS,O,O,X,X,O,X,O,X,X,X,X,X
LZOJIST,O,O,O,X,O,X,O,X,X,X,X,X
LZOJSTI,O,X,O,X,O,X,X,X,X,X,X,X
LZOJSIT,O,O,O,X,O,X,X,X,X,X,X,X
