sequence,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeCAJvhFxhBXjBllBu?rBctBTsB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeCAJvhFxhBTjBllBu?rBcsBXtB,v115@9gA8IeA8IeC8AeA8EeE8DeA8Jez/IvhFulBFiBXjB0?mBStBRxB,v115@9gA8IeA8IeC8AeA8EeE8DeA8Jez/IvhFulBfoB6oBl?mBUnBRxB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeCAJvhF0hBxiBllBW?tBzrBXtB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeRAJvhF3hBGlBlnBc?tBzrBCtB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeRAJvhFTjBGlBlmBc?sBXtBCsB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeCAJvhFxhBXjBllBc?tBGsBzrB,v115@9gA8IeA8IeC8AeA8EeE8DeA8Jez/IvhFulBRiBSoBV?sBXtB0rB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeRAJvhFfoB6oBGlBl?mB0sBzrB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeRAJvhFGlBlmBcsBT?oBCsBXtB
JSLTZOI,X,X,O,X,X,X,X,X,O,X,X
JSLTOIZ,X,X,O,X,X,X,X,X,O,X,X
JSLTOZI,X,X,O,X,X,X,X,X,O,X,X
JSLITZO,X,X,O,O,X,X,X,X,O,X,X
JSLITOZ,X,X,O,O,X,X,X,X,O,X,X
JSLIZTO,O,O,O,O,X,X,O,X,X,X,X
JSLIZOT,O,O,O,O,X,X,O,X,O,X,X
JSLIOTZ,X,X,O,O,X,X,X,X,O,X,X
JSLIOZT,O,X,O,O,X,O,O,X,O,X,X
JSLZTIO,O,O,O,X,X,X,O,O,O,X,X
JSLZTOI,X,O,O,X,X,X,O,X,O,X,X
JSLZITO,O,O,O,X,X,X,O,O,X,X,X
JSLZIOT,O,O,O,X,X,X,O,O,O,X,X
JSLZOTI,X,O,O,X,X,X,O,X,O,X,X
JSLZOIT,O,O,O,X,X,X,O,O,O,X,X
JSLOTIZ,X,X,O,X,X,X,X,X,O,X,X
JSLOTZI,X,X,O,X,X,X,X,X,O,X,X
JSLOITZ,X,X,O,O,O,X,X,X,O,X,X
JSLOIZT,O,X,O,O,O,O,O,X,O,X,X
JSLOZTI,O,O,O,X,X,O,O,X,O,X,X
JSLOZIT,O,O,O,X,O,O,O,X,O,X,X
JSZTILO,O,O,O,X,X,X,O,O,O,O,X
JSZTIOL,O,O,O,X,X,X,O,O,O,O,O
JSZTLIO,O,O,O,X,X,X,O,O,O,O,X
JSZTLOI,O,O,O,X,X,X,O,O,O,O,X
JSZTOIL,O,O,O,X,X,X,O,O,O,O,O
JSZTOLI,O,O,O,X,X,X,O,O,O,O,O
JSZITLO,O,O,O,X,X,X,O,O,X,O,X
JSZITOL,O,O,O,X,X,X,O,O,X,O,O
JSZILTO,O,O,O,X,X,X,O,O,X,O,X
JSZILOT,O,O,O,X,X,X,O,O,X,O,X
JSZIOTL,O,O,O,X,X,O,O,O,X,O,O
JSZIOLT,O,O,O,X,X,O,O,O,X,O,X
JSZLTIO,O,O,O,X,X,X,O,O,O,O,X
JSZLTOI,O,O,O,X,X,X,O,O,O,O,X
JSZLITO,O,O,O,X,X,X,O,O,X,O,X
JSZLIOT,O,O,O,X,X,X,O,O,O,O,X
JSZLOTI,X,O,O,X,X,X,O,X,O,O,X
JSZLOIT,O,O,O,X,X,X,O,O,O,O,X
JSZOTIL,O,O,O,X,X,O,O,O,O,O,O
JSZOTLI,O,O,O,X,X,O,O,O,O,O,O
JSZOITL,O,O,O,X,X,O,O,O,X,O,O
JSZOILT,O,O,O,X,X,O,O,O,X,O,X
JSZOLTI,X,O,O,X,X,O,O,X,O,O,X
JSZOLIT,O,O,O,X,X,O,O,O,O,O,X
JSOTILZ,O,O,X,O,O,X,X,X,O,X,X
JSOTIZL,O,X,X,O,O,O,O,X,O,X,X
JSOTLIZ,O,O,X,X,O,X,X,X,O,X,X
JSOTLZI,O,O,X,X,O,X,X,X,O,X,X
JSOTZIL,O,O,X,X,O,O,O,X,O,X,X
JSOTZLI,O,O,X,X,O,O,O,X,O,X,X
JSOITLZ,O,X,X,O,O,X,X,X,O,X,X
JSOITZL,O,X,X,O,O,O,O,X,O,X,X
JSOILTZ,X,X,O,O,O,X,X,X,O,X,X
JSOILZT,O,X,O,O,O,O,O,X,O,X,X
JSOIZTL,O,X,O,O,O,O,O,X,X,X,O
JSOIZLT,O,X,O,O,O,O,O,X,X,X,X
JSOLTIZ,X,X,O,X,X,X,X,X,O,X,X
JSOLTZI,X,X,O,X,X,X,X,X,O,X,X
JSOLITZ,X,X,O,O,O,X,X,X,O,X,X
JSOLIZT,O,X,O,O,O,O,O,X,O,X,X
JSOLZTI,O,O,O,X,X,O,O,X,O,X,X
JSOLZIT,O,O,O,X,O,O,O,X,O,X,X
JSOZTIL,O,O,O,X,O,O,O,X,O,X,O
JSOZTLI,O,O,O,X,O,O,O,X,O,X,O
JSOZITL,O,O,O,X,O,O,O,X,X,X,O
JSOZILT,O,O,O,X,O,O,O,X,X,X,X
JSOZLTI,O,O,O,X,X,O,O,X,O,X,X
JSOZLIT,O,O,O,X,O,O,O,X,O,X,X
JZTILSO,O,O,O,O,X,X,O,O,X,O,X
JZTILOS,O,O,O,O,X,X,X,O,X,X,O
JZTISLO,O,O,O,O,X,X,O,O,X,O,X
JZTISOL,O,O,O,O,X,X,O,O,X,O,O
JZTIOLS,O,O,O,O,X,O,X,O,X,X,O
JZTIOSL,O,O,O,O,X,O,O,O,X,O,O
JZTLISO,O,O,O,X,X,X,O,O,X,O,X
JZTLIOS,O,O,O,X,X,X,X,O,X,X,O
JZTLSIO,O,O,O,X,X,X,O,O,X,O,X
JZTLSOI,O,O,O,X,X,X,O,O,X,O,X
JZTLOIS,O,O,O,X,O,X,X,O,X,X,O
JZTLOSI,O,O,O,X,O,X,X,O,X,X,O
JZTSILO,O,O,O,X,X,X,O,O,X,O,X
JZTSIOL,O,O,O,X,X,X,O,O,X,O,O
JZTSLIO,O,O,O,X,X,X,O,O,X,O,X
JZTSLOI,O,O,O,X,X,X,O,O,X,O,X
JZTSOIL,O,O,O,X,X,X,O,O,X,O,O
JZTSOLI,O,O,O,X,X,X,O,O,X,O,O
JZTOILS,O,O,O,O,O,O,X,O,X,X,O
JZTOISL,O,O,O,O,O,O,O,O,X,O,O
JZTOLIS,O,O,O,X,O,O,X,O,X,X,O
JZTOLSI,O,O,O,X,O,O,X,O,X,X,O
JZTOSIL,O,O,O,X,O,O,O,O,X,O,O
JZTOSLI,O,O,O,X,O,O,O,O,X,O,O
JZITLSO,O,O,O,O,X,X,O,O,X,O,X
JZITLOS,O,O,O,O,X,X,X,O,X,X,O
JZITSLO,O,O,O,O,X,X,O,O,X,O,X
JZITSOL,O,O,O,O,X,X,O,O,X,O,O
JZITOLS,O,O,O,O,X,O,X,O,X,X,O
JZITOSL,O,O,O,O,X,O,O,O,X,O,O
JZILTSO,O,O,O,O,X,X,O,X,X,O,X
JZILTOS,O,O,O,O,X,X,X,X,X,X,O
JZILSTO,O,O,O,O,X,X,O,O,X,O,X
JZILSOT,O,O,O,O,X,X,O,O,X,O,X
JZILOTS,O,X,O,O,X,O,X,X,X,X,O
JZILOST,O,O,O,O,X,O,X,X,X,X,X
JZISTLO,O,O,O,O,X,X,O,O,X,O,X
JZISTOL,O,O,O,O,X,X,O,O,X,O,O
JZISLTO,O,O,O,O,X,X,O,O,X,O,X
JZISLOT,O,O,O,O,X,X,O,O,X,O,X
JZISOTL,O,O,O,O,X,O,O,O,X,O,O
JZISOLT,O,O,O,O,X,O,O,O,X,O,X
JZIOTLS,O,O,O,O,X,O,X,X,X,X,O
JZIOTSL,O,O,O,O,X,O,O,X,X,O,O
JZIOLTS,O,X,O,O,X,O,X,X,X,X,O
JZIOLST,O,O,O,O,X,O,X,X,X,X,X
JZIOSTL,O,O,O,O,X,O,O,X,X,O,O
JZIOSLT,O,O,O,O,X,O,O,X,X,O,X
JZLTISO,O,O,O,X,X,X,O,O,X,O,X
JZLTIOS,O,O,O,X,X,X,X,O,X,X,O
JZLTSIO,O,O,O,X,X,X,O,O,X,O,X
JZLTSOI,O,O,O,X,X,X,O,O,X,O,X
JZLTOIS,O,O,O,X,X,X,X,O,X,X,O
JZLTOSI,O,O,O,X,X,X,X,O,X,X,O
JZLITSO,O,O,O,O,X,X,O,X,X,O,X
JZLITOS,O,O,O,O,X,X,X,X,X,X,O
JZLISTO,O,O,O,O,X,X,O,O,X,O,X
JZLISOT,O,O,O,O,X,X,O,O,X,O,X
JZLIOTS,O,X,O,O,X,O,X,X,X,X,O
JZLIOST,O,O,O,O,X,O,X,X,X,X,X
JZLSTIO,O,O,O,X,X,X,O,O,X,O,X
JZLSTOI,O,O,O,X,X,X,O,O,X,O,X
JZLSITO,O,O,O,X,X,X,O,O,X,O,X
JZLSIOT,O,O,O,X,X,X,O,O,X,O,X
JZLSOTI,O,O,O,X,X,X,O,X,X,O,X
JZLSOIT,O,O,O,X,X,X,O,O,X,O,X
JZLOTIS,O,X,O,X,O,O,X,X,X,X,O
JZLOTSI,O,X,O,X,X,O,X,X,X,X,O
JZLOITS,O,X,O,O,O,O,X,X,X,X,O
JZLOIST,O,O,O,O,O,O,X,X,X,X,X
JZLOSTI,O,O,O,X,X,O,X,X,X,X,X
JZLOSIT,O,O,O,X,O,O,X,O,X,X,X
JZSTILO,O,O,O,X,X,X,O,O,O,O,X
JZSTIOL,O,O,O,X,X,X,O,O,O,O,O
JZSTLIO,O,O,O,X,X,X,O,O,O,O,X
JZSTLOI,O,O,O,X,X,X,O,O,O,O,X
JZSTOIL,O,O,O,X,X,X,O,O,O,O,O
JZSTOLI,O,O,O,X,X,X,O,O,O,O,O
JZSITLO,O,O,O,X,X,X,O,O,X,O,X
JZSITOL,O,O,O,X,X,X,O,O,X,O,O
JZSILTO,O,O,O,X,X,X,O,O,X,O,X
JZSILOT,O,O,O,X,X,X,O,O,X,O,X
JZSIOTL,O,O,O,X,X,O,O,O,X,O,O
JZSIOLT,O,O,O,X,X,O,O,O,X,O,X
JZSLTIO,O,O,O,X,X,X,O,O,O,O,X
JZSLTOI,O,O,O,X,X,X,O,O,O,O,X
JZSLITO,O,O,O,X,X,X,O,O,X,O,X
JZSLIOT,O,O,O,X,X,X,O,O,O,O,X
JZSLOTI,O,O,O,X,X,X,O,X,O,O,X
JZSLOIT,O,O,O,X,X,X,O,O,O,O,X
JZSOTIL,O,O,O,X,X,O,O,O,O,O,O
JZSOTLI,O,O,O,X,X,O,O,O,O,O,O
JZSOITL,O,O,O,X,X,O,O,O,X,O,O
JZSOILT,O,O,O,X,X,O,O,O,X,O,X
JZSOLTI,O,O,O,X,X,O,O,X,O,O,X
JZSOLIT,O,O,O,X,X,O,O,O,O,O,X
JZOTILS,O,O,O,O,O,O,X,O,X,X,O
JZOTISL,O,O,O,O,O,O,O,O,X,O,O
JZOTLIS,O,O,O,X,O,O,X,O,X,X,O
JZOTLSI,O,O,O,X,O,O,X,O,X,X,O
JZOTSIL,O,O,O,X,O,O,O,O,X,O,O
JZOTSLI,O,O,O,X,O,O,O,O,X,O,O
JZOITLS,O,O,O,O,O,O,X,X,X,X,O
JZOITSL,O,O,O,O,O,O,O,X,X,O,O
JZOILTS,O,X,O,O,O,O,X,X,X,X,O
JZOILST,O,O,O,O,O,O,X,X,X,X,X
JZOISTL,O,O,O,O,O,O,O,X,X,O,O
JZOISLT,O,O,O,O,O,O,O,X,X,O,X
JZOLTIS,O,X,O,X,O,O,X,X,X,X,O
JZOLTSI,O,X,O,X,O,O,X,X,X,X,O
JZOLITS,O,X,O,O,O,O,X,X,X,X,O
JZOLIST,O,O,O,O,O,O,X,X,X,X,X
JZOLSTI,O,O,O,X,X,O,X,X,X,X,X
JZOLSIT,O,O,O,X,O,O,X,O,X,X,X
JZOSTIL,O,O,O,X,O,O,O,O,O,O,O
JZOSTLI,O,O,O,X,O,O,O,O,O,O,O
JZOSITL,O,O,O,X,O,O,O,O,X,O,O
JZOSILT,O,O,O,X,O,O,O,O,X,O,X
JZOSLTI,O,O,O,X,X,O,O,X,O,O,X
JZOSLIT,O,O,O,X,O,O,O,O,O,O,X
JOTILSZ,O,X,O,O,O,X,X,X,X,X,X
JOTILZS,O,O,O,O,O,X,X,O,X,X,X
JOTISLZ,O,X,X,O,O,X,X,X,X,X,X
JOTISZL,O,X,X,O,O,O,X,X,X,X,X
JOTIZLS,O,O,O,O,O,O,X,O,X,X,O
JOTIZSL,O,O,O,O,O,O,O,O,X,O,O
JOTLISZ,O,X,O,O,O,X,X,X,X,X,X
JOTLIZS,O,O,O,O,O,X,X,O,X,X,X
JOTLSIZ,O,X,O,X,O,X,X,X,X,X,X
JOTLSZI,O,X,O,X,O,X,X,X,X,X,X
JOTLZIS,O,O,O,X,O,X,X,O,X,X,X
JOTLZSI,O,O,O,X,O,X,X,O,X,X,X
JOTSILZ,O,X,X,O,O,X,X,X,O,X,X
JOTSIZL,O,X,X,O,O,O,X,X,O,X,X
JOTSLIZ,O,X,X,X,O,X,X,X,O,X,X
JOTSLZI,O,X,X,X,O,X,X,X,O,X,X
JOTSZIL,O,X,X,X,O,O,X,X,O,X,X
JOTSZLI,O,X,X,X,O,O,X,X,O,X,X
JOTZILS,O,O,O,O,O,O,X,O,X,X,O
JOTZISL,O,O,O,O,O,O,O,O,X,O,O
JOTZLIS,O,O,O,X,O,O,X,O,X,X,O
JOTZLSI,O,O,O,X,O,O,X,O,X,X,O
JOTZSIL,O,O,O,X,O,O,O,O,X,O,O
JOTZSLI,O,O,O,X,O,O,O,O,X,O,O
JOITLSZ,O,X,O,O,O,X,X,X,X,X,X
JOITLZS,O,O,O,O,O,X,X,X,X,X,X
JOITSLZ,O,X,X,O,O,X,X,X,X,X,X
JOITSZL,O,X,X,O,O,O,X,X,X,X,X
JOITZLS,O,O,O,O,O,O,X,X,X,X,O
JOITZSL,O,O,O,O,O,O,O,X,X,O,O
JOILTSZ,O,X,O,O,O,X,X,X,X,X,X
JOILTZS,O,X,O,O,O,X,X,X,X,X,X
JOILSTZ,X,X,O,O,O,X,X,X,X,X,X
JOILSZT,O,X,O,O,O,O,X,X,X,X,X
JOILZTS,O,X,O,O,O,O,X,X,X,X,O
JOILZST,O,O,O,O,O,O,X,X,X,X,X
JOISTLZ,O,X,X,O,O,X,X,X,O,X,X
JOISTZL,O,X,X,O,O,O,O,X,O,X,X
JOISLTZ,X,X,O,O,O,X,X,X,O,X,X
JOISLZT,O,X,O,O,O,O,O,X,O,X,X
JOISZTL,O,X,O,O,O,O,O,X,X,X,O
JOISZLT,O,X,O,O,O,O,O,X,X,X,X
JOIZTLS,O,O,O,O,O,O,X,X,X,X,O
JOIZTSL,O,O,O,O,O,O,O,X,X,O,O
JOIZLTS,O,X,O,O,O,O,X,X,X,X,O
JOIZLST,O,O,O,O,O,O,X,X,X,X,X
JOIZSTL,O,O,O,O,O,O,O,X,X,O,O
JOIZSLT,O,O,O,O,O,O,O,X,X,O,X
JOLTISZ,O,X,O,O,O,X,X,X,X,X,X
JOLTIZS,O,X,O,O,O,X,X,X,X,X,X
JOLTSIZ,O,X,O,X,O,X,X,X,X,X,X
JOLTSZI,O,X,O,X,O,X,X,X,X,X,X
JOLTZIS,O,X,O,X,O,X,X,X,X,X,X
JOLTZSI,O,X,O,X,O,X,X,X,X,X,X
JOLITSZ,O,X,O,O,O,X,X,X,X,X,X
JOLITZS,O,X,O,O,O,X,X,X,X,X,X
JOLISTZ,X,X,O,O,O,X,X,X,X,X,X
JOLISZT,O,X,O,O,O,O,X,X,X,X,X
JOLIZTS,O,X,O,O,O,O,X,X,X,X,O
JOLIZST,O,O,O,O,O,O,X,X,X,X,X
JOLSTIZ,X,X,O,X,X,X,X,X,O,X,X
JOLSTZI,X,X,O,X,X,X,X,X,O,X,X
JOLSITZ,X,X,O,O,O,X,X,X,O,X,X
JOLSIZT,O,X,O,O,O,O,X,X,O,X,X
JOLSZTI,O,X,O,X,X,O,X,X,O,X,X
JOLSZIT,O,X,O,X,O,O,X,X,O,X,X
JOLZTIS,O,X,O,X,O,O,X,X,X,X,O
JOLZTSI,O,X,O,X,O,O,X,X,X,X,O
JOLZITS,O,X,O,O,O,O,X,X,X,X,O
JOLZIST,O,O,O,O,O,O,X,X,X,X,X
JOLZSTI,O,O,O,X,X,O,X,X,X,X,X
JOLZSIT,O,O,O,X,O,O,X,O,X,X,X
JOSTILZ,O,X,X,O,O,X,X,X,O,X,X
JOSTIZL,O,X,X,O,O,O,O,X,O,X,X
JOSTLIZ,O,X,X,X,O,X,X,X,O,X,X
JOSTLZI,O,X,X,X,O,X,X,X,O,X,X
JOSTZIL,O,X,X,X,O,O,O,X,O,X,X
JOSTZLI,O,X,X,X,O,O,O,X,O,X,X
JOSITLZ,O,X,X,O,O,X,X,X,O,X,X
JOSITZL,O,X,X,O,O,O,O,X,O,X,X
JOSILTZ,X,X,O,O,O,X,X,X,O,X,X
JOSILZT,O,X,O,O,O,O,O,X,O,X,X
JOSIZTL,O,X,O,O,O,O,O,X,X,X,O
JOSIZLT,O,X,O,O,O,O,O,X,X,X,X
JOSLTIZ,X,X,O,X,X,X,X,X,O,X,X
JOSLTZI,X,X,O,X,X,X,X,X,O,X,X
JOSLITZ,X,X,O,O,O,X,X,X,O,X,X
JOSLIZT,O,X,O,O,O,O,O,X,O,X,X
JOSLZTI,O,X,O,X,X,O,O,X,O,X,X
JOSLZIT,O,X,O,X,O,O,O,X,O,X,X
JOSZTIL,O,X,O,X,O,O,O,X,O,X,O
JOSZTLI,O,X,O,X,O,O,O,X,O,X,O
JOSZITL,O,X,O,X,O,O,O,X,X,X,O
JOSZILT,O,X,O,X,O,O,O,X,X,X,X
JOSZLTI,O,X,O,X,X,O,O,X,O,X,X
JOSZLIT,O,X,O,X,O,O,O,X,O,X,X
JOZTILS,O,O,O,O,O,O,X,O,X,X,O
JOZTISL,O,O,O,O,O,O,O,O,X,O,O
JOZTLIS,O,O,O,X,O,O,X,O,X,X,O
JOZTLSI,O,O,O,X,O,O,X,O,X,X,O
JOZTSIL,O,O,O,X,O,O,O,O,X,O,O
JOZTSLI,O,O,O,X,O,O,O,O,X,O,O
JOZITLS,O,O,O,O,O,O,X,X,X,X,O
JOZITSL,O,O,O,O,O,O,O,X,X,O,O
JOZILTS,O,X,O,O,O,O,X,X,X,X,O
JOZILST,O,O,O,O,O,O,X,X,X,X,X
JOZISTL,O,O,O,O,O,O,O,X,X,O,O
JOZISLT,O,O,O,O,O,O,O,X,X,O,X
JOZLTIS,O,X,O,X,O,O,X,X,X,X,O
JOZLTSI,O,X,O,X,O,O,X,X,X,X,O
JOZLITS,O,X,O,O,O,O,X,X,X,X,O
JOZLIST,O,O,O,O,O,O,X,X,X,X,X
JOZLSTI,O,O,O,X,X,O,X,X,X,X,X
JOZLSIT,O,O,O,X,O,O,X,O,X,X,X
JOZSTIL,O,O,O,X,O,O,O,O,O,O,O
JOZSTLI,O,O,O,X,O,O,O,O,O,O,O
JOZSITL,O,O,O,X,O,O,O,O,X,O,O
JOZSILT,O,O,O,X,O,O,O,O,X,O,X
JOZSLTI,O,O,O,X,X,O,O,X,O,O,X
JOZSLIT,O,O,O,X,O,O,O,O,O,O,X
STILJZO,O,O,X,O,X,X,X,O,O,X,X
STILJOZ,O,O,X,O,X,X,X,X,O,X,X
STILZJO,O,O,X,O,X,X,X,O,O,X,X
STILZOJ,O,O,X,O,X,X,X,O,O,X,X
STILOJZ,X,O,X,O,X,X,X,X,O,X,X
STILOZJ,O,O,X,O,X,X,X,X,O,X,X
STIJLZO,O,O,X,O,X,X,X,O,O,X,X
STIJLOZ,O,O,X,O,X,X,X,X,O,X,X
STIJZLO,O,O,X,O,X,X,X,O,O,X,X
STIJZOL,O,O,X,O,X,X,X,O,O,X,X
STIJOLZ,O,O,X,O,X,X,X,X,O,X,X
STIJOZL,O,X,X,O,X,X,X,X,O,X,X
STIZLJO,O,O,X,O,X,X,X,O,O,X,X
STIZLOJ,O,O,X,O,X,X,X,O,O,X,X
STIZJLO,O,O,X,O,X,X,X,O,O,X,X
STIZJOL,X,O,X,O,X,X,X,X,O,X,X
STIZOLJ,O,O,X,O,X,X,X,O,O,X,X
STIZOJL,X,O,X,O,X,X,X,X,O,X,X
STIOLJZ,X,O,X,O,X,X,X,X,O,X,X
STIOLZJ,O,O,X,O,X,X,X,X,O,X,X
STIOJLZ,X,O,X,O,X,X,X,X,O,X,X
STIOJZL,X,X,X,O,X,X,X,X,O,X,X
STIOZLJ,O,O,X,O,X,X,X,X,O,X,X
STIOZJL,O,O,X,O,X,X,X,X,O,X,X
STLIJZO,O,O,X,X,X,X,X,O,O,X,X
STLIJOZ,O,O,X,X,X,X,X,X,O,X,X
STLIZJO,O,O,X,X,X,X,X,O,O,X,X
STLIZOJ,O,O,X,X,X,X,X,O,O,X,X
STLIOJZ,X,O,X,X,X,X,X,X,O,X,X
STLIOZJ,O,O,X,X,X,X,X,X,O,X,X
STLJIZO,O,O,X,X,X,X,X,O,O,X,X
STLJIOZ,O,O,X,X,X,X,X,X,O,X,X
STLJZIO,O,O,X,X,X,X,X,O,O,X,X
STLJZOI,O,O,X,X,X,X,X,O,O,X,X
STLJOIZ,O,O,X,X,O,X,X,X,O,X,X
STLJOZI,O,O,X,X,O,X,X,X,O,X,X
STLZIJO,O,O,X,X,X,X,X,O,O,X,X
STLZIOJ,O,O,X,X,O,X,X,O,O,X,X
STLZJIO,O,O,X,X,X,X,X,O,O,X,X
STLZJOI,O,O,X,X,X,X,X,O,O,X,X
STLZOIJ,O,O,X,X,O,X,X,O,O,X,X
STLZOJI,O,O,X,X,O,X,X,O,O,X,X
STLOIJZ,X,O,X,X,X,X,X,X,O,X,X
STLOIZJ,O,O,X,X,X,X,X,X,O,X,X
STLOJIZ,O,O,X,X,O,X,X,X,O,X,X
STLOJZI,O,O,X,X,O,X,X,X,O,X,X
STLOZIJ,O,O,X,X,O,X,X,X,O,X,X
STLOZJI,O,O,X,X,O,X,X,X,O,X,X
STJILZO,O,O,X,O,X,X,X,O,O,X,X
STJILOZ,O,O,X,O,X,X,X,X,O,X,X
STJIZLO,O,O,X,O,X,X,O,O,O,O,X
STJIZOL,O,O,X,O,X,X,O,O,O,O,O
STJIOLZ,O,O,X,O,X,X,X,X,O,X,X
STJIOZL,O,X,X,O,X,O,O,X,O,X,X
STJLIZO,O,O,X,X,X,X,X,O,O,X,X
STJLIOZ,O,O,X,X,X,X,X,X,O,X,X
STJLZIO,O,O,X,X,X,X,X,O,O,X,X
STJLZOI,O,O,X,X,X,X,X,O,O,X,X
STJLOIZ,O,O,X,X,O,X,X,X,O,X,X
STJLOZI,O,O,X,X,O,X,X,X,O,X,X
STJZILO,O,O,X,X,X,X,O,O,O,O,X
STJZIOL,O,O,X,X,X,X,O,O,O,O,O
STJZLIO,O,O,X,X,X,X,O,O,O,O,X
STJZLOI,O,O,X,X,X,X,O,O,O,O,X
STJZOIL,O,O,X,X,X,X,O,O,O,O,O
STJZOLI,O,O,X,X,X,X,O,O,O,O,O
STJOILZ,O,O,X,O,O,X,X,X,O,X,X
STJOIZL,O,X,X,O,O,O,O,X,O,X,X
STJOLIZ,O,O,X,X,O,X,X,X,O,X,X
STJOLZI,O,O,X,X,O,X,X,X,O,X,X
STJOZIL,O,O,X,X,O,O,O,X,O,X,X
STJOZLI,O,O,X,X,O,O,O,X,O,X,X
STZILJO,O,O,X,X,X,X,X,O,O,O,X
STZILOJ,O,O,X,X,O,X,X,O,O,X,X
STZIJLO,O,O,X,X,X,X,O,O,O,O,X
STZIJOL,O,O,X,X,X,X,O,O,O,O,X
STZIOLJ,O,O,X,X,X,X,X,O,O,X,X
STZIOJL,O,O,X,X,X,X,O,X,O,X,X
STZLIJO,O,O,X,X,X,X,X,O,O,O,X
STZLIOJ,O,O,X,X,O,X,X,O,O,X,X
STZLJIO,O,O,X,X,X,X,O,O,O,O,X
STZLJOI,O,O,X,X,X,X,O,O,O,O,X
STZLOIJ,O,O,X,X,O,X,X,O,O,X,X
STZLOJI,O,O,X,X,O,X,O,O,O,O,X
STZJILO,O,O,X,X,X,X,O,O,O,O,X
STZJIOL,O,O,X,X,X,X,O,O,O,O,O
STZJLIO,O,O,X,X,X,X,O,O,O,O,X
STZJLOI,O,O,X,X,X,X,O,O,O,O,X
STZJOIL,O,O,X,X,X,X,O,O,O,O,O
STZJOLI,O,O,X,X,X,X,O,O,O,O,O
STZOILJ,O,O,X,X,O,X,X,O,O,X,X
STZOIJL,O,O,X,X,X,X,O,X,O,X,X
STZOLIJ,O,O,X,X,O,X,X,O,O,X,X
STZOLJI,O,O,X,X,O,X,O,O,O,O,X
STZOJIL,O,O,X,X,O,X,O,O,O,O,O
STZOJLI,O,O,X,X,O,X,O,O,O,O,O
STOILJZ,X,O,X,O,X,X,X,X,O,X,X
STOILZJ,O,O,X,O,X,X,X,X,O,X,X
STOIJLZ,X,O,X,O,X,X,X,X,O,X,X
STOIJZL,X,X,X,O,X,X,X,X,O,X,X
STOIZLJ,O,O,X,O,X,X,X,X,O,X,X
STOIZJL,O,O,X,O,X,X,X,X,O,X,X
STOLIJZ,X,O,X,X,X,X,X,X,O,X,X
STOLIZJ,O,O,X,X,X,X,X,X,O,X,X
STOLJIZ,O,O,X,X,O,X,X,X,O,X,X
STOLJZI,O,O,X,X,O,X,X,X,O,X,X
STOLZIJ,O,O,X,X,O,X,X,X,O,X,X
STOLZJI,O,O,X,X,O,X,X,X,O,X,X
STOJILZ,O,O,X,O,O,X,X,X,O,X,X
STOJIZL,O,X,X,O,O,O,O,X,O,X,X
STOJLIZ,O,O,X,X,O,X,X,X,O,X,X
STOJLZI,O,O,X,X,O,X,X,X,O,X,X
STOJZIL,O,O,X,X,O,O,O,X,O,X,X
STOJZLI,O,O,X,X,O,O,O,X,O,X,X
STOZILJ,O,O,X,X,O,X,X,X,O,X,X
STOZIJL,O,O,X,X,X,O,O,X,O,X,X
STOZLIJ,O,O,X,X,O,X,X,X,O,X,X
STOZLJI,O,O,X,X,O,O,O,X,O,X,X
STOZJIL,O,O,X,X,O,O,O,X,O,X,X
STOZJLI,O,O,X,X,O,O,O,X,O,X,X
SITLJZO,X,X,X,O,X,X,X,X,O,X,X
SITLJOZ,X,O,X,O,X,X,X,X,O,X,X
SITLZJO,X,O,X,O,X,X,X,X,O,X,X
SITLZOJ,X,O,X,O,X,X,X,X,O,X,X
SITLOJZ,X,O,X,O,X,X,X,X,O,X,X
SITLOZJ,X,O,X,O,X,X,X,X,O,X,X
SITJLZO,X,X,X,O,X,X,X,X,O,X,X
SITJLOZ,X,O,X,O,X,X,X,X,O,X,X
SITJZLO,X,X,X,O,X,X,X,X,O,X,X
SITJZOL,X,X,X,O,X,X,X,X,O,X,X
SITJOLZ,X,O,X,O,X,X,X,X,O,X,X
SITJOZL,X,X,X,O,X,X,X,X,O,X,X
SITZLJO,X,O,X,O,X,X,X,X,O,X,X
SITZLOJ,X,O,X,O,X,X,X,X,O,X,X
SITZJLO,X,O,X,O,X,X,X,X,O,X,X
SITZJOL,X,O,X,O,X,X,X,X,O,X,X
SITZOLJ,X,O,X,O,X,X,X,X,O,X,X
SITZOJL,X,O,X,O,X,X,X,X,O,X,X
SITOLJZ,X,O,X,O,X,X,X,X,O,X,X
SITOLZJ,X,O,X,O,X,X,X,X,O,X,X
SITOJLZ,X,O,X,O,X,X,X,X,O,X,X
SITOJZL,X,X,X,O,X,X,X,X,O,X,X
SITOZLJ,X,O,X,O,X,X,X,X,O,X,X
SITOZJL,X,O,X,O,X,X,X,X,O,X,X
