sequence,v115@BhA8IeC8FeB8FeE8CeA8JeZEJvhFCgBGiBTjBXlBUs?BFtB,v115@BhA8IeC8FeB8FeE8CeA8JeTAJvhFRiBSoBOpB0kBFs?BXtB,v115@BhA8IeC8FeB8FeE8CeA8JeTAJvhFRiBSoB0kBOpBFs?BXtB,v115@BhA8IeC8FeB8FeE8CeA8JeZEJvhFqkBTgBXjBctBGs?BFsB,v115@BhA8IeC8FeB8FeE8CeA8JeTAJvhF6oB1pBRsBOpBft?BUsB,v115@BhA8IeC8FeB8FeE8CeA8Jex/IvhFOpBXlBSsBToBUs?BFtB
JZSTLIO,O,X,X,O,X,X
JZSTLOI,O,X,X,O,X,X
JZSTOIL,O,X,X,X,X,X
JZSTOLI,O,X,X,O,X,X
JZSITLO,O,X,X,O,X,X
JZSITOL,O,X,X,X,X,X
JZSILTO,O,X,X,O,X,X
JZSILOT,O,O,O,O,X,O
JZSIOTL,O,X,X,X,X,X
JZSIOLT,O,O,O,O,X,O
JZSLTIO,O,X,X,O,X,X
JZSLTOI,O,X,X,O,X,X
JZSLITO,O,X,X,O,X,X
JZSLIOT,O,O,O,O,X,O
JZSLOTI,O,O,O,O,X,O
JZSLOIT,O,O,O,O,X,O
JZSOTIL,O,X,X,X,X,X
JZSOTLI,O,X,X,O,X,X
JZSOITL,O,X,X,X,X,X
JZSOILT,O,O,O,O,X,O
JZSOLTI,O,O,O,O,X,O
JZSOLIT,O,O,O,O,X,O
JZOTILS,O,O,O,X,X,X
JZOTISL,O,X,X,X,X,X
JZOTLIS,O,O,O,O,X,X
JZOTLSI,O,O,O,O,X,X
JZOTSIL,O,O,O,X,X,X
JZOTSLI,O,O,O,O,X,X
JZOITLS,O,X,X,X,X,X
JZOITSL,O,X,X,X,X,X
JZOILTS,X,X,X,O,X,X
JZOILST,X,X,X,O,X,X
JZOISTL,O,X,X,X,X,X
JZOISLT,O,X,X,O,X,X
JZOLTIS,X,X,X,O,X,X
JZOLTSI,X,X,X,O,X,X
JZOLITS,X,X,X,O,X,X
JZOLIST,X,X,X,O,X,X
JZOLSTI,X,X,X,O,X,O
JZOLSIT,X,X,X,O,X,O
JZOSTIL,O,X,X,X,X,X
JZOSTLI,O,X,X,O,X,X
JZOSITL,O,X,X,X,X,X
JZOSILT,O,O,O,O,X,O
JZOSLTI,O,O,O,O,X,O
JZOSLIT,O,O,O,O,X,O
JOTILSZ,O,O,X,X,O,X
JOTILZS,X,O,O,X,O,X
JOTISLZ,O,O,X,X,X,X
JOTISZL,O,O,X,X,X,X
JOTIZLS,X,O,O,X,X,X
JOTIZSL,O,X,X,X,X,X
JOTLISZ,O,O,X,X,O,X
JOTLIZS,X,O,O,O,O,X
JOTLSIZ,O,O,X,X,X,O
JOTLSZI,O,O,X,X,X,O
JOTLZIS,X,O,O,O,X,X
JOTLZSI,X,O,O,O,X,X
JOTSILZ,O,O,O,X,X,O
JOTSIZL,O,O,O,X,X,X
JOTSLIZ,O,O,O,X,X,O
JOTSLZI,O,O,O,X,X,O
JOTSZIL,O,O,O,X,X,X
JOTSZLI,O,O,O,X,X,X
JOTZILS,X,O,O,X,X,X
JOTZISL,O,X,X,X,X,X
JOTZLIS,X,O,O,O,X,X
JOTZLSI,X,O,O,O,X,X
JOTZSIL,O,O,O,X,X,X
JOTZSLI,O,O,O,O,X,X
JOITLSZ,O,O,X,X,O,X
JOITLZS,X,O,X,X,O,X
JOITSLZ,O,O,X,X,X,X
JOITSZL,O,O,X,X,X,X
JOITZLS,X,O,X,X,X,X
JOITZSL,O,X,X,X,X,X
JOILTSZ,X,X,X,X,O,X
JOILTZS,X,X,X,O,O,X
JOILSTZ,X,X,X,X,X,O
JOILSZT,X,X,X,O,X,O
JOILZTS,X,X,X,O,X,X
JOILZST,X,X,X,O,X,X
JOISTLZ,O,O,X,X,X,O
JOISTZL,O,X,X,X,X,X
JOISLTZ,O,O,X,X,X,O
JOISLZT,O,O,X,X,X,O
JOISZTL,O,X,X,X,X,X
JOISZLT,O,O,X,X,X,O
JOIZTLS,O,X,X,X,X,X
JOIZTSL,O,X,X,X,X,X
JOIZLTS,X,X,X,O,X,X
JOIZLST,X,X,X,O,X,X
JOIZSTL,O,X,X,X,X,X
JOIZSLT,O,X,X,O,X,X
JOLTISZ,X,O,X,X,O,X
JOLTIZS,X,O,X,O,O,X
JOLTSIZ,X,O,X,X,X,O
JOLTSZI,X,O,X,X,X,O
JOLTZIS,X,O,X,O,X,X
JOLTZSI,X,O,X,O,X,X
JOLITSZ,X,X,X,X,O,X
JOLITZS,X,X,X,O,O,X
JOLISTZ,X,X,X,X,X,O
JOLISZT,X,X,X,O,X,O
JOLIZTS,X,X,X,O,X,X
JOLIZST,X,X,X,O,X,X
JOLSTIZ,X,O,X,X,X,O
JOLSTZI,X,O,X,X,X,O
JOLSITZ,X,O,X,X,X,O
JOLSIZT,X,O,X,O,X,O
JOLSZTI,X,O,X,O,X,O
JOLSZIT,X,O,X,O,X,O
JOLZTIS,X,X,X,O,X,X
JOLZTSI,X,X,X,O,X,X
JOLZITS,X,X,X,O,X,X
JOLZIST,X,X,X,O,X,X
JOLZSTI,X,X,X,O,X,O
JOLZSIT,X,X,X,O,X,O
JOSTILZ,O,O,X,X,X,O
JOSTIZL,O,O,X,X,X,X
JOSTLIZ,O,O,X,X,X,O
JOSTLZI,O,O,X,X,X,O
JOSTZIL,O,O,X,X,X,X
JOSTZLI,O,O,X,X,X,X
JOSITLZ,O,O,X,X,X,O
JOSITZL,O,X,X,X,X,X
JOSILTZ,O,O,X,X,X,O
JOSILZT,O,O,O,X,X,O
JOSIZTL,O,X,X,X,X,X
JOSIZLT,O,O,O,X,X,O
JOSLTIZ,O,O,X,X,X,O
JOSLTZI,O,O,X,X,X,O
JOSLITZ,O,O,X,X,X,O
JOSLIZT,O,O,O,O,X,O
JOSLZTI,O,O,O,O,X,O
JOSLZIT,O,O,O,O,X,O
JOSZTIL,O,X,X,X,X,X
JOSZTLI,O,X,X,O,X,X
JOSZITL,O,X,X,X,X,X
JOSZILT,O,O,O,O,X,O
JOSZLTI,O,O,O,O,X,O
JOSZLIT,O,O,O,O,X,O
JOZTILS,O,O,O,X,X,X
JOZTISL,O,X,X,X,X,X
JOZTLIS,O,O,O,O,X,X
JOZTLSI,O,O,O,O,X,X
JOZTSIL,O,O,O,X,X,X
JOZTSLI,O,O,O,O,X,X
JOZITLS,O,X,X,X,X,X
JOZITSL,O,X,X,X,X,X
JOZILTS,X,X,X,O,X,X
JOZILST,X,X,X,O,X,X
JOZISTL,O,X,X,X,X,X
JOZISLT,O,X,X,O,X,X
JOZLTIS,X,X,X,O,X,X
JOZLTSI,X,X,X,O,X,X
JOZLITS,X,X,X,O,X,X
JOZLIST,X,X,X,O,X,X
JOZLSTI,X,X,X,O,X,O
JOZLSIT,X,X,X,O,X,O
JOZSTIL,O,X,X,X,X,X
JOZSTLI,O,X,X,O,X,X
JOZSITL,O,X,X,X,X,X
JOZSILT,O,O,O,O,X,O
JOZSLTI,O,O,O,O,X,O
JOZSLIT,O,O,O,O,X,O
STILJZO,O,O,O,X,O,X
STILJOZ,O,O,O,X,O,X
STILZJO,O,O,O,X,O,X
STILZOJ,O,O,O,X,O,X
STILOJZ,O,O,O,X,O,X
STILOZJ,O,O,O,X,O,X
STIJLZO,O,O,O,X,X,X
STIJLOZ,O,O,O,X,X,X
STIJZLO,O,O,O,X,X,X
STIJZOL,O,O,O,X,X,X
STIJOLZ,O,O,O,X,X,X
STIJOZL,O,O,O,X,X,X
STIZLJO,O,O,O,X,X,X
STIZLOJ,O,O,O,X,X,X
STIZJLO,O,O,O,X,X,X
STIZJOL,O,O,O,X,X,X
STIZOLJ,O,O,O,X,X,X
STIZOJL,O,O,O,X,X,X
STIOLJZ,O,O,O,X,O,X
STIOLZJ,O,O,O,X,O,X
STIOJLZ,O,O,O,X,X,X
STIOJZL,O,O,O,X,X,X
STIOZLJ,O,O,O,X,X,X
STIOZJL,O,O,O,X,X,X
STLIJZO,O,O,O,X,O,X
STLIJOZ,O,O,O,X,O,X
STLIZJO,O,O,O,X,O,X
STLIZOJ,O,O,O,X,O,X
STLIOJZ,O,O,O,X,O,X
STLIOZJ,O,O,O,X,O,X
STLJIZO,O,O,O,X,X,X
STLJIOZ,O,O,O,X,X,O
STLJZIO,O,O,O,X,X,X
STLJZOI,O,O,O,X,X,X
STLJOIZ,O,O,O,X,X,O
STLJOZI,O,O,O,X,X,O
STLZIJO,O,O,O,X,X,X
STLZIOJ,O,O,O,X,X,X
STLZJIO,O,O,O,X,X,X
STLZJOI,O,O,O,X,X,X
STLZOIJ,O,O,O,X,X,X
STLZOJI,O,O,O,X,X,X
STLOIJZ,O,O,O,X,O,X
STLOIZJ,O,O,O,X,O,X
STLOJIZ,O,O,O,X,X,O
STLOJZI,O,O,O,X,X,O
STLOZIJ,O,O,O,X,X,X
STLOZJI,O,O,O,X,X,X
STJILZO,O,O,O,X,X,X
STJILOZ,O,O,O,X,X,O
STJIZLO,O,O,O,X,X,X
STJIZOL,O,O,O,X,X,X
STJIOLZ,O,O,O,X,X,O
STJIOZL,O,O,O,X,X,X
STJLIZO,O,O,O,X,X,X
STJLIOZ,O,O,O,X,X,O
STJLZIO,O,O,O,X,X,X
STJLZOI,O,O,O,X,X,X
STJLOIZ,O,O,O,X,X,O
STJLOZI,O,O,O,X,X,O
STJZILO,O,O,O,X,X,X
STJZIOL,O,O,O,X,X,X
STJZLIO,O,O,O,X,X,X
STJZLOI,O,O,O,X,X,X
STJZOIL,O,O,O,X,X,X
STJZOLI,O,O,O,X,X,X
STJOILZ,O,O,O,X,X,O
STJOIZL,O,O,O,X,X,X
STJOLIZ,O,O,O,X,X,O
STJOLZI,O,O,O,X,X,O
STJOZIL,O,O,O,X,X,X
STJOZLI,O,O,O,X,X,X
STZILJO,O,O,O,X,X,X
STZILOJ,O,O,O,X,X,X
STZIJLO,O,O,O,X,X,X
STZIJOL,O,O,O,X,X,X
STZIOLJ,O,O,O,X,X,X
STZIOJL,O,O,O,X,X,X
STZLIJO,O,O,O,X,X,X
STZLIOJ,O,O,O,X,X,X
STZLJIO,O,O,O,X,X,X
STZLJOI,O,O,O,X,X,X
STZLOIJ,O,O,O,X,X,X
STZLOJI,O,O,O,X,X,X
STZJILO,O,O,O,X,X,X
STZJIOL,O,O,O,X,X,X
STZJLIO,O,O,O,X,X,X
STZJLOI,O,O,O,X,X,X
STZJOIL,O,O,O,X,X,X
STZJOLI,O,O,O,X,X,X
STZOILJ,O,O,O,X,X,X
STZOIJL,O,O,O,X,X,X
STZOLIJ,O,O,O,X,X,X
STZOLJI,O,O,O,X,X,X
STZOJIL,O,O,O,X,X,X
STZOJLI,O,O,O,X,X,X
STOILJZ,O,O,O,X,O,X
STOILZJ,O,O,O,X,O,X
STOIJLZ,O,O,O,X,X,X
STOIJZL,O,O,O,X,X,X
STOIZLJ,O,O,O,X,X,X
STOIZJL,O,O,O,X,X,X
STOLIJZ,O,O,O,X,O,X
STOLIZJ,O,O,O,X,O,X
STOLJIZ,O,O,O,X,X,O
STOLJZI,O,O,O,X,X,O
STOLZIJ,O,O,O,X,X,X
STOLZJI,O,O,O,X,X,X
STOJILZ,O,O,O,X,X,O
STOJIZL,O,O,O,X,X,X
STOJLIZ,O,O,O,X,X,O
STOJLZI,O,O,O,X,X,O
STOJZIL,O,O,O,X,X,X
STOJZLI,O,O,O,X,X,X
STOZILJ,O,O,O,X,X,X
STOZIJL,O,O,O,X,X,X
STOZLIJ,O,O,O,X,X,X
STOZLJI,O,O,O,X,X,X
STOZJIL,O,O,O,X,X,X
STOZJLI,O,O,O,X,X,X
SITLJZO,O,X,X,X,O,X
SITLJOZ,O,O,X,X,O,X
SITLZJO,O,X,X,X,O,X
SITLZOJ,O,X,O,X,O,X
SITLOJZ,O,O,X,X,O,X
SITLOZJ,O,X,O,X,O,X
SITJLZO,O,X,X,X,X,X
SITJLOZ,O,O,X,X,X,X
SITJZLO,O,X,X,X,X,X
SITJZOL,O,X,X,X,X,X
SITJOLZ,O,O,X,X,X,X
SITJOZL,O,X,X,X,X,X
SITZLJO,O,X,X,X,X,X
SITZLOJ,O,X,O,X,X,X
SITZJLO,O,X,X,X,X,X
SITZJOL,O,X,X,X,X,X
SITZOLJ,O,X,O,X,X,X
SITZOJL,O,X,X,X,X,X
SITOLJZ,O,O,X,X,O,X
SITOLZJ,O,X,O,X,O,X
SITOJLZ,O,O,X,X,X,X
SITOJZL,O,X,X,X,X,X
SITOZLJ,O,X,O,X,X,X
SITOZJL,O,X,X,X,X,X
SILTJZO,O,X,X,X,O,X
SILTJOZ,O,O,X,X,O,X
SILTZJO,O,X,X,X,O,X
SILTZOJ,O,X,O,X,O,X
SILTOJZ,O,O,X,X,O,X
SILTOZJ,O,X,O,X,O,X
SILJTZO,O,X,X,X,X,X
SILJTOZ,O,O,X,X,X,O
SILJZTO,O,X,X,O,X,X
SILJZOT,O,O,O,O,X,O
SILJOTZ,O,O,X,X,X,O
SILJOZT,O,O,O,O,X,O
SILZTJO,O,X,X,X,X,X
SILZTOJ,O,X,O,O,X,X
SILZJTO,O,X,X,O,X,X
SILZJOT,O,O,O,O,X,X
SILZOTJ,O,X,O,O,X,X
SILZOJT,O,O,O,O,X,X
SILOTJZ,O,O,X,X,O,X
SILOTZJ,O,X,O,X,O,X
SILOJTZ,O,O,X,X,X,O
SILOJZT,O,O,O,O,X,O
SILOZTJ,O,X,O,O,X,X
SILOZJT,O,O,O,O,X,X
SIJTLZO,O,X,X,X,X,X
SIJTLOZ,O,O,X,X,X,O
SIJTZLO,O,X,X,X,X,X
SIJTZOL,O,X,X,X,X,X
SIJTOLZ,O,O,X,X,X,O
SIJTOZL,O,X,X,X,X,X
SIJLTZO,O,X,X,X,X,X
SIJLTOZ,O,O,X,X,X,O
SIJLZTO,O,X,X,O,X,X
SIJLZOT,O,O,O,O,X,O
SIJLOTZ,O,O,X,X,X,O
SIJLOZT,O,O,O,O,X,O
SIJZTLO,O,X,X,O,X,X
SIJZTOL,O,X,X,X,X,X
SIJZLTO,O,X,X,O,X,X
SIJZLOT,O,O,O,O,X,O
SIJZOTL,O,X,X,X,X,X
SIJZOLT,O,O,O,O,X,O
SIJOTLZ,O,O,X,X,X,O
SIJOTZL,O,X,X,X,X,X
SIJOLTZ,O,O,X,X,X,O
SIJOLZT,O,O,O,X,X,O
SIJOZTL,O,X,X,X,X,X
SIJOZLT,O,O,O,X,X,O
SIZTLJO,O,X,X,X,X,X
SIZTLOJ,O,X,O,O,X,X
SIZTJLO,O,X,X,X,X,X
SIZTJOL,O,X,X,X,X,X
SIZTOLJ,O,X,O,X,X,X
SIZTOJL,O,X,X,X,X,X
SIZLTJO,O,X,X,X,X,X
SIZLTOJ,O,X,O,O,X,X
SIZLJTO,O,X,X,O,X,X
SIZLJOT,O,O,O,O,X,X
SIZLOTJ,O,X,O,O,X,X
SIZLOJT,O,O,O,O,X,X
SIZJTLO,O,X,X,O,X,X
SIZJTOL,O,X,X,X,X,X
SIZJLTO,O,X,X,O,X,X
SIZJLOT,O,O,O,O,X,X
SIZJOTL,O,X,X,X,X,X
SIZJOLT,O,O,O,O,X,X
SIZOTLJ,O,X,O,X,X,X
SIZOTJL,O,X,X,X,X,X
SIZOLTJ,O,X,O,O,X,X
SIZOLJT,O,O,O,O,X,X
SIZOJTL,O,X,X,X,X,X
SIZOJLT,O,O,O,X,X,X
SIOTLJZ,O,O,X,X,O,X
SIOTLZJ,O,X,O,X,O,X
SIOTJLZ,O,O,X,X,X,X
SIOTJZL,O,X,X,X,X,X
SIOTZLJ,O,X,O,X,X,X
SIOTZJL,O,X,X,X,X,X
SIOLTJZ,O,O,X,X,O,X
SIOLTZJ,O,X,O,X,O,X
SIOLJTZ,O,O,X,X,X,O
SIOLJZT,O,O,O,X,X,O
SIOLZTJ,O,X,O,X,X,X
SIOLZJT,O,O,O,X,X,X
SIOJTLZ,O,O,X,X,X,O
SIOJTZL,O,X,X,X,X,X
SIOJLTZ,O,O,X,X,X,O
SIOJLZT,O,O,O,X,X,O
SIOJZTL,O,X,X,X,X,X
SIOJZLT,O,O,O,X,X,O
SIOZTLJ,O,X,O,X,X,X
SIOZTJL,O,X,X,X,X,X
SIOZLTJ,O,X,O,X,X,X
SIOZLJT,O,O,O,X,X,X
SIOZJTL,O,X,X,X,X,X
SIOZJLT,O,O,O,X,X,X
SLTIJZO,O,X,X,X,O,X
SLTIJOZ,O,O,X,X,O,X
SLTIZJO,O,X,X,X,O,X
SLTIZOJ,O,X,O,X,O,X
SLTIOJZ,O,O,X,X,O,X
SLTIOZJ,O,X,O,X,O,X
SLTJIZO,O,X,X,X,X,X
SLTJIOZ,O,O,X,X,X,O
SLTJZIO,O,X,X,X,X,X
SLTJZOI,O,X,X,X,X,X
SLTJOIZ,O,O,X,X,X,O
SLTJOZI,O,O,X,X,X,O
SLTZIJO,O,X,X,X,X,X
SLTZIOJ,O,X,O,X,X,X
SLTZJIO,O,X,X,X,X,X
SLTZJOI,O,X,X,X,X,X
SLTZOIJ,O,X,O,X,X,X
SLTZOJI,O,X,O,X,X,X
SLTOIJZ,O,O,X,X,O,X
SLTOIZJ,O,X,O,X,O,X
SLTOJIZ,O,O,X,X,X,O
SLTOJZI,O,O,X,X,X,O
SLTOZIJ,O,X,O,X,X,X
SLTOZJI,O,X,O,X,X,X
SLITJZO,O,X,X,X,O,X
SLITJOZ,O,O,X,X,O,X
SLITZJO,O,X,X,X,O,X
SLITZOJ,O,X,O,X,O,X
SLITOJZ,O,O,X,X,O,X
SLITOZJ,O,X,O,X,O,X
SLIJTZO,O,X,X,X,X,X
SLIJTOZ,O,O,X,X,X,O
SLIJZTO,O,X,X,O,X,X
SLIJZOT,O,O,O,O,X,O
SLIJOTZ,O,O,X,X,X,O
SLIJOZT,O,O,O,O,X,O
SLIZTJO,O,X,X,X,X,X
SLIZTOJ,O,X,O,O,X,X
SLIZJTO,O,X,X,O,X,X
SLIZJOT,O,O,O,O,X,X
SLIZOTJ,O,X,O,O,X,X
SLIZOJT,O,O,O,O,X,X
SLIOTJZ,O,O,X,X,O,X
SLIOTZJ,O,X,O,X,O,X
SLIOJTZ,O,O,X,X,X,O
SLIOJZT,O,O,O,O,X,O
SLIOZTJ,O,X,O,O,X,X
SLIOZJT,O,O,O,O,X,X
SLJTIZO,O,X,X,X,X,X
SLJTIOZ,O,O,X,X,X,O
SLJTZIO,O,X,X,X,X,X
SLJTZOI,O,X,X,X,X,X
SLJTOIZ,O,O,X,X,X,O
SLJTOZI,O,O,X,X,X,O
SLJITZO,O,X,X,X,X,X
SLJITOZ,O,O,X,X,X,O
SLJIZTO,O,X,X,O,X,X
SLJIZOT,O,O,O,O,X,O
SLJIOTZ,O,O,X,X,X,O
SLJIOZT,O,O,O,O,X,O
SLJZTIO,O,X,X,O,X,X
SLJZTOI,O,X,X,O,X,X
SLJZITO,O,X,X,O,X,X
SLJZIOT,O,O,O,O,X,O
SLJZOTI,O,O,O,O,X,O
SLJZOIT,O,O,O,O,X,O
SLJOTIZ,O,O,X,X,X,O
SLJOTZI,O,O,X,X,X,O
SLJOITZ,O,O,X,X,X,O
SLJOIZT,O,O,O,O,X,O
SLJOZTI,O,O,O,O,X,O
SLJOZIT,O,O,O,O,X,O
SLZTIJO,O,X,X,X,X,X
SLZTIOJ,O,X,O,O,X,X
SLZTJIO,O,X,X,X,X,X
SLZTJOI,O,X,X,X,X,X
SLZTOIJ,O,X,O,O,X,X
SLZTOJI,O,X,O,X,X,X
SLZITJO,O,X,X,X,X,X
SLZITOJ,O,X,O,O,X,X
SLZIJTO,O,X,X,O,X,X
SLZIJOT,O,O,O,O,X,X
SLZIOTJ,O,X,O,O,X,X
SLZIOJT,O,O,O,O,X,X
SLZJTIO,O,X,X,O,X,X
SLZJTOI,O,X,X,O,X,X
SLZJITO,O,X,X,O,X,X
SLZJIOT,O,O,O,O,X,O
SLZJOTI,O,O,O,O,X,O
SLZJOIT,O,O,O,O,X,O
SLZOTIJ,O,X,O,O,X,X
SLZOTJI,O,X,O,X,X,X
SLZOITJ,O,X,O,O,X,X
SLZOIJT,O,O,O,O,X,X
SLZOJTI,O,O,O,O,X,O
SLZOJIT,O,O,O,O,X,O
SLOTIJZ,O,O,X,X,O,X
SLOTIZJ,O,X,O,X,O,X
SLOTJIZ,O,O,X,X,X,O
SLOTJZI,O,O,X,X,X,O
SLOTZIJ,O,X,O,X,X,X
SLOTZJI,O,X,O,X,X,X
SLOITJZ,O,O,X,X,O,X
SLOITZJ,O,X,O,X,O,X
SLOIJTZ,O,O,X,X,X,O
SLOIJZT,O,O,O,O,X,O
SLOIZTJ,O,X,O,O,X,X
SLOIZJT,O,O,O,O,X,X
SLOJTIZ,O,O,X,X,X,O
SLOJTZI,O,O,X,X,X,O
SLOJITZ,O,O,X,X,X,O
SLOJIZT,O,O,O,O,X,O
SLOJZTI,O,O,O,O,X,O
SLOJZIT,O,O,O,O,X,O
SLOZTIJ,O,X,O,O,X,X
SLOZTJI,O,X,O,X,X,X
SLOZITJ,O,X,O,O,X,X
SLOZIJT,O,O,O,O,X,X
SLOZJTI,O,O,O,O,X,O
SLOZJIT,O,O,O,O,X,O
SJTILZO,O,O,X,X,X,X
SJTILOZ,O,O,X,X,X,O
SJTIZLO,O,O,X,X,X,X
SJTIZOL,O,O,X,X,X,X
SJTIOLZ,O,O,X,X,X,O
SJTIOZL,O,O,X,X,X,X
SJTLIZO,O,O,X,X,X,X
SJTLIOZ,O,O,X,X,X,O
SJTLZIO,O,O,X,X,X,X
SJTLZOI,O,O,X,X,X,X
SJTLOIZ,O,O,X,X,X,O
SJTLOZI,O,O,X,X,X,O
SJTZILO,O,O,X,X,X,X
SJTZIOL,O,O,X,X,X,X
SJTZLIO,O,O,X,X,X,X
SJTZLOI,O,O,X,X,X,X
SJTZOIL,O,O,X,X,X,X
SJTZOLI,O,O,X,X,X,X
SJTOILZ,O,O,X,X,X,O
SJTOIZL,O,O,X,X,X,X
SJTOLIZ,O,O,X,X,X,O
SJTOLZI,O,O,X,X,X,O
SJTOZIL,O,O,X,X,X,X
SJTOZLI,O,O,X,X,X,X
SJITLZO,O,X,X,X,X,X
SJITLOZ,O,O,X,X,X,O
SJITZLO,O,X,X,X,X,X
SJITZOL,O,X,X,X,X,X
SJITOLZ,O,O,X,X,X,O
SJITOZL,O,X,X,X,X,X
SJILTZO,O,X,X,X,X,X
SJILTOZ,O,O,X,X,X,O
SJILZTO,O,X,X,O,X,X
SJILZOT,O,O,O,O,X,O
SJILOTZ,O,O,X,X,X,O
SJILOZT,O,O,O,O,X,O
SJIZTLO,O,X,X,O,X,X
SJIZTOL,O,X,X,X,X,X
SJIZLTO,O,X,X,O,X,X
SJIZLOT,O,O,O,O,X,O
SJIZOTL,O,X,X,X,X,X
SJIZOLT,O,O,O,O,X,O
SJIOTLZ,O,O,X,X,X,O
SJIOTZL,O,X,X,X,X,X
SJIOLTZ,O,O,X,X,X,O
SJIOLZT,O,O,O,X,X,O
SJIOZTL,O,X,X,X,X,X
SJIOZLT,O,O,O,X,X,O
SJLTIZO,O,X,X,X,X,X
SJLTIOZ,O,O,X,X,X,O
SJLTZIO,O,X,X,X,X,X
SJLTZOI,O,X,X,X,X,X
SJLTOIZ,O,O,X,X,X,O
SJLTOZI,O,O,X,X,X,O
SJLITZO,O,X,X,X,X,X
SJLITOZ,O,O,X,X,X,O
SJLIZTO,O,X,X,O,X,X
SJLIZOT,O,O,O,O,X,O
SJLIOTZ,O,O,X,X,X,O
SJLIOZT,O,O,O,O,X,O
SJLZTIO,O,X,X,O,X,X
SJLZTOI,O,X,X,O,X,X
SJLZITO,O,X,X,O,X,X
SJLZIOT,O,O,O,O,X,O
SJLZOTI,O,O,O,O,X,O
SJLZOIT,O,O,O,O,X,O
SJLOTIZ,O,O,X,X,X,O
SJLOTZI,O,O,X,X,X,O
SJLOITZ,O,O,X,X,X,O
SJLOIZT,O,O,O,O,X,O
SJLOZTI,O,O,O,O,X,O
SJLOZIT,O,O,O,O,X,O
SJZTILO,O,X,X,O,X,X
SJZTIOL,O,X,X,X,X,X
SJZTLIO,O,X,X,O,X,X
SJZTLOI,O,X,X,O,X,X
SJZTOIL,O,X,X,X,X,X
SJZTOLI,O,X,X,O,X,X
SJZITLO,O,X,X,O,X,X
SJZITOL,O,X,X,X,X,X
SJZILTO,O,X,X,O,X,X
SJZILOT,O,O,O,O,X,O
SJZIOTL,O,X,X,X,X,X
SJZIOLT,O,O,O,O,X,O
SJZLTIO,O,X,X,O,X,X
SJZLTOI,O,X,X,O,X,X
SJZLITO,O,X,X,O,X,X
SJZLIOT,O,O,O,O,X,O
SJZLOTI,O,O,O,O,X,O
SJZLOIT,O,O,O,O,X,O
SJZOTIL,O,X,X,X,X,X
SJZOTLI,O,X,X,O,X,X
SJZOITL,O,X,X,X,X,X
SJZOILT,O,O,O,O,X,O
SJZOLTI,O,O,O,O,X,O
SJZOLIT,O,O,O,O,X,O
SJOTILZ,O,O,X,X,X,O
SJOTIZL,O,O,X,X,X,X
SJOTLIZ,O,O,X,X,X,O
SJOTLZI,O,O,X,X,X,O
SJOTZIL,O,O,X,X,X,X
SJOTZLI,O,O,X,X,X,X
SJOITLZ,O,O,X,X,X,O
SJOITZL,O,X,X,X,X,X
SJOILTZ,O,O,X,X,X,O
SJOILZT,O,O,O,X,X,O
SJOIZTL,O,X,X,X,X,X
SJOIZLT,O,O,O,X,X,O
SJOLTIZ,O,O,X,X,X,O
SJOLTZI,O,O,X,X,X,O
SJOLITZ,O,O,X,X,X,O
SJOLIZT,O,O,O,O,X,O
SJOLZTI,O,O,O,O,X,O
SJOLZIT,O,O,O,O,X,O
SJOZTIL,O,X,X,X,X,X
SJOZTLI,O,X,X,O,X,X
SJOZITL,O,X,X,X,X,X
SJOZILT,O,O,O,O,X,O
SJOZLTI,O,O,O,O,X,O
SJOZLIT,O,O,O,O,X,O
SZTILJO,O,X,O,X,X,X
SZTILOJ,O,X,O,O,X,X
SZTIJLO,O,X,O,X,X,X
SZTIJOL,O,X,O,X,X,X
SZTIOLJ,O,X,O,X,X,X
SZTIOJL,O,X,O,X,X,X
SZTLIJO,O,X,O,X,X,X
SZTLIOJ,O,X,O,O,X,X
SZTLJIO,O,X,O,X,X,X
SZTLJOI,O,X,O,X,X,X
SZTLOIJ,O,X,O,O,X,X
SZTLOJI,O,X,O,X,X,X
SZTJILO,O,X,O,X,X,X
SZTJIOL,O,X,O,X,X,X
SZTJLIO,O,X,O,X,X,X
SZTJLOI,O,X,O,X,X,X
SZTJOIL,O,X,O,X,X,X
SZTJOLI,O,X,O,X,X,X
SZTOILJ,O,X,O,X,X,X
SZTOIJL,O,X,O,X,X,X
SZTOLIJ,O,X,O,O,X,X
SZTOLJI,O,X,O,X,X,X
SZTOJIL,O,X,O,X,X,X
SZTOJLI,O,X,O,X,X,X
SZITLJO,O,X,X,X,X,X
SZITLOJ,O,X,O,O,X,X
SZITJLO,O,X,X,X,X,X
SZITJOL,O,X,X,X,X,X
SZITOLJ,O,X,O,X,X,X
SZITOJL,O,X,X,X,X,X
SZILTJO,O,X,X,X,X,X
SZILTOJ,O,X,O,O,X,X
SZILJTO,O,X,X,O,X,X
SZILJOT,O,O,O,O,X,X
SZILOTJ,O,X,O,O,X,X
SZILOJT,O,O,O,O,X,X
SZIJTLO,O,X,X,O,X,X
SZIJTOL,O,X,X,X,X,X
SZIJLTO,O,X,X,O,X,X
SZIJLOT,O,O,O,O,X,X
SZIJOTL,O,X,X,X,X,X
SZIJOLT,O,O,O,O,X,X
SZIOTLJ,O,X,O,X,X,X
SZIOTJL,O,X,X,X,X,X
SZIOLTJ,O,X,O,O,X,X
