sequence,v115@GhA8IeA8EeA8AeD8DeE8Je0/IvhFxgBmiB/pBarBFn?BTqB,v115@GhA8IeA8EeA8AeD8DeE8JeT/IvhFxgBmiB/qBarBFn?B0pB,v115@GhA8IeA8EeA8AeD8DeE8Je0/IvhFlgBanBziB2pBXm?BRvB,v115@GhA8IeA8EeA8AeD8DeE8JeOEJvhF8kBanBziBFmB3l?BRvB,v115@GhA8IeA8EeA8AeD8DeE8Jex/IvhFXhBmiBypBFnBzq?B0pB,v115@GhA8IeA8EeA8AeD8DeE8JeUBJvhFRiB/pBFlBinBzq?BmpB,v115@GhA8IeA8EeA8AeD8DeE8JeT/IvhFRiB/qBFmBinB0p?BmqB,v115@GhA8IeA8EeA8AeD8DeE8Je0/IvhFxgBmiB/pBFnBiq?BzqB,v115@GhA8IeA8EeA8AeD8DeE8Je2EJvhFRgBanBziB1qB0p?BXrB,v115@GhA8IeA8EeA8AeD8DeE8JeOEJvhF8kBRiBFmBinBXq?BzqB,v115@GhA8IeA8EeA8AeD8DeE8JeRCJvhFTkB/qBFmBinB0p?BmqB
IZOSLJT,X,O,O,O,X,O,O,X,X,X,X
IZOSJTL,X,O,O,O,X,X,X,X,X,X,X
IZOSJLT,X,O,O,O,X,X,X,X,X,X,X
IOTLJSZ,O,X,O,O,O,X,X,X,X,X,X
IOTLJZS,O,X,O,O,O,X,X,X,X,X,X
IOTLSJZ,O,X,O,O,O,X,X,X,X,X,X
IOTLSZJ,O,X,O,O,O,X,X,X,X,X,X
IOTLZJS,O,X,X,O,O,X,X,X,X,X,X
IOTLZSJ,O,X,X,O,O,X,X,X,X,X,X
IOTJLSZ,O,X,O,O,O,X,X,X,X,X,X
IOTJLZS,O,X,O,O,O,X,X,X,X,X,X
IOTJSLZ,O,X,O,O,O,X,X,X,X,X,X
IOTJSZL,O,X,O,O,O,X,X,X,X,X,X
IOTJZLS,X,X,O,O,X,X,X,X,X,X,X
IOTJZSL,O,X,O,O,X,X,X,X,X,X,X
IOTSLJZ,O,X,O,O,O,X,X,X,X,X,X
IOTSLZJ,O,X,O,O,O,X,X,X,X,X,X
IOTSJLZ,O,X,O,O,O,X,X,X,X,X,X
IOTSJZL,O,X,O,O,O,X,X,X,X,X,X
IOTSZLJ,O,X,O,O,X,X,X,X,X,X,X
IOTSZJL,O,X,O,O,O,X,X,X,X,X,X
IOTZLJS,X,X,X,O,X,X,X,X,X,X,X
IOTZLSJ,X,X,X,O,X,X,X,X,X,X,X
IOTZJLS,X,X,X,O,X,X,X,X,X,X,X
IOTZJSL,O,X,X,O,X,X,X,X,X,X,X
IOTZSLJ,O,X,X,O,X,X,X,X,X,X,X
IOTZSJL,O,X,X,O,X,X,X,X,X,X,X
IOLTJSZ,O,X,O,O,O,X,X,X,X,X,X
IOLTJZS,O,X,O,O,O,X,X,X,X,X,X
IOLTSJZ,O,X,O,O,O,O,X,X,X,X,O
IOLTSZJ,O,X,O,O,O,O,X,X,X,X,O
IOLTZJS,O,X,X,O,O,X,X,X,X,X,X
IOLTZSJ,O,X,X,O,O,O,X,X,X,X,X
IOLJTSZ,O,X,O,O,O,X,X,X,X,X,X
IOLJTZS,O,X,O,O,O,X,X,X,X,X,X
IOLJSTZ,O,X,O,O,O,O,X,X,X,X,O
IOLJSZT,O,X,O,O,O,O,X,X,X,X,X
IOLJZTS,X,X,O,O,O,X,X,X,X,X,X
IOLJZST,O,X,O,O,O,O,X,X,X,X,X
IOLSTJZ,O,X,O,O,O,O,X,X,X,X,O
IOLSTZJ,O,X,O,O,O,O,X,X,X,X,O
IOLSJTZ,O,X,O,O,O,O,X,X,X,X,O
IOLSJZT,O,X,O,O,O,O,X,X,X,X,X
IOLSZTJ,O,X,O,O,O,O,X,X,X,X,O
IOLSZJT,O,X,O,O,O,O,X,X,X,X,X
IOLZTJS,O,X,X,O,O,X,X,X,O,X,X
IOLZTSJ,O,X,X,O,O,O,X,X,O,X,X
IOLZJTS,X,X,O,O,O,X,X,X,O,X,X
IOLZJST,O,X,O,O,O,O,X,X,O,X,X
IOLZSTJ,O,X,O,O,O,O,X,X,X,X,O
IOLZSJT,O,X,O,O,O,O,X,X,X,X,X
IOJTLSZ,X,X,O,O,X,X,X,X,X,X,X
IOJTLZS,X,X,O,O,X,X,X,X,X,X,X
IOJTSLZ,X,X,O,O,X,X,X,X,X,X,X
IOJTSZL,X,X,O,O,X,X,X,X,X,X,X
IOJTZLS,X,X,O,O,X,X,X,X,X,X,X
IOJTZSL,X,X,O,O,X,X,X,X,X,X,X
IOJLTSZ,O,X,O,O,O,X,X,X,X,X,X
IOJLTZS,X,X,O,O,O,X,X,X,X,X,X
IOJLSTZ,O,X,O,O,O,X,X,X,X,X,X
IOJLSZT,O,X,O,O,O,X,X,X,X,X,X
IOJLZTS,X,X,O,O,O,X,X,X,X,X,X
IOJLZST,O,X,O,O,O,X,X,X,X,X,X
IOJSTLZ,X,X,O,O,O,X,X,X,X,X,X
IOJSTZL,X,X,O,O,O,X,X,X,X,X,X
IOJSLTZ,O,X,O,O,O,X,X,X,X,X,X
IOJSLZT,O,X,O,O,O,X,X,X,X,X,X
IOJSZTL,O,X,O,O,O,X,X,X,X,X,X
IOJSZLT,O,X,O,O,O,X,X,X,X,X,X
IOJZTLS,X,X,O,O,X,X,X,X,X,X,X
IOJZTSL,X,X,O,O,X,X,X,X,X,X,X
IOJZLTS,X,X,O,O,X,X,X,X,X,X,X
IOJZLST,X,X,O,O,X,X,X,X,X,X,X
IOJZSTL,X,X,O,O,X,X,X,X,X,X,X
IOJZSLT,X,X,O,O,X,X,X,X,X,X,X
IOSTLJZ,O,X,O,O,O,O,X,X,X,X,O
IOSTLZJ,O,X,O,O,O,O,X,X,X,X,O
IOSTJLZ,O,X,O,O,O,X,X,X,X,X,X
IOSTJZL,O,X,O,O,O,X,X,X,X,X,X
IOSTZLJ,O,X,O,O,X,O,X,X,X,X,X
IOSTZJL,O,X,O,O,O,X,X,X,X,X,X
IOSLTJZ,O,X,O,O,O,O,X,X,X,X,O
IOSLTZJ,O,X,O,O,O,O,X,X,X,X,O
IOSLJTZ,O,X,O,O,O,O,X,X,X,X,O
IOSLJZT,O,X,O,O,O,O,X,X,X,X,X
IOSLZTJ,O,X,O,O,O,O,X,X,X,X,O
IOSLZJT,O,X,O,O,O,O,X,X,X,X,X
IOSJTLZ,X,X,O,O,O,X,X,X,X,X,X
IOSJTZL,X,X,O,O,O,X,X,X,X,X,X
IOSJLTZ,O,X,O,O,O,X,X,X,X,X,X
IOSJLZT,O,X,O,O,O,X,X,X,X,X,X
IOSJZTL,O,X,O,O,O,X,X,X,X,X,X
IOSJZLT,O,X,O,O,O,X,X,X,X,X,X
IOSZTLJ,O,X,O,O,X,O,X,X,X,X,X
IOSZTJL,O,X,O,O,O,X,X,X,X,X,X
IOSZLTJ,O,X,O,O,X,O,X,X,X,X,X
IOSZLJT,O,X,O,O,X,O,X,X,X,X,X
IOSZJTL,O,X,O,O,O,X,X,X,X,X,X
IOSZJLT,O,X,O,O,O,X,X,X,X,X,X
IOZTLJS,X,X,X,O,X,X,X,X,O,X,X
IOZTLSJ,X,X,X,O,X,X,X,X,O,X,X
IOZTJLS,X,X,X,O,X,X,X,X,O,X,X
IOZTJSL,X,X,X,O,X,X,X,X,O,X,X
IOZTSLJ,X,X,X,O,X,X,X,X,O,X,X
IOZTSJL,X,X,X,O,X,X,X,X,O,X,X
IOZLTJS,X,X,X,O,X,X,X,X,O,X,X
IOZLTSJ,X,X,X,O,X,O,X,X,O,X,X
IOZLJTS,X,X,O,O,X,X,X,X,O,X,X
IOZLJST,X,X,O,O,X,O,X,X,O,X,X
IOZLSTJ,X,X,O,O,X,O,X,X,X,X,X
IOZLSJT,X,X,O,O,X,O,X,X,X,X,X
IOZJTLS,X,X,O,O,X,X,X,X,O,X,X
IOZJTSL,X,X,O,O,X,X,X,X,O,X,X
IOZJLTS,X,X,O,O,X,X,X,X,O,X,X
IOZJLST,X,X,O,O,X,X,X,X,O,X,X
IOZJSTL,X,X,O,O,X,X,X,X,O,X,X
IOZJSLT,X,X,O,O,X,X,X,X,O,X,X
IOZSTLJ,X,X,O,O,X,O,X,X,X,X,X
IOZSTJL,X,X,O,O,X,X,X,X,X,X,X
IOZSLTJ,X,X,O,O,X,O,X,X,X,X,X
IOZSLJT,X,X,O,O,X,O,X,X,X,X,X
IOZSJTL,X,X,O,O,X,X,X,X,X,X,X
IOZSJLT,X,X,O,O,X,X,X,X,X,X,X
LTIJSZO,O,O,O,O,X,X,O,O,X,O,X
LTIJSOZ,O,O,O,O,X,X,X,O,X,X,O
LTIJZSO,O,O,O,O,X,X,X,O,X,X,X
LTIJZOS,O,O,O,O,X,X,X,X,X,X,X
LTIJOSZ,O,O,O,O,O,X,X,O,X,X,X
LTIJOZS,O,X,O,O,O,X,X,X,X,X,X
LTISJZO,O,O,O,O,X,X,O,O,X,O,X
LTISJOZ,O,O,O,O,X,X,X,O,X,X,O
LTISZJO,O,O,O,O,X,X,O,O,X,O,X
LTISZOJ,O,O,O,O,X,X,O,O,X,O,O
LTISOJZ,O,O,O,O,X,O,X,O,X,X,O
LTISOZJ,O,O,O,O,X,O,O,O,X,O,O
LTIZJSO,O,O,X,O,X,X,X,O,X,X,X
LTIZJOS,O,O,X,O,X,X,X,X,X,X,X
LTIZSJO,O,O,X,O,X,X,O,O,X,O,X
LTIZSOJ,O,O,X,O,X,X,O,O,X,O,O
LTIZOJS,O,O,X,O,X,X,X,X,X,X,X
LTIZOSJ,O,X,X,O,X,O,O,X,X,X,X
LTIOJSZ,O,O,O,O,O,X,X,O,X,X,X
LTIOJZS,O,X,O,O,O,X,X,X,X,X,X
LTIOSJZ,O,O,O,O,O,O,X,O,X,X,O
LTIOSZJ,O,O,O,O,O,O,O,O,X,O,O
LTIOZJS,O,X,X,O,O,X,X,X,X,X,X
LTIOZSJ,O,X,X,O,O,O,X,X,X,X,X
LTJISZO,O,O,O,O,X,X,O,O,X,O,X
LTJISOZ,O,O,O,O,X,X,X,O,X,X,O
LTJIZSO,O,O,O,O,X,X,X,O,X,X,X
LTJIZOS,O,O,O,O,X,X,X,X,X,X,X
LTJIOSZ,O,O,O,O,O,X,X,O,X,X,X
LTJIOZS,O,X,O,O,O,X,X,X,X,X,X
LTJSIZO,O,O,O,X,X,X,O,O,X,O,X
LTJSIOZ,O,O,O,X,O,X,X,O,X,X,O
LTJSZIO,O,O,O,X,X,X,O,O,X,O,X
LTJSZOI,O,O,O,X,X,X,O,O,X,O,X
LTJSOIZ,O,O,O,X,O,X,X,O,X,X,O
LTJSOZI,O,O,O,X,O,X,X,O,X,X,O
LTJZISO,O,O,O,X,X,X,X,O,X,X,X
LTJZIOS,O,O,O,X,X,X,X,X,X,X,X
LTJZSIO,O,O,O,X,X,X,X,O,X,X,X
LTJZSOI,O,O,O,X,X,X,X,O,X,X,X
LTJZOIS,O,O,O,X,O,X,X,X,X,X,X
LTJZOSI,O,O,O,X,O,X,X,X,X,X,X
LTJOISZ,O,O,O,O,O,X,X,O,X,X,X
LTJOIZS,O,X,O,O,O,X,X,X,X,X,X
LTJOSIZ,O,O,O,X,O,X,X,O,X,X,X
LTJOSZI,O,O,O,X,O,X,X,O,X,X,X
LTJOZIS,O,X,O,X,O,X,X,X,X,X,X
LTJOZSI,O,X,O,X,O,X,X,X,X,X,X
LTSIJZO,O,O,O,O,X,X,O,O,X,O,X
LTSIJOZ,O,O,O,O,O,X,X,O,X,X,O
LTSIZJO,O,O,O,O,X,X,O,O,X,O,X
LTSIZOJ,O,O,O,O,X,X,O,O,X,O,O
LTSIOJZ,O,O,O,O,X,O,X,O,X,X,O
LTSIOZJ,O,O,O,O,X,O,O,O,X,O,O
LTSJIZO,O,O,O,X,X,X,O,O,X,O,X
LTSJIOZ,O,O,O,X,O,X,X,O,X,X,O
LTSJZIO,O,O,O,X,X,X,O,O,X,O,X
LTSJZOI,O,O,O,X,X,X,O,O,X,O,X
LTSJOIZ,O,O,O,X,O,X,X,O,X,X,O
LTSJOZI,O,O,O,X,O,X,X,O,X,X,O
LTSZIJO,O,O,O,X,X,X,O,O,X,O,X
LTSZIOJ,O,O,O,X,X,X,O,O,X,O,O
LTSZJIO,O,O,O,X,X,X,O,O,X,O,X
LTSZJOI,O,O,O,X,X,X,O,O,X,O,X
LTSZOIJ,O,O,O,X,X,X,O,O,X,O,O
LTSZOJI,O,O,O,X,X,X,O,O,X,O,O
LTSOIJZ,O,O,O,O,O,O,X,O,X,X,O
LTSOIZJ,O,O,O,O,O,O,O,O,X,O,O
LTSOJIZ,O,O,O,X,O,O,X,O,X,X,O
LTSOJZI,O,O,O,X,O,O,X,O,X,X,O
LTSOZIJ,O,O,O,X,O,O,O,O,X,O,O
LTSOZJI,O,O,O,X,O,O,O,O,X,O,O
LTZIJSO,O,O,X,O,X,X,X,O,O,X,X
LTZIJOS,O,O,X,O,X,X,X,X,O,X,X
LTZISJO,O,O,X,O,X,X,O,O,O,O,X
LTZISOJ,O,O,X,O,X,X,O,O,O,O,O
LTZIOJS,O,O,X,O,X,X,X,X,O,X,X
LTZIOSJ,O,X,X,O,X,O,O,X,O,X,X
LTZJISO,O,O,X,X,X,X,X,O,O,X,X
LTZJIOS,O,O,X,X,X,X,X,X,O,X,X
LTZJSIO,O,O,X,X,X,X,X,O,O,X,X
LTZJSOI,O,O,X,X,X,X,X,O,O,X,X
LTZJOIS,O,O,X,X,O,X,X,X,O,X,X
LTZJOSI,O,O,X,X,O,X,X,X,O,X,X
LTZSIJO,O,O,X,X,X,X,O,O,O,O,X
LTZSIOJ,O,O,X,X,X,X,O,O,O,O,O
LTZSJIO,O,O,X,X,X,X,O,O,O,O,X
LTZSJOI,O,O,X,X,X,X,O,O,O,O,X
LTZSOIJ,O,O,X,X,X,X,O,O,O,O,O
LTZSOJI,O,O,X,X,X,X,O,O,O,O,O
LTZOIJS,O,O,X,O,O,X,X,X,O,X,X
LTZOISJ,O,X,X,O,O,O,O,X,O,X,X
LTZOJIS,O,O,X,X,O,X,X,X,O,X,X
LTZOJSI,O,O,X,X,O,X,X,X,O,X,X
LTZOSIJ,O,O,X,X,O,O,O,X,O,X,X
LTZOSJI,O,O,X,X,O,O,O,X,O,X,X
LTOIJSZ,O,O,O,O,O,X,X,O,X,X,X
LTOIJZS,O,X,O,O,O,X,X,X,X,X,X
LTOISJZ,O,O,O,O,O,O,X,O,X,X,O
LTOISZJ,O,O,O,O,O,O,O,O,X,O,O
LTOIZJS,O,X,X,O,O,X,X,X,X,X,X
LTOIZSJ,O,X,X,O,O,O,X,X,X,X,X
LTOJISZ,O,O,O,O,O,X,X,O,X,X,X
LTOJIZS,O,X,O,O,O,X,X,X,X,X,X
LTOJSIZ,O,O,O,X,O,X,X,O,X,X,X
LTOJSZI,O,O,O,X,O,X,X,O,X,X,X
LTOJZIS,O,X,O,X,O,X,X,X,X,X,X
LTOJZSI,O,X,O,X,O,X,X,X,X,X,X
LTOSIJZ,O,O,O,O,O,O,X,O,X,X,O
LTOSIZJ,O,O,O,O,O,O,O,O,X,O,O
LTOSJIZ,O,O,O,X,O,O,X,O,X,X,O
LTOSJZI,O,O,O,X,O,O,X,O,X,X,O
LTOSZIJ,O,O,O,X,O,O,O,O,X,O,O
LTOSZJI,O,O,O,X,O,O,O,O,X,O,O
LTOZIJS,O,X,X,O,O,X,X,X,O,X,X
LTOZISJ,O,X,X,O,O,O,X,X,O,X,X
LTOZJIS,O,X,X,X,O,X,X,X,O,X,X
LTOZJSI,O,X,X,X,O,X,X,X,O,X,X
LTOZSIJ,O,X,X,X,O,O,X,X,O,X,X
LTOZSJI,O,X,X,X,O,O,X,X,O,X,X
LITJSZO,O,O,O,O,X,X,O,O,X,O,X
LITJSOZ,O,O,O,O,X,X,X,O,X,X,O
LITJZSO,O,O,O,O,X,X,X,O,X,X,X
LITJZOS,O,X,O,O,X,X,X,X,X,X,X
LITJOSZ,O,O,O,O,O,X,X,O,X,X,X
LITJOZS,O,X,O,O,O,X,X,X,X,X,X
LITSJZO,O,O,O,O,X,X,O,O,X,O,X
LITSJOZ,O,O,O,O,X,X,X,O,X,X,O
LITSZJO,O,O,O,O,X,X,O,O,X,O,X
LITSZOJ,O,O,O,O,X,X,O,O,X,O,O
LITSOJZ,O,O,O,O,X,O,X,O,X,X,O
LITSOZJ,O,O,O,O,X,O,O,O,X,O,O
LITZJSO,O,O,X,O,X,X,X,O,X,X,X
LITZJOS,O,X,X,O,X,X,X,X,X,X,X
LITZSJO,O,O,X,O,X,X,O,O,X,O,X
LITZSOJ,O,O,X,O,X,X,O,O,X,O,O
LITZOJS,O,X,X,O,X,X,X,X,X,X,X
LITZOSJ,O,X,X,O,X,O,O,X,X,X,X
LITOJSZ,O,O,O,O,O,X,X,O,X,X,X
LITOJZS,O,X,O,O,O,X,X,X,X,X,X
LITOSJZ,O,O,O,O,O,O,X,O,X,X,O
LITOSZJ,O,O,O,O,O,O,O,O,X,O,O
LITOZJS,O,X,X,O,O,X,X,X,X,X,X
LITOZSJ,O,X,X,O,O,O,X,X,X,X,X
LIJTSZO,O,O,O,O,X,X,O,X,X,O,X
LIJTSOZ,O,O,O,O,X,X,X,X,X,X,O
LIJTZSO,O,O,O,O,X,X,X,X,X,X,X
LIJTZOS,O,X,O,O,X,X,X,X,X,X,X
LIJTOSZ,O,O,O,O,X,X,X,X,X,X,X
LIJTOZS,O,X,O,O,X,X,X,X,X,X,X
LIJSTZO,O,O,O,O,X,X,O,X,X,O,X
LIJSTOZ,O,O,O,O,X,X,X,X,X,X,O
LIJSZTO,O,O,O,O,X,X,O,O,X,O,X
LIJSZOT,O,O,O,O,X,X,O,O,X,O,X
LIJSOTZ,O,X,O,O,X,O,X,X,X,X,O
LIJSOZT,O,O,O,O,X,O,X,X,X,X,X
LIJZTSO,X,X,O,O,X,X,X,X,X,X,X
LIJZTOS,X,X,O,O,X,X,X,X,X,X,X
LIJZSTO,O,O,O,O,X,X,O,X,X,X,X
LIJZSOT,O,O,O,O,X,X,O,X,X,X,X
LIJZOTS,X,X,O,O,X,X,X,X,X,X,X
LIJZOST,O,X,O,O,X,O,O,X,X,X,X
LIJOTSZ,O,X,O,O,O,X,X,X,X,X,X
LIJOTZS,O,X,O,O,O,X,X,X,X,X,X
LIJOSTZ,O,X,O,O,O,O,X,X,X,X,O
LIJOSZT,O,O,O,O,O,O,X,X,X,X,X
LIJOZTS,X,X,O,O,O,X,X,X,X,X,X
LIJOZST,O,X,O,O,O,O,X,X,X,X,X
LISTJZO,O,O,O,O,X,X,O,O,X,O,X
LISTJOZ,O,O,O,O,X,X,X,O,X,X,O
LISTZJO,O,O,O,O,X,X,O,O,X,O,X
LISTZOJ,O,O,O,O,X,X,O,O,X,O,O
LISTOJZ,O,O,O,O,X,O,X,O,X,X,O
LISTOZJ,O,O,O,O,X,O,O,O,X,O,O
LISJTZO,O,O,O,O,X,X,O,X,X,O,X
LISJTOZ,O,O,O,O,X,X,X,X,X,X,O
LISJZTO,O,O,O,O,X,X,O,O,X,O,X
LISJZOT,O,O,O,O,X,X,O,O,X,O,X
LISJOTZ,O,X,O,O,X,O,X,X,X,X,O
LISJOZT,O,O,O,O,X,O,X,X,X,X,X
LISZTJO,O,O,O,O,X,X,O,O,X,O,X
LISZTOJ,O,O,O,O,X,X,O,O,X,O,O
LISZJTO,O,O,O,O,X,X,O,O,X,O,X
LISZJOT,O,O,O,O,X,X,O,O,X,O,X
LISZOTJ,O,O,O,O,X,O,O,O,X,O,O
LISZOJT,O,O,O,O,X,O,O,O,X,O,X
LISOTJZ,O,O,O,O,X,O,X,X,X,X,O
LISOTZJ,O,O,O,O,X,O,O,X,X,O,O
LISOJTZ,O,X,O,O,X,O,X,X,X,X,O
LISOJZT,O,O,O,O,X,O,X,X,X,X,X
LISOZTJ,O,O,O,O,X,O,O,X,X,O,O
LISOZJT,O,O,O,O,X,O,O,X,X,O,X
LIZTJSO,O,O,X,O,X,X,X,X,O,X,X
LIZTJOS,O,X,X,O,X,X,X,X,O,X,X
LIZTSJO,O,O,X,O,X,X,O,X,O,O,X
LIZTSOJ,O,O,X,O,X,X,O,X,O,O,O
LIZTOJS,O,X,X,O,X,X,X,X,O,X,X
LIZTOSJ,O,X,X,O,X,O,O,X,O,X,X
LIZJTSO,X,X,O,O,X,X,X,X,O,X,X
LIZJTOS,X,X,O,O,X,X,X,X,O,X,X
LIZJSTO,O,O,O,O,X,X,O,X,X,X,X
LIZJSOT,O,O,O,O,X,X,O,X,O,X,X
LIZJOTS,X,X,O,O,X,X,X,X,O,X,X
LIZJOST,O,X,O,O,X,O,O,X,O,X,X
LIZSTJO,O,O,O,O,X,X,O,X,X,O,X
LIZSTOJ,O,O,O,O,X,X,O,X,X,O,O
LIZSJTO,O,O,O,O,X,X,O,X,X,O,X
LIZSJOT,O,O,O,O,X,X,O,X,X,O,X
LIZSOTJ,O,O,O,O,X,O,O,X,X,O,O
LIZSOJT,O,O,O,O,X,O,O,X,X,O,X
LIZOTJS,O,X,X,O,X,X,X,X,O,X,X
LIZOTSJ,O,X,X,O,X,O,O,X,O,X,X
LIZOJTS,X,X,O,O,X,X,X,X,O,X,X
LIZOJST,O,X,O,O,X,O,O,X,O,X,X
LIZOSTJ,O,X,O,O,X,O,O,X,X,X,O
LIZOSJT,O,X,O,O,X,O,O,X,X,X,X
LIOTJSZ,O,O,O,O,O,X,X,X,X,X,X
LIOTJZS,O,X,O,O,O,X,X,X,X,X,X
LIOTSJZ,O,O,O,O,O,O,X,X,X,X,O
LIOTSZJ,O,O,O,O,O,O,O,X,X,O,O
LIOTZJS,O,X,X,O,O,X,X,X,X,X,X
LIOTZSJ,O,X,X,O,O,O,X,X,X,X,X
LIOJTSZ,O,X,O,O,O,X,X,X,X,X,X
LIOJTZS,O,X,O,O,O,X,X,X,X,X,X
LIOJSTZ,O,X,O,O,O,O,X,X,X,X,O
LIOJSZT,O,O,O,O,O,O,X,X,X,X,X
LIOJZTS,X,X,O,O,O,X,X,X,X,X,X
LIOJZST,O,X,O,O,O,O,X,X,X,X,X
LIOSTJZ,O,O,O,O,O,O,X,X,X,X,O
LIOSTZJ,O,O,O,O,O,O,O,X,X,O,O
LIOSJTZ,O,X,O,O,O,O,X,X,X,X,O
LIOSJZT,O,O,O,O,O,O,X,X,X,X,X
LIOSZTJ,O,O,O,O,O,O,O,X,X,O,O
LIOSZJT,O,O,O,O,O,O,O,X,X,O,X
LIOZTJS,O,X,X,O,O,X,X,X,O,X,X
LIOZTSJ,O,X,X,O,O,O,O,X,O,X,X
LIOZJTS,X,X,O,O,O,X,X,X,O,X,X
LIOZJST,O,X,O,O,O,O,O,X,O,X,X
LIOZSTJ,O,X,O,O,O,O,O,X,X,X,O
LIOZSJT,O,X,O,O,O,O,O,X,X,X,X
LJTISZO,O,O,O,O,X,X,O,O,X,O,X
LJTISOZ,O,O,O,O,X,X,X,O,X,X,O
LJTIZSO,O,O,O,O,X,X,X,O,X,X,X
LJTIZOS,O,X,O,O,X,X,X,X,X,X,X
LJTIOSZ,O,O,O,O,O,X,X,O,X,X,X
LJTIOZS,O,X,O,O,O,X,X,X,X,X,X
LJTSIZO,O,O,O,X,X,X,O,O,X,O,X
LJTSIOZ,O,O,O,X,X,X,X,O,X,X,O
LJTSZIO,O,O,O,X,X,X,O,O,X,O,X
LJTSZOI,O,O,O,X,X,X,O,O,X,O,X
LJTSOIZ,O,O,O,X,O,X,X,O,X,X,O
LJTSOZI,O,O,O,X,O,X,X,O,X,X,O
LJTZISO,O,O,O,X,X,X,X,O,X,X,X
LJTZIOS,O,X,O,X,X,X,X,X,X,X,X
LJTZSIO,O,O,O,X,X,X,X,O,X,X,X
LJTZSOI,O,O,O,X,X,X,X,O,X,X,X
LJTZOIS,O,X,O,X,O,X,X,X,X,X,X
LJTZOSI,O,X,O,X,O,X,X,X,X,X,X
LJTOISZ,O,O,O,O,O,X,X,O,X,X,X
LJTOIZS,O,X,O,O,O,X,X,X,X,X,X
LJTOSIZ,O,O,O,X,O,X,X,O,X,X,X
LJTOSZI,O,O,O,X,O,X,X,O,X,X,X
LJTOZIS,O,X,O,X,O,X,X,X,X,X,X
LJTOZSI,O,X,O,X,O,X,X,X,X,X,X
LJITSZO,O,O,O,O,X,X,O,X,X,O,X
LJITSOZ,O,O,O,O,X,X,X,X,X,X,O
LJITZSO,O,O,O,O,X,X,X,X,X,X,X
LJITZOS,O,X,O,O,X,X,X,X,X,X,X
LJITOSZ,O,O,O,O,X,X,X,X,X,X,X
LJITOZS,O,X,O,O,X,X,X,X,X,X,X
LJISTZO,O,O,O,O,X,X,O,X,X,O,X
LJISTOZ,O,O,O,O,X,X,X,X,X,X,O
LJISZTO,O,O,O,O,X,X,O,O,X,O,X
LJISZOT,O,O,O,O,X,X,O,O,X,O,X
LJISOTZ,O,X,O,O,X,O,X,X,X,X,O
LJISOZT,O,O,O,O,X,O,X,X,X,X,X
LJIZTSO,X,X,O,O,X,X,X,X,X,X,X
LJIZTOS,X,X,O,O,X,X,X,X,X,X,X
LJIZSTO,O,O,O,O,X,X,O,X,X,X,X
LJIZSOT,O,O,O,O,X,X,O,X,X,X,X
LJIZOTS,X,X,O,O,X,X,X,X,X,X,X
LJIZOST,O,X,O,O,X,O,O,X,X,X,X
LJIOTSZ,O,X,O,O,O,X,X,X,X,X,X
LJIOTZS,O,X,O,O,O,X,X,X,X,X,X
LJIOSTZ,O,X,O,O,O,O,X,X,X,X,O
LJIOSZT,O,O,O,O,O,O,X,X,X,X,X
LJIOZTS,X,X,O,O,O,X,X,X,X,X,X
LJIOZST,O,X,O,O,O,O,X,X,X,X,X
LJSTIZO,O,O,O,X,X,X,O,O,X,O,X
LJSTIOZ,O,O,O,X,X,X,X,O,X,X,O
LJSTZIO,O,O,O,X,X,X,O,O,X,O,X
LJSTZOI,O,O,O,X,X,X,O,O,X,O,X
LJSTOIZ,O,O,O,X,X,X,X,O,X,X,O
LJSTOZI,O,O,O,X,X,X,X,O,X,X,O
LJSITZO,O,O,O,O,X,X,O,X,X,O,X
LJSITOZ,O,O,O,O,X,X,X,X,X,X,O
LJSIZTO,O,O,O,O,X,X,O,O,X,O,X
LJSIZOT,O,O,O,O,X,X,O,O,X,O,X
LJSIOTZ,O,X,O,O,X,O,X,X,X,X,O
LJSIOZT,O,O,O,O,X,O,X,X,X,X,X
LJSZTIO,O,O,O,X,X,X,O,O,X,O,X
LJSZTOI,O,O,O,X,X,X,O,O,X,O,X
LJSZITO,O,O,O,X,X,X,O,O,X,O,X
LJSZIOT,O,O,O,X,X,X,O,O,X,O,X
LJSZOTI,O,O,O,X,X,X,O,X,X,O,X
LJSZOIT,O,O,O,X,X,X,O,O,X,O,X
LJSOTIZ,O,X,O,X,O,O,X,X,X,X,O
LJSOTZI,O,X,O,X,X,O,X,X,X,X,O
LJSOITZ,O,X,O,O,O,O,X,X,X,X,O
LJSOIZT,O,O,O,O,O,O,X,X,X,X,X
LJSOZTI,O,O,O,X,X,O,X,X,X,X,X
LJSOZIT,O,O,O,X,O,O,X,O,X,X,X
LJZTISO,X,X,O,X,X,X,X,X,O,X,X
LJZTIOS,X,X,O,X,X,X,X,X,O,X,X
LJZTSIO,X,X,O,X,X,X,X,X,O,X,X
LJZTSOI,X,X,O,X,X,X,X,X,O,X,X
LJZTOIS,X,X,O,X,X,X,X,X,O,X,X
LJZTOSI,X,X,O,X,X,X,X,X,O,X,X
LJZITSO,X,X,O,O,X,X,X,X,O,X,X
LJZITOS,X,X,O,O,X,X,X,X,O,X,X
LJZISTO,O,O,O,O,X,X,O,X,X,X,X
LJZISOT,O,O,O,O,X,X,O,X,O,X,X
LJZIOTS,X,X,O,O,X,X,X,X,O,X,X
