sequence,v115@9gA8IeA8CeA8EeA8BeB8EeE8CeA8KeCAJvhF0hBmiB?5oBXlBtsBzrB,v115@9gA8IeA8CeA8EeA8BeB8EeE8CeA8KeqEJvhFTgB0hB?doB5oBGsBXsB,v115@9gA8IeA8CeA8EeA8BeB8EeE8CeA8KeqEJvhFTgB0hB?xiB3nB9tBWxB,v115@9gA8IeA8CeA8EeA8BeB8EeE8CeA8KeGAJvhF0hBxiB?zkB9tBCsB3sB,v115@9gA8IeA8CeA8EeA8BeB8EeE8CeA8KeCAJvhF0hBdoB?5oBXlBTnBWxB
SILTZJO,O,X,X,X,O
SILTZOJ,O,O,X,X,O
SILTOJZ,O,O,X,X,O
SILTOZJ,O,O,X,X,O
SILJTZO,O,O,X,X,O
SILJTOZ,O,O,X,X,O
SILJZTO,O,O,X,X,O
SILJZOT,X,O,X,X,O
SILJOTZ,O,O,X,X,O
SILJOZT,O,O,X,X,O
SILZTJO,O,X,X,X,O
SILZTOJ,O,O,X,X,O
SILZJTO,O,O,X,X,O
SILZJOT,X,O,X,X,O
SILZOTJ,O,O,X,X,O
SILZOJT,O,O,X,X,O
SILOTJZ,O,O,X,X,O
SILOTZJ,O,O,X,X,O
SILOJTZ,O,O,X,X,O
SILOJZT,O,O,X,X,O
SILOZTJ,O,O,X,X,O
SILOZJT,O,O,X,X,O
SIJTLZO,O,O,X,X,O
SIJTLOZ,O,O,X,X,O
SIJTZLO,O,O,X,X,O
SIJTZOL,O,X,X,X,O
SIJTOLZ,O,X,X,X,O
SIJTOZL,O,X,X,X,O
SIJLTZO,O,O,X,X,O
SIJLTOZ,O,O,X,X,O
SIJLZTO,O,O,X,X,O
SIJLZOT,X,O,X,X,O
SIJLOTZ,O,O,X,X,O
SIJLOZT,O,O,X,X,O
SIJZTLO,O,O,X,X,O
SIJZTOL,O,X,X,X,O
SIJZLTO,O,O,X,X,O
SIJZLOT,X,O,X,X,O
SIJZOTL,X,X,X,X,O
SIJZOLT,X,X,X,X,O
SIJOTLZ,O,X,X,X,O
SIJOTZL,O,X,X,X,O
SIJOLTZ,O,X,X,X,O
SIJOLZT,O,X,X,X,O
SIJOZTL,O,X,X,X,O
SIJOZLT,O,X,X,X,O
SIZTLJO,O,X,X,X,O
SIZTLOJ,O,O,X,X,O
SIZTJLO,O,X,X,X,O
SIZTJOL,O,X,X,X,O
SIZTOLJ,O,X,X,X,O
SIZTOJL,O,X,X,X,X
SIZLTJO,O,X,X,X,O
SIZLTOJ,O,O,X,X,O
SIZLJTO,O,O,X,X,O
SIZLJOT,X,O,X,X,O
SIZLOTJ,O,O,X,X,O
SIZLOJT,O,O,X,X,O
SIZJTLO,O,O,X,X,O
SIZJTOL,O,X,X,X,O
SIZJLTO,O,O,X,X,O
SIZJLOT,X,O,X,X,O
SIZJOTL,X,X,X,X,O
SIZJOLT,X,X,X,X,O
SIZOTLJ,O,X,X,X,O
SIZOTJL,O,X,X,X,X
SIZOLTJ,O,X,X,X,O
SIZOLJT,O,X,X,X,O
SIZOJTL,O,X,X,X,O
SIZOJLT,O,X,X,X,O
SIOTLJZ,O,X,X,X,O
SIOTLZJ,O,X,X,X,O
SIOTJLZ,O,X,X,X,O
SIOTJZL,O,X,X,X,O
SIOTZLJ,O,X,X,X,O
SIOTZJL,O,X,X,X,X
SIOLTJZ,O,X,X,X,O
SIOLTZJ,O,X,X,X,O
SIOLJTZ,O,X,X,X,O
SIOLJZT,O,X,X,X,O
SIOLZTJ,O,X,X,X,O
SIOLZJT,O,X,X,X,O
SIOJTLZ,O,X,X,X,O
SIOJTZL,O,X,X,X,O
SIOJLTZ,O,X,X,X,O
SIOJLZT,O,X,X,X,O
SIOJZTL,O,X,X,X,O
SIOJZLT,O,X,X,X,O
SIOZTLJ,O,X,X,X,O
SIOZTJL,O,X,X,X,X
SIOZLTJ,O,X,X,X,O
SIOZLJT,O,X,X,X,O
SIOZJTL,O,X,X,X,O
SIOZJLT,O,X,X,X,O
SLTIJZO,O,O,O,O,O
SLTIJOZ,O,O,O,X,O
SLTIZJO,O,X,O,O,O
SLTIZOJ,O,O,O,O,O
SLTIOJZ,O,O,O,O,O
SLTIOZJ,O,O,O,O,O
SLTJIZO,O,O,O,O,O
SLTJIOZ,O,O,O,X,O
SLTJZIO,O,O,O,O,O
SLTJZOI,O,O,O,X,O
SLTJOIZ,O,O,O,X,O
SLTJOZI,O,O,O,X,O
SLTZIJO,O,X,O,O,O
SLTZIOJ,O,O,O,O,O
SLTZJIO,O,X,O,O,O
SLTZJOI,O,X,O,X,O
SLTZOIJ,O,O,O,O,O
SLTZOJI,O,X,O,O,X
SLTOIJZ,O,O,O,O,O
SLTOIZJ,O,O,O,O,O
SLTOJIZ,O,O,O,O,O
SLTOJZI,O,O,O,O,O
SLTOZIJ,O,O,O,O,O
SLTOZJI,O,X,O,O,X
SLITJZO,O,O,X,X,O
SLITJOZ,O,O,X,X,O
SLITZJO,O,X,X,X,O
SLITZOJ,O,O,X,X,O
SLITOJZ,O,O,X,X,O
SLITOZJ,O,O,X,X,O
SLIJTZO,O,O,X,X,O
SLIJTOZ,O,O,X,X,O
SLIJZTO,O,O,X,X,O
SLIJZOT,X,O,X,X,O
SLIJOTZ,O,O,X,X,O
SLIJOZT,O,O,X,X,O
SLIZTJO,O,X,X,X,O
SLIZTOJ,O,O,X,X,O
SLIZJTO,O,O,X,X,O
SLIZJOT,X,O,X,X,O
SLIZOTJ,O,O,X,X,O
SLIZOJT,O,O,X,X,O
SLIOTJZ,O,O,X,X,O
SLIOTZJ,O,O,X,X,O
SLIOJTZ,O,O,X,X,O
SLIOJZT,O,O,X,X,O
SLIOZTJ,O,O,X,X,O
SLIOZJT,O,O,X,X,O
SLJTIZO,O,O,O,O,O
SLJTIOZ,O,O,O,X,O
SLJTZIO,O,O,O,O,O
SLJTZOI,O,O,O,X,O
SLJTOIZ,O,O,O,X,O
SLJTOZI,O,O,O,X,O
SLJITZO,O,O,X,X,O
SLJITOZ,O,O,X,X,O
SLJIZTO,O,O,X,X,O
SLJIZOT,X,O,X,X,O
SLJIOTZ,O,O,X,X,O
SLJIOZT,O,O,X,X,O
SLJZTIO,O,O,O,O,O
SLJZTOI,O,O,O,X,O
SLJZITO,O,O,X,O,O
SLJZIOT,X,O,O,O,O
SLJZOTI,X,O,O,X,O
SLJZOIT,X,O,O,X,O
SLJOTIZ,O,O,O,X,O
SLJOTZI,O,O,O,X,O
SLJOITZ,O,O,X,X,O
SLJOIZT,O,O,X,X,O
SLJOZTI,O,O,O,X,O
SLJOZIT,O,O,O,X,O
SLZTIJO,O,X,O,O,O
SLZTIOJ,O,O,O,O,O
SLZTJIO,O,X,O,O,O
SLZTJOI,O,X,O,X,O
SLZTOIJ,O,O,O,O,O
SLZTOJI,O,X,O,O,X
SLZITJO,O,X,X,X,O
SLZITOJ,O,O,X,X,O
SLZIJTO,O,O,X,O,O
SLZIJOT,X,O,X,O,O
SLZIOTJ,O,O,O,X,O
SLZIOJT,O,O,O,O,O
SLZJTIO,O,O,O,O,O
SLZJTOI,O,O,O,X,O
SLZJITO,O,O,X,O,O
SLZJIOT,X,O,O,O,O
SLZJOTI,X,O,O,X,O
SLZJOIT,X,O,O,X,O
SLZOTIJ,O,O,O,O,O
SLZOTJI,O,X,O,O,X
SLZOITJ,O,O,O,X,O
SLZOIJT,O,O,O,O,O
SLZOJTI,O,O,O,O,O
SLZOJIT,O,O,O,O,O
SLOTIJZ,O,O,O,O,O
SLOTIZJ,O,O,O,O,O
SLOTJIZ,O,O,O,O,O
SLOTJZI,O,O,O,O,O
SLOTZIJ,O,O,O,O,O
SLOTZJI,O,X,O,O,X
SLOITJZ,O,O,X,X,O
SLOITZJ,O,O,X,X,O
SLOIJTZ,O,O,X,X,O
SLOIJZT,O,O,X,X,O
SLOIZTJ,O,O,X,X,O
SLOIZJT,O,O,X,X,O
SLOJTIZ,O,O,O,O,O
SLOJTZI,O,O,O,O,O
SLOJITZ,O,O,X,X,O
SLOJIZT,O,O,X,X,O
SLOJZTI,O,O,O,O,O
SLOJZIT,O,O,O,O,O
SLOZTIJ,O,O,O,O,O
SLOZTJI,O,X,O,O,X
SLOZITJ,O,O,O,X,O
SLOZIJT,O,O,O,O,O
SLOZJTI,O,O,O,O,O
SLOZJIT,O,O,O,O,O
SJTILZO,O,O,O,O,O
SJTILOZ,O,O,O,X,O
SJTIZLO,O,O,O,O,O
SJTIZOL,O,X,O,O,O
SJTIOLZ,O,X,O,X,O
SJTIOZL,O,X,O,X,O
SJTLIZO,O,O,O,O,O
SJTLIOZ,O,O,O,X,O
SJTLZIO,O,O,O,O,O
SJTLZOI,O,O,O,X,O
SJTLOIZ,O,O,O,X,O
SJTLOZI,O,O,O,X,O
SJTZILO,O,O,O,O,O
SJTZIOL,O,X,O,O,O
SJTZLIO,O,O,O,O,O
SJTZLOI,O,O,O,X,O
SJTZOIL,O,X,O,X,O
SJTZOLI,O,X,O,X,O
SJTOILZ,O,X,O,X,O
SJTOIZL,O,X,O,X,O
SJTOLIZ,O,X,O,X,O
SJTOLZI,O,X,O,X,O
SJTOZIL,O,X,O,X,O
SJTOZLI,O,X,O,X,O
SJITLZO,O,O,X,X,O
SJITLOZ,O,O,X,X,O
SJITZLO,O,O,X,X,O
SJITZOL,O,X,X,X,O
SJITOLZ,O,X,X,X,O
SJITOZL,O,X,X,X,O
SJILTZO,O,O,X,X,O
SJILTOZ,O,O,X,X,O
SJILZTO,O,O,X,X,O
SJILZOT,X,O,X,X,O
SJILOTZ,O,O,X,X,O
SJILOZT,O,O,X,X,O
SJIZTLO,O,O,X,X,O
SJIZTOL,O,X,X,X,O
SJIZLTO,O,O,X,X,O
SJIZLOT,X,O,X,X,O
SJIZOTL,X,X,X,X,O
SJIZOLT,X,X,X,X,O
SJIOTLZ,O,X,X,X,O
SJIOTZL,O,X,X,X,O
SJIOLTZ,O,X,X,X,O
SJIOLZT,O,X,X,X,O
SJIOZTL,O,X,X,X,O
SJIOZLT,O,X,X,X,O
SJLTIZO,O,O,O,O,O
SJLTIOZ,O,O,O,X,O
SJLTZIO,O,O,O,O,O
SJLTZOI,O,O,O,X,O
SJLTOIZ,O,O,O,X,O
SJLTOZI,O,O,O,X,O
SJLITZO,O,O,X,X,O
SJLITOZ,O,O,X,X,O
SJLIZTO,O,O,X,X,O
SJLIZOT,X,O,X,X,O
SJLIOTZ,O,O,X,X,O
SJLIOZT,O,O,X,X,O
SJLZTIO,O,O,O,O,O
SJLZTOI,O,O,O,X,O
SJLZITO,O,O,X,O,O
SJLZIOT,X,O,O,O,O
SJLZOTI,X,O,O,X,O
SJLZOIT,X,O,O,X,O
SJLOTIZ,O,O,O,X,O
SJLOTZI,O,O,O,X,O
SJLOITZ,O,O,X,X,O
SJLOIZT,O,O,X,X,O
SJLOZTI,O,O,O,X,O
SJLOZIT,O,O,O,X,O
SJZTILO,O,O,O,O,O
SJZTIOL,O,X,O,O,O
SJZTLIO,O,O,O,O,O
SJZTLOI,O,O,O,X,O
SJZTOIL,O,X,O,X,O
SJZTOLI,O,X,O,X,O
SJZITLO,O,O,X,O,O
SJZITOL,O,X,X,O,O
SJZILTO,O,O,X,O,O
SJZILOT,X,O,O,O,O
SJZIOTL,X,X,X,O,O
SJZIOLT,X,X,X,O,O
SJZLTIO,O,O,O,O,O
SJZLTOI,O,O,O,X,O
SJZLITO,O,O,X,O,O
SJZLIOT,X,O,O,O,O
SJZLOTI,X,O,O,X,O
SJZLOIT,X,O,O,X,O
SJZOTIL,X,X,X,X,O
SJZOTLI,X,X,X,X,O
SJZOITL,X,X,X,X,O
SJZOILT,X,X,X,X,O
SJZOLTI,X,X,X,X,O
SJZOLIT,X,X,X,X,O
SJOTILZ,O,X,X,X,O
SJOTIZL,O,X,X,X,O
SJOTLIZ,O,X,X,X,O
SJOTLZI,O,X,X,X,O
SJOTZIL,O,X,X,X,O
SJOTZLI,O,X,X,X,O
SJOITLZ,O,X,X,X,O
SJOITZL,O,X,X,X,O
SJOILTZ,O,X,X,X,O
SJOILZT,O,X,X,X,O
SJOIZTL,O,X,X,X,O
SJOIZLT,O,X,X,X,O
SJOLTIZ,O,X,X,X,O
SJOLTZI,O,X,X,X,O
SJOLITZ,O,X,X,X,O
SJOLIZT,O,X,X,X,O
SJOLZTI,O,X,X,X,O
SJOLZIT,O,X,X,X,O
SJOZTIL,O,X,X,X,O
SJOZTLI,O,X,X,X,O
SJOZITL,O,X,X,X,O
SJOZILT,O,X,X,X,O
SJOZLTI,O,X,X,X,O
SJOZLIT,O,X,X,X,O
SZTILJO,O,X,O,X,O
SZTILOJ,O,O,O,X,O
SZTIJLO,O,X,O,O,O
SZTIJOL,O,X,X,O,O
SZTIOLJ,O,X,O,X,O
SZTIOJL,O,X,X,O,X
SZTLIJO,O,X,O,O,O
SZTLIOJ,O,O,O,O,O
SZTLJIO,O,X,O,O,O
SZTLJOI,O,X,O,X,O
SZTLOIJ,O,O,O,O,O
SZTLOJI,O,X,O,O,X
SZTJILO,O,X,O,O,O
SZTJIOL,O,X,O,O,O
SZTJLIO,O,X,O,O,O
SZTJLOI,O,X,O,X,O
SZTJOIL,O,X,O,X,O
SZTJOLI,O,X,O,X,O
SZTOILJ,O,X,O,X,O
SZTOIJL,O,X,X,O,X
SZTOLIJ,O,X,O,O,O
SZTOLJI,O,X,O,O,X
SZTOJIL,O,X,X,O,X
SZTOJLI,O,X,X,O,X
SZITLJO,O,X,X,X,O
SZITLOJ,O,O,X,X,O
SZITJLO,O,X,X,X,O
SZITJOL,O,X,X,X,O
SZITOLJ,O,X,X,X,O
SZITOJL,O,X,X,X,X
SZILTJO,O,X,X,X,O
SZILTOJ,O,O,X,X,O
SZILJTO,O,O,X,X,O
SZILJOT,X,O,X,X,O
SZILOTJ,O,O,O,X,O
SZILOJT,O,O,O,X,O
SZIJTLO,O,O,X,O,O
SZIJTOL,O,X,X,O,O
SZIJLTO,O,O,X,O,O
SZIJLOT,X,O,X,O,O
SZIJOTL,X,X,X,O,O
SZIJOLT,X,X,X,O,O
SZIOTLJ,O,X,X,X,O
SZIOTJL,O,X,X,X,X
SZIOLTJ,O,X,X,X,O
SZIOLJT,O,X,X,X,O
SZIOJTL,O,X,X,O,O
SZIOJLT,O,X,X,O,O
SZLTIJO,O,X,O,O,O
SZLTIOJ,O,O,O,O,O
SZLTJIO,O,X,O,O,O
SZLTJOI,O,X,O,X,O
SZLTOIJ,O,O,O,O,O
SZLTOJI,O,X,O,O,X
SZLITJO,O,X,X,X,O
SZLITOJ,O,O,X,X,O
SZLIJTO,O,O,X,O,O
SZLIJOT,X,O,X,O,O
SZLIOTJ,O,O,O,X,O
SZLIOJT,O,O,O,O,O
SZLJTIO,O,O,O,O,O
SZLJTOI,O,O,O,X,O
SZLJITO,O,O,X,O,O
SZLJIOT,X,O,O,O,O
SZLJOTI,X,O,O,X,O
SZLJOIT,X,O,O,X,O
SZLOTIJ,O,O,O,O,O
SZLOTJI,O,X,O,O,X
SZLOITJ,O,O,O,X,O
SZLOIJT,O,O,O,O,O
SZLOJTI,O,O,O,O,O
SZLOJIT,O,O,O,O,O
SZJTILO,O,O,O,O,O
SZJTIOL,O,X,O,O,O
SZJTLIO,O,O,O,O,O
SZJTLOI,O,O,O,X,O
SZJTOIL,O,X,O,X,O
SZJTOLI,O,X,O,X,O
SZJITLO,O,O,X,O,O
SZJITOL,O,X,X,O,O
SZJILTO,O,O,X,O,O
SZJILOT,X,O,O,O,O
SZJIOTL,X,X,X,O,O
SZJIOLT,X,X,X,O,O
SZJLTIO,O,O,O,O,O
SZJLTOI,O,O,O,X,O
SZJLITO,O,O,X,O,O
SZJLIOT,X,O,O,O,O
SZJLOTI,X,O,O,X,O
SZJLOIT,X,O,O,X,O
SZJOTIL,X,X,X,X,O
SZJOTLI,X,X,X,X,O
SZJOITL,X,X,X,X,O
SZJOILT,X,X,X,X,O
SZJOLTI,X,X,X,X,O
SZJOLIT,X,X,X,X,O
SZOTILJ,O,X,X,X,O
SZOTIJL,O,X,X,O,X
SZOTLIJ,O,X,X,O,O
SZOTLJI,O,X,X,O,X
SZOTJIL,O,X,X,O,X
SZOTJLI,O,X,X,O,X
SZOITLJ,O,X,X,X,O
SZOITJL,O,X,X,X,X
SZOILTJ,O,X,X,X,O
SZOILJT,O,X,X,X,O
SZOIJTL,O,X,X,O,O
SZOIJLT,O,X,X,O,O
SZOLTIJ,O,X,X,O,O
SZOLTJI,O,X,X,O,X
SZOLITJ,O,X,X,X,O
SZOLIJT,O,X,X,O,O
SZOLJTI,O,X,X,O,O
SZOLJIT,O,X,X,O,O
SZOJTIL,O,X,X,O,O
SZOJTLI,O,X,X,O,O
SZOJITL,O,X,X,O,O
SZOJILT,O,X,X,O,O
SZOJLTI,O,X,X,O,O
SZOJLIT,O,X,X,O,O
SOTILJZ,O,X,X,O,O
SOTILZJ,O,X,X,O,O
SOTIJLZ,O,X,X,O,O
SOTIJZL,O,X,X,O,O
SOTIZLJ,O,X,X,X,O
SOTIZJL,O,X,X,O,X
SOTLIJZ,O,X,X,O,O
SOTLIZJ,O,X,X,O,O
SOTLJIZ,O,X,X,O,O
SOTLJZI,O,X,X,O,O
SOTLZIJ,O,X,X,O,O
SOTLZJI,O,X,X,O,X
SOTJILZ,O,X,X,O,O
SOTJIZL,O,X,X,O,O
SOTJLIZ,O,X,X,O,O
SOTJLZI,O,X,X,O,O
SOTJZIL,O,X,X,O,O
SOTJZLI,O,X,X,O,O
SOTZILJ,O,X,X,X,O
SOTZIJL,O,X,X,O,X
SOTZLIJ,O,X,X,O,O
SOTZLJI,O,X,X,O,X
SOTZJIL,O,X,X,O,X
SOTZJLI,O,X,X,O,X
SOITLJZ,O,X,X,X,O
SOITLZJ,O,X,X,X,O
SOITJLZ,O,X,X,X,O
SOITJZL,O,X,X,X,O
SOITZLJ,O,X,X,X,O
SOITZJL,O,X,X,X,X
SOILTJZ,O,X,X,X,O
SOILTZJ,O,X,X,X,O
SOILJTZ,O,X,X,X,O
SOILJZT,O,X,X,X,O
SOILZTJ,O,X,X,X,O
SOILZJT,O,X,X,X,O
SOIJTLZ,O,X,X,X,O
SOIJTZL,O,X,X,X,O
SOIJLTZ,O,X,X,X,O
SOIJLZT,O,X,X,X,O
SOIJZTL,O,X,X,X,O
SOIJZLT,O,X,X,X,O
SOIZTLJ,O,X,X,X,O
SOIZTJL,O,X,X,X,X
SOIZLTJ,O,X,X,X,O
SOIZLJT,O,X,X,X,O
SOIZJTL,O,X,X,X,O
SOIZJLT,O,X,X,X,O
SOLTIJZ,O,X,X,O,O
SOLTIZJ,O,X,X,O,O
SOLTJIZ,O,X,X,O,O
SOLTJZI,O,X,X,O,O
SOLTZIJ,O,X,X,O,O
SOLTZJI,O,X,X,O,X
SOLITJZ,O,X,X,X,O
SOLITZJ,O,X,X,X,O
SOLIJTZ,O,X,X,X,O
SOLIJZT,O,X,X,X,O
SOLIZTJ,O,X,X,X,O
SOLIZJT,O,X,X,X,O
SOLJTIZ,O,X,X,O,O
SOLJTZI,O,X,X,O,O
SOLJITZ,O,X,X,X,O
SOLJIZT,O,X,X,X,O
SOLJZTI,O,X,X,O,O
SOLJZIT,O,X,X,O,O
SOLZTIJ,O,X,X,O,O
SOLZTJI,O,X,X,O,X
SOLZITJ,O,X,X,X,O
SOLZIJT,O,X,X,O,O
SOLZJTI,O,X,X,O,O
SOLZJIT,O,X,X,O,O
SOJTILZ,O,X,X,O,O
SOJTIZL,O,X,X,O,O
SOJTLIZ,O,X,X,O,O
SOJTLZI,O,X,X,O,O
SOJTZIL,O,X,X,O,O
SOJTZLI,O,X,X,O,O
SOJITLZ,O,X,X,X,O
SOJITZL,O,X,X,X,O
SOJILTZ,O,X,X,X,O
SOJILZT,O,X,X,X,O
SOJIZTL,O,X,X,X,O
SOJIZLT,O,X,X,X,O
SOJLTIZ,O,X,X,O,O
SOJLTZI,O,X,X,O,O
SOJLITZ,O,X,X,X,O
SOJLIZT,O,X,X,X,O
SOJLZTI,O,X,X,O,O
SOJLZIT,O,X,X,O,O
SOJZTIL,O,X,X,O,O
SOJZTLI,O,X,X,O,O
SOJZITL,O,X,X,O,O
SOJZILT,O,X,X,O,O
SOJZLTI,O,X,X,O,O
SOJZLIT,O,X,X,O,O
SOZTILJ,O,X,X,X,O
SOZTIJL,O,X,X,O,X
SOZTLIJ,O,X,X,O,O
SOZTLJI,O,X,X,O,X
SOZTJIL,O,X,X,O,X
SOZTJLI,O,X,X,O,X
SOZITLJ,O,X,X,X,O
SOZITJL,O,X,X,X,X
SOZILTJ,O,X,X,X,O
SOZILJT,O,X,X,X,O
SOZIJTL,O,X,X,O,O
SOZIJLT,O,X,X,O,O
SOZLTIJ,O,X,X,O,O
SOZLTJI,O,X,X,O,X
SOZLITJ,O,X,X,X,O
SOZLIJT,O,X,X,O,O
SOZLJTI,O,X,X,O,O
SOZLJIT,O,X,X,O,O
SOZJTIL,O,X,X,O,O
SOZJTLI,O,X,X,O,O
SOZJITL,O,X,X,O,O
SOZJILT,O,X,X,O,O
SOZJLTI,O,X,X,O,O
SOZJLIT,O,X,X,O,O
ZTILJSO,O,O,O,O,X
ZTILJOS,X,O,O,O,X
ZTILSJO,O,X,O,O,O
ZTILSOJ,O,O,O,O,O
ZTILOJS,X,O,O,O,X
ZTILOSJ,X,O,O,O,X
ZTIJLSO,O,O,O,O,O
ZTIJLOS,X,O,O,O,X
ZTIJSLO,O,O,O,O,O
ZTIJSOL,O,X,O,O,O
ZTIJOLS,X,O,O,O,X
ZTIJOSL,O,X,X,O,O
ZTISLJO,O,X,O,X,O
ZTISLOJ,O,O,O,X,O
ZTISJLO,O,X,O,O,O
ZTISJOL,O,X,X,O,O
ZTISOLJ,O,X,O,X,O
ZTISOJL,O,X,X,O,X
ZTIOLJS,O,O,O,O,X
ZTIOLSJ,O,O,O,O,X
ZTIOJLS,O,X,X,O,X
ZTIOJSL,O,X,X,O,X
ZTIOSLJ,O,X,X,X,O
ZTIOSJL,O,X,X,O,X
ZTLIJSO,O,O,O,O,X
ZTLIJOS,X,O,O,O,X
ZTLISJO,O,X,O,O,O
ZTLISOJ,O,O,O,O,O
ZTLIOJS,X,O,O,O,X
ZTLIOSJ,X,O,O,O,X
ZTLJISO,O,O,O,O,X
ZTLJIOS,X,O,O,O,X
ZTLJSIO,O,O,O,O,X
ZTLJSOI,O,O,O,X,X
ZTLJOIS,X,O,O,O,X
ZTLJOSI,X,O,O,O,X
ZTLSIJO,O,X,O,O,O
ZTLSIOJ,O,O,O,O,O
ZTLSJIO,O,X,O,O,O
ZTLSJOI,O,X,O,X,X
ZTLSOIJ,O,O,O,O,O
ZTLSOJI,O,X,O,O,X
ZTLOIJS,X,O,O,O,X
ZTLOISJ,X,O,O,O,X
ZTLOJIS,X,O,O,O,X
ZTLOJSI,X,O,O,O,X
ZTLOSIJ,X,O,O,O,X
ZTLOSJI,X,X,O,O,X
ZTJILSO,O,O,O,O,O
ZTJILOS,X,O,O,O,X
ZTJISLO,O,O,O,O,O
ZTJISOL,O,X,O,O,O
ZTJIOLS,X,O,O,O,X
ZTJIOSL,O,X,X,O,O
ZTJLISO,O,O,O,O,O
ZTJLIOS,X,O,O,O,X
ZTJLSIO,O,O,O,O,O
ZTJLSOI,O,O,O,X,O
ZTJLOIS,X,O,O,O,X
ZTJLOSI,X,O,O,O,X
ZTJSILO,O,O,O,O,O
ZTJSIOL,O,X,O,O,O
ZTJSLIO,O,O,O,O,O
ZTJSLOI,O,O,O,X,O
ZTJSOIL,O,X,O,X,O
ZTJSOLI,O,X,O,X,O
ZTJOILS,X,O,O,O,X
ZTJOISL,O,X,X,O,O
ZTJOLIS,X,O,O,O,X
ZTJOLSI,X,O,O,O,X
ZTJOSIL,O,X,O,O,O
ZTJOSLI,O,X,O,O,O
ZTSILJO,O,X,O,X,O
ZTSILOJ,O,O,O,X,O
ZTSIJLO,O,X,O,O,O
ZTSIJOL,O,X,X,O,O
ZTSIOLJ,O,X,O,X,O
ZTSIOJL,O,X,X,O,X
ZTSLIJO,O,X,O,O,O
ZTSLIOJ,O,O,O,O,O
ZTSLJIO,O,X,O,O,O
ZTSLJOI,O,X,O,X,O
ZTSLOIJ,O,O,O,O,O
ZTSLOJI,O,X,O,O,X
ZTSJILO,O,X,O,O,O
ZTSJIOL,O,X,O,O,O
ZTSJLIO,O,X,O,O,O
ZTSJLOI,O,X,O,X,O
ZTSJOIL,O,X,O,X,O
ZTSJOLI,O,X,O,X,O
ZTSOILJ,O,X,O,X,O
ZTSOIJL,O,X,X,O,X
ZTSOLIJ,O,X,O,O,O
ZTSOLJI,O,X,O,O,X
ZTSOJIL,O,X,X,O,X
ZTSOJLI,O,X,X,O,X
ZTOILJS,O,O,O,O,X
ZTOILSJ,O,O,O,O,X
ZTOIJLS,O,X,X,O,X
ZTOIJSL,O,X,X,O,X
ZTOISLJ,O,X,X,X,O
ZTOISJL,O,X,X,O,X
ZTOLIJS,O,O,O,O,X
ZTOLISJ,O,O,O,O,X
ZTOLJIS,O,O,O,O,X
ZTOLJSI,O,X,O,O,X
ZTOLSIJ,O,O,O,O,X
ZTOLSJI,O,X,O,O,X
ZTOJILS,O,X,O,O,X
ZTOJISL,O,X,X,O,X
ZTOJLIS,O,X,O,O,X
ZTOJLSI,O,X,O,O,X
ZTOJSIL,O,X,O,O,X
ZTOJSLI,O,X,O,O,X
ZTOSILJ,O,X,O,X,O
ZTOSIJL,O,X,X,O,X
ZTOSLIJ,O,X,O,O,O
ZTOSLJI,O,X,O,O,X
ZTOSJIL,O,X,X,O,X
ZTOSJLI,O,X,X,O,X
ZITLJSO,O,O,O,O,X
ZITLJOS,X,O,O,O,X
ZITLSJO,O,X,O,O,O
ZITLSOJ,O,O,O,O,O
ZITLOJS,X,O,O,O,X
ZITLOSJ,X,O,O,O,X
ZITJLSO,O,O,O,O,O
ZITJLOS,X,O,O,O,X
ZITJSLO,O,O,O,O,O
ZITJSOL,O,X,O,O,O
ZITJOLS,X,O,O,O,X
ZITJOSL,O,X,X,O,O
ZITSLJO,O,X,O,X,O
ZITSLOJ,O,O,O,X,O
ZITSJLO,O,X,O,O,O
ZITSJOL,O,X,X,O,O
ZITSOLJ,O,X,O,X,O
ZITSOJL,O,X,X,O,X
ZITOLJS,O,O,O,O,X
ZITOLSJ,O,O,O,O,X
ZITOJLS,O,X,X,O,X
ZITOJSL,O,X,X,O,X
ZITOSLJ,O,X,X,X,O
ZITOSJL,O,X,X,O,X
ZILTJSO,O,O,O,O,X
ZILTJOS,X,O,O,O,X
ZILTSJO,O,X,O,O,O
ZILTSOJ,O,O,O,O,O
ZILTOJS,X,O,O,O,X
ZILTOSJ,X,O,O,O,X
ZILJTSO,X,O,O,O,O
ZILJTOS,X,O,O,O,X
ZILJSTO,X,O,X,O,O
ZILJSOT,X,O,O,O,O
ZILJOTS,X,O,O,O,X
ZILJOST,X,O,O,O,X
ZILSTJO,O,X,X,X,O
ZILSTOJ,O,O,X,X,O
ZILSJTO,O,O,X,O,O
ZILSJOT,X,O,X,O,O
ZILSOTJ,O,O,O,X,O
ZILSOJT,X,O,O,O,O
ZILOTJS,X,O,O,O,X
ZILOTSJ,X,O,O,O,X
ZILOJTS,X,O,O,O,X
ZILOJST,X,O,O,O,X
ZILOSTJ,X,O,O,X,X
ZILOSJT,X,O,O,O,X
ZIJTLSO,O,O,O,O,O
ZIJTLOS,X,O,O,O,X
ZIJTSLO,O,O,O,O,O
ZIJTSOL,O,X,O,O,O
ZIJTOLS,X,O,O,O,X
ZIJTOSL,O,X,X,O,O
ZIJLTSO,X,O,O,O,O
ZIJLTOS,X,O,O,O,X
ZIJLSTO,X,O,X,O,O
ZIJLSOT,X,O,O,O,O
