sequence,v115@HhA8IeF8DeB8EeC8Je0/IvhFlgBWnBxiBToBXsByvB,v115@HhA8IeF8DeB8EeC8Jel/IvhF3gBTjBxsBurBcsByvB,v115@HhA8IeF8DeB8EeC8Jex/IvhFmhBCjBToBXsBUqBFrB,v115@HhA8IeF8DeB8EeC8Je0/IvhFlgBWnBTjBxsByvBXsB,v115@HhA8IeF8DeB8EeC8Je0/IvhFmgBCiBTjBxsB1vBXsB,v115@HhA8IeF8DeB8EeC8Je0/IvhFxgBKnBziB+oB3qB1wB,v115@HhA8IeF8DeB8EeC8Jel/IvhFUhBRiB+oB3nBTqBywB,v115@HhA8IeF8DeB8EeC8Je0/IvhFlgB3hBOsBToBCoBxvB,v115@HhA8IeF8DeB8EeC8Jel/IvhFRhBGjBUoBXsBTqBirB,v115@HhA8IeF8DeB8EeC8Jel/IvhFUhBGjBxsBTqBisB3rB,v115@HhA8IeF8DeB8EeC8Jex/IvhFKnBziB+oBFqBXrB0rB,v115@HhA8IeF8DeB8EeC8Je0/IvhFxgBOnB6oBznB3qB1wB,v115@HhA8IeF8DeB8EeC8Jel/IvhFThBiiB+oB3nBcqBRwB,v115@HhA8IeF8DeB8EeC8Jex/IvhFOnB6oBznBFqBXrB0rB,v115@HhA8IeF8DeB8EeC8JeSFJvhFxiBcsBToBlrBmpBXrB,v115@HhA8IeF8DeB8EeC8Jel/IvhFThBOnBXjBStBcqBRwB,v115@HhA8IeF8DeB8EeC8Je0/IvhFVmBxnBGoBisBTqB3rB
LITZJOS,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O
LITZSJO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
LITZSOJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LITZOJS,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O
LITZOSJ,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LITOJSZ,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X
LITOJZS,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X
LITOSJZ,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LITOSZJ,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LITOZJS,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O
LITOZSJ,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIJTSZO,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LIJTSOZ,X,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X
LIJTZSO,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O
LIJTZOS,X,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,O
LIJTOSZ,X,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X
LIJTOZS,X,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X
LIJSTZO,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJSTOZ,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJSZTO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZOT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJSOZT,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJZTSO,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O
LIJZTOS,X,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,O
LIJZSTO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZSOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJZOTS,X,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X
LIJZOST,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJOTSZ,X,O,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X
LIJOTZS,X,O,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X
LIJOSTZ,X,O,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X
LIJOSZT,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOZTS,X,O,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X
LIJOZST,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LISTJZO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LISTJOZ,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X
LISTZJO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
LISTZOJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LISTOJZ,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
LISTOZJ,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LISJTZO,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
LISJTOZ,X,O,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X
LISJZTO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LISJZOT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LISJOTZ,X,O,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X
LISJOZT,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X
LISZTJO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
LISZTOJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LISZJTO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LISZJOT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LISZOTJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LISZOJT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LISOTJZ,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X
LISOTZJ,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LISOJTZ,X,O,O,O,O,X,X,X,X,O,X,X,X,O,X,O,X
LISOJZT,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X
LISOZTJ,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LISOZJT,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X
LIZTJSO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
LIZTJOS,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,O
LIZTSJO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
LIZTSOJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZTOJS,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,O
LIZTOSJ,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIZJTSO,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O
LIZJTOS,X,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,O
LIZJSTO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJSOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X
LIZJOST,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LIZSTJO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
LIZSTOJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJTO,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJOT,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOJT,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LIZOTJS,X,O,X,O,O,X,X,X,X,O,X,O,X,X,O,X,O
LIZOTSJ,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X
LIZOJTS,X,O,X,O,O,O,X,X,X,O,X,O,X,O,O,X,X
LIZOJST,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LIZOSTJ,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X
LIZOSJT,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
LIOTJSZ,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,O,X
LIOTJZS,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,O,X
LIOTSJZ,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X
LIOTSZJ,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOTZJS,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O
LIOTZSJ,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOJTSZ,X,O,X,O,O,X,X,X,X,O,O,O,X,O,X,O,X
LIOJTZS,X,O,X,O,O,X,X,X,X,O,O,O,X,O,X,O,X
LIOJSTZ,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,O,X
LIOJSZT,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X
LIOJZTS,X,O,X,O,O,X,X,X,X,O,O,O,X,O,X,O,X
LIOJZST,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X
LIOSTJZ,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X
LIOSTZJ,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOSJTZ,X,O,O,O,O,X,X,X,X,O,X,X,X,O,X,O,X
LIOSJZT,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X
LIOSZTJ,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOSZJT,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X
LIOZTJS,X,O,X,O,O,X,X,X,X,O,X,O,X,X,O,X,O
LIOZTSJ,X,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X
LIOZJTS,X,O,X,O,O,X,X,X,X,O,X,O,X,O,O,O,X
LIOZJST,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X
LIOZSTJ,X,O,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X
LIOZSJT,X,O,O,O,O,X,X,X,X,O,X,O,X,X,X,O,X
LJTISZO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTISOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTIZSO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
LJTIZOS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
LJTIOSZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTIOZS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTSIZO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJTSIOZ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJTSZIO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJTSZOI,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LJTSOIZ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJTSOZI,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LJTZISO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O
LJTZIOS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
LJTZSIO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJTZSOI,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LJTZOIS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTZOSI,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LJTOISZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTOIZS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTOSIZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTOSZI,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LJTOZIS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTOZSI,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LJITSZO,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJITSOZ,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJITZSO,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O
LJITZOS,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O
LJITOSZ,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJITOZS,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJISTZO,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LJISTOZ,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LJISZTO,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJISZOT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJISOTZ,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LJISOZT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIZTSO,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O
LJIZTOS,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O
LJIZSTO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZSOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIZOTS,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJIZOST,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X
LJIOTZS,X,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X
LJIOSTZ,X,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X
LJIOSZT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIOZTS,X,X,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X
LJIOZST,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSTIZO,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,O,X
LJSTIOZ,X,X,X,X,X,O,O,X,X,X,O,X,O,X,X,O,X
LJSTZIO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJSTZOI,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LJSTOIZ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJSTOZI,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LJSITZO,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X
LJSITOZ,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X
LJSIZTO,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
LJSIZOT,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
LJSIOTZ,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X
LJSIOZT,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
LJSZTIO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJSZTOI,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LJSZITO,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
LJSZIOT,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X
LJSZOTI,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LJSZOIT,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X
LJSOTZI,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X
LJSOITZ,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X
LJSOIZT,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
LJSOZTI,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X
LJSOZIT,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
LJZTISO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O
LJZTIOS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
LJZTSIO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJZTSOI,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LJZTOIS,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJZTOSI,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LJZITSO,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,O
LJZITOS,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O
LJZISTO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZISOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZIOTS,X,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X
LJZIOST,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJZSTIO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LJZSTOI,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LJZSITO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZSIOT,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJZSOTI,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LJZSOIT,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJZOTIS,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X,X
LJZOTSI,X,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X
LJZOITS,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X,X
LJZOIST,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJZOSTI,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X
LJZOSIT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJOTISZ,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X
LJOTIZS,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X
LJOTSIZ,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X
LJOTSZI,X,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X,X
LJOTZIS,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X
LJOTZSI,X,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X,X
LJOITSZ,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X
LJOITZS,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X
LJOISTZ,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X
LJOISZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LJOIZTS,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X
LJOIZST,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X
LJOSTIZ,X,X,X,X,X,O,X,X,X,X,O,O,O,O,X,O,X
LJOSTZI,X,X,X,X,X,O,X,O,X,X,O,O,O,O,X,O,X
LJOSITZ,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X
LJOSIZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LJOSZTI,X,X,X,X,X,O,X,O,X,X,O,O,O,O,X,O,X
LJOSZIT,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X
LJOZTIS,X,X,X,X,X,O,X,X,X,X,O,O,X,O,O,X,X
LJOZTSI,X,X,X,X,X,O,X,O,X,X,O,O,X,O,O,X,X
LJOZITS,X,X,X,X,X,O,X,X,X,X,O,O,X,O,O,X,X
LJOZIST,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJOZSTI,X,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X,X
LJOZSIT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LSTIJZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSTIJOZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSTIZJO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LSTIZOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIOJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSTIOZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSTJIOZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSTJZIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJZOI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSTJOIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJOZI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSTZIJO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LSTZIOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTZJIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTZJOI,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSTZOIJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTZOJI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTOIJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSTOIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOJIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSTOJZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSTOZIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOZJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITJZO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LSITJOZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LSITZJO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
LSITZOJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSITOJZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LSITOZJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSIJTZO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LSIJTOZ,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LSIJZTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIJZOT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIJOTZ,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LSIJOZT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIZTJO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
LSIZTOJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSIZJTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIZJOT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIZOTJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSIZOJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIOTJZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LSIOTZJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSIOJTZ,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LSIOJZT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIOZTJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSIOZJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSJTIZO,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
LSJTIOZ,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
LSJTZIO,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSJTZOI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LSJTOIZ,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSJTOZI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LSJITZO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LSJITOZ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LSJIZTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSJIZOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSJIOTZ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LSJIOZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSJZTIO,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSJZTOI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LSJZITO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSJZIOT,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LSJZOTI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LSJZOIT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
LSJOTZI,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,O,X
LSJOITZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LSJOIZT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSJOZTI,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,O,X
LSJOZIT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LSZTIJO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LSZTIOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZTJIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZTJOI,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSZTOIJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZTOJI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSZITJO,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
LSZITOJ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSZIJTO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LSZIJOT,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X
LSZIOTJ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSZIOJT,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
LSZJTIO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSZJTOI,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LSZJITO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
