sequence,v115@JhA8GeC8DeB8AeC8CeC8KeT/IvhFlgBcmBxiBXnB6t?BWwB,v115@JhA8GeC8DeB8AeC8CeC8KeT/IvhF0gBmiB5oBFnBXm?BSwB,v115@JhA8GeC8DeB8AeC8CeC8KeT/IvhFSmBmiB5oBXnBUr?BlqB,v115@JhA8GeC8DeB8AeC8CeC8KeT/IvhFXhBxiBFnB6tBGr?B0qB
ZOLJTSI,O,O,X,O
ZOLJITS,O,O,X,X
ZOLJIST,O,X,O,X
ZOLJSTI,O,X,O,O
ZOLJSIT,O,X,O,X
ZOLSTIJ,O,O,O,X
ZOLSTJI,O,O,O,X
ZOLSITJ,O,O,O,X
ZOLSIJT,O,X,O,X
ZOLSJTI,O,X,O,X
ZOLSJIT,O,X,O,X
ZOJTILS,O,O,X,X
ZOJTISL,X,O,O,X
ZOJTLIS,O,O,X,O
ZOJTLSI,O,O,X,O
ZOJTSIL,X,O,O,X
ZOJTSLI,O,X,O,O
ZOJITLS,O,O,X,X
ZOJITSL,X,O,O,X
ZOJILTS,O,O,X,X
ZOJILST,O,X,O,X
ZOJISTL,X,X,O,X
ZOJISLT,X,X,O,X
ZOJLTIS,O,O,X,O
ZOJLTSI,O,O,X,O
ZOJLITS,O,O,X,X
ZOJLIST,O,X,O,X
ZOJLSTI,O,X,O,O
ZOJLSIT,O,X,O,X
ZOJSTIL,O,X,O,X
ZOJSTLI,O,X,O,O
ZOJSITL,O,X,O,X
ZOJSILT,O,X,O,X
ZOJSLTI,O,X,O,O
ZOJSLIT,O,X,O,X
ZOSTILJ,O,X,O,X
ZOSTIJL,O,O,O,X
ZOSTLIJ,O,X,O,X
ZOSTLJI,O,X,O,X
ZOSTJIL,O,O,O,X
ZOSTJLI,O,X,O,X
ZOSITLJ,O,X,O,X
ZOSITJL,O,O,O,X
ZOSILTJ,O,O,O,X
ZOSILJT,O,X,O,X
ZOSIJTL,O,X,O,X
ZOSIJLT,O,X,O,X
ZOSLTIJ,O,O,O,X
ZOSLTJI,O,O,O,X
ZOSLITJ,O,O,O,X
ZOSLIJT,O,X,O,X
ZOSLJTI,O,X,O,X
ZOSLJIT,O,X,O,X
ZOSJTIL,O,X,O,X
ZOSJTLI,O,X,O,X
ZOSJITL,O,X,O,X
ZOSJILT,O,X,O,X
ZOSJLTI,O,X,O,X
ZOSJLIT,O,X,O,X
OTILJSZ,X,O,X,O
OTILJZS,O,O,X,O
OTILSJZ,X,O,X,O
OTILSZJ,X,O,X,O
OTILZJS,X,O,X,O
OTILZSJ,X,O,X,O
OTIJLSZ,X,O,X,O
OTIJLZS,O,O,X,O
OTIJSLZ,X,O,O,O
OTIJSZL,X,O,O,X
OTIJZLS,O,O,X,X
OTIJZSL,X,O,O,X
OTISLJZ,X,O,O,O
OTISLZJ,X,O,X,O
OTISJLZ,X,O,O,X
OTISJZL,X,O,O,X
OTISZLJ,X,X,O,X
OTISZJL,X,O,O,X
OTIZLJS,X,O,X,X
OTIZLSJ,X,O,X,X
OTIZJLS,X,O,X,X
OTIZJSL,X,O,O,X
OTIZSLJ,X,X,O,X
OTIZSJL,X,O,O,X
OTLIJSZ,O,O,X,O
OTLIJZS,O,O,X,O
OTLISJZ,O,O,X,O
OTLISZJ,O,O,X,O
OTLIZJS,X,O,X,O
OTLIZSJ,X,O,X,O
OTLJISZ,O,O,X,O
OTLJIZS,O,O,X,O
OTLJSIZ,O,O,X,O
OTLJSZI,O,O,X,O
OTLJZIS,O,O,X,O
OTLJZSI,O,O,X,O
OTLSIJZ,O,O,X,O
OTLSIZJ,O,O,X,O
OTLSJIZ,O,O,X,O
OTLSJZI,O,O,X,O
OTLSZIJ,O,O,X,O
OTLSZJI,O,O,X,O
OTLZIJS,X,O,X,O
OTLZISJ,X,O,X,O
OTLZJIS,O,O,X,O
OTLZJSI,O,O,X,O
OTLZSIJ,X,O,X,O
OTLZSJI,X,O,X,O
OTJILSZ,X,O,X,O
OTJILZS,O,O,X,O
OTJISLZ,X,O,O,O
OTJISZL,X,O,O,X
OTJIZLS,O,O,X,X
OTJIZSL,X,O,O,X
OTJLISZ,O,O,X,O
OTJLIZS,O,O,X,O
OTJLSIZ,O,O,X,O
OTJLSZI,O,O,X,O
OTJLZIS,O,O,X,O
OTJLZSI,O,O,X,O
OTJSILZ,X,O,O,O
OTJSIZL,O,O,O,X
OTJSLIZ,O,O,O,O
OTJSLZI,O,O,X,O
OTJSZIL,O,O,O,X
OTJSZLI,O,X,O,O
OTJZILS,O,O,X,X
OTJZISL,X,O,O,X
OTJZLIS,O,O,X,O
OTJZLSI,O,O,X,O
OTJZSIL,X,O,O,X
OTJZSLI,O,X,O,O
OTSILJZ,X,O,O,O
OTSILZJ,X,O,X,O
OTSIJLZ,X,O,O,X
OTSIJZL,O,O,O,X
OTSIZLJ,O,X,O,X
OTSIZJL,O,O,O,X
OTSLIJZ,O,O,O,O
OTSLIZJ,O,O,X,O
OTSLJIZ,O,O,O,O
OTSLJZI,O,O,X,O
OTSLZIJ,O,O,X,O
OTSLZJI,O,O,X,O
OTSJILZ,X,O,O,O
OTSJIZL,O,O,O,X
OTSJLIZ,O,O,O,O
OTSJLZI,O,O,X,O
OTSJZIL,O,O,O,X
OTSJZLI,O,X,O,O
OTSZILJ,O,X,O,X
OTSZIJL,O,O,O,X
OTSZLIJ,O,X,O,O
OTSZLJI,O,X,O,O
OTSZJIL,O,O,O,X
OTSZJLI,O,X,O,X
OTZILJS,X,O,X,X
OTZILSJ,X,O,X,X
OTZIJLS,X,O,X,X
OTZIJSL,X,O,O,X
OTZISLJ,X,X,O,X
OTZISJL,X,O,O,X
OTZLIJS,X,O,X,O
OTZLISJ,X,O,X,O
OTZLJIS,O,O,X,O
OTZLJSI,O,O,X,O
OTZLSIJ,X,O,X,O
OTZLSJI,X,O,X,O
OTZJILS,O,O,X,X
OTZJISL,X,O,O,X
OTZJLIS,O,O,X,O
OTZJLSI,O,O,X,O
OTZJSIL,X,O,O,X
OTZJSLI,O,X,O,O
OTZSILJ,X,X,O,X
OTZSIJL,X,O,O,X
OTZSLIJ,X,X,O,O
OTZSLJI,X,X,O,O
OTZSJIL,X,O,O,X
OTZSJLI,X,X,O,X
OITLJSZ,X,O,X,O
OITLJZS,O,O,X,O
OITLSJZ,X,O,X,O
OITLSZJ,X,O,X,O
OITLZJS,X,O,X,O
OITLZSJ,X,O,X,O
OITJLSZ,X,O,X,O
OITJLZS,O,O,X,O
OITJSLZ,X,O,O,O
OITJSZL,X,O,O,X
OITJZLS,O,O,X,X
OITJZSL,X,O,O,X
OITSLJZ,X,O,O,O
OITSLZJ,X,O,X,O
OITSJLZ,X,O,O,X
OITSJZL,X,O,O,X
OITSZLJ,X,X,O,X
OITSZJL,X,O,O,X
OITZLJS,X,O,X,X
OITZLSJ,X,O,X,X
OITZJLS,X,O,X,X
OITZJSL,X,O,O,X
OITZSLJ,X,X,O,X
OITZSJL,X,O,O,X
OILTJSZ,O,O,X,O
OILTJZS,O,O,X,O
OILTSJZ,O,O,X,O
OILTSZJ,O,O,X,O
OILTZJS,X,O,X,O
OILTZSJ,X,O,X,O
OILJTSZ,O,O,X,O
OILJTZS,O,O,X,O
OILJSTZ,O,X,O,O
OILJSZT,O,X,O,X
OILJZTS,O,O,X,X
OILJZST,O,X,O,X
OILSTJZ,O,O,O,O
OILSTZJ,O,O,X,O
OILSJTZ,O,X,O,X
OILSJZT,O,X,O,X
OILSZTJ,O,O,O,X
OILSZJT,O,X,O,X
OILZTJS,X,O,X,O
OILZTSJ,X,O,X,O
OILZJTS,O,O,X,X
OILZJST,O,X,O,X
OILZSTJ,O,O,O,X
OILZSJT,O,X,O,X
OIJTLSZ,X,O,X,O
OIJTLZS,O,O,X,O
OIJTSLZ,X,O,O,O
OIJTSZL,X,O,O,X
OIJTZLS,O,O,X,X
OIJTZSL,X,O,O,X
OIJLTSZ,O,O,X,O
OIJLTZS,O,O,X,O
OIJLSTZ,O,X,O,O
OIJLSZT,O,X,O,X
OIJLZTS,O,O,X,X
OIJLZST,O,X,O,X
OIJSTLZ,X,O,O,O
OIJSTZL,O,O,O,X
OIJSLTZ,O,X,O,O
OIJSLZT,O,X,O,X
OIJSZTL,O,X,O,X
OIJSZLT,O,X,O,X
OIJZTLS,O,O,X,X
OIJZTSL,X,O,O,X
OIJZLTS,O,O,X,X
OIJZLST,O,X,O,X
OIJZSTL,X,X,O,X
OIJZSLT,X,X,O,X
OISTLJZ,X,O,O,X
OISTLZJ,X,O,X,X
OISTJLZ,X,O,O,X
OISTJZL,O,O,O,X
OISTZLJ,O,X,O,X
OISTZJL,O,O,O,X
OISLTJZ,O,O,O,X
OISLTZJ,O,O,X,X
OISLJTZ,O,X,O,X
OISLJZT,O,X,O,X
OISLZTJ,O,O,O,X
OISLZJT,O,X,O,X
OISJTLZ,X,O,O,X
OISJTZL,O,O,O,X
OISJLTZ,O,X,O,X
OISJLZT,O,X,O,X
OISJZTL,O,X,O,X
OISJZLT,O,X,O,X
OISZTLJ,O,X,O,X
OISZTJL,O,O,O,X
OISZLTJ,O,O,O,X
OISZLJT,O,X,O,X
OISZJTL,O,X,O,X
OISZJLT,O,X,O,X
OIZTLJS,X,O,X,X
OIZTLSJ,X,O,X,X
OIZTJLS,X,O,X,X
OIZTJSL,X,O,O,X
OIZTSLJ,X,X,O,X
OIZTSJL,X,O,O,X
OIZLTJS,X,O,X,X
OIZLTSJ,X,O,X,X
OIZLJTS,X,O,X,X
OIZLJST,X,X,O,X
OIZLSTJ,X,O,O,X
OIZLSJT,X,X,O,X
OIZJTLS,X,O,X,X
OIZJTSL,X,O,O,X
OIZJLTS,X,O,X,X
OIZJLST,X,X,O,X
OIZJSTL,X,X,O,X
OIZJSLT,X,X,O,X
OIZSTLJ,X,X,O,X
OIZSTJL,X,O,O,X
OIZSLTJ,X,O,O,X
OIZSLJT,X,X,O,X
OIZSJTL,X,X,O,X
OIZSJLT,X,X,O,X
OLTIJSZ,O,O,X,O
OLTIJZS,O,O,X,O
OLTISJZ,O,O,X,O
OLTISZJ,O,O,X,O
OLTIZJS,X,O,X,O
OLTIZSJ,X,O,X,O
OLTJISZ,O,O,X,O
OLTJIZS,O,O,X,O
OLTJSIZ,O,O,X,O
OLTJSZI,O,O,X,O
OLTJZIS,O,O,X,O
OLTJZSI,O,O,X,O
OLTSIJZ,O,O,X,O
OLTSIZJ,O,O,X,O
OLTSJIZ,O,O,X,O
OLTSJZI,O,O,X,O
OLTSZIJ,O,O,X,O
OLTSZJI,O,O,X,O
OLTZIJS,X,O,X,O
OLTZISJ,X,O,X,O
OLTZJIS,O,O,X,O
OLTZJSI,O,O,X,O
OLTZSIJ,X,O,X,O
OLTZSJI,X,O,X,O
OLITJSZ,O,O,X,O
OLITJZS,O,O,X,O
OLITSJZ,O,O,X,O
OLITSZJ,O,O,X,O
OLITZJS,X,O,X,O
OLITZSJ,X,O,X,O
OLIJTSZ,O,O,X,O
OLIJTZS,O,O,X,O
OLIJSTZ,O,X,O,O
OLIJSZT,O,X,O,X
OLIJZTS,O,O,X,X
OLIJZST,O,X,O,X
OLISTJZ,O,O,O,O
OLISTZJ,O,O,X,O
OLISJTZ,O,X,O,X
OLISJZT,O,X,O,X
OLISZTJ,O,O,O,X
OLISZJT,O,X,O,X
OLIZTJS,X,O,X,O
OLIZTSJ,X,O,X,O
OLIZJTS,O,O,X,X
OLIZJST,O,X,O,X
OLIZSTJ,O,O,O,X
OLIZSJT,O,X,O,X
OLJTISZ,O,O,X,O
OLJTIZS,O,O,X,O
OLJTSIZ,O,O,X,O
OLJTSZI,O,O,X,O
OLJTZIS,O,O,X,O
OLJTZSI,O,O,X,O
OLJITSZ,O,O,X,O
OLJITZS,O,O,X,O
OLJISTZ,O,X,O,O
OLJISZT,O,X,O,X
OLJIZTS,O,O,X,X
OLJIZST,O,X,O,X
OLJSTIZ,O,X,O,O
OLJSTZI,O,X,X,O
OLJSITZ,O,X,O,O
OLJSIZT,O,X,O,X
OLJSZTI,O,X,O,O
OLJSZIT,O,X,O,X
OLJZTIS,O,O,X,O
OLJZTSI,O,O,X,O
OLJZITS,O,O,X,X
OLJZIST,O,X,O,X
OLJZSTI,O,X,O,O
OLJZSIT,O,X,O,X
OLSTIJZ,O,O,O,O
OLSTIZJ,O,O,X,O
OLSTJIZ,O,O,O,O
OLSTJZI,O,O,X,O
OLSTZIJ,O,O,X,O
OLSTZJI,O,O,X,O
OLSITJZ,O,O,O,O
OLSITZJ,O,O,X,O
OLSIJTZ,O,X,O,X
OLSIJZT,O,X,O,X
OLSIZTJ,O,O,O,X
OLSIZJT,O,X,O,X
OLSJTIZ,O,X,O,O
OLSJTZI,O,X,X,O
OLSJITZ,O,X,O,O
OLSJIZT,O,X,O,X
OLSJZTI,O,X,O,O
OLSJZIT,O,X,O,X
OLSZTIJ,O,O,O,X
OLSZTJI,O,O,O,X
OLSZITJ,O,O,O,X
OLSZIJT,O,X,O,X
OLSZJTI,O,X,O,X
OLSZJIT,O,X,O,X
OLZTIJS,X,O,X,O
OLZTISJ,X,O,X,O
OLZTJIS,O,O,X,O
OLZTJSI,O,O,X,O
OLZTSIJ,X,O,X,O
OLZTSJI,X,O,X,O
OLZITJS,X,O,X,O
OLZITSJ,X,O,X,O
OLZIJTS,O,O,X,X
OLZIJST,O,X,O,X
OLZISTJ,O,O,O,X
OLZISJT,O,X,O,X
OLZJTIS,O,O,X,O
OLZJTSI,O,O,X,O
OLZJITS,O,O,X,X
OLZJIST,O,X,O,X
OLZJSTI,O,X,O,O
OLZJSIT,O,X,O,X
OLZSTIJ,O,O,O,X
OLZSTJI,O,O,O,X
OLZSITJ,O,O,O,X
OLZSIJT,O,X,O,X
OLZSJTI,O,X,O,X
OLZSJIT,O,X,O,X
OJTILSZ,X,O,X,O
OJTILZS,O,O,X,O
OJTISLZ,X,O,O,O
OJTISZL,X,O,O,X
OJTIZLS,O,O,X,X
OJTIZSL,X,O,O,X
OJTLISZ,O,O,X,O
OJTLIZS,O,O,X,O
OJTLSIZ,O,O,X,O
OJTLSZI,O,O,X,O
OJTLZIS,O,O,X,O
OJTLZSI,O,O,X,O
OJTSILZ,X,O,O,O
OJTSIZL,O,O,O,X
OJTSLIZ,O,O,O,O
OJTSLZI,O,O,X,O
OJTSZIL,O,O,O,X
OJTSZLI,O,X,O,O
OJTZILS,O,O,X,X
OJTZISL,X,O,O,X
OJTZLIS,O,O,X,O
OJTZLSI,O,O,X,O
OJTZSIL,X,O,O,X
OJTZSLI,O,X,O,O
OJITLSZ,X,O,X,O
OJITLZS,O,O,X,O
OJITSLZ,X,O,O,O
OJITSZL,X,O,O,X
OJITZLS,O,O,X,X
OJITZSL,X,O,O,X
OJILTSZ,O,O,X,O
OJILTZS,O,O,X,O
OJILSTZ,O,X,O,O
OJILSZT,O,X,O,X
OJILZTS,O,O,X,X
OJILZST,O,X,O,X
OJISTLZ,X,O,O,O
OJISTZL,O,O,O,X
OJISLTZ,O,X,O,O
OJISLZT,O,X,O,X
OJISZTL,O,X,O,X
OJISZLT,O,X,O,X
OJIZTLS,O,O,X,X
OJIZTSL,X,O,O,X
OJIZLTS,O,O,X,X
OJIZLST,O,X,O,X
OJIZSTL,X,X,O,X
OJIZSLT,X,X,O,X
OJLTISZ,O,O,X,O
OJLTIZS,O,O,X,O
OJLTSIZ,O,O,X,O
OJLTSZI,O,O,X,O
OJLTZIS,O,O,X,O
OJLTZSI,O,O,X,O
OJLITSZ,O,O,X,O
OJLITZS,O,O,X,O
OJLISTZ,O,X,O,O
OJLISZT,O,X,O,X
OJLIZTS,O,O,X,X
OJLIZST,O,X,O,X
OJLSTIZ,O,X,O,O
OJLSTZI,O,X,X,O
OJLSITZ,O,X,O,O
OJLSIZT,O,X,O,X
OJLSZTI,O,X,O,O
OJLSZIT,O,X,O,X
OJLZTIS,O,O,X,O
OJLZTSI,O,O,X,O
OJLZITS,O,O,X,X
OJLZIST,O,X,O,X
OJLZSTI,O,X,O,O
OJLZSIT,O,X,O,X
OJSTILZ,X,O,O,O
OJSTIZL,O,O,O,X
OJSTLIZ,O,O,O,O
OJSTLZI,O,O,X,O
OJSTZIL,O,O,O,X
OJSTZLI,O,X,O,O
OJSITLZ,X,O,O,O
OJSITZL,O,O,O,X
OJSILTZ,O,X,O,O
OJSILZT,O,X,O,X
OJSIZTL,O,X,O,X
OJSIZLT,O,X,O,X
OJSLTIZ,O,X,O,O
OJSLTZI,O,X,X,O
OJSLITZ,O,X,O,O
OJSLIZT,O,X,O,X
OJSLZTI,O,X,O,O
OJSLZIT,O,X,O,X
OJSZTIL,O,X,O,X
OJSZTLI,O,X,O,O
OJSZITL,O,X,O,X
OJSZILT,O,X,O,X
OJSZLTI,O,X,O,O
OJSZLIT,O,X,O,X
OJZTILS,O,O,X,X
OJZTISL,X,O,O,X
OJZTLIS,O,O,X,O
OJZTLSI,O,O,X,O
OJZTSIL,X,O,O,X
OJZTSLI,O,X,O,O
OJZITLS,O,O,X,X
OJZITSL,X,O,O,X
OJZILTS,O,O,X,X
OJZILST,O,X,O,X
OJZISTL,X,X,O,X
OJZISLT,X,X,O,X
OJZLTIS,O,O,X,O
OJZLTSI,O,O,X,O
OJZLITS,O,O,X,X
OJZLIST,O,X,O,X
OJZLSTI,O,X,O,O
OJZLSIT,O,X,O,X
OJZSTIL,O,X,O,X
OJZSTLI,O,X,O,O
OJZSITL,O,X,O,X
OJZSILT,O,X,O,X
OJZSLTI,O,X,O,O
OJZSLIT,O,X,O,X
OSTILJZ,X,O,O,O
OSTILZJ,X,O,X,O
OSTIJLZ,X,O,O,X
OSTIJZL,O,O,O,X
OSTIZLJ,O,X,O,X
OSTIZJL,O,O,O,X
OSTLIJZ,O,O,O,O
OSTLIZJ,O,O,X,O
OSTLJIZ,O,O,O,O
OSTLJZI,O,O,X,O
OSTLZIJ,O,O,X,O
OSTLZJI,O,O,X,O
OSTJILZ,X,O,O,O
OSTJIZL,O,O,O,X
OSTJLIZ,O,O,O,O
OSTJLZI,O,O,X,O
OSTJZIL,O,O,O,X
OSTJZLI,O,X,O,O
OSTZILJ,O,X,O,X
OSTZIJL,O,O,O,X
OSTZLIJ,O,X,O,O
OSTZLJI,O,X,O,O
OSTZJIL,O,O,O,X
OSTZJLI,O,X,O,X
OSITLJZ,X,O,O,X
OSITLZJ,X,O,X,X
OSITJLZ,X,O,O,X
OSITJZL,O,O,O,X
OSITZLJ,O,X,O,X
OSITZJL,O,O,O,X
OSILTJZ,O,O,O,X
OSILTZJ,O,O,X,X
OSILJTZ,O,X,O,X
OSILJZT,O,X,O,X
OSILZTJ,O,O,O,X
OSILZJT,O,X,O,X
OSIJTLZ,X,O,O,X
OSIJTZL,O,O,O,X
OSIJLTZ,O,X,O,X
OSIJLZT,O,X,O,X
OSIJZTL,O,X,O,X
OSIJZLT,O,X,O,X
OSIZTLJ,O,X,O,X
OSIZTJL,O,O,O,X
OSIZLTJ,O,O,O,X
OSIZLJT,O,X,O,X
OSIZJTL,O,X,O,X
OSIZJLT,O,X,O,X
OSLTIJZ,O,O,O,O
OSLTIZJ,O,O,X,O
OSLTJIZ,O,O,O,O
OSLTJZI,O,O,X,O
OSLTZIJ,O,O,X,O
OSLTZJI,O,O,X,O
OSLITJZ,O,O,O,O
OSLITZJ,O,O,X,O
OSLIJTZ,O,X,O,X
OSLIJZT,O,X,O,X
OSLIZTJ,O,O,O,X
OSLIZJT,O,X,O,X
OSLJTIZ,O,X,O,O
OSLJTZI,O,X,X,O
OSLJITZ,O,X,O,O
OSLJIZT,O,X,O,X
OSLJZTI,O,X,O,O
OSLJZIT,O,X,O,X
OSLZTIJ,O,O,O,X
OSLZTJI,O,O,O,X
OSLZITJ,O,O,O,X
OSLZIJT,O,X,O,X
OSLZJTI,O,X,O,X
OSLZJIT,O,X,O,X
OSJTILZ,X,O,O,O
OSJTIZL,O,O,O,X
OSJTLIZ,O,O,O,O
OSJTLZI,O,O,X,O
OSJTZIL,O,O,O,X
OSJTZLI,O,X,O,O
OSJITLZ,X,O,O,O
OSJITZL,O,O,O,X
OSJILTZ,O,X,O,O
OSJILZT,O,X,O,X
OSJIZTL,O,X,O,X
OSJIZLT,O,X,O,X
OSJLTIZ,O,X,O,O
OSJLTZI,O,X,X,O
OSJLITZ,O,X,O,O
OSJLIZT,O,X,O,X
OSJLZTI,O,X,O,O
OSJLZIT,O,X,O,X
OSJZTIL,O,X,O,X
OSJZTLI,O,X,O,O
OSJZITL,O,X,O,X
OSJZILT,O,X,O,X
OSJZLTI,O,X,O,O
OSJZLIT,O,X,O,X
OSZTILJ,O,X,O,X
OSZTIJL,O,O,O,X
OSZTLIJ,O,X,O,X
OSZTLJI,O,X,O,X
OSZTJIL,O,O,O,X
OSZTJLI,O,X,O,X
OSZITLJ,O,X,O,X
OSZITJL,O,O,O,X
OSZILTJ,O,O,O,X
OSZILJT,O,X,O,X
OSZIJTL,O,X,O,X
OSZIJLT,O,X,O,X
OSZLTIJ,O,O,O,X
OSZLTJI,O,O,O,X
OSZLITJ,O,O,O,X
OSZLIJT,O,X,O,X
OSZLJTI,O,X,O,X
OSZLJIT,O,X,O,X
OSZJTIL,O,X,O,X
OSZJTLI,O,X,O,X
OSZJITL,O,X,O,X
OSZJILT,O,X,O,X
OSZJLTI,O,X,O,X
OSZJLIT,O,X,O,X
OZTILJS,X,O,X,X
OZTILSJ,X,O,X,X
OZTIJLS,X,O,X,X
OZTIJSL,X,O,O,X
OZTISLJ,X,X,O,X
OZTISJL,X,O,O,X
OZTLIJS,X,O,X,O
OZTLISJ,X,O,X,O
OZTLJIS,O,O,X,O
OZTLJSI,O,O,X,O
OZTLSIJ,X,O,X,O
OZTLSJI,X,O,X,O
OZTJILS,O,O,X,X
OZTJISL,X,O,O,X
OZTJLIS,O,O,X,O
OZTJLSI,O,O,X,O
OZTJSIL,X,O,O,X
OZTJSLI,O,X,O,O
OZTSILJ,X,X,O,X
OZTSIJL,X,O,O,X
OZTSLIJ,X,X,O,O
OZTSLJI,X,X,O,O
OZTSJIL,X,O,O,X
OZTSJLI,X,X,O,X
OZITLJS,X,O,X,X
OZITLSJ,X,O,X,X
OZITJLS,X,O,X,X
OZITJSL,X,O,O,X
OZITSLJ,X,X,O,X
OZITSJL,X,O,O,X
OZILTJS,X,O,X,X
OZILTSJ,X,O,X,X
OZILJTS,X,O,X,X
OZILJST,X,X,O,X
OZILSTJ,X,O,O,X
OZILSJT,X,X,O,X
OZIJTLS,X,O,X,X
OZIJTSL,X,O,O,X
OZIJLTS,X,O,X,X
OZIJLST,X,X,O,X
OZIJSTL,X,X,O,X
OZIJSLT,X,X,O,X
OZISTLJ,X,X,O,X
OZISTJL,X,O,O,X
OZISLTJ,X,O,O,X
OZISLJT,X,X,O,X
OZISJTL,X,X,O,X
OZISJLT,X,X,O,X
OZLTIJS,X,O,X,O
OZLTISJ,X,O,X,O
OZLTJIS,O,O,X,O
OZLTJSI,O,O,X,O
OZLTSIJ,X,O,X,O
OZLTSJI,X,O,X,O
OZLITJS,X,O,X,O
OZLITSJ,X,O,X,O
OZLIJTS,O,O,X,X
OZLIJST,O,X,O,X
OZLISTJ,O,O,O,X
OZLISJT,O,X,O,X
OZLJTIS,O,O,X,O
OZLJTSI,O,O,X,O
OZLJITS,O,O,X,X
OZLJIST,O,X,O,X
OZLJSTI,O,X,O,O
OZLJSIT,O,X,O,X
OZLSTIJ,O,O,O,X
OZLSTJI,O,O,O,X
OZLSITJ,O,O,O,X
OZLSIJT,O,X,O,X
OZLSJTI,O,X,O,X
OZLSJIT,O,X,O,X
OZJTILS,O,O,X,X
OZJTISL,X,O,O,X
OZJTLIS,O,O,X,O
OZJTLSI,O,O,X,O
OZJTSIL,X,O,O,X
OZJTSLI,O,X,O,O
OZJITLS,O,O,X,X
OZJITSL,X,O,O,X
OZJILTS,O,O,X,X
OZJILST,O,X,O,X
OZJISTL,X,X,O,X
OZJISLT,X,X,O,X
OZJLTIS,O,O,X,O
OZJLTSI,O,O,X,O
OZJLITS,O,O,X,X
OZJLIST,O,X,O,X
OZJLSTI,O,X,O,O
OZJLSIT,O,X,O,X
OZJSTIL,O,X,O,X
OZJSTLI,O,X,O,O
OZJSITL,O,X,O,X
OZJSILT,O,X,O,X
OZJSLTI,O,X,O,O
OZJSLIT,O,X,O,X
OZSTILJ,O,X,O,X
OZSTIJL,O,O,O,X
OZSTLIJ,O,X,O,X
OZSTLJI,O,X,O,X
OZSTJIL,O,O,O,X
OZSTJLI,O,X,O,X
OZSITLJ,O,X,O,X
OZSITJL,O,O,O,X
OZSILTJ,O,O,O,X
OZSILJT,O,X,O,X
OZSIJTL,O,X,O,X
OZSIJLT,O,X,O,X
OZSLTIJ,O,O,O,X
OZSLTJI,O,O,O,X
OZSLITJ,O,O,O,X
OZSLIJT,O,X,O,X
OZSLJTI,O,X,O,X
OZSLJIT,O,X,O,X
OZSJTIL,O,X,O,X
OZSJTLI,O,X,O,X
OZSJITL,O,X,O,X
OZSJILT,O,X,O,X
OZSJLTI,O,X,O,X
OZSJLIT,O,X,O,X
