sequence,v115@KhA8HeC8EeG8BeA8JeKEJvhFzfBRhBGjB0mBlnBXtB,v115@KhA8HeC8EeG8BeA8Jei/IvhFRhBziB+oB3kBlmB0sB,v115@KhA8HeC8EeG8BeA8Jei/IvhFRhB+oB3kB0mBlnBzsB,v115@KhA8HeC8EeG8BeA8Je2EJvhFFhBxiBCnBToB3kB0sB,v115@KhA8HeC8EeG8BeA8JeOEJvhF8kBFhB6oBRnBXnBzsB,v115@KhA8HeC8EeG8BeA8JeKEJvhFzfBUhBFiBGoBRsBXtB
ZJSILOT,O,O,O,X,X,X
ZJSIOTL,X,O,O,X,X,X
ZJSIOLT,O,O,O,X,X,X
ZJSLTIO,O,O,O,X,X,X
ZJSLTOI,O,O,O,O,O,O
ZJSLITO,O,O,O,X,X,X
ZJSLIOT,O,O,O,X,X,X
ZJSLOTI,O,O,O,O,O,O
ZJSLOIT,O,O,O,O,O,X
ZJSOTIL,X,O,O,X,O,X
ZJSOTLI,X,O,O,X,O,X
ZJSOITL,X,O,O,X,O,X
ZJSOILT,O,O,O,O,O,X
ZJSOLTI,O,O,O,O,O,X
ZJSOLIT,O,O,O,O,O,X
ZJOTILS,X,O,X,O,O,X
ZJOTISL,X,O,O,X,O,X
ZJOTLIS,X,O,X,O,O,O
ZJOTLSI,X,O,X,O,O,O
ZJOTSIL,X,O,O,X,O,X
ZJOTSLI,X,O,O,X,O,X
ZJOITLS,X,O,X,O,O,X
ZJOITSL,X,O,O,X,O,X
ZJOILTS,X,X,X,O,O,X
ZJOILST,X,O,X,O,O,X
ZJOISTL,X,O,O,X,O,X
ZJOISLT,X,O,O,O,O,X
ZJOLTIS,X,O,X,O,O,O
ZJOLTSI,X,O,X,O,O,O
ZJOLITS,X,X,X,O,O,O
ZJOLIST,X,O,X,O,O,X
ZJOLSTI,X,O,X,O,O,O
ZJOLSIT,X,O,X,O,O,X
ZJOSTIL,X,O,O,X,O,X
ZJOSTLI,X,O,O,X,O,X
ZJOSITL,X,O,O,X,O,X
ZJOSILT,X,O,O,O,O,X
ZJOSLTI,X,O,O,O,O,X
ZJOSLIT,X,O,O,O,O,X
ZSTILJO,O,O,O,X,X,O
ZSTILOJ,O,O,X,X,X,O
ZSTIJLO,O,O,O,X,X,O
ZSTIJOL,O,O,O,X,X,X
ZSTIOLJ,O,O,X,X,X,X
ZSTIOJL,O,O,X,X,X,X
ZSTLIJO,O,O,O,X,X,O
ZSTLIOJ,O,O,X,X,X,O
ZSTLJIO,O,O,O,X,X,X
ZSTLJOI,O,O,O,O,O,O
ZSTLOIJ,O,O,X,O,O,O
ZSTLOJI,O,O,X,O,O,O
ZSTJILO,O,O,O,X,X,X
ZSTJIOL,O,O,O,X,X,X
ZSTJLIO,O,O,O,X,X,X
ZSTJLOI,O,O,O,O,O,O
ZSTJOIL,O,O,O,X,O,X
ZSTJOLI,O,O,O,X,O,X
ZSTOILJ,O,O,X,X,O,X
ZSTOIJL,O,O,X,X,O,X
ZSTOLIJ,O,O,X,X,O,X
ZSTOLJI,O,O,X,X,O,X
ZSTOJIL,O,O,X,X,O,X
ZSTOJLI,O,O,X,X,O,X
ZSITLJO,O,O,O,X,X,O
ZSITLOJ,O,O,X,X,X,O
ZSITJLO,O,O,O,X,X,O
ZSITJOL,O,O,O,X,X,X
ZSITOLJ,O,O,X,X,X,X
ZSITOJL,O,O,X,X,X,X
ZSILTJO,O,O,O,X,X,O
ZSILTOJ,O,O,X,X,X,O
ZSILJTO,O,O,O,X,X,O
ZSILJOT,O,O,O,X,X,O
ZSILOTJ,O,X,X,X,X,O
ZSILOJT,O,O,O,X,X,O
ZSIJTLO,O,O,O,X,X,O
ZSIJTOL,O,O,O,X,X,X
ZSIJLTO,O,O,O,X,X,O
ZSIJLOT,O,O,O,X,X,O
ZSIJOTL,X,O,O,X,X,X
ZSIJOLT,O,O,O,X,X,X
ZSIOTLJ,O,X,X,X,X,X
ZSIOTJL,O,X,X,X,X,X
ZSIOLTJ,O,X,X,X,X,X
ZSIOLJT,O,O,O,X,X,X
ZSIOJTL,X,O,O,X,X,X
ZSIOJLT,O,O,O,X,X,X
ZSLTIJO,O,O,O,X,X,O
ZSLTIOJ,O,O,X,X,X,O
ZSLTJIO,O,O,O,X,X,X
ZSLTJOI,O,O,O,O,O,O
ZSLTOIJ,O,O,X,O,O,O
ZSLTOJI,O,O,X,O,O,O
ZSLITJO,O,O,O,X,X,O
ZSLITOJ,O,O,X,X,X,O
ZSLIJTO,O,O,O,X,X,O
ZSLIJOT,O,O,O,X,X,O
ZSLIOTJ,O,X,X,X,X,O
ZSLIOJT,O,O,O,X,X,O
ZSLJTIO,O,O,O,X,X,X
ZSLJTOI,O,O,O,O,O,O
ZSLJITO,O,O,O,X,X,X
ZSLJIOT,O,O,O,X,X,X
ZSLJOTI,O,O,O,O,O,O
ZSLJOIT,O,O,O,O,O,X
ZSLOTIJ,O,O,X,O,O,O
ZSLOTJI,O,O,X,O,O,O
ZSLOITJ,O,X,X,O,O,O
ZSLOIJT,O,O,O,O,O,O
ZSLOJTI,O,O,O,O,O,O
ZSLOJIT,O,O,O,O,O,X
ZSJTILO,O,O,O,X,X,X
ZSJTIOL,O,O,O,X,X,X
ZSJTLIO,O,O,O,X,X,X
ZSJTLOI,O,O,O,O,O,O
ZSJTOIL,O,O,O,X,O,X
ZSJTOLI,O,O,O,X,O,X
ZSJITLO,O,O,O,X,X,X
ZSJITOL,O,O,O,X,X,X
ZSJILTO,O,O,O,X,X,X
ZSJILOT,O,O,O,X,X,X
ZSJIOTL,X,O,O,X,X,X
ZSJIOLT,O,O,O,X,X,X
ZSJLTIO,O,O,O,X,X,X
ZSJLTOI,O,O,O,O,O,O
ZSJLITO,O,O,O,X,X,X
ZSJLIOT,O,O,O,X,X,X
ZSJLOTI,O,O,O,O,O,O
ZSJLOIT,O,O,O,O,O,X
ZSJOTIL,X,O,O,X,O,X
ZSJOTLI,X,O,O,X,O,X
ZSJOITL,X,O,O,X,O,X
ZSJOILT,O,O,O,O,O,X
ZSJOLTI,O,O,O,O,O,X
ZSJOLIT,O,O,O,O,O,X
ZSOTILJ,O,O,X,X,O,X
ZSOTIJL,O,O,X,X,O,X
ZSOTLIJ,O,O,X,X,O,X
ZSOTLJI,O,O,X,X,O,X
ZSOTJIL,O,O,X,X,O,X
ZSOTJLI,O,O,X,X,O,X
ZSOITLJ,O,X,X,X,O,X
ZSOITJL,O,X,X,X,O,X
ZSOILTJ,O,X,X,O,O,X
ZSOILJT,O,O,O,O,O,X
ZSOIJTL,X,O,O,X,O,X
ZSOIJLT,O,O,O,O,O,X
ZSOLTIJ,O,O,X,O,O,X
ZSOLTJI,O,O,X,O,O,X
ZSOLITJ,O,X,X,O,O,X
ZSOLIJT,O,O,O,O,O,X
ZSOLJTI,O,O,O,O,O,X
ZSOLJIT,O,O,O,O,O,X
ZSOJTIL,X,O,O,X,O,X
ZSOJTLI,X,O,O,X,O,X
ZSOJITL,X,O,O,X,O,X
ZSOJILT,O,O,O,O,O,X
ZSOJLTI,O,O,O,O,O,X
ZSOJLIT,O,O,O,O,O,X
ZOTILJS,O,X,X,O,O,O
ZOTILSJ,O,X,X,O,O,O
ZOTIJLS,O,O,X,O,O,O
ZOTIJSL,X,O,X,X,O,X
ZOTISLJ,X,O,X,X,O,X
ZOTISJL,X,O,X,X,O,X
ZOTLIJS,O,X,X,O,O,O
ZOTLISJ,O,X,X,O,O,O
ZOTLJIS,O,X,X,O,O,O
ZOTLJSI,O,X,X,O,O,O
ZOTLSIJ,O,X,X,O,O,O
ZOTLSJI,O,X,X,O,O,O
ZOTJILS,O,O,X,O,O,X
ZOTJISL,X,O,X,X,O,X
ZOTJLIS,O,O,X,O,O,O
ZOTJLSI,O,O,X,O,O,O
ZOTJSIL,X,O,X,X,O,X
ZOTJSLI,X,O,X,X,O,X
ZOTSILJ,X,O,X,X,O,X
ZOTSIJL,X,O,X,X,O,X
ZOTSLIJ,X,O,X,X,O,X
ZOTSLJI,X,O,X,X,O,X
ZOTSJIL,X,O,X,X,O,X
ZOTSJLI,X,O,X,X,O,X
ZOITLJS,O,X,X,O,O,O
ZOITLSJ,O,X,X,O,O,O
ZOITJLS,O,X,X,O,O,O
ZOITJSL,X,X,X,X,O,X
ZOITSLJ,X,X,X,X,O,X
ZOITSJL,X,X,X,X,O,X
ZOILTJS,O,X,X,O,O,O
ZOILTSJ,O,X,X,O,O,O
ZOILJTS,O,X,X,O,O,O
ZOILJST,O,X,X,O,O,O
ZOILSTJ,O,X,X,O,O,O
ZOILSJT,O,X,X,O,O,O
ZOIJTLS,X,X,X,O,O,O
ZOIJTSL,X,O,O,X,O,X
ZOIJLTS,X,X,X,O,O,O
ZOIJLST,X,O,X,O,O,O
ZOIJSTL,X,O,O,X,O,X
ZOIJSLT,X,O,O,O,O,X
ZOISTLJ,O,X,X,X,O,X
ZOISTJL,O,X,X,X,O,X
ZOISLTJ,O,X,X,O,O,X
ZOISLJT,O,O,O,O,O,X
ZOISJTL,X,O,O,X,O,X
ZOISJLT,O,O,O,O,O,X
ZOLTIJS,O,X,X,O,O,O
ZOLTISJ,O,X,X,O,O,O
ZOLTJIS,O,X,X,O,O,O
ZOLTJSI,O,X,X,O,O,O
ZOLTSIJ,O,X,X,O,O,O
ZOLTSJI,O,X,X,O,O,O
ZOLITJS,O,X,X,O,O,O
ZOLITSJ,O,X,X,O,O,O
ZOLIJTS,O,X,X,O,O,O
ZOLIJST,O,X,X,O,O,O
ZOLISTJ,O,X,X,O,O,O
ZOLISJT,O,X,X,O,O,O
ZOLJTIS,O,X,X,O,O,O
ZOLJTSI,O,X,X,O,O,O
ZOLJITS,O,X,X,O,O,O
ZOLJIST,O,X,X,O,O,O
ZOLJSTI,O,X,X,O,O,O
ZOLJSIT,O,X,X,O,O,X
ZOLSTIJ,O,X,X,O,O,O
ZOLSTJI,O,X,X,O,O,O
ZOLSITJ,O,X,X,O,O,O
ZOLSIJT,O,X,X,O,O,O
ZOLSJTI,O,X,X,O,O,O
ZOLSJIT,O,X,X,O,O,X
ZOJTILS,X,O,X,O,O,X
ZOJTISL,X,O,O,X,O,X
ZOJTLIS,X,O,X,O,O,O
ZOJTLSI,X,O,X,O,O,O
ZOJTSIL,X,O,O,X,O,X
ZOJTSLI,X,O,O,X,O,X
ZOJITLS,X,O,X,O,O,X
ZOJITSL,X,O,O,X,O,X
ZOJILTS,X,X,X,O,O,X
ZOJILST,X,O,X,O,O,X
ZOJISTL,X,O,O,X,O,X
ZOJISLT,X,O,O,O,O,X
ZOJLTIS,X,O,X,O,O,O
ZOJLTSI,X,O,X,O,O,O
ZOJLITS,X,X,X,O,O,O
ZOJLIST,X,O,X,O,O,X
ZOJLSTI,X,O,X,O,O,O
ZOJLSIT,X,O,X,O,O,X
ZOJSTIL,X,O,O,X,O,X
ZOJSTLI,X,O,O,X,O,X
ZOJSITL,X,O,O,X,O,X
ZOJSILT,X,O,O,O,O,X
ZOJSLTI,X,O,O,O,O,X
ZOJSLIT,X,O,O,O,O,X
ZOSTILJ,O,O,X,X,O,X
ZOSTIJL,O,O,X,X,O,X
ZOSTLIJ,O,O,X,X,O,X
ZOSTLJI,O,O,X,X,O,X
ZOSTJIL,O,O,X,X,O,X
ZOSTJLI,O,O,X,X,O,X
ZOSITLJ,O,X,X,X,O,X
ZOSITJL,O,X,X,X,O,X
ZOSILTJ,O,X,X,O,O,X
ZOSILJT,O,O,O,O,O,X
ZOSIJTL,X,O,O,X,O,X
ZOSIJLT,O,O,O,O,O,X
ZOSLTIJ,O,O,X,O,O,X
ZOSLTJI,O,O,X,O,O,X
ZOSLITJ,O,X,X,O,O,X
ZOSLIJT,O,O,O,O,O,X
ZOSLJTI,O,O,O,O,O,X
ZOSLJIT,O,O,O,O,O,X
ZOSJTIL,X,O,O,X,O,X
ZOSJTLI,X,O,O,X,O,X
ZOSJITL,X,O,O,X,O,X
ZOSJILT,O,O,O,O,O,X
ZOSJLTI,O,O,O,O,O,X
ZOSJLIT,O,O,O,O,O,X
OTILJSZ,X,X,X,O,X,X
OTILJZS,X,X,X,O,O,X
OTILSJZ,X,X,X,O,X,X
OTILSZJ,X,X,X,X,O,X
OTILZJS,X,X,X,O,O,X
OTILZSJ,X,X,X,X,O,X
OTIJLSZ,X,O,X,O,X,X
OTIJLZS,X,X,X,O,O,X
OTIJSLZ,X,O,X,X,X,X
OTIJSZL,X,O,X,X,X,X
OTIJZLS,X,O,X,X,O,X
OTIJZSL,X,O,X,X,O,X
OTISLJZ,X,O,X,X,X,X
OTISLZJ,X,O,X,X,O,X
OTISJLZ,X,O,X,X,X,X
OTISJZL,X,O,X,X,X,X
OTISZLJ,X,O,X,X,O,X
OTISZJL,X,O,X,X,O,X
OTIZLJS,X,X,X,X,O,X
OTIZLSJ,X,X,X,X,O,X
OTIZJLS,X,O,X,X,O,X
OTIZJSL,X,O,X,X,O,X
OTIZSLJ,X,O,X,X,O,X
OTIZSJL,X,O,X,X,O,X
OTLIJSZ,X,X,X,O,X,X
OTLIJZS,X,X,X,O,O,X
OTLISJZ,X,X,X,O,X,X
OTLISZJ,X,X,X,X,O,X
OTLIZJS,X,X,X,O,O,X
OTLIZSJ,X,X,X,X,O,X
OTLJISZ,X,X,X,O,X,X
OTLJIZS,X,X,X,O,O,X
OTLJSIZ,X,X,X,O,X,X
OTLJSZI,X,X,X,O,X,X
OTLJZIS,X,X,X,O,O,X
OTLJZSI,X,X,X,O,O,X
OTLSIJZ,X,X,X,O,X,X
OTLSIZJ,X,X,X,X,O,X
OTLSJIZ,X,X,X,O,X,X
OTLSJZI,X,X,X,O,X,X
OTLSZIJ,X,X,X,X,O,X
OTLSZJI,X,X,X,X,O,X
OTLZIJS,X,X,X,O,O,X
OTLZISJ,X,X,X,O,O,X
OTLZJIS,X,X,X,O,O,X
OTLZJSI,X,X,X,O,O,X
OTLZSIJ,X,X,X,O,O,X
OTLZSJI,X,X,X,O,O,X
OTJILSZ,X,O,X,O,X,X
OTJILZS,X,X,X,O,O,X
OTJISLZ,X,O,X,X,X,X
OTJISZL,X,O,X,X,X,X
OTJIZLS,X,O,X,X,O,X
OTJIZSL,X,O,X,X,O,X
OTJLISZ,X,O,X,O,X,X
OTJLIZS,X,X,X,O,O,X
OTJLSIZ,X,O,X,O,X,X
OTJLSZI,X,O,X,O,X,X
OTJLZIS,X,X,X,O,O,X
OTJLZSI,X,X,X,O,O,X
OTJSILZ,X,O,X,X,X,X
OTJSIZL,X,O,X,X,X,X
OTJSLIZ,X,O,X,O,X,X
OTJSLZI,X,O,X,O,X,X
OTJSZIL,X,O,X,X,X,X
OTJSZLI,X,O,X,X,X,X
OTJZILS,X,O,X,X,O,X
OTJZISL,X,O,X,X,O,X
OTJZLIS,X,O,X,O,O,X
OTJZLSI,X,O,X,O,O,X
OTJZSIL,X,O,X,X,O,X
OTJZSLI,X,O,X,X,O,X
OTSILJZ,X,O,X,X,X,X
OTSILZJ,X,O,X,X,O,X
OTSIJLZ,X,O,X,X,X,X
OTSIJZL,X,O,X,X,X,X
OTSIZLJ,X,O,X,X,O,X
OTSIZJL,X,O,X,X,O,X
OTSLIJZ,X,O,X,O,X,X
OTSLIZJ,X,O,X,X,O,X
OTSLJIZ,X,O,X,O,X,X
OTSLJZI,X,O,X,O,X,X
OTSLZIJ,X,O,X,X,O,X
OTSLZJI,X,O,X,X,O,X
OTSJILZ,X,O,X,X,X,X
OTSJIZL,X,O,X,X,X,X
OTSJLIZ,X,O,X,O,X,X
OTSJLZI,X,O,X,O,X,X
OTSJZIL,X,O,X,X,X,X
OTSJZLI,X,O,X,X,X,X
OTSZILJ,X,O,X,X,O,X
OTSZIJL,X,O,X,X,O,X
OTSZLIJ,X,O,X,X,O,X
OTSZLJI,X,O,X,X,O,X
OTSZJIL,X,O,X,X,O,X
OTSZJLI,X,O,X,X,O,X
OTZILJS,X,X,X,X,O,X
OTZILSJ,X,X,X,X,O,X
OTZIJLS,X,O,X,X,O,X
OTZIJSL,X,O,X,X,O,X
OTZISLJ,X,O,X,X,O,X
OTZISJL,X,O,X,X,O,X
OTZLIJS,X,X,X,O,O,X
OTZLISJ,X,X,X,O,O,X
OTZLJIS,X,X,X,O,O,X
OTZLJSI,X,X,X,O,O,X
OTZLSIJ,X,X,X,O,O,X
OTZLSJI,X,X,X,O,O,X
OTZJILS,X,O,X,X,O,X
OTZJISL,X,O,X,X,O,X
OTZJLIS,X,O,X,O,O,X
OTZJLSI,X,O,X,O,O,X
OTZJSIL,X,O,X,X,O,X
OTZJSLI,X,O,X,X,O,X
OTZSILJ,X,O,X,X,O,X
OTZSIJL,X,O,X,X,O,X
OTZSLIJ,X,O,X,X,O,X
OTZSLJI,X,O,X,X,O,X
OTZSJIL,X,O,X,X,O,X
OTZSJLI,X,O,X,X,O,X
OITLJSZ,X,X,X,O,X,O
OITLJZS,X,X,X,O,O,O
OITLSJZ,X,X,X,O,X,O
OITLSZJ,X,X,X,X,O,O
OITLZJS,X,X,X,O,O,O
OITLZSJ,X,X,X,X,O,O
OITJLSZ,X,O,X,O,X,O
OITJLZS,X,X,X,O,O,O
OITJSLZ,X,O,X,X,X,X
OITJSZL,X,O,X,X,X,X
OITJZLS,X,O,X,X,O,O
OITJZSL,X,O,X,X,O,X
OITSLJZ,X,O,X,X,X,X
OITSLZJ,X,O,X,X,O,X
OITSJLZ,X,O,X,X,X,X
OITSJZL,X,O,X,X,X,X
OITSZLJ,X,O,X,X,O,X
OITSZJL,X,O,X,X,O,X
OITZLJS,X,X,X,X,O,O
OITZLSJ,X,X,X,X,O,O
OITZJLS,X,O,X,X,O,O
OITZJSL,X,O,X,X,O,X
OITZSLJ,X,O,X,X,O,X
OITZSJL,X,O,X,X,O,X
OILTJSZ,X,X,X,O,X,O
OILTJZS,X,X,X,O,O,O
OILTSJZ,O,X,X,O,X,O
OILTSZJ,O,X,X,X,O,O
OILTZJS,O,X,X,O,O,O
OILTZSJ,O,X,X,X,O,O
OILJTSZ,X,X,X,O,X,O
OILJTZS,X,X,X,O,O,O
OILJSTZ,O,X,X,O,X,O
OILJSZT,O,X,X,X,X,O
OILJZTS,O,X,X,O,O,O
OILJZST,O,X,X,X,O,O
OILSTJZ,O,X,X,O,X,O
OILSTZJ,O,X,X,X,O,O
OILSJTZ,O,X,X,O,X,O
OILSJZT,O,X,X,X,X,O
OILSZTJ,O,X,X,X,O,O
OILSZJT,O,X,X,X,O,O
OILZTJS,O,X,X,O,O,O
OILZTSJ,O,X,X,X,O,O
OILZJTS,O,X,X,O,O,O
OILZJST,O,X,X,X,O,O
OILZSTJ,O,X,X,X,O,O
OILZSJT,O,X,X,X,O,O
OIJTLSZ,X,O,X,O,X,O
OIJTLZS,X,X,X,O,O,O
OIJTSLZ,X,O,X,X,X,X
OIJTSZL,X,O,X,X,X,X
OIJTZLS,X,O,X,X,O,O
OIJTZSL,X,O,X,X,O,X
OIJLTSZ,X,X,X,O,X,O
OIJLTZS,X,X,X,O,O,O
OIJLSTZ,X,O,X,O,X,O
OIJLSZT,X,O,X,X,X,O
OIJLZTS,X,X,X,O,O,O
OIJLZST,X,X,X,X,O,O
OIJSTLZ,X,O,X,X,X,X
OIJSTZL,X,O,X,X,X,X
OIJSLTZ,X,O,X,O,X,X
OIJSLZT,X,O,O,X,X,X
OIJSZTL,X,O,O,X,X,X
OIJSZLT,X,O,O,X,X,X
OIJZTLS,X,X,X,X,O,O
OIJZTSL,X,O,O,X,O,X
OIJZLTS,X,X,X,O,O,O
OIJZLST,X,O,X,X,O,O
OIJZSTL,X,O,O,X,O,X
OIJZSLT,X,O,O,X,O,X
OISTLJZ,O,O,X,X,X,X
OISTLZJ,O,O,X,X,O,X
OISTJLZ,O,O,X,X,X,X
OISTJZL,X,O,X,X,X,X
OISTZLJ,X,O,X,X,O,X
OISTZJL,X,O,X,X,O,X
OISLTJZ,O,O,X,O,X,X
OISLTZJ,O,O,X,X,O,X
OISLJTZ,O,O,X,O,X,X
OISLJZT,O,O,O,X,X,X
OISLZTJ,O,X,X,X,O,X
OISLZJT,O,O,O,X,O,X
OISJTLZ,X,O,X,X,X,X
OISJTZL,X,O,X,X,X,X
OISJLTZ,O,O,X,O,X,X
OISJLZT,O,O,O,X,X,X
OISJZTL,X,O,O,X,X,X
OISJZLT,X,O,O,X,X,X
OISZTLJ,O,X,X,X,O,X
OISZTJL,O,X,X,X,O,X
OISZLTJ,O,X,X,X,O,X
OISZLJT,O,O,O,X,O,X
OISZJTL,X,O,O,X,O,X
OISZJLT,O,O,O,X,O,X
OIZTLJS,O,X,X,X,O,O
OIZTLSJ,O,X,X,X,O,O
OIZTJLS,O,X,X,X,O,O
OIZTJSL,X,X,X,X,O,X
OIZTSLJ,X,X,X,X,O,X
OIZTSJL,X,X,X,X,O,X
OIZLTJS,O,X,X,O,O,O
OIZLTSJ,O,X,X,X,O,O
OIZLJTS,O,X,X,O,O,O
OIZLJST,O,X,X,X,O,O
OIZLSTJ,O,X,X,X,O,O
OIZLSJT,O,X,X,X,O,O
OIZJTLS,X,X,X,X,O,O
OIZJTSL,X,O,O,X,O,X
OIZJLTS,X,X,X,O,O,O
OIZJLST,X,O,X,X,O,O
OIZJSTL,X,O,O,X,O,X
OIZJSLT,X,O,O,X,O,X
OIZSTLJ,O,X,X,X,O,X
OIZSTJL,O,X,X,X,O,X
OIZSLTJ,O,X,X,X,O,X
OIZSLJT,O,O,O,X,O,X
OIZSJTL,X,O,O,X,O,X
OIZSJLT,O,O,O,X,O,X
OLTIJSZ,X,X,X,O,X,O
OLTIJZS,X,X,X,O,O,O
OLTISJZ,O,X,X,O,X,O
OLTISZJ,O,X,X,X,O,O
OLTIZJS,O,X,X,O,O,O
OLTIZSJ,O,X,X,X,O,O
OLTJISZ,X,X,X,O,X,X
OLTJIZS,X,X,X,O,O,O
OLTJSIZ,X,X,X,O,X,X
OLTJSZI,X,X,X,O,X,O
OLTJZIS,X,X,X,O,O,O
OLTJZSI,X,X,X,O,O,O
OLTSIJZ,O,X,X,O,X,X
OLTSIZJ,O,X,X,X,O,X
OLTSJIZ,O,X,X,O,X,X
OLTSJZI,O,X,X,O,X,X
OLTSZIJ,O,X,X,X,O,X
OLTSZJI,O,X,X,X,O,X
OLTZIJS,O,X,X,O,O,O
OLTZISJ,O,X,X,O,O,O
OLTZJIS,O,X,X,O,O,O
OLTZJSI,O,X,X,O,O,O
OLTZSIJ,O,X,X,O,O,O
OLTZSJI,O,X,X,O,O,O
OLITJSZ,X,X,X,O,X,O
OLITJZS,X,X,X,O,O,O
OLITSJZ,O,X,X,O,X,O
OLITSZJ,O,X,X,X,O,O
OLITZJS,O,X,X,O,O,O
OLITZSJ,O,X,X,X,O,O
OLIJTSZ,X,X,X,O,X,O
OLIJTZS,X,X,X,O,O,O
OLIJSTZ,O,X,X,O,X,O
OLIJSZT,O,X,X,X,X,O
OLIJZTS,O,X,X,O,O,O
OLIJZST,O,X,X,X,O,O
OLISTJZ,O,X,X,O,X,O
OLISTZJ,O,X,X,X,O,O
OLISJTZ,O,X,X,O,X,O
OLISJZT,O,X,X,X,X,O
OLISZTJ,O,X,X,X,O,O
OLISZJT,O,X,X,X,O,O
OLIZTJS,O,X,X,O,O,O
OLIZTSJ,O,X,X,X,O,O
OLIZJTS,O,X,X,O,O,O
OLIZJST,O,X,X,X,O,O
OLIZSTJ,O,X,X,X,O,O
OLIZSJT,O,X,X,X,O,O
OLJTISZ,X,X,X,O,X,X
OLJTIZS,X,X,X,O,O,O
OLJTSIZ,X,X,X,O,X,X
OLJTSZI,X,X,X,O,X,O
OLJTZIS,X,X,X,O,O,O
OLJTZSI,X,X,X,O,O,O
OLJITSZ,X,X,X,O,X,O
OLJITZS,X,X,X,O,O,O
OLJISTZ,O,X,X,O,X,O
OLJISZT,O,X,X,X,X,O
OLJIZTS,O,X,X,O,O,O
OLJIZST,O,X,X,X,O,O
OLJSTIZ,O,X,X,O,X,X
OLJSTZI,O,X,X,O,X,O
OLJSITZ,O,X,X,O,X,X
OLJSIZT,O,X,X,X,X,X
OLJSZTI,O,X,X,X,X,O
OLJSZIT,O,X,X,X,X,X
OLJZTIS,O,X,X,O,O,O
OLJZTSI,O,X,X,O,O,O
OLJZITS,O,X,X,O,O,O
OLJZIST,O,X,X,O,O,O
OLJZSTI,O,X,X,O,O,O
OLJZSIT,O,X,X,O,O,X
OLSTIJZ,O,X,X,O,X,X
OLSTIZJ,O,X,X,X,O,X
OLSTJIZ,O,X,X,O,X,X
OLSTJZI,O,X,X,O,X,X
OLSTZIJ,O,X,X,X,O,X
OLSTZJI,O,X,X,X,O,X
OLSITJZ,O,X,X,O,X,O
OLSITZJ,O,X,X,X,O,O
OLSIJTZ,O,X,X,O,X,O
OLSIJZT,O,X,X,X,X,O
OLSIZTJ,O,X,X,X,O,O
OLSIZJT,O,X,X,X,O,O
OLSJTIZ,O,X,X,O,X,X
OLSJTZI,O,X,X,O,X,O
OLSJITZ,O,X,X,O,X,X
OLSJIZT,O,X,X,X,X,X
OLSJZTI,O,X,X,X,X,O
OLSJZIT,O,X,X,X,X,X
OLSZTIJ,O,X,X,X,O,O
OLSZTJI,O,X,X,X,O,O
OLSZITJ,O,X,X,X,O,O
OLSZIJT,O,X,X,X,O,O
OLSZJTI,O,X,X,X,O,O
OLSZJIT,O,X,X,X,O,X
OLZTIJS,O,X,X,O,O,O
OLZTISJ,O,X,X,O,O,O
OLZTJIS,O,X,X,O,O,O
OLZTJSI,O,X,X,O,O,O
OLZTSIJ,O,X,X,O,O,O
OLZTSJI,O,X,X,O,O,O
OLZITJS,O,X,X,O,O,O
OLZITSJ,O,X,X,O,O,O
OLZIJTS,O,X,X,O,O,O
OLZIJST,O,X,X,O,O,O
OLZISTJ,O,X,X,O,O,O
OLZISJT,O,X,X,O,O,O
OLZJTIS,O,X,X,O,O,O
OLZJTSI,O,X,X,O,O,O
OLZJITS,O,X,X,O,O,O
OLZJIST,O,X,X,O,O,O
OLZJSTI,O,X,X,O,O,O
OLZJSIT,O,X,X,O,O,X
OLZSTIJ,O,X,X,O,O,O
OLZSTJI,O,X,X,O,O,O
OLZSITJ,O,X,X,O,O,O
OLZSIJT,O,X,X,O,O,O
OLZSJTI,O,X,X,O,O,O
OLZSJIT,O,X,X,O,O,X
OJTILSZ,X,O,X,O,X,X
OJTILZS,X,X,X,O,O,X
OJTISLZ,X,O,X,X,X,X
OJTISZL,X,O,X,X,X,X
OJTIZLS,X,O,X,X,O,X
OJTIZSL,X,O,X,X,O,X
OJTLISZ,X,O,X,O,X,X
OJTLIZS,X,X,X,O,O,O
OJTLSIZ,X,O,X,O,X,X
OJTLSZI,X,O,X,O,X,O
OJTLZIS,X,X,X,O,O,O
OJTLZSI,X,X,X,O,O,O
OJTSILZ,X,O,X,X,X,X
OJTSIZL,X,O,X,X,X,X
OJTSLIZ,X,O,X,O,X,X
OJTSLZI,X,O,O,O,X,X
OJTSZIL,X,O,O,X,X,X
OJTSZLI,X,O,O,X,X,X
OJTZILS,X,O,X,X,O,X
OJTZISL,X,O,O,X,O,X
OJTZLIS,X,O,X,O,O,O
OJTZLSI,X,O,X,O,O,O
OJTZSIL,X,O,O,X,O,X
OJTZSLI,X,O,O,X,O,X
OJITLSZ,X,O,X,O,X,X
OJITLZS,X,X,X,O,O,X
OJITSLZ,X,O,X,X,X,X
OJITSZL,X,O,X,X,X,X
OJITZLS,X,O,X,X,O,X
OJITZSL,X,O,X,X,O,X
OJILTSZ,X,X,X,O,X,X
OJILTZS,X,X,X,O,O,X
OJILSTZ,X,O,X,O,X,X
OJILSZT,X,O,X,X,X,X
OJILZTS,X,X,X,O,O,X
OJILZST,X,X,X,X,O,X
OJISTLZ,X,O,X,X,X,X
