sequence,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jei/IvhFUhBGiBZoBF?lB/sBzqB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFigBGiBZoBF?mB/sB0qB,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jei/IvhFGiBZoBUlBF?mB/sBzqB,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jex/IvhFXhBVnBaoBm?kBzqB0sB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhF0gBZoB2qBF?nB6sBXrB,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jei/IvhFRiBFlBXmBm?nB0sBzqB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFlgBRiB/qBO?rBysB0sB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFxgB/qBarBF?nB8sBmsB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFilBRnB0lBl?sBXrBmsB
SIZOJLT,X,O,X,X,X,X,X,X,X
SIOTLJZ,O,O,X,X,X,X,X,X,X
SIOTLZJ,O,X,X,X,X,X,X,X,X
SIOTJLZ,O,O,X,X,X,X,X,X,X
SIOTJZL,O,X,X,X,X,X,X,X,X
SIOTZLJ,O,X,X,X,X,X,X,X,X
SIOTZJL,O,X,X,X,X,X,X,X,X
SIOLTJZ,X,X,X,X,X,X,X,X,X
SIOLTZJ,X,X,X,X,X,X,X,X,X
SIOLJTZ,O,X,X,X,X,X,X,X,X
SIOLJZT,O,X,X,X,X,X,X,X,X
SIOLZTJ,X,X,X,X,X,X,X,X,X
SIOLZJT,O,X,X,X,X,X,X,X,X
SIOJTLZ,O,O,X,X,X,X,X,X,X
SIOJTZL,O,X,X,X,X,X,X,X,X
SIOJLTZ,O,X,X,X,X,X,X,X,X
SIOJLZT,O,X,X,X,X,X,X,X,X
SIOJZTL,O,O,X,X,X,X,X,X,X
SIOJZLT,O,O,X,X,X,X,X,X,X
SIOZTLJ,O,O,X,X,X,X,X,X,X
SIOZTJL,O,O,X,X,X,X,X,X,X
SIOZLTJ,X,X,X,X,X,X,X,X,X
SIOZLJT,O,O,X,X,X,X,X,X,X
SIOZJTL,O,O,X,X,X,X,X,X,X
SIOZJLT,O,O,X,X,X,X,X,X,X
SLTIJZO,O,X,X,X,X,X,X,X,X
SLTIJOZ,X,X,X,X,X,X,X,X,X
SLTIZJO,O,X,X,X,X,X,X,X,X
SLTIZOJ,X,X,X,X,X,X,X,X,X
SLTIOJZ,X,X,X,X,X,X,O,X,X
SLTIOZJ,X,X,X,X,X,X,X,X,X
SLTJIZO,O,X,X,X,X,X,X,X,X
SLTJIOZ,X,X,X,X,X,X,X,X,X
SLTJZIO,O,X,X,X,X,X,X,X,X
SLTJZOI,X,X,X,X,X,X,X,X,X
SLTJOIZ,X,X,X,X,X,X,X,X,X
SLTJOZI,X,X,X,X,X,X,X,X,X
SLTZIJO,O,X,X,X,X,X,X,X,X
SLTZIOJ,X,X,X,X,X,X,X,X,X
SLTZJIO,O,X,X,X,X,X,X,X,X
SLTZJOI,X,X,X,X,X,X,X,X,X
SLTZOIJ,X,X,X,X,X,X,X,X,X
SLTZOJI,X,X,X,X,X,X,X,X,X
SLTOIJZ,X,X,X,X,X,X,O,X,X
SLTOIZJ,X,X,X,X,X,X,X,X,X
SLTOJIZ,X,X,X,X,X,X,X,X,X
SLTOJZI,X,X,X,X,X,X,X,X,X
SLTOZIJ,X,X,X,X,X,X,X,X,X
SLTOZJI,X,X,X,X,X,X,X,X,X
SLITJZO,O,X,X,X,X,X,X,X,X
SLITJOZ,X,X,X,X,X,X,X,X,X
SLITZJO,O,X,X,X,X,X,X,X,X
SLITZOJ,X,X,X,X,X,X,X,X,X
SLITOJZ,X,X,X,X,X,X,O,X,X
SLITOZJ,X,X,X,X,X,X,X,X,X
SLIJTZO,O,X,X,X,X,X,X,X,X
SLIJTOZ,X,X,X,X,X,X,X,X,X
SLIJZTO,O,X,O,X,X,X,X,X,X
SLIJZOT,X,X,X,X,X,X,X,X,X
SLIJOTZ,O,X,X,X,X,X,X,X,X
SLIJOZT,O,X,X,X,X,X,X,X,X
SLIZTJO,X,X,O,X,X,X,X,X,X
SLIZTOJ,X,X,X,X,X,X,X,O,X
SLIZJTO,O,X,O,X,X,X,X,X,X
SLIZJOT,X,X,X,X,X,X,X,X,X
SLIZOTJ,X,X,X,X,X,X,X,O,X
SLIZOJT,X,X,X,X,X,X,X,X,X
SLIOTJZ,X,X,X,X,X,X,O,X,X
SLIOTZJ,X,X,X,X,X,X,X,X,X
SLIOJTZ,O,X,X,X,X,X,X,X,X
SLIOJZT,O,X,X,X,X,X,X,X,X
SLIOZTJ,X,X,X,X,X,X,X,O,X
SLIOZJT,O,X,X,X,X,X,X,X,X
SLJTIZO,O,X,X,X,X,X,X,X,X
SLJTIOZ,X,X,X,X,X,X,O,X,X
SLJTZIO,O,X,X,X,X,X,O,X,X
SLJTZOI,X,X,X,X,X,X,O,X,X
SLJTOIZ,X,X,X,X,X,X,O,X,X
SLJTOZI,X,X,X,X,X,X,O,X,X
SLJITZO,O,X,X,X,X,X,X,X,X
SLJITOZ,X,X,X,X,X,X,O,X,X
SLJIZTO,O,X,O,X,X,X,X,X,X
SLJIZOT,X,X,X,X,X,X,X,X,X
SLJIOTZ,O,X,X,X,X,X,O,X,X
SLJIOZT,O,X,X,X,X,X,X,X,X
SLJZTIO,X,X,O,X,X,X,O,X,X
SLJZTOI,X,X,X,X,X,X,O,X,X
SLJZITO,O,X,O,X,X,X,O,X,X
SLJZIOT,X,X,X,X,X,X,O,X,X
SLJZOTI,X,X,X,X,X,X,O,X,X
SLJZOIT,X,X,X,X,X,X,O,X,X
SLJOTIZ,O,X,X,X,X,X,O,X,X
SLJOTZI,O,X,X,X,X,X,O,X,X
SLJOITZ,O,X,X,X,X,X,O,X,X
SLJOIZT,O,X,X,X,X,X,X,X,X
SLJOZTI,X,X,X,X,X,X,O,X,X
SLJOZIT,O,X,X,X,X,X,O,X,X
SLZTIJO,X,X,O,X,X,X,X,X,X
SLZTIOJ,X,X,X,X,X,X,X,O,X
SLZTJIO,X,X,O,X,X,X,X,X,X
SLZTJOI,X,X,X,X,X,X,X,X,X
SLZTOIJ,X,X,X,X,X,X,X,O,X
SLZTOJI,X,X,X,X,X,X,X,O,X
SLZITJO,X,X,O,X,X,X,X,X,X
SLZITOJ,X,X,X,X,X,X,X,O,X
SLZIJTO,O,X,O,X,X,X,X,X,X
SLZIJOT,X,X,X,X,X,X,X,X,X
SLZIOTJ,X,X,X,X,X,X,X,O,X
SLZIOJT,X,X,X,X,X,X,X,X,X
SLZJTIO,X,X,O,X,X,X,X,X,X
SLZJTOI,X,X,X,X,X,X,X,X,X
SLZJITO,O,X,O,X,X,X,X,X,X
SLZJIOT,X,X,X,X,X,X,X,X,X
SLZJOTI,X,X,X,X,X,X,X,X,X
SLZJOIT,X,X,X,X,X,X,X,X,X
SLZOTIJ,X,X,X,X,X,X,X,O,X
SLZOTJI,X,X,X,X,X,X,X,O,X
SLZOITJ,X,X,X,X,X,X,X,O,X
SLZOIJT,X,X,X,X,X,X,X,X,X
SLZOJTI,X,X,X,X,X,X,X,X,X
SLZOJIT,X,X,X,X,X,X,X,X,X
SLOTIJZ,X,X,X,X,X,X,O,X,X
SLOTIZJ,X,X,X,X,X,X,X,X,X
SLOTJIZ,X,X,X,X,X,X,X,X,X
SLOTJZI,X,X,X,X,X,X,X,X,X
SLOTZIJ,X,X,X,X,X,X,X,X,X
SLOTZJI,X,X,X,X,X,X,X,X,X
SLOITJZ,X,X,X,X,X,X,O,X,X
SLOITZJ,X,X,X,X,X,X,X,X,X
SLOIJTZ,O,X,X,X,X,X,X,X,X
SLOIJZT,O,X,X,X,X,X,X,X,X
SLOIZTJ,X,X,X,X,X,X,X,O,X
SLOIZJT,O,X,X,X,X,X,X,X,X
SLOJTIZ,O,X,X,X,X,X,O,X,X
SLOJTZI,O,X,X,X,X,X,O,X,X
SLOJITZ,O,X,X,X,X,X,O,X,X
SLOJIZT,O,X,X,X,X,X,X,X,X
SLOJZTI,X,X,X,X,X,X,O,X,X
SLOJZIT,O,X,X,X,X,X,O,X,X
SLOZTIJ,X,X,X,X,X,X,X,O,X
SLOZTJI,X,X,X,X,X,X,X,O,X
SLOZITJ,X,X,X,X,X,X,X,O,X
SLOZIJT,O,X,X,X,X,X,X,X,X
SLOZJTI,X,X,X,X,X,X,X,X,X
SLOZJIT,O,X,X,X,X,X,X,X,X
SJTILZO,O,X,X,X,X,X,X,X,X
SJTILOZ,X,O,X,X,X,X,X,X,X
SJTIZLO,O,X,O,X,X,X,X,X,X
SJTIZOL,X,X,X,X,X,X,X,X,X
SJTIOLZ,X,O,X,X,X,X,O,X,X
SJTIOZL,X,X,X,X,X,X,X,X,X
SJTLIZO,O,X,X,X,X,X,X,X,X
SJTLIOZ,X,O,X,X,X,X,O,X,X
SJTLZIO,O,X,X,X,X,X,O,X,X
SJTLZOI,X,X,X,X,X,X,O,X,X
SJTLOIZ,X,O,X,X,X,X,O,X,X
SJTLOZI,X,X,X,X,X,X,O,X,X
SJTZILO,O,X,O,X,X,X,X,X,X
SJTZIOL,X,X,X,X,X,X,X,X,X
SJTZLIO,O,X,O,X,X,X,X,X,X
SJTZLOI,X,X,X,X,X,X,X,X,X
SJTZOIL,X,X,X,X,X,X,X,X,X
SJTZOLI,X,X,X,X,X,X,X,X,X
SJTOILZ,X,O,X,X,X,X,O,X,X
SJTOIZL,X,X,X,X,X,X,X,X,X
SJTOLIZ,X,O,X,X,X,X,O,X,X
SJTOLZI,X,X,X,X,X,X,O,X,X
SJTOZIL,X,X,X,X,X,X,X,X,X
SJTOZLI,X,X,X,X,X,X,X,X,X
SJITLZO,O,X,X,X,X,X,X,X,X
SJITLOZ,X,O,X,X,X,X,X,X,X
SJITZLO,O,X,O,X,X,X,X,X,X
SJITZOL,X,X,X,X,X,X,X,X,X
SJITOLZ,X,O,X,X,X,X,O,X,X
SJITOZL,X,X,X,X,X,X,X,X,X
SJILTZO,O,X,X,X,X,X,X,X,X
SJILTOZ,X,X,X,X,X,X,X,X,X
SJILZTO,O,X,O,X,X,X,X,X,X
SJILZOT,X,X,X,X,X,X,X,X,X
SJILOTZ,O,X,X,X,X,X,X,X,X
SJILOZT,O,X,X,X,X,X,X,X,X
SJIZTLO,O,O,O,X,X,X,X,X,X
SJIZTOL,X,O,X,X,X,X,X,X,X
SJIZLTO,O,X,O,X,X,X,X,X,X
SJIZLOT,X,O,X,X,X,X,X,X,X
SJIZOTL,X,O,X,X,X,X,X,X,X
SJIZOLT,X,O,X,X,X,X,X,X,X
SJIOTLZ,O,O,X,X,X,X,O,X,X
SJIOTZL,O,X,X,X,X,X,X,X,X
SJIOLTZ,O,X,X,X,X,X,X,X,X
SJIOLZT,O,X,X,X,X,X,X,X,X
SJIOZTL,O,O,X,X,X,X,X,X,X
SJIOZLT,O,O,X,X,X,X,X,X,X
SJLTIZO,O,X,X,X,X,X,X,X,X
SJLTIOZ,X,X,X,X,X,X,O,X,X
SJLTZIO,O,X,X,X,X,X,O,X,X
SJLTZOI,X,X,X,X,X,X,O,X,X
SJLTOIZ,X,X,X,X,X,X,O,X,X
SJLTOZI,X,X,X,X,X,X,O,X,X
SJLITZO,O,X,X,X,X,X,X,X,X
SJLITOZ,X,X,X,X,X,X,O,X,X
SJLIZTO,O,X,O,X,X,X,X,X,X
SJLIZOT,X,X,X,X,X,X,X,X,X
SJLIOTZ,O,X,X,X,X,X,O,X,X
SJLIOZT,O,X,X,X,X,X,X,X,X
SJLZTIO,X,X,O,X,X,X,O,X,X
SJLZTOI,X,X,X,X,X,X,O,X,X
SJLZITO,O,X,O,X,X,X,O,X,X
SJLZIOT,X,X,X,X,X,X,O,X,X
SJLZOTI,X,X,X,X,X,X,O,X,X
SJLZOIT,X,X,X,X,X,X,O,X,X
SJLOTIZ,O,X,X,X,X,X,O,X,X
SJLOTZI,O,X,X,X,X,X,O,X,X
SJLOITZ,O,X,X,X,X,X,O,X,X
SJLOIZT,O,X,X,X,X,X,X,X,X
SJLOZTI,X,X,X,X,X,X,O,X,X
SJLOZIT,O,X,X,X,X,X,O,X,X
SJZTILO,O,O,O,X,X,X,X,X,X
SJZTIOL,X,O,X,X,X,X,X,X,X
SJZTLIO,O,O,O,X,X,X,X,X,X
SJZTLOI,X,O,X,X,X,X,X,X,X
SJZTOIL,X,O,X,X,X,X,X,X,X
SJZTOLI,X,O,X,X,X,X,X,X,X
SJZITLO,O,O,O,X,X,X,X,X,X
SJZITOL,X,O,X,X,X,X,X,X,X
SJZILTO,O,X,O,X,X,X,X,X,X
SJZILOT,X,O,X,X,X,X,X,X,X
SJZIOTL,X,O,X,X,X,X,X,X,X
SJZIOLT,X,O,X,X,X,X,X,X,X
SJZLTIO,X,X,O,X,X,X,X,X,X
SJZLTOI,X,X,X,X,X,X,X,X,X
SJZLITO,O,X,O,X,X,X,X,X,X
SJZLIOT,X,O,X,X,X,X,X,X,X
SJZLOTI,X,X,X,X,X,X,X,X,X
SJZLOIT,X,O,X,X,X,X,X,X,X
SJZOTIL,X,O,X,X,X,X,X,X,X
SJZOTLI,X,O,X,X,X,X,X,X,X
SJZOITL,X,O,X,X,X,X,X,X,X
SJZOILT,X,O,X,X,X,X,X,X,X
SJZOLTI,X,X,X,X,X,X,X,X,X
SJZOLIT,X,O,X,X,X,X,X,X,X
SJOTILZ,O,O,X,X,X,X,O,X,X
SJOTIZL,O,X,X,X,X,X,X,X,X
SJOTLIZ,O,O,X,X,X,X,O,X,X
SJOTLZI,O,X,X,X,X,X,O,X,X
SJOTZIL,O,X,X,X,X,X,X,X,X
SJOTZLI,O,X,X,X,X,X,X,X,X
SJOITLZ,O,O,X,X,X,X,O,X,X
SJOITZL,O,X,X,X,X,X,X,X,X
SJOILTZ,O,X,X,X,X,X,X,X,X
SJOILZT,O,X,X,X,X,X,X,X,X
SJOIZTL,O,O,X,X,X,X,X,X,X
SJOIZLT,O,O,X,X,X,X,X,X,X
SJOLTIZ,O,X,X,X,X,X,O,X,X
SJOLTZI,O,X,X,X,X,X,O,X,X
SJOLITZ,O,X,X,X,X,X,O,X,X
SJOLIZT,O,X,X,X,X,X,X,X,X
SJOLZTI,X,X,X,X,X,X,O,X,X
SJOLZIT,O,X,X,X,X,X,O,X,X
SJOZTIL,O,O,X,X,X,X,X,X,X
SJOZTLI,O,O,X,X,X,X,X,X,X
SJOZITL,O,O,X,X,X,X,X,X,X
SJOZILT,O,O,X,X,X,X,X,X,X
SJOZLTI,X,X,X,X,X,X,X,X,X
SJOZLIT,O,O,X,X,X,X,X,X,X
SZTILJO,O,O,O,X,X,X,X,X,X
SZTILOJ,X,O,X,X,X,X,X,X,X
SZTIJLO,O,O,O,X,X,X,X,X,X
SZTIJOL,X,O,X,X,X,X,X,X,X
SZTIOLJ,X,O,X,X,X,X,X,X,X
SZTIOJL,X,O,X,X,X,X,X,X,X
SZTLIJO,O,O,O,X,X,X,X,X,X
SZTLIOJ,X,O,X,X,X,X,X,O,X
SZTLJIO,O,O,O,X,X,O,X,X,X
SZTLJOI,X,O,X,X,X,O,X,X,X
SZTLOIJ,X,O,X,X,X,X,X,O,X
SZTLOJI,X,O,X,X,X,X,X,O,X
SZTJILO,O,O,O,X,X,O,X,X,X
SZTJIOL,X,O,X,X,X,X,X,X,X
SZTJLIO,O,O,O,X,X,O,X,X,X
SZTJLOI,X,O,X,X,X,O,X,X,X
SZTJOIL,X,O,X,X,X,X,X,X,X
SZTJOLI,X,O,X,X,X,X,X,X,X
SZTOILJ,X,O,X,X,X,X,X,X,X
SZTOIJL,X,O,X,X,X,X,X,X,X
SZTOLIJ,X,O,X,X,X,X,X,O,X
SZTOLJI,X,O,X,X,X,X,X,O,X
SZTOJIL,X,O,X,X,X,X,X,X,X
SZTOJLI,X,O,X,X,X,X,X,X,X
SZITLJO,O,O,O,X,X,X,X,X,X
SZITLOJ,X,O,X,X,X,X,X,X,X
SZITJLO,O,O,O,X,X,X,X,X,X
SZITJOL,X,O,X,X,X,X,X,X,X
SZITOLJ,X,O,X,X,X,X,X,X,X
SZITOJL,X,O,X,X,X,X,X,X,X
SZILTJO,X,X,O,X,X,X,X,X,X
SZILTOJ,X,X,X,X,X,X,X,X,X
SZILJTO,O,X,O,X,X,X,X,X,X
SZILJOT,X,O,X,X,X,X,X,X,X
SZILOTJ,X,X,X,X,X,X,X,X,X
SZILOJT,X,O,X,X,X,X,X,X,X
SZIJTLO,O,O,O,X,X,X,X,X,X
SZIJTOL,X,O,X,X,X,X,X,X,X
SZIJLTO,O,X,O,X,X,X,X,X,X
SZIJLOT,X,O,X,X,X,X,X,X,X
SZIJOTL,X,O,X,X,X,X,X,X,X
SZIJOLT,X,O,X,X,X,X,X,X,X
SZIOTLJ,X,O,X,X,X,X,X,X,X
SZIOTJL,X,O,X,X,X,X,X,X,X
SZIOLTJ,X,X,X,X,X,X,X,X,X
SZIOLJT,X,O,X,X,X,X,X,X,X
SZIOJTL,X,O,X,X,X,X,X,X,X
SZIOJLT,X,O,X,X,X,X,X,X,X
SZLTIJO,X,X,O,X,X,X,X,X,X
SZLTIOJ,X,X,X,X,X,X,X,O,X
SZLTJIO,X,X,O,X,X,X,X,X,X
SZLTJOI,X,X,X,X,X,X,X,X,X
SZLTOIJ,X,X,X,X,X,X,X,O,X
SZLTOJI,X,X,X,X,X,X,X,O,X
SZLITJO,X,X,O,X,X,X,X,X,X
SZLITOJ,X,X,X,X,X,X,X,O,X
SZLIJTO,O,X,O,X,X,X,X,X,X
SZLIJOT,X,O,X,X,X,X,X,X,X
SZLIOTJ,X,X,X,X,X,X,X,O,X
SZLIOJT,X,O,X,X,X,X,X,X,X
SZLJTIO,X,X,O,X,X,X,X,X,X
SZLJTOI,X,X,X,X,X,X,X,X,X
SZLJITO,O,X,O,X,X,X,X,X,X
SZLJIOT,X,O,X,X,X,X,X,X,X
SZLJOTI,X,X,X,X,X,X,X,X,X
SZLJOIT,X,O,X,X,X,X,X,X,X
SZLOTIJ,X,X,X,X,X,X,X,O,X
SZLOTJI,X,X,X,X,X,X,X,O,X
SZLOITJ,X,X,X,X,X,X,X,O,X
SZLOIJT,X,O,X,X,X,X,X,X,X
SZLOJTI,X,X,X,X,X,X,X,X,X
SZLOJIT,X,O,X,X,X,X,X,X,X
SZJTILO,O,O,O,X,X,O,X,X,X
SZJTIOL,X,O,X,X,X,X,X,X,X
SZJTLIO,O,O,O,X,X,O,X,X,X
SZJTLOI,X,O,X,X,X,O,X,X,X
SZJTOIL,X,O,X,X,X,X,X,X,X
SZJTOLI,X,O,X,X,X,X,X,X,X
SZJITLO,O,O,O,X,X,O,X,X,X
SZJITOL,X,O,X,X,X,X,X,X,X
SZJILTO,O,X,O,X,X,X,X,X,X
SZJILOT,X,O,X,X,X,X,X,X,X
SZJIOTL,X,O,X,X,X,X,X,X,X
SZJIOLT,X,O,X,X,X,X,X,X,X
SZJLTIO,X,X,O,X,X,X,X,X,X
SZJLTOI,X,X,X,X,X,X,X,X,X
SZJLITO,O,X,O,X,X,X,X,X,X
SZJLIOT,X,O,X,X,X,X,X,X,X
SZJLOTI,X,X,X,X,X,X,X,X,X
SZJLOIT,X,O,X,X,X,X,X,X,X
SZJOTIL,X,O,X,X,X,X,X,X,X
SZJOTLI,X,O,X,X,X,X,X,X,X
SZJOITL,X,O,X,X,X,X,X,X,X
SZJOILT,X,O,X,X,X,X,X,X,X
SZJOLTI,X,X,X,X,X,X,X,X,X
SZJOLIT,X,O,X,X,X,X,X,X,X
SZOTILJ,X,O,X,X,X,X,X,X,X
SZOTIJL,X,O,X,X,X,X,X,X,X
SZOTLIJ,X,O,X,X,X,X,X,O,X
SZOTLJI,X,O,X,X,X,X,X,O,X
SZOTJIL,X,O,X,X,X,X,X,X,X
SZOTJLI,X,O,X,X,X,X,X,X,X
SZOITLJ,X,O,X,X,X,X,X,X,X
SZOITJL,X,O,X,X,X,X,X,X,X
SZOILTJ,X,X,X,X,X,X,X,X,X
SZOILJT,X,O,X,X,X,X,X,X,X
SZOIJTL,X,O,X,X,X,X,X,X,X
SZOIJLT,X,O,X,X,X,X,X,X,X
SZOLTIJ,X,X,X,X,X,X,X,O,X
SZOLTJI,X,X,X,X,X,X,X,O,X
SZOLITJ,X,X,X,X,X,X,X,O,X
SZOLIJT,X,O,X,X,X,X,X,X,X
SZOLJTI,X,X,X,X,X,X,X,X,X
SZOLJIT,X,O,X,X,X,X,X,X,X
SZOJTIL,X,O,X,X,X,X,X,X,X
SZOJTLI,X,O,X,X,X,X,X,X,X
SZOJITL,X,O,X,X,X,X,X,X,X
SZOJILT,X,O,X,X,X,X,X,X,X
SZOJLTI,X,X,X,X,X,X,X,X,X
SZOJLIT,X,O,X,X,X,X,X,X,X
SOTILJZ,O,O,X,X,X,X,X,X,X
SOTILZJ,O,X,X,X,X,X,X,X,X
SOTIJLZ,O,O,X,X,X,X,X,X,X
SOTIJZL,O,X,X,X,X,X,X,X,X
SOTIZLJ,O,X,X,X,X,X,X,X,X
SOTIZJL,O,X,X,X,X,X,X,X,X
SOTLIJZ,O,O,X,X,X,X,O,X,X
SOTLIZJ,O,X,X,X,X,X,X,X,X
SOTLJIZ,O,O,X,X,X,X,X,X,X
SOTLJZI,O,X,X,X,X,X,X,X,X
SOTLZIJ,O,X,X,X,X,X,X,X,X
SOTLZJI,O,X,X,X,X,X,X,X,X
SOTJILZ,O,O,X,X,X,X,X,X,X
SOTJIZL,O,X,X,X,X,X,X,X,X
SOTJLIZ,O,O,X,X,X,X,X,X,X
SOTJLZI,O,X,X,X,X,X,X,X,X
SOTJZIL,O,X,X,X,X,X,X,X,X
SOTJZLI,O,X,X,X,X,X,X,X,X
SOTZILJ,O,X,X,X,X,X,X,X,X
SOTZIJL,O,X,X,X,X,X,X,X,X
SOTZLIJ,O,X,X,X,X,X,X,X,X
SOTZLJI,O,X,X,X,X,X,X,X,X
SOTZJIL,O,X,X,X,X,X,X,X,X
SOTZJLI,O,X,X,X,X,X,X,X,X
SOITLJZ,O,O,X,X,X,X,X,X,X
SOITLZJ,O,X,X,X,X,X,X,X,X
SOITJLZ,O,O,X,X,X,X,X,X,X
SOITJZL,O,X,X,X,X,X,X,X,X
SOITZLJ,O,X,X,X,X,X,X,X,X
SOITZJL,O,X,X,X,X,X,X,X,X
SOILTJZ,X,X,X,X,X,X,X,X,X
SOILTZJ,X,X,X,X,X,X,X,X,X
SOILJTZ,O,X,X,X,X,X,X,X,X
SOILJZT,O,X,X,X,X,X,X,X,X
SOILZTJ,X,X,X,X,X,X,X,X,X
SOILZJT,O,X,X,X,X,X,X,X,X
SOIJTLZ,O,O,X,X,X,X,X,X,X
SOIJTZL,O,X,X,X,X,X,X,X,X
SOIJLTZ,O,X,X,X,X,X,X,X,X
SOIJLZT,O,X,X,X,X,X,X,X,X
SOIJZTL,O,O,X,X,X,X,X,X,X
SOIJZLT,O,O,X,X,X,X,X,X,X
SOIZTLJ,O,O,X,X,X,X,X,X,X
SOIZTJL,O,O,X,X,X,X,X,X,X
SOIZLTJ,X,X,X,X,X,X,X,X,X
SOIZLJT,O,O,X,X,X,X,X,X,X
SOIZJTL,O,O,X,X,X,X,X,X,X
SOIZJLT,O,O,X,X,X,X,X,X,X
SOLTIJZ,X,X,X,X,X,X,O,X,X
SOLTIZJ,X,X,X,X,X,X,X,X,X
SOLTJIZ,X,X,X,X,X,X,X,X,X
SOLTJZI,X,X,X,X,X,X,X,X,X
SOLTZIJ,X,X,X,X,X,X,X,X,X
SOLTZJI,X,X,X,X,X,X,X,X,X
SOLITJZ,X,X,X,X,X,X,O,X,X
SOLITZJ,X,X,X,X,X,X,X,X,X
SOLIJTZ,O,X,X,X,X,X,X,X,X
SOLIJZT,O,X,X,X,X,X,X,X,X
SOLIZTJ,X,X,X,X,X,X,X,O,X
SOLIZJT,O,X,X,X,X,X,X,X,X
SOLJTIZ,O,X,X,X,X,X,O,X,X
SOLJTZI,O,X,X,X,X,X,O,X,X
SOLJITZ,O,X,X,X,X,X,O,X,X
SOLJIZT,O,X,X,X,X,X,X,X,X
SOLJZTI,X,X,X,X,X,X,O,X,X
SOLJZIT,O,X,X,X,X,X,O,X,X
SOLZTIJ,X,X,X,X,X,X,X,O,X
SOLZTJI,X,X,X,X,X,X,X,O,X
SOLZITJ,X,X,X,X,X,X,X,O,X
SOLZIJT,O,X,X,X,X,X,X,X,X
SOLZJTI,X,X,X,X,X,X,X,X,X
SOLZJIT,O,X,X,X,X,X,X,X,X
SOJTILZ,O,O,X,X,X,X,O,X,X
SOJTIZL,O,X,X,X,X,X,X,X,X
SOJTLIZ,O,O,X,X,X,X,O,X,X
SOJTLZI,O,X,X,X,X,X,O,X,X
SOJTZIL,O,X,X,X,X,X,X,X,X
SOJTZLI,O,X,X,X,X,X,X,X,X
SOJITLZ,O,O,X,X,X,X,O,X,X
SOJITZL,O,X,X,X,X,X,X,X,X
SOJILTZ,O,X,X,X,X,X,X,X,X
SOJILZT,O,X,X,X,X,X,X,X,X
SOJIZTL,O,O,X,X,X,X,X,X,X
SOJIZLT,O,O,X,X,X,X,X,X,X
SOJLTIZ,O,X,X,X,X,X,O,X,X
SOJLTZI,O,X,X,X,X,X,O,X,X
SOJLITZ,O,X,X,X,X,X,O,X,X
SOJLIZT,O,X,X,X,X,X,X,X,X
SOJLZTI,X,X,X,X,X,X,O,X,X
SOJLZIT,O,X,X,X,X,X,O,X,X
SOJZTIL,O,O,X,X,X,X,X,X,X
SOJZTLI,O,O,X,X,X,X,X,X,X
SOJZITL,O,O,X,X,X,X,X,X,X
SOJZILT,O,O,X,X,X,X,X,X,X
SOJZLTI,X,X,X,X,X,X,X,X,X
SOJZLIT,O,O,X,X,X,X,X,X,X
SOZTILJ,O,O,X,X,X,X,X,X,X
SOZTIJL,O,O,X,X,X,X,X,X,X
SOZTLIJ,O,O,X,X,X,X,X,O,X
SOZTLJI,O,O,X,X,X,X,X,O,X
SOZTJIL,O,O,X,X,X,X,X,X,X
SOZTJLI,O,O,X,X,X,X,X,X,X
SOZITLJ,O,O,X,X,X,X,X,X,X
SOZITJL,O,O,X,X,X,X,X,X,X
SOZILTJ,X,X,X,X,X,X,X,X,X
SOZILJT,O,O,X,X,X,X,X,X,X
SOZIJTL,O,O,X,X,X,X,X,X,X
SOZIJLT,O,O,X,X,X,X,X,X,X
SOZLTIJ,X,X,X,X,X,X,X,O,X
SOZLTJI,X,X,X,X,X,X,X,O,X
SOZLITJ,X,X,X,X,X,X,X,O,X
SOZLIJT,O,O,X,X,X,X,X,X,X
SOZLJTI,X,X,X,X,X,X,X,X,X
SOZLJIT,O,O,X,X,X,X,X,X,X
SOZJTIL,O,O,X,X,X,X,X,X,X
SOZJTLI,O,O,X,X,X,X,X,X,X
SOZJITL,O,O,X,X,X,X,X,X,X
SOZJILT,O,O,X,X,X,X,X,X,X
SOZJLTI,X,X,X,X,X,X,X,X,X
SOZJLIT,O,O,X,X,X,X,X,X,X
ZTILJSO,X,X,X,X,X,X,X,X,X
ZTILJOS,X,X,X,X,X,X,X,X,X
ZTILSJO,O,O,O,X,X,X,X,X,X
ZTILSOJ,X,O,X,X,X,X,X,X,X
ZTILOJS,X,X,X,X,X,X,X,X,X
ZTILOSJ,X,O,X,X,X,X,X,X,X
ZTIJLSO,X,X,X,X,X,X,X,X,X
ZTIJLOS,X,X,X,X,X,X,X,X,X
ZTIJSLO,X,X,X,X,X,X,X,X,X
ZTIJSOL,X,X,X,X,X,X,X,X,X
ZTIJOLS,X,X,X,X,X,X,X,X,X
ZTIJOSL,X,X,X,X,X,X,X,X,X
