sequence,v115@GhA8AeA8GeC8FeD8EeC8Jei/IvhFRhBziBOqB8qBFs?B3rB,v115@GhA8AeA8GeC8FeD8EeC8Jei/IvhFclBmhBziBXmBFs?BxvB,v115@GhA8AeA8GeC8FeD8EeC8Jei/IvhFRhBziB0lBlmB2v?BXsB,v115@GhA8AeA8GeC8FeD8EeC8Jei/IvhF3gBRiB0mBlnBTq?B2wB,v115@GhA8AeA8GeC8FeD8EeC8Jei/IvhFFhBXiB8nBTlBmr?BxvB,v115@GhA8AeA8GeC8FeD8EeC8Jei/IvhFzgBFiB8nB2qBfs?BxvB,v115@GhA8AeA8GeC8FeD8EeC8Jei/IvhFclBmiBxmBTmB1v?BXsB
LSIJTZO,X,X,O,X,O,O,O
LSIJTOZ,X,X,O,X,X,O,X
LSIJZTO,X,X,O,X,O,O,X
LSIJZOT,X,X,O,X,O,O,X
LSIJOTZ,X,X,O,X,X,O,X
LSIJOZT,X,X,O,X,X,O,X
LSIZTJO,X,O,X,X,O,O,X
LSIZTOJ,X,O,X,X,O,O,X
LSIZJTO,X,O,X,X,O,O,X
LSIZJOT,X,O,X,X,O,O,X
LSIZOTJ,X,O,X,X,O,O,X
LSIZOJT,X,O,X,X,O,O,X
LSIOTJZ,X,X,O,X,X,X,X
LSIOTZJ,X,O,O,X,O,X,X
LSIOJTZ,X,X,O,X,O,O,X
LSIOJZT,X,X,O,X,O,O,X
LSIOZTJ,X,O,X,X,O,O,X
LSIOZJT,X,O,X,X,O,O,X
LSJTIZO,X,X,O,X,X,X,O
LSJTIOZ,O,X,O,X,X,X,X
LSJTZIO,O,X,O,O,O,X,O
LSJTZOI,O,X,O,O,O,X,O
LSJTOIZ,O,X,O,X,X,X,X
LSJTOZI,O,X,O,X,X,X,X
LSJITZO,X,X,O,X,X,X,O
LSJITOZ,O,X,O,X,X,X,X
LSJIZTO,O,X,O,X,X,X,X
LSJIZOT,O,X,O,X,X,X,X
LSJIOTZ,O,X,O,X,X,X,X
LSJIOZT,O,X,O,X,X,X,X
LSJZTIO,O,X,O,O,O,X,X
LSJZTOI,O,X,O,O,O,X,X
LSJZITO,O,X,O,O,O,X,X
LSJZIOT,O,X,O,O,X,X,X
LSJZOTI,O,X,O,O,O,X,X
LSJZOIT,O,X,O,O,X,X,X
LSJOTIZ,O,X,O,X,X,X,X
LSJOTZI,O,X,O,X,X,X,X
LSJOITZ,O,X,O,X,X,X,X
LSJOIZT,O,X,O,X,X,X,X
LSJOZTI,O,X,O,X,X,X,X
LSJOZIT,O,X,O,X,X,X,X
LSZTIJO,X,X,X,X,O,O,X
LSZTIOJ,O,X,O,X,O,O,X
LSZTJIO,X,X,O,X,O,X,X
LSZTJOI,X,X,O,X,O,X,X
LSZTOIJ,O,X,O,X,O,X,X
LSZTOJI,X,X,O,X,O,X,X
LSZITJO,X,X,X,X,O,O,X
LSZITOJ,O,X,X,X,O,O,X
LSZIJTO,X,X,X,X,O,O,X
LSZIJOT,X,X,X,X,O,O,X
LSZIOTJ,O,X,X,X,O,O,X
LSZIOJT,O,X,X,X,O,O,X
LSZJTIO,X,X,O,X,O,X,X
LSZJTOI,X,X,O,X,O,X,X
LSZJITO,X,X,O,X,O,X,X
LSZJIOT,X,X,O,X,O,X,X
LSZJOTI,X,X,O,X,O,X,X
LSZJOIT,X,X,O,X,X,X,X
LSZOTIJ,O,X,O,X,O,X,X
LSZOTJI,X,X,O,X,O,X,X
LSZOITJ,O,X,X,X,O,X,X
LSZOIJT,O,X,X,X,O,X,X
LSZOJTI,X,X,O,X,O,X,X
LSZOJIT,X,X,O,X,X,X,X
LSOTIJZ,X,X,O,O,X,X,X
LSOTIZJ,X,X,O,O,X,X,X
LSOTJIZ,O,X,O,O,X,X,X
LSOTJZI,O,X,O,O,X,X,X
LSOTZIJ,O,X,O,O,X,X,X
LSOTZJI,X,X,O,O,X,X,X
LSOITJZ,X,X,O,O,X,X,X
LSOITZJ,X,O,O,O,X,X,X
LSOIJTZ,X,X,O,O,X,X,X
LSOIJZT,X,X,O,O,X,X,X
LSOIZTJ,X,O,X,X,X,X,X
LSOIZJT,X,O,X,X,X,X,X
LSOJTIZ,O,X,O,O,X,X,X
LSOJTZI,O,X,O,O,X,X,X
LSOJITZ,O,X,O,O,X,X,X
LSOJIZT,O,X,O,O,X,X,X
LSOJZTI,O,X,O,O,X,X,X
LSOJZIT,O,X,O,O,X,X,X
LSOZTIJ,O,X,O,O,X,X,X
LSOZTJI,X,X,O,O,X,X,X
LSOZITJ,O,X,X,X,X,X,X
LSOZIJT,O,X,X,X,X,X,X
LSOZJTI,X,X,O,O,X,X,X
LSOZJIT,X,X,O,O,X,X,X
LZTIJSO,X,X,X,X,O,O,X
LZTIJOS,O,X,X,X,O,O,X
LZTISJO,X,X,X,X,O,O,X
LZTISOJ,O,X,X,X,O,O,X
LZTIOJS,O,X,X,X,O,X,X
LZTIOSJ,O,X,X,O,O,X,X
LZTJISO,O,X,X,O,O,X,X
LZTJIOS,O,X,X,O,X,X,X
LZTJSIO,O,X,X,O,O,X,X
LZTJSOI,O,X,X,O,O,X,X
LZTJOIS,O,X,X,O,X,X,X
LZTJOSI,O,X,X,O,O,X,X
LZTSIJO,X,X,X,X,O,O,X
LZTSIOJ,O,X,X,X,O,O,X
LZTSJIO,X,X,X,X,O,X,X
LZTSJOI,X,X,X,X,O,X,X
LZTSOIJ,O,X,X,X,O,X,X
LZTSOJI,X,X,X,X,O,X,X
LZTOIJS,O,X,X,X,X,X,X
LZTOISJ,O,X,X,O,X,X,X
LZTOJIS,O,X,X,O,X,X,X
LZTOJSI,O,X,X,O,X,X,X
LZTOSIJ,O,X,X,O,X,X,X
LZTOSJI,X,X,X,O,X,X,X
LZITJSO,X,O,X,X,O,O,X
LZITJOS,O,O,X,X,O,O,X
LZITSJO,X,O,X,X,O,O,X
LZITSOJ,O,O,X,X,O,O,X
LZITOJS,O,O,X,X,O,X,X
LZITOSJ,O,O,X,X,O,X,X
LZIJTSO,X,O,X,X,O,O,X
LZIJTOS,O,O,X,X,O,O,X
LZIJSTO,X,O,X,X,O,O,X
LZIJSOT,X,O,X,X,O,O,X
LZIJOTS,O,O,X,X,O,O,X
LZIJOST,O,O,X,X,O,O,X
LZISTJO,X,O,X,X,O,O,X
LZISTOJ,O,O,X,X,O,O,X
LZISJTO,X,O,X,X,O,O,X
LZISJOT,X,O,X,X,O,O,X
LZISOTJ,O,O,X,X,O,O,X
LZISOJT,O,O,X,X,O,O,X
LZIOTJS,O,O,X,X,O,X,X
LZIOTSJ,O,O,X,X,O,X,X
LZIOJTS,O,O,X,X,O,O,X
LZIOJST,O,O,X,X,O,O,X
LZIOSTJ,O,O,X,X,O,O,X
LZIOSJT,O,O,X,X,O,O,X
LZJTISO,O,X,O,O,O,X,X
LZJTIOS,O,X,O,O,O,X,X
LZJTSIO,O,X,O,O,O,X,X
LZJTSOI,O,X,O,O,O,X,X
LZJTOIS,O,X,O,O,X,X,X
LZJTOSI,O,X,O,O,O,X,X
LZJITSO,O,X,O,O,O,O,X
LZJITOS,O,X,O,O,O,O,X
LZJISTO,O,X,O,O,O,O,X
LZJISOT,O,X,O,O,O,O,X
LZJIOTS,O,X,O,X,O,O,X
LZJIOST,O,X,O,O,O,O,X
LZJSTIO,O,X,O,O,O,X,X
LZJSTOI,O,X,O,O,O,X,X
LZJSITO,O,X,O,O,O,X,X
LZJSIOT,O,X,O,O,O,X,X
LZJSOTI,O,X,O,O,O,X,X
LZJSOIT,O,X,O,O,X,X,X
LZJOTIS,O,X,O,O,X,X,X
LZJOTSI,O,X,O,O,O,X,X
LZJOITS,O,X,O,X,X,X,X
LZJOIST,O,X,O,O,X,X,X
LZJOSTI,O,X,O,O,O,X,X
LZJOSIT,O,X,O,O,X,X,X
LZSTIJO,X,X,X,X,O,O,X
LZSTIOJ,O,X,O,X,O,O,X
LZSTJIO,X,X,O,X,O,X,X
LZSTJOI,X,X,O,X,O,X,X
LZSTOIJ,O,X,O,X,O,X,X
LZSTOJI,X,X,O,X,O,X,X
LZSITJO,X,X,X,X,O,O,X
LZSITOJ,O,X,X,X,O,O,X
LZSIJTO,X,X,X,X,O,O,X
LZSIJOT,X,X,X,X,O,O,X
LZSIOTJ,O,X,X,X,O,O,X
LZSIOJT,O,X,X,X,O,O,X
LZSJTIO,X,X,O,X,O,X,X
LZSJTOI,X,X,O,X,O,X,X
LZSJITO,X,X,O,X,O,X,X
LZSJIOT,X,X,O,X,O,X,X
LZSJOTI,X,X,O,X,O,X,X
LZSJOIT,X,X,O,X,X,X,X
LZSOTIJ,O,X,O,X,O,X,X
LZSOTJI,X,X,O,X,O,X,X
LZSOITJ,O,X,X,X,O,X,X
LZSOIJT,O,X,X,X,O,X,X
LZSOJTI,X,X,O,X,O,X,X
LZSOJIT,X,X,O,X,X,X,X
LZOTIJS,O,X,X,X,X,X,X
LZOTISJ,O,X,X,O,X,X,X
LZOTJIS,O,X,X,O,X,X,X
LZOTJSI,O,X,X,O,X,X,X
LZOTSIJ,O,X,X,O,X,X,X
LZOTSJI,X,X,X,O,X,X,X
LZOITJS,O,O,X,X,O,X,X
LZOITSJ,O,O,X,X,O,X,X
LZOIJTS,O,O,X,X,O,O,X
LZOIJST,O,O,X,X,O,O,X
LZOISTJ,O,O,X,X,O,O,X
LZOISJT,O,O,X,X,O,O,X
LZOJTIS,O,X,O,O,X,X,X
LZOJTSI,O,X,O,O,O,X,X
LZOJITS,O,X,O,O,X,X,X
LZOJIST,O,X,O,O,X,X,X
LZOJSTI,O,X,O,O,O,X,X
LZOJSIT,O,X,O,O,X,X,X
LZOSTIJ,O,X,O,O,O,X,X
LZOSTJI,X,X,O,O,O,X,X
LZOSITJ,O,X,X,X,O,X,X
LZOSIJT,O,X,X,X,O,X,X
LZOSJTI,X,X,O,O,O,X,X
LZOSJIT,X,X,O,O,X,X,X
LOTIJSZ,O,O,X,O,X,X,X
LOTIJZS,O,O,X,O,X,X,X
LOTISJZ,X,O,X,O,X,X,X
LOTISZJ,X,O,X,O,X,X,X
LOTIZJS,O,O,X,X,X,X,X
LOTIZSJ,O,O,X,O,X,X,X
LOTJISZ,O,O,X,O,X,X,X
LOTJIZS,O,O,X,O,X,X,X
LOTJSIZ,O,O,O,O,X,X,X
LOTJSZI,O,O,O,O,X,X,X
LOTJZIS,O,X,O,O,X,X,X
LOTJZSI,O,X,O,O,X,X,X
LOTSIJZ,X,O,O,O,X,X,X
LOTSIZJ,X,O,O,O,X,X,X
LOTSJIZ,O,O,O,O,X,X,X
LOTSJZI,O,O,O,O,X,X,X
LOTSZIJ,O,O,O,O,X,X,X
LOTSZJI,X,O,O,O,X,X,X
LOTZIJS,O,X,X,X,X,X,X
LOTZISJ,O,X,X,O,X,X,X
LOTZJIS,O,X,X,O,X,X,X
LOTZJSI,O,X,X,O,X,X,X
LOTZSIJ,O,X,X,O,X,X,X
LOTZSJI,X,X,X,O,X,X,X
LOITJSZ,O,O,X,O,O,X,X
LOITJZS,O,O,X,O,O,X,X
LOITSJZ,X,O,X,O,X,X,X
LOITSZJ,X,O,X,O,O,X,X
LOITZJS,O,O,X,X,O,X,X
LOITZSJ,O,O,X,O,O,X,X
LOIJTSZ,O,X,X,O,O,O,X
LOIJTZS,O,O,X,O,O,O,X
LOIJSTZ,O,X,O,O,O,O,X
LOIJSZT,O,X,O,O,O,O,X
LOIJZTS,O,O,O,O,O,O,X
LOIJZST,O,O,O,O,O,O,X
LOISTJZ,X,X,O,O,X,X,X
LOISTZJ,X,O,O,O,O,X,X
LOISJTZ,X,X,O,O,O,O,X
LOISJZT,X,O,O,O,O,O,X
LOISZTJ,X,O,X,X,O,O,X
LOISZJT,X,O,X,X,O,O,X
LOIZTJS,O,O,X,X,O,X,X
LOIZTSJ,O,O,X,X,O,X,X
LOIZJTS,O,O,X,X,O,O,X
LOIZJST,O,O,X,X,O,O,X
LOIZSTJ,O,O,X,X,O,O,X
LOIZSJT,O,O,X,X,O,O,X
LOJTISZ,O,X,X,O,X,X,X
LOJTIZS,O,X,X,O,X,X,X
LOJTSIZ,O,X,O,O,X,X,X
LOJTSZI,O,X,O,O,X,X,X
LOJTZIS,O,X,O,O,X,X,X
LOJTZSI,O,X,O,O,O,X,X
LOJITSZ,O,X,X,O,X,X,X
LOJITZS,O,O,X,O,X,X,X
LOJISTZ,O,X,O,O,X,X,X
LOJISZT,O,X,O,O,X,X,X
LOJIZTS,O,O,O,O,X,X,X
LOJIZST,O,O,O,O,X,X,X
LOJSTIZ,O,X,O,O,X,X,X
LOJSTZI,O,X,O,O,X,X,X
LOJSITZ,O,X,O,O,X,X,X
LOJSIZT,O,X,O,O,X,X,X
LOJSZTI,O,X,O,O,X,X,X
LOJSZIT,O,X,O,O,X,X,X
LOJZTIS,O,X,O,O,X,X,X
LOJZTSI,O,X,O,O,O,X,X
LOJZITS,O,X,O,O,X,X,X
LOJZIST,O,X,O,O,X,X,X
LOJZSTI,O,X,O,O,O,X,X
LOJZSIT,O,X,O,O,X,X,X
LOSTIJZ,X,X,O,O,X,X,X
LOSTIZJ,X,X,O,O,X,X,X
LOSTJIZ,O,X,O,O,X,X,X
LOSTJZI,O,X,O,O,X,X,X
LOSTZIJ,O,X,O,O,X,X,X
LOSTZJI,X,X,O,O,X,X,X
LOSITJZ,X,X,O,O,X,X,X
LOSITZJ,X,O,O,O,X,X,X
LOSIJTZ,X,X,O,O,X,X,X
LOSIJZT,X,X,O,O,X,X,X
LOSIZTJ,X,O,X,X,X,X,X
LOSIZJT,X,O,X,X,X,X,X
LOSJTIZ,O,X,O,O,X,X,X
LOSJTZI,O,X,O,O,X,X,X
LOSJITZ,O,X,O,O,X,X,X
LOSJIZT,O,X,O,O,X,X,X
LOSJZTI,O,X,O,O,X,X,X
LOSJZIT,O,X,O,O,X,X,X
LOSZTIJ,O,X,O,O,X,X,X
LOSZTJI,X,X,O,O,X,X,X
LOSZITJ,O,X,X,X,X,X,X
LOSZIJT,O,X,X,X,X,X,X
LOSZJTI,X,X,O,O,X,X,X
LOSZJIT,X,X,O,O,X,X,X
LOZTIJS,O,X,X,X,X,X,X
LOZTISJ,O,X,X,O,X,X,X
LOZTJIS,O,X,X,O,X,X,X
LOZTJSI,O,X,X,O,X,X,X
LOZTSIJ,O,X,X,O,X,X,X
LOZTSJI,X,X,X,O,X,X,X
LOZITJS,O,O,X,X,O,X,X
LOZITSJ,O,O,X,X,O,X,X
LOZIJTS,O,O,X,X,O,O,X
LOZIJST,O,O,X,X,O,O,X
LOZISTJ,O,O,X,X,O,O,X
LOZISJT,O,O,X,X,O,O,X
LOZJTIS,O,X,O,O,X,X,X
LOZJTSI,O,X,O,O,O,X,X
LOZJITS,O,X,O,O,X,X,X
LOZJIST,O,X,O,O,X,X,X
LOZJSTI,O,X,O,O,O,X,X
LOZJSIT,O,X,O,O,X,X,X
LOZSTIJ,O,X,O,O,O,X,X
LOZSTJI,X,X,O,O,O,X,X
LOZSITJ,O,X,X,X,O,X,X
LOZSIJT,O,X,X,X,O,X,X
LOZSJTI,X,X,O,O,O,X,X
LOZSJIT,X,X,O,O,X,X,X
JTILSZO,X,O,X,X,O,X,X
JTILSOZ,O,O,X,X,X,X,X
JTILZSO,O,O,X,O,O,X,X
JTILZOS,O,O,X,O,O,X,X
JTILOSZ,O,O,X,O,X,X,X
JTILOZS,O,O,X,O,O,X,X
JTISLZO,X,O,X,X,O,X,O
JTISLOZ,O,O,X,X,X,X,X
JTISZLO,X,O,X,X,O,X,O
JTISZOL,X,O,X,X,O,X,O
JTISOLZ,O,O,X,O,X,X,X
JTISOZL,X,O,X,O,X,X,O
JTIZLSO,O,O,X,O,O,X,O
JTIZLOS,O,O,X,O,O,X,X
JTIZSLO,O,O,X,O,O,X,O
JTIZSOL,O,O,X,O,O,X,O
JTIZOLS,O,O,X,O,O,X,X
JTIZOSL,O,O,X,O,O,X,X
JTIOLSZ,O,O,X,O,O,X,X
JTIOLZS,O,O,X,O,O,X,X
JTIOSLZ,O,O,X,O,O,X,X
JTIOSZL,X,O,X,O,O,X,X
JTIOZLS,O,O,X,O,O,X,X
JTIOZSL,O,O,X,O,O,X,X
JTLISZO,X,O,X,X,O,X,X
JTLISOZ,O,O,X,X,X,X,X
JTLIZSO,O,O,X,O,O,X,X
JTLIZOS,O,O,X,O,O,X,X
JTLIOSZ,O,O,X,O,X,X,X
JTLIOZS,O,O,X,O,O,X,X
JTLSIZO,X,O,O,X,X,X,O
JTLSIOZ,O,O,O,X,X,X,X
JTLSZIO,O,O,O,O,O,X,O
JTLSZOI,O,O,O,O,O,X,O
JTLSOIZ,O,O,O,X,X,X,X
JTLSOZI,O,O,O,X,X,X,X
JTLZISO,O,X,O,O,O,X,O
JTLZIOS,O,X,O,O,O,X,X
JTLZSIO,O,X,O,O,O,X,O
JTLZSOI,O,X,O,O,O,X,O
JTLZOIS,O,X,O,O,X,X,X
JTLZOSI,O,X,O,O,O,X,O
JTLOISZ,O,O,X,O,X,X,X
JTLOIZS,O,O,X,O,X,X,X
JTLOSIZ,O,O,O,O,X,X,X
JTLOSZI,O,O,O,O,X,X,X
JTLOZIS,O,X,O,O,X,X,X
JTLOZSI,O,X,O,O,O,X,X
JTSILZO,X,O,O,X,O,X,O
JTSILOZ,O,O,O,X,X,X,X
JTSIZLO,X,O,O,X,O,X,O
JTSIZOL,X,O,O,X,O,X,O
JTSIOLZ,O,O,O,O,X,X,X
JTSIOZL,X,O,O,O,X,X,O
JTSLIZO,X,O,O,X,X,X,O
JTSLIOZ,O,O,O,X,X,X,X
JTSLZIO,O,O,O,O,O,X,O
JTSLZOI,O,O,O,O,O,X,O
JTSLOIZ,O,O,O,X,X,X,X
JTSLOZI,O,O,O,X,X,X,X
JTSZILO,O,O,O,O,O,X,O
JTSZIOL,O,O,O,O,O,X,O
JTSZLIO,O,O,O,O,O,X,O
JTSZLOI,O,O,O,O,O,X,O
JTSZOIL,O,O,O,O,O,X,O
JTSZOLI,O,O,O,O,O,X,O
JTSOILZ,O,O,O,O,X,X,X
JTSOIZL,X,O,O,O,X,X,O
JTSOLIZ,O,O,O,O,X,X,X
JTSOLZI,O,O,O,O,X,X,X
JTSOZIL,O,O,O,O,X,X,O
JTSOZLI,O,O,O,O,X,X,O
JTZILSO,O,O,O,O,O,X,O
JTZILOS,O,O,O,O,O,X,X
JTZISLO,O,O,O,O,O,X,O
JTZISOL,O,O,O,O,O,X,O
JTZIOLS,O,O,O,O,O,X,X
JTZIOSL,O,O,O,O,O,X,X
JTZLISO,O,X,O,O,O,X,O
JTZLIOS,O,X,O,O,O,X,X
JTZLSIO,O,X,O,O,O,X,O
JTZLSOI,O,X,O,O,O,X,O
JTZLOIS,O,X,O,O,X,X,X
JTZLOSI,O,X,O,O,O,X,O
JTZSILO,O,O,O,O,O,X,O
JTZSIOL,O,O,O,O,O,X,O
JTZSLIO,O,O,O,O,O,X,O
JTZSLOI,O,O,O,O,O,X,O
JTZSOIL,O,O,O,O,O,X,O
JTZSOLI,O,O,O,O,O,X,O
JTZOILS,O,O,O,O,O,X,X
JTZOISL,O,O,O,O,O,X,X
JTZOLIS,O,X,O,O,X,X,X
JTZOLSI,O,X,O,O,O,X,O
JTZOSIL,O,O,O,O,O,X,O
JTZOSLI,O,O,O,O,O,X,O
JTOILSZ,O,O,X,O,X,X,X
JTOILZS,O,O,X,O,O,X,X
JTOISLZ,O,O,X,O,X,X,X
JTOISZL,X,O,X,O,X,X,X
JTOIZLS,O,O,X,O,O,X,X
JTOIZSL,O,O,X,O,O,X,X
JTOLISZ,O,O,X,O,X,X,X
JTOLIZS,O,O,X,O,X,X,X
JTOLSIZ,O,O,O,O,X,X,X
JTOLSZI,O,O,O,O,X,X,X
JTOLZIS,O,X,O,O,X,X,X
JTOLZSI,O,X,O,O,O,X,X
JTOSILZ,O,O,O,O,X,X,X
JTOSIZL,X,O,O,O,X,X,O
JTOSLIZ,O,O,O,O,X,X,X
JTOSLZI,O,O,O,O,X,X,X
JTOSZIL,O,O,O,O,X,X,O
JTOSZLI,O,O,O,O,X,X,O
JTOZILS,O,O,O,O,O,X,X
JTOZISL,O,O,O,O,O,X,X
JTOZLIS,O,X,O,O,X,X,X
JTOZLSI,O,X,O,O,O,X,O
JTOZSIL,O,O,O,O,O,X,O
JTOZSLI,O,O,O,O,O,X,O
JITLSZO,X,O,X,X,O,O,X
JITLSOZ,O,O,X,X,X,O,X
JITLZSO,O,O,X,O,O,O,X
JITLZOS,O,O,X,O,O,O,X
JITLOSZ,O,O,X,O,X,O,X
JITLOZS,O,O,X,O,O,O,X
JITSLZO,X,O,X,X,O,O,O
JITSLOZ,O,O,X,X,X,O,X
JITSZLO,X,O,X,X,O,O,O
JITSZOL,X,O,X,X,O,O,O
JITSOLZ,O,O,X,O,X,O,X
JITSOZL,X,O,X,O,X,O,O
JITZLSO,O,O,X,O,O,O,O
JITZLOS,O,O,X,O,O,O,X
JITZSLO,O,O,X,O,O,O,O
JITZSOL,O,O,X,O,O,O,O
JITZOLS,O,O,X,O,O,O,X
JITZOSL,O,O,X,O,O,O,X
JITOLSZ,O,O,X,O,O,O,X
JITOLZS,O,O,X,O,O,O,X
JITOSLZ,O,O,X,O,O,O,X
JITOSZL,X,O,X,O,O,O,X
JITOZLS,O,O,X,O,O,O,X
JITOZSL,O,O,X,O,O,O,X
JILTSZO,X,X,X,X,O,O,X
JILTSOZ,O,X,X,X,X,O,X
JILTZSO,O,O,X,O,O,O,X
JILTZOS,O,O,X,O,O,O,X
JILTOSZ,O,X,X,X,X,O,X
JILTOZS,O,O,X,X,O,O,X
JILSTZO,X,X,O,X,O,O,X
JILSTOZ,O,X,O,X,X,O,X
JILSZTO,O,X,O,X,O,O,X
JILSZOT,O,X,O,X,O,O,X
JILSOTZ,O,X,O,X,X,O,X
JILSOZT,O,X,O,X,X,O,X
JILZTSO,O,O,O,O,O,O,X
JILZTOS,O,O,O,O,O,O,X
JILZSTO,O,O,O,O,O,O,X
JILZSOT,O,O,O,O,O,O,X
JILZOTS,O,O,O,X,O,O,X
JILZOST,O,O,O,O,O,O,X
JILOTSZ,O,X,X,X,O,O,X
JILOTZS,O,O,X,X,O,O,X
JILOSTZ,O,X,O,X,O,O,X
JILOSZT,O,X,O,X,O,O,X
JILOZTS,O,O,O,X,O,O,X
JILOZST,O,O,O,X,O,O,X
JISTLZO,X,O,O,X,O,O,O
JISTLOZ,O,O,O,X,X,O,X
JISTZLO,X,O,O,X,O,O,O
JISTZOL,X,O,O,X,O,O,O
JISTOLZ,O,O,O,X,X,O,X
JISTOZL,X,O,O,X,X,O,O
JISLTZO,X,X,O,X,O,O,O
JISLTOZ,O,X,O,X,X,O,X
JISLZTO,O,O,O,X,O,O,X
JISLZOT,O,O,O,X,O,O,X
JISLOTZ,O,X,O,X,X,O,X
JISLOZT,O,O,O,X,X,O,X
JISZTLO,O,O,O,X,O,O,O
JISZTOL,O,O,O,X,O,O,O
JISZLTO,O,O,O,X,O,O,X
JISZLOT,O,O,O,X,O,O,X
JISZOTL,X,O,O,X,O,O,X
JISZOLT,O,O,O,X,O,O,X
JISOTLZ,X,X,O,X,O,O,X
JISOTZL,X,O,O,X,O,O,O
JISOLTZ,O,X,O,X,O,O,X
JISOLZT,O,O,O,X,O,O,X
JISOZTL,X,O,O,X,O,O,X
JISOZLT,X,O,O,X,O,O,X
JIZTLSO,O,O,O,O,O,O,X
JIZTLOS,O,O,O,O,O,O,X
JIZTSLO,O,O,O,O,O,O,X
JIZTSOL,O,O,O,O,O,O,X
JIZTOLS,O,O,O,O,O,O,X
JIZTOSL,O,O,O,O,O,O,X
JIZLTSO,O,O,O,O,O,O,X
JIZLTOS,O,O,O,O,O,O,X
JIZLSTO,O,O,O,O,O,O,X
JIZLSOT,O,O,O,O,O,O,X
JIZLOTS,O,O,O,O,O,O,X
JIZLOST,O,O,O,O,O,O,X
JIZSTLO,O,O,O,O,O,O,X
JIZSTOL,O,O,O,O,O,O,X
JIZSLTO,O,O,O,O,O,O,X
JIZSLOT,O,O,O,O,O,O,X
JIZSOTL,X,O,O,O,O,O,X
JIZSOLT,O,O,O,O,O,O,X
JIZOTLS,O,O,O,O,O,O,X
JIZOTSL,O,O,O,O,O,O,X
JIZOLTS,O,O,O,O,O,O,X
JIZOLST,O,O,O,O,O,O,X
JIZOSTL,X,O,O,O,O,O,X
JIZOSLT,O,O,O,O,O,O,X
JIOTLSZ,O,O,X,O,O,O,X
JIOTLZS,O,O,X,O,O,O,X
JIOTSLZ,O,O,X,O,O,O,X
JIOTSZL,X,O,X,O,O,O,X
JIOTZLS,O,O,X,O,O,O,X
JIOTZSL,O,O,X,O,O,O,X
JIOLTSZ,O,X,X,O,O,O,X
JIOLTZS,O,O,X,O,O,O,X
JIOLSTZ,O,X,O,O,O,O,X
JIOLSZT,O,X,O,O,O,O,X
JIOLZTS,O,O,O,O,O,O,X
JIOLZST,O,O,O,O,O,O,X
JIOSTLZ,X,X,O,O,O,O,X
JIOSTZL,X,O,O,O,O,O,X
JIOSLTZ,O,X,O,O,O,O,X
JIOSLZT,O,O,O,O,O,O,X
JIOSZTL,X,O,O,O,O,O,X
JIOSZLT,X,O,O,O,O,O,X
JIOZTLS,O,O,O,O,O,O,X
JIOZTSL,O,O,O,O,O,O,X
JIOZLTS,O,O,O,O,O,O,X
JIOZLST,O,O,O,O,O,O,X
JIOZSTL,X,O,O,O,O,O,X
JIOZSLT,O,O,O,O,O,O,X
JLTISZO,X,X,X,X,O,X,X
JLTISOZ,O,X,X,X,X,X,X
JLTIZSO,O,X,X,O,O,X,X
JLTIZOS,O,X,X,O,O,X,X
JLTIOSZ,O,X,X,O,X,X,X
JLTIOZS,O,X,X,O,O,X,X
JLTSIZO,X,X,O,X,X,X,O
JLTSIOZ,O,X,O,X,X,X,X
JLTSZIO,O,X,O,O,O,X,O
JLTSZOI,O,X,O,O,O,X,O
JLTSOIZ,O,X,O,X,X,X,X
JLTSOZI,O,X,O,X,X,X,X
JLTZISO,O,X,O,O,O,X,O
JLTZIOS,O,X,O,O,O,X,X
JLTZSIO,O,X,O,O,O,X,O
JLTZSOI,O,X,O,O,O,X,O
JLTZOIS,O,X,O,O,X,X,X
JLTZOSI,O,X,O,O,O,X,O
JLTOISZ,O,X,X,O,X,X,X
JLTOIZS,O,X,X,O,X,X,X
JLTOSIZ,O,X,O,O,X,X,X
JLTOSZI,O,X,O,O,X,X,X
JLTOZIS,O,X,O,O,X,X,X
JLTOZSI,O,X,O,O,O,X,X
JLITSZO,X,X,X,X,O,O,X
JLITSOZ,O,X,X,X,X,O,X
JLITZSO,O,O,X,O,O,O,X
JLITZOS,O,O,X,O,O,O,X
JLITOSZ,O,X,X,X,X,O,X
JLITOZS,O,O,X,X,O,O,X
JLISTZO,X,X,O,X,O,O,X
JLISTOZ,O,X,O,X,X,O,X
JLISZTO,O,X,O,X,O,O,X
JLISZOT,O,X,O,X,O,O,X
JLISOTZ,O,X,O,X,X,O,X
JLISOZT,O,X,O,X,X,O,X
JLIZTSO,O,O,O,O,O,O,X
JLIZTOS,O,O,O,O,O,O,X
JLIZSTO,O,O,O,O,O,O,X
JLIZSOT,O,O,O,O,O,O,X
JLIZOTS,O,O,O,X,O,O,X
JLIZOST,O,O,O,O,O,O,X
JLIOTSZ,O,X,X,X,O,O,X
JLIOTZS,O,O,X,X,O,O,X
JLIOSTZ,O,X,O,X,O,O,X
JLIOSZT,O,X,O,X,O,O,X
JLIOZTS,O,O,O,X,O,O,X
JLIOZST,O,O,O,X,O,O,X
JLSTIZO,X,X,O,X,X,X,O
JLSTIOZ,O,X,O,X,X,X,X
JLSTZIO,O,X,O,O,O,X,O
JLSTZOI,O,X,O,O,O,X,O
