sequence,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeTAJvhFxhB6oBXmBm?nBUqBFsB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeTAJvhFxhBynB+oBX?mBUqBFsB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeiAJvhFzhBGjBUoBR?qBFsB3qB,v115@9gB8HeB8HeA8IeB8BeB8AeC8Je/FJvhFRhBziB+oBi?mBUqBFsB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeeFJvhFChBxiBlmBc?sBToB3qB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JexAJvhFXiB6oBllBz?nBUqBmrB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JezBJvhFfoB6oBRqBF?sBOqB8qB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeTAJvhFxhBVrBasBG?oBXoBUqB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeyFJvhFUiBGjBfsBV?tBRqBTqB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JemAJvhFUiBFjBfsBS?tBRqBTqB
IOSZTJL,X,X,X,X,O,O,X,X,O,O
IOSZLTJ,X,X,X,X,O,O,X,X,O,O
IOSZLJT,X,X,X,X,O,O,X,X,X,O
IOSZJTL,X,X,X,X,O,O,X,X,X,O
IOSZJLT,X,X,X,X,O,O,X,X,X,O
IOZTLJS,X,X,O,X,O,O,X,X,X,X
IOZTLSJ,X,X,O,X,O,O,X,X,X,X
IOZTJLS,X,X,O,X,O,O,X,X,X,X
IOZTJSL,X,X,O,X,O,O,X,X,X,X
IOZTSLJ,X,X,O,X,O,O,X,X,X,X
IOZTSJL,X,X,O,X,O,O,X,X,X,X
IOZLTJS,X,X,O,X,O,O,X,X,X,X
IOZLTSJ,X,X,O,X,O,O,X,X,X,X
IOZLJTS,X,X,O,X,O,O,X,X,X,X
IOZLJST,X,X,X,X,X,O,X,X,X,X
IOZLSTJ,X,X,X,X,O,O,X,X,X,X
IOZLSJT,X,X,X,X,O,O,X,X,X,X
IOZJTLS,X,X,O,X,O,O,X,X,X,X
IOZJTSL,X,X,O,X,O,O,X,X,X,X
IOZJLTS,X,X,O,X,O,O,X,X,X,X
IOZJLST,X,X,X,X,X,O,X,X,X,X
IOZJSTL,X,X,X,X,O,O,X,X,X,X
IOZJSLT,X,X,X,X,O,O,X,X,X,X
IOZSTLJ,X,X,X,X,O,O,X,X,X,X
IOZSTJL,X,X,X,X,O,O,X,X,X,X
IOZSLTJ,X,X,X,X,O,O,X,X,X,X
IOZSLJT,X,X,X,X,O,O,X,X,X,X
IOZSJTL,X,X,X,X,O,O,X,X,X,X
IOZSJLT,X,X,X,X,O,O,X,X,X,X
LTIJSZO,O,X,X,X,X,X,X,O,O,O
LTIJSOZ,O,X,X,X,X,X,X,O,O,O
LTIJZSO,O,X,O,O,X,X,X,O,O,O
LTIJZOS,O,X,O,O,X,X,X,O,X,X
LTIJOSZ,O,X,X,X,X,X,X,O,O,O
LTIJOZS,O,X,O,O,X,X,X,O,X,X
LTISJZO,O,X,X,X,X,X,O,O,O,O
LTISJOZ,O,X,X,X,X,X,O,O,O,O
LTISZJO,O,X,O,X,X,X,O,O,O,O
LTISZOJ,O,X,O,X,X,X,O,O,O,O
LTISOJZ,O,X,X,X,X,X,O,O,O,O
LTISOZJ,O,X,O,X,X,X,O,X,O,O
LTIZJSO,O,X,O,O,X,X,X,O,O,O
LTIZJOS,O,X,O,O,X,X,X,O,X,X
LTIZSJO,O,X,O,O,X,X,X,O,O,O
LTIZSOJ,O,X,O,O,X,X,X,O,O,O
LTIZOJS,O,X,O,X,X,X,X,O,X,X
LTIZOSJ,X,X,O,X,X,X,X,O,X,X
LTIOJSZ,X,X,X,X,X,X,X,O,O,O
LTIOJZS,X,X,O,X,X,X,X,O,X,X
LTIOSJZ,X,X,X,X,X,X,O,O,O,O
LTIOSZJ,X,X,O,X,X,X,O,X,O,O
LTIOZJS,X,X,O,X,X,X,X,O,X,X
LTIOZSJ,X,X,O,X,X,X,X,O,X,X
LTJISZO,O,O,X,X,X,O,X,O,O,O
LTJISOZ,O,O,X,X,X,O,X,O,O,O
LTJIZSO,O,O,X,O,O,O,X,O,O,O
LTJIZOS,O,O,X,O,O,X,X,O,X,X
LTJIOSZ,O,O,X,X,X,O,X,O,O,O
LTJIOZS,O,O,X,O,O,X,X,O,X,X
LTJSIZO,O,O,X,X,X,O,X,O,O,O
LTJSIOZ,O,O,X,X,X,O,X,O,O,O
LTJSZIO,O,O,X,O,O,O,X,O,O,O
LTJSZOI,O,O,X,O,O,O,X,O,X,X
LTJSOIZ,O,O,X,X,X,O,X,O,X,X
LTJSOZI,O,O,X,O,O,X,X,O,X,X
LTJZISO,O,O,X,O,O,O,X,O,X,X
LTJZIOS,O,O,X,O,O,O,X,O,X,X
LTJZSIO,O,O,X,O,O,O,X,O,X,X
LTJZSOI,O,O,X,O,O,O,X,O,X,X
LTJZOIS,O,O,X,O,O,O,X,O,X,X
LTJZOSI,O,O,X,O,O,O,X,O,X,X
LTJOISZ,O,O,X,X,X,O,X,O,X,X
LTJOIZS,O,O,X,O,O,X,X,O,X,X
LTJOSIZ,O,O,X,X,X,O,X,O,X,X
LTJOSZI,O,O,X,O,O,X,X,O,X,X
LTJOZIS,O,O,X,O,O,X,X,O,X,X
LTJOZSI,O,O,X,O,O,X,X,O,X,X
LTSIJZO,O,O,X,X,X,X,O,O,O,O
LTSIJOZ,O,O,X,X,X,X,O,O,O,O
LTSIZJO,O,O,X,X,X,X,O,O,O,O
LTSIZOJ,O,O,X,X,X,X,O,O,O,O
LTSIOJZ,O,O,X,X,X,X,O,O,O,O
LTSIOZJ,O,X,X,X,X,X,O,X,O,O
LTSJIZO,O,O,X,X,O,X,O,O,O,O
LTSJIOZ,O,O,X,X,O,X,O,O,O,O
LTSJZIO,O,O,X,O,O,X,X,O,O,O
LTSJZOI,O,O,X,O,O,X,X,O,X,X
LTSJOIZ,O,O,X,X,O,X,O,O,X,X
LTSJOZI,O,O,X,O,O,X,X,O,X,X
LTSZIJO,O,O,X,O,X,X,O,O,O,O
LTSZIOJ,O,O,X,O,X,X,O,O,O,O
LTSZJIO,O,O,X,O,X,X,X,O,O,O
LTSZJOI,O,O,X,O,X,X,X,O,X,X
LTSZOIJ,O,O,X,O,X,X,O,O,X,O
LTSZOJI,O,O,X,O,X,X,X,O,X,X
LTSOIJZ,O,O,X,X,X,X,O,O,X,O
LTSOIZJ,O,X,X,X,X,X,O,X,X,O
LTSOJIZ,O,O,X,X,O,X,O,O,X,X
LTSOJZI,O,O,X,X,O,X,X,O,X,X
LTSOZIJ,O,X,X,X,X,X,O,X,X,O
LTSOZJI,O,X,X,X,X,X,X,X,X,X
LTZIJSO,O,X,O,O,X,X,X,O,X,O
LTZIJOS,O,X,O,O,X,O,X,O,X,X
LTZISJO,O,X,O,O,X,X,X,O,X,O
LTZISOJ,O,X,O,O,X,O,X,O,X,O
LTZIOJS,O,X,O,X,X,O,X,O,X,X
LTZIOSJ,X,X,O,X,X,O,X,O,X,X
LTZJISO,O,O,O,O,X,O,X,O,X,X
LTZJIOS,O,O,O,O,X,O,X,O,X,X
LTZJSIO,O,O,X,O,X,O,X,O,X,X
LTZJSOI,O,O,X,O,X,O,X,O,X,X
LTZJOIS,O,O,O,O,X,O,X,O,X,X
LTZJOSI,O,O,X,O,X,O,X,O,X,X
LTZSIJO,O,O,X,O,X,X,X,O,X,O
LTZSIOJ,O,O,X,O,X,O,X,O,X,O
LTZSJIO,O,O,X,O,X,X,X,O,X,O
LTZSJOI,O,O,X,O,X,X,X,O,X,X
LTZSOIJ,O,O,X,O,X,O,X,O,X,O
LTZSOJI,O,O,X,O,X,O,X,O,X,X
LTZOIJS,O,X,O,X,X,O,X,O,X,X
LTZOISJ,X,X,O,X,X,O,X,O,X,X
LTZOJIS,O,O,O,O,X,O,X,O,X,X
LTZOJSI,O,O,X,O,X,O,X,O,X,X
LTZOSIJ,O,X,X,O,X,O,X,O,X,X
LTZOSJI,O,X,X,O,X,O,X,O,X,X
LTOIJSZ,X,X,X,X,X,X,X,O,X,O
LTOIJZS,X,X,O,X,X,X,X,O,X,X
LTOISJZ,X,X,X,X,X,X,O,O,X,O
LTOISZJ,X,X,O,X,X,X,O,X,X,O
LTOIZJS,X,X,O,X,X,X,X,O,X,X
LTOIZSJ,X,X,O,X,X,X,X,O,X,X
LTOJISZ,O,X,X,X,X,O,X,O,X,X
LTOJIZS,O,X,X,O,O,O,X,O,X,X
LTOJSIZ,O,X,X,X,X,O,X,O,X,X
LTOJSZI,O,X,X,O,O,O,X,O,X,X
LTOJZIS,O,X,X,O,O,O,X,O,X,X
LTOJZSI,O,X,X,O,O,O,X,O,X,X
LTOSIJZ,O,X,X,X,X,O,O,O,X,O
LTOSIZJ,O,X,X,X,X,O,O,X,X,O
LTOSJIZ,O,X,X,X,O,O,O,O,X,X
LTOSJZI,X,X,X,X,O,O,X,O,X,X
LTOSZIJ,O,X,X,X,X,O,O,X,X,O
LTOSZJI,O,X,X,X,X,O,X,X,X,X
LTOZIJS,O,X,O,X,X,O,X,O,X,X
LTOZISJ,X,X,O,X,X,O,X,O,X,X
LTOZJIS,O,X,O,O,X,O,X,O,X,X
LTOZJSI,O,X,X,O,X,O,X,O,X,X
LTOZSIJ,O,X,X,O,X,O,X,O,X,X
LTOZSJI,O,X,X,O,X,O,X,O,X,X
LITJSZO,O,X,X,X,X,X,X,O,O,O
LITJSOZ,O,X,X,X,X,X,X,O,O,O
LITJZSO,O,X,O,X,X,X,X,O,O,O
LITJZOS,O,X,O,X,X,X,X,O,X,X
LITJOSZ,O,X,X,X,X,X,X,O,O,O
LITJOZS,O,X,O,X,X,X,X,O,X,X
LITSJZO,O,X,X,X,X,X,O,O,O,O
LITSJOZ,O,X,X,X,X,X,O,O,O,O
LITSZJO,O,X,O,X,X,X,O,O,O,O
LITSZOJ,O,X,O,X,X,X,O,O,O,O
LITSOJZ,O,X,X,X,X,X,O,O,O,O
LITSOZJ,O,X,O,X,X,X,O,X,O,O
LITZJSO,O,X,O,X,X,X,X,O,O,O
LITZJOS,O,X,O,X,X,X,X,O,X,X
LITZSJO,O,X,O,X,X,X,X,O,O,O
LITZSOJ,O,X,O,X,X,X,X,O,O,O
LITZOJS,O,X,O,X,X,X,X,O,X,X
LITZOSJ,X,X,O,X,X,X,X,O,X,X
LITOJSZ,X,X,X,X,X,X,X,O,O,O
LITOJZS,X,X,O,X,X,X,X,O,X,X
LITOSJZ,X,X,X,X,X,X,O,O,O,O
LITOSZJ,X,X,O,X,X,X,O,X,O,O
LITOZJS,X,X,O,X,X,X,X,O,X,X
LITOZSJ,X,X,O,X,X,X,X,O,X,X
LIJTSZO,O,X,X,X,X,O,X,O,O,O
LIJTSOZ,O,X,X,X,X,O,X,O,O,O
LIJTZSO,O,X,O,X,X,O,X,O,O,O
LIJTZOS,O,X,O,X,X,X,X,O,X,X
LIJTOSZ,X,X,X,X,X,O,X,O,O,O
LIJTOZS,X,X,O,X,X,X,X,O,X,X
LIJSTZO,O,X,X,X,X,O,O,O,O,O
LIJSTOZ,O,X,X,X,X,O,O,O,O,O
LIJSZTO,O,X,X,X,X,O,X,X,O,O
LIJSZOT,O,X,X,X,X,O,X,X,X,O
LIJSOTZ,O,X,X,X,X,O,X,X,X,O
LIJSOZT,O,X,X,X,X,O,X,X,X,O
LIJZTSO,O,X,O,X,X,O,X,O,X,O
LIJZTOS,O,X,O,X,X,O,X,O,X,X
LIJZSTO,O,X,O,O,X,O,X,X,X,O
LIJZSOT,O,X,X,O,X,O,X,X,X,O
LIJZOTS,O,X,O,X,X,X,X,X,X,X
LIJZOST,O,X,X,O,X,X,X,X,X,X
LIJOTSZ,X,X,X,X,X,X,X,O,X,O
LIJOTZS,X,X,X,X,X,X,X,O,X,X
LIJOSTZ,O,X,X,X,X,X,X,X,X,O
LIJOSZT,O,X,X,X,X,X,X,X,X,O
LIJOZTS,O,X,X,X,X,X,X,X,X,X
LIJOZST,O,X,X,O,X,X,X,X,X,X
LISTJZO,O,X,X,X,X,X,O,O,O,O
LISTJOZ,O,X,X,X,X,X,O,O,O,O
LISTZJO,O,X,O,X,X,X,O,O,O,O
LISTZOJ,O,X,O,X,X,X,O,O,O,O
LISTOJZ,O,X,X,X,X,X,O,O,O,O
LISTOZJ,O,X,O,X,X,X,O,X,O,O
LISJTZO,O,X,X,X,X,X,O,O,O,O
LISJTOZ,O,X,X,X,X,X,O,O,O,O
LISJZTO,O,X,X,X,X,X,X,X,O,O
LISJZOT,O,X,X,X,X,X,X,X,X,O
LISJOTZ,O,X,X,X,X,X,X,X,X,O
LISJOZT,O,X,X,X,X,X,X,X,X,O
LISZTJO,O,X,O,X,X,X,O,X,O,O
LISZTOJ,O,X,O,X,X,X,O,X,O,O
LISZJTO,O,X,O,X,X,X,X,X,O,O
LISZJOT,O,X,X,X,X,X,X,X,X,O
LISZOTJ,O,X,X,X,X,X,X,X,O,O
LISZOJT,O,X,X,X,X,X,X,X,X,O
LISOTJZ,O,X,X,X,X,X,O,X,O,O
LISOTZJ,O,X,X,X,X,X,O,X,O,O
LISOJTZ,O,X,X,X,X,X,X,X,X,O
LISOJZT,O,X,X,X,X,X,X,X,X,O
LISOZTJ,O,X,X,X,X,X,X,X,O,O
LISOZJT,O,X,X,X,X,X,X,X,X,O
LIZTJSO,O,X,O,X,X,X,X,O,O,O
LIZTJOS,O,X,O,X,X,O,X,O,X,X
LIZTSJO,O,X,O,X,X,X,X,O,O,O
LIZTSOJ,O,X,O,X,X,O,X,O,O,O
LIZTOJS,O,X,O,X,X,O,X,O,X,X
LIZTOSJ,X,X,O,X,X,O,X,O,X,X
LIZJTSO,O,X,O,X,X,O,X,O,X,O
LIZJTOS,O,X,O,X,X,O,X,O,X,X
LIZJSTO,O,X,O,O,X,O,X,X,X,O
LIZJSOT,O,X,X,O,X,O,X,X,X,O
LIZJOTS,O,X,O,X,X,X,X,X,X,X
LIZJOST,O,X,X,O,X,X,X,X,X,X
LIZSTJO,O,X,O,O,X,X,O,X,O,O
LIZSTOJ,O,X,O,X,X,X,O,X,O,O
LIZSJTO,O,X,O,O,X,X,X,X,O,O
LIZSJOT,O,X,X,O,X,X,X,X,X,O
LIZSOTJ,O,X,X,X,X,X,X,X,O,O
LIZSOJT,O,X,X,O,X,X,X,X,X,O
LIZOTJS,O,X,O,X,X,O,X,X,X,X
LIZOTSJ,X,X,O,X,X,O,X,X,X,X
LIZOJTS,O,X,O,X,X,O,X,X,X,X
LIZOJST,O,X,X,X,X,O,X,X,X,X
LIZOSTJ,O,X,X,X,X,O,X,X,X,X
LIZOSJT,O,X,X,X,X,O,X,X,X,X
LIOTJSZ,X,X,X,X,X,X,X,O,O,O
LIOTJZS,X,X,O,X,X,X,X,O,X,X
LIOTSJZ,X,X,X,X,X,X,X,O,O,O
LIOTSZJ,X,X,O,X,X,X,X,X,O,O
LIOTZJS,X,X,O,X,X,X,X,O,X,X
LIOTZSJ,X,X,O,X,X,X,X,O,X,X
LIOJTSZ,X,X,X,X,X,O,X,O,X,O
LIOJTZS,X,X,X,X,X,O,X,O,X,X
LIOJSTZ,X,X,X,X,X,O,X,X,X,O
LIOJSZT,X,X,X,X,X,O,X,X,X,O
LIOJZTS,X,X,X,X,X,O,X,X,X,X
LIOJZST,X,X,X,X,X,O,X,X,X,X
LIOSTJZ,X,X,X,X,X,O,O,X,O,O
LIOSTZJ,X,X,X,X,X,O,O,X,O,O
LIOSJTZ,X,X,X,X,X,O,X,X,X,O
LIOSJZT,X,X,X,X,X,O,X,X,X,O
LIOSZTJ,X,X,X,X,X,O,X,X,O,O
LIOSZJT,X,X,X,X,X,O,X,X,X,O
LIOZTJS,X,X,O,X,X,O,X,X,X,X
LIOZTSJ,X,X,O,X,X,O,X,X,X,X
LIOZJTS,X,X,O,X,X,O,X,X,X,X
LIOZJST,X,X,X,X,X,O,X,X,X,X
LIOZSTJ,X,X,X,X,X,O,X,X,X,X
LIOZSJT,X,X,X,X,X,O,X,X,X,X
LJTISZO,O,O,X,X,X,O,X,O,X,O
LJTISOZ,O,O,X,X,X,O,X,O,X,O
LJTIZSO,O,O,X,O,O,O,X,O,X,O
LJTIZOS,O,O,X,O,O,X,X,O,X,X
LJTIOSZ,O,O,X,X,X,O,X,O,X,O
LJTIOZS,O,O,X,O,O,O,X,O,X,X
LJTSIZO,O,O,X,X,X,O,X,O,X,O
LJTSIOZ,O,O,X,X,X,O,X,O,X,O
LJTSZIO,O,O,X,O,O,O,X,O,X,O
LJTSZOI,O,O,X,O,O,O,X,O,X,X
LJTSOIZ,O,O,X,X,X,O,X,O,X,X
LJTSOZI,O,O,X,O,O,O,X,O,X,X
LJTZISO,O,O,X,O,O,O,X,O,X,X
LJTZIOS,O,O,X,O,O,O,X,O,X,X
LJTZSIO,O,O,X,O,O,O,X,O,X,X
LJTZSOI,O,O,X,O,O,O,X,O,X,X
LJTZOIS,O,O,X,O,O,O,X,O,X,X
LJTZOSI,O,O,X,O,O,O,X,O,X,X
LJTOISZ,O,O,X,X,X,O,X,O,X,X
LJTOIZS,O,O,X,O,O,O,X,O,X,X
LJTOSIZ,O,O,X,X,X,O,X,O,X,X
LJTOSZI,O,O,X,O,O,O,X,O,X,X
LJTOZIS,O,O,X,O,O,O,X,O,X,X
LJTOZSI,O,O,X,O,O,O,X,O,X,X
LJITSZO,O,O,X,X,X,O,X,O,X,O
LJITSOZ,O,O,X,X,X,O,X,O,X,O
LJITZSO,O,O,X,X,X,O,X,O,X,O
LJITZOS,O,O,X,X,X,X,X,O,X,X
LJITOSZ,X,X,X,X,X,O,X,O,X,O
LJITOZS,X,X,X,X,X,X,X,O,X,X
LJISTZO,O,O,X,X,X,O,O,O,X,O
LJISTOZ,O,O,X,X,X,O,O,O,X,O
LJISZTO,O,O,X,X,X,O,X,X,X,O
LJISZOT,O,O,X,X,X,O,X,X,X,O
LJISOTZ,O,O,X,X,X,O,X,X,X,O
LJISOZT,O,O,X,X,X,O,X,X,X,O
LJIZTSO,O,O,X,X,X,O,X,O,X,O
LJIZTOS,O,O,X,X,X,O,X,O,X,X
LJIZSTO,O,O,X,O,X,O,X,X,X,O
LJIZSOT,O,O,X,O,X,O,X,X,X,O
LJIZOTS,O,O,X,X,X,X,X,X,X,X
LJIZOST,O,O,X,O,X,X,X,X,X,X
LJIOTSZ,X,X,X,X,X,X,X,O,X,O
LJIOTZS,X,X,X,X,X,X,X,O,X,X
LJIOSTZ,O,O,X,X,X,X,X,X,X,O
LJIOSZT,O,O,X,X,X,X,X,X,X,O
LJIOZTS,O,O,X,X,X,X,X,X,X,X
LJIOZST,O,O,X,O,X,X,X,X,X,X
LJSTIZO,O,O,X,X,X,O,O,O,X,O
LJSTIOZ,O,O,X,X,X,O,O,O,X,O
LJSTZIO,O,O,X,X,X,O,X,O,X,O
LJSTZOI,O,O,X,X,X,O,X,O,X,X
LJSTOIZ,O,O,X,X,X,O,O,O,X,X
LJSTOZI,O,O,X,X,X,O,X,O,X,X
LJSITZO,O,O,X,X,X,O,O,O,X,O
LJSITOZ,O,O,X,X,X,O,O,O,X,O
LJSIZTO,O,O,X,X,X,O,X,X,X,O
LJSIZOT,O,O,X,X,X,O,X,X,X,O
LJSIOTZ,O,O,X,X,X,O,X,X,X,O
LJSIOZT,O,O,X,X,X,O,X,X,X,O
LJSZTIO,O,O,X,O,X,O,X,X,X,O
LJSZTOI,O,O,X,O,X,O,X,X,X,X
LJSZITO,O,O,X,O,X,O,X,X,X,O
LJSZIOT,O,O,X,O,X,O,X,X,X,O
LJSZOTI,O,O,X,O,X,O,X,X,X,X
LJSZOIT,O,O,X,O,X,O,X,X,X,X
LJSOTIZ,O,O,X,X,X,O,X,X,X,X
LJSOTZI,O,O,X,X,X,O,X,X,X,X
LJSOITZ,O,O,X,X,X,O,X,X,X,X
LJSOIZT,O,O,X,X,X,O,X,X,X,X
LJSOZTI,O,O,X,O,X,O,X,X,X,X
LJSOZIT,O,O,X,O,X,O,X,X,X,X
LJZTISO,O,O,X,O,O,O,X,O,X,X
LJZTIOS,O,O,X,O,O,O,X,O,X,X
LJZTSIO,O,O,X,O,O,O,X,O,X,X
LJZTSOI,O,O,X,O,O,O,X,O,X,X
LJZTOIS,O,O,X,O,O,O,X,O,X,X
LJZTOSI,O,O,X,O,O,O,X,O,X,X
LJZITSO,O,O,X,X,O,O,X,O,X,X
LJZITOS,O,O,X,X,O,O,X,O,X,X
LJZISTO,O,O,X,O,X,O,X,X,X,X
LJZISOT,O,O,X,O,X,O,X,X,X,X
LJZIOTS,O,O,X,X,X,X,X,X,X,X
LJZIOST,O,O,X,O,X,X,X,X,X,X
LJZSTIO,O,O,X,O,X,O,X,X,X,X
LJZSTOI,O,O,X,O,X,O,X,X,X,X
LJZSITO,O,O,X,O,X,O,X,X,X,X
LJZSIOT,O,O,X,O,X,O,X,X,X,X
LJZSOTI,O,O,X,O,X,O,X,X,X,X
LJZSOIT,O,O,X,O,X,O,X,X,X,X
LJZOTIS,O,O,X,O,O,O,X,O,X,X
LJZOTSI,O,O,X,O,O,O,X,O,X,X
LJZOITS,O,O,X,X,O,O,X,X,X,X
LJZOIST,O,O,X,O,X,O,X,X,X,X
LJZOSTI,O,O,X,O,X,O,X,X,X,X
LJZOSIT,O,O,X,O,X,O,X,X,X,X
LJOTISZ,X,X,X,X,X,O,X,O,X,X
LJOTIZS,X,X,X,O,O,O,X,O,X,X
LJOTSIZ,X,X,X,X,X,O,X,O,X,X
LJOTSZI,X,X,X,O,O,O,X,O,X,X
LJOTZIS,X,X,X,O,O,O,X,O,X,X
LJOTZSI,X,X,X,O,O,O,X,O,X,X
LJOITSZ,X,X,X,X,X,O,X,O,X,X
LJOITZS,X,X,X,X,X,O,X,O,X,X
LJOISTZ,O,O,X,X,X,O,X,X,X,X
LJOISZT,O,O,X,X,X,O,X,X,X,X
LJOIZTS,O,O,X,X,O,O,X,X,X,X
LJOIZST,O,O,X,O,X,O,X,X,X,X
LJOSTIZ,O,O,X,X,X,O,X,X,X,X
LJOSTZI,O,O,X,X,X,O,X,X,X,X
LJOSITZ,O,O,X,X,X,O,X,X,X,X
LJOSIZT,O,O,X,X,X,O,X,X,X,X
LJOSZTI,O,O,X,O,X,O,X,X,X,X
LJOSZIT,O,O,X,O,X,O,X,X,X,X
LJOZTIS,O,O,X,O,O,O,X,X,X,X
LJOZTSI,O,O,X,O,O,O,X,X,X,X
LJOZITS,O,O,X,X,O,O,X,X,X,X
LJOZIST,O,O,X,O,X,O,X,X,X,X
LJOZSTI,O,O,X,O,X,O,X,X,X,X
LJOZSIT,O,O,X,O,X,O,X,X,X,X
LSTIJZO,O,O,X,X,X,X,O,O,O,O
LSTIJOZ,O,O,X,X,X,X,O,O,O,O
LSTIZJO,O,O,X,X,X,X,O,O,O,O
LSTIZOJ,O,O,X,X,X,X,O,O,O,O
LSTIOJZ,O,O,X,X,X,X,O,O,O,O
LSTIOZJ,O,X,X,X,X,X,O,X,O,O
LSTJIZO,O,O,X,X,O,X,O,O,O,O
LSTJIOZ,O,O,X,X,O,X,O,O,O,O
LSTJZIO,O,O,X,X,O,X,X,O,O,O
LSTJZOI,O,O,X,X,O,X,X,O,X,X
LSTJOIZ,O,O,X,X,O,X,O,O,X,X
LSTJOZI,O,O,X,X,O,X,X,O,X,X
LSTZIJO,O,O,X,X,X,X,O,O,O,O
LSTZIOJ,O,O,X,X,X,X,O,O,O,O
LSTZJIO,O,O,X,X,X,X,X,O,O,O
LSTZJOI,O,O,X,X,X,X,X,O,X,X
LSTZOIJ,O,O,X,X,X,X,O,O,X,O
LSTZOJI,O,O,X,X,X,X,X,O,X,X
LSTOIJZ,O,O,X,X,X,X,O,O,X,O
LSTOIZJ,O,X,X,X,X,X,O,X,X,O
LSTOJIZ,O,O,X,X,O,X,O,O,X,X
LSTOJZI,O,O,X,X,O,X,X,O,X,X
LSTOZIJ,O,X,X,X,X,X,O,X,X,O
LSTOZJI,O,X,X,X,X,X,X,X,X,X
LSITJZO,O,O,X,X,X,X,O,O,O,O
LSITJOZ,O,O,X,X,X,X,O,O,O,O
LSITZJO,O,O,X,X,X,X,O,O,O,O
LSITZOJ,O,O,X,X,X,X,O,O,O,O
LSITOJZ,O,O,X,X,X,X,O,O,O,O
LSITOZJ,O,X,X,X,X,X,O,X,O,O
LSIJTZO,O,O,X,X,X,X,O,O,O,O
LSIJTOZ,O,O,X,X,X,X,O,O,O,O
LSIJZTO,O,O,X,X,X,X,X,X,O,O
LSIJZOT,O,O,X,X,X,X,X,X,X,O
LSIJOTZ,O,O,X,X,X,X,X,X,X,O
LSIJOZT,O,O,X,X,X,X,X,X,X,O
LSIZTJO,O,O,X,X,X,X,O,X,O,O
LSIZTOJ,O,O,X,X,X,X,O,X,O,O
LSIZJTO,O,O,X,X,X,X,X,X,O,O
LSIZJOT,O,O,X,X,X,X,X,X,X,O
LSIZOTJ,O,O,X,X,X,X,X,X,O,O
LSIZOJT,O,O,X,X,X,X,X,X,X,O
LSIOTJZ,O,O,X,X,X,X,O,X,O,O
LSIOTZJ,O,X,X,X,X,X,O,X,O,O
LSIOJTZ,O,O,X,X,X,X,X,X,X,O
LSIOJZT,O,O,X,X,X,X,X,X,X,O
LSIOZTJ,O,X,X,X,X,X,X,X,O,O
LSIOZJT,O,X,X,X,X,X,X,X,X,O
LSJTIZO,O,O,X,X,O,O,O,O,X,O
LSJTIOZ,O,O,X,X,O,O,O,O,X,O
LSJTZIO,O,O,X,X,O,O,X,O,X,O
LSJTZOI,O,O,X,X,O,O,X,O,X,X
LSJTOIZ,O,O,X,X,O,O,O,O,X,X
LSJTOZI,O,O,X,X,O,X,X,O,X,X
LSJITZO,O,O,X,X,O,O,O,O,X,O
LSJITOZ,O,O,X,X,O,O,O,O,X,O
LSJIZTO,O,O,X,X,O,O,X,X,X,O
LSJIZOT,O,O,X,X,O,O,X,X,X,O
LSJIOTZ,O,O,X,X,O,O,X,X,X,O
LSJIOZT,O,O,X,X,O,O,X,X,X,O
LSJZTIO,O,O,X,O,O,O,X,X,X,O
LSJZTOI,O,O,X,O,O,O,X,X,X,X
LSJZITO,O,O,X,O,O,O,X,X,X,O
LSJZIOT,O,O,X,O,O,O,X,X,X,O
LSJZOTI,O,O,X,O,O,O,X,X,X,X
LSJZOIT,O,O,X,O,O,O,X,X,X,X
LSJOTIZ,O,O,X,X,O,O,X,X,X,X
LSJOTZI,O,O,X,X,O,X,X,X,X,X
LSJOITZ,O,O,X,X,O,O,X,X,X,X
LSJOIZT,O,O,X,X,O,O,X,X,X,X
LSJOZTI,O,O,X,O,O,O,X,X,X,X
LSJOZIT,O,O,X,O,O,O,X,X,X,X
LSZTIJO,O,O,X,O,O,X,O,X,O,O
LSZTIOJ,O,O,X,X,X,O,O,X,O,O
LSZTJIO,O,O,X,O,O,X,X,X,O,O
LSZTJOI,O,O,X,O,O,X,X,X,X,X
LSZTOIJ,O,O,X,X,O,O,O,X,X,O
LSZTOJI,O,O,X,X,O,O,X,X,X,X
LSZITJO,O,O,X,O,O,X,O,X,O,O
LSZITOJ,O,O,X,X,X,X,O,X,O,O
LSZIJTO,O,O,X,O,O,X,X,X,O,O
LSZIJOT,O,O,X,O,O,X,X,X,X,O
LSZIOTJ,O,O,X,X,X,X,X,X,O,O
LSZIOJT,O,O,X,O,X,X,X,X,X,O
LSZJTIO,O,O,X,O,O,O,X,X,X,O
LSZJTOI,O,O,X,O,O,O,X,X,X,X
LSZJITO,O,O,X,O,O,O,X,X,X,O
LSZJIOT,O,O,X,O,O,O,X,X,X,O
LSZJOTI,O,O,X,O,O,O,X,X,X,X
LSZJOIT,O,O,X,O,O,O,X,X,X,X
