sequence,v115@FhB8HeB8HeE8DeC8JeOEJvhF6lBxhBzkBcsBXrBlrB,v115@FhB8HeB8HeE8DeC8Je0/IvhFlgB2pBxmBCnBzqBXsB,v115@FhB8HeB8HeE8DeC8JeKEJvhFzfB+lBxhBcsBXrBlrB,v115@FhB8HeB8HeE8DeC8Je0/IvhFxgBTiB2pBFrBXsBCrB,v115@FhB8HeB8HeE8DeC8Jei/IvhFFhBTiBcrBxpBXsBGqB,v115@FhB8HeB8HeE8DeC8JeKEJvhFzfBUhB1qBXnBGnBRwB,v115@FhB8HeB8HeE8DeC8JeT/IvhF1mB6nBxpBmrB/qBUrB,v115@FhB8HeB8HeE8DeC8Jex/IvhFXiBTkBSsBlqBmqB0rB,v115@FhB8HeB8HeE8DeC8JeOEJvhF8kBFmBTnB3lBCnBRwB,v115@FhB8HeB8HeE8DeC8Je3/IvhFTiBxlB2pBUrBFsBCrB,v115@FhB8HeB8HeE8DeC8Jex/IvhF0hBTkBSsBmqBlqBXsB
LOZJITS,O,X,O,X,X,X,X,X,O,X,O
LOZJIST,O,X,O,X,X,X,X,X,X,X,X
LOZJSTI,O,X,O,X,X,X,X,X,X,X,O
LOZJSIT,O,X,O,X,X,X,X,X,X,X,X
LOZSTIJ,O,X,X,X,X,X,X,O,X,X,X
LOZSTJI,O,X,O,X,X,X,X,O,X,X,X
LOZSITJ,O,X,X,X,X,X,X,X,X,X,X
LOZSIJT,O,X,O,X,X,X,X,X,X,X,X
LOZSJTI,O,X,O,X,X,X,X,X,X,X,O
LOZSJIT,O,X,O,X,X,X,X,X,X,X,X
JTILSZO,X,X,X,X,X,O,O,X,X,X,X
JTILSOZ,X,X,X,X,X,O,O,X,X,X,X
JTILZSO,X,X,X,X,X,O,O,X,X,X,X
JTILZOS,X,X,X,X,X,O,O,X,O,X,X
JTILOSZ,X,X,X,X,X,O,O,X,X,X,X
JTILOZS,X,X,X,X,X,O,O,X,O,X,X
JTISLZO,X,X,X,O,X,O,O,X,X,X,X
JTISLOZ,X,X,X,O,X,O,O,X,X,X,X
JTISZLO,X,X,X,O,X,O,X,X,X,X,X
JTISZOL,X,X,X,O,X,X,X,X,O,X,X
JTISOLZ,X,X,X,O,X,X,O,X,X,O,X
JTISOZL,X,X,X,O,X,X,X,X,O,O,X
JTIZLSO,X,X,X,O,X,O,O,X,X,X,X
JTIZLOS,X,X,X,X,X,O,O,X,O,X,X
JTIZSLO,X,X,X,O,X,O,X,X,X,X,X
JTIZSOL,X,X,X,O,X,X,X,X,O,X,X
JTIZOLS,X,X,X,X,X,X,O,X,O,X,X
JTIZOSL,X,X,X,O,X,X,X,X,O,X,X
JTIOLSZ,X,X,X,X,X,X,O,X,X,X,X
JTIOLZS,X,X,X,X,X,X,O,X,O,X,X
JTIOSLZ,X,X,X,X,X,X,O,X,X,O,X
JTIOSZL,X,X,X,X,X,X,X,X,O,O,X
JTIOZLS,X,X,X,X,X,X,O,X,O,X,X
JTIOZSL,X,X,X,X,X,X,X,X,O,X,X
JTLISZO,X,X,X,X,X,O,O,X,X,X,X
JTLISOZ,X,X,X,X,X,O,O,X,X,X,X
JTLIZSO,X,X,X,X,X,O,O,X,X,X,X
JTLIZOS,X,X,X,X,X,O,O,X,X,X,X
JTLIOSZ,X,X,X,X,X,O,O,X,X,X,X
JTLIOZS,X,X,X,X,X,O,O,X,X,X,X
JTLSIZO,X,X,X,O,X,X,O,X,X,X,X
JTLSIOZ,X,X,X,O,X,X,O,X,X,X,X
JTLSZIO,X,X,O,O,X,X,X,X,X,X,X
JTLSZOI,X,X,O,O,X,X,X,X,X,X,X
JTLSOIZ,X,X,X,O,X,X,X,O,X,X,X
JTLSOZI,X,X,O,O,X,X,X,O,X,X,X
JTLZISO,X,X,X,O,X,O,O,X,X,X,X
JTLZIOS,X,X,O,X,X,O,O,X,X,X,X
JTLZSIO,X,X,O,O,X,X,X,X,X,X,X
JTLZSOI,X,X,O,O,X,X,X,X,X,X,X
JTLZOIS,X,X,O,X,X,O,X,X,X,X,O
JTLZOSI,X,X,O,X,X,X,X,X,X,X,O
JTLOISZ,X,X,X,X,X,O,O,O,X,X,O
JTLOIZS,X,X,X,X,X,O,O,O,X,X,O
JTLOSIZ,X,X,X,X,X,X,X,O,X,X,O
JTLOSZI,X,X,O,X,X,X,X,O,X,X,O
JTLOZIS,X,X,O,X,X,O,X,O,X,X,O
JTLOZSI,X,X,O,X,X,X,X,O,X,X,O
JTSILZO,X,O,X,O,X,X,O,X,X,X,X
JTSILOZ,X,X,X,O,X,X,O,X,X,X,X
JTSIZLO,X,O,X,O,X,X,X,X,X,X,X
JTSIZOL,X,O,X,O,X,X,X,X,X,X,X
JTSIOLZ,X,X,X,O,X,X,O,X,X,X,X
JTSIOZL,X,O,X,O,X,X,X,X,X,X,X
JTSLIZO,X,X,X,O,X,X,O,X,X,X,X
JTSLIOZ,X,X,X,O,X,X,O,X,X,X,X
JTSLZIO,O,X,O,O,X,X,X,X,X,X,X
JTSLZOI,X,X,O,O,X,X,X,X,X,X,X
JTSLOIZ,X,X,X,O,X,X,X,X,X,X,X
JTSLOZI,X,X,O,O,X,X,X,X,X,X,X
JTSZILO,O,O,O,O,X,X,X,X,X,X,X
JTSZIOL,O,O,X,O,X,X,X,X,X,X,X
JTSZLIO,O,O,O,O,X,X,X,X,X,X,X
JTSZLOI,X,X,O,O,X,X,X,X,X,X,X
JTSZOIL,O,O,X,O,X,X,X,X,X,X,X
JTSZOLI,O,O,X,O,X,X,X,X,X,X,X
JTSOILZ,X,O,X,O,X,X,X,X,X,X,X
JTSOIZL,X,O,X,O,X,X,X,X,X,X,X
JTSOLIZ,X,O,X,O,X,X,X,X,X,X,X
JTSOLZI,O,O,X,O,X,X,X,X,X,X,X
JTSOZIL,O,O,X,O,X,X,X,X,X,X,X
JTSOZLI,O,O,X,O,X,X,X,X,X,X,X
JTZILSO,X,X,X,O,X,O,O,X,X,X,X
JTZILOS,X,X,O,X,X,O,O,X,O,X,X
JTZISLO,O,O,X,O,X,O,X,X,X,X,X
JTZISOL,O,O,X,O,X,X,X,X,O,O,X
JTZIOLS,O,O,X,X,X,X,O,X,O,X,X
JTZIOSL,X,O,X,O,X,X,X,X,O,O,X
JTZLISO,X,X,X,O,X,O,O,X,X,X,X
JTZLIOS,X,X,O,X,X,O,O,X,X,X,X
JTZLSIO,X,O,O,O,X,X,X,X,X,X,X
JTZLSOI,X,X,O,O,X,X,X,X,X,X,X
JTZLOIS,X,O,O,X,X,O,X,X,X,X,X
JTZLOSI,X,O,O,X,X,X,X,X,X,X,X
JTZSILO,O,O,O,O,X,X,X,X,X,X,X
JTZSIOL,O,O,X,O,X,X,X,X,X,X,X
JTZSLIO,O,O,O,O,X,X,X,X,X,X,X
JTZSLOI,X,X,O,O,X,X,X,X,X,X,X
JTZSOIL,O,O,X,O,X,X,X,X,X,X,X
JTZSOLI,O,O,X,O,X,X,X,X,X,X,X
JTZOILS,O,O,X,X,X,X,X,X,O,X,X
JTZOISL,X,O,X,O,X,X,X,X,O,O,X
JTZOLIS,O,O,X,X,X,X,X,X,X,X,X
JTZOLSI,O,O,X,X,X,X,X,X,X,X,X
JTZOSIL,O,O,X,O,X,X,X,X,X,X,X
JTZOSLI,O,O,X,O,X,X,X,X,X,X,X
JTOILSZ,X,X,X,X,X,X,O,O,X,X,X
JTOILZS,X,O,X,X,X,X,O,O,X,X,X
JTOISLZ,X,O,X,X,X,X,O,X,X,O,X
JTOISZL,X,O,X,X,X,X,X,X,X,O,X
JTOIZLS,X,O,X,X,X,X,O,X,X,X,X
JTOIZSL,X,O,X,X,X,X,X,X,X,X,X
JTOLISZ,X,X,X,X,X,X,O,O,X,X,O
JTOLIZS,X,O,X,X,X,X,O,O,X,X,O
JTOLSIZ,X,O,X,X,X,X,X,O,X,X,O
JTOLSZI,O,O,X,X,X,X,X,O,X,X,O
JTOLZIS,O,O,X,X,X,X,X,O,X,X,O
JTOLZSI,O,O,X,X,X,X,X,O,X,X,O
JTOSILZ,X,O,X,O,X,X,X,X,X,X,X
JTOSIZL,X,O,X,O,X,X,X,X,X,X,X
JTOSLIZ,X,O,X,O,X,X,X,X,X,X,X
JTOSLZI,O,O,X,O,X,X,X,X,X,X,X
JTOSZIL,O,O,X,O,X,X,X,X,X,X,X
JTOSZLI,O,O,X,O,X,X,X,X,X,X,X
JTOZILS,O,O,X,X,X,X,X,X,O,X,X
JTOZISL,X,O,X,O,X,X,X,X,O,O,X
JTOZLIS,O,O,X,X,X,X,X,X,X,X,X
JTOZLSI,O,O,X,X,X,X,X,X,X,X,X
JTOZSIL,O,O,X,O,X,X,X,X,X,X,X
JTOZSLI,O,O,X,O,X,X,X,X,X,X,X
JITLSZO,X,X,X,X,X,O,O,X,X,X,X
JITLSOZ,X,X,X,X,X,O,O,X,X,X,X
JITLZSO,X,X,X,X,X,O,O,X,X,X,X
JITLZOS,X,X,X,X,X,O,O,X,O,X,X
JITLOSZ,X,X,X,X,X,O,O,X,X,X,X
JITLOZS,X,X,X,X,X,O,O,X,O,X,X
JITSLZO,X,X,X,O,X,O,O,X,X,X,X
JITSLOZ,X,X,X,O,X,O,O,X,X,X,X
JITSZLO,X,X,X,O,X,O,X,X,X,X,X
JITSZOL,X,X,X,O,X,X,X,X,O,X,X
JITSOLZ,X,X,X,O,X,X,O,X,X,X,X
JITSOZL,X,X,X,O,X,X,X,X,O,X,X
JITZLSO,X,X,X,O,X,O,O,X,X,X,X
JITZLOS,X,X,X,X,X,O,O,X,O,X,X
JITZSLO,X,X,X,O,X,O,X,X,X,X,X
JITZSOL,X,X,X,O,X,X,X,X,O,X,X
JITZOLS,X,X,X,X,X,X,O,X,O,X,X
JITZOSL,X,X,X,O,X,X,X,X,O,X,X
JITOLSZ,X,X,X,X,X,X,O,X,X,X,X
JITOLZS,X,X,X,X,X,X,O,X,O,X,X
JITOSLZ,X,X,X,X,X,X,O,X,X,X,X
JITOSZL,X,X,X,X,X,X,X,X,O,X,X
JITOZLS,X,X,X,X,X,X,O,X,O,X,X
JITOZSL,X,X,X,X,X,X,X,X,O,X,X
JILTSZO,X,X,X,X,X,O,O,X,X,X,X
JILTSOZ,X,X,X,X,X,O,O,X,X,X,X
JILTZSO,X,X,X,X,X,O,O,X,X,X,X
JILTZOS,X,X,X,X,X,O,O,X,O,X,X
JILTOSZ,X,X,X,X,X,O,O,X,X,X,X
JILTOZS,X,X,X,X,X,O,O,X,O,X,X
JILSTZO,X,X,X,X,X,O,O,X,X,X,X
JILSTOZ,X,X,X,X,X,O,O,X,X,X,X
JILSZTO,X,X,O,X,O,X,O,X,X,X,X
JILSZOT,X,X,O,X,O,X,O,X,X,X,X
JILSOTZ,X,X,X,X,X,X,O,X,X,X,X
JILSOZT,X,X,O,X,O,X,O,X,X,X,X
JILZTSO,X,X,X,X,O,X,O,X,X,X,X
JILZTOS,X,X,O,X,X,X,O,X,O,X,X
JILZSTO,X,X,O,X,O,X,O,X,X,X,X
JILZSOT,X,X,O,X,O,X,O,X,X,X,X
JILZOTS,X,X,O,X,X,X,O,X,O,X,O
JILZOST,X,X,O,X,X,X,O,X,X,X,X
JILOTSZ,X,X,X,X,X,O,O,X,X,X,O
JILOTZS,X,X,X,X,X,O,O,X,O,X,O
JILOSTZ,X,X,X,X,X,X,O,X,X,X,X
JILOSZT,X,X,O,X,X,X,O,X,X,X,X
JILOZTS,X,X,O,X,X,X,O,X,O,X,X
JILOZST,X,X,O,X,X,X,O,X,X,X,X
JISTLZO,X,O,X,O,X,O,O,X,X,X,X
JISTLOZ,X,X,X,O,X,O,O,X,X,X,X
JISTZLO,X,O,X,O,X,O,X,X,X,X,X
JISTZOL,X,O,X,O,X,X,X,X,O,X,X
JISTOLZ,X,X,X,O,X,X,O,X,X,X,X
JISTOZL,X,O,X,O,X,X,X,X,O,X,X
JISLTZO,X,O,X,X,X,O,O,X,X,X,X
JISLTOZ,X,X,X,X,X,O,O,X,X,X,X
JISLZTO,O,O,O,X,O,X,O,X,X,X,X
JISLZOT,O,X,O,X,O,X,O,X,X,X,X
JISLOTZ,X,X,X,X,X,X,O,X,X,X,X
JISLOZT,X,X,O,X,O,X,O,X,X,X,X
JISZTLO,O,O,O,O,O,O,X,X,X,X,X
JISZTOL,O,O,X,O,O,X,X,X,O,X,X
JISZLTO,O,O,O,O,O,X,X,X,X,X,X
JISZLOT,O,X,O,O,O,X,X,X,X,X,X
JISZOTL,O,O,X,O,O,X,X,X,O,X,X
JISZOLT,O,O,O,O,O,X,X,X,X,X,X
JISOTLZ,X,O,X,O,X,X,O,X,X,X,X
JISOTZL,X,O,X,O,X,X,X,X,O,X,X
JISOLTZ,X,O,X,X,X,X,O,X,X,X,X
JISOLZT,O,O,X,X,O,X,O,X,X,X,X
JISOZTL,O,O,X,O,O,X,X,X,O,X,X
JISOZLT,O,O,X,O,O,X,X,X,X,X,X
JIZTLSO,X,X,X,O,O,X,O,X,X,X,X
JIZTLOS,X,X,O,X,X,X,O,X,O,X,X
JIZTSLO,O,O,X,O,O,X,X,X,X,X,X
JIZTSOL,O,O,X,O,O,X,X,X,O,X,X
JIZTOLS,O,O,X,X,X,X,O,X,O,X,X
JIZTOSL,X,O,X,O,X,X,X,X,O,X,X
JIZLTSO,X,X,X,O,O,X,O,X,X,X,X
JIZLTOS,X,X,O,X,X,X,O,X,O,X,X
JIZLSTO,O,X,O,O,O,X,O,X,X,X,X
JIZLSOT,O,X,O,O,O,X,O,X,X,X,X
JIZLOTS,O,X,O,X,X,X,O,X,O,X,X
JIZLOST,O,X,O,X,X,X,O,X,X,X,X
JIZSTLO,O,O,O,O,O,X,X,X,X,X,X
JIZSTOL,O,O,X,O,O,X,X,X,O,X,X
JIZSLTO,O,O,O,O,O,X,X,X,X,X,X
JIZSLOT,O,X,O,O,O,X,X,X,X,X,X
JIZSOTL,O,O,X,O,O,X,X,X,O,X,X
JIZSOLT,O,O,O,O,O,X,X,X,X,X,X
JIZOTLS,O,O,X,X,X,X,O,X,O,X,X
JIZOTSL,X,O,X,O,X,X,X,X,O,X,X
JIZOLTS,O,O,O,X,X,X,O,X,O,X,X
JIZOLST,O,X,O,X,X,X,O,X,X,X,X
JIZOSTL,O,O,X,O,X,X,X,X,O,X,X
JIZOSLT,O,O,X,O,X,X,X,X,X,X,X
JIOTLSZ,X,X,X,X,X,X,O,X,X,X,X
JIOTLZS,X,O,X,X,X,X,O,X,O,X,X
JIOTSLZ,X,O,X,X,X,X,O,X,X,X,X
JIOTSZL,X,O,X,X,X,X,X,X,O,X,X
JIOTZLS,X,O,X,X,X,X,O,X,O,X,X
JIOTZSL,X,O,X,X,X,X,X,X,O,X,X
JIOLTSZ,X,X,X,X,X,X,O,X,X,X,O
JIOLTZS,X,O,X,X,X,X,O,X,O,X,O
JIOLSTZ,X,X,X,X,X,X,O,X,X,X,X
JIOLSZT,O,X,X,X,X,X,O,X,X,X,X
JIOLZTS,O,O,X,X,X,X,O,X,O,X,X
JIOLZST,O,X,X,X,X,X,O,X,X,X,X
JIOSTLZ,X,O,X,X,X,X,O,X,X,X,X
JIOSTZL,X,O,X,X,X,X,X,X,O,X,X
JIOSLTZ,X,O,X,X,X,X,O,X,X,X,X
JIOSLZT,O,O,X,X,X,X,O,X,X,X,X
JIOSZTL,O,O,X,X,X,X,X,X,O,X,X
JIOSZLT,O,O,X,X,X,X,X,X,X,X,X
JIOZTLS,O,O,X,X,X,X,O,X,O,X,X
JIOZTSL,X,O,X,X,X,X,X,X,O,X,X
JIOZLTS,O,O,X,X,X,X,O,X,O,X,X
JIOZLST,O,X,X,X,X,X,O,X,X,X,X
JIOZSTL,O,O,X,X,X,X,X,X,O,X,X
JIOZSLT,O,O,X,X,X,X,X,X,X,X,X
JLTISZO,X,X,X,X,X,O,O,X,X,X,X
JLTISOZ,X,X,X,X,X,O,O,X,X,X,X
JLTIZSO,X,X,X,X,X,O,O,X,X,X,X
JLTIZOS,X,X,X,X,X,O,O,X,X,X,X
JLTIOSZ,X,X,X,X,X,O,O,X,X,X,X
JLTIOZS,X,X,X,X,X,O,O,X,X,X,X
JLTSIZO,X,X,X,O,X,X,O,X,X,X,X
JLTSIOZ,X,X,X,O,X,X,O,X,X,X,X
JLTSZIO,X,X,O,O,X,X,X,X,X,X,X
JLTSZOI,X,X,O,O,X,X,X,X,X,X,X
JLTSOIZ,X,X,X,O,X,X,X,O,X,X,X
JLTSOZI,X,X,O,O,X,X,X,O,X,X,X
JLTZISO,X,X,X,O,X,O,O,X,X,X,X
JLTZIOS,X,X,O,X,X,O,O,X,X,X,X
JLTZSIO,X,X,O,O,X,X,X,X,X,X,X
JLTZSOI,X,X,O,O,X,X,X,X,X,X,X
JLTZOIS,X,X,O,X,X,O,X,X,X,X,O
JLTZOSI,X,X,O,X,X,X,X,X,X,X,O
JLTOISZ,X,X,X,X,X,O,O,O,X,X,O
JLTOIZS,X,X,X,X,X,O,O,O,X,X,O
JLTOSIZ,X,X,X,X,X,X,X,O,X,X,O
JLTOSZI,X,X,O,X,X,X,X,O,X,X,O
JLTOZIS,X,X,O,X,X,O,X,O,X,X,O
JLTOZSI,X,X,O,X,X,X,X,O,X,X,O
JLITSZO,X,X,X,X,X,O,O,X,X,X,X
JLITSOZ,X,X,X,X,X,O,O,X,X,X,X
JLITZSO,X,X,X,X,X,O,O,X,X,X,X
JLITZOS,X,X,X,X,X,O,O,X,O,X,X
JLITOSZ,X,X,X,X,X,O,O,X,X,X,X
JLITOZS,X,X,X,X,X,O,O,X,O,X,X
JLISTZO,X,X,X,X,X,O,O,X,X,X,X
JLISTOZ,X,X,X,X,X,O,O,X,X,X,X
JLISZTO,X,X,O,X,X,X,O,X,X,X,X
JLISZOT,X,X,O,X,X,X,O,X,X,X,X
JLISOTZ,X,X,X,X,X,X,O,X,X,X,X
JLISOZT,X,X,O,X,X,X,O,X,X,X,X
JLIZTSO,X,X,X,X,X,X,O,X,X,X,X
JLIZTOS,X,X,O,X,X,X,O,X,O,X,X
JLIZSTO,X,X,O,X,X,X,O,X,X,X,X
JLIZSOT,X,X,O,X,X,X,O,X,X,X,X
JLIZOTS,X,X,O,X,X,X,O,X,O,X,O
JLIZOST,X,X,O,X,X,X,O,X,X,X,X
JLIOTSZ,X,X,X,X,X,O,O,X,X,X,O
JLIOTZS,X,X,X,X,X,O,O,X,O,X,O
JLIOSTZ,X,X,X,X,X,X,O,X,X,X,X
JLIOSZT,X,X,O,X,X,X,O,X,X,X,X
JLIOZTS,X,X,O,X,X,X,O,X,O,X,X
JLIOZST,X,X,O,X,X,X,O,X,X,X,X
JLSTIZO,X,X,X,O,X,X,O,X,X,X,X
JLSTIOZ,X,X,X,O,X,X,O,X,X,X,X
JLSTZIO,O,X,O,O,X,X,X,X,X,X,X
JLSTZOI,X,X,O,O,X,X,X,X,X,X,X
JLSTOIZ,X,X,X,O,X,X,X,O,X,X,X
JLSTOZI,X,X,O,O,X,X,X,O,X,X,X
JLSITZO,X,O,X,X,X,X,O,X,X,X,X
JLSITOZ,X,X,X,X,X,X,O,X,X,X,X
JLSIZTO,O,O,O,X,X,X,O,X,X,X,X
JLSIZOT,O,X,O,X,X,X,O,X,X,X,X
JLSIOTZ,X,X,X,X,X,X,O,X,X,X,X
JLSIOZT,X,X,O,X,X,X,O,X,X,X,X
JLSZTIO,O,O,O,O,X,X,X,X,X,X,X
JLSZTOI,X,X,O,O,X,X,X,X,X,X,X
JLSZITO,O,O,O,O,X,X,X,X,X,X,X
JLSZIOT,O,X,O,O,X,X,X,X,X,X,X
JLSZOTI,O,O,O,O,X,X,X,X,X,X,O
JLSZOIT,O,O,O,O,X,X,X,X,X,X,X
JLSOTIZ,X,O,X,O,X,X,X,O,X,X,O
JLSOTZI,O,O,O,O,X,X,X,O,X,X,O
JLSOITZ,X,O,X,X,X,X,X,X,X,X,X
JLSOIZT,O,O,O,X,X,X,X,X,X,X,X
JLSOZTI,O,O,O,O,X,X,X,X,X,X,X
JLSOZIT,O,O,O,O,X,X,X,X,X,X,X
JLZTISO,X,X,X,O,X,X,O,X,X,X,X
JLZTIOS,X,X,O,X,X,X,O,X,X,X,X
JLZTSIO,X,O,O,O,X,X,X,X,X,X,X
JLZTSOI,X,X,O,O,X,X,X,X,X,X,X
JLZTOIS,X,O,O,X,X,X,X,X,X,X,O
JLZTOSI,X,O,O,X,X,X,X,X,X,X,O
JLZITSO,X,X,X,O,X,X,O,X,X,X,X
JLZITOS,X,X,O,X,X,X,O,X,O,X,X
JLZISTO,O,X,O,O,X,X,O,X,X,X,X
JLZISOT,O,X,O,O,X,X,O,X,X,X,X
JLZIOTS,O,X,O,X,X,X,O,X,O,X,O
JLZIOST,O,X,O,X,X,X,O,X,X,X,X
JLZSTIO,O,O,O,O,X,X,X,X,X,X,X
JLZSTOI,X,X,O,O,X,X,X,X,X,X,X
JLZSITO,O,O,O,O,X,X,X,X,X,X,X
JLZSIOT,O,X,O,O,X,X,X,X,X,X,X
JLZSOTI,O,O,O,O,X,X,X,X,X,X,O
JLZSOIT,O,O,O,O,X,X,X,X,X,X,X
JLZOTIS,O,O,O,X,X,X,X,X,X,X,O
JLZOTSI,O,O,O,X,X,X,X,X,X,X,O
JLZOITS,O,O,O,X,X,X,X,X,O,X,O
JLZOIST,O,X,O,X,X,X,X,X,X,X,X
JLZOSTI,O,O,O,X,X,X,X,X,X,X,O
JLZOSIT,O,O,O,X,X,X,X,X,X,X,X
JLOTISZ,X,X,X,X,X,O,O,O,X,X,O
JLOTIZS,X,O,X,X,X,O,O,O,X,X,O
JLOTSIZ,X,O,X,X,X,X,X,O,X,X,O
JLOTSZI,O,O,O,X,X,X,X,O,X,X,O
JLOTZIS,O,O,O,X,X,O,X,O,X,X,O
JLOTZSI,O,O,O,X,X,X,X,O,X,X,O
JLOITSZ,X,X,X,X,X,O,O,O,X,X,O
JLOITZS,X,O,X,X,X,O,O,O,X,X,O
JLOISTZ,X,X,X,X,X,X,O,X,X,X,X
JLOISZT,O,X,O,X,X,X,O,X,X,X,X
JLOIZTS,O,O,O,X,X,X,O,X,X,X,X
JLOIZST,O,X,O,X,X,X,O,X,X,X,X
JLOSTIZ,X,O,X,X,X,X,X,O,X,X,O
JLOSTZI,O,O,O,X,X,X,X,O,X,X,O
JLOSITZ,X,O,X,X,X,X,X,X,X,X,X
JLOSIZT,O,O,O,X,X,X,X,X,X,X,X
JLOSZTI,O,O,O,X,X,X,X,X,X,X,X
JLOSZIT,O,O,O,X,X,X,X,X,X,X,X
JLOZTIS,O,O,O,X,X,X,X,X,X,X,O
JLOZTSI,O,O,O,X,X,X,X,X,X,X,O
JLOZITS,O,O,O,X,X,X,X,X,O,X,O
JLOZIST,O,X,O,X,X,X,X,X,X,X,X
JLOZSTI,O,O,O,X,X,X,X,X,X,X,O
JLOZSIT,O,O,O,X,X,X,X,X,X,X,X
JSTILZO,X,O,X,O,X,X,O,X,X,X,X
JSTILOZ,X,X,X,O,X,X,O,X,X,X,X
JSTIZLO,X,O,X,O,X,X,X,X,X,X,X
JSTIZOL,X,O,X,O,X,X,X,X,X,X,X
JSTIOLZ,X,X,X,O,X,X,O,X,X,X,X
JSTIOZL,X,O,X,O,X,X,X,X,X,X,X
JSTLIZO,X,X,X,O,X,X,O,X,X,X,X
JSTLIOZ,X,X,X,O,X,X,O,X,X,X,X
JSTLZIO,O,X,O,O,X,X,X,X,X,X,X
JSTLZOI,X,X,O,O,X,X,X,X,X,X,X
JSTLOIZ,X,X,X,O,X,X,X,X,X,X,X
JSTLOZI,X,X,O,O,X,X,X,X,X,X,X
JSTZILO,O,O,O,O,X,X,X,X,X,X,X
JSTZIOL,O,O,X,O,X,X,X,X,X,X,X
JSTZLIO,O,O,O,O,X,X,X,X,X,X,X
JSTZLOI,X,X,O,O,X,X,X,X,X,X,X
JSTZOIL,O,O,X,O,X,X,X,X,X,X,X
JSTZOLI,O,O,X,O,X,X,X,X,X,X,X
JSTOILZ,X,O,X,O,X,X,X,X,X,X,X
JSTOIZL,X,O,X,O,X,X,X,X,X,X,X
JSTOLIZ,X,O,X,O,X,X,X,X,X,X,X
JSTOLZI,O,O,X,O,X,X,X,X,X,X,X
JSTOZIL,O,O,X,O,X,X,X,X,X,X,X
JSTOZLI,O,O,X,O,X,X,X,X,X,X,X
JSITLZO,X,O,X,O,X,X,O,X,X,X,X
JSITLOZ,X,X,X,O,X,X,O,X,X,X,X
JSITZLO,X,O,X,O,X,X,X,X,X,X,X
JSITZOL,X,O,X,O,X,X,X,X,O,X,X
JSITOLZ,X,X,X,O,X,X,O,X,X,X,X
JSITOZL,X,O,X,O,X,X,X,X,O,X,X
JSILTZO,X,O,X,X,X,X,O,X,X,X,X
JSILTOZ,X,X,X,X,X,X,O,X,X,X,X
JSILZTO,O,O,O,X,O,X,O,X,X,X,X
JSILZOT,O,X,O,X,O,X,O,X,X,X,X
JSILOTZ,X,X,X,X,X,X,O,X,X,X,X
JSILOZT,X,X,O,X,O,X,O,X,X,X,X
JSIZTLO,O,O,O,O,O,X,X,X,X,X,X
JSIZTOL,O,O,X,O,O,X,X,X,O,X,X
JSIZLTO,O,O,O,O,O,X,X,X,X,X,X
JSIZLOT,O,X,O,O,O,X,X,X,X,X,X
JSIZOTL,O,O,X,O,O,X,X,X,O,X,X
JSIZOLT,O,O,O,O,O,X,X,X,X,X,X
JSIOTLZ,X,O,X,O,X,X,O,X,X,X,X
JSIOTZL,X,O,X,O,X,X,X,X,O,X,X
JSIOLTZ,X,O,X,X,X,X,O,X,X,X,X
JSIOLZT,O,O,X,X,O,X,O,X,X,X,X
JSIOZTL,O,O,X,O,O,X,X,X,O,X,X
JSIOZLT,O,O,X,O,O,X,X,X,X,X,X
JSLTIZO,X,X,X,O,X,X,O,X,X,X,X
JSLTIOZ,X,X,X,O,X,X,O,X,X,X,X
JSLTZIO,O,X,O,O,X,X,X,X,X,X,X
JSLTZOI,X,X,O,O,X,X,X,X,X,X,X
JSLTOIZ,X,X,X,O,X,X,X,X,X,X,X
JSLTOZI,X,X,O,O,X,X,X,X,X,X,X
JSLITZO,X,O,X,X,X,X,O,X,X,X,X
JSLITOZ,X,X,X,X,X,X,O,X,X,X,X
JSLIZTO,O,O,O,X,X,X,O,X,X,X,X
JSLIZOT,O,X,O,X,X,X,O,X,X,X,X
JSLIOTZ,X,X,X,X,X,X,O,X,X,X,X
JSLIOZT,X,X,O,X,X,X,O,X,X,X,X
JSLZTIO,O,O,O,O,X,X,X,X,X,X,X
JSLZTOI,X,X,O,O,X,X,X,X,X,X,X
JSLZITO,O,O,O,O,X,X,X,X,X,X,X
JSLZIOT,O,X,O,O,X,X,X,X,X,X,X
JSLZOTI,O,O,O,O,X,X,X,X,X,X,O
JSLZOIT,O,O,O,O,X,X,X,X,X,X,X
JSLOTIZ,X,O,X,O,X,X,X,X,X,X,O
JSLOTZI,O,O,O,O,X,X,X,X,X,X,O
JSLOITZ,X,O,X,X,X,X,X,X,X,X,X
JSLOIZT,O,O,O,X,X,X,X,X,X,X,X
JSLOZTI,O,O,O,O,X,X,X,X,X,X,X
JSLOZIT,O,O,O,O,X,X,X,X,X,X,X
JSZTILO,O,O,O,O,O,X,X,X,X,X,X
JSZTIOL,O,O,X,O,O,X,X,X,X,X,X
JSZTLIO,O,O,O,O,X,X,X,X,X,X,X
JSZTLOI,X,X,O,O,X,X,X,X,X,X,X
JSZTOIL,O,O,X,O,O,X,X,X,X,X,X
JSZTOLI,O,O,X,O,X,X,X,X,X,X,X
JSZITLO,O,O,O,O,O,X,X,X,X,X,X
JSZITOL,O,O,X,O,O,X,X,X,O,X,X
JSZILTO,O,O,O,O,O,X,X,X,X,X,X
JSZILOT,O,X,O,O,O,X,X,X,X,X,X
