sequence,v115@EhC8IeA8HeD8AeA8CeC8Jex/IvhFihBTkBOqBfsBln?BUrB,v115@EhC8IeA8HeD8AeA8CeC8JeOEJvhFTgBihBfqBRnBUr?BFsB,v115@EhC8IeA8HeD8AeA8CeC8Jem/IvhFRhBTkBcqBimB3n?B1wB,v115@EhC8IeA8HeD8AeA8CeC8Jem/IvhFRhBTkBcqBKrBfs?BlsB,v115@EhC8IeA8HeD8AeA8CeC8Jem/IvhFRhBTkBfsBlnBiq?BUrB,v115@EhC8IeA8HeD8AeA8CeC8JeOEJvhF8kBzgBRnBiqBFs?B3rB,v115@EhC8IeA8HeD8AeA8CeC8JecFJvhFihBTkBRnBFrBXs?BmpB,v115@EhC8IeA8HeD8AeA8CeC8JeT/IvhFylBRnB0lBmpBFs?B3rB
JOTSIZL,O,O,X,X,O,X,O,X
JOTSLIZ,O,O,X,X,O,X,X,X
JOTSLZI,O,O,O,O,O,X,X,X
JOTSZIL,O,O,O,X,O,X,X,X
JOTSZLI,O,O,O,X,O,X,X,X
JOTZILS,O,O,O,O,O,O,X,O
JOTZISL,O,O,O,X,O,X,X,X
JOTZLIS,O,X,O,O,O,O,X,X
JOTZLSI,O,O,O,O,O,O,X,X
JOTZSIL,O,O,O,X,O,X,X,X
JOTZSLI,O,O,O,O,O,X,X,X
JOITLSZ,O,O,X,X,O,X,X,O
JOITLZS,O,X,X,X,O,X,X,O
JOITSLZ,O,O,X,X,O,X,X,O
JOITSZL,O,O,X,X,O,X,X,X
JOITZLS,O,X,X,X,O,O,X,O
JOITZSL,O,X,X,X,O,X,X,X
JOILTSZ,O,X,X,X,O,X,X,O
JOILTZS,O,X,X,X,O,X,X,O
JOILSTZ,O,O,X,X,O,X,X,O
JOILSZT,O,O,X,X,O,X,X,O
JOILZTS,O,X,X,X,X,X,X,O
JOILZST,O,X,X,X,X,X,X,O
JOISTLZ,O,O,X,X,O,X,O,O
JOISTZL,O,O,X,X,O,X,O,X
JOISLTZ,O,O,X,X,O,X,O,O
JOISLZT,O,O,X,X,O,X,X,O
JOISZTL,O,O,X,X,O,X,X,X
JOISZLT,O,O,X,X,O,X,X,X
JOIZTLS,O,X,X,X,X,O,X,O
JOIZTSL,O,X,X,X,X,X,X,X
JOIZLTS,O,X,X,X,X,O,X,O
JOIZLST,O,O,X,X,X,O,X,O
JOIZSTL,O,O,X,X,X,X,X,X
JOIZSLT,O,O,X,X,X,X,X,X
JOLTISZ,O,X,X,X,O,X,X,O
JOLTIZS,O,X,X,X,O,X,X,O
JOLTSIZ,O,X,X,X,O,X,X,X
JOLTSZI,O,X,X,O,O,X,X,X
JOLTZIS,O,X,X,O,O,X,X,X
JOLTZSI,O,X,X,O,O,X,X,X
JOLITSZ,O,X,X,X,O,X,X,O
JOLITZS,O,X,X,X,O,X,X,O
JOLISTZ,O,X,X,X,O,X,X,O
JOLISZT,O,X,X,X,O,X,X,O
JOLIZTS,O,X,X,X,X,X,X,O
JOLIZST,O,X,X,X,X,X,X,O
JOLSTIZ,O,X,X,X,O,X,X,X
JOLSTZI,X,X,X,X,O,X,X,X
JOLSITZ,O,X,X,X,O,X,X,O
JOLSIZT,O,X,X,X,O,X,X,O
JOLSZTI,X,X,X,O,X,X,X,X
JOLSZIT,O,X,X,O,O,X,X,X
JOLZTIS,O,X,X,O,O,X,X,X
JOLZTSI,O,X,X,O,O,X,X,X
JOLZITS,O,X,X,O,X,X,X,O
JOLZIST,O,X,X,O,X,X,X,O
JOLZSTI,O,X,X,O,X,X,X,X
JOLZSIT,O,X,X,O,O,X,X,X
JOSTILZ,O,O,X,X,O,X,O,O
JOSTIZL,O,O,X,X,O,X,O,X
JOSTLIZ,O,O,X,X,O,X,X,X
JOSTLZI,O,O,X,X,O,X,X,X
JOSTZIL,O,O,X,X,O,X,X,X
JOSTZLI,O,O,X,X,O,X,X,X
JOSITLZ,O,O,X,X,O,X,O,O
JOSITZL,O,O,X,X,O,X,O,X
JOSILTZ,O,O,X,X,O,X,O,O
JOSILZT,O,O,X,X,O,X,X,O
JOSIZTL,O,O,X,X,O,X,X,X
JOSIZLT,O,O,X,X,O,X,X,X
JOSLTIZ,O,O,X,X,O,X,X,X
JOSLTZI,X,O,X,X,O,X,X,X
JOSLITZ,O,O,X,X,O,X,X,O
JOSLIZT,O,O,X,X,O,X,X,O
JOSLZTI,X,O,X,O,X,X,X,X
JOSLZIT,O,O,X,O,O,X,X,X
JOSZTIL,O,O,O,X,X,X,X,X
JOSZTLI,O,O,O,X,X,X,X,X
JOSZITL,O,O,O,X,O,X,X,X
JOSZILT,O,O,O,X,O,X,X,X
JOSZLTI,O,O,O,X,X,X,X,X
JOSZLIT,O,O,O,X,O,X,X,X
JOZTILS,O,O,O,O,O,O,X,O
JOZTISL,O,O,O,X,O,X,X,X
JOZTLIS,O,X,O,O,O,O,X,X
JOZTLSI,O,O,O,O,O,O,X,X
JOZTSIL,O,O,O,X,O,X,X,X
JOZTSLI,O,O,O,O,O,X,X,X
JOZITLS,O,X,O,O,X,O,X,O
JOZITSL,O,X,O,X,X,X,X,X
JOZILTS,O,X,O,O,X,O,X,O
JOZILST,O,O,O,O,X,O,X,O
JOZISTL,O,O,O,X,X,X,X,X
JOZISLT,O,O,O,O,X,X,X,X
JOZLTIS,O,X,O,O,O,O,X,X
JOZLTSI,O,X,O,O,O,O,X,X
JOZLITS,O,X,O,O,X,O,X,O
JOZLIST,O,X,O,O,X,O,X,O
JOZLSTI,O,O,O,O,X,O,X,X
JOZLSIT,O,O,O,O,O,O,X,X
JOZSTIL,O,O,O,X,X,X,X,X
JOZSTLI,O,O,O,O,X,X,X,X
JOZSITL,O,O,O,X,O,X,X,X
JOZSILT,O,O,O,O,O,X,X,X
JOZSLTI,O,O,O,O,X,X,X,X
JOZSLIT,O,O,O,O,O,X,X,X
STILJZO,O,O,O,O,O,X,O,X
STILJOZ,O,O,X,X,O,X,O,X
STILZJO,X,O,O,O,O,O,O,X
STILZOJ,X,O,O,O,O,O,O,X
STILOJZ,O,O,X,X,O,X,O,X
STILOZJ,O,O,O,O,O,O,O,X
STIJLZO,O,O,X,O,O,X,O,X
STIJLOZ,O,O,X,X,O,X,O,O
STIJZLO,O,O,X,X,X,O,O,X
STIJZOL,X,O,X,X,X,X,O,X
STIJOLZ,O,O,X,X,O,X,O,O
STIJOZL,O,O,X,X,O,X,O,X
STIZLJO,X,O,O,O,O,O,O,X
STIZLOJ,X,O,O,O,O,O,O,X
STIZJLO,X,O,O,X,X,O,O,X
STIZJOL,X,O,O,X,X,X,O,X
STIZOLJ,X,O,O,X,O,X,O,X
STIZOJL,X,O,O,X,O,X,O,X
STIOLJZ,O,O,X,X,O,X,O,X
STIOLZJ,O,O,O,O,O,X,O,X
STIOJLZ,O,O,X,X,O,X,O,X
STIOJZL,O,O,X,X,O,X,O,X
STIOZLJ,O,O,O,X,O,X,O,X
STIOZJL,O,O,O,X,O,X,O,X
STLIJZO,O,O,O,O,O,X,O,X
STLIJOZ,O,O,X,X,O,X,O,X
STLIZJO,X,O,O,O,O,O,O,X
STLIZOJ,X,O,O,O,O,O,O,X
STLIOJZ,O,O,X,X,O,X,O,X
STLIOZJ,O,O,O,O,O,O,O,X
STLJIZO,O,O,O,O,O,X,X,X
STLJIOZ,O,O,X,X,O,X,X,X
STLJZIO,O,O,O,O,O,X,X,X
STLJZOI,O,O,O,O,X,X,X,X
STLJOIZ,O,O,X,X,O,X,X,X
STLJOZI,O,O,O,O,O,X,X,X
STLZIJO,X,O,O,O,O,O,X,X
STLZIOJ,X,O,O,O,O,O,X,X
STLZJIO,O,O,O,O,O,O,X,X
STLZJOI,O,O,O,O,X,O,X,X
STLZOIJ,O,O,O,O,O,X,X,X
STLZOJI,O,O,O,O,O,O,X,X
STLOIJZ,O,O,X,X,O,X,O,X
STLOIZJ,O,O,O,O,O,X,O,X
STLOJIZ,O,O,X,X,O,X,X,X
STLOJZI,O,O,O,O,O,X,X,X
STLOZIJ,O,O,O,O,O,X,X,X
STLOZJI,O,O,O,O,O,O,X,X
STJILZO,O,O,X,O,O,X,O,X
STJILOZ,O,O,X,X,O,X,O,O
STJIZLO,O,O,X,X,X,O,O,X
STJIZOL,O,O,X,X,X,X,O,X
STJIOLZ,O,O,X,X,O,X,O,O
STJIOZL,O,O,X,X,O,X,O,X
STJLIZO,O,O,O,O,O,X,X,X
STJLIOZ,O,O,X,X,O,X,X,X
STJLZIO,O,O,O,O,O,X,X,X
STJLZOI,O,O,O,O,X,X,X,X
STJLOIZ,O,O,X,X,O,X,X,X
STJLOZI,O,O,O,O,O,X,X,X
STJZILO,O,O,O,X,X,O,X,X
STJZIOL,O,O,O,X,X,X,X,X
STJZLIO,O,O,O,X,X,O,X,X
STJZLOI,O,O,O,X,X,O,X,X
STJZOIL,O,O,O,X,X,X,X,X
STJZOLI,O,O,O,X,X,X,X,X
STJOILZ,O,O,X,X,O,X,O,O
STJOIZL,O,O,X,X,O,X,O,X
STJOLIZ,O,O,X,X,O,X,X,X
STJOLZI,O,O,O,O,O,X,X,X
STJOZIL,O,O,O,X,O,X,X,X
STJOZLI,O,O,O,X,O,X,X,X
STZILJO,O,O,O,O,O,O,O,X
STZILOJ,O,O,O,O,O,O,O,X
STZIJLO,O,O,O,X,X,O,O,X
STZIJOL,O,O,O,X,X,X,O,X
STZIOLJ,O,O,O,X,O,X,O,X
STZIOJL,O,O,O,X,O,X,O,X
STZLIJO,O,O,O,O,O,O,X,X
STZLIOJ,O,O,O,O,O,O,X,X
STZLJIO,O,O,O,O,O,O,X,X
STZLJOI,O,O,O,O,X,O,X,X
STZLOIJ,O,O,O,O,O,X,X,X
STZLOJI,O,O,O,O,O,O,X,X
STZJILO,O,O,O,X,X,O,X,X
STZJIOL,O,O,O,X,X,X,X,X
STZJLIO,O,O,O,O,X,O,X,X
STZJLOI,O,O,O,O,X,O,X,X
STZJOIL,O,O,O,X,X,X,X,X
STZJOLI,O,O,O,X,X,X,X,X
STZOILJ,O,O,O,X,O,X,O,X
STZOIJL,O,O,O,X,O,X,O,X
STZOLIJ,O,O,O,O,O,X,X,X
STZOLJI,O,O,O,O,O,X,X,X
STZOJIL,O,O,O,X,O,X,X,X
STZOJLI,O,O,O,O,O,X,X,X
STOILJZ,O,O,X,X,O,X,O,X
STOILZJ,O,O,O,O,O,X,O,X
STOIJLZ,O,O,X,X,O,X,O,X
STOIJZL,O,O,X,X,O,X,O,X
STOIZLJ,O,O,O,X,O,X,O,X
STOIZJL,O,O,O,X,O,X,O,X
STOLIJZ,O,O,X,X,O,X,O,X
STOLIZJ,O,O,O,O,O,X,O,X
STOLJIZ,O,O,X,X,O,X,X,X
STOLJZI,O,O,O,O,O,X,X,X
STOLZIJ,O,O,O,O,O,X,X,X
STOLZJI,O,O,O,O,O,X,X,X
STOJILZ,O,O,X,X,O,X,O,X
STOJIZL,O,O,X,X,O,X,O,X
STOJLIZ,O,O,X,X,O,X,X,X
STOJLZI,O,O,O,O,O,X,X,X
STOJZIL,O,O,O,X,O,X,X,X
STOJZLI,O,O,O,X,O,X,X,X
STOZILJ,O,O,O,X,O,X,O,X
STOZIJL,O,O,O,X,O,X,O,X
STOZLIJ,O,O,O,O,O,X,X,X
STOZLJI,O,O,O,O,O,X,X,X
STOZJIL,O,O,O,X,O,X,X,X
STOZJLI,O,O,O,O,O,X,X,X
SITLJZO,X,O,X,X,O,X,O,X
SITLJOZ,X,O,X,X,O,X,O,X
SITLZJO,X,O,X,O,X,O,O,X
SITLZOJ,X,O,X,O,X,O,O,X
SITLOJZ,X,O,X,X,O,X,O,X
SITLOZJ,X,O,X,X,X,O,O,X
SITJLZO,X,O,X,X,X,X,O,X
SITJLOZ,X,O,X,X,X,X,O,O
SITJZLO,X,O,X,X,X,O,O,X
SITJZOL,X,O,X,X,X,X,O,X
SITJOLZ,X,O,X,X,X,X,O,O
SITJOZL,X,O,X,X,X,X,O,X
SITZLJO,X,O,X,X,X,O,O,X
SITZLOJ,X,O,X,X,X,O,O,X
SITZJLO,X,O,X,X,X,O,O,X
SITZJOL,X,O,X,X,X,X,O,X
SITZOLJ,X,O,X,X,X,X,O,X
SITZOJL,X,O,X,X,X,X,O,X
SITOLJZ,X,O,X,X,O,X,O,X
SITOLZJ,X,O,X,X,X,X,O,X
SITOJLZ,X,O,X,X,O,X,O,X
SITOJZL,X,O,X,X,O,X,O,X
SITOZLJ,X,O,X,X,X,X,O,X
SITOZJL,X,O,X,X,X,X,O,X
SILTJZO,X,O,X,X,O,X,O,X
SILTJOZ,X,O,X,X,O,X,O,X
SILTZJO,X,O,X,O,X,X,O,X
SILTZOJ,X,O,X,O,X,X,O,X
SILTOJZ,X,O,X,X,O,X,O,X
SILTOZJ,X,O,X,X,X,X,O,X
SILJTZO,O,O,X,X,O,X,X,X
SILJTOZ,O,O,X,X,O,X,X,X
SILJZTO,O,O,X,O,O,X,X,X
SILJZOT,O,O,X,O,O,X,X,X
SILJOTZ,O,O,X,X,O,X,O,X
SILJOZT,O,O,X,X,O,X,X,X
SILZTJO,X,O,X,O,X,X,X,X
SILZTOJ,X,O,X,O,X,X,X,X
SILZJTO,X,O,X,O,O,X,X,X
SILZJOT,X,O,X,O,O,O,X,X
SILZOTJ,X,O,X,O,X,X,O,X
SILZOJT,X,O,X,O,O,O,X,X
SILOTJZ,O,O,X,X,O,X,O,X
SILOTZJ,O,X,X,X,X,X,O,X
SILOJTZ,O,O,X,X,O,X,O,X
SILOJZT,O,O,X,X,O,X,X,X
SILOZTJ,O,X,X,O,X,X,O,X
SILOZJT,O,O,X,O,O,O,X,X
SIJTLZO,O,O,X,X,X,X,O,X
SIJTLOZ,O,O,X,X,X,X,O,O
SIJTZLO,X,O,X,X,X,O,O,X
SIJTZOL,X,O,X,X,X,X,O,X
SIJTOLZ,X,O,X,X,X,X,O,O
SIJTOZL,X,O,X,X,X,X,O,X
SIJLTZO,O,O,X,X,O,X,X,X
SIJLTOZ,O,O,X,X,O,X,X,X
SIJLZTO,O,O,X,O,O,X,X,X
SIJLZOT,O,O,X,O,O,X,X,X
SIJLOTZ,O,O,X,X,O,X,O,O
SIJLOZT,O,O,X,X,O,X,X,O
SIJZTLO,X,O,X,X,X,O,X,X
SIJZTOL,X,O,X,X,X,X,X,X
SIJZLTO,O,O,X,X,X,X,X,X
SIJZLOT,O,O,X,X,X,O,X,X
SIJZOTL,X,O,X,X,X,X,X,X
SIJZOLT,X,O,X,X,X,X,X,X
SIJOTLZ,O,O,X,X,O,X,O,O
SIJOTZL,X,O,X,X,O,X,O,X
SIJOLTZ,O,O,X,X,O,X,O,O
SIJOLZT,O,O,X,X,O,X,X,O
SIJOZTL,X,O,X,X,O,X,X,X
SIJOZLT,O,O,X,X,O,X,X,X
SIZTLJO,X,O,O,X,X,O,O,X
SIZTLOJ,X,O,O,X,X,O,O,X
SIZTJLO,X,O,O,X,X,O,O,X
SIZTJOL,X,O,O,X,X,X,O,X
SIZTOLJ,X,O,O,X,X,X,O,X
SIZTOJL,X,O,O,X,X,X,O,X
SIZLTJO,X,O,X,O,X,X,X,X
SIZLTOJ,X,O,X,O,X,X,X,X
SIZLJTO,X,O,O,O,O,X,X,X
SIZLJOT,X,O,O,O,O,O,X,X
SIZLOTJ,X,O,X,O,X,X,O,X
SIZLOJT,X,O,O,O,O,O,X,X
SIZJTLO,X,O,O,X,X,O,X,X
SIZJTOL,X,O,O,X,X,X,X,X
SIZJLTO,X,O,O,X,X,X,X,X
SIZJLOT,X,O,O,X,X,O,X,X
SIZJOTL,X,O,O,X,X,X,X,X
SIZJOLT,X,O,O,X,X,X,X,X
SIZOTLJ,X,O,O,X,X,X,O,X
SIZOTJL,X,O,O,X,X,X,O,X
SIZOLTJ,X,O,X,X,X,X,O,X
SIZOLJT,X,O,O,X,O,X,X,X
SIZOJTL,X,O,O,X,O,X,X,X
SIZOJLT,X,O,O,X,O,X,X,X
SIOTLJZ,O,O,X,X,O,X,O,X
SIOTLZJ,O,O,X,X,X,X,O,X
SIOTJLZ,O,O,X,X,O,X,O,X
SIOTJZL,X,O,X,X,O,X,O,X
SIOTZLJ,X,O,X,X,X,X,O,X
SIOTZJL,X,O,X,X,X,X,O,X
SIOLTJZ,O,O,X,X,O,X,O,X
SIOLTZJ,O,X,X,X,X,X,O,X
SIOLJTZ,O,O,X,X,O,X,O,X
SIOLJZT,O,O,X,X,O,X,X,X
SIOLZTJ,O,X,X,O,X,X,O,X
SIOLZJT,O,O,X,O,O,X,X,X
SIOJTLZ,O,O,X,X,O,X,O,X
SIOJTZL,X,O,X,X,O,X,O,X
SIOJLTZ,O,O,X,X,O,X,O,X
SIOJLZT,O,O,X,X,O,X,X,X
SIOJZTL,X,O,X,X,O,X,X,X
SIOJZLT,O,O,X,X,O,X,X,X
SIOZTLJ,X,O,O,X,X,X,O,X
SIOZTJL,X,O,O,X,X,X,O,X
SIOZLTJ,O,O,X,X,X,X,O,X
SIOZLJT,O,O,O,X,O,X,X,X
SIOZJTL,X,O,O,X,O,X,X,X
SIOZJLT,O,O,O,X,O,X,X,X
SLTIJZO,X,O,X,O,O,X,O,X
SLTIJOZ,X,O,X,X,O,X,O,X
SLTIZJO,X,O,X,O,O,O,O,X
SLTIZOJ,X,O,X,O,O,O,O,X
SLTIOJZ,X,O,X,X,O,X,O,X
SLTIOZJ,X,O,X,O,O,O,O,X
SLTJIZO,O,O,X,O,O,X,X,X
SLTJIOZ,O,O,X,X,O,X,X,X
SLTJZIO,X,O,X,O,O,X,X,X
SLTJZOI,X,O,X,O,X,X,X,X
SLTJOIZ,O,O,X,X,O,X,X,X
SLTJOZI,X,O,X,O,O,X,X,X
SLTZIJO,X,O,X,O,O,O,X,X
SLTZIOJ,X,O,X,O,O,O,X,X
SLTZJIO,X,O,X,O,O,O,X,X
SLTZJOI,X,O,X,O,X,O,X,X
SLTZOIJ,X,O,X,O,O,X,X,X
SLTZOJI,X,O,X,O,O,O,X,X
SLTOIJZ,O,O,X,X,O,X,O,X
SLTOIZJ,O,O,X,O,O,X,O,X
SLTOJIZ,O,O,X,X,O,X,X,X
SLTOJZI,X,O,X,O,O,X,X,X
SLTOZIJ,X,O,X,O,O,X,X,X
SLTOZJI,X,O,X,O,O,O,X,X
SLITJZO,X,O,X,X,O,X,O,X
SLITJOZ,X,O,X,X,O,X,O,X
SLITZJO,X,O,X,O,X,X,O,X
SLITZOJ,X,O,X,O,X,X,O,X
SLITOJZ,X,O,X,X,O,X,O,X
SLITOZJ,X,O,X,X,X,X,O,X
SLIJTZO,O,O,X,X,O,X,X,X
SLIJTOZ,O,O,X,X,O,X,X,X
SLIJZTO,O,O,X,O,O,X,X,X
SLIJZOT,O,O,X,O,O,X,X,X
SLIJOTZ,O,O,X,X,O,X,O,X
SLIJOZT,O,O,X,X,O,X,X,X
SLIZTJO,X,O,X,O,X,X,X,X
SLIZTOJ,X,O,X,O,X,X,X,X
SLIZJTO,X,O,X,O,O,X,X,X
SLIZJOT,X,O,X,O,O,O,X,X
SLIZOTJ,X,O,X,O,X,X,O,X
SLIZOJT,X,O,X,O,O,O,X,X
SLIOTJZ,O,O,X,X,O,X,O,X
SLIOTZJ,O,X,X,X,X,X,O,X
SLIOJTZ,O,O,X,X,O,X,O,X
SLIOJZT,O,O,X,X,O,X,X,X
SLIOZTJ,O,X,X,O,X,X,O,X
SLIOZJT,O,O,X,O,O,O,X,X
SLJTIZO,O,O,X,X,O,X,X,X
SLJTIOZ,O,O,X,X,O,X,X,X
SLJTZIO,X,O,X,X,O,X,X,X
SLJTZOI,X,O,X,X,X,X,X,X
SLJTOIZ,O,O,X,X,O,X,X,X
SLJTOZI,X,O,X,X,X,X,X,X
SLJITZO,O,O,X,X,O,X,X,X
SLJITOZ,O,O,X,X,O,X,X,X
SLJIZTO,O,O,X,O,O,X,X,X
SLJIZOT,O,O,X,O,O,X,X,X
SLJIOTZ,O,O,X,X,O,X,X,X
SLJIOZT,O,O,X,X,O,X,X,X
SLJZTIO,X,O,X,O,X,X,X,X
SLJZTOI,X,O,X,X,X,X,X,X
SLJZITO,O,O,X,O,O,X,X,X
SLJZIOT,O,O,X,O,O,X,X,X
SLJZOTI,X,O,X,O,X,X,X,X
SLJZOIT,O,O,X,O,X,X,X,X
SLJOTIZ,O,O,X,X,O,X,X,X
SLJOTZI,X,O,X,X,X,X,X,X
SLJOITZ,O,O,X,X,O,X,X,X
SLJOIZT,O,O,X,X,O,X,X,X
SLJOZTI,X,O,X,O,X,X,X,X
SLJOZIT,O,O,X,O,O,X,X,X
SLZTIJO,X,O,O,O,X,O,X,X
SLZTIOJ,X,O,O,O,X,O,X,X
SLZTJIO,X,O,O,O,X,O,X,X
SLZTJOI,X,O,O,O,X,O,X,X
SLZTOIJ,X,O,O,O,X,X,X,X
SLZTOJI,X,O,O,O,X,O,X,X
SLZITJO,X,O,X,O,X,X,X,X
SLZITOJ,X,O,X,O,X,X,X,X
SLZIJTO,X,O,O,O,O,X,X,X
SLZIJOT,X,O,O,O,O,O,X,X
SLZIOTJ,X,O,X,O,X,X,X,X
SLZIOJT,X,O,O,O,O,O,X,X
SLZJTIO,X,O,O,O,X,O,X,X
SLZJTOI,X,O,O,O,X,O,X,X
SLZJITO,O,O,O,O,O,X,X,X
SLZJIOT,O,O,O,O,O,O,X,X
SLZJOTI,X,O,X,O,X,O,X,X
SLZJOIT,O,O,X,O,X,O,X,X
SLZOTIJ,X,O,O,O,X,X,X,X
SLZOTJI,X,O,O,O,X,O,X,X
SLZOITJ,O,O,X,O,X,X,X,X
SLZOIJT,O,O,O,O,O,O,X,X
SLZOJTI,X,O,O,O,X,O,X,X
SLZOJIT,O,O,O,O,O,O,X,X
SLOTIJZ,O,O,X,X,O,X,O,X
SLOTIZJ,O,O,X,O,O,X,O,X
SLOTJIZ,O,O,X,X,O,X,X,X
SLOTJZI,X,O,X,O,O,X,X,X
SLOTZIJ,X,O,X,O,O,X,X,X
SLOTZJI,X,O,X,O,O,O,X,X
SLOITJZ,O,O,X,X,O,X,O,X
SLOITZJ,O,X,X,X,X,X,O,X
SLOIJTZ,O,O,X,X,O,X,O,X
SLOIJZT,O,O,X,X,O,X,X,X
SLOIZTJ,O,X,X,O,X,X,O,X
SLOIZJT,O,O,X,O,O,O,X,X
SLOJTIZ,O,O,X,X,O,X,X,X
SLOJTZI,X,O,X,X,O,X,X,X
SLOJITZ,O,O,X,X,O,X,X,X
SLOJIZT,O,O,X,X,O,X,X,X
SLOJZTI,X,O,X,O,X,X,X,X
SLOJZIT,O,O,X,O,O,X,X,X
SLOZTIJ,X,O,O,O,X,X,X,X
SLOZTJI,X,O,O,O,X,O,X,X
SLOZITJ,O,O,X,O,X,X,X,X
SLOZIJT,O,O,O,O,O,O,X,X
SLOZJTI,X,O,O,O,X,O,X,X
SLOZJIT,O,O,O,O,O,O,X,X
SJTILZO,O,O,X,X,X,X,O,X
SJTILOZ,O,O,X,X,X,X,O,O
SJTIZLO,O,O,X,X,X,O,O,X
SJTIZOL,O,O,X,X,X,X,O,X
SJTIOLZ,O,O,X,X,X,X,O,O
SJTIOZL,O,O,X,X,X,X,O,X
SJTLIZO,O,O,X,X,X,X,X,X
SJTLIOZ,O,O,X,X,X,X,X,X
SJTLZIO,O,O,X,X,X,X,X,X
SJTLZOI,O,O,X,X,X,X,X,X
SJTLOIZ,O,O,X,X,X,X,X,X
SJTLOZI,O,O,X,X,X,X,X,X
SJTZILO,O,O,X,X,X,O,X,X
SJTZIOL,O,O,X,X,X,X,X,X
SJTZLIO,O,O,X,X,X,O,X,X
SJTZLOI,O,O,X,X,X,O,X,X
SJTZOIL,O,O,X,X,X,X,X,X
SJTZOLI,O,O,X,X,X,X,X,X
SJTOILZ,O,O,X,X,X,X,O,O
SJTOIZL,O,O,X,X,X,X,O,X
SJTOLIZ,O,O,X,X,X,X,X,X
SJTOLZI,O,O,X,X,X,X,X,X
SJTOZIL,O,O,X,X,X,X,X,X
SJTOZLI,O,O,X,X,X,X,X,X
SJITLZO,O,O,X,X,X,X,O,X
SJITLOZ,O,O,X,X,X,X,O,O
SJITZLO,O,O,X,X,X,O,O,X
SJITZOL,O,O,X,X,X,X,O,X
SJITOLZ,O,O,X,X,X,X,O,O
SJITOZL,X,O,X,X,X,X,O,X
SJILTZO,O,O,X,X,O,X,X,X
SJILTOZ,O,O,X,X,O,X,X,X
SJILZTO,O,O,X,O,O,X,X,X
SJILZOT,O,O,X,O,O,X,X,X
SJILOTZ,O,O,X,X,O,X,O,O
SJILOZT,O,O,X,X,O,X,X,O
SJIZTLO,O,O,X,X,X,O,X,X
SJIZTOL,O,O,X,X,X,X,X,X
SJIZLTO,O,O,X,X,X,X,X,X
SJIZLOT,O,O,X,X,X,O,X,X
SJIZOTL,X,O,X,X,X,X,X,X
SJIZOLT,O,O,X,X,X,X,X,X
SJIOTLZ,O,O,X,X,O,X,O,O
SJIOTZL,X,O,X,X,O,X,O,X
SJIOLTZ,O,O,X,X,O,X,O,O
SJIOLZT,O,O,X,X,O,X,X,O
SJIOZTL,X,O,X,X,O,X,X,X
SJIOZLT,O,O,X,X,O,X,X,X
SJLTIZO,O,O,X,X,O,X,X,X
SJLTIOZ,O,O,X,X,O,X,X,X
SJLTZIO,X,O,X,X,X,X,X,X
SJLTZOI,X,O,X,X,X,X,X,X
SJLTOIZ,O,O,X,X,X,X,X,X
SJLTOZI,X,O,X,X,X,X,X,X
SJLITZO,O,O,X,X,O,X,X,X
SJLITOZ,O,O,X,X,O,X,X,X
SJLIZTO,O,O,X,O,O,X,X,X
SJLIZOT,O,O,X,O,O,X,X,X
SJLIOTZ,O,O,X,X,O,X,X,O
SJLIOZT,O,O,X,X,O,X,X,O
SJLZTIO,X,O,X,O,X,X,X,X
SJLZTOI,X,O,X,X,X,X,X,X
SJLZITO,O,O,X,O,O,X,X,X
SJLZIOT,O,O,X,O,O,X,X,X
SJLZOTI,X,O,X,O,X,X,X,X
SJLZOIT,O,O,X,O,X,X,X,X
SJLOTIZ,O,O,X,X,O,X,X,X
SJLOTZI,X,O,X,X,X,X,X,X
SJLOITZ,O,O,X,X,O,X,X,O
SJLOIZT,O,O,X,X,O,X,X,O
SJLOZTI,X,O,X,O,X,X,X,X
SJLOZIT,O,O,X,O,O,X,X,X
SJZTILO,O,O,O,X,X,O,X,X
SJZTIOL,O,O,O,X,X,X,X,X
SJZTLIO,O,O,O,X,X,O,X,X
SJZTLOI,O,O,O,X,X,O,X,X
SJZTOIL,O,O,O,X,X,X,X,X
SJZTOLI,O,O,O,X,X,X,X,X
SJZITLO,O,O,O,X,X,O,X,X
SJZITOL,O,O,O,X,X,X,X,X
SJZILTO,O,O,O,X,X,X,X,X
SJZILOT,O,O,O,X,X,O,X,X
SJZIOTL,O,O,O,X,X,X,X,X
SJZIOLT,O,O,O,X,X,X,X,X
SJZLTIO,O,O,O,X,X,O,X,X
SJZLTOI,O,O,O,X,X,O,X,X
SJZLITO,O,O,O,X,X,X,X,X
SJZLIOT,O,O,O,X,X,O,X,X
SJZLOTI,O,O,X,X,X,O,X,X
SJZLOIT,O,O,X,X,X,O,X,X
SJZOTIL,O,O,O,X,X,X,X,X
SJZOTLI,O,O,O,X,X,X,X,X
SJZOITL,O,O,O,X,X,X,X,X
SJZOILT,O,O,O,X,X,X,X,X
SJZOLTI,O,O,O,X,X,X,X,X
SJZOLIT,O,O,O,X,X,X,X,X
SJOTILZ,O,O,X,X,O,X,O,O
SJOTIZL,O,O,X,X,O,X,O,X
SJOTLIZ,O,O,X,X,O,X,X,X
SJOTLZI,O,O,X,X,X,X,X,X
SJOTZIL,O,O,X,X,X,X,X,X
SJOTZLI,O,O,X,X,X,X,X,X
SJOITLZ,O,O,X,X,O,X,O,O
