sequence,v115@KhB8HeC8DeA8BeD8AeB8JeOEJvhFXgBxhB6oBFnB8s?BzpB,v115@KhB8HeC8DeA8BeD8AeB8Jex/IvhFlhBCjBmkB/sBTo?B0pB,v115@KhB8HeC8DeA8BeD8AeB8Jex/IvhFlhBGjBikB/sBUo?BzpB,v115@KhB8HeC8DeA8BeD8AeB8JeXAJvhFxhBTjB2pBFnBCt?B0pB,v115@KhB8HeC8DeA8BeD8AeB8JeOEJvhFXgB0hBSoBzpBxs?BlsB,v115@KhB8HeC8DeA8BeD8AeB8JeT/IvhF0hBxiBypBGoBls?BXqB,v115@KhB8HeC8DeA8BeD8AeB8JeFAJvhF0hBTjBmpBxsB/p?B6sB,v115@KhB8HeC8DeA8BeD8AeB8Jex/IvhFlhBSoBTkBeqB/s?BUtB
JOITZSL,O,X,X,X,O,X,O,O
JOILTSZ,O,X,X,X,O,X,O,O
JOILTZS,X,X,X,X,O,X,O,X
JOILSTZ,O,X,X,X,O,X,O,O
JOILSZT,O,X,X,X,O,X,O,O
JOILZTS,O,X,X,X,O,X,O,X
JOILZST,O,X,X,X,O,X,O,X
JOISTLZ,O,O,X,O,O,X,O,O
JOISTZL,O,X,O,X,O,X,O,O
JOISLTZ,O,O,X,X,O,X,O,O
JOISLZT,O,X,X,X,O,X,O,O
JOISZTL,O,X,O,X,O,X,O,O
JOISZLT,O,X,O,X,O,X,O,O
JOIZTLS,O,X,X,X,O,X,O,X
JOIZTSL,O,X,X,X,O,X,O,O
JOIZLTS,O,X,X,X,O,X,O,X
JOIZLST,O,X,X,X,O,X,O,X
JOIZSTL,O,X,X,X,O,X,O,O
JOIZSLT,O,X,X,X,O,X,O,O
JOLTISZ,O,X,O,O,X,X,X,O
JOLTIZS,X,X,X,O,X,X,X,X
JOLTSIZ,O,X,O,O,X,X,X,O
JOLTSZI,O,X,O,O,X,X,X,O
JOLTZIS,O,X,X,O,X,O,X,X
JOLTZSI,O,X,X,O,X,O,X,X
JOLITSZ,O,X,O,O,O,X,X,O
JOLITZS,X,X,X,O,O,X,X,X
JOLISTZ,O,X,O,O,O,X,X,O
JOLISZT,O,X,O,X,O,X,X,O
JOLIZTS,O,X,X,X,O,O,X,X
JOLIZST,O,X,X,X,O,X,X,X
JOLSTIZ,O,X,O,O,X,X,X,O
JOLSTZI,O,X,O,O,X,X,X,O
JOLSITZ,O,X,O,O,O,X,X,O
JOLSIZT,O,X,O,X,O,X,X,O
JOLSZTI,O,X,O,O,X,O,X,O
JOLSZIT,O,X,O,X,O,X,X,O
JOLZTIS,O,X,X,O,X,O,X,X
JOLZTSI,O,X,X,O,X,O,X,X
JOLZITS,O,X,X,X,O,O,X,X
JOLZIST,O,X,X,X,O,X,X,X
JOLZSTI,O,X,X,O,X,O,X,X
JOLZSIT,O,X,X,X,O,X,X,X
JOSTILZ,O,O,X,O,O,X,X,O
JOSTIZL,O,X,O,X,O,X,X,O
JOSTLIZ,O,O,O,O,X,X,X,O
JOSTLZI,O,O,O,O,X,X,X,O
JOSTZIL,O,O,O,X,O,X,X,O
JOSTZLI,O,O,O,X,X,X,X,O
JOSITLZ,O,O,X,O,O,X,X,O
JOSITZL,O,X,O,X,O,X,X,O
JOSILTZ,O,O,X,X,O,X,X,O
JOSILZT,O,X,X,X,O,X,X,O
JOSIZTL,O,X,O,X,O,X,X,O
JOSIZLT,O,X,O,X,O,X,X,O
JOSLTIZ,O,O,O,O,X,X,X,O
JOSLTZI,O,O,O,O,X,X,X,O
JOSLITZ,O,O,O,O,O,X,X,O
JOSLIZT,O,X,O,X,O,X,X,O
JOSLZTI,O,O,O,O,X,X,X,O
JOSLZIT,O,O,O,X,O,X,X,O
JOSZTIL,O,O,O,X,O,X,X,O
JOSZTLI,O,O,O,X,X,X,X,O
JOSZITL,O,O,O,X,O,X,X,O
JOSZILT,O,O,O,X,O,X,X,O
JOSZLTI,O,O,O,X,X,X,X,O
JOSZLIT,O,O,O,X,O,X,X,O
JOZTILS,O,X,X,X,O,X,X,X
JOZTISL,O,O,X,X,O,X,X,O
JOZTLIS,O,X,X,X,X,X,X,X
JOZTLSI,O,X,X,X,X,X,X,X
JOZTSIL,O,O,X,X,O,X,X,O
JOZTSLI,O,O,X,X,X,X,X,O
JOZITLS,O,X,X,X,O,X,O,X
JOZITSL,O,O,X,X,O,X,O,O
JOZILTS,O,X,X,X,O,X,O,X
JOZILST,O,O,X,X,O,X,O,X
JOZISTL,O,O,X,X,O,X,O,O
JOZISLT,O,O,X,X,O,X,O,O
JOZLTIS,O,X,X,X,X,O,X,X
JOZLTSI,O,X,X,X,X,O,X,X
JOZLITS,O,X,X,X,O,O,X,X
JOZLIST,O,O,X,X,O,X,X,X
JOZLSTI,O,O,X,X,X,O,X,X
JOZLSIT,O,O,X,X,O,X,X,X
JOZSTIL,O,O,X,X,O,X,X,O
JOZSTLI,O,O,X,X,X,X,X,O
JOZSITL,O,O,X,X,O,X,X,O
JOZSILT,O,O,X,X,O,X,X,O
JOZSLTI,O,O,X,X,X,X,X,O
JOZSLIT,O,O,X,X,O,X,X,O
STILJZO,O,O,O,O,X,X,X,X
STILJOZ,X,O,X,O,X,X,X,O
STILZJO,X,O,O,O,X,X,X,X
STILZOJ,X,O,O,O,X,X,X,X
STILOJZ,X,O,X,O,X,X,X,X
STILOZJ,X,O,O,O,X,X,X,X
STIJLZO,O,O,X,O,X,X,X,X
STIJLOZ,X,O,X,O,X,X,X,O
STIJZLO,O,X,O,O,X,X,X,X
STIJZOL,X,X,O,X,X,X,X,X
STIJOLZ,X,O,X,O,X,X,X,O
STIJOZL,X,X,X,X,X,X,X,O
STIZLJO,O,O,O,O,X,X,X,X
STIZLOJ,X,O,O,O,X,X,X,X
STIZJLO,O,O,O,O,X,X,X,X
STIZJOL,X,O,O,X,X,X,X,X
STIZOLJ,X,O,O,X,X,X,X,X
STIZOJL,X,O,O,X,X,X,X,X
STIOLJZ,X,O,O,O,X,X,X,X
STIOLZJ,X,O,O,O,X,X,X,X
STIOJLZ,X,O,X,O,X,X,X,X
STIOJZL,X,X,O,X,X,X,X,X
STIOZLJ,X,O,O,X,X,X,X,X
STIOZJL,X,O,O,X,X,X,X,X
STLIJZO,O,O,O,O,X,X,X,X
STLIJOZ,X,O,X,O,X,X,X,O
STLIZJO,X,O,O,O,X,X,X,X
STLIZOJ,X,O,O,O,X,X,X,X
STLIOJZ,X,O,X,O,X,X,X,X
STLIOZJ,X,O,O,O,X,X,X,X
STLJIZO,O,O,O,O,X,O,X,X
STLJIOZ,X,O,X,O,X,O,X,O
STLJZIO,O,O,O,O,X,O,X,X
STLJZOI,O,O,O,O,X,O,X,O
STLJOIZ,X,X,X,O,X,O,X,O
STLJOZI,X,X,X,O,X,O,X,O
STLZIJO,O,O,O,O,X,X,X,X
STLZIOJ,O,O,O,O,X,X,X,X
STLZJIO,O,O,O,O,X,O,X,X
STLZJOI,O,O,O,O,X,O,X,O
STLZOIJ,O,O,O,O,X,X,X,X
STLZOJI,O,O,O,O,X,O,X,X
STLOIJZ,X,O,O,O,X,X,X,X
STLOIZJ,X,O,O,O,X,X,X,X
STLOJIZ,X,O,O,O,X,O,X,O
STLOJZI,X,O,O,O,X,O,X,O
STLOZIJ,X,O,O,O,X,X,X,X
STLOZJI,X,O,O,O,X,O,X,X
STJILZO,O,O,X,O,X,O,X,X
STJILOZ,X,O,X,O,X,O,X,O
STJIZLO,O,X,O,O,X,O,X,X
STJIZOL,X,X,O,X,X,X,X,X
STJIOLZ,X,O,X,O,X,X,X,O
STJIOZL,X,X,X,X,X,X,X,O
STJLIZO,O,O,O,O,X,O,X,X
STJLIOZ,X,O,X,O,X,O,X,O
STJLZIO,O,O,O,O,X,O,X,X
STJLZOI,O,O,O,O,X,O,X,O
STJLOIZ,X,X,X,O,X,O,X,O
STJLOZI,X,X,X,O,X,O,X,O
STJZILO,O,O,O,O,X,O,X,X
STJZIOL,O,O,O,X,X,X,X,X
STJZLIO,O,O,O,O,X,O,X,X
STJZLOI,O,O,O,O,X,O,X,O
STJZOIL,O,O,O,X,X,X,X,O
STJZOLI,O,O,O,X,X,X,X,O
STJOILZ,X,O,X,O,X,X,X,O
STJOIZL,X,X,O,X,X,X,X,O
STJOLIZ,X,O,O,O,X,X,X,O
STJOLZI,X,O,O,O,X,X,X,O
STJOZIL,X,O,O,X,X,X,X,O
STJOZLI,X,O,O,X,X,X,X,O
STZILJO,O,O,O,O,X,X,X,X
STZILOJ,O,O,O,O,X,X,X,X
STZIJLO,O,O,O,O,X,X,X,X
STZIJOL,O,O,O,X,X,X,X,X
STZIOLJ,O,O,O,X,X,X,X,X
STZIOJL,O,O,O,X,X,X,X,X
STZLIJO,O,O,O,O,X,X,X,X
STZLIOJ,O,O,O,O,X,X,X,X
STZLJIO,O,O,O,O,X,O,X,X
STZLJOI,O,O,O,O,X,O,X,O
STZLOIJ,O,O,O,O,X,X,X,X
STZLOJI,O,O,O,O,X,O,X,X
STZJILO,O,O,O,O,X,O,X,X
STZJIOL,O,O,O,X,X,X,X,X
STZJLIO,O,O,O,O,X,O,X,X
STZJLOI,O,O,O,O,X,O,X,O
STZJOIL,O,O,O,X,X,X,X,O
STZJOLI,O,O,O,X,X,X,X,O
STZOILJ,O,O,O,X,X,X,X,X
STZOIJL,O,O,O,X,X,X,X,X
STZOLIJ,O,O,O,X,X,X,X,X
STZOLJI,O,O,O,X,X,X,X,X
STZOJIL,O,O,O,X,X,X,X,X
STZOJLI,O,O,O,X,X,X,X,X
STOILJZ,X,O,O,O,X,X,X,X
STOILZJ,X,O,O,O,X,X,X,X
STOIJLZ,X,O,X,O,X,X,X,X
STOIJZL,X,X,O,X,X,X,X,X
STOIZLJ,X,O,O,X,X,X,X,X
STOIZJL,X,O,O,X,X,X,X,X
STOLIJZ,X,O,O,O,X,X,X,X
STOLIZJ,X,O,O,O,X,X,X,X
STOLJIZ,X,O,O,O,X,X,X,O
STOLJZI,X,O,O,O,X,X,X,O
STOLZIJ,X,O,O,O,X,X,X,X
STOLZJI,X,O,O,O,X,X,X,X
STOJILZ,X,O,X,O,X,X,X,O
STOJIZL,X,X,O,X,X,X,X,O
STOJLIZ,X,O,O,O,X,X,X,O
STOJLZI,X,O,O,O,X,X,X,O
STOJZIL,X,O,O,X,X,X,X,O
STOJZLI,X,O,O,X,X,X,X,O
STOZILJ,X,O,O,X,X,X,X,X
STOZIJL,X,O,O,X,X,X,X,X
STOZLIJ,X,O,O,X,X,X,X,X
STOZLJI,X,O,O,X,X,X,X,X
STOZJIL,X,O,O,X,X,X,X,X
STOZJLI,X,O,O,X,X,X,X,X
SITLJZO,O,O,O,O,X,X,X,X
SITLJOZ,X,O,X,O,X,X,X,O
SITLZJO,X,O,O,O,X,X,X,X
SITLZOJ,X,O,O,O,X,X,X,X
SITLOJZ,X,O,X,O,X,X,X,X
SITLOZJ,X,O,O,O,X,X,X,X
SITJLZO,O,O,X,O,X,X,X,X
SITJLOZ,X,O,X,O,X,X,X,O
SITJZLO,O,X,O,O,X,X,X,X
SITJZOL,X,X,O,X,X,X,X,X
SITJOLZ,X,O,X,O,X,X,X,O
SITJOZL,X,X,X,X,X,X,X,O
SITZLJO,O,O,O,O,X,X,X,X
SITZLOJ,X,O,O,O,X,X,X,X
SITZJLO,O,O,O,O,X,X,X,X
SITZJOL,X,O,O,X,X,X,X,X
SITZOLJ,X,O,O,X,X,X,X,X
SITZOJL,X,O,O,X,X,X,X,X
SITOLJZ,X,O,O,O,X,X,X,X
SITOLZJ,X,O,O,O,X,X,X,X
SITOJLZ,X,O,X,O,X,X,X,X
SITOJZL,X,X,O,X,X,X,X,X
SITOZLJ,X,O,O,X,X,X,X,X
SITOZJL,X,O,O,X,X,X,X,X
SILTJZO,O,O,O,O,X,X,X,X
SILTJOZ,X,O,X,O,X,X,X,O
SILTZJO,X,O,O,O,X,X,X,X
SILTZOJ,X,O,O,O,X,X,X,X
SILTOJZ,X,O,X,O,X,X,X,X
SILTOZJ,X,O,O,O,X,X,X,X
SILJTZO,O,O,O,O,X,X,X,X
SILJTOZ,X,O,X,O,X,X,X,O
SILJZTO,O,X,O,X,X,X,X,X
SILJZOT,O,X,O,X,X,X,X,X
SILJOTZ,X,X,X,O,X,X,X,O
SILJOZT,O,X,X,X,X,X,X,O
SILZTJO,O,O,O,X,X,X,X,X
SILZTOJ,O,O,O,X,X,X,X,X
SILZJTO,O,O,O,X,X,X,X,X
SILZJOT,O,O,O,X,X,X,X,X
SILZOTJ,X,O,O,X,O,X,X,X
SILZOJT,O,X,O,X,O,X,X,X
SILOTJZ,O,O,X,O,O,X,X,X
SILOTZJ,X,O,O,O,O,X,X,X
SILOJTZ,O,O,X,O,O,X,X,X
SILOJZT,O,X,X,X,O,X,X,X
SILOZTJ,X,O,O,X,O,X,X,X
SILOZJT,O,X,O,X,O,X,X,X
SIJTLZO,O,O,X,O,X,X,O,X
SIJTLOZ,X,O,X,O,X,X,O,O
SIJTZLO,O,X,O,O,X,X,O,X
SIJTZOL,X,X,O,X,X,X,O,X
SIJTOLZ,X,O,X,O,X,X,O,O
SIJTOZL,X,X,X,X,X,X,O,O
SIJLTZO,O,O,X,O,X,X,O,X
SIJLTOZ,X,O,X,O,X,X,O,O
SIJLZTO,O,X,X,X,X,X,O,X
SIJLZOT,O,X,X,X,X,X,O,X
SIJLOTZ,X,X,X,O,X,X,O,O
SIJLOZT,O,X,X,X,X,X,O,O
SIJZTLO,O,X,O,O,X,X,O,X
SIJZTOL,O,X,O,X,X,X,O,X
SIJZLTO,O,X,O,X,X,X,O,X
SIJZLOT,O,X,X,X,X,X,O,X
SIJZOTL,X,X,O,X,X,X,O,X
SIJZOLT,O,X,X,X,X,X,O,X
SIJOTLZ,X,O,X,O,X,X,O,O
SIJOTZL,X,X,X,X,X,X,O,O
SIJOLTZ,X,O,X,X,X,X,O,O
SIJOLZT,O,X,X,X,X,X,O,O
SIJOZTL,X,X,X,X,X,X,O,O
SIJOZLT,O,X,X,X,X,X,O,O
SIZTLJO,O,O,O,O,X,X,X,X
SIZTLOJ,O,O,O,O,X,X,X,X
SIZTJLO,O,O,O,O,X,X,X,X
SIZTJOL,O,O,O,X,X,X,X,X
SIZTOLJ,O,O,O,X,X,X,X,X
SIZTOJL,O,O,O,X,X,X,X,X
SIZLTJO,O,O,O,X,X,X,X,X
SIZLTOJ,O,O,O,X,X,X,X,X
SIZLJTO,O,O,O,X,X,X,X,X
SIZLJOT,O,O,O,X,X,X,X,X
SIZLOTJ,O,O,O,X,O,X,X,X
SIZLOJT,O,O,O,X,O,X,X,X
SIZJTLO,O,O,O,O,X,X,O,X
SIZJTOL,O,O,O,X,X,X,O,X
SIZJLTO,O,O,O,X,X,X,O,X
SIZJLOT,O,O,O,X,X,X,O,X
SIZJOTL,X,O,O,X,X,X,O,X
SIZJOLT,O,O,O,X,X,X,O,X
SIZOTLJ,O,O,O,X,O,X,X,X
SIZOTJL,O,O,O,X,O,X,X,X
SIZOLTJ,O,O,O,X,O,X,X,X
SIZOLJT,O,O,O,X,O,X,X,X
SIZOJTL,O,O,O,X,O,X,O,X
SIZOJLT,O,O,O,X,O,X,O,X
SIOTLJZ,O,O,O,O,O,X,X,X
SIOTLZJ,X,O,O,O,O,X,X,X
SIOTJLZ,O,O,X,O,O,X,X,X
SIOTJZL,O,X,O,X,O,X,X,X
SIOTZLJ,O,O,O,X,O,X,X,X
SIOTZJL,O,O,O,X,O,X,X,X
SIOLTJZ,O,O,O,X,O,X,X,X
SIOLTZJ,X,O,O,X,O,X,X,X
SIOLJTZ,O,O,O,X,O,X,X,X
SIOLJZT,O,X,O,X,O,X,X,X
SIOLZTJ,O,O,O,X,O,X,X,X
SIOLZJT,O,O,O,X,O,X,X,X
SIOJTLZ,O,O,X,O,O,X,O,X
SIOJTZL,O,X,O,X,O,X,O,X
SIOJLTZ,O,O,X,X,O,X,O,X
SIOJLZT,O,X,X,X,O,X,O,X
SIOJZTL,O,X,O,X,O,X,O,X
SIOJZLT,O,X,O,X,O,X,O,X
SIOZTLJ,O,O,O,X,O,X,X,X
SIOZTJL,O,O,O,X,O,X,X,X
SIOZLTJ,O,O,O,X,O,X,X,X
SIOZLJT,O,O,O,X,O,X,X,X
SIOZJTL,O,O,O,X,O,X,O,X
SIOZJLT,O,O,O,X,O,X,O,X
SLTIJZO,O,O,O,O,X,X,X,X
SLTIJOZ,X,O,X,O,X,X,X,O
SLTIZJO,X,O,O,O,X,X,X,X
SLTIZOJ,X,O,O,O,X,X,X,X
SLTIOJZ,X,O,X,O,X,X,X,X
SLTIOZJ,X,O,O,O,X,X,X,X
SLTJIZO,O,O,O,O,X,O,X,X
SLTJIOZ,X,O,X,O,X,O,X,O
SLTJZIO,O,O,O,O,X,O,X,X
SLTJZOI,O,O,O,O,X,O,X,O
SLTJOIZ,X,X,X,O,X,O,X,O
SLTJOZI,X,X,X,O,X,O,X,O
SLTZIJO,O,O,O,O,X,X,X,X
SLTZIOJ,O,O,O,O,X,X,X,X
SLTZJIO,O,O,O,O,X,O,X,X
SLTZJOI,O,O,O,O,X,O,X,O
SLTZOIJ,O,O,O,O,X,X,X,X
SLTZOJI,O,O,O,O,X,O,X,X
SLTOIJZ,X,O,O,O,X,X,X,X
SLTOIZJ,X,O,O,O,X,X,X,X
SLTOJIZ,X,O,O,O,X,O,X,O
SLTOJZI,X,O,O,O,X,O,X,O
SLTOZIJ,X,O,O,O,X,X,X,X
SLTOZJI,X,O,O,O,X,O,X,X
SLITJZO,O,O,O,O,X,X,X,X
SLITJOZ,X,O,X,O,X,X,X,O
SLITZJO,X,O,O,O,X,X,X,X
SLITZOJ,X,O,O,O,X,X,X,X
SLITOJZ,X,O,X,O,X,X,X,X
SLITOZJ,X,O,O,O,X,X,X,X
SLIJTZO,O,O,O,O,X,X,X,X
SLIJTOZ,X,O,X,O,X,X,X,O
SLIJZTO,O,X,O,X,X,X,X,X
SLIJZOT,O,X,O,X,X,X,X,X
SLIJOTZ,X,X,X,O,X,X,X,O
SLIJOZT,O,X,X,X,X,X,X,O
SLIZTJO,O,O,O,X,X,X,X,X
SLIZTOJ,O,O,O,X,X,X,X,X
SLIZJTO,O,O,O,X,X,X,X,X
SLIZJOT,O,O,O,X,X,X,X,X
SLIZOTJ,X,O,O,X,X,X,X,X
SLIZOJT,O,X,O,X,X,X,X,X
SLIOTJZ,O,O,X,O,X,X,X,X
SLIOTZJ,X,O,O,O,X,X,X,X
SLIOJTZ,O,O,X,O,X,X,X,X
SLIOJZT,O,X,X,X,X,X,X,X
SLIOZTJ,X,O,O,X,X,X,X,X
SLIOZJT,O,X,O,X,X,X,X,X
SLJTIZO,O,O,O,O,X,X,X,X
SLJTIOZ,X,O,X,O,X,X,X,O
SLJTZIO,O,O,O,O,X,X,X,X
SLJTZOI,O,O,O,O,X,X,X,O
SLJTOIZ,X,X,X,O,X,X,X,O
SLJTOZI,X,X,X,O,X,X,X,O
SLJITZO,O,O,O,O,X,X,X,X
SLJITOZ,X,O,X,O,X,X,X,O
SLJIZTO,O,X,O,X,X,X,X,X
SLJIZOT,O,X,O,X,X,X,X,X
SLJIOTZ,X,X,X,O,X,X,X,O
SLJIOZT,O,X,X,X,X,X,X,O
SLJZTIO,O,O,O,O,X,X,X,X
SLJZTOI,O,O,O,O,X,X,X,O
SLJZITO,O,O,O,X,X,X,X,X
SLJZIOT,O,O,O,X,X,X,X,X
SLJZOTI,O,O,O,O,X,O,X,O
SLJZOIT,O,O,O,X,X,X,X,O
SLJOTIZ,X,X,X,O,X,X,X,O
SLJOTZI,X,X,X,O,X,X,X,O
SLJOITZ,X,X,X,O,X,X,X,O
SLJOIZT,O,X,X,X,X,X,X,O
SLJOZTI,O,X,X,O,X,O,X,O
SLJOZIT,O,X,X,X,X,X,X,O
SLZTIJO,O,O,O,O,X,X,X,X
SLZTIOJ,O,O,O,O,X,X,X,X
SLZTJIO,O,O,O,O,X,O,X,X
SLZTJOI,O,O,O,O,X,O,X,O
SLZTOIJ,O,O,O,O,X,X,X,X
SLZTOJI,O,O,O,O,X,O,X,X
SLZITJO,O,O,O,X,X,X,X,X
SLZITOJ,O,O,O,X,X,X,X,X
SLZIJTO,O,O,O,X,X,X,X,X
SLZIJOT,O,O,O,X,X,X,X,X
SLZIOTJ,O,O,O,X,X,X,X,X
SLZIOJT,O,O,O,X,X,X,X,X
SLZJTIO,O,O,O,O,X,X,X,X
SLZJTOI,O,O,O,O,X,X,X,O
SLZJITO,O,O,O,X,X,X,X,X
SLZJIOT,O,O,O,X,X,X,X,X
SLZJOTI,O,O,O,O,X,O,X,O
SLZJOIT,O,O,O,X,X,X,X,O
SLZOTIJ,O,O,O,O,X,X,X,X
SLZOTJI,O,O,O,O,X,O,X,X
SLZOITJ,O,O,O,X,X,X,X,X
SLZOIJT,O,O,O,X,X,X,X,X
SLZOJTI,O,O,O,O,X,O,X,X
SLZOJIT,O,O,O,X,X,X,X,X
SLOTIJZ,O,O,O,O,X,X,X,X
SLOTIZJ,X,O,O,O,X,X,X,X
SLOTJIZ,O,O,O,O,X,O,X,O
SLOTJZI,O,O,O,O,X,O,X,O
SLOTZIJ,O,O,O,O,X,X,X,X
SLOTZJI,O,O,O,O,X,O,X,X
SLOITJZ,O,O,O,O,X,X,X,X
SLOITZJ,X,O,O,O,X,X,X,X
SLOIJTZ,O,O,O,O,X,X,X,X
SLOIJZT,O,X,O,X,X,X,X,X
SLOIZTJ,O,O,O,X,X,X,X,X
SLOIZJT,O,O,O,X,X,X,X,X
SLOJTIZ,O,O,O,O,X,X,X,O
SLOJTZI,O,O,O,O,X,X,X,O
SLOJITZ,O,O,O,O,X,X,X,O
SLOJIZT,O,X,O,X,X,X,X,O
SLOJZTI,O,O,O,O,X,O,X,O
SLOJZIT,O,O,O,X,X,X,X,O
SLOZTIJ,O,O,O,O,X,X,X,X
SLOZTJI,O,O,O,O,X,O,X,X
SLOZITJ,O,O,O,X,X,X,X,X
SLOZIJT,O,O,O,X,X,X,X,X
SLOZJTI,O,O,O,O,X,O,X,X
SLOZJIT,O,O,O,X,X,X,X,X
SJTILZO,O,O,X,O,X,X,X,X
SJTILOZ,X,O,X,O,X,X,X,O
SJTIZLO,O,X,O,O,X,X,X,X
SJTIZOL,X,X,O,X,X,X,X,X
SJTIOLZ,X,O,X,O,X,X,X,O
SJTIOZL,X,X,X,X,X,X,X,O
SJTLIZO,O,O,O,O,X,X,X,X
SJTLIOZ,X,O,X,O,X,X,X,O
SJTLZIO,O,O,O,O,X,X,X,X
SJTLZOI,O,O,O,O,X,X,X,O
SJTLOIZ,X,X,X,O,X,X,X,O
SJTLOZI,X,X,X,O,X,X,X,O
SJTZILO,O,O,O,O,X,X,X,X
SJTZIOL,O,O,O,X,X,X,X,X
SJTZLIO,O,O,O,O,X,X,X,X
SJTZLOI,O,O,O,O,X,X,X,O
SJTZOIL,O,O,O,X,X,X,X,O
SJTZOLI,O,O,O,X,X,X,X,O
SJTOILZ,X,O,X,O,X,X,X,O
SJTOIZL,X,X,O,X,X,X,X,O
SJTOLIZ,X,O,O,O,X,X,X,O
SJTOLZI,X,O,O,O,X,X,X,O
SJTOZIL,X,O,O,X,X,X,X,O
SJTOZLI,X,O,O,X,X,X,X,O
SJITLZO,O,O,X,O,X,X,O,X
SJITLOZ,X,O,X,O,X,X,O,O
SJITZLO,O,X,O,O,X,X,O,X
SJITZOL,X,X,O,X,X,X,O,X
SJITOLZ,X,O,X,O,X,X,O,O
SJITOZL,X,X,X,X,X,X,O,O
SJILTZO,O,O,X,O,X,X,O,X
SJILTOZ,X,O,X,O,X,X,O,O
SJILZTO,O,X,X,X,X,X,O,X
SJILZOT,O,X,X,X,X,X,O,X
SJILOTZ,X,X,X,O,X,X,O,O
SJILOZT,O,X,X,X,X,X,O,O
SJIZTLO,O,X,O,O,X,X,O,X
SJIZTOL,O,X,O,X,X,X,O,X
SJIZLTO,O,X,O,X,X,X,O,X
SJIZLOT,O,X,X,X,X,X,O,X
SJIZOTL,X,X,O,X,X,X,O,X
SJIZOLT,O,X,X,X,X,X,O,X
SJIOTLZ,X,O,X,O,X,X,O,O
SJIOTZL,X,X,X,X,X,X,O,O
SJIOLTZ,X,O,X,X,X,X,O,O
SJIOLZT,O,X,X,X,X,X,O,O
SJIOZTL,X,X,X,X,X,X,O,O
SJIOZLT,O,X,X,X,X,X,O,O
SJLTIZO,O,O,O,O,X,X,X,X
SJLTIOZ,X,O,X,O,X,X,X,O
SJLTZIO,O,O,O,O,X,X,X,X
SJLTZOI,O,O,O,O,X,X,X,O
SJLTOIZ,X,X,X,O,X,X,X,O
SJLTOZI,X,X,X,O,X,X,X,O
SJLITZO,O,O,O,O,X,X,X,X
SJLITOZ,X,O,X,O,X,X,X,O
SJLIZTO,O,X,O,X,X,X,X,X
SJLIZOT,O,X,O,X,X,X,X,X
SJLIOTZ,X,X,X,O,X,X,X,O
SJLIOZT,O,X,X,X,X,X,X,O
SJLZTIO,O,O,O,O,X,X,X,X
SJLZTOI,O,O,O,O,X,X,X,O
SJLZITO,O,O,O,X,X,X,X,X
SJLZIOT,O,O,O,X,X,X,X,X
SJLZOTI,O,O,O,O,X,O,X,O
SJLZOIT,O,O,O,X,X,X,X,O
SJLOTIZ,X,X,X,O,X,X,X,O
SJLOTZI,X,X,X,O,X,X,X,O
SJLOITZ,X,X,X,O,X,X,X,O
SJLOIZT,O,X,X,X,X,X,X,O
SJLOZTI,O,X,X,O,X,O,X,O
SJLOZIT,O,X,X,X,X,X,X,O
SJZTILO,O,O,O,O,X,X,X,X
SJZTIOL,O,O,O,X,X,X,X,X
SJZTLIO,O,O,O,O,X,X,X,X
SJZTLOI,O,O,O,O,X,X,X,O
SJZTOIL,O,O,O,X,X,X,X,O
SJZTOLI,O,O,O,X,X,X,X,O
SJZITLO,O,O,O,O,X,X,O,X
SJZITOL,O,O,O,X,X,X,O,X
SJZILTO,O,O,O,X,X,X,O,X
SJZILOT,O,O,O,X,X,X,O,X
SJZIOTL,X,O,O,X,X,X,O,X
SJZIOLT,O,O,O,X,X,X,O,X
SJZLTIO,O,O,O,O,X,X,X,X
SJZLTOI,O,O,O,O,X,X,X,O
SJZLITO,O,O,O,X,X,X,X,X
SJZLIOT,O,O,O,X,X,X,X,X
SJZLOTI,O,O,O,O,X,O,X,O
SJZLOIT,O,O,O,X,X,X,X,O
SJZOTIL,O,O,O,X,X,X,X,O
SJZOTLI,O,O,O,X,X,X,X,O
SJZOITL,X,O,O,X,X,X,X,O
SJZOILT,O,O,O,X,X,X,X,O
SJZOLTI,O,O,O,X,X,X,X,O
SJZOLIT,O,O,O,X,X,X,X,O
SJOTILZ,X,O,X,O,X,X,X,O
SJOTIZL,X,X,O,X,X,X,X,O
SJOTLIZ,X,O,O,O,X,X,X,O
SJOTLZI,X,O,O,O,X,X,X,O
SJOTZIL,X,O,O,X,X,X,X,O
SJOTZLI,X,O,O,X,X,X,X,O
SJOITLZ,X,O,X,O,X,X,X,O
SJOITZL,X,X,O,X,X,X,X,O
SJOILTZ,X,O,X,X,X,X,X,O
SJOILZT,O,X,X,X,X,X,X,O
SJOIZTL,X,X,O,X,X,X,X,O
SJOIZLT,O,X,O,X,X,X,X,O
SJOLTIZ,X,O,O,O,X,X,X,O
SJOLTZI,X,O,O,O,X,X,X,O
SJOLITZ,X,O,O,O,X,X,X,O
SJOLIZT,O,X,O,X,X,X,X,O
SJOLZTI,O,O,O,O,X,X,X,O
SJOLZIT,O,O,O,X,X,X,X,O
SJOZTIL,O,O,O,X,X,X,X,O
SJOZTLI,O,O,O,X,X,X,X,O
SJOZITL,X,O,O,X,X,X,X,O
SJOZILT,O,O,O,X,X,X,X,O
SJOZLTI,O,O,O,X,X,X,X,O
