sequence,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeOEJvhFlgBUiB5oBz?kBKrBfsB,v115@EhB8IeA8DeA8CeB8AeD8CeB8Kei/IvhF3gBUiB5oB1?pBOrBzrB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeT/IvhF0gBlhB5oBy?pBXnB2wB,v115@EhB8IeA8DeA8CeB8AeD8CeB8Kel/IvhF3gBUiB5oB2?pBTmBywB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeKEJvhFflBUiB5oBF?mBzrBmqB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeKEJvhFflB0gB5oBF?nBTrBmrB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeKEJvhFflB5oBUmBF?nBmqBzrB,v115@EhB8IeA8DeA8CeB8AeD8CeB8KeKEJvhFflB0gBlhB5?oBOsBTrB
LIOJSTZ,O,O,O,O,O,O,X,O
LIOJSZT,O,O,O,O,O,O,X,O
LIOJZTS,O,O,O,O,O,X,X,O
LIOJZST,O,O,O,O,O,X,X,O
LIOSTJZ,O,O,O,O,O,O,X,O
LIOSTZJ,O,O,O,O,O,O,O,O
LIOSJTZ,O,X,O,O,O,O,X,O
LIOSJZT,O,X,O,O,O,O,X,O
LIOSZTJ,O,O,O,O,O,O,O,O
LIOSZJT,O,X,O,O,O,O,X,O
LIOZTJS,O,O,O,O,O,X,X,X
LIOZTSJ,O,O,O,O,O,O,O,O
LIOZJTS,O,X,O,O,O,X,X,X
LIOZJST,O,X,O,O,O,X,X,X
LIOZSTJ,O,O,O,O,O,O,O,O
LIOZSJT,O,X,O,O,O,O,X,O
LJTISZO,O,O,O,O,X,O,O,O
LJTISOZ,O,O,O,O,X,X,X,O
LJTIZSO,O,O,O,O,X,X,O,O
LJTIZOS,X,O,O,O,X,X,X,X
LJTIOSZ,O,O,O,O,X,X,X,O
LJTIOZS,O,O,O,O,X,X,X,O
LJTSIZO,O,O,O,O,X,O,O,O
LJTSIOZ,O,O,O,O,X,X,X,O
LJTSZIO,O,O,O,O,X,O,O,O
LJTSZOI,O,O,O,O,X,X,X,O
LJTSOIZ,O,O,O,O,X,X,X,O
LJTSOZI,O,O,O,O,X,X,X,O
LJTZISO,O,O,O,O,X,X,O,O
LJTZIOS,X,O,O,O,X,X,X,X
LJTZSIO,O,O,O,O,X,X,O,O
LJTZSOI,O,O,O,O,X,X,X,O
LJTZOIS,X,O,O,O,X,X,X,X
LJTZOSI,X,O,O,O,X,X,X,X
LJTOISZ,O,O,O,O,X,X,X,O
LJTOIZS,O,O,O,O,X,X,X,O
LJTOSIZ,O,O,O,O,X,X,X,O
LJTOSZI,O,O,O,O,X,X,X,O
LJTOZIS,O,O,O,O,X,X,X,O
LJTOZSI,O,O,O,O,X,X,X,O
LJITSZO,O,O,O,O,X,O,O,O
LJITSOZ,O,O,O,O,X,X,X,O
LJITZSO,O,O,O,O,X,X,O,O
LJITZOS,X,O,O,O,X,X,X,X
LJITOSZ,O,O,O,O,X,X,X,O
LJITOZS,O,O,O,O,X,X,X,O
LJISTZO,O,O,O,O,X,O,O,O
LJISTOZ,O,O,O,O,X,X,X,O
LJISZTO,O,O,O,O,X,O,O,O
LJISZOT,O,X,O,O,X,O,X,O
LJISOTZ,O,X,O,O,O,O,X,O
LJISOZT,O,X,O,O,O,O,X,O
LJIZTSO,O,O,O,O,X,X,O,O
LJIZTOS,X,O,O,O,X,X,X,X
LJIZSTO,O,O,O,O,X,X,O,O
LJIZSOT,O,X,O,O,X,X,X,O
LJIZOTS,X,X,O,O,X,X,X,O
LJIZOST,X,X,O,O,X,X,X,O
LJIOTSZ,O,X,O,O,O,O,X,O
LJIOTZS,O,X,O,O,O,X,X,O
LJIOSTZ,O,X,O,O,O,O,X,O
LJIOSZT,O,X,O,O,O,O,X,O
LJIOZTS,O,X,O,O,O,X,X,O
LJIOZST,O,X,O,O,O,X,X,O
LJSTIZO,O,O,O,O,X,O,O,O
LJSTIOZ,O,O,O,O,X,X,X,O
LJSTZIO,O,O,O,O,X,O,O,O
LJSTZOI,O,O,O,O,X,X,X,O
LJSTOIZ,O,O,O,O,X,X,X,O
LJSTOZI,O,O,O,O,X,X,X,O
LJSITZO,O,O,O,O,X,O,O,O
LJSITOZ,O,O,O,O,X,X,X,O
LJSIZTO,O,O,O,O,X,O,O,O
LJSIZOT,O,X,O,O,X,O,X,O
LJSIOTZ,O,X,O,O,O,O,X,O
LJSIOZT,O,X,O,O,O,O,X,O
LJSZTIO,O,O,O,O,X,O,O,O
LJSZTOI,O,O,O,O,X,X,X,O
LJSZITO,O,O,O,O,X,O,O,O
LJSZIOT,O,X,O,O,X,O,X,O
LJSZOTI,O,X,O,O,X,O,X,O
LJSZOIT,O,X,O,O,X,O,X,O
LJSOTIZ,O,X,O,O,O,O,X,O
LJSOTZI,O,X,O,O,O,O,X,O
LJSOITZ,O,X,O,O,O,O,X,O
LJSOIZT,O,X,O,O,O,O,X,O
LJSOZTI,O,X,O,O,O,O,X,O
LJSOZIT,O,X,O,O,O,O,X,O
LJZTISO,O,O,O,O,X,X,O,O
LJZTIOS,X,O,O,O,X,X,X,X
LJZTSIO,O,O,O,O,X,X,O,O
LJZTSOI,O,O,O,O,X,X,X,O
LJZTOIS,X,O,O,O,X,X,X,X
LJZTOSI,X,O,O,O,X,X,X,X
LJZITSO,O,O,O,O,X,X,O,O
LJZITOS,X,O,O,O,X,X,X,X
LJZISTO,O,O,O,O,X,X,O,O
LJZISOT,O,X,O,O,X,X,X,O
LJZIOTS,X,X,O,O,X,X,X,O
LJZIOST,X,X,O,O,X,X,X,O
LJZSTIO,O,O,O,O,X,X,O,O
LJZSTOI,O,O,O,O,X,X,X,O
LJZSITO,O,O,O,O,X,X,O,O
LJZSIOT,O,X,O,O,X,X,X,O
LJZSOTI,O,X,O,O,X,X,X,O
LJZSOIT,O,X,O,O,X,X,X,O
LJZOTIS,X,X,O,O,X,X,X,O
LJZOTSI,X,X,O,O,X,X,X,O
LJZOITS,X,X,O,O,X,X,X,O
LJZOIST,X,X,O,O,X,X,X,O
LJZOSTI,X,X,O,O,X,X,X,O
LJZOSIT,X,X,O,O,X,X,X,O
LJOTISZ,O,X,O,O,O,O,X,O
LJOTIZS,O,X,O,O,O,X,X,O
LJOTSIZ,O,X,O,O,O,O,X,O
LJOTSZI,O,X,O,O,O,O,X,O
LJOTZIS,O,X,O,O,O,X,X,O
LJOTZSI,O,X,O,O,O,X,X,O
LJOITSZ,O,X,O,O,O,O,X,O
LJOITZS,O,X,O,O,O,X,X,O
LJOISTZ,O,X,O,O,O,O,X,O
LJOISZT,O,X,O,O,O,O,X,O
LJOIZTS,O,X,O,O,O,X,X,O
LJOIZST,O,X,O,O,O,X,X,O
LJOSTIZ,O,X,O,O,O,O,X,O
LJOSTZI,O,X,O,O,O,O,X,O
LJOSITZ,O,X,O,O,O,O,X,O
LJOSIZT,O,X,O,O,O,O,X,O
LJOSZTI,O,X,O,O,O,O,X,O
LJOSZIT,O,X,O,O,O,O,X,O
LJOZTIS,O,X,O,O,O,X,X,O
LJOZTSI,O,X,O,O,O,X,X,O
LJOZITS,O,X,O,O,O,X,X,O
LJOZIST,O,X,O,O,O,X,X,O
LJOZSTI,O,X,O,O,O,X,X,O
LJOZSIT,O,X,O,O,O,X,X,O
LSTIJZO,O,O,O,O,X,O,O,O
LSTIJOZ,O,O,O,O,X,X,X,O
LSTIZJO,O,O,O,O,X,O,O,O
LSTIZOJ,O,O,O,O,X,O,O,O
LSTIOJZ,O,O,O,X,O,O,X,O
LSTIOZJ,O,O,O,O,O,O,O,O
LSTJIZO,O,O,O,O,X,O,O,O
LSTJIOZ,O,O,O,O,X,X,X,O
LSTJZIO,O,O,O,O,X,O,O,O
LSTJZOI,O,O,O,O,X,X,X,O
LSTJOIZ,O,O,O,O,X,X,X,O
LSTJOZI,O,O,O,O,X,X,X,O
LSTZIJO,O,O,O,O,X,O,O,O
LSTZIOJ,O,O,O,O,X,O,O,O
LSTZJIO,O,O,O,O,X,O,O,O
LSTZJOI,O,O,O,O,X,X,X,O
LSTZOIJ,O,O,O,O,X,O,O,O
LSTZOJI,O,O,O,X,X,O,X,O
LSTOIJZ,O,O,O,X,O,O,X,O
LSTOIZJ,O,O,O,O,O,O,O,O
LSTOJIZ,O,O,O,X,O,O,X,O
LSTOJZI,O,O,O,X,O,O,X,O
LSTOZIJ,O,O,O,O,O,O,O,O
LSTOZJI,O,O,O,X,O,O,X,O
LSITJZO,O,O,O,O,X,O,O,O
LSITJOZ,O,O,O,O,X,X,X,O
LSITZJO,O,O,O,O,X,O,O,O
LSITZOJ,O,O,O,O,X,O,O,O
LSITOJZ,O,O,O,X,O,O,X,O
LSITOZJ,O,O,O,O,O,O,O,O
LSIJTZO,O,O,O,O,X,O,O,O
LSIJTOZ,O,O,O,O,X,X,X,O
LSIJZTO,O,O,O,O,X,O,O,O
LSIJZOT,O,X,O,O,X,O,X,O
LSIJOTZ,O,X,O,O,O,O,X,O
LSIJOZT,O,X,O,O,O,O,X,O
LSIZTJO,O,O,O,O,X,O,O,O
LSIZTOJ,O,O,O,O,X,O,O,O
LSIZJTO,O,X,O,O,X,O,O,O
LSIZJOT,O,X,O,O,X,O,X,O
LSIZOTJ,O,X,O,O,O,O,O,O
LSIZOJT,O,X,O,O,O,O,X,O
LSIOTJZ,O,O,O,O,O,O,X,O
LSIOTZJ,O,O,O,O,O,O,O,O
LSIOJTZ,O,X,O,O,O,O,X,O
LSIOJZT,O,X,O,O,O,O,X,O
LSIOZTJ,O,O,O,O,O,O,O,O
LSIOZJT,O,X,O,O,O,O,X,O
LSJTIZO,O,O,O,O,X,O,O,O
LSJTIOZ,O,O,O,O,X,X,X,O
LSJTZIO,O,O,O,O,X,O,O,O
LSJTZOI,O,O,O,O,X,X,X,O
LSJTOIZ,O,O,O,O,X,X,X,O
LSJTOZI,O,O,O,O,X,X,X,O
LSJITZO,O,O,O,O,X,O,O,O
LSJITOZ,O,O,O,O,X,X,X,O
LSJIZTO,O,O,O,O,X,O,O,O
LSJIZOT,O,X,O,O,X,O,X,O
LSJIOTZ,O,X,O,O,O,O,X,O
LSJIOZT,O,X,O,O,O,O,X,O
LSJZTIO,O,O,O,O,X,O,O,O
LSJZTOI,O,O,O,O,X,X,X,O
LSJZITO,O,O,O,O,X,O,O,O
LSJZIOT,O,X,O,O,X,O,X,O
LSJZOTI,O,X,O,O,X,O,X,O
LSJZOIT,O,X,O,O,X,O,X,O
LSJOTIZ,O,X,O,O,O,O,X,O
LSJOTZI,O,X,O,O,O,O,X,O
LSJOITZ,O,X,O,O,O,O,X,O
LSJOIZT,O,X,O,O,O,O,X,O
LSJOZTI,O,X,O,O,O,O,X,O
LSJOZIT,O,X,O,O,O,O,X,O
LSZTIJO,O,O,O,O,X,O,O,O
LSZTIOJ,O,O,O,O,X,O,O,O
LSZTJIO,O,O,O,O,X,O,O,O
LSZTJOI,O,X,O,O,X,X,X,O
LSZTOIJ,O,O,O,O,X,O,O,O
LSZTOJI,O,X,O,X,X,O,X,O
LSZITJO,O,O,O,O,X,O,O,O
LSZITOJ,O,O,O,O,X,O,O,O
LSZIJTO,O,X,O,O,X,O,O,O
LSZIJOT,O,X,O,O,X,O,X,O
LSZIOTJ,O,X,O,O,O,O,O,O
LSZIOJT,O,X,O,O,O,O,X,O
LSZJTIO,O,X,O,O,X,O,O,O
LSZJTOI,O,X,O,O,X,X,X,O
LSZJITO,O,X,O,O,X,O,O,O
LSZJIOT,O,X,O,O,X,O,X,O
LSZJOTI,O,X,O,O,X,O,X,O
LSZJOIT,O,X,O,O,X,O,X,O
LSZOTIJ,O,X,O,O,O,O,O,O
LSZOTJI,O,X,O,X,O,O,X,O
LSZOITJ,O,X,O,O,O,O,O,O
LSZOIJT,O,X,O,O,O,O,X,O
LSZOJTI,O,X,O,O,O,O,X,O
LSZOJIT,O,X,O,O,O,O,X,O
LSOTIJZ,O,O,O,O,O,O,X,O
LSOTIZJ,O,O,O,O,O,O,O,O
LSOTJIZ,O,O,O,O,O,O,X,O
LSOTJZI,O,O,O,O,O,O,X,O
LSOTZIJ,O,O,O,O,O,O,O,O
LSOTZJI,O,O,O,O,O,O,X,O
LSOITJZ,O,O,O,O,O,O,X,O
LSOITZJ,O,O,O,O,O,O,O,O
LSOIJTZ,O,X,O,O,O,O,X,O
LSOIJZT,O,X,O,O,O,O,X,O
LSOIZTJ,O,O,O,O,O,O,O,O
LSOIZJT,O,X,O,O,O,O,X,O
LSOJTIZ,O,X,O,O,O,O,X,O
LSOJTZI,O,X,O,O,O,O,X,O
LSOJITZ,O,X,O,O,O,O,X,O
LSOJIZT,O,X,O,O,O,O,X,O
LSOJZTI,O,X,O,O,O,O,X,O
LSOJZIT,O,X,O,O,O,O,X,O
LSOZTIJ,O,O,O,O,O,O,O,O
LSOZTJI,O,O,O,O,O,O,X,O
LSOZITJ,O,O,O,O,O,O,O,O
LSOZIJT,O,X,O,O,O,O,X,O
LSOZJTI,O,X,O,O,O,O,X,O
LSOZJIT,O,X,O,O,O,O,X,O
LZTIJSO,O,O,O,O,X,X,O,X
LZTIJOS,X,X,O,O,X,X,X,X
LZTISJO,O,O,O,O,X,O,O,X
LZTISOJ,O,O,O,O,X,O,O,X
LZTIOJS,O,X,O,X,X,X,X,X
LZTIOSJ,O,O,O,X,X,X,O,X
LZTJISO,O,O,O,O,X,X,O,X
LZTJIOS,X,X,O,O,X,X,X,X
LZTJSIO,O,O,O,O,X,X,O,X
LZTJSOI,O,X,O,O,X,X,X,X
LZTJOIS,X,X,O,O,X,X,X,X
LZTJOSI,X,X,O,O,X,X,X,X
LZTSIJO,O,O,O,O,X,O,O,X
LZTSIOJ,O,O,O,O,X,O,O,X
LZTSJIO,O,O,O,O,X,O,O,X
LZTSJOI,O,X,O,O,X,X,X,X
LZTSOIJ,O,O,O,O,X,O,O,X
LZTSOJI,O,X,O,X,X,X,X,X
LZTOIJS,O,X,O,X,X,X,X,X
LZTOISJ,O,O,O,X,X,X,O,X
LZTOJIS,O,X,O,X,X,X,X,X
LZTOJSI,O,X,O,X,X,X,X,X
LZTOSIJ,O,O,O,X,X,X,O,X
LZTOSJI,O,X,O,X,X,X,X,X
LZITJSO,O,O,O,O,X,X,O,X
LZITJOS,X,X,O,O,X,X,X,X
LZITSJO,O,O,O,O,X,O,O,X
LZITSOJ,O,O,O,O,X,O,O,X
LZITOJS,O,X,O,X,X,X,X,X
LZITOSJ,O,O,O,X,X,X,O,X
LZIJTSO,O,X,O,O,X,X,O,O
LZIJTOS,X,X,O,O,X,X,X,X
LZIJSTO,O,X,O,O,X,X,O,O
LZIJSOT,O,X,O,O,X,X,X,O
LZIJOTS,X,X,O,O,X,X,X,O
LZIJOST,X,X,O,O,X,X,X,O
LZISTJO,O,O,O,O,X,O,O,O
LZISTOJ,O,O,O,O,X,O,O,O
LZISJTO,O,X,O,O,X,O,O,O
LZISJOT,O,X,O,O,X,O,X,O
LZISOTJ,O,X,O,O,O,O,O,O
LZISOJT,O,X,O,O,O,O,X,O
LZIOTJS,O,X,O,O,O,X,X,X
LZIOTSJ,O,X,O,O,O,O,O,O
LZIOJTS,O,X,O,O,O,X,X,X
LZIOJST,O,X,O,O,O,X,X,X
LZIOSTJ,O,X,O,O,O,O,O,O
LZIOSJT,O,X,O,O,O,O,X,O
LZJTISO,O,X,O,O,X,X,O,O
LZJTIOS,X,X,O,O,X,X,X,X
LZJTSIO,O,X,O,O,X,X,O,O
LZJTSOI,O,X,O,O,X,X,X,O
LZJTOIS,X,X,O,O,X,X,X,X
LZJTOSI,X,X,O,O,X,X,X,X
LZJITSO,O,X,O,O,X,X,O,O
LZJITOS,X,X,O,O,X,X,X,X
LZJISTO,O,X,O,O,X,X,O,O
LZJISOT,O,X,O,O,X,X,X,O
LZJIOTS,X,X,O,O,X,X,X,O
LZJIOST,X,X,O,O,X,X,X,O
LZJSTIO,O,X,O,O,X,X,O,O
LZJSTOI,O,X,O,O,X,X,X,O
LZJSITO,O,X,O,O,X,X,O,O
LZJSIOT,O,X,O,O,X,X,X,O
LZJSOTI,O,X,O,O,X,X,X,O
LZJSOIT,O,X,O,O,X,X,X,O
LZJOTIS,X,X,O,O,X,X,X,O
LZJOTSI,X,X,O,O,X,X,X,O
LZJOITS,X,X,O,O,X,X,X,O
LZJOIST,X,X,O,O,X,X,X,O
LZJOSTI,X,X,O,O,X,X,X,O
LZJOSIT,X,X,O,O,X,X,X,O
LZSTIJO,O,O,O,O,X,O,O,O
LZSTIOJ,O,O,O,O,X,O,O,O
LZSTJIO,O,O,O,O,X,O,O,O
LZSTJOI,O,X,O,O,X,X,X,O
LZSTOIJ,O,O,O,O,X,O,O,O
LZSTOJI,O,X,O,X,X,O,X,O
LZSITJO,O,O,O,O,X,O,O,O
LZSITOJ,O,O,O,O,X,O,O,O
LZSIJTO,O,X,O,O,X,O,O,O
LZSIJOT,O,X,O,O,X,O,X,O
LZSIOTJ,O,X,O,O,O,O,O,O
LZSIOJT,O,X,O,O,O,O,X,O
LZSJTIO,O,X,O,O,X,O,O,O
LZSJTOI,O,X,O,O,X,X,X,O
LZSJITO,O,X,O,O,X,O,O,O
LZSJIOT,O,X,O,O,X,O,X,O
LZSJOTI,O,X,O,O,X,O,X,O
LZSJOIT,O,X,O,O,X,O,X,O
LZSOTIJ,O,X,O,O,O,O,O,O
LZSOTJI,O,X,O,X,O,O,X,O
LZSOITJ,O,X,O,O,O,O,O,O
LZSOIJT,O,X,O,O,O,O,X,O
LZSOJTI,O,X,O,O,O,O,X,O
LZSOJIT,O,X,O,O,O,O,X,O
LZOTIJS,O,X,O,O,O,X,X,X
LZOTISJ,O,X,O,O,O,O,O,O
LZOTJIS,O,X,O,O,O,X,X,X
LZOTJSI,O,X,O,O,O,X,X,X
LZOTSIJ,O,X,O,O,O,O,O,O
LZOTSJI,O,X,O,O,O,O,X,O
LZOITJS,O,X,O,O,O,X,X,X
LZOITSJ,O,X,O,O,O,O,O,O
LZOIJTS,O,X,O,O,O,X,X,X
LZOIJST,O,X,O,O,O,X,X,X
LZOISTJ,O,X,O,O,O,O,O,O
LZOISJT,O,X,O,O,O,O,X,O
LZOJTIS,O,X,O,O,O,X,X,X
LZOJTSI,O,X,O,O,O,X,X,X
LZOJITS,O,X,O,O,O,X,X,X
LZOJIST,O,X,O,O,O,X,X,X
LZOJSTI,O,X,O,O,O,X,X,X
LZOJSIT,O,X,O,O,O,X,X,X
LZOSTIJ,O,X,O,O,O,O,O,O
LZOSTJI,O,X,O,O,O,O,X,O
LZOSITJ,O,X,O,O,O,O,O,O
LZOSIJT,O,X,O,O,O,O,X,O
LZOSJTI,O,X,O,O,O,O,X,O
LZOSJIT,O,X,O,O,O,O,X,O
LOTIJSZ,O,O,O,O,O,O,X,O
LOTIJZS,O,O,O,O,O,X,X,X
LOTISJZ,O,O,O,O,O,O,X,O
LOTISZJ,O,O,O,O,O,O,O,O
LOTIZJS,O,O,O,O,O,X,X,X
LOTIZSJ,O,O,O,O,O,O,O,O
LOTJISZ,O,O,O,O,O,O,X,O
LOTJIZS,O,O,O,O,O,X,X,X
LOTJSIZ,O,O,O,O,O,O,X,O
LOTJSZI,O,O,O,O,O,O,X,O
LOTJZIS,O,O,O,O,O,X,X,X
LOTJZSI,O,O,O,O,O,X,X,X
LOTSIJZ,O,O,O,O,O,O,X,O
LOTSIZJ,O,O,O,O,O,O,O,O
LOTSJIZ,O,O,O,O,O,O,X,O
LOTSJZI,O,O,O,O,O,O,X,O
LOTSZIJ,O,O,O,O,O,O,O,O
LOTSZJI,O,O,O,O,O,O,X,O
LOTZIJS,O,O,O,O,O,X,X,X
LOTZISJ,O,O,O,O,O,O,O,O
LOTZJIS,O,O,O,O,O,X,X,X
LOTZJSI,O,O,O,O,O,X,X,X
LOTZSIJ,O,O,O,O,O,O,O,O
LOTZSJI,O,O,O,O,O,O,X,O
LOITJSZ,O,O,O,O,O,O,X,O
LOITJZS,O,O,O,O,O,X,X,X
LOITSJZ,O,O,O,O,O,O,X,O
LOITSZJ,O,O,O,O,O,O,O,O
LOITZJS,O,O,O,O,O,X,X,X
LOITZSJ,O,O,O,O,O,O,O,O
LOIJTSZ,O,O,O,O,O,O,X,O
LOIJTZS,O,O,O,O,O,X,X,O
LOIJSTZ,O,O,O,O,O,O,X,O
LOIJSZT,O,O,O,O,O,O,X,O
LOIJZTS,O,O,O,O,O,X,X,O
LOIJZST,O,O,O,O,O,X,X,O
LOISTJZ,O,O,O,O,O,O,X,O
LOISTZJ,O,O,O,O,O,O,O,O
LOISJTZ,O,X,O,O,O,O,X,O
LOISJZT,O,X,O,O,O,O,X,O
LOISZTJ,O,O,O,O,O,O,O,O
LOISZJT,O,X,O,O,O,O,X,O
LOIZTJS,O,O,O,O,O,X,X,X
LOIZTSJ,O,O,O,O,O,O,O,O
LOIZJTS,O,X,O,O,O,X,X,X
LOIZJST,O,X,O,O,O,X,X,X
LOIZSTJ,O,O,O,O,O,O,O,O
LOIZSJT,O,X,O,O,O,O,X,O
LOJTISZ,O,O,O,O,O,O,X,O
LOJTIZS,O,O,O,O,O,X,X,O
LOJTSIZ,O,O,O,O,O,O,X,O
LOJTSZI,O,O,O,O,O,O,X,O
LOJTZIS,O,O,O,O,O,X,X,O
LOJTZSI,O,O,O,O,O,X,X,O
LOJITSZ,O,O,O,O,O,O,X,O
LOJITZS,O,O,O,O,O,X,X,O
LOJISTZ,O,O,O,O,O,O,X,O
LOJISZT,O,O,O,O,O,O,X,O
LOJIZTS,O,O,O,O,O,X,X,O
LOJIZST,O,O,O,O,O,X,X,O
LOJSTIZ,O,O,O,O,O,O,X,O
LOJSTZI,O,O,O,O,O,O,X,O
LOJSITZ,O,O,O,O,O,O,X,O
LOJSIZT,O,O,O,O,O,O,X,O
LOJSZTI,O,O,O,O,O,O,X,O
LOJSZIT,O,O,O,O,O,O,X,O
LOJZTIS,O,O,O,O,O,X,X,O
LOJZTSI,O,O,O,O,O,X,X,O
LOJZITS,O,O,O,O,O,X,X,O
LOJZIST,O,O,O,O,O,X,X,O
LOJZSTI,O,O,O,O,O,X,X,O
LOJZSIT,O,O,O,O,O,X,X,O
LOSTIJZ,O,O,O,O,O,O,X,O
LOSTIZJ,O,O,O,O,O,O,O,O
LOSTJIZ,O,O,O,O,O,O,X,O
LOSTJZI,O,O,O,O,O,O,X,O
LOSTZIJ,O,O,O,O,O,O,O,O
LOSTZJI,O,O,O,O,O,O,X,O
LOSITJZ,O,O,O,O,O,O,X,O
LOSITZJ,O,O,O,O,O,O,O,O
LOSIJTZ,O,X,O,O,O,O,X,O
LOSIJZT,O,X,O,O,O,O,X,O
LOSIZTJ,O,O,O,O,O,O,O,O
LOSIZJT,O,X,O,O,O,O,X,O
LOSJTIZ,O,X,O,O,O,O,X,O
LOSJTZI,O,X,O,O,O,O,X,O
LOSJITZ,O,X,O,O,O,O,X,O
LOSJIZT,O,X,O,O,O,O,X,O
LOSJZTI,O,X,O,O,O,O,X,O
LOSJZIT,O,X,O,O,O,O,X,O
LOSZTIJ,O,O,O,O,O,O,O,O
LOSZTJI,O,O,O,O,O,O,X,O
LOSZITJ,O,O,O,O,O,O,O,O
LOSZIJT,O,X,O,O,O,O,X,O
LOSZJTI,O,X,O,O,O,O,X,O
LOSZJIT,O,X,O,O,O,O,X,O
LOZTIJS,O,O,O,O,O,X,X,X
LOZTISJ,O,O,O,O,O,O,O,O
LOZTJIS,O,O,O,O,O,X,X,X
LOZTJSI,O,O,O,O,O,X,X,X
LOZTSIJ,O,O,O,O,O,O,O,O
LOZTSJI,O,O,O,O,O,O,X,O
LOZITJS,O,O,O,O,O,X,X,X
LOZITSJ,O,O,O,O,O,O,O,O
LOZIJTS,O,X,O,O,O,X,X,X
LOZIJST,O,X,O,O,O,X,X,X
LOZISTJ,O,O,O,O,O,O,O,O
LOZISJT,O,X,O,O,O,O,X,O
LOZJTIS,O,X,O,O,O,X,X,X
LOZJTSI,O,X,O,O,O,X,X,X
LOZJITS,O,X,O,O,O,X,X,X
LOZJIST,O,X,O,O,O,X,X,X
LOZJSTI,O,X,O,O,O,X,X,X
LOZJSIT,O,X,O,O,O,X,X,X
LOZSTIJ,O,O,O,O,O,O,O,O
LOZSTJI,O,O,O,O,O,O,X,O
LOZSITJ,O,O,O,O,O,O,O,O
LOZSIJT,O,X,O,O,O,O,X,O
LOZSJTI,O,X,O,O,O,O,X,O
LOZSJIT,O,X,O,O,O,O,X,O
JTILSZO,O,O,O,O,X,O,O,O
JTILSOZ,O,O,O,O,X,X,X,O
JTILZSO,O,O,O,O,X,X,O,O
JTILZOS,X,O,O,O,X,X,X,X
JTILOSZ,O,O,O,O,X,X,X,O
JTILOZS,O,O,O,O,X,X,X,O
JTISLZO,O,O,O,O,X,X,X,O
JTISLOZ,O,O,O,O,X,X,X,O
JTISZLO,O,O,O,O,X,X,X,X
JTISZOL,X,O,O,O,X,X,X,X
JTISOLZ,X,O,O,O,X,X,X,X
JTISOZL,X,O,O,O,X,X,X,X
JTIZLSO,O,O,O,O,X,X,O,O
JTIZLOS,X,O,O,O,X,X,X,X
JTIZSLO,O,O,O,O,X,X,X,X
JTIZSOL,X,O,O,O,X,X,X,X
JTIZOLS,X,O,O,O,X,X,X,X
JTIZOSL,X,O,X,O,X,X,X,X
JTIOLSZ,O,O,X,O,X,X,X,O
JTIOLZS,O,O,X,O,X,X,X,O
JTIOSLZ,O,O,X,O,X,X,X,O
JTIOSZL,X,O,X,O,X,X,X,X
JTIOZLS,O,O,X,O,X,X,X,O
JTIOZSL,X,O,X,O,X,X,X,X
JTLISZO,O,O,O,O,X,O,O,O
JTLISOZ,O,O,O,O,X,X,X,O
JTLIZSO,O,O,O,O,X,X,O,O
JTLIZOS,X,O,O,O,X,X,X,X
JTLIOSZ,O,O,O,O,X,X,X,O
JTLIOZS,O,O,O,O,X,X,X,O
JTLSIZO,O,O,O,O,X,O,O,O
JTLSIOZ,O,O,O,O,X,X,X,O
JTLSZIO,O,O,O,O,X,O,O,O
JTLSZOI,O,O,O,O,X,X,X,O
JTLSOIZ,O,O,O,O,X,X,X,O
JTLSOZI,O,O,O,O,X,X,X,O
JTLZISO,O,O,O,O,X,X,O,O
JTLZIOS,X,O,O,O,X,X,X,X
JTLZSIO,O,O,O,O,X,X,O,O
JTLZSOI,O,O,O,O,X,X,X,O
JTLZOIS,X,O,O,O,X,X,X,X
JTLZOSI,X,O,O,O,X,X,X,X
JTLOISZ,O,O,O,O,X,X,X,O
JTLOIZS,O,O,O,O,X,X,X,O
JTLOSIZ,O,O,O,O,X,X,X,O
JTLOSZI,O,O,O,O,X,X,X,O
JTLOZIS,O,O,O,O,X,X,X,O
JTLOZSI,O,O,O,O,X,X,X,O
JTSILZO,O,O,O,O,X,X,X,O
JTSILOZ,O,O,O,O,X,X,X,O
JTSIZLO,O,O,O,O,X,X,X,X
JTSIZOL,X,O,O,O,X,X,X,X
JTSIOLZ,X,O,O,O,X,X,X,X
JTSIOZL,X,O,O,O,X,X,X,X
JTSLIZO,O,O,O,O,X,X,X,O
JTSLIOZ,O,O,O,O,X,X,X,O
JTSLZIO,O,O,O,O,X,X,X,O
JTSLZOI,O,O,O,O,X,X,X,O
JTSLOIZ,O,O,O,O,X,X,X,O
JTSLOZI,O,O,O,O,X,X,X,O
JTSZILO,O,O,O,O,X,X,X,X
JTSZIOL,X,O,O,O,X,X,X,X
JTSZLIO,O,O,O,O,X,X,X,X
JTSZLOI,O,O,O,O,X,X,X,X
JTSZOIL,X,O,O,O,X,X,X,X
JTSZOLI,X,O,O,X,X,X,X,X
JTSOILZ,X,O,O,O,X,X,X,X
JTSOIZL,X,O,O,O,X,X,X,X
